@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R2,4,9,11'

@attribute FWidth numeric
@attribute FConc numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
14.3362,0.5664,7.7706,g
11.1832,0.7535,76.1181,g
17.2196,0.2865,0.046,g
16.1954,0.5534,71.004,g
11.9623,0.5233,13.7613,g
13.5888,0.4088,8.344,g
13.5528,0.5104,8.407,g
14.085,0.3436,35.2593,g
44.331,0.1385,1.676,g
21.3517,0.2786,0.094,g
15.4866,0.2809,16.6337,g
17.8179,0.2976,1.314,g
20.9172,0.3408,17.4523,g
10.8729,0.5184,13.001,g
16.0674,0.2568,0.069,g
13.9672,0.392,11.4725,g
17.1392,0.4296,16.7134,g
20.8295,0.3752,44.012,g
17.6255,0.3854,22.139,g
21.0573,0.1855,1.9065,g
15.1052,0.4048,33.8143,g
29.1599,0.2599,1.3072,g
64.5654,0.0803,53.79,g
11.3843,0.7407,14.3513,g
12.8143,0.5175,41.795,g
6.5774,0.7599,18.981,g
28.7303,0.2194,4.0631,g
20.1143,0.3557,3.9876,g
12.1882,0.5332,28.9777,g
15.0599,0.4482,31.4724,g
12.9098,0.4347,20.553,g
6.7887,0.7149,10.302,g
10.9818,0.5086,6.516,g
24.0479,0.2064,3.034,g
27.5492,0.6353,8.79,g
17.4503,0.2905,4.3085,g
12.9838,0.5121,69.805,g
6.96,0.6855,66.4912,g
6.4609,0.7539,3.9937,g
12.9808,0.501,58.9308,g
19.8364,0.2657,3.164,g
21.7998,0.2326,4.789,g
15.7785,0.3434,2.37,g
32.2394,0.1293,2.3937,g
14.843,0.2723,12.424,g
25.2519,0.3078,0.4197,g
14.8624,0.478,19.405,g
31.0873,0.2831,6.389,g
35.688,0.1812,8.8474,g
18.6845,0.3738,52.5269,g
6.8137,0.5286,12.945,g
25.6677,0.1956,0.334,g
25.7827,0.2319,4.605,g
24.5245,0.1939,4.908,g
13.2068,0.39,12.8858,g
16.5013,0.2985,3.638,g
31.8481,0.1357,8.5577,g
17.3591,0.296,11.7003,g
11.4624,0.552,2.5804,g
26.8695,0.2845,11.8032,g
24.4358,0.2493,3.6478,g
14.6744,0.5462,39.134,g
22.0343,0.2224,7.7575,g
12.5494,0.6532,21.788,g
18.4949,0.3914,0.059,g
14.3441,0.5239,3.13,g
16.9973,0.3016,25.1167,g
37.7353,0.2266,2.481,g
15.8981,0.3921,11.479,g
10.9666,0.6114,23.821,g
12.2168,0.3992,41.5557,g
14.411,0.4267,7.5143,g
0,0.7068,29.9003,g
6.9613,0.5876,18.7187,g
30.4017,0.2113,0.181,g
17.3984,0.2983,0.8828,g
27.0242,0.2384,1.346,g
29.7172,0.2127,11.855,g
32.9325,0.2089,15.657,g
17.0705,0.4098,1.9194,g
9.8311,0.6212,2.805,g
14.8699,0.4362,70.606,g
12.554,0.5991,15.175,g
13.9285,0.4625,72.624,g
17.421,0.4532,2.7033,g
9.9059,0.4231,7.055,g
11.6095,0.434,3.9822,g
16.2333,0.2987,15.5205,g
12.3497,0.5837,0.3301,g
10.0005,0.4839,10.025,g
16.2619,0.3051,23.853,g
16.3085,0.2816,0.783,g
11.8072,0.3971,6.0467,g
14.7584,0.5066,10.7955,g
16.1369,0.2195,0.8192,g
21.2245,0.2415,36.13,g
15.8012,0.3078,1.236,g
16.3217,0.3769,17.21,g
22.4696,0.2042,1.877,g
9.7191,0.4646,10.626,g
17.0734,0.3869,2.3056,g
15.6,0.4041,5.8704,g
16.9432,0.1993,4.6306,g
14.8309,0.2754,5.874,g
0.0001,0.7977,81.2738,g
12.4016,0.4902,34.4836,g
27.2268,0.1883,4.8363,g
18.0175,0.3296,0.326,g
15.0473,0.3699,0.27,g
15.5268,0.5024,72.3693,g
17.1474,0.3384,2.5393,g
21.7903,0.2069,7.0487,g
45.7592,0.0831,2.4726,g
12.6917,0.5741,21.192,g
15.1237,0.3652,18.8584,g
17.3529,0.3816,34.76,g
10.7911,0.7549,11.7248,g
9.313,0.6486,11.0601,g
16.8379,0.3433,22.632,g
10.5832,0.7855,58.0375,g
18.5514,0.2808,2.584,g
14.3651,0.4397,28.7626,g
11.0268,0.5362,64.3873,g
20.949,0.1936,5.411,g
10.6153,0.7751,66.481,g
23.793,0.2175,6.246,g
8.678,0.6786,21.399,g
28.7212,0.2092,29.8043,g
18.4984,0.4672,88.2467,g
19.1991,0.4429,83.7468,g
24.5063,0.2063,9.031,g
19.2043,0.3154,7.444,g
20.5255,0.3506,13.937,g
11.4535,0.5909,36.5241,g
19.7964,0.3084,0.9563,g
11.0807,0.4537,15.9689,g
15.0095,0.3995,3.6204,g
12.6453,0.5206,39.5399,g
11.985,0.4061,0.986,g
12.9893,0.4354,23.302,g
12.5133,0.4378,7.979,g
13.7282,0.379,8.827,g
12.4609,0.3821,3.9175,g
10.4007,0.6293,71.9141,g
31.4188,0.1397,7.116,g
9.5189,0.6648,5.205,g
17.3139,0.2719,50.738,g
16.8385,0.3867,7.086,g
21.8785,0.2394,22.8615,g
17.1498,0.2838,5.413,g
17.6279,0.2574,0.3636,g
12.44,0.4789,60.023,g
15.8483,0.368,0.829,g
17.3947,0.3088,3.4423,g
6.0469,0.7977,49.2261,g
10.8425,0.5635,57.169,g
17.9932,0.2735,0.8845,g
7.6865,0.7091,24.6644,g
21.7036,0.2968,17.8597,g
15.0317,0.3088,19.418,g
17.8475,0.3519,15.547,g
21.9626,0.4103,0.482,g
22.0771,0.2627,7.795,g
33.524,0.131,0.8501,g
50.767,0.14,14.227,g
23.3882,0.2154,3.0261,g
17.2349,0.3479,8.849,g
10.8881,0.5304,48.996,g
21.234,0.2178,0.1015,g
29.803,0.3069,56.554,g
11.1782,0.559,63.099,g
19.3979,0.2742,7.917,g
17.9673,0.2232,4.7341,g
26.5278,0.3222,1.086,g
14.3241,0.4507,14.5024,g
18.6041,0.255,5.0738,g
25.7017,0.2078,0.6463,g
15.5685,0.5171,36.6853,g
18.9317,0.2833,3.7329,g
15.2469,0.317,15.18,g
7.3745,0.7893,37.739,g
27.4333,0.2259,2.258,g
9.8675,0.5795,38.6221,g
10.0467,0.5774,2.1861,g
11.0349,0.3964,11.1458,g
13.4295,0.5176,15.682,g
14.6007,0.3121,21.9358,g
22.829,0.3431,61.2522,g
13.8215,0.4008,17.82,g
21.3023,0.1791,0.152,g
14.6429,0.3681,1.5,g
9.3952,0.8311,30.754,g
21.9916,0.2377,23.42,g
10.5008,0.4656,4.9965,g
27.2113,0.3948,13.734,g
17.0975,0.518,59.7912,g
19.6173,0.2072,1.039,g
14.7835,0.3934,1.0325,g
21.7562,0.2149,15.494,g
10.1863,0.8036,87.5122,g
19.8522,0.3067,13.905,g
28.7681,0.2143,23.088,g
19.1013,0.3091,12.398,g
12.7545,0.4381,1.9635,g
17.5422,0.3367,22.1766,g
12.8155,0.3985,43.914,g
6.5065,0.7396,79.5842,g
6.6886,0.7522,12.001,g
18.8593,0.2095,7.318,g
31.4021,0.1689,0.8347,g
20.616,0.287,11.7311,g
18.637,0.3758,1.475,g
17.8605,0.3834,63.4582,g
10.1512,0.6227,5.762,g
10.5402,0.6748,2.559,g
15.0661,0.2919,1.639,g
26.0372,0.2214,6.884,g
15.8974,0.4341,6.6877,g
21.7384,0.2198,7.9929,g
21.3653,0.2697,1.8987,g
25.4305,0.204,5.4913,g
18.6382,0.361,37.835,g
23.0888,0.3992,8.256,g
12.9944,0.4634,0.98,g
11.6508,0.3604,8.356,g
10.9895,0.5763,77.3274,g
12.913,0.4919,6.2819,g
22.609,0.2622,10.7911,g
20.8316,0.2627,1.8611,g
14.5245,0.4028,13.207,g
21.2395,0.3116,35.85,g
8.5251,0.6056,27.0267,g
13.3978,0.3583,26.464,g
23.4765,0.2088,1.6041,g
18.5401,0.4476,9.5992,g
31.0807,0.29,2.532,g
16.063,0.3091,4.871,g
21.7687,0.2243,7.915,g
14.0079,0.5471,25.6547,g
22.701,0.2738,9.9482,g
27.8542,0.1461,0.9381,g
46.3484,0.0923,3.208,g
24.3085,0.1904,7.6011,g
12.378,0.3539,1.6899,g
15.0088,0.3498,3.7162,g
17.8239,0.358,29.945,g
13.99,0.3224,3.316,g
17.1098,0.2801,50.521,g
37.8474,0.1059,1.7696,g
18.9378,0.2124,5.806,g
20.329,0.3018,1.824,g
20.4244,0.2495,3.348,g
21.3649,0.3156,5.475,g
25.0634,0.2063,3.7331,g
25.3397,0.1971,1.993,g
39.7998,0.1821,0.4454,g
15.4439,0.4417,0.0354,g
11.9991,0.6563,60.3974,g
16.7217,0.3213,2.102,g
8.2409,0.519,5.2825,g
26.9059,0.2189,25.8692,g
15.246,0.4007,27.6555,g
32.0713,0.1296,0.849,g
70.2186,0.0576,12.6281,g
19.6858,0.2659,3.627,g
18.087,0.3276,47.2791,g
25.0592,0.1973,24.038,g
16.5288,0.3387,4.2561,g
20.156,0.207,14.283,g
19.0882,0.3812,9.518,g
19.7439,0.2362,2.039,g
16.2328,0.3206,6.074,g
27.9993,0.2198,2.929,g
14.4724,0.3171,12.6816,g
10.3209,0.491,8.3766,g
13.6892,0.3799,13.464,g
18.383,0.3701,17.804,g
16.7121,0.2837,2.9976,g
14.6663,0.5473,9.9314,g
20.5097,0.3055,4.072,g
13.2785,0.5565,17.6539,g
35.5829,0.0997,2.012,g
28.0936,0.155,13.3384,g
28.1824,0.3446,11.8712,g
12.6705,0.5286,8.131,g
15.4352,0.3425,26.0436,g
30.85,0.1629,33.757,g
6.6859,0.723,1.5218,g
15.8183,0.3354,2.6807,g
37.4008,0.1461,1.304,g
15.6989,0.4441,79.7296,g
18.6235,0.2851,3.408,g
34.0878,0.1383,4.9835,g
10.3993,0.7944,26.089,g
16.2208,0.2351,6.0857,g
31.2785,0.1992,7.47,g
12.6492,0.4796,20.2901,g
16.6565,0.4962,41.436,g
25.083,0.2384,0.4688,g
34.8662,0.134,1.92,g
16.4813,0.2942,2.533,g
17.7293,0.2627,6.862,g
21.5584,0.212,2.071,g
19.884,0.3402,35.4229,g
15.7187,0.4361,64.773,g
23.9551,0.1669,0.1561,g
11.1882,0.557,57.878,g
25.881,0.1743,0.2422,g
11.7024,0.4296,19.6618,g
22.0943,0.2615,5.253,g
10.8862,0.4047,0.334,g
18.7898,0.2662,5.801,g
17.6603,0.2963,55.3074,g
32.714,0.159,6.809,g
12.3885,0.4703,19.31,g
15.6962,0.5182,43.216,g
37.9127,0.1218,3.634,g
16.2038,0.4143,15.9615,g
10.2,0.4148,8.8998,g
19.7569,0.2365,9.021,g
31.6318,0.1366,0.455,g
25.4116,0.1632,53.831,g
21.2136,0.1326,4.8249,g
15.5952,0.3798,10.943,g
10.6386,0.782,20.371,g
22.0694,0.2311,7.8252,g
35.2634,0.1568,52.7165,g
29.0942,0.1653,0.3837,g
6.3037,0.7708,67.106,g
10.9195,0.5952,19.774,g
21.8075,0.2547,11.0947,g
11.9455,0.5711,7.3704,g
38.4914,0.1916,27.0741,g
17.6349,0.392,1.8427,g
38.9547,0.1516,8.1224,g
15.7447,0.2927,3.413,g
16.6034,0.5133,88.1698,g
16.6648,0.2397,23.618,g
16.8725,0.3348,3.491,g
94.327,0.0496,28.311,g
9.8703,0.5674,49.932,g
16.9124,0.335,88.1553,g
15.2427,0.3124,5.8093,g
27.8348,0.1537,0.9347,g
18.5091,0.2792,5.866,g
27.0644,0.1901,2.8559,g
19.4652,0.3297,0.7701,g
14.1388,0.3887,5.97,g
24.6979,0.2341,2.4152,g
9.4707,0.6134,46.534,g
31.0498,0.2327,0.899,g
16.1019,0.4866,15.77,g
25.0205,0.2001,2.877,g
14.27,0.5061,74.383,g
16.3341,0.3733,22.533,g
12.1659,0.4703,5.471,g
16.4329,0.4379,3.667,g
26.6736,0.1791,4.036,g
18.6504,0.2978,36.2739,g
19.8015,0.2913,7.3779,g
26.8979,0.2321,2.621,g
17.069,0.4284,55.5722,g
27.5027,0.2449,6.718,g
12.8963,0.5438,63.4783,g
7.4868,0.7698,2.559,g
11.6185,0.3498,2.625,g
21.6881,0.3645,19.152,g
7.1801,0.5526,24.1245,g
15.4471,0.3254,7.5607,g
17.9911,0.324,8.1352,g
18.6014,0.266,20.828,g
14.6598,0.4641,87.5655,g
18.2968,0.2905,0.9822,g
29.4517,0.2569,3.915,g
30.0241,0.1174,6.665,g
12.7089,0.3644,6.879,g
9.7503,0.4694,1.004,g
33.2071,0.1307,4.5847,g
22.0689,0.259,2.3478,g
19.1651,0.1908,4.181,g
15.0705,0.2773,2.042,g
20.5946,0.3438,3.9848,g
87.0446,0.094,10.2033,h
19.353,0.5332,80.0427,h
17.5357,0.2685,54.251,h
7.0232,0.8571,67.345,h
25.0515,0.1881,53.4656,h
61.8022,0.2409,21.546,h
7.5279,0.6011,46.9345,h
11.81,0.3124,77.258,h
6.9726,0.6561,15.4364,h
14.7142,0.5719,89.8463,h
34.3016,0.1173,24.9091,h
6.4831,0.4108,0.4413,h
0,0.7012,16.042,h
9.3591,0.6197,19.615,h
11.8162,0.5584,82.1892,h
24.6202,0.4611,10.8246,h
14.0799,0.6347,12.2003,h
83.5381,0.2356,59.654,h
6.543,0.6006,29.3263,h
14.7672,0.253,19.4429,h
12.6216,0.5547,67.246,h
38.289,0.1222,64.7142,h
36.2847,0.3339,77.0245,h
27.9167,0.3851,27.8128,h
13.803,0.6194,33.2851,h
21.6376,0.3457,88.7428,h
43.771,0.3489,8.6226,h
43.4406,0.0717,60.3097,h
48.9676,0.2098,2.8296,h
15.7893,0.3895,17.8245,h
12.1569,0.4166,14.33,h
40.4145,0.2489,18.0434,h
9.9979,0.548,33.7903,h
11.3716,0.5892,73.454,h
10.5655,0.6181,64.519,h
17.1325,0.5545,55.44,h
39.6102,0.2754,9.5109,h
26.1756,0.2142,42.1325,h
10.1341,0.8115,24.21,h
46.1107,0.1056,80.2086,h
50.5664,0.2454,30.3729,h
21.0867,0.4681,80.8764,h
25.34,0.2649,11.9112,h
18.9446,0.389,18.4858,h
11.5842,0.2644,75.0032,h
13.2385,0.2523,45.1887,h
135.4331,0.0541,58.4545,h
12.2569,0.4769,55.521,h
28.7214,0.3373,22.5175,h
9.6259,0.6026,34.8822,h
45.9908,0.0752,82.2326,h
12.0209,0.7034,62.2473,h
15.2278,0.5743,29.8353,h
46.8133,0.2613,26.525,h
9.3649,0.3456,85.393,h
16.087,0.4715,44.9398,h
3.1184,0.6687,63.4187,h
16.3027,0.5172,8.9192,h
8.9596,0.5994,65.0487,h
17.1682,0.3351,8.107,h
15.9579,0.3606,38.8507,h
60.9879,0.1042,84.4635,h
31.7502,0.2803,13.8145,h
84.5275,0.1766,44.333,h
36.9102,0.2003,39.656,h
7.3805,0.8106,24.289,h
18.2914,0.359,73.5459,h
13.9963,0.5063,5.282,h
13.9875,0.2803,43.096,h
56.024,0.0875,62.358,h
9.5366,0.4727,61.9837,h
8.3309,0.6875,63.885,h
11.1482,0.3839,26.0156,h
16.6452,0.4411,41.666,h
15.3624,0.3949,33.559,h
11.084,0.5219,2.0718,h
80.4596,0.0529,22.0015,h
12.8988,0.4508,7.464,h
10.5479,0.56,24.6014,h
35.1849,0.3738,22.8884,h
10.7729,0.5023,79.51,h
11.0856,0.4478,51.315,h
56.6684,0.1173,48.5291,h
33.1814,0.2228,71.9265,h
39.7409,0.0934,42.8955,h
12.3963,0.2787,47.2621,h
11.957,0.2689,47.6322,h
16.1045,0.3503,38.2136,h
16.5219,0.5284,13.849,h
28.7153,0.1368,85.8318,h
26.0549,0.1257,60.3731,h
21.6431,0.3815,62.429,h
42.9253,0.2628,85.3675,h
13.0754,0.6895,34.0047,h
44.2192,0.1779,59.4832,h
25.169,0.3178,1.2185,h
1.6143,0.6073,80.2955,h
17.9934,0.3623,80.9486,h
18.1772,0.2828,45.5517,h
40.5641,0.0868,57.0629,h
7.3906,0.5866,1.9798,h
25.4387,0.2307,28.5707,h
32.1655,0.3496,9.6768,h
68.9698,0.219,75.756,h
170.862,0.177,8.9743,h
19.334,0.3672,40.4613,h
30.1342,0.2142,20.3454,h
11.2586,0.383,38.31,h
10.7467,0.499,63.789,h
9.128,0.5805,16.3577,h
10.9544,0.7571,64.87,h
5.7126,0.5539,7.7667,h
10.1141,0.6101,31.0868,h
10.0117,0.5904,23.493,h
30.3326,0.5035,24.2187,h
12.5488,0.4133,11.6998,h
10.746,0.397,50.348,h
16.852,0.2735,43.552,h
46.8503,0.2911,2.9828,h
21.3632,0.3514,6.9432,h
20.0296,0.2728,25.823,h
16.9298,0.4515,70.9837,h
16.1799,0.239,27.591,h
19.4724,0.294,83.468,h
9.1936,0.756,75.3281,h
23.5628,0.2826,81.4517,h
15.7169,0.3912,69.3228,h
7.0241,0.6426,32.4792,h
10.0064,0.8065,7.9436,h
10.0548,0.5855,44.4008,h
33.2024,0.5015,2.001,h
99.4705,0.1433,60.931,h
33.654,0.1877,32.325,h
41.884,0.2155,26.502,h
31.939,0.2615,14.916,h
16.6427,0.5093,75.6578,h
10.6494,0.4636,73.7976,h
0,0.6488,70.884,h
13.9081,0.4588,72.1624,h
19.7924,0.1928,43.8784,h
93.1411,0.0452,45.678,h
86.838,0.1332,44.9263,h
13.0235,0.36,0.6164,h
20.5177,0.2928,15.6936,h
71.2754,0.0572,68.661,h
37.0807,0.3102,13.14,h
29.4855,0.3057,2.1899,h
8.99,0.6408,61.917,h
17.0889,0.2368,85.8821,h
29.1894,0.1405,29.5828,h
11.6071,0.4376,23.3886,h
11.5462,0.605,25.5049,h
16.1697,0.4519,15.825,h
35.0896,0.3031,17.1635,h
5.1737,0.6229,35.5914,h
44.1927,0.2312,65.3292,h
3.4692,0.4538,48.7783,h
34.2924,0.2752,67.089,h
21.0031,0.3141,83.9235,h
20.7426,0.2583,36.7293,h
6.3376,0.6707,17.0579,h
5.7394,0.6553,57.1519,h
16.1413,0.3161,47.3369,h
11.7337,0.7229,49.8144,h
11.2544,0.3652,54.8484,h
11.7387,0.4381,78.4634,h
42.8406,0.207,11.0336,h
92.1734,0.1363,50.421,h
0,0.8078,51.791,h
16.7137,0.3908,20.185,h
63.0994,0.1205,68.6399,h
11.575,0.635,71.033,h
24.0643,0.2985,48.9955,h
9.6995,0.619,20.4406,h
15.7436,0.159,66.8088,h
1.7216,0.6889,24.6146,h
81.4976,0.07,75.1975,h
11.95,0.6983,39.6093,h
25.0608,0.2092,49.891,h
13.2284,0.6527,46.8327,h
23.9203,0.2219,3.4326,h
10.2856,0.755,28.8787,h
81.8365,0.1523,34.8074,h
7.59,0.6516,28.71,h
26.4566,0.2399,65.022,h
63.3865,0.2753,81.5241,h
8.0247,0.4846,34.4267,h
36.9492,0.1768,7.7104,h
37.1281,0.1669,70.2363,h
14.9777,0.5472,32.0426,h
18.5317,0.5031,17.3395,h
16.9364,0.2994,69.74,h
39.4253,0.3973,12.1667,h
21.2907,0.3262,71.01,h
13.3817,0.565,15.674,h
50.0401,0.1482,10.1284,h
9.5737,0.4818,62.484,h
23.1532,0.3359,75.5197,h
9.7058,0.377,35.3583,h
9.585,0.8121,0.7048,h
21.0229,0.2576,41.7178,h
37.4441,0.2554,3.744,h
65.6971,0.1727,76.2965,h
11.6015,0.5069,55.3738,h
61.6632,0.1935,17.696,h
20.7816,0.4117,56.541,h
22.8127,0.2196,61.0441,h
40.7858,0.2542,21.8577,h
39.323,0.2835,42.682,h
11.7143,0.5737,74.0078,h
11.621,0.619,81.0796,h
20.9661,0.4778,74.3825,h
33.3488,0.1579,6.4404,h
32.601,0.1941,77.8166,h
15.3367,0.2886,11.6288,h
8.5835,0.4127,68.1042,h
12.7265,0.486,79.7947,h
24.4917,0.2968,21.809,h
10.46,0.6921,15.3926,h
1.7177,0.7929,18.4254,h
17.2422,0.4369,67.1405,h
59.1005,0.1406,65.138,h
65.6344,0.0895,48.3402,h
16.212,0.2813,46.672,h
6.937,0.8475,83.5983,h
11.8564,0.6261,46.4705,h
17.267,0.3428,83.8026,h
11.7212,0.5264,27.4297,h
27.5869,0.1401,81.0645,h
30.0108,0.3033,14.8993,h
7.903,0.4071,20.6809,h
59.7657,0.1557,21.3447,h
21.2687,0.2614,70.394,h
19.7557,0.3927,73.6632,h
6.247,0.3236,26.5913,h
7.3637,0.4941,87.1904,h
17.1778,0.4152,1.7633,h
21.3027,0.5031,23.486,h
10.8773,0.4623,51.336,h
15.8311,0.4653,61.2278,h
10.5483,0.6757,73.5542,h
14.1801,0.3171,16.7554,h
86.8506,0.2169,88.4434,h
65.3719,0.144,21.347,h
9.7815,0.4016,49.7465,h
18.3923,0.4394,16.7914,h
78.7427,0.1365,85.9291,h
68.0008,0.2476,43.5955,h
58.4039,0.2116,70.43,h
11.0921,0.5615,47.2775,h
10.3272,0.5047,22.68,h
60.9507,0.0586,20.877,h
22.7248,0.1813,42.2964,h
10.4855,0.4907,23.2142,h
10.2545,0.6784,50.79,h
16.2974,0.2579,68.3542,h
8.6738,0.7406,36.908,h
9.8713,0.395,46.4487,h
10.1034,0.6035,16.3763,h
14.2438,0.6991,10.8162,h
9.1968,0.5432,67.6187,h
11.8347,0.5915,24.712,h
28.926,0.139,17.19,h
17.7919,0.355,65.7603,h
10.3194,0.6889,76.035,h
57.592,0.1604,1.0932,h
29.6305,0.3121,59.0341,h
11.0098,0.377,19.578,h
10.5426,0.431,23.685,h
68.6366,0.1572,9.0247,h
28.2814,0.2376,16.9139,h
8.0369,0.4055,21.3621,h
12.0625,0.6355,9.7573,h
10.0699,0.5911,81.338,h
19.0402,0.4282,78.4116,h
16.4206,0.2427,24.8474,h
11.078,0.3696,40.215,h
82.8141,0.3786,27.9254,h
14.5626,0.4806,86.7802,h
10.1463,0.798,9.4104,h
14.5628,0.4277,79.5231,h
23.6759,0.3156,44.8927,h
15.5356,0.345,19.428,h
59.9526,0.1652,70.84,h
20.1726,0.2452,23.76,h
9.6924,0.4414,15.2822,h
9.4117,0.4974,44.734,h
7.1811,0.7649,83.1571,h
9.1554,0.6651,36.3441,h
5.7908,0.4807,41.1638,h
94.1347,0.0686,89.7222,h
13.2144,0.693,6.8098,h
8.1838,0.5259,49.3078,h
59.0292,0.0934,2.8755,h
35.0267,0.2764,26.2204,h
9.5801,0.7032,13.107,h
12.618,0.4827,48.4839,h
10.2709,0.5786,66.9307,h
16.9833,0.4518,12.8744,h
19.3423,0.3512,47.4316,h
16.2365,0.4895,50.9791,h
21.2913,0.3275,82.4796,h
21.7415,0.2676,35.786,h
11.4326,0.7347,85.1354,h
8.0837,0.6145,4.3881,h
30.1364,0.1541,9.227,h
31.5093,0.365,7.5572,h
9.3602,0.5514,47.948,h
95.9107,0.1067,2.7197,h
17.4376,0.3146,64.8607,h
18.1469,0.4347,49.1736,h
10.5165,0.4701,81.1395,h
17.1116,0.2423,3.8489,h
8.525,0.7182,62.7557,h
9.2443,0.3388,89.3084,h
64.3401,0.1874,20.611,h
23.8428,0.302,44.5254,h
8.456,0.6065,68.1039,h
48.4268,0.2504,68.2026,h
15.1615,0.381,64.7773,h
56.7609,0.1696,68.8075,h
21.7781,0.3077,68.5352,h
17.6588,0.4467,44.9363,h
12.2787,0.6087,66.6151,h
13.4472,0.164,42.7081,h
44.136,0.2116,30.9266,h
13.576,0.5158,88.3349,h
43.6618,0.2502,73.868,h
84.6968,0.1919,18.3655,h
24.007,0.2442,68.547,h
14.4675,0.4366,89.3476,h
14.584,0.5117,5.6969,h
33.5311,0.1879,62.904,h
78.768,0.0739,79.259,h
62.4406,0.3469,85.1638,h
12.7452,0.5105,51.276,h
21.375,0.2413,68.2604,h
11.1786,0.746,78.703,h
15.4116,0.4085,29.9112,h
10.7398,0.5639,65.7356,h
11.5175,0.7299,8.593,h
12.2064,0.6623,62.1054,h
75.5443,0.1933,56.911,h
29.6162,0.3091,58.424,h
21.2791,0.3083,15.107,h
98.5127,0.1265,77.3193,h
34.7307,0.4622,23.6908,h
8.8637,0.3434,17.4344,h
18.7524,0.1748,71.0938,h
15.4241,0.2329,63.9193,h
10.774,0.5677,6.4471,h
12.9857,0.4406,72.755,h
7.2908,0.8073,40.3701,h
15.644,0.4559,74.4547,h
131.227,0.0992,62.2396,h
17.3999,0.3951,81.6697,h
32.15,0.3388,19.4398,h
10.0718,0.4662,57.7589,h
10.6125,0.46,80.6957,h
14.3798,0.4829,61.9346,h
84.4021,0.1355,8.5801,h
35.8997,0.1808,56.3522,h
8.2783,0.4056,50.0771,h
32.5027,0.2493,39.104,h
17.3692,0.4678,73.6034,h
11.4984,0.5332,18.6822,h
12.8089,0.7167,51.4362,h
54.2687,0.1801,33.9184,h
10.8641,0.3603,28.1573,h
21.6212,0.2844,77.2908,h
18.8612,0.3496,86.288,h
23.4312,0.2796,52.036,h
64.9177,0.0721,39.0647,h
30.7006,0.3051,13.9507,h
16.2608,0.2868,42.3618,h
10.6254,0.4863,89.2151,h
70.6816,0.1872,48.6958,h
11.3547,0.4344,78.8367,h
6.043,0.7533,82.5746,h
35.7873,0.1833,19.7675,h
10.2368,0.4299,56.3273,h
39.1214,0.1841,41.6742,h
18.5238,0.433,42.442,h
12.2386,0.367,24.6072,h
16.1378,0.4969,43.2059,h
24.4967,0.1707,57.0768,h
21.2017,0.319,42.8298,h
7.3637,0.797,82.0983,h
12.2899,0.5012,69.8415,h
11.2116,0.4598,79.8372,h
5.5127,0.6296,60.5154,h
24.7225,0.204,6.0385,h
10.5144,0.7156,42.753,h
22.2667,0.401,73.7185,h
23.3158,0.4761,21.0535,h
10.6291,0.6335,89.0125,h
9.4673,0.532,82.205,h
40.8371,0.1393,74.9474,h
73.0625,0.242,2.116,h
28.4885,0.1011,1.607,h
21.1262,0.364,67.1879,h
24.3115,0.3782,60.0972,h
12.5686,0.4493,45.1546,h
14.5438,0.4076,14.4566,h
17.6202,0.3178,12.719,h
8.3817,0.7242,58.3505,h
7.1656,0.6794,45.8552,h
27.5912,0.2203,7.918,h
7.5678,0.5659,51.3267,h
10.0563,0.7376,42.481,h
11.5007,0.7844,86.9198,h
13.3756,0.3477,76.9572,h
5.2495,0.6852,54.6922,h
10.8836,0.6092,49.59,h
11.4756,0.266,88.0191,h
33.9589,0.2134,4.2428,h
25.963,0.1852,54.7402,h
27.8293,0.1771,55.8469,h
44.5241,0.0949,45.048,h
14.1279,0.3971,76.406,h
52.4004,0.16,80.8293,h
19.7331,0.2014,77.0349,h
18.7326,0.4122,47.117,h
14.86,0.3307,29.119,h
26.618,0.1627,34.5736,h
6.9763,0.6979,13.8727,h
7.8167,0.5966,19.3327,h
15.8683,0.4792,5.39,h
17.7917,0.3776,55.654,h
92.616,0.1015,25.7824,h
10.6916,0.5114,75.856,h
19.4128,0.3972,74.475,h
16.876,0.4064,32.4333,h
15.9915,0.5066,11.33,h
79.0323,0.1973,12.6302,h
17.5449,0.3477,22.7692,h
10.0394,0.5782,67.0881,h
10.3286,0.7575,51.9644,h
51.4365,0.2877,43.822,h
11.1673,0.5873,16.2339,h
12.6926,0.2528,40.222,h
17.724,0.3083,32.1443,h
39.2883,0.0712,37.356,h
36.8068,0.2995,60.4176,h
44.7646,0.1368,55.4419,h
15.4644,0.2136,55.712,h
49.7525,0.2269,87.5028,h
0,0.8013,68.347,h
60.6303,0.344,6.9414,h
22.3083,0.3544,82.408,h
63.4614,0.1095,83.7129,h
33.5451,0.1143,63.378,h
10.2589,0.4479,64.5405,h
26.9852,0.4415,49.8155,h
45.9107,0.1343,32.3596,h
19.5678,0.2742,85.4343,h
11.0461,0.5686,4.1304,h
11.2671,0.5966,57.6886,h
8.455,0.4793,35.4363,h
9.4973,0.5434,63.086,h
10.2419,0.5583,15.5735,h
22.7618,0.3003,65.4746,h
43.8024,0.2288,31.6131,h
57.0071,0.0842,71.376,h
15.1095,0.2833,38.2102,h
11.1889,0.2966,46.897,h
17.5114,0.3846,48.5459,h
23.5821,0.3623,50.857,h
