@relation magic

@attribute FLength numeric
@attribute FConc1 numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
89.6345,0.1006,13.8802,g
113.304,0.1109,3.4161,g
24.4091,0.2103,22.24,g
21.3858,0.2385,33.326,g
78.3004,0.2023,8.1366,g
48.6983,0.1578,4.923,g
21.0242,0.3527,47.2668,g
45.9709,0.1845,30.0391,g
30.8233,0.3391,31.3026,g
34.7007,0.1505,6.713,g
19.8971,0.4259,3.5723,g
67.8366,0.0796,21.3936,g
21.5387,0.3778,36.5241,g
12.855,0.4208,4.803,g
66.2439,0.1125,0.7187,g
27.651,0.1348,23.851,g
75.5326,0.2232,2.405,g
20.0833,0.2495,20.6196,g
73.1549,0.114,0.3485,g
35.8749,0.1487,10.037,g
74.3997,0.05,4.6957,g
20.9445,0.3568,53.159,g
23.57,0.2585,21.769,g
69.1127,0.1673,1.875,g
31.7269,0.1689,11.3284,g
55.7731,0.1291,10.4898,g
55.8381,0.1237,6.1374,g
49.1229,0.1167,30.43,g
81.2642,0.1939,1.28,g
48.1057,0.1294,13.0285,g
20.2414,0.4498,19.2493,g
30.367,0.2112,49.0315,g
81.924,0.1823,4.2963,g
76.6097,0.0525,1.3794,g
86.4685,0.0811,0.8473,g
22.2442,0.3298,6.6462,g
39.8586,0.2752,38.922,g
58.6329,0.1502,0.2733,g
36.599,0.2046,11.1458,g
92.2265,0.0872,5.0667,g
41.5662,0.153,1.314,g
91.1262,0.1203,7.923,g
80.7442,0.0583,3.0108,g
24.6784,0.3556,52.1801,g
40.3693,0.1819,17.8601,g
12.9176,0.4388,17.4554,g
43.0535,0.2853,5.984,g
24.0218,0.2427,12.615,g
20.3039,0.3505,21.937,g
19.8544,0.416,2.602,g
35.0826,0.2495,4.466,g
46.7713,0.1412,6.4139,g
36.2607,0.1338,17.205,g
45.8074,0.1897,58.99,g
23.6634,0.368,5.9657,g
27.4997,0.2056,33.818,g
114.476,0.2561,1.1708,g
21.044,0.3084,33.4231,g
18.6438,0.358,34.186,g
24.6165,0.2676,15.114,g
21.4416,0.2978,9.9314,g
82.6154,0.1561,1.979,g
31.3659,0.2339,64.397,g
108.261,0.0479,1.873,g
24.6743,0.1876,0.373,g
51.6966,0.1697,11.3396,g
61.4825,0.1632,3.9773,g
24.3798,0.3346,46.6564,g
46.5362,0.1216,0.129,g
32.8932,0.2613,10.7955,g
25.0085,0.221,1.845,g
12.8598,0.4275,41.4708,g
32.853,0.1645,8.724,g
18.7977,0.2731,38.1018,g
22.0863,0.2683,7.9672,g
52.1403,0.1019,0.1304,g
32.5377,0.1762,27.297,g
71.4248,0.1691,4.457,g
13.2942,0.3927,67.6577,g
29.0828,0.261,7.9405,g
23.4016,0.2306,21.2603,g
19.5087,0.4165,45.7395,g
28.3437,0.2224,11.4725,g
22.3851,0.3038,12.169,g
17.3998,0.275,33.5627,g
19.295,0.2957,69.122,g
28.8163,0.1414,57.742,g
27.2726,0.2512,3.789,g
41.6355,0.2213,35.001,g
19.9033,0.2474,7.195,g
17.0991,0.3927,31.951,g
92.8158,0.0916,1.7611,g
13.2921,0.464,61.0007,g
67.2201,0.0702,5.667,g
21.843,0.3239,6.251,g
93.7755,0.2121,3.097,g
18.9819,0.2591,23.387,g
82.0238,0.0776,10.998,g
33.7439,0.2053,15.8654,g
37.5856,0.1672,11.117,g
18.7082,0.3324,37.4141,g
79.5573,0.1527,1.0618,g
39.2553,0.1013,5.892,g
40.5406,0.2216,4.089,g
15.9414,0.3974,13.2657,g
18.1879,0.327,6.3162,g
108.424,0.025,28.311,g
88.5788,0.0799,4.6221,g
81.8495,0.1513,16.194,g
21.7651,0.2717,12.12,g
87.6702,0.0947,4.229,g
23.945,0.3798,7.211,g
25.3347,0.1844,41.911,g
17.2445,0.5582,25.805,g
50.3466,0.2313,3.915,g
76.244,0.0986,5.054,g
82.5928,0.1327,34.3027,g
54.0026,0.1456,0.366,g
107.154,0.0333,1.404,g
33.648,0.1749,8.817,g
12.5202,0.3663,9.612,g
30.5237,0.1571,55.3074,g
25.4389,0.2056,14.0504,g
24.5623,0.4368,77.6551,g
76.2191,0.1164,1.1725,g
25.4076,0.2833,11.3112,g
12.6396,0.3778,61.162,g
27.515,0.2197,8.977,g
80.0806,0.1054,1.8161,g
18.201,0.3147,13.241,g
52.8741,0.082,2.7843,g
41.1136,0.1715,3.559,g
88.417,0.1925,5.1674,g
19.6828,0.3024,42.4886,g
35.3542,0.2114,8.458,g
41.0855,0.1258,8.0235,g
79.2206,0.0637,8.264,g
23.4645,0.2384,33.041,g
81.0307,0.147,28.508,g
27.5928,0.2807,8.947,g
53.1491,0.1502,13.5688,g
27.9253,0.1855,11.507,g
36.2882,0.1746,0.1809,g
27.0561,0.2869,14.852,g
40.9468,0.1278,3.655,g
41.7981,0.1515,3.627,g
92.9014,0.1608,0.0323,g
87.1492,0.0808,0.901,g
63.3453,0.1375,0.64,g
20.157,0.295,60.424,g
67.8471,0.1334,0.8502,g
25.7193,0.2377,22.037,g
28.5181,0.213,15.767,g
18.257,0.4839,46.9799,g
17.4844,0.5358,44.6217,g
70.1449,0.2854,5.0238,g
22.3607,0.2719,23.99,g
59.3765,0.1142,8.7949,g
33.3893,0.1838,10.7282,g
26.3093,0.2149,2.521,g
29.4841,0.2323,17.995,g
17.6569,0.3734,19.9398,g
61.5098,0.1091,9.437,g
12.5217,0.3532,35.2548,g
80.1359,0.0826,5.1312,g
59.4329,0.1259,9.664,g
85.6478,0.2004,0.7472,g
29.8725,0.1264,21.696,g
92.7412,0.09,9.5101,g
50.6386,0.1339,14.5598,g
20.1941,0.3944,70.3421,g
27.433,0.2111,2.1506,g
102.932,0.0888,3.194,g
71.3453,0.1165,17.108,g
36.1456,0.1511,6.6443,g
20.2996,0.3891,89.7647,g
30.288,0.2409,26.8446,g
65.045,0.0805,18.4316,g
93.1434,0.1024,13.1944,g
17.0645,0.3266,16.962,g
27.5744,0.257,4.591,g
29.4757,0.2806,12.3834,g
49.1296,0.2509,7.8731,g
95.7927,0.0511,0.68,g
40.3361,0.1894,12.26,g
26.2968,0.2484,0.085,g
20.4916,0.4162,23.468,g
30.4239,0.3155,0.929,g
49.6514,0.1116,0.839,g
38.7558,0.1562,3.952,g
88.9487,0.0882,1.388,g
54.6176,0.1548,5.3885,g
65.9375,0.2114,15.485,g
24.8332,0.237,12.974,g
13.4443,0.4143,83.0514,g
19.7354,0.3306,10.303,g
20.5521,0.3705,22.516,g
71.0185,0.1298,1.003,g
54.3242,0.1218,0.3729,g
13.0566,0.4126,58.21,g
26.6887,0.2272,34.4001,g
90.1049,0.1136,14.047,g
38.3975,0.1174,18.294,g
22.3788,0.3776,10.7186,g
38.4109,0.1228,0.167,g
23.0951,0.3182,12.434,g
37.1613,0.2451,16.697,g
44.6503,0.3203,26.3364,g
200.408,0.2241,43.2002,g
27.7531,0.255,0.2168,g
52.5503,0.1318,13.0019,g
21.2787,0.3421,22.8702,g
23.5413,0.3569,34.667,g
68.9709,0.1931,8.5297,g
25.8147,0.2039,0.206,g
25.1916,0.2046,5.636,g
86.7474,0.0853,16.624,g
61.7795,0.091,19.254,g
47.6,0.1497,2.608,g
29.657,0.2026,19.4898,g
32.8483,0.2565,4.565,g
33.0954,0.157,5.86,g
13.2866,0.4677,72.4904,g
39.9634,0.1912,10.855,g
18.0929,0.5076,6.1193,g
53.6832,0.1904,0.803,g
30.6613,0.2687,26.9064,g
53.3355,0.0984,2.523,g
17.9872,0.2698,7.3429,g
39.7201,0.174,10.505,g
16.3134,0.3715,9.3001,g
100.562,0.0673,2.9569,g
94.2532,0.067,2.6004,g
18.4882,0.247,53.4984,g
35.4502,0.1934,6.6866,g
20.6647,0.3746,68.5155,g
85.895,0.0987,4.147,g
40.7147,0.1201,6.3965,g
36.2636,0.1843,8.7759,g
18.0165,0.3762,57.922,g
40.6449,0.2247,5.7872,g
45.6772,0.0776,61.987,g
34.9632,0.1961,3.901,g
61.7197,0.1018,1.32,g
58.8451,0.1031,0.5904,g
23.6261,0.2487,10.738,g
34.1178,0.3082,1.154,g
77.3322,0.0776,4.744,g
63.2886,0.1273,0.9753,g
85.4547,0.0959,12.615,g
13.1882,0.4959,69.277,g
17.9263,0.3201,52.3308,g
56.5222,0.1238,3.306,g
34.9294,0.1861,1.3937,g
23.4322,0.2745,35.1784,g
35.0935,0.2211,7.5143,g
51.0625,0.1183,4.629,g
85.1967,0.0819,1.473,g
31.0627,0.2385,15.9615,g
28.6949,0.2688,19.258,g
58.0363,0.1206,4.9132,g
63.7247,0.1121,3.4161,g
29.719,0.2213,4.549,g
25.6849,0.2159,38.883,g
31.4905,0.1793,16.575,g
21.3947,0.348,24.7313,g
67.214,0.1242,5.559,g
20.73,0.3555,67.7536,g
24.3133,0.2665,1.8092,g
60.4451,0.2206,2.967,g
19.5478,0.3833,34.761,g
25.4947,0.4032,84.7935,g
79.775,0.0756,1.379,g
30.9901,0.1928,28.919,g
49.4921,0.15,9.8863,g
25.7294,0.3102,7.882,g
22.8715,0.3092,50.757,g
19.5565,0.4179,22.452,g
46.5015,0.1408,19.163,g
19.6336,0.3055,32.2376,g
13.0679,0.4647,84.7088,g
33.5169,0.1813,10.4802,g
79.8079,0.1115,1.1324,g
77.656,0.1624,1.213,g
101.073,0.1043,4.683,g
17.9289,0.2933,12.0487,g
52.254,0.1184,4.2321,g
73.6582,0.1195,1.321,g
17.4815,0.3199,76.9471,g
97.854,0.0657,2.4052,g
25.4242,0.2816,2.8656,g
50.6281,0.1264,33.7832,g
38.3764,0.2439,9.201,g
102.704,0.1162,1.4659,g
59.4806,0.1235,5.7777,g
18.3119,0.3142,74.772,g
27.5215,0.3651,64.0684,g
36.1806,0.1414,8.2714,g
97.7697,0.0364,2.596,g
88.6611,0.0981,0.71,g
111.817,0.0944,1.692,g
83.195,0.1278,2.2045,g
40.9586,0.1817,2.9065,g
77.0826,0.1041,5.0251,g
20.7471,0.3575,24.743,g
21.9338,0.3568,18.299,g
28.8127,0.1109,31.937,g
19.5841,0.2891,10.7079,g
23.2889,0.2359,23.325,g
107.903,0.1842,0.101,g
27.327,0.2896,3.3457,g
20.503,0.2712,11.4507,g
60.5135,0.1034,6.909,g
19.83,0.4095,13.794,g
42.3291,0.255,5.744,g
18.8834,0.3327,57.86,g
38.8298,0.0896,27.67,g
19.6147,0.4286,29.2598,g
37.0597,0.1454,3.6658,g
27.9558,0.2854,28.2901,g
20.3097,0.3266,33.547,g
82.0912,0.1263,2.875,g
27.9778,0.2369,16.055,g
13.1683,0.4191,7.8457,g
60.8614,0.097,1.277,g
32.9687,0.1737,3.638,g
20.3187,0.2373,48.0374,g
30.3428,0.1764,42.6194,g
100.607,0.0828,1.2458,g
65.3574,0.1601,4.874,g
88.7648,0.1247,4.094,g
93.4287,0.0995,2.8918,g
18.5107,0.3695,5.534,g
50.7769,0.191,3.9303,g
55.7137,0.1335,1.386,g
40.6277,0.2314,20.656,g
76.3397,0.122,1.5496,g
77.8664,0.1016,0.011,g
35.5793,0.1719,12.398,g
22.9757,0.388,16.534,g
33.8546,0.1263,11.654,g
17.8613,0.291,45.5168,g
79.8632,0.0753,16.3555,g
19.4408,0.2835,2.2614,g
88.0004,0.1152,5.397,g
90.2585,0.1716,1.981,g
12.97,0.4139,50.6846,g
23.5773,0.2334,36.7094,g
24.4522,0.305,20.868,g
51.3222,0.0927,5.6174,g
25.3507,0.265,31.836,g
40.7829,0.1487,2.011,g
46.2583,0.0987,14.769,g
20.4599,0.3544,54.01,g
25.812,0.2456,37.8541,g
100.196,0.0846,0.7341,g
13.1739,0.4674,16.7394,g
24.3935,0.2466,31.567,g
28.5282,0.3245,21.4331,g
22.6241,0.25,5.6815,g
54.3712,0.1262,1.8163,g
44.1864,0.1967,2.637,g
67.8904,0.1047,18.4779,g
33.7616,0.2096,32.377,g
22.7298,0.278,23.553,g
25.9112,0.2687,9.985,g
53.1946,0.1322,2.701,g
41.151,0.1603,1.6001,g
54.123,0.1795,6.339,g
59.8073,0.1041,0.466,g
90.1763,0.2988,1.523,g
17.9676,0.2842,77.35,g
26.3916,0.344,22.2594,g
64.1939,0.1768,1.1672,g
13.0005,0.4949,48.743,g
36.5196,0.0933,28.845,g
64.0853,0.197,3.2072,g
40.5429,0.1269,10.0643,g
101.699,0.0553,0.905,g
20.9663,0.2141,47.8491,g
17.2692,0.3118,40.0799,g
63.4209,0.1152,0.782,g
43.6138,0.1759,2.6944,g
29.0007,0.2407,32.224,g
20.4623,0.379,78.8874,g
32.1942,0.179,19.6058,g
83.9539,0.0644,5.285,g
21.1376,0.3837,34.906,g
27.4068,0.2088,10.3529,g
33.4757,0.2113,20.071,g
34.4975,0.1775,19.356,g
108.434,0.07,0.277,g
30.3114,0.2199,18.0418,g
31.8536,0.2088,2.004,g
56.3758,0.1215,1.039,g
18.0486,0.3439,18.3101,g
18.883,0.4622,49.52,g
84.2741,0.0635,3.7714,g
18.5136,0.2914,11.74,g
19.5014,0.2993,27.644,g
22.0196,0.2582,5.602,g
25.5331,0.2479,30.7131,g
32.4832,0.1921,24.26,g
27.9436,0.2833,31.6319,g
36.155,0.2295,5.836,g
95.5597,0.1389,0.669,g
98.4686,0.0656,0.921,g
97.7809,0.0635,0.3308,g
17.5379,0.3638,21.666,g
29.2419,0.2622,3.426,g
23.3323,0.2841,37.4068,g
68.3319,0.0655,23.2244,g
21.3972,0.3103,14.853,g
40.5545,0.1112,0.1593,g
77.9834,0.1144,12.316,g
29.855,0.1794,8.06,g
19.1712,0.2736,84.4501,g
97.3151,0.097,2.984,g
57.3271,0.0734,5.926,g
23.4494,0.2655,83.8081,g
69.7731,0.1806,2.4982,g
24.788,0.2192,57.5441,g
17.846,0.2756,80.6796,g
23.9367,0.2365,78.0806,g
38.869,0.1364,3.008,g
20.1522,0.2673,14.451,g
47.334,0.1392,0.04,g
22.971,0.2058,53.939,g
25.8414,0.2465,26.1088,g
17.2761,0.2914,25.764,g
74.1464,0.1427,4.802,g
35.9336,0.2138,4.915,g
49.6836,0.2039,10.4791,g
12.3663,0.346,14.3159,g
24.2748,0.2064,9.6844,g
107.939,0.038,1.6793,g
84.7453,0.0972,5.3995,g
41.1297,0.2337,6.0359,g
71.2165,0.0769,13.0114,g
23.5829,0.3897,40.6189,g
28.971,0.3291,41.669,g
58.8727,0.0835,53.831,g
93.0081,0.0734,1.3818,g
26.6711,0.309,37.168,g
62.1738,0.0972,0.4862,g
82.9965,0.0848,0.638,g
54.7975,0.159,2.801,g
22.7903,0.3107,5.0165,g
15.1951,0.3767,63.395,g
59.4146,0.115,2.236,g
23.6829,0.3689,77.229,g
64.3131,0.2101,6.749,g
25.5952,0.2071,18.547,g
36.5643,0.1856,6.074,g
30.9023,0.2612,10.6775,g
18.7188,0.4755,76.831,g
88.958,0.0816,1.39,g
34.1403,0.143,20.826,g
22.0498,0.25,9.097,g
54.4375,0.0797,2.6399,g
48.0873,0.076,18.8033,g
62.9321,0.1415,0.542,g
27.1484,0.1794,11.7518,g
101.8,0.041,4.695,g
18.5594,0.3459,17.4835,g
38.97,0.1942,21.4609,g
31.966,0.209,10.655,g
12.7592,0.3678,1.2142,g
55.9196,0.1896,2.646,g
37.2778,0.1458,8.195,g
87.0224,0.1185,5.4913,g
22.3087,0.4397,19.732,g
51.9869,0.1384,34.1301,g
36.2174,0.1939,3.713,g
60.9338,0.0963,13.807,g
12.6039,0.3714,70.514,g
54.0435,0.1677,9.0974,g
91.8442,0.0534,4.5107,g
12.9823,0.3783,71.697,g
19.123,0.4568,45.0122,g
36.755,0.1784,61.492,g
22.3238,0.2504,18.82,g
12.9535,0.4022,31.0982,g
47.3911,0.0826,3.5846,g
23.6271,0.3788,62.979,g
23.6577,0.3,26.831,g
57.0527,0.1911,9.093,g
24.9536,0.248,11.7131,g
29.7983,0.2256,36.3005,g
45.5285,0.1412,6.511,g
19.6945,0.3043,3.769,g
40.6332,0.2079,18.967,g
19.2981,0.2695,23.0737,g
27.3639,0.2221,35.37,g
36.7172,0.1215,3.0427,g
41.1662,0.1757,0.1056,g
63.2037,0.0902,4.87,g
16.2944,0.3121,81.919,g
18.1586,0.3981,72.273,g
20.4837,0.3075,45.65,g
89.668,0.1279,1.189,g
20.683,0.3649,56.923,g
40.2084,0.1755,9.545,g
71.2022,0.1259,3.0778,g
44.6175,0.1913,10.913,g
80.2192,0.147,0.146,g
28.8261,0.1761,88.0136,g
17.2743,0.4082,39.4782,g
25.796,0.2926,36.4567,g
32.0949,0.237,14.233,g
80.271,0.1592,2.956,g
59.6365,0.106,10.208,g
34.7679,0.2134,0.281,g
31.7294,0.1736,5.534,g
40.5427,0.138,21.1203,g
43.2557,0.1976,9.697,g
85.889,0.0851,8.2632,g
39.1574,0.1635,13.7782,g
59.1793,0.0851,11.7406,g
70.0054,0.1594,7.789,g
23.5226,0.3833,67.2339,g
32.3432,0.2188,17.4491,g
20.2085,0.3486,82.557,g
20.201,0.301,36.8528,g
40.2116,0.259,17.833,g
31.0773,0.2237,1.8695,g
126.665,0.0766,14.227,g
20.6484,0.4391,7.414,g
13.1279,0.4677,41.2125,g
90.3339,0.1114,2.816,g
24.1317,0.2509,6.1301,g
96.5965,0.111,4.591,g
24.7543,0.2954,48.384,g
135.909,0.1432,67.903,g
61.867,0.1239,0.512,g
80.7951,0.1255,4.874,g
24.004,0.2297,9.1148,g
39.163,0.3082,10.9465,g
92.6569,0.0757,0.212,g
33.6985,0.1625,3.9292,g
27.5777,0.2623,23.359,g
12.7778,0.3846,80.0492,g
84.2033,0.1437,7.734,g
41.5547,0.1481,26.5738,g
32.144,0.1356,62.537,g
94.9225,0.1047,2.3428,g
26.986,0.2587,19.4692,g
41.8946,0.082,33.757,g
43.9963,0.1163,19.6508,g
21.7329,0.3834,41.1319,g
68.9306,0.0891,1.9026,g
110.144,0.0301,2.5168,g
12.4763,0.3592,45.626,g
25.4762,0.2303,24.847,g
24.9369,0.3019,83.7468,g
30.0924,0.2896,29.8227,g
26.5656,0.2848,57.6366,g
27.4601,0.2891,25.752,g
89.7464,0.1125,2.036,g
41.9629,0.1414,12.001,g
18.8614,0.3806,17.8187,g
17.2632,0.38,43.542,g
41.67,0.1488,4.758,g
20.9636,0.4346,57.837,g
27.8675,0.3004,8.5878,g
12.7102,0.3767,58.6479,g
16.0023,0.3225,82.0949,g
32.8552,0.285,5.647,g
84.7379,0.1269,6.3777,g
31.6734,0.171,28.296,g
38.5465,0.133,3.3209,g
40.0059,0.1691,4.611,g
51.8237,0.0895,7.2099,g
12.7005,0.3909,18.557,g
16.2353,0.3049,87.5679,g
90.2839,0.1918,6.969,g
64.2085,0.0794,13.8747,g
12.9762,0.3923,44.47,g
101.178,0.0763,3.1693,g
29.7465,0.3171,25.441,g
20.0986,0.2417,21.675,g
46.207,0.2381,53.6761,g
27.3361,0.3177,19.4594,g
24.3834,0.2874,35.913,g
47.8108,0.1015,8.4572,g
48.2002,0.1972,26.8176,g
12.59,0.3754,84.3099,g
73.9175,0.1155,0.772,g
35.8011,0.1594,6.5,g
48.2055,0.1584,4.199,g
98.5017,0.2012,3.7729,g
66.4347,0.2162,10.237,g
20.9858,0.2184,53.01,g
48.5588,0.237,11.5045,g
57.8911,0.1435,8.217,g
58.9884,0.1515,12.3224,g
62.0023,0.0792,0.505,g
32.3276,0.1611,3.8476,g
48.4126,0.2018,10.9987,g
31.8569,0.1474,11.217,g
89.2513,0.1145,1.0406,g
17.3491,0.3293,63.7649,g
58.2229,0.106,12.8453,g
78.1577,0.1351,7.323,g
77.5425,0.1597,0.075,g
42.1261,0.1656,2.1978,g
24.15,0.2563,14.386,g
61.3727,0.1026,2.271,g
26.8589,0.2248,0.638,g
63.3715,0.1067,4.4256,g
26.5881,0.3115,14.237,g
25.3859,0.262,0.685,g
34.1115,0.2261,9.2366,g
12.7824,0.3767,68.3548,g
25.473,0.2356,13.937,g
58.6891,0.2021,1.7099,g
33.5735,0.2247,4.3297,g
24.1739,0.2924,16.2545,g
35.648,0.1964,5.014,g
33.865,0.1905,3.6166,g
19.6098,0.3531,5.895,g
25.8446,0.2568,2.3506,g
49.9507,0.0953,0.4481,g
32.4319,0.2154,13.611,g
61.8059,0.0958,3.415,g
20.9103,0.2331,16.5516,g
20.1906,0.3948,18.286,g
29.8518,0.1655,4.524,g
19.9789,0.3462,12.7586,g
68.619,0.1593,1.9636,g
22.0361,0.274,70.9158,g
30.7339,0.3098,4.661,g
66.6232,0.1014,2.2166,g
84.1573,0.1143,3.214,g
26.067,0.1902,20.441,g
51.1033,0.073,3.2945,g
29.292,0.2435,3.226,g
38.6741,0.1244,3.4588,g
90.4316,0.1065,5.117,g
30.327,0.1274,81.3672,g
27.2564,0.1766,1.7427,g
20.5297,0.3123,9.1961,g
31.0619,0.2403,22.822,g
84.8731,0.1442,1.92,g
92.0007,0.1216,1.7669,g
52.9929,0.2004,4.885,g
85.8371,0.1566,2.144,g
27.8833,0.1985,32.071,g
47.8645,0.1406,5.359,g
41.6441,0.1576,16.037,g
37.9172,0.1858,27.494,g
75.7318,0.1337,4.6616,g
62.6891,0.139,11.0895,g
74.7955,0.1485,7.468,g
51.5372,0.1008,0.7045,g
25.287,0.1568,1.151,g
24.3134,0.1817,11.9691,g
24.8621,0.1995,30.876,g
104.514,0.0503,0.608,g
32.3436,0.1442,3.7329,g
74.6311,0.0787,28.3058,g
25.2455,0.1863,81.6368,g
22.4501,0.3087,9.0379,g
18.5533,0.4882,76.6555,g
12.787,0.3722,72.426,g
35.7518,0.1222,15.4842,g
33.1009,0.2178,0.9654,g
80.6253,0.101,1.804,g
36.8698,0.1802,4.412,g
22.0202,0.2779,30.327,g
22.0241,0.2902,31.042,g
80.1855,0.1372,0.487,g
26.1687,0.1942,64.571,g
34.4717,0.1629,8.3289,g
22.7698,0.288,15.1204,g
18.1202,0.4055,37.8225,g
50.0814,0.1188,5.8695,g
54.6986,0.1173,23.358,g
75.5491,0.1113,4.418,g
70.1836,0.0934,2.4324,g
36.3933,0.176,2.6313,g
105.498,0.1636,0.965,g
79.5024,0.0741,3.5757,g
26.8784,0.3347,34.2142,g
35.8815,0.1978,12.4385,g
21.9962,0.2903,39.342,g
76.147,0.1271,3.1904,g
101.123,0.0508,3.415,g
62.2522,0.1536,3.375,g
102.077,0.1727,4.3488,g
41.4527,0.1799,9.14,g
28.643,0.1578,9.43,g
65.6466,0.2076,4.6995,g
19.0268,0.2798,24.686,g
97.938,0.169,1.805,g
26.9333,0.2126,32.125,g
12.6909,0.3839,56.8101,g
60.4811,0.11,1.1058,g
22.6135,0.2981,10.7152,g
24.07,0.2379,33.07,g
39.305,0.1607,0.8225,g
40.9615,0.1117,6.9787,g
90.5525,0.0632,4.077,g
26.15,0.3308,29.3444,g
30.2759,0.2484,6.723,g
13.1551,0.581,46.9567,g
50.3756,0.1327,2.857,g
90.3442,0.1382,2.8697,g
92.8723,0.1619,7.7301,g
78.2002,0.1212,12.616,g
38.0433,0.1239,0.4688,g
43.7724,0.141,16.25,g
52.0388,0.1348,13.2931,g
22.7264,0.2339,25.33,g
27.5481,0.2315,3.686,g
31.4384,0.176,45.8751,g
46.2893,0.1671,10.6382,g
68.6372,0.0807,2.245,g
61.5175,0.0845,3.0791,g
46.7488,0.2746,0.4583,g
69.4048,0.0923,1.9954,g
23.8297,0.298,5.397,g
30.7181,0.1872,32.599,g
21.3271,0.2917,37.201,g
13.3522,0.4557,38.0087,g
19.1492,0.4489,20.5343,g
31.8025,0.2076,9.822,g
23.3113,0.2627,82.0579,g
29.0865,0.2594,28.4635,g
24.8732,0.3307,1.727,g
68.2023,0.1042,0.6463,g
37.5684,0.1548,10.117,g
19.4598,0.2668,23.3361,g
35.8412,0.2623,9.1922,g
26.5364,0.2087,15.321,g
33.3489,0.2371,43.507,g
52.5477,0.2429,21.5382,g
52.5737,0.2752,3.9385,g
28.5416,0.2408,17.9519,g
53.4755,0.1117,4.4779,g
40.3756,0.1194,6.978,g
33.3528,0.275,8.709,g
55.6614,0.0928,6.2916,g
31.4488,0.193,14.121,g
41.7826,0.169,1.328,g
36.852,0.1131,8.877,g
38.471,0.3615,7.346,g
33.5677,0.1764,33.0542,g
47.9143,0.116,8.8996,g
12.8449,0.3762,51.2589,g
50.1678,0.1209,0.922,g
43.516,0.1316,7.658,g
15.5675,0.4004,62.452,g
16.0411,0.614,62.18,g
42.1944,0.1851,5.313,g
41.3848,0.1889,9.628,g
35.6053,0.1476,8.714,g
19.8471,0.294,62.9714,g
33.7908,0.2785,13.7763,g
37.264,0.1332,6.5171,g
12.8789,0.372,9.2006,g
31.7928,0.1546,2.765,g
34.7695,0.1075,4.018,g
72.4377,0.1827,5.378,g
114.806,0.2524,41.91,g
21.8607,0.4313,5.205,g
49.8255,0.14,14.911,g
17.9911,0.356,21.9555,g
46.2024,0.2124,16.2398,g
97.9746,0.1198,2.449,g
36.4288,0.109,43.6107,g
31.8864,0.21,3.739,g
22.2305,0.3773,24.114,g
31.1292,0.1769,5.722,g
27.6461,0.2241,4.9577,g
37.9315,0.1507,10.223,g
30.7134,0.2092,25.312,g
30.9994,0.2171,53.453,g
74.9198,0.0645,15.5248,g
18.7881,0.4637,1.4971,g
42.97,0.1093,18.49,g
25.591,0.194,82.0874,g
21.0454,0.3436,4.066,g
142.563,0.2691,0.8956,g
37.8354,0.2423,13.932,g
16.8602,0.3352,10.828,g
90.6992,0.0881,7.369,g
27.3044,0.3617,19.817,g
24.9283,0.3333,12.744,g
51.2645,0.199,7.901,g
36.9596,0.1512,10.1152,g
26.0622,0.2704,23.344,g
23.4801,0.4079,63.095,g
45.4444,0.2486,5.059,g
54.4773,0.109,0.343,g
34.6876,0.1745,12.095,g
12.9956,0.4252,72.4972,g
26.9185,0.2277,20.6971,g
93.5575,0.0914,5.4461,g
22.999,0.3359,11.3007,g
43.992,0.1437,19.157,g
34.1537,0.1556,2.561,g
33.4087,0.194,9.4759,g
36.4971,0.1898,7.444,g
63.7006,0.1362,8.519,g
31.5685,0.1462,40.0088,g
19.967,0.4031,12.325,g
25.9153,0.3239,42.9788,g
71.4461,0.1164,6.252,g
23.6215,0.2844,2.819,g
28.6874,0.2494,4.195,g
76.7307,0.1584,3.436,g
26.2271,0.1929,2.1651,g
35.0315,0.161,22.751,g
76.1863,0.1528,2.099,g
25.8556,0.3777,12.2095,g
81.7837,0.1643,0.447,g
61.8196,0.1376,1.092,g
21.295,0.229,12.4043,g
43.9432,0.084,18.3709,g
23.5281,0.391,24.368,g
20.2899,0.2509,0.159,g
28.8657,0.2568,34.7137,g
26.0112,0.2929,21.922,g
41.7541,0.1808,59.954,g
20.6882,0.2765,14.885,g
21.9145,0.352,9.7889,g
17.9156,0.2801,47.669,g
45.9156,0.1114,6.3431,g
17.4019,0.3354,32.9032,g
19.2311,0.2191,84.8561,g
29.8615,0.2136,63.944,g
28.3529,0.2849,6.737,g
27.0129,0.2,37.1307,g
31.325,0.1597,8.9995,g
94.6049,0.0709,1.2109,g
34.4834,0.2055,9.317,g
23.3283,0.2887,0.663,g
20.6311,0.3674,25.186,g
37.3484,0.1598,0.4092,g
20.8531,0.3271,33.4715,g
59.3471,0.0926,1.29,g
38.2081,0.1508,25.176,g
25.2333,0.3881,17.1998,g
19.1054,0.4102,27.662,g
37.6679,0.0922,22.924,g
46.2801,0.1575,50.944,g
87.4915,0.075,6.481,g
28.5152,0.2487,48.71,g
72.8669,0.1114,1.067,g
12.8442,0.4224,42.146,g
24.9971,0.2055,14.1145,g
91.6174,0.0406,3.0094,g
42.6868,0.138,4.8021,g
65.7604,0.1456,4.654,g
21.5488,0.4142,23.9321,g
32.4786,0.1945,5.956,g
19.8537,0.2546,41.838,g
25.9297,0.2309,12.5848,g
38.0902,0.1535,25.6015,g
