@relation phoneme

@attribute Aa numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
0.271,0.312,0
1.362,0.385,0
0.441,-0.608,0
3.294,0.089,0
1.302,-0.159,0
0.266,0.434,0
1.533,0.433,0
3.137,0.091,0
0.395,0.499,0
2.935,0.077,0
2.522,0.146,0
0.717,-0.257,0
2.056,0.227,0
0.154,2.153,0
1.071,0.346,0
3.221,0.16,0
1.84,0.153,0
1.312,-0.131,0
0.807,0.168,0
0.401,-0.69,0
0.628,0.493,0
0.692,0.683,0
0.72,-0.221,0
0.226,-0.461,0
0.159,-0.459,0
0.437,-0.658,0
0.278,1.443,0
1.613,-0.185,0
2.348,0.164,0
0.468,-0.571,0
0.093,0.441,0
2.404,0.073,0
0.811,1.39,0
0.466,0.617,0
0.671,-0.219,0
0.426,1.07,0
0.394,1.511,0
-0.112,0.613,0
0.109,-0.263,0
0.397,1.183,0
2.607,0.093,0
1.156,-0.115,0
0.14,0.552,0
2.725,-0.06,0
0.586,-0.587,0
2.53,0.152,0
0.1,0.849,0
0.367,1.01,0
1.509,0.283,0
0.364,-0.613,0
0.345,-0.497,0
0.339,0.288,0
2.429,1.022,0
0.131,-0.883,0
1.2,0.129,0
0.074,0.423,0
0.578,0.512,0
-0.104,1.942,0
2.663,0.111,0
1.251,0.093,0
0.718,-0.155,0
1.104,-0.208,0
0.544,-0.294,0
0.083,0.54,0
0.262,1.728,0
-0.385,-0.102,0
1.126,0.236,0
1.796,0.189,0
0.269,-0.671,0
0.228,0.535,0
0.691,-0.351,0
1.089,0.572,0
0.372,-0.44,0
0.642,0.526,0
1.192,-0.285,0
1.661,0.429,0
0.584,0.302,0
0.729,-0.183,0
1.176,0.254,0
1.834,-0.143,0
0.648,0.344,0
3.133,0.117,0
0.389,0.602,0
0.283,0.387,0
0.117,1.391,0
0.413,0.998,0
-0.211,1.065,0
0.269,-0.754,0
0.108,1.134,0
2.099,0.09,0
0.352,0.647,0
2.092,0.242,0
3.348,-0.07,0
2.036,0.373,0
0.624,0.399,0
0.999,1.402,0
2.726,0.455,0
1.414,-0.195,0
0.363,-0.692,0
1.134,0.07,0
1.568,0.156,0
2.239,0.125,0
0.083,1.171,0
0.365,0.956,0
0.58,0.334,0
-0.32,-0.637,0
1.033,-0.14,0
0.638,-0.249,0
0.378,0.405,0
1.349,0.251,0
0.729,-0.176,0
0.151,0.304,0
0.305,-0.432,0
1.292,0.134,0
2.544,0.243,0
0.764,-0.32,0
0.146,1.066,0
3.576,0.095,0
1.558,0.08,0
0.329,0.322,0
0.821,0.845,0
0.438,-0.202,0
0.493,1.631,0
2.761,0.21,0
2.039,0.124,0
-0.158,-0.51,0
0.171,1.027,0
2.745,0.097,0
0.127,2.19,0
0.371,-0.168,0
-0.166,-0.493,0
0.478,-0.682,0
2.074,0.601,0
3.183,-0.065,0
0.273,0.313,0
3.716,0.454,0
0.357,-0.658,0
1.19,-0.121,0
0.448,-0.169,0
0.951,0.438,0
-0.201,-0.403,0
3.684,-0.07,0
2.318,0.991,0
1.204,-0.105,0
0.255,-0.775,0
0.246,1.518,0
2.452,0.166,0
3.097,0.275,0
0.264,-0.635,0
0.157,2.038,0
0.536,-0.307,0
0.173,-0.594,0
2.15,-0.065,0
1.168,-0.122,0
1.177,0.66,0
0.364,-0.605,0
0.821,-0.147,0
0.435,-0.217,0
0.518,-0.118,0
0.129,0.53,0
0.298,2.193,0
0.811,-0.342,0
0.284,-0.147,0
0.175,0.482,0
0.267,-0.63,0
0.094,-0.563,0
1.048,-0.127,0
1.203,0.313,0
0.421,-0.547,0
0.674,0.621,0
2.721,-0.063,0
-0.083,-1.581,0
1.181,1.809,0
0.755,-0.426,0
0.303,0.449,0
0.38,0.285,0
2.996,-0.067,0
1.565,1.041,0
0.496,0.405,0
0.88,0.306,0
0.352,0.97,0
0.147,2.585,0
0.813,0.476,0
3.05,-0.298,0
2.01,-0.085,0
0.58,-0.391,0
0.114,0.965,0
2.603,0.486,0
0.296,-0.974,0
0.351,-0.617,0
0.219,-0.599,0
1.239,0.715,0
1.097,0.2,0
3.13,-0.067,0
0.479,0.323,0
0.415,-0.666,0
0.167,-0.607,0
3.467,0.405,0
1.007,0.422,0
0.586,-0.367,0
0.807,-0.274,0
1.464,0.102,0
1.284,-0.241,0
2.602,-0.08,0
0.245,0.971,0
0.108,1.854,0
0.381,1.183,0
0.584,-0.159,0
0.515,-0.345,0
1.878,1.61,0
1.371,0.167,0
0.67,-0.285,0
2.639,0.674,0
0.303,-0.488,0
0.445,-0.228,0
0.239,0.937,0
2.328,0.077,0
0.484,-0.305,0
0.798,0.333,0
2.918,0.508,0
0.573,0.452,0
0.864,-0.13,0
3.426,-0.091,0
0.383,0.585,0
0.453,1.883,0
0.243,-0.554,0
1.313,0.106,0
2.559,-0.32,0
0.519,0.649,0
0.288,-0.863,0
1.806,-0.111,0
3.144,0.12,0
2.255,0.111,0
0.499,-0.35,0
0.22,-0.376,0
2.203,0.437,0
2.315,0.081,0
0.252,0.561,0
0.264,-0.669,0
0.363,-0.185,0
2.981,-0.073,0
0.302,0.289,0
2.055,0.235,0
-0.225,-0.259,0
0.182,1.07,0
0.516,-0.345,0
0.629,0.313,0
3.012,-0.123,0
3.223,-0.061,0
0.334,0.464,0
1.204,0.641,0
1.877,0.191,0
0.416,-0.252,0
1.04,0.067,0
0.733,-0.299,0
1.064,-0.204,0
0.128,2.045,0
1.875,-0.222,0
2.082,-0.1,0
0.273,0.465,0
0.334,-0.654,0
0.266,0.837,0
3.065,-0.067,0
0.268,-0.332,0
2.746,-0.278,0
0.279,0.77,0
0.118,2.143,0
0.74,0.383,0
2.221,-0.084,0
1.362,0.385,0
1.508,0.801,0
2.79,0.656,0
1.636,0.594,0
0.206,0.693,0
0.523,0.371,0
0.096,1.485,0
0.314,0.866,0
0.915,0.635,0
0.301,1.884,0
1.051,0.301,0
-1.046,-0.149,0
0.474,1.376,0
0.693,0.312,0
0.157,2.023,0
1.121,0.088,0
2.817,0.22,0
0.14,1.963,0
0.154,-0.625,0
0.228,0.479,0
3.509,0.607,0
-0.082,1.848,0
0.383,0.739,0
0.587,-0.49,0
0.479,2.1,0
2.045,-0.445,0
2.057,0.071,0
2.906,0.176,0
0.15,-0.456,0
0.115,2.296,0
3.237,-0.263,0
0.412,0.556,0
2.287,0.176,0
0.253,1.081,0
0.116,1.139,0
0.769,0.27,0
0.236,1.402,0
1.488,1.191,0
2.515,1.463,0
0.341,-0.985,0
0.388,-0.636,0
1.517,0.248,0
0.505,-0.626,0
0.883,1.609,0
0.207,1.448,0
0.13,1.837,0
-0.158,-0.745,0
1.023,-0.085,0
0.313,0.734,0
1.21,-0.457,0
2.13,0.484,0
0.048,0.469,0
0.591,-0.387,0
1.757,1.579,0
0.99,0.833,0
-0.109,-0.623,0
1.577,0.399,0
0.289,-0.661,0
-0.148,-0.757,0
0.483,0.606,0
0.43,-0.482,0
0.278,0.58,0
1.55,0.809,0
3.163,0.096,0
2.783,0.085,0
1.163,-0.211,0
0.499,0.396,0
0.677,0.194,0
0.27,-0.812,0
0.35,0.763,0
0.202,1.99,0
0.657,2.008,0
0.388,-0.26,0
2.039,0.086,0
2.51,0.159,0
0.361,-0.654,0
0.996,-0.108,0
0.236,0.909,0
2.703,0.119,0
3.517,0.525,0
0.609,-0.271,0
0.35,-0.277,0
2.133,-0.073,0
0.339,-0.334,0
1.553,-0.188,0
0.337,0.274,0
2.946,-0.097,0
0.182,1.724,0
0.412,-0.174,0
0.528,-0.29,0
0.119,2.457,0
0.245,0.718,0
0.125,1.127,0
0.085,0.454,0
1.466,0.283,0
2.954,0.326,0
-0.202,0.592,0
1.46,-0.114,0
1.065,0.217,0
2.954,0.086,0
0.456,-0.418,0
0.252,-0.832,0
2.539,0.146,0
0.519,-0.173,0
0.12,1.818,0
0.655,-0.39,0
0.148,2.222,0
0.279,-0.466,0
0.53,-0.186,0
0.726,0.416,0
0.318,1.042,0
1.782,0.115,0
0.11,-0.265,0
0.841,0.306,0
0.796,2.268,0
0.407,-0.535,0
0.736,0.211,0
0.112,2.198,0
0.675,-0.216,0
0.379,0.557,0
2.01,0.45,0
1.383,-0.109,0
0.675,0.665,0
1.893,0.257,0
0.234,-0.749,0
0.58,0.386,0
0.361,0.677,0
0.199,-0.653,0
-0.307,-0.277,0
0.334,2.175,0
0.333,-0.639,0
2.852,0.11,0
1.901,0.151,0
0.674,0.622,0
1.936,0.154,0
0.133,0.981,0
1.869,0.153,0
3.287,0.7,0
1.677,2.004,0
-0.089,1.332,0
2.314,-0.059,0
2.879,0.148,0
0.762,0.195,0
1.406,-0.201,0
2.256,-0.066,0
0.346,0.897,0
0.469,-0.157,0
0.148,0.907,0
0.21,-0.94,0
0.289,-0.784,0
0.595,0.205,0
1.122,-0.158,0
0.257,0.734,0
1.089,-0.123,0
0.173,-0.324,0
0.542,-0.17,0
2.653,0.089,0
2.513,1.461,0
0.183,-0.517,0
2.063,0.103,0
0.714,0.246,0
2.267,0.413,0
2.51,0.159,0
0.391,-0.721,0
0.203,-0.578,0
0.095,0.544,0
0.123,-0.971,0
0.283,0.57,0
1.126,0.236,0
0.54,-0.261,0
0.356,-0.464,0
0.25,-0.724,0
0.51,-0.222,0
0.409,0.873,0
0.253,1.567,0
0.675,0.248,0
0.134,2.024,0
0.565,0.751,0
0.115,2.178,0
0.254,1.828,0
0.076,0.389,0
0.313,-0.659,0
1.989,-0.137,0
1.487,-0.261,0
2.061,0.174,0
0.345,0.618,0
0.327,0.277,0
3.542,0.077,0
0.221,0.504,0
0.757,0.232,0
0.229,0.525,0
0.376,-0.275,0
1.041,0.195,0
3.619,0.091,0
0.187,0.679,0
0.128,1.049,0
0.816,-0.191,0
0.102,-0.624,0
0.412,1.937,0
1.071,-0.152,0
0.502,-0.253,0
0.913,0.492,0
1.439,-0.168,0
1.798,-0.14,0
0.079,1.157,0
0.2,-0.644,0
1.128,-0.114,0
0.134,1.537,0
0.158,2.135,0
1.481,0.413,0
0.934,-0.421,0
2.991,0.109,0
1.466,1.371,0
0.125,-0.737,0
0.132,0.915,0
2.723,-0.071,0
1.493,-0.175,0
0.146,2.002,0
0.62,0.241,0
2.479,-0.064,0
0.094,-0.223,0
2.41,0.162,0
0.872,-0.248,0
2.064,-0.229,0
0.504,0.309,0
1.496,-0.297,0
0.354,-0.7,0
0.367,0.539,0
2.191,0.124,0
0.836,-0.336,0
2.925,0.137,0
1.271,-0.152,0
0.529,-0.484,0
0.371,0.645,0
0.534,-0.215,0
0.579,-0.285,0
3.724,-0.083,0
1.528,0.149,0
0.308,0.35,0
0.577,1.197,0
-0.059,-0.648,0
0.665,0.257,0
0.567,-0.564,0
1.796,0.211,0
3.026,0.27,0
0.096,1.757,0
1.338,0.516,0
3.393,-0.077,0
0.259,-0.348,0
0.158,1.072,0
0.311,0.304,0
2.772,-0.086,0
0.412,-0.533,0
0.328,1.194,0
0.281,0.266,0
1.172,-0.146,0
0.6,-0.237,0
3.104,0.122,0
1.4,0.258,0
2.942,0.089,0
0.154,-0.59,0
3.47,-0.117,0
0.268,-0.614,0
0.219,-0.868,0
0.133,2.193,0
0.683,0.319,0
3.607,0.327,0
0.887,0.475,0
0.298,-0.314,0
0.079,0.608,0
1.162,0.208,0
1.499,-0.053,0
0.337,-0.41,0
1.146,-0.189,0
0.12,2.155,0
0.173,1.051,0
0.23,0.34,0
0.435,0.701,0
0.762,-0.194,0
0.346,1.064,0
0.397,-0.79,0
0.314,0.995,0
0.284,-0.796,0
0.608,0.293,0
3.164,0.101,0
0.253,0.262,0
1.223,-0.153,0
0.301,-0.685,0
2.631,0.098,0
2.389,0.912,0
-0.15,-0.653,0
0.219,0.347,0
0.22,-0.85,0
0.303,0.221,0
0.321,-0.561,0
0.185,-0.698,0
-0.197,0.477,0
0.705,-0.286,0
0.982,0.265,0
0.232,-0.482,0
0.181,1.97,0
2.509,0.214,0
0.095,1.258,0
0.637,-0.27,0
0.457,-0.189,0
0.333,0.638,0
2.866,0.1,0
0.56,-0.599,0
0.289,2.044,0
2.734,0.07,0
0.838,0.296,0
0.439,0.454,0
0.055,0.486,0
0.109,1.118,0
-0.188,-0.745,0
0.636,-0.162,0
2.637,0.133,0
0.266,-0.819,0
1.025,0.259,0
0.401,0.458,0
0.997,1.479,0
1.039,-0.156,0
0.335,-0.168,0
3.436,-0.065,0
0.536,0.451,0
0.293,0.22,0
2.365,0.155,0
0.136,0.663,0
0.138,1.894,0
0.221,-0.742,0
0.114,-0.74,0
1.667,0.204,0
0.282,0.329,0
0.447,-0.764,0
0.189,-0.704,0
3.056,-0.219,0
2.441,0.204,0
0.814,0.301,0
0.087,2.38,0
2.106,0.182,0
0.642,-0.181,0
0.328,0.818,0
0.206,1.918,0
0.453,-0.478,0
2.995,-0.106,0
0.217,-0.606,0
1.825,0.207,0
3.256,0.279,0
0.32,-0.96,0
1.141,-0.207,0
3.624,0.171,0
0.211,0.498,0
-0.146,0.441,0
1.29,-0.266,0
0.641,-0.238,0
1.149,-0.08,0
1.018,0.075,0
0.136,1.567,0
0.227,0.993,0
1.012,0.203,0
3.359,-0.085,0
0.11,0.647,0
0.358,0.441,0
2.366,1.008,0
0.421,0.319,0
0.212,-0.561,0
0.193,-0.462,0
1.214,0.318,0
1.21,0.463,0
0.719,-0.141,0
0.124,2.196,0
0.324,1.456,0
-0.239,-0.311,0
1.287,-0.476,0
0.353,0.303,0
2.115,0.115,0
1.195,-0.115,0
1.405,0.423,0
0.043,-0.545,0
0.967,-0.337,0
0.237,-0.848,0
0.199,-0.314,0
1.845,-0.149,0
0.58,-0.245,0
2.767,-0.304,0
-0.829,0.403,0
1.654,0.716,0
2.859,0.081,0
0.27,1.223,0
3.307,-0.156,0
2.815,0.22,0
0.571,-0.37,0
0.384,0.334,0
0.111,2.262,0
1.871,0.133,0
0.135,2.355,0
1.312,0.375,0
0.996,-0.202,0
0.231,1.862,0
2.032,0.152,0
0.169,1.654,0
0.309,0.299,0
1.063,-0.277,0
2.796,0.687,0
0.197,-0.6,0
0.567,0.347,0
0.211,1.488,0
1.304,0.643,0
0.959,-0.1,0
1.494,0.151,0
3.21,-0.086,0
1.215,-0.082,0
0.429,1.691,0
0.422,-0.461,0
0.362,0.483,0
1.098,0.276,0
0.411,0.349,0
-0.22,-0.313,0
-0.114,-0.537,0
0.193,-0.594,0
0.864,-0.284,0
0.066,-0.574,0
2.705,-0.084,0
1.825,-0.143,0
2.102,0.095,0
0.333,0.455,0
3.172,-0.092,0
1.998,-0.08,0
2.026,0.522,0
1.569,0.129,0
0.859,0.827,0
2.911,0.264,0
1.095,-0.132,0
0.378,1.017,0
0.377,1.39,0
0.669,-0.248,0
0.437,1.811,0
0.248,-0.804,0
0.143,1.501,0
0.207,1.25,0
0.514,-0.289,0
0.275,-0.478,0
0.455,0.573,0
1.107,0.521,0
1.802,0.851,0
1.799,-0.197,0
1.297,0.322,0
0.725,-0.195,0
1.108,-0.32,0
1.836,0.134,0
0.737,-0.351,0
0.176,-0.7,0
0.108,0.723,0
0.179,1.786,0
0.675,0.753,0
2.18,0.427,0
0.832,0.497,0
0.361,-0.475,0
0.166,-0.837,0
0.966,1.456,0
0.475,-0.248,0
1.247,-0.157,0
0.608,0.247,0
-0.077,-0.47,0
0.279,0.331,0
3.025,0.27,0
1.16,-0.093,0
0.891,0.537,0
2.406,0.198,0
-0.195,-0.988,0
0.614,0.553,0
2.898,-0.234,0
0.427,-0.444,0
0.243,-0.814,0
2.041,0.279,0
0.099,1.391,0
1.041,-0.157,0
0.383,0.306,0
0.438,0.324,0
0.598,-0.177,0
0.77,0.24,0
0.398,-0.521,0
0.34,0.45,0
0.193,1.37,0
2.441,0.176,0
2.245,0.11,0
0.535,0.414,0
0.39,0.456,0
1.492,0.108,0
0.516,0.783,0
0.36,-0.289,0
1.268,-0.564,0
0.61,-0.317,0
1.887,-0.149,0
0.155,1.076,0
0.229,-0.555,0
1.347,-0.2,0
2.836,0.178,0
0.334,1.297,0
2.367,0.156,0
1.103,0.075,0
1.515,-0.072,0
0.076,0.383,0
1.712,0.511,0
0.436,0.802,0
1.575,0.398,0
0.55,0.373,0
2.007,0.116,0
2.614,0.36,0
0.216,-0.65,0
0.26,1.181,0
0.471,1.463,0
0.215,1.121,0
0.251,0.472,0
0.147,0.672,0
0.273,1.731,0
0.216,0.773,0
0.277,-0.536,0
0.137,2.234,0
1.242,-0.362,0
1.305,-0.152,0
2.24,1.551,0
0.688,0.483,0
0.231,0.474,0
1.254,0.227,0
1.942,0.203,0
0.284,-0.685,0
0.861,0.212,0
2.839,-0.237,0
0.103,2.012,0
0.181,-0.56,0
0.162,2.347,0
0.277,0.436,0
0.267,0.741,0
2.337,0.223,0
0.269,-0.64,0
2.952,0.466,0
0.122,2.338,0
0.334,0.65,0
0.391,0.371,0
2.763,0.106,0
1.067,-0.195,0
1.118,-0.151,0
-0.83,-0.135,0
0.598,0.305,0
0.283,-0.203,0
0.967,-0.337,0
2.547,0.747,0
0.469,-0.226,0
0.947,0.853,0
1.441,0.265,0
0.134,1.01,0
0.495,0.4,0
3.272,-0.085,0
0.24,0.275,0
0.413,0.434,0
0.15,1.839,0
0.761,-0.175,0
0.314,0.564,0
1.086,0.202,0
0.243,-0.575,0
1.041,0.34,0
0.545,-0.222,0
0.4,-0.643,0
1.453,-0.182,0
2.177,-0.083,0
1.116,0.228,0
0.342,-0.665,0
0.228,1.282,0
0.271,-0.854,0
0.299,-0.51,0
0.301,-0.696,0
2.157,-0.115,0
0.83,-0.185,0
2.026,-0.085,0
0.281,0.255,0
0.826,-0.182,0
1.022,-0.106,0
0.128,2.041,0
1.295,0.284,0
1.4,0.265,0
1.274,-0.111,0
1.065,0.252,0
-0.104,-0.945,0
0.723,-0.139,0
1.12,0.329,0
1.482,0.349,0
0.739,-0.148,0
0.487,-0.213,0
0.307,-0.206,0
0.312,-0.184,0
0.265,-0.627,0
1.92,0.113,0
0.907,-0.114,0
0.141,-0.341,0
0.564,-0.319,0
2.255,0.448,0
0.296,1.119,0
0.289,0.835,0
0.235,-0.725,0
2.558,0.475,0
1.824,0.117,0
0.214,1.085,0
0.735,-0.19,0
0.714,0.194,0
1.094,0.33,0
0.515,-0.564,0
0.279,-0.752,0
0.324,0.254,0
0.462,0.481,0
0.503,0.493,0
0.369,-0.448,0
0.344,-1.01,0
1.125,-0.13,0
0.205,-0.499,0
0.763,-0.194,0
1.091,0.254,0
0.144,1.668,0
0.928,-0.282,0
0.716,0.226,0
0.735,0.478,0
0.868,0.238,0
1.414,0.141,0
0.773,-0.25,0
2.116,0.094,0
0.713,1.202,0
0.404,1.005,0
0.259,0.469,0
0.479,0.22,0
0.126,1.692,0
3.396,-0.065,0
1.303,0.406,0
-0.982,-0.136,0
2.976,-0.139,0
0.492,0.448,0
0.559,0.487,0
2.708,-0.075,0
0.628,0.148,0
0.698,0.173,0
-0.076,-0.699,0
0.14,-0.721,0
0.501,-0.211,0
0.235,1.219,0
3.065,-0.085,0
0.791,0.279,0
1.765,0.195,0
0.633,-0.174,0
0.584,1.045,0
0.346,0.459,0
0.471,-0.579,0
1.712,-0.162,0
0.366,0.331,0
2.586,0.162,0
0.206,0.498,0
0.238,1.379,0
1.532,0.28,0
2.321,1.212,0
0.095,2.613,0
0.092,0.845,0
0.393,-0.123,0
1.894,0.257,0
0.181,-0.661,0
0.378,-0.445,0
0.705,-0.18,0
3.498,-0.064,0
1.055,0.182,0
0.34,-0.652,0
0.061,0.529,0
2.131,0.072,0
1.21,0.288,0
0.675,0.413,0
2.095,0.068,0
1.081,-0.111,0
3.5,-0.086,0
0.147,0.36,0
0.169,0.545,0
0.296,0.737,0
0.801,-0.359,0
0.315,-0.605,0
1.972,0.303,0
0.494,0.454,0
2.916,0.125,0
0.495,-0.156,0
3.58,0.344,0
2.799,0.725,0
0.218,0.661,0
0.902,-0.171,0
0.318,-0.162,0
0.794,2.127,0
0.74,-0.276,0
0.297,1.054,0
0.213,0.338,0
1.446,-0.119,0
0.058,-0.427,0
1.634,0.122,0
1.335,-0.089,0
0.325,0.746,0
0.98,-1.3,0
0.304,0.322,0
1.101,0.068,0
0.44,1.29,0
0.29,0.772,0
0.629,-0.245,0
0.65,-0.301,0
2.055,0.234,0
1.093,0.529,0
0.554,-0.513,0
0.339,-0.623,0
0.386,0.354,0
1.114,0.266,0
1.065,0.252,0
0.775,0.452,0
0.079,0.519,0
0.763,0.255,0
0.641,-0.204,0
1.653,0.065,0
0.98,-0.186,0
0.773,-0.179,0
0.959,0.956,0
2.724,0.222,0
0.205,0.508,0
1.463,-0.171,0
1.309,-0.508,0
0.573,0.78,0
3.414,-0.081,0
0.62,-0.212,0
0.368,1.105,0
1.198,-0.17,0
1.036,-0.127,0
0.473,-0.222,0
2.035,0.373,0
1.129,0.65,0
0.556,0.61,0
0.281,-0.525,0
0.675,0.358,0
0.181,1.305,0
1.439,0.216,0
0.061,-0.207,0
0.597,-0.261,0
0.612,0.425,0
0.626,-0.212,0
0.161,1.944,0
0.436,2.308,0
1.017,-0.158,0
0.972,-0.101,0
0.468,-0.198,0
0.249,-0.459,0
0.638,-0.249,0
0.565,-0.264,0
2.662,1.052,0
0.266,-0.809,0
0.599,-0.343,0
0.382,-0.57,0
0.279,-0.858,0
0.205,0.327,0
2.537,0.523,0
0.721,0.264,0
3.381,0.202,0
0.83,0.547,0
1.293,-0.596,0
0.398,0.466,0
-0.309,-0.659,0
0.246,-0.672,0
1.719,0.089,0
0.959,0.513,0
0.776,-0.194,0
-0.102,1.197,0
0.268,-0.748,0
1.902,0.189,0
0.737,0.437,0
0.292,-0.652,0
1.957,0.45,0
0.532,0.541,0
0.149,1.416,0
2.654,0.394,0
0.66,0.298,0
0.262,0.238,0
0.308,0.271,0
0.21,-0.557,0
0.337,0.741,0
1.997,0.309,0
0.326,0.353,0
0.593,0.378,0
0.206,-0.406,0
0.142,-0.564,0
2.763,0.679,0
0.159,0.332,0
0.288,-0.618,0
0.434,-0.228,0
0.239,0.992,0
0.361,0.264,0
0.269,2.266,0
0.531,-0.568,0
2.44,-0.074,0
0.65,-0.148,0
0.867,-0.157,0
3.892,-0.127,0
0.869,-0.176,0
0.365,-0.137,0
0.347,0.347,0
0.389,-0.153,0
0.274,1.361,0
0.273,0.332,0
0.34,0.361,0
0.256,0.77,0
2.944,0.258,0
1.715,1.275,0
0.324,-0.298,0
3.258,-0.17,0
2.496,0.095,0
-0.504,-0.28,0
1.482,-0.209,0
2.331,0.128,0
0.283,-0.895,0
0.423,0.491,0
0.659,-0.251,0
0.274,0.411,0
0.403,-0.682,0
0.236,-0.652,0
0.119,0.549,0
1.022,0.803,0
3.388,0.112,0
3.246,0.111,0
0.321,-0.577,0
0.149,2.015,0
1.127,0.172,0
0.564,0.63,0
0.529,0.887,0
0.16,0.436,0
0.626,0.264,0
0.265,0.324,0
0.71,-0.203,0
2.428,0.24,0
2.286,-0.171,0
2.051,0.18,0
0.909,-0.195,0
1.378,-0.126,0
3.553,-0.076,0
0.925,-0.144,0
0.782,-0.43,0
3.078,0.211,0
0.366,0.386,0
2.889,-0.075,0
3.129,-0.347,0
0.368,0.372,0
0.343,-0.612,0
0.533,0.241,0
0.151,-0.777,0
0.336,0.552,0
0.316,0.494,0
0.944,-0.109,0
0.526,0.348,0
2.94,0.337,0
0.238,0.27,0
3.269,-0.201,0
0.532,0.191,0
0.466,0.778,0
0.234,1.023,0
0.642,-0.141,0
0.333,2.152,0
0.128,0.634,0
1.274,0.185,0
0.965,1.123,0
0.348,1.037,0
2.765,0.546,0
0.184,2.461,0
1.499,0.323,0
2.88,0.084,0
0.449,0.223,0
1.612,0.22,0
0.635,-0.274,0
0.375,0.401,0
0.098,0,0
2.525,0.356,0
0.245,1.077,0
1.026,0.206,0
1.943,0.151,0
0.73,0.426,0
0.405,0.482,0
0.727,0.417,0
0.399,-0.686,0
0.425,-0.182,0
0.126,1.451,0
0.898,-0.113,0
2.511,-0.087,0
0.736,0.255,0
0.089,1.569,0
1.946,0.111,0
0.412,-0.183,0
2.329,-0.082,0
2.917,0.432,0
1,0.369,0
0.323,-0.702,0
1.58,0.28,0
0.136,0.508,0
2.426,0.116,0
0.091,0.858,0
0.899,-0.202,0
0.389,0.688,0
1.126,0.183,0
3.698,-0.082,0
1.331,1.619,0
1.466,-0.073,0
0.936,-0.368,0
1.142,-0.161,0
0.242,0.4,0
0.269,-0.727,0
1.644,1.252,0
0.727,0.236,0
0.383,-0.256,0
1.042,-0.114,0
0.472,0.625,0
1.017,0.202,0
0.135,1.007,0
0.055,-0.469,0
0.693,-0.221,0
0.353,0.309,0
0.135,2.28,0
1.233,0.184,0
0.253,1.568,0
0.597,-0.473,0
0.564,0.751,0
0.324,1.192,0
0.197,1.41,0
0.81,0.181,0
0.626,0.879,0
3.414,-0.074,0
0.281,-0.893,0
0.35,-0.652,0
1.203,0.641,0
1.37,0.214,0
0.349,-0.7,0
0.102,-0.965,0
0.289,-0.756,0
0.267,1.807,0
0.334,0.284,0
2.702,0.119,0
0.081,-0.697,0
0.42,0.675,0
2.013,0.522,0
0.892,0.118,0
0.82,0.283,0
0.093,-0.461,0
0.094,2.071,0
2.793,-0.314,0
1.508,0.801,0
1.051,0.301,0
0.805,0.222,0
0.857,-0.187,0
0.917,0.247,0
0.42,0.237,0
0.121,0.716,0
0.19,-0.656,0
0.4,-0.259,0
0.417,-0.153,0
2.982,0.51,0
0.68,-0.215,0
1.342,-0.098,0
1.031,0.171,0
0.521,0.445,0
1.864,0.235,0
1.21,-0.155,0
1.746,-0.123,0
0.832,-0.203,0
0.338,-0.824,0
1.083,0.076,0
0.303,-0.434,0
1.678,0.394,0
2.967,-0.13,0
0.339,-0.593,0
3.367,-0.242,0
1.858,0.27,0
0.245,0.508,0
2.957,-0.266,0
0.397,-0.616,0
0.716,-0.094,0
0.709,-0.405,0
-0.134,-0.822,0
0.75,-0.193,0
0.5,0.454,0
2.216,0.099,0
0.053,0.483,0
0.179,-0.514,0
1.91,0.15,0
0.498,-0.242,0
1.033,-0.101,0
1.075,1.461,0
1.021,-0.19,0
0.982,-0.151,0
0.123,2.082,0
3.343,0.077,0
0.076,1.862,0
1.957,0.232,0
0.885,-0.173,0
0.9,-0.1,0
-0.193,0.491,0
2.307,-0.144,0
0.226,1.741,0
0.104,2.313,0
0.292,-0.663,0
0.383,0.575,0
3.279,0.463,0
1.565,-0.156,0
3.132,0.18,0
0.977,1.041,0
2.761,0.084,0
0.438,-0.186,0
1.004,0.833,0
0.447,-0.547,0
0.659,0.666,0
0.331,-0.58,0
0.121,2.188,0
0.52,0.417,0
0.711,0.255,0
1.385,-0.227,0
0.719,0.339,0
0.41,-0.555,0
0.099,1.996,0
0.62,1.097,0
0.159,-0.601,0
0.069,0.474,0
0.418,0.42,0
2.534,-0.356,0
0.277,-0.763,0
3.148,0.094,0
0.228,1.184,0
0.682,-0.238,0
0.152,-0.608,0
0.382,0.371,0
2.168,0.709,0
0.404,-0.176,0
2.585,-0.075,0
0.416,-0.564,0
0.141,1.052,0
0.665,-0.309,0
0.344,-0.319,0
1.084,-0.113,0
1.363,-0.133,0
0.625,-0.207,0
2.885,0.503,0
0.405,-0.772,0
0.156,-0.448,0
0.242,-0.688,0
1.878,1.609,0
1.654,0.716,0
0.254,1.249,0
0.916,-0.46,0
0.136,0.674,0
0.559,0.648,0
0.757,0.268,0
1.274,-0.079,0
0.134,-0.643,0
0.947,0.399,0
0.226,0.435,0
0.309,0.494,0
0.279,1.115,0
0.39,0.694,0
0.488,0.36,0
3.772,-0.08,0
0.363,1.578,0
0.966,-0.149,0
3.139,0.915,0
1.004,1.205,0
0.104,0.783,0
0.159,2.069,0
0.28,-0.213,0
0.24,-0.557,0
