@relation phoneme

@attribute Ao numeric
@attribute Iy numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
2.766,-0.219,-0.132,0
1.146,-0.742,-0.419,0
0.267,0.09,-0.08,0
1.25,-0.53,-0.497,0
1.333,-0.536,0.551,0
1.965,0.375,0,0
1.023,0.204,-0.137,0
1.416,0.139,-0.077,0
1.178,0.128,0.071,0
2.281,0.287,-0.174,0
0.425,1.916,0,0
0.452,1.47,1.046,0
1.805,1.068,-0.276,0
1.257,-0.82,-0.35,0
0.5,0.831,0.616,0
0.38,0.997,0,0
0.55,0.454,-0.122,0
0.355,0.519,-0.39,0
0.357,-0.287,-0.132,0
1.96,0.195,-0.41,0
0.938,0.346,0.22,0
1.72,-0.39,-0.238,0
1.121,0.498,-0.246,0
0.831,-0.308,-0.124,0
0.848,0.154,0.112,0
1.587,0.585,-0.479,0
0.621,2.234,0,0
2.845,0.422,0.617,0
1.088,-0.51,0.436,0
0.651,0.128,-0.052,0
0.521,-0.33,-0.142,0
0.553,1.658,-0.571,0
2.594,-0.513,1.205,0
0.898,0.139,0.349,0
1.782,0.448,-0.192,0
2.444,-0.199,0,0
1.206,-0.096,0.075,0
2.018,0.697,0,0
0.996,-0.867,0,0
2.787,-0.242,-0.157,0
-0.224,0.097,0.073,0
0.329,-0.732,1.514,0
0.43,-0.19,-0.089,0
1.053,-0.652,-0.303,0
2.295,0.225,0.134,0
0.721,0.151,0.112,0
1.923,-0.128,-0.07,0
1.147,0.647,-0.518,0
1.117,-0.671,-0.328,0
1.416,-0.848,-0.299,0
0.794,-0.082,0.075,0
1.328,0.45,-0.258,0
0.987,-0.842,0.616,0
0.662,1.093,0,0
1.404,-0.1,0.087,0
2.692,0.624,1.298,0
1.816,-0.621,-0.272,0
0.478,0.108,0.074,0
2.106,-0.187,-0.098,0
2.842,-0.161,-0.127,0
1.509,0.783,-0.478,0
2.845,-0.202,-0.111,0
2.962,0.588,-0.241,0
0.932,-0.612,-0.258,0
2.139,0.241,-0.1,0
0.544,0.096,-0.072,0
0.753,-0.31,-0.125,0
0.693,0.131,0.118,0
3.32,-0.24,-0.151,0
1.713,-0.221,-0.156,0
1.495,0.718,-0.4,0
0.342,1.827,0,0
0.745,-0.066,0.05,0
0.546,0.094,0.069,0
0.436,1.177,1.25,0
0.225,0.264,0.912,0
2.149,0.27,0.738,0
2.695,0.309,0.184,0
1.357,0.199,-0.095,0
1.526,1.01,1.05,0
1.229,-0.089,-0.056,0
0.311,1.978,-0.652,0
2.404,0.491,0,0
0.747,-0.078,0.068,0
1.886,0.363,-0.154,0
0.382,-0.469,1.029,0
2.769,0.331,0.214,0
1.344,0.492,-0.16,0
2.574,0.396,0.374,0
1.044,-0.663,0,0
1.607,0.436,0.32,0
1.875,0.173,-0.081,0
2.159,-0.154,0.117,0
1.999,-0.193,-0.225,0
0.808,-0.971,-0.361,0
1.784,0.458,-0.284,0
1.426,0.327,0.157,0
1.867,-0.161,-0.11,0
2.156,-0.142,-0.084,0
-0.221,0.091,0.078,0
1.088,1.099,0.467,0
0.384,1.56,1.075,0
2.249,0.691,-0.217,0
0.467,-0.08,0.071,0
1.301,0.385,-0.277,0
1.178,-0.581,0,0
1.809,0.59,0.366,0
2.804,1.197,-0.349,0
-0.237,1.549,-0.453,0
1.478,-0.654,0.593,0
1.302,-0.474,-0.239,0
2.093,0.213,0.166,0
1.934,-0.211,-0.1,0
0.653,0.669,-0.218,0
0.918,1.037,0.421,0
0.736,1.073,-0.424,0
2.363,0.464,-0.173,0
1.87,-0.148,-0.084,0
2.703,0.372,0,0
1.305,0.813,-0.241,0
0.949,-0.481,-0.244,0
-0.243,-0.086,0.085,0
1.222,-0.49,-0.261,0
3.019,-0.194,0.187,0
2.669,-0.296,0,0
2.205,-0.183,-0.118,0
2.162,-0.357,1.611,0
1.607,0.183,-0.079,0
1.677,-0.14,0.106,0
1.086,-0.403,0.201,0
1.272,-0.461,0,0
1.531,0.97,1.126,0
0.696,0,0,0
1.401,-0.665,0,0
0.269,1.841,-0.528,0
0.635,0.094,-0.053,0
1.63,-0.32,1.796,0
0.322,-0.096,-0.07,0
0.464,0.495,0.921,0
2.334,0.253,-0.131,0
0.588,1.318,-0.437,0
2.286,-0.149,-0.116,0
1.809,0.917,-0.26,0
2.976,0.683,0.671,0
0.591,0.141,-0.205,0
0.463,-0.848,0,0
2.692,0.348,0,0
2.712,-0.44,-0.2,0
1.714,0.308,-0.296,0
0.722,0.095,0.106,0
0.281,1.072,1.464,0
0.358,-0.222,-0.102,0
2.566,-0.195,0,0
1.968,-0.275,-0.195,0
-0.277,-0.077,0.066,0
0.297,0.222,-0.084,0
2.372,0.278,0.199,0
1.601,-0.132,-0.066,0
1.224,-0.228,0.183,0
0.97,0.141,0.128,0
1.65,-0.58,-0.278,0
-1.012,1.599,-0.583,0
2.087,0.2,0.245,0
0.891,1.42,-0.454,0
1.554,0.275,0.163,0
2.396,1.399,-0.376,0
3.563,0.339,-0.141,0
1.264,0.575,0,0
2.558,-0.497,1.361,0
1.604,0.773,0.715,0
0.981,0.24,0.441,0
2.3,0.333,-0.19,0
2.403,0.258,0.434,0
1.85,0.319,0.187,0
1.585,-0.244,-0.128,0
0.624,0.956,-0.393,0
1.441,0.545,-0.214,0
1.972,-0.185,0,0
-0.319,0.405,-0.111,0
0.355,0.592,2.053,0
2.476,1.359,-0.365,0
1.318,-0.616,0.472,0
1.152,1.276,0,0
0.944,-0.601,0,0
2.254,0.226,0.156,0
2.597,-0.2,-0.113,0
1.723,-0.502,-0.282,0
0.953,-0.777,-0.572,0
2.065,0.34,0,0
0.46,1.282,0.712,0
1.439,0.275,0,0
-0.347,-0.09,0.071,0
1.762,-0.14,-0.084,0
1.141,0.279,0.132,0
0.471,1.184,0.705,0
1.684,0.477,-0.231,0
0.986,-0.633,0,0
1.136,-0.638,0,0
1.612,0.528,0.511,0
1.18,0.741,-0.396,0
2.927,-0.241,-0.213,0
1.467,0.243,-0.106,0
1.317,-0.454,-0.214,0
0.309,-0.697,1.824,0
3.173,-0.238,0.162,0
1.761,-0.319,1.599,0
0.543,2.209,0.691,0
2.073,0.313,0,0
1.345,-0.089,-0.055,0
1.999,-0.174,-0.087,0
1.209,-0.669,-0.305,0
0.559,1.542,-0.597,0
0.597,0.117,0.121,0
3.15,0.478,0.19,0
0.267,0.16,-0.065,0
1.351,0.679,-0.16,0
0.66,-0.242,-0.095,0
1.304,-0.794,-0.416,0
0.57,-0.254,-0.094,0
2.15,-0.182,-0.107,0
3.048,0.453,0,0
0.996,-0.721,-0.281,0
0.819,-0.627,-0.34,0
2.549,0.268,0.229,0
2.156,-0.122,0.109,0
1.863,-0.605,-0.248,0
0.727,1.807,1.49,0
0.53,0.081,-0.041,0
1.86,-0.115,-0.084,0
0.906,0.38,-0.121,0
0.569,1.209,0,0
0.404,0.1,0.059,0
2.344,-0.178,-0.119,0
3.241,0.551,0.327,0
0.591,-0.069,-0.057,0
1.009,0.366,-0.179,0
2.312,0.222,0.163,0
2.662,0.367,0,0
1.498,-0.104,0.086,0
1.904,0.367,1.19,0
0.606,2.28,0,0
0.28,-0.544,0,0
3.373,-0.245,-0.146,0
2.285,0.266,1.002,0
2.801,0.493,0.981,0
1.262,0.754,0,0
0.466,1.861,0,0
0.438,0.124,-0.155,0
1.245,0.45,0.656,0
0.884,0.104,0.104,0
1.426,0.232,0.22,0
0.391,0.626,1.369,0
0.694,-0.087,0.08,0
0.389,1.049,0,0
2.292,-0.212,-0.111,0
0.368,1.029,0,0
1.555,0.516,1.038,0
0.78,0.243,0.533,0
-0.788,-0.287,-0.152,0
2.206,0.225,-0.153,0
-0.213,0.099,-0.093,0
0.453,0.946,1.138,0
2.017,0.99,0,0
0.59,0.834,0.376,0
0.945,0.783,1.091,0
0.64,1.903,-0.738,0
1.457,0.27,0.797,0
2.164,0.63,0,0
0.786,0.115,0.081,0
1.094,-0.844,-0.416,0
1.09,0.204,0.182,0
2.364,-0.284,-0.152,0
0.892,1.61,-0.446,0
2.288,-0.424,0.243,0
1.861,-0.225,0,0
-0.211,0.152,-0.059,0
2.321,0.716,-0.3,0
0.273,0.156,-0.063,0
1.816,0.327,-0.119,0
1.593,0.516,0,0
1.547,-0.085,0.088,0
1.208,-0.094,-0.05,0
1.174,0.622,-0.205,0
2.125,0.494,-0.247,0
2.417,0.438,0.924,0
2.138,0.707,-0.337,0
1.389,-0.106,-0.069,0
0.359,-0.221,-0.102,0
1.539,-0.178,0.141,0
3.309,0.254,-0.152,0
0.557,2.038,-0.625,0
1.433,-0.542,0,0
1.963,0.191,-0.122,0
1.798,0.92,0.706,0
2.203,-0.597,-0.295,0
0.69,0.223,-0.393,0
1.634,-0.141,0,0
1.288,0.442,-0.23,0
1.01,-0.842,0,0
1.481,0.194,-0.219,0
0.595,2.318,-0.762,0
0.767,0.078,0.079,0
0.413,0.544,0,0
0.311,1.818,1.201,0
1.012,0.151,0.136,0
1.558,-0.136,-0.086,0
1.771,-0.195,-0.124,0
1.212,-0.081,0.082,0
2.169,-0.253,-0.158,0
0.315,-0.304,0.269,0
0.613,0.093,0.079,0
2.848,0.483,0.694,0
0.331,-0.741,0,0
1.079,-0.688,0,0
0.483,1.912,-0.599,0
0.362,2.265,-0.705,0
0.728,0.101,0.054,0
2.565,-0.261,-0.162,0
0.297,0.222,-0.084,0
0.896,0.928,0,0
0.657,0.107,0.074,0
0.453,1.701,-0.601,0
0.98,-0.217,0.221,0
1.634,0.183,-0.093,0
1.547,0.275,0.172,0
0.645,1.181,0,0
0.438,2.42,-0.849,0
0.332,-0.794,0,0
1.283,0.425,-0.137,0
2.188,0.521,-0.24,0
1.913,0.247,-0.095,0
0.355,-0.073,0.063,0
0.797,0.146,-0.076,0
1.108,-0.483,-0.201,0
1.517,0.716,0.826,0
0.705,2.135,-0.602,0
1.543,0.199,-0.128,0
0.411,-0.073,0.066,0
2.335,0.302,-0.117,0
2.038,-0.127,0.099,0
1.483,0.222,-0.101,0
0.358,-0.324,-0.126,0
2.174,0.206,0,0
0.381,2.362,-0.833,0
1.764,0.277,-0.096,0
0.945,-0.557,-0.306,0
1.292,-0.826,-0.474,0
0.265,0.081,-0.047,0
-0.273,0.27,-0.095,0
2.204,0.482,1.072,0
0.987,0.135,0.106,0
1.125,-0.215,-0.097,0
0.685,0.871,-0.201,0
0.495,0.07,0.051,0
2.203,0.783,-0.34,0
2.973,-0.241,-0.153,0
2.16,0.221,0.151,0
0.604,0.098,-0.061,0
0.681,1.01,0.56,0
2.457,-0.173,0.158,0
0.476,0.505,0.998,0
0.399,1.139,0,0
2.649,1.463,-0.486,0
2.572,0.373,-0.166,0
3.345,0.751,-0.27,0
2.821,0.415,-0.179,0
0.791,2.004,-0.434,0
1.071,-0.609,-0.229,0
0.624,2.613,0,0
1.059,-0.32,-0.123,0
0.266,0.194,-0.063,0
2.195,-0.138,-0.097,0
1.819,-0.135,0.125,0
1.909,-0.189,-0.148,0
1.14,0.763,-0.211,0
0.548,1.674,-0.52,0
2.78,-0.205,-0.135,0
2.733,-0.161,-0.106,0
0.811,0.162,0.171,0
0.572,-0.117,-0.062,0
0.928,-0.108,-0.065,0
1.471,0.986,1.198,0
1.03,-0.147,-0.075,0
2.389,0.305,0.19,0
1.309,0.741,-0.342,0
1.99,0.489,-0.208,0
1.655,-0.175,-0.078,0
2.17,0.348,0,0
2.36,0.291,0.148,0
2.867,-0.299,0.915,0
1.413,-0.54,-0.505,0
1.132,-0.56,0,0
0.607,-0.047,-0.033,0
0.958,1.043,-0.352,0
1.204,0.569,-0.32,0
2.253,0.33,0.929,0
0.929,1.093,0.513,0
0.665,-0.073,0.046,0
2.36,1.439,-0.341,0
0.904,1.594,0,0
1.428,0.525,-0.203,0
0.334,0.208,-0.063,0
1.807,0.992,-0.478,0
1.169,0.235,-0.066,0
2.319,0.22,0.164,0
0.551,1.089,0.986,0
0.735,-0.08,0.067,0
1.791,0.264,0.132,0
1.249,-0.685,0,0
1.955,0.295,0.271,0
0.883,-0.735,0.544,0
0.411,0.109,0.104,0
1.028,-0.768,-0.553,0
1.293,0.226,-0.103,0
0.963,-0.154,-0.076,0
1.456,-0.189,0,0
1.951,-0.136,0.141,0
2.132,0.249,0.209,0
2.259,0.252,0.342,0
2.604,0.313,-0.147,0
0.457,-0.068,-0.042,0
0.773,1.076,0.553,0
1.272,-0.644,-0.36,0
1.975,-0.264,-0.239,0
1.404,0.185,0.119,0
1.376,0.236,-0.095,0
0.517,-0.065,-0.048,0
1.78,-0.639,-0.286,0
2.541,-0.482,0,0
0.913,1.027,-0.347,0
2.463,-0.148,-0.103,0
0.541,-0.17,0.648,0
1.546,0.716,-0.422,0
0.767,1.268,0,0
2.204,-0.17,0.116,0
0.918,0.266,-0.115,0
-1.17,-0.599,-0.315,0
2.371,0.312,0.159,0
1.111,0.258,0.308,0
1.295,-0.169,0.202,0
1.433,0.327,0.198,0
-0.256,0.194,-0.071,0
2.433,0.58,0.271,0
1.758,0.332,0.162,0
0.442,2.175,-0.879,0
2.192,0.249,0.188,0
-0.285,0.114,-0.059,0
2.438,0.3,-0.289,0
3.289,0.517,-0.278,0
0.414,1.934,-0.584,0
1.804,0.416,-0.172,0
-0.709,-0.143,-0.089,0
2.256,-0.157,-0.108,0
0.332,-0.514,-0.893,0
1.163,-0.512,-0.233,0
0.694,0.798,-0.367,0
0.609,0.71,0,0
0.436,1.634,1.761,0
0.706,1.936,-0.614,0
0.704,0.915,-0.227,0
2.061,-0.179,-0.115,0
1.59,-0.139,0.101,0
1.08,-0.726,0,0
1.893,-0.432,1.155,0
3.116,0.786,-0.227,0
0.381,-0.263,-0.478,0
0.933,0.965,-0.41,0
0.278,0.083,0.086,0
0.279,1.497,-0.623,0
0.311,0.072,-0.091,0
2.962,0.388,-0.181,0
-0.29,-0.071,-0.044,0
1.198,0.469,-0.198,0
2.937,0.263,-0.159,0
1.788,-0.227,0.303,0
0.931,-1.01,-0.41,0
1.112,1.062,0,0
0.875,-0.078,0.067,0
1.674,-0.348,-0.164,0
0.533,1.615,0,0
0.745,0.265,-0.092,0
1.325,0.373,-0.135,0
2.3,-0.202,0,0
2.002,1.461,-0.355,0
0.279,-0.607,2.128,0
0.869,0.102,0.103,0
0.45,0.086,0.072,0
2.596,-0.46,0.979,0
1.892,0.715,0.742,0
1.825,0.296,-0.43,0
2.762,0.359,0,0
1.505,-0.429,1.618,0
0.774,-0.092,-0.056,0
3.394,0.625,-0.199,0
2.317,0.411,-0.305,0
0.559,0.139,-0.214,0
2.226,-0.178,-0.124,0
1.664,-0.175,-0.104,0
1.64,-0.795,0,0
1.058,-0.756,0,0
1.283,-0.108,0.078,0
1.03,0.219,-0.236,0
2.446,-0.338,0,0
0.281,1.052,1.666,0
0.361,-0.87,0,0
0.562,0.148,-0.072,0
2.407,-0.18,-0.124,0
0.511,1.436,-1.007,0
2.212,-0.167,0.337,0
0.415,2.147,-0.987,0
1.695,-0.232,-0.163,0
2.359,-0.156,0.145,0
1.801,-0.251,-0.156,0
2.585,0.309,-0.158,0
1.078,-0.775,0,0
2.256,0.564,0.272,0
1.397,0.508,-0.177,0
0.804,-0.782,0,0
0.804,-0.885,-0.378,0
0.592,0.858,0.868,0
0.513,1.904,-0.728,0
2.005,-0.752,0,0
1.658,-0.567,0,0
1.344,-0.698,-0.321,0
2.126,-0.484,-0.246,0
0.765,0.818,-0.35,0
0.484,2.007,0,0
1.423,-0.123,0.09,0
-0.688,-1.3,-0.836,0
-0.241,-0.085,0.085,0
1.469,1.012,1.114,0
0.956,-0.356,-0.173,0
1.205,-0.546,0,0
1.967,-0.589,-0.3,0
0.577,1.116,0,0
-0.236,0.119,-0.143,0
0.817,1.705,0,0
1.84,-0.116,0.096,0
1.25,0.694,-0.455,0
3.174,-0.232,0.504,0
2.547,0.494,-0.168,0
1.859,0.641,0.666,0
2.115,-0.421,0.547,0
1.018,-0.431,-0.202,0
0.816,2.113,-0.655,0
0.858,-0.834,-0.411,0
2.362,0.298,0.15,0
0.769,0.094,-0.051,0
0.286,-0.454,0,0
2.612,0.271,0.174,0
3.033,0.476,0.682,0
2.132,-0.205,-0.147,0
0.807,-0.703,0.395,0
2.25,-0.199,-0.121,0
2.526,-0.466,0,0
0.487,0.079,0.072,0
1.604,-0.292,-0.134,0
0.596,-0.075,0.066,0
2.04,-0.511,1.753,0
1.3,-0.571,-0.206,0
0.966,0.455,0.228,0
1.57,-0.115,0.086,0
1.913,0.195,-0.126,0
2.213,0.417,-0.195,0
2.162,0.423,-0.164,0
0.767,0.149,0.099,0
1.532,-0.113,-0.081,0
2.068,0.311,-0.129,0
1.949,-0.09,-0.075,0
1.598,0.319,0.17,0
1.089,0.177,-0.103,0
2.915,0.413,-0.177,0
1.344,0.155,-0.226,0
0.737,0.091,0.065,0
1.748,0.259,0,0
0.537,-0.065,-0.04,0
0.299,0.694,0,0
0.476,0.147,-0.05,0
2.581,-0.227,-0.123,0
1.78,-0.14,-0.103,0
1.297,0.137,-0.101,0
2.956,0.285,-0.144,0
0.365,0.981,1.464,0
2.745,-0.213,-0.146,0
0.966,-0.638,-0.266,0
2.782,-0.206,-0.138,0
0.584,0.326,-0.088,0
1.73,-0.154,0,0
2.342,-0.138,0.135,0
1.733,0.77,0,0
1.169,-0.406,0,0
3.348,-0.245,0,0
1.333,-0.748,0,0
2.081,0.287,-0.181,0
2.258,0.295,-0.231,0
1.252,0.436,-0.179,0
1.367,-0.523,-0.196,0
-0.242,0.188,-0.095,0
0.745,1.61,1.167,0
-0.837,0.144,-0.086,0
1.412,0.15,0.309,0
1.019,0.113,0.08,0
1.264,-0.171,0.19,0
2.701,0.416,-0.184,0
0.762,-0.792,0.405,0
2.555,0.26,0,0
0.524,0.129,-0.2,0
0.28,-0.186,0.529,0
1.906,-0.155,-0.101,0
1.034,-0.732,0,0
3.05,0.876,-0.329,0
1.367,-0.122,0.107,0
3.092,0.417,0.337,0
2.885,0.618,1.117,0
1.436,0.232,-0.102,0
0.377,0.067,0.048,0
0.858,0.806,0.509,0
0.996,-0.175,-0.087,0
2.79,0.299,-0.225,0
2.225,-0.145,-0.107,0
2.611,0.349,-0.162,0
2.919,0.635,0.386,0
2.86,1.045,-0.379,0
-0.296,0.204,-0.071,0
0.283,0.456,0,0
2.219,-0.524,-0.247,0
1.932,-0.192,0.148,0
2.377,0.381,1.378,0
0.949,1.511,-0.516,0
1.647,-0.121,-0.06,0
2.581,0.479,-0.201,0
2.237,-0.617,1.332,0
0.726,0.102,0.091,0
2.849,0.284,0.382,0
-0.446,0.939,1.058,0
0.251,0.535,0,0
0.339,-0.625,1.84,0
1.01,0.159,-0.166,0
1.763,0.454,-0.188,0
2.201,0.739,-0.347,0
2.658,0.246,-0.159,0
0.326,1.419,1.145,0
1.934,0.695,-0.315,0
0.372,0.48,0.598,0
-0.174,-0.47,0,0
0.435,2.222,-0.722,0
1.81,-0.125,-0.085,0
2.465,-0.202,-0.194,0
0.421,-0.265,0,0
2.213,0.65,-0.436,0
1.328,0.451,-0.256,0
2.127,0.254,-0.152,0
0.508,-0.066,-0.046,0
1.241,-0.472,-0.209,0
2.328,-0.201,0.175,0
0.807,1.762,0,0
2.583,-0.17,-0.124,0
1.943,0.721,-0.35,0
0.493,2.1,0,0
1.448,0.338,0,0
1.11,0.11,-0.058,0
2.302,0.322,-0.117,0
0.721,-0.051,0.052,0
0.892,-0.53,-0.307,0
0.444,2.178,0,0
-0.263,0.069,-0.057,0
0.355,1.469,0,0
0.847,1.911,-0.682,0
2.143,0.306,-0.234,0
1.008,-0.895,0,0
2.524,0.276,1.019,0
0.502,1.72,-0.594,0
0.583,-0.071,0.089,0
0.707,-0.067,0.063,0
0.311,-0.347,-0.13,0
0.482,-0.141,0.524,0
0.964,-0.756,-0.625,0
-0.266,0.091,-0.082,0
1.756,-0.132,0,0
1.866,-0.282,-0.136,0
0.788,1.37,0,0
0.399,1.108,0.775,0
1.18,-0.373,-0.152,0
1.511,0.323,0,0
2.497,0.532,-0.406,0
2.111,-0.532,-0.244,0
1.224,-0.656,-0.308,0
1.416,0.872,0,0
1.783,0.249,-0.15,0
1.095,-0.514,0,0
0.408,2.115,-0.833,0
2,0.288,0.81,0
1.182,-0.7,1.29,0
0.688,-1.048,0,0
1.246,0.192,-0.071,0
1.349,-0.203,-0.119,0
3.163,1.249,-0.376,0
1.656,0.371,0.632,0
2.156,-0.588,0,0
0.964,-0.123,0,0
2.069,-0.193,0,0
2.636,0.243,-0.23,0
0.29,0.162,-0.061,0
0.679,-0.127,-0.092,0
1.325,0.697,-0.201,0
0.605,1.603,1.161,0
0.706,0.406,0.447,0
0.637,0.104,0.063,0
0.579,-0.589,1.974,0
2.225,0.215,-0.104,0
1.809,-0.138,-0.095,0
2.707,0.617,1.006,0
1.937,-0.257,0.209,0
0.645,1.719,0.977,0
3.145,1.274,-0.385,0
1.054,0.479,0.546,0
2.193,0.222,-0.132,0
0.342,-0.223,-0.46,0
2.228,0.295,0.18,0
1.373,-0.109,-0.058,0
0.998,-0.651,-0.296,0
2.766,-0.218,-0.132,0
1.646,-0.578,-0.284,0
2.723,0.318,-0.138,0
1.275,0.725,-0.236,0
0.836,-0.088,-0.047,0
1.261,-0.77,0,0
1.16,-0.594,0,0
1.896,-0.144,0,0
0.853,0.091,-0.048,0
0.729,0.22,-0.088,0
0.54,0.149,0.07,0
0.825,1.949,-0.667,0
1.275,-0.418,-0.364,0
0.672,1.814,0,0
1.356,-0.491,-0.181,0
1.045,-0.476,0,0
0.448,1.786,-0.631,0
2.405,-0.16,-0.101,0
2.428,0.357,0.204,0
1.44,0.129,-0.079,0
0.346,0.154,-0.079,0
1.277,-0.426,1.903,0
0.332,0.084,0.108,0
0.557,0.18,-0.066,0
2.877,0.385,-0.161,0
1.266,-0.874,0,0
0.224,-0.207,0,0
2.54,-0.222,0,0
0.824,2.058,0,0
0.771,1.818,0,0
1.272,0.204,0.163,0
1.068,-0.747,-0.297,0
0.447,1.595,-0.632,0
0.782,-0.088,-0.061,0
0.207,-0.348,1.112,0
1.214,0.11,0.086,0
1.699,0.266,-0.115,0
2.273,0.697,-0.297,0
1.505,-0.101,0.101,0
2.927,0.367,0.594,0
0.496,-0.066,-0.047,0
1.155,0.227,-0.065,0
0.904,0.108,0.082,0
0.808,1.937,-0.578,0
1.802,-0.123,-0.079,0
0.266,0.529,1.194,0
2.129,0.353,0,0
1.811,0.212,-0.256,0
2.63,0.469,-0.204,0
1.275,0.427,-0.234,0
0.579,1.848,-0.912,0
2.739,1.265,-0.318,0
2.04,-0.277,-0.191,0
1.095,0.094,0.084,0
1.145,0.668,-0.272,0
0.933,-0.334,-0.194,0
0.335,1.116,1.674,0
2.221,-0.482,-0.21,0
0.822,1.382,-0.472,0
1.174,0.621,-0.205,0
2.589,-0.277,0.942,0
1.995,0.772,0,0
0.859,-0.688,0,0
1.44,0.129,-0.079,0
1.317,-0.121,-0.067,0
1.736,-0.502,0.304,0
3.003,0.827,-0.234,0
1.018,-0.048,-0.042,0
0.493,0.082,-0.041,0
0.338,0.777,1.814,0
1.094,0.143,-0.098,0
1.182,-0.091,0.077,0
2.216,-0.173,-0.095,0
0.556,2.022,0,0
0.406,1.568,1.673,0
3.085,0.497,0.314,0
1.505,0.665,0.878,0
3.273,-0.307,-0.356,0
1.555,0.517,1.038,0
2.963,0.324,0.991,0
2.299,0.344,-0.144,0
-0.254,0.153,-0.101,0
0.569,0.971,1.058,0
0.974,-0.586,0.362,0
0.359,0.149,-0.081,0
1.435,0.303,0,0
0.698,-0.061,-0.046,0
2.18,1.548,-0.434,0
1.354,-0.097,0.077,0
2.19,0.617,0.98,0
0.5,1.7,-0.536,0
3.176,0.324,0.593,0
0.854,-0.659,-0.316,0
1.221,1.071,-0.285,0
1.063,0.72,-0.21,0
2.247,0.503,-0.363,0
0.692,1.574,0,0
1.214,-0.53,-0.214,0
1.632,-0.102,0.09,0
1.364,0.658,-0.626,0
1.497,0.493,0.254,0
1.535,0.186,-0.126,0
2.458,0.228,-0.124,0
0.431,0.124,0.394,0
1.257,-0.762,-0.372,0
1.769,-0.362,1.29,0
0.791,0.733,0.348,0
0.479,0.108,0.082,0
1.98,-0.433,-0.517,0
1.825,0.809,-0.344,0
0.469,-0.279,-0.105,0
1.196,-0.148,-0.416,0
2.568,0.469,-0.275,0
2.51,0.659,0.548,0
0.703,-0.079,0.041,0
0.363,-0.964,1.578,0
1.727,0.386,-0.202,0
0.616,1.569,0,0
2.083,0.67,-0.265,0
1.789,0.268,0.137,0
0.913,0.831,-0.295,0
3.124,-0.285,-0.366,0
1.23,-0.561,0,0
1.009,-0.085,-0.06,0
2.998,-0.204,-0.144,0
1.592,-0.385,1.379,0
0.498,0.1,0.076,0
0.249,0.097,-0.074,0
2.751,-0.169,-0.099,0
1.432,-0.408,0.337,0
3.039,-0.191,0.189,0
1.153,0.371,-0.395,0
1.197,0.466,-0.161,0
1.236,-0.093,-0.058,0
1.359,-0.271,-0.193,0
1.818,0.264,-0.302,0
0.979,0.129,0.101,0
2.887,0.487,0.942,0
0.948,0.103,-0.06,0
1.739,0.369,-0.599,0
1.238,0.869,-0.21,0
1.494,-0.413,-0.182,0
2.87,-0.173,-0.117,0
1.795,-0.269,0.929,0
0.639,0.13,-0.053,0
-0.331,-0.066,-0.044,0
2.557,0.578,0,0
1.398,0.222,0.206,0
0.589,1.963,-0.621,0
1.5,-0.459,-0.282,0
2.302,0.227,-0.127,0
2.437,0.398,-0.373,0
1.303,0.463,-0.148,0
1.062,-0.96,-0.502,0
2.591,-0.208,0.133,0
0.362,2.266,-0.705,0
2.82,-0.317,0.971,0
1.178,-0.319,0.242,0
-0.213,0.1,-0.094,0
2.442,0.233,-0.134,0
0.283,0.156,-0.06,0
2.921,0.537,0.432,0
0.92,0.78,0.487,0
3.51,0.319,0.275,0
1.825,0.35,-0.122,0
1.829,-0.134,-0.102,0
1.982,1.541,-0.359,0
0.945,0.998,-0.369,0
2.238,-0.184,-0.125,0
1.064,-0.309,0.187,0
1.345,0.693,0,0
3.101,-0.313,-0.165,0
0.847,-0.703,-0.562,0
0.517,-0.48,-0.191,0
-0.797,-0.102,-0.069,0
2.311,-0.289,-0.147,0
1.701,-0.641,0,0
0.548,-0.621,0.324,0
0.719,0.117,0.115,0
1.02,-0.668,-0.246,0
2.246,-0.176,-0.113,0
1.848,0.329,-0.357,0
2.432,-0.203,0.186,0
2.499,-0.428,-0.219,0
1,-0.767,-0.36,0
3.172,-0.194,-0.135,0
2.928,-0.207,-0.138,0
2.064,-0.342,1.431,0
0.607,0.102,-0.053,0
1.585,-0.395,1.72,0
2.96,-0.203,-0.144,0
2.559,0.956,-0.299,0
-0.324,0.407,-0.238,0
2.62,0.556,0,0
2.022,0.179,0.123,0
2.558,-0.369,0.716,0
1.042,-0.564,0.337,0
1.561,0.236,0.214,0
0.318,0.708,1.304,0
0.524,-0.331,-0.129,0
2.567,-0.26,-0.127,0
2.28,-0.21,0.114,0
0.946,-0.668,0,0
1.064,-0.627,-0.305,0
0.365,0.091,0.084,0
0.887,0.312,1.019,0
3.308,-0.263,0.6,0
1.521,-0.666,-0.323,0
1.057,-0.781,-0.393,0
-0.295,-0.073,-0.053,0
0.349,-0.276,-0.115,0
1.933,0.487,0.774,0
2.197,0.199,-0.146,0
2.668,0.708,0,0
1.536,0.114,0,0
1.298,0.109,0.095,0
1.407,0.184,0.117,0
0.517,0.498,0,0
1.187,-0.672,1.263,0
1.251,-0.118,-0.073,0
2.375,-0.488,-0.223,0
2.921,0.523,0,0
0.755,-0.89,0,0
1.788,-0.448,0,0
2.526,-0.533,0,0
1.523,-0.577,-0.398,0
1.375,-0.163,-0.075,0
0.607,0.819,0.353,0
