@relation phoneme

@attribute Ao numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
1.182,1.29,0
3.104,-0.125,0
1.275,-0.364,0
0.732,0.047,0
0.327,0.063,0
2.64,0.13,0
0.729,-0.088,0
0.448,-0.146,0
1.272,0.163,0
1.272,-0.467,0
0.644,-0.116,0
1.681,0.937,0
1.632,-0.088,0
1.173,-0.374,0
2.55,-0.135,0
1.727,-0.202,0
1.932,0,0
0.69,0.039,0
2.496,0.163,0
2.628,-0.233,0
2.041,0.216,0
2.045,-0.091,0
0.582,0.106,0
2.01,-0.133,0
0.5,-1.017,0
2.007,-0.212,0
0.831,0,0
2.807,-0.14,0
0.825,-0.667,0
1.187,1.263,0
0.556,-0.413,0
0.372,0.598,0
0.471,0.704,0
3.424,-0.152,0
0.315,0.269,0
1.073,-0.056,0
0.545,-0.653,0
2.131,0.803,0
1.164,0,0
1.661,0.107,0
1.243,0.096,0
1.547,0.088,0
0.877,0.198,0
0.369,0,0
2.519,0.125,0
1.129,-0.21,0
2.713,0.242,0
0.441,0.066,0
1.45,-0.396,0
1.521,0,0
2.127,-0.124,0
2.439,-0.117,0
0.894,0,0
0.954,0,0
0.34,0.108,0
1.829,0,0
0.889,-0.076,0
2.521,-0.107,0
2.19,-0.224,0
0.361,0,0
1.654,-0.389,0
2.285,1.002,0
-0.333,-0.628,0
0.329,1.551,0
3.36,0.305,0
0.502,-0.563,0
-0.477,0,0
2.537,-0.201,0
0.745,-0.092,0
3.294,-0.133,0
2.002,-0.355,0
2.446,0,0
0.437,-0.042,0
1.876,0,0
1.495,-0.4,0
1.396,-0.081,0
2.66,0.148,0
1.792,-0.081,0
1.557,-0.169,0
2.256,-0.108,0
3.228,-0.154,0
2.759,-0.166,0
0.823,-0.441,0
0.99,0.135,0
0.412,-0.045,0
0.521,-0.039,0
0.551,2.719,0
0.807,0.395,0
2.585,-0.3,0
0.439,-0.139,0
2.682,0.194,0
1.492,0.359,0
1.424,-0.339,0
2.407,-0.124,0
2.257,-0.246,0
1.128,1.306,0
0.692,0,0
0.732,0.521,0
1.344,-0.321,0
2.486,0.607,0
1.395,0,0
0.788,-0.159,0
1.17,-0.39,0
1.489,-0.197,0
0.494,0.786,0
0.854,0.549,0
1.214,-0.067,0
1.509,-0.478,0
1.32,0.077,0
1.331,0,0
1.824,-0.262,0
1.099,0.434,0
2.215,0.156,0
2.163,-0.189,0
2.559,0.173,0
2.432,0.186,0
0.283,0,0
0.808,-0.361,0
0.637,0.063,0
1.801,-0.156,0
0.324,-0.391,0
2.396,-0.376,0
0.486,-0.038,0
0.751,-0.158,0
0.509,-0.761,0
1.023,-0.137,0
0.617,-0.309,0
1.797,0,0
1.599,-0.275,0
1.282,0,0
2.086,-0.136,0
-1.062,0.837,0
2.823,-0.075,0
2.083,-0.265,0
0.813,0,0
2.984,-0.351,0
1.683,0,0
0.92,0.487,0
1.309,-0.342,0
0.376,0,0
1.931,-0.128,0
2.584,-0.143,0
1.242,0.466,0
0.446,-0.049,0
0.267,-0.064,0
-0.233,-0.071,0
0.249,-0.07,0
1.49,0,0
0.357,0,0
0.972,-0.052,0
0.466,-0.047,0
1.762,-0.507,0
2.02,-0.1,0
-0.195,0.09,0
2.594,1.205,0
0.892,-0.513,0
0.311,1.201,0
0.508,-0.049,0
0.753,0,0
1.058,0,0
0.651,-0.124,0
0.577,-0.374,0
0.573,0,0
0.453,-0.601,0
1.713,-0.156,0
0.685,-0.201,0
0.263,1.235,0
1.628,-0.275,0
0.342,-0.46,0
2.888,-0.158,0
0.547,1.064,0
2.371,0.159,0
0.345,1.855,0
2.52,-0.09,0
1.248,0,0
3.273,-0.356,0
0.421,-0.149,0
0.72,0.091,0
3.03,0.48,0
0.299,0,0
1.156,0,0
1.022,-0.261,0
3.107,0.445,0
-0.294,-0.045,0
2.609,-0.377,0
1.336,0.12,0
2.94,0,0
1.631,-0.262,0
1.18,-0.396,0
-0.331,-0.044,0
3.531,-0.151,0
2.87,0.388,0
0.308,-0.098,0
1.249,-0.075,0
2.281,-0.174,0
0.799,0,0
2.3,-0.19,0
2.179,-0.228,0
1.094,-0.416,0
2.657,-0.19,0
3.076,0.399,0
1.771,-0.124,0
0.488,-0.05,0
1.247,-0.366,0
1.948,-0.097,0
3.022,-0.211,0
1.305,-0.499,0
2.295,-0.391,0
1.467,-0.106,0
0.593,1.956,0
0.618,-0.039,0
1.896,-0.4,0
0.982,-0.506,0
2.182,0.152,0
-0.319,-0.111,0
0.295,0,0
0.944,0,0
-0.235,-0.132,0
2.546,0,0
0.273,-0.062,0
1.023,0.069,0
2.208,-0.439,0
1.543,-0.123,0
1.547,0.172,0
2.477,1.482,0
2.472,-0.103,0
2.688,-0.199,0
-0.268,-0.114,0
0.804,0,0
2.725,0.39,0
2.024,-0.322,0
2.146,-0.199,0
0.787,0.434,0
1.276,0,0
0.269,1.571,0
1.895,0.164,0
1.2,0,0
0.57,0.547,0
2.585,-0.158,0
2.567,-0.127,0
1.041,-0.257,0
1.393,0,0
0.765,1.58,0
1.288,0.343,0
0.548,-0.614,0
-0.235,-0.133,0
3.106,0.848,0
2.302,-0.127,0
2.862,0.59,0
1.5,-0.103,0
-0.269,0.063,0
1.505,0.097,0
3.166,-0.173,0
2.627,-0.482,0
0.346,0,0
1.961,0,0
0.946,0,0
2.132,-0.147,0
-0.28,-0.052,0
3.04,-0.188,0
1.887,0.293,0
1.726,0.153,0
2.897,0.953,0
1.589,0,0
0.645,0.977,0
0.511,-0.859,0
2.673,-0.269,0
0.653,0.393,0
0.762,0.405,0
1.73,0.099,0
1.972,0,0
3.262,-0.211,0
0.811,0.171,0
2.376,-0.181,0
1.428,-0.203,0
1.73,0.189,0
1.086,0,0
0.496,0.456,0
0.648,-0.072,0
0.945,-0.369,0
0.513,-0.728,0
2.428,0.204,0
1.104,-0.277,0
2.402,0,0
1.781,-0.124,0
0.495,-0.161,0
1.292,0,0
0.363,1.578,0
0.459,0,0
0.683,0.376,0
2.622,0.23,0
1.316,0,0
1.112,0,0
1.066,0,0
1.187,-0.18,0
1.439,0,0
2.226,-0.139,0
1.64,0,0
3.303,-0.166,0
2.56,1.369,0
2.299,-0.144,0
2.197,-0.151,0
0.753,1.293,0
0.532,0.071,0
1.536,0,0
1.825,-0.344,0
2.002,-0.137,0
2.64,-0.213,0
0.435,-0.061,0
0.977,-0.413,0
2.311,-0.147,0
0.571,-0.043,0
3.28,0,0
1.968,-0.412,0
1.078,0.066,0
0.66,-0.04,0
0.495,0.82,0
0.561,0,0
3.344,-0.27,0
0.519,0.399,0
1.179,-0.224,0
2.901,0.164,0
2.82,0.971,0
2.278,-0.415,0
1.103,0,0
1.133,0,0
0.977,0.246,0
1.653,-0.084,0
-0.274,-0.077,0
0.358,1.176,0
0.549,0,0
1.44,-0.079,0
1.871,-0.223,0
3.208,0.349,0
1.697,-0.18,0
2.213,0.285,0
-0.236,-0.143,0
1.141,-0.229,0
1.236,-0.287,0
0.438,0.112,0
1.798,-0.105,0
0.373,2.043,0
1.094,0.068,0
1.769,1.29,0
1.392,-0.266,0
1.552,0.183,0
1.796,0.215,0
1.138,0,0
0.564,0,0
1.59,-0.067,0
2.035,-0.496,0
0.332,-0.893,0
1.568,-0.131,0
1.521,-0.323,0
0.309,-0.13,0
2.596,0.979,0
1.441,-0.171,0
0.862,-0.415,0
1.536,-0.394,0
1.399,-0.055,0
1.037,-0.307,0
0.819,-0.34,0
3.21,0.834,0
1.018,0.2,0
0.299,-0.061,0
1.931,0.867,0
0.987,0,0
1.744,0.156,0
2.786,0.191,0
0.8,0.362,0
2.292,0.193,0
1.867,-0.11,0
1.027,0,0
0.377,0.1,0
0.484,-0.599,0
0.891,-0.454,0
0.464,-0.349,0
1.762,-0.18,0
2.408,1.087,0
3.515,-0.164,0
1.307,-0.211,0
1.513,0,0
1.866,-0.589,0
0.23,0,0
0.332,0,0
1.341,-0.206,0
0.389,0,0
3.293,0.375,0
1.239,0.566,0
2.686,1.47,0
1.536,0,0
1.088,0.229,0
-0.347,0.071,0
0.884,0.104,0
1.797,-0.289,0
0.305,-1.016,0
1.557,-0.169,0
3.174,0.504,0
2.821,0.884,0
1.06,-0.242,0
0.512,-0.048,0
2.125,-0.188,0
1.932,0.318,0
1.9,-0.298,0
2.318,-0.252,0
1.539,0.141,0
1.237,-0.148,0
0.854,-0.316,0
1.356,0,0
0.592,0.868,0
3.075,-0.19,0
1.123,0.073,0
1.03,-0.236,0
1.418,0.561,0
2.488,0.607,0
-0.234,-0.085,0
0.591,-0.176,0
2.545,0.165,0
0.974,0.362,0
2.556,0.15,0
0.556,0,0
0.59,0,0
2.071,0,0
2.413,-0.133,0
1.139,0,0
0.574,0.572,0
0.355,0,0
2.263,0.161,0
2.364,0.235,0
2.938,-0.149,0
2.103,-0.227,0
-0.241,-0.066,0
1.803,-0.278,0
0.322,-0.07,0
1.71,-0.118,0
3.019,0.187,0
0.402,-0.115,0
1.882,-0.102,0
3.076,0.217,0
2.499,-0.219,0
1.798,0.707,0
1.615,0,0
1.734,-0.291,0
1.356,-0.181,0
0.884,-0.452,0
1.133,-0.438,0
2.705,-0.156,0
1.937,0.209,0
2.64,-0.123,0
3.162,0.662,0
1.999,-0.309,0
0.729,0,0
2.461,-0.208,0
1.911,-0.152,0
0.466,0,0
-0.312,-0.053,0
2.283,-0.168,0
1.041,-0.349,0
1.933,0.118,0
1.592,1.379,0
1.658,0,0
0.576,0.99,0
2.745,-0.146,0
1.859,0.666,0
0.478,0.074,0
0.863,0.063,0
0.935,-0.428,0
0.391,1.369,0
1.19,-0.065,0
0.414,-0.584,0
0.489,0,0
2.01,0.12,0
1.293,-0.103,0
0.569,1.058,0
1.782,0.192,0
1.701,0,0
2.962,-0.181,0
0.735,-0.075,0
-0.221,0.078,0
0.402,1.775,0
0.423,0.119,0
2.139,-0.167,0
1.161,0.107,0
0.273,-0.063,0
0.528,0,0
2.36,-0.341,0
2.9,-0.385,0
0.588,-0.437,0
1.029,0,0
2.187,0.85,0
1.474,-0.032,0
0.532,-0.161,0
1.721,-0.563,0
0.346,-0.079,0
1.094,-0.485,0
1.656,0,0
1.975,-0.102,0
0.337,0,0
1.198,-0.198,0
-0.805,-0.112,0
0.701,-0.623,0
1.995,-0.105,0
1.135,-0.274,0
1.627,-0.14,0
1.116,0,0
2.69,0.813,0
2.368,-0.264,0
0.961,-0.379,0
0.428,1.12,0
0.279,2.128,0
0.406,1.673,0
1.815,0,0
2.181,0,0
0.545,-0.038,0
1.318,-0.24,0
1.632,0.09,0
1.153,0,0
2.254,0,0
1.111,-0.268,0
2.62,0,0
2.32,0.163,0
2.215,-0.215,0
1.007,0,0
0.632,0,0
0.591,-0.057,0
2.921,0.432,0
1.453,0,0
2.757,-0.12,0
1.435,-0.06,0
1.735,-0.189,0
0.397,-0.651,0
1.786,-0.209,0
-0.221,-0.067,0
0.728,0.054,0
2.023,0,0
0.577,1.175,0
1.851,0.163,0
0.688,-0.056,0
1.56,0,0
0.311,1.135,0
2.389,0.19,0
1.09,-0.233,0
2.214,0,0
0.694,-0.367,0
0.91,0,0
0.434,0,0
1.88,0.725,0
1.875,0,0
2.585,0.552,0
0.528,0.06,0
2.166,1.372,0
0.892,-0.307,0
0.392,-0.256,0
1.01,-0.166,0
0.274,1.803,0
2.766,-0.132,0
3.041,-0.15,0
1.469,1.114,0
0.948,-0.06,0
0.616,-0.044,0
1.02,0,0
2.138,-0.337,0
0.582,0,0
2.098,-0.207,0
0.384,1.075,0
0.436,1.761,0
0.343,1.742,0
0.906,-0.32,0
0.896,-0.113,0
0.546,0,0
0.822,-0.055,0
-0.724,-0.101,0
1.441,0,0
2.713,0.885,0
2.927,0.594,0
0.823,-0.076,0
3.163,-0.376,0
2.655,-0.228,0
0.253,-0.393,0
2.138,-0.149,0
2.989,0.208,0
1.825,-0.122,0
0.866,-0.4,0
2.921,-0.161,0
1.185,-0.141,0
1.413,0.246,0
1.852,-0.115,0
0.614,-0.091,0
2.254,-0.16,0
0.469,-0.998,0
2.403,0.434,0
0.888,0.429,0
0.585,-0.505,0
1.79,-0.073,0
1.828,0.12,0
1.307,-0.059,0
0.381,1.251,0
1.054,0.546,0
0.824,0,0
0.904,0,0
1.007,0.391,0
0.5,0.616,0
1.018,-0.042,0
2.188,-0.24,0
3.15,0.19,0
2.662,0,0
2.701,-0.184,0
2.404,0.435,0
0.767,0,0
0.652,-0.051,0
0.493,-0.041,0
0.496,-0.371,0
0.509,0,0
2.71,-0.134,0
2.156,-0.084,0
0.592,-0.849,0
0.249,-0.074,0
0.427,-0.796,0
2.438,-0.289,0
2.106,-0.098,0
2.107,0,0
0.543,0.691,0
2.783,-0.156,0
2.952,-0.135,0
0.425,0,0
2.187,-0.255,0
0.329,1.514,0
2.408,-0.166,0
2.034,-0.379,0
3.173,0.162,0
0.276,1.095,0
1.258,0.072,0
1.518,-0.362,0
0.67,1.099,0
2.678,0.365,0
2.533,-0.11,0
1.998,-0.178,0
0.283,-0.064,0
2.389,0.225,0
1.634,0.105,0
1.938,-0.329,0
0.407,-0.792,0
1.325,-0.201,0
1.031,-0.228,0
0.312,0.422,0
0.44,-0.752,0
0.54,-0.061,0
2.268,-0.161,0
1.117,-0.328,0
1.683,0.316,0
0.904,0.082,0
-0.315,-0.113,0
0.389,1.555,0
0.473,0.843,0
0.767,0.079,0
0.562,0.071,0
1.238,-0.21,0
2.614,1.169,0
1.809,0.366,0
0.359,-0.081,0
1.597,-0.304,0
1.655,-0.078,0
1.238,0.28,0
1.458,0,0
1.094,-0.098,0
2.58,-0.24,0
2.493,0.145,0
0.514,0,0
0.46,0.712,0
2.524,1.019,0
0.387,-0.456,0
0.594,-0.706,0
2.442,-0.134,0
0.474,-0.099,0
0.325,0.071,0
2.884,-0.143,0
0.318,1.304,0
1.404,0.087,0
1.078,0,0
0.932,-0.258,0
2.695,0.184,0
2.404,0,0
1.555,-0.22,0
1.163,-0.233,0
2.292,-0.111,0
-0.22,0.078,0
2.749,0.619,0
0.911,-0.293,0
2.136,-0.191,0
2.844,0.617,0
2.247,-0.099,0
2.558,0.716,0
1.037,0.247,0
1.277,0,0
0.357,-0.131,0
1.108,-0.056,0
1.319,0.163,0
0.911,-0.323,0
2.7,-0.22,0
0.949,-0.516,0
3.056,-0.271,0
1.846,0.124,0
2.239,0.411,0
0.745,1.167,0
0.41,1.926,0
0.889,0.432,0
0.454,0.692,0
2.869,-0.138,0
2.437,-0.373,0
0.485,0,0
2.04,-0.191,0
0.636,-0.725,0
1.429,-0.467,0
1.893,1.155,0
0.448,0.092,0
0.656,0,0
0.484,0,0
-0.253,0.063,0
0.346,-0.234,0
1.121,-0.246,0
2.816,-0.165,0
0.338,-0.089,0
2.183,-0.073,0
1.774,-0.101,0
1.54,0.65,0
0.525,2.552,0
1.519,0.169,0
2.288,0.243,0
0.402,1.807,0
1.039,-0.09,0
0.816,-0.655,0
-1.045,-0.286,0
2.202,-0.088,0
2.8,0.239,0
1.502,0.09,0
2.105,0,0
2.238,-0.125,0
2.466,0,0
0.297,-0.084,0
1.351,0,0
0.342,-0.634,0
-0.227,1.273,0
0.493,-0.173,0
1.257,-0.35,0
1.502,-0.19,0
3.345,-0.27,0
2.501,-0.199,0
1.714,-0.097,0
1.257,-0.372,0
1.017,-0.367,0
2.003,0.237,0
-0.263,0.057,0
-0.174,0,0
0.824,0.621,0
1.502,-0.19,0
1.506,0.079,0
2.598,-0.276,0
-0.243,0.085,0
3.04,-0.183,0
2.377,1.378,0
3.001,-0.129,0
1.123,-0.25,0
1.413,-0.505,0
1.98,-0.293,0
0.69,-0.393,0
0.602,0.553,0
2.755,0.398,0
0.918,0.421,0
2.532,0.272,0
1.107,0,0
0.573,0,0
0.281,1.464,0
1.38,0,0
1.376,-0.094,0
1.719,1.409,0
1.547,-0.065,0
1.275,-0.234,0
1.629,0.387,0
1.608,0.108,0
0.724,-0.104,0
2.497,0.175,0
2.919,0.386,0
2.24,0.197,0
2.972,-0.126,0
-0.224,0.073,0
1.923,-0.07,0
0.416,-0.893,0
0.614,-0.42,0
2.204,0.183,0
1.8,-0.304,0
2.261,-0.156,0
1.439,0.324,0
0.929,-0.46,0
0.586,-0.183,0
1.932,-0.29,0
0.342,0,0
1.955,0.256,0
2.015,0.156,0
0.366,2.273,0
1.163,-0.2,0
1.149,-0.134,0
0.598,0,0
0.356,-0.792,0
2.056,0.168,0
1.294,-0.415,0
1.416,0,0
2.51,0.548,0
0.428,1.018,0
1.03,0.411,0
1.443,-0.14,0
2.723,-0.134,0
0.548,0,0
1.217,0.164,0
0.502,-0.152,0
2.35,-0.108,0
2.661,-0.131,0
0.541,0.648,0
1.015,0.385,0
1.174,0.223,0
2.521,-0.215,0
2.169,-0.158,0
0.267,-0.065,0
1.933,0.774,0
1.33,-0.348,0
1.314,0.745,0
0.522,-0.38,0
0.207,1.112,0
1.089,0.126,0
0.519,-0.076,0
1.152,0,0
1.995,0,0
3.041,-0.26,0
1.31,-0.244,0
2.201,-0.347,0
2.814,0.254,0
1.335,0.151,0
2.276,0.132,0
0.988,0.061,0
0.311,-0.091,0
1.497,0.566,0
2.064,1.431,0
1.152,-0.201,0
1.045,0,0
1.628,0.601,0
2.017,0,0
1.275,-0.236,0
0.483,-0.659,0
1.208,-0.05,0
1.209,0,0
1.3,-0.206,0
1.037,0,0
0.929,0.439,0
0.578,0.075,0
1.762,0,0
1.329,0.112,0
0.312,-0.104,0
2.576,-0.183,0
0.434,-0.157,0
0.72,0.427,0
1.054,0,0
1.796,1.027,0
0.624,-0.06,0
1.272,-0.36,0
1.756,0,0
0.362,0.052,0
0.471,0.705,0
1.266,-0.206,0
0.906,-0.121,0
2.129,0.542,0
1.229,-0.326,0
1.163,-0.06,0
0.604,0,0
1.112,-0.495,0
3.087,-0.155,0
0.727,1.49,0
3.142,0.354,0
2.479,0,0
0.894,-0.338,0
0.296,0,0
2.302,-0.117,0
3.022,0.287,0
2.226,-0.096,0
1.363,0,0
1.784,-0.284,0
0.365,1.464,0
2.502,-0.15,0
0.339,-0.089,0
2.018,0,0
0.94,-0.413,0
3.155,1.022,0
2.498,-0.301,0
1.08,-0.262,0
0.358,-0.126,0
-0.234,0.081,0
-0.29,-0.046,0
-0.285,-0.092,0
2.511,-0.266,0
0.987,0.106,0
2.083,0.219,0
1.934,-0.315,0
0.996,0,0
2.448,0.166,0
1.349,-0.119,0
2.037,-0.103,0
2.493,-0.159,0
1.945,0,0
1.284,-0.135,0
0.363,1.537,0
0.389,0,0
2.303,-0.084,0
1.044,-0.047,0
0.987,0,0
0.609,0,0
1.984,0.159,0
0.554,0,0
0.636,0.056,0
1.503,-0.193,0
0.612,-0.641,0
1.262,0,0
1.501,1.152,0
2.524,-0.179,0
1.013,0.528,0
0.982,-0.331,0
2.911,0.187,0
2.328,0,0
0.442,0.813,0
0.674,0.048,0
1.291,-0.415,0
3.467,-0.151,0
1.505,0.878,0
1.974,-0.101,0
1.375,0.087,0
0.63,-0.137,0
-0.206,0,0
1.42,-0.072,0
1.761,1.599,0
0.79,-0.28,0
0.732,-0.046,0
1.599,-0.11,0
1.957,0.128,0
0.536,0.48,0
1.291,0,0
2.31,0.245,0
2.19,0,0
1.167,-0.185,0
1.913,-0.095,0
0.817,0,0
0.307,0,0
0.758,-0.177,0
0.928,-0.065,0
2.222,1.473,0
0.524,-1.046,0
1.681,-0.174,0
2.751,-0.099,0
2.84,-0.12,0
0.651,0,0
1.452,0,0
1.274,-0.188,0
2.022,0.123,0
1.017,0,0
1.099,0,0
1.803,-0.229,0
2.467,-0.121,0
1.818,0,0
0.859,0,0
0.308,-0.226,0
0.719,0.115,0
3.016,-0.171,0
0.272,0,0
1.188,-0.275,0
3.028,0.937,0
0.695,0.055,0
2.195,-0.097,0
0.395,1.012,0
1.904,1.19,0
2.882,0.216,0
1.243,0,0
0.614,-0.968,0
0.706,-0.614,0
0.828,0.159,0
1.739,0.161,0
0.598,-0.052,0
0.443,-0.721,0
0.766,-0.234,0
2.016,-0.123,0
0.969,-0.056,0
0.625,-0.09,0
0.442,-0.879,0
3.087,-0.186,0
1.65,-0.278,0
1.593,-0.227,0
0.964,0,0
1.584,-0.458,0
1.903,-0.09,0
1.459,1.183,0
2.115,0.547,0
1.758,0.162,0
1.095,0.084,0
3.034,0.178,0
1.072,-0.238,0
0.791,-0.473,0
1.032,0,0
0.483,-0.599,0
3.026,-0.133,0
3.331,-0.172,0
1.194,0.095,0
1.328,0,0
-0.236,-0.143,0
1.86,-0.084,0
1.719,-0.137,0
0.987,-0.279,0
0.266,-0.063,0
1.764,-0.096,0
1.147,-0.188,0
1.703,-0.376,0
0.672,0.065,0
0.46,0.646,0
0.463,0,0
2.821,-0.179,0
2.415,-0.17,0
0.761,0.055,0
1.028,-0.322,0
0.525,-0.124,0
1.292,-0.199,0
1.008,0,0
0.575,-0.077,0
2.804,-0.349,0
1.423,0.09,0
1.072,-0.226,0
0.858,-0.411,0
1.931,0,0
1.537,-0.195,0
0.645,0,0
1.601,-0.066,0
0.661,0,0
0.559,-0.214,0
3.178,0.186,0
3.212,-0.146,0
2.921,-0.139,0
2.246,0.281,0
0.533,0.987,0
0.591,-0.205,0
1.436,0,0
-0.837,-0.086,0
1.935,-0.212,0
0.673,-0.138,0
-0.549,-0.633,0
0.428,0.792,0
1.219,0.094,0
3.025,-0.153,0
0.854,0.982,0
0.757,0.515,0
0.721,0.052,0
2.334,-0.131,0
0.928,0,0
1.839,0.091,0
2.579,-0.305,0
3.902,-0.15,0
2.496,-0.107,0
2.268,-0.181,0
0.566,-0.135,0
1.384,-0.051,0
1.972,0,0
0.368,0,0
1.197,-0.161,0
0.875,-0.557,0
1.357,-0.238,0
1.55,0,0
0.569,-0.639,0
1.055,0,0
1.013,-0.359,0
0.872,-0.375,0
1.251,-0.073,0
1.486,-0.224,0
0.55,-0.368,0
0.882,0.11,0
2.531,-0.193,0
1.174,-0.205,0
1.748,0,0
0.918,0.083,0
1.334,-0.214,0
2.039,-0.123,0
0.729,0.094,0
0.635,0,0
2.063,-0.132,0
0.643,-0.178,0
0.958,-0.352,0
3.102,-0.137,0
2.523,0.246,0
0.967,0.421,0
1.184,0,0
2.228,0.18,0
1.012,0.136,0
2.307,0,0
2.748,0.619,0
1.067,0,0
3.743,0,0
2.273,-0.297,0
1.407,-0.216,0
0.442,0,0
1.344,-0.061,0
1.792,-0.327,0
2.995,0.204,0
0.487,0.072,0
0.335,1.674,0
0.47,0.119,0
2.775,-0.224,0
2.247,-0.363,0
2.216,-0.095,0
0.337,-0.052,0
2.111,-0.244,0
2.555,-0.19,0
0.718,0,0
1.088,0.467,0
1.411,-0.155,0
1.491,0.095,0
2.197,-0.146,0
1.664,-0.104,0
2.703,0,0
2.077,1.314,0
0.75,-0.592,0
2.007,1.433,0
0.335,0,0
2.24,-0.237,0
2.06,0,0
1.146,-0.419,0
0.56,-0.43,0
0.391,0,0
0.289,1.595,0
2.128,-0.269,0
1.73,0,0
0.551,-0.836,0
1.101,-0.06,0
0.375,0,0
2.187,0.181,0
-0.317,-0.053,0
0.997,0.062,0
1.943,-0.35,0
1.503,0.459,0
0.806,-0.331,0
3.252,-0.25,0
0.311,-0.857,0
0.5,-0.536,0
1.616,0,0
0.406,0,0
0.624,-0.295,0
2.18,-0.434,0
1.167,-0.373,0
2.111,-0.128,0
1.517,0.826,0
1.538,-0.129,0
0.67,0.067,0
1.694,0,0
2.36,0.148,0
2.971,-0.125,0
0.619,0,0
1.426,-0.088,0
0.949,-0.244,0
1.826,-0.285,0
1.772,0,0
1.075,0,0
3.375,-0.189,0
2.031,-0.317,0
0.572,-0.114,0
0.964,-0.257,0
2.122,0.186,0
0.651,-0.052,0
0.333,1.15,0
2.773,0.145,0
0.994,0.648,0
1.328,-0.064,0
2.408,0,0
1.297,-0.384,0
3.135,0.664,0
0.413,0,0
1.159,-0.308,0
1.674,-0.164,0
0.43,-0.089,0
1.121,-0.41,0
3.1,-0.127,0
1.222,-0.261,0
1.867,0.158,0
0.67,-0.447,0
0.875,-0.534,0
1.463,0,0
1.364,-0.626,0
2.192,-0.228,0
1.008,0.385,0
0.996,-0.281,0
1.922,-0.281,0
1.763,-0.188,0
0.542,-0.864,0
0.598,-0.826,0
3.593,-0.17,0
1.028,-0.553,0
1.57,-0.099,0
0.265,0,0
1.581,0,0
0.942,0.552,0
0.745,-0.093,0
1.949,-0.125,0
0.362,-0.705,0
1.077,-0.206,0
1.816,-0.119,0
1.226,-0.135,0
1.737,0,0
0.475,0,0
0.593,0,0
0.333,0.056,0
0.913,-0.347,0
0.584,-0.088,0
1.511,0.327,0
2.364,-0.109,0
0.311,-0.13,0
2.125,0.155,0
1.19,-0.33,0
2.481,-0.183,0
0.539,0.138,0
2.312,0.163,0
2.178,-0.145,0
1.29,-0.337,0
0.906,0.474,0
0.495,0,0
3.018,0.581,0
0.59,0.376,0
1.024,0.656,0
1.016,-0.363,0
2.465,-0.194,0
1.091,0.068,0
0.5,1.031,0
1.359,-0.193,0
2.259,-0.081,0
1.729,-0.086,0
2.737,1.173,0
1.501,-0.407,0
1.277,-0.065,0
0.845,0.703,0
1.646,-0.129,0
-0.265,-0.086,0
0.929,0.513,0
1.064,-0.354,0
0.609,1.11,0
0.608,-1.1,0
2.671,-0.154,0
2.711,0.191,0
0.562,-0.055,0
1.161,-0.369,0
0.985,-0.388,0
1.69,-0.103,0
1.322,0.14,0
0.355,-0.39,0
1.067,0.444,0
1.302,-0.239,0
3.435,-0.165,0
2.362,0.15,0
1.123,-0.178,0
2.888,-0.152,0
1.136,-0.41,0
0.855,0.525,0
0.344,0,0
2.164,0,0
1.237,-0.437,0
1.344,-0.226,0
0.542,0,0
0.302,1.596,0
2.558,1.14,0
1.264,0.19,0
0.855,0.102,0
2.481,-0.14,0
0.315,-0.253,0
3.332,-0.152,0
1.261,0,0
1.803,0,0
0.537,-0.04,0
0.929,-0.424,0
1.749,-0.253,0
0.596,0.8,0
1.866,0.134,0
0.368,2.13,0
0.711,0.438,0
2.32,0.15,0
1.789,0.137,0
1.334,-0.081,0
1.883,-0.434,0
0.281,1.666,0
1.676,-0.13,0
0.326,1.599,0
1.205,-0.233,0
2.921,0,0
0.867,0.559,0
1.606,0.144,0
2.786,-0.154,0
2.976,0.671,0
2.09,-0.439,0
0.539,-0.06,0
0.553,-0.161,0
1.325,-0.135,0
2.259,0.343,0
1.248,0.49,0
0.557,-0.065,0
2.328,-0.111,0
1.252,-0.235,0
0.695,0.109,0
1.02,-0.246,0
2.069,0,0
0.353,-0.853,0
0.564,0,0
-0.356,-0.065,0
1.326,-0.097,0
-0.217,-0.092,0
2.343,-0.12,0
2.572,-0.166,0
0.339,1.84,0
3.096,-0.231,0
0.54,0.07,0
1.426,0.157,0
1.266,-0.376,0
2.01,0,0
1.218,0.086,0
0.571,-0.221,0
0.718,-0.063,0
0.753,-0.053,0
1.009,-0.271,0
2.74,-0.149,0
2.529,0.218,0
2.125,-0.247,0
1.321,-0.229,0
0.527,0.949,0
2.052,0.114,0
2.044,-0.376,0
0.723,0.401,0
-0.37,-0.051,0
1.595,-0.332,0
0.845,0,0
2.149,0.738,0
1.241,-0.108,0
0.364,0.804,0
1.201,-0.242,0
0.266,-0.063,0
0.378,-0.049,0
0.56,0.341,0
0.392,-0.911,0
1.333,-0.266,0
1.433,0.169,0
1.011,0.379,0
2.722,1.049,0
0.566,0.565,0
0.395,1.386,0
-0.282,-0.216,0
0.582,0.105,0
2.78,-0.135,0
1.968,-0.426,0
0.384,-0.129,0
0.518,1.877,0
0.597,-0.746,0
0.782,-0.061,0
0.89,0.556,0
1.279,-0.378,0
0.502,-0.563,0
1.305,-0.498,0
1.63,1.796,0
1.998,0.195,0
