@relation phoneme

@attribute Dcl numeric
@attribute Iy numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
-0.223,-0.075,-0.05,0
0.413,0.997,0,0
-0.41,1.195,-0.377,0
-0.452,0.337,-0.215,0
1.623,-0.508,-0.211,0
0.509,0.27,0.797,0
1.508,-0.545,0,0
2.206,1.105,0.432,0
-0.304,-0.121,0.108,0
2.266,-0.714,-0.61,0
1.922,0.984,0,0
-0.741,0.437,0.186,0
-0.479,-0.175,-0.109,0
1.95,1.181,0.563,0
0.829,-0.272,-0.148,0
1.511,0.508,0,0
-0.498,0.263,-0.159,0
0.617,0.845,0,0
0.137,-0.075,-0.053,0
0.194,0.082,0.084,0
-0.231,-0.093,-0.064,0
-0.535,1.012,-0.351,0
-0.14,0.111,-0.06,0
0.14,-0.073,0.081,0
-0.353,-0.173,0.158,0
0.602,0.454,0,0
-0.289,0.746,-0.266,0
-0.388,0.247,-0.266,0
0.208,0.143,-0.075,0
0.176,0.215,-0.068,0
0.429,0.522,0.615,0
0.534,0.508,1.165,0
0.839,-0.229,0.164,0
-0.297,0.193,-0.118,0
-0.339,0.294,-0.122,0
2.493,-0.868,-0.375,0
0.204,-0.065,-0.04,0
0.643,-0.211,-0.202,0
2.576,1.339,-0.557,0
0.893,0.53,0,0
1.531,-0.523,0,0
-0.411,0.303,0.2,0
-0.104,-0.066,-0.047,0
1.945,-0.612,-0.261,0
-0.111,-0.075,0.07,0
1.283,-0.314,0.297,0
0.154,0.122,-0.103,0
0.165,0.126,0.093,0
-0.218,0.128,0.071,0
-0.451,0.253,-0.131,0
0.944,0.313,-0.141,0
0.707,0.333,0.179,0
1.573,1.818,0,0
-0.31,0.179,-0.114,0
0.459,0.427,-0.234,0
1.784,0.792,0,0
1.305,0.583,0.856,0
-0.115,0.11,0.099,0
-0.488,0.361,0,0
-0.829,-0.314,0.194,0
-0.349,-0.159,-0.072,0
1.85,-0.51,0.436,0
-0.395,0.34,-0.12,0
0.43,0.257,0.292,0
0.438,-0.138,-0.28,0
-0.207,0.117,0.132,0
2.225,-0.7,0.49,0
-0.364,0.134,0,0
-1.007,-0.641,-0.315,0
-0.178,-0.082,-0.075,0
0.597,1.029,0,0
0.724,2.156,-0.758,0
-0.604,0.416,-0.231,0
-0.599,0.323,-0.15,0
0.98,2.318,-0.762,0
0.794,1.37,0,0
-0.517,-0.287,-0.152,0
0.17,0.27,-0.095,0
-0.387,0.28,-0.114,0
-0.483,-0.223,-0.146,0
0.877,2.069,-0.706,0
2.575,0.831,-0.295,0
0.958,2.175,-0.879,0
-0.186,0.094,0,0
-0.443,-0.266,-0.17,0
-0.402,-0.383,0.898,0
-0.793,0.352,-0.202,0
-0.503,0.291,0.148,0
1.296,0.498,-0.246,0
-0.281,0.337,0.359,0
1.442,-0.237,-0.152,0
2.062,1.012,1.114,0
0.839,1.728,0,0
1.415,-0.44,-0.2,0
0.19,0.162,0.101,0
1.764,0.697,-0.297,0
-0.424,0.33,0,0
0.519,0.29,-0.207,0
0.742,0.661,-0.224,0
0.545,0.897,0,0
0.41,0.996,1.737,0
-0.385,0.249,0.209,0
2.807,-0.812,-0.394,0
2.588,-0.85,0,0
0.913,-0.57,0,0
0.854,0.373,0.19,0
1.632,0.688,-0.285,0
-0.42,0.301,0.619,0
1.42,-0.406,0,0
0.256,0.202,-0.089,0
0.456,0.553,-0.19,0
-0.441,0.434,1.019,0
-0.637,0.523,0,0
0.143,0.108,0.1,0
0.386,-0.664,-1.016,0
1.504,0.606,-0.255,0
0.317,0.488,-0.447,0
2.387,-0.747,-0.297,0
0.321,0.505,0.998,0
1.605,-0.456,0,0
-0.785,-0.982,-0.628,0
2.459,-0.691,-0.384,0
-0.119,-0.066,-0.044,0
1.012,0.521,0.316,0
1.088,1.861,0,0
-0.717,0.385,-0.161,0
-0.405,-0.147,0.159,0
0.641,1.019,-0.339,0
2.461,1.262,-0.458,0
1.385,0.578,0,0
1.741,-0.418,-0.247,0
-0.684,-0.311,-0.169,0
-0.415,-0.155,-0.101,0
3.108,-0.844,0,0
0.316,0.194,-0.141,0
0.837,1.316,-0.404,0
1.494,1.456,-0.777,0
-0.438,-0.205,-0.135,0
0.651,1.087,2.552,0
3.111,-0.832,0,0
-0.28,-0.1,0,0
-0.41,0.284,0.382,0
0.587,2.079,-0.769,0
0.451,0.261,-0.261,0
-0.194,-0.073,0.09,0
0.691,0.912,-0.24,0
1.933,-0.625,-0.261,0
2.757,-0.688,0,0
0.921,0.318,-0.138,0
1.34,-0.367,-0.168,0
0.991,0.63,0,0
-0.526,-0.204,-0.144,0
0.368,-0.427,0,0
1.943,-0.603,-0.226,0
2.305,-0.586,-0.218,0
1.352,1.942,-0.836,0
0.541,1.177,1.25,0
-0.3,0.203,-0.092,0
0.536,-0.195,-0.435,0
0.61,2.224,-0.794,0
-0.74,0.478,0.19,0
-0.423,-0.182,0.178,0
0.213,0.159,-0.092,0
1.643,0.83,-0.406,0
-0.091,0.082,0.073,0
1.509,0.648,-0.272,0
1,0.441,0,0
0.622,-0.18,-0.101,0
0.948,0.39,0.192,0
1.359,2.035,-0.662,0
1.035,0.564,0.272,0
-0.387,0.303,0.78,0
1.605,-0.261,-0.131,0
-0.254,-0.111,0.103,0
-0.677,0.487,0.942,0
1.02,0.486,-0.139,0
1.794,-0.614,-0.269,0
-0.123,0.089,-0.053,0
2.108,0.716,-0.332,0
0.092,0.071,-0.067,0
-0.332,-0.14,-0.103,0
-0.373,0.25,-0.18,0
0.73,0.556,0,0
0.387,0.323,0.409,0
0.825,0.514,0,0
2.874,0.998,-0.369,0
-0.436,-0.183,-0.103,0
-0.132,-0.076,0.119,0
1.041,0.567,-0.411,0
0.433,-0.131,-0.055,0
0.201,-0.067,-0.038,0
0.961,1.628,-0.863,0
-0.435,0.226,-0.093,0
-0.415,-0.246,-0.286,0
0.992,0.338,0,0
0.135,0.211,-0.144,0
0.285,0.149,-0.081,0
1.069,2.338,0,0
2.7,-0.753,-0.405,0
1.898,1.02,0.347,0
-0.537,0.353,0,0
2.104,-0.668,-0.246,0
0.49,0.272,-0.103,0
-0.315,-0.404,1.494,0
-0.355,-0.169,-0.257,0
0.232,0.389,-0.342,0
0.308,0.423,0,0
0.742,1.839,0,0
0.544,0.57,0.265,0
1.691,0.739,-0.347,0
-0.131,-0.077,-0.051,0
-0.433,-0.195,-0.129,0
-0.302,0.193,-0.089,0
0.586,0.344,-0.144,0
-0.466,-0.2,-0.11,0
2.003,-0.609,-0.229,0
0.485,0.283,-0.18,0
1.34,-0.372,-0.238,0
-0.437,0.247,-0.213,0
-0.37,-0.157,-0.102,0
-0.662,0.552,1.028,0
1.48,-0.412,-0.188,0
0.457,1.052,1.666,0
0.385,0.279,0.474,0
1.345,0.436,-0.179,0
-1.22,-1.177,0.734,0
-0.077,0.09,-0.08,0
2.076,-0.579,-0.378,0
-0.467,0.348,-0.259,0
1.765,0.835,0.489,0
0.503,0.308,-0.296,0
-0.58,0.551,0.327,0
1.504,1.693,0,0
1.385,-0.358,0.257,0
0.522,1.439,-0.341,0
1.228,0.466,-0.268,0
-0.557,-0.203,0,0
-0.343,0.226,0.156,0
0.342,0.697,-0.178,0
1.204,-0.345,-0.176,0
-0.087,0.08,0.062,0
0.514,0.222,-0.132,0
2.425,1.076,-0.367,0
0.502,1.395,-0.389,0
0.25,-0.08,0.071,0
-0.529,-0.241,-0.153,0
0.735,-0.265,0,0
-0.265,-0.09,0.08,0
0.978,0.327,0.157,0
-0.275,0.149,0.28,0
0.578,1.461,-0.355,0
1.469,-0.354,-0.167,0
0.479,-0.177,0,0
0.964,0.511,-0.192,0
0.109,0.095,-0.048,0
1.271,-0.396,-0.193,0
2.485,-0.698,-0.39,0
-0.135,0.102,0.074,0
-0.456,-0.168,-0.083,0
-0.159,0.086,-0.076,0
1.245,0.454,0.188,0
2.274,-0.58,-0.221,0
0.866,1.579,-0.449,0
3.079,-0.893,-0.362,0
0.601,0.842,0.8,0
1.72,0.754,0,0
1.264,2.152,-0.641,0
0.968,-0.351,0.208,0
-0.435,1.197,-0.349,0
1.084,-0.263,-0.096,0
-0.334,-0.148,-0.103,0
2.528,-0.584,0.518,0
1.637,-0.686,-0.423,0
1.178,-0.971,-0.361,0
-0.38,-0.208,0.133,0
0.453,1.809,-1.037,0
1.137,0.453,0,0
1.592,-0.523,-0.196,0
0.315,-0.108,0.078,0
-0.147,0.125,0.093,0
0.452,-0.59,1.742,0
0.643,0.32,-0.136,0
-0.126,-0.348,1.112,0
-0.193,-0.13,-0.1,0
-0.419,0.67,-0.265,0
0.331,0.48,0.598,0
-0.477,-0.188,-0.211,0
-0.387,-0.179,0.181,0
-0.326,-0.175,-0.092,0
-0.246,-0.11,0.099,0
-0.607,0.647,-0.192,0
1.964,0.569,0.291,0
0.339,0.195,-0.137,0
0.833,0.648,0.314,0
1.713,0.78,0.487,0
-0.436,-0.178,-0.124,0
0.638,1.253,1.175,0
0.505,0.34,-0.263,0
-0.209,-0.085,-0.06,0
-0.434,0.226,0.134,0
-0.349,0.236,-0.167,0
0.707,1.575,0,0
-0.551,-0.226,-0.153,0
-0.496,-0.186,-0.109,0
-0.493,0.288,-0.15,0
0.237,0.666,-0.18,0
0.709,-0.783,1.877,0
2.329,1.276,0,0
0.45,-0.319,1.599,0
-0.093,0.086,0.052,0
-0.154,-0.171,-0.13,0
-0.162,-0.081,0.082,0
1.991,0.879,0.608,0
0.665,-0.156,0,0
0.355,-0.594,0,0
-0.534,0.304,0,0
-0.452,0.939,1.058,0
-0.144,-0.08,0.119,0
1.73,0.87,0,0
0.206,0.088,0.11,0
-0.388,-0.164,-0.089,0
0.895,0.624,-0.185,0
0.522,0.394,-0.206,0
-0.416,0.174,-0.221,0
1.1,0.434,-0.262,0
2.367,-0.615,-0.322,0
-0.109,-0.082,-0.042,0
-0.356,-0.157,-0.108,0
-0.439,1.475,-0.455,0
2.685,-0.952,0,0
0.725,0.299,-0.229,0
1.208,0.836,0,0
-0.482,-0.207,-0.128,0
0.46,1.76,-0.348,0
0.914,0.379,0,0
1.589,1.379,0.692,0
0.256,0.228,0.507,0
2.01,-0.49,0,0
1.223,0.454,0.18,0
0.476,0.641,0.666,0
2.504,-0.794,0.427,0
0.826,-0.376,-0.135,0
-0.476,0.225,-0.153,0
-0.26,0.322,0,0
0.458,-0.741,0,0
-0.479,0.3,-0.289,0
2.744,-0.632,0,0
1.19,-0.319,0.242,0
1.659,0.643,0,0
2.753,-0.78,0,0
-0.557,1.004,-0.27,0
0.577,0.686,0.4,0
-0.452,-0.184,-0.13,0
0.826,-0.307,-0.158,0
0.86,1.092,0,0
0.432,1.497,-0.623,0
2.187,-0.856,-0.516,0
3.199,-0.81,-0.372,0
1.236,1.109,0.682,0
1.667,0.714,-0.627,0
1.647,1.184,0.705,0
0.902,0.358,0.217,0
0.471,1.854,1.152,0
-0.166,-0.076,0.069,0
0.887,-0.248,-0.124,0
0.155,0.106,0.058,0
0.317,0.463,0.166,0
1.111,0.837,-0.38,0
1.327,-0.334,-0.194,0
-0.507,1.274,-0.385,0
0.745,0.853,-0.224,0
-0.443,-0.238,-0.246,0
1.996,-0.616,0.472,0
1.323,1.963,-0.621,0
-0.453,-0.226,-0.117,0
1.582,-0.687,0,0
2.305,-0.702,0,0
0.274,0.148,-0.076,0
-0.322,0.234,0.161,0
0.766,0.411,-0.305,0
0.715,1.854,-0.77,0
0.192,0.083,0.085,0
-0.388,-0.176,-0.094,0
-0.471,0.428,-0.146,0
2.274,-0.82,-0.35,0
-0.147,0.22,-0.088,0
0.157,-0.082,-0.092,0
-0.107,-0.06,-0.038,0
1.015,-0.201,-0.091,0
-0.471,-0.191,0.189,0
1.733,-0.49,-0.215,0
0.159,0.126,0.083,0
-0.374,-0.265,0.867,0
0.509,2.041,0,0
0.567,-0.178,0.141,0
-0.109,0.077,0.063,0
0.188,0.151,0.136,0
0.991,0.575,-0.228,0
1.554,-0.356,-0.135,0
-0.332,-0.174,-0.087,0
0.624,0.347,-0.311,0
0.536,2.115,-0.833,0
-0.432,0.322,-0.117,0
2.569,-0.844,-0.416,0
-0.213,-0.08,-0.056,0
-0.228,0.143,-0.098,0
-0.221,-0.1,0.087,0
-0.405,0.426,1.02,0
-0.429,-0.26,-0.127,0
0.81,0.372,0,0
0.113,0.082,0.063,0
-0.115,-0.08,0.066,0
1.394,-0.406,-0.241,0
-0.204,0.103,-0.063,0
1.592,-0.564,0,0
-0.518,-0.294,0.625,0
0.461,0.22,-0.097,0
2.185,-0.991,-0.428,0
-1.317,-0.736,-0.35,0
0.37,0.171,-0.074,0
0.318,0.242,-0.067,0
1.646,0.754,0,0
1.712,0.928,0.925,0
0.82,0.451,-0.256,0
1.065,0.4,0.601,0
-0.491,-0.164,-0.109,0
2.289,-0.524,0,0
0.456,0.971,1.058,0
2.489,-0.781,0.376,0
-0.297,-0.426,1.903,0
-0.573,-0.222,0,0
2.533,-0.636,-0.546,0
0.837,0.448,-0.135,0
-0.131,0.178,0.105,0
0.334,0.296,0.126,0
0.341,-0.123,-0.073,0
-0.127,-0.08,-0.039,0
0.989,0.445,0,0
0.606,1.205,-0.397,0
-0.359,-0.137,-0.09,0
0.628,-0.277,-0.122,0
-0.234,-0.1,-0.061,0
0.279,-0.469,0,0
0.812,2.008,-0.561,0
1.064,-0.276,-0.122,0
-0.667,-0.242,-0.157,0
1.361,-0.408,0.337,0
0.176,0.112,-0.06,0
0.375,0.511,0.589,0
1.126,-0.401,-0.371,0
-0.367,-0.121,-0.085,0
1.364,-0.374,-0.193,0
0.173,0.084,0.069,0
-0.36,-0.388,0.815,0
0.209,0.188,-0.095,0
-0.11,0.086,-0.061,0
1.354,-0.512,-0.224,0
0.199,0.211,-0.089,0
1.825,-0.417,-0.239,0
0.552,-0.236,-0.115,0
0.337,0.456,0,0
1.539,-0.412,-0.208,0
0.904,1.653,-0.468,0
0.76,1.61,-0.446,0
-0.421,0.465,1.47,0
1.872,-0.768,-0.553,0
0.356,0.391,0.324,0
2.417,-0.7,1.29,0
0.359,-0.085,-0.051,0
2.658,-0.944,0,0
0.724,1.469,0,0
-0.453,-0.202,0,0
2.141,-0.561,-0.275,0
-0.102,0.079,-0.057,0
1.347,-0.637,-0.47,0
1.695,0.682,0.402,0
-0.281,0.131,0.278,0
-0.291,-0.114,0,0
0.364,-0.428,0,0
1.078,0.534,-0.177,0
-0.574,0.333,-0.19,0
0.321,0.196,0.163,0
-0.325,-0.147,0.19,0
-0.394,-0.199,-0.175,0
0.155,-0.08,-0.077,0
0.713,0.388,-0.305,0
2.439,0.961,-0.506,0
0.195,-0.085,0.085,0
2.609,-0.656,-0.315,0
2.268,-0.721,0,0
0.336,0.327,-0.114,0
-0.506,0.324,0.593,0
0.12,0.135,-0.06,0
-0.557,0.348,0,0
0.316,0.216,-0.099,0
0.418,-0.534,0,0
0.591,0.517,-0.112,0
-0.15,0.11,0.198,0
-0.926,0.508,-0.253,0
0.852,0.226,0.132,0
1.284,0.816,-0.228,0
0.752,-0.222,0.152,0
-0.698,-0.294,-0.148,0
2.029,-0.544,-0.262,0
0.376,-0.13,-0.074,0
0.503,1.212,-0.375,0
-0.151,0.115,0.081,0
1.917,-0.443,-0.233,0
0.578,-0.226,-0.113,0
-0.133,-0.089,-0.056,0
0.485,-0.646,1.926,0
-0.117,-0.064,-0.041,0
1.008,0.304,0,0
2.574,-0.686,0.621,0
0.362,0.236,-0.187,0
-0.184,-0.097,0.077,0
-0.123,0.075,-0.059,0
0.612,1.954,0.987,0
-0.154,0.067,0,0
-0.63,0.324,0.991,0
-0.351,0.173,-0.081,0
0.941,0.511,-0.258,0
2.284,-0.469,-0.184,0
-0.358,-0.158,0.22,0
2.048,1.016,1.183,0
2.321,-0.523,0.519,0
2.328,-0.772,0,0
-0.207,-0.092,-0.056,0
2.484,-0.527,-0.319,0
-0.143,0.172,-0.064,0
0.768,0.319,0.17,0
-0.43,-0.18,0.125,0
0.997,0.523,-0.154,0
-0.546,1.599,-0.583,0
0.696,-0.171,0.204,0
0.18,0.11,-0.06,0
1.404,2.273,0,0
-0.52,-0.249,-0.125,0
0.431,-0.47,0,0
-0.489,0.2,0.256,0
-0.414,-0.153,-0.105,0
-0.567,0.278,0.175,0
-0.194,-0.079,-0.058,0
0.527,0.413,-0.19,0
-0.371,-0.158,0.155,0
0.355,0.315,1.147,0
0.512,0.329,-0.275,0
-0.359,-0.201,0.175,0
1.477,-0.32,-0.123,0
0.516,1.049,0,0
2.354,1.06,-0.347,0
-0.294,-0.132,0,0
-0.1,-0.063,0.056,0
-0.182,0.139,0.349,0
1.493,-0.331,-0.123,0
1.795,-0.612,-0.283,0
0.339,-0.1,-0.065,0
-0.569,0.547,0.288,0
0.745,-0.148,-0.079,0
0.537,1.631,-0.415,0
0.153,-0.082,-0.055,0
-0.509,-0.212,-0.141,0
1.924,1.41,-0.48,0
-0.421,0.302,0.848,0
1.435,-0.239,-0.107,0
1.243,0.686,0,0
-0.275,-0.124,0.163,0
2.174,1.115,-0.46,0
-0.39,-0.211,-0.1,0
0.648,0.476,0.942,0
-0.128,0.105,0.076,0
-0.61,0.683,0.671,0
0.327,0.217,-0.1,0
0.215,0.176,-0.085,0
2.176,1.043,-0.352,0
1.468,1.262,0,0
1.063,-0.273,-0.106,0
0.948,-0.319,0.459,0
0.273,0.154,-0.08,0
-0.471,1.402,-0.391,0
1.194,0.66,-0.401,0
-0.142,0.108,0.082,0
0.626,-0.171,-0.118,0
0.192,0.222,-0.084,0
1.17,-0.316,0,0
0.601,-0.363,1.546,0
1.549,0.687,-0.474,0
-0.639,0.381,0,0
-0.556,-0.225,0.161,0
0.403,0.371,-0.395,0
-0.348,-0.199,0.177,0
-0.387,-0.144,0,0
2.617,-0.685,-0.308,0
1.277,-0.376,-0.236,0
0.756,-0.252,-0.145,0
-0.375,-0.357,1.611,0
-0.406,0.231,0.161,0
-0.563,-0.259,-0.152,0
-0.134,0.108,0.082,0
-0.362,0.19,-0.181,0
1.986,-0.624,0.497,0
-0.441,0.33,0.929,0
0.778,0.324,0.223,0
0.646,-0.188,-0.119,0
-0.448,0.231,0.158,0
1.051,0.468,-0.191,0
0.49,1.139,0,0
0.222,0.166,-0.061,0
-0.392,0.438,0.924,0
-0.232,0.133,-0.081,0
0.427,0.183,-0.079,0
1.822,0.693,0,0
0.17,0.27,-0.095,0
-0.194,0.094,0.061,0
0.824,0.405,-0.173,0
2.385,-0.505,-0.192,0
-0.248,-0.135,0.125,0
-0.381,-0.14,0.106,0
0.62,2.29,-0.736,0
-0.383,-0.161,-0.127,0
1.887,1.017,0.937,0
-0.213,-0.115,0.088,0
-0.242,-0.106,-0.069,0
-0.352,0.196,-0.224,0
0.333,-0.088,-0.047,0
0.944,1.576,-0.531,0
0.35,0.242,-0.164,0
0.644,-0.244,-0.128,0
-0.277,-0.146,0.113,0
-0.656,0.573,1.14,0
2.226,-0.598,0,0
0.102,0.083,0.086,0
-0.449,-0.159,-0.099,0
-0.432,-0.203,0.223,0
-0.363,-0.156,0.145,0
2.21,-0.87,0.507,0
-0.392,-0.202,0.25,0
-0.195,-0.065,0.062,0
0.477,2.189,-0.911,0
2.163,-0.837,-0.398,0
-0.479,-0.195,-0.109,0
-0.664,-0.29,-0.186,0
-0.154,-0.072,0.066,0
-0.244,0.509,-0.197,0
0.955,-1.354,0,0
1.499,2.585,-0.996,0
-0.529,-0.199,0,0
1.935,-0.548,-0.229,0
-0.153,-0.171,-0.13,0
1.053,2.089,-0.71,0
0.636,1.778,-0.508,0
-0.426,0.701,0.552,0
1.521,-0.565,-0.21,0
-0.127,0.079,0.072,0
0.55,0.378,0.385,0
0.364,-0.118,-0.06,0
1.2,-0.342,0,0
0.584,1.534,0,0
2.211,-0.765,0,0
-0.342,-0.155,0.307,0
1.093,0.634,-0.3,0
-0.138,-0.095,-0.056,0
-0.143,0.172,-0.063,0
-0.417,0.214,0.141,0
-0.296,-0.096,0.075,0
0.966,1.674,-0.52,0
-0.605,-0.303,-0.331,0
0.523,0.5,-0.134,0
0.45,0.442,-0.23,0
-0.476,0.396,0.374,0
-0.117,-0.073,0.066,0
0.5,0.195,-0.081,0
0.181,0.148,-0.073,0
-0.677,-0.497,1.361,0
-0.324,0.439,-0.329,0
0.396,0.394,0.218,0
2.17,0.872,-0.346,0
1.99,1.062,0,0
-0.637,0.789,0.885,0
2.531,-0.704,-0.379,0
-0.568,-0.222,-0.139,0
-0.12,-0.069,-0.049,0
-0.132,0.178,0.106,0
-0.224,-0.089,-0.056,0
1.941,-0.668,-0.261,0
0.626,2.007,0,0
0.161,-0.086,-0.085,0
-0.247,-0.141,0.107,0
-0.449,-0.212,-0.12,0
-0.381,0.222,0.163,0
1.236,0.588,-0.241,0
-0.111,0.107,0.074,0
0.327,-0.1,-0.067,0
0.786,-0.405,1.618,0
0.628,0.626,1.369,0
2.133,-0.391,0.541,0
-0.259,0.199,-0.095,0
-0.274,-0.121,-0.06,0
0.689,1.828,-0.544,0
-0.52,-0.19,-0.12,0
-0.151,0.16,-0.06,0
-0.643,-0.263,0.162,0
-0.494,-0.219,0,0
-0.403,-0.164,0.148,0
-0.651,0.618,1.117,0
0.828,0.386,-0.202,0
1.345,0.62,0.372,0
-0.42,0.268,-0.212,0
0.627,1.522,0.934,0
0.795,-0.223,0.13,0
1.306,1.773,-0.505,0
0.684,0.532,-0.406,0
1.965,-0.581,0,0
0.327,0.236,-0.176,0
2.055,0.686,0,0
-0.143,-0.084,0.139,0
3.155,-0.745,-0.363,0
0.249,0.092,0.089,0
-0.29,0.217,-0.304,0
1.79,1.089,0.986,0
-0.462,-0.17,-0.106,0
1.188,-0.466,0.327,0
0.687,1.597,-0.482,0
-0.13,-0.061,-0.046,0
1.931,0.699,0,0
-0.334,0.191,-0.129,0
-0.415,-0.174,-0.104,0
-0.414,0.214,-0.128,0
2.473,-0.666,0,0
1.527,1.91,-0.567,0
1.536,2.12,0,0
0.6,0.3,-0.119,0
0.847,1.085,-0.415,0
1.256,-0.298,-0.115,0
-0.613,0.388,-0.175,0
0.851,1.949,-0.667,0
0.621,1.359,-0.365,0
0.443,0.472,0.444,0
-0.421,-0.184,-0.124,0
1.536,-0.43,0,0
-0.443,1.609,-0.483,0
1.248,-0.301,-0.118,0
-0.334,-0.116,-0.094,0
0.365,0.301,1.151,0
2.322,-0.656,-0.279,0
2.236,-0.651,-0.296,0
2.467,-0.672,0,0
1.878,-0.653,-0.339,0
-0.145,-0.079,-0.056,0
0.192,0.147,-0.05,0
0.261,-0.065,0,0
-0.163,-0.082,-0.056,0
0.439,-0.522,0,0
1.245,0.505,-0.234,0
0.313,0.459,-0.43,0
1.79,-0.444,-0.255,0
1.589,1.189,0.572,0
0.376,0.874,1.125,0
0.663,0.708,0,0
0.166,0.099,-0.093,0
-0.486,-0.276,0.284,0
-0.393,-0.195,-0.124,0
-0.514,0.284,-0.198,0
-0.411,-0.186,-0.166,0
0.803,1.56,1.075,0
0.663,0.406,0.447,0
0.658,0.295,0.246,0
-0.471,0.25,0.214,0
0.666,0.921,0.707,0
-0.355,-0.152,-0.075,0
-0.13,-0.087,0.057,0
0.576,-0.193,-0.123,0
0.467,0.781,0,0
-0.45,0.243,-0.23,0
0.872,0.348,0,0
1.135,-0.353,0,0
-0.511,0.702,-0.25,0
0.709,0.28,0.357,0
2.633,-0.795,0,0
-0.167,0.103,0.107,0
1.92,-0.485,0,0
0.24,-0.165,0.48,0
-0.283,-0.098,0.077,0
1.3,1.041,0.559,0
-0.299,0.172,-0.16,0
-0.135,0.116,0.083,0
1.438,1.052,-0.489,0
-0.44,-0.27,-0.308,0
0.513,1.485,0,0
0.402,0.723,1.293,0
1.97,0.873,-0.322,0
1.023,0.455,-0.199,0
-0.105,0.081,-0.041,0
0.268,0.454,-0.122,0
2.263,-0.667,0.401,0
0.516,0.312,-0.322,0
-0.363,0.312,-0.199,0
0.772,-0.227,-0.131,0
-0.501,0.827,-0.234,0
2.044,-0.762,-0.596,0
0.622,-0.18,-0.102,0
2.071,-0.622,-0.32,0
0.315,-0.237,0.313,0
1.687,0.99,0,0
1.784,-0.571,-0.206,0
-0.676,0.426,-0.3,0
0.751,0.334,-0.161,0
0.494,0.432,0.385,0
1.483,1.451,0.521,0
0.475,-0.183,-0.185,0
2.573,-0.702,-0.433,0
0.751,0.278,0.199,0
-0.428,-0.202,0.254,0
-0.509,0.42,-0.151,0
0.459,-0.732,1.514,0
2.589,-0.668,0,0
2.493,-0.638,0,0
0.851,0.463,-0.148,0
1.647,1.183,0.704,0
-0.507,0.411,0.834,0
2.106,-0.959,-0.365,0
0.228,0.275,-0.078,0
-0.185,-0.08,0.104,0
-0.161,0.091,-0.048,0
-0.575,-0.255,-0.163,0
-0.433,0.201,-0.252,0
1.835,0.661,-0.229,0
1.107,2.071,-0.789,0
1.24,0.448,0.192,0
-0.618,-0.288,-0.154,0
2.208,-0.621,0.324,0
-0.339,0.221,0.151,0
1.49,0.667,0,0
0.742,1.043,-0.324,0
-0.301,0.156,-0.065,0
-1.641,-1.494,0,0
0.578,0.274,0.113,0
0.159,-0.072,-0.045,0
1.008,0.403,-0.177,0
-0.362,-0.162,0,0
1.237,-0.433,-0.517,0
2.209,-0.468,-0.183,0
0.37,-0.084,0.063,0
-0.491,0.543,-0.183,0
1.722,0.716,-0.3,0
1.932,1.42,-0.454,0
0.498,2.092,-0.919,0
1.396,-0.632,-0.307,0
-0.5,1.249,-0.376,0
0.215,0.176,-0.085,0
-0.094,-0.053,0.043,0
2.194,0.831,0.616,0
-0.143,-0.079,-0.047,0
1.936,-0.53,-0.497,0
1.283,-0.314,0.296,0
0.976,0.867,-0.439,0
1.125,0.907,0.82,0
-0.319,0.222,-0.101,0
-0.365,-0.168,-0.104,0
1.93,-1.208,-0.434,0
-0.102,0.077,-0.052,0
1.515,1.596,0,0
-0.667,-0.221,0.15,0
0.475,0.641,0.666,0
1.081,-0.359,0,0
1.217,0.458,-0.284,0
-0.186,-0.099,-0.054,0
-0.391,0.327,0.186,0
0.677,0.319,0.195,0
0.552,-0.203,0.156,0
1.384,-0.502,0.304,0
2.552,-0.6,0.559,0
0.373,0.869,-0.21,0
2.064,-0.478,0.375,0
1.747,-0.368,-0.145,0
-0.213,-0.103,-0.061,0
0.149,0.124,-0.155,0
-0.128,0.112,0.11,0
0.248,0.402,0,0
0.564,1.911,-0.682,0
0.103,0.089,0.09,0
-0.566,-0.182,-0.107,0
0.8,0.266,-0.115,0
1.041,1.114,0.792,0
0.311,0.424,0,0
-0.128,0.094,0.065,0
2.931,-0.842,0,0
-1.823,-0.464,-0.294,0
2.379,-0.822,0,0
-0.177,-0.071,0.073,0
-0.44,-0.369,0.716,0
-0.54,0.344,0.273,0
1.03,1.872,-0.761,0
-0.134,0.109,0.077,0
-0.11,0.102,-0.053,0
-0.243,-0.108,0.1,0
0.188,0.151,-0.149,0
0.676,1.775,-0.545,0
-0.488,1.332,1.273,0
-0.147,0.22,-0.088,0
0.513,1.841,-0.528,0
0.296,0.159,-0.166,0
0.846,2.32,-0.756,0
1.962,1.559,0.547,0
0.403,1.157,1.638,0
0.753,0.37,0,0
-0.488,0.204,-0.116,0
-0.604,-0.238,-0.123,0
-0.318,-0.133,-0.079,0
-0.145,0.101,0.054,0
0.554,1.391,1.095,0
0.224,0.326,-0.088,0
1.202,1.724,-0.667,0
-0.346,0.275,-0.156,0
0.499,2.135,-0.893,0
-0.492,1.421,-0.411,0
-0.16,0.11,0.066,0
2.024,1.056,0,0
0.474,1.668,0,0
1.955,-0.764,-0.406,0
-0.223,0.129,-0.079,0
-0.315,-0.148,-0.101,0
0.581,-0.183,-0.11,0
-0.342,0.327,-0.338,0
2.52,-0.627,-0.34,0
