@relation phoneme

@attribute Ao numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
2.018,-0.568,0
1.76,-0.406,0
3.424,-0.259,0
1.266,0.394,0
2.237,-0.617,0
2.521,-0.152,0
0.438,0.124,0
1.88,0.322,0
1.64,-0.795,0
1.261,0.523,0
1.815,0.509,0
2.136,-0.151,0
0.627,1.188,0
2.58,0.789,0
2.882,-0.355,0
1.012,0.151,0
0.732,0.092,0
2.74,-0.316,0
0.996,-0.137,0
0.977,1.29,0
1.888,0.261,0
0.932,-0.612,0
1.695,0.264,0
1.935,1.316,0
1.136,-0.074,0
2.018,0.504,0
0.496,0.781,0
1.914,-0.148,0
1.213,-0.858,0
1.684,0.477,0
0.723,-0.667,0
0.48,-0.285,0
2.168,-0.281,0
0.409,0.994,0
2.937,0.263,0
1.972,0.477,0
0.395,1.208,0
1.275,0.427,0
2.585,0.309,0
1.159,0.598,0
0.463,-0.848,0
1.03,-0.147,0
1.389,-0.523,0
2.476,0.426,0
0.368,1.22,0
0.617,0.897,0
1.627,0.171,0
2.483,0.622,0
0.896,0.928,0
0.434,2.338,0
1.27,0.113,0
1.661,-0.141,0
1.748,0.259,0
1.931,-0.265,0
0.391,0.626,0
1.489,-0.665,0
2.766,-0.218,0
1.503,-0.396,0
2.627,1.597,0
1.163,-0.118,0
2.131,0.323,0
2.363,0.464,0
0.911,0.189,0
2.493,0.301,0
1.938,-0.645,0
1.472,0.24,0
0.57,1.559,0
1.727,0.386,0
1.187,-0.672,0
0.623,-0.083,0
0.69,0.103,0
0.945,-0.557,0
3.341,-0.294,0
1.077,-0.289,0
2.25,-0.199,0
0.925,-0.075,0
2.921,0.255,0
1.38,-0.154,0
1.44,0.129,0
0.551,0.687,0
1.128,-0.215,0
0.332,-0.514,0
1.703,0.333,0
2.523,0.295,0
0.944,0.093,0
0.849,0.753,0
1.385,-0.401,0
0.858,-0.834,0
0.517,-0.48,0
1.292,-0.826,0
-0.333,-0.982,0
2.281,0.287,0
2.921,0.523,0
0.399,1.108,0
-0.709,-0.143,0
0.61,0.163,0
0.531,-0.445,0
0.309,-0.171,0
2.48,0.388,0
-0.837,0.144,0
2.243,-0.199,0
1.998,-0.189,0
1.763,0.454,0
-0.254,0.135,0
1.726,-0.165,0
0.875,1.127,0
1.846,0.244,0
1.306,0.18,0
1.826,0.991,0
0.709,0.406,0
1.985,0.448,0
0.503,0.981,0
1.082,0.137,0
0.261,1.385,0
0.471,1.184,0
1.824,0.434,0
2.662,0.367,0
0.804,0.109,0
0.89,0.931,0
2.463,-0.148,0
2.256,0.196,0
2.75,0.322,0
1.816,0.327,0
1.612,0.529,0
1.704,1.884,0
0.814,1.692,0
2.976,0.683,0
3.66,-0.343,0
1.059,-0.32,0
0.928,0.965,0
1.65,-0.612,0
0.938,0.346,0
0.643,0.697,0
2.085,-0.169,0
1.38,-0.12,0
1.145,0.668,0
2.947,0.445,0
1.875,0.173,0
2.84,-0.189,0
1.283,0.425,0
0.28,-0.544,0
0.729,1.448,0
2.515,0.553,0
1.182,-0.099,0
0.997,0.36,0
1.608,-0.121,0
2.527,0.246,0
0.963,-0.154,0
0.495,0.07,0
0.855,0.124,0
0.761,0.076,0
2.686,0.465,0
2.181,-0.223,0
2.585,0.426,0
1.38,0.535,0
0.953,-0.777,0
2.25,0.272,0
1.257,-0.82,0
1.587,-0.339,0
0.356,1.809,0
0.892,-0.531,0
2.568,0.469,0
1.59,-0.139,0
0.588,1.318,0
0.609,0.81,0
0.28,0.21,0
2.069,-0.193,0
0.901,0.268,0
0.704,1.741,0
1.356,0.333,0
0.504,0.099,0
1.272,-0.946,0
0.996,-0.867,0
2.6,-0.157,0
1.351,0.679,0
0.431,0.124,0
0.283,0.163,0
2.386,0.24,0
1.44,-0.478,0
1.16,0.621,0
3.075,0.489,0
2.408,0.701,0
1.042,-0.442,0
0.405,0.849,0
0.254,0.383,0
0.432,1.44,0
1.807,0.992,0
1.252,0.437,0
0.765,0.818,0
1.651,-0.547,0
1.149,-0.724,0
1.655,-0.175,0
1.637,-0.169,0
0.453,2.089,0
0.92,0.78,0
1.72,-0.39,0
1.63,0.351,0
2.133,-0.152,0
1.381,-0.147,0
2.201,0.739,0
-0.22,0.198,0
2.303,-0.144,0
0.316,0.091,0
1.055,-0.819,0
0.786,0.115,0
0.67,1.042,0
0.519,2.156,0
-0.829,-0.564,0
0.43,-0.19,0
0.591,0.236,0
1.687,-0.294,0
2.713,0.789,0
1.584,-0.48,0
2.437,-0.387,0
-0.28,0.077,0
1.457,0.27,0
2.61,-0.158,0
0.596,0.842,0
2.989,-0.351,0
0.884,1.944,0
1.442,0.306,0
1.079,0.216,0
1.755,0.334,0
0.968,1.118,0
2.213,0.65,0
1.628,0.4,0
3.259,-0.225,0
1.266,0.484,0
1.058,-0.748,0
2.521,0.648,0
0.402,-0.083,0
2.007,0.607,0
1.416,-0.848,0
1.955,0.2,0
0.892,0.848,0
2.574,-0.412,0
2.757,-0.163,0
0.335,1.668,0
1.593,0.516,0
0.75,1.066,0
1.861,-0.225,0
2.574,0.396,0
1.376,0.236,0
1.441,0.167,0
1.07,-0.085,0
3.531,0.293,0
1.082,-0.239,0
2.78,-0.205,0
1.344,-0.698,0
0.551,1.089,0
-0.797,-0.102,0
1.922,-0.546,0
0.446,0.08,0
1.122,-0.47,0
0.853,0.091,0
1.573,0.349,0
2.018,0.697,0
1.995,-0.144,0
0.524,-0.407,0
0.614,2.308,0
2.887,0.487,0
1.214,0.11,0
2.547,0.494,0
0.306,0.176,0
1.112,1.309,0
-0.269,0.11,0
1.852,0.406,0
0.882,0.07,0
0.726,0.102,0
2.482,-0.218,0
1.254,0.576,0
1.205,-0.546,0
1.797,1.024,0
0.282,-0.397,0
0.858,-0.718,0
2.309,0.309,0
0.744,1.26,0
2.328,0.285,0
2.081,0.287,0
0.538,2.189,0
2.96,-0.203,0
0.577,0.153,0
1.818,0.264,0
-0.221,0.198,0
1.245,0.45,0
3.078,0.348,0
2.563,0.741,0
1.239,0.147,0
0.305,-0.664,0
0.585,1.773,0
1.071,-0.592,0
0.629,1.653,0
0.546,0.094,0
0.312,0.439,0
1.49,0.699,0
1.859,0.641,0
1.78,-0.107,0
0.284,-0.574,0
2.024,1.205,0
1.73,0.345,0
2.125,0.494,0
1.191,-0.277,0
1.46,0.674,0
2.317,1.452,0
2.152,-0.244,0
0.311,-0.534,0
0.362,2.266,0
1.344,0.155,0
1.519,0.27,0
0.721,0.228,0
1.066,-0.443,0
2.559,0.956,0
2.757,0.513,0
0.273,0.156,0
2.612,0.511,0
2.192,0.249,0
2.239,1.064,0
1.174,0.621,0
2.928,-0.189,0
0.671,2.188,0
0.883,-0.735,0
0.894,-0.765,0
1.922,1.303,0
2.222,0.413,0
2.446,0.576,0
2.19,-0.51,0
2.22,-0.194,0
1.584,0.571,0
1.02,1.156,0
0.797,-0.116,0
1.612,0.203,0
0.336,-0.608,0
2.524,0.371,0
1.723,-0.641,0
0.541,-0.17,0
2.146,0.312,0
0.345,0.969,0
0.707,-0.067,0
0.771,1.818,0
1.797,-0.627,0
0.986,-0.633,0
0.448,-0.387,0
0.508,2.071,0
2.326,-0.203,0
1.855,0.241,0
1.153,-0.34,0
0.758,0.075,0
1.796,-0.286,0
0.267,0.09,0
1.872,0.232,0
0.476,0.505,0
2.525,-0.149,0
1.108,-0.082,0
0.508,0,0
1.037,-0.632,0
2.235,0.508,0
0.56,1.336,0
1.014,-0.849,0
0.338,0.211,0
0.843,0.104,0
-0.306,0.101,0
1.616,-0.138,0
0.357,-0.32,0
0.745,1.61,0
1.019,0.113,0
1.716,-0.108,0
2.002,0.238,0
0.627,-0.183,0
0.569,1.209,0
1.671,0.617,0
2.369,-0.383,0
1.023,0.204,0
2.97,-0.192,0
1.203,-0.691,0
1.334,-0.094,0
3.187,0.427,0
0.578,-0.13,0
1.108,0.11,0
0.359,0.093,0
0.519,1.181,0
1.949,-0.09,0
0.455,1.748,0
-1.153,-0.277,0
1.458,0.643,0
2.716,1.009,0
3.026,-0.198,0
1.424,-0.798,0
2.139,0.241,0
0.745,0.265,0
1.433,-0.542,0
2.454,0.507,0
2.807,0.303,0
1.387,-0.658,0
2.105,-0.201,0
1.743,-0.404,0
1.137,-0.724,0
1.23,-0.812,0
1.806,0.434,0
2.739,1.265,0
0.771,0.116,0
1.504,-0.766,0
1.822,-0.116,0
2.34,0.404,0
-0.304,-0.072,0
1.56,-0.658,0
1.44,0.129,0
-0.32,0.111,0
2.01,-0.156,0
2.915,0.413,0
0.378,-0.601,0
0.428,1.236,0
-0.237,1.551,0
1.414,-0.728,0
0.5,0.831,0
3.092,0.28,0
0.877,0.11,0
1.059,-0.083,0
2.122,-0.249,0
1.232,0.375,0
2.334,-0.175,0
1.15,-0.751,0
1.537,-0.115,0
0.779,-0.105,0
1.911,-0.24,0
2.524,-0.32,0
1.828,-0.201,0
1.99,0.489,0
2.148,-0.216,0
1.222,-0.49,0
1.999,-0.193,0
1.811,0.212,0
0.847,-0.464,0
1.241,-0.314,0
1.272,0.204,0
2.589,0.251,0
0.595,2.318,0
1,-0.767,0
1.734,0.734,0
0.495,0.907,0
0.894,-0.68,0
1.411,0.649,0
2.156,-0.588,0
1.654,1.395,0
1.314,0.529,0
0.448,1.786,0
0.356,1.604,0
2.302,0.227,0
0.519,-0.678,0
0.956,-0.356,0
1.188,0.388,0
0.822,1.382,0
0.638,0.08,0
1.25,0.694,0
2.609,1.195,0
1.412,0.15,0
1.284,0.448,0
0.717,0.068,0
2.061,0.248,0
1.624,0.398,0
1.186,-0.584,0
1.585,1.371,0
1.147,0.647,0
2.225,0.215,0
1.866,-0.282,0
0.346,0.154,0
1.304,-0.794,0
0.582,0.178,0
0.59,2.544,0
1.27,-0.591,0
0.483,0.106,0
2.103,0.601,0
1.034,-0.555,0
2.724,0.423,0
1.159,-0.69,0
2.888,-0.254,0
1.164,-0.662,0
0.398,1.031,0
1.072,-0.603,0
0.899,2.113,0
2.4,0.42,0
1.929,-0.626,0
1.054,0.479,0
2.187,0.686,0
1.253,-0.772,0
0.694,-0.087,0
2.845,-0.202,0
0.911,-0.584,0
0.562,0.084,0
2.311,0.222,0
2.255,0.235,0
0.537,-0.065,0
1.765,0.905,0
2.688,-0.438,0
3.296,0.887,0
1.952,-0.345,0
0.67,0.122,0
2.321,0.716,0
2.424,-0.197,0
2.028,-0.176,0
1.196,0.485,0
0.514,-0.625,0
1.321,-0.503,0
0.774,-0.091,0
1.666,0.37,0
2.345,0.674,0
1.405,-0.45,0
0.327,0.659,0
1.229,0.879,0
0.361,-0.87,0
0.483,0.148,0
1.139,-0.832,0
2.283,-0.367,0
0.267,0.16,0
0.335,1.478,0
1.328,-0.093,0
0.471,1.862,0
1.174,-0.098,0
0.309,-0.697,0
1.262,0.754,0
0.269,1.841,0
2.183,-0.115,0
-0.347,-0.09,0
1.432,0.129,0
2.131,-0.297,0
2.348,-0.202,0
1.317,-0.454,0
-0.301,-0.078,0
0.713,-0.085,0
3.019,-0.194,0
0.444,2.178,0
1.314,-0.469,0
0.867,-0.525,0
2.204,0.482,0
0.442,2.175,0
0.892,1.609,0
1.555,-0.097,0
1.726,0.306,0
1.762,0.454,0
1.825,0.809,0
2.377,0.381,0
2.277,-0.354,0
1.722,-0.338,0
2.64,0.609,0
0.579,0.845,0
1.443,0.423,0
0.776,0.191,0
0.318,-0.195,0
0.322,0.088,0
1.964,1.778,0
1.749,0.34,0
1.413,0.194,0
1.086,-0.944,0
0.502,2.021,0
2.558,-0.497,0
2.773,0.247,0
1.426,0.327,0
0.544,-0.782,0
0.403,0.1,0
0.762,-0.792,0
1.439,0.391,0
1.696,0.449,0
2.591,-0.246,0
1.344,0.492,0
2.12,-0.184,0
0.657,-0.331,0
1.505,-0.101,0
-0.36,-0.085,0
0.395,0.544,0
1.001,-0.508,0
-0.245,0.171,0
1.138,-0.974,0
3.556,-0.25,0
0.79,0.703,0
1.948,-0.127,0
0.99,0.14,0
0.831,0.081,0
0.484,1.913,0
2.911,-0.224,0
1.823,0.273,0
3.155,0.434,0
1.275,0.427,0
1.506,-0.115,0
0.335,1.116,0
1.291,-0.639,0
2.164,0.995,0
2.01,-0.395,0
3.256,-0.268,0
1.179,-0.294,0
1.778,-0.158,0
2.344,-0.178,0
1.022,-0.625,0
0.464,1.08,0
0.994,-0.643,0
2.408,0.345,0
1.016,-0.745,0
2.389,0.305,0
-0.317,0.095,0
-0.282,0.503,0
0.987,-0.656,0
1.275,-0.418,0
0.54,0.216,0
0.298,1.522,0
2.962,0.588,0
2.805,0.64,0
2.23,0.568,0
1.271,0.122,0
2.919,0.635,0
1.068,1.394,0
2.995,-0.321,0
2.125,0.279,0
0.341,0.148,0
-0.256,0.194,0
0.706,1.936,0
2.85,0.557,0
0.982,-0.623,0
1.104,-0.564,0
0.269,0.931,0
2.258,-0.462,0
1.875,0.366,0
1.123,-0.459,0
1.281,-0.659,0
0.376,-0.065,0
0.78,-0.118,0
1.418,-0.596,0
1.721,2.044,0
3.033,0.476,0
2.759,-0.179,0
0.576,-0.346,0
0.341,0.608,0
1.708,0.246,0
2.532,-0.158,0
1.148,1.726,0
2.668,0.708,0
2.081,-0.199,0
2.881,0.221,0
0.64,1.903,0
1.272,-0.644,0
0.332,-0.794,0
0.554,-0.278,0
1.31,-0.298,0
0.308,0.983,0
2.495,-0.485,0
1.486,0.661,0
0.674,-0.059,0
1.864,0.401,0
-1.011,1.599,0
0.38,0.997,0
0.317,2.224,0
-0.265,0.096,0
0.423,0.362,0
2.223,-0.417,0
2.984,1.012,0
0.796,-0.114,0
0.711,-0.215,0
2.619,0.362,0
0.617,1.123,0
0.765,1.642,0
-0.224,0.098,0
-0.277,-0.077,0
2.796,-0.199,0
0.502,2.022,0
1.432,-0.408,0
2.011,0.308,0
1.165,-0.395,0
1.26,0.157,0
1.501,0.993,0
1.482,0.222,0
1.547,0.466,0
1.684,-0.146,0
1.69,0.569,0
0.482,0.133,0
1.934,0.695,0
1.411,0.135,0
2.167,0.475,0
1.375,-0.083,0
1.763,-0.173,0
1.699,0.266,0
0.437,-0.082,0
0.94,1.183,0
1.025,-0.789,0
1.75,-0.226,0
0.48,1.305,0
2.793,0.22,0
0.747,-0.078,0
1.32,-0.113,0
3.092,0.417,0
1.276,0.378,0
0.572,-0.219,0
1.128,-0.506,0
2.06,0.441,0
1.239,-0.652,0
1.009,-0.085,0
2.392,1.828,0
0.557,0.14,0
2.71,-0.185,0
0.442,2.045,0
2.077,-0.609,0
0.679,-0.127,0
1.69,-0.151,0
2.786,-0.276,0
1.491,-0.094,0
2.074,-0.181,0
0.998,-0.665,0
0.427,2.152,0
1.294,1.085,0
2.015,-0.187,0
0.33,0.226,0
1.159,0.379,0
0.548,0,0
0.618,0.068,0
1.419,-0.713,0
2.368,-0.297,0
0.819,-0.627,0
1.796,-0.752,0
0.625,0.106,0
2.481,-0.49,0
2.403,0.258,0
0.279,1.497,0
0.617,0.864,0
0.609,0.71,0
-0.275,0.09,0
2.502,0.323,0
1.161,0.103,0
0.987,-0.842,0
-0.469,-1.177,0
1.664,-0.175,0
2,0.288,0
0.566,0.719,0
1.155,0.227,0
1.133,-0.701,0
3.151,0.284,0
0.29,0.162,0
0.705,2.135,0
0.526,2.081,0
1.572,-0.406,0
1.932,0.682,0
0.512,0.095,0
0.853,0.85,0
3.131,0.324,0
0.577,1.253,0
0.439,0.129,0
2.617,0.483,0
2.268,0.19,0
3.373,-0.245,0
0.69,-0.778,0
2.793,-0.182,0
0.309,-0.447,0
1.016,-0.493,0
0.848,0.154,0
1.204,-0.432,0
1.884,0.272,0
0.875,-0.095,0
0.651,0.203,0
0.667,1.038,0
1.129,0.569,0
1.404,-0.152,0
0.753,1.894,0
2.186,0.803,0
0.774,-0.092,0
2.054,0.473,0
2.324,-0.168,0
1.288,-0.426,0
0.256,0.389,0
2.521,0.42,0
3.001,-0.189,0
2.539,-0.374,0
0.607,-0.047,0
1.075,-0.734,0
0.36,-0.266,0
0.424,1.839,0
2.342,-0.138,0
2.567,-0.188,0
1.436,0.158,0
2.346,-0.346,0
2.211,0.32,0
3.052,0.951,0
1.575,0.148,0
2.694,-0.24,0
0.532,0.922,0
2.413,-0.228,0
1.78,0.697,0
-0.272,0.224,0
2.016,0.305,0
2.253,-0.201,0
0.281,1.072,0
0.571,-0.58,0
0.966,-0.638,0
0.719,2.032,0
2.986,0.648,0
1.027,-0.859,0
2.638,0.913,0
2.159,-0.154,0
1.967,-0.589,0
1.268,-0.809,0
0.597,0.117,0
0.372,-0.081,0
1.903,0.223,0
2.034,1.202,0
0.569,2.224,0
1.695,-0.232,0
1.697,0.185,0
1.863,-0.605,0
0.564,-0.965,0
-0.301,-0.074,0
2.274,-0.186,0
-0.788,-0.287,0
1.042,-0.564,0
0.411,1.456,0
2.192,0.264,0
0.78,-0.092,0
-0.26,-0.078,0
1.719,-0.388,0
0.998,-0.651,0
1.383,0.691,0
2.671,-0.191,0
2.024,-0.615,0
0.603,1.518,0
2.718,0.257,0
1.762,-0.448,0
2.425,0.685,0
0.745,-0.066,0
2.283,1.456,0
2.975,-0.255,0
0.804,-0.885,0
0.651,2.12,0
1.978,0.354,0
2.247,0.503,0
0.205,0.486,0
0.297,0.222,0
0.586,2.496,0
2.234,-0.237,0
0.517,0.498,0
0.401,0.717,0
0.872,1.212,0
0.265,1.007,0
-0.267,-0.069,0
0.452,1.47,0
1.041,1.376,0
1.198,0.469,0
1.875,-0.461,0
-0.296,0.204,0
1.511,0.323,0
2.62,0.556,0
2.068,0.311,0
1.03,0.792,0
0.836,-0.088,0
0.996,-0.721,0
1.886,0.323,0
2.24,-0.188,0
-1.038,-0.736,0
2.197,0.634,0
1.795,0.242,0
0.688,-1.048,0
2.588,-0.372,0
1.656,0.186,0
0.482,-0.141,0
1.547,-0.085,0
1.73,-0.11,0
2.417,0.438,0
0.966,0.455,0
3.36,0.593,0
1.13,-0.068,0
0.475,0.778,0
1.592,-0.385,0
2.951,-0.179,0
2.227,-0.225,0
-1.045,-0.444,0
2.322,-0.164,0
1.19,-0.72,0
0.554,0.965,0
2.375,0.523,0
0.381,-0.469,0
1.984,-0.194,0
1.221,1.071,0
0.273,0.156,0
1.503,-0.632,0
0.278,0.118,0
0.672,0.078,0
2.874,0.521,0
0.966,1.183,0
0.673,1.399,0
1.882,-0.157,0
2.212,0.66,0
2.093,0.213,0
1.25,-0.53,0
2.782,-0.206,0
1.981,0.193,0
0.435,-0.27,0
0.913,-0.687,0
0.571,-0.074,0
0.688,-0.089,0
2.526,-0.533,0
2.446,-0.338,0
2.084,0.426,0
0.408,2.115,0
1.138,-0.456,0
1.054,-0.708,0
0.903,-0.781,0
2.465,-0.202,0
2.765,0.286,0
2.023,-0.344,0
0.306,0.176,0
1.546,0.716,0
1.781,0.491,0
2.596,-0.255,0
-0.195,0.103,0
1.97,1.191,0
0.306,2.143,0
1.23,-0.561,0
1.673,0.405,0
0.299,0.085,0
2.065,0.34,0
1.333,0.746,0
1.018,0.182,0
0.433,2.012,0
0.567,-0.649,0
2.343,-0.212,0
1.526,1.01,0
0.799,2.152,0
-0.331,0.077,0
1.243,0.141,0
2.725,-0.186,0
1.975,-0.264,0
1.21,0.435,0
0.579,1.848,0
1.205,-0.573,0
2.177,-0.598,0
1.155,-0.601,0
0.457,-0.068,0
2.723,-0.269,0
-0.52,-0.945,0
2.274,-0.19,0
0.23,0.579,0
1.604,-0.292,0
0.65,0.131,0
0.463,2.313,0
1.397,0.508,0
1.501,1.513,0
0.428,1.114,0
2.636,0.243,0
1.072,-0.699,0
0.906,0.279,0
1.019,0.656,0
2.285,0.266,0
0.384,0.973,0
0.491,-0.084,0
3.136,0.879,0
2.521,-0.156,0
0.841,2.023,0
1.195,-0.557,0
0.823,0.086,0
2.69,-0.337,0
2.471,-0.2,0
0.559,2.327,0
0.291,0.54,0
2.959,-0.184,0
2.062,1.29,0
0.358,1.07,0
0.892,1.61,0
1.08,-0.517,0
0.521,-0.33,0
1.028,0.56,0
0.317,2.224,0
1.975,0.217,0
1.117,-0.671,0
0.416,-0.078,0
3.439,-0.276,0
2.628,0.253,0
1.367,-0.523,0
0.937,1.064,0
1.677,-0.14,0
1.102,-0.87,0
2.745,-0.213,0
1.426,-0.145,0
2.213,0.417,0
1.798,-0.153,0
2.576,0.543,0
2.023,0.649,0
1.626,0.399,0
1.36,-0.137,0
0.52,0.13,0
1.505,0.437,0
1.629,0.648,0
0.75,1.287,0
0.602,1.21,0
1.194,0.114,0
1.951,-0.28,0
1.139,0.825,0
1.941,-0.129,0
1.529,-0.101,0
2.537,0.607,0
0.584,-0.087,0
0.384,2.14,0
1.86,-0.115,0
1.754,0.269,0
1.252,0.438,0
2.579,-0.213,0
2.74,-0.275,0
0.824,2.058,0
0.334,1.189,0
1.628,-0.561,0
1.429,1.619,0
2.745,0.231,0
0.432,0.7,0
0.6,0.089,0
0.639,0.13,0
1.644,-0.183,0
1.14,0.763,0
0.496,0.344,0
0.683,-0.781,0
0.99,-0.738,0
0.455,0.576,0
2.603,-0.351,0
1.133,-0.478,0
1.695,-0.264,0
1.537,0.709,0
1.196,-0.148,0
2.415,-0.365,0
0.438,0.112,0
2.612,0.271,0
-0.274,-0.08,0
0.713,1.197,0
1.368,-0.675,0
0.251,0.535,0
1.465,0.689,0
1.569,0.332,0
0.721,0.151,0
1.961,0.452,0
1.111,0.106,0
0.479,0.108,0
2.994,-0.309,0
1.141,0.279,0
0.493,0.082,0
1.369,0.218,0
0.582,0.077,0
1.774,-0.157,0
-0.254,0.081,0
3.191,-0.204,0
1.996,0.21,0
3.176,0.324,0
1.185,0.182,0
-0.446,0.939,0
0.81,0.158,0
1.331,-0.911,0
1.385,-0.612,0
2.19,-0.512,0
1.895,-0.229,0
1.809,0.59,0
-0.315,-0.109,0
2.821,-0.249,0
2.072,0.758,0
0.47,-0.076,0
2.024,0.33,0
2.884,-0.377,0
1.892,0.715,0
0.44,2.262,0
0.581,-0.073,0
1.646,-0.578,0
0.546,0.53,0
1.769,-0.521,0
1.521,-0.514,0
2.692,0.274,0
1.127,-0.105,0
0.354,2.27,0
2.361,0.228,0
1.306,-0.523,0
0.792,-0.985,0
2.585,-0.175,0
1.505,-0.429,0
1.589,-0.226,0
0.443,0.738,0
0.296,0.552,0
1.008,0.432,0
0.618,0.937,0
2.408,0.347,0
1.067,-0.564,0
0.351,0.552,0
1.719,0.254,0
0.797,0.146,0
0.571,1.128,0
1.502,-0.085,0
3.208,-0.23,0
0.813,-0.065,0
2.024,1.205,0
2.195,-0.138,0
2.429,0.553,0
2.873,-0.174,0
0.55,1.204,0
0.789,0.075,0
2.527,0.426,0
0.49,2.008,0
3.273,-0.307,0
0.922,-0.738,0
0.359,0.149,0
0.308,0.071,0
3.022,-0.188,0
0.311,1.454,0
3.389,-0.251,0
2.536,1.041,0
1.252,0.436,0
3.563,0.339,0
-0.372,0.878,0
0.364,0.324,0
2.328,0.592,0
0.27,1.842,0
1.599,0.329,0
0.918,1.037,0
1.804,0.416,0
0.442,1.157,0
1.607,0.436,0
-0.334,0.112,0
1.816,-0.621,0
1.1,-0.533,0
2.869,0.242,0
0.358,-0.324,0
1.258,-0.109,0
1.226,0.1,0
0.579,0.082,0
0.473,-0.072,0
0.995,0.489,0
0.872,1.371,0
0.884,0.341,0
0.524,0.152,0
2.35,0.183,0
3.039,-0.191,0
2.462,-0.335,0
1.436,0.232,0
1.241,-0.472,0
0.695,0.112,0
0.331,-0.741,0
2.179,0.58,0
1.277,-0.426,0
3.104,-0.249,0
2.452,0.304,0
1.63,-0.32,0
2.32,0.539,0
0.611,2.181,0
2.027,-0.151,0
0.918,0.126,0
3.593,0.493,0
1.585,-0.244,0
1.951,-0.136,0
0.872,-0.082,0
0.426,1.696,0
2.197,0.405,0
1.876,0.379,0
0.652,-0.063,0
0.414,1.934,0
1.935,0.607,0
0.529,0.172,0
1.004,0.807,0
0.724,-0.259,0
1.532,-0.113,0
0.583,-0.071,0
3.101,-0.313,0
2.584,0.408,0
0.324,0.468,0
1.094,-0.082,0
1.585,-0.395,0
2.007,0.268,0
1.371,-0.6,0
-0.263,-0.065,0
2.156,-0.122,0
0.707,-0.691,0
-0.221,0.091,0
0.496,0.523,0
0.906,0.2,0
3.061,-0.209,0
0.359,-0.221,0
1.443,0.381,0
0.619,1.262,0
2.258,-0.154,0
0.315,-0.304,0
1.057,-0.781,0
2.94,0.313,0
1.016,-0.401,0
2.169,-0.253,0
2.418,0.425,0
1.954,-0.52,0
1.595,0.716,0
0.592,2.546,0
0.955,-0.656,0
0.349,1.461,0
1.251,-0.118,0
1.277,-0.505,0
1.047,-0.541,0
1.783,-0.661,0
1.265,-0.524,0
1.108,-0.552,0
3.51,0.319,0
1.646,-0.302,0
1.101,-0.082,0
3.344,0.751,0
2.787,-0.242,0
2.162,-0.357,0
1.886,0.363,0
0.285,-0.314,0
2.225,-0.145,0
3.107,0.303,0
1.492,0.337,0
1.218,-0.098,0
1.221,1.071,0
-0.254,0.153,0
0.406,1.567,0
2.393,0.23,0
4.32,-0.243,0
0.732,1.451,0
0.968,1.022,0
1.876,0.306,0
0.981,0.24,0
0.511,2.272,0
2.111,-0.532,0
1.371,-0.131,0
1.8,-0.152,0
0.501,0.102,0
3.048,0.7,0
0.486,-0.064,0
2.143,0.522,0
2.998,-0.204,0
1.292,-0.682,0
1.357,-0.372,0
0.502,0.151,0
1.687,-0.63,0
1.224,-0.228,0
1.295,-0.169,0
0.818,0.094,0
0.78,0.084,0
1.946,-0.137,0
0.619,-0.067,0
1.932,-0.491,0
-0.243,-0.086,0
0.528,0.072,0
1.84,-0.116,0
2.118,0.226,0
1.867,-0.161,0
-0.251,1.239,0
1.247,1.861,0
1.741,0.382,0
2.249,0.691,0
3.147,-0.303,0
1.761,0.176,0
2.438,0.3,0
1.811,0.257,0
0.78,0.243,0
1.489,0.509,0
1.141,-0.548,0
0.891,1.42,0
-0.213,0.1,0
0.266,0.529,0
1.78,-0.14,0
1.211,-0.578,0
0.667,-0.804,0
0.889,1.105,0
2.799,0.388,0
3.1,-0.186,0
1.307,0.551,0
-1.17,-0.599,0
0.281,-0.397,0
3.034,-0.182,0
0.268,-0.611,0
1.36,-0.624,0
3.227,0.395,0
0.701,2.069,0
0.548,0.161,0
0.332,0.084,0
0.333,0.507,0
1.29,-0.784,0
2.116,0.734,0
2.54,-0.222,0
1.911,-0.211,0
0.311,1.818,0
0.339,-0.625,0
1.606,0.258,0
3.459,-0.291,0
2.417,-0.19,0
1.509,0.783,0
1.755,-0.111,0
0.862,1.104,0
2.432,-0.203,0
0.387,1.019,0
0.477,0.926,0
2.433,0.58,0
0.564,1.842,0
1.197,0.466,0
1.922,0.174,0
1.014,1.039,0
0.279,0.21,0
2.073,0.313,0
0.272,1.286,0
1.013,1.102,0
0.997,0.117,0
2.586,0.292,0
0.423,-0.08,0
0.357,-0.287,0
0.433,1.979,0
1.313,-0.78,0
-0.587,-0.637,0
0.517,-0.586,0
0.822,-0.087,0
-0.229,0.071,0
0.966,0.146,0
0.633,0.488,0
1.481,0.194,0
0.584,2.355,0
1.716,0.433,0
1.09,0.204,0
1.114,0.558,0
1.979,-0.279,0
1.107,1.18,0
0.461,0.17,0
0.632,0.724,0
2.348,-0.378,0
1.037,-0.65,0
0.487,0.079,0
1.153,-0.687,0
0.624,1.052,0
1.872,0.164,0
1.141,-0.508,0
0.392,2.189,0
2.312,0.222,0
0.728,0.112,0
0.311,0.072,0
0.645,1.719,0
1.769,-0.362,0
1.018,-0.431,0
0.542,-0.615,0
1.472,-0.09,0
0.311,0.623,0
1.737,-0.445,0
1.977,1.578,0
1.375,-0.163,0
2.481,0.572,0
2.288,-0.424,0
