@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Rawred-mean numeric
@attribute Rawblue-mean numeric
@attribute Exred-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
21,1.166667,115.77778,141.88889,-33,2
18,0.555557,97.22222,130.44444,-44.666668,2
18,1.277777,114,142,-34.88889,2
40,1.333332,114.44444,140.55556,-30.555555,2
74,0.500001,89.111115,123.22222,-38.22222,2
20,1.166665,115.666664,142.33334,-32.666668,2
40,0.722223,96.22222,129,-43.444443,2
25,0.999996,114.333336,142.22223,-35.11111,2
16,0.944448,134.66667,149.88889,-17.222221,2
98,0.666667,0.333333,2.888889,-3.555556,3
85,2.277778,3.555556,14.888889,-13.888889,3
144,0.333333,0,3,-3,3
95,2.222222,0.777778,7.444445,-7.111111,3
133,0.388889,0,2.777778,-2.888889,3
115,3.333333,8.444445,22.88889,-19,3
139,2.111111,16,22.555555,-6.222222,3
81,0.777778,1,7.444445,-7.444445,3
69,4.333333,6.888889,16,-12.555555,3
127,1.055556,9,30.11111,-25.777779,3
145,1.277778,0.333333,1.444444,-1.555556,3
120,0.722222,1.111111,6.555555,-7.222222,3
119,0.555555,0,4.222222,-4.333334,3
87,44.722225,58.77778,79,-26,3
91,0.833333,0.555556,8,-8.111111,3
103,1.111111,0.111111,5.666666,-6.111111,3
126,0.5,0,3.666667,-4.222222,3
124,1.388889,1,5.555555,-5.444445,3
138,0.944444,0.111111,2.777778,-3.111111,3
125,2.666667,1.555556,7.777778,-7.111111,3
127,1.277778,10.888889,26.444445,-16.444445,3
139,0.333333,0,1.333333,-1.333333,3
124,1.833333,1.444444,5.888889,-4.666666,3
98,0.388889,0,4.111111,-4.222222,3
83,8.333333,19.777779,28.555555,-10.555555,3
72,1.388889,1.555556,9.444445,-8.888889,3
126,1.055556,0.555556,6.555555,-7.222222,3
81,22.111109,34.88889,51.77778,-23,3
124,6.5,4.111111,12.888889,-10.444445,3
90,0.666667,0.555556,6.888889,-6.777778,3
137,0.111111,0,0.777778,-0.777778,3
68,18.277777,38.555557,60.11111,-25.88889,3
100,2.555556,1.444444,9.444445,-9.444445,3
102,1.555556,0.555556,7.666666,-8.444445,3
113,0.277778,0,2.777778,-2.888889,3
118,0.388889,0,2,-2.111111,3
136,0.388889,0.111111,1.888889,-1.777778,3
95,3,2.222222,9.444445,-8.888889,3
133,0.222222,0,1.444444,-1.444444,3
95,1.055556,0.888889,7.222222,-7.888889,3
81,9.222222,14,30.555555,-22,3
122,1.388889,0.555556,5.222222,-5.111111,3
76,1.833333,3.777778,13.333333,-13.444445,3
128,2.444444,10.111111,25.88889,-19.11111,3
70,7.944445,13.666667,23.88889,-14.777778,3
96,1.555556,0.888889,7.777778,-8,3
79,14.166667,24.333334,45.77778,-25.333334,3
91,1.111111,0.444444,6.222222,-6.555555,3
97,0.555555,0.111111,5.555555,-6,3
121,0.944445,8.888889,29.222221,-25,3
136,2.666667,9,25.333334,-19.555555,3
102,1.166667,1,8.444445,-9.111111,3
90,3.333333,2.555556,7.333334,-7.333334,3
105,31.222223,35.77778,52.666668,-21.222221,3
131,0.333333,0,1.555556,-1.555556,3
146,0,0,0,0,3
135,0.333333,0,2.111111,-2.222222,3
90,6.777779,4.777778,15.666667,-12.666667,3
147,3.555555,6.444445,9.888889,-3.777778,3
131,1,0.222222,1.777778,-1.555556,3
110,2.277777,9.222222,29,-24,3
99,1,0.111111,5.555555,-5.777778,3
109,1.111111,0.333333,4.777778,-4.888889,3
82,6.222223,4.333334,14.555555,-12.444445,3
75,10.222221,29.777779,50.666668,-24.777779,3
129,0.388889,0,1.555556,-1.555556,3
110,0.5,0.111111,4.444445,-4.666666,3
125,1.055556,11.111111,30.666666,-22.333334,3
90,1.111111,0.888889,7.888889,-7.555555,3
117,0,0,0,0,3
89,0.777778,0.111111,6.444445,-6.555555,3
99,3.055555,1.111111,9,-9.111111,3
130,0.555555,0.111111,3.333333,-3.777778,3
134,1.5,2.222222,11.444445,-11.888889,3
146,0.055556,0,0.111111,-0.111111,3
121,1.5,1.111111,6,-6.888889,3
124,1.111111,0.222222,6.111111,-6.888889,3
88,1.555556,0.666667,7.666666,-7.888889,3
125,2.666667,1.555556,7.777778,-7.111111,3
107,9.833333,7.333334,12.222222,-6.555555,3
85,2.055556,1.333333,8.888889,-8.888889,3
112,0.111111,0,0.444444,-0.444444,3
120,0.611111,11.222222,25.777779,-16.88889,3
122,0.444444,0,1.222222,-1.666667,3
125,0.833333,0.444444,3.888889,-4,3
95,1.611111,1,9.222222,-10.888889,3
92,7,8.777778,18.666668,-11.666667,3
109,2.833333,1.444444,8.444445,-8.555555,3
91,25.277779,38.444443,52.666668,-17.555555,3
124,1.833333,1.444444,5.888889,-4.666666,3
143,0.277778,0,1.222222,-1.222222,3
88,2.166666,1.555556,10.111111,-11.111111,3
94,0.722222,0.111111,6,-6.444445,3
93,1.388889,0.555556,7.222222,-7.333334,3
80,1.833333,2.888889,12.444445,-12.555555,3
85,2.388889,2.111111,6.777778,-5.888889,3
135,0.333333,0,2.777778,-2.888889,3
70,9.944444,16.222223,26.666666,-14.444445,3
115,2.722222,18.444445,39,-22.777779,3
111,1.944444,9.666667,30.11111,-25.11111,3
137,0.833333,0.222222,2.666667,-2.777778,3
91,0.666667,1.111111,8,-7.666666,3
79,1.166667,1.777778,10.555555,-10.888889,3
143,0.888889,0.888889,9.444445,-9.888889,3
91,3.277778,2.444444,12.111111,-11.444445,3
95,2.666666,4.777778,15.444445,-14.222222,3
83,0.666667,1.555556,6,-6.444445,3
110,0.5,0.111111,4.444445,-4.666666,3
140,1.777778,3.777778,14,-13.666667,3
117,0.611111,0.222222,3.555556,-3.333333,3
134,1.611111,3.666667,15.888889,-15.111111,3
124,1.444444,0.222222,2.666667,-2.777778,3
107,6.777779,4.555555,13,-10.222222,3
112,0.5,0,1.222222,-1.333333,3
93,3.444444,3.222222,11.888889,-10.666667,3
120,1.055556,0.222222,4.444445,-5.111111,3
90,0.666667,0.555556,6.888889,-6.777778,3
84,1.777778,1.555556,9,-9,3
137,0.277778,0,0.666667,-0.666667,3
87,1.888889,1.222222,5.666666,-5.111111,3
66,10.944443,32.333336,49.555557,-22.666666,3
124,0.444444,0,2.444444,-2.666667,3
77,1.611111,1.222222,10.222222,-11.333333,3
144,0.222222,0,2.888889,-2.888889,3
125,0.888889,0,3.111111,-3.444444,3
91,33.444447,35.88889,52.666668,-20.777779,3
138,0.333333,0,2.333334,-2.333333,3
120,3.722222,1.444444,7.666666,-6.888889,3
100,2.444444,2.777778,11.555555,-9.888889,3
96,0.833333,2.666667,11.888889,-10.888889,3
119,1.333333,2.111111,6.777778,-6.777778,3
130,0.333333,0,2.555556,-2.666667,3
136,2.777778,16.88889,25.777779,-7.666666,3
130,1.222222,0.444444,5,-5.888889,3
139,2.111111,16,22.555555,-6.222222,3
86,8.777779,8.777778,19.88889,-13.888889,3
137,0.333333,0,2,-2,3
114,0.277778,0.777778,3.888889,-2.888889,3
126,2.555556,4.888889,17.222223,-15.888889,3
90,2.444444,2.555556,5.777778,-6.333334,3
141,0.888889,0.444444,7.666666,-8.444445,3
105,3.666666,1.666667,8.333334,-7.444445,3
98,1.333333,0.555556,3.555556,-4.444445,3
137,3.833333,2.555556,9,-7.333334,3
121,2.055556,9.555555,23.444445,-16.222221,3
91,0.833333,0.555556,8,-8.111111,3
120,0.722222,0.111111,4.111111,-4.222222,3
102,29.888887,37.444443,52.666668,-19.777779,3
138,0.722222,2,9.333334,-9.555555,3
141,0.722222,0.111111,3.666667,-4.333334,3
69,20.444445,19.222221,29.333334,-13.777778,3
108,1.166667,0.555556,3.333333,-3.888889,3
115,0.555555,0.222222,4.666667,-5,3
75,26.611113,47.444443,65.44444,-22.666666,3
100,5.777778,4.666667,13.333333,-10.444445,3
115,5,3.555556,12.888889,-12,3
113,6.166666,17.11111,44.22222,-32.333332,3
124,1.111111,0.222222,6.111111,-6.888889,3
71,21.888885,25.555555,40.22222,-18.88889,3
103,2.944445,1.888889,6.222222,-5.888889,3
76,7.833334,8.444445,19.444445,-15.222222,3
122,4.833334,3.333333,11.333333,-9.888889,3
106,2.222222,1,7.888889,-8,3
127,1,1.333333,6.777778,-7.444445,3
142,0.111111,0,0.111111,-0.111111,3
126,0.944444,5.222222,20,-17.88889,3
116,1.055556,0.333333,5.111111,-5.555555,3
114,1.166667,0.111111,4.666667,-5.222222,3
121,1.166667,0.777778,7.777778,-8.777778,3
138,0.388889,0,0.666667,-0.777778,3
103,1.111111,0.111111,5.666666,-6.111111,3
142,0.888889,1.666667,7.222222,-6.555555,3
124,2.388889,7.555555,24.11111,-21.333334,3
116,1.333334,11.777778,29.555555,-20.88889,3
123,0.5,0,3.333333,-3.555556,3
107,3.944445,4.888889,14.555555,-11.444445,3
129,0.111111,0,1.555556,-1.555556,3
134,0.833333,0.111111,3.888889,-5,3
128,0.388889,0,2.222222,-2.222222,3
106,0.833333,0.444444,6.111111,-5.888889,3
88,2.5,3.555556,13.333333,-12.666667,3
80,34.61111,60.333332,79.55556,-25.333334,3
73,1.722222,1.777778,9.666667,-9.222222,3
79,1.333333,2,9.222222,-8.555555,3
144,0.5,0,3.444444,-3.444444,3
108,3.388889,5.111111,14.111111,-10.666667,3
92,2.277778,3.222222,12.666667,-12.666667,3
120,1.444444,10.555555,33.11111,-25.555555,3
104,22.111109,14.888889,23.444445,-11.222222,3
122,0.833333,0,4.444445,-4.777778,3
137,0.388889,0,2.222222,-2.333333,3
101,6.444445,5.777778,15.555555,-13.222222,3
96,2.777778,1,8,-8.333333,3
118,0.055556,0,0.111111,-0.111111,3
122,1.555556,14.222222,31.11111,-17.777779,3
119,1.777778,12.222222,33.666668,-25.11111,3
91,1,1.888889,10.666667,-11.222222,3
108,27.277779,41.77778,61.11111,-24.11111,3
123,0.5,0,4.222222,-4.555555,3
89,5.833334,5.777778,17.11111,-14.111111,3
139,0.333333,0,1.777778,-2,3
122,4.111111,17.88889,25.11111,-6,3
106,0.111111,0,1.666667,-1.666667,3
95,1.111111,2.333334,12.555555,-12.444445,3
111,0.388889,0,4,-4,3
98,4.666666,2.333334,10.444445,-9.555555,3
99,1,0.111111,5.555555,-5.777778,3
73,10.722222,32.11111,70.111115,-43.666668,3
87,13.222221,12.222222,23.444445,-14.666667,3
136,2.055555,4.111111,13.222222,-11.666667,3
108,27.277779,41.77778,61.11111,-24.11111,3
132,1.722222,0.666667,4.222222,-3.888889,3
117,0.111111,0,3.111111,-3.222222,3
115,1.388889,0.555556,5.666666,-6.444445,3
145,7.5,9.888889,20.11111,-10.666667,3
133,0,0,0,0,3
76,1.666667,0.888889,4.666667,-4.666666,3
125,0.722222,12.444445,23.666666,-11.888889,3
97,0.777778,0.555556,5.888889,-6.222222,3
138,0.444444,0.111111,0.666667,-0.555556,3
83,12.888889,9,22.666666,-16.11111,3
116,2.111111,0.888889,6,-6.333334,3
129,0.388889,0,1.555556,-1.555556,3
73,2.333333,2.333334,10.666667,-10.444445,3
122,1.333333,8,28.333334,-24.444445,3
111,0.944444,0,3.555556,-3.888889,3
107,1.111111,0.222222,4.555555,-4.666666,3
82,2.111111,1.777778,10.222222,-11.444445,3
120,0.5,0,4,-4.333334,3
107,0.666667,13,36,-28.666666,3
120,5.944445,3.333333,12.777778,-10.888889,3
102,0.833333,0.666667,6.333334,-6.666666,3
95,1.944444,1.222222,9,-9.666667,3
125,0.5,0,3.888889,-4.111111,3
99,2.777778,3.444444,11.555555,-9.888889,3
91,1.388889,0.888889,8.111112,-9,3
85,1.111111,0.444444,3.444444,-4,3
124,0.277778,0,2,-2,3
127,0.777778,0.555556,5.555555,-6.555555,3
81,5.722223,7.666666,18.88889,-14.444445,3
64,20.222223,24.666666,38,-19,3
118,0.333333,0,2.555556,-2.777778,3
106,1.277778,0.333333,4.888889,-5.555555,3
120,0.5,0.222222,3,-2.777778,3
123,0.444444,0,2,-2.111111,3
122,0,0,1,-1,3
120,0.388889,0,3,-3,3
115,0.722222,0.333333,6.222222,-7.222222,3
136,0.666667,0.111111,3,-3,3
121,1.5,1.111111,6,-6.888889,3
89,0.777778,0.111111,6.444445,-6.555555,3
78,43.333332,70.77778,91.44444,-26.666666,3
120,0.833333,0.111111,3.333333,-3.666667,3
142,0.277778,0.111111,1.333333,-1.333333,3
121,0.111111,0,3.333333,-3.444444,3
113,0.666667,0.111111,3.444444,-3.888889,3
122,0.444444,0,1.222222,-1.666667,3
96,2.333333,2.111111,9.777778,-9.333333,3
114,8.833333,18.333334,47.22222,-34.444443,3
99,3.055555,1.111111,9,-9.111111,3
141,2.166667,7.888889,18.555555,-14.333333,3
135,0.222222,0,0.666667,-0.666667,3
133,0,0,0,0,3
96,1.111111,1.111111,8.555555,-8.111111,3
107,0.833333,0.333333,5.333334,-5.666666,3
145,1.277778,0.333333,1.444444,-1.555556,3
132,0.222222,0,1.111111,-1.111111,3
138,5.5,9.888889,24.777779,-19.88889,3
94,2.555556,3.222222,7.777778,-8,3
124,0.277778,0,2,-2,3
109,2.833333,1.444444,8.444445,-8.555555,3
102,0.833333,0.666667,6.333334,-6.666666,3
87,1.888889,1.222222,5.666666,-5.111111,3
125,0.833333,0.444444,3.888889,-4,3
77,2.388889,3.222222,13.111111,-13.444445,3
102,9.444444,10.111111,20.222221,-12.777778,3
134,0.055556,0,0.111111,-0.111111,3
112,1.555556,1.111111,7.222222,-8.111111,3
98,1.777778,1.222222,9.222222,-10.333333,3
138,0.888889,0,3.777778,-4.222222,3
145,2.111111,0.666667,3.555556,-4.222222,3
95,1.111111,0.666667,3.888889,-4.777778,3
144,0.5,0,3.444444,-3.444444,3
123,1,0.222222,3.666667,-3.777778,3
123,0.666667,0,3.777778,-4.111111,3
132,0.555555,0.111111,2,-1.888889,3
127,0.222222,0,1.888889,-1.888889,3
128,3.166667,2.444444,9.555555,-8.555555,3
80,3.833333,6.555555,15.111111,-10.444445,3
123,0.611111,0.111111,2.666667,-2.888889,3
109,3.999999,7,22.333334,-18.88889,3
143,0.888889,0.888889,9.444445,-9.888889,3
116,1.222222,0.555556,5.666666,-6.777778,3
136,0,0,0,0,3
129,0.111111,0,1.555556,-1.555556,3
120,1.444444,10.555555,33.11111,-25.555555,3
133,0.222222,0,2.222222,-2.222222,3
117,1.444443,33.555557,49.77778,-16.444445,4
50,1.055557,57.333332,80.333336,-23.333334,4
81,0.722221,51.88889,74.44444,-22.666666,4
121,2.722222,28.666666,40.555557,-11.111111,4
146,2.500001,18.11111,31.555555,-13.888889,4
17,0.888891,63.333332,87.333336,-23.555555,4
159,1.611111,20.333334,22.333334,-0.555556,4
48,0.277777,35.444447,52.444443,-16.222221,4
105,0.777776,60,78.77778,-16.666666,4
133,1.166666,41.555557,62.555557,-21.333334,4
65,26.444445,52.666668,64.44444,-12.111111,4
111,2.277777,25.444445,38.22222,-12.444445,4
49,1.222221,35.666668,44.11111,-7.111111,4
108,6.833332,36,48.22222,-12,4
90,2.833333,41.22222,61.444443,-21,4
119,0.944446,36.22222,48.22222,-10.888889,4
159,1.277778,5.111111,10.111111,-4.555555,4
132,1.111111,29.555555,45.666668,-17,4
85,6.5,42.444443,61.555557,-19.333334,4
20,1.944444,56.444443,81.66667,-26.222221,4
100,1.444445,50.333332,66.88889,-15.111111,4
159,2.222222,25.222221,29.555555,-2.666667,4
78,4.055555,25.11111,40.333336,-15.222222,4
34,0.777779,41.11111,60,-19.444445,4
68,0.777777,49.22222,71,-21.222221,4
64,2,49.666668,71,-20.777779,4
121,6.611111,47.77778,68.66667,-21.555555,4
68,1.555556,52,68.22222,-14.333333,4
45,2.055555,48.11111,63.77778,-14.888889,4
125,9.944444,39.11111,51.77778,-11.111111,4
83,0.944444,23.333334,33.22222,-9.555555,4
133,0.888889,32,46.333332,-14.333333,4
87,1.555557,37.88889,54.88889,-16.333334,4
80,0.666667,36.333336,48.22222,-10.111111,4
105,2.166666,41.22222,56.333332,-13.555555,4
82,0.777778,34.555557,48.444443,-13,4
98,1.277777,47.555557,64.66667,-15.888889,4
25,1.555556,39.555557,55,-15.777778,4
128,1.333334,32.11111,43.77778,-10.444445,4
44,1.611109,42.88889,58,-14.777778,4
62,0.722224,57.444443,84.66667,-28,4
96,1.722222,61,80.22222,-18.11111,4
104,1.444444,52.77778,68.22222,-13.666667,4
127,15.388888,35.88889,41,-1.888889,4
102,0.888889,53.444443,69.66667,-14.333333,4
126,14.055554,33.555557,43,-7.888889,4
123,13.222221,48,64.111115,-14.444445,4
119,0.944446,36.22222,48.22222,-10.888889,4
102,1.222222,47.11111,62.333332,-13.666667,4
145,0.999999,52.444443,76.77778,-26,4
75,2.388889,40.333336,45.666668,-2.333333,4
123,1.833333,14.777778,34.22222,-20.555555,4
126,1.833334,16.11111,28.666666,-13.333333,4
42,0.999999,32.77778,47.77778,-14,4
124,2.055555,35.77778,51.444443,-15.444445,4
38,1.111112,58.22222,78.44444,-19.222221,4
122,11.444444,35.77778,47.555557,-10.333333,4
125,2.111111,61.11111,79.111115,-15.444445,4
129,19.833334,46.88889,60.666668,-12.333333,4
139,1.833334,42.555557,60.444443,-17,4
126,3.388889,21,28.88889,-6.888889,4
32,0.833334,54.22222,70.88889,-15.777778,4
124,1.277779,35.88889,46.22222,-8.111111,4
42,1.333334,50.666668,74.55556,-24.666666,4
147,1.333333,5.777778,8.444445,-1.444444,4
53,0.944443,36.88889,48.666668,-10.666667,4
71,0.777777,37.88889,42.11111,-1.444444,4
87,13.388889,28.222221,39.444443,-10.444445,4
15,1.222223,59.333332,86.888885,-28.88889,4
148,1.055555,21.444445,41.555557,-22.88889,4
136,2.833333,2.888889,8.555555,-5.888889,4
111,1.055556,53.22222,74.888885,-20.88889,4
116,0.499999,52.444443,76.44444,-25.666666,4
153,3,21.333334,38.77778,-20,4
36,1.111109,56.555557,84.77778,-29.444445,4
110,1.777778,29.11111,44.444443,-15,4
66,2.555556,41.555557,45.88889,-1.666667,4
17,5,40.333336,54,-12.777778,4
117,1.277778,39.555557,58.444443,-19,4
73,0.777777,45.666668,51.11111,-1.888889,4
105,1.166667,53.333332,70.333336,-15.888889,4
73,0.777777,54,70.111115,-14.444445,4
70,0.388889,51.555557,64.88889,-10.444445,4
34,0.555556,46.22222,70.333336,-24.11111,4
35,2.055556,32.333336,47.444443,-15.777778,4
151,1.555556,23.11111,42.77778,-22.11111,4
105,2.166666,41.22222,56.333332,-13.555555,4
122,1.777777,51.555557,78.22222,-27.555555,4
65,1.555555,50.444443,72.66667,-21.88889,4
42,4.333334,39.555557,54.11111,-15,4
125,1.333333,37.22222,55,-18,4
67,1.499999,53,75.888885,-23.222221,4
80,1.333333,37.77778,47.666668,-8.222222,4
42,0.611111,24.444445,36.22222,-11.444445,4
104,1.000001,48.88889,69.55556,-20.555555,4
123,1,15.666667,26.333334,-10.888889,4
99,1.722222,51.88889,56,0,4
66,5.277777,40.555557,46.333332,-3.222222,4
105,0.611111,45.666668,60.88889,-13.555555,4
77,1.666667,37.22222,48.22222,-9,4
157,2.222222,18.222221,32,-14.777778,4
121,4.888888,46.88889,66.88889,-20.333334,4
44,2.111113,50.11111,75.55556,-25.666666,4
110,1.277777,46.11111,60.444443,-13.666667,4
128,1.666666,46.333332,67.111115,-20.777779,4
100,1.444445,50.333332,66.88889,-15.111111,4
122,6.111111,29.222221,44.333332,-14.888889,4
121,0.944444,37.444443,49.444443,-10.777778,4
28,0.833333,53.444443,79.111115,-26.88889,4
34,0.833331,65,89.111115,-23.666666,4
154,0.666666,25.11111,46.555557,-23.666666,4
107,13.166667,49.444443,64.44444,-13.666667,4
143,1.222221,43,64.77778,-22.11111,4
76,0.555555,36,54.11111,-18.88889,4
108,1.666666,52.666668,69.55556,-16.222221,4
24,1.222223,42.333336,61.22222,-20.555555,4
70,8.777778,33.666668,44.444443,-9.222222,4
103,0.666667,52.22222,72.66667,-20,4
64,1.055556,53.666668,78.111115,-25,4
57,0.999999,59.444443,79.44444,-18.777779,4
69,1.833333,53.444443,73.22222,-18.333334,4
140,1.5,23.444445,32.333336,-9,4
79,1.333334,38,49.666668,-10.222222,4
28,0.833333,53.444443,79.111115,-26.88889,4
89,0.722222,27.333334,41,-13.111111,4
80,1.333333,37.77778,47.666668,-8.222222,4
78,4.333334,31.333334,46,-14.333333,4
87,1.166667,55.77778,80.333336,-24.777779,4
76,3.277778,31.88889,42,-8.888889,4
126,0.555556,16.444445,27.333334,-11,4
139,1.388889,57.88889,78.77778,-20.333334,4
66,0.944445,47.77778,61.22222,-11.444445,4
21,1.277778,59.333332,79.22222,-19.666666,4
146,1.111111,8,15.666667,-7.777778,4
129,1.111111,33.11111,47.444443,-14.333333,4
139,1.666667,12.444445,23.666666,-11.777778,4
65,1.222221,53.77778,73.888885,-19.11111,4
118,1.166667,50.11111,66.333336,-14.888889,4
115,1.38889,24.88889,36.77778,-11.888889,4
17,5,40.333336,54,-12.777778,4
96,0.944444,54.11111,61,-3.111111,4
70,4.111111,36.444443,48.333332,-10.555555,4
109,1.055555,36.11111,53.666668,-17.11111,4
13,1.555553,60.666668,88.111115,-29.11111,4
73,0.61111,43,48.77778,-2.555556,4
79,0.888889,42.88889,53.88889,-8.777778,4
78,2.555556,41.11111,51.88889,-8.111111,4
100,0.444445,51.555557,69.66667,-16.777779,4
50,1.333334,53,75.77778,-23.555555,4
137,3.444445,39.88889,45.333332,-2.888889,4
107,4.722223,46.22222,58.333332,-10.777778,4
20,4.944444,32,42.77778,-10.444445,4
147,2.5,20.88889,38.666668,-19.222221,4
111,0.444445,30.333334,42.22222,-11.333333,4
120,1.555555,44.77778,56.333332,-9.222222,4
103,1.111111,30.777779,45.22222,-14.555555,4
162,0.333333,6.666666,12,-5.111111,4
70,0.777777,53.444443,77,-23,4
150,2.166667,16.222223,29.222221,-13.555555,4
138,2.388889,49.11111,66.77778,-16.555555,4
124,11.166668,49,64.44444,-14.333333,4
137,2.61111,34.88889,42.333336,-6.111111,4
125,2.444445,50.22222,73.77778,-24,4
123,1.111111,52.555557,68.55556,-14.777778,4
101,1.111111,39,57.11111,-18.11111,4
148,1.055555,21.444445,41.555557,-22.88889,4
17,1.444445,62.444443,86.55556,-24.222221,4
118,0.833334,30.777779,41.666668,-10.666667,4
83,1.555556,60.22222,79.66667,-18.11111,4
159,2.222222,25.222221,29.555555,-2.666667,4
133,1.277777,19.88889,25.777779,-4.666666,4
158,1.444445,16.777779,29,-12.777778,4
102,1.166667,50.666668,73.44444,-23.11111,4
125,1.944445,32.333336,47.555557,-15.333333,4
140,0.666667,24.88889,33.555557,-8.333333,4
111,1.500001,51.333332,71.66667,-19.333334,4
117,1.444443,33.555557,49.77778,-16.444445,4
88,1.111112,57.88889,85,-28.11111,4
158,1.166667,7.111111,11.777778,-3.777778,4
32,2.277778,48.555557,72.77778,-23.444445,4
128,1.388888,42.666668,64.22222,-21.777779,4
129,0.722222,27.555555,41.11111,-13.444445,4
48,4.666666,38.77778,49.88889,-9.888889,4
18,1.722223,59,86.111115,-27.88889,4
158,0.833333,6.333334,11.888889,-4.888889,4
154,2,21.555555,39.555557,-19.777779,4
38,1.000001,50,74.333336,-24,4
101,0.5,27.222221,39.444443,-11.888889,4
104,1.999999,58.22222,76.55556,-16.222221,4
93,2.055555,54.77778,79.22222,-24.222221,4
103,1.777778,56,73.44444,-15.777778,4
145,1,24.222221,33.333336,-7.666666,4
97,0.5,46,54.11111,-5.444445,4
160,2.777778,18.222221,31.555555,-13.888889,4
120,4.277778,44.88889,59.333332,-13.555555,4
140,1.388889,17.88889,32.22222,-15.333333,4
121,0.944444,37.444443,49.444443,-10.777778,4
127,8.555555,38,48.22222,-8.222222,4
72,1.444444,51.333332,74.44444,-23,4
62,0.944443,53.444443,76.22222,-22.777779,4
90,1.277777,57.666668,79.77778,-22.555555,4
131,9.222222,30.666666,45.77778,-15.111111,4
117,1.111111,27.444445,39,-11.444445,4
125,0.444444,14.888889,24.777779,-10,4
160,2.777778,18.222221,31.555555,-13.888889,4
22,1.388889,42.77778,62.88889,-20.666666,4
132,1.333333,33.22222,49.22222,-16.666666,4
122,11.444446,32.666668,44,-10.555555,4
111,0.555555,56.444443,75.333336,-17.444445,4
125,2.055555,52.555557,76.44444,-25.11111,4
147,2.055556,20.555555,38.666668,-20,4
81,1.833333,39.444443,51.555557,-10.444445,4
119,1.055555,40.666668,56,-14.888889,4
162,2,8,14.555555,-6.111111,4
125,2.166667,63.22222,83.111115,-18.333334,4
125,8.555554,41.666668,49,-5.111111,4
64,0.666667,35.22222,50.11111,-14.333333,4
152,2.388889,20.333334,37.666668,-18.666666,4
116,1.333333,29.11111,41.666668,-12.222222,4
76,0.388889,47.666668,61.555557,-12.333333,4
134,1.000001,37.11111,58.22222,-22.777779,4
157,1.388889,16.88889,30,-13.666667,4
25,0.611111,60.666668,89,-29.333334,4
73,1.5,38.77778,53,-14.222222,4
78,2.611111,59.666668,88.44444,-30.222221,4
109,1.222222,42.555557,62.88889,-20.555555,4
149,2.111111,16.666668,30,-14.111111,4
102,0.666667,56.77778,77.111115,-20.11111,4
66,9.222221,41,47.77778,-4.777778,4
146,5.111111,36.88889,55.88889,-18.777779,4
67,1.055554,57.11111,80.44444,-22.88889,4
80,0.666667,36.333336,48.22222,-10.111111,4
83,1.500001,45.666668,58.666668,-11.333333,4
102,7.944444,37,54.444443,-17.333334,4
68,1.111111,38.333336,42.333336,-0.777778,4
78,2.555556,41.11111,51.88889,-8.111111,4
81,1.222223,34.555557,47.22222,-11.111111,4
73,0.777777,45.666668,51.11111,-1.888889,4
65,26.444445,52.666668,64.44444,-12.111111,4
158,1.833333,35.555557,47.444443,-11.333333,4
69,0.944444,40.88889,44.555557,0.666667,4
104,1.5,59.77778,78,-16.555555,4
124,7.388889,39.22222,52.666668,-11.777778,4
134,1.444444,41.88889,63.11111,-21.11111,4
87,1.166667,55.77778,80.333336,-24.777779,4
103,0.833336,58.333332,78.111115,-18.333334,4
101,1.111111,39,57.11111,-18.11111,4
116,0.555555,42.333336,56.555557,-13.444445,4
75,5.666666,35.77778,48.22222,-11.777778,4
83,1.666666,46,59.555557,-11.555555,4
158,1.388889,7,12.222222,-4.333334,4
73,2.277779,35.666668,49.77778,-13.555555,4
85,2.833333,45,59.555557,-12.444445,4
120,8.333333,35.444447,47.77778,-11.666667,4
89,0.722222,27.333334,41,-13.111111,4
129,2,19.11111,34.88889,-16.777779,4
120,1.555555,44.77778,56.333332,-9.222222,4
82,1.333333,41.555557,53.11111,-10,4
33,0.277778,31.333334,45.555557,-13.444445,4
154,2.333333,14.888889,28.555555,-14.444445,4
120,0.944444,48.22222,59.22222,-8.555555,4
126,1.833334,16.11111,28.666666,-13.333333,4
135,1.777777,41,60.666668,-19.11111,4
68,1.833333,37.555557,41.666668,-1.222222,4
43,1.555557,54.88889,82.55556,-29.444445,4
62,0.666667,53.77778,80,-27.11111,4
102,1.777779,46.22222,64.333336,-16.444445,4
123,1.944444,51.88889,73.77778,-22.333334,4
117,1.277778,39.555557,58.444443,-19,4
98,1.055556,24.88889,37.11111,-11.666667,4
32,0.833334,54.22222,70.88889,-15.777778,4
106,7,34.11111,45.77778,-10.777778,4
78,2.944444,27.11111,37.444443,-9.555555,4
84,0.888889,7.333334,11.777778,-4.666666,4
107,10.333333,26.88889,35.88889,-7,4
101,2.055554,56.88889,79.44444,-22.444445,4
124,1.888889,36.77778,56.333332,-20.222221,4
19,1.444445,38,58.77778,-21.555555,4
156,2.5,16.777779,29.222221,-12.666667,4
35,1.055555,61.77778,85.333336,-23,4
130,9.777778,9.888889,18.88889,-9.444445,4
15,1.111111,61,87.44444,-27.222221,4
96,0.833333,54.444443,77,-22.444445,4
102,0.444445,51.11111,69.111115,-17,4
112,1.055556,52.22222,73.333336,-20.777779,4
