@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Hedge-mean numeric
@attribute Hedge-sd numeric
@attribute Rawred-mean numeric
@attribute Rawblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
28,9,1.111112,1.186343,96.111115,131.22223,-12.888889,2
62,9,1.888887,0.720082,112.333336,139.33334,-14.111111,2
39,9,1.333333,1.333333,99.44444,131.11111,-13.666667,2
32,9,2.611109,1.040738,129.77779,146.33334,-10.555555,2
27,9,0.5,0.255555,132.55556,146.55556,-8.888889,2
59,9,1.055556,0.285185,116.55556,140.44444,-14.111111,2
88,9,0.500001,0.211111,101.55556,127.55556,-23.777779,2
41,9,0.388892,0.327733,95.111115,128.88889,-13.777778,2
48,9,0.999999,0.355556,94.77778,129.11111,-24.333334,2
53,9,0.833333,0.700008,128.22223,145.77777,-13.333333,2
51,9,1.499998,1.944436,117,140.22223,-13.666667,2
18,9,0.555557,0.272164,97.22222,130.44444,-10.333333,2
48,9,1.333331,0.355557,107.44444,132.44444,-25,2
16,9,0.888891,0.385184,99.111115,131.11111,-19.777779,2
97,9,1,0.666667,126.55556,145.44444,-9.777778,2
66,9,1.833335,2.122228,106.888885,128.77779,-21.666666,2
21,9,1,0.516396,116.22222,143.11111,-14.222222,2
24,9,1.611109,0.418519,110.77778,137.77779,-15.888889,2
58,9,1.000001,0.421638,110.111115,138.77779,-14.666667,2
18,9,0.555553,0.385184,102.44444,132.33334,-19.444445,2
39,9,1.222218,0.474075,116.333336,142.44444,-13.888889,2
46,9,2.166668,0.781735,112.77778,141,-14,2
33,9,0.888888,0.620634,113.22222,140.88889,-15,2
54,9,0.944444,0.551855,109.111115,132.44444,-24,2
90,9,0.777779,0.562963,105.888885,128.55556,-22.444445,2
19,9,1.444447,0.779364,115.44444,142.44444,-13.666667,2
12,9,1.611112,0.975626,107.22222,135.33334,-13.444445,2
66,9,1.444443,2.874073,111,139.77779,-17,2
37,9,1.055553,0.951851,80.111115,121.111115,-28.11111,2
36,9,1.833335,1.455557,89.55556,125.22222,-26.11111,2
46,9,1.111112,1.00741,93.888885,128.88889,-23.222221,2
55,9,1.166668,0.700002,113.888885,139.33334,-15,2
28,9,1.444441,1.29386,111,138.66667,-13.888889,2
32,9,0.833332,0.655558,99.22222,132.55556,-23.11111,2
60,9,0.777777,0.385185,99.55556,128.22223,-24.666666,2
75,9,11.111111,10.014803,105.888885,133,-16.444445,2
36,9,1.055556,0.64693,98.22222,130.33334,-14.111111,2
13,9,1.111115,0.162961,134.33334,149.11111,-8.777778,2
39,9,0.777776,0.583728,113.888885,140.33334,-17.555555,2
57,9,0.888889,0.340743,111.333336,139,-17,2
56,9,0.722221,0.107408,116.22222,141.66667,-15,2
101,9,0.611109,0.329633,126.44444,147.22223,-11.444445,2
77,9,1.166665,0.809667,93.888885,125.22222,-11.555555,2
14,9,0.611113,0.712327,99,130.66667,-12.555555,2
61,9,0.555556,0.272164,95.111115,128.33334,-15.888889,2
113,9,1.333333,1.066667,124.666664,145.66667,-12.333333,2
54,9,0.666667,0.557772,97.55556,127.44444,-15.222222,2
33,9,0.500001,0.349603,96.77778,128.66667,-12.777778,2
70,9,1.111108,0.562963,104,127.77778,-20.222221,2
34,9,1.888891,1.140745,131.44444,146.66667,-12.111111,2
71,9,1.499999,0.299998,115.55556,140.88889,-13.555555,2
24,9,0.888888,1.140749,117.666664,141.66667,-12.222222,2
21,9,1.166667,0.408248,115.77778,141.88889,-12.333333,2
29,9,1.388891,1.574082,119,142.77777,-14.444445,2
45,9,0.611109,0.285185,87.111115,124,-26,2
35,9,1.166665,0.809664,96.44444,125.44444,-11,2
31,9,0.777777,0.344266,101.888885,132.55556,-13.555555,2
94,9,1.277776,0.507409,80.888885,119.22222,-28.555555,2
29,9,0.444443,0.403686,98.55556,130.55556,-14.888889,2
54,9,1.722223,0.928958,96.77778,126.111115,-15.555555,2
51,9,0.944443,0.772203,95.22222,127,-14.222222,2
58,9,1.000001,0.533334,77.333336,118.77778,-29.444445,2
58,9,1.444444,1.003697,110.44444,138.77779,-14.111111,2
91,9,0.722221,0.772203,92.55556,123.44444,-18.666666,2
62,9,1.666669,1.333336,115.77778,139.44444,-13.666667,2
18,9,0.5,0.278888,102.333336,130.11111,-14.666667,2
41,9,1.499999,0.655553,103.888885,131.22223,-24.88889,2
35,9,0.944447,0.107407,83.333336,122.55556,-25.222221,2
79,9,1.055553,0.462965,73.55556,115.333336,-30,2
57,9,1.388891,0.800464,112.22222,139,-12.333333,2
86,9,1.166669,0.691214,92.888885,124.111115,-16.333334,2
24,9,0.888888,1.140749,117.666664,141.66667,-12.222222,2
34,9,1.388888,0.879814,113.666664,142,-14.111111,2
44,9,2.333333,2.139576,112,136.88889,-11.111111,2
62,9,1.000001,0.355555,85.666664,121.44444,-23.333334,2
27,9,2.055557,1.356739,111.55556,138.66667,-14.666667,2
64,9,1.333331,0.918936,96.333336,126.22222,-15,2
85,9,0.888888,0.429629,79.22222,118,-30.333334,2
40,9,1.499999,1.544443,113.333336,139.66667,-16.333334,2
20,9,1.166665,1.149877,115.666664,142.33334,-14.666667,2
30,9,0.944444,0.772201,99.333336,131.11111,-13.555555,2
109,9,1.000001,0.843276,89.44444,122.22222,-20.11111,2
45,9,0.777779,0.54433,95.888885,126.888885,-14.555555,2
68,9,0.722224,0.574134,94.22222,126.333336,-17.444445,2
50,9,0.944445,0.952579,94.666664,125.77778,-16.666666,2
41,9,0.388892,0.327733,95.111115,128.88889,-13.777778,2
90,9,0.777779,0.562963,105.888885,128.55556,-22.444445,2
40,9,0.666667,0.699204,95.333336,129,-12.777778,2
42,9,1.666668,1.264908,95.666664,126.22222,-12.111111,2
71,9,0.888888,0.720081,111.44444,138.33334,-16.222221,2
25,9,0.833333,0.477775,88,125.666664,-26.11111,2
13,9,1.333333,0.400002,119.666664,145.44444,-12.888889,2
20,9,0.833333,0.752773,114,140.55556,-13.666667,2
63,9,0.666668,0.177777,108.44444,137.55556,-16.666666,2
20,9,0.833333,0.752773,114,140.55556,-13.666667,2
74,9,0.500001,0.077778,89.111115,123.22222,-25.88889,2
25,9,1.111111,0.118518,117.77778,142.33334,-12.333333,2
81,9,0.888891,0.429629,105.666664,128.88889,-26.11111,2
59,9,1.333333,0.8165,110.55556,138.77779,-15.777778,2
28,9,0.888887,0.455421,99.44444,131.11111,-13.888889,2
46,9,2.166668,0.781735,112.77778,141,-14,2
32,9,1.500001,1.188888,110.22222,138.11111,-16.333334,2
89,9,1.277779,0.772203,93.111115,125.44444,-19.222221,2
15,9,0.777774,0.118519,134.33334,150.11111,-8.666667,2
18,9,0.944445,0.374079,133.33334,147.55556,-10.888889,2
50,9,0.944445,0.952579,94.666664,125.77778,-16.666666,2
81,9,1.055557,0.551853,75.66667,116.44444,-33.88889,2
20,9,1.444443,0.562963,102.666664,132.33334,-21.88889,2
62,9,1.611109,0.862963,100.77778,126.333336,-21.11111,2
40,9,1.222221,2.118513,117.44444,142.22223,-14.555555,2
46,9,1.333332,0.596282,100.888885,132.88889,-13.555555,2
54,9,1,0.844443,127.55556,145.55556,-13.333333,2
81,9,0.722224,0.389683,91.888885,124.888885,-14.777778,2
64,9,1.333331,0.918936,96.333336,126.22222,-15,2
25,9,1.277776,0.774075,89.111115,126.888885,-26.222221,2
16,9,0.944448,0.062963,134.66667,149.88889,-11.222222,2
57,9,0.666665,0.488889,115.77778,140.44444,-12,2
115,9,1.444445,1.229636,123.22222,145.33334,-9,2
93,9,1.055555,1.396291,103.888885,128,-21.88889,2
75,9,0.888888,0.385187,72,115.888885,-32.333332,2
23,9,1.166665,1.224743,111,139.77779,-14.333333,2
15,9,1.888888,2.162973,119.666664,145.33334,-14.111111,2
79,9,0.777779,0.403686,93.888885,126.55556,-14.888889,2
41,9,1.111115,0.874068,130.66667,147.22223,-10.777778,2
74,9,0.500001,0.077778,89.111115,123.22222,-25.88889,2
21,9,2.055556,1.218685,113.44444,142.44444,-14.111111,2
77,9,1.277776,1.351844,128.55556,147.33334,-12.111111,2
33,9,0.722221,0.062963,97.77778,132,-21.333334,2
30,9,0.611111,0.772202,115.111115,141,-15.888889,2
47,9,1.555557,0.829628,114.111115,139.77779,-18.555555,2
32,9,2.611109,1.040738,129.77779,146.33334,-10.555555,2
13,9,1.166667,1.011112,122.77778,145.44444,-11.111111,2
30,9,0.611109,0.611616,97.666664,129,-12.666667,2
14,9,1.666669,1.333332,104.22222,134.11111,-13,2
41,9,1.111112,1.025597,111.888885,139.77779,-16.777779,2
68,9,0.888889,0.829629,95.111115,124.888885,-25.333334,2
66,9,0.888888,0.607411,80.66667,118.77778,-27.666666,2
18,9,1.166669,0.211111,131.44444,147.88889,-10.666667,2
107,9,1.055555,0.418522,125.77778,145.22223,-11,2
36,9,1,0.222216,128.55556,146.11111,-12.222222,2
71,9,2.222221,3.762964,96.666664,122.44444,-23.333334,2
31,9,0.888889,0.344265,115.55556,143.11111,-14.888889,2
12,9,1.777779,0.785183,115.55556,143.11111,-11.333333,2
52,9,0.777777,0.740744,101,129.22223,-20.88889,2
32,9,1.777779,1.310922,115.111115,142.22223,-14.666667,2
49,9,1.77778,1.068055,113.111115,140.44444,-16.444445,2
54,9,0.833335,0.658283,97.888885,127.111115,-15,2
44,9,1.333333,0.31111,93,126.77778,-23.333334,2
136,9,2.111111,2.391343,6.666666,20.88889,-9.555555,3
122,9,0.833333,0.388889,0,4.444445,-3.777778,3
135,9,0.333333,0.177778,0,2.777778,-2.555556,3
135,9,0.333333,0.088889,0,2.111111,-1.888889,3
123,9,0.444444,0.207407,0,2,-1.777778,3
141,9,0.888889,0.82963,0.444444,7.666666,-4.777778,3
122,9,1.555556,1.996293,14.222222,31.11111,-15.111111,3
125,9,1.055556,0.90472,11.111111,30.666666,-14,3
80,9,34.61111,409.39636,60.333332,79.55556,-7,3
80,9,3.833333,36.12222,6.555555,15.111111,-4.777778,3
110,9,0.5,0.566667,0.111111,4.888889,-4.111111,3
89,9,5.833334,11.85555,5.777778,17.11111,-5.777778,3
76,9,1.833333,1.811111,3.777778,13.333333,-1.777778,3
115,9,2.722222,2.792185,18.444445,39,-16.11111,3
76,9,1.666667,1.861899,0.888889,4.666667,-2,3
64,9,20.222223,17.629103,24.666666,38,-2,3
77,9,1.611111,1.574075,1.222222,10.222222,-4.333334,3
123,9,0.666667,0.044444,0,3.777778,-3.111111,3
122,9,1.166667,0.691215,10.222222,25.333334,-9.555555,3
91,9,0.833333,0.255556,0.555556,8,-6.111111,3
139,9,0.333333,0.088889,0,1.333333,-1.333333,3
126,9,1.055556,0.285185,0.555556,6.555555,-3.555556,3
145,9,2.111111,4.385186,0.666667,3.555556,-0.222222,3
98,9,1.333333,0.918937,0.555556,3.555556,-0.111111,3
70,9,7.944445,6.916698,13.666667,23.88889,-1.111111,3
81,9,9.222222,205.36296,14,30.555555,-5.666666,3
99,9,2.777778,4.651851,3.444444,11.555555,-4.555555,3
115,9,3.333333,1.414213,8.444445,22.88889,-5.333334,3
109,9,3.999999,3.084009,7,22.333334,-8.222222,3
124,9,1.111111,1.051852,0.222222,6.111111,-3.888889,3
120,9,1.055556,0.462963,0.222222,4.444445,-2.444444,3
77,9,2.388889,0.774074,3.222222,13.111111,-2.777778,3
138,9,0.944444,0.712326,0.111111,2.777778,-1.777778,3
102,9,9.444444,90.91857,10.111111,20.222221,-4.777778,3
99,9,1,0.355556,0.111111,5.555555,-4.777778,3
105,9,31.222223,650.42957,35.77778,52.666668,-8.222222,3
97,9,0.555555,0.207407,0.111111,5.555555,-4.333334,3
139,9,2.111111,1.668887,16,22.555555,-7.222222,3
123,9,1,0.844444,0.222222,3.666667,-2.777778,3
73,9,10.722222,7.680904,32.11111,70.111115,-26.666666,3
138,9,0.722222,0.490653,2,9.333334,-2.888889,3
96,9,2.333333,7.51111,2.111111,9.777778,-4.333334,3
102,9,0.833333,0.566667,0.666667,6.333334,-3.666667,3
133,9,0.222222,0.02963,0,2.222222,-2.222222,3
87,9,1.888889,1.746955,1.222222,5.666666,-3.111111,3
122,9,1.388889,7.574073,0.555556,5.222222,-3.777778,3
121,9,1.166667,0.833334,0.777778,7.777778,-3.444444,3
80,9,16.666666,71.5111,17.333334,31.666666,-5.222222,3
90,9,2.444444,2.018434,2.555556,5.777778,3,3
145,9,7.5,6.112829,9.888889,20.11111,-9.333333,3
72,9,1.388889,1.44074,1.555556,9.444445,-5.888889,3
88,9,0.944445,0.32963,0.444444,6.444445,-4,3
120,9,0.5,0.3,0,4,-3.333333,3
99,9,3.055555,14.774076,1.111111,9,-5.444445,3
100,9,5.777778,68.87406,4.666667,13.333333,-5.111111,3
93,9,1.388889,1.796296,0.555556,7.222222,-5.333334,3
111,9,0.388889,0.240741,0,4,-4,3
99,9,3.055555,14.774076,1.111111,9,-5.444445,3
91,9,1.111111,0.385185,0.444444,6.222222,-4.222222,3
132,9,0.388889,0.534027,0,3.444444,-2.555556,3
87,9,44.722225,1386.3292,58.77778,79,-8.666667,3
125,9,0.833333,0.691215,0.444444,3.888889,-2.333333,3
120,9,0.611111,0.772202,11.222222,25.777779,-9.888889,3
87,9,44.722225,1386.3292,58.77778,79,-8.666667,3
95,9,2.666666,3.555556,4.777778,15.444445,-3.555556,3
94,9,0.722222,0.196296,0.111111,6,-4.777778,3
95,9,3,3.288889,2.222222,9.444445,-3.888889,3
91,9,0.833333,0.255556,0.555556,8,-6.111111,3
96,9,1.111111,0.34074,1.111111,8.555555,-6.111111,3
144,9,0.5,0.166667,0,3.444444,-3.444444,3
95,9,1.111111,0.251852,2.333334,12.555555,-5.777778,3
118,9,0.388889,0.062963,0,2,-1.777778,3
132,9,0.222222,0.02963,0,1.111111,-1.111111,3
85,9,2.277778,6.818519,3.555556,14.888889,-6.222222,3
92,9,7,5.688196,8.777778,18.666668,-6.333334,3
128,9,3.166667,12.433335,2.444444,9.555555,-4.222222,3
95,9,1.055556,0.72963,0.888889,7.222222,-3.222222,3
122,9,1.333333,0.699206,8,28.333334,-12.111111,3
120,9,0.833333,1.055556,0.111111,3.333333,-2.333333,3
122,9,0,0,0,1,-1,3
108,9,27.277779,15.930981,41.77778,61.11111,-9.777778,3
103,9,2.944445,3.421609,1.888889,6.222222,-1.222222,3
137,9,0.333333,0.044444,0,2,-2,3
107,9,0.833333,0.344444,0.333333,5.333334,-3.666667,3
114,9,8.833333,8.66859,18.333334,47.22222,-17.777779,3
133,9,0,0,0,0,0,3
134,9,0.833333,0.278887,0.111111,3.888889,-1.333333,3
126,9,0.944444,0.574134,5.222222,20,-8.555555,3
126,9,0.944444,0.490653,0.555556,5.222222,-0.666667,3
124,9,6.5,4.544838,4.111111,12.888889,-5.444445,3
127,9,0.777778,0.688531,0.555556,5.555555,-1.888889,3
97,9,0.777778,0.474074,0.555556,5.888889,-3.555556,3
81,9,22.111109,263.09634,34.88889,51.77778,-4.666666,3
130,9,0.333333,0.365148,0,2.555556,-2.333333,3
139,9,2.111111,1.668887,16,22.555555,-7.222222,3
130,9,0.277778,0.389682,0,2.333334,-2.333333,3
116,9,1.055556,1.440741,0.333333,5.111111,-3.222222,3
81,9,5.722223,28.50741,7.666666,18.88889,-4.777778,3
137,9,0.833333,0.809664,0.222222,2.666667,-1.777778,3
68,9,18.277777,338.64075,38.555557,60.11111,-12.888889,3
129,9,0.111111,0.02963,0,1.555556,-1.555556,3
69,9,4.333333,36.400005,6.888889,16,-2.222222,3
126,9,0.5,0.166667,0,3.666667,-2.555556,3
85,9,1.111111,0.720082,0.444444,3.444444,-1,3
80,9,16.666666,71.5111,17.333334,31.666666,-5.222222,3
146,9,0.055556,0.136083,0,0.111111,-0.111111,3
107,9,3.944445,17.12963,4.888889,14.555555,-6.111111,3
108,9,1.166667,0.912871,0.555556,3.333333,-0.555556,3
82,9,2.111111,4.385186,1.777778,10.222222,-2.444444,3
120,9,1.444444,1.869838,10.555555,33.11111,-16.555555,3
73,9,9.444445,12.33003,20.555555,57.333332,-25.444445,3
91,9,0.666667,0.311111,1.111111,8,-5.333334,3
134,9,1.611111,1.06284,3.666667,15.888889,-6.444445,3
120,9,3.722222,9.618522,1.444444,7.666666,-4.888889,3
123,9,0.166667,0.077778,0,3.444444,-3.444444,3
106,9,0.111111,0.172133,0,1.666667,-1.666667,3
90,9,0.666667,0.222222,0.555556,6.888889,-5.444445,3
136,9,0,0,0,0,0,3
76,9,7.833334,201.72226,8.444445,19.444445,-2.555556,3
134,9,1.5,1.544444,2.222222,11.444445,-3.888889,3
93,9,1.5,0.922222,2,9.333334,-4,3
122,9,0.444444,0.403687,0,1.222222,-0.333333,3
125,9,0.5,0.3,0,3.888889,-3.444444,3
127,9,1.055556,0.490653,9,30.11111,-11.777778,3
75,9,10.222221,99.0963,29.777779,50.666668,-13.111111,3
90,9,0.666667,0.222222,0.555556,6.888889,-5.444445,3
118,9,0.333333,0.088889,0,2.555556,-2.111111,3
83,9,12.888889,28.785189,9,22.666666,-8.777778,3
109,9,2.833333,1.677777,1.444444,8.444445,-3.888889,3
112,9,1.555556,1.718518,1.111111,7.222222,-2.111111,3
139,9,0.333333,0.516398,0,1.777778,-1.333333,3
123,9,0.5,0.211111,0,3.333333,-2.888889,3
105,9,3.666666,14.400001,1.666667,8.333334,-5.111111,3
104,9,22.111109,21.61858,14.888889,23.444445,-3.222222,3
113,9,0.666667,0.488889,0.111111,3.444444,-2.222222,3
91,9,25.277779,377.9295,38.444443,52.666668,-7.555555,3
81,9,5.722223,28.50741,7.666666,18.88889,-4.777778,3
83,9,0.666667,0.632455,1.555556,6,-0.444444,3
66,9,10.944443,5.289054,32.333336,49.555557,-6.333334,3
111,9,0.944444,1.396296,0,3.555556,-2.888889,3
75,9,26.611113,31.71359,47.444443,65.44444,-8.666667,3
70,9,9.944444,6.948753,16.222223,26.666666,-2.444444,3
142,9,0.111111,0.02963,0,0.111111,-0.111111,3
121,9,0.944445,0.712325,8.888889,29.222221,-11,3
131,9,1,1.095445,0.222222,1.777778,-1.555556,3
71,9,21.888885,16.536379,25.555555,40.22222,-6.222222,3
136,9,2.666667,3.197221,9,25.333334,-9.888889,3
73,9,2.333333,1.066666,2.333334,10.666667,-4.111111,3
128,9,2.444444,1.68215,10.111111,25.88889,-9.111111,3
124,9,0.444444,0.074074,0,2.444444,-2,3
133,9,0,0,0,0,0,3
117,9,0.611111,0.774074,0.222222,3.555556,-3.333333,3
81,9,0.777778,0.296296,1,7.444445,-4.444445,3
124,9,1.388889,0.907407,1,5.555555,-2.777778,3
95,9,2.222222,3.096295,0.777778,7.444445,-5.777778,3
124,9,1.833333,6.433335,1.444444,5.888889,-4,3
107,9,0.666667,0.421637,13,36,-11.666667,3
118,9,0.055556,0.136083,0,0.111111,-0.111111,3
95,9,1.111111,0.620633,0.666667,3.888889,-0.111111,3
132,9,1.722222,0.998146,0.666667,4.222222,-2.888889,3
80,9,1.833333,1.1,2.888889,12.444445,-3.555556,3
79,9,1.333333,0.533333,2,9.222222,-4.555555,3
129,9,0.388889,0.151852,0,1.555556,-1.555556,3
110,9,0.5,0.211111,0.111111,4.444445,-3.666667,3
124,9,0.277778,0.151852,0,2,-2,3
134,9,0.055556,0.018519,0,0.111111,-0.111111,3
120,9,0.5,0.077778,0.222222,3,-2.777778,3
100,9,0.666667,0.365148,0.111111,2.777778,-1.333333,3
117,9,0.111111,0.02963,0,3.111111,-2.888889,3
136,9,0.388889,0.107407,0.111111,1.888889,-1.777778,3
138,9,0.888889,0.385185,0,3.777778,-2.888889,3
125,9,0.888889,0.344265,0,3.111111,-2.444444,3
136,9,2.777778,3.166959,16.88889,25.777779,-11.333333,3
145,9,1.277778,2.062963,0.333333,1.444444,-0.222222,3
121,9,0.111111,0.074074,0,3.333333,-3.111111,3
73,9,1.722222,0.862962,1.777778,9.666667,-5.222222,3
111,9,4.111111,19.496296,2.222222,9.111111,-4.666666,3
75,9,26.611113,31.71359,47.444443,65.44444,-8.666667,3
129,9,0.388889,0.151852,0,1.555556,-1.555556,3
102,9,0.833333,0.566667,0.666667,6.333334,-3.666667,3
120,9,5.944445,60.06297,3.333333,12.777778,-6.555555,3
110,9,2.277777,1.902241,9.222222,29,-11.333333,3
109,9,2,5.911112,2.555556,9.666667,-2.666667,3
140,9,1.777778,1.047042,3.777778,14,-3.333333,3
95,9,1.944444,0.685186,1.222222,9,-4,3
137,9,0.388889,0.250924,0,2.222222,-2,3
112,9,0.111111,0.272166,0,0.444444,-0.444444,3
79,9,1.166667,1.322222,1.777778,10.555555,-4.555555,3
144,9,0.611111,0.151852,0.111111,6.555555,-4.888889,3
98,9,0.666667,0.730297,0.333333,2.888889,-0.555556,3
96,9,1.555556,2.251852,0.888889,7.777778,-4.666666,3
129,9,0.111111,0.02963,0,1.555556,-1.555556,3
124,9,0.555556,0.474074,0.111111,2.777778,-1.777778,3
130,9,1.222222,0.655461,0.444444,5,-1.888889,3
91,9,1,1.955556,1.888889,10.666667,-3.888889,3
107,9,9.833333,17.54708,7.333334,12.222222,-1.555556,3
96,9,0.833333,0.3,2.666667,11.888889,-5.888889,3
124,9,1.444444,0.785185,0.222222,2.666667,-1.777778,3
144,9,0.222222,0.074074,0,2.888889,-2.888889,3
138,9,5.5,2.428991,9.888889,24.777779,-4.888889,3
115,9,1.388889,0.685185,0.555556,5.666666,-2.444444,3
125,9,2.666667,3.777778,1.555556,7.777778,-4.444445,3
113,9,0.277778,0.327731,0,2.777778,-2.555556,3
98,9,0.388889,0.062963,0,4.111111,-3.888889,3
124,9,0.222222,0.074074,0,3.222222,-3.222222,3
107,9,1.111111,2.562963,0.222222,4.555555,-3.666667,3
133,9,0.222222,0.02963,0,1.444444,-1.444444,3
110,9,0.5,0.211111,0.111111,4.444445,-3.666667,3
106,9,1.277778,0.596296,0.333333,4.888889,-2.555556,3
93,9,3.444444,11.674076,3.222222,11.888889,-4.666666,3
108,9,3.388889,10.107411,5.111111,14.111111,-5.666666,3
119,9,1.333333,1.38243,2.111111,6.777778,-0.444444,3
119,9,1.055556,0.951852,0.111111,3.222222,-2.666667,3
90,9,1.111111,2.118518,0.888889,7.888889,-5.888889,3
106,9,2.222222,3.718517,1,7.888889,-4.666666,3
116,9,1.222222,1.096297,0.555556,5.666666,-1.777778,3
127,9,1,0.788811,1.333333,6.777778,-1.444444,3
107,9,6.777779,23.185177,4.555555,13,-4.888889,3
131,9,0.333333,0.044444,0,1.555556,-1.555556,3
130,9,0.555555,0.544331,0.111111,3.333333,-2.111111,3
120,9,0.388889,0.062963,0,3,-3,3
86,9,8.777779,105.54074,8.777778,19.88889,-5.555555,3
115,9,0.722222,0.32963,0.333333,6.222222,-3.222222,3
119,9,0.555555,0.207407,0,4.222222,-4,3
100,9,2.555556,8.829631,1.444444,9.444445,-5.111111,3
103,9,1.111111,0.962963,0.111111,5.666666,-4.444445,3
87,9,1.888889,1.746955,1.222222,5.666666,-3.111111,3
83,9,2.333333,1.688889,2.222222,11.888889,-4.777778,3
133,9,0.388889,0.327731,0,2.777778,-2.555556,3
81,9,15.166667,110.8778,33.11111,55.555557,-14.444445,3
116,9,1.333334,1.135293,11.777778,29.555555,-11.555555,3
115,9,0.555555,0.385185,0.222222,4.666667,-3.333333,3
122,9,4.833334,42.255566,3.333333,11.333333,-4.222222,3
132,9,0.555555,0.785185,0.111111,2,-1.888889,3
114,9,0.277778,0.062963,0.777778,3.888889,-3.555556,3
85,9,2.388889,3.050805,2.111111,6.777778,-2.222222,3
120,9,0.444444,0.296296,0,3.888889,-2.111111,3
84,9,1.777778,2.696297,1.555556,9,-4.333334,3
121,9,1.5,0.888194,1.111111,6,-0.888889,3
111,9,1.944444,1.041722,9.666667,30.11111,-11.111111,3
98,9,1.777778,1.318518,1.222222,9.222222,-3.333333,3
143,9,0.888889,0.607407,0.888889,9.444445,-5.888889,3
137,9,3.833333,37.500004,2.555556,9,-4.666666,3
95,9,1.611111,1.218518,1,9.222222,-2.888889,3
126,9,1.222222,6.296297,0.444444,3.555556,-2.888889,3
121,9,1.5,0.888194,1.111111,6,-0.888889,3
87,9,13.222221,70.02964,12.222222,23.444445,-4.333334,3
85,9,2.055556,6.862964,1.333333,8.888889,-4.888889,3
96,9,2.777778,6.162962,1,8,-4.333334,3
136,9,2.666667,3.197221,9,25.333334,-9.888889,3
100,9,2.444444,6.02963,2.777778,11.555555,-6.555555,3
110,9,2.722222,2.996295,1.444444,6.444445,0.111111,3
120,9,0.722222,0.879815,1.111111,6.555555,-1.888889,3
91,9,33.444447,889.3629,35.88889,52.666668,-8.777778,3
99,9,1,0.355556,0.111111,5.555555,-4.777778,3
138,9,0.388889,0.418519,0,0.666667,-0.444444,3
127,9,0.222222,0.02963,0,1.888889,-1.888889,3
109,9,1.111111,1.896296,0.333333,4.777778,-3.555556,3
140,9,3.055556,2.678447,6,15.111111,-3.777778,3
92,9,2.277778,3.529629,3.222222,12.666667,-3,3
116,9,0.833333,0.922222,0.222222,5,-3.888889,3
79,9,14.166667,155.3222,24.333334,45.77778,-13.666667,3
137,9,0.277778,0.018519,0,0.666667,-0.666667,3
138,9,0.444444,1.185185,0.111111,0.666667,-0.555556,3
143,9,0.277778,0.136083,0,1.222222,-1.222222,3
144,9,0.333333,0.088889,0,3,-3,3
116,9,2.111111,1.318519,0.888889,6,-2.666667,3
147,9,3.555555,3.215702,6.444445,9.888889,-2.777778,3
121,9,2.055556,2.059306,9.555555,23.444445,-9.222222,3
91,9,1.388889,0.996296,0.888889,8.111112,-3.666667,3
146,9,0,0,0,0,0,3
89,9,0.777778,0.474074,0.111111,6.444445,-5.888889,3
119,9,1.777778,1.721326,12.222222,33.666668,-14.111111,3
102,9,29.888887,488.02975,37.444443,52.666668,-6.111111,3
131,9,0,0,0,0,0,3
69,9,20.444445,1039.5408,19.222221,29.333334,-2.777778,3
122,9,4.111111,3.781044,17.88889,25.11111,-9.666667,3
120,9,1.444444,1.869838,10.555555,33.11111,-16.555555,3
89,9,0.777778,0.474074,0.111111,6.444445,-5.888889,3
88,9,2.166666,1.98889,1.555556,10.111111,-3.444444,3
94,9,2.555556,1.64204,3.222222,7.777778,2.333333,3
82,9,6.222223,66.65185,4.333334,14.555555,-5.777778,3
115,9,5,2.936362,3.555556,12.888889,-4,3
106,9,0.833333,0.477778,0.444444,6.111111,-5.222222,3
137,9,1,0.177777,3.111111,13.888889,-5.222222,3
127,9,1.277778,0.827759,10.888889,26.444445,-13.777778,3
124,9,2.388889,1.678844,7.555555,24.11111,-7,3
135,9,0.222222,0.118519,0,0.666667,-0.666667,3
81,9,9.222222,205.36296,14,30.555555,-5.666666,3
145,9,1.277778,2.062963,0.333333,1.444444,-0.222222,3
138,9,0.333333,0.177778,0,2.333334,-2.333333,3
112,9,0.5,0.182574,0,1.222222,-1,3
125,9,0.722222,0.490654,12.444445,23.666666,-9.888889,3
113,9,6.166666,6.224503,17.11111,44.22222,-16.666666,3
98,9,4.666666,39.288876,2.333334,10.444445,-5.222222,3
136,9,2.055555,2.112573,4.111111,13.222222,-4,3
122,9,0.444444,0.403687,0,1.222222,-0.333333,3
130,9,1.444445,0.474074,15.777778,31.88889,-14.777778,4
111,9,1.500001,1.471961,51.333332,71.66667,-22.333334,4
104,9,1.5,1.011113,59.77778,78,-21.555555,4
100,9,1.444445,0.651851,50.333332,66.88889,-19.444445,4
42,9,0.611111,0.534027,24.444445,36.22222,-12.444445,4
127,9,1.666667,1.24722,39.444443,57.333332,-18.777779,4
77,9,0.666667,0.557774,51.11111,74,-20.666666,4
101,9,1.111111,1.186342,39,57.11111,-18.11111,4
117,9,1.444443,0.860663,33.555557,49.77778,-15.777778,4
89,9,1.222221,0.958392,51,74.44444,-22.777779,4
159,9,1.277778,1.574074,5.111111,10.111111,-5.888889,4
