@relation segment

@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Rawblue-mean numeric
@attribute Exred-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
89,106.07407,125.44444,-38.88889,-2.306204,2
11,143.44444,150.88889,-19.666666,-2.521648,2
55,124.111115,139.33334,-30.666666,-2.308179,2
68,107.37037,126.333336,-39.444443,-2.333212,2
32,121.44444,138.11111,-33.666668,-2.309391,2
25,128,142.33334,-30.666666,-2.354552,2
99,93.40741,118,-43.22222,-2.207756,2
19,110.296295,130.22223,-37.88889,-2.264331,2
51,108.74074,127,-40.555557,-2.383438,2
49,120.703705,139.33334,-37.77778,-2.315477,2
20,125,140.55556,-33,-2.348006,2
52,111.62963,129.22223,-31.88889,-2.229685,2
53,134.77777,145.77777,-19.666666,-2.217488,2
51,126.333336,140.22223,-28,-2.306687,2
62,110.18519,127.111115,-28.555555,-2.178149,2
32,126.22222,142.22223,-33.333332,-2.333746,2
109,102.48148,122.22222,-39.11111,-2.297546,2
12,127.44444,143.11111,-35.666668,-2.402917,2
57,135.96297,146.22223,-18.222221,-2.215046,2
32,126.22222,142.22223,-33.333332,-2.333746,2
88,110.59259,127.55556,-27.11111,-2.139239,2
13,131.77777,144.77777,-29,-2.386251,2
23,123,139.77779,-36,-2.356262,2
13,104.111115,128.44444,-47.666668,-2.28708,2
36,111.92593,130.33334,-41.11111,-2.387384,2
74,101.85185,123.22222,-38.22222,-2.220553,2
44,99,121.44444,-42,-2.254541,2
58,92.703705,118.55556,-47.444443,-2.239301,2
35,109.111115,125.44444,-38,-2.420203,2
57,135.77777,146.66667,-19,-2.187422,2
33,124.55556,140.88889,-34,-2.333537,2
57,100.44444,122.22222,-42.666668,-2.288131,2
46,124.55556,141,-35.333332,-2.357688,2
50,124.111115,140.88889,-33,-2.28828,2
15,106.51852,131.11111,-46.88889,-2.266452,2
40,125.111115,141.55556,-33.333332,-2.313685,2
20,126.55556,142.33334,-32.666668,-2.328034,2
54,108.85185,126.111115,-36.22222,-2.33633,2
115,132.77777,145.33334,-28.666666,-2.405477,2
60,109.77778,128.22223,-30.666666,-2.16692,2
14,113.81481,132.11111,-41.11111,-2.391113,2
62,123.48148,139.33334,-33.444443,-2.343404,2
122,16.185184,25.333334,-17.88889,-2.247266,3
111,1.296296,3.555556,-3.888889,-2.139494,3
80,23.62963,31.666666,-18.88889,-2.431513,3
137,0.222222,0.666667,-0.666667,-2.094395,3
136,12.185185,20.88889,-16.555555,-2.268991,3
120,1.333333,3.333333,-3.666667,-2.178769,3
144,0.962963,2.888889,-2.888889,-2.094395,3
142,3.851852,7.222222,-6.555555,-2.280603,3
135,0.740741,2.111111,-2.222222,-2.137446,3
123,1.518519,4.222222,-4.555555,-2.164094,3
90,9,15.666667,-12.666667,-2.266389,3
73,4.851852,9.666667,-9.222222,-2.268176,3
128,5.296296,9.555555,-8.555555,-2.300368,3
119,4.37037,6.777778,-6.777778,-2.587228,3
109,13.296296,22.333334,-18.88889,-2.344093,3
95,4.444445,9,-9.666667,-2.333804,3
91,3.888889,8.111112,-9,-2.354575,3
93,5,9.333334,-9,-2.329423,3
138,1.148148,2.777778,-3.111111,-2.219242,3
94,2.259259,6,-6.444445,-2.189708,3
124,0.666667,2,-2,-2.094395,3
96,3.777778,8,-8.333333,-2.268209,3
91,3.666667,8,-7.666666,-2.217735,3
109,1.962963,4.777778,-4.888889,-2.146531,3
110,17.222221,29,-24,-2.321226,3
92,12.666667,18.666668,-11.666667,-2.280561,3
123,1.37037,3.777778,-4.111111,-2.169865,3
91,3.259259,8,-8.111111,-2.186723,3
124,3,5.888889,-4.666666,-2.118937,3
139,0.666667,1.777778,-2,-2.15073,3
133,0.481482,1.444444,-1.444444,-2.094395,3
120,16.851852,25.777779,-16.88889,-2.230821,3
141,12.666667,18.555555,-14.333333,-2.451571,3
82,8.481482,14.555555,-12.444445,-2.320628,3
85,8.185185,14.888889,-13.888889,-2.329093,3
77,7.703704,13.111111,-13.444445,-2.467493,3
137,0.777778,2.222222,-2.333333,-2.123254,3
100,6.074074,11.555555,-9.888889,-2.226247,3
64,31,38,-19,-2.593825,3
140,8.333333,14,-13.666667,-2.442323,3
103,3.851852,6.222222,-5.888889,-2.497929,3
116,1.962963,5,-5.222222,-2.163434,3
132,0.740741,2,-1.888889,-2.094395,3
138,0.259259,0.666667,-0.777778,-2.181439,3
95,3.518518,7.222222,-7.888889,-2.348987,3
75,55,65.44444,-22.666666,-2.356754,3
136,1.111111,3,-3,-2.110974,3
75,38.037037,50.666668,-24.777779,-2.284187,3
92,7.444445,12.666667,-12.666667,-2.452176,3
143,0.407407,1.222222,-1.222222,-2.094395,3
128,16.481482,25.88889,-19.11111,-2.3163,3
78,79.666664,91.44444,-26.666666,-2.411645,3
68,47.185184,60.11111,-25.88889,-2.308656,3
126,2.777778,5.222222,-6.666666,-2.536514,3
97,2.62963,5.888889,-6.222222,-2.269023,3
125,18.555555,30.666666,-22.333334,-2.241956,3
138,1.407407,3.777778,-4.222222,-2.173961,3
90,2.814815,6.888889,-6.777778,-2.164323,3
88,2.777778,6.444445,-7,-2.269545,3
121,3.407408,6,-6.888889,-2.519165,3
103,2.148148,5.666666,-6.111111,-2.185466,3
83,23.296297,28.555555,-10.555555,-2.321343,3
102,4.037037,8.444445,-9.111111,-2.316112,3
127,2.740741,5.555555,-6.555555,-2.408939,3
136,15.518518,25.333334,-19.555555,-2.307511,3
102,2.888889,6.333334,-6.666666,-2.261719,3
101,10.185185,15.555555,-13.222222,-2.44804,3
96,3.814815,8.555555,-8.111111,-2.186234,3
143,4.185185,9.444445,-9.888889,-2.257412,3
120,1.925926,4.444445,-5.111111,-2.298085,3
124,14.666667,24.11111,-21.333334,-2.396682,3
145,2.074074,3.555556,-4.222222,-2.569768,3
142,0.037037,0.111111,-0.111111,-2.094395,3
137,0.259259,0.777778,-0.777778,-2.094395,3
79,4.851852,9.222222,-8.555555,-2.288981,3
112,3.814815,7.222222,-8.111111,-2.435718,3
123,1.148148,3.444444,-3.444444,-2.094395,3
129,0.518518,1.555556,-1.555556,-2.094395,3
139,18.074074,22.555555,-6.222222,-1.702833,3
136,0.703704,1.888889,-1.777778,-2.094395,3
85,4.074074,6.777778,-5.888889,-2.369864,3
142,0.555556,1.333333,-1.333333,-2.159563,3
137,0.666667,2,-2,-2.094395,3
100,8.148149,13.333333,-10.444445,-2.289874,3
81,42.555557,51.77778,-23,-2.476481,3
107,7.962963,13,-10.222222,-2.291762,3
134,8.703704,15.888889,-15.111111,-2.343004,3
140,9.925926,15.111111,-11.777778,-2.417818,3
87,67.44444,79,-26,-2.422127,3
82,5.592593,10.222222,-11.444445,-2.451983,3
108,1.851852,3.333333,-3.888889,-2.463852,3
98,5.518518,10.444445,-9.555555,-2.272973,3
135,0.222222,0.666667,-0.666667,-2.094395,3
86,13.407408,19.88889,-13.888889,-2.363577,3
130,0.777778,2.333334,-2.333333,-2.094395,3
137,7.62963,13.888889,-13.555555,-2.360782,3
121,3.703704,7.777778,-8.777778,-2.351514,3
125,3.925926,7.777778,-7.111111,-2.234241,3
89,2.296296,6.444445,-6.555555,-2.123905,3
102,2.888889,6.333334,-6.666666,-2.261719,3
102,14.37037,20.222221,-12.777778,-2.378944,3
136,15.518518,25.333334,-19.555555,-2.307511,3
107,9.518518,12.222222,-6.555555,-2.492965,3
98,2.037037,3.555556,-4.444445,-2.548898,3
124,2.814815,5.555555,-5.444445,-2.284608,3
124,1.148148,2.666667,-2.777778,-2.16921,3
130,2.407408,5,-5.888889,-2.366216,3
83,6.259259,11.888889,-12.111111,-2.345005,3
90,4.666666,5.777778,-6.333334,-3.044175,3
144,2.518518,6.555555,-7.222222,-2.212162,3
134,6.185185,11.444445,-11.888889,-2.386611,3
111,1.333333,4,-4,-2.094395,3
76,8.259259,13.333333,-13.444445,-2.520215,3
115,2.740741,6.222222,-7.222222,-2.321865,3
108,49.814816,61.11111,-24.11111,-2.360491,3
75,55,65.44444,-22.666666,-2.356754,3
124,7.592593,12.888889,-10.444445,-2.265747,3
126,1.518519,3.555556,-3.222222,-2.107303,3
120,1.148148,3,-2.777778,-2.057287,3
126,2.962963,6.555555,-7.222222,-2.289097,3
105,4.148148,8.333334,-7.444445,-2.205437,3
135,0.962963,2.777778,-2.888889,-2.117548,3
138,0.296296,0.666667,-0.555556,-2.094395,3
115,7.555555,12.888889,-12,-2.390992,3
133,0.740741,2.222222,-2.222222,-2.094395,3
144,1.148148,3.444444,-3.444444,-2.094395,3
87,67.44444,79,-26,-2.422127,3
94,5.888889,7.777778,-8,-2.869948,3
107,1.777778,4.555555,-4.666666,-2.146531,3
125,16.407408,23.666666,-11.888889,-1.793403,3
99,4.148148,9,-9.111111,-2.255673,3
126,1.407407,3.666667,-4.222222,-2.229939,3
72,4.518518,9.444445,-8.888889,-2.216721,3
138,5.185185,9.333334,-9.555555,-2.406809,3
111,4.888889,9.111111,-8,-2.216473,3
98,4.666666,9.222222,-10.333333,-2.395422,3
90,3.407408,7.888889,-7.555555,-2.16608,3
133,0,0,0,0,3
116,2.814815,5.666666,-6.777778,-2.420258,3
83,14.37037,22.666666,-16.11111,-2.274205,3
70,21.037037,26.666666,-14.444445,-2.514204,3
95,3.148148,7.444445,-7.111111,-2.151958,3
69,23.814816,29.333334,-13.777778,-2.488979,3
138,16.518518,24.777779,-19.88889,-2.439538,3
91,2.62963,6.222222,-6.555555,-2.225735,3
106,2.407408,6.111111,-5.888889,-2.133095,3
110,1.666667,4.444445,-4.666666,-2.155984,3
123,1.185185,3.333333,-3.555556,-2.142674,3
98,1.518519,2.888889,-3.555556,-2.4238,3
110,1.814815,4.888889,-5.111111,-2.152507,3
99,2.037037,5.555555,-5.777778,-2.149743,3
138,0.777778,2.333334,-2.333333,-2.094395,3
91,42.814816,52.666668,-20.777779,-2.346057,3
90,2.814815,6.888889,-6.777778,-2.164323,3
96,3.555556,7.777778,-8,-2.244482,3
70,18.592592,23.88889,-14.777778,-2.589111,3
77,5,10.222222,-11.333333,-2.354881,3
110,1.666667,4.444445,-4.666666,-2.155984,3
81,12.481482,18.88889,-14.444445,-2.388561,3
91,44.296295,52.666668,-17.555555,-2.320272,3
93,6.777778,11.888889,-10.666667,-2.332766,3
120,6.962963,12.777778,-10.888889,-2.240133,3
116,3,6,-6.333334,-2.313013,3
114,1.851852,4.666667,-5.222222,-2.222661,3
99,6.740741,11.555555,-9.888889,-2.318885,3
95,5.185185,9.444445,-8.888889,-2.326455,3
125,1.37037,3.888889,-4.111111,-2.130339,3
131,0,0,0,0,3
122,0.333333,1,-1,-2.094395,3
119,20.592592,33.666668,-25.11111,-2.268148,3
73,34.703705,57.333332,-42.444443,-2.255561,3
127,0.62963,1.888889,-1.888889,-2.094395,3
111,18.037037,30.11111,-25.11111,-2.333318,3
132,1.962963,4.222222,-3.888889,-2.152432,3
79,32.77778,45.77778,-25.333334,-2.286295,3
124,0.888889,2.444444,-2.666667,-2.16176,3
104,18.62963,23.444445,-11.222222,-2.42507,3
120,19.074074,33.11111,-25.555555,-2.231261,3
113,0.962963,2.777778,-2.888889,-2.123254,3
73,46.666668,70.111115,-43.666668,-2.251254,3
106,3.666667,7.888889,-8,-2.255541,3
81,12.481482,18.88889,-14.444445,-2.388561,3
136,19.444445,25.777779,-7.666666,-1.61572,3
115,2.703704,5.666666,-6.444445,-2.358386,3
132,1.296296,3.444444,-3.888889,-2.204847,3
120,1.518519,4.111111,-4.222222,-2.133095,3
127,17.592592,30.11111,-25.777779,-2.326275,3
121,14.962963,23.444445,-16.222221,-2.235355,3
130,1.37037,3.333333,-3.777778,-2.239029,3
69,11.074074,16,-12.555555,-2.481874,3
85,4.296296,8.888889,-8.888889,-2.271544,3
103,2.148148,5.666666,-6.111111,-2.185466,3
117,1.333333,3.555556,-3.333333,-2.094395,3
117,0,0,0,0,3
121,1.148148,3.333333,-3.444444,-2.132635,3
131,0.518518,1.555556,-1.555556,-2.094395,3
91,6.259259,12.111111,-11.444445,-2.282744,3
137,1.148148,2.666667,-2.777778,-2.200588,3
95,2.259259,3.888889,-4.777778,-2.552724,3
132,0.37037,1.111111,-1.111111,-2.094395,3
76,2.444444,4.666667,-4.666666,-2.340801,3
110,3.962963,6.444445,-7.555555,-2.618651,3
107,2.222222,5.333334,-5.666666,-2.226355,3
123,1.074074,2.666667,-2.888889,-2.16921,3
122,16.148148,28.333334,-24.444445,-2.305989,3
99,4.148148,9,-9.111111,-2.255673,3
125,1.777778,3.888889,-4,-2.237562,3
109,4.296296,8.444445,-8.555555,-2.283787,3
123,1.481481,3.666667,-3.777778,-2.16176,3
115,26.037037,39,-22.777779,-2.090649,3
121,17.222221,29.222221,-25,-2.335871,3
124,0.666667,2,-2,-2.094395,3
89,2.296296,6.444445,-6.555555,-2.123905,3
115,1.888889,4.666667,-5,-2.216604,3
76,13.518518,19.444445,-15.222222,-2.523325,3
124,2.518518,6.111111,-6.888889,-2.267462,3
129,0.518518,1.555556,-1.555556,-2.094395,3
128,0.740741,2.222222,-2.222222,-2.094395,3
137,5,9,-7.333334,-2.193967,3
134,1.777778,3.888889,-5,-2.422506,3
144,1.148148,3.444444,-3.444444,-2.094395,3
96,5.222222,9.777778,-9.333333,-2.330693,3
113,27.88889,44.22222,-32.333332,-2.29665,3
88,5.259259,10.111111,-11.111111,-2.396657,3
120,1.444444,4,-4.333334,-2.156366,3
106,0.555556,1.666667,-1.666667,-2.094395,3
125,3.925926,7.777778,-7.111111,-2.234241,3
112,0.444444,1.222222,-1.333333,-2.151914,3
81,21.333334,30.555555,-22,-2.438409,3
81,21.333334,30.555555,-22,-2.438409,3
129,0.518518,1.555556,-1.555556,-2.094395,3
114,1.740741,3.888889,-2.888889,-2.02703,3
88,3.296296,7.666666,-7.888889,-2.216544,3
102,3.37037,7.666666,-8.444445,-2.275159,3
85,1.777778,3.444444,-4,-2.377624,3
66,39.88889,49.555557,-22.666666,-2.43063,3
136,8,13.222222,-11.666667,-2.412671,3
96,6.296296,11.888889,-10.888889,-2.275792,3
88,7.777778,13.333333,-12.666667,-2.394493,3
100,4.592593,9.444445,-9.444445,-2.28054,3
83,3.703704,6,-6.444445,-2.573381,3
136,0,0,0,0,3
141,1.555556,3.666667,-4.333334,-2.285991,3
145,0.851852,1.444444,-1.555556,-2.53095,3
145,0.851852,1.444444,-1.555556,-2.53095,3
124,1.074074,3.222222,-3.222222,-2.094395,3
124,1.148148,2.777778,-3.111111,-2.18129,3
108,49.814816,61.11111,-24.11111,-2.360491,3
122,0.555556,1.222222,-1.666667,-2.444563,3
112,0.148148,0.444444,-0.444444,-2.094395,3
129,0.518518,1.555556,-1.555556,-2.094395,3
73,5.814815,10.666667,-10.444445,-2.355641,3
123,0.703704,2,-2.111111,-2.123254,3
80,23.62963,31.666666,-18.88889,-2.431513,3
122,20.148148,31.11111,-17.777779,-2.06017,3
139,18.074074,22.555555,-6.222222,-1.702833,3
116,2.185185,5.111111,-5.555555,-2.24908,3
84,4.555555,9,-9,-2.305729,3
139,0.444444,1.333333,-1.333333,-2.094395,3
91,5.62963,10.666667,-11.222222,-2.383949,3
122,19.88889,25.11111,-6,-1.540214,3
119,1.222222,3.222222,-3.333333,-2.133095,3
125,1.777778,3.888889,-4,-2.237562,3
90,5,7.333334,-7.333334,-2.639389,3
126,10.185185,17.222223,-15.888889,-2.449839,3
131,0.740741,1.777778,-1.555556,-2.094395,3
120,1.592593,3.888889,-4.777778,-2.315721,3
133,0,0,0,0,3
133,0.962963,2.777778,-2.888889,-2.123254,3
143,4.185185,9.444445,-9.888889,-2.257412,3
95,6.481482,12.555555,-12.444445,-2.322295,3
107,8.703704,14.555555,-11.444445,-2.280146,3
125,1.148148,3.111111,-3.444444,-2.175647,3
91,3.259259,8,-8.111111,-2.186723,3
97,2.111111,5.555555,-6,-2.191382,3
95,9.518518,15.444445,-14.222222,-2.445012,3
109,4.296296,8.444445,-8.555555,-2.283787,3
127,3.814815,6.777778,-7.444445,-2.474562,3
105,42.851852,52.666668,-21.222221,-2.380238,3
122,0.555556,1.222222,-1.666667,-2.444563,3
99,2.037037,5.555555,-5.777778,-2.149743,3
115,14.777778,22.88889,-19,-2.45904,3
79,5.407407,10.555555,-10.888889,-2.339798,3
87,2.925926,5.666666,-5.111111,-2.229493,3
81,41.925926,55.555557,-26.444445,-2.274461,3
145,13.444445,20.11111,-10.666667,-2.06232,3
122,1.592593,4.444445,-4.777778,-2.153599,3
89,10.481482,17.11111,-14.111111,-2.356793,3
146,0,0,0,0,3
108,8.666667,14.111111,-10.666667,-2.275553,3
109,5.666666,9.666667,-9.333333,-2.413992,3
106,2.185185,4.888889,-5.555555,-2.274071,3
81,3.481482,7.444445,-7.444445,-2.248134,3
100,1.222222,2.777778,-3.333333,-2.337096,3
146,0.037037,0.111111,-0.111111,-2.094395,3
87,2.925926,5.666666,-5.111111,-2.229493,3
119,1.444444,4.222222,-4.333334,-2.11372,3
34,47.592594,60,-19.444445,-2.122875,4
45,53.074074,63.77778,-14.888889,-2.045905,4
73,42.25926,47.333332,-5.111111,-1.893495,4
73,43.851852,48.77778,-2.555556,-1.720441,4
106,37.703705,45.77778,-10.777778,-2.010178,4
89,31.703703,41,-13.111111,-2.046542,4
123,59.333332,73.77778,-22.333334,-2.111941,4
138,69.48148,82.55556,-16.777779,-1.999045,4
159,6.62963,10.111111,-4.555555,-1.999443,4
48,40.851852,52.444443,-16.222221,-2.048732,4
68,38.592594,42.333336,-0.777778,-1.624846,4
68,56.296295,71,-21.222221,-2.069541,4
125,18.222221,24.777779,-10,-2.104083,4
70,55.037037,64.88889,-10.444445,-1.907955,4
146,43.148148,55.88889,-18.777779,-2.081842,4
105,45.74074,56.333332,-13.555555,-1.996082,4
119,39.851852,48.22222,-10.888889,-2.006,4
42,37.444443,47.77778,-14,-2.029552,4
125,66.25926,79.111115,-15.444445,-1.9632,4
131,35.703705,45.77778,-15.111111,-2.089186,4
98,33.962963,41,-8.888889,-1.96031,4
87,64.03704,80.333336,-24.777779,-2.105073,4
122,34.185184,44.333332,-14.888889,-2.074838,4
156,21,29.222221,-12.666667,-2.109365,4
125,43.37037,49,-5.111111,-1.840579,4
146,21.37037,29.666666,-13.777778,-2.164971,4
136,4.851852,8.555555,-5.888889,-2.123905,4
123,57.48148,68.55556,-14.777778,-2.021502,4
57,65.703705,79.44444,-18.777779,-2.030703,4
104,65.296295,78,-16.555555,-2.007832,4
80,40.51852,47.666668,-8.222222,-1.942698,4
125,43.22222,55,-18,-2.096474,4
65,56.703705,64.44444,-12.111111,-1.970812,4
64,56.592594,71,-20.777779,-2.067168,4
85,49.148148,59.555557,-12.444445,-1.95422,4
123,52.814816,64.111115,-14.444445,-1.994105,4
121,32.37037,40.555557,-11.111111,-2.024268,4
94,68.111115,82.66667,-21,-2.068537,4
13,70.37037,88.111115,-29.11111,-2.154989,4
116,46.814816,56.555557,-13.444445,-2.038624,4
154,50.703705,64,-18.444445,-2.033077,4
133,21.444445,25.777779,-4.666666,-1.90381,4
149,21.37037,30,-14.111111,-2.141787,4
119,45.62963,56,-14.888889,-2.064038,4
129,37.88889,47.444443,-14.333333,-2.097799,4
117,45.88889,58.444443,-19,-2.09948,4
90,65.18519,79.77778,-22.555555,-2.108813,4
161,7.148148,10.888889,-4.777778,-1.996307,4
140,26.444445,32.333336,-9,-2.100487,4
81,42.925926,51.555557,-10.444445,-1.970422,4
83,49.444443,58.666668,-11.333333,-1.973615,4
111,29.592592,38.22222,-12.444445,-2.064723,4
135,47.37037,60.666668,-19.11111,-2.06346,4
137,40.851852,45.333332,-2.888889,-1.75799,4
101,45.037037,57.11111,-18.11111,-2.094303,4
80,58.333332,72.111115,-21.333334,-2.116351,4
98,28.777779,37.11111,-11.666667,-2.04294,4
101,64.37037,79.44444,-22.444445,-2.08957,4
80,39.703705,48.22222,-10.111111,-1.962646,4
125,69.333336,83.111115,-18.333334,-2.019545,4
105,50.185184,60.88889,-13.555555,-1.991964,4
34,54.25926,70.333336,-24.11111,-2.09452,4
65,56.703705,64.44444,-12.111111,-1.970812,4
84,8.888889,11.777778,-4.666666,-2.13694,4
129,32.037037,41.11111,-13.444445,-2.078797,4
129,62.407406,78,-24.555555,-2.126989,4
101,31.185184,39.444443,-11.888889,-2.05839,4
126,23.296297,28.88889,-6.888889,-1.96874,4
159,26.11111,29.555555,-2.666667,-1.802554,4
21,40.74074,49.333332,-10.888889,-1.990806,4
78,30.185184,40.333336,-15.222222,-2.066695,4
108,40,48.22222,-12,-2.080474,4
135,69.92593,83.888885,-18.777779,-2.024945,4
110,34.11111,44.444443,-15,-2.068653,4
17,71.18519,87.333336,-23.555555,-2.075161,4
70,36.74074,44.444443,-9.222222,-1.960582,4
99,51.88889,56,0,-1.567463,4
68,56.77778,68.22222,-14.333333,-1.984308,4
78,43.814816,51.88889,-8.111111,-1.886072,4
126,20.555555,28.666666,-13.333333,-2.158805,4
72,59,74.44444,-23,-2.090221,4
73,46.296295,51.11111,-1.888889,-1.681589,4
17,44.592594,54,-12.777778,-2.030048,4
146,22.74074,31.555555,-13.888889,-2.124871,4
102,56.77778,69.111115,-17,-2.034054,4
97,47.962963,54.333332,-5.888889,-1.840735,4
158,7.962963,11.888889,-4.888889,-1.982834,4
33,35.814816,45.555557,-13.444445,-2.030428,4
97,47.814816,54.11111,-5.444445,-1.836777,4
77,59.555557,71.333336,-16,-2.030875,4
50,65.111115,80.333336,-23.333334,-2.107785,4
125,42.814816,51.77778,-11.111111,-1.973025,4
68,56.77778,68.22222,-14.333333,-1.984308,4
138,54.62963,66.77778,-16.555555,-2.029656,4
125,60.925926,76.44444,-25.11111,-2.145045,4
108,45.592594,55.444443,-13.111111,-2.015554,4
65,60.62963,74.55556,-20.88889,-2.091037,4
18,68.296295,86.111115,-27.88889,-2.123641,4
79,41.407406,49.666668,-10.222222,-1.984583,4
145,26.777779,33.333336,-7.666666,-1.934686,4
132,35.22222,45.666668,-17,-2.146969,4
76,29.814816,33.444447,-3.444444,-1.903624,4
83,49.851852,59.555557,-11.555555,-1.958524,4
89,58.925926,74.44444,-23.777779,-2.108757,4
120,49.407406,59.333332,-13.555555,-2.035243,4
122,36.185184,44,-10.555555,-2.035377,4
123,19.296297,26.333334,-10.888889,-2.115734,4
78,43.814816,51.88889,-8.111111,-1.886072,4
42,28.25926,36.22222,-11.444445,-2.061006,4
62,66.77778,84.66667,-28,-2.124459,4
120,47.851852,56.333332,-9.222222,-1.910735,4
66,42.11111,45.88889,-1.666667,-1.68385,4
127,45.25926,57.333332,-17.444445,-2.061036,4
89,28.925926,36.88889,-11.111111,-2.048461,4
73,40.185184,49.77778,-13.555555,-2.054964,4
147,27.222221,38.666668,-20,-2.204575,4
96,67.03704,80.22222,-18.11111,-2.036336,4
44,58.666668,75.55556,-25.666666,-2.102652,4
45,53.074074,63.77778,-14.888889,-2.045905,4
102,58.37037,73.44444,-23.11111,-2.102047,4
95,55.62963,71.66667,-24.555555,-2.107858,4
69,59.555557,73.22222,-18.333334,-2.022861,4
66,51.592594,61.22222,-11.444445,-1.961254,4
89,31.703703,41,-13.111111,-2.046542,4
71,38.37037,42.11111,-1.444444,-1.675919,4
162,10.037037,14.555555,-6.111111,-2.029312,4
109,49.407406,62.88889,-20.555555,-2.105478,4
111,62.25926,75.333336,-17.444445,-2.014126,4
20,35.48148,42.77778,-10.444445,-2.045203,4
19,45.185184,58.77778,-21.555555,-2.133676,4
79,45.814816,53.88889,-8.777778,-1.918888,4
123,21.62963,34.22222,-20.555555,-2.149759,4
120,60.037037,69.333336,-9.444445,-1.892977,4
87,43.333332,54.88889,-16.333334,-2.050388,4
32,59.48148,70.88889,-15.777778,-2.042422,4
120,51.074074,59.22222,-8.555555,-1.896425,4
126,20.11111,27.333334,-11,-2.104102,4
78,30.296297,37.444443,-9.555555,-2.017779,4
105,65.55556,78.77778,-16.666666,-1.989475,4
133,36.77778,46.333332,-14.333333,-2.091572,4
122,60.74074,78.22222,-27.555555,-2.128423,4
159,20.518518,22.333334,-0.555556,-1.596679,4
21,65.888885,79.22222,-19.666666,-2.072158,4
105,45.74074,56.333332,-13.555555,-1.996082,4
140,27.666666,33.555557,-8.333333,-2.05389,4
93,62.851852,79.22222,-24.222221,-2.083715,4
44,47.814816,58,-14.777778,-2.070466,4
82,38.88889,48.444443,-13,-2.028043,4
153,28,38.77778,-20,-2.242741,4
87,64.03704,80.333336,-24.777779,-2.105073,4
57,70.37037,90.111115,-31.11111,-2.128801,4
102,58.22222,69.66667,-14.333333,-1.985584,4
115,28.851852,36.77778,-11.888889,-2.094392,4
133,48.666668,62.555557,-21.333334,-2.111789,4
80,40.51852,47.666668,-8.222222,-1.942698,4
78,69.74074,88.44444,-30.222221,-2.145541,4
85,48.88889,61.555557,-19.333334,-2.097363,4
146,10.592592,15.666667,-7.777778,-2.108911,4
115,46.74074,56.333332,-12.888889,-2.021125,4
103,35.62963,45.22222,-14.555555,-2.102607,4
129,24.703703,34.88889,-16.777779,-2.161046,4
100,55.37037,66.88889,-15.111111,-2.00619,4
150,20.74074,29.222221,-13.555555,-2.134876,4
148,29.074074,41.555557,-22.88889,-2.237972,4
46,62.333332,79.111115,-27.333334,-2.152304,4
151,30.481482,42.77778,-22.11111,-2.219625,4
126,57.814816,70.44444,-16.444445,-2.006029,4
80,39.703705,48.22222,-10.111111,-1.962646,4
43,64.703705,82.55556,-29.444445,-2.160551,4
88,67.25926,85,-28.11111,-2.132027,4
87,31.703703,39.444443,-10.444445,-2.013382,4
127,36.51852,41,-1.888889,-1.67677,4
122,39.22222,47.555557,-10.333333,-1.985027,4
17,70.51852,86.55556,-24.222221,-2.098521,4
103,61.25926,73.44444,-15.777778,-2.00292,4
124,54.333332,65.22222,-14.666667,-2.030079,4
128,49.925926,64.22222,-21.777779,-2.102441,4
68,37.962963,41.666668,-1.222222,-1.659641,4
149,16.814816,23.777779,-10.111111,-2.069251,4
154,19.703703,28.555555,-14.444445,-2.142529,4
116,33.185184,41.666668,-12.222222,-2.068113,4
120,39.333332,47.77778,-11.666667,-2.046753,4
139,64.666664,78.77778,-20.333334,-2.065471,4
103,58.185184,69.55556,-14.555555,-1.997589,4
90,48.22222,61.444443,-21,-2.131861,4
154,28.148148,39.555557,-19.777779,-2.191073,4
108,58.074074,69.55556,-16.222221,-2.053869,4
118,34.333332,41.666668,-10.666667,-2.077668,4
75,39.703705,48.22222,-11.777778,-2.036435,4
75,41.11111,45.666668,-2.333333,-1.722278,4
103,64.44444,78.111115,-18.333334,-2.022581,4
64,40,50.11111,-14.333333,-2.030269,4
50,60.851852,75.77778,-23.555555,-2.129479,4
111,60.185184,74.888885,-20.88889,-2.058,4
127,40.74074,48.22222,-8.222222,-1.908348,4
143,50.37037,64.77778,-22.11111,-2.108995,4
107,49.814816,58.333332,-10.777778,-1.991445,4
90,65.18519,79.77778,-22.555555,-2.108813,4
107,29.222221,35.88889,-7,-1.877159,4
67,60.74074,75.888885,-23.222221,-2.109804,4
148,29.074074,41.555557,-22.88889,-2.237972,4
100,55.37037,66.88889,-15.111111,-2.00619,4
69,40.666668,44.555557,0.666667,-1.518761,4
123,44.814816,53.77778,-11.111111,-1.978328,4
96,61.925926,77,-22.444445,-2.089105,4
121,41.037037,49.444443,-10.777778,-1.995536,4
154,33,46.555557,-23.666666,-2.20265,4
22,49.666668,62.88889,-20.666666,-2.123537,4
124,43.51852,56.333332,-20.222221,-2.127801,4
102,42.77778,54.444443,-17.333334,-2.088579,4
124,53.77778,64.44444,-14.333333,-2.017379,4
70,61.11111,77,-23,-2.070832,4
78,36.11111,46,-14.333333,-2.053834,4
139,48.22222,60.444443,-17,-2.044238,4
49,38.037037,44.11111,-7.111111,-1.949745,4
