@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-sd numeric
@attribute Intensity-mean numeric
@attribute Rawred-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
13,1.054091,118.666664,106.55556,-2.351897,2
80,0.696294,96.333336,82.44444,-2.228712,2
34,0.879814,125.48148,113.666664,-2.357272,2
76,0.71111,90.07407,74.55556,-2.208019,2
43,0.740737,125.25926,115.666664,-2.270653,2
21,0.869227,126.81481,115,-2.377814,2
57,0.340743,122.333336,111.333336,-2.297173,2
68,0.574134,107.37037,94.22222,-2.333212,2
19,0.58373,114.25926,101,-2.375985,2
96,0.418519,90.81481,76,-2.219979,2
77,1.351844,135.92592,128.55556,-2.277146,2
15,0.620632,129.25926,118.333336,-2.38244,2
35,0.607412,97.92593,83,-2.248235,2
30,0.547723,123.333336,112.77778,-2.27951,2
21,0.118518,130.14815,120.77778,-2.357178,2
75,0.596296,126.07407,115.888885,-2.309804,2
59,0.285185,126.14815,116.55556,-2.308637,2
40,0.772203,110.703705,96.22222,-2.434692,2
40,2.118513,127.40741,117.44444,-2.308766,2
46,0.781735,124.55556,112.77778,-2.357688,2
35,0.562963,124.55556,114.44444,-2.282923,2
36,0.222216,135.2963,128.55556,-2.247156,2
36,0.854182,114.03704,100.77778,-2.362237,2
79,0.462965,89.44444,73.55556,-2.241633,2
27,0.25185,137.51852,132.55556,-2.146716,2
13,1.011112,132.25926,122.77778,-2.360428,2
49,1.068055,124.03704,113.111115,-2.303412,2
57,1.103866,124.25926,113,-2.341163,2
33,0.062963,111.333336,97.77778,-2.290421,2
20,0.562963,113.85185,102.666664,-2.231826,2
25,0.760117,126.03704,114.333336,-2.36518,2
59,0.8165,122.03704,110.55556,-2.323173,2
146,0,0,0,0,3
132,0.785185,0.740741,0.111111,-2.094395,3
122,0.691215,16.185184,10.222222,-2.247266,3
115,0.685185,2.703704,0.555556,-2.358386,3
98,1.318518,4.666666,1.222222,-2.395422,3
119,0.207407,1.444444,0,-2.11372,3
70,6.916698,18.592592,13.666667,-2.589111,3
112,0.182574,0.444444,0,-2.151914,3
141,0.82963,3.259259,0.444444,-2.257122,3
86,105.54074,13.407408,8.777778,-2.363577,3
118,0.088889,0.925926,0,-2.17128,3
92,5.688196,12.666667,8.777778,-2.280561,3
135,0.118519,0.222222,0,-2.094395,3
131,0.044444,0.518518,0,-2.094395,3
76,201.72226,13.518518,8.444445,-2.523325,3
81,263.09634,42.555557,34.88889,-2.476481,3
106,0.596296,2.185185,0.333333,-2.274071,3
146,0.136083,0.037037,0,-2.094395,3
133,0.327731,0.962963,0,-2.123254,3
136,1.333333,1.111111,0.111111,-2.110974,3
135,0.088889,0.740741,0,-2.137446,3
107,0.421637,22.555555,13,-2.354617,3
114,0.062963,1.740741,0.777778,-2.02703,3
123,0.077778,1.148148,0,-2.094395,3
95,1.218518,4.62963,1,-2.429449,3
145,6.112829,13.444445,9.888889,-2.06232,3
99,0.355556,2.037037,0.111111,-2.149743,3
92,3.529629,7.444445,3.222222,-2.452176,3
81,110.8778,41.925926,33.11111,-2.274461,3
138,0.177778,0.777778,0,-2.094395,3
75,31.71359,55,47.444443,-2.356754,3
138,0.385185,1.407407,0,-2.173961,3
80,1.1,7.074074,2.888889,-2.417517,3
110,1.902241,17.222221,9.222222,-2.321226,3
137,0.250924,0.777778,0,-2.123254,3
120,0.3,1.444444,0,-2.156366,3
106,0.172133,0.555556,0,-2.094395,3
89,0.474074,2.296296,0.111111,-2.123905,3
133,0.02963,0.481482,0,-2.094395,3
91,9.040739,6.259259,2.444444,-2.282744,3
138,0.490653,5.185185,2,-2.406809,3
100,6.02963,6.074074,2.777778,-2.226247,3
98,0.730297,1.518519,0.333333,-2.4238,3
89,11.85555,10.481482,5.777778,-2.356793,3
120,0.296296,1.592593,0,-2.315721,3
73,12.33003,34.703705,20.555555,-2.255561,3
98,39.288876,5.518518,2.333334,-2.272973,3
85,6.862964,4.296296,1.333333,-2.271544,3
111,1.396296,1.296296,0,-2.139494,3
96,7.51111,5.222222,2.111111,-2.330693,3
122,3.781044,19.88889,17.88889,-1.540214,3
124,0.074074,1.074074,0,-2.094395,3
128,1.68215,16.481482,10.111111,-2.3163,3
95,3.096295,3.148148,0.777778,-2.151958,3
87,1386.3292,67.44444,58.77778,-2.422127,3
128,0.151852,0.740741,0,-2.094395,3
80,71.5111,23.62963,17.333334,-2.431513,3
123,0.207407,0.703704,0,-2.123254,3
84,2.696297,4.555555,1.555556,-2.305729,3
142,1.408966,3.851852,1.666667,-2.280603,3
125,0.490654,16.407408,12.444445,-1.793403,3
144,0.166667,1.148148,0,-2.094395,3
138,2.428991,16.518518,9.888889,-2.439538,3
125,3.777778,3.925926,1.555556,-2.234241,3
147,3.215702,7.703704,6.444445,-2.064514,3
120,0.596296,1.518519,0.111111,-2.133095,3
121,2.059306,14.962963,9.555555,-2.235355,3
117,0.774074,1.333333,0.222222,-2.094395,3
82,66.65185,8.481482,4.333334,-2.320628,3
73,1.066666,5.814815,2.333334,-2.355641,3
124,6.433335,3,1.444444,-2.118937,3
115,0.32963,2.740741,0.333333,-2.321865,3
132,0.998146,1.962963,0.666667,-2.152432,3
73,0.862962,4.851852,1.777778,-2.268176,3
110,0.211111,1.666667,0.111111,-2.155984,3
136,3.197221,15.518518,9,-2.307511,3
126,0.490653,2.777778,0.555556,-2.536514,3
106,0.477778,2.407408,0.444444,-2.133095,3
144,0.088889,1,0,-2.094395,3
88,1.98889,5.259259,1.555556,-2.396657,3
123,0.166667,1.518519,0,-2.164094,3
137,0.809664,1.148148,0.222222,-2.200588,3
91,0.255556,3.259259,0.555556,-2.186723,3
69,36.400005,11.074074,6.888889,-2.481874,3
102,488.02975,44.037037,37.444443,-2.416817,3
91,0.311111,3.666667,1.111111,-2.217735,3
97,0.207407,2.111111,0.111111,-2.191382,3
76,1.861899,2.444444,0.888889,-2.340801,3
99,14.774076,4.148148,1.111111,-2.255673,3
118,0.136083,0.037037,0,-2.094395,3
69,1039.5408,23.814816,19.222221,-2.488979,3
113,0.488889,1.407407,0.111111,-2.237562,3
80,36.12222,10.037037,6.555555,-2.326257,3
79,1.322222,5.407407,1.777778,-2.339798,3
122,0.699206,16.148148,8,-2.305989,3
95,0.251852,6.481482,2.333334,-2.322295,3
103,0.962963,2.148148,0.111111,-2.185466,3
124,1.051852,2.518518,0.222222,-2.267462,3
142,0.02963,0.037037,0,-2.094395,3
110,0.211111,1.666667,0.111111,-2.155984,3
111,1.041722,18.037037,9.666667,-2.333318,3
110,2.996295,3.962963,1.444444,-2.618651,3
75,31.71359,55,47.444443,-2.356754,3
88,5.855556,7.777778,3.555556,-2.394493,3
103,3.421609,3.851852,1.888889,-2.497929,3
144,0.074074,0.962963,0,-2.094395,3
121,0.888194,3.407408,1.111111,-2.519165,3
87,1386.3292,67.44444,58.77778,-2.422127,3
96,0.34074,3.814815,1.111111,-2.186234,3
64,17.629103,31,24.666666,-2.593825,3
102,0.566667,2.888889,0.666667,-2.261719,3
134,1.06284,8.703704,3.666667,-2.343004,3
128,12.433335,5.296296,2.444444,-2.300368,3
107,17.54708,9.518518,7.333334,-2.492965,3
122,42.255566,6.62963,3.333333,-2.349017,3
124,0.785185,1.148148,0.222222,-2.16921,3
137,0.02963,0.259259,0,-2.094395,3
133,0,0,0,0,3
125,0.691215,1.777778,0.444444,-2.237562,3
80,71.5111,23.62963,17.333334,-2.431513,3
81,205.36296,21.333334,14,-2.438409,3
130,0.389682,0.777778,0,-2.094395,3
136,3.197221,15.518518,9,-2.307511,3
138,0.418519,0.259259,0,-2.181439,3
116,1.096297,2.814815,0.555556,-2.420258,3
81,28.50741,12.481482,7.666666,-2.388561,3
106,3.718517,3.666667,1,-2.255541,3
73,7.680904,46.666668,32.11111,-2.251254,3
124,0.151852,0.666667,0,-2.094395,3
102,0.877778,4.037037,1,-2.316112,3
71,16.536379,31.851852,25.555555,-2.401825,3
89,0.474074,2.296296,0.111111,-2.123905,3
132,0.02963,0.37037,0,-2.094395,3
87,70.02964,17.11111,12.222222,-2.418074,3
82,4.385186,5.592593,1.777778,-2.451983,3
94,0.196296,2.259259,0.111111,-2.189708,3
112,0.272166,0.148148,0,-2.094395,3
109,1.896296,1.962963,0.333333,-2.146531,3
85,3.050805,4.074074,2.111111,-2.369864,3
122,0.403687,0.555556,0,-2.444563,3
77,1.574075,5,1.222222,-2.354881,3
98,0.062963,1.407407,0,-2.11372,3
130,0.365148,0.888889,0,-2.123254,3
99,14.774076,4.148148,1.111111,-2.255673,3
134,1.544444,6.185185,2.222222,-2.386611,3
91,0.255556,3.259259,0.555556,-2.186723,3
103,0.962963,2.148148,0.111111,-2.185466,3
122,0,0.333333,0,-2.094395,3
105,14.400001,4.148148,1.666667,-2.205437,3
136,0.107407,0.703704,0.111111,-2.094395,3
93,1.796296,3,0.555556,-2.18361,3
79,0.533333,4.851852,2,-2.288981,3
115,0.385185,1.888889,0.222222,-2.216604,3
129,0.02963,0.518518,0,-2.094395,3
109,5.911112,5.666666,2.555556,-2.413992,3
124,1.678844,14.666667,7.555555,-2.396682,3
124,0.151852,0.666667,0,-2.094395,3
95,3.555556,9.518518,4.777778,-2.445012,3
123,0.044444,1.37037,0,-2.169865,3
137,0.177777,7.62963,3.111111,-2.360782,3
124,4.544838,7.592593,4.111111,-2.265747,3
122,0.388889,1.592593,0,-2.153599,3
143,0.607407,4.185185,0.888889,-2.257412,3
141,0.151852,1.555556,0.111111,-2.285991,3
91,377.9295,44.296295,38.444443,-2.320272,3
136,2.112573,8,4.111111,-2.412671,3
121,0.712325,17.222221,8.888889,-2.335871,3
137,0.044444,0.666667,0,-2.094395,3
120,1.055556,1.333333,0.111111,-2.178769,3
143,0.607407,4.185185,0.888889,-2.257412,3
122,7.574073,2.259259,0.555556,-2.173204,3
127,0.688531,2.740741,0.555556,-2.408939,3
108,15.930981,49.814816,41.77778,-2.360491,3
81,205.36296,21.333334,14,-2.438409,3
107,2.562963,1.777778,0.222222,-2.146531,3
139,1.668887,18.074074,16,-1.702833,3
95,0.72963,3.518518,0.888889,-2.348987,3
85,0.720082,1.777778,0.444444,-2.377624,3
126,0.166667,1.407407,0,-2.229939,3
123,0.211111,1.185185,0,-2.142674,3
75,99.0963,38.037037,29.777779,-2.284187,3
95,0.620633,2.259259,0.666667,-2.552724,3
99,4.651851,6.740741,3.444444,-2.318885,3
124,0.074074,0.888889,0,-2.16176,3
139,0.516398,0.666667,0,-2.15073,3
98,0.918937,2.037037,0.555556,-2.548898,3
129,0.151852,0.518518,0,-2.094395,3
91,0.385185,2.62963,0.444444,-2.225735,3
139,1.668887,18.074074,16,-1.702833,3
139,0.088889,0.444444,0,-2.094395,3
109,1.677777,4.296296,1.444444,-2.283787,3
120,0.772202,16.851852,11.222222,-2.230821,3
138,0.712326,1.148148,0.111111,-2.219242,3
90,63.76296,9,4.777778,-2.266389,3
96,0.3,6.296296,2.666667,-2.275792,3
110,0.566667,1.814815,0.111111,-2.152507,3
124,0.907407,2.814815,1,-2.284608,3
83,28.785189,14.37037,9,-2.274205,3
107,0.344444,2.222222,0.333333,-2.226355,3
111,19.496296,4.888889,2.222222,-2.216473,3
93,0.922222,5,2,-2.329423,3
90,0.222222,2.814815,0.555556,-2.164323,3
121,0.074074,1.148148,0,-2.132635,3
114,0.255555,1.851852,0.111111,-2.222661,3
116,1.318519,3,0.888889,-2.313013,3
126,1.797117,10.185185,4.888889,-2.449839,3
117,0.02963,1.074074,0,-2.132635,3
100,0.365148,1.222222,0.111111,-2.337096,3
102,0.474074,3.37037,0.555556,-2.275159,3
96,2.251852,3.555556,0.888889,-2.244482,3
129,0.02963,0.518518,0,-2.094395,3
99,0.355556,2.037037,0.111111,-2.149743,3
108,0.912871,1.851852,0.555556,-2.463852,3
131,1.095445,0.740741,0.222222,-2.094395,3
135,0.177778,0.962963,0,-2.117548,3
120,60.06297,6.962963,3.333333,-2.240133,3
120,0.062963,1,0,-2.094395,3
108,15.930981,49.814816,41.77778,-2.360491,3
136,0,0,0,0,3
90,3.211092,5,2.555556,-2.639389,3
116,1.135293,18.74074,11.777778,-2.259967,3
121,0.888194,3.407408,1.111111,-2.519165,3
80,409.39636,68.77778,60.333332,-2.434193,3
132,0.534027,1.296296,0,-2.204847,3
136,3.166959,19.444445,16.88889,-1.61572,3
79,155.3222,32.77778,24.333334,-2.286295,3
144,0.166667,1.148148,0,-2.094395,3
126,6.296297,1.518519,0.444444,-2.107303,3
115,1.414213,14.777778,8.444445,-2.45904,3
96,6.162962,3.777778,1,-2.268209,3
115,2.792185,26.037037,18.444445,-2.090649,3
81,28.50741,12.481482,7.666666,-2.388561,3
130,0.544331,1.37037,0.111111,-2.239029,3
83,1.688889,6.259259,2.222222,-2.345005,3
114,8.66859,29.814816,18.333334,-2.295381,3
125,3.777778,3.925926,1.555556,-2.234241,3
140,1.047042,8.333333,3.777778,-2.442323,3
91,0.996296,3.888889,0.888889,-2.354575,3
100,68.87406,8.148149,4.666667,-2.289874,3
91,1.955556,5.62963,1.888889,-2.383949,3
95,3.288889,5.185185,2.222222,-2.326455,3
145,2.062963,0.851852,0.333333,-2.53095,3
88,0.32963,2.777778,0.444444,-2.269545,3
116,0.922222,1.962963,0.222222,-2.163434,3
70,6.948753,21.037037,16.222223,-2.514204,3
131,0,0,0,0,3
127,0.827759,16.37037,10.888889,-2.035808,3
140,2.678447,9.925926,6,-2.417818,3
120,0.879815,3.518518,1.111111,-2.433795,3
124,6.433335,3,1.444444,-2.118937,3
125,0.3,1.37037,0,-2.130339,3
126,0.574134,11.185185,5.222222,-2.313534,3
125,0.90472,18.555555,11.111111,-2.241956,3
142,0.151852,0.555556,0.111111,-2.159563,3
116,1.440741,2.185185,0.333333,-2.24908,3
113,6.224503,27.88889,17.11111,-2.29665,3
117,0,0,0,0,3
124,1.051852,2.518518,0.222222,-2.267462,3
68,338.64075,47.185184,38.555557,-2.308656,3
120,1.869838,19.074074,10.555555,-2.231261,3
104,21.61858,18.62963,14.888889,-2.42507,3
133,0,0,0,0,3
113,0.327731,0.962963,0,-2.123254,3
127,0.02963,0.62963,0,-2.094395,3
101,59.496284,10.185185,5.777778,-2.44804,3
81,0.296296,3.481482,1,-2.248134,3
88,1.274074,3.296296,0.666667,-2.216544,3
107,23.185177,7.962963,4.555555,-2.291762,3
66,5.289054,39.88889,32.333336,-2.43063,3
90,0.222222,2.814815,0.555556,-2.164323,3
100,8.829631,4.592593,1.444444,-2.28054,3
87,1.746955,2.925926,1.222222,-2.229493,3
120,9.618522,3.740741,1.444444,-2.180291,3
144,0.151852,2.518518,0.111111,-2.212162,3
118,0.062963,0.703704,0,-2.132635,3
97,0.474074,2.62963,0.555556,-2.269023,3
127,0.788811,3.814815,1.333333,-2.474562,3
136,2.391343,12.185185,6.666666,-2.268991,3
90,2.118518,3.407408,0.888889,-2.16608,3
134,0.018519,0.037037,0,-2.094395,3
143,0.136083,0.407407,0,-2.094395,3
133,0.02963,0.740741,0,-2.094395,3
141,1.278019,12.666667,7.888889,-2.451571,3
119,1.38243,4.37037,2.111111,-2.587228,3
124,0.474074,1.148148,0.111111,-2.18129,3
134,0.278887,1.777778,0.111111,-2.422506,3
123,0.418518,1.074074,0.111111,-2.16921,3
120,0.462963,1.925926,0.222222,-2.298085,3
83,0.632455,3.703704,1.555556,-2.573381,3
137,0.018519,0.222222,0,-2.094395,3
83,121.24443,23.296297,19.777779,-2.321343,3
108,10.107411,8.666667,5.111111,-2.275553,3
123,0.844444,1.481481,0.222222,-2.16176,3
109,1.677777,4.296296,1.444444,-2.283787,3
127,0.490653,17.592592,9,-2.326275,3
78,662.35547,79.666664,70.77778,-2.411645,3
119,0.951852,1.222222,0.111111,-2.133095,3
50,0.869227,60.851852,53,-2.129479,4
126,2.122222,20.555555,16.11111,-2.158805,4
162,0.133333,8.37037,6.666666,-2.044946,4
65,25.537477,56.703705,52.666668,-1.970812,4
129,1.096297,37.88889,33.11111,-2.097799,4
78,5.662962,30.185184,25.11111,-2.066695,4
158,0.611111,7.962963,6.333334,-1.982834,4
147,0.844445,6.259259,5.777778,-1.584341,4
154,0.577778,33,25.11111,-2.20265,4
73,1.003696,46.296295,45.666668,-1.681589,4
79,0.755556,41.407406,38,-1.984583,4
131,2.115206,35.703705,30.666666,-2.089186,4
99,1.340259,51.88889,51.88889,-1.567463,4
90,0.879814,65.18519,57.666668,-2.108813,4
102,0.860662,51.666668,47.11111,-1.99488,4
68,0.962963,56.77778,52,-1.984308,4
24,1.047042,49.185184,42.333336,-2.186797,4
139,0.596294,64.666664,57.88889,-2.065471,4
90,0.879814,65.18519,57.666668,-2.108813,4
15,1.0256,68.96296,59.333332,-2.145323,4
102,1.229628,51.703705,46.22222,-2.009854,4
126,2.122222,20.555555,16.11111,-2.158805,4
158,0.477778,8.37037,7.111111,-1.904651,4
102,0.296295,58.22222,53.444443,-1.985584,4
125,1.344399,58.22222,50.22222,-2.112723,4
73,0.781736,43.51852,38.77778,-2.096415,4
100,0.651851,55.37037,50.333332,-2.00619,4
151,2.251854,30.481482,23.11111,-2.219625,4
57,0.389679,70.37037,60,-2.128801,4
102,0.177779,63.48148,56.77778,-2.083043,4
122,90.829605,39.22222,35.77778,-1.985027,4
119,0.611616,45.62963,40.666668,-2.064038,4
102,0.207407,56.77778,51.11111,-2.034054,4
104,1.011113,65.296295,59.77778,-2.007832,4
157,1.718518,23.148148,18.222221,-2.169368,4
42,0.699206,37.444443,32.77778,-2.029552,4
22,0.975629,49.666668,42.77778,-2.123537,4
65,0.827759,60.62963,53.666668,-2.091037,4
80,0.933332,39.703705,36.333336,-1.962646,4
85,9.188898,49.148148,45,-1.95422,4
44,0.998146,47.814816,42.88889,-2.070466,4
126,2.274658,23.296297,21,-1.96874,4
118,0.691215,34.333332,30.777779,-2.077668,4
85,4.598309,48.88889,42.444443,-2.097363,4
117,1.29386,31.25926,27.444445,-2.088914,4
101,1.186342,45.037037,39,-2.094303,4
154,1.866666,28.148148,21.555555,-2.191073,4
121,0.904721,41.037037,37.444443,-1.995536,4
43,1.223233,64.703705,54.88889,-2.160551,4
117,0.742868,45.88889,39.555557,-2.09948,4
69,1.47196,59.555557,53.444443,-2.022861,4
17,1.108886,70.51852,62.444443,-2.098521,4
157,1.662962,21.444445,16.88889,-2.1343,4
124,70.1963,43.148148,39.22222,-1.980977,4
95,0.91084,55.62963,47.444443,-2.107858,4
38,1.068054,64.62963,58.22222,-2.038824,4
117,0.860663,39.037037,33.555557,-2.106235,4
161,0.162963,7.148148,5.555555,-1.996307,4
80,0.933332,39.703705,36.333336,-1.962646,4
108,16.83333,40,36,-2.080474,4
28,0.658281,62.407406,53.444443,-2.144507,4
105,0.151852,50.185184,45.666668,-1.991964,4
73,1.003696,46.296295,45.666668,-1.681589,4
73,1.993508,40.185184,35.666668,-2.054964,4
65,0.93492,57.74074,50.444443,-2.077647,4
139,0.8,16.37037,12.444445,-2.118223,4
112,0.712325,59.148148,52.22222,-2.078463,4
119,0.772202,39.851852,36.22222,-2.006,4
70,0.107408,55.037037,51.555557,-1.907955,4
83,0.566666,49.444443,45.666668,-1.973615,4
44,1.128748,58.666668,50.11111,-2.102652,4
69,0.742867,40.666668,40.88889,-1.518761,4
101,0.349603,31.185184,27.222221,-2.05839,4
81,0.740742,38.25926,34.555557,-1.984566,4
160,0.429629,22.851852,18.222221,-2.138726,4
130,21.762964,13.037037,9.888889,-2.137371,4
134,0.544332,48.925926,41.88889,-2.086914,4
57,0.365148,65.703705,59.444443,-2.030703,4
116,0.834444,29.444445,25,-2.090781,4
75,1.083547,41.11111,40.333336,-1.722278,4
38,0.760116,58,50,-2.078504,4
102,5.425934,42.77778,37,-2.088579,4
108,104.91862,45.592594,41.22222,-2.015554,4
73,0.816495,42.25926,40.555557,-1.893495,4
140,0.722649,26.444445,23.444445,-2.100487,4
125,5.725834,43.37037,41.666668,-1.840579,4
45,1.526313,53.074074,48.11111,-2.045905,4
49,0.544332,38.037037,35.666668,-1.949745,4
127,59.54075,40.74074,38,-1.908348,4
110,0.596297,50.666668,46.11111,-2.032518,4
147,2.818517,27.222221,20.555555,-2.204575,4
153,6.888892,28,21.333334,-2.242741,4
123,108.74074,52.814816,48,-1.994105,4
124,0.490655,40.925926,35.77778,-2.076967,4
140,0.298143,27.666666,24.88889,-2.05389,4
129,3.155558,24.703703,19.11111,-2.161046,4
125,1.944448,69.333336,63.22222,-2.019545,4
159,1.574074,6.62963,5.111111,-1.999443,4
65,25.537477,56.703705,52.666668,-1.970812,4
121,0.904721,41.037037,37.444443,-1.995536,4
62,0.772202,61.037037,53.444443,-2.093744,4
120,0.646929,60.037037,56.88889,-1.892977,4
102,0.296295,58.22222,53.444443,-1.985584,4
78,3.517681,30.296297,27.11111,-2.017779,4
109,0.490653,41.814816,36.11111,-2.068644,4
156,5.18889,21,16.777779,-2.109365,4
73,0.389682,43.851852,43,-1.720441,4
77,8.373016,32.77778,30.222221,-2.12336,4
148,0.507408,29.074074,21.444445,-2.237972,4
132,0.75031,35.22222,29.555555,-2.146969,4
102,0.62361,58.37037,50.666668,-2.102047,4
146,4.712474,43.148148,36.88889,-2.081842,4
87,0.623611,64.03704,55.77778,-2.105073,4
35,0.646928,69.44444,61.77778,-2.0742,4
111,0.272165,62.25926,56.444443,-2.014126,4
123,2.077778,21.62963,14.777778,-2.149759,4
82,0.488889,44.88889,41.555557,-1.971781,4
97,0.574133,47.962963,46,-1.840735,4
146,1.318517,21.37037,16.777779,-2.164971,4
13,0.54433,70.37037,60.666668,-2.154989,4
17,2.319004,44.592594,40.333336,-2.030048,4
19,0.886106,45.185184,38,-2.133676,4
80,0.711109,40.51852,37.77778,-1.942698,4
123,1.718096,59.333332,51.88889,-2.111941,4
154,3.200002,19.703703,14.888889,-2.142529,4
76,11.481388,29.814816,28.666666,-1.903624,4
115,0.646929,46.74074,42.444443,-2.021125,4
67,0.646929,64.74074,57.11111,-2.076662,4
21,2.613357,40.74074,37.11111,-1.990806,4
121,2.678445,54.962963,47.77778,-2.126943,4
159,1.455513,26.11111,25.222221,-1.802554,4
120,53.95558,39.333332,35.444447,-2.046753,4
57,0.365148,65.703705,59.444443,-2.030703,4
50,0.389682,65.111115,57.333332,-2.107785,4
135,1.025598,32.703705,28.555555,-2.093203,4
87,1.695309,43.333332,37.88889,-2.050388,4
149,0.266666,16.814816,13.444445,-2.069251,4
119,0.772202,39.851852,36.22222,-2.006,4
32,0.836659,59.48148,54.22222,-2.042422,4
96,0.752772,61.925926,54.444443,-2.089105,4
120,1.833839,47.851852,44.77778,-1.910735,4
53,0.389682,40.444443,36.88889,-2.00456,4
146,4.655555,22.74074,18.11111,-2.124871,4
83,0.785184,66.25926,60.22222,-2.027771,4
78,2.322991,69.74074,59.666668,-2.145541,4
124,1.807404,54.333332,49.444443,-2.030079,4
120,1.833839,47.851852,44.77778,-1.910735,4
34,0.836659,72.888885,65,-2.078154,4
17,0.807374,71.18519,63.333332,-2.075161,4
78,2.874073,43.814816,41.11111,-1.886072,4
122,103.762955,36.185184,32.666668,-2.035377,4
122,1.485737,60.74074,51.555557,-2.128423,4
72,1.167461,59,51.333332,-2.090221,4
76,0.344266,42.296295,36,-2.139002,4
87,62.018505,31.703703,28.222221,-2.013382,4
98,0.772202,28.777779,24.88889,-2.04294,4
66,7.073164,42.592594,41,-1.83808,4
90,2.770879,48.22222,41.22222,-2.131861,4
104,0.740741,57.333332,52.77778,-1.985221,4
64,0.699206,40,35.22222,-2.030269,4
129,11.944499,51,46.88889,-1.997241,4
137,1.088663,40.851852,39.88889,-1.75799,4
137,1.555159,36.925926,34.88889,-1.940975,4
158,1.762963,21.037037,16.777779,-2.142701,4
78,6.355548,36.11111,31.333334,-2.053834,4
125,1.878731,37.444443,32.333336,-2.100687,4
100,0.403687,57.148148,51.555557,-2.024061,4
116,0.501848,46.814816,42.333336,-2.038624,4
66,4.959466,41.62963,40.555557,-1.748546,4
138,1.638653,54.62963,49.11111,-2.029656,4
103,0.596285,58.88889,52.22222,-2.071134,4
68,0.583729,56.296295,49.22222,-2.069541,4
94,0.779363,68.111115,61.11111,-2.068537,4
89,0.389682,31.703703,27.333334,-2.046542,4
136,0.61111,4.851852,2.888889,-2.123905,4
89,0.389682,31.703703,27.333334,-2.046542,4
15,0.54433,70.07407,61,-2.124981,4
68,0.936897,37.962963,37.555557,-1.659641,4
110,1.809441,34.11111,29.11111,-2.068653,4
147,2.599144,49.77778,43.77778,-2.056377,4
126,0.162963,20.11111,16.444445,-2.104102,4
89,0.958392,58.925926,51,-2.108757,4
145,0.699206,61.11111,52.444443,-2.166151,4
123,1.555556,44.814816,41.11111,-1.978328,4
123,0.518518,57.48148,52.555557,-2.021502,4
111,1.597452,29.592592,25.444445,-2.064723,4
116,0.278888,61,52.444443,-2.161793,4
146,0.740741,10.592592,8,-2.108911,4
121,1.925463,32.37037,28.666666,-2.024268,4
67,1.187902,60.74074,53,-2.109804,4
125,0.162963,18.222221,14.888889,-2.104083,4
129,0.886107,62.407406,54.22222,-2.126989,4
158,0.418518,8.444445,7,-1.943449,4
36,1.22323,66.37037,56.555557,-2.138581,4
77,1.585185,59.555557,54.22222,-2.030875,4
105,1.67778,45.74074,41.22222,-1.996082,4
107,5.5889,54,49.444443,-2.003607,4
68,1.344399,38.592594,38.333336,-1.624846,4
80,0.505525,58.333332,51.22222,-2.116351,4
79,0.651853,45.814816,42.88889,-1.918888,4
98,0.596297,52.851852,47.555557,-2.025773,4
111,0.344265,34.11111,30.333334,-2.005742,4
152,3.262964,26.555555,20.333334,-2.165731,4
159,1.455513,26.11111,25.222221,-1.802554,4
122,3.016006,34.185184,29.222221,-2.074838,4
140,0.685185,23,17.88889,-2.167262,4
69,0.854184,36.962963,36.666668,-1.640134,4
148,0.507408,29.074074,21.444445,-2.237972,4
21,1.062841,65.888885,59.333332,-2.072158,4
138,0.41852,69.48148,63.88889,-1.999045,4
64,1.115547,56.592594,49.666668,-2.067168,4
133,1.069786,48.666668,41.555557,-2.111789,4
128,0.844444,35.592594,32.11111,-1.981846,4
160,0.429629,22.851852,18.222221,-2.138726,4
125,1.318521,66.25926,61.11111,-1.9632,4
62,0.389681,66.77778,57.444443,-2.124459,4
83,3.111112,49.851852,46,-1.958524,4
66,1.893459,42.11111,41.555557,-1.68385,4
45,1.526313,53.074074,48.11111,-2.045905,4
116,0.816497,33.185184,29.11111,-2.068113,4
105,0.522222,58.62963,53.333332,-2.032243,4
126,0.596297,57.814816,52.333332,-2.006029,4
115,1.306679,28.851852,24.88889,-2.094392,4
158,0.418518,8.444445,7,-1.943449,4
130,0.474074,21.37037,15.777778,-2.134924,4
65,0.91084,60.148148,53.77778,-2.041901,4
121,3.208784,53.666668,46.88889,-2.110233,4
33,0.250925,35.814816,31.333334,-2.030428,4
128,1.123816,49.925926,42.666668,-2.102441,4
124,1.186342,43.51852,36.77778,-2.127801,4
98,3.079803,33.962963,31,-1.96031,4
126,44.374123,36.185184,33.555557,-1.942179,4
146,0.740741,10.592592,8,-2.108911,4
120,0.443052,51.074074,48.22222,-1.896425,4
73,0.651852,58.814816,54,-1.996907,4
135,0.958394,47.37037,41,-2.06346,4
25,0.64693,70.44444,60.666668,-2.13042,4
103,1.496294,61.25926,56,-2.00292,4
107,3.011091,29.222221,26.88889,-1.877159,4
93,1.730981,62.851852,54.77778,-2.083715,4
100,0.651851,55.37037,50.333332,-2.00619,4
132,1.011049,38.77778,33.22222,-2.129523,4
123,0.355555,19.296297,15.666667,-2.115734,4
95,5.724864,46.851852,42.88889,-1.970802,4
104,0.711111,63.62963,58.22222,-1.986567,4
20,1.062841,65.18519,56.444443,-2.133031,4
111,1.471961,57.77778,51.333332,-2.045165,4
