@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
51,0.611111,118.888885,-34.22222,-2.368498,2
42,1.166669,133.33334,-19.88889,-2.26361,2
29,0.444443,107.111115,-40.555557,-2.373206,2
35,1.111113,119.111115,-30.333334,-2.282923,2
40,1.499999,118.333336,-31.333334,-2.292201,2
61,0.555556,103.77778,-41.88889,-2.367396,2
66,1.111113,83.888885,-43,-2.224845,2
29,1.388891,123.666664,-28.444445,-2.29776,2
21,2.055556,120.888885,-36.444443,-2.362526,2
45,1.111113,118,-36.88889,-2.35936,2
62,1.000001,91.888885,-42,-2.277142,2
30,0.611109,107,-40.666668,-2.405295,2
51,1.499998,121.77778,-28,-2.306687,2
49,1.166668,122.111115,-31.222221,-2.297839,2
16,1.499999,108.333336,-40.22222,-2.385001,2
19,1.499998,126.111115,-26.777779,-2.340765,2
38,0.888888,119.55556,-34.555557,-2.322923,2
15,0.777774,137.88889,-19.333334,-2.328472,2
68,0.888889,97.333336,-32,-2.169999,2
24,0.888888,123.55556,-29.88889,-2.349252,2
93,1.055555,105,-25.222221,-2.141419,2
101,0.611109,131.11111,-25.444445,-2.328735,2
25,1.111111,123.888885,-30.666666,-2.354552,2
109,1.000001,95.77778,-39.11111,-2.297546,2
21,1,122.55556,-33.22222,-2.339377,2
34,0.888887,97.888885,-42.77778,-2.286636,2
31,0.888889,121.888885,-33.88889,-2.334831,2
52,0.777777,104.666664,-31.88889,-2.229685,2
30,1.222223,108.888885,-37.444443,-2.385308,2
25,0.999996,121.55556,-35.11111,-2.36518,2
18,0.555557,108.666664,-44.666668,-2.45498,2
32,1.500001,116,-33.666668,-2.309391,2
32,0.833332,104.333336,-38.444443,-2.255674,2
40,0.722223,106.888885,-43.444443,-2.434692,2
28,1.777779,107.666664,-45.444443,-2.438585,2
39,1.833333,105.55556,-32.444443,-2.198158,2
54,1,129.88889,-20.333334,-2.231555,2
49,0.666669,114.666664,-37.77778,-2.315477,2
50,0.944445,101.888885,-38.333332,-2.337296,2
27,0.5,135.11111,-16.555555,-2.264532,2
82,0.611111,100.77778,-40.88889,-2.344872,2
102,0.833333,1.666667,-6.666666,-2.261719,3
93,1.5,3.666667,-9,-2.329423,3
139,2.111111,15.666667,-6.222222,-1.702833,3
95,1.611111,3.666667,-10.888889,-2.429449,3
135,0.222222,0,-0.666667,-2.094395,3
110,2.722222,4,-7.555555,-2.618651,3
123,0.166667,0,-3.444444,-2.094395,3
91,1.111111,1.222222,-6.555555,-2.225735,3
144,0.333333,0,-3,-2.094395,3
125,0.833333,1,-4,-2.237562,3
139,0.333333,0,-1.333333,-2.094395,3
120,1.444444,13.555555,-25.555555,-2.231261,3
115,5,6.222222,-12,-2.390992,3
125,2.666667,2.444444,-7.111111,-2.234241,3
98,1.333333,2,-4.444445,-2.548898,3
145,1.277778,0.777778,-1.555556,-2.53095,3
99,3.055555,2.333334,-9.111111,-2.255673,3
122,1.388889,1,-5.111111,-2.173204,3
120,5.944445,4.777778,-10.888889,-2.240133,3
136,2.055555,6.666666,-11.666667,-2.412671,3
107,0.833333,1,-5.666666,-2.226355,3
144,0.611111,0.888889,-7.222222,-2.212162,3
133,0,0,0,0,3
75,10.222221,33.666668,-24.777779,-2.284187,3
102,9.444444,12.777778,-12.777778,-2.378944,3
81,15.166667,37.11111,-26.444445,-2.274461,3
121,0.111111,0.111111,-3.444444,-2.132635,3
120,0.722222,0.333333,-4.222222,-2.133095,3
91,0.833333,1.222222,-8.111111,-2.186723,3
82,2.111111,4.777778,-11.444445,-2.451983,3
133,0,0,0,0,3
99,1,0.444444,-5.777778,-2.149743,3
142,0.277778,0.222222,-1.333333,-2.159563,3
73,2.333333,4.444445,-10.444445,-2.355641,3
120,0.388889,0,-3,-2.094395,3
85,2.277778,6.111111,-13.888889,-2.329093,3
115,0.722222,1.666667,-7.222222,-2.321865,3
88,0.944445,1.444444,-7,-2.269545,3
90,6.777779,6.555555,-12.666667,-2.266389,3
118,0.333333,0.222222,-2.777778,-2.17128,3
91,3.277778,4.222222,-11.444445,-2.282744,3
94,0.722222,0.666667,-6.444445,-2.189708,3
90,0.666667,1,-6.777778,-2.164323,3
95,2.222222,1.222222,-7.111111,-2.151958,3
120,0.444444,0.888889,-4.777778,-2.315721,3
124,0.277778,0,-2,-2.094395,3
98,1.777778,3.555556,-10.333333,-2.395422,3
120,3.722222,2.111111,-6.888889,-2.180291,3
79,1.333333,3.333333,-8.555555,-2.288981,3
106,0.111111,0,-1.666667,-2.094395,3
132,0.388889,0.444444,-3.888889,-2.204847,3
93,3.444444,5.222222,-10.666667,-2.332766,3
110,0.5,0.444444,-4.666666,-2.155984,3
127,0.222222,0,-1.888889,-2.094395,3
115,0.555555,0.777778,-5,-2.216604,3
110,0.5,0.444444,-4.666666,-2.155984,3
69,20.444445,22.88889,-13.777778,-2.488979,3
125,0.888889,0.333333,-3.444444,-2.175647,3
95,1.111111,4.555555,-12.444445,-2.322295,3
137,0.388889,0.111111,-2.333333,-2.123254,3
111,0.944444,0.333333,-3.888889,-2.139494,3
122,1.166667,13,-17.88889,-2.247266,3
124,1.388889,1.888889,-5.444445,-2.284608,3
126,0.944444,2.555556,-6.666666,-2.536514,3
107,3.944445,6.666666,-11.444445,-2.280146,3
114,8.833333,23.88889,-34.444443,-2.295381,3
146,0,0,0,0,3
142,0.888889,2.666667,-6.555555,-2.280603,3
114,0.277778,0.555556,-2.888889,-2.02703,3
107,9.833333,9,-6.555555,-2.492965,3
124,1.444444,0.555556,-2.777778,-2.16921,3
136,2.111111,9,-16.555555,-2.268991,3
124,0.555556,0.555556,-3.111111,-2.18129,3
137,0.333333,0,-2,-2.094395,3
66,10.944443,37.77778,-22.666666,-2.43063,3
133,0.222222,0,-1.444444,-2.094395,3
96,1.555556,2,-8,-2.244482,3
138,0.333333,0,-2.333333,-2.094395,3
103,1.111111,0.666667,-6.111111,-2.185466,3
83,0.666667,3.555556,-6.444445,-2.573381,3
126,1.222222,0.555556,-3.222222,-2.107303,3
88,2.5,6.444445,-12.666667,-2.394493,3
88,2.166666,4.111111,-11.111111,-2.396657,3
133,0.388889,0.111111,-2.888889,-2.123254,3
81,5.722223,10.888889,-14.444445,-2.388561,3
124,0.444444,0.222222,-2.666667,-2.16176,3
120,0.833333,0.555556,-3.666667,-2.178769,3
108,3.388889,6.777778,-10.666667,-2.275553,3
118,0.055556,0,-0.111111,-2.094395,3
113,6.166666,22.333334,-32.333332,-2.29665,3
119,0.555555,0.111111,-4.333334,-2.11372,3
119,1.777778,15.888889,-25.11111,-2.268148,3
134,0.833333,1.333333,-5,-2.422506,3
109,3.999999,10.555555,-18.88889,-2.344093,3
95,1.111111,2.222222,-4.777778,-2.552724,3
91,33.444447,39.88889,-20.777779,-2.346057,3
91,1,4.333334,-11.222222,-2.383949,3
106,2.222222,2.111111,-8,-2.255541,3
122,1.333333,12.111111,-24.444445,-2.305989,3
127,1.277778,11.777778,-16.444445,-2.035808,3
125,0.5,0.222222,-4.111111,-2.130339,3
90,0.666667,1,-6.777778,-2.164323,3
72,1.388889,2.555556,-8.888889,-2.216721,3
121,1.166667,2.555556,-8.777778,-2.351514,3
77,1.611111,3.555556,-11.333333,-2.354881,3
115,3.333333,13,-19,-2.45904,3
99,2.777778,5.222222,-9.888889,-2.318885,3
137,0.111111,0,-0.777778,-2.094395,3
91,1.388889,2.666667,-9,-2.354575,3
73,9.444445,26.222221,-42.444443,-2.255561,3
108,27.277779,46.555557,-24.11111,-2.360491,3
80,3.833333,8.444445,-10.444445,-2.326257,3
124,2.388889,12.333333,-21.333334,-2.396682,3
76,1.833333,7.666666,-13.444445,-2.520215,3
120,1.444444,13.555555,-25.555555,-2.231261,3
108,1.166667,1.666667,-3.888889,-2.463852,3
71,21.888885,29.777779,-18.88889,-2.401825,3
96,2.333333,3.777778,-9.333333,-2.330693,3
139,2.111111,15.666667,-6.222222,-1.702833,3
117,0.611111,0.222222,-3.333333,-2.094395,3
83,2.333333,4.666667,-12.111111,-2.345005,3
95,1.944444,3.111111,-9.666667,-2.333804,3
105,3.666666,2.444444,-7.444445,-2.205437,3
111,4.111111,3.333333,-8,-2.216473,3
124,1.833333,1.666667,-4.666666,-2.118937,3
136,0.388889,0.111111,-1.777778,-2.094395,3
120,0.611111,13.555555,-16.88889,-2.230821,3
135,0.333333,0.111111,-2.888889,-2.117548,3
122,4.833334,5.222222,-9.888889,-2.349017,3
144,0.5,0,-3.444444,-2.094395,3
90,1.111111,1.444444,-7.555555,-2.16608,3
119,1.333333,4.222222,-6.777778,-2.587228,3
138,0.444444,0.111111,-0.555556,-2.094395,3
102,1.555556,1.888889,-8.444445,-2.275159,3
109,2.833333,3,-8.555555,-2.283787,3
115,1.388889,1.888889,-6.444445,-2.358386,3
87,1.888889,1.888889,-5.111111,-2.229493,3
76,1.666667,1.777778,-4.666666,-2.340801,3
126,0.944444,8.333334,-17.88889,-2.313534,3
87,44.722225,64.55556,-26,-2.422127,3
120,0.5,0.333333,-4.333334,-2.156366,3
134,0.055556,0,-0.111111,-2.094395,3
142,0.111111,0,-0.111111,-2.094395,3
131,1,0.222222,-1.555556,-2.094395,3
123,0.5,0.222222,-3.555556,-2.142674,3
116,2.111111,2.111111,-6.333334,-2.313013,3
143,0.888889,2.222222,-9.888889,-2.257412,3
146,0.055556,0,-0.111111,-2.094395,3
110,2.277777,13.444445,-24,-2.321226,3
144,0.5,0,-3.444444,-2.094395,3
105,31.222223,40.11111,-21.222221,-2.380238,3
87,44.722225,64.55556,-26,-2.422127,3
138,0.388889,0.111111,-0.777778,-2.181439,3
87,1.888889,1.888889,-5.111111,-2.229493,3
111,1.944444,14.333333,-25.11111,-2.333318,3
141,2.166667,11.555555,-14.333333,-2.451571,3
123,0.611111,0.444444,-2.888889,-2.16921,3
127,1.055556,13.666667,-25.777779,-2.326275,3
73,1.722222,3.111111,-9.222222,-2.268176,3
129,0.388889,0,-1.555556,-2.094395,3
75,26.611113,52.11111,-22.666666,-2.356754,3
135,0.333333,0.111111,-2.222222,-2.137446,3
106,0.833333,0.666667,-5.888889,-2.133095,3
124,0.277778,0,-2,-2.094395,3
140,3.055556,8.666667,-11.777778,-2.417818,3
107,1.111111,0.555556,-4.666666,-2.146531,3
124,0.222222,0,-3.222222,-2.094395,3
123,0.5,0.333333,-4.555555,-2.164094,3
98,4.666666,3.777778,-9.555555,-2.272973,3
141,0.888889,1.666667,-8.444445,-2.257122,3
122,4.111111,16.666668,-6,-1.540214,3
147,3.555555,6.777778,-3.777778,-2.064514,3
111,0.388889,0,-4,-2.094395,3
100,0.666667,0.777778,-3.333333,-2.337096,3
91,0.833333,1.222222,-8.111111,-2.186723,3
110,0.5,0.444444,-5.111111,-2.152507,3
96,2.777778,2.333334,-8.333333,-2.268209,3
85,2.055556,2.666667,-8.888889,-2.271544,3
79,14.166667,28.222221,-25.333334,-2.286295,3
82,6.222223,6.555555,-12.444445,-2.320628,3
136,0.666667,0.222222,-3,-2.110974,3
136,0,0,0,0,3
80,16.666666,21.88889,-18.88889,-2.431513,3
100,2.444444,3.888889,-9.888889,-2.226247,3
89,5.833334,8.555555,-14.111111,-2.356793,3
125,0.833333,1,-4,-2.237562,3
88,1.555556,1.555556,-7.888889,-2.216544,3
130,1.222222,1.777778,-5.888889,-2.366216,3
84,1.777778,3.111111,-9,-2.305729,3
121,0.944445,13.555555,-25,-2.335871,3
90,3.333333,5.111111,-7.333334,-2.639389,3
102,1.166667,2.666667,-9.111111,-2.316112,3
122,0.833333,0.333333,-4.777778,-2.153599,3
124,1.111111,1.222222,-6.888889,-2.267462,3
81,9.222222,19.444445,-22,-2.438409,3
128,0.388889,0,-2.222222,-2.094395,3
122,0.444444,0.444444,-1.666667,-2.444563,3
108,27.277779,46.555557,-24.11111,-2.360491,3
95,1.055556,2.444444,-7.888889,-2.348987,3
116,1.222222,2.222222,-6.777778,-2.420258,3
122,0.444444,0.444444,-1.666667,-2.444563,3
80,34.61111,66.44444,-25.333334,-2.434193,3
141,0.722222,0.888889,-4.333334,-2.285991,3
81,9.222222,19.444445,-22,-2.438409,3
98,0.666667,1.333333,-3.555556,-2.4238,3
133,0.222222,0,-2.222222,-2.094395,3
145,1.277778,0.777778,-1.555556,-2.53095,3
70,7.944445,18.222221,-14.777778,-2.589111,3
112,1.555556,3.111111,-8.111111,-2.435718,3
95,3,3.888889,-8.888889,-2.326455,3
87,13.222221,15.666667,-14.666667,-2.418074,3
125,2.666667,2.444444,-7.111111,-2.234241,3
78,43.333332,76.77778,-26.666666,-2.411645,3
89,0.777778,0.333333,-6.555555,-2.123905,3
92,7,10.555555,-11.666667,-2.280561,3
114,1.166667,0.777778,-5.222222,-2.222661,3
120,0.722222,2.888889,-7.222222,-2.433795,3
130,0.277778,0,-2.333333,-2.094395,3
101,6.444445,9.222222,-13.222222,-2.44804,3
80,1.833333,5.888889,-12.555555,-2.417517,3
107,6.777779,6.333334,-10.222222,-2.291762,3
113,0.666667,0.666667,-3.888889,-2.237562,3
112,0.5,0.111111,-1.333333,-2.151914,3
130,0.333333,0.111111,-2.666667,-2.123254,3
120,0.5,0.222222,-2.777778,-2.057287,3
100,5.777778,6.444445,-10.444445,-2.289874,3
145,2.111111,2,-4.222222,-2.569768,3
120,1.055556,1.111111,-5.111111,-2.298085,3
77,2.388889,6.777778,-13.444445,-2.467493,3
109,2.833333,3,-8.555555,-2.283787,3
109,2,4.777778,-9.333333,-2.413992,3
119,1.055556,0.333333,-3.333333,-2.133095,3
123,1,0.555556,-3.777778,-2.16176,3
115,2.722222,20.666668,-22.777779,-2.090649,3
89,0.777778,0.333333,-6.555555,-2.123905,3
75,26.611113,52.11111,-22.666666,-2.356754,3
138,0.944444,0.555556,-3.111111,-2.219242,3
107,0.666667,18.666668,-28.666666,-2.354617,3
145,7.5,10.333334,-10.666667,-2.06232,3
121,1.5,3.111111,-6.888889,-2.519165,3
131,0.333333,0,-1.555556,-2.094395,3
132,0.555555,0.111111,-1.888889,-2.094395,3
96,0.833333,4.333334,-10.888889,-2.275792,3
95,2.666666,8.333334,-14.222222,-2.445012,3
116,1.333334,14.888889,-20.88889,-2.259967,3
124,1.833333,1.666667,-4.666666,-2.118937,3
94,2.555556,6.666666,-8,-2.869948,3
73,10.722222,37.77778,-43.666668,-2.251254,3
96,1.111111,1.777778,-8.111111,-2.186234,3
138,0.888889,0.444444,-4.222222,-2.173961,3
90,2.444444,5.666666,-6.333334,-3.044175,3
86,8.777779,11.555555,-13.888889,-2.363577,3
137,1,5.888889,-13.555555,-2.360782,3
130,0.555555,0.666667,-3.777778,-2.239029,3
123,0.666667,0.333333,-4.111111,-2.169865,3
64,20.222223,30.333334,-19,-2.593825,3
134,1.5,4.888889,-11.888889,-2.386611,3
69,4.333333,10.333334,-12.555555,-2.481874,3
137,3.833333,3.444444,-7.333334,-2.193967,3
137,0.277778,0,-0.666667,-2.094395,3
80,16.666666,21.88889,-18.88889,-2.431513,3
97,0.555555,0.666667,-6,-2.191382,3
140,1.777778,7.222222,-13.666667,-2.442323,3
98,0.388889,0.111111,-4.222222,-2.11372,3
121,2.055556,11.888889,-16.222221,-2.235355,3
117,0.111111,0.111111,-3.222222,-2.132635,3
128,3.166667,3.888889,-8.555555,-2.300368,3
116,0.833333,0.666667,-5.222222,-2.163434,3
102,29.888887,42,-19.777779,-2.416817,3
106,1.277778,1.333333,-5.555555,-2.274071,3
81,5.722223,10.888889,-14.444445,-2.388561,3
109,1.111111,0.777778,-4.888889,-2.146531,3
137,0.833333,0.555556,-2.777778,-2.200588,3
127,0.777778,2.111111,-6.555555,-2.408939,3
117,0,0,0,0,3
138,0.722222,4.222222,-9.555555,-2.406809,3
83,8.333333,21.555555,-10.555555,-2.321343,3
129,0.388889,0,-1.555556,-2.094395,3
128,2.444444,13.444445,-19.11111,-2.3163,3
81,0.777778,2,-7.444445,-2.248134,3
131,0,0,0,0,3
124,1.111111,1.222222,-6.888889,-2.267462,3
143,0.277778,0,-1.222222,-2.094395,3
126,1.055556,1.777778,-7.222222,-2.289097,3
144,0.222222,0,-2.888889,-2.094395,3
136,2.666667,12.222222,-19.555555,-2.307511,3
81,22.111109,41,-23,-2.476481,3
97,0.777778,1.444444,-6.222222,-2.269023,3
93,1.388889,1.222222,-7.333334,-2.18361,3
103,2.944445,3.444444,-5.888889,-2.497929,3
138,5.5,14.888889,-19.88889,-2.439538,3
136,2.777778,15.666667,-7.666666,-1.61572,3
126,2.555556,8.444445,-15.888889,-2.449839,3
113,0.277778,0.111111,-2.888889,-2.123254,3
122,1.555556,15.111111,-17.777779,-2.06017,3
121,1.5,3.111111,-6.888889,-2.519165,3
118,0.388889,0.111111,-2.111111,-2.132635,3
147,1.333333,4.555555,-1.444444,-1.584341,4
123,2.999999,39.555557,-11.111111,-1.978328,4
105,0.611111,44,-13.555555,-1.991964,4
87,1.555557,37.22222,-16.333334,-2.050388,4
122,11.444446,31.88889,-10.555555,-2.035377,4
22,1.388889,43.333332,-20.666666,-2.123537,4
111,1.500001,50.333332,-19.333334,-2.045165,4
25,0.611111,61.666668,-29.333334,-2.13042,4
13,1.555553,62.333332,-29.11111,-2.154989,4
87,13.388889,27.444445,-10.444445,-2.013382,4
38,1.111112,57.22222,-19.222221,-2.038824,4
108,6.833332,35.77778,-12,-2.080474,4
122,11.444444,34.333336,-10.333333,-1.985027,4
159,2.222222,23.555555,-2.666667,-1.802554,4
108,22.444443,40.11111,-13.111111,-2.015554,4
123,13.222221,46.333332,-14.444445,-1.994105,4
64,1.055556,54.22222,-25,-2.118087,4
103,0.833336,56.88889,-18.333334,-2.022581,4
103,1.111111,30.88889,-14.555555,-2.102607,4
161,0.777778,5,-4.777778,-1.996307,4
93,2.055555,54.555557,-24.222221,-2.083715,4
121,0.944444,36.22222,-10.777778,-1.995536,4
123,1,15.888889,-10.888889,-2.115734,4
66,9.222221,39,-4.777778,-1.83808,4
53,0.944443,35.77778,-10.666667,-2.00456,4
158,1.833333,35,-11.333333,-2.049172,4
125,9.944444,37.555557,-11.111111,-1.973025,4
80,1.333333,36.11111,-8.222222,-1.942698,4
118,0.833334,30.555555,-10.666667,-2.077668,4
105,2.166666,39.666668,-13.555555,-1.996082,4
120,1.277779,53.88889,-9.444445,-1.892977,4
128,1.666666,46.333332,-20.777779,-2.091927,4
85,2.833333,42.88889,-12.444445,-1.95422,4
95,0.888891,47.77778,-24.555555,-2.107858,4
146,2.111111,17.666668,-13.777778,-2.164971,4
129,2,20.11111,-16.777779,-2.161046,4
15,1.222223,60.666668,-28.88889,-2.145323,4
160,2.777778,18.777779,-13.888889,-2.138726,4
90,1.277777,58.11111,-22.555555,-2.108813,4
124,1.277779,33.666668,-8.111111,-1.907502,4
124,2.444445,48.333332,-14.666667,-2.030079,4
105,1.166667,52.22222,-15.888889,-2.032243,4
72,1.444444,51.22222,-23,-2.090221,4
73,1.5,38.77778,-14.222222,-2.096415,4
128,1.333334,30.88889,-10.444445,-1.981846,4
116,0.555555,41.555557,-13.444445,-2.038624,4
125,2.444445,50.666668,-24,-2.112723,4
131,9.222222,30.666666,-15.111111,-2.089186,4
101,1.111111,39,-18.11111,-2.094303,4
83,1.666666,44,-11.555555,-1.958524,4
140,1.5,23.555555,-9,-2.100487,4
146,1.111111,8.111112,-7.777778,-2.108911,4
78,4.333334,31,-14.333333,-2.053834,4
67,1.499999,53.333332,-23.222221,-2.109804,4
80,0.666667,34.555557,-10.111111,-1.962646,4
138,1.055553,62,-16.777779,-1.999045,4
154,2.333333,15.666667,-14.444445,-2.142529,4
111,1.055556,52.444443,-20.88889,-2.058,4
32,0.833334,53.333332,-15.777778,-2.042422,4
116,1.333333,28.777779,-12.222222,-2.068113,4
66,5.277777,38,-3.222222,-1.748546,4
21,1.277778,59.11111,-19.666666,-2.072158,4
125,8.555554,39.444443,-5.111111,-1.840579,4
124,2.055555,35.555557,-15.444445,-2.076967,4
100,0.444445,50.22222,-16.777779,-2.024061,4
87,1.166667,56,-24.777779,-2.105073,4
115,0.722221,41.444443,-12.888889,-2.021125,4
107,4.722223,44.88889,-10.777778,-1.991445,4
133,0.888889,32,-14.333333,-2.091572,4
90,2.833333,42,-21,-2.131861,4
62,0.666667,54.666668,-27.11111,-2.126207,4
149,0.666666,13.222222,-10.111111,-2.069251,4
125,2.055555,53.77778,-25.11111,-2.145045,4
123,1.833333,15.888889,-20.555555,-2.149759,4
98,5.944444,29.88889,-8.888889,-1.96031,4
32,0.833334,53.333332,-15.777778,-2.042422,4
96,1.722222,59.88889,-18.11111,-2.036336,4
127,1.666667,39,-17.444445,-2.061036,4
106,7,33.22222,-10.777778,-2.010178,4
95,7.055555,41.333336,-11.888889,-1.970802,4
119,1.055555,40.22222,-14.888889,-2.064038,4
110,1.277777,45.444443,-13.666667,-2.032518,4
73,0.777777,52.333332,-14.444445,-1.996907,4
158,1.444445,17.333334,-12.777778,-2.142701,4
102,0.444445,50.11111,-17,-2.034054,4
158,1.388889,6.111111,-4.333334,-1.943449,4
135,0.833332,62.22222,-18.777779,-2.024945,4
70,4.111111,35.11111,-10.555555,-1.990412,4
77,1.666667,35.22222,-9,-1.932066,4
132,1.333333,33.88889,-16.666666,-2.129523,4
65,1.555555,50.11111,-21.88889,-2.077647,4
88,1.111112,58.88889,-28.11111,-2.132027,4
102,7.944444,36.88889,-17.333334,-2.088579,4
76,0.555555,36.77778,-18.88889,-2.139002,4
79,1.333334,36.555557,-10.222222,-1.984583,4
15,1.111111,61.77778,-27.222221,-2.124981,4
73,0.777777,42.11111,-1.888889,-1.681589,4
105,0.777776,57.88889,-16.666666,-1.989475,4
57,0.999999,58.22222,-18.777779,-2.030703,4
159,1.277778,4.666667,-4.555555,-1.999443,4
150,2.166667,16.777779,-13.555555,-2.134876,4
89,0.722222,26.777779,-13.111111,-2.046542,4
69,0.722223,34,-0.888889,-1.640134,4
129,19.833334,45.444443,-12.333333,-1.997241,4
77,0.666667,52.22222,-24,-2.143048,4
121,4.888888,47.22222,-20.333334,-2.110233,4
49,1.222221,34.333336,-7.111111,-1.949745,4
101,1.111111,39,-18.11111,-2.094303,4
115,1.38889,24.88889,-11.888889,-2.094392,4
70,0.777777,52.88889,-23,-2.070832,4
107,10.333333,24.88889,-7,-1.877159,4
110,1.777778,28.777779,-15,-2.068653,4
68,1.833333,34.666668,-1.222222,-1.659641,4
82,1.333333,40,-10,-1.971781,4
154,3.833333,43.555557,-18.444445,-2.033077,4
130,9.777778,10.333334,-9.444445,-2.137371,4
112,1.055556,51.88889,-20.777779,-2.078463,4
70,8.777778,32.11111,-9.222222,-1.960582,4
122,6.111111,29,-14.888889,-2.074838,4
120,1.555555,42.444443,-9.222222,-1.910735,4
135,1.11111,28.555555,-12.444445,-2.093203,4
120,0.944444,45.77778,-8.555555,-1.896425,4
104,1.999999,56.11111,-16.222221,-1.986567,4
34,0.555556,46.22222,-24.11111,-2.09452,4
83,0.944444,23,-9.555555,-2.063242,4
140,0.666667,24.555555,-8.333333,-2.05389,4
145,0.999999,54.11111,-26,-2.166151,4
120,8.333333,34.77778,-11.666667,-2.046753,4
127,8.555555,36,-8.222222,-1.908348,4
80,0.666667,34.555557,-10.111111,-1.962646,4
158,1.388889,6.111111,-4.333334,-1.943449,4
76,3.277778,30.666666,-8.888889,-1.981499,4
125,1.333333,37.444443,-18,-2.096474,4
147,4.666666,43.11111,-18,-2.056377,4
33,0.277778,30.555555,-13.444445,-2.030428,4
69,0.944444,36.555557,0.666667,-1.518761,4
147,2.5,22.333334,-19.222221,-2.174468,4
124,7.388889,37.555557,-11.777778,-1.980977,4
132,1.111111,30.444445,-17,-2.146969,4
130,1.444445,16.444445,-16.777779,-2.134924,4
148,1.055555,24.222221,-22.88889,-2.237972,4
68,1.111111,35.11111,-0.777778,-1.624846,4
73,0.61111,39.77778,-2.555556,-1.720441,4
38,1.000001,49.666668,-24,-2.078504,4
162,2,7.555555,-6.111111,-2.029312,4
28,0.833333,54.666668,-26.88889,-2.144507,4
102,1.777779,44.555557,-16.444445,-2.009854,4
157,1.388889,17.444445,-13.666667,-2.1343,4
102,0.666667,56.555557,-20.11111,-2.083043,4
119,0.944446,35.11111,-10.888889,-2.006,4
50,1.333334,53.77778,-23.555555,-2.129479,4
35,1.055555,61.22222,-23,-2.0742,4
104,1.000001,48.77778,-20.555555,-2.08549,4
117,1.444443,33.77778,-16.444445,-2.106235,4
98,1.055556,24.333334,-11.666667,-2.04294,4
78,2.555556,38.444443,-8.111111,-1.886072,4
102,1.222222,45.555557,-13.666667,-1.99488,4
21,5.222221,35.77778,-10.888889,-1.990806,4
123,1.111111,51.333332,-14.777778,-2.021502,4
78,2.555556,38.444443,-8.111111,-1.886072,4
104,1.444444,51,-13.666667,-1.985221,4
103,0.666667,51.77778,-20,-2.071134,4
116,0.499999,54.11111,-25.666666,-2.161793,4
147,2.055556,22.444445,-20,-2.204575,4
160,2.777778,18.777779,-13.888889,-2.138726,4
124,1.888889,37.444443,-20.222221,-2.127801,4
35,2.055556,33,-15.777778,-2.138762,4
125,2.166667,61.666668,-18.333334,-2.019545,4
102,0.888889,51.555557,-14.333333,-1.985584,4
108,1.666666,52,-16.222221,-2.053869,4
133,1.166666,41.88889,-21.333334,-2.111789,4
117,1.444443,33.77778,-16.444445,-2.106235,4
18,1.722223,59.77778,-27.88889,-2.123641,4
83,1.555556,58.88889,-18.11111,-2.027771,4
42,1.333334,51.444443,-24.666666,-2.125735,4
146,5.111111,36.666668,-18.777779,-2.081842,4
46,2.222221,54.666668,-27.333334,-2.152304,4
125,2.111111,58.555557,-15.444445,-1.9632,4
123,1.944444,52.333332,-22.333334,-2.111941,4
68,1.555556,50.11111,-14.333333,-1.984308,4
82,0.777778,33.666668,-13,-2.028043,4
75,2.388889,37.333336,-2.333333,-1.722278,4
149,2.111111,17.444445,-14.111111,-2.141787,4
126,0.944445,50.666668,-16.444445,-2.006029,4
79,0.888889,40.666668,-8.777778,-1.918888,4
135,1.777777,40.444443,-19.11111,-2.06346,4
117,1.277778,39.666668,-19,-2.09948,4
80,1.333333,36.11111,-8.222222,-1.942698,4
57,0.999999,58.22222,-18.777779,-2.030703,4
65,1.222221,52.77778,-19.11111,-2.041901,4
25,1.555556,39.88889,-15.777778,-2.11881,4
117,1.277778,39.666668,-19,-2.09948,4
148,1.055555,24.222221,-22.88889,-2.237972,4
84,0.888889,7.555555,-4.666666,-2.13694,4
65,26.444445,53,-12.111111,-1.970812,4
133,1.277777,18.666668,-4.666666,-1.90381,4
127,15.388888,32.666668,-1.888889,-1.67677,4
64,2,49.11111,-20.777779,-2.067168,4
137,3.444445,37.333336,-2.888889,-1.75799,4
57,0.722223,61,-31.11111,-2.128801,4
102,1.166667,51,-23.11111,-2.102047,4
157,2.222222,19.222221,-14.777778,-2.169368,4
156,2.5,17,-12.666667,-2.109365,4
125,0.444444,15,-10,-2.104083,4
139,1.666667,13,-11.777778,-2.118223,4
78,4.055555,25.11111,-15.222222,-2.066695,4
158,0.833333,5.666666,-4.888889,-1.982834,4
126,1.833334,16.88889,-13.333333,-2.158805,4
17,5,39.444443,-12.777778,-2.030048,4
134,1.444444,41.77778,-21.11111,-2.086914,4
64,0.666667,34.666668,-14.333333,-2.030269,4
81,1.833333,37.77778,-10.444445,-1.970422,4
20,4.944444,31.666666,-10.444445,-2.045203,4
129,1.111111,33.11111,-14.333333,-2.097799,4
126,1.833334,16.88889,-13.333333,-2.158805,4
76,0.388889,46.11111,-12.333333,-1.989922,4
121,0.944444,36.22222,-10.777778,-1.995536,4
67,1.055554,56.666668,-22.88889,-2.076662,4
