@relation segment

@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
0.222222,-2,3.333333,3
10.555555,-11.666667,18,3
0,-2.222222,4.444445,3
0.444444,-5.777778,10.555555,3
6.222222,-12,16,3
5.111111,-7.333334,7,3
1.444444,-6.222222,9.777778,3
2.555556,-8.888889,14.777778,3
0.555556,-3.777778,6.555555,3
2.666667,-9.111111,13.222222,3
0.444444,-4.222222,7.111111,3
8.333334,-17.88889,26.444445,3
37.77778,-43.666668,70.333336,3
3.555556,-10.333333,13.666667,3
0,-1.555556,3.111111,3
0,-2,4,3
28.222221,-25.333334,39,3
0.666667,-6.444445,11.222222,3
5.222222,-9.888889,14.444445,3
1.666667,-6.666666,10.333333,3
0,-0.111111,0.222222,3
0,0,0,3
0.111111,-3.222222,6.111111,3
0,-0.111111,0.222222,3
0.666667,-6.111111,10.555555,3
0.111111,-2.111111,3.888889,3
2.666667,-8.888889,13.777778,3
0.111111,-2.888889,5.444445,3
1,-5.666666,9.333333,3
3.111111,-6.888889,7.777778,3
0.333333,-3.888889,6.777778,3
23.88889,-34.444443,52.22222,3
15.666667,-7.666666,19,3
14.333333,-25.11111,36.22222,3
0.444444,-4.666666,8.333333,3
15.666667,-14.666667,19,3
2.333334,-8.333333,12.666667,3
5.222222,-10.666667,15.333333,3
2.222222,-6.777778,8.555555,3
8.555555,-14.111111,19.88889,3
37.77778,-22.666666,29,3
0.666667,-5.888889,11.111111,3
13.888889,-22.333334,36.333332,3
1,-4,6.333334,3
4.333334,-11.222222,15.111111,3
12.111111,-24.444445,36.555557,3
0.888889,-4.333334,6.333334,3
18.666668,-28.666666,40.333332,3
2,-8,12.666667,3
52.11111,-22.666666,31.333334,3
2.111111,-6.555555,8.444445,3
1.222222,-8.111111,14.222222,3
11.555555,-14.333333,17.666666,3
3.666667,-10.888889,13.777778,3
0,-2.333333,4.666666,3
1.777778,-5.888889,7.777778,3
17.555555,-11.222222,14.444445,3
10.333334,-12.555555,14.777778,3
0.111111,-2.111111,3.888889,3
1.777778,-7.222222,10.777778,3
0,-2,4,3
1,-3.888889,6.777778,3
13.444445,-19.11111,28.222221,3
6.666666,-11.444445,17.555555,3
0.555556,-3.666667,6,3
6.777778,-3.777778,6.555555,3
2,-4.222222,4.444445,3
39.666668,-13.555555,31.777779,4
44.555557,-16.444445,37.88889,4
18.666668,-4.666666,13,4
30.555555,-13.444445,29.222221,4
52,-16.222221,34.444443,4
32.11111,-9.222222,23.11111,4
47.333332,-14.888889,32.11111,4
54.11111,-25.666666,46.333332,4
23.333334,-19.777779,34.22222,4
36.88889,-17.333334,35,4
35.11111,-11.777778,25.555555,4
53.333332,-15.777778,34.22222,4
34.666668,-16.222221,34.77778,4
34.333336,-7.111111,18.222221,4
58.22222,-18.777779,41.22222,4
39.444443,-12.777778,28.222221,4
41.555557,-13.444445,29.222221,4
53.444443,-22.777779,45.555557,4
32.666668,-1.888889,13.444445,4
40,-15,28.666666,4
25.555555,-22.11111,36.88889,4
30.666666,-8.888889,21.444445,4
16.555555,-11,21.666666,4
39.88889,-15.777778,30.555555,4
48.88889,-15.111111,34.555557,4
17.333334,-12.777778,23.88889,4
18.777779,-13.888889,26.11111,4
40.22222,-14.888889,31.11111,4
58.22222,-18.777779,41.22222,4
39,-18.11111,36.22222,4
36.666668,-18.777779,38.22222,4
37.444443,-18,35.333332,4
48.444443,-21.555555,41.11111,4
38.77778,-14.222222,28.444445,4
31,-14.333333,29.666666,4
52,-22.666666,45,4
8.111112,-7.777778,15.222222,4
30.666666,-15.111111,30.222221,4
59.77778,-27.88889,53.444443,4
42.555557,-14.777778,30.555555,4
49.666668,-24,49,4
35,-11.333333,24.333334,4
26.333334,-9.555555,21.444445,4
38.444443,-8.111111,24.222221,4
24.666666,-11.111111,23.88889,4
37.333336,-2.888889,13.444445,4
36.555557,-10.222222,24.777779,4
24.555555,-8.333333,17.666666,4
21.666666,-18.666666,33.333332,4
58.88889,-28.11111,53.22222,4
45.444443,-12.333333,29,4
33,-11.111111,26.88889,4
42.11111,-1.888889,14.444445,4
61.11111,-30.222221,56.11111,4
38.77778,-21.555555,40.77778,4
27.333334,-23.666666,40.666668,4
22.444445,-20,34.333332,4
26.88889,-11.888889,24.777779,4
17,-12.666667,24.666666,4
24.88889,-7,20,4
46.22222,-24.11111,48.22222,4
16.444445,-16.777779,31.555555,4
17.444445,-14.111111,25.88889,4
27.333334,-11.444445,23.222221,4
40.444443,-19.11111,39.88889,4
23.88889,-20,32.333332,4
28.555555,-12.444445,24.88889,4
35.555557,-15.444445,31.555555,4
35.22222,-9,24,4
35.11111,-0.777778,11.222222,4
61.22222,-23,47.666668,4
16.88889,-13.333333,24.333334,4
39,-4.777778,15.555555,4
43.333332,-22.11111,43.22222,4
7.555555,-6.111111,13.555555,4
39.444443,-5.111111,16.88889,4
38.88889,-5.111111,15.222222,4
23,-9.555555,20.11111,4
62.88889,-23.555555,48.444443,4
58.11111,-16.555555,38.11111,4
47.88889,-14.333333,32,4
56.666668,-22.88889,47.11111,4
45.444443,-13.666667,29.333334,4
58.22222,-28,53.666668,4
36.22222,-10.777778,25.222221,4
39.666668,-19,37.666668,4
53,-12.111111,23.222221,4
51.333332,-14.777778,33.22222,4
33.77778,-16.444445,32.22222,4
45.555557,-13.666667,32,4
17.444445,-13.666667,25.666666,4
39,-18.11111,36.22222,4
57.77778,-29.444445,55.22222,4
54.333332,-15.777778,36.555557,4
35.11111,-10.888889,25.11111,4
51.444443,-24.666666,47,4
25.11111,-15.222222,30.444445,4
57.88889,-16.666666,39.666668,4
34.555557,-10.111111,25.555555,4
33,-15.777778,29.555555,4
51.666668,-14.555555,34.11111,4
52.444443,-20.88889,44.11111,4
40,-10,24.666666,4
34.555557,-10.111111,25.555555,4
48.77778,-14.888889,33.77778,4
28.777779,-12.222222,25.444445,4
32,-7.888889,20.444445,4
42.444443,-9.222222,25.444445,4
15.888889,-10.888889,21.11111,4
42.77778,-20.555555,40.444443,4
20,-6.888889,16.777779,4
18.88889,-0.555556,5.444445,4
38,-3.222222,14.111111,4
24.11111,-11.444445,23.88889,4
61.77778,-27.222221,52.11111,4
62.555557,-24.222221,48.11111,4
34.666668,-1.222222,11.111111,4
52.444443,-27.555555,52.444443,4
39.666668,-13.555555,31.777779,4
7.555555,-4.666666,8.666667,4
43.333332,-20.666666,39.666668,4
48.77778,-20.555555,41.444443,4
39.444443,-12.777778,28.222221,4
6.111111,-4.333334,11.333333,4
36.555557,0.666667,11.666667,4
27.444445,-10.444445,23.222221,4
29,-14.888889,30.444445,4
6.222222,-3.777778,10.222222,4
41.444443,-12.888889,28.777779,4
51.666668,-21.333334,41.333332,4
35.11111,-1.444444,11.222222,4
54.666668,-27.11111,51.555557,4
60.666668,-28.88889,53.77778,4
44,-13.555555,32.11111,4
48.666668,-10.444445,29.555555,4
48.11111,-13.666667,31.333334,4
62.333332,-29.11111,53.22222,4
42.11111,-1.888889,14.444445,4
36,-8.222222,22.444445,4
37.22222,-16.333334,34.666668,4
54.22222,-25,48.333332,4
8.111112,-7.777778,15.222222,4
54.666668,-26.88889,50.11111,4
64.55556,-23.666666,48.666668,4
37.77778,-10.444445,25.88889,4
51,-23.11111,45.22222,4
42.444443,-9.222222,25.444445,4
46.11111,-12.333333,29.333334,4
43.333332,-5.444445,18.88889,4
52.22222,-15.888889,35.11111,4
48.666668,-21.222221,44.11111,4
50.666668,-24,46.666668,4
53.333332,-15.777778,34.22222,4
22.777779,-7.666666,19.666666,4
33.22222,-10.777778,24.222221,4
46.333332,-15.888889,35.444443,4
5.666666,-4.888889,11.777778,4
24.333334,-11.666667,25,4
20.11111,-16.777779,30.555555,4
31.777779,-14,31,4
58.11111,-22.555555,43.77778,4
25.11111,-12.444445,25.88889,4
33.555557,-6.111111,16.222221,4
56.666668,-29.444445,53.555557,4
33.666668,-13,28.666666,4
22.333334,-19.222221,34.11111,4
39.666668,-19,37.666668,4
52.333332,-14.444445,33.88889,4
41.666668,-17,36.666668,4
44,-11.333333,27.666666,4
61.666668,-29.333334,55.666668,4
16.777779,-13.555555,25.444445,4
57.444443,-26.222221,49.444443,4
56.555557,-20.11111,40.88889,4
43.555557,-5.888889,19.11111,4
27.444445,-13.444445,27.222221,4
46.333332,-14.444445,33.88889,4
50.11111,-21.88889,44.77778,4
41.77778,-21.11111,42.555557,4
37.333336,-2.333333,13.666667,4
3.111111,-5.888889,11.111111,4
23.555555,-2.666667,10.333333,4
34.77778,-11.666667,25.333334,4
40.666668,-8.777778,24.222221,4
56.77778,-22.444445,45.22222,4
46.333332,-20.777779,41.555557,4
44.88889,-10.777778,25.555555,4
61.666668,-18.333334,41.333332,4
42,-21,39.666668,4
51.22222,-23,46.333332,4
57.22222,-19.222221,41.444443,4
50.22222,-16.777779,37.555557,4
15.888889,-20.555555,37.77778,4
41.666668,-19.444445,37.22222,4
52.333332,-22.333334,43.333332,4
35.11111,-13.555555,28.777779,4
47.22222,-20.333334,39.666668,4
56,-24.777779,48.88889,4
35.11111,-10.555555,25.11111,4
50.11111,-17,37,4
33.88889,-16.666666,31.333334,4
53.77778,-25.11111,46.555557,4
33.666668,-8.111111,22.88889,4
4.555555,-1.444444,6.555555,4
27.88889,-11.111111,24.555555,4
51.555557,-14.333333,34.333332,4
4.666667,-4.555555,10.444445,4
24.222221,-22.88889,37.444443,4
55,-24.555555,46.77778,4
26.777779,-13.111111,27.88889,4
49.11111,-20.777779,43.22222,4
44,-13.555555,29.777779,4
33.77778,-16.444445,32.22222,4
50.11111,-14.333333,34.333332,4
37.555557,-11.777778,28.555555,4
54.333332,-22.444445,45.22222,4
42.666668,-19.333334,38,4
39.77778,-2.555556,14.777778,4
51.77778,-20,41.333332,4
15,-10,19.666666,4
54.11111,-26,47,4
59.11111,-19.666666,40,4
13,-11.777778,21.88889,4
19.222221,-14.777778,26.555555,4
36.11111,-8.222222,21.444445,4
42.88889,-12.444445,31.222221,4
29.777779,-11.333333,24.333334,4
35.666668,-17.11111,35.555557,4
18.777779,-13.888889,26.11111,4
6.444445,-5.111111,10.888889,4
52.77778,-19.11111,41.22222,4
58.555557,-15.444445,38.555557,4
56,-24.777779,48.88889,4
38.77778,-22.777779,40.555557,4
24.222221,-22.88889,37.444443,4
59.88889,-18.11111,39.555557,4
47.77778,-23.444445,49.22222,4
53.333332,-23.222221,45.444443,4
35.11111,-10.888889,25.11111,4
50.333332,-19.333334,41.666668,4
30.88889,-10.444445,24.555555,4
36.77778,-18.88889,35.444443,4
32.444447,-15.333333,30.333334,4
38.88889,-1.666667,11.333333,4
54.666668,-26.88889,50.11111,4
36.22222,-10.777778,25.222221,4
36.11111,-8.222222,21.444445,4
16.88889,-13.333333,24.333334,4
51.88889,-20.777779,42.555557,4
47.77778,0,12.333333,4
37.555557,-9.888889,23.444445,4
18.88889,-15.333333,27.666666,4
54.555557,-24.222221,49.11111,4
53.77778,-23.555555,44.77778,4
41.88889,-21.333334,41.666668,4
35.77778,-10.666667,24.666666,4
48,-16.555555,36.444443,4
34.333336,-10.333333,25,4
38.444443,-8.111111,24.222221,4
30.555555,-10.666667,22,4
18.555555,-13.888889,26.444445,4
37.555557,-11.111111,26.88889,4
33.11111,-14.333333,28.666666,4
28.777779,-15,31,4
23.555555,-9,17.666666,4
32,-14.333333,28.666666,4
56.11111,-16.222221,38.77778,4
37.444443,-20.222221,38.444443,4
34.666668,-14.333333,30.333334,4
31.666666,-10.444445,21.88889,4
50.333332,-25.666666,50.666668,4
23.555555,-2.666667,10.333333,4
30.444445,-17,31.333334,4
52,-18.333334,41,4
53,-12.111111,23.222221,4
57.333332,-20.333334,42.333332,4
24.88889,-11.888889,23.777779,4
56.88889,-18.333334,41,4
58.88889,-18.11111,40.22222,4
50.333332,-3.111111,17.555555,4
30.88889,-14.555555,28.777779,4
48.88889,-15.111111,34.555557,4
52.88889,-23,47.666668,4
45.77778,-8.555555,24.444445,4
57.666668,-23.333334,45.666668,4
44,-11.555555,29.11111,4
35.77778,-12,24.666666,4
31.88889,-10.555555,23.444445,4
45.77778,-11.444445,28.88889,4
44,-20.555555,36.11111,4
10.333334,-9.444445,17.555555,4
42.88889,-21.777779,42.88889,4
26.777779,-13.111111,27.88889,4
50.11111,-14.333333,34.333332,4
55,-17.444445,39.22222,4
15.666667,-14.444445,26.555555,4
51,-13.666667,32.666668,4
6.666666,-6.222222,12.444445,5
0,-1.555556,5.111111,5
8.111112,-13.666667,26.333334,5
24.777779,-13,22,5
8,-13.333333,25.333334,5
0,-0.111111,0.222222,5
0.111111,-1.222222,3.111111,5
0,-2.333333,4.666666,5
18.777779,-10.444445,18.88889,5
6.222222,-9.666667,18.333334,5
16.222223,-11.333333,20.666666,5
0,0,0,5
13.222222,-11.888889,22.777779,5
0,0,0,5
1,-0.111111,0.888889,5
0,0,0,5
18.444445,-12,21.333334,5
13.444445,-12,22.666666,5
3.444444,-5.111111,10.888889,5
26.11111,-13.333333,23,5
0,0,0,5
0,0,0,5
0,-1.111111,2.222222,5
12.333333,-14.333333,27.333334,5
0.666667,-3.333333,7.666666,5
4.111111,-7,15.333333,5
0.777778,-3.222222,8.111111,5
0,-1.111111,5.222222,5
27,-22.222221,36.11111,5
22.333334,-19.11111,32.22222,5
0,-1.111111,2.222222,5
1,-2,4.333334,5
0,0,0,5
0.666667,-1.888889,4.111111,5
4.333334,-6.222222,14.777778,5
0,0,0,5
3.666667,-6.222222,13.444445,5
0.111111,-1,2,5
20.777779,-20,33.666668,5
5,-6.888889,12.777778,5
25.777779,-12.555555,21.444445,5
4.777778,9.888889,-5.111111,5
0,0,0,5
1.888889,-4.444445,6.888889,5
25.777779,-12.555555,21.444445,5
28.333334,-13.222222,23.11111,5
24.444445,-18.88889,33.444443,5
4.222222,-7.666666,16,5
16.222223,-7.555555,14.444445,5
0,-3.111111,6.222222,5
0.111111,-0.666667,2,5
11.333333,-12.222222,22.444445,5
12.111111,-14.222222,26.444445,5
13.777778,-7.666666,17.666666,5
0,-1.444444,3.555556,5
22.11111,-18.666666,31.666666,5
3.666667,-6.888889,15.111111,5
0,0,0,5
1.777778,-0.111111,1.222222,5
13.111111,-7.555555,13.777778,5
6,-8.555555,17.11111,5
20,-10.555555,19.444445,5
2.666667,-0.666667,1.333333,5
0,0,0,5
0.111111,-2.888889,6.111111,5
1.333333,-5.555555,10.444445,5
0,-0.111111,0.222222,5
18,-18.666666,32.666668,5
0,-0.222222,0.444444,5
0.555556,-3,6.333334,5
2.111111,-3.222222,7.111111,5
0.444444,-0.333333,1,5
10.555555,-13.111111,25.88889,5
20.666668,-11.111111,20.222221,5
9.111111,-11.888889,21.11111,5
15.666667,-12.777778,24.555555,5
1,-0.888889,3.444444,5
0.222222,-0.555556,1.111111,5
4.333334,-6.444445,12.888889,5
0.777778,-1.222222,3.111111,5
26.444445,-21.555555,35.77778,5
5.333334,-8.333333,17.333334,5
0,-2.333333,4.666666,5
11.222222,-13,22.666666,5
0,0,0,5
0,0,0,5
4.777778,-7.888889,16.444445,5
0,-0.666667,1.333333,5
24.88889,-18.777779,32.555557,5
10.444445,-13.555555,25.444445,5
17.222223,-11.888889,22.777779,5
11.555555,-11,19.666666,5
17,-13.666667,27,5
0.333333,-3.888889,8.777778,5
2.666667,-5.222222,10.111111,5
0,0,0,5
11.555555,-11,19.666666,5
0.111111,-1.888889,5.777778,5
0.666667,-4.222222,8.444445,5
19.333334,-12.777778,25.88889,5
0.666667,-2.555556,6.111111,5
12.555555,-12.222222,23.11111,5
0,-0.777778,1.555556,5
8.111112,-14.111111,26.555555,5
11.444445,-10.888889,19.11111,5
11.888889,-11.222222,21.777779,5
26.333334,-13.888889,23.11111,5
0,0,0,5
15.666667,-14.333333,27,5
10.333334,-12,23.666666,5
0,-3.888889,7.777778,5
3.888889,-5.777778,13.888889,5
0,0,0,5
1.888889,-4.777778,10.222222,5
1,-4.666666,9.666667,5
0.333333,-0.444444,1.555556,5
5.555555,-5.888889,11.111111,5
0,0,0,5
6.666666,-10.888889,20.444445,5
11.666667,-9.555555,18.11111,5
0.888889,-5.333334,10,5
0.555556,-3.111111,6.888889,5
0,0,0,5
0.333333,-2.777778,7.555555,5
11.333333,-4,13,5
0,-2.444444,5.222222,5
14.555555,-10.777778,21.222221,5
12.444445,-11.555555,20.777779,5
8.888889,-8.777778,15.888889,5
0.888889,-4.222222,8.111111,5
6.222222,-7.111111,13.222222,5
2.888889,-6,13,5
0.111111,-1.666667,6,5
6.111111,-8.666667,16.666666,5
0,-3.333333,7,5
0.777778,-1.111111,2.888889,5
0,0,0,5
4.555555,-6.111111,12.555555,5
5.888889,-9.555555,19.777779,5
13.444445,-14.111111,27.555555,5
4.222222,-6.666666,12.666667,5
5.333334,-5.666666,13.666667,5
0,0,0,5
0,0,0,5
0,-1.444444,2.888889,5
2.666667,-7.111111,14.555555,5
0,0,0,5
19.555555,-18.88889,32.444443,5
0.111111,-1.111111,2.888889,5
13.777778,-9.888889,19.11111,5
25.777779,-12.888889,22.11111,5
0.666667,-1.555556,4.111111,5
19.777779,-13.777778,24.222221,5
0,-0.222222,0.444444,5
0.333333,-1.333333,2.666667,5
11.444445,-15.222222,27.777779,5
15.333333,-13.111111,23.88889,5
24.11111,-12.555555,21.777779,5
0.666667,-3.333333,7.666666,5
16.88889,-10.333333,19,5
0,0,0,5
1.222222,-3.777778,9.222222,5
2.111111,-6.888889,13.111111,5
0,-0.555556,1.111111,5
6.666666,-11.666667,21.333334,5
3.444444,-5.111111,10.888889,5
16.88889,-13.666667,24.333334,5
11.333333,-10.333333,19.666666,5
0.111111,-1.222222,3.111111,5
1,-2.222222,4.444445,5
0,0,0,5
13.444445,-12,22.666666,5
6.333334,-8.444445,16.222221,5
12.666667,-14.888889,27.11111,5
11.777778,-9.444445,17.555555,5
0,0,0,5
0,-2.333333,6,5
0.333333,-0.444444,1.555556,5
19.444445,-12.222222,24.11111,5
21.777779,-14.444445,26.555555,5
2,-1.666667,5.333334,5
18.444445,-12.222222,22.777779,5
4.777778,-8.222222,16.444445,5
0.888889,-4.666666,9.666667,5
0.888889,-4.333334,9,5
0,0,0,5
0.666667,-1.555556,4.111111,5
7.222222,-8.555555,16.777779,5
26.666666,-12.444445,21.88889,5
3.111111,-6.111111,13.888889,5
0,-0.444444,0.888889,5
16.11111,-11.555555,21.444445,5
0,0,0,5
0,0,0,5
3.777778,-7,15,5
25.777779,-12,19.666666,5
0,0,0,5
0,0,0,5
6.333334,-8.444445,15.555555,5
13.666667,-12.555555,23.11111,5
26.222221,-18.11111,30.88889,5
17.222223,-13.888889,26.777779,5
2.666667,-0.666667,2,5
0,-0.222222,0.444444,5
0,0,0,5
15.777778,-13.444445,26.555555,5
0,0,0,5
1.888889,0.444444,0.777778,5
0.888889,-2.777778,5.555555,5
0.111111,-0.666667,2,5
0,0,0,5
2.444444,-4.333334,9.666667,5
0,-0.333333,0.666667,5
7.222222,-13.444445,25.222221,5
11.444445,-12.777778,24.88889,5
7.555555,-7.444445,14.888889,5
13.111111,-11.777778,22.88889,5
4.666667,-6.666666,14.666667,5
15.333333,-13.111111,23.88889,5
0.222222,-0.222222,0.444444,5
23.666666,-12.555555,21.777779,5
16.222223,-13.888889,25.777779,5
1.333333,-5.555555,10.444445,5
0.111111,-2.888889,6.111111,5
6.888889,-6.555555,14.444445,5
0,-0.777778,1.555556,5
0,-0.111111,0.222222,5
18.777779,-18.555555,32.77778,5
7,-11.555555,20.11111,5
0.222222,-0.888889,2.444444,5
4.666667,-6.777778,13.888889,5
10.555555,-11.888889,21.444445,5
4.222222,-7.555555,13.444445,5
5.333334,-2.555556,9.444445,5
0,-1.555556,3.111111,5
3.666667,-4.333334,11.333333,5
15.111111,-13.111111,26.555555,5
1.666667,-5.333334,11,5
6.666666,-6.888889,13.111111,5
0,0,0,5
2.333334,-2.777778,6.555555,5
14.333333,-10.111111,19.555555,5
5.111111,-8.777778,17.222221,5
0,-1.111111,3.222222,5
13.777778,-10.111111,19.555555,5
0,0,0,5
0,0,0,5
0.333333,-2.333333,5,5
0,0,0,5
3.222222,-1.111111,1.555556,5
16.88889,-10.333333,19,5
27.11111,-22,36,5
3,-5.555555,11.444445,5
12.333333,-11.666667,23,5
3.555556,-7.111111,15.222222,5
6.333334,-10,19.333334,5
0.222222,-1.444444,3.222222,5
25.222221,-19.11111,31.88889,5
15.888889,-12.666667,25.666666,5
14.444445,-14.666667,26,5
3.666667,-6.888889,15.111111,5
1,-3.666667,9.333333,5
4.666667,-3.666667,10.333333,5
3.555556,-7.111111,15.222222,5
0.333333,-2.333333,5,5
12.444445,-13,24,5
5.333334,-8.333333,17.333334,5
0,-1.333333,3.333333,5
16.555555,-10.222222,19.444445,5
19.444445,-12.333333,21,5
0,-1.444444,5.222222,5
0,-0.333333,0.666667,5
8.222222,-13.777778,25.555555,5
1.444444,-5.222222,10.444445,5
4.333334,-7.222222,15.444445,5
6.555555,-7.888889,15.111111,5
3.777778,-7,15,5
8.222222,-9,18.666666,5
5.333334,-2.555556,9.444445,5
6.222222,-9,15.333333,5
6,-6.333334,13.666667,5
0,-1.777778,3.555556,5
0,0,0,5
12.444445,-11.888889,22.11111,5
0.222222,-0.555556,1.777778,5
12.111111,-10,19.333334,5
13.444445,-12.555555,23.444445,5
0,-0.111111,0.222222,5
0,0,0,5
13.555555,-11.777778,22.555555,5
15.666667,-12.777778,25.88889,5
6.222222,-7.111111,13.888889,5
4.333334,-7.222222,15.444445,5
16.555555,-12.777778,25.88889,5
0,-1.444444,5.555555,5
17.222223,-11.888889,22.777779,5
0.333333,0.111111,1.111111,5
49.88889,-17.333334,39,6
46.77778,-16.88889,39.11111,6
36.555557,-11.444445,26.88889,6
54,-23.222221,45.444443,6
37.444443,-16.333334,24,6
42.22222,-13.111111,31.222221,6
50.88889,-19.11111,42.22222,6
53.88889,-21.88889,46.444443,6
42.88889,-14.444445,34.22222,6
50.22222,-21.333334,42.666668,6
36.555557,-16.333334,25,6
35,-7.888889,22.444445,6
38.11111,-16.222221,27.777779,6
38.22222,-18.11111,28.88889,6
28,-11.222222,21.777779,6
53.88889,-19.88889,43.11111,6
45.444443,-18.333334,38.333332,6
41.77778,-15.777778,33.555557,6
50.555557,-19,41.666668,6
43,-14.111111,33.555557,6
46.555557,-18.777779,39.88889,6
47,-18,37,6
37.333336,-16.444445,28.88889,6
39,-10,28,6
41.555557,-13.222222,34.11111,6
41.444443,-16.444445,33.88889,6
51,-19,38,6
28.777779,-10,21.333334,6
22.444445,-5.222222,13.777778,6
31,-12.444445,25.88889,6
53.77778,-21.555555,46.444443,6
37.77778,-12.111111,24.88889,6
52.555557,-20.333334,43.666668,6
51.444443,-20.333334,44,6
37.88889,-18.222221,27.444445,6
26.555555,-9.444445,21.555555,6
37.444443,-16.333334,24,6
51.22222,-21.555555,46.77778,6
50.666668,-20.222221,45.444443,6
29.444445,-12,24.666666,6
51.88889,-20.88889,46.11111,6
39.666668,-18.222221,31.444445,6
28.222221,-8.777778,19.88889,6
44.11111,-16.11111,34.555557,6
43.333332,-14,36,6
49.22222,-15,36.666668,6
26.555555,-9.888889,22.11111,6
25.555555,-8.555555,20.777779,6
37.88889,-9.777778,26.88889,6
42.11111,-13,31.333334,6
39.444443,-10.333333,27.666666,6
49.666668,-19.11111,41.88889,6
53.555557,-19.88889,44.444443,6
40.11111,-19.88889,31.777779,6
43.11111,-15.888889,35.77778,6
37.555557,-20.444445,39.555557,6
52.88889,-20.444445,43.22222,6
39.22222,-12.888889,30.11111,6
44.11111,-17,35.666668,6
43.77778,-14.888889,34.77778,6
42.333336,-17.777779,36.88889,6
46.77778,-19.777779,40.555557,6
45.555557,-16.777779,37.555557,6
53.444443,-21.88889,44.77778,6
44.22222,-16,36.666668,6
47.22222,-16.555555,39.11111,6
25.666666,-8.222222,18.444445,6
44.333332,-13.222222,30.444445,6
43,-16.11111,35.88889,6
39.555557,-14.777778,33.88889,6
42.333336,-13.222222,34.77778,6
42.77778,-17.333334,36.333332,6
48.333332,-17.222221,39.77778,6
50.666668,-18.222221,43.11111,6
47.666668,-19,42.333332,6
42.77778,-16.555555,37.444443,6
46.666668,-19,41,6
48,-18.333334,34.666668,6
51.77778,-20.777779,42.88889,6
52.555557,-20.777779,46.22222,6
37.444443,-18,27,6
43,-13.555555,33.77778,6
36.333336,-15.333333,27.666666,6
36.333336,-12.555555,27.444445,6
55.666668,-21,43.666668,6
41.88889,-15.333333,33,6
42,-16.11111,33.88889,6
40.11111,-11.111111,29.88889,6
30.444445,-10.444445,23.88889,6
22.88889,-9,19.666666,6
48.666668,-18.333334,40,6
48.555557,-18.333334,40,6
52.22222,-20,42.666668,6
36.555557,-11.444445,26.88889,6
30.333334,-11.555555,25.444445,6
29,-12,24,6
51.555557,-20.555555,46.11111,6
42.333336,-15.888889,32.77778,6
39.22222,-19.333334,31.333334,6
39.555557,-14.555555,31.11111,6
45.333332,-15.555555,37.444443,6
42.88889,-12.888889,31.777779,6
43.333332,-14.555555,34.444443,6
42.555557,-16.88889,35.11111,6
49.666668,-18.333334,43.333332,6
37.77778,-13,26.666666,6
38.22222,-17.444445,27.222221,6
55.666668,-21,43.666668,6
51.22222,-21.777779,46.88889,6
41.666668,-14,34.333332,6
51.88889,-20.88889,46.11111,6
26.555555,-9.222222,19.444445,6
45.11111,-18.555555,36.444443,6
39.444443,-13,30.333334,6
43.444443,-16.222221,35.11111,6
37.77778,-9.888889,27.11111,6
41.22222,-15.222222,33.11111,6
47.77778,-21.222221,42.77778,6
41.666668,-14,34.333332,6
50,-16.333334,40.333332,6
29.444445,-12,26,6
47.88889,-17.555555,38.77778,6
45.11111,-15.666667,35.666668,6
28.444445,-10.888889,24.444445,6
36.77778,-20.333334,32.666668,6
49.77778,-20.11111,44.22222,6
41.333336,-15.111111,33.555557,6
29.777779,-8.888889,23.11111,6
42.444443,-15.111111,34.88889,6
44,-14.333333,34.666668,6
28.666666,-11.333333,23.666666,6
46.77778,-19.777779,40.555557,6
55.444443,-22.555555,46.77778,6
39.22222,-16.222221,36.444443,6
42.444443,-11.555555,28.11111,6
53.555557,-22.777779,48.22222,6
54.11111,-19.777779,42.22222,6
36.444443,-10.444445,24.88889,6
41.77778,-12.666667,32,6
37.88889,-19,29.333334,6
48.555557,-17.666666,41,6
41.444443,-16.444445,33.88889,6
41.22222,-16.333334,32.333332,6
51.444443,-21.222221,42.11111,6
47.22222,-20.444445,42.88889,6
42.555557,-17.333334,36,6
43.444443,-15.555555,35.77778,6
46.666668,-15.444445,37.555557,6
26.555555,-8.666667,19,6
26.555555,-9.222222,19.444445,6
51.555557,-20.555555,45.11111,6
46.555557,-18.777779,39.88889,6
40.88889,-14.666667,32.666668,6
43.11111,-15.666667,34,6
51.444443,-21.222221,42.11111,6
47.22222,-16.444445,39.555557,6
47.333332,-17.333334,39.666668,6
37.666668,-9.888889,27.777779,6
52.11111,-21,45,6
43.77778,-14.333333,34.666668,6
36.11111,-13.555555,26.11111,6
48.666668,-18.88889,41.11111,6
42.666668,-16.88889,35.444443,6
43.11111,-13.555555,31.777779,6
43.666668,-15.555555,35.77778,6
52.11111,-23.444445,47.88889,6
51.333332,-21,45.666668,6
48.88889,-19.444445,43.555557,6
27.666666,-11.333333,24.666666,6
53.555557,-20.222221,44.444443,6
44.11111,-17.555555,39.11111,6
39.444443,-13.888889,31.444445,6
33.77778,-15.111111,21.222221,6
45.333332,-15.222222,36.444443,6
28.555555,-12,23.666666,6
40.444443,-14.333333,31.333334,6
40.333336,-15.777778,33.88889,6
51.555557,-20.555555,45.11111,6
29,-11.666667,23.333334,6
48.555557,-15.111111,38.22222,6
51.333332,-18.11111,39.555557,6
