@relation segment

@attribute Region-centroid-row numeric
@attribute Short-line-density-5 numeric
@attribute Hedge-mean numeric
@attribute Rawred-mean numeric
@attribute Rawblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
40,0,1.222221,117.44444,142.22223,-14.555555,-2.308766,2
52,0,1.333333,115.55556,140.22223,-12.666667,-2.348494,2
62,0,1.000001,85.666664,121.44444,-23.333334,-2.277142,2
64,0,0.777777,77.22222,118.666664,-30.777779,-2.228939,2
55,0,1.166668,113.888885,139.33334,-15,-2.308179,2
51,0.111111,1.499998,117,140.22223,-13.666667,-2.306687,2
27,0,1.444445,132.55556,146.55556,-12.222222,-2.146716,2
24,0,0.888888,117.666664,141.66667,-12.222222,-2.349252,2
13,0,1.111115,134.33334,149.11111,-8.777778,-2.292384,2
16,0,0.944448,134.66667,149.88889,-11.222222,-2.232895,2
64,0,1.333331,96.333336,126.22222,-15,-2.355443,2
25,0,1.277776,89.111115,126.888885,-26.222221,-2.252101,2
77,0,1.166665,93.888885,125.22222,-11.555555,-2.42468,2
25,0,0.999996,114.333336,142.22223,-13.444445,-2.36518,2
11,0,2.166667,135.11111,150.11111,-6.333334,-2.401587,2
21,0,1.222221,120.77778,143.22223,-11.111111,-2.357178,2
30,0,1.222223,100.77778,130.11111,-13.111111,-2.385308,2
45,0.111111,1.555557,111.111115,137.33334,-16.222221,-2.292668,2
33,0,0.500001,96.77778,128.66667,-12.777778,-2.408019,2
28,0,1.777779,96.44444,130.66667,-11.777778,-2.438585,2
22,0,1,132.11111,147.88889,-14.222222,-2.146204,2
58,0,0.888888,97.666664,128.11111,-15.111111,-2.357271,2
40,0,0.722223,96.22222,129,-11.444445,-2.434692,2
36,0,1.055556,100.77778,132.44444,-15.444445,-2.362237,2
44,0,1,85,121.44444,-25.333334,-2.254541,2
62,0,0.888887,100.666664,127.111115,-22.222221,-2.178149,2
16,0,1.666667,87.55556,125,-22.555555,-2.302468,2
13,0,1.111112,88.22222,128.44444,-25.333334,-2.28708,2
34,0,1.388888,113.666664,142,-14.111111,-2.357272,2
71,0,1.499999,115.55556,140.88889,-13.555555,-2.339758,2
16,0,1.499999,99.55556,131,-13.888889,-2.385001,2
36,0,1.055556,98.22222,130.33334,-14.111111,-2.387384,2
50,0,0.77778,113.111115,140.88889,-17.333334,-2.28828,2
41,0,0.388892,95.111115,128.88889,-13.777778,-2.404745,2
35,0,1.166665,96.44444,125.44444,-11,-2.420203,2
54,0,0.666667,97.55556,127.44444,-15.222222,-2.351182,2
66,0.111111,0.888888,80.66667,118.77778,-27.666666,-2.235701,2
31,0,1.222223,117.111115,141.22223,-14.111111,-2.310766,2
78,0,0.777779,128.66667,147,-13.666667,-2.225537,2
91,0,0.722221,92.55556,123.44444,-18.666666,-2.300486,2
40,0,0.666667,95.333336,129,-12.777778,-2.419456,2
34,0.111111,1.888891,131.44444,146.66667,-12.111111,-2.2,2
54,0,1.722223,96.77778,126.111115,-15.555555,-2.33633,2
41,0,1.111115,130.66667,147.22223,-10.777778,-2.268529,2
32,0,2.611109,129.77779,146.33334,-10.555555,-2.280755,2
56,0,0.722221,116.22222,141.66667,-15,-2.307657,2
70,0,1.111108,104,127.77778,-20.222221,-2.17166,2
79,0,1.055553,73.55556,115.333336,-30,-2.241633,2
81,0,0.722224,91.888885,124.888885,-14.777778,-2.382261,2
21,0,1.166667,115.77778,141.88889,-12.333333,-2.370372,2
63,0,0.333332,96.22222,126.111115,-13.444445,-2.382438,2
41,0,1.888889,110.22222,138.88889,-18.444445,-2.280803,2
39,0,1.111111,116.55556,142.88889,-13.222222,-2.352961,2
67,0,0.888889,112.333336,138.44444,-15,-2.317188,2
99,0,0.777779,79,118,-30.555555,-2.207756,2
75,0,1.055559,115.888885,141.22223,-14.888889,-2.309804,2
75,0,0.888888,72,115.888885,-32.333332,-2.232,2
30,0,1.222223,100.77778,130.11111,-13.111111,-2.385308,2
80,0,1.722224,102.888885,127.333336,-24.222221,-2.098697,2
109,0,1.000001,89.44444,122.22222,-20.11111,-2.297546,2
44,0,2.333333,112,136.88889,-11.111111,-2.384657,2
29,0,1.055553,119.22222,142.88889,-15.666667,-2.271128,2
65,0,2,115.333336,141.66667,-17,-2.273744,2
45,0,1,88.111115,124.55556,-26.444445,-2.238324,2
39,0.111111,1.833333,102.55556,132,-23.444445,-2.198158,2
43,0,0.888889,94.111115,128.22223,-24.11111,-2.247952,2
24,0,1.611109,110.77778,137.77779,-15.888889,-2.307914,2
11,0,2.888891,136.88889,150.88889,-2.666667,-2.521648,2
71,0,1.333333,72.77778,115.55556,-30.11111,-2.249475,2
18,0,0.944445,133.33334,147.55556,-10.888889,-2.214612,2
60,0,1.055556,114,138.33334,-15,-2.293386,2
107,0,1.055555,125.77778,145.22223,-11,-2.317384,2
33,0,0.611109,96.77778,130.55556,-22.666666,-2.266225,2
27,0,0.999997,130.33334,145.55556,-9.888889,-2.264129,2
40,0,1.499999,113.333336,139.66667,-16.333334,-2.292201,2
89,0.111111,1.277779,93.111115,125.44444,-19.222221,-2.306204,2
48,0,1.277781,127.55556,146.11111,-11.888889,-2.278428,2
20,0,0.833333,114,140.55556,-13.666667,-2.348006,2
62,0,1.666669,115.77778,139.44444,-13.666667,-2.314232,2
25,0,1.111111,117.77778,142.33334,-12.333333,-2.354552,2
51,0,0.611111,111.77778,138.88889,-12.888889,-2.368498,2
12,0,1.611112,107.22222,135.33334,-13.444445,-2.368866,2
19,0,1.444447,115.44444,142.44444,-13.666667,-2.352834,2
18,0,0.555553,102.44444,132.33334,-19.444445,-2.278452,2
15,0,1.444443,133.88889,149.55556,-8.555555,-2.330563,2
34,0,0.888887,91.22222,127.333336,-22.777779,-2.286636,2
56,0,0.833333,115.888885,140.66667,-13.666667,-2.326783,2
81,0,0.833332,77.22222,118.44444,-33.88889,-2.187399,2
45,0,1.111113,110.55556,140,-14.555555,-2.35936,2
81,0,0.888891,105.666664,128.88889,-26.11111,-2.033487,2
36,0,1.833335,89.55556,125.22222,-26.11111,-2.232346,2
46,0,1.05556,129.44444,145.55556,-11.888889,-2.232616,2
20,0,1.166665,115.666664,142.33334,-14.666667,-2.328034,2
28,0,0.888887,99.44444,131.11111,-13.888889,-2.387884,2
81,0,1.055557,75.66667,116.44444,-33.88889,-2.18233,2
93,0,1.055555,103.888885,128,-21.88889,-2.141419,2
32,0,1.500001,110.22222,138.11111,-16.333334,-2.309391,2
53,0,0.722223,112.333336,138.22223,-11,-2.39327,2
53,0,0.833333,128.22223,145.77777,-13.333333,-2.217488,2
60,0,0.777777,99.55556,128.22223,-24.666666,-2.16692,2
49,0,0.722225,97.111115,128.88889,-24.666666,-2.211659,2
49,0,0.666669,108.111115,139.33334,-18.11111,-2.315477,2
40,0,0.555556,114.22222,141.66667,-16.777779,-2.2949,2
75,0.111111,11.111111,105.888885,133,-16.444445,-2.295488,2
13,0,0.555557,122.111115,144.77777,-10,-2.386251,2
26,0,0.888888,131,146.55556,-11.333333,-2.230725,2
57,0,1.000001,76.44444,119.333336,-29.777779,-2.254208,2
25,0,0.388889,97.77778,131.33334,-14,-2.396894,2
52,0,0.777777,101,129.22223,-20.88889,-2.229685,2
47,0.111111,1.000001,116,141.66667,-14.777778,-2.315792,2
74,0,0.500001,89.111115,123.22222,-25.88889,-2.220553,2
34,0,1.000001,111.44444,140,-15,-2.343381,2
83,0,1.055552,74.55556,116.888885,-30.555555,-2.239053,2
57,0,1.611109,86.22222,122.22222,-22.666666,-2.288131,2
20,0,0.833333,114,140.55556,-13.666667,-2.348006,2
49,0,1.166668,117,143.11111,-15.888889,-2.297839,2
58,0,1.055559,96.333336,126.44444,-13.888889,-2.375207,2
20,0,1.444443,102.666664,132.33334,-21.88889,-2.231826,2
21,0.111111,2.055556,113.44444,142.44444,-14.111111,-2.362526,2
62,0,1.166668,117.55556,140.33334,-14.777778,-2.275425,2
62,0,1.111112,116.333336,138.77779,-12.888889,-2.315962,2
13,0,1,106.55556,135.77779,-15,-2.351897,2
19,0.111111,1.888888,97.666664,130.22223,-21.88889,-2.264331,2
19,0,1.499998,121,142.66667,-11.444445,-2.340765,2
46,0,1.333332,100.888885,132.88889,-13.555555,-2.395028,2
32,0,0.833332,99.22222,132.55556,-23.11111,-2.255674,2
55,0,1.444447,90,124.111115,-23.88889,-2.251012,2
94,0,1.277776,80.888885,119.22222,-28.555555,-2.227114,2
36,0,1,128.55556,146.11111,-12.222222,-2.247156,2
33,0,1.055553,114.666664,141.77779,-14,-2.348002,2
51,0,0.944443,95.22222,127,-14.222222,-2.383438,2
25,0,0.944447,103.666664,133.77779,-14.777778,-2.360195,2
40,0,1.333332,114.44444,140.55556,-17.222221,-2.270219,2
52,0,0.777777,101,129.22223,-20.88889,-2.229685,2
59,0,1.055556,116.55556,140.44444,-14.111111,-2.308637,2
35,0,1.222221,83,122,-27.444445,-2.248235,2
57,0,1.166667,129.88889,146.22223,-12.555555,-2.215046,2
26,0,0.444444,98.333336,130.88889,-14.333333,-2.38614,2
19,0,0.888888,101,132.33334,-14.444445,-2.375985,2
55,0,1,101,132.22223,-17.666666,-2.319697,2
53,0,1.111109,104.333336,130.22223,-24.777779,-2.117007,2
31,0,0.666664,130.77779,145.44444,-10.222222,-2.251504,2
47,0,1.499999,93.22222,128.77779,-23.333334,-2.271072,2
15,0,1.222221,123,145.33334,-11.666667,-2.341041,2
15,0.111111,1.888888,119.666664,145.33334,-14.111111,-2.32497,2
32,0,1.777779,115.111115,142.22223,-14.666667,-2.333746,2
115,0,1.444445,123.22222,145.33334,-9,-2.405477,2
63,0,6.222223,92.666664,123.22222,-14.111111,-2.375282,2
45,0,0.611109,87.111115,124,-26,-2.247816,2
25,0,0.833333,88,125.666664,-26.11111,-2.253408,2
31,0,0.888889,115.55556,143.11111,-14.888889,-2.334831,2
30,0,0.944444,99.333336,131.11111,-13.555555,-2.395064,2
73,0,1.611111,115.44444,140.55556,-14.888889,-2.307396,2
101,0,0.611109,126.44444,147.22223,-11.444445,-2.328735,2
35,0,0.888888,113.77778,141.33334,-14.222222,-2.346636,2
97,0,1,126.55556,145.44444,-9.777778,-2.346234,2
28,0,1.111112,96.111115,131.22223,-12.888889,-2.425992,2
71,0,2.222221,96.666664,122.44444,-23.333334,-2.143159,2
62,0,1.888887,112.333336,139.33334,-14.111111,-2.343404,2
46,0.111111,2.166668,112.77778,141,-14,-2.357688,2
33,0,0.722221,97.77778,132,-21.333334,-2.290421,2
39,0,0.777776,113.888885,140.33334,-17.555555,-2.268113,2
26,0,1.888885,131.44444,146.77777,-12.444445,-2.182567,2
43,0,0.833335,117.333336,140.55556,-14.777778,-2.280207,2
35,0,0.722221,131.22223,146.22223,-13.444445,-2.146845,2
61,0,0.555556,95.111115,128.33334,-15.888889,-2.367396,2
87,0,0.777779,127.888885,146.44444,-10.555555,-2.312874,2
86,0,1.166669,92.888885,124.111115,-16.333334,-2.343789,2
35,0,1.111113,114.44444,140.11111,-16.333334,-2.282923,2
81,0,15.166667,33.11111,55.555557,-14.444445,-2.274461,3
135,0,0.333333,0,2.111111,-1.888889,-2.137446,3
96,0,1.555556,0.888889,7.777778,-4.666666,-2.244482,3
126,0,0.5,0,3.666667,-2.555556,-2.229939,3
136,0,2.666667,9,25.333334,-9.888889,-2.307511,3
120,0,0.5,0.222222,3,-2.777778,-2.057287,3
124,0,6.5,4.111111,12.888889,-5.444445,-2.265747,3
133,0,0.222222,0,1.444444,-1.444444,-2.094395,3
138,0,0.944444,0.111111,2.777778,-1.777778,-2.219242,3
123,0,0.444444,0,2,-1.777778,-2.123254,3
129,0,0.111111,0,1.555556,-1.555556,-2.094395,3
144,0,0.5,0,3.444444,-3.444444,-2.094395,3
111,0,0.388889,0,4,-4,-2.094395,3
64,0,20.222223,24.666666,38,-2,-2.593825,3
130,0,1.222222,0.444444,5,-1.888889,-2.366216,3
121,0.111111,1.5,1.111111,6,-0.888889,-2.519165,3
85,0,2.055556,1.333333,8.888889,-4.888889,-2.271544,3
100,0,2.555556,1.444444,9.444445,-5.111111,-2.28054,3
87,0,1.888889,1.222222,5.666666,-3.111111,-2.229493,3
125,0,0.833333,0.444444,3.888889,-2.333333,-2.237562,3
136,0,2.666667,9,25.333334,-9.888889,-2.307511,3
119,0.111111,1.333333,2.111111,6.777778,-0.444444,-2.587228,3
112,0,0.111111,0,0.444444,-0.444444,-2.094395,3
124,0,0.444444,0,2.444444,-2,-2.16176,3
109,0,2.833333,1.444444,8.444445,-3.888889,-2.283787,3
127,0,1,1.333333,6.777778,-1.444444,-2.474562,3
96,0,2.333333,2.111111,9.777778,-4.333334,-2.330693,3
123,0,0.611111,0.111111,2.666667,-1.888889,-2.16921,3
92,0,7,8.777778,18.666668,-6.333334,-2.280561,3
107,0,3.944445,4.888889,14.555555,-6.111111,-2.280146,3
123,0,1,0.222222,3.666667,-2.777778,-2.16176,3
78,0,43.333332,70.77778,91.44444,-8.666667,-2.411645,3
122,0,4.111111,17.88889,25.11111,-9.666667,-1.540214,3
127,0,0.222222,0,1.888889,-1.888889,-2.094395,3
91,0,1,1.888889,10.666667,-3.888889,-2.383949,3
124,0,0.277778,0,2,-2,-2.094395,3
115,0.111111,0.722222,0.333333,6.222222,-3.222222,-2.321865,3
139,0,2.111111,16,22.555555,-7.222222,-1.702833,3
121,0,0.944445,8.888889,29.222221,-11,-2.335871,3
132,0,0.555555,0.111111,2,-1.888889,-2.094395,3
132,0.111111,1.722222,0.666667,4.222222,-2.888889,-2.152432,3
76,0,1.833333,3.777778,13.333333,-1.777778,-2.520215,3
121,0,0.111111,0,3.333333,-3.111111,-2.132635,3
107,0.111111,1.111111,0.222222,4.555555,-3.666667,-2.146531,3
122,0,1.333333,8,28.333334,-12.111111,-2.305989,3
138,0,0.888889,0,3.777778,-2.888889,-2.173961,3
126,0,1.055556,0.555556,6.555555,-3.555556,-2.289097,3
83,0,8.333333,19.777779,28.555555,-5.222222,-2.321343,3
83,0,0.666667,1.555556,6,-0.444444,-2.573381,3
136,0,2.111111,6.666666,20.88889,-9.555555,-2.268991,3
138,0.111111,0.722222,2,9.333334,-2.888889,-2.406809,3
113,0,6.166666,17.11111,44.22222,-16.666666,-2.29665,3
142,0,0.888889,1.666667,7.222222,-3.555556,-2.280603,3
79,0,1.333333,2,9.222222,-4.555555,-2.288981,3
116,0,1.222222,0.555556,5.666666,-1.777778,-2.420258,3
95,0,1.944444,1.222222,9,-4,-2.333804,3
142,0,0.277778,0.111111,1.333333,-1,-2.159563,3
91,0,0.833333,0.555556,8,-6.111111,-2.186723,3
124,0,0.222222,0,3.222222,-3.222222,-2.094395,3
106,0,2.222222,1,7.888889,-4.666666,-2.255541,3
128,0.111111,2.444444,10.111111,25.88889,-9.111111,-2.3163,3
85,0.111111,1.111111,0.444444,3.444444,-1,-2.377624,3
109,0,2,2.555556,9.666667,-2.666667,-2.413992,3
91,0,33.444447,35.88889,52.666668,-8.777778,-2.346057,3
120,0,1.055556,0.222222,4.444445,-2.444444,-2.298085,3
144,0,0.5,0,3.444444,-3.444444,-2.094395,3
139,0,0.333333,0,1.777778,-1.333333,-2.15073,3
110,0,0.5,0.111111,4.444445,-3.666667,-2.155984,3
95,0,1.111111,0.666667,3.888889,-0.111111,-2.552724,3
134,0,0.833333,0.111111,3.888889,-1.333333,-2.422506,3
138,0,5.5,9.888889,24.777779,-4.888889,-2.439538,3
108,0,3.388889,5.111111,14.111111,-5.666666,-2.275553,3
90,0,1.111111,0.888889,7.888889,-5.888889,-2.16608,3
99,0,3.055555,1.111111,9,-5.444445,-2.255673,3
138,0,0.333333,0,2.333334,-2.333333,-2.094395,3
91,0,1.388889,0.888889,8.111112,-3.666667,-2.354575,3
132,0,0.222222,0,1.111111,-1.111111,-2.094395,3
108,0,27.277779,41.77778,61.11111,-9.777778,-2.360491,3
112,0,0.5,0,1.222222,-1,-2.151914,3
70,0,9.944444,16.222223,26.666666,-2.444444,-2.514204,3
134,0,1.5,2.222222,11.444445,-3.888889,-2.386611,3
136,0,2.777778,16.88889,25.777779,-11.333333,-1.61572,3
106,0,0.833333,0.444444,6.111111,-5.222222,-2.133095,3
91,0,1.111111,0.444444,6.222222,-4.222222,-2.225735,3
87,0,44.722225,58.77778,79,-8.666667,-2.422127,3
96,0,1.111111,1.111111,8.555555,-6.111111,-2.186234,3
75,0,26.611113,47.444443,65.44444,-8.666667,-2.356754,3
66,0,10.944443,32.333336,49.555557,-6.333334,-2.43063,3
146,0,0,0,0,0,0,3
115,0,0.555555,0.222222,4.666667,-3.333333,-2.216604,3
100,0,5.777778,4.666667,13.333333,-5.111111,-2.289874,3
122,0,1.555556,14.222222,31.11111,-15.111111,-2.06017,3
90,0.111111,3.333333,2.555556,7.333334,0.333333,-2.639389,3
93,0,1.5,2,9.333334,-4,-2.329423,3
119,0,0.555555,0,4.222222,-4,-2.11372,3
125,0,2.666667,1.555556,7.777778,-4.444445,-2.234241,3
135,0,0.222222,0,0.666667,-0.666667,-2.094395,3
141,0.111111,2.166667,7.888889,18.555555,-3.333333,-2.451571,3
95,0,2.666666,4.777778,15.444445,-3.555556,-2.445012,3
88,0.111111,2.166666,1.555556,10.111111,-3.444444,-2.396657,3
120,0,0.5,0,4,-3.333333,-2.156366,3
144,0,0.611111,0.111111,6.555555,-4.888889,-2.212162,3
133,0,0,0,0,0,0,3
130,0,0.555555,0.111111,3.333333,-2.111111,-2.239029,3
128,0,3.166667,2.444444,9.555555,-4.222222,-2.300368,3
122,0,0.444444,0,1.222222,-0.333333,-2.444563,3
99,0,1,0.111111,5.555555,-4.777778,-2.149743,3
143,0,0.888889,0.888889,9.444445,-5.888889,-2.257412,3
120,0,0.611111,11.222222,25.777779,-9.888889,-2.230821,3
106,0,1.277778,0.333333,4.888889,-2.555556,-2.274071,3
90,0,0.666667,0.555556,6.888889,-5.444445,-2.164323,3
139,0,0.333333,0,1.333333,-1.333333,-2.094395,3
116,0,0.833333,0.222222,5,-3.888889,-2.163434,3
76,0,7.833334,8.444445,19.444445,-2.555556,-2.523325,3
109,0,2.833333,1.444444,8.444445,-3.888889,-2.283787,3
122,0,0,0,1,-1,-2.094395,3
75,0,10.222221,29.777779,50.666668,-13.111111,-2.284187,3
119,0,1.055556,0.111111,3.222222,-2.666667,-2.133095,3
73,0,1.722222,1.777778,9.666667,-5.222222,-2.268176,3
145,0,1.277778,0.333333,1.444444,-0.222222,-2.53095,3
94,0,2.555556,3.222222,7.777778,2.333333,-2.869948,3
124,0,1.833333,1.444444,5.888889,-4,-2.118937,3
101,0,6.444445,5.777778,15.555555,-2.888889,-2.44804,3
83,0,2.333333,2.222222,11.888889,-4.777778,-2.345005,3
86,0,8.777779,8.777778,19.88889,-5.555555,-2.363577,3
91,0,3.277778,2.444444,12.111111,-6.111111,-2.282744,3
136,0,0,0,0,0,0,3
139,0,2.111111,16,22.555555,-7.222222,-1.702833,3
105,0,31.222223,35.77778,52.666668,-8.222222,-2.380238,3
116,0,2.111111,0.888889,6,-2.666667,-2.313013,3
140,0.111111,1.777778,3.777778,14,-3.333333,-2.442323,3
131,0,0,0,0,0,0,3
125,0,0.722222,12.444445,23.666666,-9.888889,-1.793403,3
95,0,1.055556,0.888889,7.222222,-3.222222,-2.348987,3
113,0,0.277778,0,2.777778,-2.555556,-2.123254,3
111,0,4.111111,2.222222,9.111111,-4.666666,-2.216473,3
115,0,1.388889,0.555556,5.666666,-2.444444,-2.358386,3
129,0,0.388889,0,1.555556,-1.555556,-2.094395,3
90,0,2.444444,2.555556,5.777778,3,-3.044175,3
131,0,1,0.222222,1.777778,-1.555556,-2.094395,3
120,0,1.444444,10.555555,33.11111,-16.555555,-2.231261,3
123,0,0.5,0,3.333333,-2.888889,-2.142674,3
137,0,3.833333,2.555556,9,-4.666666,-2.193967,3
97,0,0.555555,0.111111,5.555555,-4.333334,-2.191382,3
125,0,0.5,0,3.888889,-3.444444,-2.130339,3
89,0,0.777778,0.111111,6.444445,-5.888889,-2.123905,3
120,0,0.833333,0.111111,3.333333,-2.333333,-2.178769,3
89,0,0.777778,0.111111,6.444445,-5.888889,-2.123905,3
79,0,1.166667,1.777778,10.555555,-4.555555,-2.339798,3
73,0,10.722222,32.11111,70.111115,-26.666666,-2.251254,3
145,0,2.111111,0.666667,3.555556,-0.222222,-2.569768,3
124,0,0.277778,0,2,-2,-2.094395,3
90,0,0.666667,0.555556,6.888889,-5.444445,-2.164323,3
110,0,0.5,0.111111,4.444445,-3.666667,-2.155984,3
109,0,1.111111,0.333333,4.777778,-3.555556,-2.146531,3
103,0,1.111111,0.111111,5.666666,-4.444445,-2.185466,3
126,0,0.944444,0.555556,5.222222,-0.666667,-2.536514,3
104,0,22.111109,14.888889,23.444445,-3.222222,-2.42507,3
72,0,1.388889,1.555556,9.444445,-5.888889,-2.216721,3
98,0.111111,0.666667,0.333333,2.888889,-0.555556,-2.4238,3
133,0,0.222222,0,2.222222,-2.222222,-2.094395,3
87,0,1.888889,1.222222,5.666666,-3.111111,-2.229493,3
125,0,0.888889,0,3.111111,-2.444444,-2.175647,3
129,0,0.111111,0,1.555556,-1.555556,-2.094395,3
110,0.111111,2.722222,1.444444,6.444445,0.111111,-2.618651,3
81,0,5.722223,7.666666,18.88889,-4.777778,-2.388561,3
110,0,0.5,0.111111,4.888889,-4.111111,-2.152507,3
145,0,7.5,9.888889,20.11111,-9.333333,-2.06232,3
95,0,1.111111,2.333334,12.555555,-5.777778,-2.322295,3
124,0,2.388889,7.555555,24.11111,-7,-2.396682,3
122,0,0.444444,0,1.222222,-0.333333,-2.444563,3
105,0,3.666666,1.666667,8.333334,-5.111111,-2.205437,3
124,0,1.444444,0.222222,2.666667,-1.777778,-2.16921,3
95,0,2.222222,0.777778,7.444445,-5.777778,-2.151958,3
76,0,1.666667,0.888889,4.666667,-2,-2.340801,3
91,0,0.666667,1.111111,8,-5.333334,-2.217735,3
68,0,18.277777,38.555557,60.11111,-12.888889,-2.308656,3
137,0,0.833333,0.222222,2.666667,-1.777778,-2.200588,3
88,0,1.555556,0.666667,7.666666,-5.222222,-2.216544,3
81,0,0.777778,1,7.444445,-4.444445,-2.248134,3
96,0,2.777778,1,8,-4.333334,-2.268209,3
80,0,16.666666,17.333334,31.666666,-5.222222,-2.431513,3
107,0,9.833333,7.333334,12.222222,-1.555556,-2.492965,3
119,0,1.777778,12.222222,33.666668,-14.111111,-2.268148,3
130,0,0.277778,0,2.333334,-2.333333,-2.094395,3
124,0,1.111111,0.222222,6.111111,-3.888889,-2.267462,3
81,0,9.222222,14,30.555555,-5.666666,-2.438409,3
107,0,6.777779,4.555555,13,-4.888889,-2.291762,3
83,0,12.888889,9,22.666666,-8.777778,-2.274205,3
93,0,3.444444,3.222222,11.888889,-4.666666,-2.332766,3
116,0,1.055556,0.333333,5.111111,-3.222222,-2.24908,3
123,0,0.5,0,4.222222,-3.555556,-2.164094,3
99,0,2.777778,3.444444,11.555555,-4.555555,-2.318885,3
137,0,0.111111,0,0.777778,-0.777778,-2.094395,3
98,0,4.666666,2.333334,10.444445,-5.222222,-2.272973,3
77,0.111111,2.388889,3.222222,13.111111,-2.777778,-2.467493,3
120,0,0.722222,0.111111,4.111111,-3.555556,-2.133095,3
102,0,0.833333,0.666667,6.333334,-3.666667,-2.261719,3
82,0,2.111111,1.777778,10.222222,-2.444444,-2.451983,3
138,0,0.388889,0,0.666667,-0.444444,-2.181439,3
127,0,1.055556,9,30.11111,-11.777778,-2.326275,3
136,0,0.388889,0.111111,1.888889,-1.777778,-2.094395,3
77,0.111111,1.611111,1.222222,10.222222,-4.333334,-2.354881,3
79,0,14.166667,24.333334,45.77778,-13.666667,-2.286295,3
124,0,1.388889,1,5.555555,-2.777778,-2.284608,3
117,0,0.611111,0.222222,3.555556,-3.333333,-2.094395,3
142,0,0.111111,0,0.111111,-0.111111,-2.094395,3
128,0,0.388889,0,2.222222,-2.222222,-2.094395,3
89,0.111111,5.833334,5.777778,17.11111,-5.777778,-2.356793,3
98,0.111111,1.777778,1.222222,9.222222,-3.333333,-2.395422,3
107,0,0.833333,0.333333,5.333334,-3.666667,-2.226355,3
129,0,0.388889,0,1.555556,-1.555556,-2.094395,3
108,0,1.166667,0.555556,3.333333,-0.555556,-2.463852,3
124,0.111111,0.555556,0.111111,2.777778,-1.777778,-2.18129,3
122,0.111111,1.166667,10.222222,25.333334,-9.555555,-2.247266,3
133,0,0.388889,0,2.777778,-2.555556,-2.123254,3
143,0,0.888889,0.888889,9.444445,-5.888889,-2.257412,3
100,0,0.666667,0.111111,2.777778,-1.333333,-2.337096,3
136,0,2.055555,4.111111,13.222222,-4,-2.412671,3
103,0,1.111111,0.111111,5.666666,-4.444445,-2.185466,3
81,0,9.222222,14,30.555555,-5.666666,-2.438409,3
131,0,0.333333,0,1.555556,-1.555556,-2.094395,3
140,0,3.055556,6,15.111111,-3.777778,-2.417818,3
137,0.111111,1,3.111111,13.888889,-5.222222,-2.360782,3
95,0,3,2.222222,9.444445,-3.888889,-2.326455,3
122,0,0.833333,0,4.444445,-3.777778,-2.153599,3
102,0,9.444444,10.111111,20.222221,-4.777778,-2.378944,3
137,0,0.277778,0,0.666667,-0.666667,-2.094395,3
143,0,0.277778,0,1.222222,-1.222222,-2.094395,3
75,0,26.611113,47.444443,65.44444,-8.666667,-2.356754,3
141,0,0.722222,0.111111,3.666667,-2,-2.285991,3
97,0,0.777778,0.555556,5.888889,-3.555556,-2.269023,3
138,0,0.444444,0.111111,0.666667,-0.555556,-2.094395,3
106,0,0.111111,0,1.666667,-1.666667,-2.094395,3
111,0,1.944444,9.666667,30.11111,-11.111111,-2.333318,3
115,0,3.333333,8.444445,22.88889,-5.333334,-2.45904,3
120,0,5.944445,3.333333,12.777778,-6.555555,-2.240133,3
100,0,2.444444,2.777778,11.555555,-6.555555,-2.226247,3
81,0,5.722223,7.666666,18.88889,-4.777778,-2.388561,3
81,0,22.111109,34.88889,51.77778,-4.666666,-2.476481,3
90,0,6.777779,4.777778,15.666667,-7.333334,-2.266389,3
126,0,2.555556,4.888889,17.222223,-5.222222,-2.449839,3
99,0,3.055555,1.111111,9,-5.444445,-2.255673,3
92,0.111111,2.277778,3.222222,12.666667,-3,-2.452176,3
133,0,0,0,0,0,0,3
115,0,2.722222,18.444445,39,-16.11111,-2.090649,3
91,0,0.833333,0.555556,8,-6.111111,-2.186723,3
111,0,0.944444,0,3.555556,-2.888889,-2.139494,3
132,0,0.388889,0,3.444444,-2.555556,-2.204847,3
87,0,44.722225,58.77778,79,-8.666667,-2.422127,3
135,0,0.333333,0,2.777778,-2.555556,-2.117548,3
85,0,2.277778,3.555556,14.888889,-6.222222,-2.329093,3
136,0,0.666667,0.111111,3,-2.666667,-2.110974,3
73,0,2.333333,2.333334,10.666667,-4.111111,-2.355641,3
84,0,1.777778,1.555556,9,-4.333334,-2.305729,3
121,0,2.055556,9.555555,23.444445,-9.222222,-2.235355,3
102,0,0.833333,0.666667,6.333334,-3.666667,-2.261719,3
109,0,3.999999,7,22.333334,-8.222222,-2.344093,3
70,0,7.944445,13.666667,23.88889,-1.111111,-2.589111,3
88,0,2.5,3.555556,13.333333,-4,-2.394493,3
146,0,0.055556,0,0.111111,-0.111111,-2.094395,3
127,0,0.777778,0.555556,5.555555,-1.888889,-2.408939,3
137,0,0.388889,0,2.222222,-2,-2.123254,3
102,0,1.166667,1,8.444445,-4.111111,-2.316112,3
125,0,2.666667,1.555556,7.777778,-4.444445,-2.234241,3
121,0,1.166667,0.777778,7.777778,-3.444444,-2.351514,3
117,0,0,0,0,0,0,3
114,0,0.277778,0.777778,3.888889,-3.555556,-2.02703,3
114,0,1.166667,0.111111,4.666667,-3.222222,-2.222661,3
