@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Vedge-mean numeric
@attribute Rawred-mean numeric
@attribute Rawgreen-mean numeric
@attribute Saturatoin-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
226,83,0.888889,74.55556,80.44444,0.362062,-2.239053,2
138,21,0.666665,116.22222,122.55556,0.187853,-2.339377,2
170,36,1.111111,89.55556,94.333336,0.284654,-2.232346,2
193,35,0.277779,131.22223,132,0.103336,-2.146845,2
177,85,0.833333,79.22222,83.44444,0.328603,-2.208414,2
239,32,0.777779,110.22222,116,0.201898,-2.309391,2
67,40,0.666665,95.333336,105.77778,0.260966,-2.419456,2
140,25,0.999999,117.77778,123.888885,0.172504,-2.354552,2
169,98,0.722221,77.333336,82.77778,0.338288,-2.238522,2
241,76,0.833332,74.55556,79.111115,0.360194,-2.208019,2
238,59,0.833335,109.22222,116.888885,0.214204,-2.364216,2
76,19,0.944444,101,109.44444,0.236733,-2.375985,2
25,18,0.666665,102.44444,107.666664,0.225725,-2.278452,2
80,40,0.611111,96.22222,106.888885,0.254051,-2.434692,2
36,21,0.999997,120.666664,126.333336,0.153497,-2.364884,2
21,90,0.666668,105.888885,106,0.179697,-2.097815,2
234,58,1.166668,77.333336,83.333336,0.348863,-2.246316,2
84,86,0.833335,92.888885,100.333336,0.251552,-2.343789,2
245,23,0.666667,111,118.22222,0.205901,-2.356262,2
225,22,0.833333,133,133.88889,0.095184,-2.158304,2
217,45,0.888888,111.111115,116.111115,0.190912,-2.292668,2
48,81,0.611111,105.666664,104.22222,0.19308,-2.033487,2
178,43,1.166665,115.666664,119.888885,0.174948,-2.270653,2
92,44,0.722223,113.44444,119.888885,0.178428,-2.367282,2
7,18,1.277779,133.33334,135,0.096352,-2.214612,2
107,21,0.666662,115.77778,122.666664,0.184022,-2.370372,2
231,49,0.555556,108.111115,114.666664,0.223879,-2.315477,2
7,48,0.611111,107.44444,107.44444,0.197114,-2.090557,2
184,44,0.500001,85,90.55556,0.300019,-2.254541,2
86,33,1.166665,96.77778,102.333336,0.258604,-2.266225,2
183,29,0.777779,88.77778,94.666664,0.297205,-2.257217,2
167,45,0.944444,87.111115,92.55556,0.297414,-2.247816,2
9,94,0.611111,106.888885,105.111115,0.176789,-2.015307,2
240,26,1.222224,131,133.11111,0.106102,-2.230725,2
57,89,0.555555,93.111115,99.666664,0.257746,-2.306204,2
194,72,1,79.22222,84,0.323421,-2.22578,2
190,45,0.666667,95.888885,104.111115,0.244289,-2.371807,2
164,49,1.166665,116.333336,120.44444,0.179413,-2.263738,2
88,91,1.055556,92.55556,98.666664,0.250204,-2.300486,2
75,49,0.833336,117,122.111115,0.182398,-2.297839,2
124,29,1.000001,119.22222,123.22222,0.165616,-2.271128,2
181,87,1.222224,127.888885,131.88889,0.126571,-2.312874,2
181,27,0.722221,132.55556,135.11111,0.096263,-2.264532,2
179,101,0.444448,126.44444,131.11111,0.141107,-2.328735,2
197,58,0.833335,110.44444,117.55556,0.204147,-2.357271,2
222,54,1.166672,127.55556,129.88889,0.124312,-2.231555,2
41,93,0.72222,103.888885,105,0.188313,-2.141419,2
253,32,0.499999,103.888885,113.111115,0.220748,-2.421193,2
49,40,0.999999,114,119.77778,0.194537,-2.313685,2
240,16,0.444444,87.55556,95,0.299601,-2.302468,2
252,27,1.277776,130.33334,133,0.10447,-2.264129,2
217,23,1.055555,111.888885,119.77778,0.210162,-2.37055,2
97,21,0.944444,115,122.55556,0.195127,-2.377814,2
242,57,1.222224,76.44444,83,0.359343,-2.254208,2
37,25,1.333332,114.333336,121.55556,0.196093,-2.36518,2
44,79,0.444444,93.888885,102.77778,0.258079,-2.377965,2
93,29,1.222224,119,123.666664,0.166484,-2.29776,2
72,31,1.111109,129.88889,132.33334,0.107616,-2.255012,2
50,50,0.777777,113.111115,118.333336,0.197162,-2.28828,2
221,35,0.666667,83.333336,90.333336,0.320015,-2.280843,2
220,36,0.944443,100.77778,108.888885,0.239085,-2.362237,2
116,35,0.833333,113.77778,120.44444,0.194853,-2.346636,2
67,71,1.666667,115.55556,121.44444,0.179672,-2.339758,2
188,42,0.777779,95.666664,104.888885,0.241934,-2.410388,2
212,48,0.555555,112.22222,116.77778,0.187362,-2.278604,2
209,66,1.055556,79.111115,83.888885,0.325711,-2.224845,2
59,96,0.611111,103.44444,103.22222,0.197734,-2.085954,2
6,54,0.611109,109.111115,108.77778,0.181149,-2.079152,2
81,67,0.833332,112.333336,117.888885,0.18855,-2.317188,2
66,41,0.611112,95.111115,105.111115,0.262046,-2.404745,2
228,20,1.055555,114,120.44444,0.188892,-2.348006,2
244,79,0.555555,73.55556,79.44444,0.362172,-2.241633,2
67,71,1.666667,115.55556,121.44444,0.179672,-2.339758,2
159,40,0.888889,114.22222,119.55556,0.193665,-2.2949,2
143,24,1.277777,117.666664,123.55556,0.169397,-2.349252,2
163,43,0.833335,117.333336,121.55556,0.165192,-2.280207,2
78,72,1.111112,115.333336,120.77778,0.17933,-2.32084,2
66,41,0.611112,95.111115,105.111115,0.262046,-2.404745,2
67,32,0.944444,115.111115,121.333336,0.190625,-2.333746,2
140,16,0.5,99.111115,105.22222,0.244021,-2.293933,2
83,54,0.777776,97.55556,104.888885,0.234504,-2.351182,2
253,75,0.666668,72,77.77778,0.378682,-2.232,2
186,46,0.666664,129.44444,131.55556,0.110653,-2.232616,2
16,51,0.722223,110.666664,117.44444,0.213813,-2.330465,2
58,25,0.77778,97.77778,107.55556,0.25541,-2.396894,2
63,33,0.611111,97.77778,104.22222,0.25913,-2.290421,2
53,78,1.222225,93.22222,101.666664,0.258182,-2.368082,2
21,90,0.666668,105.888885,106,0.179697,-2.097815,2
120,17,1.388887,118.77778,126.333336,0.172628,-2.412968,2
93,46,2.111112,116,121.111115,0.177195,-2.304436,2
178,16,0.333335,99.55556,108.333336,0.239899,-2.385001,2
179,63,0.999997,92.666664,100.888885,0.248136,-2.375282,2
115,75,0.944445,115.888885,121.111115,0.179353,-2.309804,2
112,77,0.944447,93.888885,103.77778,0.250143,-2.42468,2
139,16,0.666667,134.66667,136.66667,0.101526,-2.232895,2
95,47,0.72222,93.22222,99.333336,0.275957,-2.271072,2
221,50,0.444445,109.888885,116.55556,0.213809,-2.325679,2
233,81,0.611113,75.66667,79.111115,0.350039,-2.18233,2
120,74,0.333335,89.111115,93.22222,0.276784,-2.220553,2
248,13,0.777779,88.22222,95.666664,0.313159,-2.28708,2
64,19,0.944445,131.55556,135.33334,0.101515,-2.358602,2
248,53,0.722229,128.22223,130.33334,0.121119,-2.217488,2
204,12,0.777777,115.55556,123.666664,0.19252,-2.402917,2
80,40,0.611111,96.22222,106.888885,0.254051,-2.434692,2
162,14,0.944445,99,108.55556,0.242294,-2.408968,2
35,67,2.666665,92.111115,100.55556,0.26644,-2.357338,2
180,97,0.944443,126.55556,131.11111,0.12985,-2.346234,2
116,54,0.611112,96.77778,103.666664,0.232219,-2.33633,2
83,53,0.555555,112.333336,119.77778,0.187217,-2.39327,2
77,36,0.555556,98.22222,107.22222,0.24634,-2.387384,2
67,32,0.944444,115.111115,121.333336,0.190625,-2.333746,2
79,62,0.555556,100.666664,102.77778,0.208013,-2.178149,2
53,53,1.000001,104.333336,104.888885,0.200484,-2.117007,2
167,57,0.944447,84,90.22222,0.308813,-2.264402,2
138,49,1.055557,113.111115,118.55556,0.194622,-2.303412,2
92,62,1.888887,112.333336,118.77778,0.193691,-2.343404,2
9,72,0.777777,114.111115,121.111115,0.19129,-2.366197,2
56,32,0.944445,99.22222,104.333336,0.25142,-2.255674,2
27,62,1.111112,115.77778,120.77778,0.169635,-2.314232,2
152,18,0.777777,97.22222,108.666664,0.254668,-2.45498,2
79,47,0.666669,116,121.44444,0.181012,-2.315792,2
238,55,0.722224,101,107.77778,0.235894,-2.319697,2
122,11,1,136.88889,142.55556,0.092773,-2.521648,2
252,36,0.944443,128.55556,131.22223,0.12003,-2.247156,2
66,109,0.833332,89.44444,95.77778,0.268118,-2.297546,2
44,33,1.166664,114.666664,121.22222,0.191215,-2.348002,2
193,66,1.388891,80.66667,85.888885,0.320664,-2.235701,2
103,64,0.666667,96.333336,103.77778,0.236797,-2.355443,2
18,13,0.888891,134.33334,137.33334,0.09906,-2.292384,2
152,18,0.777777,97.22222,108.666664,0.254668,-2.45498,2
134,54,0.611112,112.666664,119.111115,0.202708,-2.328661,2
190,96,0.388889,76,80.77778,0.342938,-2.219979,2
89,43,1.055555,94.111115,99.111115,0.266023,-2.247952,2
206,30,0.777777,112.77778,117.55556,0.19251,-2.27951,2
79,48,1.055553,94.77778,99.77778,0.265899,-2.247036,2
60,52,0.722223,101,104.666664,0.218379,-2.229685,2
156,32,0.777774,129.77779,132.77779,0.113055,-2.280755,2
174,50,1.000001,94.666664,101.888885,0.247337,-2.337296,2
142,33,0.499999,96.77778,106.333336,0.247776,-2.408019,2
78,60,0.444447,99.55556,101.55556,0.223364,-2.16692,2
166,55,1.388888,113.888885,119.111115,0.182623,-2.308179,2
254,57,0.94444,129.44444,131.22223,0.118733,-2.187422,2
121,82,0.555556,92.888885,100.77778,0.262093,-2.344872,2
117,44,1.277779,93,98.22222,0.266391,-2.255577,2
94,13,1.055552,134.88889,140,0.100091,-2.449265,2
155,80,0.999999,82.44444,87.22222,0.309059,-2.228712,2
140,34,0.499999,91.22222,97.888885,0.283524,-2.286636,2
127,57,0.944444,113,119.44444,0.194754,-2.341163,2
189,107,1,125.77778,130,0.13383,-2.317384,2
231,13,1.277776,106.55556,113.666664,0.215088,-2.351897,2
228,20,1.055555,114,120.44444,0.188892,-2.348006,2
91,19,1.000001,115.44444,122.111115,0.189527,-2.352834,2
58,58,0.555556,112.55556,119,0.180972,-2.365385,2
185,35,1.388887,96.44444,105.44444,0.231166,-2.420203,2
240,58,1.055555,76.888885,82.66667,0.351331,-2.239301,2
201,120,3.944444,1.444444,2.111111,0.893054,-2.180291,3
33,131,0.444444,0.222222,0.222222,0.407407,-2.094395,3
132,91,18.944445,35.88889,39.88889,0.398824,-2.346057,3
23,129,0.5,0,0,0.777778,-2.094395,3
58,124,1.111111,0.111111,0.555556,0.984127,-2.18129,3
48,79,1.777778,1.777778,3.888889,0.842452,-2.339798,3
93,127,1.111111,1.333333,3.333333,0.827249,-2.474562,3
23,113,0.611111,0.111111,0.666667,0.981482,-2.237562,3
59,141,2.388889,7.888889,11.555555,0.585775,-2.451571,3
235,81,1.388889,1,2,0.881217,-2.248134,3
30,91,3.388889,2.444444,4.222222,0.823021,-2.282744,3
201,86,9.5,8.777778,11.555555,0.630945,-2.363577,3
61,119,0.833333,0.111111,0.333333,0.984127,-2.133095,3
234,110,0.833333,0.111111,0.444444,0.984127,-2.152507,3
96,119,0.333333,0,0.111111,1,-2.11372,3
31,96,2.333333,1,2.333334,0.909236,-2.268209,3
228,91,0.722222,0.444444,1.222222,0.939815,-2.225735,3
59,87,11.166667,12.222222,15.666667,0.652043,-2.418074,3
17,98,0.722222,0.333333,1.333333,0.916667,-2.4238,3
113,96,0.944445,1.111111,1.777778,0.872222,-2.186234,3
230,124,0.277778,0,0,1,-2.094395,3
2,88,3.611111,3.555556,6.444445,0.754703,-2.394493,3
103,130,0.333333,0,0,1,-2.094395,3
118,85,3.277778,3.555556,6.111111,0.774121,-2.329093,3
103,125,0.944445,0.444444,1,0.923809,-2.237562,3
11,118,0.277778,0,0.111111,1,-2.132635,3
39,124,5.333334,4.111111,5.777778,0.772152,-2.265747,3
63,122,0,0,0,1,-2.094395,3
76,106,1.833333,1,2.111111,0.903571,-2.255541,3
106,107,1.111111,13,18.666668,0.638541,-2.354617,3
225,91,0.666667,1.111111,1.888889,0.867813,-2.217735,3
33,98,0.611111,0.555556,2,0.883333,-2.548898,3
49,112,1.333333,1.111111,3.111111,0.867665,-2.435718,3
17,110,1.277778,1.444444,4,0.806658,-2.618651,3
3,78,14.833332,70.77778,76.77778,0.269733,-2.411645,3
16,82,4.333334,4.333334,6.555555,0.742819,-2.320628,3
6,81,4.111111,7.666666,10.888889,0.628156,-2.388561,3
40,95,1.277778,1,3.666667,0.907099,-2.429449,3
207,97,0.888889,0.555556,1.444444,0.915344,-2.269023,3
75,131,0.222222,0,0,1,-2.094395,3
18,90,1.055556,0.555556,1,0.926146,-2.164323,3
59,99,0.777778,0.111111,0.444444,0.986111,-2.149743,3
18,83,6.166666,9,11.444445,0.664785,-2.274205,3
68,127,1.055555,10.888889,11.777778,0.601444,-2.035808,3
124,113,0.388889,0,0.111111,1,-2.123254,3
96,96,1,2.666667,4.333334,0.778863,-2.275792,3
110,92,1.888889,3.222222,6.444445,0.759012,-2.452176,3
6,118,0.055556,0,0,0.111111,-2.094395,3
103,125,0.944445,0.444444,1,0.923809,-2.237562,3
20,117,0,0,0,0,0,3
52,102,0.722222,0.666667,1.666667,0.899735,-2.261719,3
17,108,1.277778,0.555556,1.666667,0.875926,-2.463852,3
26,120,0.777778,0.111111,0.555556,0.984127,-2.178769,3
230,124,0.277778,0,0,1,-2.094395,3
113,132,0.444444,0,0.444444,1,-2.204847,3
27,106,0.611111,0.333333,1.333333,0.95172,-2.274071,3
95,141,0.722222,0.111111,0.888889,0.977778,-2.285991,3
226,69,19.111113,19.222221,22.88889,0.508994,-2.488979,3
86,140,5.444444,6,8.666667,0.627944,-2.417818,3
230,98,0.388889,0,0.111111,1,-2.11372,3
18,87,1.555556,1.222222,1.888889,0.862771,-2.229493,3
119,115,2.444444,3.555556,6.222222,0.767235,-2.390992,3
9,80,2.944444,17.333334,21.88889,0.514254,-2.431513,3
254,73,6.666666,20.555555,26.222221,0.651133,-2.255561,3
55,93,0.833333,0.555556,1.222222,0.93567,-2.18361,3
58,109,0.888889,1.444444,3,0.864482,-2.283787,3
98,107,4.666666,4.888889,6.666666,0.697226,-2.280146,3
127,143,1.5,0.888889,2.222222,0.915376,-2.257412,3
214,121,0.277778,0,0.111111,1,-2.132635,3
226,110,0.333333,0.111111,0.444444,0.977778,-2.155984,3
14,120,0.333333,0,0.888889,1,-2.315721,3
2,96,3.833333,2.111111,3.777778,0.824784,-2.330693,3
26,137,0.055556,0,0,0.777778,-2.094395,3
74,129,0.222222,0,0,1,-2.094395,3
123,136,0.555555,0.111111,0.222222,0.986111,-2.110974,3
195,99,3.055555,3.444444,5.222222,0.711898,-2.318885,3
49,139,0.166667,0,0,0.777778,-2.094395,3
98,144,0.222222,0,0,1,-2.094395,3
235,88,0.611111,0.444444,1.444444,0.938492,-2.269545,3
75,113,2.944445,17.11111,22.333334,0.622071,-2.29665,3
90,122,1.666667,10.222222,13,0.584744,-2.247266,3
126,80,21.055555,60.333332,66.44444,0.289624,-2.434193,3
93,147,3.055555,6.444445,6.777778,0.349471,-2.064514,3
33,94,1.333334,3.222222,6.666666,0.609788,-2.869948,3
68,103,0.666667,0.111111,0.666667,0.987654,-2.185466,3
81,126,1.944444,0.555556,1.777778,0.935706,-2.289097,3
23,129,0.5,0,0,0.777778,-2.094395,3
17,85,0.888889,0.444444,1.444444,0.912963,-2.377624,3
118,133,0.222222,0,0,1,-2.094395,3
74,122,1.222222,8,12.111111,0.718221,-2.305989,3
124,101,3.388889,5.777778,9.222222,0.700087,-2.44804,3
206,80,4.888889,6.555555,8.444445,0.597765,-2.326257,3
75,122,0.722222,0,0.333333,1,-2.153599,3
228,123,0.166667,0,0.111111,1,-2.123254,3
25,138,1.277778,2,4.222222,0.790011,-2.406809,3
76,138,3.222223,9.888889,14.888889,0.60922,-2.439538,3
96,138,0.722222,0.111111,0.555556,0.977778,-2.219242,3
35,76,7.777778,8.444445,12.666667,0.637421,-2.523325,3
17,124,1.166667,0.222222,0.555556,0.953704,-2.16921,3
6,120,0.333333,0.222222,0.222222,1,-2.057287,3
242,81,22.388887,33.11111,37.11111,0.420176,-2.274461,3
129,91,27.277779,38.444443,41.77778,0.348885,-2.320272,3
25,91,1.611111,0.888889,2.666667,0.911448,-2.354575,3
78,99,1.611111,1.111111,2.333334,0.9109,-2.255673,3
240,75,29.222221,29.777779,33.666668,0.464912,-2.284187,3
97,123,0.388889,0,0,1,-2.094395,3
237,137,0.388889,0,0,1,-2.094395,3
226,72,1.277778,1.555556,2.555556,0.84169,-2.216721,3
104,134,0.5,0.111111,1.333333,0.977778,-2.422506,3
120,89,4,5.777778,8.555555,0.686685,-2.356793,3
100,111,3.722222,2.222222,3.333333,0.864664,-2.216473,3
94,127,0.777778,0.555556,2.111111,0.915344,-2.408939,3
196,93,1.777778,2,3.666667,0.80862,-2.329423,3
7,134,0.055556,0,0,0.111111,-2.094395,3
19,145,0.888889,0.666667,2,0.457672,-2.569768,3
127,143,1.5,0.888889,2.222222,0.915376,-2.257412,3
32,95,1.277778,0.777778,1.222222,0.919597,-2.151958,3
98,133,0.555555,0,0.111111,1,-2.123254,3
115,138,0.333333,0,0,1,-2.094395,3
226,84,3.055556,1.555556,3.111111,0.847729,-2.305729,3
139,128,2.944444,2.444444,3.888889,0.804724,-2.300368,3
54,138,0.222222,0,0.111111,0.333333,-2.181439,3
132,124,0.222222,0,0,1,-2.094395,3
81,122,7.388889,3.333333,5.222222,0.809331,-2.349017,3
140,125,0.666667,1.555556,2.444444,0.853199,-2.234241,3
54,126,0.666667,0,0.555556,1,-2.229939,3
9,131,0,0,0,0,0,3
68,107,1.111111,0.222222,0.555556,0.981482,-2.146531,3
90,116,1.277778,11.777778,14.888889,0.596104,-2.259967,3
82,138,0.888889,0,0.444444,1,-2.173961,3
118,109,3.555555,7,10.555555,0.694627,-2.344093,3
203,93,2.666667,3.222222,5.222222,0.760191,-2.332766,3
194,124,1.5,1,1.888889,0.836773,-2.284608,3
45,89,0.777778,0.111111,0.333333,0.986111,-2.123905,3
18,87,1.555556,1.222222,1.888889,0.862771,-2.229493,3
53,135,0.555555,0,0.111111,0.888889,-2.137446,3
57,119,2.277777,12.222222,15.888889,0.635624,-2.268148,3
71,125,0.666667,12.444445,13.111111,0.56104,-1.793403,3
9,80,2.944444,17.333334,21.88889,0.514254,-2.431513,3
133,102,22.055555,37.444443,42,0.397892,-2.416817,3
9,76,1.277778,0.888889,1.777778,0.872222,-2.340801,3
99,130,0.555555,0.111111,0.666667,0.977778,-2.239029,3
13,83,0.833333,1.555556,3.555556,0.740476,-2.573381,3
67,136,6.722223,9,12.222222,0.660813,-2.307511,3
45,89,0.777778,0.111111,0.333333,0.986111,-2.123905,3
140,124,1,0.222222,1.222222,0.973765,-2.267462,3
83,126,0.722222,5.222222,8.333334,0.739265,-2.313534,3
91,120,1.388889,11.222222,13.555555,0.562158,-2.230821,3
245,73,8.222222,32.11111,37.77778,0.549032,-2.251254,3
109,146,0.055556,0,0,0.111111,-2.094395,3
221,111,0.611111,0,0,1,-2.094395,3
239,123,0.5,0,0.333333,1,-2.164094,3
58,109,0.888889,1.444444,3,0.864482,-2.283787,3
127,120,0.5,0.111111,0.333333,0.984127,-2.133095,3
224,95,1.222222,0.888889,2.444444,0.88955,-2.348987,3
215,123,0.333333,0,0.333333,1,-2.169865,3
69,139,2.833333,16,15.666667,0.386612,-1.702833,3
104,139,0.333333,0,0.222222,1,-2.15073,3
78,100,1.555555,1.444444,2.888889,0.876332,-2.28054,3
50,109,2.222222,2.555556,4.777778,0.760734,-2.413992,3
59,120,2.166667,10.555555,13.555555,0.681266,-2.231261,3
237,106,0.944444,0.444444,0.666667,0.940476,-2.133095,3
114,102,1.111111,1,2.666667,0.891218,-2.316112,3
45,108,25.5,41.77778,46.555557,0.358975,-2.360491,3
59,120,2.166667,10.555555,13.555555,0.681266,-2.231261,3
123,143,0.277778,0,0,0.777778,-2.094395,3
95,127,0.222222,0,0,1,-2.094395,3
92,121,1.444444,9.555555,11.888889,0.596422,-2.235355,3
46,88,1.5,0.666667,1.555556,0.929574,-2.216544,3
199,100,2.388889,2.777778,3.888889,0.773815,-2.226247,3
98,126,1.055556,0.555556,2.555556,0.908995,-2.536514,3
3,91,2.222222,1.888889,4.333334,0.829748,-2.383949,3
128,116,0.777778,0.222222,0.666667,0.970238,-2.163434,3
33,100,0.722222,0.111111,0.777778,0.977778,-2.337096,3
18,70,9.444444,16.222223,20.222221,0.415836,-2.514204,3
74,129,0.222222,0,0,1,-2.094395,3
108,144,0.388889,0,0,1,-2.094395,3
70,122,3.666667,17.88889,16.666668,0.402492,-1.540214,3
101,121,0.666667,1.111111,3.111111,0.843518,-2.519165,3
86,136,3.888889,6.666666,9,0.695755,-2.268991,3
68,115,3.333333,18.444445,20.666668,0.523538,-2.090649,3
117,137,0.277778,0,0.111111,1,-2.123254,3
80,87,24.388891,58.77778,64.55556,0.306281,-2.422127,3
231,124,3.444445,1.444444,1.666667,0.895369,-2.118937,3
27,112,0.222222,0,0,0.222222,-2.094395,3
140,124,1,0.222222,1.222222,0.973765,-2.267462,3
18,123,0.722222,0.111111,0.444444,0.981482,-2.16921,3
82,120,5.666667,3.333333,4.777778,0.822893,-2.240133,3
112,102,0.555555,0.555556,1.888889,0.940741,-2.275159,3
139,121,1.055556,0.777778,2.555556,0.907407,-2.351514,3
18,142,0.777778,0.111111,0.222222,0.416667,-2.159563,3
35,135,0.222222,0,0,0.333333,-2.094395,3
54,91,1.444444,0.555556,1.222222,0.944811,-2.186723,3
140,125,0.666667,1.555556,2.444444,0.853199,-2.234241,3
60,132,0.111111,0,0,0.888889,-2.094395,3
55,80,1.833333,2.888889,5.888889,0.775282,-2.417517,3
69,139,2.833333,16,15.666667,0.386612,-1.702833,3
101,137,0.444444,0.222222,0.555556,0.95,-2.200588,3
196,100,7.277777,4.666667,6.444445,0.738034,-2.289874,3
29,85,2.833333,2.111111,3.333333,0.762963,-2.369864,3
137,105,10.722224,35.77778,40.11111,0.37578,-2.380238,3
39,77,1.833333,3.222222,6.777778,0.762049,-2.467493,3
22,133,0,0,0,0,0,3
14,71,13.055554,25.555555,29.777779,0.395671,-2.401825,3
10,94,0.444445,0.111111,0.666667,0.986111,-2.189708,3
54,140,0.722222,3.777778,7.222222,0.73447,-2.442323,3
33,142,1.888889,1.666667,2.666667,0.81358,-2.280603,3
33,117,0.277778,0,0.111111,1,-2.132635,3
94,144,0.444444,0,0,1,-2.094395,3
205,83,24.555555,19.777779,21.555555,0.504161,-2.321343,3
130,102,7.277778,10.111111,12.777778,0.575126,-2.378944,3
7,90,1.277778,2.555556,5.666666,0.665344,-3.044175,3
45,126,7,4.888889,8.444445,0.736431,-2.449839,3
68,122,2.777778,14.222222,15.111111,0.54583,-2.06017,3
38,116,0.944445,0.555556,2.222222,0.912698,-2.420258,3
126,141,1.388889,0.444444,1.666667,0.953086,-2.257122,3
81,145,4.555555,9.888889,10.333334,0.532728,-2.06232,3
113,130,0.277778,0,0.111111,1,-2.123254,3
59,99,0.777778,0.111111,0.444444,0.986111,-2.149743,3
58,125,2.166667,11.111111,13.888889,0.638455,-2.241956,3
1,81,12.166667,14,19.444445,0.595282,-2.438409,3
241,90,5.666666,4.777778,6.555555,0.762919,-2.266389,3
108,146,0,0,0,0,0,3
241,137,4.277778,2.555556,3.444444,0.837478,-2.193967,3
100,115,0.777778,0.333333,1.666667,0.954365,-2.321865,3
14,136,0,0,0,0,0,3
118,125,0.333333,0,0.333333,1,-2.175647,3
19,133,0,0,0,0,0,3
233,97,0.388889,0.111111,0.666667,0.984127,-2.191382,3
26,82,1.555555,1.777778,4.777778,0.843607,-2.451983,3
19,90,1.388889,0.888889,1.444444,0.904321,-2.16608,3
21,122,0.444444,0,0.444444,0.555556,-2.444563,3
49,116,1.333333,0.888889,2.111111,0.875529,-2.313013,3
42,138,0.444445,0.111111,0.111111,0.092593,-2.094395,3
73,117,1.555555,0.222222,0.222222,0.968254,-2.094395,3
55,108,6.388889,5.111111,6.777778,0.705482,-2.275553,3
58,95,2.166667,1.222222,3.111111,0.874917,-2.333804,3
234,122,1.722222,0.555556,1,0.960317,-2.173204,3
132,134,2.666667,2.222222,4.888889,0.833935,-2.386611,3
37,104,7.833333,14.888889,17.555555,0.607613,-2.42507,3
41,75,15.388889,47.444443,52.11111,0.297802,-2.356754,3
197,105,3.722222,1.666667,2.444444,0.886048,-2.205437,3
80,87,24.388891,58.77778,64.55556,0.306281,-2.422127,3
37,103,1.777778,1.888889,3.444444,0.799074,-2.497929,3
37,76,1.777778,3.777778,7.666666,0.723011,-2.520215,3
96,133,0.055556,0,0,1,-2.094395,3
71,95,2.111111,4.777778,8.333334,0.698902,-2.445012,3
232,126,2.388889,0.444444,0.555556,0.965812,-2.107303,3
64,114,5.166667,18.333334,23.88889,0.629245,-2.295381,3
56,107,4.555556,4.555555,6.333334,0.730592,-2.291762,3
220,120,0.388889,0,0,1,-2.094395,3
231,124,3.444445,1.444444,1.666667,0.895369,-2.118937,3
35,107,10.222221,7.333334,9,0.674956,-2.492965,3
33,132,1.055556,0.666667,1,0.676888,-2.152432,3
33,142,0.111111,0,0,0.111111,-2.094395,3
14,90,2.944445,2.555556,5.111111,0.725289,-2.639389,3
88,136,1.833333,4.111111,6.666666,0.695088,-2.412671,3
37,120,0.833333,0.222222,1.111111,0.962963,-2.298085,3
47,119,2.277778,2.111111,4.222222,0.732926,-2.587228,3
150,144,0.555556,0.111111,0.888889,0.986111,-2.212162,3
51,115,0.666667,0.555556,1.888889,0.917989,-2.358386,3
113,128,0.222222,0,0,1,-2.094395,3
48,83,2.277778,2.222222,4.666667,0.82735,-2.345005,3
41,75,15.388889,47.444443,52.11111,0.297802,-2.356754,3
27,134,1.111111,3.666667,6.555555,0.772831,-2.343004,3
44,123,1.055556,0.222222,0.555556,0.961905,-2.16176,3
3,106,0.222222,0,0,1,-2.094395,3
67,136,6.722223,9,12.222222,0.660813,-2.307511,3
68,103,0.666667,0.111111,0.666667,0.987654,-2.185466,3
36,145,0.277778,0.333333,0.777778,0.251852,-2.53095,3
101,121,0.666667,1.111111,3.111111,0.843518,-2.519165,3
1,81,12.166667,14,19.444445,0.595282,-2.438409,3
21,64,16.277779,24.666666,30.333334,0.400746,-2.593825,3
45,108,25.5,41.77778,46.555557,0.358975,-2.360491,3
96,115,2,8.444445,13,0.618328,-2.45904,3
28,114,0.833333,0.111111,0.777778,0.984127,-2.222661,3
70,98,1.222222,1.222222,3.555556,0.89084,-2.395422,3
224,73,1.5,2.333334,4.444445,0.78993,-2.355641,3
4,96,2.222222,0.888889,2,0.910065,-2.244482,3
221,107,1.166667,0.333333,1,0.94709,-2.226355,3
20,70,11.499999,13.666667,18.222221,0.476884,-2.589111,3
75,98,3.944444,2.333334,3.777778,0.872146,-2.272973,3
204,116,1.055556,0.333333,1.111111,0.96142,-2.24908,3
226,110,0.333333,0.111111,0.444444,0.977778,-2.155984,3
87,135,0.388889,0,0.111111,1,-2.117548,3
240,79,16.277779,24.333334,28.222221,0.489062,-2.286295,3
121,120,0.944445,1.111111,2.888889,0.839947,-2.433795,3
31,68,27.944443,38.555557,42.88889,0.413033,-2.308656,3
54,91,1.444444,0.555556,1.222222,0.944811,-2.186723,3
58,128,2.944445,10.111111,13.444445,0.613385,-2.3163,3
96,130,0.555555,0.444444,1.777778,0.931217,-2.366216,3
52,102,0.722222,0.666667,1.666667,0.899735,-2.261719,3
5,118,0.222222,0,0.222222,1,-2.17128,3
31,88,0.888889,1.555556,4.111111,0.851379,-2.396657,3
23,92,4.111111,8.777778,10.555555,0.564898,-2.280561,3
6,81,4.111111,7.666666,10.888889,0.628156,-2.388561,3
138,137,1.666667,3.111111,5.888889,0.779866,-2.360782,3
237,137,8.944446,34.88889,33.555557,0.214456,-1.940975,4
124,162,1.388889,8,7.555555,0.479931,-2.029312,4
252,82,1.055555,34.555557,33.666668,0.303876,-2.028043,4
173,158,1.888889,7.111111,6.222222,0.472975,-1.904651,4
