@relation segment

@attribute Region-centroid-row numeric
@attribute Rawblue-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
111,71.66667,-2.045165,4
129,78,-2.126989,4
104,76.55556,-1.986567,4
20,81.66667,-2.133031,4
100,66.88889,-2.00619,4
120,59.333332,-2.035243,4
135,41,-2.093203,4
160,31.555555,-2.138726,4
133,46.333332,-2.091572,4
137,45.333332,-1.75799,4
135,83.888885,-2.024945,4
132,49.22222,-2.129523,4
105,56.333332,-1.996082,4
127,48.22222,-1.908348,4
117,49.77778,-2.106235,4
105,70.333336,-2.032243,4
116,76.44444,-2.161793,4
35,85.333336,-2.0742,4
73,53,-2.096415,4
162,12,-2.044946,4
83,58.666668,-1.973615,4
122,47.555557,-1.985027,4
82,53.11111,-1.971781,4
120,56.333332,-1.910735,4
38,78.44444,-2.038824,4
90,61.444443,-2.131861,4
145,76.77778,-2.166151,4
87,54.88889,-2.050388,4
108,69.55556,-2.053869,4
42,36.22222,-2.061006,4
124,51.444443,-2.076967,4
107,35.88889,-1.877159,4
121,66.88889,-2.110233,4
122,78.22222,-2.128423,4
78,37.444443,-2.017779,4
146,29.666666,-2.164971,4
33,45.555557,-2.030428,4
45,63.77778,-2.045905,4
158,47.444443,-2.049172,4
119,48.22222,-2.006,4
126,28.666666,-2.158805,4
124,64.44444,-2.017379,4
66,61.22222,-1.961254,4
34,89.111115,-2.078154,4
70,44.444443,-1.960582,4
159,10.111111,-1.999443,4
42,47.77778,-2.029552,4
147,38.666668,-2.204575,4
78,40.333336,-2.066695,4
96,61,-1.720468,4
49,44.11111,-1.949745,4
77,74,-2.143048,4
44,58,-2.070466,4
133,25.777779,-1.90381,4
140,32.333336,-2.100487,4
96,77,-2.089105,4
122,44.333332,-2.074838,4
125,55,-2.096474,4
107,64.44444,-2.003607,4
117,58.444443,-2.09948,4
134,58.22222,-2.175349,4
139,23.666666,-2.118223,4
48,52.444443,-2.048732,4
120,56.333332,-1.910735,4
143,64.77778,-2.108995,4
126,28.666666,-2.158805,4
120,69.333336,-1.892977,4
95,71.66667,-2.107858,4
98,41,-1.96031,4
83,59.555557,-1.958524,4
133,62.555557,-2.111789,4
95,56.333332,-1.970802,4
109,53.666668,-2.068644,4
111,74.888885,-2.058,4
111,75.333336,-2.014126,4
35,47.444443,-2.138762,4
129,41.11111,-2.078797,4
158,12.222222,-1.943449,4
123,68.55556,-2.021502,4
62,80,-2.126207,4
64,71,-2.067168,4
87,39.444443,-2.013382,4
148,41.555557,-2.237972,4
34,70.333336,-2.09452,4
125,47.555557,-2.100687,4
38,74.333336,-2.078504,4
85,61.555557,-2.097363,4
71,42.11111,-1.675919,4
137,42.333336,-1.940975,4
157,30,-2.1343,4
105,78.77778,-1.989475,4
68,68.22222,-1.984308,4
127,48.22222,-1.908348,4
140,33.555557,-2.05389,4
146,31.555555,-2.124871,4
66,47.77778,-1.83808,4
126,27.333334,-2.104102,4
128,64.22222,-2.102441,4
15,86.888885,-2.145323,4
132,45.666668,-2.146969,4
139,78.77778,-2.065471,4
43,82.55556,-2.160551,4
126,70.44444,-2.006029,4
104,69.55556,-2.08549,4
103,72.66667,-2.071134,4
73,48.77778,-1.720441,4
73,47.333332,-1.893495,4
80,48.22222,-1.962646,4
97,54.11111,-1.836777,4
73,51.11111,-1.681589,4
123,64.111115,-1.994105,4
46,79.111115,-2.152304,4
146,55.88889,-2.081842,4
93,79.22222,-2.083715,4
20,42.77778,-2.045203,4
119,48.22222,-2.006,4
158,12.222222,-1.943449,4
97,54.333332,-1.840735,4
129,34.88889,-2.161046,4
128,67.111115,-2.091927,4
73,49.77778,-2.054964,4
102,69.66667,-1.985584,4
129,60.666668,-1.997241,4
102,69.66667,-1.985584,4
57,90.111115,-2.128801,4
36,84.77778,-2.138581,4
107,58.333332,-1.991445,4
21,79.22222,-2.072158,4
89,74.44444,-2.108757,4
151,42.77778,-2.219625,4
103,78.111115,-2.022581,4
45,63.77778,-2.045905,4
102,62.333332,-1.99488,4
157,32,-2.169368,4
73,51.11111,-1.681589,4
148,41.555557,-2.237972,4
108,55.444443,-2.015554,4
64,78.111115,-2.118087,4
69,40.22222,-1.640134,4
85,59.555557,-1.95422,4
124,46.22222,-1.907502,4
103,69.55556,-1.997589,4
111,38.22222,-2.064723,4
126,43,-1.942179,4
84,11.777778,-2.13694,4
87,80.333336,-2.105073,4
76,54.11111,-2.139002,4
81,47.22222,-1.984566,4
66,45.88889,-1.68385,4
120,59.22222,-1.896425,4
109,62.88889,-2.105478,4
130,18.88889,-2.137371,4
161,10.888889,-1.996307,4
129,47.444443,-2.097799,4
112,73.333336,-2.078463,4
153,38.77778,-2.242741,4
116,41.666668,-2.068113,4
149,23.777779,-2.069251,4
100,69.66667,-2.024061,4
73,70.111115,-1.996907,4
78,51.88889,-1.886072,4
125,76.44444,-2.145045,4
75,45.666668,-1.722278,4
162,14.555555,-2.029312,4
159,22.333334,-1.596679,4
117,39,-2.088914,4
80,47.666668,-1.942698,4
17,86.55556,-2.098521,4
135,60.666668,-2.06346,4
53,48.666668,-2.00456,4
70,48.333332,-1.990412,4
111,42.22222,-2.005742,4
119,56,-2.064038,4
146,15.666667,-2.108911,4
22,62.88889,-2.123537,4
159,29.555555,-1.802554,4
87,80.333336,-2.105073,4
150,29.222221,-2.134876,4
105,60.88889,-1.991964,4
156,29.222221,-2.109365,4
89,41,-2.046542,4
80,47.666668,-1.942698,4
128,43.77778,-1.981846,4
102,64.333336,-2.009854,4
83,33.22222,-2.063242,4
70,64.88889,-1.907955,4
125,51.77778,-1.973025,4
104,78,-2.007832,4
125,49,-1.840579,4
69,44.555557,-1.518761,4
77,37.666668,-2.12336,4
90,79.77778,-2.108813,4
25,89,-2.13042,4
121,49.444443,-1.995536,4
78,88.44444,-2.145541,4
131,45.77778,-2.089186,4
98,64.66667,-2.025773,4
110,60.444443,-2.032518,4
147,62.444443,-2.056377,4
15,87.44444,-2.124981,4
102,54.444443,-2.088579,4
154,39.555557,-2.191073,4
25,55,-2.11881,4
124,52.666668,-1.980977,4
75,48.22222,-2.036435,4
102,69.111115,-2.034054,4
81,74.44444,-2.09885,4
78,46,-2.053834,4
160,31.555555,-2.138726,4
149,30,-2.141787,4
48,49.88889,-2.003259,4
82,48.444443,-2.028043,4
115,36.77778,-2.094392,4
147,38.666668,-2.174468,4
101,57.11111,-2.094303,4
118,66.333336,-2.007117,4
62,76.22222,-2.093744,4
65,72.66667,-2.077647,4
123,26.333334,-2.115734,4
90,79.77778,-2.108813,4
100,66.88889,-2.00619,4
50,75.77778,-2.129479,4
65,64.44444,-1.970812,4
89,36.88889,-2.048461,4
136,8.555555,-2.123905,4
18,86.111115,-2.123641,4
101,79.44444,-2.08957,4
65,64.44444,-1.970812,4
123,73.77778,-2.111941,4
68,42.333336,-1.624846,4
76,42,-1.981499,4
96,80.22222,-2.036336,4
28,79.111115,-2.144507,4
44,75.55556,-2.102652,4
57,79.44444,-2.030703,4
125,83.111115,-2.019545,4
116,38.333336,-2.090781,4
138,82.55556,-1.999045,4
68,71,-2.069541,4
122,44,-2.035377,4
32,72.77778,-2.060607,4
77,71.333336,-2.030875,4
88,85,-2.132027,4
105,34,-2.192406,5
113,28.444445,-2.125693,5
134,6.444445,-2.133095,5
115,40.11111,-2.218655,5
62,11.444445,-2.034152,5
93,22.88889,-2.137493,5
90,29,-2.101515,5
109,37.11111,-2.226161,5
115,22.222221,-2.151625,5
36,0,0,5
141,0.111111,-2.094395,5
116,31.444445,-2.104978,5
62,11.444445,-2.048717,5
61,12,-2.039459,5
138,6.666666,-2.08783,5
133,0.888889,-2.094395,5
144,0,0,5
133,1.777778,-1.999063,5
89,33.555557,-2.188149,5
95,2.555556,-1.628908,5
138,19.222221,-2.172099,5
144,1.111111,-2.094395,5
33,13.111111,-2.056119,5
117,23,-2.005139,5
154,3.555556,-1.988202,5
145,0,0,5
147,0,0,5
89,22.11111,-2.107311,5
152,1.666667,-2.094395,5
144,1.666667,-1.986938,5
93,23.444445,-2.102707,5
95,10.777778,-1.749258,5
135,4.888889,-2.110974,5
94,28.666666,-2.084255,5
89,24.444445,-2.11184,5
152,2.333334,-2.007351,5
145,5.777778,-2.036506,5
131,3.666667,-1.871048,5
152,0,0,5
149,0.111111,-2.094395,5
135,10.444445,-2.125516,5
137,36.555557,-2.213033,5
152,0,0,5
82,21.666666,-2.102722,5
147,0.444444,-2.094395,5
93,22.88889,-2.137493,5
154,1.888889,-2.01751,5
130,0,0,5
92,20.555555,-2.137851,5
96,28.444445,-2.086083,5
131,0,0,5
84,24.777779,-2.143897,5
94,3.222222,-2.071242,5
141,2.333334,-2.094395,5
154,0.222222,-2.094395,5
104,26.11111,-2.150638,5
155,11,-2.115567,5
89,9.555555,-2.065342,5
89,0,0,5
107,35.11111,-2.201495,5
142,3.666667,-2.094395,5
148,0,0,5
137,4.111111,-2.094395,5
65,14.333333,-2.121878,5
152,2.333334,-2.007351,5
91,21,-2.128465,5
86,24.666666,-2.123611,5
138,3.111111,-1.755017,5
105,19.777779,-2.161571,5
99,23.777779,-2.112503,5
110,39.333336,-2.187242,5
131,0.666667,-2.094395,5
90,10,-2.073429,5
133,3.555556,-1.822563,5
154,0.777778,-2.094395,5
98,30.444445,-2.118236,5
90,34.444447,-2.182442,5
84,31.333334,-2.184862,5
112,43.666668,-2.244772,5
140,0.777778,-2.094395,5
62,11.444445,-2.034152,5
104,26.11111,-2.128231,5
140,0.777778,-2.094395,5
134,6.444445,-2.133095,5
136,5.777778,-2.130339,5
155,17.555555,-2.140531,5
91,34.88889,-2.202425,5
86,21.11111,-2.120153,5
13,15.888889,-2.074133,5
149,0,0,5
93,0,0,5
140,9.444445,-2.072268,5
58,14.555555,-2.085342,5
134,11.222222,-2.138459,5
154,0.222222,-2.094395,5
134,4.666667,-2.013143,5
89,25.11111,-2.102295,5
94,28.777779,-2.084893,5
141,0.222222,-2.094395,5
90,11.222222,-1.987466,5
88,12.222222,-2.035769,5
35,19.222221,-2.153332,5
63,14,-2.121837,5
40,0,0,5
154,10.777778,-2.087985,5
131,0,0,5
134,4.666667,-2.013143,5
135,1.444444,-2.094395,5
79,20.555555,-2.175843,5
139,3.888889,-2.094395,5
133,1.111111,-2.094395,5
89,25.777779,-2.113032,5
116,23.222221,-2.121175,5
64,12.555555,-1.965246,5
39,14.333333,-2.036228,5
106,24,-2.117671,5
133,1.777778,-2.094395,5
36,13,-2.097293,5
119,13.666667,-2.142708,5
114,34.444447,-2.196423,5
155,12.888889,-2.079296,5
144,0,0,5
131,1.888889,-2.056155,5
62,11.444445,-2.048717,5
155,12.666667,-2.147622,5
94,3.222222,-2.071242,5
90,12.111111,-1.989546,5
94,24.88889,-2.159466,5
140,1.888889,-1.838877,5
135,3.333333,-1.880724,5
91,20.666668,-2.147571,5
151,0.333333,-2.094395,5
105,29.555555,-2.125548,5
34,20.88889,-2.162872,5
136,10.666667,-2.175296,5
155,18.666668,-1.797435,5
30,13.111111,-2.05997,5
61,12.333333,-2.068204,5
114,40.77778,-2.207158,5
144,0,0,5
152,2.888889,-1.933239,5
152,0,0,5
88,21.11111,-2.136677,5
138,3.222222,-1.949167,5
107,25.777779,-2.159464,5
152,2.888889,-1.933239,5
152,5.777778,-1.997796,5
133,9,-2.048,5
154,4.666667,-0.004927,5
61,14.333333,-2.121837,5
134,3.888889,-1.997796,5
90,25.777779,-2.125976,5
41,1.222222,-1.84512,5
111,35.88889,-2.202667,5
83,24.88889,-2.143761,5
154,0,0,5
135,37,-2.211986,5
145,0,0,5
90,15,-2.067026,5
137,7.111111,-2.058451,5
89,4.111111,-2.042259,5
109,28.777779,-2.082762,5
87,19.555555,-2.138617,5
89,24.555555,-2.129746,5
154,1.555556,-1.919639,5
145,0,0,5
92,22.666666,-2.113273,5
12,17.666668,-2.064482,5
113,34.88889,-2.236251,5
135,5.111111,-1.972186,5
138,5.888889,-2.077816,5
68,10.333334,-1.780255,5
130,3,-1.959823,5
145,1.222222,-1.920944,5
141,16.555555,-2.191662,5
85,26.88889,-2.160912,5
134,6.111111,-2.071242,5
145,0,0,5
152,0,0,5
93,28.88889,-2.136215,5
140,6.111111,-1.985769,5
93,29.555555,-2.086083,5
80,20.333334,-2.138901,5
129,0,0,5
64,10.333334,-2.015428,5
136,5.777778,-2.071242,5
62,13.111111,-2.066953,5
89,24.555555,-2.129746,5
80,23.222221,-2.142269,5
148,0.111111,-2.094395,5
141,0.555556,-2.094395,5
143,1.777778,-1.986938,5
86,20.444445,-2.128362,5
141,0.111111,-2.094395,5
150,0,0,5
111,23.777779,-2.100671,5
137,1.777778,-2.007606,5
85,26.88889,-2.160912,5
113,43.77778,-2.238803,5
110,39.333336,-2.187242,5
111,26.222221,-2.153719,5
41,1.222222,-1.84512,5
143,0,0,5
86,10.888889,-2.054475,5
12,11.333333,-2.057978,5
134,37.444443,-2.21646,5
90,24.444445,-2.12273,5
130,2.888889,-1.861154,5
36,13.666667,-2.107303,5
153,1.111111,-2.094395,5
95,10.777778,-1.749258,5
134,4,-2.013143,5
149,0,0,5
114,34.666668,-2.15274,5
133,5,-2.208419,5
135,3,-1.822214,5
129,2.555556,-1.101394,5
140,3.333333,-2.094395,5
93,27.11111,-2.110457,5
144,0,0,5
144,0,0,5
135,0.444444,-2.094395,5
137,2.666667,-2.056155,5
154,3,-1.905927,5
131,0,0,5
89,3.777778,-1.890484,5
115,2.888889,-2.065536,5
40,1.555556,-1.570796,5
130,3.222222,-2.094395,5
61,12.222222,-2.048717,5
148,0,0,5
141,1.777778,-1.921217,5
94,23.777779,-2.142756,5
135,4.444445,-1.931332,5
147,0,0,5
91,9.777778,-1.93491,5
141,0,0,5
86,28.555555,-2.178281,5
154,13.888889,-2.066916,5
68,2.888889,-1.861154,5
131,2.777778,-2.051344,5
88,29.333334,-2.20829,5
133,16.666668,-2.138743,5
142,0,0,5
30,11.666667,-2.047276,5
112,23.88889,-2.133313,5
145,1.222222,-1.920944,5
58,14.111111,-2.068564,5
154,7.666666,-2.095813,5
95,28.777779,-2.146185,5
135,43.11111,-2.227801,5
108,20.555555,-2.127161,5
93,5.444445,-2.075071,5
61,12.222222,-2.048717,5
110,40.444443,-2.182018,5
119,40.333336,-2.187781,5
113,27.88889,-2.163633,5
139,8.555555,-2.127586,5
153,0,0,5
110,7.444445,-2.021228,5
57,20.88889,-2.370613,5
152,2.444444,-2.000272,5
137,6.333334,-2.075071,5
108,30.444445,-2.154391,5
134,4.666667,-2.013143,5
150,0,0,5
148,3.222222,-2.04515,5
144,0,0,5
67,1.111111,-1.512684,5
89,13,-2.043884,5
38,22,-2.193098,5
154,1.222222,-1.861154,5
153,13.444445,-2.14389,5
136,4.888889,-2.094395,5
104,23.333334,-2.113918,5
141,8.777778,-2.075071,5
153,0,0,5
139,9.555555,-2.04457,5
97,27.777779,-2.121346,5
137,3.777778,-2.071242,5
114,25,-2.141659,5
94,28.777779,-2.084893,5
112,32.333336,-2.085248,5
94,15.222222,-2.12934,5
137,1.777778,-2.007606,5
58,14.111111,-2.068564,5
92,25.777779,-2.11184,5
142,3.555556,-2.056155,5
140,5,-1.853161,5
115,2.888889,-2.065536,5
84,24.88889,-2.152852,5
94,30.444445,-2.100966,5
113,28.444445,-2.125693,5
114,24.11111,-2.149073,5
110,15.888889,-2.120265,5
113,37,-2.199825,5
116,29.555555,-2.144778,5
162,50.555557,-2.335371,6
201,49,-2.175826,6
204,71.22222,-2.037372,6
203,67.66667,-2.040013,6
185,55,-2.004988,6
193,63,-2.080174,6
190,36.88889,-2.160658,6
183,52,-1.887731,6
191,74.77778,-2.03548,6
194,61.666668,-2.021838,6
184,62.333332,-1.96448,6
175,72.77778,-2.05935,6
193,50.666668,-1.992997,6
189,60.88889,-1.973221,6
185,73.44444,-2.073869,6
190,57.77778,-2.025133,6
185,59.555557,-1.95277,6
197,77.77778,-2.06802,6
189,38,-2.020345,6
171,57.22222,-2.010723,6
192,74.77778,-2.038177,6
178,41.88889,-2.103758,6
176,61,-1.965703,6
161,49.666668,-2.198939,6
189,42.77778,-2.044277,6
183,66.55556,-1.974959,6
163,48.88889,-2.388454,6
184,69,-1.958014,6
197,61.555557,-2.022274,6
202,76,-2.043538,6
195,76.55556,-2.020938,6
189,35.22222,-2.049148,6
197,77.77778,-2.06802,6
190,75.55556,-2.043617,6
200,69.66667,-2.021172,6
193,76.55556,-2.109375,6
180,36.333336,-2.217095,6
188,36.444443,-2.083566,6
176,62.666668,-1.95141,6
188,76.55556,-2.074028,6
180,62.333332,-2.008719,6
195,58.88889,-2.052705,6
162,49.444443,-2.573635,6
185,61.333332,-2.007175,6
193,72.55556,-2.033804,6
196,61.444443,-2.063864,6
183,39.11111,-1.970772,6
190,65,-2.03483,6
190,40.11111,-2.008381,6
194,62.444443,-2.064277,6
186,61.333332,-1.958085,6
179,44.11111,-2.0752,6
195,59.666668,-2.081095,6
196,57.11111,-2.105677,6
189,75.44444,-2.035894,6
188,62,-1.995072,6
183,69.66667,-2.005196,6
185,67.22222,-2.008008,6
205,61.77778,-2.044653,6
161,51.11111,-2.316506,6
195,55.555557,-2.118572,6
188,62.11111,-2.00738,6
159,46.22222,-2.316872,6
182,35.444447,-2.217735,6
188,38.11111,-2.016443,6
193,76.55556,-2.109375,6
187,59.88889,-1.947472,6
185,60.666668,-2.006186,6
174,73.22222,-2.069045,6
210,64.333336,-2.020895,6
177,59.333332,-1.940423,6
200,67.333336,-2.116733,6
202,74.888885,-2.060614,6
162,51.333332,-2.327482,6
198,72.333336,-2.035874,6
182,73.333336,-1.992052,6
189,40.666668,-2.064273,6
210,62.22222,-2.014434,6
193,50.666668,-1.992997,6
191,79.22222,-2.065948,6
176,62.11111,-1.97757,6
181,75.66667,-2.044563,6
201,49,-2.175826,6
195,58.77778,-2.051671,6
200,69,-2.065663,6
200,56.555557,-2.038016,6
183,70,-1.997577,6
177,40.666668,-2.10084,6
198,71.888885,-2.064888,6
177,40.333336,-2.121237,6
196,58.77778,-2.045996,6
182,72.55556,-1.978495,6
193,55.333332,-2.000118,6
197,68,-2.033505,6
188,61.77778,-1.984565,6
176,62.333332,-1.98088,6
186,61.11111,-1.940813,6
163,48,-2.51749,6
201,74,-2.042514,6
178,75.22222,-2.040554,6
189,38.555557,-2.022227,6
163,48.555557,-2.392741,6
195,58.88889,-2.052705,6
198,61,-2.070717,6
176,67.66667,-2.052258,6
178,58.88889,-2.102536,6
197,62.22222,-2.071221,6
196,58.555557,-2.074616,6
186,59.88889,-1.973056,6
181,49.555557,-1.998368,6
185,37,-2.45058,6
195,59.22222,-2.056734,6
161,52.22222,-2.282295,6
173,71.55556,-2.048199,6
186,60.444443,-1.968511,6
165,42.88889,-2.470153,6
180,62.333332,-2.008719,6
163,47.555557,-2.395213,6
201,68.66667,-1.969456,6
172,50.333332,-2.143718,6
176,75.66667,-2.030648,6
196,65,-2.022599,6
191,58.666668,-1.964901,6
160,58.333332,-2.162999,6
174,70.88889,-2.037351,6
194,71.55556,-2.081891,6
201,76.44444,-2.034119,6
197,69.55556,-2.024321,6
186,63.666668,-2.014102,6
203,67.111115,-2.046535,6
182,42.22222,-1.943038,6
187,74.77778,-2.058211,6
182,42.22222,-1.943038,6
181,56.88889,-1.949088,6
202,71,-2.045943,6
199,69.22222,-2.084754,6
195,70.111115,-2.015595,6
180,75.44444,-2.022148,6
200,70.22222,-2.080206,6
175,41,-2.091209,6
186,60.22222,-2.028812,6
182,68.111115,-1.980348,6
192,72.111115,-2.024748,6
186,67.88889,-2.028618,6
188,36.444443,-2.083566,6
194,74.888885,-2.033605,6
176,67.66667,-2.052258,6
207,70.111115,-2.062724,6
182,56.333332,-1.930048,6
196,62.22222,-2.054753,6
191,78.111115,-2.05611,6
180,59,-1.996042,6
193,75.111115,-2.047766,6
203,71.66667,-2.034642,6
182,67.22222,-2.004082,6
190,71.111115,-2.102898,6
189,74.888885,-2.005956,6
196,63.333332,-2.059262,6
200,72.66667,-2.02885,6
207,64.88889,-2.063353,6
180,59,-1.996042,6
171,56.333332,-2.032929,6
181,74.22222,-2.020865,6
161,54.555557,-2.238293,6
189,77.55556,-2.054084,6
163,51.333332,-2.384441,6
190,62.333332,-2.048697,6
161,49.666668,-2.198939,6
161,52.22222,-2.282295,6
172,51.22222,-2.126558,6
189,63.333332,-2.008931,6
210,64.333336,-2.020895,6
182,69.111115,-2.001558,6
162,49.22222,-2.341198,6
188,74.888885,-2.047211,6
184,38.77778,-2.183125,6
191,76.66667,-2.041277,6
193,75.111115,-2.047766,6
208,70.333336,-2.094585,6
189,29.333334,-2.01975,6
180,77.55556,-2.044179,6
186,65.88889,-1.988249,6
160,55.333332,-2.102318,6
186,43.444443,-2.036642,6
192,72,-2.034048,6
162,50.11111,-2.555683,6
188,75.66667,-1.997746,6
179,62.11111,-1.978657,6
189,40.333336,-2.037982,6
185,57.333332,-1.982099,6
194,50.444443,-2.037568,6
186,61.11111,-1.974394,6
190,66.88889,-2.052546,6
182,54.333332,-1.910677,6
183,66.55556,-1.974959,6
177,63.11111,-1.956005,6
191,76.22222,-2.077651,6
182,42.88889,-2.001125,6
189,36.333336,-2.050282,6
196,79.111115,-2.070441,6
161,51.444443,-2.338974,6
187,71.44444,-1.966671,6
187,60.11111,-1.998547,6
161,51.22222,-2.38829,6
188,41.333336,-2.04072,6
193,61.22222,-2.065421,6
185,71.111115,-2.088855,6
184,58.666668,-1.986776,6
189,72.44444,-2.101326,6
186,59.88889,-1.973056,6
201,67.22222,-2.075226,6
187,59.88889,-1.947472,6
190,60.666668,-1.987599,6
189,73.333336,-2.048058,6
177,61,-1.942662,6
182,42.88889,-2.001125,6
188,69.111115,-2.039667,6
194,49.77778,-2.045201,6
205,69.77778,-2.038263,6
196,65.66667,-2.079185,6
200,55.77778,-2.016646,6
192,57.666668,-2.047243,6
192,65,-2.164195,6
191,29.88889,-1.858264,6
193,74.888885,-2.018211,6
182,42.88889,-2.001125,6
185,60.666668,-2.006186,6
189,36.555557,-1.954574,6
187,69.66667,-2.04388,6
181,68.77778,-2.053189,6
195,60.666668,-2.063044,6
204,72,-2.038543,6
188,37.77778,-2.014509,6
186,43.88889,-2.060122,6
192,76.44444,-2.055457,6
185,58.22222,-1.937924,6
161,51.666668,-2.395566,6
200,76.44444,-2.026586,6
200,70.22222,-2.015374,6
188,61.444443,-1.99344,6
160,51.77778,-2.335837,6
182,52.555557,-1.917349,6
196,58.22222,-2.039491,6
186,58.88889,-1.956023,6
197,62.22222,-2.071221,6
176,67,-2.051636,6
162,54.666668,-2.386671,6
204,69.22222,-2.03737,6
163,48,-2.51749,6
190,63.22222,-2.11269,6
197,61.444443,-2.043399,6
185,69.88889,-2.051056,6
195,58.555557,-2.038956,6
162,51.11111,-2.494607,6
209,60.77778,-2.06698,6
194,76.111115,-2.060549,6
196,75.66667,-2.048736,6
194,55.444443,-2.046998,6
176,71.44444,-2.021784,6
190,58.666668,-2.025942,6
187,74.111115,-2.03348,6
184,38,-2.215464,6
198,64.22222,-2.072616,6
184,37.11111,-2.16033,6
182,52.88889,-1.904978,6
183,65.111115,-1.981911,6
191,74.77778,-2.03548,6
191,59.77778,-1.998993,6
183,67.77778,-1.991701,6
179,59.77778,-1.970398,6
187,60.88889,-1.990627,6
193,78.77778,-2.084935,6
175,72.66667,-2.063776,6
159,46.22222,-2.316872,6
186,37.88889,-2.046307,6
185,39.666668,-2.085272,6
190,64.55556,-1.985899,6
190,60.666668,-1.987599,6
199,69.77778,-2.045431,6
199,71,-2.040866,6
194,72.55556,-2.112941,6
182,68.111115,-1.989221,6
202,71.55556,-2.093746,6
201,53.88889,-2.06786,6
184,38,-2.215464,6
191,75.22222,-2.047053,6
206,72.111115,-2.085934,6
176,75.66667,-2.030648,6
190,60,-1.986307,6
189,33,-2.101002,6
180,37.77778,-2.021032,6
163,47.77778,-2.425324,6
188,38,-2.03822,6
172,54.666668,-2.052453,6
190,66.88889,-2.052546,6
194,61.666668,-2.021838,6
201,67.22222,-2.075226,6
194,16.666668,2.593107,7
240,13,2.392487,7
167,16.777779,-3.015081,7
222,6.666666,1.870487,7
191,14.888889,2.545329,7
199,14.555555,2.634176,7
181,13.888889,2.141428,7
161,14.333333,2.345133,7
236,10.777778,2.267197,7
211,15.222222,2.554965,7
250,7.333334,2.192935,7
216,14,2.209309,7
173,15.555555,2.332739,7
219,10.222222,2.0861,7
191,5.444445,2.122422,7
177,15.444445,2.462118,7
217,4.222222,1.976138,7
200,5.888889,2.10726,7
224,17.777779,2.304153,7
196,18.555555,2.437339,7
227,11,2.291847,7
157,17.222223,2.438615,7
240,9.333334,2.043865,7
232,7.222222,2.201318,7
198,10.555555,2.221276,7
223,12.888889,1.910945,7
246,19.666668,2.158915,7
233,11.333333,1.950405,7
248,12.111111,2.341677,7
203,8.111112,2.019747,7
176,17,2.332243,7
229,13.555555,2.350437,7
191,5.444445,2.122422,7
226,11.888889,2.303853,7
240,18.777779,2.420791,7
249,21.222221,2.28263,7
221,12.444445,2.317212,7
151,18.333334,2.505249,7
237,10,1.990381,7
215,22.555555,2.561049,7
222,13.111111,2.280922,7
233,8.333334,1.903686,7
164,15,2.87512,7
226,6.555555,2.259398,7
167,13.777778,2.305729,7
156,17.333334,2.47582,7
164,18.777779,2.459806,7
248,16.666668,2.205099,7
233,11,2.476615,7
214,4.777778,2.058329,7
186,11.777778,1.863654,7
218,12.666667,2.382684,7
238,6.555555,2.126063,7
181,17.88889,2.189135,7
208,12.222222,2.112617,7
198,14.222222,2.32489,7
238,12.666667,2.508226,7
203,17.666668,2.320382,7
202,14,2.401137,7
225,12.777778,1.891015,7
227,14.444445,2.707051,7
208,17.666668,2.396771,7
211,12.888889,2.441017,7
238,16.555555,2.337472,7
239,14.555555,2.482445,7
210,12,2.42875,7
219,4.333334,2.148363,7
180,21.444445,2.453831,7
195,12.444445,2.193764,7
238,5.666666,1.844726,7
219,12,2.255333,7
226,13,1.82234,7
156,26,2.84342,7
236,9.444445,2.083229,7
191,14.888889,2.545329,7
195,13.333333,1.94304,7
182,14,1.937594,7
162,24.11111,2.557389,7
235,9.333334,2.316242,7
229,11.111111,2.099905,7
170,16.88889,2.737074,7
150,20,2.791674,7
183,12.444445,2.075874,7
210,14.222222,2.461599,7
176,19.777779,2.126901,7
175,13.555555,2.242196,7
217,13.333333,2.363871,7
201,7,1.909255,7
181,19.666668,2.378846,7
189,10.111111,2.194143,7
188,14,2.20467,7
215,22.666666,2.471757,7
206,14.555555,2.252368,7
201,14.888889,2.176993,7
245,13.111111,2.395431,7
162,26.11111,2.769038,7
187,12.777778,2.038483,7
183,19,2.506807,7
245,6,1.756645,7
184,18.222221,2.419445,7
177,18.444445,2.413262,7
180,11.888889,2.212898,7
234,4.222222,1.83826,7
195,8.555555,2.011228,7
199,17.88889,2.690112,7
211,12.333333,2.292041,7
223,4.666667,2.046588,7
220,13.111111,2.306884,7
239,9.666667,2.426379,7
177,18.444445,2.413262,7
192,7.444445,1.908457,7
187,9.666667,2.156639,7
237,5.666666,1.946502,7
236,14.666667,2.306678,7
250,7.333334,2.192935,7
175,23.777779,2.630157,7
207,10.333334,2.217263,7
182,18.11111,2.271693,7
181,18.777779,2.420823,7
176,19.777779,2.179845,7
178,18.11111,2.274128,7
175,21.777779,2.263538,7
244,7,2.340587,7
163,16.666668,2.001681,7
216,13.666667,2.447547,7
170,25.333334,2.604013,7
169,9.777778,1.993183,7
233,25.11111,2.38935,7
184,11.333333,2.080445,7
221,12.444445,2.317212,7
249,15.666667,2.214996,7
215,11.555555,2.437819,7
241,7,2.277351,7
229,10.666667,2.557458,7
162,17.333334,2.291415,7
177,21.444445,2.125416,7
209,9.222222,2.060955,7
211,7.666666,1.940832,7
237,4.555555,2.180526,7
