@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exblue-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
57,0.666665,122.111115,43,0.175605,2
130,0.277778,0,4.666666,1,3
81,5.722223,10.888889,19.222221,0.628156,3
75,10.222221,33.666668,37.88889,0.464912,3
145,7.5,10.333334,20,0.532728,3
126,0.944444,8.333334,26.444445,0.739265,3
120,0.833333,0.555556,6,0.984127,3
90,2.444444,5.666666,3.333333,0.665344,3
127,0.777778,2.111111,8.444445,0.915344,3
95,1.055556,2.444444,11.111111,0.88955,3
140,1.777778,7.222222,17,0.73447,3
113,0.277778,0.111111,5.444445,1,3
70,9.944444,20.222221,16.88889,0.415836,3
91,0.666667,1.888889,13,0.867813,3
96,0.833333,4.333334,16.777779,0.778863,3
119,1.333333,4.222222,7.222222,0.732926,3
120,1.055556,1.111111,7.555555,0.962963,3
124,1.444444,0.555556,4.555555,0.953704,3
106,0.111111,0,3.333333,1,3
70,7.944445,18.222221,15.888889,0.476884,3
137,0.388889,0.111111,4.333334,1,3
123,0.611111,0.444444,4.777778,0.981482,3
124,0.277778,0,4,1,3
124,0.277778,0,4,1,3
143,0.277778,0,2.444444,0.777778,3
122,0,0,2,1,3
122,0.833333,0.333333,8.555555,1,3
129,0.388889,0,3.111111,0.777778,3
97,0.777778,1.444444,9.777778,0.915344,3
124,1.111111,1.222222,10.777778,0.973765,3
139,0.333333,0,2.666667,0.777778,3
98,1.333333,2,4.555555,0.883333,3
122,1.555556,15.111111,32.88889,0.54583,3
134,1.611111,6.555555,21.555555,0.772831,3
91,33.444447,39.88889,29.555555,0.398824,3
107,9.833333,9,8.111111,0.674956,3
121,1.5,3.111111,7.777778,0.843518,3
113,6.166666,22.333334,49,0.622071,3
126,1.055556,1.777778,10.777778,0.935706,3
79,1.166667,3.888889,15.444445,0.842452,3
64,20.222223,30.333334,21,0.400746,3
137,0.833333,0.555556,4.555555,0.95,3
85,1.111111,1.444444,5,0.912963,3
125,2.666667,2.444444,11.555555,0.853199,3
117,0.111111,0.111111,6.111111,1,3
100,5.777778,6.444445,15.555555,0.738034,3
135,0.222222,0,1.333333,0.333333,3
103,1.111111,0.666667,10.555555,0.987654,3
133,0,0,0,0,3
133,0.222222,0,2.888889,1,3
87,44.722225,64.55556,34.666668,0.306281,3
123,0.666667,0.333333,7.222222,1,3
146,0.055556,0,0.222222,0.111111,3
122,4.833334,5.222222,14.111111,0.809331,3
125,0.888889,0.333333,5.888889,1,3
116,2.111111,2.111111,9,0.875529,3
138,0.722222,4.222222,12.444445,0.790011,3
121,0.111111,0.111111,6.555555,1,3
91,0.833333,1.222222,14.222222,0.944811,3
107,6.777779,6.333334,15.111111,0.730592,3
95,2.222222,1.222222,12.888889,0.919597,3
120,0.5,0.222222,5.555555,1,3
134,0.055556,0,0.222222,0.111111,3
122,1.333333,12.111111,36.555557,0.718221,3
139,0.333333,0.222222,3.333333,1,3
130,0.333333,0.111111,5,1,3
139,2.111111,15.666667,13.444445,0.386612,3
98,0.388889,0.111111,8.111111,1,3
133,0.222222,0,4.444445,1,3
108,27.277779,46.555557,33.88889,0.358975,3
115,0.722222,1.666667,10.444445,0.954365,3
83,0.666667,3.555556,6.888889,0.740476,3
122,0.444444,0.444444,2,0.555556,3
128,3.166667,3.888889,12.777778,0.804724,3
80,3.833333,8.444445,15.222222,0.597765,3
102,29.888887,42,25.88889,0.397892,3
107,1.111111,0.555556,8.333333,0.981482,3
131,0.333333,0,3.111111,1,3
83,12.888889,11.444445,24.88889,0.664785,3
80,1.833333,5.888889,16.11111,0.775282,3
131,1,0.222222,3.111111,0.407407,3
120,1.444444,13.555555,42.11111,0.681266,3
122,1.388889,1,8.888889,0.960317,3
123,0.5,0.333333,8.111111,1,3
90,3.333333,5.111111,7,0.725289,3
131,0,0,0,0,3
89,5.833334,8.555555,19.88889,0.686685,3
119,1.055556,0.333333,6,0.984127,3
89,0.777778,0.333333,12.444445,0.986111,3
138,0.388889,0.111111,1.222222,0.333333,3
91,25.277779,41.77778,25.11111,0.348885,3
127,1.277778,11.777778,30.222221,0.601444,3
101,6.444445,9.222222,16.11111,0.700087,3
123,1,0.555556,6.555555,0.961905,3
91,1,4.333334,15.111111,0.829748,3
122,4.111111,16.666668,15.666667,0.402492,3
119,0.555555,0.111111,8.333333,1,3
115,3.333333,13,24.333334,0.618328,3
129,0.111111,0,3.111111,1,3
93,1.5,3.666667,13,0.80862,3
106,1.277778,1.333333,8.111111,0.95172,3
139,2.111111,15.666667,13.444445,0.386612,3
142,0.888889,2.666667,10.111111,0.81358,3
129,0.388889,0,3.111111,0.777778,3
98,1.777778,3.555556,13.666667,0.89084,3
138,5.5,14.888889,24.777779,0.60922,3
138,0.333333,0,4.666666,1,3
109,2.833333,3,12.444445,0.864482,3
117,0,0,0,0,3
80,34.61111,66.44444,32.333332,0.289624,3
121,2.055556,11.888889,25.444445,0.596422,3
96,2.777778,2.333334,12.666667,0.909236,3
84,1.777778,3.111111,13.333333,0.847729,3
124,0.222222,0,6.444445,1,3
116,0.833333,0.666667,9.111111,0.970238,3
132,0.388889,0.444444,6.444445,1,3
103,1.111111,0.666667,10.555555,0.987654,3
72,1.388889,2.555556,14.777778,0.84169,3
102,1.166667,2.666667,13.222222,0.891218,3
144,0.222222,0,5.777778,1,3
133,0.388889,0.111111,5.444445,1,3
85,2.388889,3.333333,8.111111,0.762963,3
81,9.222222,19.444445,27.666666,0.595282,3
100,2.444444,3.888889,16.444445,0.773815,3
121,1.166667,2.555556,12.222222,0.907407,3
112,0.111111,0,0.888889,0.222222,3
120,0.611111,13.555555,26.777779,0.562158,3
83,8.333333,21.555555,15.777778,0.504161,3
88,2.5,6.444445,16.666666,0.754703,3
147,3.555555,6.777778,6.555555,0.349471,3
132,0.222222,0,2.222222,0.888889,3
76,7.833334,12.666667,17.777779,0.637421,3
120,3.722222,2.111111,11.777778,0.893054,3
105,31.222223,40.11111,29.444445,0.37578,3
98,4.666666,3.777778,14.777778,0.872146,3
141,2.166667,11.555555,17.666666,0.585775,3
99,3.055555,2.333334,14.555555,0.9109,3
112,1.555556,3.111111,10.222222,0.867665,3
75,26.611113,52.11111,31.333334,0.297802,3
135,0.333333,0.111111,4.111111,0.888889,3
120,0.722222,2.888889,9.111111,0.839947,3
81,9.222222,19.444445,27.666666,0.595282,3
108,1.166667,1.666667,4.444445,0.875926,3
102,9.444444,12.777778,17.555555,0.575126,3
125,0.722222,13.111111,21.777779,0.56104,3
108,3.388889,6.777778,16.333334,0.705482,3
120,5.944445,4.777778,17.444445,0.822893,3
120,0.444444,0.888889,6.888889,1,3
126,1.222222,0.555556,6.111111,0.965812,3
94,0.722222,0.666667,11.222222,0.986111,3
80,16.666666,21.88889,24.11111,0.514254,3
120,0.722222,0.333333,7.777778,0.984127,3
69,20.444445,22.88889,16.555555,0.508994,3
96,2.333333,3.777778,13.666667,0.824784,3
105,3.666666,2.444444,12.555555,0.886048,3
141,0.722222,0.888889,6.333334,0.977778,3
80,16.666666,21.88889,24.11111,0.514254,3
144,0.611111,0.888889,12.111111,0.986111,3
110,2.722222,4,7.444445,0.806658,3
91,3.277778,4.222222,17.555555,0.823021,3
71,21.888885,29.777779,25.11111,0.395671,3
121,1.5,3.111111,7.777778,0.843518,3
87,13.222221,15.666667,19,0.652043,3
136,0,0,0,0,3
96,1.555556,2,12.666667,0.910065,3
119,1.777778,15.888889,39.22222,0.635624,3
109,2.833333,3,12.444445,0.864482,3
82,6.222223,6.555555,18.222221,0.742819,3
120,0.388889,0,6,1,3
91,0.833333,1.222222,14.222222,0.944811,3
125,1.055556,13.888889,36.333332,0.638455,3
136,2.111111,9,26.11111,0.695755,3
78,43.333332,76.77778,35.333332,0.269733,3
125,0.833333,1,6.333334,0.923809,3
87,1.888889,1.888889,8.222222,0.862771,3
117,0.611111,0.222222,6.666666,0.968254,3
135,0.333333,0.111111,5.444445,1,3
132,1.722222,1,6.777778,0.676888,3
126,2.555556,8.444445,21.11111,0.736431,3
81,0.777778,2,11.888889,0.881217,3
108,27.277779,46.555557,33.88889,0.358975,3
124,1.111111,1.222222,10.777778,0.973765,3
142,0.111111,0,0.222222,0.111111,3
93,1.388889,1.222222,12.666667,0.93567,3
144,0.5,0,6.888889,1,3
138,0.888889,0.444444,7.111111,1,3
145,1.277778,0.777778,1.777778,0.251852,3
137,0.333333,0,4,1,3
73,2.333333,4.444445,14.555555,0.78993,3
77,2.388889,6.777778,16.222221,0.762049,3
100,0.666667,0.777778,4.666666,0.977778,3
73,10.722222,37.77778,70.333336,0.549032,3
137,3.833333,3.444444,12,0.837478,3
97,0.555555,0.666667,10.333333,0.984127,3
124,1.833333,1.666667,8.666667,0.895369,3
106,0.833333,0.666667,11.111111,0.940476,3
92,2.277778,6.444445,15.666667,0.759012,3
95,2.666666,8.333334,17.777779,0.698902,3
95,1.944444,3.111111,13.666667,0.874917,3
115,1.388889,1.888889,8.888889,0.917989,3
79,14.166667,28.222221,39,0.489062,3
68,18.277777,42.88889,38.77778,0.413033,3
107,3.944445,6.666666,17.555555,0.697226,3
141,0.888889,1.666667,13.222222,0.953086,3
111,0.388889,0,8,1,3
85,2.277778,6.111111,20.11111,0.774121,3
91,1.111111,1.222222,10.777778,0.939815,3
136,2.666667,12.222222,29.444445,0.660813,3
88,1.555556,1.555556,13.111111,0.929574,3
87,1.888889,1.888889,8.222222,0.862771,3
118,0.333333,0.222222,4.888889,1,3
104,22.111109,17.555555,14.444445,0.607613,3
100,2.555556,2.888889,14.555555,0.876332,3
134,1.5,4.888889,15.777778,0.833935,3
124,6.5,5.777778,15.888889,0.772152,3
109,2,4.777778,12,0.760734,3
102,0.833333,1.666667,10.333333,0.899735,3
107,0.833333,1,9.333333,0.94709,3
123,0.444444,0.111111,3.888889,1,3
127,0.222222,0,3.777778,1,3
134,0.833333,1.333333,6.333334,0.977778,3
91,1.388889,2.666667,12.666667,0.911448,3
110,0.5,0.444444,8.333333,0.977778,3
113,0.666667,0.666667,6.111111,0.981482,3
99,2.777778,5.222222,14.444445,0.711898,3
137,0.111111,0,1.555556,0.777778,3
138,0.944444,0.555556,4.888889,0.977778,3
136,2.666667,12.222222,29.444445,0.660813,3
81,5.722223,10.888889,19.222221,0.628156,3
133,0,0,0,0,3
109,3.999999,10.555555,27.11111,0.694627,3
110,0.5,0.444444,9.222222,0.984127,3
106,2.222222,2.111111,12.666667,0.903571,3
140,3.055556,8.666667,15.555555,0.627944,3
124,1.388889,1.888889,8.222222,0.836773,3
75,26.611113,52.11111,31.333334,0.297802,3
122,1.166667,13,27.444445,0.584744,3
128,0.388889,0,4.444445,1,3
118,0.388889,0.111111,3.888889,1,3
125,0.833333,1,6.333334,0.923809,3
94,2.555556,6.666666,5.666666,0.609788,3
116,1.222222,2.222222,8.555555,0.912698,3
88,2.166666,4.111111,14.555555,0.851379,3
90,0.666667,1,12.222222,0.926146,3
125,2.666667,2.444444,11.555555,0.853199,3
82,2.111111,4.777778,13.888889,0.843607,3
144,0.333333,0,6,1,3
102,0.833333,1.666667,10.333333,0.899735,3
89,0.777778,0.333333,12.444445,0.986111,3
127,1,3.333333,8.888889,0.827249,3
126,0.5,0.555556,6.777778,1,3
136,0.666667,0.222222,5.666666,0.986111,3
115,5,6.222222,16,0.767235,3
116,1.055556,1.111111,8.777778,0.96142,3
130,1.222222,1.777778,7.777778,0.931217,3
76,1.666667,1.777778,6.666666,0.872222,3
124,1.833333,1.666667,8.666667,0.895369,3
142,0.277778,0.222222,2.333333,0.416667,3
145,2.111111,2,4.444445,0.457672,3
81,15.166667,37.11111,40.88889,0.420176,3
136,2.055555,6.666666,15.666667,0.695088,3
99,1,0.444444,10.555555,0.986111,3
96,1.111111,1.777778,14.222222,0.872222,3
118,0.055556,0,0.222222,0.111111,3
120,1.444444,13.555555,42.11111,0.681266,3
107,0.666667,18.666668,40.333332,0.638541,3
111,4.111111,3.333333,12.666667,0.864664,3
110,0.5,0.444444,8.333333,0.977778,3
87,44.722225,64.55556,34.666668,0.306281,3
83,2.333333,4.666667,16.88889,0.82735,3
130,0.555555,0.666667,5.888889,0.977778,3
90,6.777779,6.555555,20,0.762919,3
143,0.888889,2.222222,15.777778,0.915376,3
114,8.833333,23.88889,52.22222,0.629245,3
116,1.333334,14.888889,32.444443,0.596104,3
114,1.166667,0.777778,8.444445,0.984127,3
93,3.444444,5.222222,15.333333,0.760191,3
98,0.666667,1.333333,4.111111,0.916667,3
146,0,0,0,0,3
143,0.888889,2.222222,15.777778,0.915376,3
73,9.444445,26.222221,67.888885,0.651133,3
138,0.444444,0.111111,1.111111,0.092593,3
99,1,0.444444,10.555555,0.986111,3
95,1.611111,3.666667,13.777778,0.907099,3
128,2.444444,13.444445,28.222221,0.613385,3
129,0.111111,0,3.111111,1,3
124,0.555556,0.555556,4.888889,0.984127,3
90,1.111111,1.444444,13.444445,0.904321,3
123,0.166667,0,6.888889,1,3
76,1.833333,7.666666,15.222222,0.723011,3
115,2.722222,20.666668,38.88889,0.523538,3
88,0.944445,1.444444,11,0.938492,3
92,7,10.555555,18,0.564898,3
103,2.944445,3.444444,7.111111,0.799074,3
86,8.777779,11.555555,19.444445,0.630945,3
126,0.944444,2.555556,7.333334,0.908995,3
102,1.555556,1.888889,12.888889,0.940741,3
137,1,5.888889,18.777779,0.779866,3
136,2.833333,3.111111,11.111111,0.709751,4
149,2.111111,17.444445,25.88889,0.445172,4
21,1.277778,59.11111,40,0.25706,4
96,1.722222,59.88889,39.555557,0.254595,4
42,0.999999,31.777779,31,0.334662,4
151,1.555556,25.555555,36.88889,0.457448,4
75,5.666666,35.11111,25.555555,0.275059,4
35,2.055556,33,29.555555,0.319714,4
89,1.222221,51.333332,46.555557,0.317871,4
100,1.444445,48.88889,34.555557,0.268621,4
116,1.111111,25,26.666666,0.355756,4
129,19.833334,45.444443,29,0.248092,4
96,0.944444,50.333332,17.555555,0.174579,4
103,1.944445,51.666668,34.11111,0.257014,4
80,1.333333,36.11111,21.444445,0.24473,4
70,0.777777,52.88889,47.666668,0.314365,4
124,1.888889,37.444443,38.444443,0.348022,4
116,0.555555,41.555557,29.222221,0.264563,4
112,1.055556,51.88889,42.555557,0.293681,4
81,1.222223,33,26.88889,0.300796,4
68,0.777777,48.666668,44.11111,0.316026,4
154,3.833333,43.555557,39.88889,0.321345,4
73,1,38.88889,15.222222,0.178226,4
145,1,22.777779,19.666666,0.315338,4
140,0.666667,24.555555,17.666666,0.266206,4
69,0.722223,34,9.777778,0.154094,4
76,3.277778,30.666666,21.444445,0.27031,4
122,11.444446,31.88889,23.444445,0.29185,4
101,2.055554,56.77778,45.22222,0.289362,4
34,0.777779,41.666668,37.22222,0.317542,4
132,1.111111,30.444445,31.333334,0.354746,4
127,8.555555,36,22.444445,0.248999,4
122,1.777777,52.444443,52.444443,0.342363,4
125,8.555554,39.444443,16.88889,0.192484,4
73,2.277779,35.11111,28.777779,0.297096,4
17,5,39.444443,28.222221,0.268186,4
28,0.833333,54.666668,50.11111,0.324556,4
107,4.722223,44.88889,25.555555,0.230455,4
146,5.111111,36.666668,38.22222,0.347454,4
115,1.38889,24.88889,23.777779,0.331663,4
72,1.444444,51.22222,46.333332,0.314606,4
95,7.055555,41.333336,28.444445,0.264571,4
85,2.833333,42.88889,31.222221,0.278726,4
124,7.388889,37.555557,28.555555,0.290982,4
89,0.722222,26.777779,27.88889,0.351273,4
126,0.944445,50.666668,37.88889,0.280738,4
34,0.833331,64.55556,48.666668,0.279176,4
125,1.333333,37.444443,35.333332,0.324639,4
43,1.555557,56.666668,53.555557,0.335115,4
98,1.277777,46.333332,35.444443,0.28511,4
108,1.666666,52,34.444443,0.252458,4
145,0.999999,54.11111,47,0.31714,4
85,6.5,42.666668,38,0.315228,4
125,2.444445,50.666668,46.666668,0.323908,4
21,5.222221,35.77778,25.777779,0.274519,4
104,1.000001,48.77778,41.444443,0.303071,4
125,9.944444,37.555557,26.88889,0.270638,4
108,22.444443,40.11111,29.555555,0.275986,4
149,0.666666,13.222222,20.88889,0.453341,4
17,0.888891,62.88889,48.444443,0.284874,4
158,1.833333,35,24.333334,0.264152,4
17,1.444445,62.555557,48.11111,0.286238,4
146,1.111111,8.111112,15.222222,0.487864,4
65,2.277779,53.666668,41.77778,0.287325,4
106,7,33.22222,24.222221,0.270907,4
101,1.111111,39,36.22222,0.322733,4
97,0.5,43.333332,18.88889,0.199351,4
124,1.277779,33.666668,22.88889,0.271474,4
25,1.555556,39.88889,30.555555,0.284582,4
65,26.444445,53,23.222221,0.19713,4
111,1.055556,52.444443,44.11111,0.299664,4
80,0.666667,34.555557,25.555555,0.282964,4
66,2.555556,38.88889,11.333333,0.152009,4
138,2.388889,48,36.444443,0.280911,4
105,0.777776,57.88889,39.666668,0.264986,4
158,1.444445,17.333334,23.88889,0.41916,4
79,1.333334,36.555557,24.777779,0.265535,4
139,1.388889,57.333332,42.333332,0.27569,4
90,2.833333,42,39.666668,0.327632,4
126,0.555556,16.555555,21.666666,0.405936,4
98,5.944444,29.88889,21.11111,0.265698,4
111,0.444445,29.777779,24.333334,0.290355,4
119,1.055555,40.22222,31.11111,0.28077,4
127,15.388888,32.666668,13.444445,0.204536,4
148,1.055555,24.222221,37.444443,0.483771,4
107,13.166667,48.11111,31.333334,0.252669,4
120,1.555555,42.444443,25.444445,0.245321,4
104,1.444444,51,32.666668,0.252203,4
57,0.999999,58.22222,41.22222,0.266776,4
162,2,7.555555,13.555555,0.479931,4
38,1.111112,57.22222,41.444443,0.271659,4
125,0.444444,15,19.666666,0.398689,4
157,2.222222,19.222221,26.555555,0.430239,4
147,2.055556,22.444445,34.333332,0.468165,4
96,0.833333,54.333332,45.22222,0.297221,4
65,1.222221,52.77778,41.22222,0.287045,4
161,0.777778,5,11.222222,0.540918,4
88,1.111112,58.88889,53.22222,0.320122,4
130,1.444445,16.444445,31.555555,0.505441,4
22,1.388889,43.333332,39.666668,0.319474,4
103,0.666667,51.77778,41.333332,0.287394,4
138,1.055553,62,39.22222,0.248998,4
101,0.5,26.88889,24.777779,0.327288,4
49,1.222221,34.333336,18.222221,0.221187,4
100,0.444445,50.22222,37.555557,0.278963,4
126,14.055554,32,20.444445,0.258409,4
146,1.111111,8.111112,15.222222,0.487864,4
158,1.166667,6.222222,10.222222,0.472975,4
84,0.888889,7.555555,8.666667,0.380483,4
89,0.722223,24.666666,23.88889,0.331128,4
130,9.777778,10.333334,17.555555,0.548124,4
129,1.111111,33.11111,28.666666,0.320613,4
122,6.111111,29,30.444445,0.349652,4
125,2.166667,61.666668,41.333332,0.257599,4
48,0.277777,34.666668,34.77778,0.339117,4
129,0.722222,27.444445,27.222221,0.338407,4
15,1.222223,60.666668,53.77778,0.316905,4
154,2,23.333334,34.22222,0.453533,4
90,1.277777,58.11111,43.77778,0.278345,4
126,1.833334,16.88889,24.333334,0.437078,4
87,1.555557,37.22222,34.666668,0.319706,4
139,1.666667,13,21.88889,0.482725,4
48,4.666666,37.555557,23.444445,0.245241,4
117,1.111111,27.333334,23.222221,0.30715,4
133,1.166666,41.88889,41.666668,0.339145,4
120,0.944444,45.77778,24.444445,0.224617,4
70,4.111111,35.11111,25.11111,0.274051,4
97,0.611111,43.555557,19.11111,0.197115,4
101,1.111111,39,36.22222,0.322733,4
28,0.833333,54.666668,50.11111,0.324556,4
66,0.944445,45.77778,28.88889,0.252103,4
65,1.555555,50.11111,44.77778,0.314783,4
118,1.166667,48.77778,33.77778,0.265558,4
80,1.333333,36.11111,21.444445,0.24473,4
81,1.833333,37.77778,25.88889,0.267251,4
137,2.61111,33.555557,16.222221,0.214456,4
77,1.555555,53.11111,35.333332,0.255329,4
44,2.111113,50.333332,50.666668,0.339917,4
102,7.944444,36.88889,35,0.318271,4
150,2.166667,16.777779,25.444445,0.441573,4
80,0.666667,34.555557,25.555555,0.282964,4
159,1.277778,4.666667,10.444445,0.541667,4
95,0.888891,47.77778,48.11111,0.337756,4
20,4.944444,31.666666,21.88889,0.261958,4
42,4.333334,40,28.666666,0.271572,4
129,0.777776,55,46.77778,0.30598,4
17,5,39.444443,28.222221,0.268186,4
62,0.722224,58.22222,53.666668,0.32276,4
102,0.888889,51.555557,34.333332,0.25976,4
120,8.333333,34.77778,25.333334,0.272752,4
121,0.944444,36.22222,25.222221,0.280578,4
140,1.388889,18.88889,27.666666,0.444353,4
57,0.999999,58.22222,41.22222,0.266776,4
108,6.833332,35.77778,24.666666,0.266758,4
76,15,27.333334,10.888889,0.200662,4
116,1.333333,28.777779,25.444445,0.309461,4
83,1.500001,44,27.666666,0.249679,4
102,1.166667,51,45.22222,0.317014,4
87,1.166667,56,48.88889,0.3097,4
153,3,23.88889,32.333332,0.447745,4
102,1.222222,45.555557,32,0.2694,4
83,1.555556,58.88889,40.22222,0.260329,4
89,0.722222,26.777779,27.88889,0.351273,4
123,1,15.888889,21.11111,0.408913,4
32,0.833334,53.333332,34.22222,0.249001,4
73,1.5,38.77778,28.444445,0.274334,4
68,1.555556,50.11111,34.333332,0.265053,4
146,2.500001,18.555555,26.444445,0.429825,4
68,1.111111,35.11111,11.222222,0.170449,4
117,1.444443,33.77778,32.22222,0.335026,4
87,13.388889,27.444445,23.222221,0.312482,4
107,10.333333,24.88889,20,0.311552,4
25,0.611111,61.666668,55.666668,0.318191,4
123,1.944444,52.333332,43.333332,0.299164,4
147,2.5,22.333334,34.11111,0.457405,4
76,0.388889,46.11111,29.333334,0.250705,4
82,0.777778,33.666668,28.666666,0.303876,4
159,1.611111,18.88889,5.444445,0.15128,4
117,1.277778,39.666668,37.666668,0.330477,4
78,2.555556,38.444443,24.222221,0.258916,4
121,4.888888,47.22222,39.666668,0.300672,4
73,0.777777,52.333332,33.88889,0.253364,4
156,2.5,17,24.666666,0.431321,4
124,11.166668,47.88889,32,0.261246,4
110,1.777778,28.777779,31,0.353548,4
109,1.222222,42.77778,40.444443,0.325138,4
158,1.388889,6.111111,11.333333,0.503086,4
126,1.833334,16.88889,24.333334,0.437078,4
147,1.333333,4.555555,6.555555,0.464069,4
105,2.166666,39.666668,31.777779,0.295992,4
70,0.388889,48.666668,29.555555,0.249829,4
135,1.777777,40.444443,39.88889,0.33466,4
143,1.222221,43.333332,43.22222,0.341229,4
158,0.833333,5.666666,11.777778,0.520578,4
152,2.388889,21.666666,33.333332,0.46343,4
75,2.388889,37.333336,13.666667,0.181732,4
124,2.055555,35.555557,31.555555,0.317097,4
33,0.277778,30.555555,29.222221,0.33727,4
67,1.499999,53.333332,45.444443,0.303044,4
109,1.055555,35.666668,35.555557,0.334962,4
139,1.833334,41.666668,36.666668,0.310818,4
117,1.444443,33.77778,32.22222,0.335026,4
123,2.999999,39.555557,26.88889,0.263275,4
38,1.000001,49.666668,49,0.336015,4
154,2.333333,15.666667,26.555555,0.479715,4
87,1.166667,56,48.88889,0.3097,4
32,0.833334,53.333332,34.22222,0.249001,4
76,0.555555,36.77778,35.444443,0.334876,4
134,1.444444,41.77778,42.555557,0.341111,4
104,1.999999,56.11111,38.77778,0.267219,4
146,2.111111,17.666668,24.88889,0.432786,4
69,1.833333,52,41,0.289653,4
68,1.833333,34.666668,11.111111,0.167908,4
118,0.833334,30.555555,22,0.293949,4
46,2.222221,54.666668,50.333332,0.326719,4
77,1.666667,35.22222,24,0.269192,4
119,0.944446,35.11111,25.11111,0.271717,4
42,1.333334,51.444443,47,0.322931,4
93,2.055555,54.555557,49.11111,0.315538,4
105,1.166667,52.22222,35.11111,0.259048,4
128,1.666666,46.333332,41.555557,0.312927,4
160,2.777778,18.777779,26.11111,0.426014,4
19,1.444445,38.77778,40.77778,0.355227,4
99,1.722222,47.77778,12.333333,0.146611,4
134,1.000001,38.77778,40.555557,0.361284,4
147,4.666666,43.11111,38,0.309106,4
127,1.666667,39,36.22222,0.317325,4
82,1.333333,40,24.666666,0.246605,4
158,1.388889,6.111111,11.333333,0.503086,4
62,0.944443,53.444443,45.555557,0.303179,4
36,1.111109,57.77778,55.22222,0.332815,4
160,2.777778,18.777779,26.11111,0.426014,4
67,1.055554,56.666668,47.11111,0.298145,4
135,0.833332,62.22222,41.88889,0.258303,4
148,1.055555,24.222221,37.444443,0.483771,4
159,2.222222,23.555555,10.333333,0.202846,4
78,4.333334,31,29.666666,0.33971,4
133,0.888889,32,28.666666,0.313397,4
111,2.277777,25.11111,25.88889,0.349325,4
159,2.222222,23.555555,10.333333,0.202846,4
121,6.611111,48.444443,41.11111,0.307193,4
103,0.833336,56.88889,41,0.271568,4
102,0.666667,56.555557,40.88889,0.26938,4
20,1.944444,57.444443,49.444443,0.309556,4
42,0.611111,24.11111,23.88889,0.337893,4
120,1.277779,53.88889,27.88889,0.222808,4
13,1.555553,62.333332,53.22222,0.311437,4
110,1.277777,45.444443,29.333334,0.249253,4
129,2,20.11111,30.555555,0.449747,4
45,2.055555,47.333332,32.11111,0.259367,4
102,0.888889,51.555557,34.333332,0.25976,4
162,0.333333,6.444445,10.888889,0.484805,4
154,0.666666,27.333334,40.666668,0.458785,4
81,0.722221,52,45,0.307419,4
103,1.111111,30.88889,28.777779,0.323915,4
57,0.722223,61,59.22222,0.335387,4
121,0.944444,36.22222,25.222221,0.280578,4
100,1.444445,48.88889,34.555557,0.268621,4
98,1.055556,24.333334,25,0.346398,4
128,1.388888,42.88889,42.88889,0.340237,4
62,0.666667,54.666668,51.555557,0.329364,4
127,8.555555,36,22.444445,0.248999,4
66,9.222221,39,15.555555,0.184999,4
24,1.222223,44,36.11111,0.30862,4
71,0.777777,35.11111,11.222222,0.166047,4
50,1.055557,57.666668,45.666668,0.290165,4
128,1.333334,30.88889,24.555555,0.316177,4
66,5.277777,38,14.111111,0.178875,4
132,1.333333,33.88889,31.333334,0.325768,4
79,0.888889,40.666668,24.222221,0.245206,4
133,1.277777,18.666668,13,0.270271,4
73,0.777777,42.11111,14.444445,0.176156,4
18,1.722223,59.77778,53.444443,0.317156,4
111,1.500001,50.333332,41.666668,0.298892,4
115,0.722221,41.444443,28.777779,0.264115,4
124,2.444445,48.333332,32.666668,0.258543,4
90,1.277777,58.11111,43.77778,0.278345,4
120,1.555555,42.444443,25.444445,0.245321,4
68,1.555556,50.11111,34.333332,0.265053,4
45,2.055555,47.333332,32.11111,0.259367,4
77,7.722223,30.444445,14.666667,0.225243,4
125,2.111111,58.555557,38.555557,0.259842,4
64,1.055556,54.22222,48.333332,0.31426,4
83,0.944444,23,20.11111,0.307415,4
157,1.388889,17.444445,25.666666,0.438882,4
78,4.055555,25.11111,30.444445,0.392034,4
125,2.055555,53.77778,46.555557,0.317206,4
65,26.444445,53,23.222221,0.19713,4
111,0.555555,55,39.22222,0.269218,4
32,2.277778,47.77778,49.22222,0.344409,4
140,1.5,23.555555,17.666666,0.2851,4
77,0.666667,52.22222,44.666668,0.31069,4
123,1.833333,15.888889,37.77778,0.559546,4
94,0.888888,60.555557,43.666668,0.267258,4
121,2.722222,27.88889,24.555555,0.313427,4
105,0.611111,44,32.11111,0.277106,4
34,0.555556,46.22222,48.22222,0.34747,4
91,0.388889,19.555555,32.444443,0.48999,5
85,0.222222,15.333333,23.88889,0.459024,5
90,0.388889,4.333334,14.777778,0.641018,5
141,0.111111,0,0.444444,0.222222,5
92,0.777778,7.222222,16.777779,0.608437,5
150,0,0,0,0,5
131,0,0,0,0,5
90,1.833333,12.333333,27.333334,0.539116,5
131,0.722222,0.222222,3.222222,0.925926,5
154,0,0,0,0,5
145,0,0,0,0,5
113,0.555556,18.777779,18.88889,0.350082,5
134,0.277778,5,12.777778,0.587234,5
105,4,23.666666,21.777779,0.337494,5
104,2.833333,16.88889,19,0.375532,5
