@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Hedge-mean numeric
@attribute Intensity-mean numeric
@attribute Exgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
47,9,1.555557,123.85185,-18.555555,-2.23989,2
32,9,1.777779,126.22222,-14.666667,-2.333746,2
21,9,1.166667,126.77778,-12.333333,-2.370372,2
51,9,2.055553,124.40741,-16.555555,-2.30531,2
33,9,0.722221,111.333336,-21.333334,-2.290421,2
21,9,1.222221,130.14815,-11.111111,-2.357178,2
33,9,0.611109,109.888885,-22.666666,-2.266225,2
25,9,0.944447,116.25926,-14.777778,-2.360195,2
66,9,1.833335,114.22222,-21.666666,-2.09899,2
77,9,1.166665,107.62963,-11.555555,-2.42468,2
24,9,0.888888,127.62963,-12.222222,-2.349252,2
64,9,0.777777,92.81481,-30.777779,-2.228939,2
35,9,0.944447,98.74074,-25.222221,-2.280843,2
40,9,1.499999,123.77778,-16.333334,-2.292201,2
78,9,2.666665,106.85185,-15.555555,-2.368082,2
31,9,1.222223,126.81481,-14.111111,-2.310766,2
42,9,1.166669,137.07408,-11.222222,-2.26361,2
30,9,0.833332,123.333336,-17.333334,-2.27951,2
42,9,1.666668,108.92593,-12.111111,-2.410388,2
15,9,0.777774,140.77777,-8.666667,-2.328472,2
86,9,1.166669,105.77778,-16.333334,-2.343789,2
50,9,0.77778,124.111115,-17.333334,-2.28828,2
11,9,2.888891,143.44444,-2.666667,-2.521648,2
57,9,0.666665,126.111115,-12,-2.362514,2
51,9,0.611111,123.18519,-12.888889,-2.368498,2
27,9,0.999997,136.2963,-9.888889,-2.264129,2
35,9,1.166665,109.111115,-11,-2.420203,2
43,9,1.111111,125.25926,-16.11111,-2.270653,2
21,9,1.333332,126.81481,-12.777778,-2.377814,2
16,9,1.666667,102.51852,-22.555555,-2.302468,2
52,9,1.333333,125.77778,-12.666667,-2.348494,2
28,9,1.444441,122.51852,-13.888889,-2.35398,2
53,9,1.111109,113.14815,-24.777779,-2.117007,2
32,9,2.611109,136.2963,-10.555555,-2.280755,2
67,9,3.833332,106.07407,-16.555555,-2.357338,2
50,9,0.944445,107.44444,-16.666666,-2.337296,2
57,9,1.388891,123.55556,-12.333333,-2.376054,2
37,9,1.055553,95.92593,-28.11111,-2.258443,2
35,9,1.111113,124.55556,-16.333334,-2.282923,2
20,9,0.833333,125,-13.666667,-2.348006,2
35,9,1.222221,97.92593,-27.444445,-2.248235,2
34,9,1.888891,137.03703,-12.111111,-2.2,2
34,9,1.388888,125.48148,-14.111111,-2.357272,2
47,9,1.499999,107.111115,-23.333334,-2.271072,2
39,9,1.111111,127.51852,-13.222222,-2.352961,2
57,9,1.388891,135.77777,-13.666667,-2.187422,2
94,9,1.000001,113.18519,-24.222221,-2.015307,2
60,9,1.055556,123.666664,-15,-2.293386,2
41,9,0.388892,109.703705,-13.777778,-2.404745,2
26,9,1.888885,137.03703,-12.444445,-2.182567,2
99,9,0.777779,93.40741,-30.555555,-2.207756,2
32,9,0.833332,112.03704,-23.11111,-2.255674,2
101,9,0.611109,134.92592,-11.444445,-2.328735,2
104,9,1.833335,100.51852,-18.222221,-2.326201,2
24,9,1.611109,121.62963,-15.888889,-2.307914,2
80,9,1.722224,111.07407,-24.222221,-2.098697,2
62,9,1.888887,123.48148,-14.111111,-2.343404,2
90,9,0.777779,113.48148,-22.444445,-2.097815,2
13,9,0.555557,131.77777,-10,-2.386251,2
96,9,0.944445,90.81481,-30.11111,-2.219979,2
50,9,0.777779,121.18519,-17.222221,-2.312305,2
25,9,1.111111,128,-12.333333,-2.354552,2
41,9,1.499999,113.40741,-24.88889,-2.139822,2
30,9,0.944444,112.96296,-13.555555,-2.395064,2
52,9,0.777777,111.62963,-20.88889,-2.229685,2
20,9,1.166665,126.55556,-14.666667,-2.328034,2
47,9,0.999997,134.77777,-11,-2.30244,2
24,9,0.888888,127.62963,-12.222222,-2.349252,2
25,9,0.833333,102.48148,-26.11111,-2.253408,2
19,9,1.499998,129.92592,-11.444445,-2.340765,2
70,9,1.111108,112.51852,-20.222221,-2.17166,2
29,9,1.055553,128.44444,-15.666667,-2.271128,2
54,9,1.222221,124.37037,-15.777778,-2.328661,2
40,9,0.722223,110.703705,-11.444445,-2.434692,2
75,9,0.888888,88.55556,-32.333332,-2.232,2
19,9,1.666672,137.77777,-7.333334,-2.358602,2
72,9,1.166667,93.44444,-28.333334,-2.22578,2
72,9,1.499999,125.44444,-13,-2.366197,2
28,9,1.111112,111.51852,-12.888889,-2.425992,2
17,9,1.277779,126.14815,-13.777778,-2.348415,2
49,9,1.77778,124.03704,-16.444445,-2.303412,2
35,9,0.888888,125.18519,-14.222222,-2.346636,2
40,9,0.555556,125.14815,-16.777779,-2.2949,2
57,9,1.22222,124.703705,-13.444445,-2.34019,2
15,9,0.666668,113.74074,-13.888889,-2.389025,2
49,9,0.666669,120.703705,-18.11111,-2.315477,2
98,9,1.666667,92.333336,-28.666666,-2.238522,2
56,9,0.722221,126.44444,-15,-2.307657,2
109,9,1.000001,102.48148,-20.11111,-2.297546,2
54,9,1,134.33333,-13.333333,-2.231555,2
30,9,0.611111,125.40741,-15.888889,-2.295989,2
69,9,20.444445,23.814816,-2.777778,-2.488979,3
87,9,44.722225,67.44444,-8.666667,-2.422127,3
90,9,0.666667,2.814815,-5.444445,-2.164323,3
130,9,0.277778,0.777778,-2.333333,-2.094395,3
96,9,1.555556,3.555556,-4.666666,-2.244482,3
136,9,0.388889,0.703704,-1.777778,-2.094395,3
73,9,1.722222,4.851852,-5.222222,-2.268176,3
138,9,0.722222,5.185185,-2.888889,-2.406809,3
95,9,1.111111,6.481482,-5.777778,-2.322295,3
120,9,3.722222,3.740741,-4.888889,-2.180291,3
125,9,1.055556,18.555555,-14,-2.241956,3
69,9,4.333333,11.074074,-2.222222,-2.481874,3
87,9,1.888889,2.925926,-3.111111,-2.229493,3
131,9,0,0,0,0,3
132,9,0.222222,0.37037,-1.111111,-2.094395,3
115,9,5,7.555555,-4,-2.390992,3
123,9,0.166667,1.148148,-3.444444,-2.094395,3
76,9,1.666667,2.444444,-2,-2.340801,3
113,9,0.666667,1.407407,-2.222222,-2.237562,3
104,9,22.111109,18.62963,-3.222222,-2.42507,3
93,9,1.388889,3,-5.333334,-2.18361,3
116,9,2.111111,3,-2.666667,-2.313013,3
127,9,0.777778,2.740741,-1.888889,-2.408939,3
83,9,0.666667,3.703704,-0.444444,-2.573381,3
108,9,3.388889,8.666667,-5.666666,-2.275553,3
124,9,0.444444,0.888889,-2,-2.16176,3
82,9,2.111111,5.592593,-2.444444,-2.451983,3
139,9,2.111111,18.074074,-7.222222,-1.702833,3
120,9,1.055556,1.925926,-2.444444,-2.298085,3
84,9,1.777778,4.555555,-4.333334,-2.305729,3
81,9,5.722223,12.481482,-4.777778,-2.388561,3
119,9,1.055556,1.222222,-2.666667,-2.133095,3
138,9,0.888889,1.407407,-2.888889,-2.173961,3
116,9,1.333334,18.74074,-11.555555,-2.259967,3
121,9,0.944445,17.222221,-11,-2.335871,3
145,9,1.277778,0.851852,-0.222222,-2.53095,3
120,9,1.444444,19.074074,-16.555555,-2.231261,3
121,9,1.5,3.407408,-0.888889,-2.519165,3
113,9,0.277778,0.962963,-2.555556,-2.123254,3
119,9,1.333333,4.37037,-0.444444,-2.587228,3
107,9,6.777779,7.962963,-4.888889,-2.291762,3
127,9,1,3.814815,-1.444444,-2.474562,3
119,9,0.555555,1.444444,-4,-2.11372,3
127,9,1.055556,17.592592,-11.777778,-2.326275,3
110,9,2.277777,17.222221,-11.333333,-2.321226,3
127,9,0.222222,0.62963,-1.888889,-2.094395,3
136,9,2.666667,15.518518,-9.888889,-2.307511,3
83,9,2.333333,6.259259,-4.777778,-2.345005,3
135,9,0.333333,0.740741,-1.888889,-2.137446,3
91,9,0.666667,3.666667,-5.333334,-2.217735,3
109,9,3.999999,13.296296,-8.222222,-2.344093,3
81,9,22.111109,42.555557,-4.666666,-2.476481,3
102,9,29.888887,44.037037,-6.111111,-2.416817,3
137,9,0.388889,0.777778,-2,-2.123254,3
143,9,0.888889,4.185185,-5.888889,-2.257412,3
116,9,0.833333,1.962963,-3.888889,-2.163434,3
132,9,1.722222,1.962963,-2.888889,-2.152432,3
123,9,0.444444,0.703704,-1.777778,-2.123254,3
100,9,0.666667,1.222222,-1.333333,-2.337096,3
119,9,1.777778,20.592592,-14.111111,-2.268148,3
124,9,1.111111,2.518518,-3.888889,-2.267462,3
120,9,0.5,1.148148,-2.777778,-2.057287,3
111,9,0.388889,1.333333,-4,-2.094395,3
85,9,2.277778,8.185185,-6.222222,-2.329093,3
135,9,0.222222,0.222222,-0.666667,-2.094395,3
114,9,0.277778,1.740741,-3.555556,-2.02703,3
96,9,0.833333,6.296296,-5.888889,-2.275792,3
85,9,1.111111,1.777778,-1,-2.377624,3
137,9,0.833333,1.148148,-1.777778,-2.200588,3
122,9,1.555556,20.148148,-15.111111,-2.06017,3
110,9,0.5,1.666667,-3.666667,-2.155984,3
122,9,4.111111,19.88889,-9.666667,-1.540214,3
116,9,1.222222,2.814815,-1.777778,-2.420258,3
122,9,4.833334,6.62963,-4.222222,-2.349017,3
120,9,1.444444,19.074074,-16.555555,-2.231261,3
141,9,0.888889,3.259259,-4.777778,-2.257122,3
99,9,3.055555,4.148148,-5.444445,-2.255673,3
102,9,0.833333,2.888889,-3.666667,-2.261719,3
106,9,2.222222,3.666667,-4.666666,-2.255541,3
145,9,7.5,13.444445,-9.333333,-2.06232,3
87,9,44.722225,67.44444,-8.666667,-2.422127,3
89,9,0.777778,2.296296,-5.888889,-2.123905,3
109,9,1.111111,1.962963,-3.555556,-2.146531,3
97,9,0.555555,2.111111,-4.333334,-2.191382,3
127,9,1.277778,16.37037,-13.777778,-2.035808,3
124,9,0.222222,1.074074,-3.222222,-2.094395,3
79,9,1.333333,4.851852,-4.555555,-2.288981,3
143,9,0.277778,0.407407,-1.222222,-2.094395,3
124,9,1.833333,3,-4,-2.118937,3
88,9,2.166666,5.259259,-3.444444,-2.396657,3
85,9,2.388889,4.074074,-2.222222,-2.369864,3
91,9,1.111111,2.62963,-4.222222,-2.225735,3
112,9,0.111111,0.148148,-0.444444,-2.094395,3
139,9,0.333333,0.444444,-1.333333,-2.094395,3
70,9,7.944445,18.592592,-1.111111,-2.589111,3
95,9,3,5.185185,-3.888889,-2.326455,3
75,9,26.611113,55,-8.666667,-2.356754,3
144,9,0.611111,2.518518,-4.888889,-2.212162,3
123,9,1,1.481481,-2.777778,-2.16176,3
136,9,2.111111,12.185185,-9.555555,-2.268991,3
99,9,3.055555,4.148148,-5.444445,-2.255673,3
80,9,3.833333,10.037037,-4.777778,-2.326257,3
98,9,1.777778,4.666666,-3.333333,-2.395422,3
137,9,0.333333,0.666667,-2,-2.094395,3
89,9,0.777778,2.296296,-5.888889,-2.123905,3
136,9,2.055555,8,-4,-2.412671,3
117,9,0.111111,1.074074,-2.888889,-2.132635,3
126,9,0.5,1.407407,-2.555556,-2.229939,3
94,9,0.722222,2.259259,-4.777778,-2.189708,3
122,9,1.166667,16.185184,-9.555555,-2.247266,3
134,9,1.5,6.185185,-3.888889,-2.386611,3
107,9,1.111111,1.777778,-3.666667,-2.146531,3
99,9,2.777778,6.740741,-4.555555,-2.318885,3
133,9,0,0,0,0,3
87,9,1.888889,2.925926,-3.111111,-2.229493,3
130,9,0.555555,1.37037,-2.111111,-2.239029,3
118,9,0.333333,0.925926,-2.111111,-2.17128,3
97,9,0.777778,2.62963,-3.555556,-2.269023,3
126,9,1.222222,1.518519,-2.888889,-2.107303,3
81,9,9.222222,21.333334,-5.666666,-2.438409,3
115,9,3.333333,14.777778,-5.333334,-2.45904,3
71,9,21.888885,31.851852,-6.222222,-2.401825,3
130,9,0.333333,0.888889,-2.333333,-2.123254,3
118,9,0.055556,0.037037,-0.111111,-2.094395,3
107,9,9.833333,9.518518,-1.555556,-2.492965,3
79,9,1.166667,5.407407,-4.555555,-2.339798,3
93,9,3.444444,6.777778,-4.666666,-2.332766,3
113,9,6.166666,27.88889,-16.666666,-2.29665,3
109,9,2,5.666666,-2.666667,-2.413992,3
98,9,1.333333,2.037037,-0.111111,-2.548898,3
120,9,0.5,1.444444,-3.333333,-2.156366,3
122,9,1.333333,16.148148,-12.111111,-2.305989,3
91,9,25.277779,44.296295,-7.555555,-2.320272,3
95,9,2.666666,9.518518,-3.555556,-2.445012,3
81,9,0.777778,3.481482,-4.444445,-2.248134,3
76,9,7.833334,13.518518,-2.555556,-2.523325,3
125,9,0.5,1.37037,-3.444444,-2.130339,3
120,9,0.722222,3.518518,-1.888889,-2.433795,3
88,9,0.944445,2.777778,-4,-2.269545,3
100,9,5.777778,8.148149,-5.111111,-2.289874,3
89,9,5.833334,10.481482,-5.777778,-2.356793,3
106,9,1.277778,2.185185,-2.555556,-2.274071,3
134,9,0.055556,0.037037,-0.111111,-2.094395,3
103,9,1.111111,2.148148,-4.444445,-2.185466,3
80,9,34.61111,68.77778,-7,-2.434193,3
125,9,2.666667,3.925926,-4.444445,-2.234241,3
147,9,3.555555,7.703704,-2.777778,-2.064514,3
146,9,0,0,0,0,3
144,9,0.222222,0.962963,-2.888889,-2.094395,3
124,9,1.388889,2.814815,-2.777778,-2.284608,3
136,9,2.666667,15.518518,-9.888889,-2.307511,3
98,9,0.388889,1.407407,-3.888889,-2.11372,3
107,9,0.666667,22.555555,-11.666667,-2.354617,3
81,9,9.222222,21.333334,-5.666666,-2.438409,3
128,9,2.444444,16.481482,-9.111111,-2.3163,3
95,9,1.611111,4.62963,-2.888889,-2.429449,3
140,9,1.777778,8.333333,-3.333333,-2.442323,3
137,9,3.833333,5,-4.666666,-2.193967,3
121,9,2.055556,14.962963,-9.222222,-2.235355,3
85,9,2.055556,4.296296,-4.888889,-2.271544,3
131,9,1,0.740741,-1.555556,-2.094395,3
81,9,5.722223,12.481482,-4.777778,-2.388561,3
99,9,1,2.037037,-4.777778,-2.149743,3
125,9,0.722222,16.407408,-9.888889,-1.793403,3
115,9,2.722222,26.037037,-16.11111,-2.090649,3
124,9,0.555556,1.148148,-1.777778,-2.18129,3
126,9,0.944444,2.777778,-0.666667,-2.536514,3
90,9,0.666667,2.814815,-5.444445,-2.164323,3
115,9,0.555555,1.888889,-3.333333,-2.216604,3
110,9,2.722222,3.962963,0.111111,-2.618651,3
96,9,1.111111,3.814815,-6.111111,-2.186234,3
72,9,1.388889,4.518518,-5.888889,-2.216721,3
105,9,3.666666,4.148148,-5.111111,-2.205437,3
91,9,0.833333,3.259259,-6.111111,-2.186723,3
116,9,1.055556,2.185185,-3.222222,-2.24908,3
124,9,0.277778,0.666667,-2,-2.094395,3
73,9,9.444445,34.703705,-25.444445,-2.255561,3
105,9,31.222223,42.851852,-8.222222,-2.380238,3
135,9,0.333333,0.962963,-2.555556,-2.117548,3
145,9,1.277778,0.851852,-0.222222,-2.53095,3
146,9,0.055556,0.037037,-0.111111,-2.094395,3
68,9,18.277777,47.185184,-12.888889,-2.308656,3
139,9,2.111111,18.074074,-7.222222,-1.702833,3
122,9,0.444444,0.555556,-0.333333,-2.444563,3
132,9,0.555555,0.740741,-1.888889,-2.094395,3
120,9,0.388889,1,-3,-2.094395,3
124,9,1.444444,1.148148,-1.777778,-2.16921,3
98,9,0.666667,1.518519,-0.555556,-2.4238,3
75,9,10.222221,38.037037,-13.111111,-2.284187,3
112,9,0.5,0.444444,-1,-2.151914,3
138,9,0.388889,0.259259,-0.444444,-2.181439,3
80,9,16.666666,23.62963,-5.222222,-2.431513,3
92,9,7,12.666667,-6.333334,-2.280561,3
77,9,2.388889,7.703704,-2.777778,-2.467493,3
73,9,10.722222,46.666668,-26.666666,-2.251254,3
81,9,15.166667,41.925926,-14.444445,-2.274461,3
122,9,0,0.333333,-1,-2.094395,3
111,9,1.944444,18.037037,-11.111111,-2.333318,3
126,9,0.944444,11.185185,-8.555555,-2.313534,3
73,9,2.333333,5.814815,-4.111111,-2.355641,3
144,9,0.333333,1,-3,-2.094395,3
114,9,8.833333,29.814816,-17.777779,-2.295381,3
130,9,1.222222,2.407408,-1.888889,-2.366216,3
131,9,0.333333,0.518518,-1.555556,-2.094395,3
124,9,6.5,7.592593,-5.444445,-2.265747,3
90,9,2.444444,4.666666,3,-3.044175,3
132,9,0.388889,1.296296,-2.555556,-2.204847,3
121,9,1.5,3.407408,-0.888889,-2.519165,3
118,9,0.388889,0.703704,-1.777778,-2.132635,3
126,9,1.055556,2.962963,-3.555556,-2.289097,3
76,9,1.833333,8.259259,-1.777778,-2.520215,3
115,9,1.388889,2.703704,-2.444444,-2.358386,3
136,9,2.777778,19.444445,-11.333333,-1.61572,3
96,9,2.333333,5.222222,-4.333334,-2.330693,3
129,9,0.388889,0.518518,-1.555556,-2.094395,3
91,9,33.444447,42.814816,-8.777778,-2.346057,3
91,9,0.833333,3.259259,-6.111111,-2.186723,3
129,9,0.111111,0.518518,-1.555556,-2.094395,3
91,9,1,5.62963,-3.888889,-2.383949,3
112,9,1.555556,3.814815,-2.111111,-2.435718,3
98,9,4.666666,5.518518,-5.222222,-2.272973,3
107,9,0.833333,2.222222,-3.666667,-2.226355,3
75,9,26.611113,55,-8.666667,-2.356754,3
108,9,27.277779,49.814816,-9.777778,-2.360491,3
92,9,2.277778,7.444445,-3,-2.452176,3
110,9,0.5,1.814815,-4.111111,-2.152507,3
128,9,3.166667,5.296296,-4.222222,-2.300368,3
138,9,5.5,16.518518,-4.888889,-2.439538,3
134,9,0.833333,1.777778,-1.333333,-2.422506,3
129,9,0.111111,0.518518,-1.555556,-2.094395,3
125,9,0.888889,1.148148,-2.444444,-2.175647,3
136,9,0,0,0,0,3
80,9,16.666666,23.62963,-5.222222,-2.431513,3
95,9,1.055556,3.518518,-3.222222,-2.348987,3
90,9,1.111111,3.407408,-5.888889,-2.16608,3
125,9,0.833333,1.777778,-2.333333,-2.237562,3
95,9,2.222222,3.148148,-5.777778,-2.151958,3
133,9,0,0,0,0,3
91,9,1.388889,3.888889,-3.666667,-2.354575,3
95,9,1.944444,4.444445,-4,-2.333804,3
138,9,0.944444,1.148148,-1.777778,-2.219242,3
134,9,1.611111,8.703704,-6.444445,-2.343004,3
137,9,1,7.62963,-5.222222,-2.360782,3
64,9,20.222223,31,-2,-2.593825,3
80,9,1.833333,7.074074,-3.555556,-2.417517,3
120,9,0.444444,1.592593,-2.111111,-2.315721,3
121,9,1.166667,3.703704,-3.444444,-2.351514,3
123,9,0.666667,1.37037,-3.111111,-2.169865,3
117,9,0.611111,1.333333,-3.333333,-2.094395,3
102,9,9.444444,14.37037,-4.777778,-2.378944,3
122,9,1.388889,2.259259,-3.777778,-2.173204,3
121,9,0.111111,1.148148,-3.111111,-2.132635,3
82,9,6.222223,8.481482,-5.777778,-2.320628,3
145,9,2.111111,2.074074,-0.222222,-2.569768,3
140,9,3.055556,9.925926,-3.777778,-2.417818,3
66,9,10.944443,39.88889,-6.333334,-2.43063,3
137,9,0.277778,0.222222,-0.666667,-2.094395,3
142,9,0.111111,0.037037,-0.111111,-2.094395,3
138,9,0.444444,0.296296,-0.555556,-2.094395,3
115,9,0.722222,2.740741,-3.222222,-2.321865,3
109,9,2.833333,4.296296,-3.888889,-2.283787,3
110,9,0.5,1.666667,-3.666667,-2.155984,3
96,9,2.777778,3.777778,-4.333334,-2.268209,3
106,9,0.111111,0.555556,-1.666667,-2.094395,3
138,9,0.333333,0.777778,-2.333333,-2.094395,3
108,9,1.166667,1.851852,-0.555556,-2.463852,3
95,9,1.111111,2.259259,-0.111111,-2.552724,3
79,9,14.166667,32.77778,-13.666667,-2.286295,3
86,9,8.777779,13.407408,-5.555555,-2.363577,3
103,9,2.944445,3.851852,-1.222222,-2.497929,3
106,9,0.833333,2.407408,-5.222222,-2.133095,3
133,9,0.222222,0.740741,-2.222222,-2.094395,3
123,9,0.5,1.185185,-2.888889,-2.142674,3
100,9,2.444444,6.074074,-6.555555,-2.226247,3
122,9,0.833333,1.592593,-3.777778,-2.153599,3
100,9,2.555556,4.592593,-5.111111,-2.28054,3
133,9,0.222222,0.481482,-1.444444,-2.094395,3
111,9,0.944444,1.296296,-2.888889,-2.139494,3
102,9,0.833333,2.888889,-3.666667,-2.261719,3
120,9,5.944445,6.962963,-6.555555,-2.240133,3
93,9,1.5,5,-4,-2.329423,3
83,9,12.888889,14.37037,-8.777778,-2.274205,3
124,9,2.388889,14.666667,-7,-2.396682,3
87,9,13.222221,17.11111,-4.333334,-2.418074,3
77,9,1.611111,5,-4.333334,-2.354881,3
139,9,0.333333,0.666667,-1.333333,-2.15073,3
129,9,0.388889,0.518518,-1.555556,-2.094395,3
107,9,3.944445,8.703704,-6.111111,-2.280146,3
120,9,0.833333,1.333333,-2.333333,-2.178769,3
144,9,0.5,1.148148,-3.444444,-2.094395,3
99,9,1,2.037037,-4.777778,-2.149743,3
122,9,0.444444,0.555556,-0.333333,-2.444563,3
94,9,2.555556,5.888889,2.333333,-2.869948,3
120,9,0.611111,16.851852,-9.888889,-2.230821,3
111,9,4.111111,4.888889,-4.666666,-2.216473,3
133,9,0.388889,0.962963,-2.555556,-2.123254,3
70,9,9.944444,21.037037,-2.444444,-2.514204,3
45,9,2.055555,53.074074,-17.222221,-2.045905,4
121,9,0.944444,41.037037,-14.444445,-1.995536,4
118,9,0.833334,34.333332,-11.333333,-2.077668,4
80,9,0.666667,39.703705,-15.444445,-1.962646,4
102,9,0.666667,63.48148,-20.777779,-2.083043,4
36,9,1.111109,66.37037,-25.777779,-2.138581,4
138,9,2.388889,54.62963,-19.88889,-2.029656,4
95,9,7.055555,46.851852,-16.555555,-1.970802,4
128,9,1.388888,49.925926,-21.11111,-2.102441,4
127,9,8.555555,40.74074,-14.222222,-1.908348,4
69,9,0.944444,40.666668,-12.333333,-1.518761,4
129,9,19.833334,51,-16.666666,-1.997241,4
70,9,8.777778,36.74074,-13.888889,-1.960582,4
158,9,0.833333,7.962963,-6.888889,-1.982834,4
105,9,2.166666,45.74074,-18.222221,-1.996082,4
81,9,1.833333,42.925926,-15.444445,-1.970422,4
108,9,1.666666,58.074074,-18.222221,-2.053869,4
139,9,1.388889,64.666664,-22,-2.065471,4
111,9,2.277777,29.592592,-13.444445,-2.064723,4
111,9,0.555555,62.25926,-21.777779,-2.014126,4
64,9,1.055556,62,-23.333334,-2.118087,4
109,9,1.222222,49.407406,-19.88889,-2.105478,4
99,9,1.722222,51.88889,-12.333333,-1.567463,4
117,9,1.444443,39.037037,-15.777778,-2.106235,4
84,9,0.888889,8.888889,-4,-2.13694,4
79,9,1.333334,41.407406,-14.555555,-1.984583,4
42,9,0.999999,37.444443,-17,-2.029552,4
119,9,0.944446,39.851852,-14.222222,-2.006,4
17,9,1.444445,70.51852,-23.88889,-2.098521,4
70,9,4.111111,39.962963,-14.555555,-1.990412,4
103,9,0.833336,64.44444,-22.666666,-2.022581,4
34,9,0.833331,72.888885,-25,-2.078154,4
28,9,0.833333,62.407406,-23.222221,-2.144507,4
137,9,3.444445,40.851852,-10.555555,-1.75799,4
104,9,1.999999,63.62963,-22.555555,-1.986567,4
121,9,2.722222,32.37037,-13.444445,-2.024268,4
65,9,1.555555,57.74074,-22.88889,-2.077647,4
117,9,1.277778,45.88889,-18.666666,-2.09948,4
122,9,1.777777,60.74074,-24.88889,-2.128423,4
107,9,4.722223,49.814816,-14.777778,-1.991445,4
160,9,2.777778,22.851852,-12.222222,-2.138726,4
79,9,0.888889,45.814816,-15.444445,-1.918888,4
87,9,1.166667,64.03704,-24.11111,-2.105073,4
148,9,1.055555,29.074074,-14.555555,-2.237972,4
108,9,22.444443,45.592594,-16.444445,-2.015554,4
105,9,2.166666,45.74074,-18.222221,-1.996082,4
98,9,5.944444,33.962963,-12.222222,-1.96031,4
80,9,1.333333,40.51852,-13.222222,-1.942698,4
102,9,0.444445,56.77778,-20,-2.034054,4
123,9,1.111111,57.48148,-18.444445,-2.021502,4
53,9,0.944443,40.444443,-14,-2.00456,4
81,9,1.222223,38.25926,-15.777778,-1.984566,4
159,9,2.222222,26.11111,-7.666666,-1.802554,4
146,9,5.111111,43.148148,-19.444445,-2.081842,4
128,9,1.666666,53.25926,-20.777779,-2.091927,4
126,9,1.833334,20.555555,-11,-2.158805,4
125,9,2.444445,58.22222,-22.666666,-2.112723,4
73,9,2.277779,40.185184,-15.222222,-2.054964,4
35,9,1.055555,69.44444,-24.666666,-2.0742,4
159,9,1.611111,20.518518,-4.888889,-1.596679,4
123,9,13.222221,52.814816,-19.444445,-1.994105,4
67,9,1.055554,64.74074,-24.222221,-2.076662,4
65,9,1.222221,60.148148,-22.11111,-2.041901,4
15,9,1.111111,70.07407,-24.88889,-2.124981,4
89,9,0.722222,31.703703,-14.777778,-2.046542,4
20,9,4.944444,35.48148,-11.444445,-2.045203,4
124,9,11.166668,53.77778,-17.666666,-2.017379,4
98,9,1.055556,28.777779,-13.333333,-2.04294,4
78,9,4.055555,30.185184,-15.222222,-2.066695,4
73,9,0.777777,58.814816,-19.444445,-1.996907,4
104,9,1.444444,57.333332,-19,-1.985221,4
25,9,1.555556,44.814816,-14.777778,-2.11881,4
18,9,1.722223,68.296295,-25.555555,-2.123641,4
75,9,2.388889,41.11111,-11.333333,-1.722278,4
106,9,7,37.703705,-13.444445,-2.010178,4
96,9,0.944444,55.148148,-14.444445,-1.720468,4
159,9,1.277778,6.62963,-5.888889,-1.999443,4
78,9,2.555556,43.814816,-16.11111,-1.886072,4
68,9,1.833333,37.962963,-9.888889,-1.659641,4
20,9,1.944444,65.18519,-23.222221,-2.133031,4
149,9,0.666666,16.814816,-10.777778,-2.069251,4
78,9,2.611111,69.74074,-25.88889,-2.145541,4
50,9,1.333334,60.851852,-21.222221,-2.129479,4
154,9,3.833333,50.703705,-21.444445,-2.033077,4
124,9,7.388889,43.148148,-16.777779,-1.980977,4
116,9,0.499999,61,-20.666666,-2.161793,4
83,9,1.666666,49.851852,-17.555555,-1.958524,4
46,9,2.222221,62.333332,-23,-2.152304,4
117,9,1.277778,45.88889,-18.666666,-2.09948,4
43,9,1.555557,64.703705,-24.11111,-2.160551,4
139,9,1.666667,16.37037,-10.111111,-2.118223,4
119,9,0.944446,39.851852,-14.222222,-2.006,4
95,9,0.888891,55.62963,-23.555555,-2.107858,4
146,9,1.111111,10.592592,-7.444445,-2.108911,4
103,9,1.777778,61.25926,-20.777779,-2.00292,4
66,9,5.277777,41.62963,-10.888889,-1.748546,4
70,9,0.777777,61.11111,-24.666666,-2.070832,4
147,9,2.5,27.296297,-14.888889,-2.174468,4
32,9,2.277778,56.37037,-25.777779,-2.060607,4
90,9,2.833333,48.22222,-18.666666,-2.131861,4
150,9,2.166667,20.74074,-11.888889,-2.134876,4
80,9,1.333333,40.51852,-13.222222,-1.942698,4
148,9,1.055555,29.074074,-14.555555,-2.237972,4
125,9,1.333333,43.22222,-17.333334,-2.096474,4
122,9,11.444446,36.185184,-12.888889,-2.035377,4
93,9,2.055555,62.851852,-24.88889,-2.083715,4
151,9,1.555556,30.481482,-14.777778,-2.219625,4
126,9,3.388889,23.296297,-9.888889,-1.96874,4
89,9,0.722223,28.925926,-12.777778,-2.048461,4
116,9,1.111111,29.444445,-13.333333,-2.090781,4
67,9,1.499999,60.74074,-22.222221,-2.109804,4
120,9,1.277779,60.037037,-18.444445,-1.892977,4
126,9,14.055554,36.185184,-12.555555,-1.942179,4
125,9,2.111111,66.25926,-23.11111,-1.9632,4
120,9,1.555555,47.851852,-16.222221,-1.910735,4
158,9,1.166667,8.37037,-6.444445,-1.904651,4
48,9,0.277777,40.851852,-18.555555,-2.048732,4
32,9,0.833334,59.48148,-18.444445,-2.042422,4
