@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
99,9,-5.444445,9,3
88,9,-5.222222,7.666666,3
66,9,-6.333334,49.555557,3
120,9,-2.444444,4.444445,3
115,9,-3.333333,4.666667,3
131,9,-1.555556,1.777778,3
115,9,-16.11111,39,3
136,9,-1.777778,1.888889,3
79,9,-13.666667,45.77778,3
125,9,-2.444444,3.111111,3
83,9,-8.777778,22.666666,3
126,9,-0.666667,5.222222,3
90,9,-7.333334,15.666667,3
130,9,-2.333333,2.555556,3
116,9,-3.888889,5,3
120,9,-3.555556,4.111111,3
137,9,-4.666666,9,3
100,9,-5.111111,9.444445,3
85,9,-6.222222,14.888889,3
133,9,-1.444444,1.444444,3
107,9,-6.111111,14.555555,3
73,9,-26.666666,70.111115,3
145,9,-0.222222,1.444444,3
95,9,-2.888889,9.222222,3
99,9,-4.777778,5.555555,3
91,9,-5.333334,8,3
85,9,-4.888889,8.888889,3
120,9,-3,3,3
123,9,-2.888889,3.333333,3
91,9,-8.777778,52.666668,3
87,9,-3.111111,5.666666,3
116,9,-11.555555,29.555555,3
96,9,-4.666666,7.777778,3
102,9,-4.444445,7.666666,3
97,9,-4.333334,5.555555,3
123,9,-1.888889,2.666667,3
123,9,-2.777778,3.666667,3
80,9,-5.222222,31.666666,3
115,9,-3.222222,6.222222,3
138,9,-2.888889,3.777778,3
124,9,-2,2,3
115,9,-4,12.888889,3
42,9,-12.444445,36.22222,4
67,9,-22.222221,75.888885,4
153,9,-12.333333,38.77778,4
121,9,-19.333334,66.88889,4
139,9,-10.111111,23.666666,4
124,9,-14.777778,46.22222,4
146,9,-7.444445,15.666667,4
77,9,-7,37.666668,4
57,9,-22.444445,79.44444,4
62,9,-25.666666,84.66667,4
123,9,-19.444445,64.111115,4
126,9,-10.666667,27.333334,4
98,9,-12.222222,41,4
154,9,-14.444445,39.555557,4
160,9,-12.222222,31.555555,4
44,9,-25,75.55556,4
100,9,-20.777779,69.66667,4
78,9,-11.888889,37.444443,4
125,9,-22.666666,73.77778,4
50,9,-21.222221,75.77778,4
87,9,-24.11111,80.333336,4
34,9,-25,89.111115,4
83,9,-16.333334,58.666668,4
98,9,-19.555555,64.66667,4
88,9,-25.11111,85,4
129,9,-16.666666,60.666668,4
123,9,-18.444445,68.55556,4
104,9,-22.555555,76.55556,4
125,9,-15,47.555557,4
123,9,-15.777778,53.77778,4
90,9,-18.666666,61.444443,4
117,9,-15.777778,49.77778,4
131,9,-15.111111,45.77778,4
68,9,-22.88889,71,4
122,9,-24.88889,78.22222,4
126,9,-11,28.666666,4
69,9,-8.888889,40.22222,4
80,9,-20,72.111115,4
101,9,-12.888889,39.444443,4
110,9,-15.666667,60.444443,4
70,9,-14.555555,48.333332,4
154,9,-21.444445,64,4
112,9,-21.777779,73.333336,4
82,9,-14.666667,53.11111,4
125,9,-23.11111,79.111115,4
146,9,-12.555555,31.555555,4
21,9,-20.333334,79.22222,4
96,9,-21.444445,80.22222,4
109,9,-18.444445,53.666668,4
102,9,-17.666666,54.444443,4
125,9,-15.777778,51.77778,4
65,9,-11.111111,64.44444,4
101,9,-18.11111,57.11111,4
158,9,-6.444445,11.777778,4
105,9,-18.555555,60.88889,4
95,9,-16.555555,56.333332,4
70,9,-19.11111,64.88889,4
20,9,-11.444445,42.77778,4
100,9,-19.444445,66.88889,4
120,9,-13.666667,47.77778,4
24,9,-15.555555,61.22222,4
149,9,-10.777778,23.777779,4
80,9,-13.222222,47.666668,4
62,9,-24.444445,80,4
138,9,-22.444445,82.55556,4
126,9,-9.888889,28.88889,4
78,9,-16.11111,51.88889,4
158,9,-7,12.222222,4
124,9,-17.666666,64.44444,4
32,9,-18.444445,70.88889,4
77,9,-19.333334,71.333336,4
107,9,-13,35.88889,4
145,9,-12,33.333336,4
97,9,-13.444445,54.11111,4
18,9,-25.555555,86.111115,4
122,9,-12.888889,44,4
105,9,-18.222221,56.333332,4
150,9,-11.888889,29.222221,4
43,9,-24.11111,82.55556,4
115,9,-15.888889,56.333332,4
68,9,-20,68.22222,4
62,9,-22.777779,76.22222,4
156,9,-12,29.222221,4
135,9,-23.11111,83.888885,4
125,9,-11.777778,49,4
140,9,-9.333333,33.555557,4
120,9,-18.444445,69.333336,4
149,9,-11.777778,30,4
95,9,-23.555555,71.66667,4
108,9,-12.666667,48.22222,4
32,9,-25.777779,72.77778,4
70,9,-13.888889,44.444443,4
129,9,-13.777778,34.88889,4
157,9,-12,30,4
133,9,-20.333334,62.555557,4
132,9,-14.666667,49.22222,4
108,9,-16.444445,55.444443,4
90,9,-21.222221,79.77778,4
96,9,-22.777779,77,4
79,9,-15.444445,53.88889,4
102,9,-20,69.66667,4
109,9,-19.88889,62.88889,4
100,9,-19.444445,66.88889,4
158,9,-13,47.444443,4
127,9,-14.222222,48.22222,4
129,9,-22.222221,78,4
22,9,-19,62.88889,4
64,9,-22.444445,71,4
111,9,-21.777779,75.333336,4
148,9,-14.555555,41.555557,4
124,9,-18,65.22222,4
122,9,-14.666667,47.555557,4
111,9,-22.333334,71.66667,4
77,9,-20.666666,74,4
116,9,-15.777778,56.555557,4
102,9,-20.777779,77.111115,4
19,9,-19.222221,58.77778,4
15,9,-24.88889,86.888885,4
17,9,-24.88889,87.333336,4
76,9,-12.555555,42,4
76,9,-16.555555,54.11111,4
80,9,-15.444445,48.22222,4
127,9,-18.777779,57.333332,4
68,9,-20,68.22222,4
146,9,-7.444445,15.666667,4
21,9,-14.888889,49.333332,4
122,9,-15.555555,44.333332,4
87,9,-12.777778,39.444443,4
124,9,-16.777779,52.666668,4
65,9,-22.11111,73.888885,4
117,9,-18.666666,58.444443,4
78,9,-15.333333,46,4
145,9,-21,76.77778,4
140,9,-12.333333,32.22222,4
17,9,-15.444445,54,4
38,9,-22.222221,78.44444,4
125,9,-23,83.111115,4
154,9,-12.111111,28.555555,4
121,9,-13.444445,40.555557,4
28,9,-23.222221,79.111115,4
78,9,-16.11111,51.88889,4
76,9,-17,61.555557,4
111,9,-23.222221,74.888885,4
89,9,-14.777778,41,4
42,9,-22.333334,74.55556,4
123,9,-21,73.77778,4
85,9,-18.666666,61.555557,4
110,9,-16,44.444443,4
42,9,-17,47.77778,4
42,9,-13.666667,54.11111,4
117,9,-11.777778,39,4
25,9,-26.333334,89,4
129,9,-13.777778,41.11111,4
79,9,-14.555555,49.666668,4
34,9,-24.11111,70.333336,4
147,9,-20,62.444443,4
72,9,-23.333334,74.44444,4
66,9,-17.444445,61.22222,4
157,9,-11.777778,32,4
73,9,-12.555555,51.11111,4
48,9,-13.555555,49.88889,4
132,9,-14.333333,45.666668,4
73,9,-12.555555,51.11111,4
119,9,-14.222222,48.22222,4
137,9,-10.111111,42.333336,4
139,9,-19.666666,60.444443,4
96,9,-14.444445,61,4
162,9,-7.444445,14.555555,4
45,9,-17.222221,63.77778,4
78,9,-25.88889,88.44444,4
103,9,-14.222222,45.22222,4
87,9,-24.11111,80.333336,4
135,9,-20.777779,60.666668,4
38,9,-25,74.333336,4
130,9,-8.111111,18.88889,4
68,9,-9.888889,41.666668,4
34,9,-17.777779,60,4
80,9,-13.222222,47.666668,4
85,9,-18.777779,59.555557,4
32,9,-18.444445,70.88889,4
105,9,-23,78.77778,4
103,9,-22.666666,78.111115,4
102,9,-20,69.111115,4
151,9,-14.777778,42.77778,4
136,9,-5.222222,8.555555,4
125,9,-17.333334,55,4
81,9,-15.777778,47.22222,4
120,9,-16.222221,56.333332,4
152,9,-14.666667,37.666668,4
83,9,-10.555555,33.22222,4
15,9,-24.88889,87.44444,4
120,9,-16.222221,59.333332,4
107,9,-14.777778,58.333332,4
103,9,-20.777779,73.44444,4
73,9,-15.222222,49.77778,4
73,9,-14.222222,53,4
45,9,-17.222221,63.77778,4
160,9,-12.222222,31.555555,4
126,9,-12.555555,43,4
64,9,-16,50.11111,4
57,9,-22.444445,79.44444,4
127,9,-14.222222,48.22222,4
25,9,-14.777778,55,4
50,9,-22.333334,80.333336,4
116,9,-13.333333,38.333336,4
120,9,-15.888889,59.22222,4
64,9,-23.333334,78.111115,4
46,9,-23,79.111115,4
76,9,-7.444445,33.444447,4
66,9,-10.888889,46.333332,4
121,9,-14.444445,49.444443,4
111,9,-13.444445,38.22222,4
133,9,-8.333333,25.777779,4
125,9,-21.444445,76.44444,4
90,9,-21.222221,79.77778,4
158,9,-11.111111,29,4
129,9,-14.333333,47.444443,4
13,9,-24.11111,88.111115,4
71,9,-9.777778,42.11111,4
73,9,-12.222222,48.77778,4
84,9,-4,11.777778,4
162,9,-5.777778,12,4
44,9,-15.777778,58,4
121,9,-19.555555,68.66667,4
53,9,-14,48.666668,4
137,9,-10.555555,45.333332,4
138,9,-19.88889,66.77778,4
126,9,-21.444445,70.44444,4
104,9,-21.555555,78,4
158,9,-7,12.222222,4
133,9,-14.333333,46.333332,4
87,9,-18.333334,54.88889,4
118,9,-18.88889,66.333336,4
147,9,-14.333333,38.666668,4
67,9,-24.222221,80.44444,4
78,9,-15.222222,40.333336,4
117,9,-15.777778,49.77778,4
35,9,-13.777778,47.444443,4
115,9,-11.888889,36.77778,4
17,9,-15.444445,54,4
75,9,-11.333333,45.666668,4
105,9,-18.222221,56.333332,4
108,9,-18.222221,69.55556,4
159,9,-5.888889,10.111111,4
65,9,-20.88889,74.55556,4
83,9,-22.11111,79.66667,4
127,9,-11.555555,41,4
101,9,-22.777779,79.44444,4
143,9,-21.11111,64.77778,4
158,9,-6.888889,11.888889,4
77,9,-15,48.22222,4
135,9,-12.444445,41,4
103,9,-19.555555,69.55556,4
161,9,-6.444445,10.888889,4
124,9,-18.222221,56.333332,4
35,9,-24.666666,85.333336,4
147,9,-5.111111,8.666667,4
70,9,-24.666666,77,4
89,9,-14.777778,41,4
139,9,-22,78.77778,4
68,9,-10.444445,42.333336,4
17,9,-23.88889,86.55556,4
102,9,-20,69.66667,4
48,9,-18.555555,52.444443,4
159,9,-7.666666,29.555555,4
20,9,-23.222221,81.66667,4
130,9,-14.777778,31.88889,4
89,9,-12.777778,36.88889,4
106,9,-13.444445,45.77778,4
69,9,-12.333333,44.555557,4
99,9,-12.333333,56,4
105,9,-19.222221,70.333336,4
89,9,-22.777779,74.44444,4
117,9,-18.666666,58.444443,4
147,9,-14.888889,38.666668,4
124,9,-16.11111,51.444443,4
66,9,-9.666667,45.88889,4
118,9,-11.333333,41.666668,4
154,9,-17,46.555557,4
116,9,-20.666666,76.44444,4
57,9,-28.11111,90.111115,4
97,9,-13.222222,54.333332,4
75,9,-13.777778,48.22222,4
128,9,-21.11111,64.22222,4
134,9,-21.444445,63.11111,4
159,9,-4.888889,22.333334,4
94,9,-22.666666,82.66667,4
36,9,-25.777779,84.77778,4
102,9,-22.11111,73.44444,4
73,9,-19.444445,70.111115,4
80,9,-15.444445,48.22222,4
146,9,-11.111111,29.666666,4
102,9,-21.444445,64.333336,4
73,9,-10.111111,47.333332,4
83,9,-17.555555,59.555557,4
107,9,-17.666666,64.44444,4
111,9,-13,42.22222,4
135,9,-3.888889,3.333333,5
90,9,-13.111111,29,5
133,9,-1.888889,1.777778,5
138,9,-5.222222,6.666666,5
111,9,-8.888889,35.88889,5
93,9,-11.888889,22.88889,5
139,9,-7,9.555555,5
89,9,-3.777778,4.111111,5
134,9,-3.555556,3.888889,5
40,9,0,0,5
113,9,-8.444445,27.88889,5
144,9,-1.777778,1.666667,5
131,9,-4.333334,3.666667,5
154,9,-0.222222,0.222222,5
89,9,-7.333334,13,5
64,9,-8,12.555555,5
137,9,-4.111111,4.111111,5
86,9,-12,20.444445,5
30,9,-6.777778,13.111111,5
137,9,-1.888889,1.777778,5
12,9,-8.111111,11.333333,5
13,9,-10.222222,15.888889,5
115,9,-2.666667,2.888889,5
96,9,-13.444445,28.444445,5
130,9,-2.555556,3,5
138,9,-5,5.888889,5
140,9,-0.666667,3.333333,5
154,9,-6.444445,10.777778,5
94,9,-13.111111,28.666666,5
34,9,-8.666667,21,5
154,9,-3.222222,3.555556,5
41,9,-1.111111,1.222222,5
151,9,-0.333333,0.333333,5
136,9,-5,5.777778,5
154,9,-1.555556,1.555556,5
89,9,-11.111111,24.444445,5
36,9,0,0,5
91,9,-7,9.777778,5
94,9,-3.222222,3.222222,5
90,9,-7.444445,15,5
129,9,-1.222222,2.666667,5
57,9,-4.444445,20.88889,5
130,9,-2.222222,3.222222,5
135,9,-13,37,5
89,9,-11.333333,25.777779,5
153,9,-0.444444,3.888889,5
38,9,-9.666667,22,5
152,9,-1.777778,2.333334,5
89,9,-1.333333,3.777778,5
141,9,0,0,5
79,9,-8.222222,20.555555,5
94,9,-13,28.777779,5
137,9,-2.777778,2.666667,5
131,9,-1.777778,1.888889,5
147,9,0,0,5
95,9,-6.888889,10.777778,5
110,9,-9.888889,39.333336,5
155,9,-5.222222,11,5
116,9,-4.888889,4.888889,5
141,9,-0.222222,0.222222,5
36,9,-8.444445,13.666667,5
140,9,-6,9.444445,5
113,9,-14,43.77778,5
112,9,-13.888889,43.666668,5
92,9,-8.222222,15.555555,5
35,9,-7.777778,19.222221,5
135,9,-0.444444,0.444444,5
148,9,0,0,5
91,9,-13.555555,34.88889,5
141,9,0,0,5
90,9,-10.888889,24.444445,5
133,9,-0.888889,0.888889,5
117,9,-10,23,5
133,9,-5.777778,9,5
63,9,-7.222222,14,5
90,9,-13,25.777779,5
34,9,-8.666667,21,5
141,9,-5.888889,8.777778,5
135,9,-3.888889,4.888889,5
141,9,-8.555555,16.555555,5
145,9,-3.888889,5.777778,5
115,9,-8.888889,29.444445,5
131,9,0,0,5
106,9,-9.444445,24,5
134,9,-5.333334,6.111111,5
82,9,-9.333333,21.666666,5
111,9,-11.333333,23.777779,5
98,9,-12.888889,30.444445,5
85,9,-10.777778,26.88889,5
145,9,0,0,5
12,9,-8.111111,11.333333,5
152,9,0,0,5
133,9,-5.777778,9,5
61,9,-8.333333,12,5
134,9,-4.333334,4.666667,5
62,9,-8,11.444445,5
110,9,-5.333334,7.444445,5
147,9,-0.222222,0.444444,5
136,9,-5.888889,10.666667,5
142,9,-3.666667,3.555556,5
149,9,0,0,5
152,9,-2.555556,2.888889,5
107,9,-12.222222,25.777779,5
144,9,0,0,5
104,9,-6.888889,23.333334,5
115,9,-12.777778,40.11111,5
120,9,-9.333333,28.666666,5
141,9,-0.111111,0.111111,5
138,9,-4.111111,3.111111,5
144,9,-0.666667,1,5
91,9,-11.777778,20.666668,5
80,9,-8.111111,20.333334,5
154,9,-1.222222,1.222222,5
105,9,-9.777778,29.555555,5
95,9,-1.111111,2.555556,5
67,9,-1.222222,1.111111,5
142,9,0,0,5
62,9,0,0,5
140,9,-0.777778,0.777778,5
134,9,-13.111111,37.444443,5
12,9,-9.666667,17.666668,5
152,9,-3.777778,5.777778,5
113,9,-10.888889,28.444445,5
152,9,0,0,5
68,9,-6.666666,10.333334,5
145,9,0,0,5
58,9,-9,14.111111,5
144,9,0,0,5
85,9,-10.777778,26.88889,5
134,9,-4.888889,6.444445,5
130,9,0,0,5
62,9,-8,11.444445,5
134,9,-3.111111,3.111111,5
155,9,-8.222222,17.555555,5
133,9,-2.444444,5,5
134,9,-4.888889,6.444445,5
104,9,-8.666667,26.11111,5
115,9,-10.222222,22.222221,5
145,9,0,0,5
112,9,-10.888889,23.88889,5
152,9,-1.333333,1.666667,5
129,9,0,0,5
114,9,-12.111111,34.666668,5
91,9,-9.333333,21,5
142,9,-0.333333,0.333333,5
135,9,-4.777778,4.444445,5
119,9,-6.888889,13.666667,5
89,9,-10.444445,25.11111,5
145,9,-1.333333,1.222222,5
115,9,-2.666667,2.888889,5
113,9,-10.888889,28.444445,5
109,9,-10.555555,28.777779,5
135,9,-5.666666,6,5
89,9,-10.666667,24.555555,5
90,9,-7.444445,10,5
149,9,-0.111111,0.111111,5
30,9,-7.111111,11.666667,5
153,9,0,0,5
89,9,-7.111111,9.555555,5
137,9,-1.888889,1.777778,5
33,9,-6.222222,13.111111,5
147,9,0,0,5
63,9,-7.222222,10.555555,5
131,9,0,0,5
116,9,-9.444445,37.11111,5
83,9,-11.333333,26.88889,5
134,9,-1.555556,1.555556,5
135,9,-2.333333,2.333334,5
99,9,-12.111111,23.777779,5
130,9,-3.555556,2.888889,5
154,9,-0.222222,0.222222,5
89,9,0,0,5
154,9,0,0,5
108,9,-8.555555,20.555555,5
88,9,-8,12.222222,5
137,9,-13.666667,36.555557,5
135,9,-6,10.444445,5
64,9,-7.777778,10.333334,5
104,9,-9.222222,26.11111,5
153,9,-6.333334,13.444445,5
83,9,-9.666667,17,5
58,9,-9,14.111111,5
154,9,-4.777778,9.666667,5
68,9,-1.222222,2.888889,5
89,9,-11.666667,22.11111,5
86,9,-10.777778,24.666666,5
144,9,-1,1.111111,5
112,9,-13.111111,32.333336,5
116,9,-11.888889,31.444445,5
108,9,-9.444445,23.444445,5
135,9,-3.777778,3,5
141,9,-0.111111,0.111111,5
114,9,-12.222222,25,5
154,9,-2.111111,1.888889,5
65,9,-7.777778,14.333333,5
141,9,-2.333333,2.333334,5
153,9,0,0,5
134,9,-4,4,5
94,9,-13,28.777779,5
145,9,0,0,5
116,9,-10.555555,29.555555,5
154,9,-7.111111,13.888889,5
119,9,-13.777778,40.333336,5
148,9,-2.333333,3.222222,5
142,9,-2.777778,3.666667,5
135,9,-14.222222,43.11111,5
82,9,-9.222222,22.444445,5
94,9,-8.666667,15.222222,5
112,9,-9.222222,36.22222,5
137,9,-5.444445,7.111111,5
154,9,-0.777778,0.777778,5
148,9,0,0,5
133,9,-1.111111,1.111111,5
155,9,-9,21.444445,5
135,9,-4.888889,5.111111,5
104,9,-8.666667,26.11111,5
84,9,-10.666667,24.777779,5
144,9,0,0,5
144,9,0,0,5
136,9,-4.222222,4.888889,5
93,9,-13.444445,27.11111,5
131,9,0,0,5
144,9,0,0,5
152,9,-1.777778,2.333334,5
89,9,-14,33.555557,5
90,9,-8.555555,12.111111,5
58,9,-8.555555,14.555555,5
110,9,-9.333333,15.888889,5
133,9,-9.555555,16.666668,5
134,9,-5.888889,11.222222,5
62,9,-8.222222,11.444445,5
140,9,-1.777778,1.888889,5
86,9,-12.666667,21.11111,5
153,9,-1.111111,1.111111,5
93,9,-4.666666,5.444445,5
94,9,-12.555555,24.88889,5
92,9,-11.888889,20.555555,5
139,9,-4.111111,3.222222,5
139,9,-6.222222,8.555555,5
107,9,-9,35.11111,5
134,9,-4.333334,4.666667,5
62,9,-8.222222,11.444445,5
114,9,-11,24.11111,5
93,9,-12.777778,23.444445,5
118,9,-9.888889,26.555555,5
152,9,0,0,5
61,9,-8.222222,12.222222,5
150,9,0,0,5
152,9,0,0,5
155,9,-6.111111,12.666667,5
140,9,-0.555556,0.777778,5
134,9,-4.333334,4.666667,5
145,9,-1.333333,1.222222,5
93,9,-12.666667,28.88889,5
94,9,-3.222222,3.222222,5
87,9,-11.777778,19.555555,5
113,9,-9.666667,37,5
133,9,-1.777778,1.777778,5
149,9,0,0,5
31,9,-7.111111,16.555555,5
108,9,-9.111111,30.444445,5
93,9,-13.111111,29.555555,5
88,9,-12.444445,21.11111,5
92,9,-10.555555,22.666666,5
83,9,-10.888889,24.88889,5
152,9,-1.888889,2.444444,5
152,9,0,0,5
97,9,-11.777778,27.777779,5
111,9,-8.888889,35.88889,5
131,9,0,0,5
92,9,-12.444445,25.777779,5
94,9,-11.111111,23.777779,5
139,9,-3.888889,3.888889,5
86,9,-10.666667,28.555555,5
155,9,-5.222222,11,5
105,9,-6.222222,19.777779,5
61,9,-8.333333,12.333333,5
84,9,-10.555555,24.88889,5
88,9,-8.666667,29.333334,5
141,9,-0.555556,0.555556,5
62,9,-8.555555,13.111111,5
152,9,-2.555556,2.888889,5
141,9,-2.111111,1.777778,5
110,9,-9.888889,39.333336,5
61,9,-8,14.333333,5
140,9,-3.666667,5,5
155,9,-6.222222,12.888889,5
116,9,-9.222222,23.222221,5
36,9,-8.222222,13,5
137,9,-5,6.333334,5
138,9,-5.666666,7.222222,5
93,9,0,0,5
95,9,-6.888889,10.777778,5
61,9,-8.222222,12.222222,5
144,9,0,0,5
90,9,-14.222222,34.444447,5
114,9,-12.777778,40.77778,5
201,9,-24.222221,76.44444,6
183,9,-23.333334,70,6
172,9,-16.333334,54.666668,6
186,9,-20,63.666668,6
201,9,-21.666666,68.66667,6
191,9,-18.333334,58.666668,6
182,9,-23.11111,68.111115,6
184,9,-10.555555,38.77778,6
188,9,-10.222222,36.444443,6
198,9,-22.666666,72.333336,6
196,9,-19,65.66667,6
184,9,-23.11111,69,6
177,9,-11.666667,40.666668,6
194,9,-19.88889,61.666668,6
192,9,-24.666666,74.77778,6
186,9,-20.333334,59.88889,6
205,9,-22.222221,69.77778,6
182,9,-25,72.44444,6
179,9,-13.444445,44.11111,6
159,9,-12.888889,46.22222,6
195,9,-15.222222,55.555557,6
161,9,-11.555555,51.333332,6
194,9,-18.222221,60.333332,6
190,9,-21.11111,66.88889,6
195,9,-24.555555,76.55556,6
185,9,-17.222221,55,6
191,9,-26,79.55556,6
187,9,-24.11111,74.111115,6
198,9,-21.555555,71.888885,6
175,9,-12,41,6
161,9,-13.222222,54.555557,6
177,9,-20.222221,59.333332,6
186,9,-13.555555,43.88889,6
196,9,-17.444445,58.555557,6
181,9,-25.222221,74.22222,6
171,9,-19.11111,57.22222,6
188,9,-12.333333,38.11111,6
183,9,-23.555555,69.66667,6
181,9,-24.222221,75.66667,6
180,9,-10.666667,37.77778,6
177,9,-21.333334,61,6
180,9,-20.222221,62.333332,6
191,9,-24.555555,74.77778,6
180,9,-20.222221,62.333332,6
182,9,-14.555555,47.333332,6
183,9,-22.555555,67.77778,6
195,9,-18.555555,60.666668,6
194,9,-19.333334,62.444443,6
187,9,-20.88889,59.88889,6
194,9,-14.111111,49.77778,6
182,9,-13.444445,42.88889,6
182,9,-13.444445,42.88889,6
177,9,-11.666667,40.333336,6
187,9,-22.666666,74.77778,6
178,9,-12.666667,41.88889,6
163,9,-8,48.555557,6
186,9,-11.666667,37.88889,6
178,9,-16.88889,58.88889,6
171,9,-17.333334,56.333332,6
190,9,-21.222221,64.55556,6
161,9,-12.444445,52.22222,6
161,9,-12.333333,49.666668,6
163,9,-8.222222,47.555557,6
185,9,-18.666666,59.555557,6
184,9,-10.111111,38.333336,6
204,9,-21.666666,69.22222,6
190,9,-19.666666,71.111115,6
186,9,-21.222221,67.88889,6
186,9,-21.555555,61.11111,6
195,9,-17.666666,58.77778,6
195,9,-16,57.333332,6
196,9,-19.11111,63.333332,6
161,9,-12.444445,52.22222,6
201,9,-12.555555,49,6
190,9,-19.333334,60,6
192,9,-19.555555,59.22222,6
189,9,-20.88889,72.44444,6
198,9,-22.666666,74,6
176,9,-22.333334,67.66667,6
161,9,-12.444445,51.22222,6
187,9,-22.333334,68,6
163,9,-10.333333,51.333332,6
187,9,-23.333334,72.55556,6
193,9,-24.11111,72.55556,6
176,9,-20.88889,62.11111,6
181,9,-21.333334,68.77778,6
200,9,-22.11111,69.66667,6
191,9,-24.555555,74.77778,6
182,9,-17.11111,52.555557,6
196,9,-20.777779,65,6
194,9,-14.888889,50.444443,6
177,9,-21.88889,63.11111,6
180,9,-25.555555,75.44444,6
198,9,-19.11111,61,6
185,9,-22.11111,73.44444,6
182,9,-9.333333,35.88889,6
189,9,-12.333333,40.666668,6
190,9,-20.333334,65,6
176,9,-25.222221,75.66667,6
175,9,-23.555555,72.77778,6
210,9,-21.555555,64.333336,6
195,9,-17.777779,58.88889,6
176,9,-22,62.666668,6
205,9,-18.444445,61.77778,6
193,9,-19,61.22222,6
197,9,-18.88889,61.444443,6
189,9,-10.666667,33,6
194,9,-19.88889,61.666668,6
196,9,-19.222221,62.22222,6
185,9,-19.777779,60.666668,6
197,9,-23.333334,69.55556,6
192,9,-20.222221,58.11111,6
189,9,-24.555555,77.55556,6
163,9,-8.111111,48.88889,6
184,9,-10.111111,38.333336,6
196,9,-16.222221,57.11111,6
191,9,-24.444445,76.22222,6
181,9,-14.444445,49.555557,6
204,9,-22.777779,71.22222,6
172,9,-12.777778,50.333332,6
196,9,-17.444445,58.555557,6
189,9,-23.555555,73.333336,6
188,9,-13,41.333336,6
188,9,-12.111111,37.77778,6
185,9,-21.777779,69.88889,6
191,9,-25.222221,79.22222,6
202,9,-22.777779,74.888885,6
175,9,-23.333334,72.66667,6
176,9,-22.333334,67.66667,6
189,9,-9.777778,29.333334,6
193,9,-17.333334,55.333332,6
186,9,-20.333334,59.88889,6
189,9,-10.222222,35.22222,6
180,9,-9.111111,36.333336,6
189,9,-14,42.77778,6
188,9,-21.666666,69.111115,6
194,9,-24,76.111115,6
184,9,-21.11111,62.333332,6
197,9,-18.666666,62.22222,6
187,9,-24.11111,74.111115,6
195,9,-17.555555,58.555557,6
186,9,-20.666666,61.11111,6
176,9,-24.11111,71.44444,6
194,9,-19.555555,71.55556,6
186,9,-21.222221,61.333332,6
196,9,-18,61.444443,6
189,9,-10.333333,36.333336,6
194,9,-20.11111,72.55556,6
162,9,-9.888889,49.22222,6
182,9,-13.444445,42.88889,6
176,9,-25.222221,75.66667,6
195,9,-24.444445,76.66667,6
182,9,-22.555555,68.111115,6
182,9,-17.222221,52.555557,6
190,9,-11.222222,36.88889,6
190,9,-13.555555,41.11111,6
191,9,-18.333334,60.555557,6
187,9,-21.777779,69.66667,6
182,9,-24.88889,73.333336,6
200,9,-22.666666,70.22222,6
161,9,-12.333333,49.666668,6
196,9,-17.88889,58.22222,6
187,9,-19.777779,60.88889,6
172,9,-13.666667,51.22222,6
188,9,-10.222222,36.444443,6
193,9,-15.444445,50.666668,6
197,9,-19.777779,61.555557,6
195,9,-17.333334,59.666668,6
188,9,-23,76.55556,6
185,9,-19.444445,58.22222,6
210,9,-20.88889,62.22222,6
191,9,-8.555555,30.11111,6
196,9,-17.666666,58.77778,6
162,9,-9,50.333332,6
185,9,-16.555555,57.333332,6
189,9,-10.666667,33,6
197,9,-18.666666,62.22222,6
162,9,-9.222222,50.666668,6
188,9,-12.222222,38,6
159,9,-12.888889,46.22222,6
187,9,-24,71.44444,6
174,9,-23.88889,70.88889,6
193,9,-22.222221,76.55556,6
194,9,-23.666666,76.22222,6
186,9,-21.666666,65.88889,6
186,9,-13.888889,43.444443,6
160,9,-18.444445,55.333332,6
202,9,-23.222221,76,6
201,9,-23.11111,72.22222,6
190,9,-19,62.333332,6
199,9,-22.666666,71,6
163,9,-8.666667,48.11111,6
196,9,-22.444445,75.66667,6
174,9,-23.88889,73.22222,6
160,9,-19.11111,57.11111,6
206,9,-21.88889,72.111115,6
200,9,-21.88889,70.22222,6
193,9,-15.444445,50.666668,6
186,9,-17.222221,60.22222,6
189,9,-13.333333,40.333336,6
161,9,-12.444445,51.22222,6
161,9,-11.444445,51.77778,6
188,9,-19.88889,61.444443,6
182,9,-24.88889,72.55556,6
200,9,-20,67.333336,6
162,9,-12,53.666668,6
185,9,-11.333333,39.666668,6
185,9,-9,37.555557,6
183,9,-22.11111,66.55556,6
183,9,-21.88889,65.111115,6
182,9,-22.222221,67.22222,6
197,9,-21.555555,68,6
173,9,-15.777778,52.88889,6
201,9,-15.555555,53.88889,6
161,9,-10.777778,51.444443,6
192,9,-22.666666,72,6
163,9,-7.666666,48.11111,6
192,9,-18.11111,57.666668,6
192,9,-24.777779,76.44444,6
160,9,-17.777779,58.333332,6
199,9,-21.555555,69.22222,6
190,9,-19,70,6
194,9,-16.555555,55.444443,6
193,9,-24.444445,78.77778,6
176,9,-20.333334,62.333332,6
203,9,-21.444445,71.66667,6
195,9,-17.777779,58.88889,6
160,9,-12.333333,51.77778,6
191,9,-25.444445,78.111115,6
