@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Hedge-sd numeric
@attribute Exred-mean numeric
@attribute Value-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
36,1.055556,0.854182,-39.77778,132.44444,0.239085,2
15,0.555556,0.620632,-32.77778,144,0.17818,2
54,0.666667,0.557772,-37.22222,127.44444,0.234504,2
40,1.499999,1.544443,-31.333334,139.66667,0.188503,2
96,0.944445,0.418519,-44.444443,115.666664,0.342938,2
28,1.777779,0.860662,-45.444443,130.66667,0.261838,2
57,1.388891,1.040744,-19,146.66667,0.118733,2
63,0.333332,0.210818,-38.11111,126.111115,0.23689,2
23,1.166665,0.547723,-37.666668,141.66667,0.210162,2
45,1.555557,0.829628,-31.222221,137.33334,0.190912,2
31,0.888889,0.344265,-33.88889,143.11111,0.192456,2
101,0.611109,0.329633,-25.444445,147.22223,0.141107,2
49,1.166668,0.700002,-31.222221,143.11111,0.182398,2
71,1.499999,0.299998,-31.222221,140.88889,0.179672,2
20,0.611112,0.327729,-39.77778,129.55556,0.240108,2
55,1.166668,0.700002,-30.666666,139.33334,0.182623,2
66,0.888888,0.607411,-43.333332,118.77778,0.320664,2
58,1.000001,0.711108,-47.444443,118.55556,0.351331,2
21,1,0.516396,-33.22222,143.11111,0.187853,2
54,0.944444,0.551855,-23,132.44444,0.181149,2
24,0.888888,1.140749,-29.88889,141.66667,0.169397,2
51,0.833335,0.722649,-36.88889,140.77779,0.213813,2
35,0.722221,0.285183,-15.777778,146.22223,0.103336,2
74,0.500001,0.077778,-38.22222,123.22222,0.276784,2
57,1.22222,0.829626,-31.444445,139.66667,0.182073,2
25,0.944447,0.827759,-37.77778,133.77779,0.224975,2
67,0.888889,0.58373,-31.666666,138.44444,0.18855,2
32,0.833332,0.655558,-38.444443,132.55556,0.25142,2
81,0.833332,0.077779,-44.88889,118.44444,0.347902,2
42,1.166669,0.744442,-19.88889,147.44444,0.115302,2
58,1.055559,0.680414,-38.22222,126.44444,0.238143,2
46,1.05556,0.862948,-18.222221,145.55556,0.110653,2
58,1.444444,1.003697,-35.444443,138.77779,0.204147,2
32,1.777779,1.310922,-33.333332,142.22223,0.190625,2
55,1.444447,1.185184,-39.22222,124.111115,0.274795,2
50,0.944445,0.952579,-38.333332,125.77778,0.247337,2
79,1.055553,0.462965,-47.666668,115.333336,0.362172,2
57,0.888889,0.340743,-33,139,0.198924,2
25,0.999996,0.760117,-35.11111,142.22223,0.196093,2
39,1.833333,0.699999,-32.444443,132,0.222954,2
60,1.055556,0.329627,-29,138.33334,0.175844,2
68,0.777779,0.651852,-30.333334,141,0.179629,2
18,0.555557,0.272164,-44.666668,130.44444,0.254668,2
39,1.111111,0.429627,-32.88889,142.88889,0.184263,2
53,0.722223,0.490652,-33.333332,138.22223,0.187217,2
94,1.277776,0.507409,-43.22222,119.22222,0.321505,2
35,1.166665,0.809664,-38,125.44444,0.231166,2
75,0.888888,0.385187,-49.666668,115.888885,0.378682,2
62,1.611109,0.862963,-27.777779,126.333336,0.202279,2
41,0.833333,0.586896,-39.333332,129.33334,0.234493,2
47,0.999997,0.488888,-22,145.77777,0.125709,2
54,0.833335,0.658283,-36.333332,127.111115,0.229674,2
79,0.777779,0.403686,-41.555557,126.55556,0.258079,2
26,1.888885,1.407412,-16.777779,146.77777,0.105128,2
15,0.666668,0.699205,-40.88889,132,0.241576,2
25,1.111111,0.118518,-30.666666,142.33334,0.172504,2
34,1.888891,1.140745,-16.777779,146.66667,0.104539,2
40,0.833333,0.72265,-33.333332,141.55556,0.194537,2
20,0.833333,0.752773,-33,140.55556,0.188892,2
48,1.277781,1.26297,-21.88889,146.11111,0.126968,2
83,1.055552,0.507406,-48.22222,116.888885,0.362062,2
15,0.777774,0.118519,-19.333334,150.11111,0.105074,2
31,0.666664,0.71111,-16.88889,145.44444,0.10071,2
83,1.055552,0.507406,-48.22222,116.888885,0.362062,2
31,0.777777,0.344266,-39.22222,132.55556,0.23132,2
62,1.000001,0.355555,-42,121.44444,0.294583,2
47,1.499999,0.477777,-41.666668,128.77779,0.275957,2
89,1.277779,0.772203,-38.88889,125.44444,0.257746,2
32,1.777779,1.310922,-33.333332,142.22223,0.190625,2
52,1.333333,0.177779,-30.666666,140.22223,0.175849,2
19,1.888888,1.985178,-37.88889,130.22223,0.249895,2
24,1.611109,0.418519,-32.555557,137.77779,0.195977,2
58,0.888891,0.860663,-31.333334,137.44444,0.180972,2
27,0.999997,0.577774,-17.88889,145.55556,0.10447,2
107,1.055555,0.418522,-23.666666,145.22223,0.13383,2
27,2.055557,1.356739,-33.333332,138.66667,0.195416,2
27,1.444445,0.25185,-14.888889,146.55556,0.098472,2
11,2.888891,5.051852,-19.666666,150.88889,0.092773,2
49,0.722225,0.41852,-35.333332,128.88889,0.246491,2
28,0.888887,0.455421,-40.555557,131.11111,0.241511,2
13,1,1.054091,-36.333332,135.77779,0.215088,2
51,0.611111,0.742867,-34.22222,138.88889,0.1952,2
99,0.777779,0.474074,-43.22222,118,0.330418,2
59,1.333333,0.8165,-34.444443,138.77779,0.203326,2
35,1.111113,0.562963,-30.333334,140.11111,0.183109,2
32,1.500001,1.188888,-33.666668,138.11111,0.201898,2
33,0.500001,0.349603,-41.444443,128.66667,0.247776,2
80,1.444445,0.696294,-41.666668,119.333336,0.309059,2
29,1.055553,0.907417,-27.666666,142.88889,0.165616,2
86,1.166669,0.691214,-38.666668,124.111115,0.251552,2
45,1,0.222219,-41.444443,124.55556,0.292503,2
11,2.888891,5.051852,-19.666666,150.88889,0.092773,2
37,1.055553,0.951851,-47.444443,121.111115,0.338487,2
50,0.777779,0.344264,-35.88889,138.88889,0.213538,2
52,0.777777,0.740744,-31.88889,129.22223,0.218379,2
90,1.27778,0.285185,-22.333334,128.33334,0.181789,2
13,1.111112,0.296294,-47.666668,128.44444,0.313159,2
13,1.111115,0.162961,-17.777779,149.11111,0.09906,2
49,0.666669,0.266668,-37.77778,139.33334,0.223879,2
63,0.666668,0.177777,-35.333332,137.55556,0.211484,2
45,0.777779,0.54433,-39.22222,126.888885,0.244289,2
19,0.888888,0.58373,-39.77778,132.33334,0.236733,2
59,1.055556,0.680412,-37.444443,139,0.214204,2
81,1.055557,0.551853,-44.22222,116.44444,0.350039,2
12,1.777779,0.785183,-35.666668,143.11111,0.19252,2
21,2.055556,1.218685,-36.444443,142.44444,0.203582,2
41,1.111112,1.025597,-33.444443,139.77779,0.199347,2
47,1.000001,1.155558,-31.11111,141.66667,0.181012,2
38,2.111111,0.68853,-39.11111,131.44444,0.23576,2
36,1,0.222216,-20.222221,146.11111,0.12003,2
45,1.111113,0.455419,-36.88889,140,0.210174,2
92,0.77778,0.296297,-46.333332,115.44444,0.35122,2
72,1.055559,0.729631,-30.666666,140.55556,0.17933,2
90,0.777779,0.562963,-22.777779,128.55556,0.179697,2
46,1.111112,1.00741,-40.88889,128.88889,0.271501,2
92,2.277778,3.529629,-12.666667,12.666667,0.759012,3
75,26.611113,31.71359,-22.666666,65.44444,0.297802,3
138,0.388889,0.418519,-0.777778,0.666667,0.333333,3
117,0.111111,0.02963,-3.222222,3.111111,1,3
118,0.388889,0.062963,-2.111111,2,1,3
94,0.722222,0.196296,-6.444445,6,0.986111,3
86,8.777779,105.54074,-13.888889,19.88889,0.630945,3
142,0.277778,0.151852,-1.333333,1.333333,0.416667,3
118,0.333333,0.088889,-2.777778,2.555556,1,3
109,2.833333,1.677777,-8.555555,8.444445,0.864482,3
121,2.055556,2.059306,-16.222221,23.444445,0.596422,3
120,0.5,0.077778,-2.777778,3,1,3
122,4.833334,42.255566,-9.888889,11.333333,0.809331,3
117,0,0,0,0,0,3
89,0.777778,0.474074,-6.555555,6.444445,0.986111,3
88,2.5,5.855556,-12.666667,13.333333,0.754703,3
129,0.388889,0.151852,-1.555556,1.555556,0.777778,3
125,2.666667,3.777778,-7.111111,7.777778,0.853199,3
120,1.444444,1.869838,-25.555555,33.11111,0.681266,3
81,5.722223,28.50741,-14.444445,18.88889,0.628156,3
96,1.555556,2.251852,-8,7.777778,0.910065,3
107,0.833333,0.344444,-5.666666,5.333334,0.94709,3
106,2.222222,3.718517,-8,7.888889,0.903571,3
144,0.222222,0.074074,-2.888889,2.888889,1,3
129,0.111111,0.02963,-1.555556,1.555556,1,3
124,6.5,4.544838,-10.444445,12.888889,0.772152,3
81,0.777778,0.296296,-7.444445,7.444445,0.881217,3
85,1.111111,0.720082,-4,3.444444,0.912963,3
91,0.666667,0.311111,-7.666666,8,0.867813,3
136,0.388889,0.107407,-1.777778,1.888889,0.962963,3
144,0.611111,0.151852,-7.222222,6.555555,0.986111,3
130,0.555555,0.544331,-3.777778,3.333333,0.977778,3
96,0.833333,0.3,-10.888889,11.888889,0.778863,3
106,0.833333,0.477778,-5.888889,6.111111,0.940476,3
122,4.111111,3.781044,-6,26.444445,0.402492,3
83,2.333333,1.688889,-12.111111,11.888889,0.82735,3
126,1.055556,0.285185,-7.222222,6.555555,0.935706,3
83,12.888889,28.785189,-16.11111,22.666666,0.664785,3
88,1.555556,1.274074,-7.888889,7.666666,0.929574,3
125,0.833333,0.691215,-4,3.888889,0.923809,3
139,2.111111,1.668887,-6.222222,23.88889,0.386612,3
102,1.555556,0.474074,-8.444445,7.666666,0.940741,3
99,3.055555,14.774076,-9.111111,9,0.9109,3
123,0.444444,0.207407,-2.111111,2,1,3
138,0.944444,0.712326,-3.111111,2.777778,0.977778,3
145,1.277778,2.062963,-1.555556,1.444444,0.251852,3
115,3.333333,1.414213,-19,22.88889,0.618328,3
139,0.333333,0.516398,-2,1.777778,1,3
125,0.722222,0.490654,-11.888889,25.333334,0.56104,3
141,0.888889,0.82963,-8.444445,7.666666,0.953086,3
124,1.444444,0.785185,-2.777778,2.666667,0.953704,3
103,1.111111,0.962963,-6.111111,5.666666,0.987654,3
133,0,0,0,0,0,3
119,1.777778,1.721326,-25.11111,33.666668,0.635624,3
73,1.722222,0.862962,-9.222222,9.666667,0.822507,3
128,2.444444,1.68215,-19.11111,25.88889,0.613385,3
80,16.666666,71.5111,-18.88889,31.666666,0.514254,3
115,0.555555,0.385185,-5,4.666667,0.962963,3
119,1.055556,0.951852,-3.333333,3.222222,0.984127,3
134,0.833333,0.278887,-5,3.888889,0.977778,3
94,2.555556,1.64204,-8,7.777778,0.609788,3
121,1.5,0.888194,-6.888889,6,0.843518,3
130,1.222222,0.655461,-5.888889,5,0.931217,3
112,1.555556,1.718518,-8.111111,7.222222,0.867665,3
124,0.555556,0.474074,-3.111111,2.777778,0.984127,3
95,3,3.288889,-8.888889,9.444445,0.794108,3
104,22.111109,21.61858,-11.222222,23.444445,0.607613,3
112,0.111111,0.272166,-0.444444,0.444444,0.222222,3
122,0.444444,0.403687,-1.666667,1.222222,0.555556,3
118,0.055556,0.136083,-0.111111,0.111111,0.111111,3
78,43.333332,662.35547,-26.666666,91.44444,0.269733,3
134,0.055556,0.018519,-0.111111,0.111111,0.111111,3
105,31.222223,650.42957,-21.222221,52.666668,0.37578,3
136,2.666667,3.197221,-19.555555,25.333334,0.660813,3
136,0.666667,1.333333,-3,3,0.986111,3
66,10.944443,5.289054,-22.666666,49.555557,0.350169,3
76,1.833333,1.811111,-13.444445,13.333333,0.723011,3
130,0.333333,0.365148,-2.666667,2.555556,1,3
126,0.944444,0.574134,-17.88889,20,0.739265,3
111,4.111111,19.496296,-8,9.111111,0.864664,3
106,0.111111,0.172133,-1.666667,1.666667,1,3
100,0.666667,0.365148,-3.333333,2.777778,0.977778,3
136,2.111111,2.391343,-16.555555,20.88889,0.695755,3
103,1.111111,0.962963,-6.111111,5.666666,0.987654,3
138,0.444444,1.185185,-0.555556,0.666667,0.092593,3
87,44.722225,1386.3292,-26,79,0.306281,3
73,2.333333,1.066666,-10.444445,10.666667,0.78993,3
95,1.111111,0.251852,-12.444445,12.555555,0.816909,3
89,0.777778,0.474074,-6.555555,6.444445,0.986111,3
116,1.055556,1.440741,-5.555555,5.111111,0.96142,3
137,0.388889,0.250924,-2.333333,2.222222,1,3
82,2.111111,4.385186,-11.444445,10.222222,0.843607,3
126,0.5,0.166667,-4.222222,3.666667,1,3
99,1,0.355556,-5.777778,5.555555,0.986111,3
132,0.222222,0.02963,-1.111111,1.111111,0.888889,3
95,1.055556,0.72963,-7.888889,7.222222,0.88955,3
122,0.833333,0.388889,-4.777778,4.444445,1,3
91,33.444447,889.3629,-20.777779,52.666668,0.398824,3
109,3.999999,3.084009,-18.88889,22.333334,0.694627,3
137,0.111111,0.02963,-0.777778,0.777778,0.777778,3
123,0.5,0.166667,-4.555555,4.222222,1,3
81,5.722223,28.50741,-14.444445,18.88889,0.628156,3
77,1.611111,1.574075,-11.333333,10.222222,0.891608,3
131,0.333333,0.044444,-1.555556,1.555556,1,3
68,18.277777,338.64075,-25.88889,60.11111,0.413033,3
113,6.166666,6.224503,-32.333332,44.22222,0.622071,3
120,0.388889,0.062963,-3,3,1,3
113,0.666667,0.488889,-3.888889,3.444444,0.981482,3
146,0,0,0,0,0,3
80,16.666666,71.5111,-18.88889,31.666666,0.514254,3
141,0.722222,0.151852,-4.333334,3.666667,0.977778,3
131,0,0,0,0,0,3
119,0.555555,0.207407,-4.333334,4.222222,1,3
114,1.166667,0.255555,-5.222222,4.666667,0.984127,3
132,0.388889,0.534027,-3.888889,3.444444,1,3
126,2.555556,1.797117,-15.888889,17.222223,0.736431,3
122,1.166667,0.691215,-17.88889,25.333334,0.584744,3
140,3.055556,2.678447,-11.777778,15.111111,0.627944,3
107,0.666667,0.421637,-28.666666,36,0.638541,3
111,1.944444,1.041722,-25.11111,30.11111,0.679513,3
117,0.611111,0.774074,-3.333333,3.555556,0.968254,3
102,0.833333,0.566667,-6.666666,6.333334,0.899735,3
119,1.333333,1.38243,-6.777778,6.777778,0.732926,3
139,0.333333,0.088889,-1.333333,1.333333,0.777778,3
108,3.388889,10.107411,-10.666667,14.111111,0.705482,3
127,1,0.788811,-7.444445,6.777778,0.827249,3
102,0.833333,0.566667,-6.666666,6.333334,0.899735,3
120,3.722222,9.618522,-6.888889,7.666666,0.893054,3
127,1.277778,0.827759,-16.444445,26.444445,0.601444,3
85,2.277778,6.818519,-13.888889,14.888889,0.774121,3
123,0.166667,0.077778,-3.444444,3.444444,1,3
70,9.944444,6.948753,-14.444445,26.666666,0.415836,3
90,3.333333,3.211092,-7.333334,7.333334,0.725289,3
90,0.666667,0.222222,-6.777778,6.888889,0.926146,3
77,2.388889,0.774074,-13.444445,13.111111,0.762049,3
122,1.333333,0.699206,-24.444445,28.333334,0.718221,3
124,0.277778,0.151852,-2,2,1,3
87,1.888889,1.746955,-5.111111,5.666666,0.862771,3
137,1,0.177777,-13.555555,13.888889,0.779866,3
99,1,0.355556,-5.777778,5.555555,0.986111,3
125,0.833333,0.691215,-4,3.888889,0.923809,3
95,1.111111,0.620633,-4.777778,3.888889,0.874074,3
72,1.388889,1.44074,-8.888889,9.444445,0.84169,3
73,9.444445,12.33003,-42.444443,57.333332,0.651133,3
109,2,5.911112,-9.333333,9.666667,0.760734,3
107,3.944445,17.12963,-11.444445,14.555555,0.697226,3
116,1.333334,1.135293,-20.88889,29.555555,0.596104,3
126,0.944444,0.490653,-6.666666,5.222222,0.908995,3
136,2.777778,3.166959,-7.666666,26.666666,0.425293,3
92,7,5.688196,-11.666667,18.666668,0.564898,3
83,8.333333,121.24443,-10.555555,28.555555,0.504161,3
145,2.111111,4.385186,-4.222222,3.555556,0.457672,3
87,13.222221,70.02964,-14.666667,23.444445,0.652043,3
69,20.444445,1039.5408,-13.777778,29.333334,0.508994,3
99,3.055555,14.774076,-9.111111,9,0.9109,3
144,0.5,0.166667,-3.444444,3.444444,1,3
134,1.5,1.544444,-11.888889,11.444445,0.833935,3
116,2.111111,1.318519,-6.333334,6,0.875529,3
111,0.944444,1.396296,-3.888889,3.555556,1,3
113,0.277778,0.327731,-2.888889,2.777778,1,3
133,0.388889,0.327731,-2.888889,2.777778,1,3
124,0.277778,0.151852,-2,2,1,3
91,3.277778,9.040739,-11.444445,12.111111,0.823021,3
142,0.888889,1.408966,-6.555555,7.222222,0.81358,3
96,2.777778,6.162962,-8.333333,8,0.909236,3
81,15.166667,110.8778,-26.444445,55.555557,0.420176,3
110,0.5,0.211111,-4.666666,4.444445,0.977778,3
124,2.388889,1.678844,-21.333334,24.11111,0.691123,3
103,2.944445,3.421609,-5.888889,6.222222,0.799074,3
124,1.833333,6.433335,-4.666666,5.888889,0.895369,3
138,5.5,2.428991,-19.88889,24.777779,0.60922,3
79,1.333333,0.533333,-8.555555,9.222222,0.791667,3
120,0.5,0.3,-4.333334,4,1,3
123,0.666667,0.044444,-4.111111,3.777778,1,3
125,1.055556,0.90472,-22.333334,30.666666,0.638455,3
85,2.388889,3.050805,-5.888889,6.777778,0.762963,3
123,0.5,0.211111,-3.555556,3.333333,1,3
123,0.611111,0.418518,-2.888889,2.666667,0.981482,3
136,2.666667,3.197221,-19.555555,25.333334,0.660813,3
108,27.277779,15.930981,-24.11111,61.11111,0.358975,3
73,10.722222,7.680904,-43.666668,70.111115,0.549032,3
121,0.111111,0.074074,-3.444444,3.333333,1,3
90,1.111111,2.118518,-7.555555,7.888889,0.904321,3
101,6.444445,59.496284,-13.222222,15.555555,0.700087,3
146,0.055556,0.136083,-0.111111,0.111111,0.111111,3
136,2.055555,2.112573,-11.666667,13.222222,0.695088,3
116,1.222222,1.096297,-6.777778,5.666666,0.912698,3
114,8.833333,8.66859,-34.444443,47.22222,0.629245,3
121,0.944445,0.712325,-25,29.222221,0.696178,3
112,0.5,0.182574,-1.333333,1.222222,0.666667,3
127,0.222222,0.02963,-1.888889,1.888889,1,3
100,2.555556,8.829631,-9.444445,9.444445,0.876332,3
107,1.111111,2.562963,-4.666666,4.555555,0.981482,3
80,1.833333,1.1,-12.555555,12.444445,0.775282,3
122,0,0,-1,1,1,3
88,2.166666,1.98889,-11.111111,10.111111,0.851379,3
91,25.277779,377.9295,-17.555555,52.666668,0.348885,3
99,2.777778,4.651851,-9.888889,11.555555,0.711898,3
102,9.444444,90.91857,-12.777778,20.222221,0.575126,3
133,0.222222,0.02963,-2.222222,2.222222,1,3
93,3.444444,11.674076,-10.666667,11.888889,0.760191,3
98,0.388889,0.062963,-4.222222,4.111111,1,3
110,0.5,0.211111,-4.666666,4.444445,0.977778,3
93,1.388889,1.796296,-7.333334,7.222222,0.93567,3
95,1.611111,1.218518,-10.888889,9.222222,0.907099,3
121,1.166667,0.833334,-8.777778,7.777778,0.907407,3
123,1,0.844444,-3.777778,3.666667,0.961905,3
80,3.833333,36.12222,-10.444445,15.111111,0.597765,3
96,2.333333,7.51111,-9.333333,9.777778,0.824784,3
138,0.722222,0.490653,-9.555555,9.333334,0.790011,3
138,0.888889,0.385185,-4.222222,3.777778,1,3
124,1.833333,6.433335,-4.666666,5.888889,0.895369,3
105,3.666666,14.400001,-7.444445,8.333334,0.886048,3
90,2.444444,2.018434,-6.333334,6.222222,0.665344,3
124,0.222222,0.074074,-3.222222,3.222222,1,3
135,0.333333,0.088889,-2.222222,2.111111,0.888889,3
102,29.888887,488.02975,-19.777779,52.666668,0.397892,3
120,1.444444,1.869838,-25.555555,33.11111,0.681266,3
109,1.111111,1.896296,-4.888889,4.777778,0.969136,3
127,1.055556,0.490653,-25.777779,30.11111,0.701476,3
121,1.5,0.888194,-6.888889,6,0.843518,3
134,1.611111,1.06284,-15.111111,15.888889,0.772831,3
144,0.333333,0.088889,-3,3,1,3
132,1.722222,0.998146,-3.888889,4.222222,0.676888,3
110,2.277777,1.902241,-24,29,0.680787,3
120,0.611111,0.772202,-16.88889,25.777779,0.562158,3
71,21.888885,16.536379,-18.88889,40.22222,0.395671,3
125,0.888889,0.344265,-3.444444,3.111111,1,3
137,3.833333,37.500004,-7.333334,9,0.837478,3
79,1.166667,1.322222,-10.888889,10.555555,0.842452,3
120,5.944445,60.06297,-10.888889,12.777778,0.822893,3
114,0.277778,0.062963,-2.888889,3.888889,0.881481,3
76,7.833334,201.72226,-15.222222,19.444445,0.637421,3
115,5,2.936362,-12,12.888889,0.767235,3
138,0.333333,0.177778,-2.333333,2.333334,1,3
93,1.5,0.922222,-9,9.333334,0.80862,3
96,1.111111,0.34074,-8.111111,8.555555,0.872222,3
85,2.055556,6.862964,-8.888889,8.888889,0.885825,3
108,1.166667,0.912871,-3.888889,3.333333,0.875926,3
116,0.833333,0.922222,-5.222222,5,0.970238,3
108,27.277779,15.930981,-24.11111,61.11111,0.358975,3
128,0.388889,0.151852,-2.222222,2.222222,1,3
88,0.944445,0.32963,-7,6.444445,0.938492,3
110,2.722222,2.996295,-7.555555,6.444445,0.806658,3
143,0.888889,0.607407,-9.888889,9.444445,0.915376,3
141,2.166667,1.278019,-14.333333,18.555555,0.585775,3
111,0.388889,0.240741,-4,4,1,3
125,0.5,0.3,-4.111111,3.888889,1,3
90,0.666667,0.222222,-6.777778,6.888889,0.926146,3
147,3.555555,3.215702,-3.777778,9.888889,0.349471,3
122,1.388889,7.574073,-5.111111,5.222222,0.960317,3
124,1.111111,1.051852,-6.888889,6.111111,0.973765,3
80,34.61111,409.39636,-25.333334,79.55556,0.289624,3
90,6.777779,63.76296,-12.666667,15.666667,0.762919,3
129,0.111111,0.02963,-1.555556,1.555556,1,3
81,9.222222,205.36296,-22,30.555555,0.595282,3
124,0.444444,0.074074,-2.666667,2.444444,1,3
131,1,1.095445,-1.555556,1.777778,0.407407,3
139,2.111111,1.668887,-6.222222,23.88889,0.386612,3
125,2.666667,3.777778,-7.111111,7.777778,0.853199,3
75,26.611113,31.71359,-22.666666,65.44444,0.297802,3
128,3.166667,12.433335,-8.555555,9.555555,0.804724,3
109,2.833333,1.677777,-8.555555,8.444445,0.864482,3
106,1.277778,0.596296,-5.555555,4.888889,0.95172,3
95,2.222222,3.096295,-7.111111,7.444445,0.919597,3
124,1.388889,0.907407,-5.444445,5.555555,0.836773,3
143,0.888889,0.607407,-9.888889,9.444445,0.915376,3
120,0.444444,0.296296,-4.777778,3.888889,1,3
144,0.5,0.166667,-3.444444,3.444444,1,3
87,1.888889,1.746955,-5.111111,5.666666,0.862771,3
145,1.277778,2.062963,-1.555556,1.444444,0.251852,3
91,1.388889,0.996296,-9,8.111112,0.911448,3
69,4.333333,36.400005,-12.555555,16,0.604281,3
120,0.722222,0.879815,-7.222222,6.555555,0.839947,3
126,1.222222,6.296297,-3.222222,3.555556,0.965812,3
122,1.555556,1.996293,-17.777779,31.11111,0.54583,3
130,0.277778,0.389682,-2.333333,2.333334,1,3
98,1.333333,0.918937,-4.444445,3.555556,0.883333,3
122,0.444444,0.403687,-1.666667,1.222222,0.555556,3
95,1.944444,0.685186,-9.666667,9,0.874917,3
64,20.222223,17.629103,-19,38,0.400746,3
102,1.166667,0.877778,-9.111111,8.444445,0.891218,3
97,0.555555,0.207407,-6,5.555555,0.984127,3
124,1.111111,1.051852,-6.888889,6.111111,0.973765,3
129,0.388889,0.151852,-1.555556,1.555556,0.777778,3
137,0.277778,0.018519,-0.666667,0.666667,0.666667,3
98,4.666666,39.288876,-9.555555,10.444445,0.872146,3
133,0,0,0,0,0,3
120,0.722222,0.596296,-4.222222,4.111111,0.984127,3
98,1.777778,1.318518,-10.333333,9.222222,0.89084,3
91,0.833333,0.255556,-8.111111,8,0.944811,3
83,0.666667,0.632455,-6.444445,6,0.740476,3
100,2.444444,6.02963,-9.888889,11.555555,0.773815,3
82,6.222223,66.65185,-12.444445,14.555555,0.742819,3
81,22.111109,263.09634,-23,51.77778,0.366946,3
132,0.555555,0.785185,-1.888889,2,0.981482,3
110,0.5,0.566667,-5.111111,4.888889,0.984127,3
38,1.000001,0.760116,-24,74.333336,0.336015,4
119,0.944446,0.772202,-10.888889,48.22222,0.271717,4
146,1.111111,0.740741,-7.777778,15.666667,0.487864,4
98,5.944444,3.079803,-8.888889,41,0.265698,4
64,2,1.115547,-20.777779,71,0.313003,4
101,2.055554,1.555158,-22.444445,79.44444,0.289362,4
17,0.888891,0.807374,-23.555555,87.333336,0.284874,4
15,1.222223,1.0256,-28.88889,86.888885,0.316905,4
76,0.555555,0.344266,-18.88889,54.11111,0.334876,4
98,1.055556,0.772202,-11.666667,37.11111,0.346398,4
121,2.722222,1.925463,-11.111111,40.555557,0.313427,4
90,2.833333,2.770879,-21,61.444443,0.327632,4
127,8.555555,59.54075,-8.222222,48.22222,0.248999,4
109,1.222222,0.655462,-20.555555,62.88889,0.325138,4
65,1.555555,0.93492,-21.88889,72.66667,0.314783,4
121,0.944444,0.904721,-10.777778,49.444443,0.280578,4
128,1.666666,1.054092,-20.777779,67.111115,0.312927,4
96,0.944444,0.879816,-3.111111,61,0.174579,4
147,2.5,1.277778,-19.222221,38.666668,0.457405,4
101,0.5,0.349603,-11.888889,39.444443,0.327288,4
137,3.444445,1.088663,-2.888889,45.333332,0.176066,4
106,7,53.244434,-10.777778,45.77778,0.270907,4
117,1.277778,0.742868,-19,58.444443,0.330477,4
44,2.111113,1.128748,-25.666666,75.55556,0.339917,4
124,2.444445,1.807404,-14.666667,65.22222,0.258543,4
79,0.888889,0.651853,-8.777778,53.88889,0.245206,4
124,1.888889,1.186342,-20.222221,56.333332,0.348022,4
111,1.500001,1.471961,-19.333334,71.66667,0.298892,4
138,2.388889,1.638653,-16.555555,66.77778,0.280911,4
78,2.611111,2.322991,-30.222221,88.44444,0.325487,4
129,2,3.155558,-16.777779,34.88889,0.449747,4
129,19.833334,11.944499,-12.333333,60.666668,0.248092,4
120,1.277779,0.646929,-9.444445,69.333336,0.222808,4
134,1.444444,0.544332,-21.11111,63.11111,0.341111,4
126,0.555556,0.162963,-11,27.333334,0.405936,4
64,1.055556,1.020167,-25,78.111115,0.31426,4
125,1.333333,0.760117,-18,55,0.324639,4
140,1.388889,0.685185,-15.333333,32.22222,0.444353,4
90,1.277777,0.879814,-22.555555,79.77778,0.278345,4
102,1.166667,0.62361,-23.11111,73.44444,0.317014,4
119,0.944446,0.772202,-10.888889,48.22222,0.271717,4
123,1.111111,0.518518,-14.777778,68.55556,0.251194,4
127,15.388888,4.144167,-1.888889,41,0.204536,4
45,2.055555,1.526313,-14.888889,63.77778,0.259367,4
95,7.055555,5.724864,-11.888889,56.333332,0.264571,4
159,2.222222,1.455513,-2.666667,29.555555,0.202846,4
159,1.277778,1.574074,-4.555555,10.111111,0.541667,4
53,0.944443,0.389682,-10.666667,48.666668,0.264564,4
104,1.999999,0.711111,-16.222221,76.55556,0.267219,4
42,4.333334,2.231094,-15,54.11111,0.271572,4
93,2.055555,1.730981,-24.222221,79.22222,0.315538,4
132,1.111111,0.75031,-17,45.666668,0.354746,4
117,1.444443,0.860663,-16.444445,49.77778,0.335026,4
112,1.055556,0.712325,-20.777779,73.333336,0.293681,4
124,2.055555,0.490655,-15.444445,51.444443,0.317097,4
102,0.666667,0.177779,-20.11111,77.111115,0.26938,4
68,1.555556,0.962963,-14.333333,68.22222,0.265053,4
120,1.555555,1.833839,-9.222222,56.333332,0.245321,4
116,1.111111,0.834444,-13.333333,38.333336,0.355756,4
123,13.222221,108.74074,-14.444445,64.111115,0.280593,4
98,1.277777,0.596297,-15.888889,64.66667,0.28511,4
138,1.055553,0.41852,-16.777779,82.55556,0.248998,4
111,2.277777,1.597452,-12.444445,38.22222,0.349325,4
110,1.277777,0.596297,-13.666667,60.444443,0.249253,4
45,2.055555,1.526313,-14.888889,63.77778,0.259367,4
70,4.111111,2.754121,-10.555555,48.333332,0.274051,4
125,2.444445,1.344399,-24,73.77778,0.323908,4
107,10.333333,3.011091,-7,35.88889,0.311552,4
32,2.277778,1.971088,-23.444445,72.77778,0.344409,4
