@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
57,119,20.592592,-25.11111,39.22222,3
96,130,2.407408,-5.888889,7.777778,3
99,130,1.37037,-3.777778,5.888889,3
18,90,2.814815,-6.777778,12.222222,3
54,138,0.259259,-0.777778,1.222222,3
118,125,1.148148,-3.444444,5.888889,3
140,125,3.925926,-7.111111,11.555555,3
69,136,19.444445,-7.666666,19,3
61,119,1.222222,-3.333333,6,3
49,112,3.814815,-8.111111,10.222222,3
140,124,2.518518,-6.888889,10.777778,3
226,84,4.555555,-9,13.333333,3
31,68,47.185184,-25.88889,38.77778,3
140,124,2.518518,-6.888889,10.777778,3
59,120,19.074074,-25.555555,42.11111,3
17,85,1.777778,-4,5,3
126,141,3.259259,-8.444445,13.222222,3
201,120,3.740741,-6.888889,11.777778,3
35,107,9.518518,-6.555555,8.111111,3
132,134,6.185185,-11.888889,15.777778,3
106,107,22.555555,-28.666666,40.333332,3
6,81,12.481482,-14.444445,19.222221,3
123,136,1.111111,-3,5.666666,3
4,96,3.555556,-8,12.666667,3
95,141,1.555556,-4.333334,6.333334,3
58,109,4.296296,-8.555555,12.444445,3
9,80,23.62963,-18.88889,24.11111,3
19,145,2.074074,-4.222222,4.444445,3
68,103,2.148148,-6.111111,10.555555,3
254,73,34.703705,-42.444443,67.888885,3
74,129,0.518518,-1.555556,3.111111,3
26,137,0.259259,-0.777778,1.555556,3
10,112,0.444444,-1.333333,2.333333,3
51,115,2.703704,-6.444445,8.888889,3
245,73,46.666668,-43.666668,70.333336,3
121,120,3.518518,-7.222222,9.111111,3
132,124,1.074074,-3.222222,6.444445,3
115,111,18.037037,-25.11111,36.22222,3
201,86,13.407408,-13.888889,19.444445,3
80,87,67.44444,-26,34.666668,3
94,144,1.148148,-3.444444,6.888889,3
54,91,3.259259,-8.111111,14.222222,3
3,91,5.62963,-11.222222,15.111111,3
98,144,1,-3,6,3
205,83,23.296297,-10.555555,15.777778,3
53,135,0.740741,-2.222222,4.111111,3
35,135,0.222222,-0.666667,1.333333,3
104,139,0.666667,-2,3.333333,3
196,100,8.148149,-10.444445,15.555555,3
58,95,4.444445,-9.666667,13.666667,3
237,137,0.666667,-2,4,3
88,136,8,-11.666667,15.666667,3
204,116,2.185185,-5.555555,8.777778,3
228,91,2.62963,-6.555555,10.777778,3
33,132,1.962963,-3.888889,6.777778,3
93,127,3.814815,-7.444445,8.888889,3
36,145,0.851852,-1.555556,1.777778,3
94,127,2.740741,-6.555555,8.444445,3
226,69,23.814816,-13.777778,16.555555,3
25,91,3.888889,-9,12.666667,3
220,120,1,-3,6,3
40,95,4.62963,-10.888889,13.777778,3
31,96,3.777778,-8.333333,12.666667,3
226,72,4.518518,-8.888889,14.777778,3
140,125,3.925926,-7.111111,11.555555,3
6,81,12.481482,-14.444445,19.222221,3
18,123,1.074074,-2.888889,4.777778,3
90,116,18.74074,-20.88889,32.444443,3
124,101,10.185185,-13.222222,16.11111,3
109,146,0.037037,-0.111111,0.222222,3
33,142,0.037037,-0.111111,0.222222,3
33,100,1.222222,-3.333333,4.666666,3
14,95,2.259259,-4.777778,4.888889,3
9,80,23.62963,-18.88889,24.11111,3
68,115,26.037037,-22.777779,38.88889,3
240,75,38.037037,-24.777779,37.88889,3
41,75,55,-22.666666,31.333334,3
54,91,3.259259,-8.111111,14.222222,3
68,122,20.148148,-17.777779,32.88889,3
56,107,7.962963,-10.222222,15.111111,3
239,123,1.518519,-4.555555,8.111111,3
233,97,2.111111,-6,10.333333,3
118,109,13.296296,-18.88889,27.11111,3
150,144,2.518518,-7.222222,12.111111,3
39,124,7.592593,-10.444445,15.888889,3
2,114,1.740741,-2.888889,6.444445,3
94,144,1.148148,-3.444444,6.888889,3
52,102,2.888889,-6.666666,10.333333,3
231,124,3,-4.666666,8.666667,3
96,115,14.777778,-19,24.333334,3
23,113,1.407407,-3.888889,6.111111,3
23,129,0.518518,-1.555556,3.111111,3
5,118,0.925926,-2.777778,4.888889,3
48,83,6.259259,-12.111111,16.88889,3
232,126,1.518519,-3.222222,6.111111,3
27,134,8.703704,-15.111111,21.555555,3
132,91,42.814816,-20.777779,29.555555,3
58,128,16.481482,-19.11111,28.222221,3
96,133,0.481482,-1.444444,2.888889,3
2,96,5.222222,-9.333333,13.666667,3
21,122,0.555556,-1.666667,2,3
75,98,5.518518,-9.555555,14.777778,3
127,120,1.518519,-4.222222,7.777778,3
55,108,8.666667,-10.666667,16.333334,3
227,69,11.074074,-12.555555,14.777778,3
31,88,5.259259,-11.111111,14.555555,3
2,88,7.777778,-12.666667,16.666666,3
196,93,5,-9,13,3
199,100,6.074074,-9.888889,16.444445,3
63,122,0.333333,-1,2,3
207,97,2.62963,-6.222222,9.777778,3
14,71,31.851852,-18.88889,25.11111,3
128,116,1.962963,-5.222222,9.111111,3
81,145,13.444445,-10.666667,20,3
48,79,5.407407,-10.888889,15.444445,3
28,114,1.851852,-5.222222,8.444445,3
103,130,0.777778,-2.333333,4.666666,3
95,127,0.62963,-1.888889,3.777778,3
127,143,4.185185,-9.888889,15.777778,3
206,80,10.037037,-10.444445,15.222222,3
20,137,0.222222,-0.666667,1.333333,3
68,127,16.37037,-16.444445,30.222221,3
48,85,4.296296,-8.888889,13.777778,3
78,100,4.592593,-9.444445,14.555555,3
37,120,1.925926,-5.111111,7.555555,3
18,83,14.37037,-16.11111,24.88889,3
6,120,1.148148,-2.777778,5.555555,3
214,79,4.851852,-8.555555,13.111111,3
217,115,1.888889,-5,8.333333,3
67,136,15.518518,-19.555555,29.444445,3
112,102,3.37037,-8.444445,12.888889,3
117,110,17.222221,-24,35.333332,3
241,137,5,-7.333334,12,3
21,122,0.555556,-1.666667,2,3
91,120,16.851852,-16.88889,26.777779,3
100,111,4.888889,-8,12.666667,3
85,121,17.222221,-25,36,3
39,77,7.703704,-13.444445,16.222221,3
21,64,31,-19,21,3
120,89,10.481482,-14.111111,19.88889,3
45,126,10.185185,-15.888889,21.11111,3
67,136,15.518518,-19.555555,29.444445,3
27,112,0.148148,-0.444444,0.888889,3
35,76,13.518518,-15.222222,17.777779,3
242,81,41.925926,-26.444445,40.88889,3
215,123,1.37037,-4.111111,7.222222,3
58,124,1.148148,-3.111111,4.888889,3
38,116,2.814815,-6.777778,8.555555,3
54,126,1.407407,-4.222222,6.777778,3
104,134,1.777778,-5,6.333334,3
96,119,1.444444,-4.333334,8.333333,3
71,125,16.407408,-11.888889,21.777779,3
130,102,14.37037,-12.777778,17.555555,3
45,108,49.814816,-24.11111,33.88889,3
217,73,4.851852,-9.222222,14.444445,3
55,93,3,-7.333334,12.666667,3
18,66,39.88889,-22.666666,29,3
122,123,1.185185,-3.555556,6.444445,3
127,143,4.185185,-9.888889,15.777778,3
139,128,5.296296,-8.555555,12.777778,3
73,117,1.333333,-3.333333,6.666666,3
235,81,3.481482,-7.444445,11.888889,3
7,90,4.666666,-6.333334,3.333333,3
87,135,0.962963,-2.888889,5.444445,3
221,111,1.333333,-4,8,3
78,99,4.148148,-9.111111,14.555555,3
127,81,42.555557,-23,27.666666,3
14,90,5,-7.333334,7,3
131,125,1.37037,-4.111111,7.555555,3
96,96,6.296296,-10.888889,16.777779,3
3,78,79.666664,-26.666666,35.333332,3
37,76,8.259259,-13.444445,15.222222,3
234,122,2.259259,-5.111111,8.888889,3
18,70,21.037037,-14.444445,16.88889,3
231,124,3,-4.666666,8.666667,3
85,124,14.666667,-21.333334,28.333334,3
74,129,0.518518,-1.555556,3.111111,3
235,120,1.444444,-4.333334,7.666666,3
103,125,1.777778,-4,6.333334,3
228,123,0.703704,-2.111111,3.888889,3
101,137,1.148148,-2.777778,4.555555,3
226,110,1.666667,-4.666666,8.333333,3
203,93,6.777778,-10.666667,15.333333,3
86,136,12.185185,-16.555555,26.11111,3
29,85,4.074074,-5.888889,8.111111,3
81,126,2.962963,-7.222222,10.777778,3
113,132,1.296296,-3.888889,6.444445,3
26,120,1.333333,-3.666667,6,3
37,103,3.851852,-5.888889,7.111111,3
6,118,0.037037,-0.111111,0.222222,3
14,136,0,0,0,3
92,121,14.962963,-16.222221,25.444445,3
114,102,4.037037,-9.111111,13.222222,3
59,141,12.666667,-14.333333,17.666666,3
42,138,0.296296,-0.555556,1.111111,3
106,136,0.703704,-1.777778,3.555556,3
113,128,0.740741,-2.222222,4.444445,3
220,124,0.888889,-2.666667,4.666666,3
118,85,8.185185,-13.888889,20.11111,3
113,130,0.888889,-2.666667,5,3
64,114,29.814816,-34.444443,52.22222,3
17,98,1.518519,-3.555556,4.111111,3
82,138,1.407407,-4.222222,7.111111,3
9,131,0,0,0,3
70,98,4.666666,-10.333333,13.666667,3
99,132,0.740741,-1.888889,3.777778,3
81,122,6.62963,-9.888889,14.111111,3
19,133,0,0,0,3
3,106,0.555556,-1.666667,3.333333,3
33,131,0.740741,-1.555556,3.111111,3
11,118,0.703704,-2.111111,3.888889,3
18,142,0.555556,-1.333333,2.333333,3
230,124,0.666667,-2,4,3
123,143,0.407407,-1.222222,2.444444,3
97,123,1.148148,-3.444444,6.888889,3
117,137,0.777778,-2.333333,4.333334,3
54,140,8.333333,-13.666667,17,3
13,83,3.703704,-6.444445,6.888889,3
47,119,4.37037,-6.777778,7.222222,3
18,87,2.925926,-5.111111,8.222222,3
138,137,7.62963,-13.555555,18.777779,3
101,121,3.407408,-6.888889,7.777778,3
60,132,0.37037,-1.111111,2.222222,3
49,139,0.444444,-1.333333,2.666667,3
103,125,1.777778,-4,6.333334,3
68,103,2.148148,-6.111111,10.555555,3
71,95,9.518518,-14.222222,17.777779,3
41,75,55,-22.666666,31.333334,3
224,95,3.518518,-7.888889,11.111111,3
83,126,11.185185,-17.88889,26.444445,3
68,109,1.962963,-4.888889,8.444445,3
47,127,17.592592,-25.777779,37.555557,3
69,139,18.074074,-6.222222,13.444445,3
236,117,45.88889,-19,37.666668,4
248,103,35.62963,-14.555555,28.777779,4
73,105,58.62963,-15.888889,35.11111,4
120,108,58.074074,-16.222221,34.444443,4
84,62,61.037037,-22.777779,45.555557,4
83,133,48.666668,-21.333334,41.666668,4
187,75,39.703705,-11.777778,25.555555,4
120,102,63.48148,-20.11111,40.88889,4
197,123,44.814816,-11.111111,26.88889,4
139,115,46.74074,-12.888889,28.777779,4
144,139,64.666664,-20.333334,42.333332,4
83,143,50.37037,-22.11111,43.22222,4
8,162,8.37037,-5.111111,10.888889,4
147,125,43.22222,-18,35.333332,4
203,120,49.407406,-13.555555,29.777779,4
177,76,29.814816,-3.444444,10.888889,4
219,80,39.703705,-10.111111,25.555555,4
210,73,42.25926,-5.111111,15.222222,4
118,111,62.25926,-17.444445,39.22222,4
124,162,10.037037,-6.111111,13.555555,4
34,13,70.37037,-29.11111,53.22222,4
219,132,35.22222,-17,31.333334,4
80,72,59,-23,46.333332,4
22,87,64.03704,-24.777779,48.88889,4
7,154,50.703705,-18.444445,39.88889,4
113,123,59.333332,-22.333334,43.333332,4
189,68,38.592594,-0.777778,11.222222,4
243,120,47.851852,-9.222222,25.444445,4
148,109,49.407406,-20.555555,40.444443,4
191,101,45.037037,-18.11111,36.22222,4
176,100,55.37037,-15.111111,34.555557,4
113,34,72.888885,-23.666666,48.666668,4
212,68,37.962963,-1.222222,11.111111,4
29,18,68.296295,-27.88889,53.444443,4
79,28,62.407406,-26.88889,50.11111,4
99,156,21,-12.666667,24.666666,4
185,85,49.148148,-12.444445,31.222221,4
39,138,54.62963,-16.555555,36.444443,4
69,68,56.296295,-21.222221,44.11111,4
47,96,61.925926,-22.444445,45.22222,4
83,83,49.851852,-11.555555,29.11111,4
105,111,60.185184,-20.88889,44.11111,4
162,159,26.11111,-2.666667,10.333333,4
62,140,23,-15.333333,27.666666,4
109,130,13.037037,-9.444445,17.555555,4
137,147,27.222221,-20,34.333332,4
245,78,30.185184,-15.222222,30.444445,4
130,32,59.48148,-15.777778,34.22222,4
104,129,37.88889,-14.333333,28.666666,4
102,50,60.851852,-23.555555,44.77778,4
75,90,48.22222,-21,39.666668,4
155,138,69.48148,-16.777779,39.22222,4
146,125,69.333336,-18.333334,41.333332,4
182,135,32.703705,-12.444445,24.88889,4
252,76,42.296295,-18.88889,35.444443,4
178,25,44.814816,-15.777778,30.555555,4
158,76,34.851852,-8.888889,21.444445,4
99,149,21.37037,-14.111111,25.88889,4
130,32,59.48148,-15.777778,34.22222,4
197,121,41.037037,-10.777778,25.222221,4
163,68,56.77778,-14.333333,34.333332,4
76,134,48.925926,-21.11111,42.555557,4
112,38,64.62963,-19.222221,41.444443,4
185,110,50.666668,-13.666667,29.333334,4
37,78,43.814816,-8.111111,24.222221,4
179,133,36.77778,-14.333333,28.666666,4
54,126,23.296297,-6.888889,16.777779,4
217,77,40.22222,-9,24,4
155,135,69.92593,-18.777779,41.88889,4
170,159,20.518518,-0.555556,5.444445,4
153,116,29.444445,-13.333333,26.666666,4
209,122,39.22222,-10.333333,25,4
183,153,28,-20,32.333332,4
153,78,30.296297,-9.555555,21.444445,4
52,82,44.88889,-10,24.666666,4
102,158,39.333332,-11.333333,24.333334,4
169,66,51.592594,-11.444445,28.88889,4
219,80,39.703705,-10.111111,25.555555,4
19,62,62.814816,-27.11111,51.555557,4
164,83,66.25926,-18.11111,40.22222,4
147,34,47.592594,-19.444445,37.22222,4
74,127,45.25926,-17.444445,36.22222,4
45,67,64.74074,-22.88889,47.11111,4
41,150,20.74074,-13.555555,25.444445,4
245,110,34.11111,-15,31,4
44,50,65.111115,-23.333334,45.666668,4
185,102,56.77778,-17,37,4
140,73,46.296295,-1.888889,14.444445,4
136,45,53.074074,-14.888889,32.11111,4
121,107,54,-13.666667,31.333334,4
77,135,47.37037,-19.11111,39.88889,4
141,17,44.592594,-12.777778,28.222221,4
186,98,33.962963,-8.888889,21.11111,4
41,101,64.37037,-22.444445,45.22222,4
66,160,22.851852,-13.888889,26.11111,4
24,15,70.07407,-27.222221,52.11111,4
127,118,34.333332,-10.666667,22,4
151,89,31.703703,-13.111111,27.88889,4
116,125,60.925926,-25.11111,46.555557,4
40,17,70.51852,-24.222221,48.11111,4
217,148,29.074074,-22.88889,37.444443,4
68,157,21.444445,-13.666667,25.666666,4
233,154,33,-23.666666,40.666668,4
193,154,28.148148,-19.777779,34.22222,4
187,120,60.037037,-9.444445,27.88889,4
199,97,47.814816,-5.444445,18.88889,4
198,127,40.74074,-8.222222,22.444445,4
118,21,65.888885,-19.666666,40,4
224,124,43.51852,-20.222221,38.444443,4
22,87,64.03704,-24.777779,48.88889,4
193,125,37.444443,-15.333333,30.333334,4
97,46,62.333332,-27.333334,50.333332,4
228,42,44.555557,-15,28.666666,4
241,70,39.962963,-10.555555,25.11111,4
109,111,57.77778,-19.333334,41.666668,4
199,120,51.074074,-8.555555,24.444445,4
41,103,61.25926,-15.777778,36.555557,4
176,100,55.37037,-15.111111,34.555557,4
229,24,49.185184,-20.555555,36.11111,4
59,139,16.37037,-11.777778,21.88889,4
155,127,36.51852,-1.888889,13.444445,4
53,42,28.25926,-11.444445,23.88889,4
128,140,27.666666,-8.333333,17.666666,4
202,71,38.37037,-1.444444,11.222222,4
20,122,60.74074,-27.555555,52.444443,4
79,44,58.666668,-25.666666,50.666668,4
129,157,23.148148,-14.777778,26.555555,4
109,100,57.148148,-16.777779,37.555557,4
190,136,4.851852,-5.888889,11.111111,4
167,53,40.444443,-10.666667,24.666666,4
168,70,55.037037,-10.444445,29.555555,4
229,147,27.296297,-19.222221,34.11111,4
173,158,8.37037,-3.777778,10.222222,4
233,159,6.62963,-4.555555,10.444445,4
132,84,8.888889,-4.666666,8.666667,4
21,147,6.259259,-1.444444,6.555555,4
45,121,54.962963,-21.555555,41.11111,4
32,158,7.962963,-4.888889,11.777778,4
27,57,70.37037,-31.11111,59.22222,4
128,161,7.148148,-4.777778,11.222222,4
169,102,58.22222,-14.333333,34.333332,4
39,17,71.18519,-23.555555,48.444443,4
229,102,42.77778,-17.333334,35,4
109,76,51.77778,-12.333333,29.333334,4
183,105,65.55556,-16.666666,39.666668,4
107,146,21.37037,-13.777778,24.88889,4
220,111,29.592592,-12.444445,25.88889,4
151,101,31.185184,-11.888889,24.777779,4
23,25,70.44444,-29.333334,55.666668,4
33,108,40,-12,24.666666,4
38,103,58.185184,-14.555555,34.11111,4
118,126,20.555555,-13.333333,24.333334,4
233,124,40.925926,-15.444445,31.555555,4
14,146,10.592592,-7.777778,15.222222,4
163,68,56.77778,-14.333333,34.333332,4
58,122,34.185184,-14.888889,30.444445,4
74,64,56.592594,-20.777779,43.22222,4
247,115,28.851852,-11.888889,23.777779,4
40,35,69.44444,-23,47.666668,4
238,98,52.851852,-15.888889,35.444443,4
104,147,49.77778,-18,38,4
13,15,68.96296,-28.88889,53.77778,4
78,128,49.925926,-21.777779,42.88889,4
140,116,46.814816,-13.444445,29.222221,4
78,85,48.88889,-19.333334,38,4
165,96,67.03704,-18.11111,39.555557,4
141,17,44.592594,-12.777778,28.222221,4
12,154,19.703703,-14.444445,26.555555,4
90,36,66.37037,-29.444445,55.22222,4
174,96,55.148148,-3.111111,17.555555,4
142,99,51.88889,0,12.333333,4
57,42,37.444443,-14,31,4
230,117,39.037037,-16.444445,32.22222,4
185,118,55.074074,-14.888889,33.77778,4
34,116,61,-25.666666,46.333332,4
187,106,37.703705,-10.777778,24.222221,4
133,125,66.25926,-15.444445,38.555557,4
38,94,68.111115,-21,43.666668,4
66,160,22.851852,-13.888889,26.11111,4
170,121,32.37037,-11.111111,24.555555,4
56,107,49.814816,-10.777778,25.555555,4
52,89,28.925926,-11.111111,23.88889,4
239,137,40.851852,-2.888889,13.444445,4
230,117,39.037037,-16.444445,32.22222,4
92,70,61.11111,-23,47.666668,4
2,95,55.62963,-24.555555,48.11111,4
168,77,59.555557,-16,35.333332,4
187,80,40.51852,-8.222222,21.444445,4
212,152,26.555555,-18.666666,33.333332,4
114,145,61.11111,-26,47,4
37,78,43.814816,-8.111111,24.222221,4
216,78,36.11111,-14.333333,29.666666,4
49,42,58.88889,-24.666666,47,4
103,65,60.148148,-19.11111,41.22222,4
187,80,40.51852,-8.222222,21.444445,4
54,133,21.444445,-4.666666,13,4
42,57,65.703705,-18.777779,41.22222,4
97,123,52.814816,-14.444445,33.88889,4
198,122,36.185184,-10.555555,23.444445,4
189,79,41.407406,-10.222222,24.777779,4
63,19,45.185184,-21.555555,40.77778,4
79,104,65.296295,-16.555555,38.11111,4
161,73,43.851852,-2.555556,14.777778,4
58,146,22.74074,-13.888889,26.444445,4
91,64,62,-25,48.333332,4
22,125,58.22222,-24,46.666668,4
169,117,31.25926,-11.444445,23.222221,4
189,124,38.592594,-8.111111,22.88889,4
72,32,56.37037,-23.444445,49.22222,4
190,105,45.74074,-13.555555,31.777779,4
198,127,40.74074,-8.222222,22.444445,4
47,121,53.666668,-20.333334,39.666668,4
208,65,56.703705,-12.111111,23.222221,4
188,73,40.185184,-13.555555,28.777779,4
219,126,36.185184,-7.888889,20.444445,4
29,78,69.74074,-30.222221,56.11111,4
209,70,36.74074,-9.222222,23.11111,4
139,95,46.851852,-11.888889,28.444445,4
151,129,32.037037,-13.444445,27.222221,4
152,83,26.518518,-9.555555,20.11111,4
86,20,65.18519,-26.222221,49.444443,4
106,65,60.62963,-20.88889,41.77778,4
114,129,62.407406,-24.555555,46.77778,4
174,75,41.11111,-2.333333,13.666667,4
58,109,41.814816,-17.11111,35.555557,4
227,44,47.814816,-14.777778,30.555555,4
70,38,58,-24,49,4
237,137,36.925926,-6.111111,16.222221,4
4,126,57.814816,-16.444445,37.88889,4
48,139,48.22222,-17,36.666668,4
80,83,49.444443,-11.333333,27.666666,4
122,129,51,-12.333333,29,4
221,69,36.962963,-0.888889,9.777778,4
136,129,24.703703,-16.777779,30.555555,4
80,77,59.11111,-24,44.666668,4
242,81,38.25926,-11.111111,26.88889,4
133,108,45.592594,-13.111111,29.555555,4
228,22,49.666668,-20.666666,39.666668,4
51,64,40,-14.333333,30.333334,4
201,125,43.37037,-5.111111,16.88889,4
157,20,35.48148,-10.444445,21.88889,4
201,125,42.814816,-11.111111,26.88889,4
11,62,66.77778,-28,53.666668,4
51,111,34.11111,-11.333333,24.333334,4
179,69,40.666668,0.666667,11.666667,4
120,124,53.77778,-14.333333,32,4
238,73,43.51852,-14.222222,28.444445,4
42,57,65.703705,-18.777779,41.22222,4
202,21,40.74074,-10.888889,25.777779,4
45,149,16.814816,-10.111111,20.88889,4
135,104,63.62963,-16.222221,38.77778,4
81,158,21.037037,-12.777778,23.88889,4
81,79,45.814816,-8.777778,24.222221,4
99,103,64.44444,-18.333334,41,4
104,112,59.148148,-20.777779,42.555557,4
19,102,58.37037,-23.11111,45.22222,4
112,90,65.18519,-22.555555,43.77778,4
224,124,43.148148,-11.777778,28.555555,4
60,126,20.11111,-11,21.666666,4
58,48,40.851852,-16.222221,34.77778,4
150,158,8.444445,-4.333334,11.333333,4
93,67,60.74074,-23.222221,45.444443,4
236,102,51.703705,-16.444445,37.88889,4
227,132,38.77778,-16.666666,31.333334,4
14,146,10.592592,-7.777778,15.222222,4
183,66,42.11111,-1.666667,11.333333,4
147,87,43.333332,-16.333334,34.666668,4
32,88,67.25926,-28.11111,53.22222,4
169,131,35.703705,-15.111111,30.222221,4
112,90,65.18519,-22.555555,43.77778,4
92,89,58.925926,-23.777779,46.555557,4
67,34,54.25926,-24.11111,48.22222,4
146,97,47.962963,-5.888889,19.11111,4
199,120,39.333332,-11.666667,25.333334,4
206,105,50.185184,-13.555555,32.11111,4
191,107,29.222221,-7,20,4
160,73,58.814816,-14.444445,33.88889,4
180,123,57.48148,-14.777778,33.22222,4
217,130,21.37037,-16.777779,31.555555,4
37,124,54.333332,-14.666667,32.666668,4
191,119,39.851852,-10.888889,25.11111,4
236,77,32.77778,-7.666666,14.666667,4
166,66,41.62963,-3.222222,14.111111,4
136,45,53.074074,-14.888889,32.11111,4
94,80,58.333332,-21.333334,41.333332,4
189,48,42.074074,-9.888889,23.444445,4
249,87,31.703703,-10.444445,23.222221,4
140,73,46.296295,-1.888889,14.444445,4
151,89,31.703703,-13.111111,27.88889,4
236,117,45.88889,-19,37.666668,4
144,35,37.592594,-15.777778,29.555555,4
169,102,58.22222,-14.333333,34.333332,4
150,158,8.444445,-4.333334,11.333333,4
18,43,64.703705,-29.444445,53.555557,4
190,105,45.74074,-13.555555,31.777779,4
55,145,26.777779,-7.666666,19.666666,4
163,151,30.481482,-22.11111,36.88889,4
152,152,1.407407,-1.222222,3.111111,5
189,107,27.777779,-13,22,5
249,58,8.851851,-8.555555,17.11111,5
119,153,3.37037,-1.111111,1.555556,5
137,141,0.037037,-0.111111,0.222222,5
189,144,0,0,0,5
178,134,1.851852,-2.555556,6.111111,5
76,89,16.814816,-11.777778,22.88889,5
226,131,0,0,0,5
10,137,0.925926,-2.444444,5.222222,5
243,94,1.185185,-2.888889,6.111111,5
203,61,7,-7.666666,16,5
209,94,9.111111,-9.666667,18.333334,5
244,82,15.518518,-11.555555,20.777779,5
226,131,0,0,0,5
229,104,19.777779,-10.333333,19,5
221,30,8.481482,-7.111111,13.888889,5
33,114,16.11111,-13,24,5
196,95,7.62963,-2.555556,9.444445,5
130,145,0,0,0,5
189,141,0,0,0,5
184,145,0.555556,-0.666667,2,5
195,119,8.62963,-8.222222,15.111111,5
186,12,6.259259,-7.111111,15.222222,5
104,137,3.703704,-4.777778,10.222222,5
117,137,3.111111,-4.666666,9.666667,5
225,36,7.925926,-8.777778,17.222221,5
219,133,9.851851,-10.888889,20.444445,5
6,154,0.074074,-0.222222,0.444444,5
160,110,31.62963,-13.222222,23.11111,5
47,89,14.222222,-12,23.666666,5
53,134,6.962963,-6.888889,12.777778,5
211,130,0,0,0,5
83,96,19.592592,-13.111111,26.555555,5
242,57,15.37037,-12.111111,16.555555,5
207,115,1.222222,-2.333333,5,5
212,94,15.62963,-15.222222,27.777779,5
86,155,8.740741,-6.222222,12.444445,5
97,90,20.148148,-13.444445,26.555555,5
220,149,0.037037,-0.111111,0.222222,5
218,64,8,-5.666666,13.666667,5
129,136,6.185185,-7.555555,13.444445,5
239,110,9.444445,-10,19.333334,5
161,147,0,0,0,5
57,93,17.925926,-14.111111,27.555555,5
56,141,0.185185,-0.555556,1.111111,5
20,134,2.962963,-5.555555,10.444445,5
202,63,6.074074,-6.222222,13.444445,5
90,134,2.111111,-3.333333,7.666666,5
247,108,14.518518,-9.555555,18.11111,5
157,85,18.925926,-13.111111,23.88889,5
238,61,8.777778,-8.666667,16.666666,5
208,90,5.148148,-7.111111,14.555555,5
226,90,7.185185,-6.222222,14.777778,5
170,154,0.074074,-0.222222,0.444444,5
201,133,0.740741,-1.222222,3.111111,5
186,89,22.666666,-18.666666,32.666668,5
25,155,14.333333,-4,13,5
219,80,14.481482,-9.444445,17.555555,5
172,140,3.222222,-1.666667,5.333334,5
51,141,0.703704,-1.111111,3.222222,5
96,94,20.222221,-12.666667,25.666666,5
241,145,0,0,0,5
156,154,1.740741,-2.222222,5.444445,5
139,113,29.333334,-13.333333,23,5
41,139,1.296296,-3.888889,7.777778,5
248,153,0.37037,-1.111111,2.222222,5
150,152,1.37037,-1.111111,2.888889,5
242,148,0,0,0,5
54,142,1.814815,-2.777778,5.555555,5
208,154,8.703704,-8.444445,15.555555,5
46,154,6.37037,9.888889,-5.111111,5
96,135,1.925926,-2.777778,7.555555,5
54,133,5.37037,-5.111111,10.888889,5
203,133,0.296296,-0.888889,1.777778,5
9,130,1.740741,-2.222222,4.444445,5
79,154,0.740741,-0.888889,2.444444,5
34,93,14.814815,-13.111111,25.88889,5
215,84,17.11111,-12.333333,23,5
108,138,3.185185,-5.222222,10.444445,5
174,145,0,0,0,5
186,12,6.259259,-7.111111,15.222222,5
54,134,0.518518,-1.555556,3.111111,5
227,109,21.851852,-10.222222,20.777779,5
169,136,2.074074,-4.222222,8.444445,5
199,116,1.962963,-3.888889,8.777778,5
189,62,7.62963,-7.888889,16.444445,5
123,152,0,0,0,5
187,89,5.037037,-6.444445,13.555555,5
236,38,14.444445,-13,22.666666,5
137,92,9.962963,-8.555555,16.777779,5
183,91,14.444445,-10.333333,19.666666,5
233,105,15.185185,-7.555555,13.777778,5
173,152,0,0,0,5
222,145,0,0,0,5
211,139,5.222222,-6,13,5
90,134,2.111111,-3.333333,7.666666,5
245,140,0.407407,-0.555556,1.111111,5
84,134,2.111111,-3.333333,7.666666,5
223,62,6.444445,-7,15,5
145,155,11.296296,-10.555555,18.777779,5
160,110,31.62963,-13.222222,23.11111,5
158,154,0.62963,-0.555556,1.777778,5
244,108,23.703703,-11.111111,20.222221,5
163,152,0,0,0,5
180,142,0.111111,-0.333333,0.666667,5
162,94,15.37037,-14.111111,25.222221,5
121,134,1.666667,-3,7,5
161,144,0,0,0,5
136,92,15.407408,-11.222222,21.777779,5
58,113,20.851852,-11.888889,22.777779,5
237,83,9.888889,-11.666667,21.333334,5
173,67,0.740741,0.111111,1.111111,5
188,110,4.222222,-4.333334,9.666667,5
58,140,0.259259,-0.777778,1.555556,5
222,93,2.444444,-4.333334,9,5
189,142,0,0,0,5
214,108,16.925926,-10.111111,19.555555,5
235,88,12.259259,-14.111111,26.555555,5
231,30,7.037037,-6.777778,13.888889,5
214,84,17.185184,-12.555555,23.11111,5
159,138,2.666667,-4.666666,9.666667,5
166,154,0.703704,-1.444444,3.555556,5
231,91,6,-4.333334,11.333333,5
208,34,14.444445,-11,19.666666,5
206,133,0.37037,-1.111111,2.222222,5
213,86,17.148148,-11.777778,22.555555,5
250,87,11.148149,-13.444445,25.222221,5
235,86,12.333333,-13.666667,26.333334,5
253,150,0,0,0,5
