@relation segment

@attribute Region-centroid-row numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
141,-2.191662,5
131,-2.051344,5
155,-2.079296,5
84,-2.152852,5
113,-2.125693,5
61,-2.121837,5
145,-2.036506,5
113,-2.236251,5
137,-2.007606,5
86,-2.123611,5
114,-2.207158,5
152,-1.933239,5
86,-2.120153,5
94,-2.142756,5
91,-2.128465,5
135,-1.972186,5
61,-2.048717,5
135,-2.125516,5
154,-2.066916,5
113,-2.238803,5
97,-2.121346,5
90,-2.125976,5
93,-2.086083,5
155,-2.147622,5
115,-2.065536,5
115,-2.151625,5
149,0,5
139,-2.04457,5
92,-2.113273,5
147,0,5
64,-2.015428,5
154,-2.094395,5
90,-2.073429,5
141,-2.094395,5
113,-2.199825,5
142,-2.094395,5
85,-2.160912,5
134,-2.013143,5
110,-2.187242,5
58,-2.068564,5
94,-2.084893,5
119,-2.187781,5
90,-2.182442,5
133,-2.048,5
92,-2.11184,5
135,-1.880724,5
119,-2.142708,5
114,-2.141659,5
34,-2.162872,5
90,-1.989546,5
154,-2.087985,5
99,-2.112503,5
58,-2.068564,5
154,-2.01751,5
89,-2.042259,5
93,-2.137493,5
90,-1.987466,5
93,-2.136215,5
138,-2.077816,5
154,-1.861154,5
79,-2.175843,5
139,-2.127586,5
106,-2.117671,5
108,-2.127161,5
140,-1.985769,5
134,-2.133095,5
86,-2.178281,5
112,-2.085248,5
153,-2.14389,5
89,-2.129746,5
135,-1.931332,5
61,-2.039459,5
152,0,5
131,0,5
111,-2.153719,5
64,-1.965246,5
139,-2.094395,5
154,-0.004927,5
134,-2.013143,5
141,-2.094395,5
143,-1.986938,5
142,0,5
182,-2.001125,6
202,-2.093746,6
195,-2.051671,6
186,-2.060122,6
177,-2.10084,6
195,-2.081095,6
184,-1.958014,6
196,-2.079185,6
195,-2.056734,6
193,-2.109375,6
201,-2.175826,6
194,-2.112941,6
188,-2.047211,6
197,-2.022274,6
190,-2.043617,6
163,-2.425324,6
200,-2.021172,6
202,-2.060614,6
209,-2.06698,6
198,-2.035874,6
181,-2.044563,6
186,-1.958085,6
196,-2.105677,6
176,-1.95141,6
200,-2.038016,6
183,-1.974959,6
186,-2.014102,6
194,-2.081891,6
183,-1.991701,6
187,-1.966671,6
161,-2.282295,6
177,-1.956005,6
193,-2.047766,6
196,-2.059262,6
196,-2.045996,6
189,-2.01975,6
190,-2.052546,6
182,-1.930048,6
189,-1.973221,6
191,-2.065948,6
171,-2.010723,6
176,-2.052258,6
182,-1.992052,6
194,-2.033605,6
181,-1.998368,6
188,-2.083566,6
177,-1.940423,6
185,-2.051056,6
161,-2.198939,6
186,-1.988249,6
179,-1.978657,6
171,-2.032929,6
177,-1.942662,6
197,-2.033505,6
195,-2.052705,6
194,-2.060549,6
186,-1.968511,6
187,-1.947472,6
193,-1.992997,6
180,-2.008719,6
190,-1.985899,6
182,-2.001125,6
180,-2.044179,6
189,-2.049148,6
182,-1.910677,6
187,-1.990627,6
188,-2.04072,6
180,-2.217095,6
175,-2.063776,6
185,-1.937924,6
204,-2.03737,6
193,-2.018211,6
182,-1.943038,6
193,-2.080174,6
196,-2.048736,6
197,-2.043399,6
182,-2.004082,6
181,-1.949088,6
182,-1.904978,6
190,-2.102898,6
186,-1.973056,6
189,-2.054084,6
191,-2.077651,6
173,-2.048199,6
196,-2.063864,6
198,-2.072616,6
206,-2.085934,6
200,-2.065663,6
185,-2.007175,6
187,-2.03348,6
207,-2.062724,6
183,-1.887731,6
204,-2.038543,6
190,-2.025942,6
183,-1.974959,6
191,-2.05611,6
192,-2.038177,6
191,-1.998993,6
202,-2.045943,6
183,-1.981911,6
195,-2.020938,6
185,-2.008008,6
188,-1.997746,6
200,-2.116733,6
207,-2.063353,6
162,-2.555683,6
183,-1.970772,6
191,-2.03548,6
188,-1.99344,6
189,-2.005956,6
190,-2.03483,6
189,-2.008931,6
185,-2.006186,6
192,-2.034048,6
172,-2.052453,6
185,-1.982099,6
188,-2.039667,6
182,-1.989221,6
203,-2.034642,6
161,-2.395566,6
194,-2.045201,6
195,-2.063044,6
189,-1.954574,6
186,-1.974394,6
180,-2.008719,6
189,-2.048058,6
185,-2.085272,6
162,-2.386671,6
161,-2.316506,6
185,-2.073869,6
189,-2.037982,6
174,-2.069045,6
187,-2.04388,6
176,-2.021784,6
182,-1.943038,6
189,-2.022227,6
190,-2.160658,6
197,-2.06802,6
188,-2.00738,6
162,-2.335371,6
161,-2.238293,6
187,-2.058211,6
197,-2.06802,6
193,-2.065421,6
191,-1.964901,6
208,-2.094585,6
201,-2.075226,6
172,-2.126558,6
200,-2.080206,6
176,-2.052258,6
188,-2.03822,6
190,-1.987599,6
161,-2.338974,6
195,-2.038956,6
185,-2.45058,6
178,-2.040554,6
200,-2.026586,6
160,-2.102318,6
210,-2.020895,6
163,-2.51749,6
160,-2.162999,6
180,-2.021032,6
190,-2.008381,6
190,-1.987599,6
186,-1.956023,6
189,-2.050282,6
182,-1.980348,6
199,-2.045431,6
194,-2.021838,6
192,-2.164195,6
191,-2.041277,6
178,-2.103758,6
189,-2.020345,6
183,-2.005196,6
192,-2.024748,6
177,-2.121237,6
201,-2.034119,6
186,-1.973056,6
189,-2.044277,6
176,-1.97757,6
190,-2.025133,6
190,-1.986307,6
160,-2.335837,6
196,-2.039491,6
196,-2.074616,6
191,-1.858264,6
180,-1.996042,6
200,-2.02885,6
193,-2.033804,6
179,-2.0752,6
184,-2.183125,6
193,-2.047766,6
191,-2.047053,6
181,-2.053189,6
188,-2.014509,6
180,-1.996042,6
184,-1.986776,6
189,-2.101326,6
184,-1.96448,6
181,-2.020865,6
182,-1.917349,6
210,-2.014434,6
159,-2.316872,6
176,-2.030648,6
175,-2.091209,6
172,-2.143718,6
165,-2.470153,6
176,-2.051636,6
198,-2.064888,6
182,-2.217735,6
189,-2.035894,6
184,-2.215464,6
188,-2.016443,6
193,-2.084935,6
185,-1.95277,6
178,-2.102536,6
194,-2.046998,6
176,-1.965703,6
192,-2.047243,6
186,-2.046307,6
182,-1.978495,6
201,-2.075226,6
190,-2.11269,6
163,-2.395213,6
210,-2.020895,6
163,-2.392741,6
183,-1.997577,6
199,-2.084754,6
194,-2.021838,6
174,-2.037351,6
161,-2.38829,6
195,-2.052705,6
203,-2.046535,6
161,-2.198939,6
200,-2.016646,6
199,-2.040866,6
159,-2.316872,6
196,-2.070441,6
161,-2.282295,6
184,-2.215464,6
185,-2.088855,6
182,-2.001558,6
196,-2.054753,6
185,-2.004988,6
197,-2.071221,6
191,-2.03548,6
201,-2.175826,6
162,-2.327482,6
186,-2.028618,6
185,-2.006186,6
179,-1.970398,6
186,-1.940813,6
190,-2.048697,6
197,-2.071221,6
202,-2.043538,6
182,-2.001125,6
203,-2.040013,6
200,-2.015374,6
188,-1.984565,6
194,-2.064277,6
186,-2.028812,6
162,-2.494607,6
194,-2.037568,6
186,-2.036642,6
187,-1.998547,6
198,-2.070717,6
201,-1.969456,6
201,-2.06786,6
187,-1.947472,6
184,-2.16033,6
196,-2.022599,6
163,-2.384441,6
192,-2.055457,6
193,-1.992997,6
180,-2.022148,6
197,-2.024321,6
193,-2.000118,6
188,-1.995072,6
190,-2.052546,6
176,-1.98088,6
205,-2.044653,6
163,-2.388454,6
175,-2.05935,6
188,-2.083566,6
193,-2.109375,6
189,-2.101002,6
195,-2.118572,6
162,-2.341198,6
162,-2.573635,6
176,-2.030648,6
205,-2.038263,6
189,-2.064273,6
188,-2.074028,6
201,-2.042514,6
163,-2.51749,6
204,-2.037372,6
195,-2.015595,6
207,2.217263,7
238,1.844726,7
220,1.984366,7
232,1.875362,7
233,2.38935,7
175,2.242196,7
181,2.141428,7
191,2.122422,7
250,2.192935,7
240,2.392487,7
180,2.212898,7
167,-3.015081,7
201,1.982987,7
187,2.254303,7
218,2.361442,7
170,2.504391,7
199,2.690112,7
224,2.304153,7
244,2.391736,7
210,2.386452,7
243,2.368311,7
170,2.737074,7
175,2.630157,7
227,2.707051,7
237,1.938468,7
156,2.47582,7
184,2.419445,7
240,2.392487,7
199,1.905303,7
174,2.395018,7
244,2.32339,7
187,2.038483,7
157,2.438615,7
176,2.126901,7
215,2.561049,7
242,2.835614,7
238,2.508226,7
181,2.206642,7
172,2.617801,7
215,2.437819,7
162,2.557389,7
245,1.756645,7
236,2.7898,7
164,1.798302,7
148,2.91248,7
248,2.205099,7
195,2.187022,7
211,2.554965,7
203,2.019747,7
246,-1.190561,7
155,2.169397,7
188,2.20467,7
181,2.189135,7
203,1.984785,7
162,2.769038,7
240,2.043865,7
165,2.471197,7
211,2.441017,7
232,2.201318,7
167,2.305729,7
166,2.515826,7
218,2.382684,7
173,2.099557,7
246,2.170543,7
170,2.604013,7
189,2.194143,7
189,1.985552,7
208,2.102212,7
174,2.033698,7
223,2.046588,7
186,2.31952,7
240,2.175522,7
218,2.362146,7
248,1.783512,7
191,2.545329,7
209,2.060955,7
181,2.458471,7
215,2.105197,7
215,2.266094,7
160,2.642597,7
214,2.058329,7
241,2.544142,7
237,1.946502,7
185,2.451836,7
208,2.112617,7
211,2.239034,7
176,2.179845,7
224,2.304153,7
180,2.113918,7
199,2.129513,7
169,2.44578,7
237,2.280289,7
223,2.119546,7
157,2.604303,7
194,2.593107,7
235,2.356024,7
189,1.910864,7
164,2.87512,7
249,2.156779,7
208,2.483291,7
226,2.303853,7
242,2.395778,7
248,2.341677,7
172,2.083854,7
186,1.863654,7
231,2.391307,7
224,2.298255,7
238,2.337472,7
169,1.993183,7
219,2.0861,7
247,2.117886,7
195,2.193764,7
221,2.317212,7
209,2.09922,7
199,2.634176,7
169,2.834822,7
190,2.204408,7
166,2.264277,7
186,2.587396,7
187,1.941465,7
208,2.391996,7
177,2.125416,7
237,2.37843,7
174,2.377854,7
183,2.075874,7
185,2.36281,7
229,2.651605,7
182,1.916419,7
216,2.284571,7
215,2.224013,7
250,2.192935,7
156,2.84342,7
211,2.416354,7
194,2.224382,7
243,2.368311,7
245,2.395431,7
180,2.541661,7
178,2.274128,7
211,2.327545,7
196,1.956772,7
209,2.389391,7
195,2.011228,7
237,2.097231,7
248,2.285098,7
161,2.292736,7
208,2.396771,7
211,2.554965,7
206,2.252368,7
182,2.271693,7
163,2.001681,7
164,2.459806,7
229,2.557458,7
223,2.046588,7
235,2.586018,7
197,2.243094,7
229,2.350437,7
249,2.743555,7
243,2.033629,7
247,-1.755483,7
236,2.083229,7
181,2.189135,7
210,2.42875,7
217,1.976138,7
195,1.94304,7
249,1.917421,7
189,2.060443,7
251,1.28706,7
181,2.420823,7
210,2.043726,7
226,2.27303,7
176,2.332243,7
238,2.126063,7
236,2.267197,7
233,1.950405,7
191,2.122422,7
198,2.221276,7
224,2.328108,7
184,2.080445,7
190,2.252231,7
183,2.428022,7
216,2.447547,7
173,2.332739,7
226,2.259398,7
233,2.476615,7
197,2.164262,7
249,2.563437,7
192,1.908457,7
245,2.069452,7
152,2.731134,7
225,1.891015,7
236,2.306678,7
244,1.987902,7
181,2.378846,7
232,2.283147,7
162,2.350367,7
196,2.437339,7
233,2.49158,7
212,2.242649,7
233,1.903686,7
184,2.128646,7
222,2.280922,7
175,2.263538,7
151,2.505249,7
239,2.426379,7
245,2.198051,7
149,2.741647,7
237,1.990381,7
150,2.791674,7
157,2.405202,7
178,2.190305,7
193,2.210055,7
227,2.291847,7
184,2.128646,7
219,2.148363,7
217,2.363871,7
187,2.156639,7
235,2.316242,7
199,1.905303,7
223,1.966536,7
193,2.222103,7
237,2.180526,7
211,2.292041,7
165,2.593543,7
222,1.905045,7
241,2.277351,7
180,2.453831,7
202,2.522748,7
177,2.413262,7
220,2.306884,7
232,2.402851,7
177,2.413262,7
185,1.83885,7
246,2.158915,7
245,2.432783,7
216,2.209309,7
221,1.877146,7
229,2.099905,7
240,2.420791,7
168,2.302124,7
185,1.83885,7
204,2.24441,7
222,1.870487,7
220,2.030867,7
239,2.482445,7
246,2.395692,7
215,2.471757,7
198,2.32489,7
211,1.940832,7
223,1.910945,7
246,2.232849,7
200,2.10726,7
166,2.515826,7
201,2.467938,7
226,1.82234,7
160,2.827106,7
170,2.604013,7
215,1.991157,7
158,2.624707,7
226,1.872506,7
201,1.909255,7
164,2.291118,7
182,1.937594,7
180,2.487917,7
191,2.545329,7
185,2.361827,7
162,2.291415,7
210,2.461599,7
249,2.214996,7
201,2.176993,7
203,1.986748,7
219,2.255333,7
244,2.340587,7
183,2.506807,7
201,2.389747,7
221,2.317212,7
173,2.332739,7
203,2.320382,7
183,2.483198,7
156,2.864931,7
177,2.462118,7
202,2.401137,7
246,2.214011,7
249,2.28263,7
234,1.83826,7
172,2.417702,7
195,1.94304,7
215,2.561049,7
183,2.075874,7
201,1.982987,7
224,1.860191,7
198,2.055672,7
169,2.467752,7
197,2.074957,7
220,2.09315,7
236,2.7898,7
179,2.04457,7
161,2.345133,7
