@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Intensity-mean numeric
@attribute Rawred-mean numeric
@attribute Rawblue-mean numeric
@attribute Exblue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
19,1.888888,110.296295,97.666664,130.22223,59.77778,2
87,0.777779,135.40741,127.888885,146.44444,33.11111,2
66,1.833335,114.22222,106.888885,128.77779,43.666668,2
19,1.444447,126.666664,115.44444,142.44444,47.333332,2
65,1.500001,123,111.666664,140,51,2
27,0.999997,136.2963,130.33334,145.55556,27.777779,2
92,0.77778,90.333336,74.888885,115.44444,75.333336,2
28,1.111112,111.51852,96.111115,131.22223,59.11111,2
34,1.388888,125.48148,113.666664,142,49.555557,2
57,1.166667,135.96297,129.88889,146.22223,30.777779,2
71,2.222221,105.666664,96.666664,122.44444,50.333332,2
29,0.777779,103.25926,88.77778,126.333336,69.22222,2
21,1.333333,129.85185,120.666664,142.55556,38.11111,2
36,1,135.2963,128.55556,146.11111,32.444443,2
68,0.722224,107.37037,94.22222,126.333336,56.88889,2
20,0.611112,111.703705,98.44444,129.55556,53.555557,2
16,1.499999,112.96296,99.55556,131,54.11111,2
58,1.000001,93.14815,77.333336,118.77778,76.888885,2
59,1.055556,121.703705,109.22222,139,51.88889,2
32,2.611109,136.2963,129.77779,146.33334,30.11111,2
67,1.055556,108.85185,99.44444,125.55556,50.11111,2
41,0.277779,135.22223,128.44444,145.88889,32,2
26,0.888888,136.88889,131,146.55556,29,2
94,1.000001,113.18519,106.888885,127.55556,43.11111,2
80,1.722224,111.07407,102.888885,127.333336,48.77778,2
79,0.777779,107.74074,93.888885,126.55556,56.444443,2
49,1.499999,126.18519,116.333336,141.77779,46.77778,2
43,0.888889,107.14815,94.111115,128.22223,63.22222,2
83,1.055552,90.62963,74.55556,116.888885,78.77778,2
30,0.611109,111.22222,97.666664,129,53.333332,2
64,1.333331,108.77778,96.333336,126.22222,52.333332,2
11,2.888891,143.44444,136.88889,150.88889,22.333334,2
24,0.888888,127.62963,117.666664,141.66667,42.11111,2
58,1.055559,109.07407,96.333336,126.44444,52.11111,2
31,1.222223,126.81481,117.111115,141.22223,43.22222,2
15,0.666668,113.74074,100.111115,132,54.77778,2
22,1,137.62962,132.11111,147.88889,30.777779,2
54,0.944444,116.77778,109.111115,132.44444,47,2
107,1.055555,133.66667,125.77778,145.22223,34.666668,2
39,1.222218,127.07407,116.333336,142.44444,46.11111,2
23,1.166665,123,111,139.77779,50.333332,2
113,1.333333,133.11111,124.666664,145.66667,37.666668,2
89,1.277779,106.07407,93.111115,125.44444,58.11111,2
55,1,113.666664,101,132.22223,55.666668,2
14,0.611113,112.74074,99,130.66667,53.77778,2
43,1.111111,125.25926,115.666664,140.22223,44.88889,2
21,1.333332,126.81481,115,142.88889,48.22222,2
40,0.555556,125.14815,114.22222,141.66667,49.555557,2
36,1.055556,114.03704,100.77778,132.44444,55.22222,2
34,1.000001,123.22222,111.44444,140,50.333332,2
54,0.833335,110,97.888885,127.111115,51.333332,2
17,0.666667,130.2963,120.77778,143.88889,40.77778,2
47,1.555557,123.85185,114.111115,139.77779,47.77778,2
55,1.166668,124.111115,113.888885,139.33334,45.666668,2
62,1.888887,123.48148,112.333336,139.33334,47.555557,2
54,1.222221,124.37037,112.666664,141.33334,50.88889,2
28,1.222221,110.48148,97.888885,131.11111,61.88889,2
90,0.777779,113.48148,105.888885,128.55556,45.22222,2
40,0.666667,110.03704,95.333336,129,56.88889,2
13,0.555557,131.77777,122.111115,144.77777,39,2
57,1.22222,124.703705,114.22222,139.66667,44.88889,2
54,1.722223,108.85185,96.77778,126.111115,51.77778,2
32,1.777779,126.22222,115.111115,142.22223,48,2
48,0.555555,122.37037,112.22222,138.11111,47.22222,2
40,0.722223,110.703705,96.22222,129,54.88889,2
62,0.888887,110.18519,100.666664,127.111115,50.77778,2
44,1.333333,106,93,126.77778,62.333332,2
63,6.222223,105.59259,92.666664,123.22222,52.88889,2
22,0.722221,137.96297,133,147,27.11111,2
57,1.611109,100.44444,86.22222,122.22222,65.333336,2
34,0.888887,105.48148,91.22222,127.333336,65.55556,2
30,0.944444,112.96296,99.333336,131.11111,54.444443,2
29,1.055553,128.44444,119.22222,142.88889,43.333332,2
16,0.944448,140.40741,134.66667,149.88889,28.444445,2
30,1.222223,113.25926,100.77778,130.11111,50.555557,2
17,1.888889,129.55556,118.77778,143.55556,42,2
13,0.944445,141.81482,137.11111,148.88889,21.222221,2
46,1.111112,107.51852,93.888885,128.88889,64.111115,2
32,1.33333,116.77778,103.888885,133.33334,49.666668,2
21,1.166667,126.77778,115.77778,141.88889,45.333332,2
74,0.500001,101.85185,89.111115,123.22222,64.111115,2
35,0.944447,98.74074,83.333336,122.55556,71.44444,2
44,2.333333,122.59259,112,136.88889,42.88889,2
48,1.333331,115.77778,107.44444,132.44444,50,2
56,0.833333,126,115.888885,140.66667,44,2
33,0.611109,109.888885,96.77778,130.55556,62,2
11,2.888891,143.44444,136.88889,150.88889,22.333334,2
15,0.777774,140.77777,134.33334,150.11111,28,2
62,1.611109,110.03704,100.77778,126.333336,48.88889,2
56,0.722221,126.44444,116.22222,141.66667,45.666668,2
59,1.055556,126.14815,116.55556,140.44444,42.88889,2
78,2.666665,106.85185,93.22222,125.666664,56.444443,2
85,0.888888,93.55556,79.22222,118,73.333336,2
40,1.222221,127.40741,117.44444,142.22223,44.444443,2
96,0.944445,90.81481,76,115.666664,74.55556,2
47,1.499999,107.111115,93.22222,128.77779,65,2
45,0.611109,101.22222,87.111115,124,68.333336,2
13,1.666664,141.59259,134.88889,149.88889,24.88889,2
126,1.222222,1.518519,0.444444,3.555556,6.111111,3
126,0.944444,11.185185,5.222222,20,26.444445,3
108,27.277779,49.814816,41.77778,61.11111,33.88889,3
100,2.444444,6.074074,2.777778,11.555555,16.444445,3
103,1.111111,2.148148,0.111111,5.666666,10.555555,3
120,1.444444,19.074074,10.555555,33.11111,42.11111,3
126,2.555556,10.185185,4.888889,17.222223,21.11111,3
70,9.944444,21.037037,16.222223,26.666666,16.88889,3
140,1.777778,8.333333,3.777778,14,17,3
140,3.055556,9.925926,6,15.111111,15.555555,3
106,2.222222,3.666667,1,7.888889,12.666667,3
125,0.833333,1.777778,0.444444,3.888889,6.333334,3
117,0.611111,1.333333,0.222222,3.555556,6.666666,3
81,15.166667,41.925926,33.11111,55.555557,40.88889,3
138,0.333333,0.777778,0,2.333334,4.666666,3
82,2.111111,5.592593,1.777778,10.222222,13.888889,3
138,0.722222,5.185185,2,9.333334,12.444445,3
87,44.722225,67.44444,58.77778,79,34.666668,3
146,0,0,0,0,0,3
108,3.388889,8.666667,5.111111,14.111111,16.333334,3
130,1.222222,2.407408,0.444444,5,7.777778,3
103,2.944445,3.851852,1.888889,6.222222,7.111111,3
117,0.111111,1.074074,0,3.111111,6.111111,3
122,0.444444,0.555556,0,1.222222,2,3
105,31.222223,42.851852,35.77778,52.666668,29.444445,3
132,1.722222,1.962963,0.666667,4.222222,6.777778,3
90,0.666667,2.814815,0.555556,6.888889,12.222222,3
130,0.555555,1.37037,0.111111,3.333333,5.888889,3
144,0.222222,0.962963,0,2.888889,5.777778,3
131,0,0,0,0,0,3
89,5.833334,10.481482,5.777778,17.11111,19.88889,3
142,0.888889,3.851852,1.666667,7.222222,10.111111,3
96,1.555556,3.555556,0.888889,7.777778,12.666667,3
124,1.444444,1.148148,0.222222,2.666667,4.555555,3
144,0.333333,1,0,3,6,3
102,9.444444,14.37037,10.111111,20.222221,17.555555,3
136,2.666667,15.518518,9,25.333334,29.444445,3
73,9.444445,34.703705,20.555555,57.333332,67.888885,3
120,1.444444,19.074074,10.555555,33.11111,42.11111,3
120,0.722222,1.518519,0.111111,4.111111,7.777778,3
108,27.277779,49.814816,41.77778,61.11111,33.88889,3
107,3.944445,8.703704,4.888889,14.555555,17.555555,3
96,2.777778,3.777778,1,8,12.666667,3
124,6.5,7.592593,4.111111,12.888889,15.888889,3
110,0.5,1.666667,0.111111,4.444445,8.333333,3
131,0.333333,0.518518,0,1.555556,3.111111,3
142,0.111111,0.037037,0,0.111111,0.222222,3
79,1.166667,5.407407,1.777778,10.555555,15.444445,3
98,0.388889,1.407407,0,4.111111,8.111111,3
100,0.666667,1.222222,0.111111,2.777778,4.666666,3
142,0.277778,0.555556,0.111111,1.333333,2.333333,3
87,44.722225,67.44444,58.77778,79,34.666668,3
114,1.166667,1.851852,0.111111,4.666667,8.444445,3
99,2.777778,6.740741,3.444444,11.555555,14.444445,3
125,2.666667,3.925926,1.555556,7.777778,11.555555,3
133,0.222222,0.481482,0,1.444444,2.888889,3
120,1.055556,1.925926,0.222222,4.444445,7.555555,3
143,0.888889,4.185185,0.888889,9.444445,15.777778,3
137,0.111111,0.259259,0,0.777778,1.555556,3
75,10.222221,38.037037,29.777779,50.666668,37.88889,3
127,1,3.814815,1.333333,6.777778,8.888889,3
136,2.111111,12.185185,6.666666,20.88889,26.11111,3
122,1.166667,16.185184,10.222222,25.333334,27.444445,3
107,9.833333,9.518518,7.333334,12.222222,8.111111,3
125,1.055556,18.555555,11.111111,30.666666,36.333332,3
102,0.833333,2.888889,0.666667,6.333334,10.333333,3
71,21.888885,31.851852,25.555555,40.22222,25.11111,3
92,7,12.666667,8.777778,18.666668,18,3
122,1.333333,16.148148,8,28.333334,36.555557,3
81,0.777778,3.481482,1,7.444445,11.888889,3
141,0.722222,1.555556,0.111111,3.666667,6.333334,3
112,1.555556,3.814815,1.111111,7.222222,10.222222,3
77,2.388889,7.703704,3.222222,13.111111,16.222221,3
125,0.888889,1.148148,0,3.111111,5.888889,3
139,0.333333,0.444444,0,1.333333,2.666667,3
106,0.833333,2.407408,0.444444,6.111111,11.111111,3
136,0,0,0,0,0,3
121,2.055556,14.962963,9.555555,23.444445,25.444445,3
130,0.277778,0.777778,0,2.333334,4.666666,3
82,6.222223,8.481482,4.333334,14.555555,18.222221,3
116,0.833333,1.962963,0.222222,5,9.111111,3
107,0.833333,2.222222,0.333333,5.333334,9.333333,3
135,0.333333,0.962963,0,2.777778,5.444445,3
126,0.5,1.407407,0,3.666667,6.777778,3
120,3.722222,3.740741,1.444444,7.666666,11.777778,3
133,0.388889,0.962963,0,2.777778,5.444445,3
137,0.833333,1.148148,0.222222,2.666667,4.555555,3
91,0.833333,3.259259,0.555556,8,14.222222,3
128,0.388889,0.740741,0,2.222222,4.444445,3
141,2.166667,12.666667,7.888889,18.555555,17.666666,3
73,10.722222,46.666668,32.11111,70.111115,70.333336,3
70,7.944445,18.592592,13.666667,23.88889,15.888889,3
141,0.888889,3.259259,0.444444,7.666666,13.222222,3
128,3.166667,5.296296,2.444444,9.555555,12.777778,3
119,1.333333,4.37037,2.111111,6.777778,7.222222,3
123,1,1.481481,0.222222,3.666667,6.555555,3
68,18.277777,47.185184,38.555557,60.11111,38.77778,3
124,1.111111,2.518518,0.222222,6.111111,10.777778,3
120,0.611111,16.851852,11.222222,25.777779,26.777779,3
76,1.833333,8.259259,3.777778,13.333333,15.222222,3
131,1,0.740741,0.222222,1.777778,3.111111,3
109,3.999999,13.296296,7,22.333334,27.11111,3
144,0.611111,2.518518,0.111111,6.555555,12.111111,3
137,3.833333,5,2.555556,9,12,3
114,8.833333,29.814816,18.333334,47.22222,52.22222,3
109,2.833333,4.296296,1.444444,8.444445,12.444445,3
116,1.333334,18.74074,11.777778,29.555555,32.444443,3
89,0.777778,2.296296,0.111111,6.444445,12.444445,3
139,0.333333,0.666667,0,1.777778,3.333333,3
145,1.277778,0.851852,0.333333,1.444444,1.777778,3
129,0.111111,0.518518,0,1.555556,3.111111,3
87,1.888889,2.925926,1.222222,5.666666,8.222222,3
127,0.222222,0.62963,0,1.888889,3.777778,3
64,20.222223,31,24.666666,38,21,3
122,4.833334,6.62963,3.333333,11.333333,14.111111,3
80,1.833333,7.074074,2.888889,12.444445,16.11111,3
125,0.722222,16.407408,12.444445,23.666666,21.777779,3
125,0.833333,1.777778,0.444444,3.888889,6.333334,3
120,5.944445,6.962963,3.333333,12.777778,17.444445,3
102,29.888887,44.037037,37.444443,52.666668,25.88889,3
143,0.277778,0.407407,0,1.222222,2.444444,3
99,1,2.037037,0.111111,5.555555,10.555555,3
75,26.611113,55,47.444443,65.44444,31.333334,3
138,0.888889,1.407407,0,3.777778,7.111111,3
121,1.166667,3.703704,0.777778,7.777778,12.222222,3
138,0.944444,1.148148,0.111111,2.777778,4.888889,3
76,1.666667,2.444444,0.888889,4.666667,6.666666,3
91,1.111111,2.62963,0.444444,6.222222,10.777778,3
93,1.388889,3,0.555556,7.222222,12.666667,3
94,2.555556,5.888889,3.222222,7.777778,5.666666,3
106,0.111111,0.555556,0,1.666667,3.333333,3
118,0.333333,0.925926,0,2.555556,4.888889,3
115,2.722222,26.037037,18.444445,39,38.88889,3
87,1.888889,2.925926,1.222222,5.666666,8.222222,3
121,1.5,3.407408,1.111111,6,7.777778,3
129,0.111111,0.518518,0,1.555556,3.111111,3
124,0.277778,0.666667,0,2,4,3
100,5.777778,8.148149,4.666667,13.333333,15.555555,3
97,0.777778,2.62963,0.555556,5.888889,9.777778,3
80,3.833333,10.037037,6.555555,15.111111,15.222222,3
134,0.055556,0.037037,0,0.111111,0.222222,3
91,25.277779,44.296295,38.444443,52.666668,25.11111,3
80,16.666666,23.62963,17.333334,31.666666,24.11111,3
126,1.055556,2.962963,0.555556,6.555555,10.777778,3
124,1.833333,3,1.444444,5.888889,8.666667,3
116,1.055556,2.185185,0.333333,5.111111,8.777778,3
116,2.111111,3,0.888889,6,9,3
91,1.388889,3.888889,0.888889,8.111112,12.666667,3
132,0.222222,0.37037,0,1.111111,2.222222,3
139,2.111111,18.074074,16,22.555555,13.444445,3
120,0.833333,1.333333,0.111111,3.333333,6,3
127,1.277778,16.37037,10.888889,26.444445,30.222221,3
91,3.277778,6.259259,2.444444,12.111111,17.555555,3
117,0,0,0,0,0,3
127,0.777778,2.740741,0.555556,5.555555,8.444445,3
134,1.611111,8.703704,3.666667,15.888889,21.555555,3
111,4.111111,4.888889,2.222222,9.111111,12.666667,3
88,0.944445,2.777778,0.444444,6.444445,11,3
92,2.277778,7.444445,3.222222,12.666667,15.666667,3
124,0.222222,1.074074,0,3.222222,6.444445,3
121,0.111111,1.148148,0,3.333333,6.555555,3
90,6.777779,9,4.777778,15.666667,20,3
133,0,0,0,0,0,3
137,0.333333,0.666667,0,2,4,3
134,0.833333,1.777778,0.111111,3.888889,6.333334,3
85,2.388889,4.074074,2.111111,6.777778,8.111111,3
83,2.333333,6.259259,2.222222,11.888889,16.88889,3
112,0.111111,0.148148,0,0.444444,0.888889,3
88,2.166666,5.259259,1.555556,10.111111,14.555555,3
89,0.777778,2.296296,0.111111,6.444445,12.444445,3
144,0.5,1.148148,0,3.444444,6.888889,3
125,2.666667,3.925926,1.555556,7.777778,11.555555,3
121,1.5,3.407408,1.111111,6,7.777778,3
84,1.777778,4.555555,1.555556,9,13.333333,3
94,0.722222,2.259259,0.111111,6,11.222222,3
95,1.055556,3.518518,0.888889,7.222222,11.111111,3
108,1.166667,1.851852,0.555556,3.333333,4.444445,3
138,0.444444,0.296296,0.111111,0.666667,1.111111,3
137,0.388889,0.777778,0,2.222222,4.333334,3
122,1.388889,2.259259,0.555556,5.222222,8.888889,3
119,1.777778,20.592592,12.222222,33.666668,39.22222,3
136,2.666667,15.518518,9,25.333334,29.444445,3
120,0.444444,1.592593,0,3.888889,6.888889,3
99,1,2.037037,0.111111,5.555555,10.555555,3
95,1.944444,4.444445,1.222222,9,13.666667,3
122,0.833333,1.592593,0,4.444445,8.555555,3
107,1.111111,1.777778,0.222222,4.555555,8.333333,3
120,0.5,1.148148,0.222222,3,5.555555,3
115,5,7.555555,3.555556,12.888889,16,3
90,1.111111,3.407408,0.888889,7.888889,13.444445,3
100,2.555556,4.592593,1.444444,9.444445,14.555555,3
126,0.944444,2.777778,0.555556,5.222222,7.333334,3
129,0.388889,0.518518,0,1.555556,3.111111,3
129,0.388889,0.518518,0,1.555556,3.111111,3
110,2.722222,3.962963,1.444444,6.444445,7.444445,3
102,1.166667,4.037037,1,8.444445,13.222222,3
135,0.222222,0.222222,0,0.666667,1.333333,3
123,0.444444,0.703704,0,2,3.888889,3
101,6.444445,10.185185,5.777778,15.555555,16.11111,3
85,2.277778,8.185185,3.555556,14.888889,20.11111,3
105,3.666666,4.148148,1.666667,8.333334,12.555555,3
147,3.555555,7.703704,6.444445,9.888889,6.555555,3
124,0.555556,1.148148,0.111111,2.777778,4.888889,3
80,16.666666,23.62963,17.333334,31.666666,24.11111,3
69,20.444445,23.814816,19.222221,29.333334,16.555555,3
106,1.277778,2.185185,0.333333,4.888889,8.111111,3
123,0.611111,1.074074,0.111111,2.666667,4.777778,3
99,3.055555,4.148148,1.111111,9,14.555555,3
119,1.055556,1.222222,0.111111,3.222222,6,3
95,1.611111,4.62963,1,9.222222,13.777778,3
93,1.5,5,2,9.333334,13,3
95,2.666666,9.518518,4.777778,15.444445,17.777779,3
76,7.833334,13.518518,8.444445,19.444445,17.777779,3
98,4.666666,5.518518,2.333334,10.444445,14.777778,3
81,9.222222,21.333334,14,30.555555,27.666666,3
102,1.555556,3.37037,0.555556,7.666666,12.888889,3
118,0.055556,0.037037,0,0.111111,0.222222,3
73,2.333333,5.814815,2.333334,10.666667,14.555555,3
93,3.444444,6.777778,3.222222,11.888889,15.333333,3
122,0,0.333333,0,1,2,3
113,6.166666,27.88889,17.11111,44.22222,49,3
80,34.61111,68.77778,60.333332,79.55556,32.333332,3
134,1.5,6.185185,2.222222,11.444445,15.777778,3
107,0.666667,22.555555,13,36,40.333332,3
138,0.388889,0.259259,0,0.666667,1.222222,3
88,2.5,7.777778,3.555556,13.333333,16.666666,3
91,33.444447,42.814816,35.88889,52.666668,29.555555,3
91,0.666667,3.666667,1.111111,8,13,3
120,0.388889,1,0,3,6,3
124,1.833333,3,1.444444,5.888889,8.666667,3
97,0.555555,2.111111,0.111111,5.555555,10.333333,3
87,13.222221,17.11111,12.222222,23.444445,19,3
130,0.333333,0.888889,0,2.555556,5,3
146,0.055556,0.037037,0,0.111111,0.222222,3
81,5.722223,12.481482,7.666666,18.88889,19.222221,3
115,0.722222,2.740741,0.333333,6.222222,10.444445,3
96,1.111111,3.814815,1.111111,8.555555,14.222222,3
138,5.5,16.518518,9.888889,24.777779,24.777779,3
110,0.5,1.666667,0.111111,4.444445,8.333333,3
132,0.388889,1.296296,0,3.444444,6.444445,3
75,26.611113,55,47.444443,65.44444,31.333334,3
90,2.444444,4.666666,2.555556,5.777778,3.333333,3
109,2.833333,4.296296,1.444444,8.444445,12.444445,3
83,12.888889,14.37037,9,22.666666,24.88889,3
102,0.833333,2.888889,0.666667,6.333334,10.333333,3
122,1.555556,20.148148,14.222222,31.11111,32.88889,3
120,0.722222,3.518518,1.111111,6.555555,9.111111,3
88,1.555556,3.296296,0.666667,7.666666,13.111111,3
136,2.055555,8,4.111111,13.222222,15.666667,3
124,0.277778,0.666667,0,2,4,3
72,1.388889,4.518518,1.555556,9.444445,14.777778,3
109,2,5.666666,2.555556,9.666667,12,3
123,0.166667,1.148148,0,3.444444,6.888889,3
83,8.333333,23.296297,19.777779,28.555555,15.777778,3
124,1.111111,2.518518,0.222222,6.111111,10.777778,3
96,2.333333,5.222222,2.111111,9.777778,13.666667,3
135,0.333333,0.740741,0,2.111111,4.111111,3
83,0.666667,3.703704,1.555556,6,6.888889,3
122,4.111111,19.88889,17.88889,25.11111,15.666667,3
98,1.777778,4.666666,1.222222,9.222222,13.666667,3
115,3.333333,14.777778,8.444445,22.88889,24.333334,3
91,0.833333,3.259259,0.555556,8,14.222222,3
145,7.5,13.444445,9.888889,20.11111,20,3
81,9.222222,21.333334,14,30.555555,27.666666,3
133,0.222222,0.740741,0,2.222222,4.444445,3
119,0.555555,1.444444,0,4.222222,8.333333,3
81,5.722223,12.481482,7.666666,18.88889,19.222221,3
98,1.333333,2.037037,0.555556,3.555556,4.555555,3
139,2.111111,18.074074,16,22.555555,13.444445,3
110,0.5,1.814815,0.111111,4.888889,9.222222,3
79,14.166667,32.77778,24.333334,45.77778,39,3
133,0,0,0,0,0,3
118,0.388889,0.703704,0,2,3.888889,3
85,1.111111,1.777778,0.444444,3.444444,5,3
113,0.666667,1.407407,0.111111,3.444444,6.111111,3
111,0.388889,1.333333,0,4,8,3
123,0.666667,1.37037,0,3.777778,7.222222,3
136,0.666667,1.111111,0.111111,3,5.666666,3
103,1.111111,2.148148,0.111111,5.666666,10.555555,3
124,1.388889,2.814815,1,5.555555,8.222222,3
115,1.388889,2.703704,0.555556,5.666666,8.888889,3
113,0.277778,0.962963,0,2.777778,5.444445,3
104,22.111109,18.62963,14.888889,23.444445,14.444445,3
107,6.777779,7.962963,4.555555,13,15.111111,3
98,0.666667,1.518519,0.333333,2.888889,4.111111,3
86,8.777779,13.407408,8.777778,19.88889,19.444445,3
90,3.333333,5,2.555556,7.333334,7,3
116,1.222222,2.814815,0.555556,5.666666,8.555555,3
145,2.111111,2.074074,0.666667,3.555556,4.444445,3
96,0.833333,6.296296,2.666667,11.888889,16.777779,3
128,2.444444,16.481482,10.111111,25.88889,28.222221,3
143,0.888889,4.185185,0.888889,9.444445,15.777778,3
78,43.333332,79.666664,70.77778,91.44444,35.333332,3
91,1,5.62963,1.888889,10.666667,15.111111,3
95,2.222222,3.148148,0.777778,7.444445,12.888889,3
137,1,7.62963,3.111111,13.888889,18.777779,3
123,0.5,1.518519,0,4.222222,8.111111,3
107,13.166667,54,49.444443,64.44444,31.333334,4
121,0.944444,41.037037,37.444443,49.444443,25.222221,4
79,0.888889,45.814816,42.88889,53.88889,24.222221,4
120,1.555555,47.851852,44.77778,56.333332,25.444445,4
49,1.222221,38.037037,35.666668,44.11111,18.222221,4
73,1,42.25926,40.555557,47.333332,15.222222,4
98,1.277777,52.851852,47.555557,64.66667,35.444443,4
66,0.944445,51.592594,47.77778,61.22222,28.88889,4
42,1.333334,58.88889,50.666668,74.55556,47,4
102,0.888889,58.22222,53.444443,69.66667,34.333332,4
80,0.666667,39.703705,36.333336,48.22222,25.555555,4
126,0.555556,20.11111,16.444445,27.333334,21.666666,4
111,0.555555,62.25926,56.444443,75.333336,39.22222,4
124,2.055555,40.925926,35.77778,51.444443,31.555555,4
89,0.722223,28.925926,25.222221,36.88889,23.88889,4
17,0.888891,71.18519,63.333332,87.333336,48.444443,4
110,1.777778,34.11111,29.11111,44.444443,31,4
96,0.833333,61.925926,54.444443,77,45.22222,4
73,2.277779,40.185184,35.666668,49.77778,28.777779,4
148,1.055555,29.074074,21.444445,41.555557,37.444443,4
75,2.388889,41.11111,40.333336,45.666668,13.666667,4
105,1.166667,58.62963,53.333332,70.333336,35.11111,4
119,1.055555,45.62963,40.666668,56,31.11111,4
36,1.111109,66.37037,56.555557,84.77778,55.22222,4
105,2.166666,45.74074,41.22222,56.333332,31.777779,4
24,1.222223,49.185184,42.333336,61.22222,36.11111,4
127,15.388888,36.51852,35.88889,41,13.444445,4
34,0.555556,54.25926,46.22222,70.333336,48.22222,4
68,1.555556,56.77778,52,68.22222,34.333332,4
121,4.888888,53.666668,46.88889,66.88889,39.666668,4
21,1.277778,65.888885,59.333332,79.22222,40,4
123,1.944444,59.333332,51.88889,73.77778,43.333332,4
158,1.388889,8.444445,7,12.222222,11.333333,4
85,6.5,48.88889,42.444443,61.555557,38,4
128,1.666666,53.25926,46.333332,67.111115,41.555557,4
118,1.166667,55.074074,50.11111,66.333336,33.77778,4
19,1.444445,45.185184,38,58.77778,40.77778,4
76,3.277778,34.851852,31.88889,42,21.444445,4
76,15,29.814816,28.666666,33.444447,10.888889,4
152,2.388889,26.555555,20.333334,37.666668,33.333332,4
146,2.111111,21.37037,16.777779,29.666666,24.88889,4
68,1.555556,56.77778,52,68.22222,34.333332,4
99,1.722222,51.88889,51.88889,56,12.333333,4
38,1.111112,64.62963,58.22222,78.44444,41.444443,4
123,1,19.296297,15.666667,26.333334,21.11111,4
139,1.666667,16.37037,12.444445,23.666666,21.88889,4
95,0.888891,55.62963,47.444443,71.66667,48.11111,4
130,1.444445,21.37037,15.777778,31.88889,31.555555,4
89,0.722222,31.703703,27.333334,41,27.88889,4
148,1.055555,29.074074,21.444445,41.555557,37.444443,4
100,0.444445,57.148148,51.555557,69.66667,37.555557,4
73,0.777777,46.296295,45.666668,51.11111,14.444445,4
147,2.5,27.296297,20.88889,38.666668,34.11111,4
159,1.611111,20.518518,20.333334,22.333334,5.444445,4
115,1.38889,28.851852,24.88889,36.77778,23.777779,4
103,1.111111,35.62963,30.777779,45.22222,28.777779,4
159,2.222222,26.11111,25.222221,29.555555,10.333333,4
122,6.111111,34.185184,29.222221,44.333332,30.444445,4
138,2.388889,54.62963,49.11111,66.77778,36.444443,4
90,1.277777,65.18519,57.666668,79.77778,43.77778,4
21,5.222221,40.74074,37.11111,49.333332,25.777779,4
111,1.055556,60.185184,53.22222,74.888885,44.11111,4
80,1.333333,40.51852,37.77778,47.666668,21.444445,4
105,0.611111,50.185184,45.666668,60.88889,32.11111,4
82,0.777778,38.88889,34.555557,48.444443,28.666666,4
62,0.666667,62.814816,53.77778,80,51.555557,4
109,1.222222,49.407406,42.555557,62.88889,40.444443,4
158,0.833333,7.962963,6.333334,11.888889,11.777778,4
71,0.777777,38.37037,37.88889,42.11111,11.222222,4
136,2.833333,4.851852,2.888889,8.555555,11.111111,4
76,0.388889,51.77778,47.666668,61.555557,29.333334,4
137,2.61111,36.925926,34.88889,42.333336,16.222221,4
22,1.388889,49.666668,42.77778,62.88889,39.666668,4
126,14.055554,36.185184,33.555557,43,20.444445,4
34,0.833331,72.888885,65,89.111115,48.666668,4
129,1.111111,37.88889,33.11111,47.444443,28.666666,4
156,2.5,21,16.777779,29.222221,24.666666,4
116,1.111111,29.444445,25,38.333336,26.666666,4
126,0.944445,57.814816,52.333332,70.44444,37.88889,4
18,1.722223,68.296295,59,86.111115,53.444443,4
38,1.000001,58,50,74.333336,49,4
126,1.833334,20.555555,16.11111,28.666666,24.333334,4
146,2.500001,22.74074,18.11111,31.555555,26.444445,4
90,2.833333,48.22222,41.22222,61.444443,39.666668,4
104,1.444444,57.333332,52.77778,68.22222,32.666668,4
17,5,44.592594,40.333336,54,28.222221,4
65,1.555555,57.74074,50.444443,72.66667,44.77778,4
140,1.5,26.444445,23.444445,32.333336,17.666666,4
70,0.777777,61.11111,53.444443,77,47.666668,4
162,0.333333,8.37037,6.666666,12,10.888889,4
97,0.5,47.814816,46,54.11111,18.88889,4
117,1.444443,39.037037,33.555557,49.77778,32.22222,4
134,1.000001,44.703705,37.11111,58.22222,40.555557,4
157,1.388889,21.444445,16.88889,30,25.666666,4
101,1.111111,45.037037,39,57.11111,36.22222,4
118,0.833334,34.333332,30.777779,41.666668,22,4
43,1.555557,64.703705,54.88889,82.55556,53.555557,4
135,1.777777,47.37037,41,60.666668,39.88889,4
130,9.777778,13.037037,9.888889,18.88889,17.555555,4
128,1.388888,49.925926,42.666668,64.22222,42.88889,4
62,0.944443,61.037037,53.444443,76.22222,45.555557,4
154,0.666666,33,25.11111,46.555557,40.666668,4
42,0.999999,37.444443,32.77778,47.77778,31,4
128,1.333334,35.592594,32.11111,43.77778,24.555555,4
65,1.222221,60.148148,53.77778,73.888885,41.22222,4
35,2.055556,37.592594,32.333336,47.444443,29.555555,4
116,1.333333,33.185184,29.11111,41.666668,25.444445,4
125,8.555554,43.37037,41.666668,49,16.88889,4
157,2.222222,23.148148,18.222221,32,26.555555,4
149,2.111111,21.37037,16.666668,30,25.88889,4
160,2.777778,22.851852,18.222221,31.555555,26.11111,4
15,1.222223,68.96296,59.333332,86.888885,53.77778,4
