@relation segment

@attribute Region-centroid-row numeric
@attribute Vegde-sd numeric
@attribute Intensity-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
133,2.139573,48.666668,4
64,1.206455,40,4
126,0.062963,36.185184,4
44,0.403687,47.814816,4
93,0.772203,62.851852,4
96,0.68853,55.148148,4
34,1.135294,72.888885,4
125,0.444444,42.814816,4
66,0.95258,42.592594,4
25,0.750305,70.44444,4
107,0.874075,54,4
81,0.344265,59.444443,4
28,3.761896,62.407406,4
125,0.211111,18.222221,4
38,0.272166,58,4
21,0.365148,40.74074,4
108,4.596297,40,4
83,1.327766,26.518518,4
103,0.574134,35.62963,4
32,1.047041,59.48148,4
134,1.12875,44.703705,4
145,1.312335,61.11111,4
87,1.259042,64.03704,4
85,2.105549,48.88889,4
73,0.966091,42.25926,4
133,1.705111,21.444445,4
125,2.829629,66.25926,4
101,0.779363,45.037037,4
76,0.691214,51.77778,4
70,0.611112,55.037037,4
68,0.862812,56.296295,4
78,0.177777,43.814816,4
101,0.928957,64.37037,4
89,1.264911,58.925926,4
123,1.096294,52.814816,4
137,8.654905,36.925926,4
68,2.21111,56.77778,4
146,7.055555,22.74074,4
123,0.951854,44.814816,4
68,2.083444,37.962963,4
17,4.449303,44.592594,4
135,1.128748,32.703705,4
159,0.522222,6.62963,4
46,1.619327,62.333332,4
124,1.011109,54.333332,4
127,1.709451,36.51852,4
119,1.293861,39.851852,4
158,2.123066,39.333332,4
65,1.083546,60.148148,4
123,2.107406,57.48148,4
120,4.077776,39.333332,4
146,0.474074,10.592592,4
111,16.443394,34.11111,4
146,0.474074,10.592592,4
65,1.23678,56.703705,4
105,1.14074,65.55556,4
150,1.94074,20.74074,4
69,0.807372,36.962963,4
138,0.666661,69.48148,4
95,2.524692,46.851852,4
45,1.544406,53.074074,4
126,2.697049,23.296297,4
127,3.649962,45.25926,4
132,1.38243,38.77778,4
135,3.262958,69.92593,4
154,3.051848,19.703703,4
70,1.82168,36.74074,4
140,1.007407,23,4
102,0.162964,63.48148,4
76,0.658281,34.851852,4
112,0.250924,59.148148,4
69,1.531158,59.555557,4
103,0.400001,64.44444,4
108,3.498677,58.074074,4
50,1.062841,60.851852,4
122,0.077778,39.22222,4
72,1.003697,59,4
116,2.471316,29.444445,4
124,112.57778,53.77778,4
139,3.944446,64.666664,4
89,4.577317,31.703703,4
161,0.251852,7.148148,4
131,1.866865,35.703705,4
129,8.141569,32.037037,4
125,0.444447,69.333336,4
104,0.107409,63.62963,4
32,1.047041,59.48148,4
159,0.960324,26.11111,4
77,1.06284,59.11111,4
15,0.886108,68.96296,4
85,81.485176,49.148148,4
105,2.296298,45.74074,4
67,1.38911,60.74074,4
125,1.806367,58.22222,4
103,3.096298,61.25926,4
66,0.655461,41.62963,4
148,2.551854,29.074074,4
111,1.655518,29.592592,4
75,0.722648,41.11111,4
120,4.359749,47.851852,4
42,0.869226,37.444443,4
118,182.29631,55.074074,4
98,1.288887,52.851852,4
139,6.962952,16.37037,4
68,2.21111,56.77778,4
45,1.544406,53.074074,4
119,1.293861,39.851852,4
17,0.95258,70.51852,4
90,6.945556,65.18519,4
127,4.385187,40.74074,4
111,0.389682,60.185184,4
147,1.618518,6.259259,4
147,14.062966,27.296297,4
121,1.834849,32.37037,4
80,0.32963,39.703705,4
97,4.597905,47.962963,4
129,28.907421,37.88889,4
109,1.21106,49.407406,4
102,1.500616,58.37037,4
121,17.3628,41.037037,4
147,2.187506,49.77778,4
132,0.655462,35.22222,4
13,0.172131,70.37037,4
121,1.025599,53.666668,4
99,0.455422,51.88889,4
133,2.379698,36.77778,4
116,1.611303,33.185184,4
82,0.41852,38.88889,4
73,0.928958,40.185184,4
158,1.144445,21.037037,4
89,4.577317,31.703703,4
120,2.083445,60.037037,4
76,1.143419,42.296295,4
44,3.201852,58.666668,4
126,0.4,20.555555,4
120,4.359749,47.851852,4
48,0.250925,40.851852,4
57,0.327728,70.37037,4
77,15.472914,32.77778,4
117,0.928958,39.037037,4
103,1.051852,58.185184,4
84,1.229273,8.888889,4
15,0.691214,70.07407,4
121,17.3628,41.037037,4
102,73.70736,56.77778,4
64,1.206465,56.592594,4
49,0.574134,38.037037,4
97,1.254621,47.814816,4
126,0.744446,57.814816,4
106,12.329637,37.703705,4
124,1.500617,40.925926,4
83,1.77778,49.444443,4
158,0.862963,7.962963,4
33,13.024195,35.814816,4
127,4.385187,40.74074,4
90,3.001851,48.22222,4
62,0.490653,61.037037,4
28,3.761896,62.407406,4
117,0.403687,45.88889,4
79,2.329629,41.407406,4
102,0.355555,58.22222,4
105,2.296298,45.74074,4
73,1.405017,43.51852,4
152,7.644442,26.555555,4
68,1.619327,38.592594,4
36,0.327731,66.37037,4
129,0.862963,51,4
128,4.368658,53.25926,4
94,1.041721,68.111115,4
158,1.633334,8.444445,4
35,2.03306,37.592594,4
107,1.526312,29.222221,4
123,0.151852,21.62963,4
111,1.047041,62.25926,4
24,1.108888,49.185184,4
162,2.062962,8.37037,4
38,11.074329,64.62963,4
101,0.779363,45.037037,4
159,0.960324,26.11111,4
129,1.143417,62.407406,4
135,1.971086,47.37037,4
125,1.34026,43.37037,4
105,0.062963,50.185184,4
65,1.23678,56.703705,4
126,0.4,20.555555,4
104,0.374074,65.296295,4
131,0.177778,0.814815,5
141,0.172133,0.777778,5
133,0.02963,0.592593,5
140,0.490653,1.037037,5
41,0.809664,0.703704,5
116,2.812669,21.962963,5
110,0.691214,31.62963,5
150,0,0,5
140,0.462963,5.555555,5
154,0.02963,0.703704,5
110,0.518518,4.222222,5
152,1.707408,1.518519,5
138,10.074077,12.185185,5
108,5.102286,23.703703,5
96,0.459468,19.592592,5
114,0.074074,16.11111,5
111,3.451851,19.333334,5
113,0.975629,29.333334,5
12,0.272165,6.259259,5
94,0.311111,1.185185,5
116,0.296296,1.962963,5
134,0.018519,2.111111,5
148,0,0,5
30,0.854184,8.481482,5
104,0.547722,19.777779,5
154,0.118519,1.851852,5
140,0.033333,3.037037,5
57,2.353877,15.37037,5
135,0.182574,0.481482,5
138,0.172133,1.222222,5
58,0.942809,8.851851,5
94,3.174073,20.037037,5
143,0.172133,0.666667,5
152,0.981307,0.777778,5
62,0,0,5
13,1.857916,9.296296,5
134,0.340741,2.666667,5
115,0.32963,1.222222,5
89,1.586984,18.037037,5
136,0.522222,2.444444,5
63,0.544331,8.962963,5
86,0.02963,12,5
91,0.894427,14.444445,5
149,0,0,5
112,0.296297,16.185184,5
12,1.481991,11.444445,5
90,0.266666,23.518518,5
144,0.712325,0.703704,5
130,0.136083,1.185185,5
105,4.923489,22.703703,5
95,1.123816,7.62963,5
139,0.182574,1.37037,5
141,0,0,5
115,0.534027,22.962963,5
153,0.062963,0.37037,5
104,0.547722,19.777779,5
113,1.223232,20.851852,5
152,0.02963,1.37037,5
92,0.518518,12.074074,5
131,0.062963,1.407407,5
140,4.204495,2.888889,5
84,0.272165,17.185184,5
99,1.259041,15.481482,5
41,0.809664,0.703704,5
152,1.707408,1.518519,5
94,39.262947,15.37037,5
129,0.544331,2.296296,5
137,0.151852,3.703704,5
105,2.313408,15.185185,5
137,0.077778,1.666667,5
140,0.018519,0.259259,5
89,5.116423,3.111111,5
155,21.796297,8.259259,5
135,0.477778,6.222222,5
91,0.278887,6,5
39,5.737789,9.518518,5
79,2.453267,14.185185,5
88,0.389681,22.333334,5
61,0.278887,7,5
142,0.827759,1.814815,5
90,0.250924,6.592593,5
133,0.172133,1.555556,5
130,0,0,5
89,0.196296,22.666666,5
134,0.088889,2.962963,5
89,0.172133,14.222222,5
144,0,0,5
86,0.182575,17.148148,5
36,0,0,5
63,0.327731,6.074074,5
142,0,0,5
90,2.562963,20.148148,5
141,0.172133,0.074074,5
133,0.136083,0.296296,5
130,0.018519,1.740741,5
88,0.044444,12.259259,5
135,2.462965,26.444445,5
110,0.24074,29.296297,5
131,0,0,5
134,0.018519,2.111111,5
107,0.699206,27.777779,5
113,0.501849,21.592592,5
95,3.544427,2.148148,5
61,0.403687,7.074074,5
154,0,0,5
93,13.496301,14.407408,5
90,0.620633,7.185185,5
110,0.691214,31.62963,5
61,0.403687,7.074074,5
139,0.018519,1.296296,5
148,0.172133,0.037037,5
36,0.250924,7.518518,5
30,0.712325,7.037037,5
141,0.182574,0.185185,5
33,1.577621,8.740741,5
145,0.611616,0.555556,5
154,18.162964,4.296296,5
155,35.618523,11.296296,5
141,0.136083,0.037037,5
116,0.344265,29.814816,5
89,1.306678,17,5
105,0.501849,26.74074,5
145,0,0,5
133,1.90613,2.703704,5
145,0.611616,0.555556,5
97,0.534027,19.592592,5
108,0.365148,16.925926,5
90,1.455513,10.037037,5
98,1.011051,21.518518,5
82,1.020167,15.518518,5
137,0.02963,1.37037,5
144,0,0,5
34,1.730981,14.444445,5
141,0.136083,0.037037,5
154,0.327731,1.740741,5
154,2.740737,6.481482,5
138,0.172133,1.37037,5
153,0,0,5
136,1.555557,6.185185,5
152,0,0,5
135,1.262962,2.185185,5
147,0.544331,0.296296,5
139,0.507408,4.185185,5
109,0.983192,21.851852,5
112,0.490653,28.851852,5
133,0.136083,0.37037,5
144,0,0,5
93,0.062963,2.444444,5
111,0.349603,16.11111,5
152,0,0,5
154,0.02963,0.259259,5
34,1.730981,14.444445,5
34,3.05808,13.740741,5
133,1.007407,5.37037,5
145,0.490654,3.407408,5
149,0,0,5
95,0.607408,20.185184,5
62,0.298142,6.444445,5
117,1.378405,17.11111,5
93,13.496301,14.407408,5
131,0,0,5
136,0.02963,2.555556,5
61,0.471405,8.777778,5
137,0.074074,3.111111,5
90,0.408248,16.666666,5
134,0.02963,1.666667,5
65,0.272166,8.925926,5
31,1.223232,11.259259,5
131,0,0,5
120,1.032795,21.555555,5
94,0.285185,20.222221,5
89,1.605546,8.444445,5
141,1.807408,9.851851,5
148,0,0,5
134,0.088889,2.962963,5
36,0.272166,7.925926,5
88,0.471405,7.333334,5
134,2.044446,26.703703,5
141,0,0,5
93,0.389682,17.925926,5
144,0,0,5
144,0,0,5
140,0.278887,0.407407,5
80,0.58373,15.851851,5
139,0.088889,5.222222,5
135,0.151852,2.407408,5
90,2.208569,16.851852,5
94,0.311111,1.185185,5
138,0.062963,3.185185,5
152,0,0,5
111,0.45542,28.74074,5
89,1.306678,17,5
94,0.077778,21.444445,5
134,0.118518,2.111111,5
143,0,0,5
58,0.421637,8.333333,5
94,0.285185,20.222221,5
118,5.5,19.407408,5
83,0.250924,18.222221,5
134,0.182574,1.037037,5
142,0.278887,0.111111,5
35,0.344265,13.481482,5
152,0,0,5
106,0.45542,17.481482,5
38,1.490712,14.444445,5
68,3.786917,2.296296,5
67,1.241266,0.740741,5
155,0.611111,7.296296,5
85,1.241266,18.925926,5
152,0.02963,1.37037,5
112,1.769076,23.703703,5
135,0.062963,2.888889,5
86,1.06284,6.703704,5
119,1.405017,8.62963,5
111,0.45542,28.74074,5
133,0.240741,0.740741,5
152,0.02963,3.592592,5
62,0.298142,6.444445,5
89,0.952579,16.814816,5
137,0.544331,0.740741,5
155,0.611111,7.296296,5
58,0.421637,8.333333,5
153,0,0,5
84,0.490653,23.25926,5
147,0,0,5
85,1.241266,18.925926,5
135,0.062963,1.925926,5
113,0.623608,28.333334,5
137,0.544331,0.740741,5
116,0.433334,16.851852,5
135,0.02963,0.148148,5
40,2.072751,1.259259,5
109,0.834444,29.407408,5
114,1.307407,16.185184,5
108,0.611616,14.518518,5
137,0.477777,25.333334,5
90,2.562966,5.148148,5
86,0.018519,12.333333,5
92,1.062841,17.25926,5
92,7.379901,9.962963,5
115,3.662964,14.740741,5
134,0.172133,1.851852,5
141,0.118518,0.703704,5
89,1.746955,5.037037,5
89,0,0,5
93,0.272165,14.814815,5
116,0.389682,23.407408,5
131,0.182574,1.555556,5
131,0,0,5
64,0.136083,5.703704,5
151,0.278887,0.111111,5
135,0.136083,1.259259,5
86,0.389682,20.444445,5
154,0.02963,0.074074,5
153,8.044466,8.333333,5
144,0.516398,0.444444,5
89,0.477778,1.814815,5
114,0.507408,25.814816,5
64,1.130388,8,5
91,0.018519,12.148149,5
110,0.062963,9.444445,5
149,0.172133,0.037037,5
154,1.585185,0.740741,5
154,1.083547,0.62963,5
134,0.02963,0.518518,5
89,2.190891,18,5
140,0.421636,3.222222,5
95,1.123816,7.62963,5
83,0.418518,9.888889,5
62,0.250924,6.407407,5
114,0.809664,27.185184,5
113,1.01111,31.777779,5
138,0.518518,3.555556,5
62,0.250924,6.407407,5
133,1.007407,5.37037,5
154,125.8667,8.703704,5
137,0.074074,0.925926,5
84,0.298143,17.11111,5
145,0,0,5
135,0.107407,31.185184,5
68,0.58373,6.888889,5
155,99.75187,14.333333,5
154,8.21111,6.37037,5
131,0.172133,0.222222,5
135,0.02963,0.777778,5
145,0,0,5
134,0.3,6.962963,5
153,5.539421,3.37037,5
82,1.148267,15.222222,5
113,1.223232,20.851852,5
129,0,0,5
130,0.962963,1.62963,5
62,0.250924,7.62963,5
114,1.162692,30.481482,5
155,10.551853,8.740741,5
144,0.860663,0.666667,5
12,0.272165,6.259259,5
197,1.515353,49.592594,6
180,2.984528,62.074074,6
200,2.409857,54.703705,6
195,2.957101,57.11111,6
189,1.047041,59.925926,6
204,1.763834,55.88889,6
162,0.596296,44.074074,6
185,1.068055,49.333332,6
194,1.951259,48.62963,6
185,1.424649,44.962963,6
188,0.488888,30.592592,6
176,1.06284,53.666668,6
165,8.1074,35.814816,6
189,1.511683,61.407406,6
188,2.880329,50.407406,6
176,1.148269,52.925926,6
204,1.282358,57.25926,6
163,12.151846,41.666668,6
161,3.040736,42.037037,6
171,1.218681,45.77778,6
162,5.762963,41.48148,6
189,2.195113,62.074074,6
189,3.885185,26.444445,6
182,3.855555,34.925926,6
184,2.118519,31.703703,6
192,2.180723,58.11111,6
195,0.65828,46.555557,6
193,1.90516,60.11111,6
190,2.094085,58.11111,6
159,5.05185,35.77778,6
163,0.877778,40.444443,6
197,2.78621,49.74074,6
185,1.806368,49.037037,6
189,0.922221,32.11111,6
185,7.662959,32.555557,6
184,2.118519,31.703703,6
191,5.40741,25.296297,6
189,2.237722,58.407406,6
180,1.481991,48.555557,6
182,3.855555,34.925926,6
190,1.822697,53.592594,6
181,0.862812,55.333332,6
160,8.888896,43.925926,6
175,3.124574,57.851852,6
162,1.307408,40.296295,6
161,5.555551,42.37037,6
202,1.069786,57.333332,6
162,2.196297,40.444443,6
182,0.655462,43.51852,6
194,1.925463,41.037037,6
189,1.088662,49.666668,6
179,2.507411,35.48148,6
201,1.678846,53.703705,6
182,1.705113,43.592594,6
193,1.451692,60.703705,6
187,1.600925,54.77778,6
162,1.144444,43.22222,6
186,1.572919,49.51852,6
190,1.032796,46.88889,6
186,2.711429,48.814816,6
200,0.952579,46.11111,6
163,2.285186,40,6
185,4.655558,30.88889,6
195,3.284081,45.074074,6
180,1.186343,60.074074,6
179,1.531158,49.185184,6
193,0.750308,41.703705,6
181,1.730983,60.62963,6
202,1.878731,61.62963,6
187,1.730981,48.37037,6
161,0.507408,44.074074,6
188,2.573368,55.77778,6
191,1.973905,63.074074,6
202,1.625036,58,6
173,1.646544,55.185184,6
198,1.345774,48.703705,6
177,9.633328,32.444443,6
163,0.429631,40.703705,6
186,2.319004,54.962963,6
182,1.794023,46.37037,6
201,5.495115,40.296295,6
197,1.451691,63.22222,6
161,1.807405,41.48148,6
195,2.8784,47.925926,6
200,4.324349,58.592594,6
196,1.327766,46.074074,6
193,1.115547,62.703705,6
182,0.834444,43.62963,6
192,2.084333,59.555557,6
199,2.97894,55.666668,6
194,1.496909,58.814816,6
185,1.229272,50.22222,6
182,3.208783,39.851852,6
181,3.151133,59.074074,6
189,1.323576,51.11111,6
188,2.108185,61.666668,6
182,4.213295,58.407406,6
191,2.948949,59.592594,6
171,1.005539,45.925926,6
200,2.133507,61.037037,6
196,0.869228,61.592594,6
187,1.003697,48.51852,6
189,0.983193,58.62963,6
194,2.594153,61.555557,6
194,1.200309,41.296295,6
200,2.703221,56.666668,6
190,2.13611,47.48148,6
182,1.259042,55.851852,6
193,0.516399,45.22222,6
190,0.998145,49.48148,6
176,1.470702,49.74074,6
176,1.857917,60.296295,6
191,2.999382,62.037037,6
159,7.54074,36.62963,6
176,0.688531,50.666668,6
182,1.857917,55.074074,6
195,1.206464,61.592594,6
182,2.576964,54.925926,6
182,3.855555,34.925926,6
196,1.420746,50.074074,6
190,0.998145,49.48148,6
163,13.496301,39.444443,6
174,2.68052,56.185184,6
185,0.632455,59.148148,6
174,1.445299,57.851852,6
185,2.977074,57.074074,6
182,2.094967,58.962963,6
177,0.879815,51.074074,6
161,0.729634,40.444443,6
192,0.64693,45.962963,6
210,4.018937,49.74074,6
196,2.375804,49.88889,6
186,2.115201,53.444443,6
184,1.520233,48.25926,6
183,1.18165,54.037037,6
186,1.798145,49.62963,6
190,2.564718,50.444443,6
184,0.544331,56.25926,6
188,1.563472,49.703705,6
200,2.125681,55.962963,6
196,0.869228,61.592594,6
186,2.245159,50.074074,6
191,3.031317,63,6
193,2.040334,41.185184,6
198,1.496909,59.77778,6
191,0.620633,49.22222,6
189,0.222222,29.074074,6
196,1.260512,63.51852,6
193,1.686548,49.11111,6
194,2.33492,60.77778,6
194,1.784708,60.814816,6
185,7.662959,32.555557,6
184,3.277779,31.518518,6
192,2.82384,57.074074,6
183,0.869228,43.185184,6
199,1.861898,57,6
182,1.470701,54.185184,6
160,0.922221,45.148148,6
193,1.652159,61.407406,6
183,0.651852,32.25926,6
183,0.583731,54.74074,6
193,3.605038,51.74074,6
195,1.866865,61.74074,6
201,2.018434,59.333332,6
201,1.734188,61.62963,6
187,1.849924,58.666668,6
196,2.149936,53.333332,6
210,1.669998,51.296295,6
172,4.38896,44.77778,6
186,3.028874,51.77778,6
187,1.515354,59.37037,6
182,1.293861,45,6
195,2.238553,47.74074,6
192,2.059307,60.814816,6
162,1.885184,40.962963,6
207,1.306679,52.11111,6
188,1.260511,49.962963,6
194,1.025599,45.074074,6
193,1.652159,61.407406,6
188,1.128748,50.185184,6
201,1.678846,53.703705,6
176,0.879815,50.296295,6
163,0.785186,39.296295,6
161,5.540735,41.962963,6
178,1.769076,47.962963,6
185,2.257497,56.25926,6
190,0.975629,48.88889,6
185,1.769077,47.814816,6
184,0.843274,50.592594,6
186,2.666666,34.962963,6
181,1.242757,46.88889,6
182,5.455552,29.777779,6
180,1.185186,30.37037,6
189,2.462961,31.37037,6
191,2.738614,59.74074,6
190,6.977775,32.962963,6
207,3.179215,56.814816,6
201,5.495115,40.296295,6
188,1.218519,30.62963,6
197,2.01568,54.851852,6
194,1.218682,58.962963,6
162,7.155551,42.185184,6
176,1.857917,60.296295,6
176,1.06284,53.666668,6
190,1.451853,31.666666,6
190,0.742868,60.444443,6
187,1.003697,48.51852,6
186,1.858913,48.22222,6
209,0.712326,48.77778,6
195,2.277915,47.703705,6
186,2.12222,35.296295,6
196,1.047043,51.148148,6
187,2.048487,56.148148,6
194,1.932183,50.11111,6
175,1.323576,57.77778,6
190,0.998145,49.48148,6
185,1.806368,49.037037,6
173,1.781593,43.592594,6
176,0.918938,50.77778,6
194,1.14342,49.74074,6
210,1.669998,51.296295,6
180,1.585185,31.444445,6
178,1.051855,33.666668,6
197,1.451691,63.22222,6
184,0.32963,31.185184,6
189,4.551854,29.62963,6
180,0.936898,50.407406,6
200,0.779364,56.37037,6
188,2.011082,61.074074,6
182,0.742868,58,6
202,1.708367,60.48148,6
193,1.90516,60.11111,6
192,2.008316,47.51852,6
189,3.885185,26.444445,6
173,1.834847,56.77778,6
184,0.910841,45.22222,6
203,2.85709,54,6
195,1.16746,48.851852,6
195,2.094082,48.333332,6
163,2.285186,40,6
200,3.031318,53.555557,6
185,2.810035,47.962963,6
182,1.099999,34.51852,6
162,3.985182,41.333332,6
188,1.496296,29.962963,6
205,2.195112,50.25926,6
196,1.333334,47.25926,6
190,1.809441,52.555557,6
172,0.894427,42.333332,6
191,1.306679,61.666668,6
191,2.303781,48.22222,6
189,0.311111,32.77778,6
160,1.185186,42.814816,6
183,2.398302,55.74074,6
200,2.621847,45.296295,6
192,0.547723,46.37037,6
197,2.993821,50.333332,6
189,1.751853,34.11111,6
191,2.738614,59.74074,6
190,0.82776,52.407406,6
186,2.043961,48.444443,6
198,6.433995,58.333332,6
161,3.040736,42.037037,6
186,2.043961,48.444443,6
196,2.360949,47.185184,6
183,1.682151,56.333332,6
159,7.54074,36.62963,6
186,1.659987,49.444443,6
194,1.14342,49.74074,6
208,4.841564,55.62963,6
180,1.481991,48.555557,6
172,0.91287,42.037037,6
161,1.807405,41.48148,6
190,1.062842,57.333332,6
201,0.64693,58.703705,6
180,0.936898,50.407406,6
191,0.760117,49.185184,6
197,2.993821,50.333332,6
190,1.822697,53.592594,6
189,0.462963,23.592592,6
189,2.87407,31.925926,6
177,10.696298,32.88889,6
203,0.64693,54.51852,6
188,1.356739,60.333332,6
192,1.781593,53.444443,6
199,2.647851,54.962963,6
176,3.275612,56.925926,6
160,8.240739,40.88889,6
177,1.069789,49.444443,6
188,2.740741,33.333332,6
189,2.237722,58.407406,6
206,1.773257,57.62963,6
198,1.854924,51.666668,6
185,0.250924,54.22222,6
197,1.854924,55.444443,6
204,1.204928,57.88889,6
182,1.099999,34.51852,6
211,6.08889,15.444445,7
151,0.389682,19,7
222,0.834443,10.481482,7
156,0.278886,23.703703,7
226,0.655461,16.703703,7
216,0.566667,7.074074,7
227,1.186342,12.62963,7
169,0.388889,16.592592,7
200,0.42963,7.703704,7
243,1.851851,13.333333,7
211,0.879815,10.814815,7
212,0.666667,12.296296,7
188,0.688531,15.740741,7
226,1.424651,11.888889,7
211,6.08889,15.444445,7
176,0.655462,22.74074,7
173,0.829631,17.148148,7
203,1.646545,11.259259,7
242,0.829629,11.740741,7
184,0.344265,14.222222,7
175,0.62361,15.37037,7
233,1.31852,11.703704,7
167,0.928959,19.037037,7
199,0.443053,14.518518,7
240,1.668887,22.481482,7
168,1.149879,25.11111,7
219,3.529631,14.888889,7
215,0.074074,6.925926,7
165,3.974076,17.333334,7
174,1.007406,19.074074,7
210,1.366666,12.962963,7
235,1.840741,10.888889,7
226,1.707407,13.481482,7
221,1.485185,14.074074,7
246,1.619328,22.814816,7
174,1.16746,23.185184,7
194,1.274074,16.777779,7
245,2.162963,6.407407,7
170,0.574134,16.407408,7
222,2.607407,9.333333,7
243,5.274073,6.481482,7
246,5.618517,15.444445,7
193,0.952579,14.444445,7
238,2.538591,8.925926,7
162,0.455421,24.518518,7
237,0.444444,8,7
187,1.632993,18.666666,7
203,0.760117,9.777778,7
184,0.077778,11.851851,7
197,7.54074,21.25926,7
249,3.629631,10.518518,7
183,0.772202,19.851852,7
198,0.620633,12.185185,7
245,1.162691,16.37037,7
244,0.551852,7.740741,7
217,0.474074,6.296296,7
181,0.349603,11.666667,7
208,2.640738,18.555555,7
183,0.429629,18.185184,7
181,0.632456,16.296297,7
212,1.422221,8.037037,7
187,0.740741,11.62963,7
162,1.074968,17.333334,7
238,1.135292,13.62963,7
232,1.455554,14.703704,7
216,1.327767,15.074074,7
157,0.3,24.296297,7
235,1.307407,15.62963,7
218,0.744444,13.703704,7
186,0.691215,15.592592,7
237,1.143419,13.222222,7
226,3.096296,7.851852,7
173,1.069787,19.222221,7
234,0.118518,7.111111,7
223,5.722223,6.666666,7
244,0.640741,10.37037,7
198,0.133333,15.814815,7
236,2.696296,12.518518,7
246,1.085185,9.407408,7
211,1.466667,16.37037,7
208,1.396296,19.25926,7
248,1.718095,26.88889,7
176,0.655461,22.185184,7
220,0.833333,6.62963,7
150,0.196296,18.925926,7
180,0.562963,22.333334,7
172,0.298143,19,7
197,0.691215,12.851851,7
223,0.720082,16.518518,7
184,11.851854,17.62963,7
195,0.403687,16.037037,7
157,0.421638,19.666666,7
209,1.295291,12.518518,7
245,0.551851,14.222222,7
211,1.327765,17.962963,7
169,0.779364,17.11111,7
181,0.750308,21.407408,7
185,0.349603,12.962963,7
155,0.459468,23.333334,7
161,0.501849,19.037037,7
167,0.562963,14.074074,7
177,0.551852,19.592592,7
220,15.262959,8.185185,7
181,1.200001,19.62963,7
180,0.518518,13.851851,7
148,0.251851,15.962963,7
169,0.774073,19.592592,7
250,1.420746,9.222222,7
192,1.007407,9.962963,7
169,0.983192,25.962963,7
218,2.42963,14.925926,7
197,0.044444,6,7
162,0.62361,25.11111,7
225,1.00554,16.185184,7
236,6.829628,16.074074,7
248,0.64693,15.296296,7
215,0.809664,18.074074,7
156,0.490653,16.925926,7
210,0.596296,15.111111,7
224,1.840741,13.444445,7
170,0.45542,25.444445,7
196,1.047041,15.333333,7
184,1.06284,13.62963,7
187,0.344265,15.222222,7
195,1.408966,14.740741,7
214,0.651852,6.814815,7
246,3.262963,15.37037,7
210,1.129629,17.481482,7
239,2.433332,15.148149,7
169,0.505525,12.814815,7
248,1.813529,19.555555,7
176,0.151852,13,7
237,2.535671,14.148149,7
160,1.29386,23.25926,7
198,1.204928,14.555555,7
229,1.98513,13.703704,7
158,1.054093,22.185184,7
175,0.62361,15.37037,7
229,2.059306,14.62963,7
180,0.340741,13.592592,7
172,0.507407,16.074074,7
194,0.781736,18.555555,7
242,1.638653,14.814815,7
233,0.740741,12.592592,7
191,0.507408,15.185185,7
187,0.720082,13.740741,7
156,1.277778,18.25926,7
166,0.329629,13.37037,7
190,1.041722,19.88889,7
199,0.788811,15,7
206,1.12963,16.074074,7
211,1.129629,13.740741,7
199,0.607407,17.518518,7
203,0.742867,12.407408,7
199,0.788811,15,7
178,0.862965,23.814816,7
246,2.094968,25.88889,7
170,0.45542,25.444445,7
216,0.651852,14.555555,7
204,0.958394,19,7
215,1.784709,17.185184,7
218,3.496296,8.444445,7
223,1.047042,14.740741,7
235,1.06284,9.185185,7
236,0.255556,16.592592,7
249,2.306994,18,7
201,1.95978,17.88889,7
232,1.206464,8.814815,7
186,0.340741,12.074074,7
215,2.040334,23.814816,7
227,0.996296,13.962963,7
202,0.24074,15.148149,7
236,3.455556,11.074074,7
237,1.155555,7.481482,7
183,0.936898,15.37037,7
164,0.574133,23.148148,7
166,1.096297,16.962963,7
244,1.470702,12.814815,7
177,0.551852,19.592592,7
208,1.763834,14.777778,7
226,1.98513,18,7
222,0.477778,14,7
224,2.559658,20.25926,7
239,1.451691,10.37037,7
241,1.128749,8.259259,7
184,0.774074,19.444445,7
249,2.42594,22.851852,7
245,3.016621,9.740741,7
215,5.096295,17.185184,7
237,2.444445,5.851852,7
189,0.779363,12.888889,7
191,0.507408,15.185185,7
209,1.289559,11.62963,7
209,0.666667,22.518518,7
251,1.881686,20.666666,7
176,0.516398,18.481482,7
186,0.162962,18.518518,7
247,3.188889,8.111111,7
193,2.225275,16.185184,7
240,0.862963,14.148149,7
210,0.544331,11.851851,7
180,0.722649,22.555555,7
201,0.918519,7.777778,7
208,2.429628,16.851852,7
234,0.3,5.740741,7
161,0.327731,15.740741,7
185,1.422222,19.25926,7
237,0.240741,5.777778,7
180,0.874074,21.25926,7
185,0.443053,10.740741,7
233,1.540803,26.814816,7
189,0.666667,12.925926,7
208,0.418519,16.185184,7
201,1.128748,19.148148,7
238,0.596297,17.777779,7
250,1.420746,9.222222,7
223,5.722223,6.666666,7
181,0.477778,19.296297,7
240,0.862963,14.148149,7
249,2.062964,13.37037,7
224,2.559658,20.25926,7
221,0.64693,12.111111,7
183,0.936898,15.37037,7
183,0.385185,18.11111,7
249,2.385186,8.555555,7
211,0.490654,20.518518,7
165,0.177778,14.296296,7
196,1.244444,19.62963,7
238,0.877777,8.518518,7
247,1.218519,21.925926,7
211,1.333333,13.62963,7
166,1.096297,16.962963,7
238,0.827759,13.259259,7
215,0.958394,23.037037,7
182,1.047042,17.592592,7
152,1.143419,25.037037,7
