@relation segment

@attribute Vegde-sd numeric
@attribute Saturatoin-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
0.443053,0.73447,-2.442323,3
0.207407,0.888889,-2.137446,3
0.966091,0.618328,-2.45904,3
8.296297,0.876332,-2.28054,3
0.151852,0.940476,-2.133095,3
4.018517,0.82735,-2.345005,3
1.262963,0.96142,-2.24908,3
442.17786,0.366946,-2.476481,3
0.720082,0.912963,-2.377624,3
14.829629,0.597765,-2.326257,3
0.577778,0.987654,-2.185466,3
0.251852,0.864482,-2.283787,3
0.651851,0.891608,-2.354881,3
7.885187,0.804724,-2.300368,3
4.374074,0.911448,-2.354575,3
0.107407,1,-2.094395,3
64.95186,0.809331,-2.349017,3
0.981307,0.772831,-2.343004,3
14.962965,0.895369,-2.118937,3
0.077778,0.777778,-2.094395,3
1.511111,0.778863,-2.275792,3
4.193469,0.695755,-2.268991,3
0.577778,0.987654,-2.185466,3
7.84074,0.960317,-2.173204,3
189.44075,0.420176,-2.274461,3
0.074074,1,-2.094395,3
2.810035,0.425293,-1.61572,3
0.018519,1,-2.132635,3
0.340741,0.986111,-2.123905,3
267.45554,0.595282,-2.438409,3
0.807373,0.407407,-2.094395,3
10.382501,0.395671,-2.401825,3
1.540741,0.944811,-2.186723,3
14.962965,0.895369,-2.118937,3
41.288895,0.742819,-2.320628,3
0.182574,0.977778,-2.422506,3
0.311111,1,-2.229939,3
6.320163,0.629245,-2.295381,3
84.87777,0.652043,-2.418074,3
0.975629,0.601444,-2.035808,3
0.088889,0.977778,-2.155984,3
12.795401,0.358975,-2.360491,3
0.355556,0.867813,-2.217735,3
22.507414,0.705482,-2.275553,3
9.555554,0.686685,-2.356793,3
0.64693,0.875926,-2.463852,3
0.474074,0.843607,-2.451983,3
3.155556,0.833935,-2.386611,3
1.143419,0.790011,-2.406809,3
8.018518,0.9109,-2.255673,3
3.544443,0.903571,-2.255541,3
0.827759,0.923809,-2.237562,3
1.062841,0.696178,-2.335871,3
5.897896,0.415836,-2.514204,3
0.136083,0.111111,-2.094395,3
0.547722,0.740476,-2.573381,3
1.962613,0.862771,-2.229493,3
3.62963,0.698902,-2.445012,3
0.712325,0.916667,-2.4238,3
0.118518,1,-2.094395,3
0.862963,0.981482,-2.16921,3
1.110556,0.638455,-2.241956,3
0.196296,0.939815,-2.225735,3
14.967619,0.674956,-2.492965,3
0,0,0,3
0.133333,1,-2.169865,3
2.435083,0.725289,-2.639389,3
1.773259,0.386612,-1.702833,3
1.351853,0.953086,-2.257122,3
1.540803,0.585775,-2.451571,3
0.062963,1,-2.094395,3
0.474074,0.88955,-2.348987,3
0.018519,1,-2.094395,3
0.222222,0.853199,-2.234241,3
0.960324,0.701476,-2.326275,3
356.16672,0.269733,-2.411645,3
40.862957,0.489062,-2.286295,3
0,0,0,3
45.84074,0.872146,-2.272973,3
0.385185,0.981482,-2.094395,3
0.296296,0.333333,-2.181439,3
3.6,0.909236,-2.268209,3
3.708349,0.660813,-2.307511,3
1.420746,0.872222,-2.340801,3
572.9964,0.306281,-2.422127,3
0.45542,0.977778,-2.239029,3
0.518518,1,-2.173961,3
0.534027,0.977778,-2.337096,3
0.418518,0.881217,-2.248134,3
0.488889,0.917989,-2.358386,3
19.136257,0.297802,-2.356754,3
0.133333,1,-2.315721,3
0.311111,0.875529,-2.313013,3
0.843274,0.843518,-2.519165,3
0.151852,1,-2.132635,3
0.151852,1,-2.094395,3
0.843274,0.843518,-2.519165,3
8.740745,0.628156,-2.388561,3
0.516398,1,-2.15073,3
0.240741,0.977778,-2.285991,3
0.720082,0.638541,-2.354617,3
83.351845,0.738034,-2.289874,3
0.151852,1,-2.11372,3
0.077778,1,-2.123254,3
0.340741,1,-2.156366,3
7.865538,0.651133,-2.255561,3
0.088889,1,-2.11372,3
0.340741,0.986111,-2.123905,3
4.768726,0.627944,-2.417818,3
0.962964,0.968254,-2.094395,3
0.501848,0.95,-2.200588,3
0.196296,0.984127,-2.191382,3
0.088889,0.977778,-2.155984,3
46.933327,0.822893,-2.240133,3
0.474074,0.487864,-2.108911,4
0.374074,0.254697,-2.007832,4
0.655461,0.178875,-1.748546,4
28.907421,0.320613,-2.097799,4
0.91084,0.275059,-2.036435,4
1.23678,0.19713,-1.970812,4
1.288887,0.28511,-2.025773,4
0.505524,0.184376,-1.720441,4
1.264911,0.317871,-2.108757,4
2.083444,0.167908,-1.659641,4
0.327728,0.335387,-2.128801,4
2.08889,0.252103,-1.961254,4
2.551854,0.483771,-2.237972,4
11.055564,0.457448,-2.219625,4
2.471316,0.355756,-2.090781,4
1.12963,0.479931,-2.029312,4
2.329629,0.265535,-1.984583,4
2.083445,0.222808,-1.892977,4
4.359749,0.245321,-1.910735,4
1.223232,0.264563,-2.038624,4
2.139573,0.339145,-2.111789,4
2.829629,0.259842,-1.9632,4
0.462964,0.246605,-1.971781,4
1.293861,0.271717,-2.006,4
1.655518,0.349325,-2.064723,4
1.041721,0.267258,-2.068537,4
1.68215,0.310818,-2.044238,4
1.020168,0.309556,-2.133031,4
0.691214,0.250705,-1.989922,4
0.490653,0.303179,-2.093744,4
1.181651,0.265698,-1.96031,4
1.025599,0.300672,-2.110233,4
1.360828,0.176066,-1.75799,4
3.911109,0.263467,-2.035243,4
5.955534,0.316177,-1.981846,4
0.574134,0.221187,-1.949745,4
1.259042,0.3097,-2.105073,4
1.144445,0.41916,-2.142701,4
1.103866,0.341229,-2.108995,4
0.474074,0.487864,-2.108911,4
0.172131,0.311437,-2.154989,4
4.449303,0.268186,-2.030048,4
2.721655,0.331128,-2.048461,4
0.574134,0.323915,-2.102607,4
0.355555,0.25976,-1.985584,4
1.655519,0.287325,-2.091037,4
0.928958,0.322931,-2.125735,4
0.490654,0.264564,-2.00456,4
1.405017,0.274334,-2.096415,4
0.750305,0.318191,-2.13042,4
17.3628,0.280578,-1.995536,4
2.551854,0.483771,-2.237972,4
1.772214,0.335115,-2.160551,4
4.577317,0.351273,-2.046542,4
0.403687,0.271987,-2.070466,4
0.779363,0.322733,-2.094303,4
0.177777,0.258916,-1.886072,4
0.272166,0.336015,-2.078504,4
6.962952,0.482725,-2.118223,4
0.344265,0.307419,-2.09885,4
1.854923,0.2694,-1.99488,4
4.596297,0.266758,-2.080474,4
0.68853,0.174579,-1.720468,4
1.274075,0.255329,-2.030875,4
0.951854,0.263275,-1.978328,4
8.141569,0.338407,-2.078797,4
1.110556,0.314783,-2.077647,4
0.82776,0.176156,-1.681589,4
1.618518,0.464069,-1.584341,4
0.720082,0.318271,-2.088579,4
0.729627,0.252203,-1.985221,4
1.23678,0.19713,-1.970812,4
1.327766,0.307415,-2.063242,4
1.062841,0.304774,-2.129479,4
1.223231,0.34747,-2.09452,4
1.340259,0.337756,-2.107858,4
0.877778,0.29185,-2.035377,4
0.074074,0.245206,-1.918888,4
1.096294,0.259048,-2.032243,4
1.94074,0.441573,-2.134876,4
0.574134,0.297221,-2.089105,4
0.711111,0.24473,-1.942698,4
7.644442,0.46343,-2.165731,4
1.003697,0.314606,-2.090221,4
0.077778,0.282411,-1.985027,4
1.38911,0.303044,-2.109804,4
0.298141,0.298145,-2.076662,4
1.619327,0.326719,-2.152304,4
3.096298,0.259607,-2.00292,4
0.951853,0.271474,-1.907502,4
0.722648,0.181732,-1.722278,4
0.611112,0.249829,-1.907955,4
1.312335,0.31714,-2.166151,4
1.619327,0.170449,-1.624846,4
0.403687,0.330477,-2.09948,4
14.344446,0.438882,-2.1343,4
0.651852,0.267251,-1.970422,4
0.32963,0.282964,-1.962646,4
0.975628,0.266776,-2.030703,4
0.250924,0.293681,-2.078463,4
1.047041,0.269218,-2.014126,4
3.201852,0.339917,-2.102652,4
0.355555,0.25976,-1.985584,4
7.055555,0.429825,-2.124871,4
3.649962,0.317325,-2.061036,4
0.691214,0.30227,-2.124981,4
0.403687,0.330477,-2.09948,4
4.577775,0.445172,-2.141787,4
0.666661,0.248998,-1.999045,4
0.522222,0.541667,-1.999443,4
1.007408,0.432786,-2.164971,4
0.712325,0.337893,-2.061006,4
16.443394,0.290355,-2.005742,4
6.618995,0.319706,-2.050388,4
0.712325,0.31426,-2.118087,4
9.544442,0.290982,-1.980977,4
2.697049,0.305785,-1.96874,4
3.761896,0.324556,-2.144507,4
0.444447,0.257599,-2.019545,4
0.772203,0.315538,-2.083715,4
0.960324,0.202846,-1.802554,4
0.250925,0.339117,-2.048732,4
1.293861,0.271717,-2.006,4
0.32963,0.282964,-1.962646,4
4.044447,0.426014,-2.138726,4
0.611616,0.347454,-2.081842,4
6.53679,0.327288,-2.05839,4
0.062963,0.307007,-2.009854,4
0.655462,0.354746,-2.146969,4
1.051852,0.257014,-1.997589,4
1.186343,0.342363,-2.128423,4
0.365148,0.274519,-1.990806,4
4.044447,0.426014,-2.138726,4
0.966091,0.178226,-1.893495,4
2.21111,0.265053,-1.984308,4
6.077768,0.260329,-2.027771,4
0.854184,0.28077,-2.064038,4
0.162964,0.26938,-2.083043,4
1.293859,0.2851,-2.100487,4
1.128748,0.308824,-2.093203,4
1.12875,0.361284,-2.175349,4
0.455422,0.146611,-1.567463,4
0.774075,0.268621,-2.00619,4
3.085188,0.449747,-2.161046,4
4.577317,0.351273,-2.046542,4
0.975628,0.266776,-2.030703,4
1.088662,0.284874,-2.075161,4
7.032464,0.266206,-2.05389,4
0.744446,0.280738,-2.006029,4
1.096294,0.280593,-1.994105,4
1.420746,0.15128,-1.596679,4
0.960324,0.202846,-1.802554,4
73.70736,0.274353,-2.034054,4
0.211111,0.398689,-2.104083,4
0.785184,0.260605,-1.958524,4
1.108888,0.30862,-2.186797,4
1.143419,0.334876,-2.139002,4
3.442652,0.353548,-2.068653,4
1.531158,0.289653,-2.022861,4
0.860663,0.319474,-2.123537,4
0.874075,0.252669,-2.003607,4
2.03306,0.319714,-2.138762,4
0.349603,0.320122,-2.132027,4
4.405383,0.313235,-2.161793,4
1.866865,0.338619,-2.089186,4
1.500616,0.317014,-2.102047,4
1.29386,0.348022,-2.127801,4
4.359749,0.245321,-1.910735,4
0.779363,0.322733,-2.094303,4
0.958392,0.264115,-2.021125,4
0.74074,0.275986,-2.015554,4
0.862963,0.248092,-1.997241,4
6.945556,0.278345,-2.108813,4
1.82168,0.273358,-1.960582,4
112.57778,0.261246,-2.017379,4
0.862812,0.316026,-2.069541,4
0.32963,0.253364,-1.996907,4
0.062963,0.258409,-1.942179,4
1.007408,0.392034,-2.066695,4
4.951616,0.224617,-1.896425,4
0.490654,0.17869,-1.518761,4
2.107406,0.251194,-2.021502,4
3.262958,0.258303,-2.024945,4
1.083546,0.287045,-2.041901,4
0.774075,0.268621,-2.00619,4
1.274076,0.468165,-2.204575,4
0.82776,0.176156,-1.681589,4
1.259042,0.3097,-2.105073,4
0.151852,0.559546,-2.149759,4
1.011109,0.258543,-2.030079,4
0.807372,0.154094,-1.640134,4
0.355555,0.33971,-2.053834,4
1.77778,0.249679,-1.973615,4
1.709451,0.204536,-1.67677,4
2.533333,0.505441,-2.134924,4
0.501849,0.32276,-2.124459,4
2.062962,0.484805,-2.044946,4
1.633334,0.503086,-1.943449,4
2.187506,0.309106,-2.056377,4
8.654905,0.214456,-1.940975,4
1.007407,0.444353,-2.167262,4
13.024195,0.33727,-2.030428,4
11.618519,0.458785,-2.20265,4
1.187903,0.290834,-2.116351,4
1.38243,0.325768,-2.129523,4
0.869226,0.334662,-2.029552,4
1.047041,0.249001,-2.042422,4
1.834849,0.313427,-2.024268,4
10.22995,0.293949,-2.077668,4
0.107409,0.267219,-1.986567,4
0.251852,0.540918,-1.996307,4
4.385187,0.248999,-1.908348,4
0.501848,0.280911,-2.029656,4
3.674074,0.472975,-1.904651,4
4.368658,0.312927,-2.091927,4
1.143417,0.30598,-2.126989,4
3.322223,0.453341,-2.069251,4
1.206455,0.310101,-2.030269,4
2.640739,0.431321,-2.109365,4
14.062966,0.457405,-2.174468,4
3.944446,0.27569,-2.065471,4
2.296298,0.295992,-1.996082,4
1.529629,0.709751,-2.123905,4
0.862963,0.520578,-1.982834,4
4.597905,0.197115,-1.840735,4
1.360826,0.314365,-2.070832,4
0.534027,0.287394,-2.071134,4
2.524692,0.264571,-1.970802,4
11.074329,0.271659,-2.038824,4
3.887301,0.346398,-2.04294,4
0.620633,0.299164,-2.111941,4
327.26297,0.312482,-2.013382,4
0.699206,0.325487,-2.145541,4
0.95258,0.286238,-2.098521,4
1.144447,0.300796,-1.984566,4
1.971086,0.33466,-2.06346,4
1.34026,0.192484,-1.840579,4
0.611111,0.405936,-2.104102,4
1.06284,0.31069,-2.143048,4
1.500617,0.317097,-2.076967,4
0.740741,0.548124,-2.137371,4
6.945556,0.278345,-2.108813,4
2.215267,0.349652,-2.074838,4
5.67026,0.300208,-2.017779,4
2.977073,0.315338,-1.934686,4
0.928958,0.335026,-2.106235,4
0.385186,0.408913,-2.115734,4
1.206465,0.313003,-2.067168,4
0.886108,0.316905,-2.145323,4
0.41852,0.303876,-2.028043,4
1.440164,0.341111,-2.086914,4
1.047041,0.249001,-2.042422,4
0.711111,0.24473,-1.942698,4
4.077776,0.272752,-2.046753,4
1.088663,0.298892,-2.045165,4
0.327731,0.332815,-2.138581,4
1.806367,0.323908,-2.112723,4
1.135294,0.279176,-2.078154,4
0.62361,0.334962,-2.068644,4
3.001851,0.327632,-2.131861,4
12.266663,0.447745,-2.242741,4
182.29631,0.265558,-2.007117,4
0.928958,0.297096,-2.054964,4
2.703222,0.344409,-2.060607,4
1.633334,0.503086,-1.943449,4
1.526312,0.311552,-1.877159,4
0.4,0.437078,-2.158805,4
0.490655,0.278963,-2.024061,4
0.4,0.437078,-2.158805,4
1.420747,0.303071,-2.08549,4
3.051848,0.479715,-2.142529,4
15.472914,0.225243,-2.12336,4
1.809441,0.331663,-2.094392,4
375.09625,0.249253,-2.032518,4
0.177777,0.258916,-1.886072,4
3.761896,0.324556,-2.144507,4
0.82776,0.152009,-1.68385,4
1.18634,0.355227,-2.133676,4
1.254621,0.307193,-2.126943,4
4.574081,0.25706,-2.072158,4
0.620632,0.30715,-2.088914,4
1.544406,0.259367,-2.045905,4
0.250923,0.287488,-2.0742,4
2.551852,0.453533,-2.191073,4
17.3628,0.280578,-1.995536,4
3.832126,0.321345,-2.033077,4
1.544406,0.259367,-2.045905,4
0.888194,0.340237,-2.102441,4
81.485176,0.278726,-1.95422,4
0.95258,0.184999,-1.83808,4
0.062963,0.277106,-1.991964,4
2.105549,0.315228,-2.097363,4
2.550962,0.321825,-2.100687,4
3.540741,0.430239,-2.169368,4
1.611303,0.309461,-2.068113,4
1.356739,0.200662,-1.903624,4
0.960323,0.290165,-2.107785,4
0,0,0,5
0.136083,0.655892,-2.039459,5
0.172133,0.888889,-1.986938,5
1.262962,0.888007,-2.110974,5
1.148267,0.458152,-2.102722,5
0.340741,0.876102,-2.071242,5
0.172133,0.222222,-2.094395,5
0.074074,0.510924,-2.149073,5
0.403687,0.645891,-2.048717,5
0.544331,0.75,-2.007606,5
0.278887,0.620651,-1.93491,5
0.421636,0.656085,-1.853161,5
0.018519,0.550926,-2.094395,5
39.262947,0.599594,-2.142756,5
0.365148,0.421675,-2.117648,5
0.136083,0.111111,-2.094395,5
1.241266,0.231481,-1.512684,5
0.285185,0.451546,-2.084893,5
0,0,0,5
3.786917,0.115741,-1.861154,5
0.033333,0.797884,-1.985769,5
1.574075,0.425713,-2.187781,5
0.272166,0.634921,-2.107303,5
2.740737,0.6248,-2.087985,5
4.204495,0.068883,-2.094395,5
0.062963,0.878395,-2.075071,5
0.490654,0.656614,-2.036506,5
1.007407,0.630471,-2.048,5
0.518518,0.632127,-2.137851,5
1.123816,0.512566,-1.749258,5
0.860663,0.37037,-1.90427,5
0.952579,0.473045,-2.11184,5
0.327731,0.653535,-2.04457,5
0.182574,0.972222,-1.871048,5
0.088889,0.829233,-2.133095,5
0,0,0,5
1.241266,0.459024,-2.160912,5
0.136083,1,-2.094395,5
0.385186,0.48999,-2.202425,5
0.507408,0.786175,-2.127586,5
1.306678,0.477489,-2.129746,5
0.518518,0.675265,-2.021228,5
0.389682,0.511905,-2.110457,5
0.062963,0.888889,-2.094395,5
0.02963,1,-2.094395,5
2.208569,0.475549,-2.12273,5
13.496301,0.577002,-2.137493,5
1.707408,0.648677,-1.933239,5
0.02963,0.937037,-2.013143,5
1.555557,0.657744,-2.175296,5
0.136083,0.888889,-2.094395,5
0.136083,1,-2.056155,5
0.272166,0.583461,-2.121878,5
1.06284,0.594226,-2.054475,5
0.547723,0.380292,-2.128231,5
13.496301,0.577002,-2.137493,5
0.285185,0.451546,-2.084893,5
0.062963,0.877513,-2.094395,5
1.455513,0.533928,-2.067026,5
0,0,0,5
3.407407,0.421493,-2.218655,5
0.278887,0.240741,-2.094395,5
0.843274,0.612963,-2.04515,5
0.182574,1,-1.803071,5
0,0,0,5
0.118519,0.534392,-1.905927,5
0,0,0,5
0.296297,0.492526,-2.133313,5
1.083547,0.277778,-1.861154,5
0.250924,0.50381,-2.178321,5
0.827759,0.769444,-2.094395,5
0.240741,0.962963,-1.999063,5
0,0,0,5
0.389682,0.392149,-2.104978,5
0.462963,0.639254,-2.072268,5
35.618523,0.747294,-2.140531,5
2.313408,0.353768,-2.161571,5
0.544331,0.5477,-2.121837,5
0.45542,0.416401,-2.117671,5
1.586984,0.43138,-2.102295,5
1.01111,0.441507,-2.238803,5
0.118518,0.874074,-2.013143,5
1.241266,0.459024,-2.160912,5
0.344265,0.310286,-2.177507,5
0.611111,0.5,-2.115567,5
1.223232,0.414807,-2.125693,5
1.259041,0.54148,-2.112503,5
0,0,0,5
5.539421,0.085017,-2.221716,5
0,0,0,5
0.809664,0.537037,-1.84512,5
2.453267,0.485044,-2.175843,5
0.018519,0.881481,-2.013143,5
1.007407,0.630471,-2.048,5
0.699206,0.332407,-2.201495,5
0.942809,0.607768,-2.085342,5
0.547722,0.375532,-2.150638,5
0.182575,0.46348,-2.123611,5
0.611616,0.527778,-1.920944,5
0.062963,0.832275,-1.958546,5
0.712325,0.861111,-1.986938,5
2.353877,0.466308,-2.370613,5
0.182574,1,-2.094395,5
1.032795,0.38675,-2.177417,5
0,0,0,5
0.107407,0.443136,-2.227801,5
0.623608,0.302071,-2.236251,5
0.544331,0.75,-2.007606,5
0.45542,0.315484,-2.202667,5
0.278887,0.222222,-2.094395,5
0.459468,0.472764,-2.086083,5
5.737789,0.576021,-2.036228,5
0.477777,0.502569,-2.213033,5
0.136083,1,-1.822214,5
0,0,0,5
0.151852,0.849735,-1.972186,5
3.174073,0.457772,-2.084255,5
0.611616,0.45603,-2.127161,5
0.344265,0.459288,-2.153332,5
3.05808,0.544858,-2.162872,5
0.471405,0.588823,-2.121837,5
0,0,0,5
0.490653,0.404099,-2.184862,5
0.389682,0.444698,-2.178281,5
0.02963,0.84709,-2.071242,5
0.088889,0.696605,-2.04457,5
0,0,0,5
4.923489,0.364499,-2.125548,5
0,0,0,5
0.58373,0.489982,-2.142269,5
0.172133,0.666667,-2.094395,5
1.585185,0.288889,-1.919639,5
1.130388,0.579142,-1.965246,5
0,0,0,5
0.166667,0.826852,-2.077816,5
2.374074,0.57666,-2.159466,5
0.136083,1,-1.861154,5
0.278887,0.222222,-2.094395,5
0.172133,1,-1.755017,5
0.182574,1,-2.094395,5
0.534027,0.339149,-2.14867,5
0,0,0,5
0.02963,0.629503,-2.128362,5
0.894427,0.476783,-2.128465,5
2.251853,0.547173,-2.159464,5
1.020167,0.481601,-2.170632,5
0.272165,0.559179,-2.102707,5
0.501849,0.350082,-2.163633,5
0.522222,0.911155,-2.130339,5
0.118518,0.888889,-1.921217,5
0.172133,0.222222,-2.094395,5
0.490653,0.814815,-1.838877,5
0.172133,0.111111,-2.094395,5
18.162964,0.815344,-2.095813,5
0.3,0.587234,-2.138459,5
3.662964,0.533126,-2.151625,5
0.02963,0.537037,-2.007351,5
0.298143,0.475,-2.143897,5
0,0,0,5
0.062963,0.77037,-2.051344,5
1.405017,0.589565,-2.142708,5
0,0,0,5
0.760117,0.619713,-2.12934,5
0.250924,0.648657,-2.097293,5
0.02963,1,-2.094395,5
0.02963,1,-2.094395,5
5.5,0.418712,-2.14718,5
1.307407,0.546207,-2.141659,5
5.116423,0.097643,-1.890484,5
0,0,0,5
0.136083,0.481852,-2.143761,5
0.24074,0.431825,-2.182018,5
0.182574,0.555556,-2.094395,5
0.266666,0.496719,-2.182442,5
44.774082,0.53355,-2.113273,5
0.02963,0.537037,-2.007351,5
0.136083,0.111111,-2.094395,5
2.044446,0.457752,-2.21646,5
0.809664,0.331888,-2.196423,5
0.854184,0.518586,-2.05997,5
0.349603,0.489897,-2.100671,5
0.691214,0.307444,-2.187242,5
0.403687,0.645891,-2.048717,5
0.471405,0.61791,-2.035769,5
0.074074,0.772487,-2.075071,5
0.516398,0.740741,-2.094395,5
0.607408,0.459469,-2.146185,5
21.796297,0.300624,-2.147622,5
1.605546,0.548545,-2.043884,5
0.240741,0.659329,-2.138617,5
0.490653,0.32175,-2.200156,5
0.32963,0.933333,-2.065536,5
0.433334,0.420839,-2.121175,5
0.018519,0.881481,-2.013143,5
2.562966,0.797212,-2.073429,5
0.544331,0.096561,-1.101394,5
0.074074,1,-2.056155,5
0.740741,0.66524,-2.075071,5
0.172133,0.111111,-2.094395,5
0.02963,1,-2.094395,5
0,0,0,5
10.551853,0.392385,-2.079296,5
0.172133,0.548825,-2.107311,5
0.477778,0.896296,-2.042259,5
10.074077,0.61525,-2.172099,5
0.620633,0.641018,-1.989546,5
0.296296,0.940741,-2.018925,5
0.981307,0.705556,-2.094395,5
1.730981,0.479958,-2.162383,5
0.077778,0.452182,-2.100966,5
0.459468,0.480246,-2.136215,5
0,0,0,5
0.278887,0.66626,-2.068204,5
0.250924,0.635938,-2.066953,5
0.408248,0.539116,-2.125976,5
0.250924,0.680808,-2.034152,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0.518518,0.779497,-2.071242,5
0.300001,0.627269,-2.138743,5
0.250924,0.680808,-2.034152,5
0.507408,0.393927,-2.15274,5
0,0,0,5
7.379901,0.608437,-2.096705,5
0.02963,0.333333,-2.094395,5
3.544427,0.10119,-1.628908,5
0,0,0,5
1.223232,0.414807,-2.125693,5
0,0,0,5
0.018519,0.634464,-2.147571,5
0.033333,0.439153,-2.000272,5
0.172133,0.833333,-1.997796,5
2.072751,0.116667,-1.570796,5
0.062963,0.927778,-1.931332,5
0.983192,0.367141,-2.082762,5
0.996295,0.445039,-2.244772,5
0,0,0,5
0.077778,0.917989,-2.071242,5
1.306678,0.477489,-2.129746,5
1.123816,0.512566,-1.749258,5
0.834444,0.331954,-2.226161,5
1.707408,0.648677,-1.933239,5
0.311111,0.977778,-2.071242,5
0.136083,0.69798,-2.015428,5
0,0,0,5
0.177778,0.925926,-2.056155,5
0.02963,0.599735,-1.997796,5
1.062841,0.499695,-2.11184,5
1.223232,0.500944,-2.171949,5
0.501849,0.337494,-2.192406,5
0,0,0,5
0,0,0,5
1.769076,0.409544,-2.085248,5
0.02963,0.555556,-2.094395,5
0.151852,0.731922,-2.058451,5
0,0,0,5
0.809664,0.537037,-1.84512,5
1.772214,0.314713,-2.113918,5
1.807408,0.640224,-2.191662,5
0.298142,0.67037,-2.048717,5
0.477778,0.617593,-2.125516,5
5.102286,0.365332,-2.154391,5
1.481991,0.543775,-2.064482,5
1.730981,0.479958,-2.162383,5
0.172133,1,-1.949167,5
0.272166,0.972222,-1.880724,5
0,0,0,5
0.311111,0.977778,-2.071242,5
0,0,0,5
0.062963,0.799603,-2.08783,5
0.45542,0.315484,-2.202667,5
2.812669,0.395663,-2.144778,5
0.250924,0.44338,-2.086083,5
0.272165,0.687302,-2.057978,5
2.190891,0.459093,-2.113032,5
0,0,0,5
0.250924,0.651153,-1.987466,5
0,0,0,5
0,0,0,5
0.018519,0.630928,-2.120153,5
0.018519,1,-2.094395,5
0.691214,0.307444,-2.187242,5
3.451851,0.409226,-2.153719,5
0.962963,0.855556,-1.959823,5
0.611111,0.5,-2.115567,5
0.418518,0.676581,-2.150257,5
0.327731,0.838889,-1.988202,5
2.901469,0.43286,-2.138901,5
0,0,0,5
0.544331,0.111111,-2.094395,5
1.746955,0.740904,-2.065342,5
2.462965,0.454232,-2.211986,5
0.172133,0.972222,-1.822563,5
0.044444,0.641775,-2.136677,5
0.611616,0.527778,-1.920944,5
2.048487,0.299951,-2.04388,6
1.916788,0.30372,-1.981911,6
2.880329,0.293991,-1.995072,6
3.277779,0.28045,-2.183125,6
1.586985,0.303912,-2.038263,6
1.496909,0.286791,-2.112941,6
1.572919,0.307257,-1.940813,6
2.465315,0.314092,-2.033804,6
1.485184,0.265248,-2.050282,6
0.429631,0.270056,-2.388454,6
4.655558,0.250444,-2.45058,6
1.259042,0.300643,-2.001558,6
2.88033,0.291301,-2.064888,6
1.333334,0.294238,-2.074616,6
2.118519,0.250721,-2.215464,6
3.179215,0.290668,-2.062724,6
2.043961,0.304522,-1.973056,6
1.794023,0.287646,-1.930048,6
2.257497,0.302283,-2.051056,6
0.779364,0.296836,-2.021172,6
1.14342,0.300853,-2.021838,6
8.888896,0.354037,-2.113792,6
1.659987,0.303448,-1.974394,6
1.734188,0.299213,-2.034119,6
1.854924,0.314739,-2.024321,6
1.282359,0.296547,-1.978657,6
2.13611,0.295621,-2.025942,6
1.854924,0.299707,-2.072616,6
1.858913,0.290427,-1.956023,6
7.54074,0.294845,-2.316872,6
2.594153,0.295908,-2.042718,6
3.124574,0.312834,-2.05935,6
1.345774,0.309645,-2.070717,6
1.229272,0.285554,-2.007175,6
0.688531,0.308573,-1.95141,6
3.040736,0.308416,-2.282295,6
3.855555,0.285756,-2.001125,6
1.751853,0.309884,-2.044277,6
1.185186,0.23849,-2.217095,6
2.319004,0.296251,-2.028618,6
1.807405,0.294706,-2.316506,6
2.656231,0.28043,-1.969456,6
1.123816,0.292692,-2.058211,6
2.091428,0.288788,-2.051671,6
1.451691,0.285333,-2.06802,6
1.646544,0.321085,-2.04172,6
1.90516,0.308465,-2.047766,6
1.678846,0.308859,-2.075226,6
7.662959,0.27036,-2.085272,6
1.769077,0.289144,-1.937924,6
1.16746,0.300363,-2.063044,6
1.806368,0.300036,-2.006186,6
0.522223,0.286834,-2.091209,6
2.984528,0.306906,-2.044179,6
2.043961,0.304522,-1.973056,6
1.932183,0.300667,-2.064277,6
4.213295,0.3112,-1.978495,6
8.1074,0.273647,-2.470153,6
0.32963,0.232343,-2.16033,6
1.06284,0.318137,-2.052258,6
0.516399,0.289242,-2.000118,6
2.094082,0.290585,-2.081095,6
7.155551,0.285523,-2.327482,6
1.069789,0.305962,-1.942662,6
3.605038,0.275266,-2.080174,6
3.031317,0.317523,-2.062286,6
3.208783,0.24779,-1.868277,6
1.515354,0.307458,-2.03348,6
1.652159,0.299579,-2.109375,6
12.151846,0.297547,-2.384441,6
3.040736,0.308416,-2.282295,6
1.520233,0.278195,-1.986776,6
2.133507,0.312541,-2.026586,6
1.781593,0.272721,-2.164195,6
1.705113,0.278669,-1.919167,6
2.094085,0.285916,-2.102898,6
1.470701,0.30405,-2.004082,6
0.488888,0.284148,-2.014509,6
7.54074,0.294845,-2.316872,6
0.879815,0.306215,-1.956005,6
5.40741,0.237113,-1.858264,6
0.64693,0.325608,-2.016578,6
1.973905,0.311587,-2.065948,6
1.515353,0.302925,-2.022274,6
3.028874,0.290148,-2.014102,6
1.678846,0.308859,-2.075226,6
5.495115,0.275368,-2.175826,6
2.125681,0.309826,-2.080206,6
0.869228,0.287526,-2.048736,6
0.507408,0.308104,-2.238293,6
2.810035,0.259189,-1.982099,6
2.85709,0.314896,-2.040013,6
1.204928,0.302525,-2.038543,6
1.18165,0.298622,-1.974959,6
