@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Rawred-mean numeric
@attribute Exblue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
201,125,41.666668,16.88889,4
162,66,41,15.555555,4
168,77,54.22222,35.333332,4
148,109,42.555557,40.444443,4
120,102,56.77778,40.88889,4
189,48,38.77778,23.444445,4
179,69,40.88889,11.666667,4
162,159,25.222221,10.333333,4
221,69,36.666668,9.777778,4
191,101,39,36.22222,4
193,154,21.555555,34.22222,4
59,139,12.444445,21.88889,4
92,70,53.444443,47.666668,4
118,21,59.333332,40,4
128,140,24.88889,17.666666,4
51,64,35.22222,30.333334,4
19,62,53.77778,51.555557,4
239,137,39.88889,13.444445,4
94,104,48.88889,41.444443,4
141,17,40.333336,28.222221,4
163,68,52,34.333332,4
193,125,32.333336,30.333334,4
136,45,48.11111,32.11111,4
54,133,19.88889,13,4
23,25,60.666668,55.666668,4
139,115,42.444443,28.777779,4
80,77,51.11111,44.666668,4
79,28,53.444443,50.11111,4
252,76,36,35.444443,4
79,44,50.11111,50.666668,4
21,123,15.666667,21.11111,4
24,93,54.77778,49.11111,4
202,21,37.11111,25.777779,4
97,46,53.22222,50.333332,4
34,13,60.666668,53.22222,4
112,38,58.22222,41.444443,4
40,35,61.77778,47.666668,4
83,143,43,43.22222,4
140,73,45.666668,14.444445,4
2,95,47.444443,48.11111,4
183,153,21.333334,32.333332,4
42,57,59.444443,41.22222,4
147,87,37.88889,34.666668,4
113,123,51.88889,43.333332,4
52,33,31.333334,29.222221,4
198,122,32.666668,23.444445,4
79,28,53.444443,50.11111,4
22,87,55.77778,48.88889,4
99,103,58.333332,41,4
236,102,46.22222,37.88889,4
245,78,25.11111,30.444445,4
99,156,16.777779,24.666666,4
38,94,61.11111,43.666668,4
52,89,25.222221,23.88889,4
104,103,52.22222,41.333332,4
99,149,16.666668,25.88889,4
238,73,38.77778,28.444445,4
162,159,25.222221,10.333333,4
47,96,54.444443,45.22222,4
146,97,46,19.11111,4
21,147,5.777778,6.555555,4
150,158,7,11.333333,4
157,20,32,21.88889,4
118,126,16.11111,24.333334,4
20,122,51.555557,52.444443,4
97,123,48,33.88889,4
118,111,56.444443,39.22222,4
70,38,50,49,4
105,111,53.22222,44.11111,4
217,77,37.22222,24,4
151,89,27.333334,27.88889,4
11,62,57.444443,53.666668,4
66,160,18.222221,26.11111,4
160,73,54,33.88889,4
66,160,18.222221,26.11111,4
34,116,52.444443,46.333332,4
219,80,36.333336,25.555555,4
104,147,43.77778,38,4
124,162,8,13.555555,4
79,104,59.77778,38.11111,4
199,120,35.444447,25.333334,4
237,137,34.88889,16.222221,4
206,105,45.666668,32.11111,4
136,45,48.11111,32.11111,4
114,129,54.22222,46.77778,4
93,67,53,45.444443,4
224,124,36.77778,38.444443,4
92,89,51,46.555557,4
39,138,49.11111,36.444443,4
169,66,47.77778,28.88889,4
13,15,59.333332,53.77778,4
185,118,50.11111,33.77778,4
219,126,33.555557,20.444445,4
219,132,29.555555,31.333334,4
249,87,28.222221,23.222221,4
163,68,52,34.333332,4
139,95,42.88889,28.444445,4
168,70,51.555557,29.555555,4
37,124,49.444443,32.666668,4
54,126,21,16.777779,4
197,121,37.444443,25.222221,4
227,132,33.22222,31.333334,4
182,135,28.555555,24.88889,4
44,50,57.333332,45.666668,4
112,90,57.666668,43.77778,4
104,112,52.22222,42.555557,4
109,130,9.888889,17.555555,4
45,67,57.11111,47.11111,4
4,126,52.333332,37.88889,4
18,43,54.88889,53.555557,4
190,105,41.22222,31.777779,4
244,134,37.11111,40.555557,4
187,106,34.11111,24.222221,4
22,87,55.77778,48.88889,4
220,111,25.444445,25.88889,4
45,149,13.444445,20.88889,4
202,71,37.88889,11.222222,4
190,136,2.888889,11.111111,4
140,73,45.666668,14.444445,4
174,96,54.11111,17.555555,4
180,116,29.11111,25.444445,4
102,50,53,44.77778,4
161,73,43,14.777778,4
44,125,14.888889,19.666666,4
176,100,50.333332,34.555557,4
209,122,35.77778,25,4
238,98,47.555557,35.444443,4
48,139,42.555557,36.666668,4
190,81,39.444443,25.88889,4
128,161,5.555555,11.222222,4
135,104,58.22222,38.77778,4
169,102,53.444443,34.333332,4
243,120,44.77778,25.444445,4
120,108,52.666668,34.444443,4
109,100,51.555557,37.555557,4
144,35,32.333336,29.555555,4
212,152,20.333334,33.333332,4
83,83,46,29.11111,4
229,24,42.333336,36.11111,4
203,120,44.88889,29.777779,4
78,128,42.666668,42.88889,4
116,125,52.555557,46.555557,4
29,78,59.666668,56.11111,4
158,76,31.88889,21.444445,4
227,44,42.88889,30.555555,4
252,82,34.555557,28.666666,4
39,17,63.333332,48.444443,4
96,123,14.777778,37.77778,4
22,125,50.22222,46.666668,4
113,34,65,48.666668,4
230,117,33.555557,32.22222,4
151,89,27.333334,27.88889,4
179,133,32,28.666666,4
109,76,47.666668,29.333334,4
189,124,35.88889,22.88889,4
186,98,31,21.11111,4
224,124,39.22222,28.555555,4
247,115,24.88889,23.777779,4
173,158,7.111111,10.222222,4
169,131,30.666666,30.222221,4
120,124,49,32,4
75,65,50.444443,44.77778,4
121,107,49.444443,31.333334,4
209,70,33.666668,23.11111,4
201,125,39.11111,26.88889,4
165,96,61,39.555557,4
166,66,40.555557,14.111111,4
8,162,6.666666,10.888889,4
185,110,46.11111,29.333334,4
140,116,42.333336,29.222221,4
94,80,51.22222,41.333332,4
189,79,38,24.777779,4
45,121,47.77778,41.11111,4
187,80,37.77778,21.444445,4
142,140,23.444445,17.666666,4
86,20,56.444443,49.444443,4
91,64,53.666668,48.333332,4
198,127,38,22.444445,4
37,78,41.11111,24.222221,4
191,119,36.22222,25.11111,4
156,49,35.666668,18.222221,4
187,75,35.77778,25.555555,4
58,48,35.444447,34.77778,4
167,53,36.88889,24.666666,4
141,17,40.333336,28.222221,4
90,36,56.555557,55.22222,4
67,34,46.22222,48.22222,4
217,148,21.444445,37.444443,4
105,69,53.444443,41,4
243,120,44.77778,25.444445,4
102,158,35.555557,24.333334,4
7,154,44.555557,39.88889,4
248,103,30.777779,28.777779,4
228,42,39.555557,28.666666,4
155,135,63.666668,41.88889,4
229,147,20.88889,34.11111,4
81,158,16.777779,23.88889,4
49,42,50.666668,47,4
74,127,39.444443,36.22222,4
41,101,56.88889,45.22222,4
191,101,39,36.22222,4
12,154,14.888889,26.555555,4
80,83,45.666668,27.666666,4
133,108,41.22222,29.555555,4
47,121,46.88889,39.666668,4
51,111,30.333334,24.333334,4
191,119,36.22222,25.11111,4
155,138,63.88889,39.22222,4
112,90,57.666668,43.77778,4
190,105,41.22222,31.777779,4
68,128,32.11111,24.555555,4
170,159,20.333334,5.444445,4
118,126,16.11111,24.333334,4
109,111,51.333332,41.666668,4
74,64,49.666668,43.22222,4
107,146,16.777779,24.88889,4
76,134,41.88889,42.555557,4
114,145,52.444443,47,4
27,57,60,59.22222,4
106,65,53.666668,41.77778,4
32,88,57.88889,53.22222,4
177,76,28.666666,10.888889,4
153,78,27.11111,21.444445,4
33,108,36,24.666666,4
142,119,40.666668,31.11111,4
198,127,38,22.444445,4
29,18,59,53.444443,4
180,123,52.555557,33.22222,4
83,133,41.555557,41.666668,4
178,25,39.555557,30.555555,4
216,78,31.333334,29.666666,4
55,145,24.222221,19.666666,4
62,140,17.88889,27.666666,4
242,81,34.555557,26.88889,4
133,125,61.11111,38.555557,4
152,98,24.88889,25,4
241,70,36.444443,25.11111,4
176,100,50.333332,34.555557,4
14,146,8,15.222222,4
40,17,62.444443,48.11111,4
164,83,60.22222,40.22222,4
170,121,28.666666,24.555555,4
63,19,38,40.77778,4
151,101,27.222221,24.777779,4
208,65,52.666668,23.222221,4
147,34,41.11111,37.22222,4
61,104,52.77778,32.666668,4
130,32,54.22222,34.22222,4
191,107,26.88889,20,4
130,32,54.22222,34.22222,4
199,97,46,18.88889,4
233,154,25.11111,40.666668,4
137,147,20.555555,34.333332,4
56,107,46.22222,25.555555,4
147,125,37.22222,35.333332,4
80,72,51.333332,46.333332,4
155,127,35.88889,13.444445,4
121,102,47.11111,32,4
152,83,23.333334,20.11111,4
103,65,53.77778,41.22222,4
14,146,8,15.222222,4
233,124,35.77778,31.555555,4
236,117,39.555557,37.666668,4
210,73,40.555557,15.222222,4
236,117,39.555557,37.666668,4
53,42,24.444445,23.88889,4
185,102,51.11111,37,4
169,102,53.444443,34.333332,4
69,68,49.22222,44.11111,4
217,130,15.777778,31.555555,4
132,84,7.333334,8.666667,4
169,117,27.444445,23.222221,4
183,105,60,39.666668,4
81,79,42.88889,24.222221,4
212,94,10.555555,27.777779,5
159,138,1.111111,9.666667,5
34,131,0.333333,3.222222,5
178,134,1,6.111111,5
58,113,16.88889,22.777779,5
214,84,13,23.11111,5
39,137,0,8.222222,5
226,90,5.111111,14.777778,5
225,90,4.666667,13.888889,5
90,134,1,7.666666,5
58,111,15.555555,20.666666,5
166,154,0.222222,3.555556,5
40,142,0.111111,7,5
83,117,14.555555,17.666666,5
170,113,24.333334,19.666666,5
220,149,0,0.222222,5
235,88,7.555555,26.555555,5
157,85,14.555555,23.88889,5
189,141,0,0,5
187,134,20.333334,32.22222,5
188,88,5.111111,14.666667,5
59,135,0,2.888889,5
215,153,5.333334,15.333333,5
217,80,11.888889,22.11111,5
56,141,0,1.111111,5
56,140,3.666667,11.666667,5
222,145,0,0,5
250,131,0,0,5
214,108,13.555555,19.555555,5
43,141,0,4.666666,5
229,104,16.333334,19,5
8,93,15.111111,27,5
170,154,0,0.444444,5
20,134,1.111111,10.444445,5
33,99,11.222222,24.88889,5
235,86,7.777778,26.333334,5
157,85,14.555555,23.88889,5
162,94,10.666667,25.222221,5
145,155,7.777778,18.777779,5
156,79,10.555555,19.11111,5
206,64,3.666667,13.888889,5
244,82,11.666667,20.777779,5
221,30,6.111111,13.888889,5
238,61,5.888889,16.666666,5
33,114,11.777778,24,5
159,116,25.666666,21.88889,5
169,136,0.666667,8.444445,5
170,62,0,0,5
225,36,5,17.222221,5
196,95,6.777778,9.444445,5
201,133,0.333333,3.111111,5
160,110,27.222221,23.11111,5
222,62,4.111111,15.111111,5
121,134,0.666667,7,5
200,13,6.111111,19.777779,5
160,41,0.555556,1.555556,5
207,115,0.444444,5,5
186,89,16.444445,32.666668,5
160,110,27.222221,23.11111,5
225,58,5.555555,17.333334,5
160,41,0.555556,1.555556,5
219,133,6.222222,20.444445,5
238,86,7.555555,25.333334,5
215,84,13,23,5
187,89,2.888889,13.555555,5
227,109,18.444445,20.777779,5
182,152,0.333333,2.666667,5
6,154,0,0.444444,5
123,152,0,0,5
231,91,4.555555,11.333333,5
252,137,0.333333,3.111111,5
187,36,4.777778,16.444445,5
17,94,15.777778,25.88889,5
212,140,2.666667,1.333333,5
216,151,0,0.666667,5
241,145,0,0,5
208,34,10.777778,19.666666,5
142,112,24.555555,22.11111,5
161,144,0,0,5
253,150,0,0,5
232,149,0,0,5
227,104,16.222223,19.444445,5
76,89,12.888889,22.88889,5
223,62,4.111111,15,5
161,135,0.777778,5.222222,5
161,89,2.888889,2,5
218,147,0,0,5
231,30,4.777778,13.888889,5
222,131,0,0,5
97,90,15.666667,26.555555,5
155,40,1.222222,0.888889,5
208,90,2.777778,14.555555,5
180,141,0,0.222222,5
233,105,12.666667,13.777778,5
95,97,15.333333,24.555555,5
54,133,3.666667,10.888889,5
210,153,0,0,5
244,108,20,20.222221,5
83,96,15.222222,26.555555,5
161,154,0,0,5
130,145,0,0,5
57,118,15.555555,21.444445,5
208,34,10.777778,19.666666,5
209,94,5.888889,18.333334,5
205,106,14.111111,19.555555,5
170,143,0,0,5
226,131,0,0,5
174,115,23.11111,31.88889,5
229,104,16.333334,19,5
186,12,3.888889,15.222222,5
125,149,0,0,5
9,130,1,4.444445,5
46,131,0.777778,4.111111,5
76,116,13.555555,19.11111,5
211,107,11.777778,27.11111,5
143,89,14,23.333334,5
121,154,1.555556,3.444444,5
131,144,0,0,5
187,89,6.333334,13.666667,5
167,135,24,35.77778,5
41,139,0,7.777778,5
203,133,0,1.777778,5
239,93,9.888889,25.444445,5
161,138,0.444444,6,5
37,130,1.111111,4.111111,5
180,142,0,0.666667,5
119,153,3,1.555556,5
247,108,11.333333,18.11111,5
104,137,2.111111,10.222222,5
134,148,0,0.222222,5
204,131,0,1.333333,5
43,152,1,4.111111,5
158,154,0.444444,1.777778,5
219,80,11.333333,17.555555,5
136,92,11.666667,21.777779,5
96,94,16,25.666666,5
112,120,17.555555,21.333334,5
155,68,2.111111,1.777778,5
239,110,6.111111,19.333334,5
54,133,3.666667,10.888889,5
171,89,0,0,5
34,93,10.444445,25.88889,5
166,135,0.777778,5.777778,5
226,131,0,0,5
228,90,12.888889,22.777779,5
183,139,0.888889,5.555555,5
54,142,0.888889,5.555555,5
205,82,11.888889,19.333334,5
239,93,9.888889,25.444445,5
184,91,17.777779,32.444443,5
206,61,4.666667,15.444445,5
117,137,1.555556,9.666667,5
169,104,16,14.444445,5
174,112,24.222221,36.11111,5
202,129,2.444444,0.777778,5
203,61,4.444445,16,5
77,135,0,4.666666,5
108,138,1.444444,10.444445,5
178,138,1,5.222222,5
33,90,11.888889,27.333334,5
199,144,0.111111,2,5
94,140,1.777778,9.222222,5
226,144,0,0,5
159,83,13.333333,26,5
182,39,7.333334,14.444445,5
184,145,0.333333,2,5
242,65,6.111111,16.222221,5
248,153,0,2.222222,5
43,152,1,4.111111,5
113,114,21,26.555555,5
123,94,16.88889,27,5
121,112,19.444445,25.88889,5
38,134,0,6.222222,5
142,111,24.555555,21.444445,5
215,89,14.444445,21.222221,5
94,135,0.777778,8.111111,5
173,152,0,0,5
90,134,1,7.666666,5
161,147,0,0,5
203,133,0,3.555556,5
47,89,10.222222,23.666666,5
58,140,0,1.555556,5
165,119,23.222221,32.555557,5
222,62,4.111111,15.111111,5
184,145,0.333333,2,5
166,110,23,33.444443,5
168,40,0,0,5
196,95,6.777778,9.444445,5
156,86,15.888889,24.333334,5
45,111,12.222222,23,5
51,141,0.333333,3.222222,5
156,154,1,5.444445,5
223,150,0,0,5
236,38,10.111111,22.666666,5
138,144,0.555556,1,5
60,116,19.333334,24.11111,5
185,84,18.666668,24.222221,5
210,153,0,0,5
61,92,12.888889,25.555555,5
166,36,0,0,5
150,152,1,2.888889,5
66,155,5.888889,13.222222,5
163,131,0.888889,6.333334,5
46,154,9.666667,-5.111111,5
54,134,0,3.111111,5
174,152,0,0,5
94,136,1,9.666667,5
124,98,16.88889,26.777779,5
177,130,0.666667,5.111111,5
245,129,0,0,5
243,94,0.222222,6.111111,5
14,135,1.666667,9.333333,5
159,105,22.555555,21.777779,5
152,152,1,3.111111,5
189,142,0,0,5
142,111,24.555555,21.444445,5
198,148,1.111111,4.333334,5
150,152,1,2.888889,5
143,114,23,21.777779,5
90,134,1,10.333333,5
242,148,0,0,5
152,155,5.333334,11.111111,5
247,92,7.555555,25.444445,5
186,12,3.888889,15.222222,5
218,115,19.444445,19.444445,5
208,154,5.888889,15.555555,5
57,93,13.222222,27.555555,5
220,61,4.555555,15.333333,5
202,140,0.777778,2.555556,5
189,144,0,0,5
250,87,6.666666,25.222221,5
96,135,1,7.555555,5
218,64,6.111111,13.666667,5
10,137,0.111111,5.222222,5
225,58,5.555555,17.333334,5
172,138,8.222222,21.11111,5
184,145,2.333334,7.111111,5
96,94,16,25.666666,5
189,141,0,0,5
178,35,10.333334,17.222221,5
20,134,1.111111,10.444445,5
174,113,24.444445,36,5
244,105,19.11111,20.555555,5
210,114,11.444445,26.444445,5
183,91,11,19.666666,5
57,89,13,22.666666,5
203,83,12.888889,23.444445,5
170,88,18.222221,21,5
186,90,7.555555,14.888889,5
96,141,3.111111,11.444445,5
173,152,2.666667,6.555555,5
211,139,3.222222,13,5
189,62,5,16.444445,5
240,63,6.333334,15.111111,5
163,152,0,0,5
152,155,5.333334,11.111111,5
199,116,0.666667,8.777778,5
42,135,1.333333,8.111111,5
134,93,16.666668,25.88889,5
237,83,6,21.333334,5
86,155,6.666666,12.444445,5
202,63,4,13.444445,5
189,107,23.444445,22,5
189,68,5.666666,10.333333,5
43,137,0.666667,6.333334,5
223,141,6,20.11111,5
137,92,7.111111,16.777779,5
170,139,1.888889,13.111111,5
230,113,18.11111,18.88889,5
195,119,5.888889,15.111111,5
252,137,0.333333,3.111111,5
200,31,8.333334,15.888889,5
177,33,6.444445,13.111111,5
173,93,0,0,5
236,115,10.666667,22.444445,5
163,133,1,6,5
221,154,4.333334,12.888889,5
201,34,9.777778,21.444445,5
22,114,24.444445,30.88889,5
139,113,24.88889,23,5
42,133,1.222222,6.888889,5
249,154,2.555556,10.111111,5
119,138,1.777778,11,5
188,110,2.777778,9.666667,5
25,155,13,13,5
206,12,8.444445,18.666666,5
128,144,0,0,5
242,148,0,0,5
207,115,0.444444,5,5
195,136,0.666667,10,5
187,86,4.666667,12.555555,5
242,57,11.333333,16.555555,5
206,61,4.666667,15.444445,5
214,143,0.222222,3.333333,5
6,95,15.555555,25.777779,5
123,152,0,0,5
139,109,24.777779,23.11111,5
194,178,29.666666,24.666666,6
107,191,54.444443,48.22222,6
18,209,43,36,6
151,163,34.555557,24,6
70,177,45,34.666668,6
142,182,40.333336,27.777779,6
156,188,55.11111,43.22222,6
196,161,36.555557,27.777779,6
25,208,48.22222,44.11111,6
191,162,34.88889,27.444445,6
249,173,48.555557,43.11111,6
147,182,40.333336,26.88889,6
166,182,52.555557,42.444443,6
192,162,34.444447,27,6
187,162,36.77778,31.333334,6
16,190,26.11111,21.777779,6
149,182,37.22222,22.444445,6
195,161,36,28.88889,6
32,173,39.555557,27.88889,6
89,195,55.11111,44.444443,6
149,163,35.444447,29,6
129,188,53.77778,44.77778,6
144,187,49.88889,40.555557,6
181,162,36.444443,27.444445,6
38,200,49,42.77778,6
171,187,43.333332,35.22222,6
234,175,50.666668,44.666668,6
71,197,49.11111,42.333332,6
190,162,35,29.333334,6
215,193,40.88889,30.333334,6
186,188,45.11111,34.444443,6
139,187,53.666668,43,6
4,201,47.11111,40.555557,6
254,159,31.333334,28.777779,6
142,163,35,24.333334,6
175,188,49.666668,40,6
85,200,52.22222,42.22222,6
115,195,51.333332,39,6
203,182,49.444443,39.555557,6
248,160,37.11111,39.555557,6
214,194,40.22222,31.11111,6
148,192,51.77778,41.666668,6
163,180,27.444445,17.88889,6
168,187,52.555557,40.333332,6
77,185,29.222221,21.333334,6
254,159,31.333334,28.777779,6
4,201,47.11111,40.555557,6
180,186,45,35.11111,6
234,194,43,35.11111,6
65,176,45.22222,33.77778,6
117,181,43,30,6
233,197,44.333332,35.11111,6
86,197,56.22222,43.666668,6
137,163,33.77778,24.777779,6
68,198,51.444443,41.444443,6
63,203,52.444443,39.555557,6
87,196,55,42.22222,6
124,191,52.88889,45.11111,6
183,182,52.88889,43.11111,6
52,196,40.444443,33.11111,6
149,185,45.333332,30.666666,6
174,188,45.444443,34.77778,6
45,205,44.88889,34.555557,6
121,192,53.444443,46.88889,6
139,185,52.22222,42.88889,6
202,193,37.88889,26.88889,6
201,161,35.77778,28.88889,6
185,188,45,35.77778,6
191,180,53.22222,46.11111,6
87,196,55,42.22222,6
93,195,54.666668,45.22222,6
1,189,21.11111,17.222221,6
239,160,37.88889,39.555557,6
167,189,51.333332,42.11111,6
88,180,45.22222,35.77778,6
142,185,43.88889,31.222221,6
189,187,44.11111,34.11111,6
133,181,37.77778,24.88889,6
182,186,43.77778,34.333332,6
24,172,38,24.88889,6
133,182,27.222221,17,6
53,176,45.444443,35.444443,6
60,196,45.333332,36.555557,6
205,194,37.11111,27.444445,6
198,183,48.88889,37.555557,6
28,188,26.88889,19.444445,6
204,177,29,23.333334,6
201,183,47.444443,37.444443,6
172,183,50.444443,41,6
103,185,27.777779,18.333334,6
138,188,53.555557,43.666668,6
183,185,40.666668,30.11111,6
240,195,43.22222,35.444443,6
62,177,46.333332,36.11111,6
239,174,50.444443,46.11111,6
219,176,53.333332,46.11111,6
251,173,49.88889,44.333332,6
99,184,27.777779,21.777779,6
198,183,48.88889,37.555557,6
219,176,53.333332,46.11111,6
249,178,42.666668,32.77778,6
166,185,48.555557,39,6
54,176,46,36,6
130,189,51.77778,44.11111,6
110,182,42.666668,29.88889,6
229,195,42.444443,33.555557,6
223,190,42,32.666668,6
118,180,44.11111,31.333334,6
105,193,53.11111,45,6
86,179,45.77778,34.666668,6
38,189,26.333334,18.444445,6
178,183,49.666668,41.77778,6
137,182,31.444445,23.88889,6
102,179,44.88889,31.777779,6
132,182,40.22222,27.11111,6
116,184,28.777779,18.88889,6
250,196,42.666668,33,6
190,186,45.666668,30.444445,6
142,183,40.22222,26.444445,6
73,201,52.88889,40.555557,6
142,182,31.555555,23.11111,6
73,194,53.444443,46,6
137,182,31.444445,23.88889,6
123,194,54.333332,42.22222,6
214,161,35.333336,27.666666,6
189,184,45.88889,35.22222,6
224,190,42.444443,33.555557,6
61,197,44.22222,35.88889,6
2,171,41,31.666666,6
162,190,51,38,6
247,174,49.444443,44.11111,6
140,188,54.444443,44.666668,6
179,162,34.666668,26.777779,6
62,202,53.666668,43.22222,6
188,190,44.22222,33.333332,6
2,190,28,25.333334,6
63,201,54.88889,44.444443,6
218,178,52.444443,46.77778,6
180,162,35.666668,27.222221,6
252,195,42.444443,33.333332,6
42,188,27.555555,22,6
170,189,45.77778,36.666668,6
147,193,46.555557,33.77778,6
252,176,46.333332,42.22222,6
119,191,52.333332,46.88889,6
77,199,50.555557,42,6
86,193,53.666668,45.444443,6
93,190,47.333332,39.88889,6
137,182,31.444445,23.88889,6
247,159,30.444445,27.666666,6
236,193,43.333332,36.333332,6
11,200,46.444443,41.333332,6
47,189,26.777779,20.777779,6
200,189,45.11111,33.666668,6
61,202,55,43.11111,6
4,189,23.444445,19.666666,6
13,191,23.555555,13.777778,6
37,189,27.11111,19,6
136,193,54.444443,42.555557,6
204,194,37,26.222221,6
86,193,53.666668,45.444443,6
223,161,36,30.555555,6
4,210,44.22222,37.444443,6
141,163,35.22222,24.555555,6
225,181,49,40.333332,6
114,193,51.11111,44.22222,6
23,188,27.444445,21.555555,6
112,197,44.666668,35.666668,6
24,188,27.333334,22.11111,6
166,180,28.666666,19,6
142,182,31.555555,23.11111,6
154,189,53.444443,44.88889,6
169,184,51.22222,38.22222,6
205,190,44.77778,33.555557,6
20,189,30.11111,26,6
137,190,53.444443,45.333332,6
110,196,46.88889,37.555557,6
10,190,29.333334,24.444445,6
204,161,38,31.444445,6
228,191,44,34,6
240,192,40.555557,36.444443,6
161,190,51.666668,39,6
118,180,44.11111,31.333334,6
251,195,42.555557,33.88889,6
195,161,36,28.88889,6
134,187,52.666668,44.22222,6
167,190,44.88889,36.444443,6
25,198,42.77778,36.88889,6
205,190,44.77778,33.555557,6
202,193,37.88889,26.88889,6
178,185,44,34.88889,6
153,192,47.333332,34.666668,6
123,187,52.555557,41.666668,6
237,192,41.11111,33.88889,6
227,195,42.77778,32.444443,6
134,191,54.77778,45,6
160,187,44.666668,34.22222,6
189,187,44.11111,34.11111,6
37,165,30.777779,21.222221,6
169,186,44.666668,35,6
138,185,50.11111,42.11111,6
124,191,52.88889,45.11111,6
190,188,44.666668,36.22222,6
77,177,44.22222,32.77778,6
180,179,31.333334,25.88889,6
244,194,44.444443,35.77778,6
134,194,52.88889,37.77778,6
197,161,36.88889,27.88889,6
64,176,46,34.666668,6
17,204,50.88889,41.88889,6
197,182,50.11111,39.77778,6
226,176,50.444443,43.555557,6
173,190,44.88889,35.666668,6
27,189,29,23.666666,6
22,200,47.88889,42.88889,6
223,161,36,30.555555,6
42,201,52.555557,44,6
56,196,44.333332,36.444443,6
209,191,43.88889,31.333334,6
96,196,56,46.77778,6
194,183,49.22222,39.11111,6
188,182,51.88889,43.333332,6
249,200,40.666668,31.444445,6
176,187,49,39.666668,6
165,186,45.11111,34.77778,6
250,176,47.11111,42,6
253,201,39.22222,29.777779,6
177,190,47.333332,36.444443,6
214,161,35.333336,27.666666,6
235,196,41.77778,33.88889,6
57,199,47.88889,42.77778,6
187,180,54.88889,46.444443,6
36,207,50.444443,39.88889,6
252,201,35.77778,26.11111,6
123,183,29.444445,20.555555,6
70,197,48.88889,39.444443,6
78,186,31.222221,25.777779,6
64,196,44.333332,34.666668,6
250,176,47.11111,42,6
64,186,27.555555,21.333334,6
28,188,26.88889,19.444445,6
200,193,37.444443,26.444445,6
105,189,55,42.11111,6
253,192,42.333336,35.11111,6
24,205,49.77778,41.11111,6
76,200,50.444443,39.88889,6
119,192,52.555557,45.666668,6
78,201,51.444443,36.666668,6
93,190,47.333332,39.88889,6
229,175,29,24,6
168,184,43.88889,31.222221,6
182,186,43.77778,34.333332,6
112,197,44.666668,35.666668,6
88,180,45.22222,35.77778,6
83,198,53.11111,42.666668,6
116,192,50.333332,45.11111,6
231,160,34.11111,32.666668,6
174,181,52.333332,45.444443,6
151,163,34.555557,24,6
36,189,28.444445,19.88889,6
106,191,55.11111,49.666668,6
229,195,42.444443,33.555557,6
214,195,41.11111,32.333332,6
129,184,41.77778,27.666666,6
178,185,44,34.88889,6
84,200,50.666668,40.666668,6
143,186,49.11111,38.77778,6
250,160,36.444443,37.555557,6
118,182,41.666668,28,6
23,172,38,26.666666,6
45,188,29.666666,24,6
48,202,52,39,6
235,196,41.77778,33.88889,6
4,189,23.444445,19.666666,6
145,163,34,25,6
95,191,52.444443,47.88889,6
121,189,54.77778,46.444443,6
62,200,54.11111,46.22222,6
10,172,40.333336,29.666666,6
201,191,44.666668,31.777779,6
50,199,49.11111,42.333332,6
134,187,52.666668,44.22222,6
181,186,44.11111,34.88889,6
35,189,29,19.88889,6
252,201,35.77778,26.11111,6
202,182,49.555557,39.11111,6
18,204,51.444443,42.333332,6
10,207,46,38.333332,6
9,171,41,33.88889,6
100,194,54.77778,44,6
173,186,48.22222,37.333332,6
5,210,45.444443,39.11111,6
198,185,45.444443,33.333332,6
244,194,44.444443,35.77778,6
235,195,42.77778,34,6
205,190,44.77778,33.555557,6
177,181,53.666668,45.11111,6
215,219,10.333334,-9,7
245,238,6.333334,-7.111111,7
145,170,12.777778,1.444444,7
119,169,20.88889,-2.888889,7
161,176,10.111111,-3.666667,7
237,191,5.333334,-5.666666,7
249,207,9.555555,-5.444445,7
111,235,11.777778,0.777778,7
103,216,10.888889,-2.666667,7
2,245,6.222222,-1.222222,7
162,227,10.111111,1.444444,7
46,238,9.666667,-1.777778,7
24,215,14.222222,-7.888889,7
186,173,13.555555,-4.777778,7
94,246,18.88889,-9.444445,7
241,218,5.444445,-3.333333,7
186,173,13.555555,-4.777778,7
49,240,15.222222,-5,7
115,183,14,-2.333333,7
107,226,5.777778,-3.888889,7
121,237,6.111111,-7.111111,7
221,195,11.666667,-6.888889,7
186,218,10.666667,-3.111111,7
168,209,17.666668,-4.888889,7
192,157,13.888889,-3.333333,7
52,170,20.11111,-0.333333,7
35,167,16.777779,-10.111111,7
175,212,10,-9.888889,7
72,191,12.111111,-0.888889,7
55,209,10.333334,-6.555555,7
20,170,15.111111,-2,7
28,162,19.666668,3,7
58,217,9.777778,-8.777778,7
200,250,6.555555,-5.666666,7
57,177,15.777778,-3.444444,7
244,193,13.333333,-5.888889,7
103,237,6.555555,-7,7
119,181,16.555555,-5.222222,7
205,156,13.444445,-2.777778,7
62,223,4.888889,-6,7
162,237,10.888889,-9.666667,7
37,196,11.555555,-8.777778,7
183,157,16.444445,-3,7
94,224,10,-4.666666,7
128,175,20.88889,-6,7
20,248,10.555555,-4,7
47,232,11,-11.111111,7
240,190,15.888889,-7.666666,7
85,225,14.444445,-10.222222,7
110,174,10.888889,-2.777778,7
47,175,18.666668,0.111111,7
116,203,15.444445,-5.555555,7
215,235,6.777778,-3.555556,7
34,242,11.333333,2.555556,7
