@relation segment

@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
197,63.22222,6
191,59.74074,6
175,33,6
163,40.703705,6
198,48.703705,6
201,59.333332,6
182,34.51852,6
189,30,6
161,41.48148,6
183,56.333332,6
191,59.592594,6
180,62.074074,6
207,52.11111,6
180,30.37037,6
190,52.407406,6
189,62.074074,6
160,40.88889,6
193,60.11111,6
194,48.62963,6
189,34.11111,6
201,40.296295,6
186,49.51852,6
172,42.037037,6
197,49.592594,6
178,33.666668,6
186,48.444443,6
192,53.444443,6
187,59.37037,6
199,55.666668,6
183,54.037037,6
183,55.74074,6
205,50.25926,6
179,50.555557,6
177,32.88889,6
189,59.925926,6
161,40.444443,6
191,49.22222,6
182,29.777779,6
189,29.074074,6
186,50.074074,6
208,55.62963,6
196,47.25926,6
190,29.62963,6
193,41.185184,6
162,43.22222,6
188,61.074074,6
177,51.074074,6
190,49.48148,6
200,61.037037,6
200,58.592594,6
193,49.11111,6
190,53.592594,6
189,49.666668,6
159,36.62963,6
200,55.962963,6
192,60.814816,6
198,59.77778,6
189,31.37037,6
192,57.074074,6
196,49.88889,6
194,60.77778,6
176,53.666668,6
197,50.333332,6
192,46.37037,6
197,55.444443,6
200,45.296295,6
189,31.925926,6
202,61.62963,6
200,56.666668,6
162,41.48148,6
182,54.925926,6
160,45.148148,6
210,49.74074,6
196,47.77778,6
187,60.444443,6
182,43.62963,6
182,39.851852,6
193,61.407406,6
162,40.962963,6
185,49.333332,6
186,48.814816,6
199,57,6
176,60.296295,6
182,58.962963,6
193,60.703705,6
172,44.77778,6
162,40.296295,6
191,48.22222,6
194,49.74074,6
159,35.77778,6
194,58.962963,6
195,47.666668,6
163,41.666668,6
176,50.77778,6
161,42.37037,6
174,57.851852,6
182,34.925926,6
188,61.25926,6
186,48.444443,6
201,58.703705,6
196,47.25926,6
161,42.037037,6
180,50.407406,6
165,35.814816,6
201,40.296295,6
194,41.037037,6
188,55.77778,6
182,45,6
202,58,6
191,49.185184,6
192,45.962963,6
189,23.592592,6
201,43.962963,6
177,49.444443,6
190,49.48148,6
190,53.592594,6
196,52.48148,6
191,60.25926,6
189,61.407406,6
185,30.88889,6
172,42.333332,6
185,50.22222,6
187,59.37037,6
187,54.77778,6
185,57.074074,6
184,56.25926,6
195,47.74074,6
161,40.444443,6
207,56.814816,6
183,43.185184,6
161,41.814816,6
189,58.62963,6
193,57.814816,6
196,61.592594,6
180,48.555557,6
192,47.51852,6
194,49.74074,6
178,59.62963,6
182,34.925926,6
190,50.444443,6
176,50.666668,6
187,49.48148,6
198,58.074074,6
193,41.703705,6
161,41.962963,6
194,41.296295,6
203,58.48148,6
186,54.962963,6
190,32.962963,6
188,50.185184,6
193,45.22222,6
188,33.333332,6
194,45.074074,6
185,32.555557,6
187,48.37037,6
204,57.25926,6
176,52.925926,6
163,40,6
190,60.444443,6
187,48.51852,6
201,56.444443,6
176,53.666668,6
161,44.074074,6
188,49.962963,6
182,55.074074,6
181,41.25926,6
176,60.296295,6
182,58.407406,6
159,36.62963,6
188,29.962963,6
186,53.444443,6
202,60.48148,6
160,42.814816,6
197,50.333332,6
182,34.51852,6
190,51.074074,6
173,43.592594,6
190,57.333332,6
189,51.11111,6
184,31.703703,6
184,45.22222,6
187,58,6
199,54.962963,6
192,58.11111,6
194,60.814816,6
200,56.37037,6
192,59.555557,6
182,46.37037,6
193,41.703705,6
180,48.555557,6
186,49.444443,6
185,59.148148,6
179,35.48148,6
161,42.037037,6
180,50.407406,6
160,43.925926,6
191,63,6
176,49.74074,6
188,60.333332,6
188,30.777779,6
209,48.77778,6
182,55.851852,6
171,45.77778,6
197,49.74074,6
171,45.925926,6
186,30.777779,6
195,46.555557,6
183,18.11111,7
215,17.185184,7
187,13.740741,7
197,11.962963,7
238,13.62963,7
224,14.62963,7
245,14.222222,7
215,17.185184,7
170,25.444445,7
172,30.11111,7
241,14.333333,7
199,15,7
247,12.62963,7
181,19.925926,7
176,22.74074,7
249,22.851852,7
249,10.518518,7
186,18.518518,7
198,12.185185,7
151,19,7
156,24.25926,7
216,16.555555,7
182,17.592592,7
197,12.851851,7
219,5.592593,7
215,12.407408,7
236,12.518518,7
222,14,7
199,17.518518,7
229,17.74074,7
240,12.148149,7
218,13.703704,7
223,16.518518,7
212,8.037037,7
208,19.25926,7
222,10.481482,7
184,19.444445,7
243,13.333333,7
244,10.37037,7
222,14.962963,7
215,23.814816,7
234,5.740741,7
245,9.740741,7
237,5.851852,7
238,8.518518,7
210,15.111111,7
220,6.444445,7
210,12.962963,7
239,10.37037,7
181,19.62963,7
157,24.296297,7
236,12.518518,7
184,11.851851,7
184,17.62963,7
238,17.777779,7
250,9.222222,7
208,16.185184,7
218,8.444445,7
175,23.777779,7
199,15,7
229,10.925926,7
173,19.222221,7
248,13.444445,7
223,14.740741,7
225,16.185184,7
186,12.074074,7
244,12.814815,7
172,16.074074,7
216,7.074074,7
204,19,7
196,13.37037,7
216,14.555555,7
211,15.444445,7
176,18.481482,7
164,19.814816,7
170,25.444445,7
203,19.518518,7
216,15.074074,7
246,15.37037,7
194,16.777779,7
219,13.222222,7
196,15.333333,7
160,23.25926,7
223,15.037037,7
196,19.62963,7
240,22.481482,7
180,22.333334,7
217,11.925926,7
210,11.851851,7
224,20.25926,7
237,8,7
173,17.148148,7
165,14.296296,7
175,15.37037,7
172,19,7
150,18.925926,7
245,6.407407,7
211,20.518518,7
199,14.518518,7
178,19.555555,7
195,8.518518,7
232,8.814815,7
176,13,7
175,15.37037,7
208,14.777778,7
183,18.185184,7
237,14.148149,7
218,13.703704,7
240,21.148148,7
226,7.851852,7
156,18.25926,7
237,22.222221,7
209,11.62963,7
189,12,7
224,15.185185,7
229,13.703704,7
181,19.296297,7
184,11.851851,7
183,19.851852,7
223,6.666666,7
162,19,7
211,15.444445,7
198,14.555555,7
249,14.740741,7
235,9.185185,7
220,8.185185,7
211,13.740741,7
224,13.444445,7
226,11.888889,7
233,12.481482,7
181,11.666667,7
191,7.333334,7
194,20.185184,7
246,17.518518,7
157,18.333334,7
221,14.074074,7
226,16.703703,7
174,23.185184,7
186,15.592592,7
183,15.37037,7
204,19.407408,7
185,19.25926,7
158,22.185184,7
181,21.407408,7
231,12.296296,7
169,25.962963,7
237,13.222222,7
169,12.814815,7
247,21.925926,7
218,14.925926,7
209,22.518518,7
215,18.074074,7
177,24.518518,7
212,12.296296,7
215,23.037037,7
182,16.777779,7
201,19.148148,7
195,16.037037,7
176,22.185184,7
235,15.074074,7
152,25.037037,7
174,19.074074,7
167,14.074074,7
233,11.703704,7
180,13.851851,7
246,15.444445,7
208,18.555555,7
184,14.222222,7
187,18.666666,7
208,16.074074,7
226,13.481482,7
180,21.25926,7
217,6.296296,7
227,12.62963,7
235,25.88889,7
249,18,7
245,16.11111,7
185,12.962963,7
249,13.37037,7
193,16.185184,7
238,13.259259,7
162,24.518518,7
162,25.11111,7
221,12.111111,7
191,15.185185,7
242,11.740741,7
168,25.11111,7
209,12.518518,7
173,17.148148,7
236,16.074074,7
196,15.703704,7
210,17.481482,7
161,15.740741,7
211,17.962963,7
243,6.481482,7
206,16.074074,7
190,19.88889,7
233,12.592592,7
174,13.481482,7
195,14.740741,7
233,14.481482,7
181,16.296297,7
187,11.62963,7
169,16.592592,7
167,19.037037,7
201,21.296297,7
220,8.185185,7
180,22.555555,7
211,16.37037,7
249,8.555555,7
164,23.148148,7
177,19.592592,7
198,15.814815,7
248,19.555555,7
170,19.555555,7
242,14.814815,7
215,23.037037,7
202,15.148149,7
160,28.037037,7
211,10.814815,7
246,25.88889,7
166,16.962963,7
162,17.333334,7
248,15.296296,7
219,14.888889,7
236,16.592592,7
156,23.703703,7
201,10.666667,7
203,9.777778,7
235,10.888889,7
214,6.814815,7
238,8.925926,7
197,21.25926,7
187,15.222222,7
236,11.074074,7
207,12.148149,7
220,14.62963,7
234,7.111111,7
185,18.666666,7
235,15.62963,7
246,22.814816,7
157,19.666666,7
194,18.555555,7
191,15.185185,7
170,16.407408,7
185,10.740741,7
251,20.666666,7
179,11.814815,7
191,7.333334,7
227,13.962963,7
211,13.62963,7
236,13.962963,7
195,16.037037,7
165,17.333334,7
177,19.592592,7
203,12.407408,7
169,19.592592,7
226,18,7
241,8.259259,7
180,22.333334,7
240,20.444445,7
161,19.037037,7
216,14.555555,7
163,19.814816,7
239,15.148149,7
248,26.88889,7
166,13.37037,7
246,9.407408,7
250,9.222222,7
240,14.148149,7
199,17.962963,7
182,19.88889,7
164,11.333333,7
237,7.481482,7
148,15.962963,7
177,16.25926,7
185,12.962963,7
233,26.814816,7
175,23.74074,7
232,12.703704,7
166,16.962963,7
192,9.962963,7
164,13.666667,7
242,24.074074,7
155,23.333334,7
219,13.37037,7
181,19.62963,7
229,14.62963,7
178,23.814816,7
156,23.703703,7
195,11.703704,7
167,14.592592,7
189,17.296297,7
190,20.11111,7
156,16.925926,7
237,5.777778,7
244,12.259259,7
