@relation segment

@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Rawred-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
87,67.44444,58.77778,-8.666667,3
115,2.703704,0.555556,-2.444444,3
95,9.518518,4.777778,-3.555556,3
96,3.814815,1.111111,-6.111111,3
136,19.444445,16.88889,-11.333333,3
85,4.074074,2.111111,-2.222222,3
116,3,0.888889,-2.666667,3
125,1.777778,0.444444,-2.333333,3
110,1.666667,0.111111,-3.666667,3
86,13.407408,8.777778,-5.555555,3
91,3.666667,1.111111,-5.333334,3
95,3.518518,0.888889,-3.222222,3
90,2.814815,0.555556,-5.444445,3
113,27.88889,17.11111,-16.666666,3
132,0.37037,0,-1.111111,3
133,0.740741,0,-2.222222,3
110,1.666667,0.111111,-3.666667,3
108,1.851852,0.555556,-0.555556,3
132,0.740741,0.111111,-1.888889,3
94,2.259259,0.111111,-4.777778,3
104,18.62963,14.888889,-3.222222,3
111,1.296296,0,-2.888889,3
121,14.962963,9.555555,-9.222222,3
113,1.407407,0.111111,-2.222222,3
80,68.77778,60.333332,-7,3
136,8,4.111111,-4,3
90,3.407408,0.888889,-5.888889,3
109,13.296296,7,-8.222222,3
95,5.185185,2.222222,-3.888889,3
114,1.740741,0.777778,-3.555556,3
124,3,1.444444,-4,3
141,1.555556,0.111111,-2,3
147,7.703704,6.444445,-2.777778,3
133,0,0,0,3
126,11.185185,5.222222,-8.555555,3
113,0.962963,0,-2.555556,3
124,1.148148,0.222222,-1.777778,3
83,23.296297,19.777779,-5.222222,3
118,0.037037,0,-0.111111,3
103,3.851852,1.888889,-1.222222,3
124,7.592593,4.111111,-5.444445,3
95,6.481482,2.333334,-5.777778,3
76,13.518518,8.444445,-2.555556,3
138,0.296296,0.111111,-0.555556,3
98,2.037037,0.555556,-0.111111,3
122,16.148148,8,-12.111111,3
79,4.851852,2,-4.555555,3
100,6.074074,2.777778,-6.555555,3
112,0.444444,0,-1,3
116,18.74074,11.777778,-11.555555,3
99,2.037037,0.111111,-4.777778,3
127,16.37037,10.888889,-13.777778,3
106,3.666667,1,-4.666666,3
123,1.518519,0,-3.555556,3
121,3.407408,1.111111,-0.888889,3
91,5.62963,1.888889,-3.888889,3
123,1.37037,0,-3.111111,3
138,0.259259,0,-0.444444,3
129,0.518518,0,-1.555556,3
138,0.777778,0,-2.333333,3
107,1.777778,0.222222,-3.666667,3
125,3.925926,1.555556,-4.444445,3
120,16.851852,11.222222,-9.888889,3
98,5.518518,2.333334,-5.222222,3
89,2.296296,0.111111,-5.888889,3
120,1.444444,0,-3.333333,3
96,6.296296,2.666667,-5.888889,3
145,2.074074,0.666667,-0.222222,3
91,3.888889,0.888889,-3.666667,3
124,2.814815,1,-2.777778,3
111,1.333333,0,-4,3
117,0,0,0,3
121,17.222221,8.888889,-11,3
80,7.074074,2.888889,-3.555556,3
90,9,4.777778,-7.333334,3
96,5.222222,2.111111,-4.333334,3
143,4.185185,0.888889,-5.888889,3
81,42.555557,34.88889,-4.666666,3
115,14.777778,8.444445,-5.333334,3
122,0.333333,0,-1,3
122,1.592593,0,-3.777778,3
137,0.259259,0,-0.777778,3
131,0.740741,0.222222,-1.555556,3
134,1.777778,0.111111,-1.333333,3
127,3.814815,1.333333,-1.444444,3
100,8.148149,4.666667,-5.111111,3
127,0.62963,0,-1.888889,3
119,20.592592,12.222222,-14.111111,3
92,7.444445,3.222222,-3,3
129,0.518518,0,-1.555556,3
129,0.518518,0,-1.555556,3
85,4.296296,1.333333,-4.888889,3
98,1.518519,0.333333,-0.555556,3
123,1.185185,0,-2.888889,3
125,18.555555,11.111111,-14,3
137,0.777778,0,-2,3
73,4.851852,1.777778,-5.222222,3
126,2.962963,0.555556,-3.555556,3
70,18.592592,13.666667,-1.111111,3
145,0.851852,0.333333,-0.222222,3
91,2.62963,0.444444,-4.222222,3
83,3.703704,1.555556,-0.444444,3
98,1.407407,0,-3.888889,3
140,8.333333,3.777778,-3.333333,3
116,2.814815,0.555556,-1.777778,3
134,8.703704,3.666667,-6.444445,3
70,21.037037,16.222223,-2.444444,3
129,0.518518,0,-1.555556,3
91,44.296295,38.444443,-7.555555,3
91,6.259259,2.444444,-6.111111,3
123,1.481481,0.222222,-2.777778,3
125,1.777778,0.444444,-2.333333,3
99,4.148148,1.111111,-5.444445,3
109,1.962963,0.333333,-3.555556,3
123,1.074074,0.111111,-1.888889,3
125,16.407408,12.444445,-9.888889,3
139,0.666667,0,-1.333333,3
87,17.11111,12.222222,-4.333334,3
135,0.740741,0,-1.888889,3
130,1.37037,0.111111,-2.111111,3
118,0.703704,0,-1.777778,3
112,0.148148,0,-0.444444,3
121,1.148148,0,-3.111111,3
103,2.148148,0.111111,-4.444445,3
102,14.37037,10.111111,-4.777778,3
107,22.555555,13,-11.666667,3
130,0.888889,0,-2.333333,3
91,3.259259,0.555556,-6.111111,3
110,17.222221,9.222222,-11.333333,3
127,17.592592,9,-11.777778,3
97,2.111111,0.111111,-4.333334,3
145,0.851852,0.333333,-0.222222,3
82,8.481482,4.333334,-5.777778,3
91,42.814816,35.88889,-8.777778,3
120,19.074074,10.555555,-16.555555,3
77,5,1.222222,-4.333334,3
122,0.555556,0,-0.333333,3
87,2.925926,1.222222,-3.111111,3
125,1.148148,0,-2.444444,3
77,7.703704,3.222222,-2.777778,3
120,1,0,-3,3
120,6.962963,3.333333,-6.555555,3
106,0.555556,0,-1.666667,3
81,12.481482,7.666666,-4.777778,3
143,4.185185,0.888889,-5.888889,3
105,4.148148,1.666667,-5.111111,3
112,3.814815,1.111111,-2.111111,3
144,0.962963,0,-2.888889,3
122,0.555556,0,-0.333333,3
88,7.777778,3.555556,-4,3
137,0.222222,0,-0.666667,3
108,49.814816,41.77778,-9.777778,3
120,1.518519,0.111111,-3.555556,3
139,0.444444,0,-1.333333,3
102,2.888889,0.666667,-3.666667,3
128,0.740741,0,-2.222222,3
95,2.259259,0.666667,-0.111111,3
90,4.666666,2.555556,3,3
95,4.62963,1,-2.888889,3
79,5.407407,1.777778,-4.555555,3
72,4.518518,1.555556,-5.888889,3
96,3.777778,1,-4.333334,3
87,2.925926,1.222222,-3.111111,3
134,0.037037,0,-0.111111,3
89,2.296296,0.111111,-5.888889,3
115,7.555555,3.555556,-4,3
122,6.62963,3.333333,-4.222222,3
81,3.481482,1,-4.444445,3
93,62.851852,54.77778,-24.88889,4
22,49.666668,42.77778,-19,4
117,45.88889,39.555557,-18.666666,4
80,40.51852,37.77778,-13.222222,4
126,36.185184,33.555557,-12.555555,4
149,21.37037,16.666668,-11.777778,4
140,27.666666,24.88889,-9.333333,4
17,71.18519,63.333332,-24.88889,4
85,49.148148,45,-18.777779,4
105,45.74074,41.22222,-18.222221,4
162,8.37037,6.666666,-5.777778,4
104,57.333332,52.77778,-19,4
120,49.407406,44.88889,-16.222221,4
119,39.851852,36.22222,-14.222222,4
129,51,46.88889,-16.666666,4
129,37.88889,33.11111,-14.333333,4
159,6.62963,5.111111,-5.888889,4
115,28.851852,24.88889,-11.888889,4
69,40.666668,40.88889,-12.333333,4
103,61.25926,56,-20.777779,4
70,39.962963,36.444443,-14.555555,4
17,44.592594,40.333336,-15.444445,4
127,36.51852,35.88889,-11.555555,4
117,39.037037,33.555557,-15.777778,4
145,26.777779,24.222221,-12,4
79,45.814816,42.88889,-15.444445,4
24,49.185184,42.333336,-15.555555,4
70,36.74074,33.666668,-13.888889,4
158,8.37037,7.111111,-6.444445,4
104,55.74074,48.88889,-20.88889,4
146,10.592592,8,-7.444445,4
66,42.11111,41.555557,-9.666667,4
157,21.444445,16.88889,-12,4
124,53.77778,49,-17.666666,4
76,51.77778,47.666668,-17,4
128,53.25926,46.333332,-20.777779,4
151,30.481482,23.11111,-14.777778,4
68,37.962963,37.555557,-9.888889,4
128,49.925926,42.666668,-21.11111,4
123,19.296297,15.666667,-10.222222,4
38,64.62963,58.22222,-22.222221,4
147,27.222221,20.555555,-14.333333,4
124,43.51852,36.77778,-18.222221,4
72,59,51.333332,-23.333334,4
127,40.74074,38,-14.222222,4
101,64.37037,56.88889,-22.777779,4
17,70.51852,62.444443,-23.88889,4
90,65.18519,57.666668,-21.222221,4
68,56.77778,52,-20,4
42,58.88889,50.666668,-22.333334,4
81,38.25926,34.555557,-15.777778,4
43,64.703705,54.88889,-24.11111,4
137,36.925926,34.88889,-10.111111,4
119,45.62963,40.666668,-16.222221,4
119,39.851852,36.22222,-14.222222,4
21,65.888885,59.333332,-20.333334,4
109,49.407406,42.555557,-19.88889,4
28,62.407406,53.444443,-23.222221,4
146,10.592592,8,-7.444445,4
34,72.888885,65,-25,4
42,28.25926,24.444445,-12.444445,4
111,60.185184,53.22222,-23.222221,4
159,20.518518,20.333334,-4.888889,4
153,28,21.333334,-12.333333,4
104,63.62963,58.22222,-22.555555,4
135,32.703705,28.555555,-12.444445,4
84,8.888889,7.333334,-4,4
121,32.37037,28.666666,-13.444445,4
79,41.407406,38,-14.555555,4
73,43.851852,43,-12.222222,4
154,28.148148,21.555555,-14.444445,4
138,54.62963,49.11111,-19.88889,4
139,16.37037,12.444445,-10.111111,4
108,40,36,-12.666667,4
38,58,50,-25,4
89,31.703703,27.333334,-14.777778,4
68,56.77778,52,-20,4
89,31.703703,27.333334,-14.777778,4
64,56.592594,49.666668,-22.444445,4
134,44.703705,37.11111,-17.777779,4
118,55.074074,50.11111,-18.88889,4
123,21.62963,14.777778,-17.222221,4
65,56.703705,52.666668,-11.111111,4
118,34.333332,30.777779,-11.333333,4
81,59.444443,51.88889,-22.333334,4
48,40.851852,35.444447,-18.555555,4
34,54.25926,46.22222,-24.11111,4
78,69.74074,59.666668,-25.88889,4
116,33.185184,29.11111,-13.222222,4
73,46.296295,45.666668,-12.555555,4
89,28.925926,25.222221,-12.777778,4
105,65.55556,60,-23,4
125,43.37037,41.666668,-11.777778,4
147,6.259259,5.777778,-5.111111,4
90,48.22222,41.22222,-18.666666,4
125,58.22222,50.22222,-22.666666,4
68,38.592594,38.333336,-10.444445,4
107,29.222221,26.88889,-13,4
117,39.037037,33.555557,-15.777778,4
20,35.48148,32,-11.444445,4
120,47.851852,44.77778,-16.222221,4
66,42.592594,41,-10.777778,4
25,44.814816,39.555557,-14.777778,4
135,47.37037,41,-20.777779,4
50,65.111115,57.333332,-22.333334,4
105,50.185184,45.666668,-18.555555,4
130,21.37037,15.777778,-14.777778,4
107,54,49.444443,-17.666666,4
102,56.77778,51.11111,-20,4
80,39.703705,36.333336,-15.444445,4
69,59.555557,53.444443,-22.666666,4
53,40.444443,36.88889,-14,4
140,26.444445,23.444445,-8.666667,4
111,62.25926,56.444443,-21.777779,4
102,58.22222,53.444443,-20,4
102,63.48148,56.77778,-20.777779,4
125,37.444443,32.333336,-15,4
103,35.62963,30.777779,-14.222222,4
62,61.037037,53.444443,-22.777779,4
121,41.037037,37.444443,-14.444445,4
111,57.77778,51.333332,-22.333334,4
49,38.037037,35.666668,-11.111111,4
122,36.185184,32.666668,-12.888889,4
158,8.444445,7,-7,4
121,53.666668,46.88889,-19.333334,4
121,41.037037,37.444443,-14.444445,4
68,56.296295,49.22222,-22.88889,4
133,21.444445,19.88889,-8.333333,4
105,45.74074,41.22222,-18.222221,4
101,45.037037,39,-18.11111,4
131,35.703705,30.666666,-15.111111,4
32,59.48148,54.22222,-18.444445,4
150,20.74074,16.222223,-11.888889,4
120,39.333332,35.444447,-13.666667,4
157,23.148148,18.222221,-11.777778,4
25,70.44444,60.666668,-26.333334,4
100,57.148148,51.555557,-20.777779,4
17,44.592594,40.333336,-15.444445,4
108,58.074074,52.666668,-18.222221,4
44,47.814816,42.88889,-15.777778,4
132,38.77778,33.22222,-14.666667,4
122,39.22222,35.77778,-14.666667,4
67,64.74074,57.11111,-24.222221,4
125,18.222221,14.888889,-9.666667,4
130,13.037037,9.888889,-8.111111,4
136,4.851852,2.888889,-5.222222,4
18,68.296295,59,-25.555555,4
48,42.074074,38.77778,-13.555555,4
101,31.185184,27.222221,-12.888889,4
133,36.77778,32,-14.333333,4
110,50.666668,46.11111,-15.666667,4
143,50.37037,43,-21.11111,4
128,35.592594,32.11111,-14.111111,4
156,21,16.777779,-12,4
134,48.925926,41.88889,-21.444445,4
116,61,52.444443,-20.666666,4
96,55.148148,54.11111,-14.444445,4
102,58.37037,50.666668,-22.11111,4
65,56.703705,52.666668,-11.111111,4
33,35.814816,31.333334,-15.777778,4
96,61.925926,54.444443,-22.777779,4
147,27.296297,20.88889,-14.888889,4
85,48.88889,42.444443,-18.666666,4
106,37.703705,34.11111,-13.444445,4
148,29.074074,21.444445,-14.555555,4
122,34.185184,29.222221,-15.555555,4
132,35.22222,29.555555,-14.333333,4
111,29.592592,25.444445,-13.444445,4
126,23.296297,21,-9.888889,4
87,64.03704,55.77778,-24.11111,4
13,70.37037,60.666668,-24.11111,4
159,26.11111,25.222221,-7.666666,4
159,26.11111,25.222221,-7.666666,4
65,57.74074,50.444443,-22.88889,4
158,7.962963,6.333334,-6.888889,4
50,60.851852,53,-21.222221,4
78,30.296297,27.11111,-11.888889,4
120,47.851852,44.77778,-16.222221,4
124,43.148148,39.22222,-16.777779,4
75,41.11111,40.333336,-11.333333,4
146,22.74074,18.11111,-12.555555,4
70,61.11111,53.444443,-24.666666,4
73,43.51852,38.77778,-14.222222,4
152,26.555555,20.333334,-14.666667,4
67,60.74074,53,-22.222221,4
35,37.592594,32.333336,-13.777778,4
73,58.814816,54,-19.444445,4
62,66.77778,57.444443,-25.666666,4
77,40.22222,37.22222,-15,4
158,39.333332,35.555557,-13,4
105,58.62963,53.333332,-19.222221,4
34,47.592594,41.11111,-17.777779,4
124,40.925926,35.77778,-16.11111,4
162,10.037037,8,-7.444445,4
98,28.777779,24.88889,-13.333333,4
139,64.666664,57.88889,-22,4
160,22.851852,18.222221,-12.222222,4
140,23,17.88889,-12.333333,4
96,67.03704,61,-21.444445,4
145,61.11111,52.444443,-21,4
146,43.148148,36.88889,-19.444445,4
129,62.407406,54.22222,-22.222221,4
78,43.814816,41.11111,-16.11111,4
124,38.592594,35.88889,-14.777778,4
97,47.814816,46,-13.444445,4
75,39.703705,35.77778,-13.777778,4
103,58.88889,52.22222,-21.333334,4
66,41.62963,40.555557,-10.888889,4
82,38.88889,34.555557,-15.666667,4
121,54.962963,47.77778,-19.555555,4
64,40,35.22222,-16,4
42,44.555557,39.555557,-13.666667,4
109,41.814816,36.11111,-18.444445,4
125,60.925926,52.555557,-21.444445,4
70,55.037037,51.555557,-19.11111,4
123,59.333332,51.88889,-21,4
42,37.444443,32.77778,-17,4
154,33,25.11111,-17,4
122,60.74074,51.555557,-24.88889,4
45,53.074074,48.11111,-17.222221,4
76,34.851852,31.88889,-12.555555,4
15,68.96296,59.333332,-24.88889,4
107,49.814816,46.22222,-14.777778,4
80,40.51852,37.77778,-13.222222,4
71,38.37037,37.88889,-9.777778,4
101,45.037037,39,-18.11111,4
112,59.148148,52.22222,-21.777779,4
103,64.44444,58.333332,-22.666666,4
57,65.703705,59.444443,-22.444445,4
44,58.666668,50.11111,-25,4
83,49.444443,45.666668,-16.333334,4
102,51.666668,47.11111,-18.333334,4
125,69.333336,63.22222,-23,4
103,58.185184,53.333332,-19.555555,4
129,24.703703,19.11111,-13.777778,4
148,29.074074,21.444445,-14.555555,4
76,42.296295,36,-16.555555,4
15,70.07407,61,-24.88889,4
32,56.37037,48.555557,-25.777779,4
123,52.814816,48,-19.444445,4
81,42.925926,39.444443,-15.444445,4
78,30.185184,25.11111,-15.222222,4
102,42.77778,37,-17.666666,4
117,31.25926,27.444445,-11.777778,4
125,42.814816,39.11111,-15.777778,4
83,66.25926,60.22222,-22.11111,4
87,43.333332,37.88889,-18.333334,4
80,58.333332,51.22222,-20,4
83,49.851852,46,-17.555555,4
104,65.296295,59.77778,-21.555555,4
98,52.851852,47.555557,-19.555555,4
139,48.22222,42.555557,-19.666666,4
97,47.962963,46,-13.222222,4
87,31.703703,28.222221,-12.777778,4
125,43.22222,37.22222,-17.333334,4
115,46.74074,42.444443,-15.888889,4
82,44.88889,41.555557,-14.666667,4
154,19.703703,14.888889,-12.111111,4
73,40.185184,35.666668,-15.222222,4
123,57.48148,52.555557,-18.444445,4
32,59.48148,54.22222,-18.444445,4
126,20.555555,16.11111,-11,4
88,67.25926,57.88889,-25.11111,4
57,65.703705,59.444443,-22.444445,4
126,20.555555,16.11111,-11,4
158,21.037037,16.777779,-11.111111,4
66,51.592594,47.77778,-17.444445,4
73,42.25926,40.555557,-10.111111,4
110,34.11111,29.11111,-16,4
133,48.666668,41.555557,-20.333334,4
83,26.518518,23.333334,-10.555555,4
100,55.37037,50.333332,-19.444445,4
35,69.44444,61.77778,-24.666666,4
64,62,53.666668,-23.333334,4
125,66.25926,61.11111,-23.11111,4
73,46.296295,45.666668,-12.555555,4
129,32.037037,27.555555,-13.777778,4
99,51.88889,51.88889,-12.333333,4
36,66.37037,56.555557,-25.777779,4
126,20.11111,16.444445,-10.666667,4
28,62.407406,53.444443,-23.222221,4
80,39.703705,36.333336,-15.444445,4
78,43.814816,41.11111,-16.11111,4
20,65.18519,56.444443,-23.222221,4
120,51.074074,48.22222,-15.888889,4
65,60.148148,53.77778,-22.11111,4
62,62.814816,53.77778,-24.444445,4
117,45.88889,39.555557,-18.666666,4
100,55.37037,50.333332,-19.444445,4
160,22.851852,18.222221,-12.222222,4
19,45.185184,38,-19.222221,4
116,46.814816,42.333336,-15.777778,4
111,34.11111,30.333334,-13,4
102,51.703705,46.22222,-21.444445,4
137,40.851852,39.88889,-10.555555,4
87,64.03704,55.77778,-24.11111,4
78,36.11111,31.333334,-15.333333,4
115,22.962963,19.444445,-8.888889,5
89,0,0,0,5
140,0.407407,0.222222,-0.555556,5
133,5.37037,3.666667,-5.777778,5
114,16.11111,11.777778,-11,5
109,29.407408,24.777779,-9.222222,5
84,17.185184,13,-10.555555,5
86,6.703704,4.666667,-6.444445,5
92,15.407408,11.666667,-10.555555,5
104,19.777779,16.333334,-8.666667,5
99,15.481482,11.222222,-12.111111,5
116,16.851852,13.555555,-9.222222,5
61,7.074074,4.666667,-8.222222,5
63,8.962963,6.333334,-7.222222,5
135,1.259259,0.777778,-3.777778,5
152,0,0,0,5
13,9.296296,6.111111,-10.222222,5
31,11.259259,8.333334,-7.111111,5
147,0,0,0,5
93,2.444444,1,-4.666666,5
112,28.851852,24.555555,-9.222222,5
30,7.037037,4.777778,-7.111111,5
154,0.074074,0,-0.222222,5
148,1.777778,1.111111,-2.333333,5
154,0.074074,0,-0.222222,5
111,28.74074,24.555555,-8.888889,5
149,0.037037,0,-0.111111,5
133,1.555556,1,-4.333334,5
116,1.962963,0.666667,-4.888889,5
152,0,0,0,5
115,14.740741,10.666667,-10.222222,5
111,19.333334,15.555555,-9.333333,5
137,0.740741,0.333333,-1.888889,5
154,8.703704,5.888889,-7.111111,5
112,23.703703,19.444445,-13.111111,5
62,6.407407,4.111111,-8.222222,5
144,0.666667,0.555556,-0.666667,5
89,17,13,-10.666667,5
142,1.814815,0.888889,-2.777778,5
89,1.814815,0.777778,-3.777778,5
110,31.62963,27.222221,-9.888889,5
90,7.185185,5.111111,-8.555555,5
145,0,0,0,5
114,27.185184,23,-9.222222,5
83,9.888889,6,-9.666667,5
93,14.814815,10.444445,-12.777778,5
134,26.703703,20.333334,-13.111111,5
119,29.481482,23.222221,-13.777778,5
93,20.925926,16.666668,-13.111111,5
131,0,0,0,5
113,31.777779,24.444445,-14,5
135,2.185185,0.777778,-3.888889,5
88,12.259259,7.555555,-12.444445,5
134,6.962963,4.666667,-5.888889,5
89,3.111111,2.888889,-1.333333,5
138,2.666667,1.111111,-5,5
154,4.296296,2.555556,-4.888889,5
90,23.518518,17.333334,-14.222222,5
90,6.592593,4.666667,-8.111111,5
62,6.407407,4.111111,-8.222222,5
85,18.925926,14.555555,-10.777778,5
145,0,0,0,5
133,0.37037,0,-1.111111,5
12,6.259259,3.888889,-8.111111,5
137,1.666667,0.666667,-3.333333,5
137,3.703704,2.111111,-5.444445,5
38,14.444445,10.111111,-9.666667,5
137,0.925926,0.111111,-2.777778,5
139,1.37037,0.888889,-4.111111,5
30,8.481482,6.111111,-6.777778,5
134,2.111111,1,-4.333334,5
82,15.518518,11.666667,-9.222222,5
154,0.62963,0.444444,-1.222222,5
144,0,0,0,5
140,3.037037,1.777778,-5.444445,5
111,28.74074,24.555555,-8.888889,5
94,1.185185,0.222222,-3.222222,5
120,21.555555,17.555555,-9.333333,5
134,2.962963,1.111111,-4.888889,5
89,8.444445,6.333334,-7.333334,5
144,0.703704,0.333333,-1.777778,5
140,2.888889,2.666667,-0.666667,5
114,16.185184,11.444445,-12.222222,5
113,28.333334,24.333334,-7.666666,5
68,6.888889,5.666666,-6.666666,5
105,26.74074,22.555555,-9.222222,5
134,1.851852,1,-3.555556,5
155,8.259259,5.888889,-6.111111,5
40,1.259259,1.222222,-0.777778,5
147,0,0,0,5
98,21.518518,16.88889,-12.888889,5
95,7.62963,6.777778,-6.888889,5
135,1.925926,1,-4.777778,5
93,17.925926,13.222222,-13.444445,5
93,19.88889,15.111111,-12.666667,5
136,6.185185,3.666667,-5.888889,5
110,9.444445,6.111111,-9.333333,5
91,12.148149,7.555555,-11.777778,5
94,20.037037,15.777778,-13.111111,5
136,2.074074,0.666667,-4.222222,5
116,23.407408,19.333334,-11.888889,5
148,0,0,0,5
135,2.888889,1.666667,-5.666666,5
87,11.148149,6.666666,-11.777778,5
90,16.666666,11.888889,-13,5
94,15.62963,10.555555,-12.555555,5
115,1.222222,0.444444,-2.666667,5
131,0,0,0,5
112,31.62963,24.222221,-13.888889,5
113,20.851852,16.88889,-10.888889,5
153,0.37037,0,-1.111111,5
39,9.518518,7.333334,-7.888889,5
155,8.740741,6.666666,-6.222222,5
141,0,0,0,5
41,0.703704,0.555556,-1.111111,5
135,0.481482,0,-1.444444,5
89,22.666666,16.444445,-14,5
134,0.518518,0,-1.555556,5
154,6.37037,9.666667,-4.777778,5
58,8.333333,5.555555,-9,5
135,6.222222,4,-6,5
41,0.703704,0.555556,-1.111111,5
133,0.592593,0,-1.777778,5
96,19.592592,15.222222,-13.444445,5
134,2.111111,1,-4.333334,5
108,23.703703,20,-9.111111,5
113,20.851852,16.88889,-10.888889,5
88,22.333334,18.222221,-8.666667,5
139,5.222222,3.222222,-7,5
152,0,0,0,5
108,14.518518,11.333333,-8.555555,5
153,8.333333,5.333334,-6.333334,5
154,0.740741,0.444444,-1.555556,5
149,0,0,0,5
145,0.555556,0.333333,-1.333333,5
40,0,0,0,5
89,18.037037,14.444445,-10.444445,5
142,1.222222,0.111111,-3.666667,5
86,20.444445,15.888889,-10.666667,5
61,7,4.444445,-8.333333,5
61,8.777778,5.888889,-8,5
129,2.296296,2.444444,-1.222222,5
90,5.148148,2.777778,-7.444445,5
104,19.62963,16.222223,-9.222222,5
154,0.259259,0,-0.777778,5
62,0,0,0,5
141,4.962963,3.111111,-5.888889,5
141,0.074074,0,-0.222222,5
140,3.222222,2.666667,-3.666667,5
107,27.777779,23.444445,-9,5
144,0,0,0,5
90,20.148148,15.666667,-13.111111,5
104,18.518518,16,-6.888889,5
137,0.740741,0.333333,-1.888889,5
144,0,0,0,5
141,9.851851,6,-8.555555,5
139,1.296296,0,-3.888889,5
79,14.185185,10.555555,-8.222222,5
34,14.444445,10.777778,-8.666667,5
64,5.703704,3.666667,-7.777778,5
93,14.407408,9.888889,-11.888889,5
150,0,0,0,5
154,0.703704,0.222222,-2.111111,5
80,15.851851,11.888889,-10.222222,5
64,8,6.111111,-8,5
80,14.481482,11.333333,-8.111111,5
89,16.814816,12.888889,-11.111111,5
86,12,7.555555,-12,5
91,14.444445,11,-9.333333,5
33,8.740741,6.444445,-6.222222,5
65,8.925926,6.111111,-7.777778,5
118,19.407408,15.555555,-9.888889,5
150,0,0,0,5
34,13.740741,9.777778,-9.555555,5
131,0,0,0,5
86,12.333333,7.777778,-12.666667,5
12,6.259259,3.888889,-8.111111,5
89,14.222222,10.222222,-11.666667,5
130,1.740741,1,-2.222222,5
152,1.37037,1,-1.777778,5
153,3.37037,3,-0.444444,5
135,0.777778,0,-2.333333,5
115,29.481482,23.11111,-12.777778,5
152,1.407407,1,-1.888889,5
34,14.444445,10.777778,-8.666667,5
141,0.037037,0,-0.111111,5
105,15.185185,12.666667,-6.222222,5
136,2.444444,0.666667,-4.666666,5
152,3.592592,2.666667,-3.777778,5
131,1.407407,0.777778,-2.222222,5
62,7.62963,5,-8.555555,5
62,6.444445,4.111111,-8,5
61,6.888889,4.555555,-8.333333,5
36,7.925926,5,-8.444445,5
89,17,13,-10.666667,5
141,0.185185,0,-0.555556,5
113,29.333334,24.88889,-9.666667,5
83,17.074074,12.888889,-10.888889,5
91,6,4.555555,-7,5
92,9.962963,7.111111,-8.222222,5
133,9.851851,6.222222,-9.555555,5
104,19.777779,16.333334,-8.666667,5
110,4.222222,2.777778,-5.333334,5
133,5.37037,3.666667,-5.777778,5
135,26.444445,20.222221,-13,5
147,0.296296,0.222222,-0.222222,5
151,0.111111,0,-0.333333,5
106,17.481482,14.111111,-9.444445,5
152,0,0,0,5
130,0,0,0,5
145,3.407408,2.333334,-3.888889,5
131,0,0,0,5
144,0,0,0,5
138,12.185185,8.222222,-9.222222,5
58,8.851851,6,-8.555555,5
144,0,0,0,5
84,23.25926,18.666668,-10.444445,5
138,3.185185,1.444444,-5.222222,5
155,14.333333,13,-9,5
138,3.555556,1.777778,-5.666666,5
138,1.222222,0.444444,-3.666667,5
134,1.037037,0,-3.111111,5
152,0.777778,0.333333,-1.333333,5
141,0.703704,0.333333,-2.111111,5
36,7.518518,4.777778,-8.222222,5
114,30.481482,24.444445,-12.777778,5
95,7.62963,6.777778,-6.888889,5
62,6.444445,4.111111,-8,5
117,17.11111,14.555555,-10,5
152,1.518519,1,-2.555556,5
140,0.259259,0,-0.777778,5
115,1.222222,0.444444,-2.666667,5
58,8.333333,5.555555,-9,5
130,1.185185,0.666667,-3.555556,5
138,1.37037,1,-4.111111,5
144,0.444444,0.111111,-1,5
148,0.037037,0,-0.111111,5
112,16.185184,12.111111,-10.888889,5
36,0,0,0,5
141,0.037037,0,-0.111111,5
142,0.111111,0,-0.333333,5
91,24.074074,17.777779,-13.555555,5
116,29.814816,25.666666,-9.444445,5
93,0,0,0,5
114,25.814816,21,-12.111111,5
63,6.074074,4,-7.222222,5
110,29.296297,23,-14.555555,5
90,10.037037,7.555555,-7.444445,5
97,19.592592,15.333333,-11.777778,5
137,25.333334,18.666668,-13.666667,5
95,20.185184,15.555555,-11.888889,5
141,0.777778,0,-2.333333,5
153,0,0,0,5
135,31.185184,24,-14.222222,5
90,16.851852,12.888889,-10.888889,5
83,18.222221,13.333333,-11.333333,5
113,21.592592,18.11111,-8.444445,5
141,0,0,0,5
61,7.074074,4.666667,-8.222222,5
154,6.481482,4.333334,-6.444445,5
95,2.148148,2.111111,-1.111111,5
116,21.962963,17.88889,-10.555555,5
67,0.740741,0.777778,-1.222222,5
135,1.407407,0.777778,-3.888889,5
94,1.185185,0.222222,-3.222222,5
131,0.222222,0,-0.666667,5
145,0,0,0,5
88,7.333334,5.111111,-8,5
149,0,0,0,5
135,0.148148,0,-0.444444,5
131,0.814815,0.333333,-1.777778,5
154,0,0,0,5
107,16.74074,11.777778,-12.222222,5
145,0.555556,0.333333,-1.333333,5
94,9.111111,5.888889,-8.666667,5
152,1.518519,1,-2.555556,5
142,0,0,0,5
154,1.851852,1.555556,-2.555556,5
94,20.222221,16,-13,5
85,18.925926,14.555555,-10.777778,5
82,15.222222,11.888889,-9.333333,5
133,2.703704,1.222222,-2.444444,5
143,0.666667,0.222222,-2,5
