@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Rawred-mean numeric
@attribute Exblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
120,9,1.111111,9.111111,-1.888889,3
93,9,3.222222,15.333333,-4.666666,3
111,9,2.222222,12.666667,-4.666666,3
129,9,0,3.111111,-1.555556,3
123,9,0,8.111111,-3.555556,3
101,9,5.777778,16.11111,-2.888889,3
120,9,1.444444,11.777778,-4.888889,3
75,9,47.444443,31.333334,-8.666667,3
114,9,0.111111,8.444445,-3.222222,3
111,9,0,6.777778,-2.888889,3
109,9,7,27.11111,-8.222222,3
87,9,1.222222,8.222222,-3.111111,3
107,9,13,40.333332,-11.666667,3
132,9,0,6.444445,-2.555556,3
99,9,0.111111,10.555555,-4.777778,3
108,9,0.555556,4.444445,-0.555556,3
123,9,0,6.888889,-3.444444,3
131,9,0,3.111111,-1.555556,3
123,9,0.222222,6.555555,-2.777778,3
127,9,10.888889,30.222221,-13.777778,3
128,9,10.111111,28.222221,-9.111111,3
126,9,0.444444,6.111111,-2.888889,3
99,9,3.444444,14.444445,-4.555555,3
126,9,5.222222,26.444445,-8.555555,3
121,9,1.111111,7.777778,-0.888889,3
92,9,3.222222,15.666667,-3,3
137,9,3.111111,18.777779,-5.222222,3
91,9,1.111111,13,-5.333334,3
125,9,11.111111,36.333332,-14,3
129,9,0,3.111111,-1.555556,3
145,9,0.666667,4.444445,-0.222222,3
141,9,0.444444,13.222222,-4.777778,3
76,9,8.444445,17.777779,-2.555556,3
85,9,3.555556,20.11111,-6.222222,3
87,9,58.77778,34.666668,-8.666667,3
124,9,0,4.666666,-2,3
105,9,35.77778,29.444445,-8.222222,3
147,9,6.444445,6.555555,-2.777778,3
138,9,2,12.444445,-2.888889,3
102,9,37.444443,25.88889,-6.111111,3
121,9,0.777778,12.222222,-3.444444,3
124,9,0,6.444445,-3.222222,3
122,9,0,2,-0.333333,3
134,9,3.666667,21.555555,-6.444445,3
87,9,12.222222,19,-4.333334,3
95,9,2.222222,12.777778,-3.888889,3
115,9,8.444445,24.333334,-5.333334,3
109,9,1.444444,12.444445,-3.888889,3
111,9,0,8,-4,3
95,9,4.777778,17.777779,-3.555556,3
97,9,0.555556,9.777778,-3.555556,3
122,9,0,8.555555,-3.777778,3
112,9,0,0.888889,-0.444444,3
124,9,1.444444,8.666667,-4,3
80,9,17.333334,24.11111,-5.222222,3
120,9,0.222222,5.555555,-2.777778,3
140,9,6,15.555555,-3.777778,3
124,9,0,4,-2,3
107,9,0.333333,9.333333,-3.666667,3
132,9,0,2.222222,-1.111111,3
115,9,3.555556,16,-4,3
91,9,0.555556,14.222222,-6.111111,3
88,9,0.666667,13.111111,-5.222222,3
90,9,0.555556,12.222222,-5.444445,3
119,9,12.222222,39.22222,-14.111111,3
121,9,1.111111,7.777778,-0.888889,3
110,9,0.111111,9.222222,-4.111111,3
82,9,1.777778,13.888889,-2.444444,3
124,9,7.555555,28.333334,-7,3
115,9,0.222222,8.333333,-3.333333,3
79,9,1.777778,15.444445,-4.555555,3
130,9,0,4.666666,-2.333333,3
131,9,0,0,0,3
118,9,0,3.888889,-1.777778,3
134,9,0,0.222222,-0.111111,3
128,9,0,4.444445,-2.222222,3
121,9,9.555555,25.444445,-9.222222,3
136,9,0.111111,3.555556,-1.777778,3
130,9,0.111111,5.888889,-2.111111,3
135,9,0,1.333333,-0.666667,3
103,9,1.888889,7.111111,-1.222222,3
138,9,0.111111,1.111111,-0.555556,3
118,9,0,4.888889,-2.111111,3
145,9,0.333333,1.777778,-0.222222,3
89,9,5.777778,19.88889,-5.777778,3
106,9,0,3.333333,-1.666667,3
99,9,1.111111,14.555555,-5.444445,3
91,9,1.888889,15.111111,-3.888889,3
139,9,0,2.666667,-1.333333,3
80,9,2.888889,16.11111,-3.555556,3
102,9,10.111111,17.555555,-4.777778,3
144,9,0,6.888889,-3.444444,3
95,9,0.888889,11.111111,-3.222222,3
96,9,1.111111,14.222222,-6.111111,3
107,9,0.222222,8.333333,-3.666667,3
144,9,0,6.888889,-3.444444,3
133,9,0,2.888889,-1.444444,3
122,9,0.555556,8.888889,-3.777778,3
137,9,0,1.333333,-0.666667,3
125,9,1.555556,11.555555,-4.444445,3
123,9,0,6.444445,-2.888889,3
117,9,0,0,0,3
113,9,0.111111,6.111111,-2.222222,3
136,9,16.88889,19,-11.333333,3
120,9,3.333333,17.444445,-6.555555,3
93,9,0.555556,12.666667,-5.333334,3
109,9,2.555556,12,-2.666667,3
81,9,34.88889,27.666666,-4.666666,3
137,9,0.222222,4.555555,-1.777778,3
126,9,0.555556,10.777778,-3.555556,3
133,9,0,0,0,3
80,9,17.333334,24.11111,-5.222222,3
81,9,33.11111,40.88889,-14.444445,3
73,9,1.777778,14.444445,-5.222222,3
66,9,32.333336,29,-6.333334,3
84,9,1.555556,13.333333,-4.333334,3
116,9,11.777778,32.444443,-11.555555,3
110,9,0.111111,8.333333,-3.666667,3
79,9,2,13.111111,-4.555555,3
81,9,7.666666,19.222221,-4.777778,3
106,9,1,12.666667,-4.666666,3
137,9,0,1.555556,-0.777778,3
127,9,0,3.777778,-1.888889,3
92,9,8.777778,18,-6.333334,3
138,9,0.111111,4.888889,-1.777778,3
132,9,0.666667,6.777778,-2.888889,3
94,9,3.222222,5.666666,2.333333,3
120,9,0,6,-3,3
73,9,2.333334,14.555555,-4.111111,3
113,9,0,5.444445,-2.555556,3
115,9,0.333333,10.444445,-3.222222,3
124,9,0.222222,10.777778,-3.888889,3
90,9,2.555556,7,0.333333,3
126,9,0,6.777778,-2.555556,3
116,9,0.888889,9,-2.666667,3
71,9,25.555555,25.11111,-6.222222,3
143,9,0.888889,15.777778,-5.888889,3
80,9,60.333332,32.333332,-7,3
120,9,0.111111,7.777778,-3.555556,3
109,9,0.333333,8.444445,-3.555556,3
130,9,0.444444,7.777778,-1.888889,3
83,9,2.222222,16.88889,-4.777778,3
143,9,0,2.444444,-1.222222,3
115,9,18.444445,38.88889,-16.11111,3
102,9,0.666667,10.333333,-3.666667,3
120,9,10.555555,42.11111,-16.555555,3
75,9,29.777779,37.88889,-13.111111,3
81,9,14,27.666666,-5.666666,3
132,9,0.111111,3.777778,-1.888889,3
110,9,1.444444,7.444445,0.111111,3
90,9,0.888889,13.444445,-5.888889,3
136,9,9,29.444445,-9.888889,3
85,9,0.444444,5,-1,3
83,9,19.777779,15.777778,-5.222222,3
103,9,0.111111,10.555555,-4.444445,3
100,9,1.444444,14.555555,-5.111111,3
73,9,32.11111,70.333336,-26.666666,3
142,9,0.111111,2.333333,-1,3
124,9,1.444444,8.666667,-4,3
140,9,3.777778,17,-3.333333,3
89,9,0.111111,12.444445,-5.888889,3
125,9,0.444444,6.333334,-2.333333,3
117,9,0,6.111111,-2.888889,3
73,9,20.555555,67.888885,-25.444445,3
113,9,17.11111,49,-16.666666,3
76,9,3.777778,15.222222,-1.777778,3
102,9,0.666667,10.333333,-3.666667,3
123,9,0.111111,4.777778,-1.888889,3
76,9,0.888889,6.666666,-2,3
105,9,1.666667,12.555555,-5.111111,3
80,9,6.555555,15.222222,-4.777778,3
122,9,8,36.555557,-12.111111,3
87,9,1.222222,8.222222,-3.111111,3
127,9,9,37.555557,-11.777778,3
139,9,0,3.333333,-1.333333,3
126,9,4.888889,21.11111,-5.222222,3
64,9,24.666666,21,-2,3
96,9,1,12.666667,-4.333334,3
117,9,0.222222,6.666666,-3.333333,3
143,9,0.888889,15.777778,-5.888889,3
68,9,38.555557,38.77778,-12.888889,3
137,9,0,4,-2,3
114,9,0.777778,6.444445,-3.555556,3
145,9,0.333333,1.777778,-0.222222,3
127,9,1.333333,8.888889,-1.444444,3
70,9,16.222223,16.88889,-2.444444,3
98,9,0,8.111111,-3.888889,3
136,9,9,29.444445,-9.888889,3
95,9,0.666667,4.888889,-0.111111,3
124,9,0.222222,10.777778,-3.888889,3
103,9,0.111111,10.555555,-4.444445,3
108,9,41.77778,33.88889,-9.777778,3
137,9,2.555556,12,-4.666666,3
95,9,1,13.777778,-2.888889,3
107,9,4.888889,17.555555,-6.111111,3
96,9,0.888889,12.666667,-4.666666,3
79,9,24.333334,39,-13.666667,3
114,9,18.333334,52.22222,-17.777779,3
90,9,2.555556,3.333333,3,3
116,9,0.222222,9.111111,-3.888889,3
137,9,0,4.333334,-2,3
69,9,6.888889,14.777778,-2.222222,3
91,9,2.444444,17.555555,-6.111111,3
102,9,1,13.222222,-4.111111,3
81,9,7.666666,19.222221,-4.777778,3
110,9,9.222222,35.333332,-11.333333,3
88,9,1.555556,14.555555,-3.444444,3
142,9,0,0.222222,-0.111111,3
120,9,0,7.666666,-3.333333,3
125,9,0,7.555555,-3.444444,3
144,9,0,6,-3,3
77,9,3.222222,16.222221,-2.777778,3
95,9,1.222222,13.666667,-4,3
119,9,0,8.333333,-4,3
81,9,14,27.666666,-5.666666,3
120,9,10.555555,42.11111,-16.555555,3
85,9,2.111111,8.111111,-2.222222,3
107,9,4.555555,15.111111,-4.888889,3
85,9,1.333333,13.777778,-4.888889,3
123,9,0,3.888889,-1.777778,3
138,9,0,4.666666,-2.333333,3
121,9,8.888889,36,-11,3
98,9,0.555556,4.555555,-0.111111,3
91,9,35.88889,29.555555,-8.777778,3
90,9,4.777778,20,-7.333334,3
112,9,1.111111,10.222222,-2.111111,3
83,9,9,24.88889,-8.777778,3
70,9,13.666667,15.888889,-1.111111,3
144,9,0.111111,12.111111,-4.888889,3
97,9,0.111111,10.333333,-4.333334,3
129,9,0,3.111111,-1.555556,3
120,9,0,6.888889,-2.111111,3
147,9,5.777778,6.555555,-5.111111,4
132,9,33.22222,31.333334,-14.666667,4
80,9,36.333336,25.555555,-15.444445,4
100,9,50.333332,34.555557,-19.444445,4
136,9,2.888889,11.111111,-5.222222,4
107,9,46.22222,25.555555,-14.777778,4
96,9,54.444443,45.22222,-22.777779,4
133,9,19.88889,13,-8.333333,4
120,9,44.88889,29.777779,-16.222221,4
53,9,36.88889,24.666666,-14,4
134,9,41.88889,42.555557,-21.444445,4
102,9,47.11111,32,-18.333334,4
159,9,25.222221,10.333333,-7.666666,4
125,9,32.333336,30.333334,-15,4
76,9,36,35.444443,-16.555555,4
109,9,36.11111,35.555557,-18.444445,4
111,9,30.333334,24.333334,-13,4
161,9,5.555555,11.222222,-6.444445,4
109,9,42.555557,40.444443,-19.88889,4
42,9,32.77778,31,-17,4
76,9,47.666668,29.333334,-17,4
149,9,13.444445,20.88889,-10.777778,4
138,9,49.11111,36.444443,-19.88889,4
42,9,39.555557,28.666666,-13.666667,4
73,9,43,14.777778,-12.222222,4
83,9,46,29.11111,-17.555555,4
28,9,53.444443,50.11111,-23.222221,4
70,9,53.444443,47.666668,-24.666666,4
117,9,39.555557,37.666668,-18.666666,4
66,9,40.555557,14.111111,-10.888889,4
87,9,55.77778,48.88889,-24.11111,4
79,9,42.88889,24.222221,-15.444445,4
89,9,25.222221,23.88889,-12.777778,4
162,9,8,13.555555,-7.444445,4
35,9,61.77778,47.666668,-24.666666,4
73,9,45.666668,14.444445,-12.555555,4
125,9,37.22222,35.333332,-17.333334,4
100,9,50.333332,34.555557,-19.444445,4
139,9,42.555557,36.666668,-19.666666,4
119,9,36.22222,25.11111,-14.222222,4
138,9,63.88889,39.22222,-22.444445,4
73,9,40.555557,15.222222,-10.111111,4
15,9,59.333332,53.77778,-24.88889,4
65,9,53.77778,41.22222,-22.11111,4
68,9,52,34.333332,-20,4
20,9,32,21.88889,-11.444445,4
66,9,41,15.555555,-10.777778,4
117,9,33.555557,32.22222,-15.777778,4
13,9,60.666668,53.22222,-24.11111,4
159,9,20.333334,5.444445,-4.888889,4
149,9,16.666668,25.88889,-11.777778,4
158,9,7,11.333333,-7,4
96,9,54.11111,17.555555,-14.444445,4
123,9,52.555557,33.22222,-18.444445,4
107,9,26.88889,20,-13,4
133,9,32,28.666666,-14.333333,4
124,9,35.88889,22.88889,-14.777778,4
120,9,44.77778,25.444445,-16.222221,4
117,9,27.444445,23.222221,-11.777778,4
123,9,14.777778,37.77778,-17.222221,4
38,9,58.22222,41.444443,-22.222221,4
119,9,36.22222,25.11111,-14.222222,4
90,9,57.666668,43.77778,-21.222221,4
78,9,41.11111,24.222221,-16.11111,4
120,9,35.444447,25.333334,-13.666667,4
102,9,56.77778,40.88889,-20.777779,4
105,9,41.22222,31.777779,-18.222221,4
83,9,23.333334,20.11111,-10.555555,4
123,9,41.11111,26.88889,-15.777778,4
125,9,61.11111,38.555557,-23.11111,4
48,9,38.77778,23.444445,-13.555555,4
128,9,32.11111,24.555555,-14.111111,4
101,9,56.88889,45.22222,-22.777779,4
157,9,18.222221,26.555555,-11.777778,4
44,9,42.88889,30.555555,-15.777778,4
20,9,56.444443,49.444443,-23.222221,4
35,9,32.333336,29.555555,-13.777778,4
147,9,20.88889,34.11111,-14.888889,4
57,9,60,59.22222,-28.11111,4
78,9,27.11111,21.444445,-11.888889,4
160,9,18.222221,26.11111,-12.222222,4
82,9,34.555557,28.666666,-15.666667,4
42,9,24.444445,23.88889,-12.444445,4
104,9,58.22222,38.77778,-22.555555,4
73,9,45.666668,14.444445,-12.555555,4
90,9,57.666668,43.77778,-21.222221,4
95,9,47.444443,48.11111,-23.555555,4
19,9,38,40.77778,-19.222221,4
125,9,52.555557,46.555557,-21.444445,4
128,9,46.333332,41.555557,-20.777779,4
125,9,41.666668,16.88889,-11.777778,4
123,9,51.88889,43.333332,-21,4
147,9,43.77778,38,-20,4
17,9,63.333332,48.444443,-24.88889,4
116,9,29.11111,25.444445,-13.222222,4
103,9,56,36.555557,-20.777779,4
80,9,51.22222,41.333332,-20,4
157,9,16.88889,25.666666,-12,4
68,9,52,34.333332,-20,4
105,9,41.22222,31.777779,-18.222221,4
111,9,53.22222,44.11111,-23.222221,4
32,9,54.22222,34.22222,-18.444445,4
160,9,18.222221,26.11111,-12.222222,4
82,9,41.555557,24.666666,-14.666667,4
122,9,29.222221,30.444445,-15.555555,4
102,9,51.11111,37,-20,4
103,9,52.22222,41.333332,-21.333334,4
77,9,51.11111,44.666668,-20.666666,4
44,9,50.11111,50.666668,-25,4
124,9,49.444443,32.666668,-18,4
78,9,31.333334,29.666666,-15.333333,4
127,9,39.444443,36.22222,-18.777779,4
147,9,20.555555,34.333332,-14.333333,4
108,9,52.666668,34.444443,-18.222221,4
65,9,52.666668,23.222221,-11.111111,4
125,9,14.888889,19.666666,-9.666667,4
81,9,51.88889,45,-22.333334,4
73,9,38.77778,28.444445,-14.222222,4
111,9,51.333332,41.666668,-22.333334,4
116,9,52.444443,46.333332,-20.666666,4
69,9,36.666668,9.777778,-8.888889,4
96,9,61,39.555557,-21.444445,4
140,9,24.88889,17.666666,-9.333333,4
111,9,56.444443,39.22222,-21.777779,4
128,9,42.666668,42.88889,-21.11111,4
126,9,52.333332,37.88889,-21.444445,4
146,9,36.88889,38.22222,-19.444445,4
104,9,59.77778,38.11111,-21.555555,4
25,9,60.666668,55.666668,-26.333334,4
34,9,65,48.666668,-25,4
89,9,27.333334,27.88889,-14.777778,4
125,9,39.11111,26.88889,-15.777778,4
119,9,40.666668,31.11111,-16.222221,4
132,9,29.555555,31.333334,-14.333333,4
102,9,53.444443,34.333332,-20,4
121,9,37.444443,25.222221,-14.444445,4
130,9,9.888889,17.555555,-8.111111,4
28,9,53.444443,50.11111,-23.222221,4
46,9,53.22222,50.333332,-23,4
102,9,37,35,-17.666666,4
100,9,51.555557,37.555557,-20.777779,4
158,9,16.777779,23.88889,-11.111111,4
15,9,61,52.11111,-24.88889,4
124,9,39.22222,28.555555,-16.777779,4
146,9,18.11111,26.444445,-12.555555,4
116,9,25,26.666666,-13.333333,4
24,9,42.333336,36.11111,-15.555555,4
97,9,46,18.88889,-13.444445,4
104,9,52.77778,32.666668,-19,4
134,9,37.11111,40.555557,-17.777779,4
25,9,39.555557,30.555555,-14.777778,4
89,9,27.333334,27.88889,-14.777778,4
110,9,46.11111,29.333334,-15.666667,4
77,9,37.22222,24,-15,4
64,9,53.666668,48.333332,-23.333334,4
127,9,38,22.444445,-14.222222,4
107,9,49.444443,31.333334,-17.666666,4
124,9,49,32,-17.666666,4
112,9,52.22222,42.555557,-21.777779,4
162,9,6.666666,10.888889,-5.777778,4
57,9,59.444443,41.22222,-22.444445,4
84,9,7.333334,8.666667,-4,4
32,9,54.22222,34.22222,-18.444445,4
21,9,37.11111,25.777779,-14.888889,4
87,9,55.77778,48.88889,-24.11111,4
122,9,35.77778,25,-14.666667,4
69,9,53.444443,41,-22.666666,4
36,9,56.555557,55.22222,-25.777779,4
70,9,36.444443,25.11111,-14.555555,4
72,9,51.333332,46.333332,-23.333334,4
124,9,36.77778,38.444443,-18.222221,4
108,9,36,24.666666,-12.666667,4
116,9,42.333336,29.222221,-15.777778,4
120,9,44.77778,25.444445,-16.222221,4
83,9,60.22222,40.22222,-22.11111,4
75,9,35.77778,25.555555,-13.777778,4
99,9,51.88889,12.333333,-12.333333,4
130,9,15.777778,31.555555,-14.777778,4
80,9,36.333336,25.555555,-15.444445,4
17,9,62.444443,48.11111,-23.88889,4
77,9,30.222221,14.666667,-7,4
78,9,41.11111,24.222221,-16.11111,4
101,9,39,36.22222,-18.11111,4
102,9,46.22222,37.88889,-21.444445,4
64,9,49.666668,43.22222,-22.444445,4
76,9,28.666666,10.888889,-7.444445,4
65,9,50.444443,44.77778,-22.88889,4
103,9,58.333332,41,-22.666666,4
34,9,41.11111,37.22222,-17.777779,4
66,9,47.77778,28.88889,-17.444445,4
154,9,44.555557,39.88889,-21.444445,4
154,9,21.555555,34.22222,-14.444445,4
70,9,51.555557,29.555555,-19.11111,4
133,9,41.555557,41.666668,-20.333334,4
67,9,57.11111,47.11111,-24.222221,4
122,9,32.666668,23.444445,-12.888889,4
135,9,28.555555,24.88889,-12.444445,4
34,9,46.22222,48.22222,-24.11111,4
77,9,54.22222,35.333332,-19.333334,4
126,9,16.11111,24.333334,-11,4
122,9,51.555557,52.444443,-24.88889,4
78,9,25.11111,30.444445,-15.222222,4
38,9,50,49,-25,4
67,9,53,45.444443,-22.222221,4
146,9,8,15.222222,-7.444445,4
17,9,40.333336,28.222221,-15.444445,4
158,9,7.111111,10.222222,-6.444445,4
43,9,54.88889,53.555557,-24.11111,4
121,9,47.77778,41.11111,-19.555555,4
120,9,56.88889,27.88889,-18.444445,4
143,9,43,43.22222,-21.11111,4
115,9,42.444443,28.777779,-15.888889,4
81,9,39.444443,25.88889,-15.444445,4
137,9,39.88889,13.444445,-10.555555,4
121,9,46.88889,39.666668,-19.333334,4
131,9,30.666666,30.222221,-15.111111,4
65,9,52.666668,23.222221,-11.111111,4
83,9,45.666668,27.666666,-16.333334,4
81,9,34.555557,26.88889,-15.777778,4
102,9,50.666668,45.22222,-22.11111,4
145,9,52.444443,47,-21,4
64,9,35.22222,30.333334,-16,4
124,9,35.77778,31.555555,-16.11111,4
80,9,37.77778,21.444445,-13.222222,4
62,9,57.444443,53.666668,-25.666666,4
50,9,57.333332,45.666668,-22.333334,4
127,9,38,22.444445,-14.222222,4
93,9,54.77778,49.11111,-24.88889,4
69,9,40.88889,11.666667,-12.333333,4
101,9,27.222221,24.777779,-12.888889,4
68,9,38.333336,11.222222,-10.444445,4
62,9,53.77778,51.555557,-24.444445,4
125,9,50.22222,46.666668,-22.666666,4
148,9,21.444445,37.444443,-14.555555,4
89,9,51,46.555557,-22.777779,4
70,9,33.666668,23.11111,-13.888889,4
137,9,34.88889,16.222221,-10.111111,4
18,9,59,53.444443,-25.555555,4
126,9,33.555557,20.444445,-12.555555,4
42,9,50.666668,47,-22.333334,4
140,9,17.88889,27.666666,-12.333333,4
126,9,21,16.777779,-9.888889,4
127,9,35.88889,13.444445,-11.555555,4
88,9,57.88889,53.22222,-25.11111,4
45,9,48.11111,32.11111,-17.222221,4
108,9,41.22222,29.555555,-16.444445,4
17,9,40.333336,28.222221,-15.444445,4
76,9,31.88889,21.444445,-12.555555,4
98,9,47.555557,35.444443,-19.555555,4
65,9,53.666668,41.77778,-20.88889,4
123,9,15.666667,21.11111,-10.222222,4
98,9,31,21.11111,-12.222222,4
105,9,60,39.666668,-23,4
48,9,35.444447,34.77778,-18.555555,4
123,9,48,33.88889,-19.444445,4
118,9,50.11111,33.77778,-18.88889,4
111,9,25.444445,25.88889,-13.444445,4
78,9,59.666668,56.11111,-25.88889,4
152,9,20.333334,33.333332,-14.666667,4
102,9,53.444443,34.333332,-20,4
154,9,25.11111,40.666668,-17,4
50,9,53,44.77778,-21.222221,4
159,9,25.222221,10.333333,-7.666666,4
153,9,21.333334,32.333332,-12.333333,4
104,9,48.88889,41.444443,-20.88889,4
117,9,39.555557,37.666668,-18.666666,4
87,9,28.222221,23.222221,-12.777778,4
156,9,16.777779,24.666666,-12,4
73,9,54,33.88889,-19.444445,4
87,9,37.88889,34.666668,-18.333334,4
49,9,35.666668,18.222221,-11.111111,4
126,9,16.11111,24.333334,-11,4
158,9,35.555557,24.333334,-13,4
115,9,24.88889,23.777779,-11.888889,4
121,9,28.666666,24.555555,-13.444445,4
146,9,8,15.222222,-7.444445,4
106,9,34.11111,24.222221,-13.444445,4
33,9,31.333334,29.222221,-15.777778,4
135,9,63.666668,41.88889,-23.11111,4
145,9,24.222221,19.666666,-12,4
146,9,16.777779,24.88889,-11.111111,4
68,9,49.22222,44.11111,-22.88889,4
140,9,23.444445,17.666666,-8.666667,4
105,9,45.666668,32.11111,-18.555555,4
21,9,59.333332,40,-20.333334,4
101,9,39,36.22222,-18.11111,4
154,9,14.888889,26.555555,-12.111111,4
79,9,38,24.777779,-14.555555,4
71,9,37.88889,11.222222,-9.777778,4
98,9,24.88889,25,-13.333333,4
45,9,48.11111,32.11111,-17.222221,4
97,9,46,19.11111,-13.222222,4
94,9,61.11111,43.666668,-22.666666,4
103,9,30.777779,28.777779,-14.222222,4
95,9,42.88889,28.444445,-16.555555,4
139,9,12.444445,21.88889,-10.111111,4
129,9,54.22222,46.77778,-22.222221,4
133,9,3.666667,10.888889,-5.777778,5
107,9,11.777778,27.11111,-12.222222,5
152,9,0,0,0,5
144,9,0,0,0,5
38,9,10.111111,22.666666,-9.666667,5
105,9,12.666667,13.777778,-6.222222,5
135,9,0.777778,8.111111,-3.888889,5
133,9,1,6,-4.333334,5
90,9,5.111111,14.777778,-8.555555,5
93,9,16.666668,25.88889,-13.111111,5
140,9,1.777778,9.222222,-5.444445,5
94,9,0.222222,6.111111,-3.222222,5
154,9,0.222222,3.555556,-2.111111,5
145,9,2.333334,7.111111,-3.888889,5
94,9,16,25.666666,-13,5
13,9,6.111111,19.777779,-10.222222,5
90,9,7.555555,14.888889,-7.444445,5
89,9,12.888889,22.88889,-11.111111,5
144,9,0.555556,1,-0.666667,5
89,9,2.888889,2,-1.333333,5
85,9,14.555555,23.88889,-10.777778,5
36,9,5,17.222221,-8.444445,5
119,9,5.888889,15.111111,-6.888889,5
110,9,2.777778,9.666667,-5.333334,5
12,9,3.888889,15.222222,-8.111111,5
63,9,6.333334,15.111111,-7.222222,5
138,9,8.222222,21.11111,-9.222222,5
131,9,0.777778,4.111111,-2.222222,5
114,9,11.777778,24,-11,5
90,9,11.888889,27.333334,-13,5
58,9,5.555555,17.333334,-9,5
62,9,4.111111,15,-8,5
137,9,2.111111,10.222222,-5.444445,5
137,9,0.111111,5.222222,-2.777778,5
155,9,6.666666,12.444445,-6.222222,5
137,9,0,8.222222,-4.111111,5
89,9,6.333334,13.666667,-7.333334,5
114,9,24.444445,30.88889,-12.777778,5
142,9,0,0.666667,-0.333333,5
89,9,10.222222,23.666666,-11.666667,5
93,9,10.444445,25.88889,-12.777778,5
141,9,6,20.11111,-8.555555,5
133,9,0,3.555556,-1.777778,5
131,9,0,0,0,5
105,9,22.555555,21.777779,-9.222222,5
111,9,15.555555,20.666666,-9.333333,5
84,9,13,23,-10.666667,5
151,9,0,0.666667,-0.333333,5
92,9,11.666667,21.777779,-10.555555,5
61,9,4.666667,15.444445,-8.222222,5
86,9,7.777778,26.333334,-12.666667,5
134,9,0,6.222222,-3.111111,5
88,9,5.111111,14.666667,-8,5
12,9,3.888889,15.222222,-8.111111,5
33,9,6.444445,13.111111,-6.222222,5
108,9,20,20.222221,-9.111111,5
109,9,24.777779,23.11111,-9.222222,5
133,9,1.222222,6.888889,-2.444444,5
145,9,0,0,0,5
63,9,4,13.444445,-7.222222,5
152,9,0,0,0,5
134,9,1,7.666666,-4.333334,5
93,9,9.888889,25.444445,-11.888889,5
150,9,0,0,0,5
130,9,0.666667,5.111111,-3.555556,5
90,9,12.888889,22.777779,-10.888889,5
145,9,0,0,0,5
114,9,21,26.555555,-12.111111,5
62,9,4.111111,15.111111,-8.222222,5
141,9,3.111111,11.444445,-5.888889,5
110,9,27.222221,23.11111,-9.888889,5
88,9,7.555555,26.555555,-12.444445,5
57,9,11.333333,16.555555,-4.444445,5
141,9,0,0,0,5
141,9,0,0.222222,-0.111111,5
139,9,1.888889,13.111111,-6.222222,5
116,9,0.666667,8.777778,-4.888889,5
36,9,4.777778,16.444445,-8.222222,5
64,9,6.111111,13.666667,-8,5
144,9,0,0,0,5
30,9,4.777778,13.888889,-7.111111,5
149,9,0,0.222222,-0.111111,5
154,9,1.555556,3.444444,-2.555556,5
79,9,10.555555,19.11111,-8.222222,5
153,9,0,2.222222,-1.111111,5
134,9,1,7.666666,-4.333334,5
89,9,0,0,0,5
118,9,15.555555,21.444445,-9.888889,5
153,9,3,1.555556,-0.444444,5
139,9,0.888889,5.555555,-4.111111,5
61,9,5.888889,16.666666,-8,5
113,9,16.88889,22.777779,-10.888889,5
149,9,0,0,0,5
90,9,2.777778,14.555555,-7.444445,5
40,9,0,0,0,5
116,9,13.555555,19.11111,-9.222222,5
136,9,0.666667,8.444445,-4.222222,5
83,9,13.333333,26,-11.333333,5
86,9,4.666667,12.555555,-6.444445,5
136,9,0.666667,10,-4.666666,5
105,9,19.11111,20.555555,-9.777778,5
148,9,0,0,0,5
138,9,1.111111,9.666667,-5,5
113,9,18.11111,18.88889,-8.444445,5
91,9,17.777779,32.444443,-13.555555,5
36,9,0,0,0,5
131,9,0.888889,6.333334,-4.333334,5
61,9,4.666667,15.444445,-8.222222,5
135,9,1.666667,9.333333,-5.666666,5
134,9,1.111111,10.444445,-4.888889,5
131,9,0,0,0,5
138,9,1,5.222222,-4.111111,5
87,9,6.666666,25.222221,-11.777778,5
94,9,16.88889,27,-13.333333,5
152,9,1,2.888889,-1.777778,5
141,9,0.333333,3.222222,-2.111111,5
137,9,1.555556,9.666667,-5,5
144,9,0.111111,2,-1,5
89,9,2.888889,13.555555,-7.111111,5
152,9,1,4.111111,-2.555556,5
83,9,6,21.333334,-9.666667,5
110,9,6.111111,19.333334,-9.333333,5
68,9,2.111111,1.777778,-1.222222,5
12,9,8.444445,18.666666,-9.666667,5
41,9,0.555556,1.555556,-1.111111,5
152,9,1,3.111111,-1.888889,5
136,9,1,9.666667,-5,5
88,9,18.222221,21,-8.666667,5
153,9,0,0,0,5
141,9,0,0,0,5
133,9,3.666667,10.888889,-5.777778,5
109,9,18.444445,20.777779,-10.555555,5
129,9,0,0,0,5
106,9,14.111111,19.555555,-9.444445,5
131,9,0,0,0,5
104,9,16.333334,19,-8.666667,5
104,9,16,14.444445,-6.888889,5
94,9,16,25.666666,-13,5
152,9,2.666667,6.555555,-3.777778,5
150,9,0,0,0,5
134,9,20.333334,32.22222,-13.111111,5
145,9,0.333333,2,-1.333333,5
143,9,0,0,0,5
95,9,6.777778,9.444445,-6.888889,5
97,9,15.333333,24.555555,-11.777778,5
83,9,12.888889,23.444445,-10.888889,5
154,9,1,5.444445,-3.222222,5
94,9,15.777778,25.88889,-13.111111,5
