@relation abalone

@attribute Length numeric
@attribute Whole_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
0.575,0.7965,10
0.625,0.92,10
0.525,0.8735,10
0.58,0.8785,10
0.555,0.7395,10
0.555,1.016,10
0.585,1.409,10
0.54,0.817,10
0.615,1.0565,10
0.61,0.871,10
0.595,0.9365,10
0.655,1.4545,10
0.43,0.406,10
0.65,1.7395,10
0.52,0.791,10
0.665,1.389,10
0.61,1,10
0.57,0.95,10
0.6,0.922,10
0.41,0.2595,10
0.67,1.519,10
0.655,1.274,10
0.715,1.89,10
0.72,2.165,10
0.595,0.98,10
0.565,0.826,10
0.36,0.2765,10
0.545,0.7715,10
0.57,0.7535,10
0.62,1.148,10
0.36,0.2165,10
0.56,0.849,10
0.63,1.3415,10
0.56,0.8645,10
0.66,1.548,10
0.59,1.022,10
0.62,0.911,10
0.49,0.549,10
0.715,2.0725,10
0.67,1.309,10
0.77,2.1945,10
0.45,0.3675,10
0.415,0.417,10
0.55,0.7915,10
0.595,0.959,10
0.5,0.6675,10
0.535,0.875,10
0.615,1.128,10
0.57,1.195,10
0.35,0.205,10
0.54,0.879,10
0.555,0.846,10
0.545,0.8445,10
0.6,1.21,10
0.705,1.866,10
0.655,1.3595,10
0.53,0.699,10
0.47,0.4755,10
0.665,1.3575,10
0.55,0.8265,10
0.465,0.4765,10
0.625,1.2255,10
0.595,0.964,10
0.395,0.2245,10
0.6,1.1345,10
0.53,0.6255,10
0.465,0.5265,10
0.61,1.1155,10
0.415,0.3605,10
0.535,0.6845,10
0.62,1.0855,10
0.505,0.6835,10
0.55,0.7995,10
0.5,0.7155,10
0.615,1.327,10
0.635,1.3635,10
0.72,2.103,10
0.54,0.7205,10
0.63,1.243,10
0.54,0.7655,10
0.61,1.0725,10
0.73,2.0165,10
0.63,1.383,10
0.6,1.14,10
0.42,0.463,10
0.48,0.6375,10
0.615,1.198,10
0.61,1.2635,10
0.66,1.337,10
0.515,0.6505,10
0.63,1.0605,10
0.56,0.8225,10
0.59,0.966,10
0.55,0.8315,10
0.64,1.3135,10
0.415,0.2965,10
0.34,0.2065,10
0.6,1.012,10
0.705,1.675,10
0.655,1.415,10
0.52,0.5825,10
0.63,1.336,10
0.66,1.261,10
0.37,0.228,10
0.63,1.0005,10
0.7,1.7585,10
0.615,1.1155,10
0.485,0.5415,10
0.505,0.4825,10
0.495,0.474,10
0.55,0.9205,10
0.66,1.4465,10
0.645,1.3375,10
0.6,1.0645,10
0.695,1.51,10
0.545,0.9185,10
0.54,0.972,10
0.52,0.8045,10
0.72,1.52,10
0.62,1.233,10
0.47,0.4775,10
0.695,1.361,10
0.64,1.139,10
0.64,1.4025,10
0.59,0.976,10
0.715,1.6755,10
0.53,0.879,10
0.645,1.307,10
0.57,0.7665,10
0.535,0.705,10
0.635,1.376,10
0.6,1.262,10
0.475,0.5785,10
0.73,1.6895,10
0.58,0.8295,10
0.625,1.0565,10
0.57,0.873,10
0.47,0.501,10
0.6,1.088,10
0.635,1.2565,10
0.465,0.7775,10
0.36,0.2335,10
0.575,1.0105,10
0.62,0.924,10
0.49,0.6345,10
0.67,1.4755,10
0.475,0.593,10
0.645,1.2395,10
0.49,0.6725,10
0.47,0.4665,10
0.29,0.1295,10
0.47,0.522,10
0.62,1.2815,10
0.62,1.1015,10
0.52,0.6985,10
0.59,0.929,10
0.655,1.3585,10
0.6,1.9875,10
0.38,0.2255,10
0.595,1.1785,10
0.61,0.983,10
0.595,0.838,10
0.45,0.5065,10
0.65,1.35,10
0.575,1.025,10
0.615,0.9335,10
0.575,1.764,10
0.64,1.394,10
0.625,1.3405,10
0.61,1.0265,10
0.475,0.5175,10
0.64,1.369,10
0.535,0.791,10
0.695,2.173,10
0.41,0.321,10
0.44,0.4195,10
0.665,1.644,10
0.57,1.017,10
0.65,1.466,10
0.67,1.482,10
0.695,1.74,10
0.64,1.042,10
0.53,0.6695,10
0.58,0.873,10
0.625,1.3525,10
0.56,0.825,10
0.515,0.722,10
0.57,0.8935,10
0.46,0.495,10
0.58,0.9115,10
0.545,0.654,10
0.385,0.286,10
0.47,0.441,10
0.46,0.515,10
0.645,1.2205,10
0.615,1.1575,10
0.615,1.0175,10
0.62,1.0165,10
0.45,0.349,10
0.565,1.0595,10
0.4,0.287,10
0.56,1.224,10
0.56,1.1115,10
0.66,1.374,10
0.645,1.212,10
0.61,1.112,10
0.61,1.168,10
0.63,1.3135,10
0.595,1.2015,10
0.605,1.0565,10
0.55,0.89,10
0.645,1.226,10
0.615,1.103,10
0.615,1.004,10
0.64,1.3115,10
0.46,0.5325,10
0.35,0.198,10
0.635,1.3695,10
0.635,1.3715,10
0.42,0.4135,10
0.615,0.9685,10
0.635,1.1935,10
0.645,1.2465,10
0.565,1.2365,10
0.485,0.458,10
0.415,0.3675,10
0.46,0.467,10
0.6,1.194,10
0.585,1.1135,10
0.67,1.42,10
0.58,0.974,10
0.705,1.564,10
0.7,2.003,10
0.685,1.3845,10
0.35,0.179,10
0.56,1.0235,10
0.53,0.6965,10
0.615,1.0265,10
0.66,1.5505,10
0.62,1.085,10
0.58,0.9265,10
0.6,1.056,10
0.625,1.0845,10
0.61,1.3065,10
0.53,0.675,10
0.55,0.7535,10
0.515,0.7125,10
0.595,1.148,10
0.61,1.1185,10
0.68,1.4535,10
0.585,1.077,10
0.645,1.3345,10
0.35,0.174,10
0.54,0.6855,10
0.47,0.4985,10
0.72,1.9965,10
0.555,1.406,10
0.645,1.363,10
0.62,1.3585,10
0.575,0.807,10
0.675,1.587,10
0.49,0.5585,10
0.59,0.977,10
0.55,0.7935,10
0.6,0.99,10
0.565,1.058,10
0.575,0.857,10
0.71,1.5805,10
0.62,1.043,10
0.66,1.5965,10
0.585,0.913,10
0.675,1.382,10
0.56,0.9175,10
0.545,0.8145,10
0.525,0.7575,10
0.65,1.5245,10
0.495,0.6905,10
0.55,0.712,10
0.605,1.201,10
0.64,1.3715,10
0.66,1.5175,10
0.725,2.0495,10
0.59,0.966,10
0.58,1.0465,10
0.4,0.2875,10
0.585,0.8465,10
0.545,1.358,10
0.595,1.1295,10
0.66,1.478,10
0.62,1.0125,10
0.535,1.224,10
0.5,0.636,10
0.545,0.754,10
0.715,1.7405,10
0.61,1.0805,10
0.65,1.2075,10
0.605,1.15,10
0.625,1.2425,10
0.575,0.737,10
0.65,1.622,10
0.645,1.1345,10
0.595,1.11,10
0.585,1.206,10
0.6,1.34,10
0.67,1.5945,10
0.67,1.566,10
0.64,1.2235,10
0.59,1.0425,10
0.635,1.229,10
0.665,1.3805,10
0.58,1.0335,10
0.52,0.699,10
0.57,0.8815,10
0.625,1.3555,10
0.525,0.714,10
0.615,1.115,10
0.635,1.1845,10
0.625,1.096,10
0.59,0.8855,10
0.605,0.9755,10
0.34,0.1835,10
0.575,0.9965,8
0.63,1.1785,8
0.335,0.1635,8
0.59,1.206,8
0.315,0.137,8
0.505,0.6015,8
0.625,1.082,8
0.565,0.9795,8
0.595,1.2095,8
0.645,1.4325,8
0.5,0.519,8
0.56,0.6405,8
0.57,0.8875,8
0.255,0.08,8
0.455,0.486,8
0.535,0.771,8
0.535,0.8215,8
0.43,0.378,8
0.465,0.5805,8
0.575,0.87,8
0.545,0.543,8
0.515,0.834,8
0.425,0.406,8
0.54,0.7025,8
0.36,0.2,8
0.455,0.4265,8
0.47,0.582,8
0.4,0.353,8
0.395,0.306,8
0.47,0.499,8
0.455,0.4305,8
0.58,1.0025,8
0.45,0.4305,8
0.475,0.5185,8
0.555,0.838,8
0.395,0.279,8
0.56,0.7615,8
0.505,0.551,8
0.505,0.5605,8
0.48,0.643,8
0.485,0.4475,8
0.52,0.9505,8
0.61,1.0145,8
0.51,0.597,8
0.58,0.858,8
0.46,0.444,8
0.58,0.8685,8
0.47,0.48,8
0.475,0.4905,8
0.49,0.649,8
0.385,0.2175,8
0.605,0.991,8
0.55,0.655,8
0.515,0.7165,8
0.425,0.262,8
0.475,0.5135,8
0.52,0.622,8
0.415,0.4015,8
0.6,1.332,8
0.435,0.3995,8
0.445,0.4425,8
0.58,1.137,8
0.41,0.326,8
0.375,0.2025,8
0.565,0.8495,8
0.475,0.4545,8
0.375,0.237,8
0.48,0.4725,8
0.47,0.393,8
0.5,0.5955,8
0.635,1.308,8
0.52,0.559,8
0.395,0.2725,8
0.45,0.4655,8
0.62,0.858,8
0.55,0.84,8
0.455,0.533,8
0.5,0.5285,8
0.525,1.065,8
0.425,0.3515,8
0.525,0.6965,8
0.61,0.957,8
0.445,0.3615,8
0.56,0.8965,8
0.46,0.415,8
0.52,0.5395,8
0.65,1.175,8
0.435,0.335,8
0.575,0.8725,8
0.49,0.554,8
0.38,0.2105,8
0.52,0.5185,8
0.485,0.5065,8
0.49,0.624,8
0.295,0.1,8
0.45,0.4445,8
0.355,0.22,8
0.69,1.7005,8
0.51,0.751,8
0.505,0.7045,8
0.46,0.436,8
0.45,0.468,8
0.45,0.479,8
0.53,0.7575,8
0.585,0.906,8
0.635,1.29,8
0.455,0.514,8
0.61,0.909,8
0.575,0.8765,8
0.425,0.3505,8
0.465,0.6265,8
0.52,0.5345,8
0.5,0.6615,8
0.58,1.2495,8
0.45,0.5225,8
0.505,0.66,8
0.52,0.753,8
0.555,0.765,8
0.46,0.4785,8
0.485,1.029,8
0.375,0.2715,8
0.535,0.874,8
0.495,0.4965,8
0.44,0.3275,8
0.385,0.2365,8
0.6,0.9735,8
0.39,0.2745,8
0.43,0.3405,8
0.585,0.8755,8
0.44,0.344,8
0.57,1.107,8
0.525,0.7185,8
0.475,0.492,8
0.485,0.617,8
0.515,0.6115,8
0.56,0.8755,8
0.59,0.874,8
0.6,1.235,8
0.55,0.7815,8
0.535,0.8725,8
0.475,0.494,8
0.57,0.9275,8
0.52,0.595,8
0.27,0.102,8
0.445,0.411,8
0.575,0.7425,8
0.665,1.363,8
0.57,0.7805,8
0.485,0.5205,8
0.56,0.728,8
0.51,0.796,8
0.72,1.187,8
0.63,1.1965,8
0.45,0.4385,8
0.53,0.7545,8
0.49,0.557,8
0.5,0.7865,8
0.58,0.8275,8
0.645,1.144,8
0.58,0.852,8
0.505,0.693,8
0.495,0.602,8
0.63,1.286,8
0.345,0.2225,8
0.39,0.215,8
0.59,0.861,8
0.43,0.406,8
0.335,0.192,8
0.5,0.7715,8
0.53,0.616,8
0.53,0.8495,8
0.6,0.928,8
0.48,0.439,8
0.575,0.983,8
0.62,1.011,8
0.48,0.536,8
0.375,0.239,8
0.46,0.384,8
0.6,0.9325,8
0.5,0.596,8
0.545,0.717,8
0.47,0.6015,8
0.49,0.981,8
0.61,1.146,8
0.525,0.6445,8
0.51,0.625,8
0.495,0.507,8
0.35,0.2925,8
0.545,0.7595,8
0.355,0.1925,8
0.435,0.5965,8
0.515,1.007,8
0.565,0.796,8
0.555,0.599,8
0.545,0.7715,8
0.61,1.0745,8
0.36,0.241,8
0.55,0.7275,8
0.355,0.201,8
0.395,0.284,8
0.47,0.5895,8
0.475,0.5035,8
0.45,0.4955,8
0.45,0.46,8
0.55,0.964,8
0.435,0.4155,8
0.69,1.71,8
0.64,1.0705,8
0.57,0.9875,8
0.465,0.5,8
0.6,0.9175,8
0.61,1.153,8
0.535,0.78,8
0.42,0.4025,8
0.385,0.2685,8
0.515,0.5705,8
0.56,0.837,8
0.41,0.3,8
0.505,0.601,8
0.615,1.403,8
0.525,0.7205,8
0.405,0.3425,8
0.62,1.012,8
0.545,0.7805,8
0.475,0.578,8
0.485,0.5535,8
0.525,0.5115,8
0.415,0.3645,8
0.44,0.413,8
0.465,0.4795,8
0.585,0.7995,8
0.58,0.888,8
0.415,0.3245,8
0.45,0.365,8
0.39,0.259,8
0.495,0.578,8
0.42,0.354,8
0.6,1.1915,8
0.505,0.521,8
0.37,0.226,8
0.535,0.7165,8
0.395,0.2995,8
0.35,0.196,8
0.545,0.9475,8
0.485,0.599,8
0.52,0.6385,8
0.65,1.238,8
0.55,0.7665,8
0.525,0.845,8
0.385,0.2755,8
0.55,0.985,8
0.46,0.3965,8
0.545,0.772,8
0.555,1.1465,8
0.55,0.923,8
0.6,0.945,8
0.41,0.4405,8
0.505,0.5725,8
0.53,0.658,8
0.47,0.4705,8
0.475,0.562,8
0.455,0.4005,8
0.555,0.648,8
0.55,0.753,8
0.57,0.8745,8
0.4,0.3025,8
0.44,0.3975,8
0.375,0.3,8
0.46,0.4755,8
0.61,1.2435,8
0.43,0.4295,8
0.435,0.3795,8
0.53,0.617,8
0.5,0.6355,8
0.52,0.597,8
0.615,1.2525,8
0.57,1.0635,8
0.47,0.587,8
0.315,0.144,8
0.6,1.05,8
0.51,0.599,8
0.53,0.677,8
0.47,0.4775,8
0.48,0.608,8
0.57,0.8585,8
0.455,0.82,8
0.42,0.2865,8
0.415,0.316,8
0.515,0.678,8
0.525,0.7635,8
0.515,0.556,8
0.47,0.3685,8
0.42,0.314,8
0.51,0.769,8
0.535,0.5765,8
0.485,0.651,8
0.605,0.884,8
0.56,0.852,8
0.47,0.612,8
0.58,1.114,8
0.475,0.4775,8
0.59,0.974,8
0.57,0.755,8
0.325,0.152,8
0.55,0.8145,8
0.48,0.5465,8
0.595,0.9,8
0.515,0.6125,8
0.665,1.3855,8
0.43,0.428,8
0.52,0.5825,8
0.48,0.4495,8
0.475,0.4895,8
0.46,0.4935,8
0.43,0.384,8
0.495,0.494,8
0.59,1.0115,8
0.555,0.8815,8
0.625,1.1075,8
0.5,0.5445,8
0.335,0.185,8
0.495,0.5755,8
0.525,0.6275,8
0.51,0.5395,8
0.535,0.7875,8
0.405,0.2605,8
0.41,0.361,8
0.64,1.0725,8
0.48,0.6245,8
0.555,0.9205,8
0.52,0.5375,8
0.35,0.1785,8
0.43,0.445,8
0.595,0.9845,8
0.38,0.2505,8
0.44,0.456,8
0.59,0.9895,8
0.42,0.2805,8
0.525,0.607,8
0.5,0.516,8
0.58,0.926,8
0.48,0.464,8
0.58,0.834,8
0.55,0.8435,8
0.485,0.5155,8
0.3,0.1275,8
0.54,0.74,8
0.52,0.5545,8
0.485,0.521,8
0.295,0.116,8
0.36,0.232,8
0.475,0.4355,8
0.6,1.193,8
0.425,0.317,8
0.325,0.0995,8
0.525,0.615,8
0.42,0.369,8
0.48,0.5785,8
0.51,0.7665,8
0.38,0.2815,8
0.545,0.658,8
0.49,0.5445,8
0.525,0.5655,8
0.63,1.072,8
0.53,0.889,8
0.495,0.553,8
0.45,0.462,8
0.385,0.2505,8
0.425,0.405,8
0.46,0.386,8
0.315,0.1435,8
0.51,0.5155,8
0.515,0.615,8
0.48,0.6395,8
0.575,0.897,8
0.55,0.636,8
0.63,1.027,8
0.525,0.724,8
0.535,0.699,8
0.46,0.746,8
0.49,0.4615,8
0.61,1.031,8
0.535,0.775,8
0.33,0.1655,8
0.495,0.5095,8
0.45,0.3245,8
0.59,1.1685,8
0.595,1.1005,8
0.49,0.8795,8
0.44,0.364,8
0.46,0.547,8
0.32,0.1745,8
0.48,0.5305,8
0.555,0.85,8
0.415,0.311,8
0.455,0.458,8
0.475,0.468,8
0.55,0.9155,8
0.63,1.278,8
0.37,0.227,8
0.485,0.464,8
0.44,0.4965,8
0.645,1.561,8
0.47,0.5865,8
0.47,0.4265,8
0.51,0.632,8
0.445,0.378,8
0.435,0.396,8
0.535,0.738,8
0.46,0.44,8
0.575,1.065,8
0.42,0.409,8
0.41,0.304,8
0.43,0.382,8
0.525,0.7905,8
0.39,0.2665,8
0.455,0.4055,8
0.415,0.32,8
0.36,0.2255,8
0.445,0.3615,8
0.465,0.5315,8
0.295,0.125,8
0.455,0.372,8
0.475,0.649,8
0.45,0.5885,8
0.595,1.0835,8
0.545,0.5945,8
0.5,0.616,8
0.54,0.686,8
0.495,0.4715,8
0.535,0.6835,8
0.495,0.614,8
0.46,0.471,8
0.37,0.252,8
0.57,0.827,8
0.585,0.6955,8
0.575,0.867,8
0.44,0.4005,8
0.59,0.9955,8
0.385,0.3175,8
0.505,1.1155,8
0.62,1.1125,8
0.615,1.2,8
0.58,0.9065,8
0.655,1.2835,8
0.55,0.664,8
0.465,0.4975,8
0.46,0.4495,8
0.435,0.335,8
0.525,0.567,8
0.485,0.562,8
0.52,0.58,8
0.59,0.9905,8
0.4,0.3185,8
0.585,0.9045,8
0.595,0.8335,8
0.29,0.101,8
0.47,0.411,8
0.575,0.9155,8
0.44,0.4565,8
0.58,1.0515,8
0.525,0.608,8
0.405,0.312,8
0.59,0.8725,8
0.475,0.48,8
0.495,0.589,8
0.515,0.6635,8
0.555,0.931,8
0.385,0.308,8
0.47,0.5555,8
0.59,1.063,8
0.485,0.6435,8
0.45,0.4045,8
0.47,0.441,8
0.515,0.531,8
0.53,0.475,8
0.455,0.434,8
0.475,0.441,8
0.62,1.0195,8
0.6,1.1025,8
0.505,0.685,8
0.485,0.5215,8
0.615,0.8425,8
0.51,0.5525,8
0.58,0.95,8
0.64,1.486,8
0.55,0.804,8
0.525,0.812,8
0.47,0.523,8
0.655,1.275,8
0.61,1.1495,8
0.355,0.168,8
0.49,0.609,8
0.555,0.7005,8
0.395,0.3075,8
0.48,0.461,8
0.45,0.547,8
0.485,0.426,8
0.57,0.782,8
0.56,0.8745,8
0.51,0.5935,8
0.625,1.2065,8
0.6,0.939,8
0.465,0.4085,8
0.4,0.3245,8
0.585,0.8915,8
0.565,0.6975,8
0.47,0.487,8
0.625,1.131,8
0.495,0.585,8
0.6,1.036,20
0.53,0.7775,20
0.65,1.4805,20
0.5,0.7105,20
0.68,1.842,20
0.655,1.259,20
0.65,1.4225,20
0.53,0.752,20
0.58,1.178,20
0.585,1.099,20
0.59,1.066,20
0.57,1.098,20
0.63,1.352,20
0.53,0.8425,20
0.55,0.991,20
0.61,1.3445,20
0.595,1.247,20
0.615,1.1375,20
0.63,1.3135,20
0.725,2.124,20
0.635,1.484,20
0.565,1.032,20
0.55,0.97,20
0.565,1.122,20
0.65,1.498,16
0.675,1.41,16
0.545,0.8615,16
0.54,1.217,16
0.59,0.911,16
0.455,0.4485,16
0.545,0.768,16
0.515,0.796,16
0.525,0.6005,16
0.52,0.9885,16
0.635,1.064,16
0.64,1.3035,16
0.635,1.275,16
0.59,1.187,16
0.56,0.981,16
0.685,1.71,16
0.535,0.9195,16
0.535,0.927,16
0.59,1.283,16
0.74,1.974,16
0.725,1.891,16
0.615,1.14,16
0.645,1.5535,16
0.6,1.029,16
0.475,0.6175,16
0.65,1.752,16
0.575,0.955,16
0.565,0.9265,16
0.66,1.7605,16
0.675,1.402,16
0.44,0.522,16
0.57,0.9995,16
0.395,0.3515,16
0.645,1.514,16
0.55,0.946,16
0.535,0.7765,16
0.635,1.3655,16
0.605,1.145,16
0.66,1.32,16
0.65,1.3445,16
0.595,0.991,16
0.615,1.1055,16
0.66,1.523,16
0.45,0.474,16
0.57,0.8085,16
0.72,2.2695,16
0.65,1.566,16
0.575,0.853,16
0.63,1.4985,16
0.64,1.3765,16
0.525,0.8645,16
0.56,0.8735,16
0.72,1.969,16
0.565,1.1285,16
0.44,0.435,16
0.58,1.2275,16
0.535,0.8345,16
0.465,0.6,16
0.635,1.319,16
0.515,0.7365,16
0.52,0.7325,19
0.645,1.4605,19
0.695,1.885,19
0.69,1.8165,19
0.645,1.4635,19
0.565,1.013,19
0.5,0.66,19
0.56,1.07,19
0.6,1.1805,19
0.68,1.798,19
0.505,0.85,19
0.59,0.9,19
0.58,1.073,19
0.545,0.9955,19
0.54,0.9715,19
0.6,1.015,19
0.705,1.4685,19
0.45,0.412,19
0.68,1.787,19
0.63,1.016,19
0.595,1.3305,19
0.605,1.0105,19
0.54,0.989,19
0.57,0.9245,19
0.525,0.782,19
0.66,1.514,19
0.59,0.9455,19
0.58,0.9955,19
0.7,1.7255,19
0.535,0.862,14
0.525,0.795,14
0.625,1.3485,14
0.635,1.2125,14
0.5,0.7615,14
0.605,1.3,14
0.59,1.073,14
0.45,0.443,14
0.605,1.2385,14
0.5,0.762,14
0.555,0.8695,14
0.43,0.384,14
0.645,1.6115,14
0.625,1.3025,14
0.64,1.613,14
0.48,0.536,14
0.575,1.0405,14
0.585,1.047,14
0.47,0.5465,14
0.7,1.31,14
0.61,1.0385,14
0.56,0.971,14
0.555,0.958,14
0.635,1.242,14
0.58,0.925,14
0.465,0.579,14
0.655,1.092,14
0.565,0.9025,14
0.645,1.2915,14
0.525,0.72,14
0.57,0.872,14
0.48,0.528,14
0.57,0.733,14
0.65,1.793,14
0.665,1.5785,14
0.73,1.908,14
0.58,0.728,14
0.53,0.835,14
0.615,1.304,14
0.52,0.895,14
0.675,1.604,14
0.615,1.2985,14
0.76,1.829,14
0.695,1.9565,14
0.55,0.884,14
0.575,1.165,14
0.61,1.153,14
0.585,1.0835,14
0.43,0.34,14
0.75,2.5085,14
0.62,1.0935,14
0.495,0.853,14
0.58,1.013,14
0.55,1.082,14
0.525,0.6065,14
0.62,1.1255,14
0.725,2.55,14
0.815,2.255,14
0.45,0.4625,14
0.64,1.2355,14
0.65,1.4995,14
0.485,0.6195,14
0.68,1.496,14
0.725,2.1425,14
0.705,1.981,14
0.665,1.383,14
0.57,0.903,14
0.62,1.3475,14
0.57,1.1,14
0.54,0.8975,14
0.55,0.8515,14
0.665,1.606,14
0.59,0.7485,14
0.5,0.6335,14
0.57,0.91,14
0.605,1.0735,14
0.595,1.041,14
0.57,0.9395,14
0.475,0.6175,14
0.67,1.5015,14
0.5,0.742,14
0.57,1.0915,14
0.57,1.0595,14
0.445,0.5905,14
0.55,0.806,14
0.645,1.5595,14
0.47,0.51,14
0.385,0.252,14
0.63,1.22,14
0.46,0.6105,14
0.44,0.487,14
0.5,0.721,14
0.535,0.8055,14
0.56,0.8085,14
0.485,0.66,14
0.73,2.2305,14
0.585,0.945,14
0.63,1.26,14
0.49,0.609,14
0.62,1.219,14
0.58,1.071,14
0.49,0.5545,14
0.625,1.2395,14
0.63,1.423,14
0.565,0.782,14
0.515,0.9565,14
0.535,0.7365,14
0.595,1.2515,14
0.685,1.7025,14
0.595,1.283,14
0.695,2.0475,14
0.59,0.893,14
0.495,0.6335,14
0.445,0.4565,11
0.55,0.92,11
0.61,1.1625,11
0.695,1.834,11
0.645,1.5075,11
0.465,0.454,11
0.45,0.4385,11
0.755,2.073,11
0.655,1.759,11
0.315,0.203,11
0.615,1.337,11
0.655,1.412,11
0.69,1.777,11
0.635,1.2895,11
0.465,0.346,11
0.44,0.3625,11
0.64,1.307,11
0.565,0.8215,11
0.535,0.781,11
0.68,1.807,11
0.63,1.3075,11
0.455,0.4835,11
0.77,2.0505,11
0.625,0.984,11
0.72,2.081,11
0.62,1.062,11
0.64,1.297,11
0.585,1.1275,11
0.63,1.385,11
0.455,0.416,11
0.64,1.1955,11
0.58,1.145,11
0.705,1.4385,11
0.72,1.7495,11
0.62,1.3915,11
0.46,0.639,11
0.55,0.81,11
0.625,1.09,11
0.52,0.5995,11
0.73,1.9425,11
0.65,1.463,11
0.65,1.3655,11
0.66,1.528,11
0.59,0.8805,11
0.755,2.505,11
0.47,0.5175,11
0.63,1.1745,11
0.435,0.4585,11
0.61,1.1005,11
0.75,1.938,11
0.49,0.5395,11
0.71,2.14,11
0.675,1.5575,11
0.625,1.2085,11
0.635,1.297,11
0.635,1.375,11
0.575,0.8635,11
0.585,1.0035,11
0.68,1.7775,11
0.64,1.1335,11
0.65,1.5595,11
0.465,0.4365,11
0.655,1.309,11
0.615,0.9615,11
0.71,1.817,11
0.625,1.169,11
0.475,0.57,11
0.64,1.4995,11
0.595,1.114,11
0.655,1.5455,11
0.65,1.3685,11
0.64,1.707,11
0.59,0.9,11
0.72,1.5865,11
0.49,0.6125,11
0.605,1.434,11
0.635,1.2695,11
0.75,1.8325,11
0.54,0.805,11
0.59,1.136,11
0.565,0.8305,11
0.65,1.6275,11
0.71,1.907,11
0.625,1.354,11
0.47,0.513,11
0.655,1.5555,11
0.64,1.4195,11
0.54,0.8075,11
0.355,0.2275,11
0.665,1.2915,11
0.62,0.966,11
0.75,2.236,11
0.585,0.9945,11
0.51,0.5805,11
0.645,1.1835,11
0.67,1.269,11
0.665,1.443,11
0.495,0.597,11
0.71,1.652,11
0.69,1.6915,11
0.65,1.385,11
0.735,1.88,11
0.615,1.1825,11
0.62,1.003,11
0.565,0.744,11
0.6,1.3445,11
0.53,0.7155,11
0.68,1.7825,11
0.62,0.907,11
0.68,1.543,11
0.56,0.72,11
0.53,0.6235,11
0.525,0.7365,11
0.56,0.811,11
0.655,1.31,11
0.585,1.218,11
0.565,0.9355,11
0.68,1.664,11
0.725,1.6195,11
0.61,1.0485,11
0.595,1.0255,11
0.54,0.928,11
0.66,1.67,11
0.58,0.7855,11
0.52,0.627,11
0.56,0.86,11
0.435,0.3785,11
0.52,0.525,11
0.49,0.549,11
0.645,1.3385,11
0.45,0.478,11
0.58,0.9955,11
0.625,1.0485,11
0.55,0.7895,11
0.63,1.271,11
0.5,0.6025,11
0.67,1.7025,11
0.7,1.6605,11
0.69,1.826,11
0.545,0.8395,11
0.565,0.9245,11
0.47,0.4885,11
0.625,1.1635,11
0.605,1.1245,11
0.61,1.1545,11
0.505,0.6555,11
0.42,0.368,11
0.68,1.672,11
0.675,1.527,11
0.695,1.5855,11
0.555,0.9005,11
0.565,0.9185,11
0.585,0.987,11
0.52,0.728,11
0.375,0.2465,11
0.61,1.089,11
0.735,2.124,11
0.655,1.528,11
0.455,0.515,11
0.63,1.1955,11
0.41,0.363,11
0.335,0.1835,11
0.61,1.133,11
0.655,1.403,11
0.6,0.9595,11
0.58,0.97,11
0.66,1.786,11
0.725,1.792,11
0.46,0.4885,11
0.525,0.7085,11
0.49,0.541,11
0.71,2.198,11
0.525,0.7325,11
0.645,1.636,11
0.65,1.5365,11
0.675,1.473,11
0.625,1.437,11
0.515,0.712,11
0.6,1.1805,11
0.55,0.668,11
0.635,1.3695,11
0.685,1.6675,11
0.545,0.7335,11
0.63,1.2695,11
0.61,1.3475,11
0.575,0.8375,11
0.605,1.238,11
0.55,0.7385,11
0.71,2.009,11
0.655,1.7835,11
0.625,1.1665,11
0.63,1.336,11
0.7,1.6135,11
0.635,1.073,11
0.52,0.745,11
0.605,0.9025,11
0.565,0.868,11
0.725,1.7315,11
0.645,1.32,11
0.74,2.3235,11
0.62,1.271,11
0.56,0.9285,11
0.655,1.4405,11
0.59,0.9715,11
0.58,0.927,11
0.615,1.1345,11
0.71,1.348,11
0.525,0.6295,11
0.5,0.662,11
0.645,1.403,11
0.41,0.387,11
0.57,1.0005,11
0.58,0.8865,11
0.58,0.9935,11
0.735,2.555,11
0.545,0.8795,11
0.675,1.3645,11
0.64,1.1635,11
0.56,0.889,11
0.505,0.644,11
0.585,0.9585,11
0.63,1.0315,11
0.505,0.764,11
0.745,1.931,11
0.6,0.6655,11
0.65,1.16,11
0.695,1.726,11
0.545,0.6935,11
0.61,1.087,11
0.65,1.662,11
0.78,2.548,11
0.425,0.3665,11
0.595,1.5245,11
0.645,1.197,11
0.625,1.233,11
0.75,2.201,11
0.655,1.46,11
0.67,1.6085,11
0.62,1.3415,11
0.495,0.6655,11
0.505,0.599,11
0.625,1.1115,11
0.65,1.4715,11
0.675,1.532,11
0.65,1.357,11
0.695,1.691,11
0.6,0.97,11
0.53,0.9805,11
0.615,1.0285,11
0.675,1.1965,11
0.535,0.8105,11
0.685,1.432,11
0.715,1.56,11
0.615,1.194,11
0.555,0.915,11
0.705,2.141,11
0.685,1.3735,11
0.72,1.7475,11
0.32,0.1555,11
0.67,1.5615,11
0.575,0.883,11
0.715,1.825,11
0.545,0.9385,11
0.705,1.58,11
0.72,1.719,11
0.66,1.346,11
0.505,0.606,11
0.59,0.9555,11
