@relation abalone

@attribute Sex {M,F,I}
@attribute Height numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
I,0.12,8
I,0.13,8
I,0.105,8
M,0.13,8
I,0.13,8
I,0.13,8
M,0.19,8
I,0.105,8
I,0.125,8
I,0.125,8
M,0.105,8
F,0.15,8
M,0.135,8
M,0.16,8
M,0.175,8
I,0.09,8
I,0.17,8
I,0.15,8
I,0.125,8
I,0.11,8
I,0.09,8
M,0.145,8
I,0.1,8
M,0.14,8
I,0.14,8
F,0.15,8
M,0.15,8
I,0.125,8
M,0.155,8
I,0.12,8
M,0.085,8
M,0.14,8
I,0.125,8
I,0.11,8
F,0.145,8
I,0.1,8
M,0.125,8
I,0.12,8
M,0.115,8
I,0.095,8
M,0.135,8
F,1.13,8
I,0.11,8
I,0.1,8
M,0.125,8
M,0.15,8
I,0.11,8
I,0.12,8
I,0.125,8
I,0.1,8
I,0.12,8
M,0.155,8
F,0.14,8
I,0.13,8
M,0.155,8
M,0.16,8
M,0.145,8
F,0.15,8
M,0.105,8
F,0.16,8
F,0.15,8
I,0.11,8
I,0.14,8
F,0.155,8
I,0.125,8
M,0.105,8
I,0.145,8
I,0.145,8
M,0.14,8
I,0.105,8
I,0.105,8
I,0.11,8
I,0.095,8
F,0.155,8
I,0.095,8
I,0.08,8
F,0.135,8
I,0.1,8
I,0.125,8
M,0.125,8
M,0.115,8
I,0.145,8
I,0.125,8
F,0.12,8
I,0.09,8
M,0.145,8
I,0.12,8
M,0.165,8
M,0.145,8
F,0.14,8
F,0.165,8
I,0.12,8
M,0.115,8
I,0.1,8
I,0.14,8
F,0.155,8
F,0.195,8
I,0.135,8
I,0.09,8
M,0.145,8
M,0.11,8
M,0.1,8
I,0.125,8
I,0.13,8
F,0.145,8
I,0.075,8
I,0.095,8
M,0.12,8
I,0.12,8
F,0.09,8
I,0.09,8
I,0.105,8
I,0.11,8
M,0.12,8
F,0.1,8
I,0.1,8
F,0.155,8
M,0.15,8
I,0.125,8
I,0.13,8
F,0.135,8
I,0.18,8
M,0.12,8
F,0.115,8
I,0.095,8
F,0.115,8
I,0.13,8
F,0.14,8
F,0.115,8
F,0.14,8
F,0.16,8
F,0.12,8
M,0.115,8
M,0.155,8
M,0.1,8
I,0.12,8
F,0.145,8
F,0.11,8
I,0.085,8
I,0.12,8
I,0.14,8
M,0.12,8
I,0.105,8
M,0.12,8
I,0.115,8
I,0.115,8
F,0.14,8
I,0.11,8
I,0.085,8
I,0.125,8
F,0.15,8
F,0.14,8
I,0.12,8
I,0.11,8
I,0.14,8
F,0.15,8
I,0.11,8
I,0.12,8
I,0.135,8
I,0.1,8
I,0.12,8
M,0.13,8
M,0.125,8
I,0.125,8
M,0.115,8
I,0.13,8
M,0.145,8
F,0.115,8
F,0.115,8
I,0.13,8
M,0.15,8
I,0.125,8
I,0.105,8
M,0.155,8
I,0.135,8
I,0.1,8
I,0.115,8
I,0.09,8
M,0.15,8
F,0.16,8
I,0.13,8
F,0.12,8
F,0.145,8
I,0.125,8
I,0.115,8
M,0.135,8
I,0.125,8
F,0.15,8
M,0.115,8
M,0.14,8
F,0.14,8
I,0.15,8
I,0.125,8
M,0.105,8
F,0.135,8
I,0.165,8
I,0.13,8
F,0.125,8
F,0.095,8
F,0.18,8
M,0.145,8
I,0.11,8
I,0.135,8
M,0.13,8
F,0.175,8
I,0.11,8
I,0.095,8
F,0.16,8
I,0.11,8
I,0.1,8
I,0.115,8
M,0.12,8
I,0.155,8
M,0.14,8
M,0.145,8
I,0.07,8
F,0.165,8
M,0.18,8
I,0.115,8
M,0.11,8
I,0.085,8
M,0.11,8
F,0.135,8
I,0.115,8
I,0.12,8
F,0.115,8
F,0.15,8
I,0.085,8
I,0.08,8
I,0.11,8
M,0.095,8
I,0.14,8
M,0.14,8
M,0.13,8
I,0.16,8
M,0.16,8
I,0.11,8
M,0.15,8
M,0.165,8
M,0.155,8
M,0.095,8
M,0.15,8
I,0.125,8
M,0.15,8
M,0.155,8
M,0.16,8
I,0.1,8
M,0.09,8
F,0.14,8
M,0.12,8
I,0.11,8
M,0.12,8
M,0.085,8
I,0.135,8
F,0.135,8
I,0.1,8
I,0.07,8
F,0.14,8
I,0.135,8
I,0.135,8
I,0.15,8
I,0.14,8
F,0.15,8
F,0.145,8
I,0.12,8
M,0.175,8
M,0.165,8
I,0.1,8
M,0.145,8
I,0.135,8
F,0.135,8
I,0.105,8
I,0.13,8
I,0.165,8
M,0.13,8
M,0.155,8
I,0.12,8
M,0.115,8
I,0.13,8
I,0.095,8
I,0.105,8
M,0.08,8
M,0.13,8
F,0.16,8
M,0.185,8
I,0.11,8
F,0.145,8
I,0.145,8
I,0.125,8
I,0.14,8
F,0.16,8
M,0.12,8
I,0.09,8
I,0.14,8
M,0.155,8
I,0.09,8
I,0.115,8
M,0.15,8
M,0.1,8
F,0.155,8
M,0.155,8
I,0.11,8
M,0.09,8
I,0.11,8
I,0.12,8
M,0.18,8
M,0.15,8
I,0.08,8
I,0.105,8
I,0.125,8
M,0.135,8
M,0.135,8
M,0.13,8
I,0.11,8
I,0.145,8
M,0.135,8
F,0.15,8
I,0.115,8
I,0.15,8
M,0.09,8
M,0.1,8
I,0.115,8
I,0.105,8
M,0.11,8
F,0.14,8
F,0.115,8
I,0.09,8
I,0.15,8
F,0.08,8
M,0.165,8
F,0.11,8
I,0.12,8
F,0.11,8
F,0.11,8
F,0.135,8
I,0.085,8
M,0.135,8
I,0.165,8
I,0.135,8
M,0.145,8
F,0.135,8
I,0.11,8
I,0,8
F,0.16,8
F,0.19,8
M,0.15,8
I,0.13,8
M,0.15,8
M,0.175,8
M,0.1,8
M,0.12,8
M,0.15,8
M,0.125,8
I,0.125,8
I,0.12,8
I,0.135,8
M,0.16,8
I,0.145,8
I,0.085,8
F,0.16,8
M,0.15,8
I,0.11,8
I,0.125,8
M,0.13,8
F,0.16,8
I,0.105,8
I,0.105,8
I,0.11,8
F,0.165,8
F,0.125,8
I,0.095,8
F,0.185,8
M,0.13,8
I,0.1,8
F,0.145,8
I,0.08,8
I,0.14,8
I,0.115,8
I,0.115,8
F,0.13,8
F,0.115,8
I,0.07,8
F,0.15,8
F,0.15,8
I,0.125,8
M,0.12,8
F,0.145,8
I,0.095,8
I,0.08,8
M,0.125,8
M,0.115,8
M,0.15,8
I,0.105,8
M,0.065,8
I,0.1,8
I,0.125,8
I,0.105,8
F,0.115,8
F,0.15,8
M,0.16,8
I,0.095,8
I,0.105,8
M,0.145,8
I,0.105,8
M,0.14,8
I,0.13,8
I,0.105,8
M,0.085,8
F,0.105,8
I,0.125,8
F,0.18,8
M,0.165,8
M,0.135,8
F,0.15,8
M,0.145,8
M,0.125,8
M,0.12,8
M,0.12,8
M,0.125,8
F,0.1,8
F,0.17,20
M,0.16,20
M,0.13,20
F,0.155,20
F,0.165,20
F,0.175,20
M,0.155,20
F,0.175,20
M,0.205,20
F,0.17,20
M,0.185,20
M,0.185,20
F,0.205,20
F,0.195,20
I,0.185,20
M,0.175,20
M,0.165,20
F,0.21,20
M,0.155,20
F,0.17,20
F,0.17,20
M,0.175,20
M,0.16,20
I,0.18,16
M,0.165,16
F,0.18,16
M,0.14,16
F,0.15,16
M,0.165,16
F,0.195,16
F,0.195,16
F,0.17,16
M,0.185,16
M,0.165,16
I,0.2,16
I,0.155,16
M,0.175,16
F,0.135,16
M,0.185,16
F,0.215,16
M,0.185,16
F,0.18,16
I,0.175,16
F,0.215,16
M,0.17,16
F,0.155,16
M,0.165,16
F,0.165,16
M,0.185,16
M,0.2,16
F,0.195,16
F,0.105,16
M,0.235,16
F,0.135,16
M,0.23,16
M,0.215,16
M,0.14,16
F,0.17,16
F,0.14,16
M,0.12,16
M,0.175,16
F,0.125,16
I,0.135,16
I,0.165,16
F,0.155,16
M,0.16,16
F,0.18,16
F,0.205,16
M,0.215,16
M,0.2,16
M,0.19,16
M,0.14,16
M,0.14,16
F,0.155,16
M,0.15,16
I,0.14,16
F,0.23,16
M,0.19,16
F,0.155,16
F,0.16,16
F,0.225,16
F,0.125,16
F,0.175,16
F,0.125,16
M,0.16,19
M,0.165,19
F,0.16,19
F,0.175,19
M,0.155,19
M,0.16,19
M,0.2,19
F,0.165,19
M,0.155,19
F,0.18,19
F,0.14,19
M,0.165,19
I,0.14,19
F,0.165,19
F,0.205,19
F,0.2,19
F,0.175,19
M,0.16,19
M,0.16,19
F,0.19,19
M,0.145,19
I,0.12,19
F,0.15,19
M,0.185,19
M,0.195,19
F,0.2,19
F,0.15,19
F,0.175,19
M,0.14,14
M,0.155,14
M,0.14,14
M,0.19,14
F,0.17,14
F,0.235,14
M,0.12,14
M,0.15,14
F,0.23,14
F,0.205,14
M,0.19,14
M,0.13,14
F,0.21,14
F,0.235,14
M,0.15,14
F,0.15,14
M,0.175,14
I,0.15,14
F,0.16,14
F,0.135,14
F,0.175,14
M,0.135,14
M,0.22,14
M,0.175,14
F,0.14,14
M,0.175,14
F,0.155,14
M,0.145,14
F,0.205,14
M,0.135,14
M,0.095,14
F,0.115,14
M,0.205,14
M,0.125,14
F,0.175,14
I,0.12,14
I,0.16,14
F,0.135,14
F,0.135,14
F,0.19,14
M,0.18,14
I,0.155,14
M,0.155,14
M,0.215,14
F,0.17,14
M,0.125,14
F,0.115,14
M,0.225,14
F,0.165,14
M,0.15,14
F,0.25,14
F,0.15,14
M,0.165,14
F,0.14,14
I,0.16,14
F,0.16,14
F,0.165,14
F,0.14,14
F,0.175,14
F,0.18,14
M,0.145,14
M,0.12,14
M,0.205,14
I,0.16,14
M,0.145,14
M,0.145,14
F,0.17,14
F,0.17,14
F,0.18,14
F,0.165,14
F,0.22,14
M,0.15,14
F,0.17,14
F,0.165,14
M,0.205,14
M,0.165,14
F,0.135,14
I,0.17,14
I,0.15,14
F,0.16,14
F,0.25,14
I,0.155,14
I,0.125,14
F,0.19,14
M,0.12,14
M,0.19,14
M,0.135,14
F,0.145,14
F,0.2,14
M,0.19,14
F,0.16,14
M,0.14,14
F,0.175,14
F,0.215,14
M,0.175,14
F,0.155,14
F,0.155,14
F,0.17,14
F,0.145,14
M,0.15,14
I,0.155,14
M,0.19,14
M,0.14,14
M,0.195,14
I,0.16,14
M,0.135,14
F,0.175,14
M,0.135,14
F,0.13,14
I,0.095,14
F,0.175,14
F,0.135,14
I,0.135,14
F,0.165,14
M,0.22,11
I,0.145,11
M,0.12,11
F,0.15,11
F,0.18,11
F,0.185,11
M,0.165,11
F,0.14,11
I,0.135,11
F,0.175,11
F,0.195,11
F,0.19,11
M,0.15,11
F,0.185,11
F,0.17,11
M,0.155,11
M,0.14,11
M,0.155,11
F,0.19,11
M,0.19,11
F,0.17,11
I,0.13,11
M,0.135,11
F,0.17,11
F,0.115,11
M,0.145,11
F,0.2,11
M,0.2,11
M,0.195,11
F,0.125,11
M,0.195,11
F,0.175,11
I,0.16,11
M,0.185,11
M,0.165,11
M,0.175,11
M,0.155,11
M,0.075,11
M,0.17,11
M,0.175,11
M,0.145,11
M,0.175,11
I,0.145,11
F,0.165,11
M,0.19,11
M,0.105,11
M,0.18,11
F,0.15,11
F,0.11,11
M,0.165,11
F,0.19,11
M,0.175,11
M,0.195,11
M,0.145,11
I,0.155,11
M,0.13,11
M,0.19,11
F,0.22,11
M,0.18,11
M,0.18,11
F,0.105,11
F,0.115,11
F,0.195,11
F,0.205,11
M,0.155,11
I,0.145,11
F,0.155,11
M,0.215,11
F,0.155,11
M,0.16,11
F,0.2,11
F,0.165,11
F,0.18,11
I,0.13,11
I,0.115,11
M,0.16,11
M,0.145,11
M,0.175,11
F,0.15,11
F,0.13,11
I,0.145,11
F,0.165,11
M,0.175,11
F,0.17,11
F,0.19,11
F,0.195,11
F,0.135,11
M,0.18,11
M,0.16,11
M,0.165,11
M,0.115,11
M,0.16,11
F,0.155,11
M,0.185,11
F,0.175,11
M,0.155,11
F,0.175,11
M,0.175,11
M,0.17,11
F,0.16,11
F,0.155,11
M,0.14,11
F,0.185,11
F,0.155,11
M,0.175,11
M,0.145,11
I,0.14,11
F,0.2,11
F,0.165,11
M,0.125,11
F,0.125,11
F,0.155,11
M,0.09,11
F,0.18,11
F,0.165,11
M,0.095,11
M,0.165,11
M,0.17,11
F,0.16,11
F,0.15,11
M,0.15,11
M,0.145,11
I,0.115,11
M,0.145,11
F,0.155,11
F,0.17,11
M,0.185,11
F,0.16,11
I,0.145,11
F,0.145,11
F,0.15,11
M,0.13,11
M,0.2,11
I,0.09,11
M,0.165,11
F,0.17,11
I,0.1,11
F,0.19,11
F,0.14,11
M,0.17,11
M,0.2,11
I,0.115,11
F,0.195,11
F,0.105,11
F,0.165,11
M,0.14,11
I,0.12,11
I,0.155,11
M,0.205,11
M,0.16,11
M,0.17,11
F,0.115,11
F,0.18,11
M,0.155,11
F,0.17,11
M,0.15,11
F,0.15,11
F,0.195,11
F,0.15,11
I,0.175,11
I,0.155,11
F,0.15,11
F,0.185,11
F,0.225,11
I,0.16,11
F,0.175,11
M,0.15,11
M,0.215,11
M,0.165,11
F,0.215,11
M,0.155,11
F,0.135,11
I,0.15,11
F,0.155,11
M,0.185,11
F,0.15,11
F,0.215,11
I,0.135,11
I,0.15,11
I,0.17,11
M,0.155,11
M,0.11,11
M,0.19,11
I,0.09,11
M,0.16,11
M,0.15,11
F,0.175,11
M,0.125,11
F,0.1,11
F,0.17,11
M,0.155,11
F,0.195,11
M,0.17,11
M,0.2,11
M,0.165,11
F,0.17,11
I,0.13,11
F,0.19,11
F,0.17,11
F,0.18,11
F,0.165,11
M,0.14,11
F,0.125,11
F,0.155,11
F,0.175,11
F,0.17,11
M,0.145,11
F,0.2,11
M,0.155,11
I,0.215,11
M,0.08,11
M,0.195,11
F,0.15,11
I,0.13,11
M,0.18,11
I,0.1,11
F,0.21,11
F,0.17,11
M,0.1,11
I,0.13,11
F,0.22,11
F,0.18,11
M,0.155,11
I,0.12,11
F,0.14,11
I,0.15,11
F,0.135,11
F,0.19,11
F,0.125,11
M,0.175,11
M,0.16,11
F,0.135,11
F,0.175,11
I,0.18,11
I,0.135,11
I,0.135,11
I,0.14,11
M,0.17,11
M,0.165,11
M,0.2,11
I,0.1,11
M,0.135,11
M,0.175,11
M,0.105,11
F,0.165,11
F,0.125,11
I,0.125,11
I,0.145,11
M,0.085,11
M,0.21,11
F,0.16,11
I,0.12,11
M,0.13,11
M,0.2,11
F,0.165,11
M,0.125,11
F,0.155,11
M,0.175,11
M,0.145,11
M,0.125,11
M,0.175,11
I,0.14,11
F,0.115,11
F,0.19,11
M,0.175,11
M,0.205,11
M,0.1,11
M,0.12,11
F,0.115,11
M,0.18,11
M,0.155,11
F,0.145,11
F,0.17,11
F,0.175,11
F,0.155,11
F,0.155,11
M,0.155,11
M,0.19,11
M,0.14,11
M,0.17,11
M,0.155,11
F,0.195,11
I,0.11,11
M,0.1,11
I,0.15,11
F,0.22,11
M,0.2,11
I,0.125,11
F,0.14,11
M,0.165,11
F,0.205,11
M,0.175,11
F,0.185,11
F,0.14,11
M,0.165,11
M,0.15,11
M,0.155,11
M,0.175,11
F,0.185,11
M,0.165,11
M,0.135,11
F,0.115,11
M,0.175,11
M,0.15,11
I,0.14,11
F,0.115,11
I,0.115,11
M,0.215,11
I,0.15,11
M,0.18,11
M,0.18,11
M,0.175,11
M,0.185,11
F,0.16,11
M,0.13,11
M,0.17,11
M,0.15,11
F,0.21,11
F,0.18,11
M,0.19,11
F,0.135,11
M,0.125,11
I,0.16,11
M,0.16,11
M,0.16,11
F,0.16,11
M,0.17,11
F,0.185,11
M,0.165,11
F,0.16,11
I,0.15,11
M,0.17,11
F,0.145,11
M,0.175,11
F,0.165,11
M,0.21,11
F,0.18,11
F,0.165,11
F,0.12,11
F,0.155,11
M,0.15,11
F,0.2,11
F,0.185,11
F,0.185,11
F,0.165,11
F,0.135,11
M,0.17,11
M,0.15,11
F,0.2,11
M,0.155,11
M,0.165,11
M,0.195,11
F,0.175,11
M,0.185,11
M,0.215,11
F,0.2,11
M,0.23,11
I,0.14,11
F,0.2,11
M,0.215,11
M,0.195,11
M,0.19,11
M,0.185,11
F,0.155,11
F,0.155,11
I,0.115,11
I,0.165,11
F,0.185,11
F,0.175,11
M,0.15,11
M,0.06,11
F,0.165,11
M,0.15,11
M,0.215,11
F,0.15,11
F,0.195,11
M,0.18,11
I,0.125,11
M,0.15,11
F,0.12,11
M,0.195,11
F,0.17,11
M,0.215,11
F,0.18,11
M,0.12,11
M,0.14,11
M,0.145,11
M,0.155,11
F,0.115,11
M,0.125,11
F,0.115,11
M,0.2,11
M,0.13,11
M,0.16,11
I,0.16,11
F,0.155,11
I,0.13,11
F,0.14,11
F,0.16,11
M,0.18,11
F,0.185,11
M,0.195,11
F,0.165,11
M,0.115,11
F,0.215,11
F,0.2,11
F,0.19,11
F,0.18,11
M,0.175,11
M,0.19,11
I,0.145,11
M,0.185,11
F,0.16,11
M,0.2,11
F,0.13,11
M,0.175,11
M,0.17,11
M,0.175,11
I,0.18,11
F,0.14,11
I,0.17,11
F,0.19,11
M,0.155,11
M,0.21,11
F,0.12,11
F,0.12,11
M,0.19,11
M,0.135,11
M,0.19,11
I,0.12,11
F,0.175,11
F,0.145,11
M,0.175,11
M,0.18,11
F,0.185,11
F,0.12,11
F,0.17,11
F,0.165,11
M,0.22,12
F,0.16,12
I,0.135,12
F,0.185,12
M,0.205,12
M,0.14,12
F,0.175,12
F,0.105,12
M,0.135,12
F,0.16,12
F,0.145,12
F,0.17,12
F,0.11,12
F,0.155,12
F,0.155,12
M,0.125,12
M,0.2,12
M,0.205,12
F,0.2,12
M,0.18,12
F,0.16,12
M,0.215,12
F,0.165,12
M,0.165,12
F,0.155,12
M,0.185,12
F,0.16,12
F,0.205,12
F,0.165,12
M,0.16,12
M,0.25,12
M,0.15,12
F,0.18,12
M,0.22,12
F,0.18,12
F,0.135,12
F,0.195,12
M,0.175,12
M,0.18,12
M,0.165,12
M,0.125,12
F,0.18,12
F,0.2,12
M,0.15,12
M,0.175,12
M,0.145,12
F,0.165,12
M,0.2,12
M,0.155,12
M,0.13,12
M,0.18,12
M,0.175,12
M,0.17,12
M,0.13,12
F,0.1,12
F,0.14,12
M,0.175,12
F,0.165,12
F,0.175,12
F,0.105,12
M,0.235,12
F,0.185,12
F,0.185,12
I,0.1,12
F,0.16,12
I,0.14,12
M,0.145,12
F,0.175,12
F,0.165,12
F,0.18,12
M,0.12,12
F,0.185,12
M,0.19,12
F,0.17,12
F,0.18,12
M,0.16,12
I,0.12,12
F,0.15,12
M,0.175,12
F,0.215,12
F,0.115,12
M,0.19,12
F,0.115,12
M,0.135,12
F,0.14,12
F,0.13,12
M,0.155,12
F,0.135,12
M,0.12,12
F,0.21,12
M,0.09,12
M,0.14,12
F,0.14,12
M,0.185,12
I,0.18,12
F,0.165,12
M,0.175,12
F,0.17,12
M,0.13,12
M,0.19,12
F,0.12,12
F,0.18,12
F,0.195,12
I,0.145,12
F,0.17,12
M,0.16,12
F,0.19,12
F,0.2,12
I,0.155,12
F,0.17,12
F,0.205,12
F,0.125,12
M,0.15,12
F,0.185,12
F,0.135,12
M,0.12,12
M,0.155,12
F,0.205,12
I,0.125,12
M,0.13,12
M,0.12,12
F,0.19,12
F,0.19,12
I,0.115,12
I,0.17,12
M,0.195,12
F,0.11,12
M,0.175,12
F,0.125,12
F,0.12,12
I,0.11,12
F,0.155,12
F,0.175,12
F,0.185,12
F,0.165,12
F,0.15,12
F,0.15,12
F,0.15,12
F,0.155,12
M,0.14,12
I,0.18,12
F,0.15,12
M,0.135,12
M,0.185,12
M,0.175,12
F,0.175,12
M,0.155,12
M,0.08,12
F,0.19,12
F,0.195,12
M,0.14,12
F,0.15,12
I,0.155,12
M,0.15,12
F,0.17,12
F,0.15,12
F,0.175,12
M,0.1,12
M,0.115,12
F,0.16,12
M,0.15,12
M,0.135,12
F,0.16,12
F,0.17,12
M,0.155,12
M,0.15,12
M,0.195,12
F,0.155,12
M,0.175,12
M,0.135,12
M,0.135,12
F,0.125,12
F,0.195,12
F,0.155,12
M,0.175,12
M,0.145,12
M,0.185,12
M,0.19,12
F,0.145,12
M,0.2,12
M,0.155,12
M,0.2,12
F,0.19,12
M,0.165,12
F,0.205,12
M,0.11,12
M,0.15,12
M,0.165,12
M,0.145,12
F,0.18,12
M,0.2,12
F,0.145,12
M,0.175,12
M,0.175,12
I,0.13,12
F,0.14,12
M,0.115,12
M,0.16,12
F,0.185,12
F,0.19,12
F,0.17,12
I,0.165,12
M,0.14,12
F,0.155,12
M,0.16,12
F,0.135,12
F,0.13,12
F,0.135,12
I,0.135,12
F,0.2,12
F,0.19,12
M,0.16,12
F,0.18,12
F,0.15,12
M,0.18,12
F,0.17,12
F,0.165,12
M,0.21,12
F,0.115,12
M,0.19,12
F,0.16,12
F,0.145,12
M,0.175,12
F,0.195,12
F,0.2,12
M,0.16,12
M,0.16,12
M,0.18,12
M,0.17,12
M,0.15,12
M,0.16,12
F,0.105,12
F,0.195,12
M,0.125,12
M,0.18,12
M,0.15,12
F,0.105,12
I,0.155,12
M,0.13,12
M,0.155,12
M,0.165,18
F,0.14,18
F,0.15,18
M,0.125,18
F,0.19,18
F,0.13,18
F,0.19,18
M,0.15,18
I,0.14,18
M,0.18,18
F,0.19,18
I,0.125,18
M,0.165,18
F,0.18,18
F,0.18,18
M,0.145,18
F,0.155,18
F,0.175,18
I,0.195,18
M,0.2,18
M,0.16,18
M,0.155,18
F,0.205,18
M,0.17,18
M,0.24,18
M,0.195,18
F,0.18,18
M,0.19,18
F,0.175,18
F,0.165,18
M,0.195,18
M,0.165,18
F,0.175,18
F,0.175,18
F,0.17,18
M,0.155,18
F,0.19,18
M,0.185,13
I,0.115,13
M,0.17,13
F,0.205,13
M,0.185,13
F,0.15,13
F,0.115,13
I,0.1,13
M,0.155,13
F,0.12,13
F,0.205,13
I,0.17,13
M,0.155,13
F,0.105,13
F,0.17,13
F,0.15,13
F,0.16,13
M,0.175,13
M,0.18,13
M,0.19,13
M,0.16,13
M,0.13,13
F,0.13,13
F,0.17,13
M,0.17,13
I,0.135,13
M,0.13,13
I,0.165,13
M,0.21,13
F,0.19,13
M,0.13,13
M,0.16,13
M,0.195,13
M,0.165,13
M,0.13,13
F,0.17,13
F,0.165,13
I,0.125,13
F,0.14,13
M,0.195,13
F,0.17,13
F,0.11,13
M,0.19,13
F,0.215,13
M,0.185,13
I,0.14,13
F,0.165,13
M,0.155,13
M,0.205,13
M,0.185,13
F,0.195,13
I,0.145,13
I,0.18,13
F,0.22,13
M,0.185,13
M,0.14,13
I,0.15,13
M,0.2,13
F,0.15,13
M,0.135,13
F,0.19,13
M,0.18,13
M,0.15,13
F,0.15,13
I,0.145,13
M,0.16,13
F,0.16,13
M,0.2,13
F,0.16,13
F,0.2,13
F,0.155,13
F,0.18,13
M,0.24,13
F,0.175,13
F,0.13,13
F,0.13,13
M,0.24,13
M,0.16,13
M,0.125,13
M,0.155,13
M,0.13,13
F,0.165,13
F,0.17,13
M,0.185,13
F,0.205,13
M,0.16,13
F,0.125,13
F,0.1,13
I,0.15,13
F,0.14,13
M,0.17,13
F,0.17,13
F,0.185,13
F,0.12,13
M,0.085,13
M,0.125,13
M,0.11,13
M,0.185,13
F,0.13,13
M,0.18,13
F,0.195,13
M,0.175,13
M,0.215,13
F,0.19,13
M,0.155,13
I,0.17,13
F,0.145,13
F,0.195,13
M,0.14,13
F,0.13,13
F,0.135,13
F,0.18,13
M,0.145,13
M,0.175,13
M,0.135,13
M,0.175,13
M,0.18,13
M,0.175,13
F,0.17,13
F,0.145,13
M,0.14,13
M,0.15,13
M,0.175,13
M,0.15,13
M,0.205,13
M,0.135,13
F,0.15,13
F,0.19,13
F,0.145,13
F,0.13,13
M,0.135,13
M,0.175,13
M,0.14,13
F,0.175,13
M,0.13,13
I,0.125,13
F,0.14,13
M,0.165,13
I,0.14,13
M,0.175,13
M,0.135,13
M,0.175,13
M,0.15,13
F,0.115,13
F,0.145,13
M,0.205,13
F,0.13,13
M,0.125,13
I,0.155,13
M,0.18,13
F,0.11,13
F,0.2,13
I,0.165,13
F,0.155,13
I,0.12,13
F,0.125,13
M,0.155,13
F,0.205,13
F,0.13,13
M,0.2,13
F,0.16,13
F,0.19,13
I,0.11,13
F,0.175,13
M,0.185,13
M,0.16,13
M,0.13,13
F,0.18,13
F,0.165,13
F,0.135,13
F,0.16,13
M,0.125,13
F,0.235,13
M,0.165,13
F,0.175,13
M,0.165,13
F,0.225,13
M,0.165,13
F,0.11,13
F,0.175,13
I,0.19,13
F,0.165,13
F,0.205,13
M,0.065,5
I,0.1,5
I,0.055,5
I,0.095,5
I,0.06,5
I,0.06,5
I,0.065,5
M,0.025,5
I,0.08,5
I,0.08,5
I,0.06,5
I,0.095,5
I,0.07,5
I,0.075,5
I,0.09,5
I,0.07,5
I,0.08,5
I,0.05,5
I,0.06,5
M,0.04,5
I,0.08,5
I,0.065,5
F,0.07,5
M,0.065,5
I,0.08,5
M,0.1,5
I,0.07,5
I,0.1,5
M,0.09,5
I,0.08,5
I,0.07,5
I,0.075,5
I,0.055,5
I,0.07,5
M,0.055,5
I,0.09,5
I,0.065,5
I,0.085,5
F,0.075,5
I,0.06,5
I,0.08,5
I,0.07,5
I,0.08,5
I,0.08,5
I,0.04,5
I,0.065,5
I,0.07,5
I,0.065,5
I,0.07,5
I,0.08,5
I,0.095,5
I,0.065,5
I,0.105,5
I,0.1,5
I,0.045,5
I,0.05,5
I,0.075,5
F,0.09,5
I,0.08,5
I,0.075,5
I,0.055,5
I,0.05,5
I,0.065,5
I,0.07,5
I,0.055,5
I,0.04,5
I,0.115,5
I,0.08,5
I,0.075,5
I,0.06,5
I,0.06,5
M,0.07,5
I,0.07,5
I,0.065,5
I,0.045,5
F,0.085,5
I,0.055,5
I,0.09,5
I,0.06,5
I,0.055,5
I,0.075,5
I,0.055,5
I,0.085,5
I,0.085,5
I,0.06,5
M,0.08,5
I,0.025,5
I,0.045,5
I,0.095,5
I,0.035,5
I,0.08,5
I,0.065,5
I,0.095,5
I,0.075,5
I,0.055,5
I,0.055,5
I,0.065,5
I,0.075,5
I,0.08,5
I,0.075,5
I,0.06,5
I,0.055,5
I,0.065,5
I,0.09,5
I,0.035,4
I,0.05,4
I,0.07,4
I,0.055,4
I,0.06,4
I,0.025,4
I,0.095,4
I,0.015,4
I,0.035,4
I,0.055,4
I,0.075,4
I,0.035,4
I,0.06,4
I,0.065,4
I,0.045,4
I,0.05,4
I,0.08,4
I,0.06,4
I,0.045,4
I,0.055,4
I,0.085,4
I,0.085,4
I,0.055,4
M,0.09,4
I,0.05,4
I,0.04,4
I,0.04,4
I,0.065,4
I,0.07,4
I,0.075,4
I,0.06,4
M,0.04,4
I,0.05,4
I,0.045,4
I,0.04,4
I,0.045,4
I,0.04,4
M,0.05,4
I,0.06,4
I,0.05,4
I,0.05,4
I,0.075,4
I,0.065,4
I,0.02,4
I,0.065,4
I,0.055,4
M,0.06,4
I,0.04,4
I,0.04,4
I,0.055,4
I,0.06,4
I,0.07,6
I,0.09,6
M,0.1,6
I,0.055,6
I,0.09,6
M,0.09,6
I,0.07,6
I,0.06,6
F,0.12,6
I,0.065,6
I,0.07,6
M,0.08,6
I,0.095,6
I,0.075,6
I,0.11,6
I,0.1,6
I,0.085,6
F,0.17,6
I,0.08,6
I,0.085,6
I,0.12,6
I,0.08,6
I,0.095,6
I,0.08,6
I,0.075,6
I,0.07,6
I,0.105,6
I,0.105,6
I,0.085,6
I,0.09,6
I,0.075,6
I,0.07,6
I,0.08,6
M,0.115,6
I,0.075,6
I,0.08,6
I,0.08,6
I,0.095,6
