@relation abalone

@attribute Shell_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
0.345,16
0.635,16
0.474,16
0.295,16
0.39,16
0.42,16
0.47,16
0.32,16
0.485,16
0.405,16
0.425,16
0.29,19
0.355,19
0.57,19
0.26,19
0.515,19
0.54,19
0.215,19
0.5,19
0.355,19
0.24,19
0.335,19
0.3,19
0.32,19
0.435,19
0.285,19
0.41,19
0.33,19
0.345,19
0.325,19
0.41,19
0.27,19
0.42,19
0.455,19
0.16,19
0.35,19
0.295,19
0.6,19
0.425,19
0.325,14
0.725,14
0.177,14
0.31,14
0.43,14
0.26,14
0.285,14
0.563,14
0.215,14
0.371,14
0.325,14
0.215,14
0.345,14
0.6095,14
0.7975,14
0.325,14
0.3925,14
0.27,14
0.245,14
0.255,14
0.204,14
0.3,14
0.255,14
0.25,14
0.285,14
0.3845,14
0.59,14
0.365,14
0.505,14
0.3925,14
0.355,14
0.146,14
0.2,14
0.3,14
0.315,14
0.15,14
0.16,14
0.198,14
0.28,14
0.5965,14
0.315,14
0.2115,14
0.503,14
0.32,14
0.395,14
0.315,14
0.36,14
0.4735,14
0.37,14
0.19,14
0.465,14
0.28,14
0.245,14
0.19,14
0.612,14
0.1175,14
0.456,14
0.36,14
0.345,14
0.21,14
0.112,14
0.33,14
0.27,14
0.19,14
0.09,14
0.33,14
0.295,14
0.49,14
0.485,14
0.42,14
0.295,14
0.35,14
0.275,14
0.17,14
0.39,14
0.285,14
0.4,14
0.28,14
0.385,14
0.32,14
0.32,14
0.385,14
0.365,14
0.32,14
0.185,14
0.38,14
0.48,14
0.445,14
0.195,14
0.235,14
0.39,14
0.39,14
0.76,14
0.3605,14
0.36,14
0.215,14
0.235,14
0.25,14
0.235,14
0.285,14
0.173,14
0.235,14
0.22,14
0.22,14
0.22,14
0.56,14
0.225,14
0.28,14
0.285,14
0.47,14
0.48,14
0.355,14
0.16,14
0.235,14
0.11,11
0.292,11
0.252,11
0.341,11
0.4435,11
0.36,11
0.3665,11
0.185,11
0.465,11
0.4705,11
0.398,11
0.28,11
0.145,11
0.503,11
0.3445,11
0.328,11
0.4,11
0.5,11
0.215,11
0.277,11
0.24,11
0.505,11
0.255,11
0.265,11
0.291,11
0.405,11
0.11,11
0.345,11
0.18,11
0.317,11
0.349,11
0.488,11
0.48,11
0.3325,11
0.52,11
0.39,11
0.32,11
0.265,11
0.475,11
0.508,11
0.547,11
0.2,11
0.31,11
0.131,11
0.343,11
0.37,11
0.4535,11
0.4545,11
0.19,11
0.155,11
0.2875,11
0.295,11
0.055,11
0.25,11
0.325,11
0.39,11
0.316,11
0.195,11
0.37,11
0.339,11
0.42,11
0.329,11
0.431,11
0.335,11
0.3215,11
0.355,11
0.378,11
0.391,11
0.188,11
0.2965,11
0.31,11
0.432,11
0.41,11
0.155,11
0.21,11
0.4535,11
0.3525,11
0.35,11
0.399,11
0.363,11
0.355,11
0.2385,11
0.2175,11
0.401,11
0.384,11
0.358,11
0.36,11
0.265,11
0.31,11
0.113,11
0.44,11
0.22,11
0.3315,11
0.1135,11
0.269,11
0.38,11
0.5655,11
0.175,11
0.3015,11
0.172,11
0.557,11
0.214,11
0.25,11
0.37,11
0.375,11
0.345,11
0.175,11
0.367,11
0.305,11
0.251,11
0.065,11
0.5285,11
0.117,11
0.479,11
0.1,11
0.4195,11
0.351,11
0.26,11
0.245,11
0.155,11
0.26,11
0.5475,11
0.264,11
0.21,11
0.49,11
0.345,11
0.2185,11
0.3475,11
0.1525,11
0.18,11
0.3285,11
0.295,11
0.49,11
0.431,11
0.355,11
0.3,11
0.355,11
0.415,11
0.295,11
0.46,11
0.274,11
0.315,11
0.287,11
0.289,11
0.44,11
0.31,11
0.249,11
0.345,11
0.0795,11
0.22,11
0.497,11
0.18,11
0.239,11
0.22,11
0.332,11
0.435,11
0.2,11
0.104,11
0.575,11
0.6745,11
0.13,11
0.26,11
0.48,11
0.145,11
0.1,11
0.395,11
0.502,11
0.155,11
0.26,11
0.13,11
0.305,11
0.285,11
0.395,11
0.356,11
0.4115,11
0.43,11
0.19,11
0.3175,11
0.315,11
0.475,11
0.41,11
0.233,11
0.315,11
0.29,11
0.317,11
0.36,11
0.46,11
0.255,11
0.235,11
0.225,11
0.335,11
0.45,11
0.298,11
0.155,11
0.322,11
0.29,11
0.24,11
0.3245,11
0.272,11
0.385,11
0.3855,11
0.371,11
0.365,11
0.265,11
0.24,11
0.3945,11
0.215,11
0.45,11
0.461,11
0.235,11
0.19,11
0.3965,11
0.178,11
0.3395,11
0.445,11
0.12,11
0.357,11
0.294,11
0.405,11
0.4975,11
0.132,11
0.3685,11
0.346,11
0.4325,11
0.2425,11
0.275,11
0.38,11
0.3685,11
0.21,11
0.2,11
0.439,11
0.275,11
0.251,11
0.38,11
0.37,11
0.255,11
0.37,11
0.265,11
0.246,11
0.3415,11
0.3065,11
0.3,11
0.348,11
0.47,11
0.284,11
0.5,11
0.345,11
0.28,11
0.235,11
0.455,11
0.4245,11
0.4375,11
0.381,11
0.18,11
0.105,11
0.545,11
0.2915,11
0.325,11
0.409,11
0.085,11
0.26,11
0.3005,11
0.294,11
0.083,11
0.1895,11
0.335,11
0.21,11
0.355,11
0.34,11
0.345,11
0.275,11
0.3315,11
0.406,11
0.209,11
0.075,11
0.35,11
0.185,11
0.182,11
0.422,11
0.475,11
0.6,11
0.412,11
0.16,11
0.32,11
0.125,11
0.4295,11
0.205,11
0.4265,11
0.185,11
0.245,11
0.33,11
0.2575,11
0.316,11
0.345,11
0.155,11
0.35,11
0.37,11
0.07,11
0.405,11
0.411,11
0.14,11
0.31,11
0.3555,11
0.249,11
0.265,11
0.405,11
0.48,11
0.386,11
0.18,11
0.41,11
0.385,11
0.21,11
0.285,11
0.529,11
0.37,11
0.4025,11
0.2725,11
0.1685,11
0.363,11
0.406,11
0.499,11
0.4755,11
0.349,11
0.29,11
0.12,11
0.4705,11
0.235,11
0.24,11
0.4065,11
0.25,11
0.37,11
0.178,11
0.3165,11
0.468,11
0.235,11
0.223,11
0.441,11
0.488,11
0.2445,11
0.144,11
0.2915,11
0.195,11
0.643,11
0.305,11
0.4395,11
0.32,11
0.35,11
0.2625,11
0.3825,11
0.075,11
0.28,11
0.462,11
0.6785,11
0.545,11
0.528,11
0.277,11
0.2515,11
0.406,11
0.399,11
0.455,11
0.145,11
0.285,11
0.335,11
0.435,11
0.285,11
0.415,11
0.18,11
0.3,11
0.32,11
0.3045,11
0.285,11
0.21,11
0.28,11
0.185,11
0.275,11
0.374,11
0.38,11
0.363,11
0.23,11
0.2925,11
0.195,11
0.4005,11
0.4425,11
0.388,11
0.25,11
0.304,11
0.265,11
0.049,11
0.26,11
0.43,11
0.27,11
0.17,11
0.37,11
0.196,11
0.3815,11
0.5055,11
0.315,11
0.35,11
0.206,11
0.215,11
0.4305,11
0.186,11
0.16,11
0.4,11
0.265,11
0.187,11
0.275,11
0.45,11
0.2765,11
0.344,11
0.275,11
0.28,11
0.235,11
0.35,11
0.115,11
0.266,11
0.3085,11
0.1125,11
0.405,11
0.4115,11
0.566,11
0.471,11
0.455,11
0.434,11
0.145,11
0.0985,11
0.36,11
0.165,11
0.3255,11
0.285,11
0.181,11
0.21,11
0.37,11
0.3075,11
0.476,11
0.325,11
0.4525,11
0.325,11
0.13,12
0.553,12
0.17,12
0.292,12
0.14,12
0.125,12
0.29,12
0.0725,12
0.125,12
0.155,12
0.256,12
0.32,12
0.165,12
0.235,12
0.235,12
0.425,12
0.494,12
0.262,12
0.471,12
0.22,12
0.3115,12
0.125,12
0.445,12
0.4945,12
0.215,12
0.44,12
0.3865,12
0.42,12
0.3085,12
0.098,12
0.309,12
0.195,12
0.275,12
0.45,12
0.3365,12
0.1105,12
0.3635,12
0.17,12
0.22,12
0.455,12
0.565,12
0.32,12
0.305,12
0.215,12
0.245,12
0.34,12
0.498,12
0.4825,12
0.43,12
0.6855,12
0.255,12
0.386,12
0.345,12
0.313,12
0.335,12
0.17,12
0.62,12
0.625,12
0.315,12
0.2,12
0.315,12
0.135,12
0.27,12
0.145,12
0.43,12
0.3145,12
0.46,12
0.355,12
0.262,12
0.335,12
0.4715,12
0.35,12
0.25,12
0.245,12
0.195,12
0.279,12
0.31,12
0.5075,12
0.355,12
0.41,12
0.335,12
0.482,12
0.398,12
0.344,12
0.512,12
0.44,12
0.285,12
0.5,12
0.415,12
0.315,12
0.096,12
0.18,12
0.4,12
0.315,12
0.24,12
0.513,12
0.22,12
0.602,12
0.152,12
0.2,12
0.505,12
0.35,12
0.305,12
0.27,12
0.2235,12
0.185,12
0.23,12
0.425,12
0.305,12
0.4105,12
0.265,12
0.49,12
0.25,12
0.245,12
0.36,12
0.275,12
0.365,12
0.24,12
0.405,12
0.068,12
0.26,12
0.2,12
0.4685,12
0.275,12
0.28,12
0.11,12
0.295,12
0.335,12
0.32,12
0.305,12
0.245,12
0.37,12
0.24,12
0.17,12
0.365,12
0.195,12
0.22,12
0.5365,12
0.106,12
0.4045,12
0.48,12
0.255,12
0.43,12
0.1815,12
0.34,12
0.418,12
0.17,12
0.345,12
0.26,12
0.1825,12
0.516,12
0.305,12
0.621,12
0.375,12
0.14,12
0.185,12
0.445,12
0.369,12
0.31,12
0.5335,12
0.3185,12
0.215,12
0.28,12
0.13,12
0.4,12
0.285,12
0.26,12
0.395,12
0.355,12
0.3035,12
0.24,12
0.375,12
0.265,12
0.642,12
0.726,12
0.385,12
0.215,12
0.155,12
0.638,12
0.46,12
0.1775,12
0.09,12
0.175,12
0.135,12
0.488,12
0.41,12
0.193,12
0.09,12
0.23,12
0.495,12
0.205,12
0.265,12
0.6195,12
0.21,12
0.3,12
0.24,12
0.308,12
0.225,12
0.33,12
0.395,12
0.407,12
0.1845,12
0.6205,12
0.1475,12
0.275,12
0.32,12
0.4,12
0.431,12
0.23,12
0.23,12
0.35,12
0.305,12
0.235,12
0.501,12
0.205,12
0.63,12
0.33,12
0.365,12
0.416,12
0.195,12
0.23,12
0.315,12
0.0875,12
0.471,12
0.205,12
0.216,12
0.355,12
0.293,12
0.462,12
0.28,12
0.4505,12
0.48,12
0.33,12
0.3705,12
0.36,12
0.3225,12
0.245,12
0.49,12
0.285,12
0.42,18
0.345,18
1.005,18
0.35,18
0.53,18
0.485,18
0.25,18
0.35,18
0.29,18
0.315,18
0.205,18
0.47,18
0.169,18
0.445,18
0.26,18
0.78,18
0.38,18
0.69,18
0.305,18
0.61,18
0.31,18
0.355,18
0.565,18
0.395,18
0.41,18
0.275,18
0.5855,18
0.32,18
0.155,18
0.385,18
0.13,18
0.33,18
0.475,18
0.41,18
0.39,18
0.295,18
0.32,18
0.34,18
0.46,13
0.265,13
0.12,13
0.25,13
0.485,13
0.53,13
0.4,13
0.22,13
0.155,13
0.25,13
0.39,13
0.3935,13
0.4505,13
0.405,13
0.36,13
0.275,13
0.175,13
0.335,13
0.295,13
0.405,13
0.535,13
0.215,13
0.28,13
0.52,13
0.3545,13
0.5165,13
0.295,13
0.39,13
0.29,13
0.31,13
0.505,13
0.275,13
0.17,13
0.23,13
0.32,13
0.275,13
0.51,13
0.395,13
0.45,13
0.535,13
0.511,13
0.38,13
0.44,13
0.415,13
0.32,13
0.335,13
0.32,13
0.18,13
0.4535,13
0.4525,13
0.195,13
0.195,13
0.255,13
0.24,13
0.28,13
0.145,13
0.21,13
0.285,13
0.445,13
0.27,13
0.39,13
0.285,13
0.26,13
0.3,13
0.405,13
0.29,13
0.3805,13
0.21,13
0.238,13
0.125,13
0.195,13
0.646,13
0.5015,13
0.337,13
0.385,13
0.05,13
0.49,13
0.28,13
0.355,13
0.235,13
0.3555,13
0.295,13
0.315,13
0.335,13
0.498,13
0.474,13
0.34,13
0.39,13
0.4625,13
0.2,13
0.4405,13
0.293,13
0.25,13
0.4865,13
0.5295,13
0.235,13
0.437,13
0.185,13
0.3,13
0.41,13
0.26,13
0.263,13
0.185,13
0.3245,13
0.255,13
0.06,13
0.355,13
0.37,13
0.39,13
0.345,13
0.165,13
0.469,13
0.325,13
0.195,13
0.115,13
0.1345,13
0.12,13
0.4275,13
0.275,13
0.295,13
0.168,13
0.62,13
0.343,13
0.44,13
0.2515,13
0.245,13
0.4355,13
0.36,13
0.29,13
0.394,13
0.225,13
0.345,13
0.295,13
0.27,13
0.315,13
0.341,13
0.17,13
0.285,13
0.335,13
0.205,13
0.5305,13
0.335,13
0.3645,13
0.5,13
0.275,13
0.538,13
0.315,13
0.17,13
0.125,13
0.212,13
0.295,13
0.335,13
0.34,13
0.3615,13
0.28,13
0.305,13
0.34,13
0.27,13
0.32,13
0.13,13
0.3,13
0.275,13
0.25,13
0.405,13
0.5235,13
0.575,13
0.2,13
0.24,13
0.22,13
0.2,13
0.25,13
0.44,13
0.25,13
0.41,13
0.35,13
0.154,13
0.175,13
0.412,13
0.14,13
0.365,13
0.24,13
0.35,13
0.395,13
0.0335,5
0.035,5
0.035,5
0.034,5
0.031,5
0.035,5
0.0765,5
0.0155,5
0.0385,5
0.02,5
0.034,5
0.045,5
0.07,5
0.082,5
0.0705,5
0.009,5
0.035,5
0.02,5
0.015,5
0.0075,5
0.035,5
0.03,5
0.055,5
0.015,5
0.034,5
0.0425,5
0.035,5
0.016,5
0.03,5
0.0215,5
0.01,5
0.013,5
0.1,5
0.0365,5
0.031,5
0.077,5
0.012,5
0.0285,5
0.0585,5
0.0495,5
0.1015,5
0.03,5
0.061,5
0.047,5
0.0225,5
0.05,5
0.032,5
0.0655,5
0.0325,5
0.03,5
0.025,5
0.03,5
0.04,5
0.05,5
0.0435,5
0.0465,5
0.031,5
0.055,5
0.025,5
0.033,5
0.005,5
0.0185,5
0.0675,5
0.01,5
0.0765,5
0.03,5
0.03,5
0.03,5
0.045,5
0.068,5
0.0125,5
0.02,5
0.053,5
0.035,5
0.0225,5
0.01,5
0.0445,5
0.055,5
0.0225,5
0.01,5
0.03,5
0.0315,5
0.0225,5
0.025,5
0.05,5
0.044,5
0.008,5
0.073,5
0.02,5
0.027,5
0.01,5
0.023,5
0.02,5
0.015,5
0.045,5
0.04,5
0.06,5
0.045,5
0.05,5
0.045,5
0.0315,5
0.058,5
0.02,5
0.011,4
0.0085,4
0.016,4
0.011,4
0.0345,4
0.008,4
0.01,4
0.005,4
0.015,4
0.0215,4
0.005,4
0.0405,4
0.03,4
0.043,4
0.042,4
0.015,4
0.008,4
0.015,4
0.0255,4
0.013,4
0.026,4
0.045,4
0.015,4
0.0215,4
0.025,4
0.0095,4
0.02,4
0.0305,4
0.0215,4
0.02,4
0.007,4
0.02,4
0.015,4
0.005,4
0.012,4
0.018,4
0.02,4
0.006,4
0.0065,4
0.0105,4
0.005,4
0.036,4
0.064,4
0.0035,4
0.005,4
0.015,4
0.026,4
0.009,4
0.0305,4
0.005,4
0.013,4
0.005,4
0.085,6
0.1,6
0.087,6
0.105,6
0.025,6
0.018,6
0.105,6
0.0505,6
0.098,6
0.03,6
0.08,6
0.0575,6
0.05,6
0.0575,6
0.03,6
0.042,6
0.03,6
0.03,6
0.105,6
0.05,6
0.0415,6
0.06,6
0.035,6
0.085,6
0.1345,6
0.045,6
0.054,6
0.134,6
0.088,6
0.0915,6
0.07,6
0.077,6
0.041,6
0.045,6
0.1175,6
0.094,6
0.045,6
0.08,6
0.03,6
0.07,6
0.0345,6
0.1555,6
0.0935,6
0.025,6
0.025,6
0.095,6
0.082,6
0.062,6
0.04,6
0.035,6
0.127,6
0.1565,6
0.096,6
0.06,6
0.03,6
0.1125,6
0.055,6
0.0945,6
0.039,6
0.054,6
0.07,6
0.11,6
0.055,6
0.15,6
0.1835,6
0.0945,6
0.105,6
0.17,6
0.09,6
0.0615,6
0.06,6
0.0825,6
0.12,6
0.086,6
0.115,6
0.04,6
0.04,6
0.07,6
0.0245,6
0.055,6
0.1185,6
0.045,6
0.093,6
0.091,6
0.055,6
0.142,6
0.082,6
0.1,6
0.0405,6
0.03,6
0.065,6
0.1295,6
0.045,6
0.106,6
0.046,6
0.0635,6
0.1025,6
0.027,6
0.155,6
0.111,6
0.045,6
0.3505,6
0.07,6
0.1195,6
0.13,6
0.075,6
0.035,6
0.087,6
0.085,6
0.048,6
0.0405,6
0.075,6
0.0495,6
0.091,6
0.1385,6
0.05,6
0.335,6
0.0445,6
0.035,6
0.085,6
0.065,6
0.03,6
0.065,6
0.045,6
0.07,6
0.075,6
0.07,6
0.035,6
0.038,6
0.091,6
0.271,6
0.039,6
0.11,6
0.09,6
0.062,6
0.008,6
0.075,6
0.037,6
0.022,6
0.083,6
0.15,6
0.098,6
0.075,6
0.05,6
0.055,6
0.065,6
0.0765,6
0.01,6
0.1305,6
0.028,6
0.0365,6
0.147,6
0.055,6
0.038,6
0.03,6
0.058,6
0.075,6
0.072,6
0.029,6
0.103,6
0.053,6
0.0415,6
0.1165,6
0.018,6
0.1095,6
0.0975,6
0.07,6
0.03,6
0.119,6
0.02,6
0.1075,6
0.054,6
0.045,6
0.065,6
0.06,6
0.066,6
0.0715,6
0.0885,6
0.21,6
0.0355,6
0.043,6
0.225,6
0.0715,6
0.0805,6
0.055,6
0.0245,6
0.1365,6
0.062,6
0.085,6
0.0755,6
0.067,6
0.065,6
0.06,6
0.0825,6
0.054,6
0.131,6
0.03,6
0.0645,6
0.0505,6
0.086,6
0.055,6
0.1505,6
0.11,6
0.03,6
0.05,6
0.13,6
0.062,6
0.2515,6
0.0765,6
0.027,6
0.0755,6
0.106,6
0.135,6
0.055,6
0.0615,6
0.03,6
0.088,6
0.09,6
0.07,6
0.11,6
0.109,6
0.08,6
0.025,6
0.0885,6
0.065,6
0.1575,6
0.06,6
0.088,6
0.097,6
0.09,6
0.08,6
0.065,6
0.1145,6
0.47,21
0.265,21
0.445,21
0.17,21
0.39,21
0.58,21
0.375,21
0.465,21
0.725,21
0.205,21
0.585,21
0.57,21
0.205,17
0.3,17
0.7,17
0.2645,17
0.601,17
0.35,17
0.264,17
0.25,17
0.17,17
0.235,17
0.42,17
0.41,17
0.475,17
0.47,17
0.205,17
0.29,17
0.395,17
0.415,17
0.325,17
0.265,17
0.275,17
0.725,17
0.278,17
0.525,17
0.515,17
0.455,17
0.27,17
0.305,17
0.51,17
0.625,17
0.37,17
0.33,17
0.36,17
0.37,17
0.885,17
0.41,17
0.385,17
0.25,17
0.295,17
0.375,17
0.215,17
0.345,17
0.435,17
0.45,17
0.3,17
0.3,17
0.35,17
0.3,17
0.57,17
0.195,17
0.485,17
0.315,17
0.255,17
0.585,22
0.435,22
0.27,22
0.245,22
0.55,22
0.0015,1
0.005,3
0.014,3
0.004,3
0.01,3
0.003,3
0.01,3
0.0125,3
0.004,3
0.0105,3
0.011,3
0.009,3
0.014,3
0.017,3
0.375,26
0.265,23
0.3,23
0.24,23
0.62,23
0.435,23
0.36,23
0.395,23
0.26,23
0.475,29
0.005,2
0.885,27
0.525,27
0.51,25
0.555,24
0.71,24
