@relation abalone

@attribute Length numeric
@attribute Whole_weight numeric
@attribute Shucked_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
0.615,1.0805,0.52,9
0.625,1.2935,0.5805,9
0.6,1.4405,0.5885,9
0.465,0.4325,0.2005,9
0.45,0.3715,0.1605,9
0.635,1.145,0.4775,9
0.52,0.7765,0.3525,9
0.675,1.4985,0.62,9
0.54,0.709,0.3195,9
0.64,1.2015,0.559,9
0.57,1.0375,0.5415,9
0.52,0.633,0.2985,9
0.5,0.577,0.269,9
0.55,0.936,0.481,9
0.54,0.891,0.4815,9
0.47,0.51,0.1915,9
0.56,0.832,0.3455,9
0.615,1.0875,0.4975,9
0.605,1.161,0.572,9
0.61,1.0765,0.488,9
0.6,1.1405,0.587,9
0.485,0.5085,0.21,9
0.51,1.183,0.508,9
0.53,0.769,0.346,9
0.555,0.7545,0.3525,9
0.565,1.1815,0.581,9
0.525,0.8435,0.4325,9
0.365,0.218,0.0935,9
0.385,0.24,0.0885,9
0.565,0.9595,0.4565,9
0.62,1.1,0.505,9
0.57,0.867,0.3705,9
0.33,0.2,0.0625,9
0.395,0.282,0.0975,9
0.47,0.6355,0.2185,9
0.59,1.0785,0.4535,9
0.345,0.195,0.078,9
0.57,0.9645,0.531,9
0.505,0.5385,0.2645,9
0.56,1.0315,0.432,9
0.56,0.688,0.3095,9
0.28,0.127,0.052,9
0.515,0.6145,0.3415,9
0.515,0.5755,0.1975,9
0.65,1.407,0.7215,9
0.56,1.6645,0.7755,9
0.475,0.4225,0.1905,9
0.555,0.8625,0.4225,9
0.57,0.8965,0.383,9
0.52,0.5805,0.2445,9
0.635,1.211,0.707,9
0.345,0.197,0.071,9
0.62,0.8565,0.3595,9
0.595,1.108,0.4915,9
0.65,1.3835,0.6385,9
0.5,0.5945,0.309,9
0.61,0.9605,0.4495,9
0.555,0.837,0.382,9
0.6,1.0805,0.4995,9
0.505,0.6855,0.361,9
0.66,1.3275,0.556,9
0.575,0.907,0.4245,9
0.51,0.6335,0.231,9
0.645,1.1845,0.506,9
0.465,0.431,0.172,9
0.605,1.2525,0.5575,9
0.385,0.2615,0.111,9
0.58,0.92,0.393,9
0.65,1.368,0.6185,9
0.645,1.2215,0.5695,9
0.585,0.9145,0.4555,9
0.535,0.6075,0.268,9
0.67,1.46,0.6435,9
0.57,0.848,0.4,9
0.65,1.464,0.6415,9
0.53,0.555,0.1935,9
0.675,1.711,0.8365,9
0.575,1.08,0.595,9
0.53,0.5685,0.249,9
0.635,1.2235,0.532,9
0.67,1.3645,0.6075,9
0.57,1.018,0.447,9
0.41,0.315,0.124,9
0.48,0.5435,0.244,9
0.635,1.2945,0.668,9
0.44,0.4465,0.213,9
0.595,0.914,0.3895,9
0.55,0.9905,0.544,9
0.56,0.714,0.283,9
0.53,0.781,0.3905,9
0.625,1.288,0.573,9
0.44,0.4585,0.2,9
0.6,1.176,0.5255,9
0.515,0.6295,0.2815,9
0.705,1.757,0.8265,9
0.47,0.543,0.2295,9
0.575,0.8975,0.4115,9
0.525,0.601,0.2625,9
0.535,0.599,0.2595,9
0.625,1.254,0.591,9
0.62,1.0725,0.4815,9
0.565,0.6545,0.2815,9
0.565,0.8445,0.3975,9
0.55,0.8745,0.413,9
0.665,1.349,0.5985,9
0.515,0.636,0.3055,9
0.65,1.1805,0.5235,9
0.64,1.2645,0.565,9
0.635,1.2635,0.512,9
0.56,0.8215,0.342,9
0.565,0.863,0.435,9
0.57,0.811,0.3875,9
0.385,0.2775,0.109,9
0.465,0.4365,0.188,9
0.585,0.9335,0.478,9
0.615,1.1215,0.545,9
0.655,1.1445,0.53,9
0.595,1.213,0.621,9
0.685,1.7925,0.8145,9
0.655,1.043,0.4795,9
0.42,0.3435,0.1515,9
0.575,0.941,0.3845,9
0.62,1.1325,0.5235,9
0.555,0.783,0.345,9
0.365,0.25,0.1075,9
0.505,0.642,0.289,9
0.555,0.5585,0.222,9
0.525,0.707,0.282,9
0.625,1.0985,0.4645,9
0.405,0.3485,0.1455,9
0.455,0.441,0.1515,9
0.5,0.45,0.1715,9
0.605,1.1685,0.4815,9
0.61,1.136,0.414,9
0.43,0.6485,0.2735,9
0.55,0.912,0.495,9
0.62,0.9505,0.4915,9
0.57,1.02,0.4805,9
0.585,0.9355,0.4035,9
0.56,0.8025,0.35,9
0.43,0.3575,0.151,9
0.615,1.118,0.446,9
0.61,1.0325,0.497,9
0.485,0.968,0.419,9
0.455,0.401,0.1575,9
0.58,0.8675,0.3935,9
0.69,1.5955,0.678,10
0.605,1.201,0.5395,10
0.435,0.407,0.1685,10
0.55,0.7915,0.3535,10
0.66,1.4415,0.7055,10
0.595,1.185,0.482,10
0.41,0.3635,0.159,10
0.62,1.0165,0.4355,10
0.595,1.2015,0.492,10
0.56,0.8645,0.3305,10
0.655,1.6525,0.8515,10
0.535,0.705,0.3065,10
0.37,0.2305,0.0945,10
0.52,0.699,0.3395,10
0.56,0.9125,0.3595,10
0.67,1.309,0.5445,10
0.735,2.2355,1.1705,10
0.54,0.6855,0.293,10
0.665,1.389,0.5945,10
0.555,0.846,0.346,10
0.605,1.1215,0.533,10
0.35,0.179,0.0705,10
0.6,1.12,0.565,10
0.65,1.466,0.677,10
0.585,0.982,0.4055,10
0.575,0.807,0.3615,10
0.425,0.322,0.1205,10
0.56,0.9175,0.4005,10
0.395,0.2245,0.078,10
0.67,1.4755,0.6275,10
0.505,0.6835,0.271,10
0.625,1.085,0.4645,10
0.555,0.86,0.3345,10
0.55,0.741,0.295,10
0.5,0.6675,0.261,10
0.62,1.233,0.592,10
0.53,0.81,0.4725,10
0.415,0.3605,0.12,10
0.55,0.6755,0.3015,10
0.4,0.4335,0.2105,10
0.625,1.262,0.507,10
0.615,1.054,0.4845,10
0.66,1.431,0.622,10
0.575,1.1,0.506,10
0.585,1.409,0.8,10
0.635,1.1935,0.5205,10
0.595,1.0305,0.4925,10
0.46,0.491,0.207,10
0.475,0.563,0.2525,10
0.58,0.974,0.4305,10
0.455,0.4385,0.206,10
0.375,0.2225,0.0875,10
0.67,1.42,0.573,10
0.51,0.6515,0.2455,10
0.44,0.4195,0.153,10
0.64,1.3715,0.567,10
0.565,1.2365,0.5305,10
0.68,1.1095,0.439,10
0.55,1.3405,0.6325,10
0.58,0.925,0.37,10
0.66,1.489,0.6065,10
0.57,1.195,0.5625,10
0.645,1.1345,0.528,10
0.64,1.139,0.5395,10
0.695,2.173,1.133,10
0.515,0.7565,0.1905,10
0.6,0.8895,0.419,10
0.55,0.8725,0.412,10
0.62,1.3585,0.5935,10
0.52,0.5815,0.2565,10
0.71,1.5805,0.802,10
0.695,1.679,0.805,10
0.62,1.049,0.462,10
0.66,1.478,0.5815,10
0.55,0.7935,0.378,10
0.49,0.7605,0.245,10
0.56,1.0235,0.429,10
0.545,0.8445,0.373,10
0.57,0.8815,0.3605,10
0.615,0.9335,0.382,10
0.595,0.799,0.3245,10
0.67,1.566,0.858,10
0.53,0.7455,0.2995,10
0.665,1.644,0.818,10
0.465,0.5265,0.2105,10
0.72,2.165,1.1055,10
0.375,0.2705,0.093,10
0.465,0.488,0.188,10
0.545,0.9185,0.429,10
0.615,1.128,0.4465,10
0.7,1.9125,0.8825,10
0.65,1.375,0.531,10
0.635,1.3695,0.657,10
0.615,1.115,0.484,10
0.465,0.7775,0.436,10
0.575,0.8715,0.45,10
0.585,1.171,0.522,10
0.475,0.5785,0.2775,10
0.595,1.11,0.498,10
0.56,0.8255,0.2425,10
0.66,1.583,0.7395,10
0.535,0.8075,0.3655,10
0.61,1.2635,0.53,10
0.63,1.233,0.6565,10
0.63,1.383,0.54,10
0.66,1.4415,0.5925,10
0.67,1.0145,0.4375,10
0.545,0.8975,0.341,10
0.515,0.6615,0.2875,10
0.61,1.0725,0.4835,10
0.69,1.658,0.708,10
0.4,0.297,0.108,10
0.605,1.1835,0.582,10
0.685,1.519,0.699,10
0.535,1.224,0.618,10
0.475,0.655,0.266,10
0.635,0.986,0.405,10
0.595,1.148,0.444,10
0.595,1.1785,0.526,10
0.59,0.966,0.391,10
0.625,1.3525,0.6235,10
0.6,1.088,0.4905,10
0.675,1.382,0.6045,10
0.58,1.0735,0.479,10
0.615,1.1575,0.5005,10
0.605,1.1345,0.4305,10
0.61,1.112,0.465,10
0.395,0.2715,0.134,10
0.63,1.1105,0.467,10
0.655,1.3585,0.6395,10
0.57,0.7655,0.331,10
0.495,0.6905,0.3125,10
0.625,1.3325,0.5705,10
0.605,1.079,0.4505,10
0.61,1.137,0.4565,10
0.645,1.3345,0.667,10
0.525,0.714,0.318,10
0.69,1.872,0.893,10
0.64,1.3115,0.4945,10
0.605,0.9995,0.425,10
0.49,0.549,0.245,10
0.545,0.754,0.256,10
0.44,0.402,0.1305,10
0.6,1.34,0.617,10
0.46,0.515,0.224,10
0.59,0.976,0.465,10
0.54,0.702,0.322,10
0.45,0.3675,0.1465,10
0.645,1.2395,0.468,10
0.43,0.406,0.1675,10
0.7,1.7585,0.8745,10
0.67,1.6615,0.8005,10
0.62,1.1295,0.463,10
0.605,0.9755,0.419,10
0.575,0.8285,0.362,10
0.59,1.022,0.428,10
0.34,0.1835,0.077,10
0.59,0.929,0.38,10
0.63,1.167,0.548,10
0.525,0.717,0.289,10
0.615,1.198,0.5415,10
0.635,1.2355,0.5205,10
0.605,1.382,0.609,10
0.66,1.374,0.589,10
0.66,1.5175,0.7765,10
0.515,0.722,0.32,10
0.635,1.376,0.6495,10
0.29,0.1295,0.0535,10
0.59,0.977,0.4625,10
0.6,0.99,0.386,10
0.63,1.2645,0.5635,10
0.645,1.3375,0.554,10
0.38,0.257,0.099,10
0.65,1.2895,0.6095,10
0.53,0.8315,0.352,10
0.575,1.764,0.914,10
0.62,1.293,0.596,10
0.425,0.388,0.149,10
0.6,0.922,0.363,10
0.535,0.8105,0.3155,10
0.64,1.247,0.5475,10
0.485,0.458,0.181,10
0.615,1.1155,0.5045,10
0.63,1.243,0.623,10
0.64,1.098,0.5195,10
0.36,0.2765,0.0895,10
0.6,1.14,0.423,10
0.615,1.3435,0.629,10
0.625,1.255,0.525,10
0.705,1.761,0.747,10
0.555,0.874,0.3275,10
0.62,1.1015,0.4965,10
0.655,1.348,0.5855,10
0.54,0.817,0.2945,10
0.6,1.9875,1.005,10
0.625,1.0815,0.4715,10
0.645,1.39,0.6465,10
0.62,0.911,0.375,10
0.65,1.2075,0.5105,10
0.575,0.985,0.3745,10
0.33,0.197,0.085,10
0.535,0.7845,0.3285,10
0.665,1.3805,0.675,10
0.66,1.548,0.724,10
0.49,0.5585,0.252,10
0.6,1.1315,0.508,10
0.655,1.3595,0.564,10
0.525,0.7055,0.329,10
0.575,0.805,0.3155,10
0.35,0.205,0.0745,10
0.41,0.2595,0.097,10
0.675,1.265,0.6025,10
0.625,1.4105,0.691,10
0.36,0.2335,0.095,10
0.53,0.6965,0.302,10
0.56,1.1115,0.5035,10
0.525,0.7575,0.3305,10
0.54,0.8655,0.4315,10
0.61,1.168,0.554,10
0.675,1.4465,0.6775,10
0.575,0.857,0.461,10
0.625,1.1435,0.4755,10
0.55,0.8025,0.244,10
0.535,0.791,0.33,10
0.645,1.129,0.5015,10
0.55,0.89,0.4325,10
0.625,1.0565,0.4615,10
0.595,0.959,0.463,10
0.635,1.1795,0.4785,10
0.58,1.2255,0.5405,10
0.58,0.824,0.3465,10
0.465,0.7615,0.362,10
0.57,0.871,0.385,10
0.57,1.0145,0.516,10
0.64,1.042,0.515,10
0.64,1.394,0.4935,10
0.38,0.3105,0.12,10
0.58,1.049,0.5205,10
0.67,1.519,0.616,10
0.635,1.101,0.534,10
0.475,0.5175,0.2075,10
0.54,0.972,0.419,10
0.695,1.74,0.885,10
0.6,1.012,0.441,10
0.49,0.6345,0.1995,10
0.545,0.742,0.3525,10
0.515,0.7125,0.285,10
0.64,1.3135,0.4865,10
0.63,1.2155,0.4625,10
0.645,1.37,0.6135,10
0.58,0.873,0.3615,10
0.625,0.8765,0.456,10
0.455,0.457,0.2085,10
0.72,1.52,0.637,10
0.495,0.474,0.197,10
0.585,1.0505,0.48,10
0.6,1.122,0.5095,10
0.645,1.546,0.7035,10
0.575,1.0105,0.368,10
0.385,0.286,0.1225,10
0.505,0.4825,0.21,10
0.595,0.7955,0.3425,10
0.57,0.9055,0.3925,10
0.405,0.3625,0.1565,10
0.515,0.8815,0.292,10
0.63,1.3135,0.4935,10
0.585,0.953,0.3945,10
0.625,1.096,0.5445,10
0.585,0.922,0.3635,10
0.48,0.6375,0.277,10
0.52,0.813,0.385,10
0.47,0.5615,0.252,10
0.77,2.1945,1.0515,10
0.565,0.8715,0.3755,10
0.595,1.1295,0.57,10
0.68,1.4535,0.592,10
0.555,1.406,0.6115,10
0.595,1.0455,0.4565,10
0.635,1.2565,0.539,10
0.575,0.9575,0.4815,10
0.47,0.501,0.1665,10
0.575,0.737,0.325,10
0.705,1.564,0.612,10
0.66,1.261,0.5,10
0.44,0.451,0.188,10
0.62,1.2815,0.5715,10
0.455,0.5185,0.221,10
0.66,1.4465,0.694,10
0.52,0.6985,0.2945,10
0.345,0.207,0.0775,10
0.37,0.228,0.0675,10
0.445,0.4415,0.1805,10
0.635,1.181,0.665,10
0.585,1.065,0.5315,10
0.57,0.873,0.382,10
0.53,0.675,0.294,10
0.545,0.6855,0.2905,10
0.565,1.0595,0.4735,10
0.65,1.2075,0.55,10
0.62,1.043,0.4835,10
0.61,0.871,0.407,10
0.59,0.966,0.439,10
0.53,0.724,0.3105,10
0.35,0.198,0.0725,10
0.625,1.217,0.667,10
0.65,1.5245,0.59,10
0.625,1.3405,0.656,10
0.665,1.491,0.6345,10
0.61,0.9665,0.4145,10
0.605,1.1255,0.59,10
0.355,0.216,0.083,10
0.55,0.712,0.3025,10
0.625,0.92,0.437,10
0.37,0.241,0.11,10
0.55,0.8315,0.411,10
0.695,1.7715,0.8195,10
0.51,0.6565,0.262,10
0.57,0.8295,0.3875,10
0.61,0.983,0.4565,10
0.535,0.875,0.279,10
0.575,0.876,0.3795,10
0.485,0.556,0.1925,10
0.38,0.2255,0.08,10
0.475,0.593,0.277,10
0.445,0.3795,0.143,10
0.535,0.7465,0.348,10
0.7,2.003,0.8105,10
0.6,1.21,0.653,10
0.47,0.522,0.2395,10
0.6,1.142,0.539,10
0.37,0.25,0.1025,10
0.585,1.1135,0.5825,10
0.65,1.35,0.575,10
0.55,0.8265,0.4405,10
0.5,0.7155,0.3165,10
0.595,0.964,0.5005,10
0.615,0.9685,0.49,10
0.47,0.472,0.182,10
0.515,0.646,0.2895,10
0.61,1.214,0.5315,10
0.65,1.5055,0.6565,10
0.625,1.2255,0.5075,10
0.615,1.0265,0.4935,10
0.655,1.367,0.5835,10
0.685,1.885,0.89,10
0.575,0.7965,0.364,10
0.535,0.6845,0.2725,10
0.485,0.663,0.313,10
0.645,1.401,0.6165,10
0.66,1.558,0.755,10
0.64,1.2235,0.5215,10
0.55,0.7535,0.3285,10
0.57,0.7665,0.347,10
0.47,0.4775,0.2105,10
0.605,1.0565,0.37,10
0.63,1.1655,0.536,10
0.65,1.238,0.5495,10
0.55,0.879,0.368,10
0.615,1.129,0.4795,10
0.6,1.0645,0.4495,10
0.72,1.8275,0.919,10
0.715,2.0725,0.8655,10
0.415,0.417,0.1535,10
0.68,1.534,0.671,10
0.585,1.206,0.581,10
0.515,0.4745,0.213,10
0.6,0.837,0.37,10
0.505,0.5895,0.2635,10
0.33,0.163,0.0615,10
0.66,1.5505,0.6505,10
0.52,0.712,0.2845,10
0.715,1.7405,0.871,10
0.545,1.358,0.567,10
0.415,0.3215,0.1535,10
0.705,2.381,0.9915,10
0.565,0.8765,0.3455,10
0.71,1.3165,0.6835,10
0.635,1.3635,0.583,10
0.685,1.3845,0.6615,10
0.74,1.8725,0.9115,10
0.57,0.751,0.2825,10
0.575,1.068,0.556,10
0.655,1.274,0.586,10
0.625,1.0845,0.5005,10
0.725,2.0495,0.7735,10
0.515,0.6505,0.2495,10
0.54,0.879,0.339,10
0.615,1.0175,0.473,10
0.57,1.186,0.6355,10
0.56,0.8225,0.3685,10
0.635,1.2435,0.5805,10
0.635,1.1845,0.533,10
0.53,0.6695,0.289,10
0.65,1.567,0.7245,10
0.625,1.065,0.4865,10
0.6,1.0165,0.512,10
0.625,1.33,0.6675,10
0.635,1.3715,0.5065,10
0.535,0.879,0.295,10
0.65,1.7395,0.5715,10
0.645,1.307,0.4335,10
0.45,0.5065,0.222,10
0.54,0.619,0.2755,10
0.6,1.194,0.5625,10
0.46,0.5325,0.2085,10
0.705,2.21,1.1075,10
0.62,0.924,0.358,10
0.56,0.825,0.402,10
0.61,1.0805,0.517,10
0.695,1.8385,0.8035,10
0.6,1.1345,0.4535,10
0.63,1.362,0.5785,10
0.475,0.5305,0.2135,10
0.645,1.226,0.5885,10
0.49,0.6725,0.249,10
0.625,1.3335,0.605,10
0.51,0.6905,0.259,10
0.52,0.791,0.375,10
0.46,0.482,0.207,10
0.66,1.6275,0.594,10
0.45,0.478,0.18,10
0.54,0.7585,0.307,10
0.6,1.1345,0.492,10
0.57,0.95,0.4005,10
0.655,1.415,0.5885,10
0.58,0.7955,0.405,10
0.655,1.4245,0.6325,10
0.49,0.585,0.243,10
0.495,0.5125,0.2075,10
0.665,1.3575,0.5325,10
0.465,0.4765,0.192,10
0.575,0.858,0.449,10
0.595,0.838,0.3965,10
0.61,1,0.494,10
0.635,1.229,0.5055,10
0.625,1.2425,0.5995,10
0.575,0.892,0.4415,10
0.59,0.8855,0.388,10
0.515,0.6935,0.3115,10
0.685,1.5105,0.7385,10
0.585,0.9855,0.4325,10
0.54,0.6665,0.3125,10
0.605,1.071,0.482,10
0.52,0.5825,0.233,10
0.605,1.1155,0.479,10
0.585,0.985,0.3695,10
0.62,1.0865,0.511,10
0.585,0.885,0.4025,10
0.565,1.058,0.439,10
0.55,0.7625,0.327,10
0.65,1.281,0.5985,10
0.57,0.833,0.354,10
0.475,0.53,0.2505,10
0.58,0.8785,0.425,10
0.44,0.516,0.2155,10
0.54,0.7655,0.3265,10
0.56,0.849,0.3265,10
0.585,1.077,0.4995,10
0.525,0.8735,0.4205,10
0.72,2.103,1.0265,10
0.62,1.085,0.454,10
0.515,0.623,0.2855,10
0.67,1.5945,0.6705,10
0.4,0.3465,0.1475,10
0.63,1.3415,0.6575,10
0.42,0.4135,0.1645,10
0.58,0.8295,0.3915,10
0.555,0.7395,0.3135,10
0.615,1.219,0.564,10
0.585,0.8465,0.339,10
0.625,1.3555,0.671,10
0.575,1.116,0.509,10
0.595,0.886,0.4315,10
0.485,0.5415,0.2595,10
0.58,0.9975,0.3935,10
0.635,1.4065,0.684,10
0.35,0.174,0.0705,10
0.55,0.875,0.362,10
0.46,0.467,0.1895,10
0.58,1.0465,0.518,10
0.5,0.636,0.2535,10
0.58,1.4395,0.6715,10
0.57,0.8935,0.3145,10
0.7,1.8565,0.8445,10
0.53,0.6255,0.245,10
0.51,0.8145,0.459,10
0.565,0.831,0.4245,10
0.455,0.5725,0.1965,10
0.345,0.169,0.06,10
0.47,0.4755,0.1675,10
0.615,1.167,0.4895,10
0.755,2.0065,0.8295,10
0.635,1.1345,0.505,10
0.58,0.9115,0.446,10
0.58,0.798,0.365,10
0.66,1.337,0.615,10
0.47,0.4985,0.2095,10
0.645,1.463,0.592,10
0.63,1.2005,0.575,10
0.595,0.98,0.4115,10
0.61,1.0265,0.435,10
0.625,1.1565,0.52,10
0.51,0.8415,0.3845,10
0.58,0.9265,0.4135,10
0.4,0.2875,0.1145,10
0.615,1.2205,0.4985,10
0.58,1.0335,0.469,10
0.595,0.9365,0.434,10
0.57,1.1935,0.513,10
0.655,1.2905,0.6205,10
0.5,0.5765,0.2395,10
0.695,1.8495,0.767,10
0.62,1.0125,0.5325,10
0.62,1.0855,0.481,10
0.36,0.2165,0.096,10
0.595,1.03,0.4275,10
0.545,0.8145,0.305,10
0.645,1.2205,0.6145,10
0.715,1.89,0.95,10
0.63,1.31,0.495,10
0.4,0.287,0.1135,10
0.545,0.7285,0.302,10
0.715,1.9525,0.7645,10
0.575,1.025,0.5075,10
0.66,1.5965,0.7765,10
0.61,1.3065,0.6895,10
0.42,0.463,0.186,10
0.64,1.1145,0.508,10
0.565,0.826,0.341,10
0.705,1.866,0.929,10
0.73,1.6895,0.6555,10
0.68,1.541,0.5985,10
0.59,0.9745,0.4675,10
0.605,1.1,0.547,10
0.6,1.056,0.4575,10
0.34,0.2065,0.0725,10
0.59,1.207,0.559,10
0.45,0.349,0.119,10
0.63,1.0005,0.452,10
0.41,0.321,0.1255,10
0.55,0.656,0.257,10
0.655,1.4545,0.6,10
0.72,2.1505,1.0745,10
0.575,0.795,0.364,10
0.55,0.9205,0.381,10
0.625,1.0945,0.531,10
0.475,0.499,0.232,10
0.61,1.1185,0.478,10
0.62,1.2155,0.545,10
0.67,1.5265,0.651,10
0.615,1.1615,0.513,10
0.605,1.15,0.575,10
0.595,0.984,0.4865,10
0.55,1.205,0.543,10
0.415,0.2965,0.123,10
0.645,1.1605,0.519,10
0.62,1.148,0.5475,10
0.56,1.224,0.5565,10
0.655,1.27,0.6035,10
0.715,1.6755,0.889,10
0.645,1.2465,0.5475,10
0.52,0.581,0.2555,10
0.62,1.1045,0.535,10
0.63,1.336,0.6805,10
0.645,1.212,0.515,10
0.665,1.2475,0.4625,10
0.64,1.1,0.488,10
0.47,0.468,0.1665,10
0.415,0.3675,0.146,10
0.57,1.017,0.5265,10
0.47,0.48,0.2055,8
0.415,0.316,0.1385,8
0.545,0.7595,0.358,8
0.625,1.082,0.5785,8
0.43,0.4295,0.212,8
0.5,0.56,0.2835,8
0.58,0.888,0.41,8
0.55,0.7665,0.339,8
0.55,0.7815,0.373,8
0.435,0.3995,0.1815,8
0.575,0.8725,0.349,8
0.36,0.241,0.0865,8
0.58,1.114,0.4765,8
0.53,0.627,0.2905,8
0.385,0.3175,0.137,8
0.46,0.386,0.1805,8
0.485,0.599,0.251,8
0.55,0.8145,0.427,8
0.47,0.5805,0.266,8
0.5,0.529,0.2235,8
0.545,0.543,0.2375,8
0.62,1.012,0.477,8
0.49,0.981,0.465,8
0.41,0.326,0.1325,8
0.52,0.5825,0.2505,8
0.37,0.224,0.0815,8
0.535,0.5765,0.3595,8
0.36,0.232,0.12,8
0.495,0.553,0.224,8
0.44,0.3275,0.1495,8
0.385,0.2175,0.097,8
0.52,0.5185,0.2165,8
0.485,0.562,0.2505,8
0.54,0.686,0.3475,8
0.42,0.2865,0.115,8
0.58,1.137,0.5585,8
0.395,0.279,0.134,8
0.485,0.5215,0.2215,8
0.595,1.1005,0.5415,8
0.545,0.5945,0.27,8
0.575,0.9155,0.4005,8
0.39,0.271,0.11,8
0.47,0.4705,0.1635,8
0.39,0.2665,0.1185,8
0.545,0.7805,0.3795,8
0.575,0.983,0.486,8
0.55,0.655,0.2635,8
0.445,0.3615,0.1415,8
0.535,0.874,0.3735,8
0.445,0.358,0.1525,8
0.51,0.5395,0.2465,8
0.35,0.1785,0.0855,8
0.57,1.107,0.54,8
0.49,0.649,0.32,8
0.415,0.4015,0.199,8
0.595,0.9845,0.4525,8
0.52,0.79,0.372,8
0.42,0.354,0.1625,8
0.61,1.153,0.536,8
0.59,0.874,0.369,8
0.48,0.536,0.251,8
0.535,0.7875,0.3395,8
0.52,0.597,0.2935,8
0.55,0.84,0.375,8
0.65,1.238,0.6165,8
0.505,0.5725,0.2555,8
0.49,0.5445,0.279,8
0.57,0.794,0.3815,8
0.56,0.7235,0.349,8
0.29,0.101,0.036,8
0.485,1.029,0.4235,8
0.61,1.031,0.4375,8
0.475,0.562,0.289,8
0.45,0.46,0.174,8
0.45,0.5225,0.237,8
0.38,0.2505,0.106,8
0.375,0.2025,0.0825,8
0.6,1.05,0.457,8
0.435,0.3795,0.1495,8
0.485,0.521,0.2,8
0.47,0.587,0.264,8
0.625,1.131,0.5425,8
0.495,0.578,0.2545,8
0.43,0.3675,0.1675,8
0.475,0.7095,0.35,8
0.37,0.2225,0.093,8
0.485,0.617,0.25,8
0.45,0.4305,0.2235,8
0.545,0.8935,0.4235,8
0.44,0.364,0.148,8
0.575,0.9655,0.498,8
0.415,0.311,0.1125,8
0.47,0.487,0.1955,8
0.58,0.95,0.484,8
0.505,0.521,0.25,8
0.53,0.889,0.4055,8
0.61,1.1495,0.564,8
0.47,0.5895,0.2765,8
0.54,0.6255,0.2525,8
0.45,0.365,0.14,8
0.495,0.5755,0.31,8
0.45,0.462,0.2135,8
0.54,0.74,0.3595,8
0.555,1.1465,0.551,8
0.46,0.746,0.3005,8
0.55,0.804,0.34,8
0.335,0.192,0.0785,8
0.45,0.479,0.2125,8
0.405,0.3425,0.1785,8
0.61,1.0145,0.5315,8
0.475,0.494,0.211,8
0.505,0.5605,0.2255,8
0.5,0.5445,0.249,8
0.58,1.0025,0.547,8
0.57,0.9275,0.477,8
0.51,0.5155,0.215,8
0.575,0.897,0.4235,8
0.59,0.861,0.413,8
0.665,1.363,0.629,8
0.525,1.065,0.486,8
0.485,0.651,0.3165,8
0.555,0.7005,0.3395,8
0.4,0.3025,0.1335,8
0.515,0.5705,0.238,8
0.325,0.0995,0.0395,8
0.385,0.2755,0.1305,8
0.63,1.286,0.604,8
0.6,1.235,0.6025,8
0.49,0.4615,0.204,8
0.315,0.1435,0.053,8
0.555,0.85,0.4165,8
0.52,0.9505,0.456,8
0.345,0.2225,0.0865,8
0.69,1.7005,0.8255,8
0.56,0.837,0.414,8
0.46,0.3965,0.1485,8
0.47,0.4775,0.1885,8
0.475,0.649,0.347,8
0.6,0.9325,0.3985,8
0.6,0.9175,0.38,8
0.47,0.441,0.1525,8
0.6,0.945,0.4365,8
0.515,0.6115,0.3175,8
0.53,0.7545,0.3495,8
0.37,0.252,0.1065,8
0.49,0.8795,0.3485,8
0.625,1.1075,0.4485,8
0.645,1.144,0.5015,8
0.62,1.011,0.479,8
0.37,0.227,0.093,8
0.49,0.554,0.2935,8
0.505,0.5585,0.2575,8
0.5,0.616,0.261,8
0.58,0.8275,0.321,8
0.595,0.9,0.4175,8
0.575,1.065,0.4985,8
0.52,0.595,0.2385,8
0.355,0.168,0.05,8
0.53,0.475,0.2025,8
0.665,1.3855,0.621,8
0.64,1.0705,0.371,8
0.255,0.08,0.0315,8
0.43,0.3405,0.1395,8
0.46,0.444,0.225,8
0.325,0.152,0.0565,8
0.53,0.617,0.279,8
0.425,0.3515,0.141,8
0.515,0.834,0.367,8
0.395,0.306,0.111,8
0.48,0.5465,0.2735,8
0.525,0.608,0.297,8
0.575,0.7425,0.2895,8
0.495,0.507,0.241,8
0.525,0.724,0.3475,8
0.59,0.9895,0.4235,8
0.555,0.931,0.4445,8
0.42,0.314,0.1295,8
0.62,1.0195,0.5315,8
0.6,0.9735,0.427,8
0.59,1.1685,0.539,8
0.51,0.7665,0.3985,8
0.555,0.7495,0.341,8
0.315,0.144,0.053,8
0.51,0.769,0.3935,8
0.57,0.9875,0.504,8
0.465,0.5315,0.2725,8
0.355,0.1925,0.077,8
0.655,1.2835,0.583,8
0.55,0.964,0.5475,8
0.615,1.2525,0.585,8
0.61,1.0745,0.4925,8
0.52,0.753,0.258,8
0.495,0.589,0.3075,8
0.575,1.0305,0.4605,8
0.475,0.5185,0.268,8
0.42,0.4025,0.1855,8
0.495,0.4965,0.214,8
0.58,0.8685,0.418,8
0.63,1.278,0.637,8
0.55,0.7275,0.343,8
0.48,0.4725,0.2065,8
0.41,0.361,0.1605,8
0.47,0.582,0.29,8
0.57,0.8875,0.4315,8
0.58,0.926,0.4025,8
0.57,0.8775,0.412,8
0.465,0.5805,0.255,8
