@relation abalone

@attribute Height numeric
@attribute Whole_weight numeric
@attribute Viscera_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
0.125,0.6545,0.139,9
0.145,0.555,0.1305,9
0.155,1.084,0.209,9
0.15,0.873,0.1845,9
0.15,0.9545,0.1865,9
0.155,1.1,0.2475,9
0.18,0.903,0.2045,9
0.09,0.397,0.089,9
0.135,0.677,0.1415,9
0.13,0.5075,0.104,9
0.16,0.9895,0.195,9
0.13,0.702,0.1395,9
0.17,1.12,0.2095,9
0.14,0.559,0.135,9
0.17,1.331,0.3005,9
0.105,0.199,0.045,9
0.15,0.936,0.174,9
0.145,0.5795,0.1375,9
0.11,0.4235,0.0765,9
0.15,1.124,0.2315,9
0.125,0.4725,0.125,9
0.12,1.0535,0.2185,9
0.105,0.4925,0.1245,9
0.14,0.6765,0.1855,9
0.205,1.5335,0.3345,9
0.12,0.8115,0.1455,9
0.13,0.8625,0.155,9
0.14,0.7405,0.1775,9
0.14,0.944,0.189,9
0.17,1.2235,0.271,9
0.18,1.187,0.227,9
0.13,0.3715,0.0795,9
0.15,1.2015,0.231,9
0.13,0.674,0.141,9
0.105,0.234,0.0585,9
0.15,0.9645,0.189,9
0.17,1.082,0.2345,9
0.175,1.02,0.2145,9
0.16,1.006,0.2245,9
0.165,1.288,0.3035,9
0.185,1.4415,0.2955,9
0.125,0.78,0.188,9
0.205,1.176,0.2875,9
0.125,0.5465,0.1185,9
0.155,0.7955,0.1925,9
0.18,1.285,0.352,9
0.155,1.1775,0.269,9
0.16,1.136,0.311,9
0.105,0.271,0.0525,9
0.125,0.8965,0.1835,9
0.135,1.4405,0.191,9
0.14,1.007,0.2105,9
0.155,0.93,0.246,9
0.105,0.4525,0.103,9
0.125,0.5165,0.1145,9
0.1,0.4425,0.086,9
0.125,1.1805,0.283,9
0.015,1.1565,0.308,9
0.14,0.97,0.185,9
0.13,1.0105,0.219,9
0.115,0.218,0.0445,9
0.17,1.3205,0.345,9
0.205,1.757,0.417,9
0.15,0.844,0.185,9
0.17,0.848,0.166,9
0.095,0.306,0.0735,9
0.18,1.36,0.347,9
0.155,1.122,0.228,9
0.17,1.4005,0.3025,9
0.17,1.055,0.246,9
0.18,1.167,0.29,9
0.11,0.4585,0.0885,9
0.1,0.197,0.051,9
0.13,0.7505,0.1675,9
0.145,0.6735,0.1345,9
0.16,1.114,0.2745,9
0.14,0.9125,0.1825,9
0.175,1.273,0.302,9
0.145,0.6885,0.1515,9
0.165,1.0725,0.235,9
0.075,0.1295,0.0335,9
0.13,0.5225,0.1065,9
0.17,1.2975,0.291,9
0.12,0.5795,0.227,9
0.14,0.7345,0.1595,9
0.16,1.0315,0.2025,9
0.19,0.872,0.1725,9
0.195,1.4985,0.375,9
0.155,1.1735,0.233,9
0.145,0.898,0.2325,9
0.145,0.9525,0.195,9
0.105,0.4205,0.1035,9
0.14,0.6335,0.145,9
0.17,1.2645,0.3375,9
0.17,1.0225,0.2175,9
0.18,1.2915,0.2695,9
0.125,0.635,0.1555,9
0.14,0.687,0.1405,9
0.09,0.3215,0.075,9
0.14,0.6615,0.1625,9
0.155,0.8975,0.2325,9
0.13,0.6485,0.163,9
0.125,0.5575,0.1195,9
0.15,1.13,0.196,9
0.11,0.456,0.099,9
0.125,0.765,0.2125,9
0.115,0.3435,0.0795,9
0.15,0.92,0.212,9
0.095,0.213,0.034,9
0.13,0.6075,0.1225,9
0.175,1.5845,0.3775,9
0.105,0.401,0.083,9
0.155,0.9705,0.263,9
0.15,1.159,0.3355,9
0.125,0.5415,0.1345,9
0.11,0.5605,0.106,9
0.155,1.454,0.3105,9
0.125,0.528,0.103,9
0.18,1.2795,0.256,9
0.105,0.448,0.089,9
0.135,0.8205,0.185,9
0.16,1.022,0.2345,9
0.16,1.264,0.326,9
0.145,0.877,0.155,9
0.175,1.2935,0.317,9
0.11,0.209,0.059,9
0.15,0.853,0.2615,9
0.14,0.6215,0.1205,9
0.155,0.9685,0.261,9
0.14,0.8105,0.161,9
0.11,0.394,0.096,9
0.145,0.8875,0.22,9
0.16,1.254,0.259,9
0.16,0.8215,0.184,9
0.15,1.192,0.2595,9
0.125,0.755,0.15,9
0.145,0.9335,0.1825,9
0.16,1.204,0.2615,9
0.105,0.393,0.063,9
0.125,0.769,0.173,9
0.15,1.1345,0.2645,9
0.125,0.4865,0.1105,9
0.13,0.517,0.114,9
0.165,1.238,0.2485,9
0.135,0.6555,0.155,9
0.16,0.9505,0.2,9
0.12,0.543,0.1495,9
0.16,0.998,0.214,9
0.13,0.8255,0.202,10
0.16,1.0845,0.2355,10
0.18,1.491,0.342,10
0.155,1.129,0.24,10
0.175,1.4755,0.379,10
0.185,1.167,0.2485,10
0.16,1.194,0.3045,10
0.175,1.35,0.3155,10
0.16,1.112,0.228,10
0.14,0.7605,0.167,10
0.155,0.699,0.1595,10
0.17,1.431,0.309,10
0.155,0.826,0.2055,10
0.17,1.255,0.2415,10
0.16,1.0565,0.2355,10
0.15,0.9665,0.2,10
0.175,1.415,0.3725,10
0.19,1.406,0.342,10
0.175,1.2155,0.253,10
0.125,0.5585,0.126,10
0.15,1.15,0.232,10
0.115,0.2705,0.066,10
0.18,1.14,0.2575,10
0.155,0.81,0.111,10
0.14,0.846,0.1715,10
0.155,0.892,0.176,10
0.19,1.885,0.41,10
0.14,0.8295,0.165,10
0.18,1.233,0.274,10
0.175,1.3325,0.271,10
0.175,1.065,0.259,10
0.145,0.795,0.1505,10
0.155,0.873,0.249,10
0.165,1.043,0.221,10
0.14,0.5725,0.1415,10
0.155,0.986,0.2255,10
0.155,1.168,0.239,10
0.145,0.6845,0.171,10
0.2,1.9965,0.469,10
0.18,1.223,0.2975,10
0.14,0.8025,0.1635,10
0.115,0.478,0.1185,10
0.195,1.4535,0.391,10
0.145,1.1155,0.238,10
0.14,0.699,0.129,10
0.125,0.799,0.2,10
0.195,1.3585,0.3365,10
0.145,1.022,0.268,10
0.18,1.2565,0.292,10
0.165,1.0855,0.2575,10
0.145,0.89,0.171,10
0.215,1.9125,0.4385,10
0.14,0.838,0.194,10
0.16,0.712,0.153,10
0.08,0.1295,0.026,10
0.12,0.563,0.1205,10
0.09,0.163,0.034,10
0.105,0.287,0.037,10
0.155,1.0165,0.2465,10
0.125,0.458,0.111,10
0.11,0.407,0.073,10
0.17,1.139,0.282,10
0.16,0.8935,0.2575,10
0.195,1.3135,0.2565,10
0.15,0.636,0.145,10
0.165,1.205,0.294,10
0.155,0.974,0.23,10
0.175,1.348,0.2605,10
0.18,1.247,0.2925,10
0.18,1.6615,0.3645,10
0.105,0.402,0.0955,10
0.19,1.1255,0.247,10
0.17,1.1,0.2485,10
0.165,1.148,0.214,10
0.155,0.8785,0.1685,10
0.105,0.441,0.0865,10
0.12,0.8765,0.18,10
0.15,0.813,0.2015,10
0.11,0.286,0.0635,10
0.14,0.7995,0.1905,10
0.175,1.2355,0.3085,10
0.13,1.0105,0.222,10
0.185,1.1565,0.2405,10
0.14,0.737,0.1405,10
0.135,0.663,0.137,10
0.145,0.791,0.189,10
0.14,0.5725,0.1325,10
0.145,0.953,0.2685,10
0.17,0.985,0.2395,10
0.175,1.2905,0.2965,10
0.175,1.3375,0.308,10
0.145,0.833,0.144,10
0.155,1.116,0.238,10
0.515,2.21,0.4865,10
0.135,0.522,0.1525,10
0.1,0.2875,0.0635,10
0.16,1.7395,0.2785,10
0.11,0.406,0.081,10
0.215,2.1945,0.482,10
0.145,1.0605,0.2195,10
0.145,0.751,0.2195,10
0.175,1.4105,0.322,10
0.17,0.6805,0.174,10
0.125,0.657,0.1505,10
0.14,0.6665,0.138,10
0.205,2.173,0.4665,10
0.19,1.4245,0.333,10
0.175,1.3805,0.2985,10
0.12,0.474,0.1065,10
0.15,1.098,0.222,10
0.12,0.817,0.153,10
0.185,1.463,0.3905,10
0.135,0.924,0.2265,10
0.2,1.8275,0.366,10
0.18,1.0815,0.254,10
0.18,1.1155,0.2565,10
0.15,0.6755,0.1465,10
0.15,1.212,0.2055,10
0.135,0.8715,0.162,10
0.135,0.849,0.221,10
0.155,0.983,0.228,10
0.175,1.2635,0.315,10
0.165,1.1345,0.27,10
0.155,1.2015,0.3865,10
0.135,0.7125,0.152,10
0.09,0.197,0.041,10
0.15,1.079,0.2835,10
0.19,1.5955,0.331,10
0.18,1.274,0.281,10
0.15,1.206,0.216,10
0.185,1.3065,0.2915,10
0.17,1.1345,0.254,10
0.15,0.9205,0.2435,10
0.195,1.658,0.3615,10
0.18,1.0645,0.2455,10
0.13,0.7535,0.1755,10
0.145,1.265,0.299,10
0.175,1.5245,0.326,10
0.08,1.042,0.1755,10
0.175,1.103,0.3095,10
0.185,1.5055,0.341,10
0.17,1.37,0.283,10
0.155,1.004,0.193,10
0.14,0.6505,0.141,10
0.085,0.174,0.0345,10
0.21,1.548,0.3525,10
0.145,0.9745,0.207,10
0.175,1.2645,0.3065,10
0.15,1.1015,0.243,10
0.15,0.6265,0.1665,10
0.1,0.216,0.037,10
0.175,1.466,0.3045,10
0.17,1.1295,0.2555,10
0.15,0.9335,0.247,10
0.155,1.224,0.3225,10
0.19,1.558,0.298,10
0.165,1.3115,0.2555,10
0.15,1.12,0.2465,10
0.095,0.2225,0.043,10
0.11,0.7935,0.142,10
0.16,0.8105,0.1795,10
0.14,0.724,0.1675,10
0.185,1.1785,0.2975,10
0.105,0.4745,0.123,10
0.135,0.556,0.1315,10
0.15,0.8315,0.187,10
0.15,1.2475,0.2955,10
0.19,1.533,0.4055,10
0.15,0.7585,0.2075,10
0.18,1.31,0.295,10
0.155,1.049,0.231,10
0.175,1.7585,0.3615,10
0.16,0.86,0.1935,10
0.155,1.2205,0.236,10
0.17,1.1835,0.2365,10
0.14,0.6515,0.1665,10
0.135,0.6255,0.1455,10
0.21,1.9875,0.419,10
0.13,0.5265,0.1185,10
0.1,0.25,0.0505,10
0.155,1.534,0.379,10
0.185,1.1095,0.245,10
0.165,1.545,0.3775,10
0.145,1.1345,0.2655,10
0.195,1.6275,0.3595,10
0.15,0.99,0.2195,10
0.19,0.6855,0.163,10
0.195,1.34,0.3255,10
0.23,2.0725,0.4095,10
0.16,1.0505,0.234,10
0.17,1.3525,0.278,10
0.13,0.5415,0.096,10
0.1,0.3675,0.1015,10
0.13,0.5175,0.1165,10
0.175,1.0145,0.271,10
0.15,0.7285,0.1315,10
0.16,1.2075,0.2695,10
0.165,1.367,0.3515,10
0.145,0.8045,0.1725,10
0.135,0.7775,0.1715,10
0.135,0.879,0.2095,10
0.145,0.8815,0.206,10
0.125,0.6695,0.151,10
0.22,1.866,0.3835,10
0.15,0.8415,0.156,10
0.14,0.7615,0.1535,10
0.145,0.876,0.1615,10
0.1,0.4755,0.0805,10
0.14,0.9265,0.1845,10
0.155,1.8495,0.442,10
0.15,1.1345,0.2525,10
0.14,0.871,0.211,10
0.155,0.8855,0.188,10
0.145,0.712,0.152,10
0.065,0.179,0.0385,10
0.165,1.233,0.2315,10
0.155,0.8075,0.148,10
0.19,1.2395,0.2385,10
0.175,1.8385,0.396,10
0.15,1.065,0.199,10
0.155,1.262,0.2455,10
0.15,1.238,0.296,10
0.17,1.567,0.349,10
0.145,0.8815,0.1955,10
0.15,1.376,0.361,10
0.12,0.547,0.1615,10
0.155,1.0455,0.24,10
0.13,0.4195,0.1155,10
0.135,0.857,0.147,10
0.175,1.362,0.2615,10
0.155,1.195,0.2565,10
0.175,1.3345,0.2665,10
0.19,1.1655,0.2115,10
0.105,0.468,0.108,10
0.195,1.5505,0.3295,10
0.18,1.3135,0.2995,10
0.195,1.42,0.368,10
0.175,1.3585,0.294,10
0.165,1.1135,0.2345,10
0.16,1.0235,0.268,10
0.125,0.516,0.114,10
0.16,1.077,0.2875,10
0.16,1.309,0.2945,10
0.175,0.982,0.2495,10
0.205,2.0065,0.4015,10
0.15,0.5325,0.1805,10
0.125,0.549,0.1075,10
0.175,0.754,0.1775,10
0.14,1.096,0.2165,10
0.165,1.128,0.2195,10
0.175,1.583,0.3505,10
0.125,0.5615,0.137,10
0.14,0.6905,0.151,10
0.19,1.0805,0.2495,10
0.175,1.482,0.2925,10
0.175,1.1435,0.2475,10
0.15,0.976,0.2055,10
0.16,1.0175,0.2395,10
0.15,0.7915,0.176,10
0.155,0.984,0.184,10
0.18,1.5175,0.302,10
0.14,0.8145,0.231,10
0.2,1.5945,0.3845,10
0.14,0.972,0.255,10
0.14,0.6955,0.16,10
0.165,1.519,0.3685,10
0.14,0.977,0.2025,10
0.16,1.1115,0.2785,10
0.17,0.9605,0.2225,10
0.15,1.0465,0.2185,10
0.165,1.409,0.229,10
0.18,1.5965,0.397,10
0.16,1.1575,0.2495,10
0.16,1.122,0.256,10
0.135,0.495,0.117,10
0.175,1.1105,0.268,10
0.14,0.913,0.2205,10
0.17,1.054,0.228,10
0.175,1.546,0.365,10
0.185,1.375,0.384,10
0.135,0.9185,0.2015,10
0.16,1.1155,0.223,10
0.155,1.566,0.339,10
0.11,0.4415,0.1035,10
0.205,2.381,0.5005,10
0.185,1.679,0.4015,10
0.13,0.6375,0.1445,10
0.145,1.1145,0.24,10
0.13,0.623,0.1285,10
0.11,0.619,0.15,10
0.165,2.0165,0.418,10
0.175,1.2435,0.313,10
0.175,1.394,0.291,10
0.15,0.98,0.196,10
0.17,1.2155,0.2045,10
0.15,0.886,0.201,10
0.165,1.27,0.262,10
0.185,0.922,0.213,10
0.15,1.049,0.1935,10
0.195,1.39,0.2945,10
0.135,0.9365,0.184,10
0.17,0.879,0.208,10
0.19,1.4545,0.3865,10
0.13,0.6905,0.179,10
0.175,1.361,0.2815,10
0.155,1.1935,0.21,10
0.175,1.2075,0.262,10
0.11,0.321,0.0655,10
0.17,1.137,0.29,10
0.16,1.0145,0.164,10
0.17,1.48,0.324,10
0.125,0.655,0.1725,10
0.175,1.0565,0.258,10
0.14,0.7535,0.1555,10
0.16,1.142,0.225,10
0.14,1.0305,0.217,10
0.155,1.4025,0.2655,10
0.125,0.6985,0.1625,10
0.115,0.5895,0.12,10
0.145,0.9855,0.2145,10
0.15,0.858,0.166,10
0.13,0.798,0.173,10
0.165,1.205,0.3105,10
0.165,1.071,0.1935,10
0.2,1.358,0.318,10
0.12,0.515,0.108,10
0.175,0.869,0.1825,10
0.15,0.6855,0.145,10
0.065,0.205,0.0465,10
0.145,1.181,0.229,10
0.13,1.058,0.2645,10
0.125,0.5765,0.126,10
0.185,1.017,0.2,10
0.15,1.3435,0.2605,10
0.145,0.8465,0.167,10
0.16,0.8645,0.2075,10
0.145,0.6725,0.181,10
0.185,1.4065,0.3,10
0.185,1.185,0.2015,10
0.19,1.3715,0.305,10
0.15,1.0145,0.2015,10
0.135,0.992,0.2225,10
0.13,0.9685,0.182,10
0.17,1.337,0.3125,10
0.195,2.1505,0.382,10
0.19,1.6015,0.365,10
0.15,1.012,0.2115,10
0.165,1.4465,0.298,10
0.165,1.207,0.235,10
0.155,0.7845,0.169,10
0.155,0.8715,0.215,10
0.17,0.873,0.183,10
0.175,1.6525,0.3365,10
0.205,2.165,0.525,10
0.195,1.401,0.3515,10
0.18,1.389,0.324,10
0.1,0.2715,0.0325,10
0.19,1.519,0.388,10
0.135,0.482,0.1225,10
0.23,2.003,0.4045,10
0.165,1.374,0.351,10
0.165,0.717,0.1745,10
0.16,0.7715,0.1455,10
0.11,0.2965,0.057,10
0.165,1.1615,0.301,10
0.145,1.1185,0.2945,10
0.16,1.068,0.214,10
0.1,0.228,0.0675,10
0.225,1.336,0.259,10
0.13,0.472,0.114,10
0.185,1.622,0.3225,10
0.19,1.764,0.377,10
0.205,1.4415,0.2775,10
0.125,0.9115,0.2075,10
0.13,0.4135,0.106,10
0.15,0.875,0.1755,10
0.185,0.985,0.2175,10
0.14,0.7655,0.116,10
0.185,1.2205,0.315,10
0.105,0.257,0.051,10
0.135,0.807,0.176,10
0.155,1.1,0.2665,10
0.175,0.966,0.2455,10
0.165,0.9975,0.242,10
0.145,1.085,0.2445,10
0.09,0.241,0.045,10
0.135,0.8285,0.1655,10
0.12,0.388,0.087,10
0.15,1.0265,0.201,10
0.17,1.056,0.2435,10
0.155,0.9995,0.1985,10
0.14,0.825,0.139,10
0.105,0.4665,0.1015,10
0.12,0.5305,0.1155,10
0.18,1.1795,0.2775,10
0.105,0.488,0.0845,10
0.16,1.2465,0.327,10
0.1,0.3215,0.0595,10
0.13,0.722,0.131,10
0.17,1.5105,0.3525,10
0.175,1.9525,0.4185,10
0.185,1.74,0.3715,10
0.13,0.8145,0.1715,10
0.15,1.0945,0.261,10
0.155,1.4395,0.273,10
0.13,0.5825,0.1365,10
0.105,0.3625,0.0705,10
0.19,1.6755,0.313,10
0.14,0.8145,0.1965,10
0.155,0.702,0.167,10
0.105,0.3605,0.082,10
0.135,0.7575,0.216,10
0.115,0.499,0.0885,10
0.15,0.922,0.194,10
0.11,0.4385,0.098,10
0.155,1.085,0.1965,10
0.185,1.04,0.265,10
0.185,1.7715,0.331,10
0.115,0.4825,0.1035,10
0.135,0.6615,0.2095,10
0.125,0.654,0.1315,10
0.13,0.805,0.2155,10
0.115,0.4335,0.1205,10
0.165,1.262,0.318,10
0.14,0.417,0.1015,10
0.09,0.3795,0.074,10
0.16,0.7465,0.1515,10
0.14,0.5185,0.1265,10
0.17,1.3555,0.268,10
0.09,0.207,0.0435,10
0.16,1,0.197,10
0.185,1.171,0.2535,10
0.185,1.362,0.3125,10
0.125,0.588,0.1715,10
0.125,0.5785,0.085,10
0.11,0.3105,0.074,10
0.105,0.3265,0.0785,10
0.16,1.243,0.275,10
0.145,0.911,0.2145,10
0.165,0.925,0.185,10
0.125,0.6565,0.1835,10
0.17,1.3715,0.307,10
0.09,0.2165,0.037,10
0.14,0.9755,0.206,10
0.17,1.1935,0.2695,10
0.115,0.2595,0.0515,10
0.165,1.2615,0.277,10
0.115,0.3465,0.0695,10
0.135,0.7965,0.196,10
0.165,1.327,0.3015,10
0.13,0.7665,0.1785,10
0.155,1.0005,0.252,10
0.185,1.761,0.3725,10
0.145,0.95,0.2235,10
0.175,1.8565,0.3935,10
0.15,1.1605,0.2615,10
0.15,0.8765,0.1925,10
0.175,0.874,0.202,10
0.165,1.2255,0.296,10
0.22,2.0495,0.4405,10
0.125,0.349,0.1055,10
0.12,0.53,0.0975,10
0.09,0.163,0.037,10
0.165,1.115,0.273,10
0.165,0.7565,0.17,10
0.16,1.3335,0.2875,10
0.145,0.9055,0.2355,10
0.085,0.1835,0.046,10
0.14,0.585,0.115,10
0.17,1.088,0.2475,10
0.2,1.489,0.3795,10
0.125,0.5815,0.1265,10
0.195,1.226,0.2215,10
0.165,1.675,0.4095,10
0.15,0.6725,0.1335,10
0.135,0.656,0.17,10
0.155,1.3845,0.2145,10
0.175,1.2365,0.2455,10
0.155,1.3575,0.3045,10
0.115,0.457,0.0855,10
0.14,0.6935,0.152,10
0.165,1.0125,0.4365,10
0.15,1.11,0.228,10
0.205,1.5805,0.287,10
0.145,0.741,0.1435,10
0.15,1.1845,0.307,10
0.155,0.7395,0.1435,10
0.175,1.382,0.2325,10
0.13,0.7205,0.169,10
0.155,1.016,0.1855,10
0.18,1.6895,0.1965,10
0.145,0.705,0.1365,10
0.17,1.3695,0.3055,10
0.12,0.4775,0.1055,10
0.1,0.451,0.087,10
0.2,1.89,0.436,10
0.145,0.6345,0.1625,10
0.21,1.51,0.4095,10
0.2,1.219,0.227,10
0.135,0.7955,0.167,10
0.18,0.8265,0.159,10
0.175,1.4465,0.33,10
0.185,1.2425,0.248,10
0.21,2.2355,0.463,10
0.145,0.7905,0.1645,10
0.17,1.0565,0.272,10
0.14,0.824,0.1765,10
0.17,1.1315,0.272,10
0.175,1.2895,0.2765,10
0.18,1.7405,0.347,10
0.095,0.2245,0.054,10
0.12,0.7005,0.1105,10
0.19,1.363,0.362,10
0.16,1.1295,0.2685,10
0.17,1.1045,0.25,10
0.13,0.7455,0.1355,10
0.085,0.297,0.0705,10
0.155,1.33,0.259,10
0.175,1.3405,0.283,10
0.14,0.7655,0.14,10
0.18,1.8725,0.427,10
0.155,1.0595,0.24,10
0.145,0.8895,0.1715,10
0.13,0.8395,0.1955,10
0.13,0.458,0.113,10
0.155,1.21,0.1695,10
0.15,0.831,0.1735,10
0.17,1.0425,0.24,10
0.14,0.4985,0.1225,10
0.145,0.7955,0.1795,10
0.11,0.2335,0.0525,10
0.18,1.52,0.325,10
0.195,1.281,0.246,10
0.125,0.6675,0.1315,10
0.17,0.879,0.1965,10
0.17,1.129,0.302,10
0.185,1.541,0.395,10
0.125,0.314,0.0555,10
0.165,1.167,0.2955,10
0.13,0.2765,0.057,10
0.13,0.3675,0.0885,10
0.165,0.875,0.18,10
0.17,1.564,0.394,10
0.165,0.9575,0.1945,10
0.2,1.872,0.4015,10
0.165,1.307,0.262,10
0.16,1.0725,0.2515,10
0.175,1.5265,0.4475,10
0.165,1.369,0.3415,10
0.195,1.382,0.3175,10
0.17,1.0265,0.2335,10
0.175,1.214,0.2835,10
0.135,0.8445,0.21,10
0.08,0.169,0.0425,10
0.135,0.964,0.1715,10
0.175,1.3415,0.262,10
0.155,1.0335,0.2225,10
0.155,1.115,0.2115,10
0.165,0.885,0.1625,10
0.155,0.8725,0.187,10
0.225,1.587,0.2995,10
0.15,1.293,0.3135,10
0.19,1.1345,0.2595,10
0.14,0.837,0.177,10
0.175,1.0165,0.214,10
0.115,0.581,0.156,10
0.135,0.879,0.2165,10
0.14,0.9175,0.1975,10
0.175,1.2815,0.2385,10
0.15,1.3165,0.2815,10
0.14,0.8745,0.165,8
0.12,0.536,0.114,8
0.11,0.494,0.109,8
0.135,0.5395,0.133,8
0.095,0.3615,0.0785,8
0.15,0.625,0.119,8
0.145,1.137,0.22,8
0.11,0.411,0.0935,8
0.13,1.082,0.2045,8
0.1,0.2505,0.0535,8
0.14,0.627,0.1165,8
0.13,0.728,0.1435,8
0.11,0.5785,0.16,8
0.135,0.7715,0.148,8
0.12,0.5965,0.139,8
0.14,0.834,0.2,8
0.11,0.4895,0.107,8
0.145,0.9205,0.2275,8
0.145,0.85,0.1685,8
0.12,0.378,0.0825,8
0.17,1.1915,0.2395,8
0.085,0.2605,0.0595,8
0.115,0.4725,0.112,8
0.165,0.9155,0.2465,8
0.13,0.5535,0.112,8
0.15,1.1495,0.274,8
0.145,0.5,0.148,8
0.12,0.582,0.092,8
0.14,1.011,0.2385,8
0.115,0.475,0.101,8
0.15,0.8495,0.232,8
0.185,1.71,0.3855,8
0.155,1.012,0.236,8
0.165,1.2435,0.2675,8
0.14,0.6385,0.1405,8
0.145,0.888,0.1815,8
0.1,0.4775,0.0885,8
0.16,1.146,0.246,8
0.125,0.4785,0.1045,8
0.125,0.7575,0.151,8
0.13,0.6455,0.1245,8
0.11,0.6275,0.126,8
0.17,1.275,0.303,8
0.125,0.583,0.132,8
0.12,0.58,0.1315,8
0.16,1.0115,0.2615,8
0.09,0.1785,0.0305,8
0.07,0.152,0.0305,8
0.135,0.5285,0.123,8
0.175,0.753,0.171,8
0.14,0.7165,0.1595,8
0.125,0.5225,0.104,8
0.125,0.6115,0.1265,8
0.105,0.5525,0.127,8
0.11,0.2925,0.0635,8
0.085,0.201,0.053,8
0.095,0.378,0.08,8
0.11,0.931,0.171,8
0.135,0.926,0.208,8
0.115,0.369,0.071,8
0.12,0.2995,0.068,8
0.14,0.8275,0.1855,8
0.115,0.5755,0.1145,8
0.155,1.029,0.2285,8
0.145,0.939,0.196,8
0.14,0.765,0.15,8
0.105,0.4055,0.092,8
0.185,1.2065,0.29,8
0.135,0.624,0.1285,8
0.115,0.5155,0.1135,8
0.1,0.2865,0.0735,8
0.12,0.589,0.1215,8
0.15,0.9795,0.205,8
0.11,0.3675,0.102,8
0.125,0.609,0.096,8
0.125,0.649,0.124,8
0.135,0.617,0.1345,8
0.12,0.4935,0.1175,8
0.135,0.6335,0.1295,8
0.175,1.561,0.3555,8
0.115,0.4755,0.105,8
0.105,0.259,0.038,8
0.08,0.2025,0.048,8
0.09,0.312,0.06,8
0.165,0.9845,0.207,8
0.105,0.4795,0.124,8
0.145,0.974,0.236,8
0.14,0.874,0.229,8
0.14,0.84,0.218,8
0.13,0.7715,0.16,8
0.085,0.22,0.06,8
0.13,0.6975,0.1665,8
0.15,1.1025,0.262,8
0.14,1.031,0.2615,8
0.14,0.6615,0.1755,8
0.15,0.838,0.146,8
0.12,0.616,0.143,8
0.125,0.4715,0.091,8
0.125,0.964,0.159,8
0.18,1.2495,0.27,8
0.145,0.845,0.1635,8
0.145,0.7865,0.1815,8
0.125,0.812,0.1705,8
0.1,0.439,0.099,8
0.1,0.3,0.0575,8
0.15,0.889,0.2275,8
0.12,0.608,0.1395,8
0.11,0.597,0.1155,8
0.145,0.7815,0.16,8
0.125,0.456,0.0955,8
0.15,0.5765,0.135,8
0.135,0.8435,0.1995,8
0.14,0.7165,0.1595,8
0.15,0.685,0.131,8
0.125,0.6795,0.1395,8
0.19,1.403,0.2925,8
0.12,0.4565,0.092,8
0.15,0.8335,0.1925,8
0.08,0.0995,0.0225,8
0.1,0.3405,0.0665,8
0.155,1.332,0.2835,8
0.16,1.0745,0.236,8
0.165,0.804,0.194,8
0.12,0.6125,0.1365,8
0.095,0.2,0.056,8
0.115,0.406,0.0935,8
0.1,0.5115,0.1005,8
0.12,0.441,0.0885,8
0.1,0.5035,0.091,8
0.125,0.5605,0.1435,8
0.14,0.6955,0.129,8
0.13,0.4655,0.1045,8
0.15,1.0835,0.231,8
0.11,0.4495,0.102,8
0.105,0.5205,0.123,8
0.075,0.196,0.04,8
0.105,0.468,0.1115,8
0.125,0.738,0.1895,8
0.135,0.5095,0.1165,8
0.085,0.6435,0.103,8
0.12,0.8685,0.1475,8
0.085,0.2505,0.061,8
0.125,0.585,0.1235,8
0.165,1.3855,0.302,8
0.12,0.578,0.12,8
0.105,0.2665,0.0525,8
0.155,0.9735,0.2045,8
0.15,0.834,0.1515,8
0.12,0.5315,0.097,8
0.125,0.547,0.1105,8
0.11,0.4155,0.076,8
0.145,0.87,0.2195,8
0.145,0.8775,0.217,8
0.13,0.5345,0.122,8
0.16,1.363,0.279,8
0.11,0.514,0.1045,8
0.16,0.985,0.201,8
0.145,0.6965,0.1535,8
0.125,0.5545,0.1295,8
0.09,0.168,0.041,8
0.09,0.3245,0.073,8
0.08,0.2105,0.042,8
0.165,0.8935,0.2195,8
0.105,0.284,0.0595,8
0.125,0.533,0.106,8
0.14,0.772,0.19,8
0.095,0.3245,0.064,8
0.095,0.3425,0.064,8
0.14,0.5065,0.088,8
0.125,0.559,0.139,8
0.12,0.529,0.123,8
0.125,0.4045,0.07,8
0.195,0.9965,0.247,8
0.12,0.4965,0.1045,8
0.14,0.622,0.1455,8
0.155,0.945,0.2085,8
0.15,0.906,0.23,8
0.125,0.649,0.136,8
0.095,0.3275,0.059,8
0.115,0.4405,0.085,8
0.145,0.884,0.1905,8
0.155,1.2,0.32,8
0.095,0.311,0.0625,8
0.115,0.776,0.1845,8
0.12,0.543,0.1155,8
0.135,0.3975,0.0945,8
0.16,1.1125,0.2445,8
0.145,0.852,0.1885,8
0.115,0.487,0.127,8
0.125,0.617,0.127,8
0.13,0.648,0.133,8
0.11,0.554,0.1005,8
0.13,0.664,0.163,8
0.12,0.4015,0.087,8
0.145,1.063,0.2445,8
0.15,1.0705,0.2705,8
0.135,0.4775,0.09,8
0.1,0.2225,0.026,8
0.145,0.796,0.1815,8
0.115,0.486,0.0655,8
0.15,1.107,0.255,8
0.14,1.175,0.2435,8
0.13,0.5305,0.127,8
0.135,0.8215,0.196,8
0.115,0.4615,0.0945,8
0.15,0.928,0.183,8
