@relation abalone

@attribute Diameter numeric
@attribute Shell_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
0.465,0.2845,10
0.435,0.32,10
0.49,0.491,10
0.535,0.424,10
0.31,0.0995,10
0.545,0.43,10
0.45,0.2575,10
0.51,0.4505,10
0.48,0.3375,10
0.44,0.242,10
0.44,0.2605,10
0.52,0.345,10
0.485,0.34,10
0.45,0.2935,10
0.38,0.174,10
0.45,0.236,10
0.4,0.2875,10
0.445,0.2695,10
0.515,0.358,10
0.34,0.12,10
0.405,0.215,10
0.485,0.3075,10
0.49,0.28,10
0.58,0.5375,10
0.46,0.275,10
0.47,0.2675,10
0.445,0.237,10
0.235,0.055,10
0.37,0.145,10
0.36,0.19,10
0.525,0.4275,10
0.475,0.291,10
0.475,0.265,10
0.225,0.045,10
0.46,0.3085,10
0.485,0.355,10
0.26,0.0765,10
0.475,0.37,10
0.475,0.259,10
0.49,0.405,10
0.295,0.08,10
0.445,0.236,10
0.545,0.506,10
0.36,0.165,10
0.465,0.33,10
0.47,0.287,10
0.29,0.085,10
0.455,0.269,10
0.49,0.305,10
0.52,0.4125,10
0.37,0.155,10
0.455,0.271,10
0.415,0.255,10
0.38,0.145,10
0.385,0.2365,10
0.455,0.223,10
0.575,0.585,10
0.325,0.209,10
0.325,0.105,10
0.525,0.4305,10
0.495,0.3185,10
0.57,0.435,10
0.39,0.17,10
0.42,0.4095,10
0.33,0.125,10
0.455,0.258,10
0.47,0.28,10
0.5,0.384,10
0.41,0.2,10
0.45,0.2215,10
0.46,0.32,10
0.255,0.06,10
0.51,0.403,10
0.375,0.2215,10
0.42,0.1825,10
0.475,0.337,10
0.46,0.345,10
0.375,0.12,10
0.315,0.095,10
0.44,0.2735,10
0.435,0.194,10
0.525,0.421,10
0.46,0.236,10
0.48,0.3885,10
0.47,0.315,10
0.505,0.52,10
0.445,0.3,10
0.475,0.297,10
0.52,0.383,10
0.44,0.3265,10
0.545,0.378,10
0.365,0.1625,10
0.435,0.205,10
0.275,0.085,10
0.45,0.217,10
0.475,0.278,10
0.46,0.295,10
0.46,0.238,10
0.44,0.285,10
0.36,0.16,10
0.48,0.347,10
0.295,0.085,10
0.585,0.565,10
0.5,0.28,10
0.5,0.305,10
0.495,0.295,10
0.585,0.413,10
0.45,0.2875,10
0.495,0.365,10
0.45,0.215,10
0.535,0.4075,10
0.55,0.4175,10
0.31,0.095,10
0.505,0.326,10
0.49,0.3105,10
0.38,0.3345,10
0.45,0.2595,10
0.44,0.2575,10
0.385,0.175,10
0.485,0.315,10
0.525,0.3985,10
0.48,0.305,10
0.5,0.31,10
0.45,0.213,10
0.405,0.1455,10
0.505,0.335,10
0.525,0.43,10
0.55,0.655,10
0.48,0.325,10
0.305,0.1,10
0.51,0.391,10
0.525,0.477,10
0.505,0.345,10
0.475,0.3665,10
0.34,0.125,10
0.425,0.2425,10
0.355,0.14,10
0.435,0.275,10
0.545,0.495,10
0.475,0.3205,10
0.43,0.245,10
0.475,0.309,10
0.535,0.49,10
0.4,0.195,10
0.385,0.172,10
0.435,0.24,10
0.42,0.192,10
0.45,0.305,10
0.45,0.263,10
0.455,0.2615,10
0.455,0.2765,10
0.385,0.1815,10
0.54,0.435,10
0.55,0.365,10
0.4,0.195,10
0.505,0.396,10
0.365,0.276,10
0.375,0.17,10
0.515,0.3535,10
0.335,0.12,10
0.535,0.344,10
0.495,0.485,10
0.405,0.21,10
0.405,0.21,10
0.49,0.35,10
0.48,0.317,10
0.45,0.2665,10
0.51,0.4055,10
0.415,0.2765,10
0.525,0.3605,10
0.5,0.3315,10
0.52,0.4,10
0.475,0.349,10
0.425,0.2225,10
0.475,0.33,10
0.4,0.22,10
0.415,0.199,10
0.48,0.31,10
0.465,0.2255,10
0.425,0.2645,10
0.38,0.155,10
0.445,0.2475,10
0.45,0.343,10
0.45,0.307,10
0.465,0.27,10
0.475,0.266,10
0.265,0.065,10
0.275,0.085,10
0.455,0.315,10
0.47,0.265,10
0.36,0.16,10
0.36,0.147,10
0.505,0.335,10
0.35,0.135,10
0.27,0.075,10
0.42,0.344,10
0.44,0.2735,10
0.55,0.4895,10
0.53,0.34,10
0.415,0.285,10
0.505,0.3535,10
0.425,0.239,10
0.48,0.285,10
0.505,0.345,10
0.28,0.075,10
0.47,0.277,10
0.275,0.07,10
0.48,0.3385,10
0.42,0.38,10
0.375,0.167,10
0.26,0.06,10
0.455,0.265,10
0.495,0.32,10
0.375,0.155,10
0.485,0.3175,10
0.36,0.165,10
0.415,0.236,10
0.44,0.245,10
0.53,0.401,10
0.42,0.235,10
0.42,0.275,10
0.26,0.06,10
0.53,0.48,10
0.5,0.295,10
0.51,0.342,10
0.37,0.175,10
0.48,0.33,10
0.53,0.405,10
0.45,0.25,10
0.475,0.2895,10
0.515,0.41,10
0.555,0.4935,10
0.46,0.2745,10
0.415,0.1765,10
0.46,0.275,10
0.45,0.2965,10
0.355,0.1505,10
0.405,0.205,10
0.51,0.3965,10
0.43,0.225,10
0.275,0.07,10
0.415,0.2,10
0.475,0.379,10
0.475,0.2725,10
0.55,0.435,10
0.46,0.2985,10
0.5,0.3595,10
0.505,0.39,10
0.435,0.259,10
0.45,0.25,10
0.475,0.285,10
0.44,0.3,10
0.52,0.3825,10
0.325,0.12,10
0.55,0.5215,10
0.54,0.365,10
0.46,0.255,10
0.46,0.305,10
0.47,0.295,10
0.485,0.355,10
0.455,0.3,10
0.425,0.235,10
0.41,0.205,10
0.38,0.185,10
0.425,0.195,10
0.425,0.225,10
0.52,0.374,10
0.43,0.219,10
0.475,0.28,10
0.45,0.308,10
0.51,0.375,10
0.265,0.0735,10
0.5,0.355,10
0.475,0.3985,10
0.47,0.305,10
0.475,0.3745,10
0.465,0.263,10
0.51,0.322,10
0.47,0.305,10
0.485,0.296,10
0.365,0.155,10
0.465,0.23,10
0.43,0.225,10
0.44,0.26,10
0.49,0.3455,10
0.42,0.2175,10
0.455,0.333,8
0.325,0.1065,8
0.54,0.4325,8
0.32,0.1,8
0.325,0.115,8
0.435,0.1205,8
0.3,0.085,8
0.405,0.185,8
0.38,0.185,8
0.435,0.275,8
0.37,0.163,8
0.42,0.223,8
0.36,0.155,8
0.365,0.1365,8
0.345,0.126,8
0.285,0.08,8
0.45,0.21,8
0.385,0.1725,8
0.45,0.2605,8
0.355,0.2825,8
0.355,0.12,8
0.445,0.2785,8
0.48,0.27,8
0.34,0.1315,8
0.42,0.1985,8
0.35,0.131,8
0.405,0.18,8
0.4,0.19,8
0.325,0.1155,8
0.39,0.169,8
0.415,0.2875,8
0.32,0.1,8
0.475,0.315,8
0.33,0.129,8
0.275,0.07,8
0.46,0.2,8
0.43,0.2175,8
0.435,0.227,8
0.39,0.156,8
0.325,0.103,8
0.4,0.1785,8
0.41,0.1955,8
0.425,0.21,8
0.355,0.125,8
0.5,0.32,8
0.325,0.0925,8
0.335,0.12,8
0.44,0.245,8
0.28,0.064,8
0.39,0.1555,8
0.355,0.135,8
0.38,0.167,8
0.355,0.145,8
0.365,0.146,8
0.455,0.268,8
0.385,0.15,8
0.355,0.14,8
0.34,0.125,8
0.325,0.095,8
0.485,0.215,8
0.395,0.17,8
0.315,0.11,8
0.4,0.2055,8
0.5,0.25,8
0.425,0.202,8
0.47,0.28,8
0.38,0.166,8
0.48,0.29,8
0.44,0.185,8
0.345,0.125,8
0.28,0.079,8
0.3,0.0955,8
0.37,0.15,8
0.45,0.2445,8
0.43,0.23,8
0.48,0.3235,8
0.34,0.12,8
0.415,0.1955,8
0.26,0.065,8
0.395,0.1405,8
0.37,0.126,8
0.435,0.2195,8
0.355,0.12,8
0.285,0.07,8
0.355,0.1495,8
0.29,0.078,8
0.395,0.148,8
0.445,0.219,8
0.505,0.323,8
0.475,0.31,8
0.35,0.175,8
0.34,0.115,8
0.38,0.157,8
0.46,0.265,8
0.325,0.13,8
0.445,0.253,8
0.4,0.18,8
0.295,0.095,8
0.4,0.204,8
0.29,0.08,8
0.38,0.134,8
0.425,0.228,8
0.305,0.09,8
0.375,0.1395,8
0.42,0.1755,8
0.365,0.182,8
0.4,0.22,8
0.27,0.061,8
0.43,0.22,8
0.255,0.092,8
0.455,0.25,8
0.4,0.17,8
0.28,0.067,8
0.365,0.141,8
0.415,0.175,8
0.35,0.1325,8
0.325,0.211,8
0.37,0.152,8
0.39,0.119,8
0.365,0.14,8
0.31,0.087,8
0.38,0.175,8
0.31,0.085,8
0.35,0.135,8
0.365,0.1315,8
0.265,0.0695,8
0.355,0.14,8
0.565,0.2685,8
0.445,0.24,8
0.455,0.225,8
0.435,0.2245,8
0.4,0.1645,8
0.195,0.027,8
0.255,0.057,8
0.385,0.195,8
0.355,0.15,8
0.315,0.1,8
0.375,0.1725,8
0.465,0.25,8
0.38,0.1515,8
0.4,0.16,8
0.36,0.16,8
0.44,0.239,8
0.45,0.24,8
0.34,0.135,8
0.5,0.352,8
0.41,0.2105,8
0.295,0.085,8
0.405,0.215,8
0.455,0.24,8
0.365,0.135,8
0.5,0.35,8
0.495,0.245,8
0.255,0.06,8
0.365,0.1245,8
0.505,0.336,8
0.43,0.221,8
0.36,0.1385,8
0.415,0.255,8
0.315,0.088,8
0.515,0.3445,8
0.45,0.2405,8
0.43,0.22,8
0.27,0.056,8
0.35,0.135,8
0.385,0.19,8
0.42,0.2315,8
0.395,0.171,8
0.375,0.17,8
0.3,0.0775,8
0.375,0.1505,8
0.4,0.1765,8
0.38,0.185,8
0.38,0.209,8
0.325,0.1075,8
0.42,0.2035,8
0.435,0.244,8
0.435,0.2295,8
0.35,0.155,8
0.475,0.3065,8
0.435,0.206,8
0.285,0.0675,8
0.335,0.1185,8
0.39,0.198,8
0.375,0.1765,8
0.355,0.184,8
0.32,0.1025,8
0.415,0.225,8
0.46,0.275,8
0.39,0.173,8
0.42,0.22,8
0.23,0.04,8
0.47,0.275,8
0.365,0.15,8
0.345,0.132,8
0.375,0.13,8
0.43,0.2155,8
0.375,0.149,8
0.395,0.165,8
0.4,0.207,8
0.415,0.2365,8
0.35,0.1405,8
0.5,0.3995,8
0.44,0.224,8
0.355,0.115,8
0.455,0.225,8
0.35,0.131,8
0.35,0.117,8
0.35,0.135,8
0.325,0.095,8
0.3,0.1645,8
0.37,0.135,8
0.375,0.1525,8
0.355,0.1435,8
0.26,0.07,8
0.335,0.135,8
0.375,0.143,8
0.4,0.175,8
0.415,0.175,8
0.35,0.175,8
0.39,0.1615,8
0.46,0.275,8
0.37,0.15,8
0.38,0.16,8
0.44,0.225,8
0.5,0.36,8
0.39,0.19,8
0.47,0.2475,8
0.195,0.034,8
0.375,0.185,8
0.265,0.063,8
0.34,0.1175,8
0.3,0.0895,8
0.285,0.075,8
0.48,0.264,8
0.45,0.2335,8
0.325,0.1125,8
0.375,0.15,8
0.24,0.04,8
0.51,0.321,8
0.46,0.3,8
0.445,0.2325,8
0.395,0.167,8
0.39,0.16,8
0.365,0.158,8
0.44,0.27,8
0.215,0.04,8
0.43,0.2725,8
0.475,0.27,8
0.44,0.245,8
0.345,0.109,8
0.485,0.31,8
0.355,0.14,8
0.48,0.281,8
0.465,0.255,8
0.36,0.17,8
0.315,0.1015,8
0.45,0.2295,8
0.49,0.265,8
0.28,0.074,8
0.33,0.1355,8
0.335,0.11,8
0.41,0.19,8
0.375,0.135,8
0.46,0.2815,8
0.445,0.24,8
0.46,0.248,8
0.36,0.15,8
0.375,0.1545,8
0.36,0.19,8
0.315,0.097,8
0.45,0.2515,8
0.45,0.225,8
0.34,0.109,8
0.325,0.155,8
0.335,0.109,8
0.425,0.1965,8
0.33,0.105,8
0.435,0.23,8
0.355,0.135,8
0.385,0.1455,8
0.445,0.2425,8
0.47,0.24,8
0.355,0.1505,8
0.51,0.377,8
0.435,0.285,8
0.525,0.34,8
0.37,0.1455,8
0.305,0.105,8
0.395,0.225,8
0.355,0.2505,8
0.355,0.184,8
0.35,0.123,8
0.34,0.0965,8
0.365,0.313,8
0.345,0.1215,8
0.38,0.175,8
0.34,0.125,8
0.4,0.185,8
0.455,0.27,8
0.355,0.132,8
0.405,0.174,8
0.37,0.146,8
0.42,0.225,8
0.28,0.065,8
0.44,0.275,8
0.3,0.12,8
0.48,0.248,8
0.455,0.275,8
0.45,0.253,8
0.325,0.101,8
0.44,0.25,8
0.35,0.13,8
0.3,0.0835,8
0.47,0.29,8
0.48,0.371,8
0.425,0.1795,8
0.34,0.12,8
0.24,0.054,8
0.44,0.2155,8
0.355,0.155,8
0.34,0.105,8
0.32,0.105,8
0.445,0.2215,8
0.275,0.0905,8
0.365,0.135,8
0.375,0.157,8
0.415,0.203,8
0.36,0.125,8
0.41,0.268,8
0.365,0.18,8
0.475,0.251,8
0.39,0.146,8
0.485,0.2415,8
0.335,0.135,8
0.49,0.3595,8
0.31,0.115,8
0.305,0.0945,8
0.4,0.1935,8
0.45,0.216,8
0.275,0.15,8
0.39,0.175,8
0.4,0.19,8
0.46,0.276,8
0.4,0.1735,8
0.395,0.2455,8
0.315,0.1045,8
0.32,0.12,8
0.375,0.15,8
0.48,0.33,8
0.27,0.07,8
0.37,0.142,8
0.4,0.18,8
0.405,0.21,8
0.36,0.125,8
0.4,0.175,8
0.42,0.1795,8
0.47,0.249,8
0.365,0.139,8
0.48,0.28,8
0.47,0.292,8
0.375,0.17,8
0.275,0.085,8
0.465,0.29,8
0.415,0.171,8
0.46,0.2565,8
0.365,0.2305,8
0.225,0.035,8
0.25,0.055,8
0.365,0.15,8
0.35,0.158,8
0.39,0.185,8
0.415,0.2215,8
0.38,0.1505,8
0.43,0.22,8
0.375,0.145,8
0.42,0.25,8
0.45,0.29,8
0.31,0.0925,8
0.43,0.2055,8
0.425,0.21,8
0.46,0.235,8
0.28,0.09,8
0.305,0.085,8
0.435,0.265,8
0.43,0.2095,8
0.425,0.2105,8
0.31,0.081,8
0.305,0.09,8
0.4,0.149,8
0.48,0.24,8
0.49,0.319,8
0.405,0.175,8
0.4,0.205,8
0.38,0.1535,8
0.48,0.32,8
0.465,0.176,8
0.465,0.3055,8
0.38,0.165,8
0.375,0.145,8
0.36,0.115,8
0.405,0.1485,8
0.41,0.159,8
0.37,0.1465,8
0.34,0.1345,8
0.28,0.0725,8
0.385,0.174,8
0.355,0.1335,8
0.34,0.11,8
0.4,0.211,8
0.31,0.1,8
0.47,0.289,8
0.395,0.17,8
0.385,0.153,8
0.41,0.177,8
0.385,0.1695,8
0.21,0.031,8
0.23,0.04,8
0.455,0.285,8
0.42,0.198,8
0.33,0.12,8
0.385,0.1805,8
0.39,0.1635,8
0.465,0.28,8
0.47,0.309,8
0.385,0.17,8
0.315,0.095,8
0.425,0.213,8
0.42,0.2,8
0.32,0.09,8
0.31,0.0855,8
0.375,0.161,8
0.36,0.147,8
0.425,0.195,8
0.45,0.237,8
0.44,0.235,8
0.365,0.1325,8
0.365,0.151,8
0.325,0.09,8
0.465,0.47,8
0.385,0.17,8
0.38,0.15,8
0.45,0.24,8
0.46,0.29,8
0.435,0.255,8
0.38,0.1785,8
0.48,0.372,8
0.365,0.175,8
0.33,0.11,8
0.31,0.115,8
0.4,0.2,8
0.53,0.4,8
0.43,0.2615,8
0.485,0.276,8
0.39,0.1415,8
0.41,0.194,8
0.325,0.105,8
0.505,0.365,8
0.465,0.255,8
0.44,0.23,8
0.33,0.1245,8
0.245,0.05,8
0.355,0.1395,8
0.38,0.1665,8
0.355,0.125,8
0.255,0.0525,8
0.455,0.25,8
0.415,0.205,8
0.385,0.151,8
0.32,0.0725,8
0.35,0.1305,8
0.395,0.252,8
0.425,0.215,8
0.385,0.165,8
0.3,0.075,8
0.2,0.032,8
0.48,0.35,8
0.465,0.265,8
0.3,0.0935,8
0.4,0.169,8
0.43,0.23,8
0.325,0.1,8
0.38,0.185,8
0.385,0.165,8
0.425,0.24,8
0.395,0.167,8
0.355,0.239,8
0.34,0.12,8
0.525,0.405,8
0.375,0.191,8
0.41,0.184,8
0.355,0.185,8
0.43,0.223,8
0.29,0.0825,8
0.29,0.076,8
0.345,0.11,8
0.375,0.1405,8
0.385,0.1775,8
0.23,0.043,8
0.52,0.4,8
0.41,0.2,8
0.48,0.286,8
0.44,0.23,8
0.46,0.2385,8
0.455,0.265,8
0.455,0.2335,8
0.255,0.057,8
0.43,0.283,8
0.4,0.169,8
0.445,0.249,8
0.485,0.515,20
0.455,0.415,20
0.515,0.45,20
0.435,0.31,20
0.44,0.375,20
0.57,0.65,20
0.415,0.265,20
0.525,0.445,20
0.525,0.43,20
0.47,0.325,20
0.525,0.37,20
0.575,0.85,20
0.445,0.315,20
0.415,0.33,20
0.475,0.425,20
0.44,0.375,20
0.5,0.4,20
0.4,0.225,20
0.45,0.405,20
0.47,0.358,20
0.515,0.525,20
0.42,0.205,20
0.525,0.445,20
0.425,0.48,20
0.575,0.665,16
0.51,0.545,16
0.475,0.34,16
0.425,0.32,16
0.465,0.295,16
0.6,0.71,16
0.42,0.26,16
0.425,0.26,16
0.45,0.365,16
0.52,0.4465,16
0.48,0.425,16
0.52,0.474,16
0.45,0.425,16
0.33,0.195,16
0.48,0.295,16
0.47,0.35,16
0.5,0.49,16
0.44,0.335,16
0.485,0.405,16
0.525,0.58,16
0.375,0.23,16
0.405,0.29,16
0.525,0.465,16
0.545,0.415,16
0.545,0.455,16
0.315,0.1195,16
0.425,0.25,16
0.45,0.27,16
0.405,0.345,16
0.565,0.5,16
0.4,0.28,16
0.465,0.33,16
0.525,0.47,16
0.565,0.58,16
0.35,0.1335,16
0.535,0.42,16
0.365,0.19,16
0.445,0.275,16
0.435,0.22,16
0.355,0.14,16
0.515,0.34,16
0.485,0.29,16
0.43,0.2515,16
0.46,0.435,16
0.515,0.425,16
0.545,0.815,16
0.5,0.465,16
0.35,0.1275,16
0.48,0.36,16
0.515,0.555,16
0.47,0.34,16
0.5,0.39,16
0.455,0.375,16
0.445,0.335,16
0.485,0.635,16
0.4,0.185,16
0.39,0.21,16
0.515,0.42,16
0.5,0.37,16
0.595,0.66,16
0.405,0.29,19
0.355,0.16,19
0.45,0.41,19
0.475,0.27,19
0.5,0.33,19
0.515,0.355,19
0.425,0.285,19
0.44,0.335,19
0.52,0.42,19
0.555,0.515,19
0.455,0.345,19
0.515,0.41,19
0.485,0.3,19
0.395,0.285,19
0.455,0.35,19
0.405,0.295,19
0.41,0.355,19
0.475,0.425,19
0.58,0.6,19
0.525,0.435,19
0.38,0.215,19
0.39,0.26,19
0.535,0.54,19
0.555,0.52,19
0.435,0.325,19
0.46,0.26,19
0.57,0.5,19
0.55,0.455,19
0.45,0.315,19
0.54,0.4735,14
0.425,0.27,14
0.42,0.28,14
0.385,0.173,14
0.535,0.39,14
0.495,0.53,14
0.485,0.33,14
0.55,0.33,14
0.45,0.36,14
0.465,0.19,14
0.51,0.37,14
0.465,0.285,14
0.48,0.355,14
0.53,0.465,14
0.445,0.235,14
0.5,0.345,14
0.535,0.48,14
0.385,0.215,14
0.455,0.365,14
0.55,0.59,14
0.335,0.15,14
0.385,0.26,14
0.345,0.16,14
0.415,0.275,14
0.585,0.563,14
0.46,0.38,14
0.485,0.3605,14
0.45,0.395,14
0.495,0.315,14
0.4,0.198,14
0.365,0.177,14
0.515,0.385,14
0.5,0.3845,14
0.395,0.215,14
0.535,0.453,14
0.61,0.612,14
0.38,0.31,14
0.42,0.285,14
0.525,0.395,14
0.475,0.28,14
0.65,0.7975,14
0.42,0.19,14
0.485,0.385,14
0.435,0.285,14
0.475,0.275,14
0.51,0.36,14
0.505,0.406,14
0.38,0.21,14
0.305,0.09,14
0.56,0.76,14
0.55,0.5965,14
0.34,0.146,14
0.38,0.16,14
0.375,0.22,14
0.44,0.245,14
0.42,0.22,14
0.455,0.285,14
0.425,0.245,14
0.475,0.49,14
0.405,0.255,14
0.45,0.295,14
0.455,0.3,14
0.525,0.456,14
0.355,0.185,14
0.405,0.2,14
0.45,0.345,14
0.395,0.235,14
0.35,0.19,14
0.36,0.235,14
0.45,0.315,14
0.435,0.28,14
0.495,0.39,14
0.42,0.215,14
0.505,0.365,14
0.41,0.32,14
0.51,0.47,14
0.535,0.485,14
0.47,0.32,14
0.54,0.505,14
0.45,0.355,14
0.47,0.32,14
0.44,0.2115,14
0.51,0.48,14
0.53,0.6095,14
0.495,0.371,14
0.385,0.235,14
0.575,0.42,14
0.46,0.325,14
0.515,0.3925,14
0.565,0.503,14
0.46,0.38,14
0.345,0.1175,14
0.57,0.725,14
0.51,0.315,14
0.45,0.22,14
0.44,0.325,14
0.385,0.19,14
0.455,0.39,14
0.49,0.31,14
0.48,0.295,14
0.39,0.27,14
0.45,0.235,14
0.475,0.32,14
0.385,0.204,14
0.455,0.285,14
0.47,0.445,14
0.485,0.33,14
0.38,0.22,14
0.44,0.265,14
0.575,0.56,14
0.42,0.25,14
0.485,0.3,14
0.33,0.112,14
0.435,0.345,11
0.575,0.643,11
0.475,0.3,11
0.55,0.5,11
0.32,0.0985,11
0.54,0.4755,11
0.49,0.344,11
0.525,0.4435,11
0.5,0.3235,11
0.405,0.181,11
0.35,0.145,11
0.44,0.295,11
0.57,0.545,11
0.385,0.165,11
0.52,0.432,11
0.405,0.215,11
0.235,0.04,11
0.45,0.2625,11
0.455,0.277,11
0.475,0.33,11
0.495,0.367,11
0.6,0.595,11
0.345,0.18,11
0.28,0.075,11
0.51,0.4545,11
0.44,0.29,11
0.405,0.225,11
0.395,0.188,11
0.49,0.3385,11
0.405,0.179,11
0.505,0.3045,11
0.505,0.349,11
0.565,0.5475,11
0.475,0.28,11
0.54,0.4285,11
0.52,0.32,11
0.515,0.395,11
0.34,0.144,11
0.55,0.44,11
0.47,0.265,11
0.42,0.252,11
0.495,0.399,11
0.515,0.325,11
0.585,0.5,11
0.525,0.353,11
0.475,0.31,11
0.46,0.2515,11
0.47,0.24,11
0.505,0.178,11
0.48,0.322,11
0.525,0.405,11
0.485,0.3255,11
0.31,0.1,11
0.28,0.07,11
0.5,0.32,11
0.565,0.438,11
0.465,0.298,11
0.455,0.31,11
0.475,0.292,11
0.535,0.499,11
0.41,0.214,11
0.515,0.345,11
0.505,0.3825,11
0.44,0.265,11
0.43,0.28,11
0.56,0.4525,11
0.38,0.185,11
0.32,0.104,11
0.505,0.43,11
0.25,0.0795,11
0.505,0.441,11
0.4,0.17,11
0.52,0.367,11
0.505,0.345,11
0.325,0.11,11
0.34,0.113,11
0.6,0.6,11
0.545,0.547,11
0.505,0.363,11
0.525,0.363,11
0.51,0.3065,11
0.535,0.4,11
0.455,0.2845,11
0.35,0.185,11
0.435,0.24,11
0.51,0.341,11
0.39,0.19,11
0.45,0.291,11
0.36,0.145,11
0.335,0.16,11
0.43,0.223,11
0.525,0.405,11
0.45,0.249,11
0.345,0.117,11
0.35,0.145,11
0.495,0.384,11
0.52,0.3,11
0.535,0.471,11
0.57,0.488,11
0.4,0.275,11
0.4,0.18,11
0.525,0.405,11
0.35,0.1525,11
0.52,0.355,11
0.545,0.4705,11
0.4,0.21,11
0.475,0.37,11
0.445,0.287,11
0.53,0.3725,11
0.565,0.503,11
0.425,0.2,11
0.28,0.085,11
0.42,0.32,11
0.55,0.4295,11
0.34,0.2,11
0.505,0.3815,11
0.55,0.44,11
0.515,0.38,11
0.445,0.304,11
0.56,0.545,11
0.35,0.16,11
0.425,0.274,11
0.41,0.31,11
0.41,0.22,11
0.5,0.439,11
0.35,0.18,11
0.465,0.25,11
0.575,0.461,11
0.49,0.2915,11
0.495,0.38,11
0.495,0.37,11
0.485,0.29,11
0.475,0.36,11
0.51,0.4245,11
0.49,0.3045,11
0.515,0.497,11
0.485,0.37,11
0.49,0.365,11
0.26,0.065,11
0.535,0.508,11
0.485,0.33,11
0.4,0.255,11
0.46,0.269,11
0.47,0.3945,11
0.5,0.409,11
0.495,0.345,11
0.51,0.41,11
0.585,0.479,11
0.485,0.2765,11
0.54,0.385,11
0.505,0.32,11
0.51,0.37,11
0.47,0.25,11
0.41,0.1895,11
0.3,0.083,11
0.31,0.12,11
0.525,0.4005,11
0.245,0.049,11
0.495,0.3475,11
0.51,0.358,11
0.52,0.317,11
0.53,0.465,11
0.545,0.41,11
0.55,0.445,11
0.45,0.251,11
0.49,0.3555,11
0.335,0.14,11
0.355,0.175,11
0.55,0.45,11
0.41,0.235,11
0.535,0.46,11
0.5,0.332,11
0.42,0.265,11
0.465,0.275,11
0.45,0.335,11
0.455,0.2425,11
0.53,0.476,11
0.565,0.49,11
0.49,0.3325,11
0.445,0.255,11
0.31,0.115,11
0.545,0.265,11
0.455,0.275,11
0.455,0.277,11
0.45,0.22,11
0.46,0.329,11
0.465,0.315,11
0.54,0.475,11
0.41,0.24,11
0.455,0.26,11
0.605,0.355,11
0.525,0.399,11
0.48,0.3175,11
0.395,0.15,11
0.38,0.16,11
0.54,0.444,11
0.385,0.21,11
0.47,0.305,11
0.595,0.505,11
0.405,0.235,11
0.47,0.264,11
0.59,0.415,11
0.435,0.26,11
0.5,0.431,11
0.515,0.401,11
0.505,0.315,11
0.35,0.155,11
0.485,0.28,11
0.445,0.26,11
0.49,0.348,11
0.465,0.325,11
0.505,0.346,11
0.465,0.28,11
0.48,0.38,11
0.63,0.586,11
0.46,0.2765,11
0.545,0.48,11
0.355,0.155,11
0.485,0.3015,11
0.48,0.315,11
0.435,0.25,11
0.38,0.155,11
0.33,0.105,11
0.4,0.2175,11
0.495,0.345,11
0.565,0.575,11
0.505,0.431,11
0.49,0.411,11
0.505,0.363,11
0.45,0.3,11
0.445,0.23,11
0.35,0.145,11
0.505,0.395,11
0.5,0.351,11
0.56,0.435,11
0.49,0.31,11
0.505,0.391,11
0.515,0.35,11
0.53,0.4025,11
0.515,0.345,11
0.37,0.185,11
0.42,0.21,11
0.455,0.265,11
0.45,0.272,11
0.54,0.357,11
0.375,0.22,11
0.485,0.305,11
0.56,0.5655,11
0.475,0.24,11
0.41,0.26,11
0.44,0.21,11
0.475,0.39,11
0.575,0.4395,11
0.455,0.245,11
0.59,0.48,11
0.51,0.4195,11
0.415,0.2185,11
0.395,0.195,11
0.47,0.3085,11
0.46,0.325,11
0.415,0.18,11
0.525,0.4325,11
0.52,0.374,11
0.575,0.48,11
0.565,0.45,11
0.455,0.3415,11
0.47,0.315,11
0.47,0.2925,11
0.42,0.205,11
0.57,0.488,11
0.4,0.215,11
0.5,0.335,11
0.47,0.317,11
0.46,0.295,11
0.485,0.406,11
0.44,0.3,11
0.475,0.3005,11
0.52,0.412,11
0.495,0.328,11
0.515,0.37,11
0.58,0.52,11
0.575,0.502,11
0.525,0.4,11
0.465,0.265,11
0.245,0.055,11
0.485,0.3395,11
0.52,0.375,11
0.525,0.49,11
0.545,0.3685,11
0.38,0.155,11
0.41,0.182,11
0.45,0.25,11
0.41,0.21,11
0.53,0.455,11
0.46,0.265,11
0.59,0.557,11
0.45,0.285,11
0.375,0.178,11
0.495,0.31,11
0.4,0.195,11
0.485,0.35,11
0.305,0.11,11
0.44,0.235,11
0.52,0.406,11
0.43,0.41,11
0.46,0.26,11
0.43,0.29,11
0.565,0.3875,11
0.565,0.4975,11
0.565,0.5,11
0.405,0.18,11
0.525,0.3965,11
0.44,0.2385,11
0.56,0.4425,11
0.43,0.215,11
0.555,0.595,11
0.485,0.475,11
0.525,0.657,11
0.475,0.3075,11
0.56,0.415,11
0.55,0.462,11
0.345,0.166,11
0.495,0.34,11
0.435,0.251,11
0.48,0.31,11
0.51,0.388,11
0.445,0.275,11
0.52,0.46,11
0.455,0.2965,11
0.285,0.075,11
0.375,0.19,11
0.42,0.2885,11
0.465,0.355,11
0.515,0.37,11
0.43,0.233,11
0.385,0.185,11
0.425,0.246,11
0.42,0.209,11
0.42,0.235,11
0.555,0.528,11
