@relation abalone

@attribute Length numeric
@attribute Whole_weight numeric
@attribute Shell_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
0.55,1.1655,0.311,9
0.645,1.2095,0.339,9
0.4,0.2795,0.075,9
0.61,1.1185,0.31,9
0.59,1.187,0.31,9
0.6,0.877,0.24,9
0.525,0.664,0.178,9
0.44,0.4035,0.129,9
0.62,0.9545,0.277,9
0.485,0.457,0.15,9
0.635,1.154,0.387,9
0.515,0.5755,0.1845,9
0.5,0.7145,0.195,9
0.615,1.027,0.285,9
0.575,0.9215,0.2365,9
0.54,0.709,0.185,9
0.5,0.542,0.17,9
0.5,0.559,0.169,9
0.575,1.08,0.238,9
0.555,0.7665,0.23,9
0.59,0.7715,0.23,9
0.61,0.9225,0.26,9
0.56,0.777,0.222,9
0.545,0.778,0.18,9
0.595,0.9125,0.289,9
0.63,1.1315,0.305,9
0.545,0.82,0.218,9
0.505,0.635,0.175,9
0.53,0.7835,0.2185,9
0.44,0.379,0.11,9
0.675,1.4985,0.425,9
0.475,0.4555,0.145,9
0.56,0.8995,0.234,9
0.48,0.474,0.175,9
0.56,0.832,0.279,9
0.32,0.1565,0.06,9
0.515,0.578,0.17,9
0.725,2.3305,0.52,9
0.55,0.651,0.2,9
0.58,1.041,0.279,9
0.575,0.895,0.271,9
0.53,0.781,0.215,9
0.645,1.2215,0.33,9
0.625,1.127,0.3185,9
0.42,0.3435,0.115,9
0.61,1.0835,0.317,9
0.585,0.9145,0.235,9
0.595,1.213,0.274,9
0.355,0.3275,0.09,9
0.595,0.921,0.2875,9
0.475,0.49,0.1335,9
0.63,1.2525,0.289,9
0.605,0.9775,0.275,9
0.365,0.25,0.08,9
0.505,0.729,0.25,9
0.53,0.7045,0.189,9
0.585,0.6735,0.22,9
0.56,0.894,0.264,9
0.575,0.8455,0.222,9
0.52,0.6865,0.185,9
0.57,1.018,0.265,9
0.485,0.5085,0.135,9
0.575,1.078,0.306,9
0.54,0.742,0.25,9
0.685,1.5845,0.4215,9
0.505,0.5525,0.1555,9
0.57,0.8965,0.275,9
0.565,0.83,0.238,9
0.465,0.471,0.14,9
0.605,1.1035,0.325,9
0.38,0.283,0.085,9
0.64,1.3185,0.3315,9
0.6,1.1405,0.288,9
0.6,1.0265,0.2565,9
0.605,0.862,0.3,9
0.51,0.5775,0.177,9
0.645,1.4745,0.48,9
0.59,1.151,0.2515,9
0.55,0.717,0.221,9
0.635,1.1565,0.2885,9
0.45,0.4715,0.149,9
0.57,0.867,0.28,9
0.58,0.9705,0.248,9
0.48,0.5435,0.165,9
0.64,1.1545,0.288,9
0.375,0.253,0.0925,9
0.435,0.459,0.145,9
0.53,0.706,0.1345,9
0.63,1.1955,0.3,9
0.605,0.974,0.3345,9
0.455,0.372,0.135,9
0.37,0.25,0.075,9
0.555,0.738,0.22,9
0.59,1.077,0.3095,9
0.65,1.4415,0.341,9
0.64,1.5335,0.4025,9
0.595,0.919,0.262,9
0.49,0.5755,0.19,9
0.595,1.0045,0.2515,9
0.58,0.92,0.2895,9
0.65,1.469,0.38,9
0.56,0.9705,0.255,9
0.345,0.197,0.06,9
0.535,0.717,0.194,9
0.405,0.3485,0.1,9
0.46,0.5165,0.185,9
0.545,0.686,0.18,9
0.6,0.9165,0.2725,9
0.525,0.8435,0.1815,9
0.51,1.2825,0.3795,9
0.435,0.3635,0.13,9
0.585,0.7635,0.265,9
0.545,0.793,0.19,9
0.58,0.814,0.22,9
0.475,0.4425,0.135,9
0.595,1.04,0.288,9
0.385,0.2775,0.1,9
0.54,0.7265,0.229,9
0.4,0.2935,0.105,9
0.495,0.7555,0.214,9
0.525,0.6875,0.1765,9
0.465,0.421,0.1345,9
0.57,1.0375,0.25,9
0.58,1.165,0.3055,9
0.56,0.8215,0.253,9
0.59,1.142,0.345,9
0.66,1.5905,0.5175,9
0.475,0.5465,0.172,9
0.57,1.02,0.25,9
0.57,0.873,0.2705,10
0.65,1.466,0.4,10
0.455,0.4385,0.125,10
0.605,1.1345,0.35,10
0.35,0.198,0.06,10
0.71,1.5805,0.435,10
0.58,0.873,0.239,10
0.705,2.381,0.624,10
0.575,0.807,0.254,10
0.655,1.4245,0.378,10
0.56,1.0235,0.3,10
0.535,0.6845,0.205,10
0.455,0.458,0.12,10
0.7,1.6015,0.43,10
0.46,0.5325,0.125,10
0.565,1.0595,0.265,10
0.575,0.795,0.26,10
0.625,1.0845,0.3105,10
0.605,1.079,0.293,10
0.615,1.2205,0.33,10
0.495,0.474,0.1545,10
0.63,1.2155,0.3105,10
0.4,0.297,0.1,10
0.565,1.058,0.3,10
0.58,0.7905,0.242,10
0.59,0.9745,0.259,10
0.59,0.966,0.31,10
0.58,0.8785,0.2425,10
0.45,0.478,0.155,10
0.64,1.1145,0.34,10
0.485,0.5415,0.16,10
0.63,1.31,0.4695,10
0.37,0.2305,0.075,10
0.475,0.588,0.155,10
0.5,0.6675,0.22,10
0.445,0.3795,0.125,10
0.62,0.924,0.2965,10
0.705,1.866,0.4395,10
0.725,2.0495,0.655,10
0.455,0.5185,0.135,10
0.63,1.0005,0.265,10
0.595,1.185,0.361,10
0.635,1.101,0.3455,10
0.72,1.8275,0.485,10
0.385,0.314,0.08,10
0.53,0.724,0.205,10
0.585,1.04,0.285,10
0.545,0.742,0.208,10
0.55,1.0145,0.2875,10
0.655,1.415,0.364,10
0.6,1.262,0.33,10
0.585,1.077,0.25,10
0.605,1.382,0.3985,10
0.615,0.9685,0.2655,10
0.68,1.1095,0.34,10
0.615,1.167,0.345,10
0.49,0.585,0.195,10
0.395,0.2715,0.085,10
0.53,0.6695,0.18,10
0.57,1.186,0.277,10
0.575,0.892,0.22,10
0.705,1.761,0.488,10
0.645,1.463,0.416,10
0.52,0.6805,0.195,10
0.595,1.0305,0.278,10
0.595,0.964,0.2575,10
0.55,0.8265,0.225,10
0.66,1.4415,0.49,10
0.72,1.9965,0.5215,10
0.665,1.3805,0.325,10
0.6,1.1315,0.309,10
0.565,0.8715,0.25,10
0.625,1.0945,0.296,10
0.34,0.2065,0.07,10
0.585,1.409,0.295,10
0.62,0.911,0.278,10
0.57,0.8295,0.245,10
0.575,1.1,0.31,10
0.58,1.2255,0.3265,10
0.45,0.349,0.115,10
0.54,0.6855,0.38,10
0.61,1.2635,0.3455,10
0.73,2.0165,0.435,10
0.455,0.5725,0.175,10
0.545,0.6855,0.225,10
0.685,1.519,0.4,10
0.47,0.4775,0.15,10
0.65,1.7395,0.3075,10
0.595,0.9365,0.287,10
0.615,1.0265,0.2745,10
0.6,0.922,0.305,10
0.585,0.922,0.285,10
0.535,1.224,0.2875,10
0.69,1.658,0.4715,10
0.53,0.8315,0.2525,10
0.35,0.174,0.06,10
0.72,2.165,0.404,10
0.625,1.1565,0.3535,10
0.44,0.402,0.165,10
0.6,1.012,0.305,10
0.56,0.849,0.2645,10
0.6,1.14,0.365,10
0.585,0.953,0.258,10
0.565,0.831,0.219,10
0.54,0.6665,0.1895,10
0.33,0.163,0.055,10
0.61,1.1185,0.2985,10
0.605,1.1255,0.26,10
0.59,1.0425,0.27,10
0.635,1.2355,0.347,10
0.64,1.247,0.3685,10
0.485,0.663,0.2,10
0.6,1.1345,0.3375,10
0.57,1.1935,0.343,10
0.54,0.8655,0.2175,10
0.61,1.0805,0.2935,10
0.645,1.129,0.342,10
0.66,1.489,0.421,10
0.425,0.3265,0.1,10
0.645,1.2395,0.424,10
0.55,0.656,0.203,10
0.72,1.52,0.435,10
0.425,0.322,0.125,10
0.505,0.5895,0.167,10
0.47,0.468,0.17,10
0.625,1.3525,0.365,10
0.615,1.327,0.355,10
0.61,1,0.275,10
0.525,0.8735,0.2225,10
0.42,0.463,0.145,10
0.64,1.098,0.3175,10
0.55,1.3405,0.344,10
0.485,0.556,0.1685,10
0.56,0.8225,0.236,10
0.555,0.86,0.275,10
0.66,1.4415,0.335,10
0.29,0.1295,0.045,10
0.59,1.207,0.309,10
0.595,1.11,0.33,10
0.61,0.9665,0.345,10
0.395,0.2245,0.08,10
0.62,1.3585,0.3745,10
0.55,1.205,0.3345,10
0.625,0.92,0.28,10
0.615,1.103,0.2725,10
0.535,0.879,0.285,10
0.62,1.0125,0.324,10
0.63,1.167,0.34,10
0.59,0.976,0.2765,10
0.47,0.501,0.165,10
0.465,0.5265,0.165,10
0.49,0.5585,0.1615,10
0.6,0.8895,0.269,10
0.35,0.179,0.06,10
0.52,0.813,0.23,10
0.38,0.3105,0.105,10
0.465,0.488,0.19,10
0.66,1.478,0.372,10
0.58,1.4395,0.2955,10
0.37,0.25,0.085,10
0.37,0.241,0.069,10
0.525,0.657,0.168,10
0.47,0.441,0.145,10
0.58,0.824,0.263,10
0.59,0.8855,0.275,10
0.465,0.4765,0.16,10
0.5,0.5765,0.185,10
0.7,1.7585,0.47,10
0.66,1.548,0.3925,10
0.645,1.37,0.34,10
0.615,1.0175,0.28,10
0.705,1.564,0.44,10
0.56,0.9125,0.35,10
0.505,0.4825,0.1535,10
0.55,0.741,0.2665,10
0.625,1.2255,0.36,10
0.475,0.499,0.156,10
0.575,0.857,0.2125,10
0.54,0.702,0.19,10
0.53,0.6255,0.2135,10
0.63,1.3135,0.465,10
0.655,1.2905,0.326,10
0.55,0.7625,0.259,10
0.575,0.985,0.355,10
0.51,0.6515,0.185,10
0.56,0.8255,0.285,10
0.66,1.558,0.4,10
0.575,0.8285,0.236,10
0.625,1.2425,0.335,10
0.605,0.9995,0.3,10
0.485,0.5725,0.175,10
0.55,0.7935,0.26,10
0.63,1.2615,0.3885,10
0.62,1.148,0.3315,10
0.6,1.34,0.3605,10
0.575,0.876,0.27,10
0.58,0.7955,0.204,10
0.64,1.042,0.175,10
0.67,1.6615,0.43,10
0.57,0.95,0.2845,10
0.415,0.3215,0.105,10
0.585,1.1135,0.274,10
0.61,1.0265,0.3035,10
0.545,0.754,0.275,10
0.535,0.791,0.25,10
0.62,1.1045,0.287,10
0.62,1.0865,0.2565,10
0.695,1.74,0.4375,10
0.68,1.534,0.384,10
0.45,0.5065,0.16,10
0.615,1.054,0.295,10
0.69,1.872,0.48,10
0.62,1.085,0.35,10
0.52,0.8045,0.285,10
0.51,0.8415,0.255,10
0.63,1.233,0.3035,10
0.475,0.655,0.185,10
0.51,0.7005,0.195,10
0.675,1.4465,0.389,10
0.575,1.025,0.2485,10
0.595,0.98,0.2255,10
0.61,1.214,0.325,10
0.655,1.348,0.394,10
0.625,1.3405,0.337,10
0.705,1.675,0.388,10
0.625,1.262,0.39,10
0.48,0.6375,0.21,10
0.625,1.096,0.295,10
0.57,0.7535,0.194,10
0.525,0.7055,0.199,10
0.385,0.286,0.0835,10
0.625,0.8765,0.233,10
0.62,1.049,0.25,10
0.535,0.875,0.3,10
0.625,1.085,0.327,10
0.67,1.5945,0.4505,10
0.47,0.4985,0.145,10
0.475,0.53,0.1625,10
0.695,1.8385,0.503,10
0.635,1.3635,0.295,10
0.635,1.1345,0.315,10
0.575,1.764,0.4095,10
0.615,1.129,0.3,10
0.585,1.206,0.323,10
0.63,1.0605,0.28,10
0.605,1.1215,0.271,10
0.58,1.0465,0.2795,10
0.65,1.375,0.3985,10
0.545,0.654,0.205,10
0.575,0.8145,0.213,10
0.66,1.5965,0.3605,10
0.64,1.394,0.4,10
0.67,1.309,0.413,10
0.635,1.4065,0.3745,10
0.61,1.137,0.347,10
0.6,1.0645,0.325,10
0.49,0.6345,0.22,10
0.72,2.1505,0.585,10
0.51,0.6905,0.23,10
0.545,0.9185,0.2375,10
0.635,1.1935,0.3665,10
0.41,0.2595,0.08,10
0.55,0.89,0.236,10
0.46,0.495,0.185,10
0.54,0.7205,0.225,10
0.53,0.879,0.25,10
0.4,0.3465,0.115,10
0.63,1.1105,0.329,10
0.43,0.406,0.135,10
0.54,0.879,0.255,10
0.6,1.056,0.3135,10
0.575,0.805,0.245,10
0.405,0.3625,0.125,10
0.605,1.201,0.309,10
0.67,1.566,0.354,10
0.475,0.5785,0.155,10
0.625,1.0565,0.305,10
0.475,0.5305,0.17,10
0.56,0.8645,0.26,10
0.63,1.362,0.384,10
0.505,0.6835,0.215,10
0.575,0.9575,0.236,10
0.555,0.874,0.305,10
0.57,0.8935,0.263,10
0.57,0.9055,0.275,10
0.62,1.0165,0.325,10
0.515,0.7125,0.245,10
0.525,0.6955,0.253,10
0.55,0.8725,0.2425,10
0.595,0.799,0.23,10
0.65,1.238,0.3305,10
0.625,1.3335,0.319,10
0.625,1.217,0.3115,10
0.67,1.0145,0.3745,10
0.58,1.0735,0.265,10
0.73,1.6895,0.4935,10
0.5,0.7155,0.24,10
0.55,0.8315,0.2165,10
0.415,0.2965,0.0995,10
0.615,1.1575,0.315,10
0.57,0.751,0.2215,10
0.685,1.3845,0.4075,10
0.535,0.705,0.22,10
0.64,1.2235,0.36,10
0.475,0.563,0.185,10
0.515,0.646,0.177,10
0.66,1.374,0.345,10
0.65,1.5055,0.43,10
0.66,1.261,0.339,10
0.63,1.243,0.3,10
0.44,0.451,0.13,10
0.47,0.4755,0.185,10
0.55,0.6755,0.21,10
0.625,1.3555,0.3385,10
0.615,1.004,0.2895,10
0.695,1.8495,0.4175,10
0.655,1.6525,0.403,10
0.625,1.0815,0.3135,10
0.67,1.482,0.365,10
0.475,0.5175,0.17,10
0.605,0.9755,0.315,10
0.645,1.2205,0.3185,10
0.565,1.2365,0.308,10
0.56,1.1115,0.26,10
0.595,1.148,0.37,10
0.6,1.12,0.27,10
0.625,1.33,0.33,10
0.515,0.6505,0.2215,10
0.51,0.8145,0.195,10
0.675,1.265,0.325,10
0.585,0.985,0.315,10
0.64,1.3115,0.41,10
0.445,0.4415,0.1505,10
0.585,1.171,0.335,10
0.62,1.2155,0.345,10
0.645,1.3375,0.415,10
0.64,1.1,0.2925,10
0.62,1.233,0.322,10
0.63,1.2645,0.3425,10
0.58,1.48,0.4155,10
0.355,0.216,0.075,10
0.465,0.7615,0.209,10
0.625,1.4105,0.3465,10
0.4,0.4335,0.12,10
0.645,1.1345,0.305,10
0.62,1.293,0.354,10
0.595,0.959,0.2535,10
0.595,1.0455,0.3085,10
0.415,0.417,0.144,10
0.36,0.2335,0.085,10
0.625,1.205,0.3465,10
0.545,0.8445,0.235,10
0.55,0.879,0.265,10
0.57,0.7665,0.202,10
0.605,1.0565,0.355,10
0.735,2.2355,0.5315,10
0.485,0.547,0.14,10
0.345,0.169,0.054,10
0.645,1.2465,0.3,10
0.615,1.1155,0.315,10
0.455,0.457,0.147,10
0.65,1.35,0.3885,10
0.54,0.7655,0.2365,10
0.47,0.4665,0.155,10
0.55,0.869,0.32,10
0.59,0.966,0.2605,10
0.715,1.7405,0.449,10
0.58,0.798,0.2285,10
0.585,0.885,0.274,10
0.635,1.3695,0.365,10
0.47,0.472,0.15,10
0.53,0.7455,0.245,10
0.52,0.791,0.1815,10
0.53,0.6965,0.2,10
0.525,0.9605,0.276,10
0.635,1.376,0.31,10
0.595,0.7955,0.2425,10
0.54,0.619,0.1765,10
0.42,0.4135,0.119,10
0.635,1.2565,0.35,10
0.595,1.1785,0.314,10
0.61,0.871,0.25,10
0.7,2.003,0.5755,10
0.7,1.9125,0.506,10
0.44,0.4195,0.13,10
0.635,1.1795,0.355,10
0.415,0.3605,0.1,10
0.65,1.5245,0.495,10
0.68,1.541,0.4575,10
0.55,0.875,0.2765,10
0.52,0.712,0.225,10
0.62,1.1015,0.305,10
0.555,1.016,0.263,10
0.615,1.3435,0.345,10
0.525,0.714,0.208,10
0.615,1.219,0.3885,10
0.66,1.337,0.3575,10
0.545,0.7715,0.2765,10
0.565,0.826,0.2475,10
0.585,0.913,0.253,10
0.635,1.181,0.225,10
0.695,1.361,0.465,10
0.575,0.992,0.239,10
0.615,0.9335,0.2615,10
0.625,1.1435,0.349,10
0.525,0.717,0.195,10
0.33,0.197,0.0605,10
0.475,0.593,0.18,10
0.645,1.3345,0.355,10
0.695,1.679,0.3965,10
0.59,0.929,0.255,10
0.375,0.2705,0.0885,10
0.645,1.307,0.52,10
0.675,1.587,0.435,10
0.585,0.982,0.27,10
0.485,0.458,0.136,10
0.72,2.103,0.5375,10
0.6,1.142,0.307,10
0.56,0.825,0.245,10
0.6,1.9875,0.491,10
0.595,1.2015,0.265,10
0.61,1.1155,0.379,10
0.575,0.737,0.237,10
0.615,1.0565,0.27,10
0.58,1.017,0.32,10
0.77,2.1945,0.584,10
0.625,1.362,0.3705,10
0.57,0.8815,0.2735,10
0.34,0.1835,0.065,10
0.64,1.3715,0.409,10
0.655,1.4545,0.383,10
0.715,1.89,0.4305,10
0.47,0.522,0.145,10
0.61,1.168,0.3295,10
0.645,1.212,0.385,10
0.68,1.4535,0.4125,10
0.63,1.383,0.38,10
0.67,1.42,0.3905,10
0.545,0.8975,0.345,10
0.695,1.51,0.385,10
0.605,1.1835,0.317,10
0.6,1.1345,0.335,10
0.535,0.8075,0.2595,10
0.49,0.6725,0.21,10
0.61,0.983,0.266,10
0.555,1.406,0.389,10
0.58,0.8295,0.238,10
0.63,1.1655,0.1625,10
0.615,1.1615,0.305,10
0.545,0.7285,0.2545,10
0.575,1.116,0.34,10
0.515,0.4745,0.1275,10
0.535,0.7845,0.245,10
0.655,1.27,0.335,10
0.49,0.549,0.174,10
0.56,0.9175,0.26,10
0.41,0.3635,0.12,10
0.52,0.5815,0.17,10
0.57,1.0145,0.3,10
0.695,2.173,0.496,10
0.58,1.0335,0.295,10
0.645,1.1605,0.335,10
0.55,0.9205,0.2675,10
0.495,0.5125,0.172,10
0.55,0.8395,0.2405,10
0.62,1.043,0.31,10
0.625,1.3325,0.405,10
0.515,0.623,0.175,10
0.5,0.636,0.19,10
0.57,0.871,0.2315,10
0.59,0.977,0.275,10
0.515,0.6725,0.235,10
0.53,0.699,0.205,10
0.61,1.112,0.341,10
0.6,1.194,0.2635,10
0.49,0.7605,0.185,10
0.58,0.9115,0.121,10
0.715,1.6755,0.42,10
0.69,1.5955,0.48,10
0.46,0.467,0.158,10
0.345,0.163,0.0485,10
0.665,1.644,0.4275,10
0.645,1.363,0.36,10
0.6,1.122,0.309,10
0.695,1.7715,0.437,10
0.755,2.0065,0.595,10
0.535,0.7465,0.2185,10
0.46,0.491,0.174,10
0.46,0.515,0.1565,10
0.55,0.8025,0.255,10
0.515,0.8815,0.255,10
0.7,1.8565,0.54,10
0.715,1.9525,0.4135,10
0.425,0.388,0.125,10
0.58,1.012,0.2835,10
0.51,0.6565,0.175,10
0.605,1.1155,0.321,10
0.59,1.022,0.265,10
0.585,0.9855,0.2845,10
0.575,1.068,0.2575,10
0.635,1.1845,0.291,10
0.605,1.15,0.297,10
0.345,0.207,0.0765,10
0.62,1.1295,0.33,10
0.435,0.407,0.13,10
0.62,1.2815,0.39,10
0.685,1.545,0.4055,10
0.58,1.049,0.305,10
0.55,0.7535,0.2325,10
0.64,1.4025,0.335,10
0.65,1.622,0.477,10
0.375,0.2225,0.08,10
0.4,0.287,0.113,10
0.53,0.675,0.1825,10
0.605,1.071,0.352,10
0.665,1.491,0.435,10
0.65,1.281,0.3825,10
0.545,1.358,0.403,10
0.415,0.3675,0.12,10
0.55,0.7995,0.238,10
0.665,1.2475,0.3595,10
0.6,0.837,0.2425,10
0.57,1.017,0.265,10
0.595,0.838,0.217,10
0.74,1.8725,0.446,10
0.655,1.3585,0.365,10
0.66,1.4465,0.3755,10
0.615,1.128,0.34,10
0.645,1.39,0.3735,10
0.685,1.885,0.4895,10
0.515,0.7565,0.3205,10
0.58,0.9265,0.27,10
0.625,1.223,0.3375,10
0.44,0.516,0.155,10
0.615,1.198,0.3185,10
0.64,1.369,0.358,10
0.635,1.229,0.3535,10
0.685,1.5105,0.3725,10
0.515,0.722,0.21,10
0.6,0.99,0.3105,10
0.63,1.3415,0.375,10
0.635,0.986,0.31,10
0.57,0.833,0.2815,10
0.465,0.7775,0.1455,10
0.635,1.3715,0.45,10
0.645,1.546,0.415,10
0.45,0.3675,0.12,10
0.67,1.519,0.415,10
0.67,1.5265,0.345,10
0.575,0.8715,0.225,10
0.35,0.205,0.07,10
0.66,1.5505,0.495,10
0.585,1.0505,0.285,10
0.5,0.6265,0.16,10
0.37,0.228,0.081,10
0.63,1.2005,0.294,10
0.54,0.817,0.195,10
0.705,2.21,0.512,10
0.53,0.81,0.192,10
0.67,1.4755,0.374,10
0.59,1.115,0.275,10
0.65,1.567,0.391,10
0.6,1.0165,0.225,10
0.36,0.2765,0.1005,10
0.655,1.3595,0.3985,10
0.635,1.2435,0.305,10
0.595,1.1295,0.265,10
0.685,1.533,0.41,10
0.38,0.2255,0.085,10
0.595,1.03,0.3305,10
0.35,0.221,0.07,8
0.465,0.4795,0.125,8
0.58,0.888,0.2425,8
0.56,0.852,0.205,8
0.565,0.9795,0.275,8
0.59,1.0115,0.2565,8
0.295,0.1,0.031,8
0.575,0.897,0.248,8
0.505,0.5605,0.17,8
0.51,0.769,0.19,8
0.575,0.7425,0.22,8
0.5,0.5285,0.209,8
0.505,0.7045,0.207,8
0.59,0.861,0.249,8
0.45,0.462,0.1315,8
0.39,0.215,0.079,8
0.64,1.0705,0.36,8
0.625,1.131,0.323,8
0.59,1.063,0.25,8
0.645,1.4325,0.336,8
0.47,0.6015,0.135,8
0.495,0.614,0.161,8
0.36,0.2065,0.06,8
0.525,0.6445,0.2,8
0.37,0.252,0.074,8
0.59,0.9905,0.275,8
0.51,0.5395,0.167,8
0.43,0.382,0.109,8
0.56,0.8745,0.22,8
0.48,0.6395,0.175,8
0.35,0.1785,0.0525,8
0.51,0.625,0.1725,8
0.515,0.5785,0.14,8
0.46,0.547,0.19,8
0.6,0.9175,0.29,8
0.55,0.84,0.223,8
0.6,0.928,0.275,8
0.585,0.6955,0.2245,8
0.435,0.4155,0.145,8
0.44,0.456,0.131,8
0.58,1.2495,0.371,8
0.57,0.9875,0.249,8
0.345,0.2225,0.075,8
0.29,0.101,0.035,8
0.63,1.1965,0.3995,8
0.53,0.7545,0.2105,8
0.44,0.3975,0.135,8
0.295,0.116,0.04,8
0.6,0.939,0.268,8
0.485,0.599,0.169,8
0.55,0.655,0.221,8
0.515,0.6125,0.1415,8
0.49,0.609,0.1775,8
0.54,0.7025,0.2,8
0.47,0.587,0.174,8
0.55,0.9155,0.25,8
0.4,0.3185,0.095,8
0.58,1.137,0.29,8
0.48,0.5465,0.158,8
0.58,1.114,0.265,8
0.535,0.738,0.1795,8
0.485,0.6435,0.198,8
0.45,0.514,0.14,8
0.43,0.3405,0.12,8
0.455,0.4265,0.1205,8
0.41,0.304,0.0955,8
0.58,0.834,0.23,8
0.445,0.3615,0.12,8
0.58,0.852,0.225,8
0.63,1.278,0.31,8
0.56,0.728,0.2175,8
0.58,0.926,0.275,8
0.485,0.464,0.149,8
0.45,0.547,0.1405,8
0.53,0.475,0.148,8
0.64,1.0725,0.31,8
0.525,0.615,0.175,8
0.55,0.664,0.21,8
0.455,0.486,0.1315,8
0.495,0.5755,0.1395,8
0.57,0.7805,0.21,8
0.36,0.232,0.056,8
0.405,0.312,0.087,8
0.6,0.945,0.25,8
0.585,0.8915,0.253,8
0.65,1.175,0.215,8
0.445,0.378,0.12,8
0.61,1.153,0.245,8
0.385,0.244,0.068,8
0.56,0.837,0.2,8
0.555,1.1465,0.2785,8
0.72,1.187,0.2685,8
0.595,1.2095,0.32,8
0.55,0.804,0.244,8
0.49,0.5445,0.13,8
0.505,0.551,0.171,8
0.59,0.874,0.24,8
0.57,0.827,0.235,8
0.53,0.658,0.198,8
0.495,0.589,0.1405,8
0.535,0.8725,0.24,8
0.575,0.87,0.225,8
0.555,0.838,0.23,8
0.625,1.1075,0.3595,8
0.57,0.8775,0.22,8
0.55,0.636,0.1755,8
0.485,0.5205,0.182,8
0.47,0.393,0.115,8
0.55,0.985,0.27,8
0.455,0.82,0.211,8
0.665,1.363,0.34,8
0.6,1.05,0.28,8
0.48,0.4495,0.14,8
0.52,0.597,0.16,8
0.355,0.168,0.063,8
0.605,0.884,0.27,8
0.52,0.5545,0.167,8
0.59,0.8725,0.245,8
0.61,1.146,0.265,8
0.4,0.353,0.1,8
0.55,0.7275,0.19,8
0.385,0.2175,0.067,8
0.555,0.648,0.2105,8
0.41,0.28,0.075,8
0.41,0.361,0.103,8
0.475,0.4775,0.1435,8
0.61,1.031,0.27,8
0.585,0.7995,0.237,8
0.505,0.693,0.1515,8
0.475,0.6325,0.19,8
0.45,0.4585,0.14,8
0.5,0.519,0.134,8
0.44,0.4965,0.1075,8
0.575,0.867,0.268,8
0.63,1.072,0.315,8
0.545,0.5945,0.185,8
0.56,0.8755,0.2315,8
0.58,0.9065,0.29,8
0.48,0.464,0.239,8
0.63,1.1325,0.287,8
0.42,0.4025,0.1015,8
0.62,1.011,0.255,8
0.43,0.384,0.11,8
0.505,0.5585,0.1535,8
0.335,0.185,0.055,8
0.315,0.137,0.04,8
0.61,0.957,0.265,8
0.47,0.4775,0.175,8
0.485,0.426,0.151,8
0.61,1.0745,0.29,8
0.625,1.082,0.25,8
0.37,0.2225,0.08,8
0.35,0.196,0.064,8
0.47,0.441,0.135,8
0.49,0.624,0.169,8
0.535,0.775,0.2055,8
0.475,0.494,0.1545,8
0.62,1.1125,0.281,8
0.56,0.8675,0.229,8
0.36,0.241,0.095,8
0.45,0.46,0.135,8
0.515,0.5705,0.185,8
0.41,0.3,0.1,8
0.545,0.543,0.1725,8
0.455,0.434,0.1215,8
0.535,0.699,0.2035,8
0.415,0.4015,0.097,8
0.51,0.5155,0.166,8
0.52,0.622,0.169,8
0.49,0.557,0.1765,8
0.6,1.235,0.29,8
0.48,0.5135,0.135,8
0.525,0.567,0.16,8
0.46,0.4785,0.141,8
0.425,0.317,0.09,8
0.575,0.9965,0.47,8
0.51,0.599,0.1485,8
0.405,0.91,0.0995,8
0.455,0.514,0.126,8
0.425,0.406,0.1355,8
0.655,1.275,0.333,8
0.47,0.411,0.135,8
0.5,0.596,0.151,8
0.465,0.5805,0.184,8
0.6,1.332,0.35,8
0.53,0.627,0.183,8
0.51,0.597,0.1555,8
0.565,0.8495,0.225,8
0.46,0.415,0.11,8
0.595,0.9,0.265,8
0.445,0.3615,0.117,8
0.45,0.479,0.15,8
0.49,0.538,0.139,8
0.425,0.405,0.1065,8
0.55,0.923,0.283,8
0.515,0.7165,0.1785,8
0.52,0.5185,0.184,8
0.475,0.5185,0.1365,8
0.42,0.409,0.105,8
0.635,1.29,0.352,8
0.47,0.612,0.14,8
0.61,1.0145,0.2415,8
0.455,0.594,0.1335,8
0.515,0.678,0.119,8
0.465,0.4975,0.14,8
0.535,0.771,0.1795,8
0.535,0.7875,0.2,8
0.445,0.411,0.109,8
0.545,0.7715,0.227,8
0.485,1.029,0.313,8
0.58,0.8685,0.2605,8
0.44,0.4565,0.1025,8
0.665,1.3855,0.3445,8
0.52,0.6385,0.171,8
0.48,0.643,0.135,8
0.505,0.66,0.175,8
0.495,0.4715,0.15,8
0.255,0.08,0.027,8
0.525,0.6275,0.18,8
0.425,0.3505,0.1,8
0.46,0.4495,0.15,8
0.54,0.686,0.213,8
0.555,0.85,0.23,8
0.39,0.259,0.085,8
0.505,0.601,0.185,8
0.555,0.8815,0.2155,8
0.495,0.578,0.1645,8
0.27,0.102,0.034,8
0.54,0.6255,0.19,8
0.37,0.226,0.0675,8
0.485,0.5705,0.185,8
0.545,0.8935,0.228,8
0.57,0.8875,0.223,8
0.5,0.529,0.16,8
0.475,0.7095,0.1845,8
0.37,0.227,0.07,8
0.555,0.7495,0.214,8
0.325,0.0995,0.032,8
0.56,0.6405,0.245,8
0.48,0.461,0.135,8
0.385,0.2685,0.085,8
0.525,0.6965,0.21,8
0.535,0.5765,0.225,8
