@relation 'optdigits-weka.filters.unsupervised.attribute.Remove-V-R1,3-4,6,9,17,21,27-28,32-33,35-37,43,50,52-53,56,62-63,65'

@attribute Atr-0 numeric
@attribute Atr-2 numeric
@attribute Atr-3 numeric
@attribute Atr-5 numeric
@attribute Atr-8 numeric
@attribute Atr-16 numeric
@attribute Atr-20 numeric
@attribute Atr-26 numeric
@attribute Atr-27 numeric
@attribute Atr-31 numeric
@attribute Atr-32 numeric
@attribute Atr-34 numeric
@attribute Atr-35 numeric
@attribute Atr-36 numeric
@attribute Atr-42 numeric
@attribute Atr-49 numeric
@attribute Atr-51 numeric
@attribute Atr-52 numeric
@attribute Atr-55 numeric
@attribute Atr-61 numeric
@attribute Atr-62 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
0,6,15,1,0,0,2,15,8,0,0,6,12,10,3,9,8,8,0,4,0,9
0,10,15,0,0,0,13,1,0,0,0,0,3,14,0,0,16,5,0,16,15,2
0,13,12,0,0,0,16,3,1,0,0,0,2,16,0,0,16,11,0,16,16,2
0,11,13,0,0,0,12,5,0,0,0,0,0,12,0,0,16,11,0,16,16,2
0,0,1,9,0,0,12,14,13,0,0,16,16,16,6,0,0,15,0,9,0,4
0,16,10,0,0,0,12,13,11,0,0,1,6,16,0,0,16,16,0,15,16,2
0,15,16,0,0,0,16,2,4,0,0,0,11,15,9,10,16,16,0,16,12,2
0,12,15,3,0,0,12,0,7,0,0,0,5,15,0,0,5,4,0,16,5,3
0,0,1,6,0,0,9,11,14,0,0,16,14,15,12,0,0,14,0,14,0,4
0,8,16,0,0,0,12,8,1,0,0,0,4,16,0,0,16,16,0,8,11,2
0,2,15,4,0,0,16,7,16,0,0,10,16,16,10,0,16,16,0,7,0,1
0,12,12,13,0,0,0,16,15,0,0,14,9,16,0,1,4,14,0,8,0,5
0,1,15,1,0,3,16,8,9,0,0,0,10,16,0,0,16,14,0,1,0,1
0,9,16,2,0,0,0,0,0,0,0,0,0,14,0,0,16,6,0,16,13,2
0,13,16,2,0,0,16,5,16,0,0,2,10,6,0,1,1,4,0,11,0,3
0,4,15,16,0,0,0,0,6,0,0,2,16,16,0,0,14,6,0,0,0,7
0,3,12,2,0,0,16,6,16,0,0,6,16,16,4,0,16,16,0,6,0,1
0,8,16,13,0,0,0,0,2,0,0,9,16,16,5,0,16,5,0,0,0,7
0,2,12,2,0,0,14,13,16,0,0,0,0,4,0,0,14,16,0,0,0,9
0,0,0,5,0,0,1,16,14,0,0,8,8,12,0,0,0,14,0,3,0,4
0,7,16,10,0,0,3,12,4,0,0,12,2,0,15,0,16,16,0,4,0,0
0,1,11,10,0,0,1,15,12,0,0,13,16,15,14,0,9,4,0,10,0,8
0,0,0,16,0,0,16,10,16,0,0,15,11,8,7,0,0,12,0,15,2,1
0,15,6,0,0,0,4,3,10,0,0,1,16,2,6,0,16,16,0,10,13,2
0,3,11,13,0,0,0,1,12,0,0,1,8,16,0,0,14,11,0,0,0,7
0,1,8,7,0,0,16,5,16,0,0,4,16,16,9,0,16,16,0,9,0,1
0,0,8,3,0,0,16,5,16,0,0,1,16,16,3,0,16,16,0,2,0,1
0,3,12,12,0,0,2,0,1,0,0,8,16,16,3,0,16,3,0,0,0,7
0,4,12,5,0,0,5,0,4,0,0,0,5,12,0,0,10,3,2,16,7,3
0,8,14,13,0,0,6,0,1,0,0,0,6,15,1,0,16,3,0,0,0,7
0,16,14,15,0,0,11,5,3,0,0,0,11,14,4,0,14,0,0,0,0,7
0,8,16,15,0,0,13,14,12,0,0,0,0,0,0,0,12,14,0,2,0,5
0,8,15,1,0,0,1,14,1,0,0,12,0,0,13,4,16,16,0,3,0,0
0,4,13,6,0,0,3,0,13,0,0,7,16,16,16,2,9,11,0,7,0,8
0,0,4,7,0,0,8,4,14,0,0,15,13,8,16,7,9,16,0,2,0,4
0,6,14,4,0,0,0,12,0,0,0,12,0,0,13,1,6,7,0,11,0,0
0,9,12,14,0,0,8,16,16,0,0,6,2,0,0,1,8,9,0,3,0,5
0,7,12,9,0,0,0,12,10,0,0,8,12,13,0,0,6,4,0,10,2,5
0,10,16,15,0,0,15,0,16,0,0,0,6,16,0,0,5,12,0,7,0,3
0,13,15,9,0,0,13,0,9,0,0,0,8,12,0,0,3,14,0,1,0,3
0,9,14,12,0,0,0,4,8,0,0,14,11,16,2,0,15,2,0,0,0,7
0,0,9,6,0,0,0,15,0,0,0,16,16,16,6,0,5,16,0,1,0,4
0,14,16,1,0,0,16,0,13,0,0,4,16,4,12,2,8,6,1,16,16,2
0,0,7,0,0,0,0,4,12,0,0,8,12,12,8,0,16,5,2,14,5,6
0,7,13,3,0,0,9,0,13,0,0,0,9,12,0,0,1,2,0,11,2,3
0,2,11,3,0,0,0,11,0,0,0,12,0,0,14,0,10,13,0,2,0,0
0,9,16,14,0,0,0,14,1,0,0,15,5,0,11,0,12,0,0,0,0,5
0,4,16,1,0,0,2,16,15,0,0,16,8,3,15,0,8,4,0,14,1,0
0,5,16,8,0,0,0,15,7,0,0,8,13,8,0,0,5,15,0,3,0,5
0,0,0,16,0,0,16,16,16,0,0,12,12,12,0,0,0,8,0,16,2,1
0,5,12,15,0,0,8,0,7,0,0,7,16,16,6,0,16,9,0,0,0,7
0,6,16,10,0,0,12,16,14,0,0,2,0,0,1,0,4,5,0,3,0,5
0,14,16,0,0,0,16,1,3,0,0,0,8,12,1,1,16,16,1,16,16,2
0,11,16,10,0,0,0,16,16,0,0,8,8,9,0,0,7,12,0,2,0,5
0,10,14,0,0,0,8,0,0,0,0,0,0,14,0,0,16,14,0,12,15,2
0,3,11,6,0,0,16,13,16,0,0,13,16,16,15,0,16,16,0,7,0,1
0,3,8,12,0,0,0,0,9,0,0,1,16,16,0,0,13,13,0,0,0,7
0,9,12,1,0,0,15,16,14,0,0,14,12,14,12,0,1,6,0,3,0,8
0,0,3,16,0,0,14,16,14,0,0,0,0,0,0,0,0,10,0,0,0,9
0,7,16,16,0,0,0,0,6,0,0,0,11,16,0,0,16,10,0,0,0,7
0,6,16,0,0,0,15,11,8,0,0,6,14,8,4,0,16,12,0,16,8,2
0,6,11,16,0,0,0,4,8,0,0,5,12,16,0,0,16,3,0,0,0,7
0,9,13,5,0,0,16,8,16,0,0,6,16,16,12,0,16,16,0,3,0,1
0,9,14,8,0,0,1,16,8,0,0,7,16,9,0,0,9,15,0,5,0,5
0,14,10,4,0,0,0,6,14,0,0,8,16,16,15,5,8,14,0,7,0,8
0,12,15,1,0,0,12,3,15,0,0,0,0,6,0,7,7,4,0,9,0,9
0,1,12,0,0,0,1,15,3,0,0,15,12,15,12,0,10,14,0,0,0,4
0,16,6,0,0,0,7,2,16,0,0,10,15,0,16,10,12,14,0,10,3,2
0,0,3,4,0,0,0,16,3,0,0,16,12,13,12,0,1,16,0,0,0,4
0,0,5,3,0,0,1,15,3,0,0,15,14,16,13,0,5,16,0,0,0,4
0,0,5,16,0,0,10,15,16,0,0,3,5,6,0,0,2,15,0,0,0,9
0,2,11,10,0,0,2,16,16,0,0,3,16,15,8,0,16,16,0,2,0,8
0,3,14,3,0,0,0,12,0,0,0,12,0,0,13,1,6,5,0,6,0,0
0,0,8,0,0,0,0,16,2,0,0,13,0,7,16,6,12,14,0,0,0,4
0,6,16,0,0,0,13,9,10,0,0,0,0,0,0,3,1,0,0,12,1,9
0,5,13,2,0,0,1,12,5,0,0,1,9,9,0,0,0,1,0,10,1,9
0,0,1,1,0,0,2,16,7,0,0,15,0,9,16,7,10,15,0,0,0,4
0,2,15,13,0,0,0,0,2,0,0,0,9,16,0,0,12,7,0,0,0,7
0,9,14,1,0,0,0,3,16,0,0,4,16,16,16,1,1,3,0,11,1,8
0,10,7,9,0,0,10,1,16,0,0,12,13,4,12,1,2,14,0,0,0,8
0,0,2,16,0,0,16,16,16,0,0,3,10,16,0,0,6,16,0,15,4,1
0,12,8,7,0,0,0,14,5,0,0,15,16,9,0,0,8,16,0,0,0,5
0,0,8,14,0,0,0,8,11,0,0,16,16,16,0,0,9,16,0,1,0,7
0,13,16,16,0,0,3,16,16,0,0,8,4,11,0,0,13,16,0,0,0,5
0,0,0,5,0,0,16,12,16,0,0,11,5,15,0,0,2,16,0,8,0,1
0,0,9,12,0,0,0,9,8,0,0,16,15,16,0,0,9,12,0,0,0,7
0,15,4,0,0,0,8,16,11,0,0,11,14,14,0,0,16,16,0,0,0,5
0,0,6,4,0,0,5,16,10,0,0,16,8,9,15,0,4,16,0,3,0,4
0,0,1,5,0,0,16,12,16,0,0,8,12,16,0,0,10,16,0,5,0,1
0,0,11,8,0,0,8,13,16,0,0,15,16,5,16,1,16,16,0,15,0,6
0,13,16,12,0,0,15,0,12,0,0,0,7,12,0,1,12,11,0,0,0,3
0,4,9,5,0,0,5,7,10,0,0,4,16,13,13,0,9,14,0,8,0,8
0,0,12,0,0,0,11,16,10,0,0,14,16,16,0,0,14,12,0,0,0,4
0,3,6,5,0,0,13,0,16,0,0,2,16,8,10,0,4,15,0,0,0,8
0,3,12,1,0,0,6,16,7,0,0,16,4,0,16,0,14,13,0,6,0,0
0,5,4,10,0,0,14,5,15,0,0,14,12,0,14,0,13,5,0,0,0,8
0,15,16,0,0,0,14,0,12,0,0,1,16,7,10,3,10,8,0,16,7,2
0,16,16,10,0,0,0,16,12,0,0,7,16,9,0,3,15,15,0,0,0,5
0,12,9,1,0,0,3,16,1,0,0,12,0,0,14,0,12,14,0,2,0,0
0,16,16,7,0,0,14,0,1,0,0,0,0,14,0,0,7,12,0,11,1,3
0,0,6,1,0,0,2,13,13,0,0,16,14,12,16,0,15,5,0,14,6,6
0,3,15,1,0,0,16,0,1,0,0,7,16,16,12,0,14,11,0,0,0,7
0,11,12,6,0,0,3,0,2,0,0,0,4,16,0,0,1,12,0,1,0,3
0,2,14,0,0,0,0,16,5,0,0,16,12,12,16,2,10,6,0,10,1,6
0,0,2,4,0,0,12,6,16,0,0,13,16,15,16,3,8,16,0,0,0,4
0,6,15,0,0,0,11,15,14,0,0,3,8,10,0,0,4,10,0,12,1,9
0,2,12,2,0,0,8,16,6,0,0,16,4,0,16,0,16,16,0,3,0,0
0,12,12,8,0,0,16,0,7,0,0,0,5,16,0,0,8,15,0,1,0,3
0,0,10,3,0,0,10,5,16,0,0,16,12,16,16,0,11,4,0,13,4,8
0,7,15,0,0,0,16,0,5,0,0,14,16,15,7,0,15,1,0,0,0,7
0,15,15,0,0,0,12,4,16,0,0,8,16,2,14,4,14,14,0,9,1,2
0,13,9,3,0,0,0,16,11,0,0,8,16,9,0,1,12,14,0,0,0,5
0,3,13,0,0,0,0,14,0,0,0,14,14,16,16,0,10,5,0,8,0,6
0,4,12,10,0,0,9,4,7,0,0,16,16,15,4,0,16,2,0,0,0,7
0,4,13,16,0,0,0,1,0,0,0,14,13,15,15,0,16,7,0,0,0,7
0,9,16,2,0,0,14,4,16,0,0,0,3,4,0,0,1,1,0,9,0,9
0,3,8,9,0,0,0,16,10,0,0,3,8,13,0,0,2,4,0,8,0,5
0,1,15,1,0,0,16,8,16,0,0,9,16,13,11,0,16,11,0,3,0,1
0,0,0,11,0,0,16,0,13,0,0,10,16,16,15,3,6,16,0,13,7,1
0,12,16,13,0,0,11,0,12,0,0,0,8,16,0,0,6,6,0,9,0,3
0,2,15,0,0,0,0,16,4,0,0,16,16,16,6,0,15,13,0,0,0,4
0,7,12,2,0,0,11,0,2,0,0,1,13,6,11,1,7,4,0,14,11,2
0,7,13,11,0,0,4,12,14,0,0,8,16,15,15,3,5,7,0,15,2,8
0,0,9,12,0,0,0,16,12,0,0,3,8,14,0,0,9,10,0,0,0,9
0,2,10,12,0,0,0,16,3,0,0,5,0,9,0,0,12,7,0,0,0,7
0,8,12,16,0,0,0,16,16,0,0,8,6,15,7,0,11,13,0,5,0,5
0,0,10,15,0,0,0,14,1,0,0,3,0,5,0,0,6,13,0,0,0,7
0,0,2,15,0,0,16,16,16,0,0,0,8,16,0,0,4,16,0,16,7,1
0,4,12,16,0,0,16,16,13,0,0,11,2,2,0,0,6,13,0,1,0,5
0,3,14,1,0,0,3,12,0,0,0,14,0,0,14,0,12,12,0,3,0,0
0,1,11,13,0,0,0,16,1,0,0,11,0,4,0,0,8,14,0,0,0,7
0,0,9,4,0,0,0,16,7,0,0,16,14,16,16,0,16,7,0,16,9,6
0,0,9,2,0,0,7,16,16,0,0,16,14,8,15,0,15,7,0,15,10,6
0,0,0,8,0,0,16,15,16,0,0,3,7,16,0,0,4,16,0,15,5,1
0,0,7,16,0,0,16,16,16,0,0,0,10,16,0,0,10,16,0,12,2,1
0,0,2,4,0,0,12,13,8,0,0,16,16,16,4,0,0,15,0,8,0,4
0,0,5,0,0,0,16,9,12,0,0,16,4,16,16,3,11,16,0,0,0,4
0,5,13,6,0,0,10,15,11,0,0,7,10,3,3,0,11,4,0,11,1,9
0,1,14,0,0,0,10,14,2,0,0,14,11,16,16,0,15,9,0,0,0,4
0,0,11,0,0,0,4,15,2,0,0,12,4,16,16,3,16,9,0,0,0,4
0,2,13,6,0,0,4,4,15,0,0,5,16,14,14,0,7,1,0,16,12,8
0,0,6,11,0,0,0,2,15,0,0,13,12,16,15,0,14,8,0,16,2,8
0,1,10,10,0,0,13,0,0,0,0,0,0,14,0,0,7,0,0,16,12,3
0,10,12,0,0,0,1,12,16,0,0,13,16,10,1,0,12,16,4,16,16,1
0,3,13,0,0,0,14,11,5,0,0,0,5,12,0,0,12,10,2,12,14,2
0,0,6,12,0,0,4,5,1,0,0,0,7,16,3,0,15,8,0,16,11,3
0,0,16,0,0,0,13,12,1,0,0,10,0,0,14,0,7,9,0,3,0,0
0,7,15,0,0,0,15,7,2,0,0,0,1,16,0,0,15,16,7,12,12,2
0,2,11,2,0,0,7,6,0,0,0,4,0,0,10,0,2,6,0,1,0,0
0,4,13,6,0,0,11,10,16,0,0,0,4,0,0,0,6,0,0,16,7,9
0,5,12,7,0,0,14,14,16,0,0,15,12,9,12,3,4,2,0,7,0,8
0,0,1,14,0,0,5,15,16,0,0,5,3,1,0,0,0,7,0,12,0,9
0,0,3,16,0,0,0,0,2,0,0,4,16,16,9,0,0,12,0,1,0,7
0,7,13,11,0,0,16,0,8,0,0,0,5,16,0,0,8,14,0,7,0,3
0,0,6,1,0,0,5,16,4,0,0,16,16,16,2,0,6,14,0,0,0,4
0,0,1,7,0,0,15,16,3,0,0,13,9,16,15,0,0,16,0,2,0,4
0,0,0,13,0,0,8,16,16,0,0,16,11,7,0,0,0,10,0,7,0,9
0,1,13,0,0,0,0,16,3,0,0,16,6,15,16,0,7,0,0,9,2,6
0,4,14,0,0,0,13,16,13,0,0,7,16,13,10,0,11,10,0,3,0,8
0,1,14,8,0,0,10,15,6,0,0,16,16,15,3,0,12,4,0,0,0,4
0,10,16,13,0,0,0,16,11,0,0,8,16,16,0,0,6,13,0,6,0,5
0,11,16,16,0,0,0,15,10,0,0,6,16,8,0,0,5,16,0,1,0,5
0,9,16,8,0,0,13,0,8,0,0,2,16,7,11,0,14,15,0,5,0,2
0,15,16,0,0,0,13,0,10,0,0,0,15,5,7,0,11,6,0,16,9,2
0,7,15,0,0,0,4,16,16,0,0,16,7,1,16,2,7,10,0,3,0,6
0,13,10,8,0,0,5,0,13,0,0,0,6,15,0,1,10,12,0,0,0,5
0,0,3,5,0,0,2,16,4,0,0,15,4,9,16,1,7,16,0,0,0,4
0,11,14,1,0,0,3,7,16,0,0,0,12,16,1,0,16,15,0,11,0,8
0,10,16,4,0,0,15,0,13,0,0,0,5,13,0,0,3,5,0,10,0,3
0,7,15,2,0,0,15,0,13,0,0,0,8,15,7,2,6,6,0,7,0,3
0,0,1,2,0,0,0,14,5,0,0,12,0,12,14,6,16,16,0,0,0,4
0,7,14,0,0,0,3,5,15,0,0,0,0,5,0,0,2,0,3,16,12,9
0,7,14,0,0,0,7,15,16,0,0,0,4,4,0,0,5,0,0,14,6,9
0,6,14,3,0,0,0,11,0,0,0,11,0,0,12,0,8,2,0,9,0,0
0,8,15,1,0,0,13,0,15,0,0,0,4,8,1,4,5,3,0,15,2,3
0,1,9,1,0,0,0,15,0,0,0,16,16,16,16,0,13,6,0,15,2,6
0,8,16,1,0,0,5,6,16,0,0,0,3,7,0,0,1,0,0,16,12,9
0,12,9,8,0,0,5,15,9,0,0,1,0,1,0,1,4,5,0,7,0,5
0,10,10,7,0,0,0,4,0,0,0,4,0,0,6,1,3,3,0,7,0,0
0,3,16,12,0,0,6,1,4,0,0,9,16,16,4,0,14,6,0,0,0,7
0,8,12,0,0,0,12,3,0,0,0,0,3,14,0,0,16,6,0,16,14,2
0,10,16,0,0,0,7,7,16,0,0,12,13,15,16,4,4,1,0,14,2,8
0,4,16,11,0,0,6,8,0,0,0,6,16,16,3,0,14,6,0,0,0,7
0,5,13,0,0,0,0,16,0,0,0,16,16,14,16,0,2,0,1,14,5,6
0,0,6,1,0,0,0,16,14,1,0,12,12,12,0,0,6,16,0,0,0,4
0,5,10,13,0,0,4,0,1,0,0,0,11,15,15,1,12,0,0,0,0,7
0,2,15,15,0,0,13,6,3,0,0,0,9,16,7,0,15,3,0,0,0,7
0,0,8,0,0,0,0,5,0,0,0,10,0,0,13,0,13,5,0,16,7,0
0,0,14,9,0,0,15,15,16,0,0,16,16,5,16,0,16,8,0,0,0,1
0,1,14,8,0,0,1,12,3,0,0,16,14,13,16,0,16,7,0,16,8,6
0,3,15,0,0,0,0,16,13,0,0,8,9,15,0,0,12,12,0,0,0,4
0,7,12,1,0,0,3,9,11,0,0,11,10,9,0,0,0,0,0,13,2,9
0,2,14,6,0,0,0,9,0,0,0,11,0,0,16,0,14,12,0,13,5,0
0,10,14,4,0,0,12,3,15,0,0,1,4,7,0,0,0,1,0,9,1,3
0,0,13,0,0,0,0,13,4,0,0,14,15,16,13,0,6,0,0,15,4,6
0,10,16,8,0,0,0,16,16,0,0,13,8,16,0,0,12,15,0,0,0,5
0,1,10,13,0,0,0,16,14,0,0,16,13,15,3,0,2,13,0,3,0,5
0,2,12,1,0,0,0,11,0,0,0,9,0,0,13,0,12,9,0,9,1,0
0,0,8,0,0,0,0,16,3,0,0,16,11,13,11,0,7,16,0,0,0,4
0,5,13,16,0,0,1,0,2,0,0,12,16,16,6,0,15,1,0,0,0,7
0,9,14,6,0,0,0,11,4,0,0,9,0,0,9,1,5,12,0,0,0,0
0,8,15,10,0,0,0,13,0,0,0,16,0,0,16,2,6,15,0,1,0,0
0,9,15,15,0,0,9,0,0,0,0,0,0,0,0,0,3,6,0,9,1,3
0,9,14,16,0,0,5,0,0,0,0,0,0,15,0,0,2,8,0,3,0,3
0,9,16,7,0,0,0,16,10,0,0,8,12,16,0,0,0,11,0,6,0,5
0,9,15,2,0,0,16,12,13,0,0,12,15,11,3,0,14,0,0,0,0,7
0,7,13,16,0,0,0,8,0,0,0,12,0,0,13,1,14,16,0,0,0,5
0,0,1,13,0,0,6,6,0,0,0,0,0,10,0,0,0,14,0,7,0,1
0,13,16,8,0,0,16,5,16,0,0,3,6,8,6,4,5,2,0,11,1,3
0,6,14,6,0,0,9,15,14,0,0,0,0,0,0,1,2,1,0,5,0,9
0,1,13,1,0,0,0,14,5,0,0,13,0,0,15,0,8,12,0,4,0,0
0,10,16,2,0,0,2,16,3,0,0,14,0,0,16,4,7,12,0,3,0,0
0,0,14,1,0,0,2,16,16,0,0,16,15,8,16,0,14,7,0,14,1,6
0,0,8,0,0,0,0,8,13,0,0,13,16,13,11,0,11,5,0,4,0,6
0,0,16,0,0,0,0,12,16,0,0,15,16,14,14,0,14,4,8,16,12,6
0,2,16,0,0,0,12,7,16,0,0,5,16,9,7,0,16,9,0,0,0,1
0,8,15,7,0,0,14,0,11,0,0,5,14,14,12,1,2,9,0,1,0,8
0,1,11,9,0,0,12,13,12,0,0,0,0,0,3,0,7,3,0,3,0,9
0,1,13,0,0,0,0,16,8,0,0,16,14,16,13,0,12,4,0,13,1,6
0,3,10,4,0,0,3,6,0,0,0,8,0,0,15,0,14,10,0,5,0,0
0,0,10,0,0,0,1,15,2,0,0,13,6,16,16,2,13,11,0,0,0,4
0,0,0,15,0,0,16,16,12,0,0,3,0,16,0,0,0,12,0,16,7,1
0,1,14,4,0,0,7,13,14,0,0,0,14,13,2,0,13,4,0,13,1,8
0,0,9,1,0,0,0,11,4,0,0,16,16,16,16,0,12,4,0,11,1,6
0,3,15,16,0,0,3,2,3,0,0,3,16,16,0,0,16,6,0,0,0,7
0,15,16,0,0,0,16,0,0,0,0,0,5,16,0,1,16,16,0,8,3,2
0,8,13,1,0,0,10,0,6,0,0,0,5,13,1,1,8,7,0,15,5,3
0,0,10,0,0,0,5,15,2,0,0,11,6,16,16,4,13,12,0,0,0,4
0,7,8,8,0,0,0,15,12,0,0,8,7,8,0,0,0,1,0,5,0,5
0,0,0,16,0,0,13,7,1,0,0,0,0,5,0,0,0,7,0,16,8,1
0,9,15,4,0,0,15,0,15,0,0,0,2,9,0,0,6,4,0,9,1,3
0,0,10,0,0,0,7,15,0,0,0,15,14,16,16,0,9,14,0,0,0,4
0,11,13,2,0,0,14,3,11,0,0,0,0,0,0,0,0,1,0,14,2,9
0,2,11,12,0,0,5,16,11,0,0,1,14,16,0,0,16,10,0,2,0,8
0,6,16,11,0,0,14,1,4,0,0,0,0,0,0,0,7,11,0,1,0,9
0,0,0,1,0,0,11,4,16,0,0,5,16,8,9,0,9,11,0,16,10,6
0,10,16,2,0,0,15,10,16,0,0,1,12,14,2,0,12,1,0,0,0,7
0,0,10,0,0,0,1,16,7,0,0,16,11,3,14,0,13,15,0,0,0,0
0,15,16,0,0,0,7,8,16,0,0,16,15,7,14,1,3,0,0,0,0,7
0,5,16,0,0,0,0,16,6,0,0,16,16,16,3,0,14,10,0,0,0,4
0,0,14,0,0,0,15,6,16,0,0,9,16,13,8,0,16,16,0,0,0,1
0,0,10,3,0,0,0,16,6,0,0,16,0,0,13,0,16,16,0,6,0,0
0,3,16,5,0,0,7,6,9,0,0,16,16,16,9,0,16,11,0,0,0,7
0,7,16,0,0,0,16,0,13,0,0,0,14,13,12,0,16,16,4,7,3,2
0,8,16,12,0,0,2,0,0,0,0,0,1,15,0,1,16,12,1,16,12,2
0,7,16,8,0,0,16,5,15,0,0,0,3,12,10,1,6,13,0,11,0,9
0,11,7,0,0,0,12,16,15,0,0,6,15,11,1,0,12,0,0,0,0,4
0,1,9,10,0,0,1,0,8,0,0,15,16,16,15,0,4,12,0,0,0,8
0,0,8,9,0,0,16,16,16,0,0,16,16,16,15,0,16,16,0,6,0,1
0,13,16,7,0,0,16,15,16,0,0,10,11,9,1,0,4,7,0,8,2,3
0,0,2,2,0,0,0,14,1,0,0,16,5,11,16,0,0,12,0,1,0,4
0,15,13,3,0,0,16,7,16,0,0,12,12,15,16,2,5,7,0,7,0,8
0,7,11,8,0,0,0,16,16,0,0,6,5,10,0,0,14,14,0,0,0,5
0,3,14,9,0,0,16,12,16,0,0,13,16,16,12,0,16,16,0,16,2,1
0,6,14,5,0,0,8,12,14,0,0,1,16,11,4,0,2,13,0,3,0,8
0,4,12,1,0,0,10,16,16,0,0,4,8,16,0,0,4,15,0,8,0,3
0,9,16,12,0,0,9,5,13,0,0,13,16,8,0,0,5,14,0,4,0,3
0,5,16,0,0,0,0,16,9,0,0,16,16,16,16,0,14,5,0,12,3,6
0,3,14,0,0,0,0,16,2,0,0,16,2,5,16,1,13,2,0,13,4,6
0,8,16,0,0,0,14,10,16,0,0,0,2,5,0,0,6,5,0,12,1,9
0,5,16,0,0,0,1,15,10,0,0,16,7,0,16,1,14,14,0,8,1,0
0,6,16,11,0,0,0,16,0,0,0,16,0,0,16,1,16,16,0,6,0,0
0,2,10,0,0,0,3,16,10,0,0,5,14,14,0,0,7,7,0,12,0,9
