@relation page-blocks

@attribute Height numeric
@attribute Eccen numeric
@attribute Class {1,2,3,4,5}

@data
8,1.375,1
5,3.6,1
9,13.556,1
10,4.9,1
9,12.111,1
16,24.938,1
9,54.222,1
6,2,1
23,3.783,1
10,8,1
7,0.714,1
9,9.333,1
5,1.4,1
7,2,1
9,5.222,1
8,1.25,1
7,49,1
5,1,1
16,1.5,1
8,18.75,1
9,8.889,1
10,2.3,1
11,25,1
9,3.667,1
7,2,1
9,0.889,1
13,31.846,1
9,2,1
10,3.9,1
5,1.2,1
1,49,1
10,6.6,1
8,5.625,1
7,1.286,1
5,8.6,1
5,17.8,1
9,15.556,1
10,2.2,1
7,0.571,1
7,2.143,1
6,43.833,1
8,2.125,1
9,6.778,1
5,6.6,1
7,14,1
8,2.625,1
7,5.857,1
11,1.091,1
7,3.857,1
7,2.429,1
7,3.714,1
22,3.227,1
9,12.333,1
2,9.5,1
8,12.375,1
10,4.4,1
22,3.136,1
8,1.5,1
9,59.444,1
8,7.75,1
7,3,1
6,6.333,1
14,13.214,1
7,4.286,1
11,9.455,1
10,2.9,1
8,9.625,1
8,3.875,1
5,4,1
7,4.143,1
7,1.286,1
7,8.429,1
11,0.727,1
9,17.444,1
7,17.571,1
13,8,1
10,3.8,1
9,8.111,1
9,25.778,1
10,9.3,1
9,1.333,1
5,6.2,1
7,3.286,1
6,1.167,1
8,1,1
9,16.444,1
8,6.75,1
9,7.667,1
8,34.125,1
7,1.571,1
11,5.182,1
8,22.5,1
9,4.111,1
11,1.273,1
8,1,1
8,0.75,1
8,2.875,1
9,7.111,1
8,17.625,1
8,1.875,1
11,1.091,1
8,5.625,1
9,9.111,1
9,5.222,1
8,5.375,1
7,2.286,1
9,59.444,1
10,2.3,1
9,4.667,1
8,1.875,1
9,8.444,1
5,18.8,1
15,22.8,1
9,4.556,1
16,5.75,1
8,7.125,1
9,2,1
9,16.444,1
9,54.667,1
9,1.889,1
7,4.857,1
9,29.111,1
9,4.333,1
5,6.4,1
6,3.333,1
8,9.375,1
14,10.929,1
26,15.846,1
10,3.6,1
11,8.273,1
9,1.889,1
7,1.143,1
10,1.2,1
6,14.167,1
9,4.778,1
6,8.167,1
6,8.333,1
6,1.167,1
8,10,1
7,33,1
8,2.25,1
8,3,1
7,0.714,1
5,19.2,1
12,8.417,1
28,4.893,1
5,6,1
10,9.4,1
10,7.2,1
10,50.8,1
9,11.667,1
8,3.125,1
6,0.833,1
9,20.111,1
1,22,1
8,6.75,1
9,1.556,1
11,1,1
8,10.375,1
14,6.5,1
8,9.125,1
8,4,1
6,15.833,1
6,0.667,1
12,22.667,1
9,11,1
9,10.333,1
9,9.111,1
9,3.778,1
9,6.889,1
9,34,1
8,1.5,1
9,39.778,1
8,4.75,1
10,8.3,1
10,1.5,1
1,99,1
7,2.571,1
5,0.8,1
8,2,1
7,1.143,1
8,4.75,1
7,2.143,1
6,2.167,1
10,3.8,1
24,12.875,1
7,9,1
9,6.222,1
8,6.25,1
9,25.667,1
9,13,1
11,2,1
6,2.833,1
8,1.5,1
5,2.2,1
10,4.8,1
13,5.154,1
24,11.667,1
8,13.5,1
11,21.455,1
9,2.667,1
9,8.333,1
10,2.2,1
11,26.182,1
11,22.818,1
8,2.625,1
8,2,1
7,9,1
9,2.889,1
7,2.143,1
8,5.125,1
10,7.7,1
9,15,1
14,10.714,1
9,51.667,1
12,2.167,1
10,1.8,1
11,1.909,1
11,3.909,1
8,1.5,1
6,1.833,1
9,1.889,1
7,4.286,1
10,5.9,1
9,2.444,1
6,16,1
7,1.857,1
8,39.875,1
9,3.556,1
9,2.111,1
24,4.458,1
10,53.5,1
10,4,1
8,3.25,1
15,1.933,1
14,7.286,1
8,11,1
7,1.143,1
11,2.727,1
6,2.167,1
4,3,1
12,1.167,1
11,10.182,1
12,26.667,1
5,19.2,1
8,9.25,1
9,30,1
11,15.909,1
9,3.333,1
8,5,1
8,13.25,1
7,21.143,1
10,6.4,1
8,7.375,1
8,1.625,1
12,22.583,1
8,2.25,1
9,2.444,1
9,4.444,1
8,20.375,1
9,11,1
8,29.125,1
11,2.636,1
6,2.167,1
6,0.667,1
11,16.727,1
23,16.13,1
6,3.5,1
10,3.5,1
9,2.333,1
7,1.143,1
15,17.867,1
4,2.5,1
10,50.8,1
8,2.875,1
9,1.333,1
9,16.444,1
6,5.167,1
6,7.333,1
7,2.143,1
9,25.556,1
8,12.375,1
23,4,1
7,1.429,1
7,49.429,1
6,8.333,1
38,2.526,1
7,1.571,1
7,3,1
8,0.75,1
9,1,1
3,2.333,1
7,0.571,1
6,16.167,1
7,5.143,1
12,1.083,1
10,0.8,1
8,3.875,1
8,1.625,1
7,2.857,1
77,3.338,1
8,4.125,1
10,0.9,1
9,20.556,1
7,1.286,1
12,5.917,1
8,5.75,1
9,10.778,1
6,2.167,1
8,8.875,1
8,2.625,1
5,3.2,1
8,5.125,1
8,0.875,1
10,1.8,1
10,3.1,1
8,4.125,1
14,2.714,1
9,4,1
11,1.818,1
5,3.2,1
7,4.143,1
8,1.125,1
10,27.1,1
6,13.5,1
10,1.8,1
12,10.167,1
10,3.7,1
7,2,1
17,1.353,1
8,25.375,1
14,22.786,1
10,2.5,1
5,23,1
6,21.667,1
8,18.5,1
7,6.429,1
9,18.778,1
22,3.273,1
10,3.7,1
7,1.286,1
8,6.75,1
7,2,1
9,7.111,1
9,2.556,1
6,1,1
9,11.333,1
8,1.5,1
7,8.143,1
9,5.778,1
2,139.5,1
8,5.875,1
3,5.333,1
7,2.286,1
7,1.571,1
8,1.5,1
9,8.444,1
9,5.111,1
9,4.444,1
6,16.667,1
6,5,1
6,2.167,1
8,5.125,1
9,14.444,1
9,11,1
9,3.333,1
9,0.667,1
8,8.875,1
8,3.125,1
11,2.091,1
6,1.667,1
10,10,1
10,1.4,1
10,8.5,1
8,1.75,1
7,2.714,1
7,8,1
11,20.727,1
5,1.8,1
10,4.1,1
7,2,1
8,8,1
8,6.875,1
8,2,1
7,1.571,1
8,15.75,1
8,1.5,1
8,19.75,1
8,4.375,1
8,1,1
24,5,1
7,6.286,1
8,1.375,1
8,7.375,1
9,19,1
10,1.8,1
7,0.857,1
6,1.167,1
8,1.625,1
8,6.875,1
10,3.5,1
9,9.444,1
8,5.5,1
7,15.714,1
7,2.714,1
5,2.6,1
8,16.5,1
8,12.5,1
14,18.071,1
9,17.222,1
10,31.8,1
6,3,1
18,8.778,1
11,0.727,1
10,2.3,1
10,2.7,1
34,3.353,1
6,2.833,1
10,2.1,1
1,91,1
8,3,1
9,18.778,1
7,5.857,1
27,9.889,1
8,1.5,1
9,8.333,1
9,13.111,1
7,2.571,1
8,23.375,1
8,5.875,1
10,1.7,1
8,1.5,1
9,1,1
8,7.75,1
6,8.5,1
10,2.1,1
9,7.889,1
6,12.667,1
8,6.25,1
9,2.444,1
7,1,1
9,59.556,1
8,2.875,1
9,6.444,1
9,4.444,1
11,2.636,1
22,3.227,1
6,3.167,1
14,24.214,1
10,6.5,1
9,5.444,1
9,1.111,1
9,9.111,1
9,10.333,1
12,33.667,1
10,29.3,1
13,2.846,1
9,2.556,1
7,6.714,1
7,1.286,1
7,5.429,1
9,5.222,1
7,23.286,1
5,1,1
9,59.444,1
9,4.111,1
10,4,1
12,9.833,1
8,8.75,1
11,0.727,1
6,6.5,1
9,34,1
9,11.889,1
14,26.571,1
11,3.636,1
5,1.6,1
7,20.571,1
10,2.8,1
9,6.333,1
7,4.857,1
7,1,1
10,5,1
1,27,1
13,21.846,1
9,8.778,1
9,3.222,1
9,19.111,1
7,3.714,1
11,13.364,1
10,21.2,1
7,30.143,1
12,0.667,1
13,23.923,1
9,5.222,1
8,6.25,1
13,2.923,1
10,15.1,1
7,13.143,1
13,24.769,1
10,3.1,1
7,1.714,1
27,11.852,1
23,5.13,1
7,5.714,1
6,2.5,1
14,0.857,1
13,2.308,1
8,8.625,1
12,5.917,1
8,26,1
11,24.727,1
9,6.222,1
8,0.875,1
10,9.8,1
8,1.5,1
11,2.909,1
12,5.083,1
9,9.222,1
5,1.2,1
9,0.444,1
7,3.857,1
9,3.778,1
9,4,1
8,9.5,1
9,12.111,1
7,15.714,1
6,5,1
10,5.1,1
8,34,1
5,19.6,1
10,50.6,1
8,4.125,1
12,21.75,1
9,4.778,1
7,8.714,1
7,5.286,1
8,4.125,1
12,9.667,1
7,3.857,1
13,6.385,1
6,4.5,1
8,0.875,1
8,1,1
5,7.2,1
10,2.7,1
17,1.353,1
7,31.286,1
11,0.727,1
7,1.286,1
11,0.727,1
7,2.429,1
9,6.556,1
9,59.333,1
11,2,1
9,31,1
5,5.6,1
5,40.6,1
8,18.75,1
6,6.5,1
7,1.143,1
17,15.647,1
10,11.5,1
8,1,1
8,66.5,1
20,0.8,1
10,1.2,1
11,11.091,1
15,3.6,1
8,2.125,1
10,3,1
9,2.333,1
10,3.8,1
9,5.222,1
8,2,1
7,0.857,1
8,5.25,1
7,3.429,1
8,10.625,1
11,0.727,1
7,14.286,1
8,2.75,1
8,4.875,1
7,1.857,1
5,2.4,1
10,2,1
9,56.667,1
6,0.667,1
10,10.3,1
8,8.75,1
6,2.667,1
7,1.571,1
9,4.222,1
9,24.111,1
7,3.143,1
7,0.571,1
9,6,1
1,42,1
7,2.857,1
8,2,1
8,1,1
5,1.4,1
7,27.143,1
10,1.9,1
9,9.333,1
9,11.889,1
8,2.375,1
18,10.278,1
10,1.8,1
5,1.4,1
8,2.125,1
6,54.333,1
9,2.222,1
6,2.167,1
24,5.542,1
6,8.167,1
9,4.444,1
10,1.8,1
7,1.857,1
8,0.875,1
10,4.4,1
10,25,1
8,5,1
7,49.429,1
6,16,1
7,3,1
11,24.636,1
10,3.3,1
7,7.286,1
6,5.167,1
7,8,1
5,1.4,1
9,12,1
9,1.111,1
8,26.875,1
9,1,1
10,6.7,1
11,4.818,1
8,0.375,1
7,0.857,1
12,3.083,1
7,1.429,1
6,17.667,1
8,0.5,1
9,11,1
12,2.083,1
12,14,1
6,4.333,1
13,14.462,1
11,10.818,1
5,1.2,1
10,4.1,1
11,10.727,1
7,2.429,1
8,3.125,1
9,2.111,1
9,20.222,1
10,4.1,1
7,7,1
8,10.5,1
7,1.571,1
7,13,1
9,29,1
9,1.333,1
8,2.5,1
12,31.917,1
12,0.917,1
14,8.286,1
7,14.286,1
11,1.091,1
10,6.3,1
10,27.1,1
5,1.4,1
11,9,1
7,8.429,1
13,2.846,1
9,30.222,1
7,1.143,1
6,1.833,1
8,5.625,1
9,4,1
8,10.25,1
8,3.75,1
13,10.385,1
87,1.333,1
7,11.429,1
8,1.5,1
10,0.7,1
10,7.9,1
5,5.8,1
9,10.778,1
10,1.2,1
11,2.909,1
9,27.222,1
10,3,1
7,4.286,1
8,42.5,1
8,10.25,1
10,27.9,1
25,7.48,1
7,32.429,1
9,27.889,1
9,36.778,1
7,1.286,1
9,14,1
5,1.6,1
10,5.1,1
10,1.3,1
9,1,1
9,59.444,1
11,3,1
12,10.75,1
13,26.769,1
10,30.9,1
9,1.333,1
10,5.1,1
7,1,1
8,8,1
8,10.125,1
7,3,1
8,3.125,1
6,7.667,1
9,2.111,1
23,5.391,1
7,5.286,1
11,1,1
6,7.833,1
8,7.75,1
10,6.9,1
13,1.923,1
8,1.125,1
8,4,1
11,2.818,1
10,2.9,1
8,13.5,1
16,13.25,1
3,1.333,1
10,6.4,1
11,2.909,1
3,2.667,1
7,4.143,1
11,12.182,1
6,4.333,1
12,5.75,1
10,27.2,1
5,2.8,1
24,19.5,1
7,0.286,1
16,21.063,1
8,0.5,1
8,14.125,1
8,3.25,1
7,5.143,1
13,33.308,1
11,7.545,1
23,5.217,1
8,2.5,1
10,2.6,1
14,1.286,1
9,5.222,1
11,9.455,1
9,8.667,1
8,1.5,1
13,0.769,1
8,4.125,1
6,9.5,1
7,5.714,1
9,0.778,1
8,3,1
11,1.364,1
9,4,1
10,27.1,1
11,2,1
7,5.143,1
9,2.222,1
8,4,1
11,3.818,1
11,22.273,1
8,5,1
8,1.75,1
11,8.182,1
17,5.647,1
8,2.375,1
6,1.333,1
12,8.167,1
10,6.6,1
8,5.375,1
7,2.286,1
8,7.375,1
25,7.44,1
8,12.875,1
8,0.375,1
10,1.9,1
9,9.556,1
10,2.2,1
9,23.444,1
11,7.636,1
8,1.5,1
28,2.929,1
7,8.429,1
19,0.684,1
13,16.769,1
8,3,1
9,4,1
24,19.625,1
9,13.667,1
1,7,1
14,0.357,1
11,1.818,1
5,1.2,1
13,11.692,1
7,3.571,1
7,5.429,1
9,5,1
6,1.167,1
10,10,1
9,4,1
11,2.273,1
10,22.7,1
7,2,1
9,2.889,1
9,9,1
4,5,1
10,12.6,1
8,1.125,1
5,0.8,1
11,4.727,1
1,143,1
7,4.429,1
7,8.714,1
8,5.5,1
23,5.435,1
7,3.714,1
8,1.875,1
13,30,1
6,3.833,1
8,1,1
13,10.462,1
11,5.455,1
7,1.571,1
7,21.714,1
7,25,1
7,2.714,1
16,21.5,1
7,2,1
7,5.286,1
8,5.375,1
7,27.571,1
11,13.273,1
7,1,1
9,4.667,1
1,65,1
9,11.444,1
11,8.818,1
13,5.923,1
8,9.375,1
9,33.444,1
12,25.583,1
9,11.333,1
9,31.444,1
10,6.4,1
6,13.667,1
9,5,1
9,19.111,1
7,30.571,1
10,3.7,1
12,23.75,1
9,23.778,1
5,9.2,1
9,0.556,1
9,17.222,1
10,1.9,1
6,7.5,1
9,9.222,1
8,9.5,1
8,1.125,1
5,2.4,1
10,10.1,1
8,24.375,1
14,15.5,1
8,3.125,1
9,2.111,1
59,1.424,1
6,24.333,1
8,3.625,1
7,3.714,1
9,16.667,1
6,1.333,1
10,1,1
7,49.429,1
10,1.8,1
9,19.667,1
7,1.857,1
25,7.92,1
11,18.818,1
13,31.308,1
13,9.308,1
9,3.778,1
7,3,1
6,1.667,1
9,7.111,1
10,25.2,1
6,6.667,1
9,3,1
1,40,1
8,4.875,1
9,27.778,1
7,1.857,1
13,26.846,1
11,3.091,1
8,18.5,1
6,3.833,1
7,9.429,1
7,2.857,1
24,7.083,1
8,5.5,1
8,4.625,1
10,1.5,1
7,2,1
10,2,1
7,2.286,1
9,11.556,1
9,11.444,1
9,9.222,1
7,3,1
6,0.333,1
7,2.571,1
13,2.923,1
10,12.6,1
1,10,1
8,7.75,1
9,1.778,1
10,5.8,1
17,1.294,1
8,1.125,1
7,14.286,1
10,25.1,1
11,8.182,1
8,16.25,1
7,1,1
11,2.455,1
4,17.25,1
6,2.833,1
10,15.5,1
6,5.333,1
13,18.385,1
10,10,1
9,2.111,1
8,8.375,1
9,5.889,1
9,4,1
8,8.5,1
9,1.333,1
7,6.429,1
8,2.75,1
7,4.286,1
8,2.125,1
11,22.091,1
6,8.5,1
7,3.143,1
14,26.429,1
9,22,1
5,2.8,1
10,1.9,1
10,4.5,1
7,22.429,1
1,35,1
7,2,1
6,2.667,1
8,8.75,1
9,2.778,1
8,1.125,1
1,45,1
9,4.667,1
11,27.364,1
5,1.2,1
10,4.3,1
13,9.462,1
38,1.816,1
17,1.412,1
12,7.5,1
7,4.714,1
7,34.143,1
5,6.4,1
10,3.6,1
10,4.7,1
9,11.889,1
8,3.25,1
8,5.875,1
8,3.375,1
10,7.6,1
8,7.375,1
10,2.9,1
7,1.571,1
8,1.875,1
5,2.6,1
8,1.875,1
4,3,1
9,11.222,1
16,2.75,1
9,4.556,1
23,1.13,1
5,7.8,1
8,24,1
8,4,1
13,5,1
9,5.222,1
6,2.167,1
10,1,1
8,1.5,1
10,1.8,1
7,9.571,1
8,1.5,1
7,2.429,1
2,8.5,1
5,5.2,1
8,1.75,1
9,4.556,1
7,5.857,1
5,3,1
9,5.222,1
13,10.615,1
10,3.9,1
11,7.818,1
10,18.9,1
11,5.818,1
7,0.286,1
7,1,1
6,3.333,1
10,5.4,1
10,3.1,1
6,15.833,1
5,2.2,1
8,8,1
7,5.857,1
9,3.667,1
9,19.889,1
10,26.8,1
5,4,1
8,6.625,1
9,1,1
11,1.545,1
7,34.714,1
11,34.364,1
10,2.1,1
11,18,1
25,7.48,1
9,56.667,1
10,5.4,1
7,2.714,1
8,0.75,1
4,11.75,1
11,39.364,1
7,1,1
9,24.333,1
7,2.857,1
9,2.111,1
8,2.125,1
7,10.714,1
8,1.125,1
9,3.889,1
9,4.111,1
11,0.455,1
9,2.667,1
5,3.4,1
12,6.083,1
7,10.714,1
15,9.067,1
8,5.25,1
9,5,1
8,5,1
8,9.375,1
8,20.25,1
8,33.875,1
12,6,1
7,4.857,1
9,59.444,1
9,5.444,1
8,3.875,1
6,4.333,1
7,5.571,1
9,4.444,1
7,4.429,1
9,3.222,1
7,8.286,1
11,7,1
25,19.76,1
9,34.556,1
16,12.813,1
7,2.571,1
7,4.714,1
7,17.286,1
9,2.778,1
10,13.1,1
8,1.125,1
9,1.889,1
9,17,1
8,8.625,1
6,3.333,1
17,0.647,1
11,3.727,1
8,5.625,1
8,3.625,1
9,5,1
8,0.625,1
8,11.25,1
9,56.444,1
8,5.5,1
7,0.571,1
6,2.833,1
6,7.167,1
10,3.4,1
10,15.2,1
8,7.625,1
11,23.727,1
26,14.538,1
11,6.455,1
8,13.625,1
10,4.1,1
9,1.778,1
7,6,1
1,32,1
10,5.7,1
8,2.875,1
4,2,1
8,2.75,1
8,1,1
13,28.846,1
6,10,1
6,14.833,1
9,2.333,1
7,3.857,1
10,7.9,1
8,1.125,1
10,2.3,1
8,20.25,1
9,0.889,1
8,10.25,1
7,1.857,1
10,26.2,1
10,25.1,1
10,3.6,1
7,11.429,1
6,3.167,1
7,6.286,1
9,1,1
10,2.8,1
9,1,1
14,28.357,1
11,17.273,1
7,5,1
8,2,1
8,5.125,1
8,1.375,1
1,12,1
8,1.5,1
5,2.6,1
7,2,1
8,1.75,1
9,3.889,1
13,29.692,1
10,32.3,1
7,5,1
7,10,1
9,1.667,1
11,3.182,1
6,7.667,1
23,10.826,1
10,12.1,1
11,4.909,1
11,2.727,1
5,6.4,1
10,1.1,1
8,14.625,1
7,26.143,1
7,3.714,1
8,10.375,1
10,27.1,1
8,10.375,1
7,1.857,1
8,4.5,1
13,16.692,1
9,7.889,1
14,4.429,1
6,30.667,1
14,1.286,1
11,0.818,1
8,11.875,1
7,3.286,1
7,2.714,1
10,9.7,1
10,5,1
14,29.857,1
7,1.571,1
7,5,1
9,4.889,1
9,39.111,1
8,13.375,1
8,6.25,1
7,27,1
5,4.8,1
9,29.333,1
11,24.636,1
9,20.778,1
5,6.2,1
5,5.4,1
8,5.125,1
11,6.364,1
5,3.8,1
10,51.1,1
5,2.4,1
13,26.923,1
8,4.5,1
7,16,1
9,28.444,1
12,41.5,1
8,7.75,1
6,1.667,1
7,5.429,1
9,59.444,1
6,9,1
7,3.286,1
8,4.875,1
10,5.3,1
9,4,1
8,0.375,1
8,5,1
10,1.8,1
7,2.429,1
6,3,1
11,30.636,1
8,1,1
8,0.875,1
7,20,1
9,10.222,1
10,16.5,1
7,32.571,1
9,5.778,1
5,21.4,1
8,14.625,1
8,2.75,1
7,2.429,1
5,2.8,1
11,2.909,1
9,59.333,1
6,16,1
10,1.6,1
10,4.7,1
12,6,1
9,4.111,1
10,5.9,1
8,0.5,1
10,9.3,1
5,2.6,1
5,12.6,1
9,12,1
4,2.75,1
9,1.444,1
8,10.25,1
8,3.5,1
9,11,1
9,25,1
13,2.923,1
8,1.625,1
6,1.333,1
9,6.556,1
9,5.889,1
9,26.667,1
7,30.429,1
10,12,1
9,9,1
9,9.444,1
9,3.556,1
6,1.167,1
6,16.167,1
7,1.286,1
9,59.444,1
7,4.429,1
7,1.286,1
8,5,1
7,1.857,1
24,11.667,1
11,6.455,1
9,8.667,1
11,7.818,1
8,3,1
8,3.625,1
12,7,1
9,4,1
9,3.889,1
11,11.455,1
12,22.167,1
5,2.6,1
13,27.231,1
3,1,1
1,47,1
5,0.8,1
7,6,1
10,5.2,1
10,0.4,1
8,0.875,1
10,12.1,1
8,1.5,1
1,33,1
7,4,1
9,2.333,1
10,0.9,1
14,30,1
9,5,1
8,37.25,1
7,2.714,1
5,2.2,1
10,3.3,1
7,7,1
8,6.5,1
8,1.625,1
10,0.7,1
9,23,1
10,7.9,1
9,2.556,1
5,18.4,1
6,3.167,1
6,15,1
14,29.786,1
10,39.8,1
7,2.714,1
8,2,1
7,4.714,1
9,5.111,1
24,3.5,1
9,20,1
8,24.75,1
7,3,1
8,3.75,1
11,4.818,1
8,1.75,1
8,2.75,1
9,17.667,1
10,6.1,1
9,9.111,1
11,31.273,1
9,1.111,1
7,10.857,1
6,5.833,1
10,1.9,1
8,4.375,1
6,1.5,1
8,8.125,1
25,16.4,1
10,8.4,1
10,9.8,1
11,7.818,1
8,4.375,1
10,17.7,1
6,21.5,1
7,5,1
5,23.2,1
9,56.444,1
9,13.556,1
6,15.5,1
6,1.167,1
8,34.25,1
9,4,1
5,4,1
12,9.833,1
9,6,1
16,25.5,1
12,9.667,1
7,2.429,1
10,9,1
10,1.8,1
10,1.2,1
14,29.286,1
5,0.8,1
8,0.5,1
9,10.778,1
12,25.917,1
10,53.4,1
7,3.286,1
7,2.857,1
9,2.333,1
7,1.857,1
9,10.111,1
11,0.636,1
11,0.818,1
9,7.889,1
11,7.909,1
8,1,1
8,9.25,1
7,1.429,1
1,249,1
7,3,1
17,5.765,1
8,0.875,1
6,3.167,1
7,17.857,1
10,1.9,1
7,2,1
10,6.4,1
7,15.571,1
12,6,1
25,7.12,1
9,18.333,1
7,7.857,1
25,19.64,1
11,10.818,1
7,9,1
8,1.75,1
10,1.9,1
8,9.25,1
9,20.556,1
8,1,1
11,5.455,1
9,17.889,1
7,1.571,1
8,1.25,1
10,26.2,1
14,22.857,1
8,1.75,1
8,2.5,1
8,3,1
8,3.75,1
9,1.333,1
7,2.714,1
7,4.286,1
7,3.714,1
14,7,1
7,1.143,1
10,26,1
10,47.4,1
9,16,1
10,3.8,1
12,6.917,1
10,1.6,1
9,11.111,1
2,52,1
11,24.727,1
8,1.375,1
8,2.875,1
13,24.846,1
11,2,1
8,2.25,1
8,23.75,1
1,40,1
8,2.5,1
7,0.857,1
8,1.5,1
12,7,1
8,2.375,1
11,5.545,1
3,1,1
10,4.7,1
6,2.167,1
11,27.455,1
6,1.833,1
7,9.143,1
7,1.571,1
6,16.667,1
9,8.889,1
10,4.6,1
11,2.182,1
14,10.071,1
7,2.286,1
6,2.833,1
7,2.714,1
9,4.778,1
7,3.714,1
6,16,1
6,16,1
6,2.333,1
9,27.778,1
7,1,1
5,4.6,1
7,29.571,1
18,1.222,1
8,17.625,1
8,8.75,1
8,25.25,1
8,12.375,1
7,1.571,1
79,2.013,1
5,6.2,1
9,11.889,1
9,3.778,1
5,1.8,1
14,14.5,1
13,6.154,1
8,2.5,1
5,4.6,1
6,0.5,1
9,5.778,1
7,1.571,1
9,13.778,1
10,11.9,1
6,3.667,1
9,7.222,1
8,2.375,1
8,8.75,1
60,0.95,1
8,11.875,1
11,9.909,1
7,4.571,1
3,1,1
7,0.857,1
1,22,1
17,6.235,1
7,1.714,1
11,1.182,1
8,10.375,1
11,2.273,1
7,2.857,1
8,1.25,1
9,13.222,1
11,5.182,1
9,33.778,1
4,2.25,1
11,9.364,1
10,6.2,1
8,2,1
9,5.444,1
7,5.429,1
9,2.333,1
12,19.167,1
10,18.5,1
5,2.2,1
10,8.7,1
7,3.143,1
8,2.75,1
8,4.25,1
9,2.667,1
11,4.091,1
9,8.333,1
7,21.429,1
8,10,1
12,10.333,1
2,9.5,1
9,10.111,1
9,19.333,1
8,1.875,1
6,2.167,1
14,31.071,1
9,16.667,1
7,4.714,1
16,19.313,1
8,2.875,1
13,30.769,1
6,1.5,1
8,11.625,1
11,2,1
8,0.625,1
8,16.375,1
7,5.857,1
7,3,1
9,21.667,1
8,2.125,1
6,16,1
9,5.444,1
9,2.556,1
8,1.5,1
10,11.9,1
11,16.636,1
7,2.857,1
1,104,1
15,0.733,1
9,1.667,1
7,1.714,1
8,15.75,1
12,3.583,1
8,1.75,1
10,15.5,1
9,56.667,1
13,8.923,1
8,19,1
11,9.091,1
5,6.6,1
5,3.6,1
9,0.556,1
5,0.8,1
8,0.875,1
7,5.143,1
5,1.4,1
7,4.857,1
25,4.6,1
8,4.375,1
8,1.25,1
7,3.286,1
14,27.857,1
9,0.778,1
9,20.667,1
9,5.556,1
6,16,1
8,0.875,1
10,24.8,1
9,2.667,1
6,16.167,1
8,4.625,1
10,3.6,1
9,3,1
9,33.889,1
10,6.6,1
22,3.273,1
7,18.286,1
10,3,1
8,5.75,1
7,3.857,1
13,2.923,1
5,8.6,1
9,5.333,1
6,2,1
8,13.625,1
9,13.667,1
6,1.5,1
9,3.222,1
9,8.778,1
11,24.636,1
8,1.5,1
10,0.8,1
10,8.3,1
10,8.3,1
5,1.4,1
7,13.571,1
7,4.857,1
9,9.333,1
5,2.4,1
20,0.9,1
9,0.778,1
11,7.636,1
9,3.667,1
13,22.846,1
9,4.778,1
9,0.889,1
11,3.455,1
9,11.889,1
9,3.889,1
6,11.5,1
5,2.4,1
8,5.25,1
10,14.4,1
10,3.5,1
10,1.9,1
12,1.917,1
8,2.625,1
8,26.875,1
7,8.286,1
6,16,1
7,2.429,1
8,2.875,1
9,11.222,1
6,6.5,1
7,7.714,1
5,14,1
5,5.6,1
9,2,1
10,28.2,1
16,23.875,1
7,4,1
9,17.778,1
7,2.143,1
5,0.4,1
7,22.143,1
8,34,1
8,6.625,1
8,16.875,1
7,8.143,1
8,3,1
7,1.857,1
8,4.875,1
7,0.571,1
5,1.2,1
9,6.111,1
7,5.714,1
12,1.917,1
8,0.875,1
10,18.3,1
10,6.3,1
11,0.818,1
17,20.588,1
10,8.6,1
4,4.25,1
16,24.438,1
7,31.143,1
11,3.273,1
8,5.75,1
5,7.8,1
11,2.364,1
7,13.857,1
12,3.417,1
9,56.667,1
9,36.778,1
14,26.214,1
10,2.7,1
7,2.286,1
7,2.143,1
5,18.8,1
8,2.625,1
7,4.857,1
5,8.4,1
7,30.571,1
8,4.75,1
12,4,1
10,8.8,1
7,8,1
5,19.2,1
11,23.818,1
7,7.714,1
6,0.667,1
10,3.3,1
8,30.125,1
13,0.462,1
7,6.571,1
7,6.571,1
6,16,1
5,7.8,1
11,15.182,1
9,9.556,1
7,2.857,1
9,4.556,1
9,3.556,1
5,11.6,1
7,0.714,1
11,11.545,1
8,0.625,1
4,2.75,1
10,51.1,1
10,5.3,1
12,17.25,1
9,10.889,1
7,2.286,1
8,32.875,1
3,1.333,1
3,4.667,1
8,3.5,1
8,6.125,1
8,42.75,1
9,2.222,1
8,3,1
10,3.3,1
7,5,1
7,1.571,1
7,0.857,1
2,10.5,1
11,16.727,1
9,5.444,1
9,3.111,1
12,5.583,1
11,14.636,1
17,14.412,1
7,0.571,1
9,3.778,1
7,6.714,1
8,1.875,1
7,0.571,1
1,177,1
5,2.2,1
10,3.5,1
8,0.75,1
8,2.5,1
3,1,1
7,1.714,1
7,2.571,1
7,3,1
10,6.7,1
4,1.5,1
9,2,1
10,17.3,1
7,7.286,1
12,7.583,1
9,4.556,1
5,5.6,1
13,33.846,1
9,2,1
8,1,1
11,2.182,1
8,0.625,1
8,14,1
7,4,1
6,2.667,1
7,0.857,1
9,9.111,1
10,2.2,1
11,8.727,1
7,5.857,1
9,18.556,1
9,16.778,1
8,2.375,1
9,59.444,1
8,43.25,1
9,1.333,1
9,27.667,1
5,18.8,1
5,1.4,1
9,2.111,1
8,3.5,1
9,2.333,1
9,37.889,1
3,10.333,1
7,2.571,1
8,30.625,1
7,5.857,1
8,8.875,1
10,4.5,1
9,14.667,1
11,3.091,1
11,14.091,1
8,12.625,1
5,0.8,1
6,3.333,1
8,4.5,1
11,1.818,1
8,2.625,1
12,6,1
