@relation page-blocks

@attribute Eccen numeric
@attribute P_black numeric
@attribute Class {1,2,3,4,5}

@data
1.778,0.208,1
2.429,0.319,1
10.8,0.319,1
9.333,0.25,1
1.833,0.333,1
167,0.192,1
21.222,0.328,1
4.111,0.526,1
12.6,0.368,1
14.889,0.216,1
2.571,0.397,1
9.273,0.289,1
8.889,0.293,1
8.333,0.194,1
5.571,0.147,1
5.444,0.231,1
5.455,0.236,1
2.333,0.393,1
19.5,0.472,1
4.429,0.461,1
19.286,0.202,1
8.875,0.312,1
2.3,0.313,1
4,0.549,1
2.923,0.33,1
4.625,0.182,1
1.571,0.364,1
0.727,0.705,1
56.444,0.164,1
3.182,0.335,1
5,0.31,1
23.8,0.353,1
6.083,0.259,1
9.222,0.333,1
32.875,0.154,1
1.3,0.285,1
2.6,0.554,1
6.333,0.285,1
11.2,0.121,1
3.667,0.326,1
10.333,0.323,1
20.111,0.369,1
5.5,0.678,1
4,0.314,1
19.6,0.341,1
3.778,0.356,1
3.8,0.389,1
2,0.286,1
21.714,0.214,1
11.625,0.261,1
15,0.127,1
3.571,0.189,1
2.368,0.243,1
9.375,0.228,1
1.286,0.333,1
5.429,0.226,1
6.5,0.389,1
9,0.549,1
3.6,0.367,1
22.786,0.37,1
0.857,0.452,1
31.385,0.281,1
22.444,0.087,1
2,0.275,1
5,0.453,1
15.5,0.276,1
5.889,0.252,1
3.75,0.225,1
6,0.203,1
4.1,0.356,1
4.889,0.341,1
1.125,0.361,1
30.857,0.458,1
4.3,0.256,1
0.286,0.643,1
23.429,0.281,1
27.1,0.249,1
2.909,0.256,1
4.7,0.481,1
1.143,0.393,1
0.875,0.268,1
16,0.318,1
6,0.191,1
26.846,0.38,1
18.143,0.377,1
0.684,0.215,1
3.182,0.382,1
8.333,0.327,1
8.444,0.307,1
4.143,0.281,1
26.063,0.381,1
13.1,0.487,1
11.625,0.185,1
13.889,0.21,1
26.214,0.349,1
9.8,0.463,1
4.5,0.299,1
2.714,0.331,1
9,0.481,1
35,0.143,1
10.267,0.423,1
17.444,0.222,1
13.667,0.274,1
26.769,0.308,1
2.556,0.3,1
1.667,0.333,1
1.444,0.308,1
4.636,0.294,1
4.125,0.375,1
5.909,0.178,1
13.5,0.196,1
51.1,0.161,1
6.571,0.416,1
54.444,0.067,1
1.167,0.405,1
1.75,0.446,1
4.333,0.293,1
5.6,0.307,1
3.5,0.259,1
7.111,0.491,1
2.833,0.343,1
22.438,0.376,1
59.444,0.126,1
5.125,0.265,1
1.625,0.365,1
10,0.36,1
27.545,0.183,1
1.556,0.706,1
13.625,0.271,1
2.5,0.206,1
7.222,0.222,1
7.818,0.283,1
9,0.287,1
6.25,0.405,1
22.929,0.361,1
23.818,0.242,1
60,0.2,1
24.636,0.278,1
3.5,0.434,1
12,0.604,1
8.909,0.276,1
3.5,0.091,1
12,0.329,1
11.625,0.324,1
2.714,0.286,1
22.429,0.439,1
9.5,0.388,1
7.909,0.253,1
6.455,0.461,1
30.111,0.292,1
37.25,0.138,1
7.375,0.206,1
1,0.286,1
1,0.46,1
7.8,0.436,1
1.625,0.423,1
4.429,0.415,1
2.625,0.208,1
9.111,0.37,1
42,0.381,1
5.778,0.203,1
11.833,0.337,1
6.111,0.299,1
1,0.455,1
2,0.327,1
4.333,0.288,1
16,0.198,1
9.833,0.253,1
0.95,0.495,1
28.667,0.173,1
0.667,0.615,1
7.727,0.257,1
26.143,0.265,1
1.833,0.303,1
1.5,0.458,1
6,0.587,1
42.5,0.183,1
22.583,0.232,1
7.625,0.342,1
2,0.293,1
26.2,0.179,1
5.778,0.37,1
1.333,0.917,1
1.667,0.178,1
2,0.388,1
20.714,0.207,1
0.625,0.45,1
5.857,0.213,1
8.778,0.198,1
5.8,0.4,1
2.222,0.361,1
16.444,0.194,1
5.5,0.432,1
1,0.358,1
1.667,0.244,1
1.571,0.299,1
6.842,0.208,1
16.769,0.216,1
2.556,0.362,1
27.857,0.358,1
22.667,0.219,1
16,0.234,1
3.333,0.285,1
2.7,0.367,1
2,0.485,1
139.5,0.075,1
2.125,0.199,1
8.286,0.202,1
2.333,0.429,1
17,0.261,1
4,0.295,1
3,0.417,1
2.75,0.398,1
2,0.255,1
7.909,0.319,1
20.556,0.417,1
15.5,0.326,1
15.647,0.921,1
6.1,0.333,1
16.4,0.361,1
10.333,0.278,1
1.5,0.427,1
27.2,0.191,1
2.667,0.356,1
14,0.571,1
0.8,0.313,1
11.111,0.276,1
5.7,0.556,1
4.857,0.265,1
34.556,0.163,1
17.286,0.305,1
27.2,0.206,1
65.625,0.095,1
5.222,0.371,1
2.5,0.32,1
4.429,0.295,1
10,0.267,1
31.917,0.307,1
3,0.444,1
11.692,0.312,1
9.4,0.286,1
18.778,0.353,1
2.286,0.25,1
3.143,0.396,1
1.571,0.377,1
4.5,0.615,1
5.4,0.407,1
1.857,0.67,1
2,0.319,1
18.286,0.265,1
1.9,0.611,1
3.25,0.394,1
2.3,0.37,1
7.8,0.41,1
1.8,0.6,1
3.25,0.346,1
6.7,0.3,1
1.333,0.648,1
3.125,0.38,1
8,0.319,1
4.667,0.381,1
30,0.182,1
4.6,0.363,1
3,0.323,1
3.778,0.363,1
1.5,0.427,1
1,0.5,1
30.889,0.258,1
2.714,0.203,1
24.375,0.175,1
17.333,0.234,1
22.25,0.377,1
11.6,0.09,1
37.25,0.242,1
6.143,0.219,1
7.875,0.435,1
3.25,0.399,1
34.167,0.333,1
0.8,0.45,1
2.286,0.339,1
6,0.31,1
5.571,0.33,1
15.5,0.268,1
5.5,0.402,1
2.286,0.42,1
30.25,0.128,1
1.625,0.442,1
54.333,0.213,1
10.571,0.16,1
3.222,0.307,1
2,0.5,1
1,0.5,1
0.75,0.313,1
1.25,0.425,1
4.5,0.241,1
3.143,0.398,1
1.889,0.235,1
1,0.16,1
6.4,0.295,1
66.875,0.164,1
3.75,0.267,1
2.8,0.375,1
2,0.286,1
4.667,0.344,1
9.111,0.374,1
2.571,0.286,1
2,0.383,1
9.308,0.376,1
11,0.312,1
8.167,0.245,1
16.857,0.386,1
2.222,0.339,1
2.167,0.359,1
4.444,0.356,1
2.013,0.319,1
5.4,0.296,1
4.429,0.313,1
10,0.265,1
24.636,0.177,1
3.714,0.33,1
7.636,0.251,1
14.625,0.173,1
5,0.494,1
4,0.391,1
1.571,0.299,1
16.875,0.077,1
1,0.361,1
1.875,0.475,1
1.286,0.365,1
53.4,0.132,1
21.556,0.191,1
2.6,0.462,1
0.889,0.722,1
7.727,0.268,1
2.143,0.371,1
0.857,0.381,1
10.333,0.234,1
5.625,0.492,1
24.75,0.215,1
59.444,0.163,1
88,0.193,1
2.667,0.213,1
11.667,0.334,1
4,0.47,1
8,0.336,1
7.667,0.322,1
8.333,0.256,1
7.417,0.429,1
1.286,0.444,1
26.1,0.264,1
1.4,0.4,1
1.857,0.429,1
2.6,0.338,1
5.222,0.274,1
3.6,0.4,1
3.625,0.384,1
13.857,0.211,1
1.167,0.476,1
9.8,0.376,1
1.5,0.531,1
3.045,0.221,1
24.727,0.26,1
4.556,0.507,1
1.333,0.38,1
1.833,0.58,1
1.143,0.268,1
5.375,0.494,1
14.111,0.213,1
2.2,0.345,1
1.25,0.388,1
3.556,0.365,1
3.286,0.28,1
1.4,0.371,1
28.286,0.17,1
2.333,0.354,1
2.909,0.344,1
1.125,0.361,1
1,0.219,1
2.375,0.355,1
7.182,0.321,1
12.333,0.188,1
15.833,0.274,1
2.625,0.411,1
5.857,0.185,1
4.071,0.727,1
3.429,0.232,1
3.25,0.423,1
8.909,0.317,1
6.471,0.175,1
1.6,0.544,1
2.667,0.537,1
14.357,0.373,1
4.25,0.419,1
1.5,0.417,1
50.8,0.1,1
11.667,0.236,1
4.889,0.449,1
2.667,0.281,1
21.063,0.363,1
1.833,0.379,1
4.625,0.264,1
30,0.193,1
1.143,0.411,1
0.769,0.3,1
13.143,0.143,1
0.909,0.28,1
24.222,0.148,1
19.6,0.316,1
1.571,0.351,1
0.667,0.583,1
4.125,0.371,1
2.222,0.261,1
3.5,0.268,1
0.9,0.344,1
8.909,0.397,1
24.313,0.364,1
1.875,0.267,1
1.5,0.469,1
1.556,0.333,1
2.429,0.555,1
2.75,0.403,1
3.286,0.298,1
6,0.341,1
0.333,0.667,1
4.4,0.536,1
10.222,0.35,1
2.375,0.355,1
12.375,0.199,1
2.333,0.291,1
2.25,0.424,1
1.125,0.528,1
2.125,0.294,1
74.429,0.091,1
1.167,0.5,1
3.286,0.286,1
12.25,0.282,1
5.714,0.336,1
16.667,0.237,1
3.571,0.303,1
1.875,0.325,1
9.222,0.289,1
1.571,0.234,1
2.143,0.705,1
6.571,0.155,1
0.429,0.571,1
5,0.213,1
8.111,0.174,1
3.1,0.284,1
4.9,0.196,1
5.625,0.206,1
0.556,0.467,1
6.5,0.38,1
0.375,0.5,1
3,0.358,1
27.778,0.36,1
9.222,0.293,1
5.571,0.293,1
10.385,0.492,1
1.294,0.409,1
0.727,0.545,1
9.333,0.407,1
3,0.318,1
16.444,0.146,1
7,1,1
2.875,0.348,1
6,0.292,1
1.143,0.357,1
0.875,0.411,1
2.25,0.417,1
26.444,0.168,1
5.375,0.34,1
35,0.429,1
6.462,0.35,1
7.75,0.296,1
5.3,0.294,1
3.125,0.31,1
8.6,0.145,1
2,0.357,1
14,0.466,1
2.222,0.339,1
16.2,0.311,1
28.214,0.359,1
2.625,0.339,1
32.3,0.198,1
3.25,0.389,1
16.2,0.294,1
11.5,0.24,1
1.714,0.405,1
2.6,0.312,1
21.889,0.274,1
5.636,0.218,1
27.667,0.301,1
5.75,0.391,1
0.727,0.705,1
1.286,0.365,1
2.125,0.441,1
2,0.61,1
1.5,0.448,1
25.6,0.363,1
15.375,0.402,1
6,0.281,1
2,0.408,1
1.714,0.464,1
3.5,0.393,1
3.375,0.236,1
14.5,0.362,1
5.222,0.362,1
18.385,0.239,1
20.429,0.113,1
33.667,0.334,1
1.125,0.319,1
0.5,0.375,1
1.933,0.524,1
3.75,0.354,1
8.429,0.462,1
16.167,0.232,1
28.357,0.342,1
12.4,0.473,1
5.5,0.247,1
33.923,0.374,1
1.857,0.374,1
15.375,0.255,1
19.333,0.15,1
1.167,0.405,1
11.852,0.321,1
27,0.156,1
0.87,0.507,1
1.5,0.417,1
6.1,0.487,1
21.25,0.277,1
17.222,0.366,1
13.714,0.271,1
9,0.198,1
5.125,0.21,1
4.714,0.368,1
10.545,0.274,1
35.667,0.154,1
3.556,0.333,1
1.917,0.576,1
5,0.279,1
7.6,0.316,1
5.727,0.413,1
2,0.461,1
1.625,0.452,1
10.25,0.358,1
1.125,0.458,1
25.1,0.281,1
4,0.336,1
24.714,0.207,1
15,0.249,1
13.571,0.268,1
1.143,0.339,1
3.571,0.354,1
3.4,0.576,1
16.636,0.481,1
3.125,0.335,1
9.583,0.256,1
63.75,0.144,1
13.273,0.238,1
5.143,0.262,1
1,0.778,1
1.5,0.583,1
7.875,0.333,1
2.6,0.308,1
19.444,0.19,1
1.727,0.598,1
6.909,0.254,1
27.2,0.187,1
2.2,0.309,1
5.444,0.594,1
14.125,0.21,1
6.4,0.514,1
5.889,0.335,1
29.111,0.209,1
7.875,0.256,1
8,0.316,1
1.125,0.403,1
10.5,0.167,1
23.727,0.243,1
24.75,0.503,1
3.667,0.458,1
29.333,0.261,1
6.714,0.286,1
3,0.3,1
24.846,0.256,1
4.5,0.559,1
1.6,0.675,1
2.909,0.332,1
26.875,0.366,1
0.4,0.7,1
0.5,0.25,1
3.3,0.321,1
2.875,0.451,1
1.9,0.326,1
2.167,0.256,1
1.125,0.361,1
0.833,0.367,1
5.25,0.423,1
6.714,0.38,1
8.778,0.343,1
9,0.338,1
22.583,0.259,1
0.5,0.875,1
4.875,0.378,1
74,0.189,1
1.857,0.264,1
26,0.144,1
3.857,0.402,1
24.286,0.383,1
6.235,0.927,1
8.889,0.338,1
5,0.302,1
8.125,0.302,1
7.375,0.381,1
3.25,0.282,1
7.6,0.426,1
1.333,0.426,1
0.75,0.375,1
6.917,0.301,1
5,0.326,1
9.111,0.309,1
10.5,0.269,1
6.8,0.224,1
26,0.366,1
1.75,0.42,1
12.1,0.268,1
2.273,0.327,1
11.222,0.442,1
4.125,0.912,1
10.714,0.661,1
12,0.583,1
17.867,0.413,1
1.875,0.283,1
10,0.26,1
0.875,0.5,1
18.3,0.267,1
3.1,0.3,1
4.667,0.384,1
31.7,0.124,1
5.1,0.306,1
15.5,0.332,1
1.667,0.433,1
0.7,0.314,1
2.333,0.323,1
2.625,0.31,1
5.222,0.404,1
36.778,0.126,1
1.889,0.333,1
25.667,0.196,1
8,0.198,1
2.714,0.398,1
15.833,0.226,1
8,0.553,1
4,0.257,1
18.889,0.371,1
14.778,0.236,1
1,0.56,1
18.286,0.203,1
19.76,0.462,1
4.714,0.299,1
10.727,0.26,1
8.333,0.24,1
59.444,0.157,1
3.875,0.351,1
3.4,0.303,1
9.125,0.433,1
2.5,0.278,1
7.563,0.396,1
16.667,0.342,1
22.471,0.363,1
1,0.63,1
7.818,0.289,1
8.12,0.837,1
8,0.308,1
30.125,0.119,1
25.1,0.151,1
7.571,0.299,1
2.8,0.543,1
3.8,0.316,1
2.091,0.265,1
20.25,0.435,1
6.143,0.292,1
1.75,0.321,1
10.286,0.236,1
7.12,0.49,1
26.75,0.421,1
13.917,0.894,1
1,0.25,1
0.5,0.406,1
3.286,0.348,1
2,0.56,1
28.5,0.393,1
26.1,0.259,1
11.6,0.273,1
23.727,0.257,1
24.333,0.325,1
3.25,0.37,1
1.286,0.333,1
1.333,0.37,1
5.429,0.259,1
3.7,0.592,1
1.083,0.391,1
2,0.344,1
23.667,0.325,1
21.833,0.106,1
2,0.378,1
1,0.778,1
3.429,0.28,1
2.125,0.36,1
9.455,0.203,1
6.5,0.475,1
1.5,0.427,1
2.5,0.268,1
5.444,0.58,1
1.571,0.364,1
2.5,0.506,1
4.375,0.425,1
2.222,0.322,1
2,0.408,1
1.857,0.209,1
2.167,0.359,1
0.375,0.458,1
2,0.383,1
1.167,0.286,1
20.091,0.25,1
2.444,0.298,1
17.778,0.215,1
4.8,0.342,1
13.7,0.191,1
2.556,0.246,1
1.3,0.315,1
3.36,0.443,1
10.375,0.437,1
10,0.298,1
2.1,0.324,1
7,0.331,1
7.333,0.265,1
13.364,0.257,1
3.571,0.349,1
1.333,1,1
6.3,0.294,1
16.778,0.185,1
5.429,0.248,1
2.375,0.454,1
2.875,0.38,1
2.286,0.464,1
1.5,0.396,1
27.231,0.38,1
22.882,0.344,1
6.091,0.269,1
2.143,0.438,1
2.308,0.356,1
17.1,0.126,1
6.75,0.188,1
6.727,0.267,1
1.364,0.358,1
4.7,0.223,1
8.75,0.463,1
59.556,0.126,1
7,0.318,1
1.8,0.467,1
0.727,0.443,1
2.167,0.231,1
3.3,0.294,1
0.857,0.548,1
1.625,0.423,1
4.8,0.375,1
2,0.406,1
31.9,0.239,1
1.125,0.278,1
2.429,0.227,1
1.5,0.273,1
2.75,0.324,1
4.333,0.34,1
6.455,0.37,1
34.714,0.219,1
9.286,0.316,1
1.125,0.389,1
5.167,0.5,1
0.889,0.681,1
1.9,0.542,1
4,0.387,1
2,0.328,1
7.6,0.474,1
10.818,0.236,1
1.75,0.384,1
1.5,0.396,1
6,0.261,1
8,0.227,1
4.667,0.381,1
3.286,0.329,1
2.5,0.363,1
2.75,0.392,1
2.25,0.479,1
3,0.367,1
10.6,0.223,1
5,0.347,1
8.625,0.098,1
5.917,0.481,1
5.1,0.337,1
6,0.396,1
1.625,0.625,1
8.556,0.486,1
2,0.241,1
18.667,0.065,1
16.833,0.411,1
24.636,0.168,1
1.5,0.438,1
10.25,0.402,1
0.8,0.45,1
19.64,0.454,1
1.5,0.296,1
59.444,0.118,1
1.571,0.455,1
2.333,0.321,1
1.2,0.55,1
1.571,0.39,1
9.833,0.268,1
10.889,0.302,1
8.286,0.212,1
5.25,0.414,1
26.3,0.204,1
6.154,0.434,1
4.167,0.273,1
34.167,0.324,1
18.125,0.156,1
10.4,0.208,1
4.3,0.458,1
1.889,0.183,1
1.333,0.667,1
27.222,0.16,1
8.75,0.464,1
1.4,0.314,1
8.923,0.279,1
1.333,0.604,1
6,0.27,1
14.333,0.169,1
5.857,0.425,1
1.778,0.326,1
1.667,0.267,1
19,0.121,1
8.625,0.261,1
0.75,0.5,1
10,0.535,1
2.5,0.263,1
3.8,0.308,1
13.667,0.395,1
2,0.184,1
28.143,0.072,1
1.75,0.295,1
10.44,0.887,1
18,0.389,1
2.375,0.309,1
24.727,0.168,1
3.167,0.333,1
6.143,0.243,1
4,0.565,1
3.875,0.415,1
2.556,0.222,1
7,0.43,1
12.455,0.317,1
17.6,0.181,1
5.333,0.375,1
2.818,0.323,1
31.667,0.338,1
1.571,0.234,1
7.571,0.267,1
1.474,0.588,1
2,0.211,1
2.3,0.261,1
11.444,0.164,1
14.444,0.448,1
2.333,0.56,1
1.875,0.375,1
4,0.552,1
1.75,0.482,1
1.778,0.215,1
3.7,0.154,1
1.7,0.482,1
3,0.296,1
16.727,0.455,1
30.111,0.284,1
2.8,0.414,1
9.222,0.376,1
13.444,0.356,1
27.889,0.187,1
47,0.34,1
1.143,0.214,1
12,0.222,1
17.077,0.377,1
5.222,0.385,1
1.286,0.286,1
2.143,0.333,1
7.286,0.322,1
5.545,0.294,1
2,0.309,1
4.091,0.267,1
4.286,0.329,1
3.556,0.413,1
0.636,0.597,1
2.7,0.367,1
2,0.327,1
6.2,0.239,1
10.929,0.38,1
18,0.254,1
10,0.292,1
33.364,0.221,1
0.667,0.792,1
6.76,0.218,1
1.412,0.426,1
1.143,0.393,1
30,0.194,1
1.833,0.553,1
4.875,0.362,1
20.222,0.378,1
6.25,0.28,1
13.6,0.866,1
4.833,0.339,1
1.333,0.454,1
2.222,0.294,1
3.375,0.407,1
14,0.18,1
5.857,0.341,1
2.2,0.377,1
0.8,0.575,1
19.8,0.464,1
4.286,0.338,1
30,0.111,1
17.375,0.16,1
18.5,0.36,1
1.353,0.419,1
3.333,0.46,1
22.429,0.379,1
0.857,0.5,1
16.429,0.273,1
8.444,0.363,1
2.125,0.353,1
3.286,0.093,1
0.5,0.556,1
4.889,0.467,1
7.375,0.464,1
4.375,0.396,1
4.333,0.444,1
4,0.556,1
6.474,0.089,1
3,0.406,1
1.429,0.3,1
2,0.357,1
1.95,0.232,1
1.889,0.229,1
4.143,0.266,1
2.3,0.348,1
10.5,0.229,1
3.286,0.329,1
0.4,0.8,1
11,0.288,1
16.778,0.184,1
3,0.293,1
11.444,0.399,1
10.143,0.193,1
4.875,0.224,1
2.875,0.353,1
1.778,0.556,1
4.111,0.598,1
3.353,0.105,1
7.636,0.262,1
3.857,0.101,1
3,0.296,1
59.333,0.102,1
2.429,0.412,1
95,0.379,1
19,0.199,1
2.375,0.184,1
4.111,0.444,1
14.4,0.256,1
2.714,0.244,1
8.545,0.257,1
3.556,0.261,1
21.5,0.373,1
0.9,0.3,1
11.444,0.357,1
16.25,0.36,1
4.111,0.453,1
6,0.328,1
5.857,0.209,1
52,0.063,1
16.214,0.237,1
2.3,0.287,1
4.4,0.393,1
21.143,0.184,1
3.136,0.516,1
2.429,0.286,1
8.6,0.456,1
5.333,0.292,1
2.538,0.245,1
0.714,0.371,1
2.2,0.336,1
14,0.898,1
24.636,0.162,1
1.714,0.452,1
5.5,0.415,1
3.636,0.27,1
5.75,0.285,1
11.68,0.472,1
1.714,0.417,1
2.727,0.467,1
2.375,0.388,1
1,0.438,1
4,0.286,1
2.5,0.34,1
19.286,0.114,1
0.625,0.475,1
4,0.428,1
1.125,0.389,1
23.125,0.265,1
0.857,0.452,1
2.9,0.303,1
4.714,0.351,1
8.875,0.31,1
7.583,0.281,1
23.75,0.326,1
6.25,0.528,1
2.2,0.4,1
17.462,0.226,1
18.071,0.372,1
4.75,0.401,1
1,0.361,1
1.857,0.791,1
3.25,0.37,1
30.636,0.179,1
1.182,0.283,1
2.8,0.293,1
11.364,0.432,1
5.182,0.271,1
10.375,0.357,1
2.25,0.354,1
1,0.391,1
14.1,0.236,1
4.25,0.371,1
2.222,0.361,1
3,0.388,1
2,0.278,1
2.875,0.277,1
4.833,0.42,1
1.4,0.457,1
8.8,0.241,1
8.1,0.279,1
1.875,0.433,1
17.25,0.377,1
3.4,0.303,1
4,0.506,1
7.222,0.463,1
19.2,0.323,1
6.667,0.221,1
7.714,0.267,1
1,0.245,1
50.333,0.08,1
3,0.343,1
36.571,0.135,1
1.875,0.3,1
5.957,0.855,1
14.091,0.257,1
5.5,0.409,1
25.8,0.337,1
1.8,0.333,1
1.833,0.364,1
3.667,0.347,1
1.2,0.367,1
9.8,0.3,1
1.571,0.221,1
8.4,0.279,1
7.375,0.322,1
2.8,0.257,1
22.8,0.26,1
31.308,0.266,1
6.107,0.258,1
25.1,0.141,1
4.111,0.3,1
1,0.347,1
1.833,0.318,1
6.556,0.237,1
41.417,0.278,1
4.75,0.25,1
3.5,0.308,1
2.091,0.585,1
3.75,0.467,1
2.2,0.491,1
2.571,0.214,1
2.429,0.269,1
5.8,0.276,1
35.4,0.226,1
5.333,0.286,1
2.833,0.245,1
7.333,0.241,1
51.556,0.158,1
0.818,0.515,1
4.111,0.228,1
0.667,0.667,1
1.143,0.464,1
1.571,0.247,1
1.3,0.385,1
21.667,0.253,1
10.2,0.314,1
1.571,0.39,1
30.222,0.269,1
4.375,0.418,1
22.333,0.152,1
50.6,0.15,1
2,0.357,1
6.667,0.413,1
3.125,0.37,1
0.818,0.343,1
14.167,0.239,1
2.4,0.2,1
8.75,0.341,1
16.385,0.359,1
56.667,0.148,1
5.625,0.469,1
6,0.302,1
8,0.279,1
7.818,0.413,1
1.5,0.3,1
1.571,0.416,1
4.6,0.296,1
20.111,0.375,1
13.714,0.274,1
3.5,0.442,1
6.625,0.33,1
5.875,0.362,1
10.167,0.26,1
3.571,0.331,1
11.667,0.456,1
0.8,0.5,1
1.5,0.438,1
1.917,0.417,1
5.857,0.307,1
2.625,0.482,1
4.6,0.452,1
31.286,0.182,1
14.167,0.211,1
15.7,0.233,1
3.375,0.218,1
10.1,0.442,1
10.231,0.36,1
1.1,0.273,1
21.4,0.247,1
33.846,0.255,1
31.462,0.312,1
0.7,0.357,1
1.833,0.333,1
2,0.385,1
5.542,0.907,1
4.857,0.252,1
4.125,0.345,1
22.875,0.288,1
1,0.56,1
5.556,0.32,1
28.5,0.175,1
7.9,0.306,1
8.875,0.407,1
10.25,0.396,1
13.143,0.292,1
2,0.417,1
4.6,0.322,1
1.25,0.35,1
8.3,0.266,1
9.375,0.423,1
7.792,0.485,1
2.375,0.368,1
1.929,0.479,1
0.75,0.667,1
1.2,0.333,1
23.412,0.32,1
16,0.262,1
4,0.337,1
11.778,0.309,1
16.167,0.282,1
4.889,0.412,1
4.286,0.324,1
0.75,0.526,1
15.429,0.362,1
16.5,0.311,1
2,0.375,1
1.273,0.442,1
4.375,0.357,1
11,0.461,1
2.923,0.332,1
24.938,0.369,1
37.75,0.211,1
3.727,0.337,1
2,0.422,1
0.625,0.4,1
27.778,0.347,1
3,0.307,1
3.385,0.171,1
5.9,0.251,1
7.375,0.186,1
11.333,0.193,1
5.286,0.521,1
22.571,0.211,1
4.125,0.371,1
3.8,0.211,1
2.167,0.221,1
10.25,0.398,1
9.111,0.343,1
1.75,0.286,1
1,0.34,1
37,0.237,1
4.333,0.256,1
2.857,0.257,1
9.833,0.35,1
20.111,0.217,1
16.727,0.471,1
4.833,0.333,1
9.143,0.498,1
10.036,0.318,1
1,0.286,1
8.364,0.361,1
13.625,0.2,1
2.455,0.303,1
5.9,0.269,1
18.333,0.337,1
3,0.33,1
1.2,0.367,1
2.167,0.269,1
12.333,0.218,1
7.833,0.177,1
0.571,0.714,1
6,0.638,1
27.1,0.193,1
2.333,0.529,1
11.889,0.204,1
20.25,0.327,1
27.556,0.33,1
6.455,0.69,1
1.091,0.432,1
8.909,0.378,1
9.222,0.356,1
15.125,0.431,1
1.714,0.476,1
4.429,0.461,1
2,0.316,1
0.909,0.436,1
3.125,0.355,1
1.091,0.5,1
1.25,0.35,1
20.556,0.386,1
8,0.241,1
11.889,0.371,1
6.75,0.183,1
7.48,0.472,1
56.667,0.149,1
6.6,0.273,1
2.875,0.364,1
16,0.335,1
5,0.306,1
51.1,0.134,1
26.5,0.371,1
2.167,0.224,1
20.333,0.218,1
22.818,0.355,1
4.111,0.333,1
24.857,0.169,1
4.182,0.283,1
4.5,0.406,1
26.667,0.259,1
3.227,0.499,1
17.571,0.265,1
19.444,0.177,1
2.167,0.308,1
3,0.315,1
0.667,0.448,1
4.375,0.321,1
15.75,0.209,1
10,0.347,1
3.273,0.52,1
1.5,0.375,1
11.75,0.298,1
0.727,0.602,1
6.111,0.275,1
39.636,0.336,1
2.473,0.544,1
3,0.547,1
2.2,0.455,1
16,0.309,1
1.9,0.311,1
9,0.332,1
16.2,0.454,1
57.556,0.096,1
1,0.245,1
0.917,0.652,1
3,0.286,1
1.125,0.458,1
1.545,0.321,1
5.375,0.343,1
18.667,0.315,1
4.385,0.745,1
3.667,0.377,1
1.2,0.333,1
8,0.314,1
8.3,0.425,1
7.778,0.433,1
1,0.516,1
26.875,0.416,1
4.418,0.088,1
34.714,0.198,1
35,0.2,1
141.33,0.537,1
2.333,0.274,1
1,0.234,1
2.875,0.239,1
3.75,0.342,1
56.444,0.16,1
5.4,0.304,1
11.438,0.413,1
2,0.395,1
4,0.586,1
9.8,0.448,1
0.5,0.406,1
7.857,0.374,1
2.571,0.357,1
3,0.346,1
0.889,0.264,1
12.111,0.219,1
2.167,0.333,1
28,0.356,1
7.8,0.338,1
0.619,0.168,1
40.6,0.239,1
1,0.347,1
11.333,0.183,1
0.667,0.667,1
24,0.207,1
8,0.541,1
2.857,0.25,1
3.2,0.313,1
12.5,0.456,1
1.333,0.917,1
6,0.293,1
0.714,0.514,1
4.75,0.128,1
3.625,0.341,1
4.857,0.223,1
10.826,0.77,1
1.143,0.268,1
2.286,0.42,1
29.3,0.207,1
31.6,0.366,1
23.947,0.081,1
3.182,0.351,1
2,0.337,1
4.111,0.517,1
24.5,0.523,1
0.556,0.378,1
9.364,0.156,1
7.818,0.297,1
5.125,0.232,1
3.4,0.412,1
37.375,0.186,1
23.6,0.183,1
13.25,0.376,1
1.8,0.511,1
59.556,0.091,1
7.2,0.406,1
0.818,0.475,1
4.071,0.742,1
19.375,0.366,1
6.6,0.324,1
27.1,0.187,1
3.75,0.242,1
3.75,0.45,1
5.5,0.303,1
2.4,0.383,1
3.9,0.344,1
16.889,0.379,1
13.625,0.447,1
22.857,0.354,1
1.714,0.226,1
1,0.359,1
3.889,0.59,1
3,0.5,1
2.429,0.429,1
5.1,0.28,1
10.111,0.206,1
2.667,0.264,1
249,0.173,1
18.778,0.343,1
0.286,0.857,1
9.111,0.329,1
0.818,0.465,1
1.143,0.375,1
63.875,0.084,1
23.125,0.235,1
1.625,0.683,1
4.875,0.388,1
3.818,0.335,1
1,0.347,1
0.727,0.693,1
2,0.422,1
11.091,0.256,1
2.667,0.198,1
2.25,0.389,1
22.583,0.246,1
6,0.36,1
1.833,0.348,1
0.818,0.485,1
30.929,0.355,1
8.889,0.333,1
1.571,0.312,1
8.444,0.352,1
39.222,0.187,1
7,0.284,1
2,0.296,1
3.222,0.287,1
1.125,0.375,1
13.556,0.339,1
9.222,0.335,1
3.4,0.388,1
4.833,0.293,1
1.6,0.425,1
28.385,0.397,1
7.636,0.279,1
10.778,0.455,1
8.286,0.27,1
5.917,0.631,1
30,0.511,1
8.6,0.33,1
28.5,0.383,1
6.364,0.381,1
0.625,0.375,1
11.75,0.443,1
0.6,0.6,1
21.063,0.369,1
0.875,0.357,1
8.125,0.269,1
