@relation page-blocks

@attribute Area numeric
@attribute Eccen numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
80,1.25,26,1
1440,17.778,310,1
184,2.875,70,1
42,0.857,14,1
102,2.833,32,1
1404,9.75,309,1
133,2.714,44,1
5976,41.5,1833,1
2240,35,427,1
47,47,16,1
352,5.5,100,1
190,1.9,114,1
120,1.2,40,1
266,5.429,87,1
224,4.571,62,1
198,2.444,59,1
567,7,169,1
18,18,7,1
154,3.143,24,1
170,1.7,91,1
300,3,90,1
140,2.857,60,1
91,1.857,34,1
1400,21.875,219,1
3360,33.6,549,1
168,3.429,45,1
675,8.333,252,1
290,2.9,89,1
140,2.857,56,1
258,7.167,53,1
640,10,126,1
2048,32,253,1
954,11.778,356,1
77,1.571,28,1
1629,20.111,354,1
350,7.143,93,1
357,7.286,101,1
1632,5.647,597,1
1080,10.8,345,1
160,2.5,42,1
198,2.444,63,1
2472,38.625,459,1
304,4.75,76,1
5018,29.692,1437,1
153,1.889,69,1
187,0.647,61,1
856,13.375,326,1
171,2.111,66,1
77,1.571,25,1
133,2.714,37,1
3030,30.3,543,1
280,5.714,87,1
370,3.7,57,1
255,10.2,80,1
90,3.6,34,1
231,1.909,108,1
1026,12.667,279,1
3737,2.73,1053,1
5504,21.5,2053,1
1629,20.111,611,1
1507,12.455,478,1
180,1.8,103,1
2142,10.929,813,1
4752,8.25,4329,1
96,1.5,37,1
378,1.929,181,1
171,2.111,47,1
147,3,42,1
2862,3.926,747,1
98,2,18,1
168,2.625,35,1
864,13.5,169,1
112,1.75,48,1
264,4.125,115,1
1620,20,259,1
77,1.571,28,1
495,6.111,126,1
48,0.75,24,1
869,7.182,297,1
77,1.571,28,1
637,13,213,1
798,16.286,202,1
3000,5.208,2746,1
96,2.667,34,1
672,10.5,242,1
152,2.375,59,1
1428,7.286,509,1
152,2.375,64,1
494,2.923,141,1
112,2.286,32,1
1240,19.375,561,1
872,13.625,95,1
231,4.714,80,1
480,4.8,173,1
2547,31.444,474,1
610,6.1,297,1
2331,28.778,512,1
6288,24.563,2145,1
192,3,80,1
256,4,96,1
6560,25.625,2497,1
240,2.4,64,1
656,10.25,260,1
65,65,13,1
189,2.333,55,1
91,91,32,1
1395,17.222,511,1
144,2.25,57,1
65,2.6,20,1
170,1.7,38,1
115,4.6,58,1
102,2.833,28,1
91,1.857,22,1
180,1.8,56,1
152,2.375,54,1
56,0.875,23,1
2620,26.2,469,1
288,4.5,132,1
861,17.571,228,1
576,16,202,1
564,15.667,162,1
1220,12.2,333,1
72,1.125,29,1
252,5.143,103,1
1080,10.8,321,1
198,2.444,45,1
56,1.143,9,1
1488,10.333,447,1
96,1.5,56,1
999,12.333,218,1
871,5.154,376,1
49,1,13,1
48,1.333,22,1
96,1.5,44,1
266,5.429,69,1
242,2,101,1
1474,3.045,326,1
88,0.727,64,1
203,4.143,62,1
182,3.714,68,1
552,8.625,202,1
585,7.222,271,1
154,1.273,68,1
497,10.143,196,1
91,1.857,25,1
2950,4.72,791,1
350,3.5,116,1
434,8.857,170,1
492,3.417,142,1
2820,28.2,540,1
423,5.222,153,1
126,2.571,36,1
432,6.75,81,1
518,10.571,143,1
60,2.4,33,1
2680,26.8,1058,1
957,7.909,242,1
112,2.286,33,1
176,2.75,70,1
1548,19.111,258,1
310,3.1,102,1
2610,26.1,477,1
120,1.875,52,1
232,3.625,93,1
136,2.125,36,1
972,12,335,1
144,1.778,55,1
240,3.75,92,1
4572,56.444,587,1
259,5.286,73,1
245,5,60,1
98,2,24,1
410,4.1,133,1
2184,34.125,469,1
306,3.778,88,1
126,2.571,21,1
780,1.95,181,1
1624,8.286,439,1
182,3.714,63,1
112,1.75,31,1
413,8.429,100,1
320,5,116,1
1560,24.375,273,1
84,1.714,19,1
216,3.375,74,1
84,1.714,34,1
824,12.875,350,1
24,2.667,8,1
1360,21.25,377,1
304,4.75,124,1
25,1,13,1
78,2.167,26,1
54,1.5,30,1
84,2.333,48,1
4037,33.364,891,1
369,4.556,124,1
280,4.375,111,1
272,4.25,103,1
65,2.6,10,1
119,2.429,49,1
12,0.333,7,1
77,1.571,23,1
798,4.071,570,1
209,1.727,79,1
100,1,52,1
497,10.143,96,1
480,7.5,161,1
208,3.25,52,1
740,7.4,224,1
891,11,339,1
114,3.167,41,1
144,2.25,31,1
506,4.182,143,1
2200,34.375,460,1
1122,9.273,250,1
96,0.667,42,1
378,7.714,89,1
252,1.286,40,1
350,3.5,118,1
190,1.9,118,1
40,1.6,13,1
2964,17.538,783,1
1616,25.25,505,1
260,10.4,54,1
180,2.222,99,1
3556,18.143,1341,1
4590,56.667,740,1
490,4.9,270,1
42,1.167,1,1
144,2.25,25,1
10092,1.333,4093,1
10,0.4,7,1
96,0.667,29,1
477,5.889,120,1
392,8,89,1
224,3.5,98,1
832,13,478,1
850,8.5,283,1
1510,15.1,291,1
261,3.222,83,1
104,1.625,44,1
340,3.4,121,1
55,2.2,33,1
981,12.111,215,1
296,4.625,111,1
320,5,148,1
232,3.625,103,1
1575,19.444,279,1
640,10,191,1
70,0.7,23,1
42,0.857,19,1
30,1.2,9,1
147,3,46,1
154,3.143,38,1
1298,10.727,596,1
108,3,31,1
49,1,12,1
2392,37.375,446,1
1416,9.833,377,1
861,17.571,361,1
119,2.429,51,1
208,3.25,55,1
231,4.714,81,1
585,7.222,155,1
450,5.556,144,1
963,11.889,184,1
4572,56.444,748,1
280,4.375,106,1
128,2,52,1
3980,39.8,1361,1
2360,23.6,432,1
2150,21.5,287,1
136,2.125,49,1
2744,42.875,354,1
150,6,54,1
375,15,97,1
40,1.6,14,1
66,1.833,24,1
462,9.429,136,1
1008,15.75,189,1
88,0.727,63,1
287,5.857,88,1
24,0.667,16,1
91,1.857,27,1
220,1.818,124,1
102,2.833,39,1
162,2,50,1
4428,54.667,924,1
250,2.5,80,1
84,1.714,40,1
28,0.571,8,1
2620,26.2,716,1
679,13.857,133,1
210,4.286,64,1
320,5,112,1
1606,13.273,383,1
180,2.222,65,1
247,0.684,53,1
4815,59.444,832,1
248,3.875,87,1
702,8.667,231,1
360,4.444,182,1
684,8.444,248,1
32,32,14,1
104,1.625,38,1
208,3.25,61,1
250,2.5,83,1
207,2.556,63,1
168,4.667,24,1
115,4.6,52,1
200,3.125,81,1
306,3.778,95,1
66,1.833,24,1
729,9,239,1
119,2.429,27,1
189,2.333,92,1
1310,13.1,575,1
180,1.8,99,1
4524,26.769,1395,1
126,2.571,15,1
912,14.25,106,1
525,10.714,82,1
50,2,18,1
240,3.75,58,1
91,1.857,28,1
171,2.111,38,1
3132,21.75,698,1
112,2.286,52,1
60,0.6,20,1
88,0.727,61,1
424,6.625,147,1
49,1,21,1
308,6.286,52,1
200,3.125,60,1
88,0.727,53,1
130,1.3,37,1
310,3.1,93,1
441,5.444,117,1
342,4.222,129,1
392,8,56,1
1375,11.364,594,1
336,5.25,87,1
238,4.857,53,1
860,8.6,280,1
160,1.6,71,1
576,7.111,177,1
684,8.444,245,1
548,34.25,95,1
234,6.5,80,1
312,34.667,189,1
56,1.143,21,1
2358,29.111,492,1
95,3.8,22,1
494,2.923,155,1
112,1.75,50,1
3264,22.667,715,1
119,2.429,34,1
63,1.286,28,1
987,20.143,158,1
208,52,13,1
96,1.5,37,1
77,1.571,32,1
4280,66.875,704,1
32,0.5,15,1
1395,17.222,524,1
1746,21.556,333,1
72,0.889,49,1
304,4.75,106,1
456,28.5,179,1
40,1.6,22,1
680,10.625,162,1
132,3.667,43,1
120,1.875,60,1
4815,59.444,655,1
798,4.071,580,1
4815,59.444,752,1
600,1.5,260,1
6744,11.708,3155,1
162,2,67,1
396,2.75,155,1
120,1.875,57,1
70,1.429,20,1
2871,23.727,662,1
980,9.8,371,1
180,2.222,42,1
77,1.571,17,1
476,2.429,133,1
430,4.3,197,1
91,1.857,26,1
121,1,53,1
570,15.833,119,1
104,1.625,55,1
174,4.833,53,1
153,1.889,92,1
11232,19.5,5296,1
972,12,240,1
528,3.667,138,1
763,15.571,216,1
112,1.75,54,1
2176,34,428,1
1309,4.529,411,1
320,5,154,1
280,5.714,64,1
144,4,42,1
1067,8.818,284,1
117,0.692,47,1
12,0.333,8,1
296,4.625,78,1
510,5.1,156,1
217,4.429,73,1
1272,141.33,683,1
609,12.429,222,1
108,1.333,40,1
472,7.375,145,1
330,3.3,105,1
224,3.5,89,1
60,2.4,29,1
75,3,7,1
560,8.75,167,1
256,4,96,1
306,8.5,90,1
209,1.727,64,1
72,1.125,26,1
162,4.5,25,1
1386,28.286,236,1
312,4.875,132,1
980,9.8,368,1
747,9.222,212,1
104,1.625,46,1
5100,51,832,1
1000,10,410,1
368,5.75,107,1
128,2,27,1
3825,6.12,977,1
112,1.75,32,1
136,2.125,31,1
98,2,25,1
2349,29,430,1
1170,14.444,600,1
820,8.2,297,1
777,15.857,197,1
9324,11.893,3270,1
220,2.2,130,1
1809,22.333,275,1
110,1.1,41,1
684,8.444,298,1
49,1,18,1
60,2.4,12,1
288,3.556,96,1
1298,10.727,376,1
306,3.778,126,1
324,4,164,1
208,3.25,83,1
136,2.125,31,1
2992,24.727,504,1
91,1.857,33,1
970,9.7,412,1
1281,26.143,340,1
224,3.5,58,1
1648,25.75,389,1
4272,7.417,2063,1
6613,22.882,2273,1
72,1.125,26,1
135,1.667,51,1
60,1.667,26,1
6494,22.471,2355,1
215,8.6,98,1
854,17.429,240,1
672,13.714,211,1
1377,17,419,1
200,3.125,81,1
432,5.333,98,1
264,7.333,70,1
266,5.429,109,1
2511,31,243,1
98,2,28,1
77,1.571,27,1
112,2.286,34,1
3250,32.5,700,1
656,10.25,235,1
28,1.75,8,1
216,6,107,1
126,1.556,35,1
168,3.429,46,1
228,0.632,69,1
42,0.857,17,1
864,13.5,203,1
128,2,33,1
210,2.1,96,1
290,2.9,111,1
1379,28.143,99,1
160,2.5,66,1
390,3.9,121,1
72,0.889,19,1
105,2.143,19,1
42,0.857,14,1
1620,16.2,735,1
882,10.889,433,1
495,6.111,148,1
104,1.625,43,1
2840,28.4,575,1
155,6.2,37,1
1337,27.286,411,1
312,4.875,88,1
1863,23,330,1
462,3.818,131,1
288,8,91,1
130,1.3,50,1
391,1.353,146,1
48,3,7,1
150,1.5,54,1
147,3,47,1
424,6.625,140,1
534,14.833,159,1
3288,22.833,685,1
720,7.2,210,1
5110,51.1,684,1
414,5.111,140,1
5964,41.417,1773,1
424,6.625,140,1
80,0.8,48,1
188,11.75,56,1
576,16,137,1
336,5.25,126,1
96,1.5,49,1
98,2,36,1
24,1.5,11,1
135,5.4,36,1
100,4,47,1
72,1.125,27,1
1008,15.75,473,1
264,4.125,98,1
140,2.857,60,1
120,1.875,51,1
140,2.857,69,1
720,8.889,240,1
232,3.625,105,1
4950,7.92,4304,1
42,0.857,19,1
77,77,25,1
1520,15.2,452,1
121,1,55,1
1079,6.385,403,1
632,9.875,237,1
570,5.7,317,1
126,2.571,45,1
104,1.625,66,1
30,0.833,10,1
963,11.889,196,1
99,99,19,1
738,9.111,260,1
4537,26.846,1724,1
180,2.222,58,1
315,6.429,75,1
480,13.333,169,1
800,8,223,1
48,0.75,19,1
602,12.286,169,1
1449,17.889,626,1
945,11.667,223,1
322,6.571,134,1
590,5.9,159,1
576,16,135,1
2826,34.889,440,1
320,5,111,1
63,1.286,25,1
120,1.875,31,1
2277,18.818,610,1
114,3.167,21,1
752,11.75,365,1
5499,32.538,1034,1
350,3.5,109,1
40,1.6,27,1
2024,16.727,920,1
400,6.25,211,1
360,4.444,139,1
120,1.2,22,1
270,2.7,99,1
350,3.5,152,1
133,2.714,88,1
2337,6.474,207,1
216,2.667,47,1
256,4,94,1
729,9,283,1
424,6.625,143,1
3151,5.957,2695,1
1078,8.909,342,1
3451,11.941,3192,1
387,4.778,176,1
126,2.571,45,1
168,2.625,47,1
40,1.6,15,1
84,2.333,23,1
132,1.091,66,1
325,1.923,114,1
7300,11.68,3283,1
5070,30,924,1
5180,26.429,907,1
918,11.333,168,1
6384,24.938,2357,1
6474,38.308,1820,1
230,2.3,66,1
224,4.571,52,1
249,249,43,1
60,3.75,16,1
1539,19,615,1
380,3.8,167,1
98,2,34,1
3132,21.75,649,1
405,5,105,1
4815,59.444,921,1
875,17.857,254,1
112,2.286,27,1
2992,24.727,824,1
4130,41.3,1302,1
78,2.167,29,1
738,9.111,273,1
245,5,76,1
112,1.75,33,1
216,3.375,88,1
700,14.286,206,1
150,4.167,47,1
4464,7.75,2256,1
946,7.818,273,1
875,17.857,236,1
184,2.875,83,1
98,2,35,1
56,0.875,23,1
972,12,436,1
738,9.111,230,1
750,7.5,321,1
1540,15.4,527,1
266,5.429,67,1
88,0.727,36,1
78,2.167,14,1
441,5.444,102,1
160,1.6,54,1
480,19.2,158,1
84,2.333,43,1
65,2.6,17,1
738,9.111,228,1
500,5,134,1
1309,10.818,351,1
96,1.5,39,1
300,8.333,98,1
1911,11.308,684,1
80,1.25,30,1
455,9.286,184,1
578,2,71,1
855,2.368,208,1
5940,5.455,1400,1
15,0.6,8,1
100,4,49,1
333,4.111,151,1
96,2.667,19,1
78,2.167,23,1
376,5.875,128,1
3861,22.846,1579,1
1562,3.227,760,1
576,16,149,1
28,0.571,9,1
567,7,161,1
40,40,8,1
2384,37.25,576,1
150,1.5,37,1
65,2.6,36,1
774,9.556,305,1
792,12.375,167,1
156,4.333,45,1
1665,20.556,694,1
5291,31.308,1406,1
2192,34.25,329,1
747,9.222,218,1
4920,34.167,1636,1
399,8.143,128,1
78,2.167,21,1
231,1.909,73,1
210,2.1,73,1
72,1.125,31,1
1971,24.333,215,1
32,0.5,15,1
200,2,64,1
112,1.75,43,1
8533,16.13,8027,1
2745,33.889,525,1
119,2.429,40,1
210,2.1,76,1
2880,5,2670,1
2097,25.889,345,1
242,2,151,1
175,3.571,65,1
126,1.556,30,1
128,2,47,1
231,1.909,95,1
231,4.714,81,1
1260,8.75,466,1
1760,17.6,319,1
275,2.273,99,1
2964,17.538,710,1
855,10.556,243,1
77,0.636,36,1
1224,8.5,315,1
224,3.5,91,1
804,5.583,324,1
2875,5.435,2739,1
136,2.125,52,1
360,4.444,99,1
1404,9.75,353,1
88,0.727,45,1
819,10.111,169,1
1200,18.75,246,1
42,1.167,14,1
1970,19.7,284,1
133,2.714,46,1
104,1.625,71,1
30,1.2,13,1
190,1.9,64,1
696,4.833,239,1
621,7.667,130,1
234,2.889,70,1
495,4.091,132,1
2420,24.2,630,1
1152,3.556,301,1
2439,30.111,692,1
504,10.286,119,1
112,1.75,42,1
333,4.111,100,1
105,4.2,35,1
161,3.286,53,1
671,5.545,242,1
7275,11.64,3315,1
287,5.857,65,1
855,10.556,244,1
5460,27.857,1956,1
980,9.8,294,1
328,5.125,76,1
180,2.222,61,1
441,9,149,1
200,3.125,103,1
70,2.8,29,1
30,1.2,7,1
3087,38.111,499,1
333,4.111,177,1
2710,27.1,476,1
400,4,118,1
56,1.143,21,1
1000,10,449,1
486,6,131,1
2695,22.273,678,1
351,4.333,129,1
352,2.909,90,1
790,7.9,129,1
96,1.5,36,1
1089,13.444,351,1
946,7.818,281,1
112,1.75,45,1
220,1.818,125,1
1111,9.182,265,1
5586,28.5,2142,1
1936,7.563,767,1
378,4.667,143,1
2710,27.1,524,1
192,3,62,1
963,11.889,361,1
475,19,121,1
5632,22,2196,1
1410,14.1,333,1
814,6.727,201,1
6784,26.5,2514,1
828,10.222,238,1
765,9.444,302,1
3333,27.545,611,1
2622,1.816,1247,1
180,1.8,52,1
440,0.909,123,1
225,2.778,56,1
55,2.2,19,1
77,1.571,29,1
2710,27.1,647,1
102,2.833,46,1
28,0.571,15,1
40,40,16,1
145,5.8,58,1
1233,15.222,290,1
2981,24.636,483,1
1098,13.556,415,1
329,6.714,125,1
180,1.8,94,1
1141,23.286,242,1
120,1.2,44,1
1326,36.833,356,1
560,8.75,186,1
1160,11.6,317,1
312,4.875,70,1
112,1.75,44,1
4184,65.375,250,1
287,5.857,63,1
136,2.125,40,1
584,9.125,137,1
340,3.4,103,1
240,6.667,53,1
732,5.083,184,1
36,1,13,1
256,4,103,1
35,1.4,19,1
3252,22.583,799,1
945,19.286,108,1
3107,18.385,742,1
80,1.25,19,1
3280,12.813,1314,1
4602,27.231,1749,1
441,5.444,109,1
315,3.889,120,1
231,4.714,89,1
220,2.2,83,1
215,8.6,57,1
304,4.75,122,1
150,4.167,51,1
80,0.8,32,1
42,1.167,14,1
828,10.222,237,1
2889,35.667,446,1
1683,20.778,707,1
2568,4.458,2333,1
1260,15.556,479,1
130,1.3,41,1
2475,30.556,500,1
5950,20.588,2162,1
1665,20.556,643,1
909,11.222,178,1
35,1.4,16,1
830,8.3,353,1
576,16,125,1
6090,31.071,2164,1
2691,33.222,358,1
243,3,81,1
9,1,8,1
49,1,16,1
126,3.5,30,1
590,23.6,91,1
738,9.111,249,1
189,2.333,81,1
1032,28.667,303,1
4450,7.12,2181,1
240,3.75,71,1
90,22.5,7,1
2590,25.9,908,1
606,16.833,238,1
234,2.889,74,1
112,1.75,46,1
3408,23.667,1109,1
90,3.6,62,1
1080,16.875,83,1
2304,4,480,1
152,2.375,61,1
112,1.75,25,1
1920,30,373,1
693,5.727,286,1
189,2.333,74,1
90,0.9,58,1
91,1.857,28,1
117,1.444,62,1
77,1.571,31,1
112,2.286,29,1
42,1.167,17,1
380,3.8,74,1
730,7.3,199,1
136,2.125,62,1
288,4.5,123,1
552,8.625,229,1
600,9.375,254,1
1111,9.182,442,1
140,2.857,35,1
3984,27.667,1602,1
288,3.556,84,1
952,14.875,321,1
1970,19.7,482,1
56,0.875,22,1
1494,18.444,409,1
8645,23.947,703,1
168,2.625,81,1
30,1.2,13,1
387,4.778,150,1
230,9.2,40,1
112,1.75,47,1
36,1,13,1
133,2.714,45,1
4848,33.667,1617,1
6640,25.938,2582,1
440,4.4,140,1
747,9.222,262,1
1976,11.692,617,1
1150,11.5,276,1
540,6.667,223,1
516,3.583,169,1
480,4.8,159,1
324,4,178,1
260,2.6,78,1
4760,24.286,1636,1
833,17,237,1
1302,36.167,326,1
2422,49.429,386,1
384,6,119,1
294,6,98,1
2178,18,834,1
4815,59.444,425,1
144,2.25,51,1
4545,56.111,861,1
63,1.286,15,1
342,4.222,72,1
360,3.6,132,1
2695,22.273,952,1
1624,25.375,242,1
2448,30.222,679,1
238,4.857,110,1
486,13.5,137,1
80,0.8,25,1
352,2.909,117,1
315,3.889,86,1
77,1.571,28,1
2844,8.778,563,1
5504,21.5,2121,1
530,5.3,162,1
145,5.8,78,1
1458,18,371,1
4815,59.444,566,1
54,1.5,16,1
110,1.1,30,1
60,2.4,23,1
54,1.5,20,1
1034,8.545,266,1
48,0.75,15,1
77,1.571,35,1
264,7.333,118,1
504,3.5,179,1
273,5.571,40,1
2769,16.385,995,1
720,8.889,166,1
7300,11.68,3448,1
70,2.8,41,1
49,1,14,1
544,8.5,294,1
344,5.375,117,1
322,6.571,50,1
336,2.333,89,1
266,5.429,82,1
264,4.125,99,1
90,3.6,42,1
518,10.571,83,1
24,0.375,12,1
8640,11.852,2774,1
1197,24.429,192,1
80,1.25,32,1
90,1.111,35,1
384,6,85,1
48,0.75,16,1
1740,17.4,483,1
136,2.125,72,1
664,10.375,290,1
297,3.667,136,1
99,0.818,46,1
9,1,8,1
259,5.286,78,1
1536,24,485,1
153,1.889,82,1
684,8.444,260,1
2720,27.2,631,1
208,3.25,77,1
224,3.5,99,1
168,2.625,57,1
996,6.917,252,1
550,4.545,140,1
234,6.5,109,1
200,3.125,57,1
441,9,149,1
155,6.2,56,1
75,3,41,1
48,5.333,18,1
434,8.857,118,1
216,3.375,45,1
3192,5.542,2894,1
1143,14.111,243,1
242,2,140,1
128,2,48,1
369,4.556,74,1
72,1.125,26,1
531,6.556,126,1
88,0.727,53,1
126,2.571,39,1
656,10.25,285,1
63,0.778,19,1
376,5.875,136,1
143,143,19,1
1536,2.667,348,1
1562,3.227,810,1
288,4.5,86,1
2768,43.25,459,1
144,4,37,1
1477,30.143,380,1
56,0.875,24,1
217,4.429,69,1
186,5.167,37,1
189,2.333,46,1
306,3.778,112,1
120,1.2,66,1
12996,9,3573,1
405,5,179,1
238,4.857,68,1
1240,12.4,587,1
105,2.143,33,1
1190,11.9,467,1
60,1.667,16,1
56,0.875,26,1
640,1.6,275,1
1351,27.571,278,1
287,5.857,98,1
306,3.778,98,1
64,1,26,1
98,2,34,1
369,4.556,97,1
264,4.125,112,1
852,5.917,518,1
50,2,25,1
190,1.9,116,1
1550,15.5,514,1
208,3.25,72,1
378,4.667,123,1
70,2.8,23,1
145,5.8,58,1
660,6.6,180,1
4256,66.5,816,1
1078,8.909,408,1
400,6.25,162,1
924,7.636,242,1
1840,18.4,598,1
760,11.875,354,1
568,8.875,187,1
287,5.857,61,1
108,1.333,44,1
374,3.091,121,1
495,6.111,128,1
3230,32.3,641,1
261,3.222,61,1
40,0.625,21,1
198,2.444,53,1
9828,14.538,2252,1
3276,16.714,1256,1
1107,13.667,397,1
88,1.375,28,1
256,4,99,1
384,6,131,1
40,0.625,19,1
240,3.75,82,1
1617,13.364,518,1
672,13.714,184,1
300,3,99,1
320,3.2,107,1
250,2.5,98,1
2940,20.417,599,1
165,0.733,83,1
972,12,216,1
96,1.5,50,1
2760,5.217,2599,1
1044,12.889,354,1
1200,18.75,189,1
260,16.25,77,1
4824,59.556,743,1
72,2,35,1
95,3.8,20,1
2556,31.556,361,1
25,25,25,1
1030,10.3,258,1
195,7.8,67,1
75,3,38,1
35,1.4,17,1
72,2,27,1
1494,18.444,585,1
790,7.9,274,1
410,4.1,124,1
468,3.25,132,1
5080,50.8,667,1
1520,23.75,179,1
128,2,49,1
15580,10.789,3957,1
847,7,292,1
1521,18.778,537,1
1080,7.5,198,1
2930,29.3,606,1
242,2,71,1
480,4.8,278,1
99,0.818,48,1
66,1.833,26,1
85,3.4,35,1
632,9.875,200,1
96,0.667,76,1
828,10.222,242,1
2747,1.634,1212,1
441,5.444,120,1
532,2.714,121,1
4381,25.923,811,1
297,3.667,77,1
144,1.778,30,1
1350,16.667,384,1
49,1,14,1
98,2,30,1
217,4.429,90,1
896,14,152,1
66,1.833,25,1
1107,13.667,383,1
600,6,122,1
270,2.7,170,1
56,1.143,27,1
616,5.091,238,1
385,3.182,129,1
77,1.571,32,1
216,2.667,62,1
684,8.444,241,1
192,3,50,1
2401,49,512,1
144,2.25,68,1
525,10.714,138,1
828,10.222,199,1
162,2,57,1
738,9.111,276,1
1240,19.375,454,1
320,3.2,108,1
1300,13,552,1
96,1.5,38,1
1050,10.5,246,1
1304,20.375,500,1
160,1.6,87,1
1212,8.417,354,1
315,3.889,83,1
250,2.5,67,1
180,2.222,63,1
161,3.286,53,1
460,18.4,132,1
130,1.3,14,1
105,2.143,35,1
72,1.125,27,1
423,5.222,118,1
96,0.667,43,1
1001,5.923,258,1
217,4.429,64,1
105,2.143,74,1
230,2.3,85,1
72,2,21,1
91,1.857,30,1
70,1.429,20,1
175,3.571,33,1
1386,17.111,563,1
1498,30.571,672,1
963,11.889,344,1
423,5.222,157,1
144,1.778,31,1
620,6.2,164,1
63,1.286,24,1
48,0.75,22,1
105,2.143,42,1
28,0.571,8,1
160,6.4,67,1
192,0.75,101,1
1215,15,302,1
460,4.6,128,1
2988,36.889,476,1
1505,30.714,824,1
532,2.714,130,1
496,7.75,177,1
6224,24.313,2268,1
91,1.857,34,1
2710,27.1,508,1
120,1.2,44,1
600,16.667,231,1
91,1.857,26,1
4500,20,1136,1
570,5.7,186,1
147,3,50,1
108,1.333,70,1
95,3.8,48,1
840,8.4,234,1
804,5.583,281,1
441,9,127,1
600,6,219,1
176,2.75,69,1
4464,7.75,2296,1
972,12,354,1
460,4.6,146,1
408,6.375,151,1
42,42,16,1
44,2.75,16,1
120,1.2,48,1
1550,15.5,506,1
1518,3.136,784,1
1359,16.778,189,1
1199,9.909,281,1
120,1.875,52,1
189,3.857,65,1
54,0.667,20,1
2655,32.778,531,1
1416,9.833,358,1
860,8.6,364,1
2176,34,407,1
264,7.333,67,1
288,3.556,105,1
7350,11.76,3459,1
162,4.5,22,1
56,1.143,20,1
98,2,48,1
873,10.778,286,1
968,15.125,417,1
153,1.889,60,1
704,11,137,1
280,5.714,94,1
410,16.4,148,1
808,12.625,234,1
128,2,66,1
630,7.778,273,1
207,2.556,35,1
162,2,52,1
110,0.909,48,1
369,4.556,110,1
3300,33,684,1
408,1.412,174,1
256,4,90,1
900,11.111,248,1
4590,56.667,346,1
472,7.375,219,1
8160,14.167,1718,1
5698,29.071,2010,1
96,1.5,43,1
2710,27.1,454,1
152,2.375,56,1
60,2.4,16,1
5456,21.313,2060,1
396,4.889,185,1
1450,14.5,403,1
78,2.167,18,1
392,6.125,159,1
258,7.167,87,1
198,5.5,60,1
729,9,209,1
1599,9.462,684,1
78,2.167,24,1
460,4.6,167,1
203,4.143,73,1
144,2.25,63,1
182,3.714,72,1
2430,30,270,1
200,3.125,71,1
186,5.167,49,1
333,4.111,130,1
108,0.75,55,1
20,0.8,9,1
2484,17.25,496,1
96,1.5,41,1
1089,9,250,1
583,4.818,131,1
5340,23.733,2127,1
896,18.286,237,1
330,3.3,113,1
263,263,40,1
1080,13.333,358,1
1080,16.875,142,1
64,1,16,1
774,9.556,233,1
147,3,48,1
91,1.857,25,1
77,1.571,19,1
138,3.833,52,1
810,8.1,226,1
370,3.7,121,1
220,2.2,70,1
315,3.889,82,1
640,6.4,305,1
1296,20.25,265,1
990,9.9,439,1
738,9.111,186,1
91,1.857,37,1
935,7.727,234,1
1416,9.833,438,1
72,1.125,30,1
510,5.1,112,1
2403,29.667,315,1
729,9,235,1
224,3.5,69,1
872,13.625,390,1
297,3.667,101,1
171,2.111,114,1
1794,10.615,417,1
288,3.556,95,1
4944,19.313,1890,1
3768,6.542,3411,1
161,3.286,40,1
253,2.091,105,1
770,6.364,293,1
378,4.667,144,1
704,5.818,278,1
693,5.727,230,1
7,7,7,1
1034,2.136,330,1
180,1.8,118,1
90,0.9,31,1
275,2.273,90,1
200,3.125,66,1
328,5.125,124,1
300,3,100,1
36,36,8,1
1224,8.5,357,1
104,1.625,41,1
180,1.8,84,1
594,16.5,179,1
1864,29.125,282,1
852,5.917,518,1
429,3.545,136,1
3836,4.893,1016,1
1200,12,335,1
98,2,33,1
3542,18.071,1317,1
250,2.5,82,1
747,9.222,266,1
430,4.3,110,1
416,6.5,158,1
575,23,240,1
49,1,16,1
85,3.4,33,1
189,2.333,61,1
264,1.833,143,1
112,1.75,51,1
168,2.625,64,1
1584,3.273,743,1
1638,20.222,619,1
177,177,36,1
4572,56.444,840,1
20,0.8,7,1
495,19.8,176,1
1629,20.111,570,1
49,1,16,1
208,3.25,81,1
32,2,11,1
329,6.714,106,1
570,15.833,146,1
196,4,66,1
24,0.667,10,1
392,6.125,162,1
4763,39.364,2137,1
192,3,61,1
1001,20.429,105,1
35,1.4,14,1
1494,18.444,576,1
42,10.5,7,1
1152,14.222,252,1
105,2.143,39,1
160,2.5,60,1
4908,34.083,1482,1
1510,15.1,575,1
200,2,122,1
192,5.333,70,1
424,6.625,152,1
161,3.286,15,1
1105,6.538,361,1
5317,31.462,1421,1
371,7.571,99,1
340,3.4,101,1
2710,27.1,540,1
592,9.25,336,1
2871,23.727,722,1
117,1.444,28,1
1834,37.429,279,1
4113,50.778,712,1
4590,56.667,681,1
77,1.571,27,1
138,34.5,12,1
290,11.6,58,1
147,3,46,1
121,1,47,1
1530,18.889,567,1
6720,11.667,3064,1
847,17.286,234,1
2620,26.2,484,1
30,1.2,10,1
216,2.667,116,1
1521,18.778,522,1
154,3.143,38,1
429,2.538,105,1
610,6.1,203,1
2035,16.818,600,1
84,1.714,31,1
2882,23.818,697,1
