@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
9,2448,1.33,336,1
7,2625,1.21,241,1
9,144,2.14,30,1
11,242,2.37,71,1
9,63,2,18,1
5,70,1.69,27,1
11,2992,2,840,1
3,9,8,8,1
7,119,1.44,39,1
9,981,1.67,215,1
7,413,2.33,191,1
7,147,1.63,52,1
10,830,1.44,173,1
15,4500,2.36,1136,1
10,250,1.91,67,1
4,56,1.67,15,1
7,49,1.27,14,1
9,585,2.66,271,1
9,288,2.17,87,1
15,465,3.96,95,1
5,375,1.18,97,1
11,2079,1.41,361,1
8,608,1.88,141,1
8,640,1.72,194,1
6,198,1.46,60,1
25,6525,17.75,5785,1
13,5304,2.58,1492,1
7,77,1.47,25,1
8,112,1.72,43,1
8,176,2.56,69,1
13,1690,4.77,663,1
9,405,1.4,105,1
8,1216,2,328,1
9,1170,2.86,600,1
9,144,1.55,31,1
6,1956,1.29,416,1
10,100,4,56,1
7,91,2.05,39,1
7,91,1.76,30,1
2,42,1.4,7,1
7,532,1.38,160,1
7,280,1.59,70,1
5,150,2.44,88,1
25,4650,7.39,2253,1
6,90,1.92,25,1
8,96,2.16,41,1
8,1488,2.53,593,1
7,56,1.85,24,1
12,1080,1.92,198,1
13,5317,3.03,1657,1
8,296,1.93,116,1
10,3180,1.18,406,1
10,570,1.98,186,1
59,4956,148.36,3264,1
12,996,1.99,300,1
11,220,3.36,37,1
9,189,2.68,67,1
7,735,1.69,188,1
5,55,1.46,19,1
12,240,8.19,131,1
13,2951,3.11,668,1
6,174,1.5,51,1
12,264,7.5,150,1
9,4581,1.34,439,1
10,380,2.49,147,1
8,72,2.17,26,1
11,2992,1.97,847,1
6,174,1.73,64,1
11,88,5.89,53,1
11,88,3.2,48,1
10,180,1.89,70,1
9,297,2.47,106,1
10,360,2.33,128,1
6,570,1.78,146,1
11,99,6,48,1
10,1030,1.77,258,1
10,600,1.47,134,1
7,35,9,18,1
9,855,1.91,243,1
9,288,1.7,102,1
9,1971,1.43,215,1
8,128,1.18,33,1
7,343,1.54,109,1
8,224,2.07,91,1
7,154,1.32,50,1
10,300,2.14,107,1
7,14,2.25,9,1
11,1771,3.05,582,1
10,370,1.83,121,1
1,9,9,9,1
9,2250,2.18,686,1
8,64,1.6,16,1
8,320,1.75,119,1
8,1480,1.97,392,1
6,354,1.38,84,1
11,1925,1.98,405,1
14,5460,4.44,1956,1
9,351,1.49,91,1
7,861,1.66,228,1
10,1790,1.41,358,1
7,609,1.27,141,1
7,77,1.77,23,1
19,228,7.67,69,1
13,1352,3.44,268,1
10,790,2.13,304,1
8,1112,2.17,178,1
6,78,1.6,24,1
4,76,1.78,32,1
7,602,1.55,169,1
8,600,1.86,197,1
7,602,1.69,177,1
13,325,6,114,1
6,186,1.65,56,1
8,200,1.81,76,1
34,3876,2.59,406,1
10,340,2.01,143,1
5,10,7,7,1
7,294,1.46,98,1
8,40,3.5,14,1
10,380,1.37,71,1
7,63,2.45,27,1
9,405,3.31,179,1
4,188,2.33,56,1
9,3321,2.67,1094,1
9,576,1.98,174,1
10,2680,5.88,1058,1
9,1332,1.33,264,1
9,792,1.59,208,1
9,315,1.37,82,1
10,640,2.58,281,1
25,7300,7.51,3448,1
8,184,1.84,57,1
6,162,1.11,39,1
11,1078,2.8,342,1
9,3177,1.45,594,1
9,144,1.33,32,1
9,342,2.74,129,1
8,568,2.06,231,1
14,154,8.1,81,1
9,729,2.21,254,1
9,4590,1.22,686,1
9,819,2.2,262,1
8,104,1.76,44,1
13,494,3.93,165,1
7,133,1.5,48,1
10,940,1.78,269,1
7,455,1.57,129,1
12,1392,2.62,461,1
37,3737,2.44,1053,1
9,3222,2.36,1240,1
10,380,3.12,162,1
5,215,1.45,80,1
13,2769,4.65,995,1
13,1495,2.62,469,1
6,162,2.78,25,1
6,486,1.34,137,1
6,558,1.71,133,1
7,210,1.33,57,1
8,384,2,126,1
5,135,1.41,41,1
8,1536,1.74,485,1
5,315,2,116,1
10,380,2.7,151,1
13,429,3.89,105,1
6,306,2.44,139,1
8,120,2.91,67,1
13,5720,2.18,1459,1
7,280,1.25,64,1
36,180,7.87,118,1
6,576,1.69,149,1
14,4872,1.56,822,1
10,980,2.72,454,1
9,135,2.43,51,1
7,91,1.73,26,1
9,378,1.15,75,1
5,25,1.57,11,1
10,390,2.09,115,1
7,210,1.54,71,1
11,957,1.89,242,1
8,224,1.6,67,1
9,387,3.15,186,1
3,9,7,7,1
12,492,2.06,142,1
10,800,2.06,251,1
9,1521,1.82,396,1
7,1589,1.6,345,1
11,946,3.1,391,1
13,3601,2.59,1054,1
9,162,2.63,50,1
9,567,2.01,169,1
7,63,1.85,24,1
9,855,2.1,244,1
8,312,2.2,121,1
12,96,2.11,19,1
7,854,1.73,240,1
6,300,2.38,119,1
7,84,2.11,40,1
8,136,2.22,40,1
6,114,1.24,21,1
9,2205,1.39,353,1
13,1573,3.72,591,1
8,112,2.23,49,1
5,60,3,36,1
12,864,6.11,544,1
12,1536,2.91,520,1
8,816,2.7,329,1
13,845,2.58,255,1
5,885,1.71,200,1
11,374,2.47,121,1
7,63,3,27,1
5,95,1.33,20,1
9,4572,1.22,748,1
13,1092,3.16,382,1
8,56,2.1,21,1
8,240,2.12,104,1
11,3212,2.95,1096,1
4,380,1.51,118,1
8,472,3.13,97,1
8,128,2.68,51,1
11,2035,1.94,600,1
1,91,1.03,32,1
16,1472,3.61,361,1
7,294,2.61,86,1
7,70,1.29,22,1
9,1494,1.88,409,1
8,432,3.36,232,1
3,270,2.34,138,1
9,261,2.13,81,1
9,1161,1.41,196,1
8,144,2.52,68,1
14,2590,2.27,657,1
8,72,1.63,26,1
11,374,2.78,136,1
8,384,1.68,136,1
13,1079,3.5,403,1
6,498,1.58,164,1
11,473,2.47,158,1
7,133,1.83,53,1
8,320,1.63,111,1
7,217,1.64,64,1
13,2938,3.12,759,1
7,14,12,12,1
13,5317,2.65,1475,1
11,253,3.5,105,1
11,2024,4.6,979,1
13,1599,4.38,684,1
8,256,2.46,86,1
9,954,2.8,356,1
7,987,1.17,158,1
7,28,5,10,1
8,624,1.35,152,1
9,2331,1.31,441,1
7,2205,1.13,124,1
9,1638,2.95,619,1
5,25,2.17,13,1
6,582,1.71,137,1
5,470,1.63,130,1
11,990,2.41,381,1
7,168,1.48,46,1
6,78,1.37,26,1
9,4572,1.27,587,1
9,162,7.64,84,1
12,96,42,42,1
5,40,2.44,22,1
6,48,2.44,22,1
10,520,2,140,1
8,128,1.91,44,1
7,98,1.94,33,1
9,1197,1.89,283,1
14,4760,5.07,1824,1
9,315,1.97,114,1
10,100,1.94,35,1
10,2620,1.83,716,1
7,119,2.71,46,1
9,171,8.62,112,1
5,65,2.2,22,1
9,927,2.75,355,1
8,104,1.76,37,1
9,927,2.55,342,1
10,660,1.94,180,1
7,287,1.48,92,1
14,2814,4.84,1050,1
7,490,1.9,182,1
7,91,1.32,25,1
9,711,2.2,244,1
10,120,2.29,48,1
8,1464,2.08,421,1
8,72,1.73,26,1
6,564,2.45,162,1
5,445,1.14,75,1
8,264,2,86,1
5,50,1.29,18,1
8,104,8.25,66,1
9,450,2.69,223,1
7,301,3.48,73,1
15,1815,5.35,776,1
8,424,1.76,157,1
8,128,1.86,54,1
11,572,1.79,150,1
6,78,2.53,43,1
8,872,1.83,236,1
9,963,2.22,369,1
9,333,3.22,177,1
9,360,2.29,128,1
6,246,1.2,55,1
9,207,1.35,46,1
9,576,2.57,283,1
6,486,1.34,137,1
22,440,5.35,123,1
11,2431,1.95,607,1
6,66,1.53,26,1
8,2176,2.7,781,1
10,170,6.47,97,1
1,45,1.07,16,1
10,5110,1.3,721,1
11,1144,2.57,431,1
9,324,2.83,164,1
8,96,1.61,45,1
10,150,2.08,54,1
7,231,1.57,85,1
9,144,2.29,55,1
7,126,2.63,21,1
7,49,1.71,12,1
8,1720,2.94,715,1
10,470,1.29,93,1
9,738,2.39,273,1
7,105,1.83,42,1
11,165,2.07,58,1
9,1575,1.26,279,1
9,342,2.71,152,1
7,42,1.75,14,1
7,84,1.84,35,1
11,1298,2.01,338,1
10,2490,3.53,1151,1
7,189,2.81,45,1
14,5530,4.7,1988,1
6,372,1.36,87,1
8,232,1.6,48,1
12,4968,2.3,1554,1
13,390,3.23,139,1
9,972,1.69,240,1
4,72,1.71,24,1
1,60,1.09,12,1
7,77,1.61,29,1
9,2466,1.31,390,1
10,440,3.15,173,1
8,208,1.45,55,1
9,738,2.62,283,1
2,138,1.2,12,1
7,70,2.08,27,1
8,176,2.41,77,1
11,1309,1.75,309,1
8,280,2.02,107,1
8,1624,1.27,242,1
7,238,1.49,67,1
8,96,1.95,43,1
6,408,1.25,70,1
9,45,10.67,32,1
8,632,2.12,237,1
9,828,2.05,242,1
10,1450,1.83,389,1
7,49,1.91,21,1
6,174,1.51,59,1
7,112,1.38,29,1
10,40,1.75,14,1
9,297,2.58,103,1
17,391,10.43,146,1
10,80,5,40,1
10,890,3.25,224,1
10,470,2.97,226,1
7,182,1.66,68,1
9,657,1.44,114,1
13,2067,4.81,852,1
8,272,2.1,101,1
7,287,1.32,75,1
7,427,1.78,137,1
9,270,1.51,77,1
9,324,3.16,183,1
11,1232,1.73,267,1
10,740,2.17,224,1
9,2790,1.27,475,1
8,672,1.94,242,1
8,200,2.06,74,1
9,909,1.37,192,1
7,28,2.33,14,1
10,1190,2.46,467,1
5,195,1.35,66,1
16,6256,5.26,2508,1
6,48,2.86,20,1
10,330,1.82,93,1
5,65,1.87,28,1
11,1617,1.58,416,1
10,1970,1.25,284,1
10,540,3.14,204,1
9,1746,1.37,295,1
9,306,1.76,111,1
12,864,1.79,197,1
8,96,3.67,44,1
1,109,1.05,20,1
8,128,1.68,52,1
7,672,1.6,184,1
6,66,1.47,22,1
13,494,3.81,160,1
8,16,9,9,1
8,168,1.3,39,1
4,276,1.82,104,1
8,856,2.12,329,1
9,207,2.92,35,1
7,392,1.25,89,1
7,182,1.53,55,1
7,287,1.48,65,1
11,407,2.01,151,1
8,56,2.18,24,1
7,49,1.38,18,1
11,264,2.08,81,1
13,1963,2.59,593,1
8,848,2.29,304,1
12,4596,2.91,1409,1
7,119,1.52,32,1
9,1548,2.43,546,1
9,963,2.08,316,1
10,1280,2.25,455,1
7,371,1.29,111,1
10,90,10.33,62,1
11,1111,2.68,367,1
5,50,2.08,25,1
5,90,1.64,36,1
9,144,1.5,30,1
11,1507,2.7,478,1
17,187,10.17,61,1
7,413,1.38,62,1
7,161,1.21,40,1
10,190,3.71,63,1
9,1539,1.35,186,1
8,80,1.53,26,1
5,90,1.45,29,1
10,230,2.44,83,1
8,64,2.78,25,1
6,24,5,10,1
7,105,1.74,47,1
24,3768,18.34,3411,1
4,88,1.46,38,1
9,495,1.43,124,1
7,1225,1.87,413,1
8,96,2.17,39,1
11,1672,2.88,610,1
8,176,1.78,66,1
11,77,3.6,36,1
7,497,1.37,115,1
9,324,2.87,175,1
11,627,2.47,185,1
8,96,1.74,40,1
12,3984,4.5,1602,1
9,324,1.82,113,1
1,104,1.05,20,1
12,3132,1.81,649,1
11,253,2.09,67,1
7,77,1.35,23,1
8,208,2.18,85,1
9,54,13.5,27,1
5,475,1.73,121,1
4,68,3.5,21,1
7,126,1.53,46,1
12,540,6.63,252,1
6,120,1.29,31,1
5,135,2.12,55,1
10,5060,1.34,758,1
9,558,3.26,225,1
7,560,3.54,280,1
24,3000,21.29,2746,1
10,1520,2.17,452,1
9,720,1.85,211,1
9,189,3.62,94,1
14,532,2.95,130,1
6,192,1.41,55,1
6,78,1.53,23,1
12,1008,3.52,433,1
8,872,2.47,390,1
5,35,4.33,13,1
5,120,1.45,45,1
10,590,1.81,159,1
9,144,1.74,47,1
10,790,1.89,242,1
8,344,2.26,120,1
9,4572,1.49,861,1
9,243,1.69,81,1
10,490,2.97,255,1
9,288,2.1,86,1
5,120,1.32,41,1
5,35,3.5,21,1
9,108,1.59,46,1
16,6640,5.17,2582,1
9,72,1.27,19,1
17,4165,12.97,3801,1
7,364,1.21,97,1
9,954,1.97,295,1
11,242,8.05,153,1
11,957,2.65,305,1
12,960,2.45,311,1
14,5740,2.4,1382,1
10,60,2.6,26,1
9,4815,1.36,832,1
10,2710,1.28,524,1
11,319,3.1,130,1
8,368,1.42,105,1
11,946,1.98,273,1
9,738,2.33,287,1
7,49,2.13,17,1
11,55,12,36,1
8,232,2.07,89,1
7,56,1.56,14,1
9,189,1.79,61,1
15,6285,4.5,2170,1
18,3330,2.39,544,1
10,3170,1.32,392,1
10,5100,1.36,832,1
7,119,1.31,34,1
9,315,1.92,125,1
10,330,1.66,113,1
9,900,1.91,248,1
11,330,4.16,154,1
28,1260,7.86,464,1
9,306,2.38,112,1
7,1561,1.4,320,1
14,4746,2.44,1175,1
9,306,2.41,118,1
9,720,2.04,243,1
10,610,2.16,177,1
28,896,7.02,449,1
9,1548,1.31,265,1
11,660,1.97,179,1
9,738,2.39,301,1
1,60,1.09,12,1
8,472,2.41,152,1
10,330,3.25,130,1
7,70,2.22,20,1
9,441,1.51,109,1
13,494,3.62,141,1
9,423,1.53,118,1
22,1584,10.04,823,1
11,704,2,176,1
7,140,1.48,43,1
8,64,1.53,23,1
5,230,2.21,64,1
9,261,1.95,80,1
9,1458,2.69,371,1
8,272,1.87,97,1
9,2439,1.82,696,1
9,2826,1.25,440,1
10,860,1.85,280,1
11,594,2.19,162,1
9,999,1.57,209,1
6,42,3.6,18,1
9,531,2.26,185,1
8,432,1.37,119,1
10,160,2.08,54,1
13,1352,4.05,332,1
7,49,1.89,17,1
9,585,1.35,130,1
7,175,1.22,33,1
7,1197,1.25,192,1
7,392,1.65,129,1
8,272,1.88,98,1
9,4113,1.28,712,1
10,1570,1.65,366,1
9,774,2.13,232,1
6,246,1.3,57,1
1,40,1.07,16,1
12,4920,2.69,1636,1
6,24,4.67,14,1
8,344,2.21,135,1
7,210,1.55,68,1
7,595,1.3,114,1
8,216,2.14,94,1
10,1540,2.55,527,1
9,3141,1.29,394,1
8,800,1.58,196,1
7,77,1.77,23,1
9,207,1.62,63,1
6,582,1.55,135,1
14,3556,4.72,1341,1
11,3025,2.83,868,1
77,19789,72.47,9204,1
10,2710,1.88,679,1
9,747,2.77,266,1
10,1620,5.93,735,1
10,1000,1.82,267,1
7,91,1.61,29,1
7,91,1.37,26,1
10,2610,1.49,477,1
8,4256,1.28,816,1
7,98,1.18,26,1
9,4410,1.4,297,1
11,352,2,90,1
7,378,3.42,188,1
5,20,2.25,9,1
10,190,8.14,114,1
10,2510,1.29,378,1
8,56,2.7,27,1
10,440,1.9,154,1
12,864,6.4,531,1
7,371,2.4,127,1
7,266,1.5,69,1
8,80,2,28,1
5,90,3.44,62,1
7,168,1.61,45,1
11,2343,1.95,619,1
10,2610,1.77,689,1
7,1036,1.2,191,1
16,3632,4.97,1490,1
8,48,2.75,22,1
6,1134,1.62,367,1
7,1680,1.64,362,1
9,198,1.62,42,1
15,4020,5.1,1661,1
8,168,1.67,60,1
10,2610,1.81,701,1
10,410,2.01,139,1
10,1550,2.78,542,1
1,7,7,7,1
7,98,2.21,31,1
27,7209,4.36,2610,1
28,9324,4.55,3270,1
8,896,1.27,152,1
7,175,2.26,61,1
14,5586,5.04,2142,1
5,65,1.33,16,1
7,189,1.44,49,1
4,64,1.67,25,1
11,2508,2.96,708,1
8,328,1.92,115,1
6,138,1.11,39,1
11,1298,4.81,596,1
9,2547,1.22,474,1
5,10,8,8,1
9,1647,2.25,538,1
12,516,2.56,169,1
11,682,1.62,149,1
10,360,2.24,132,1
7,182,2.25,81,1
22,1540,11.54,808,1
8,96,1.81,38,1
7,133,1.37,37,1
10,190,2.46,69,1
7,245,2.2,121,1
9,432,1.42,118,1
4,100,1.33,28,1
10,510,1.29,112,1
8,80,2,32,1
7,98,2.53,48,1
8,760,1.77,230,1
9,4662,1.25,449,1
7,196,2.13,66,1
1,40,1.14,8,1
12,792,3.03,318,1
9,288,1.79,95,1
11,1144,2.56,420,1
8,216,1.76,74,1
10,790,2.19,256,1
7,56,2.3,23,1
6,66,1.54,20,1
8,112,2.6,52,1
6,84,1.64,23,1
7,266,1.55,90,1
10,790,2.25,274,1
7,42,9,9,1
7,1001,1.47,113,1
6,78,1.57,22,1
10,300,1.9,99,1
4,112,1.27,51,1
8,72,2.33,28,1
11,506,1.81,143,1
6,36,1.5,15,1
8,328,2.19,129,1
8,168,1.52,44,1
7,182,1.9,55,1
6,108,4.43,31,1
8,536,2.31,210,1
9,216,1.38,47,1
9,1215,1.56,302,1
9,2439,1.9,712,1
10,480,2.15,144,1
9,765,1.82,231,1
7,287,1.58,98,1
5,160,1.41,65,1
82,25748,10.84,7618,1
9,126,6.17,74,1
10,260,2.03,81,1
7,77,1.2,24,1
8,56,2.63,21,1
9,54,18,36,1
9,4815,1.31,566,1
8,224,2.48,99,1
8,200,2.22,60,1
10,170,7.82,86,1
10,2710,1.37,522,1
7,1008,1.24,93,1
9,306,1.57,69,1
7,77,1.5,27,1
9,1449,2.87,626,1
7,189,2.58,31,1
8,288,2.13,134,1
7,70,1.5,21,1
16,7024,5.09,2696,1
10,230,2,62,1
7,56,1.62,21,1
7,259,1.81,78,1
8,1832,1.57,308,1
13,5317,2.23,1421,1
11,209,1.93,79,1
9,1809,1.27,275,1
10,470,2.26,158,1
9,927,1.42,225,1
8,360,2.91,169,1
7,56,2.86,20,1
9,225,2.25,72,1
5,35,1.17,14,1
8,120,1.88,45,1
16,192,7.21,101,1
6,24,6,12,1
5,80,2.08,25,1
14,2562,4.87,998,1
7,252,1.84,103,1
10,2520,2.88,950,1
7,140,2.46,64,1
9,576,2.58,268,1
7,28,5,15,1
10,290,1.85,89,1
9,567,1.98,164,1
8,1616,1.83,505,1
7,238,1.31,71,1
12,3732,1.64,727,1
9,378,1.71,123,1
9,135,2.29,55,1
9,1611,2.4,550,1
7,126,1.86,52,1
10,600,1.44,122,1
6,234,2.1,109,1
8,80,1.88,32,1
11,363,1.98,107,1
8,312,2.05,115,1
10,840,2.47,299,1
7,392,1.45,125,1
8,104,1.95,43,1
13,1001,3.04,258,1
12,1416,1.95,358,1
5,20,2.33,14,1
6,66,1.33,24,1
25,7275,7.34,3392,1
6,780,2.05,197,1
8,304,1.93,106,1
8,96,2.8,56,1
8,144,2.5,25,1
7,280,2.26,52,1
9,1233,1.7,290,1
6,120,1.52,38,1
7,84,1.55,31,1
11,1111,2.76,442,1
8,96,1.48,37,1
10,2720,1.4,559,1
7,21,4,12,1
8,112,3.22,58,1
9,360,2.92,178,1
9,657,2.55,196,1
10,620,2.19,164,1
8,1008,1.27,189,1
8,1184,1.24,246,1
10,1000,2.81,410,1
11,242,8.59,146,1
9,180,1.74,61,1
8,48,1.8,18,1
7,112,2.07,29,1
8,192,1.85,50,1
1,249,1.02,43,1
10,2620,1.31,484,1
8,152,1.97,61,1
10,400,1.9,118,1
6,624,2,62,1
5,25,2.17,13,1
6,600,1.71,205,1
9,207,1.92,75,1
9,369,2.71,157,1
9,360,3.08,182,1
9,333,1.27,76,1
14,3766,4.61,1271,1
9,333,2.03,132,1
7,182,1.36,64,1
7,3633,1.23,265,1
7,119,1.65,43,1
10,280,1.78,87,1
12,276,8.21,115,1
9,63,3.67,22,1
11,627,2.95,215,1
7,77,1.48,31,1
7,1246,1.41,301,1
8,160,3.5,84,1
11,352,2.69,121,1
11,363,2.1,101,1
6,234,1.66,53,1
8,104,4.69,61,1
9,4815,1.29,606,1
5,60,1.78,16,1
8,192,1.95,84,1
10,220,1.79,70,1
1,95,1.03,36,1
9,4788,1.29,736,1
10,190,1.68,57,1
8,312,1.21,70,1
7,91,1.89,34,1
12,828,2.81,275,1
10,490,3.11,289,1
7,273,1.33,69,1
8,2192,1.35,329,1
8,312,1.38,95,1
8,656,2.41,258,1
14,5726,1.79,984,1
11,671,2.21,197,1
11,627,1.87,170,1
9,2331,1.38,512,1
9,189,1.31,46,1
7,413,1.24,94,1
9,2484,2.58,964,1
1,35,1.17,7,1
8,72,3,33,1
11,242,9.44,151,1
7,126,1.36,38,1
10,480,2.37,159,1
9,648,2.01,165,1
7,280,1.47,94,1
10,780,1.76,199,1
8,1264,1.33,129,1
11,132,2.22,60,1
12,3684,2.41,1068,1
11,1111,1.65,293,1
9,1359,1.17,189,1
12,2100,4.28,847,1
4,372,1.66,116,1
8,616,1.47,143,1
11,2695,1.86,678,1
14,4200,2.39,1106,1
8,184,2,64,1
5,20,3,9,1
5,495,1.5,176,1
5,60,1.71,12,1
9,1917,1.41,390,1
8,656,1.99,189,1
7,98,1.75,35,1
9,405,1.68,124,1
8,152,1.83,64,1
7,175,1.51,53,1
7,287,1.51,53,1
8,152,3,66,1
6,576,1.45,125,1
10,200,1.9,55,1
5,20,9,9,1
9,297,1.85,126,1
22,1584,8.64,743,1
8,296,1.29,99,1
11,1078,2.61,428,1
6,96,2.14,47,1
7,140,1.33,36,1
8,200,1.73,71,1
10,1300,2.79,552,1
8,192,2.23,78,1
7,1281,1.88,340,1
7,1323,1.89,449,1
6,240,1.43,53,1
12,1008,2.35,334,1
8,128,2.67,56,1
13,572,1.61,98,1
5,480,2.77,194,1
9,414,1.47,100,1
16,6560,5.55,2497,1
9,810,2.18,211,1
8,2176,1.32,411,1
5,60,1.92,23,1
9,1575,1.35,299,1
9,1350,1.75,320,1
11,2882,1.91,697,1
8,56,2.18,24,1
6,120,1.21,40,1
9,135,1.57,33,1
8,152,1.75,56,1
12,2004,1.93,451,1
10,1080,2.14,345,1
9,1089,2.2,388,1
6,360,1.57,105,1
7,77,1.33,28,1
8,1496,1.38,232,1
25,4950,15.94,4304,1
13,1508,2.3,421,1
9,180,1.74,54,1
6,558,1.52,154,1
11,484,2.01,149,1
10,2270,1.64,510,1
7,49,2.22,20,1
8,1240,2.78,561,1
7,77,1.4,28,1
10,2710,1.42,540,1
8,664,2.42,261,1
9,2241,1.96,674,1
14,3710,4.47,1315,1
8,96,2.05,41,1
8,640,1.48,126,1
10,280,1.68,94,1
8,296,1.86,78,1
8,152,2.16,69,1
10,190,7.6,114,1
4,260,2.66,77,1
11,902,1.97,213,1
15,810,2.45,262,1
15,2310,5.84,976,1
9,288,1.53,84,1
7,196,1.58,60,1
7,357,1.66,116,1
7,357,1.49,115,1
10,200,2.14,77,1
10,530,1.82,180,1
9,441,1.82,135,1
6,162,2.33,77,1
8,568,1.85,176,1
9,4590,1.28,684,1
7,322,1.46,114,1
8,312,1.83,132,1
11,583,1.93,145,1
7,224,1.25,69,1
9,261,1.73,83,1
7,245,1.93,83,1
12,1488,1.96,447,1
3,168,1.38,11,1
6,636,1.14,82,1
8,864,1.65,301,1
7,56,2.22,20,1
10,370,1.39,57,1
8,720,1.54,149,1
9,900,1.83,222,1
7,287,1.97,122,1
10,300,1.96,92,1
7,700,1.63,195,1
9,126,1.78,16,1
5,35,3,24,1
7,525,1.28,82,1
9,396,2.47,163,1
7,133,1.77,53,1
7,182,1.5,63,1
9,972,2.35,365,1
9,1350,1.76,384,1
9,891,2.52,413,1
4,44,1.33,16,1
10,90,1.6,32,1
11,1452,2.04,274,1
5,30,1.63,13,1
5,150,1.26,54,1
8,96,1.95,37,1
5,20,10,10,1
7,112,2,50,1
13,4797,4.79,1906,1
9,216,2.2,77,1
14,5824,4.64,2234,1
10,2710,1.38,533,1
10,1270,2.35,493,1
5,80,2.65,45,1
10,580,2.81,233,1
10,1190,1.84,327,1
9,1242,1.34,193,1
9,1296,1.33,160,1
7,189,3.8,19,1
9,45,10.5,21,1
7,217,1.52,73,1
10,550,1.98,162,1
7,14,7,7,1
11,1815,3.38,643,1
7,112,2.04,49,1
10,170,6.83,82,1
9,1566,1.22,235,1
14,3976,2.24,938,1
9,378,2.48,144,1
5,65,1.42,17,1
13,3692,1.87,758,1
9,369,2.88,164,1
8,216,1.45,45,1
8,96,1.56,39,1
8,56,1.36,19,1
8,272,1.84,116,1
7,210,1.54,74,1
8,744,1.55,194,1
10,110,2.48,52,1
9,2358,1.19,210,1
8,408,2.19,151,1
12,876,2.14,225,1
11,1298,6.63,530,1
12,3252,1.99,843,1
24,7416,17.51,6828,1
10,630,1.84,158,1
6,42,2.11,19,1
7,231,1.98,79,1
11,2145,3,768,1
6,102,1.15,30,1
6,624,1.32,146,1
8,128,1.52,44,1
8,752,3.07,365,1
9,198,1.93,77,1
9,1242,1.87,336,1
8,456,1.45,122,1
9,396,2.55,135,1
11,3927,1.55,845,1
8,320,1.24,68,1
9,576,1.81,172,1
10,1510,1.48,291,1
5,180,1.35,73,1
10,4130,2.47,1302,1
9,1629,2.64,570,1
10,5350,1.36,606,1
26,4420,1.54,833,1
8,240,2.29,87,1
9,828,2.2,302,1
12,4020,4.61,1606,1
5,15,9,9,1
10,110,2.5,45,1
9,288,2.23,78,1
11,1056,1.83,292,1
7,252,1.27,66,1
6,90,2,24,1
9,324,3.21,180,1
14,3276,4.2,1256,1
6,294,2.94,94,1
8,80,2,34,1
9,738,2.09,182,1
9,2412,6.3,1122,1
10,80,1.56,25,1
10,380,2.89,165,1
9,819,1.71,191,1
9,153,7.27,80,1
13,3471,4.87,1392,1
7,1141,1.31,242,1
13,5499,1.64,1034,1
10,2920,1.5,594,1
9,90,2.07,31,1
10,1000,2.53,436,1
7,161,1.39,53,1
7,231,2.23,89,1
10,160,2.19,46,1
7,49,2.29,16,1
12,852,5.95,518,1
9,288,1.68,96,1
9,1026,1.86,279,1
9,180,2.35,47,1
8,112,3,30,1
8,344,1.83,117,1
7,455,2.07,184,1
18,864,4.3,228,1
10,5110,1.43,822,1
11,88,10.67,64,1
10,1310,2.94,638,1
10,90,2.5,30,1
9,162,7.83,94,1
10,930,1.48,192,1
9,432,1.42,98,1
12,516,2.32,160,1
8,304,1.38,76,1
10,1890,2.34,498,1
9,450,1.32,99,1
22,1562,10.99,780,1
7,266,1.32,66,1
7,182,2.07,60,1
7,1533,1.26,279,1
4,12,2.67,8,1
8,504,1.82,162,1
7,112,2.45,27,1
9,117,3.88,66,1
10,1210,2.7,486,1
11,242,8.59,146,1
8,488,2.03,154,1
11,209,7.56,121,1
13,741,11.5,552,1
10,170,2.41,65,1
7,105,1.46,35,1
9,153,7.15,93,1
8,1920,1.34,373,1
1,200,1.04,26,1
7,63,1.2,18,1
10,970,2.71,412,1
6,54,1.58,19,1
11,1111,1.61,265,1
5,20,2.67,8,1
8,1648,1.64,389,1
9,702,3.33,326,1
7,1435,1.26,156,1
8,128,1.88,47,1
9,153,8.36,92,1
5,85,1.75,35,1
8,4080,1.32,586,1
8,96,1.86,41,1
10,780,2.52,297,1
6,216,1.91,107,1
8,1936,1.72,450,1
8,200,1.45,48,1
1,12,1.75,7,1
1,143,1.06,19,1
10,1000,2.82,449,1
7,315,1.91,63,1
6,24,1.86,13,1
6,1032,1.73,303,1
10,360,1.98,115,1
9,900,2.92,417,1
7,805,1.72,220,1
4,548,3.28,95,1
15,2070,5.45,893,1
8,80,1.71,36,1
5,25,5,10,1
6,60,1.93,27,1
9,882,2.78,433,1
9,1107,2.62,401,1
7,343,1.34,103,1
9,252,1.47,63,1
9,873,1.77,286,1
6,150,1.38,47,1
6,90,2.2,22,1
9,477,1.24,104,1
9,423,2.01,153,1
7,126,2.14,45,1
10,530,2,182,1
6,1104,1.99,357,1
7,1505,3.2,810,1
7,399,1.3,109,1
8,560,1.66,191,1
9,981,1.58,238,1
8,320,1.68,116,1
10,3160,2.74,1158,1
8,72,1.53,26,1
6,78,1.64,23,1
8,184,1.65,66,1
5,170,1.31,38,1
12,1260,2.91,466,1
7,427,1.47,103,1
24,3240,18.69,2953,1
9,468,1.84,134,1
8,256,1.81,103,1
9,342,2.18,107,1
