@relation page-blocks

@attribute Eccen numeric
@attribute P_black numeric
@attribute Class {1,2,3,4,5}

@data
4.125,0.375,1
8.714,0.321,1
11.333,0.357,1
19.5,0.472,1
9.25,0.456,1
13.286,0.307,1
9.091,0.473,1
16,0.234,1
2.333,0.286,1
0.8,0.575,1
12.6,0.456,1
50.778,0.173,1
9.182,0.398,1
3,0.328,1
12.3,0.362,1
0.75,0.5,1
16,0.318,1
4.429,0.304,1
2.083,0.32,1
23.5,0.371,1
19.313,0.382,1
10.333,0.259,1
1.625,0.635,1
6.556,0.348,1
3.7,0.33,1
1.333,0.542,1
2,0.649,1
4.111,0.213,1
59.222,0.167,1
18.111,0.148,1
1.571,0.364,1
2.714,0.361,1
9.8,0.391,1
1.6,0.375,1
9.222,0.292,1
17,0.261,1
5.429,0.301,1
7,0.297,1
19.25,0.424,1
8.417,0.292,1
5.125,0.265,1
5.571,0.33,1
2.8,0.343,1
16.727,0.46,1
1.4,0.457,1
3.333,0.175,1
5.375,0.349,1
0.833,0.333,1
1.25,0.4,1
5,0.388,1
9.111,0.343,1
6.857,0.33,1
3.125,0.365,1
29.214,0.172,1
8.3,0.208,1
4,0.54,1
1,0.359,1
3.227,0.519,1
7.125,0.268,1
3.286,0.329,1
7.8,0.338,1
24.636,0.278,1
4.5,0.299,1
4.111,0.333,1
3.6,0.378,1
60,0.217,1
8.778,0.323,1
4.125,0.424,1
9.25,0.568,1
36.778,0.126,1
1.375,0.159,1
1.143,0.393,1
4.071,0.727,1
11.071,0.303,1
9.111,0.335,1
17.667,0.249,1
3.7,0.154,1
36.778,0.195,1
1.571,0.351,1
22.8,0.24,1
6.167,0.306,1
3.778,0.209,1
2,0.477,1
4.111,0.228,1
8.333,0.327,1
12.222,0.311,1
18.8,0.277,1
34.167,0.324,1
1.5,0.406,1
1.8,0.267,1
21,0.416,1
21.75,0.223,1
1.571,0.325,1
2.429,0.269,1
1,0.889,1
0.333,0.583,1
26.875,0.404,1
1.5,0.542,1
31.857,0.121,1
5,0.442,1
1.125,0.375,1
27.1,0.193,1
16,0.238,1
0.889,0.264,1
8.857,0.392,1
0.7,0.329,1
2.167,0.295,1
2.923,0.332,1
1.6,0.55,1
23.25,0.312,1
34.667,0.606,1
2,0.632,1
2.375,0.184,1
2,0.579,1
6.842,0.208,1
2.625,0.262,1
3.286,0.329,1
9.429,0.294,1
4.909,0.316,1
3.125,0.31,1
8.583,0.353,1
1.875,0.417,1
27,0.156,1
23,0.177,1
2.125,0.228,1
5.2,0.319,1
1.333,0.444,1
25.938,0.389,1
21.5,0.195,1
1.333,0.454,1
2.167,0.436,1
8.875,0.238,1
2.222,0.294,1
24.5,0.523,1
9,0.357,1
29.667,0.131,1
4.25,0.357,1
2.875,0.462,1
9.111,0.374,1
5.75,0.356,1
1.778,0.556,1
5.143,0.456,1
28.875,0.21,1
19,0.27,1
6.5,0.303,1
2.167,0.359,1
5.167,0.234,1
23.818,0.259,1
11.8,0.277,1
4.9,0.165,1
26.5,0.371,1
10.727,0.408,1
6.625,0.192,1
22.857,0.354,1
22.583,0.238,1
20.667,0.16,1
10.8,0.319,1
11.68,0.45,1
0.875,0.482,1
1.125,0.458,1
0.714,0.514,1
9.111,0.383,1
0.818,0.404,1
2.167,0.128,1
24.333,0.109,1
1,0.358,1
5.3,0.343,1
1,0.56,1
1.222,0.222,1
0.625,0.35,1
1.333,0.75,1
0.714,0.2,1
1.875,0.425,1
6.7,0.321,1
0.8,0.5,1
1.125,0.389,1
5.143,0.365,1
20.5,0.381,1
6.143,0.292,1
15.4,0.342,1
5.5,0.409,1
20.727,0.282,1
2.571,0.365,1
4.667,0.256,1
4.778,0.377,1
2.167,0.295,1
3.75,0.433,1
13.75,0.23,1
7.364,0.339,1
4.4,0.318,1
4.125,0.326,1
41.417,0.297,1
6.455,0.461,1
1.5,0.438,1
10.579,0.238,1
3.375,0.218,1
11,0.38,1
2.167,0.224,1
1.2,0.433,1
3.889,0.362,1
2.286,0.42,1
1.3,0.315,1
22.583,0.248,1
8,0.301,1
4.429,0.295,1
19.444,0.177,1
7.571,0.267,1
5.222,0.307,1
19.111,0.353,1
3.429,0.244,1
6.889,0.348,1
37.25,0.242,1
12.429,0.232,1
5.5,0.678,1
1.833,0.318,1
1.625,0.49,1
6.143,0.545,1
4.4,0.441,1
1.125,0.361,1
17.273,0.239,1
25.2,0.377,1
5.25,0.375,1
1.333,0.426,1
7.273,0.492,1
0.667,0.198,1
5.9,0.269,1
26,0.194,1
27.438,0.384,1
1.8,0.533,1
3.25,0.37,1
1,0.455,1
2.167,0.308,1
5.636,0.218,1
3,0.339,1
2.2,0.6,1
3.429,0.28,1
0.667,0.667,1
5.8,0.3,1
2.143,0.4,1
1.25,0.475,1
1.333,0.5,1
1.5,0.385,1
3,0.354,1
24.143,0.167,1
10.6,0.223,1
45,0.356,1
3,0.093,1
4,0.145,1
6.286,0.169,1
1.2,0.333,1
10,0.292,1
1.9,0.332,1
1.667,0.333,1
3.222,0.234,1
6.2,0.355,1
4.727,0.262,1
3.714,0.192,1
4.6,0.363,1
6.667,0.413,1
2.8,0.375,1
1.857,0.286,1
1.125,0.458,1
2,0.357,1
3.8,0.232,1
24.727,0.279,1
28.286,0.17,1
11.429,0.5,1
16.636,0.465,1
1.833,0.364,1
263,0.152,1
33,0.225,1
6.4,0.413,1
2.714,0.398,1
2.6,0.415,1
0.857,0.333,1
16.667,0.342,1
13.556,0.378,1
66.5,0.192,1
143,0.133,1
1.857,0.33,1
4.5,0.136,1
4.375,0.396,1
1.143,0.375,1
26.25,0.178,1
19,0.199,1
3.625,0.207,1
4.714,0.351,1
3.818,0.292,1
3.857,0.286,1
1.5,0.427,1
2.75,0.438,1
15.462,0.4,1
9.8,0.376,1
3.1,0.3,1
5,0.494,1
74.429,0.091,1
2,0.357,1
11.364,0.432,1
44.125,0.07,1
5.625,0.197,1
7.818,0.332,1
2.727,0.379,1
15.833,0.274,1
4,0.337,1
3.375,0.407,1
8.1,0.279,1
6.625,0.38,1
1,0.286,1
12.1,0.268,1
0.7,0.357,1
3.286,0.342,1
4.778,0.481,1
9.625,0.232,1
0.5,0.406,1
8.889,0.338,1
11.313,0.4,1
10.727,0.459,1
11.333,0.214,1
4.9,0.529,1
4,0.611,1
1.143,0.464,1
0.583,0.214,1
0.727,0.409,1
8,0.385,1
25.429,0.242,1
9.3,0.268,1
11.778,0.309,1
16.444,0.198,1
7.75,0.505,1
4.25,0.36,1
11.6,0.2,1
4.875,0.378,1
2,0.286,1
4.889,0.258,1
4.857,0.282,1
1.412,0.426,1
1.9,0.6,1
2,0.241,1
42,0.405,1
1,0.778,1
1.634,0.441,1
9,0.549,1
1,0.406,1
1.875,0.3,1
6.636,0.27,1
7.12,0.475,1
1.143,0.339,1
7.75,0.218,1
1.75,0.482,1
12.111,0.243,1
4.727,0.28,1
4.077,0.509,1
17.077,0.377,1
6.429,0.254,1
8.929,0.289,1
4.889,0.24,1
9.909,0.234,1
1.9,0.6,1
8.545,0.38,1
16,0.262,1
12,0.583,1
2.6,0.354,1
13.917,0.225,1
3.462,0.429,1
15.667,0.188,1
41.667,0.264,1
6,0.36,1
2,0.327,1
5.143,0.302,1
8.556,0.486,1
13.25,0.358,1
3.8,0.187,1
2.778,0.329,1
2.923,0.314,1
9.364,0.156,1
1.571,0.299,1
4.091,0.267,1
1.5,0.37,1
6.4,0.514,1
0.875,0.375,1
2.222,0.339,1
1.75,0.339,1
3.455,0.328,1
59.333,0.169,1
2.75,0.375,1
19.444,0.19,1
1.7,0.482,1
7.455,0.236,1
1.4,0.6,1
57.778,0.081,1
5.857,0.425,1
3.667,0.377,1
26.2,0.274,1
2.556,0.362,1
0.875,0.321,1
0.444,0.444,1
2.444,0.298,1
15,0.249,1
9.7,0.423,1
1.571,0.299,1
11.444,0.164,1
5.542,0.907,1
29.429,0.179,1
6.474,0.089,1
9.667,0.246,1
7.375,0.514,1
3.2,0.425,1
2.625,0.381,1
59.444,0.126,1
42.5,0.183,1
1.364,0.358,1
12.4,0.473,1
9,0.778,1
4.444,0.275,1
4.1,0.339,1
33.364,0.221,1
17.333,0.099,1
3.8,0.389,1
12.375,0.211,1
12.143,0.192,1
15,0.298,1
3.3,0.318,1
8,0.255,1
3.286,0.348,1
5.125,0.21,1
7.636,0.251,1
2.333,0.323,1
59.444,0.173,1
9,0.287,1
8.444,0.436,1
10.625,0.238,1
1.294,0.409,1
8.3,0.266,1
3,0.293,1
8.667,0.464,1
16.778,0.139,1
7.111,0.345,1
1.7,0.382,1
2.333,0.274,1
1,0.438,1
0.647,0.417,1
8.909,0.397,1
56.667,0.148,1
2.727,0.297,1
4,0.295,1
3.889,0.263,1
1.857,0.341,1
2.857,0.436,1
24.636,0.176,1
6.545,0.665,1
2.286,0.438,1
1.857,0.198,1
12.2,0.294,1
9.111,0.329,1
22.5,0.371,1
6.167,0.392,1
15.222,0.235,1
1.818,0.168,1
6.4,0.431,1
9,0.332,1
38.308,0.281,1
0.571,0.536,1
22.833,0.208,1
1.571,0.221,1
1.95,0.232,1
6.444,0.351,1
14.042,0.945,1
1.857,0.297,1
6.12,0.255,1
2.333,0.317,1
2.222,0.361,1
0.625,0.45,1
10.5,0.234,1
15.5,0.268,1
1.923,0.351,1
1.167,0.357,1
19,0.4,1
1.571,0.299,1
4.556,0.336,1
2.833,0.255,1
23.727,0.257,1
5.375,0.34,1
0.375,0.458,1
13.5,0.293,1
2.25,0.417,1
2.5,0.206,1
18.4,0.287,1
0.571,0.5,1
13.818,0.365,1
2.375,0.178,1
23,0.237,1
0.5,0.594,1
2.889,0.342,1
1.222,0.366,1
5,0.311,1
2.222,0.367,1
4,0.352,1
4.2,0.295,1
4.25,0.191,1
7.125,0.309,1
8,0.553,1
20.556,0.417,1
6.7,0.3,1
5.111,0.316,1
9.182,0.33,1
2.2,0.345,1
3.2,0.334,1
1.333,0.604,1
27,0.593,1
5.444,0.247,1
7.563,0.396,1
4.889,0.465,1
6.875,0.225,1
7.636,0.262,1
6,0.228,1
1.5,0.393,1
3.375,0.435,1
3.286,0.447,1
28.286,0.055,1
1.333,0.407,1
1,0.592,1
1.75,0.464,1
1.727,0.306,1
43.25,0.166,1
11.889,0.204,1
6.5,0.389,1
11,0.27,1
1.571,0.377,1
1.917,0.576,1
2,0.378,1
17.889,0.432,1
9,0.388,1
1.364,0.352,1
4,0.556,1
0.9,0.344,1
8.625,0.261,1
54.667,0.209,1
8,0.329,1
1.333,0.667,1
2.286,0.286,1
0.786,0.526,1
4.714,0.364,1
1.2,0.333,1
3.778,0.412,1
12.1,0.37,1
1.571,0.39,1
26.2,0.29,1
7.143,0.266,1
1.625,0.423,1
21.75,0.207,1
5,0.602,1
18,0.383,1
2,0.316,1
1.4,0.543,1
2.125,0.199,1
14.5,0.278,1
1.4,0.4,1
4.667,0.344,1
3,0.385,1
4.5,0.296,1
4,0.586,1
3.875,0.327,1
2.429,0.328,1
1.857,0.275,1
11.889,0.383,1
8.5,0.454,1
2.222,0.3,1
18.667,0.065,1
54.333,0.213,1
1.25,0.35,1
3.667,0.261,1
2,0.453,1
2.375,0.382,1
1.125,0.361,1
2.714,0.398,1
1.889,0.307,1
2.013,0.319,1
7.167,0.205,1
5.429,0.286,1
4.9,0.52,1
2,0.375,1
2.875,0.337,1
2.5,0.328,1
31.556,0.141,1
2.636,0.32,1
6.111,0.255,1
0.4,0.8,1
9.5,0.232,1
2,0.258,1
1,0.52,1
0.857,0.381,1
9.462,0.428,1
4.143,0.683,1
17.538,0.24,1
12.75,0.403,1
0.727,0.25,1
4.893,0.265,1
3.045,0.221,1
3.5,0.355,1
32.5,0.215,1
3,0.279,1
1,0.306,1
5.2,0.269,1
2,0.605,1
2.875,0.364,1
7.5,0.451,1
1.4,0.429,1
6.857,0.292,1
3.556,0.354,1
34.143,0.16,1
4.444,0.344,1
3,0.26,1
1.4,0.6,1
2.111,0.386,1
22.583,0.232,1
5.875,0.221,1
4.429,0.461,1
6.75,0.537,1
4.9,0.196,1
28.714,0.399,1
1.1,0.409,1
18.333,0.337,1
21.5,0.385,1
41.417,0.269,1
5.222,0.385,1
8.429,0.15,1
26.9,0.306,1
7.333,0.447,1
12.667,0.272,1
7.9,0.347,1
22.667,0.329,1
3,0.296,1
4,0.577,1
1.6,0.55,1
7.083,0.931,1
30.769,0.364,1
5.1,0.28,1
13.857,0.211,1
22.5,0.078,1
9.556,0.394,1
7.875,0.333,1
4.75,0.349,1
49.429,0.159,1
4.667,0.198,1
3.583,0.328,1
2.429,0.311,1
13,0.163,1
9.9,0.473,1
14.222,0.219,1
1.875,0.558,1
2.7,0.367,1
3.545,0.317,1
3.667,0.326,1
2.857,0.229,1
11,0.189,1
0.75,0.417,1
16.727,0.471,1
1.875,0.475,1
1.8,0.539,1
22.571,0.239,1
1.8,0.444,1
66.875,0.164,1
5.6,0.307,1
2.714,0.451,1
1,0.417,1
11.308,0.358,1
4.8,0.375,1
4.143,0.365,1
0.632,0.303,1
10.727,0.348,1
0.667,0.479,1
1.714,0.452,1
2.286,0.339,1
3.75,0.383,1
0.857,0.452,1
59.444,0.157,1
8.4,0.257,1
0.5,0.375,1
28.2,0.191,1
1.8,0.383,1
7.625,0.342,1
20.286,0.236,1
19.889,0.341,1
2.167,0.308,1
0.75,0.542,1
1.5,0.427,1
23.667,0.325,1
8.6,0.405,1
7.571,0.342,1
26,0.144,1
6.75,0.183,1
4.875,0.224,1
9.75,0.231,1
0.9,0.344,1
13.1,0.439,1
1.333,0.313,1
8.609,0.924,1
2.1,0.348,1
1.75,0.402,1
21.2,0.24,1
1.375,0.443,1
11.545,0.266,1
5.875,0.324,1
11.429,0.155,1
26.667,0.231,1
13.1,0.456,1
5.111,0.292,1
28.625,0.168,1
2.167,0.221,1
5.5,0.247,1
0.8,0.4,1
1.571,0.364,1
2.222,0.261,1
20.588,0.363,1
1.6,0.544,1
27.1,0.168,1
12.875,0.142,1
11.111,0.276,1
8.364,0.361,1
4.6,0.504,1
20.111,0.375,1
25.917,0.195,1
1.833,0.197,1
21.063,0.369,1
9.2,0.431,1
10,0.347,1
10.5,0.269,1
25.889,0.165,1
16,0.351,1
17.778,0.215,1
53.4,0.132,1
6.154,0.434,1
11.889,0.357,1
11.667,0.452,1
7.2,0.211,1
1.857,0.319,1
0.778,0.349,1
5.5,0.303,1
3,0.5,1
8.167,0.267,1
2.5,0.392,1
1.1,0.491,1
1.167,0.286,1
9.25,0.412,1
3.3,0.345,1
3.7,0.324,1
5.222,0.31,1
3.125,0.24,1
15.1,0.193,1
8.889,0.231,1
5.4,0.548,1
51.1,0.141,1
104,0.192,1
5,0.326,1
1.929,0.479,1
14.125,0.21,1
19,0.121,1
24.636,0.198,1
23.75,0.326,1
3.778,0.31,1
2.714,0.346,1
27.455,0.379,1
1.667,0.317,1
4.556,0.244,1
9.8,0.392,1
21.667,0.253,1
7.2,0.292,1
20.667,0.425,1
10,0.8,1
4.667,0.369,1
5.444,0.265,1
8.429,0.462,1
4.75,0.25,1
1.571,0.403,1
2.8,0.311,1
33,0.364,1
25,0.287,1
6.917,0.905,1
51.667,0.157,1
6.5,0.38,1
8,0.241,1
22.929,0.361,1
2.2,0.436,1
9.051,0.557,1
30.556,0.202,1
2.1,0.457,1
1.353,0.419,1
9.111,0.389,1
11.64,0.466,1
1.2,0.367,1
4.167,0.313,1
1.875,0.458,1
4.25,0.371,1
20.429,0.113,1
0.583,0.56,1
30.889,0.258,1
2.308,0.356,1
2,0.385,1
6.727,0.247,1
40,0.9,1
39.636,0.336,1
1.2,0.433,1
0.6,0.433,1
4.5,0.241,1
6.75,0.35,1
28.5,0.393,1
4.625,0.375,1
1.6,0.425,1
5.333,0.375,1
2.071,0.14,1
26.2,0.19,1
10.387,0.689,1
1.4,0.371,1
5,0.494,1
6.143,0.243,1
4.714,0.299,1
9,0.187,1
0.357,0.443,1
10.778,0.466,1
4.389,0.257,1
11.333,0.18,1
4.25,0.426,1
1.889,0.601,1
7.4,0.303,1
9.222,0.284,1
24.636,0.177,1
3.333,0.27,1
1.125,0.361,1
2,0.327,1
7.375,0.292,1
10.375,0.393,1
26.571,0.378,1
0.667,0.583,1
22.8,0.26,1
4.8,0.36,1
2.222,0.361,1
1.8,0.6,1
33.444,0.178,1
4.222,0.211,1
13.714,0.314,1
13.667,0.39,1
25.8,0.337,1
1.625,0.49,1
3.75,0.267,1
12,0.345,1
11.875,0.466,1
10.375,0.357,1
0.875,0.339,1
15,0.259,1
12,0.583,1
14.286,0.279,1
4.857,0.286,1
19.364,0.264,1
0.875,0.482,1
2.8,0.414,1
1.857,0.286,1
16.571,0.262,1
13.071,0.39,1
2.7,0.367,1
34.364,0.33,1
63.75,0.144,1
1.857,0.33,1
22.091,0.117,1
4.75,0.421,1
20.286,0.365,1
27.917,0.4,1
6.3,0.184,1
0.4,0.35,1
2.5,0.263,1
8.333,0.396,1
23.2,0.376,1
10.333,0.229,1
17.25,0.377,1
1.7,0.506,1
6,0.396,1
14,0.898,1
10.714,0.263,1
2.625,0.548,1
6.25,0.36,1
4.667,0.325,1
18.778,0.343,1
19.625,0.474,1
3.3,0.321,1
16.5,0.258,1
4.111,0.517,1
12.1,0.402,1
12.375,0.199,1
8.75,0.298,1
7.48,0.486,1
6.2,0.265,1
0.8,0.4,1
17.222,0.346,1
5.429,0.226,1
5,0.463,1
4.5,0.406,1
2.333,0.571,1
2.5,0.34,1
7.375,0.186,1
34,0.189,1
8.143,0.414,1
11.444,0.369,1
5.111,0.242,1
1.75,0.375,1
16,0.267,1
21.714,0.214,1
5.9,0.251,1
6.625,0.347,1
15.188,0.394,1
13,0.179,1
15,0.25,1
4,0.336,1
1,0.388,1
51.1,0.158,1
2.8,0.586,1
5.714,0.229,1
1.5,0.458,1
2.714,0.263,1
1,0.5,1
2.6,0.312,1
2.25,0.361,1
3.2,0.25,1
2.778,0.32,1
3,0.537,1
0.375,0.417,1
59.444,0.192,1
4.667,0.381,1
5.1,0.308,1
2.625,0.31,1
4.857,0.403,1
12.375,0.351,1
1.125,0.528,1
26.2,0.281,1
34,0.187,1
8.625,0.415,1
4,0.402,1
4.556,0.263,1
21.182,0.245,1
500,0.5,1
1.8,0.289,1
2.5,0.456,1
17.286,0.305,1
1.9,0.142,1
8.75,0.463,1
2.333,0.298,1
7.9,0.306,1
11.64,0.456,1
8.6,0.456,1
8,0.275,1
3,0.278,1
1.2,0.225,1
13.222,0.422,1
1.5,0.521,1
24.727,0.275,1
3.889,0.397,1
1.8,0.522,1
2.7,0.344,1
0.667,0.5,1
141.33,0.537,1
5.75,0.332,1
34.286,0.215,1
2.4,0.467,1
2.167,0.333,1
15.9,0.377,1
3.778,0.225,1
2.2,0.455,1
16.2,0.311,1
4.714,0.385,1
41.778,0.225,1
3.286,0.447,1
3.143,0.396,1
8.889,0.304,1
7.3,0.273,1
9.222,0.391,1
8.727,0.331,1
8.714,0.321,1
0.75,0.667,1
3.714,0.302,1
25.857,0.316,1
22.583,0.246,1
4.5,0.559,1
0.667,0.417,1
16,0.168,1
8.708,0.926,1
3.889,0.273,1
2.3,0.317,1
3.8,0.316,1
9,0.23,1
4.625,0.392,1
17.571,0.265,1
2.833,0.343,1
1.875,0.517,1
2.5,0.5,1
0.286,0.714,1
2.571,0.31,1
3.714,0.33,1
29.125,0.262,1
24.727,0.281,1
1.571,0.377,1
26.875,0.367,1
1.875,0.325,1
22.286,0.473,1
56.667,0.149,1
4.167,0.345,1
1.571,0.377,1
1.333,0.917,1
18.8,0.234,1
4.6,0.278,1
0.8,0.4,1
14.875,0.337,1
6.917,0.253,1
1.909,0.411,1
10.385,0.492,1
6.571,0.298,1
3.5,0.311,1
7.818,0.289,1
1.75,0.223,1
59.556,0.189,1
1.571,0.286,1
7.583,0.281,1
19.7,0.245,1
3.182,0.382,1
20.222,0.378,1
29.111,0.209,1
59.444,0.191,1
11.333,0.183,1
1.1,0.427,1
7.44,0.485,1
2.125,0.294,1
5.217,0.942,1
0.4,0.8,1
3.125,0.38,1
51,0.162,1
4,0.395,1
3.778,0.337,1
56.444,0.188,1
27.429,0.136,1
26.2,0.273,1
1,0.44,1
3.5,0.406,1
2.3,0.287,1
8.625,0.159,1
0.375,0.5,1
17.4,0.278,1
13,0.453,1
0.667,0.615,1
4.5,0.427,1
7,0.284,1
11.75,0.298,1
50.8,0.16,1
1.75,0.411,1
2.857,0.429,1
16.444,0.194,1
9.8,0.3,1
27.571,0.206,1
1.857,0.363,1
4.125,0.912,1
3.125,0.405,1
5.636,0.353,1
4.6,0.317,1
18.5,0.182,1
4,0.295,1
3.4,0.356,1
4.429,0.313,1
8.571,0.286,1
0.769,0.3,1
3,0.306,1
5,0.306,1
1,0.728,1
3.167,0.36,1
25.1,0.151,1
4.667,0.347,1
15.833,0.256,1
3.333,0.46,1
11.75,0.443,1
1.75,0.143,1
2,0.184,1
14.667,0.189,1
1.444,0.308,1
2.429,0.429,1
4.857,0.273,1
2.043,0.315,1
1.5,0.448,1
6.3,0.251,1
27.667,0.402,1
2.556,0.386,1
34.375,0.209,1
0.857,0.661,1
3.167,0.333,1
7.875,0.321,1
10.4,0.208,1
9.333,0.329,1
59.444,0.163,1
4.25,0.309,1
3.3,0.327,1
20,0.374,1
13.5,0.348,1
6.143,0.319,1
8.7,0.344,1
8.333,0.397,1
13.625,0.109,1
4.375,0.393,1
2.9,0.307,1
3.778,0.363,1
5.75,0.356,1
3.556,0.261,1
4.375,0.382,1
3.3,0.342,1
0.9,0.667,1
0.667,0.667,1
5.625,0.469,1
6,0.354,1
2.222,0.461,1
3.4,0.303,1
4.875,0.369,1
54.444,0.067,1
1.111,0.389,1
15.833,0.226,1
13.625,0.447,1
2.5,0.394,1
9.455,0.394,1
2.5,0.268,1
0.875,0.411,1
1.5,0.479,1
0.667,0.417,1
2,0.245,1
14.3,0.355,1
3.273,0.283,1
1,0.245,1
34,0.192,1
59.444,0.136,1
5.5,0.426,1
8.5,0.292,1
0.857,0.5,1
0.667,0.51,1
1.625,0.587,1
8.625,0.205,1
12.75,0.212,1
18.143,0.377,1
5.889,0.335,1
1.5,0.406,1
2.1,0.362,1
5.375,0.392,1
2.2,0.491,1
21.857,0.467,1
1.714,0.476,1
3,0.547,1
2.429,0.336,1
21.818,0.27,1
1.286,0.333,1
39.111,0.205,1
31.286,0.182,1
2.429,0.395,1
2.875,0.255,1
5.125,0.335,1
5.556,0.22,1
7.417,0.483,1
2.286,0.25,1
3.6,0.319,1
2.143,0.2,1
16.5,0.311,1
13.143,0.143,1
14,0.17,1
6,0.573,1
2.571,0.27,1
8.429,0.242,1
6.364,0.381,1
4.444,0.319,1
8.111,0.174,1
15.714,0.174,1
1.25,0.388,1
30,0.511,1
17,0.499,1
9.667,0.444,1
5.25,0.423,1
7.111,0.307,1
1.5,0.427,1
5,0.245,1
2.667,0.264,1
3,0.375,1
8.889,0.333,1
22.143,0.178,1
15.25,0.227,1
5.5,0.415,1
1.111,0.344,1
5.143,0.409,1
109,0.183,1
31,0.226,1
1.667,0.525,1
17,0.285,1
7.8,0.328,1
7.714,0.235,1
9.5,0.184,1
17.667,0.129,1
3.2,0.313,1
16.5,0.301,1
5,0.445,1
6.333,0.377,1
7.083,0.924,1
0.429,0.571,1
0.667,0.458,1
2.368,0.243,1
2.6,0.308,1
17.462,0.226,1
7.5,0.428,1
5.778,0.359,1
24.438,0.401,1
2.333,0.536,1
9.222,0.356,1
3.143,0.097,1
1.286,0.286,1
23.818,0.251,1
30.143,0.257,1
7.286,0.207,1
3.143,0.247,1
8.333,0.369,1
9.273,0.223,1
20,0.16,1
5.714,0.25,1
10.556,0.284,1
2,0.422,1
9.222,0.335,1
1,0.391,1
6,0.333,1
1.125,0.278,1
17.286,0.276,1
13.667,0.346,1
1.875,0.458,1
3.429,0.232,1
5.25,0.271,1
1.5,0.433,1
1.556,0.127,1
1,0.296,1
88,0.193,1
23.727,0.231,1
24,0.081,1
4.909,0.273,1
4,0.491,1
0.727,0.716,1
1.2,0.142,1
1.727,0.579,1
13,0.419,1
28.778,0.22,1
2.375,0.395,1
2.571,0.357,1
59.222,0.166,1
28.8,0.191,1
3.5,0.337,1
5.545,0.294,1
5.818,0.395,1
25.556,0.399,1
26.308,0.231,1
30.25,0.232,1
1.889,0.235,1
3.75,0.242,1
7.6,0.426,1
6.143,0.219,1
10.789,0.254,1
3,0.346,1
2.111,0.292,1
6.8,0.141,1
0.875,0.375,1
16.692,0.361,1
3.25,0.423,1
5.8,0.276,1
1.667,0.533,1
1.6,0.425,1
2,0.375,1
4.444,0.386,1
3.9,0.285,1
2.125,0.529,1
2.875,0.375,1
18.889,0.371,1
3,0.295,1
6.462,0.35,1
12.8,0.355,1
7.8,0.492,1
9,0.338,1
34.25,0.15,1
1.286,0.317,1
5,0.279,1
0.571,0.393,1
3.375,0.269,1
3.4,0.321,1
9.111,0.379,1
1.714,0.393,1
32,0.124,1
5.429,0.338,1
5.444,0.587,1
59.444,0.184,1
2,0.347,1
7.444,0.468,1
7.9,0.385,1
2,0.337,1
3.875,0.427,1
4.429,0.286,1
1.571,0.364,1
3.5,0.259,1
5.444,0.58,1
14.833,0.403,1
1.429,0.3,1
4.286,0.338,1
8.5,0.336,1
19.333,0.316,1
2.4,0.317,1
7.8,0.395,1
22.471,0.363,1
0.714,0.371,1
0.9,0.356,1
2.286,0.464,1
7.375,0.381,1
2.5,0.332,1
24.75,0.503,1
27.933,0.345,1
28.4,0.202,1
1.818,0.568,1
1.833,0.348,1
1.816,0.476,1
25,0.186,1
14.167,0.211,1
5,0.363,1
2.3,0.248,1
1.5,0.208,1
3.167,0.307,1
10,0.26,1
7,1,1
25.643,0.368,1
5.5,0.432,1
2,0.61,1
47,0.34,1
2.714,0.331,1
2.429,0.412,1
9.111,0.32,1
74.143,0.073,1
1.714,0.226,1
2.333,0.291,1
26.214,0.349,1
1.6,0.675,1
5.917,0.608,1
2.857,0.457,1
6,0.635,1
26.2,0.288,1
1.333,0.563,1
4,0.47,1
11.333,0.166,1
6.7,0.291,1
3.429,0.268,1
16.833,0.393,1
20,0.343,1
1.75,0.509,1
6,0.63,1
8.8,0.248,1
1.5,0.44,1
1.625,0.413,1
1.889,0.392,1
4.375,0.425,1
28.846,0.154,1
1.222,0.253,1
9.444,0.302,1
29.333,0.197,1
10.222,0.365,1
4.143,0.281,1
19.4,0.334,1
2,0.316,1
7.222,0.463,1
2,0.296,1
0.8,0.45,1
0.727,0.602,1
1.909,0.316,1
5.222,0.371,1
1.167,0.476,1
7.8,0.255,1
1,0.35,1
3.7,0.354,1
11.444,0.357,1
27.2,0.206,1
18.75,0.158,1
2,0.516,1
12.333,0.209,1
3.111,0.258,1
1.571,0.299,1
31.9,0.239,1
5.714,0.336,1
1.6,0.325,1
1.8,0.306,1
4.111,0.532,1
0.286,0.857,1
4,0.395,1
5.2,0.523,1
1.857,0.242,1
1.889,0.536,1
4.714,0.368,1
1.9,0.563,1
8.875,0.136,1
3.375,0.208,1
6.3,0.233,1
0.857,0.286,1
11.182,0.25,1
7.111,0.302,1
5.765,0.929,1
10.222,0.287,1
1.6,0.375,1
2.875,0.288,1
1,0.346,1
2,0.292,1
1.412,0.407,1
3.4,0.4,1
26.5,0.371,1
9.286,0.316,1
19.375,0.366,1
8.625,0.216,1
59.444,0.088,1
5.75,0.348,1
8.714,0.241,1
1.5,0.479,1
2.167,0.282,1
1.889,0.608,1
51.1,0.141,1
2.273,0.276,1
29.778,0.198,1
2,0.337,1
2.5,0.425,1
1.143,0.393,1
3.5,0.337,1
5.727,0.413,1
6.5,0.475,1
8.545,0.28,1
2.25,0.403,1
3,0.36,1
6.5,0.45,1
1.143,0.268,1
4.385,0.745,1
22.571,0.211,1
139.5,0.075,1
