@relation page-blocks

@attribute Height numeric
@attribute Blackpix numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
7,81,36,1
13,1732,386,1
4,77,29,1
10,85,45,1
13,460,275,1
8,121,55,1
10,524,409,1
10,108,15,1
12,60,26,1
3,9,1,1
8,30,10,1
11,500,237,1
11,422,179,1
9,313,198,1
9,103,40,1
8,52,38,1
10,79,42,1
8,53,36,1
11,65,15,1
9,573,326,1
14,1315,294,1
10,130,40,1
10,333,164,1
15,2170,482,1
7,39,19,1
6,28,15,1
11,82,40,1
10,441,319,1
14,907,554,1
8,59,27,1
8,162,111,1
9,601,201,1
22,784,74,1
13,1019,334,1
9,136,91,1
10,498,213,1
7,274,130,1
7,76,52,1
8,70,36,1
8,102,50,1
12,942,431,1
5,64,29,1
9,18,9,1
12,436,171,1
12,515,245,1
6,30,19,1
8,58,45,1
7,347,63,1
8,205,65,1
10,461,261,1
6,38,30,1
8,83,44,1
8,44,12,1
7,109,73,1
14,57,35,1
12,142,17,1
9,295,150,1
10,129,103,1
6,123,75,1
1,36,35,1
24,2182,272,1
8,177,55,1
12,685,416,1
13,759,243,1
9,478,351,1
8,208,122,1
5,74,34,1
8,11,5,1
10,236,86,1
7,68,45,1
9,164,56,1
10,134,48,1
9,38,29,1
7,39,22,1
1,10,9,1
20,160,6,1
2,9,5,1
10,108,46,1
8,74,51,1
6,29,14,1
5,17,2,1
11,650,296,1
13,1054,407,1
9,810,316,1
19,514,267,1
14,422,174,1
7,71,46,1
10,99,13,1
9,1122,178,1
17,3192,225,1
26,833,542,1
9,629,506,1
8,31,13,1
2,7,2,1
9,501,385,1
10,99,53,1
5,78,33,1
9,28,6,1
11,101,25,1
9,520,327,1
10,46,21,1
9,44,26,1
7,60,35,1
11,297,173,1
9,51,19,1
10,70,37,1
6,129,89,1
9,231,110,1
8,172,90,1
7,29,18,1
5,66,49,1
8,191,102,1
6,44,32,1
8,77,59,1
11,36,3,1
6,162,66,1
6,81,26,1
8,459,339,1
3,11,1,1
8,52,19,1
10,285,178,1
11,269,155,1
7,35,23,1
10,144,67,1
9,97,69,1
8,158,114,1
8,39,21,1
8,329,244,1
8,61,30,1
9,358,181,1
8,60,36,1
7,19,11,1
11,778,428,1
12,518,87,1
9,179,51,1
6,87,41,1
9,197,55,1
24,2683,161,1
7,178,114,1
10,245,123,1
9,258,189,1
9,127,68,1
11,151,75,1
8,51,19,1
7,7,4,1
10,223,116,1
7,119,58,1
7,114,92,1
9,57,23,1
4,28,21,1
5,47,20,1
10,140,70,1
39,7667,454,1
13,332,82,1
7,110,47,1
14,111,12,1
8,26,17,1
8,144,78,1
8,25,9,1
8,46,18,1
9,515,274,1
6,155,85,1
9,215,150,1
7,59,24,1
9,671,507,1
1,12,11,1
11,337,188,1
6,22,11,1
17,174,37,1
9,92,11,1
10,226,107,1
7,99,64,1
1,19,18,1
8,80,42,1
8,62,32,1
8,14,4,1
8,87,38,1
9,441,320,1
12,184,104,1
9,344,161,1
9,23,12,1
12,302,101,1
8,118,84,1
8,249,105,1
8,51,22,1
10,162,88,1
8,67,33,1
23,8027,477,1
9,184,115,1
8,43,25,1
8,44,17,1
9,148,71,1
7,228,188,1
8,162,84,1
11,309,177,1
11,124,14,1
10,83,34,1
11,250,117,1
8,71,10,1
7,211,119,1
10,38,16,1
14,2142,425,1
10,45,24,1
10,484,369,1
10,92,31,1
7,228,137,1
8,117,100,1
7,262,81,1
7,41,27,1
10,392,298,1
9,655,470,1
7,18,1,1
11,787,386,1
10,93,28,1
6,13,8,1
6,160,109,1
11,68,28,1
8,42,21,1
9,240,115,1
8,372,290,1
7,60,42,1
5,14,3,1
7,20,16,1
6,202,83,1
5,25,15,1
9,252,113,1
9,178,60,1
7,49,34,1
7,19,13,1
7,60,47,1
7,43,29,1
9,181,122,1
7,87,63,1
9,251,181,1
8,98,5,1
8,152,75,1
22,823,82,1
8,323,196,1
10,600,192,1
7,362,221,1
5,194,70,1
6,21,12,1
9,120,55,1
7,69,46,1
8,179,148,1
5,54,40,1
5,59,27,1
9,75,49,1
9,270,213,1
23,2599,149,1
9,108,45,1
10,30,17,1
5,67,32,1
7,10,2,1
5,7,5,1
3,11,1,1
9,423,317,1
9,96,15,1
9,25,13,1
10,212,146,1
10,112,87,1
9,156,57,1
8,204,82,1
24,4645,269,1
10,732,412,1
8,41,25,1
5,10,1,1
16,2696,530,1
5,46,26,1
6,38,25,1
11,408,134,1
9,659,342,1
9,98,69,1
5,18,14,1
38,2238,657,1
9,696,382,1
12,353,190,1
10,172,81,1
9,262,119,1
16,325,218,1
10,721,555,1
10,180,93,1
11,393,126,1
7,12,7,1
19,207,1,1
11,145,75,1
9,123,74,1
7,20,9,1
7,9,8,1
21,46,20,1
16,2508,477,1
9,102,60,1
7,85,54,1
17,606,250,1
8,128,64,1
9,921,676,1
9,51,10,1
11,297,138,1
8,311,139,1
4,16,4,1
7,137,77,1
10,744,518,1
5,52,41,1
5,24,14,1
9,30,20,1
6,60,30,1
8,29,11,1
7,236,168,1
7,109,57,1
7,90,56,1
4,32,18,1
7,14,8,1
9,681,513,1
5,28,15,1
7,111,45,1
6,416,323,1
10,96,45,1
11,90,46,1
5,8,3,1
8,62,26,1
25,2253,305,1
9,113,52,1
5,15,11,1
25,977,470,1
22,780,71,1
8,119,87,1
13,684,190,1
10,120,65,1
9,537,212,1
7,22,15,1
10,133,73,1
7,98,71,1
8,38,18,1
7,21,19,1
10,1361,557,1
10,666,237,1
25,2214,306,1
16,2357,441,1
6,24,18,1
9,567,218,1
3,7,1,1
8,116,63,1
9,209,133,1
10,575,206,1
9,116,68,1
11,95,43,1
9,93,13,1
9,712,555,1
7,16,7,1
5,33,15,1
11,121,45,1
10,297,108,1
10,274,122,1
7,91,71,1
10,364,149,1
8,94,38,1
8,66,8,1
13,1749,398,1
7,35,20,1
9,52,4,1
12,86,39,1
8,331,228,1
9,177,89,1
10,62,31,1
8,69,30,1
16,2196,418,1
10,118,63,1
12,1409,485,1
10,55,29,1
8,58,38,1
10,128,55,1
9,797,612,1
7,152,121,1
6,24,17,1
5,21,6,1
8,202,122,1
10,289,93,1
6,27,10,1
9,397,143,1
9,339,177,1
11,281,164,1
12,115,14,1
7,85,66,1
6,11,4,1
8,282,207,1
10,99,16,1
8,106,49,1
6,28,21,1
7,73,52,1
8,58,30,1
8,28,12,1
7,53,40,1
7,11,5,1
12,649,358,1
9,165,82,1
10,114,51,1
7,313,88,1
6,13,9,1
7,63,33,1
7,27,15,1
9,189,162,1
8,36,21,1
11,708,239,1
9,482,371,1
8,36,23,1
6,23,15,1
9,163,126,1
7,38,26,1
7,22,13,1
10,122,15,1
7,46,30,1
12,495,166,1
7,45,21,1
6,15,8,1
7,52,28,1
7,78,43,1
8,140,86,1
9,84,55,1
7,68,44,1
8,65,34,1
5,20,15,1
17,61,6,1
10,118,17,1
5,36,14,1
9,47,34,1
10,153,72,1
5,21,9,1
25,3315,455,1
6,179,123,1
9,165,85,1
5,27,16,1
12,715,397,1
12,252,144,1
7,90,39,1
12,300,151,1
7,34,20,1
7,296,237,1
7,26,16,1
5,155,87,1
7,13,9,1
8,50,22,1
10,594,397,1
9,21,2,1
8,44,23,1
9,674,344,1
7,8,4,1
6,15,14,1
8,32,17,1
9,63,26,1
9,11,5,1
12,753,390,1
10,161,58,1
10,321,141,1
10,152,65,1
7,87,61,1
16,2232,401,1
9,433,156,1
7,169,109,1
10,25,9,1
12,599,353,1
16,1530,278,1
13,422,178,1
9,568,197,1
10,684,425,1
8,22,11,1
7,75,58,1
5,13,8,1
6,300,195,1
8,144,98,1
9,33,21,1
8,122,56,1
12,1657,731,1
9,354,128,1
10,17,6,1
4,56,24,1
9,131,88,1
8,49,39,1
13,268,78,1
10,194,66,1
6,15,10,1
6,23,14,1
8,390,158,1
7,114,78,1
7,12,7,1
7,50,28,1
12,243,113,1
10,37,23,1
9,225,114,1
8,129,59,1
9,51,28,1
9,22,16,1
5,42,28,1
10,189,84,1
5,29,21,1
9,171,77,1
6,25,15,1
9,22,10,1
9,138,67,1
6,19,9,1
5,15,6,1
6,23,15,1
4,121,74,1
8,321,189,1
9,235,193,1
11,358,127,1
8,23,11,1
9,249,85,1
7,120,54,1
9,298,126,1
11,146,17,1
7,448,355,1
7,101,71,1
8,145,79,1
7,188,122,1
6,149,88,1
11,273,138,1
7,206,123,1
8,299,208,1
7,64,39,1
8,86,39,1
13,751,521,1
9,222,121,1
23,786,420,1
10,138,72,1
14,31,5,1
8,251,147,1
10,114,14,1
8,325,274,1
10,366,222,1
9,419,203,1
6,24,15,1
7,48,28,1
7,223,76,1
10,354,287,1
7,46,22,1
11,244,107,1
7,28,19,1
36,118,15,1
10,761,432,1
5,9,2,1
5,81,57,1
7,62,44,1
10,68,20,1
8,473,165,1
11,34,10,1
10,570,195,1
9,46,36,1
16,1956,377,1
6,28,14,1
5,9,1,1
9,119,69,1
8,85,62,1
10,70,39,1
10,115,13,1
6,196,177,1
19,53,35,1
10,105,49,1
5,65,46,1
13,421,183,1
10,77,36,1
9,90,68,1
8,63,28,1
6,48,21,1
9,525,375,1
7,60,38,1
9,17,6,1
6,24,12,1
10,129,63,1
8,39,18,1
9,73,52,1
7,67,48,1
74,7366,58,1
14,1902,420,1
14,72,11,1
10,191,103,1
9,743,547,1
6,49,35,1
11,212,102,1
9,83,48,1
8,225,110,1
7,69,51,1
7,234,131,1
60,1574,403,1
6,14,6,1
13,1027,477,1
13,1492,579,1
8,15,3,1
10,598,232,1
13,758,405,1
10,439,166,1
10,54,14,1
9,1035,751,1
10,134,91,1
9,130,61,1
8,152,120,1
9,512,370,1
10,165,57,1
10,121,62,1
10,94,10,1
7,81,53,1
7,12,5,1
11,567,199,1
7,152,62,1
10,359,171,1
9,29,16,1
5,132,92,1
7,251,187,1
8,45,24,1
6,31,24,1
9,69,30,1
9,275,216,1
6,20,13,1
9,219,96,1
9,100,68,1
8,31,16,1
10,22,12,1
6,18,5,1
7,232,191,1
11,49,19,1
11,132,66,1
1,40,39,1
7,40,14,1
1,32,31,1
8,49,21,1
6,103,46,1
8,704,520,1
8,81,33,1
6,159,99,1
7,121,70,1
10,121,61,1
8,20,7,1
7,83,74,1
14,1975,407,1
5,32,21,1
8,392,199,1
16,1276,222,1
15,226,121,1
2,13,12,1
10,186,94,1
13,139,43,1
8,77,32,1
8,417,134,1
8,18,11,1
9,366,159,1
9,329,235,1
7,51,27,1
8,197,165,1
10,326,146,1
9,179,64,1
7,202,114,1
12,358,184,1
7,15,10,1
9,113,62,1
10,158,70,1
8,32,12,1
10,510,311,1
5,8,1,1
8,43,21,1
9,191,112,1
6,62,33,1
8,107,77,1
5,43,33,1
8,158,84,1
9,187,135,1
8,289,106,1
9,249,102,1
8,18,6,1
7,144,69,1
23,795,385,1
9,54,26,1
9,88,10,1
10,108,29,1
9,65,35,1
3,10,1,1
9,57,30,1
6,25,9,1
7,12,4,1
11,350,194,1
9,387,130,1
7,15,13,1
8,116,65,1
7,197,120,1
12,142,69,1
7,61,26,1
7,28,17,1
8,27,10,1
9,183,58,1
14,657,289,1
9,170,61,1
13,924,593,1
9,440,345,1
9,218,90,1
12,1554,675,1
11,63,8,1
6,23,11,1
8,28,19,1
9,192,96,1
10,559,399,1
11,289,120,1
8,404,299,1
9,606,469,1
6,140,89,1
7,242,185,1
7,72,36,1
8,246,198,1
13,1475,556,1
9,100,30,1
9,175,61,1
7,28,14,1
7,53,35,1
10,73,31,1
8,138,111,1
10,813,578,1
7,103,70,1
11,185,75,1
8,47,31,1
8,42,20,1
8,83,40,1
10,335,197,1
8,161,53,1
7,36,23,1
6,21,16,1
6,28,21,1
25,3283,454,1
9,41,28,1
8,84,56,1
8,380,181,1
10,468,160,1
11,722,361,1
11,432,279,1
8,78,42,1
9,268,104,1
7,62,35,1
8,28,21,1
8,237,120,1
14,1317,302,1
5,98,69,1
9,225,69,1
1,20,19,1
5,35,20,1
10,509,388,1
7,27,10,1
6,50,31,1
8,55,27,1
7,122,62,1
8,470,364,1
6,164,89,1
5,14,8,1
13,298,124,1
6,21,13,1
7,66,50,1
18,563,229,1
9,102,70,1
9,126,81,1
10,170,28,1
8,560,220,1
12,458,131,1
9,290,203,1
10,522,380,1
8,124,75,1
7,108,77,1
7,144,95,1
11,149,92,1
8,103,60,1
7,121,71,1
11,664,318,1
8,241,121,1
7,196,105,1
6,42,16,1
5,37,18,1
7,52,23,1
7,62,40,1
13,1375,286,1
10,630,303,1
7,31,12,1
1,22,21,1
11,1019,458,1
25,2272,306,1
10,65,27,1
9,531,354,1
11,385,253,1
9,69,28,1
10,27,9,1
24,7238,455,1
13,1080,403,1
2,11,4,1
8,108,47,1
9,397,174,1
8,103,3,1
6,58,22,1
9,524,199,1
6,161,108,1
9,333,238,1
9,217,170,1
6,231,134,1
24,3155,397,1
8,92,26,1
7,98,64,1
11,185,43,1
8,87,37,1
14,862,247,1
16,361,100,1
8,98,51,1
10,60,2,1
11,391,126,1
11,79,41,1
8,79,59,1
7,18,7,1
10,74,27,1
8,631,243,1
10,30,1,1
8,27,16,1
14,472,114,1
10,88,42,1
9,211,114,1
7,386,329,1
6,170,124,1
14,130,44,1
8,8,1,1
7,102,55,1
8,75,31,1
7,49,18,1
8,595,486,1
11,600,310,1
10,195,86,1
9,62,19,1
7,26,15,1
8,69,27,1
14,121,41,1
9,132,65,1
8,67,23,1
11,868,307,1
5,90,57,1
25,2121,263,1
10,47,21,1
7,98,67,1
9,341,251,1
1,13,12,1
7,134,107,1
10,54,6,1
8,61,30,1
10,427,231,1
7,33,24,1
10,719,399,1
10,73,34,1
7,60,30,1
9,47,31,1
8,25,13,1
11,502,371,1
7,44,30,1
10,167,83,1
9,174,88,1
8,47,22,1
6,22,13,1
8,33,24,1
5,56,42,1
7,60,44,1
10,256,117,1
10,83,34,1
8,122,84,1
10,533,386,1
7,125,54,1
11,314,143,1
9,588,213,1
8,15,5,1
8,336,108,1
8,150,46,1
5,12,7,1
8,48,24,1
12,461,176,1
9,19,15,1
12,1259,265,1
8,41,15,1
20,181,53,1
6,146,82,1
7,60,22,1
9,133,73,1
8,59,30,1
7,66,25,1
7,24,15,1
8,398,304,1
6,93,48,1
8,96,46,1
9,72,32,1
7,65,42,1
7,202,124,1
6,43,17,1
9,120,39,1
7,259,204,1
7,37,19,1
16,2497,450,1
6,155,63,1
8,169,126,1
8,274,109,1
8,12,8,1
8,28,6,1
10,132,63,1
8,16,9,1
8,231,112,1
9,66,30,1
6,16,4,1
10,44,26,1
8,82,38,1
13,1034,632,1
8,117,64,1
10,280,151,1
9,84,45,1
8,13,3,1
5,24,12,1
11,324,173,1
10,482,258,1
9,94,12,1
9,126,68,1
8,69,32,1
8,236,112,1
10,97,53,1
9,253,125,1
10,171,56,1
15,83,8,1
20,275,13,1
7,63,43,1
7,109,84,1
1,9,8,1
10,98,47,1
10,27,10,1
5,7,1,1
11,274,134,1
10,73,23,1
10,113,70,1
7,46,31,1
8,56,24,1
9,240,119,1
10,471,156,1
9,600,210,1
5,33,18,1
10,60,43,1
9,61,35,1
9,102,14,1
7,56,30,1
14,1664,357,1
9,17,3,1
8,28,13,1
9,236,140,1
6,14,7,1
6,162,89,1
5,49,31,1
7,33,21,1
9,456,316,1
8,191,111,1
8,26,12,1
7,34,18,1
9,172,62,1
8,720,248,1
12,805,433,1
9,100,50,1
7,37,24,1
8,499,355,1
12,130,66,1
7,15,7,1
7,517,218,1
6,42,13,1
7,17,12,1
6,56,34,1
10,464,169,1
7,64,39,1
6,71,45,1
7,52,31,1
9,135,74,1
6,122,86,1
8,327,178,1
7,70,56,1
7,17,6,1
9,449,360,1
7,93,64,1
11,350,81,1
7,8,1,1
9,215,127,1
7,128,87,1
9,279,221,1
8,136,81,1
11,176,88,1
5,88,63,1
10,486,184,1
7,36,32,1
9,290,140,1
10,105,65,1
10,508,218,1
9,95,69,1
5,16,8,1
5,43,31,1
25,5748,784,1
26,3424,1142,1
10,371,167,1
9,222,165,1
8,246,187,1
7,58,34,1
8,95,69,1
9,861,654,1
7,233,146,1
5,88,36,1
7,34,26,1
9,354,213,1
11,47,3,1
8,70,40,1
1,7,6,1
10,138,66,1
9,355,129,1
12,76,5,1
11,281,144,1
10,454,167,1
10,106,43,1
11,46,12,1
8,62,28,1
9,44,27,1
9,208,131,1
13,1891,418,1
11,33,8,1
9,587,424,1
7,89,58,1
8,49,29,1
13,2109,438,1
7,18,13,1
9,128,56,1
9,44,28,1
12,447,228,1
7,32,21,1
10,477,176,1
9,98,63,1
7,21,1,1
11,527,353,1
7,810,253,1
7,28,20,1
8,56,30,1
11,37,11,1
10,733,575,1
1,12,11,1
17,147,25,1
8,77,32,1
13,663,139,1
6,86,57,1
9,290,171,1
8,44,29,1
8,42,21,1
9,217,125,1
8,15,10,1
24,4329,274,1
8,500,179,1
8,45,21,1
7,30,17,1
8,57,31,1
9,832,613,1
12,538,80,1
9,198,59,1
8,88,36,1
7,54,31,1
7,47,27,1
11,360,65,1
4,7,7,1
14,2234,481,1
7,23,18,1
9,157,57,1
10,436,172,1
8,459,325,1
7,40,16,1
11,230,83,1
5,163,98,1
6,238,120,1
8,167,95,1
9,105,75,1
7,20,7,1
9,47,28,1
9,31,20,1
7,38,27,1
7,102,49,1
9,278,129,1
10,40,22,1
24,3018,389,1
11,278,83,1
9,55,24,1
6,19,8,1
7,34,11,1
1,15,14,1
1,16,15,1
14,1032,651,1
9,302,130,1
7,49,19,1
9,118,49,1
10,597,199,1
10,449,159,1
9,476,221,1
4,10,1,1
8,13,2,1
9,125,65,1
10,537,348,1
9,120,56,1
8,44,19,1
9,117,73,1
9,273,114,1
11,165,80,1
12,132,33,1
9,42,1,1
10,94,56,1
11,371,166,1
1,7,6,1
8,124,67,1
7,60,29,1
10,75,33,1
10,334,270,1
10,647,333,1
6,116,83,1
9,110,51,1
14,1865,396,1
11,201,102,1
12,1606,348,1
9,319,258,1
7,299,207,1
9,152,56,1
9,143,86,1
7,74,56,1
10,192,130,1
4,184,72,1
20,260,19,1
1,17,16,1
12,153,20,1
7,21,15,1
22,838,72,1
17,117,2,1
8,629,220,1
10,451,115,1
11,891,544,1
10,94,11,1
8,117,49,1
5,27,20,1
7,14,6,1
10,99,49,1
13,163,42,1
7,42,27,1
14,2010,443,1
8,74,36,1
9,67,29,1
7,44,26,1
17,597,116,1
9,136,58,1
12,1617,573,1
8,22,8,1
6,19,16,1
10,20,16,1
11,211,105,1
6,15,7,1
8,208,69,1
10,140,80,1
9,250,178,1
9,354,165,1
7,74,12,1
6,174,79,1
7,16,9,1
11,979,213,1
5,40,17,1
10,700,463,1
8,36,20,1
9,262,89,1
6,178,73,1
5,110,79,1
3,9,1,1
10,155,102,1
9,35,17,1
14,1271,276,1
8,340,129,1
8,123,60,1
7,36,27,1
9,155,93,1
7,92,63,1
25,4246,279,1
8,149,97,1
10,95,51,1
7,66,52,1
6,16,2,1
7,82,53,1
12,19,9,1
10,165,85,1
9,704,534,1
6,27,14,1
7,118,42,1
6,22,14,1
8,219,80,1
8,132,54,1
8,148,60,1
10,108,59,1
10,247,191,1
12,418,170,1
8,57,22,1
9,781,320,1
8,53,43,1
5,32,11,1
9,485,278,1
5,20,11,1
10,72,34,1
7,21,12,1
8,88,40,1
9,163,66,1
13,617,220,1
13,384,74,1
77,9204,127,1
7,21,13,1
9,181,56,1
17,71,4,1
10,25,12,1
10,237,170,1
6,53,42,1
12,55,6,1
12,58,25,1
10,80,23,1
4,15,9,1
6,22,10,1
6,139,57,1
10,64,18,1
11,465,101,1
10,703,548,1
8,41,16,1
9,163,103,1
8,15,9,1
7,50,12,1
9,153,76,1
7,221,173,1
13,255,99,1
5,64,31,1
7,8,1,1
9,192,140,1
9,71,46,1
8,30,19,1
9,81,38,1
10,14,6,1
16,2546,482,1
7,136,77,1
6,17,4,1
8,781,289,1
10,233,83,1
5,20,15,1
9,111,79,1
11,153,77,1
7,70,39,1
9,359,285,1
10,270,88,1
27,2774,613,1
7,79,54,1
9,112,47,1
8,446,338,1
9,179,54,1
9,189,103,1
9,576,195,1
13,1571,340,1
8,211,146,1
5,82,35,1
8,81,44,1
10,499,377,1
9,48,28,1
6,33,24,1
8,66,37,1
7,23,17,1
18,544,228,1
9,22,17,1
7,7,1,1
9,157,58,1
9,108,64,1
5,35,24,1
9,226,79,1
7,162,117,1
11,136,55,1
22,928,585,1
11,539,77,1
8,176,95,1
9,225,146,1
10,57,18,1
9,337,128,1
9,316,152,1
7,245,175,1
7,60,48,1
8,132,64,1
10,20,8,1
11,197,89,1
4,95,29,1
9,356,127,1
12,288,129,1
12,172,85,1
7,38,31,1
10,242,128,1
8,96,47,1
6,51,34,1
7,65,44,1
8,54,39,1
7,35,24,1
12,174,110,1
7,9,1,1
10,218,101,1
7,34,25,1
14,75,15,1
10,62,6,1
6,197,96,1
22,326,112,1
14,1971,395,1
7,45,31,1
6,40,33,1
8,19,7,1
19,703,21,1
7,20,15,1
8,52,21,1
8,44,29,1
14,2164,472,1
10,71,52,1
9,491,351,1
11,829,417,1
7,24,12,1
25,2207,303,1
10,689,390,1
9,185,82,1
9,41,30,1
6,68,48,1
6,24,15,1
10,159,69,1
8,56,25,1
9,42,26,1
9,84,55,1
10,444,168,1
5,66,49,1
5,49,21,1
13,2144,463,1
8,64,47,1
10,68,29,1
9,259,186,1
5,55,26,1
10,166,89,1
8,117,56,1
9,393,307,1
9,308,112,1
9,415,336,1
10,54,12,1
8,398,297,1
8,83,39,1
25,416,187,1
7,21,14,1
9,563,448,1
9,123,72,1
9,216,112,1
11,95,24,1
7,40,24,1
9,964,373,1
7,11,7,1
7,19,8,1
9,205,88,1
7,64,26,1
11,129,27,1
9,83,29,1
9,411,155,1
14,1584,355,1
5,164,77,1
12,49,7,1
10,109,45,1
14,799,319,1
5,40,13,1
4,179,98,1
7,109,71,1
7,138,91,1
8,78,35,1
23,2684,156,1
9,479,177,1
9,284,124,1
7,49,18,1
7,65,33,1
11,609,206,1
8,153,56,1
6,77,33,1
6,25,13,1
17,120,14,1
10,886,585,1
17,166,34,1
9,244,111,1
5,31,21,1
9,144,58,1
8,34,16,1
8,131,62,1
9,199,149,1
8,57,42,1
8,61,25,1
7,236,174,1
9,354,242,1
5,48,22,1
7,100,41,1
8,99,52,1
8,237,112,1
1,36,3,1
12,150,20,1
6,150,98,1
16,2150,371,1
14,2209,449,1
8,329,155,1
9,407,274,1
8,54,16,1
9,396,164,1
10,96,39,1
13,417,108,1
9,313,227,1
13,165,42,1
7,82,64,1
24,480,151,1
7,46,32,1
9,118,60,1
8,84,24,1
11,292,120,1
7,17,4,1
24,2168,108,1
10,122,85,1
10,508,274,1
8,31,8,1
10,121,57,1
11,73,17,1
10,269,151,1
8,240,145,1
7,22,13,1
6,34,15,1
9,215,129,1
5,7,1,1
9,370,124,1
11,215,73,1
9,55,35,1
10,214,95,1
10,116,14,1
9,42,17,1
10,31,11,1
7,21,9,1
9,223,83,1
22,743,86,1
7,109,60,1
14,505,228,1
7,21,14,1
9,38,29,1
10,42,6,1
6,47,24,1
7,16,12,1
7,213,116,1
9,77,46,1
9,374,308,1
8,61,23,1
8,83,54,1
7,23,9,1
8,13,6,1
6,62,31,1
6,48,28,1
7,115,56,1
8,318,203,1
8,131,73,1
8,86,35,1
9,570,216,1
12,47,9,1
9,144,54,1
9,415,152,1
10,107,51,1
2,7,1,1
5,8,1,1
6,57,44,1
9,186,48,1
8,290,115,1
10,56,29,1
7,32,16,1
10,201,94,1
8,91,59,1
11,1371,465,1
9,60,27,1
9,151,75,1
7,7,3,1
2,9,1,1
7,147,120,1
6,87,64,1
11,140,14,1
8,99,53,1
7,63,47,1
7,79,53,1
10,42,28,1
11,217,107,1
7,61,46,1
7,204,110,1
7,114,78,1
9,386,306,1
9,104,52,1
8,156,93,1
12,159,16,1
10,508,368,1
8,28,14,1
10,446,153,1
6,21,14,1
11,57,13,1
2,15,6,1
9,53,22,1
6,171,76,1
11,305,115,1
9,135,53,1
6,87,52,1
11,596,124,1
9,42,27,1
8,99,56,1
7,15,14,1
9,80,34,1
10,506,372,1
12,252,38,1
7,411,247,1
9,106,84,1
10,45,18,1
14,307,133,1
6,11,6,1
8,77,28,1
11,847,431,1
14,549,240,1
11,258,110,1
10,632,199,1
23,233,11,1
5,80,49,1
10,90,42,1
8,139,55,1
10,162,52,1
5,54,37,1
8,250,209,1
8,142,116,1
14,580,49,1
7,13,4,1
8,196,124,1
9,417,326,1
7,18,8,1
11,46,5,1
8,222,159,1
8,20,9,1
12,847,198,1
8,260,110,1
7,33,27,1
11,266,122,1
7,43,32,1
8,74,41,1
9,131,56,1
7,33,17,1
7,142,100,1
8,66,40,1
5,28,6,1
8,212,120,1
7,33,18,1
9,129,47,1
9,403,266,1
11,68,35,1
5,80,48,1
7,22,11,1
7,94,66,1
9,56,37,1
8,194,113,1
7,28,21,1
7,220,128,1
7,188,111,1
7,354,171,1
11,93,30,1
9,63,33,1
10,410,165,1
11,954,213,1
7,27,24,1
8,169,58,1
14,2152,485,1
8,57,32,1
9,81,27,1
8,70,27,1
9,247,100,1
7,31,20,1
8,28,12,1
8,12,4,1
8,12,4,1
11,697,364,1
9,468,349,1
9,884,661,1
13,1724,395,1
12,1315,248,1
11,293,83,1
7,23,19,1
8,50,20,1
8,187,102,1
7,26,12,1
10,63,17,1
10,121,66,1
8,232,69,1
12,318,105,1
10,299,121,1
17,1548,104,1
9,157,57,1
7,27,18,1
5,14,6,1
16,2268,424,1
5,41,18,1
8,141,75,1
10,133,65,1
8,103,55,1
10,67,35,1
7,94,60,1
9,47,34,1
9,128,87,1
8,260,99,1
8,161,87,1
7,184,89,1
15,976,167,1
7,64,47,1
9,98,14,1
7,22,17,1
11,160,78,1
8,33,28,1
14,1382,576,1
8,219,91,1
9,54,31,1
11,62,7,1
6,23,15,1
9,99,10,1
5,87,54,1
8,129,79,1
5,155,85,1
8,180,85,1
3,7,1,1
12,1075,393,1
8,60,28,1
7,74,48,1
11,376,189,1
10,327,162,1
12,354,178,1
7,70,44,1
7,76,49,1
14,1791,398,1
16,1992,387,1
9,492,356,1
10,116,13,1
11,23,11,1
5,20,8,1
7,54,17,1
15,1136,481,1
5,86,57,1
16,2145,418,1
11,591,388,1
33,1154,182,1
9,103,57,1
10,805,596,1
14,1424,310,1
11,707,366,1
9,366,144,1
7,36,23,1
4,199,83,1
11,643,190,1
9,35,21,1
7,23,13,1
8,455,340,1
8,89,43,1
9,266,131,1
9,245,112,1
10,164,59,1
11,60,27,1
8,47,22,1
7,19,10,1
8,67,42,1
8,59,42,1
5,17,9,1
7,24,13,1
12,49,30,1
10,96,33,1
7,27,20,1
6,151,112,1
8,60,36,1
8,265,85,1
8,37,19,1
10,240,151,1
8,172,81,1
8,164,100,1
9,16,9,1
9,348,147,1
9,59,28,1
9,88,42,1
6,119,73,1
10,840,295,1
5,66,38,1
6,135,67,1
9,172,61,1
9,437,154,1
8,198,68,1
8,106,73,1
8,705,222,1
8,57,27,1
17,411,140,1
9,31,15,1
7,32,23,1
14,1654,364,1
9,131,76,1
8,146,71,1
9,243,115,1
7,52,32,1
11,147,24,1
9,679,365,1
6,47,21,1
8,73,31,1
8,505,276,1
10,30,19,1
7,46,23,1
7,65,40,1
7,27,11,1
7,96,69,1
14,975,632,1
10,57,34,1
7,21,13,1
9,114,58,1
7,100,60,1
7,49,31,1
19,909,439,1
9,440,352,1
9,361,186,1
12,361,175,1
8,593,234,1
8,83,66,1
8,151,87,1
7,77,43,1
9,53,16,1
4,18,7,1
7,237,140,1
9,283,119,1
8,54,18,1
9,270,131,1
14,1525,707,1
8,159,88,1
10,87,12,1
10,150,60,1
10,64,32,1
10,102,42,1
10,25,16,1
8,139,74,1
