@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Mean_tr numeric
@attribute Class {1,2,3,4,5}

@data
7,105,2.3,1
9,387,1.78,1
7,287,1.32,1
12,3132,1.81,1
22,1562,11.25,1
9,1008,1.59,1
5,55,1.33,1
10,2710,1.28,1
9,108,1.59,1
12,864,5.97,1
8,40,3,1
8,56,2.7,1
6,582,1.85,1
8,112,2,1
8,128,2,1
9,423,2.42,1
10,220,2.34,1
7,322,4.17,1
6,54,2.14,1
6,42,2.38,1
11,264,10,1
5,460,1.38,1
3,12,11,1
7,259,1.35,1
11,2981,1.52,1
7,245,1.36,1
9,1449,2.87,1
9,189,1.31,1
11,2992,2.1,1
9,1395,2.53,1
8,872,1.39,1
6,582,1.71,1
9,4176,1.3,1
8,288,2.03,1
6,186,1.85,1
7,945,1.09,1
9,495,1.47,1
8,224,2.58,1
8,768,1.77,1
14,168,6.55,1
9,108,1.85,1
7,497,1.43,1
8,224,1.93,1
8,96,1.95,1
12,744,1.58,1
7,252,1.84,1
7,231,2.36,1
8,56,1.82,1
9,2556,1.26,1
10,1550,1.85,1
10,60,2.6,1
8,192,1.85,1
8,120,2.2,1
10,870,2.23,1
14,4872,1.56,1
5,100,2.35,1
8,496,1.57,1
9,2403,1.28,1
7,504,1.7,1
10,480,2.15,1
6,36,1.44,1
14,5558,4.53,1
12,1176,2.23,1
10,650,2.76,1
11,242,1.94,1
6,36,1.63,1
5,40,3,1
9,180,2.15,1
9,378,2.48,1
10,90,30,1
9,738,2.09,1
10,1450,1.83,1
5,480,1.78,1
7,14,7,1
6,120,1.38,1
7,98,1.85,1
14,6090,4.58,1
5,145,1.39,1
9,288,2.23,1
8,104,1.65,1
8,1128,2.45,1
7,245,1.21,1
10,290,3.56,1
13,3601,2.59,1
8,96,1.65,1
8,560,1.68,1
10,190,2,1
8,2176,1.35,1
9,4815,1.35,1
8,56,3.13,1
9,162,7.13,1
14,812,12.07,1
8,152,2,1
11,132,4.13,1
9,333,2.8,1
8,328,2.35,1
10,550,1.98,1
12,5964,2.25,1
11,1815,3.38,1
8,120,1.88,1
8,64,1.53,1
6,258,1.67,1
8,208,2.5,1
9,441,1.27,1
10,90,2.82,1
8,96,2.05,1
14,4200,2.39,1
5,35,3,1
8,200,1.81,1
10,740,2.17,1
7,462,1.49,1
11,99,15.67,1
7,63,1.5,1
9,1026,1.86,1
10,190,8.14,1
11,418,1.96,1
12,96,4.3,1
8,248,2.02,1
14,3178,3.34,1
11,935,1.73,1
9,2196,1.59,1
9,324,2.83,1
8,248,2.04,1
7,175,1.22,1
7,98,1.74,1
10,1210,2.61,1
8,64,2.17,1
8,2768,1.35,1
7,98,1.18,1
10,2790,2.7,1
7,119,1.44,1
9,927,2.47,1
12,804,2.99,1
6,234,1.66,1
14,5026,4.56,1
11,1771,2.71,1
9,684,2.37,1
5,260,1.35,1
7,259,1.81,1
7,357,1.49,1
9,2241,2.54,1
6,600,1.72,1
8,88,1.75,1
9,369,1.32,1
8,328,2.19,1
9,243,1.95,1
8,104,1.81,1
7,441,1.99,1
8,1864,1.58,1
38,15580,2.39,1
11,242,8.59,1
60,3420,3.91,1
11,2882,1.85,1
15,6285,4.5,1
7,126,1.86,1
8,688,2.64,1
9,387,3.58,1
10,2620,1.76,1
79,12561,51.4,1
8,152,1.76,1
10,830,2.1,1
10,300,1.9,1
8,256,1.62,1
8,536,2.31,1
10,200,2.52,1
8,80,2,1
5,15,4.5,1
8,336,2.18,1
11,2871,1.93,1
7,609,1.91,1
8,112,3,1
4,112,1.27,1
8,512,1.93,1
7,49,1.42,1
12,4848,2.82,1
8,80,2,1
9,1089,2.4,1
11,902,1.97,1
10,300,1.96,1
9,297,2.47,1
8,112,2.56,1
14,2590,2.27,1
12,516,2.29,1
8,2824,1.19,1
9,2025,1.41,1
23,2001,2.36,1
10,1470,1.29,1
11,462,2.25,1
8,256,2.46,1
9,738,2.01,1
6,534,1.61,1
10,100,52,1
7,287,1.55,1
8,112,1.88,1
9,333,1.27,1
10,1970,1.87,1
11,1067,2.4,1
7,224,1.25,1
8,1240,2.78,1
7,406,2.34,1
38,3648,3.29,1
8,128,1.58,1
11,3784,4.71,1
9,756,2.08,1
8,552,1.38,1
9,4815,1.21,1
8,1048,1.46,1
7,210,1.77,1
7,1106,1.6,1
10,300,2.29,1
10,790,1.79,1
9,576,2.29,1
8,40,2.14,1
7,140,1.46,1
11,1133,1.44,1
12,276,9.94,1
7,119,1.82,1
1,70,1.08,1
5,160,1.33,1
9,711,2.19,1
8,64,2.73,1
5,35,1.45,1
10,220,2.74,1
6,144,1.35,1
18,864,4.3,1
7,126,1.15,1
10,90,2.5,1
6,114,1.58,1
9,567,1.98,1
7,1435,1.26,1
8,280,1.88,1
8,160,2.1,1
9,360,2.44,1
9,3321,2.67,1
8,64,1.5,1
9,324,2,1
7,133,1.83,1
8,432,1.34,1
9,1188,1.34,1
12,1392,1.99,1
11,1056,4.32,1
10,2710,1.39,1
7,2422,1.23,1
8,160,2.06,1
9,981,1.67,1
8,256,2.09,1
7,91,1.7,1
8,72,2.38,1
6,156,2.36,1
11,825,2.08,1
11,737,2.28,1
8,144,2.52,1
7,77,2,1
8,176,1.78,1
12,5976,2.44,1
5,150,2.44,1
7,133,1.69,1
9,360,2.35,1
8,152,1.47,1
1,60,1.08,1
9,1107,2.21,1
9,324,2.37,1
5,15,9,1
7,413,1.79,1
8,48,1.58,1
9,162,1.67,1
9,423,2.51,1
11,660,1.97,1
7,98,1.61,1
9,333,2.7,1
10,120,2.29,1
13,2769,4.65,1
1,99,1.06,1
7,91,1.76,1
14,5530,4.7,1
10,280,2.13,1
10,840,2.47,1
10,500,1.94,1
8,184,1.91,1
9,747,1.93,1
7,98,1.65,1
14,5460,4.44,1
17,1802,14.53,1
9,4815,1.39,1
7,91,2,1
7,1491,1.25,1
11,924,1.77,1
8,168,3.54,1
4,100,1.33,1
6,24,8,1
11,572,1.79,1
9,324,2.87,1
8,96,2.8,1
9,351,1.69,1
8,656,2.51,1
2,28,3.67,1
9,684,1.84,1
10,2800,2.63,1
24,4080,17.04,1
10,210,2.11,1
8,216,1.31,1
8,328,1.66,1
11,286,2.02,1
13,3783,2.68,1
9,1350,1.76,1
8,608,2.11,1
10,60,2.5,1
8,4064,1.28,1
1,35,1.17,1
11,2024,4.6,1
10,660,2.25,1
15,5130,2.49,1
8,24,10,1
9,1431,1.93,1
8,320,1.24,1
1,45,1.13,1
8,56,1.92,1
8,248,1.79,1
5,35,1.36,1
8,384,1.96,1
9,306,1.76,1
10,80,6,1
7,231,1.98,1
9,387,1.68,1
7,56,1.8,1
6,408,1.15,1
7,560,3.54,1
13,117,3.36,1
1,263,1.03,1
36,180,7.87,1
10,150,1.88,1
3,27,1.33,1
11,220,8.47,1
9,333,2.82,1
9,1566,1.22,1
5,15,4.5,1
11,3025,2.83,1
8,1344,1.76,1
7,140,1.82,1
3,9,8,1
9,1098,2.54,1
9,306,2.06,1
14,5628,4.75,1
8,144,2.74,1
9,2097,1.26,1
13,5070,1.56,1
9,576,1.98,1
9,378,1.15,1
10,100,4,1
9,2430,1.27,1
8,40,2.38,1
6,576,3,1
9,117,4.67,1
19,228,7.67,1
10,630,1.72,1
8,64,3.44,1
11,2563,1.8,1
23,2116,1.44,1
11,2145,3,1
7,35,29,1
10,2710,1.47,1
9,243,1.69,1
9,144,6.67,1
9,1359,1.17,1
8,320,1.45,1
7,161,1.71,1
12,156,2.32,1
17,408,5.88,1
9,1467,1.28,1
9,963,1.38,1
11,803,2.03,1
8,176,2.6,1
13,3146,2.33,1
7,56,1.78,1
9,1476,1.26,1
10,1430,2.33,1
10,1210,2.41,1
7,434,1.28,1
8,240,1.23,1
13,4199,2.4,1
4,40,4,1
8,72,2.31,1
12,516,2.71,1
8,128,2.2,1
10,490,1.35,1
10,360,1.86,1
7,553,3.56,1
16,5392,5.19,1
11,242,8.59,1
10,380,2.49,1
5,85,2.35,1
7,77,1.75,1
12,3840,2.06,1
9,378,2.75,1
9,315,1.65,1
7,224,1.28,1
9,1395,2.54,1
10,1000,1.45,1
10,80,4,1
7,1050,1.36,1
1,123,1.05,1
7,371,1.57,1
8,312,2.05,1
8,72,1.73,1
9,45,2.2,1
8,48,8,1
8,168,1.38,1
8,344,3.4,1
10,2520,2.88,1
10,2280,1.87,1
8,312,1.83,1
9,189,1.9,1
25,7300,7.23,1
7,1008,1.24,1
8,256,1.8,1
6,498,1.58,1
11,671,5.04,1
8,64,4.33,1
7,35,2.25,1
6,42,2.14,1
8,1008,2.87,1
11,121,5.5,1
8,264,2,1
7,245,2.57,1
13,4550,4.49,1
9,2088,1.76,1
9,567,2.01,1
10,2620,1.89,1
9,207,1.57,1
7,147,1.68,1
10,450,1.84,1
8,32,8,1
9,486,1.24,1
7,98,1.83,1
10,2610,1.74,1
11,1771,3.05,1
10,5060,1.34,1
7,189,2.58,1
11,1144,2.97,1
6,300,2.38,1
4,548,3.28,1
11,2706,2.85,1
8,2104,1.19,1
9,927,2.75,1
7,77,1.75,1
6,426,1.3,1
9,315,2.86,1
10,280,2,1
8,424,1.76,1
1,36,1.14,1
8,520,1.4,1
8,952,1.7,1
6,48,2.44,1
8,144,2.16,1
3,21,13,1
7,140,1.13,1
8,400,1.97,1
16,6640,5.17,1
8,864,1.34,1
7,315,1.91,1
7,77,1.53,1
9,774,2.22,1
7,49,1.33,1
14,5698,4.54,1
8,576,2.25,1
6,492,1.31,1
8,96,1.95,1
11,286,2.19,1
3,9,7,1
8,128,1.68,1
12,276,7.57,1
11,2871,1.75,1
4,88,1.46,1
10,330,1.4,1
8,56,1.55,1
8,936,1.3,1
9,45,10.67,1
7,644,1.46,1
7,91,1.73,1
9,4428,1.22,1
7,91,1.56,1
6,450,1.47,1
8,80,1.75,1
8,72,1.73,1
7,112,1.18,1
6,102,1.63,1
11,495,2,1
7,91,1.63,1
10,340,1.98,1
7,91,2.27,1
5,150,1.26,1
11,121,2.24,1
11,154,2.43,1
8,4280,1.35,1
12,1068,3.5,1
10,410,1.98,1
7,63,2.2,1
7,77,1.2,1
9,99,1.42,1
9,531,3.22,1
7,49,2.42,1
7,98,2.72,1
16,4944,5.38,1
9,891,1.39,1
9,981,1.69,1
9,333,1.54,1
6,66,1.57,1
5,70,1.69,1
6,84,2.29,1
9,684,2.2,1
9,1638,2.95,1
6,42,3.6,1
3,42,3.2,1
12,5964,2.27,1
7,35,1.13,1
9,333,2,1
9,171,1.31,1
17,357,16.63,1
7,301,1.41,1
13,325,6,1
9,306,2.38,1
17,4522,12.82,1
9,891,2.65,1
8,560,1.66,1
9,162,7.29,1
10,1860,2.42,1
10,800,1.92,1
24,2976,16.66,1
8,240,2,1
8,352,3.2,1
9,3069,1.35,1
8,2768,1.31,1
6,60,2.07,1
7,602,1.69,1
8,496,1.91,1
5,470,1.63,1
5,200,1.4,1
1,41,1.07,1
6,78,2,1
11,352,1.86,1
10,250,2.05,1
8,96,1.65,1
11,99,4.44,1
12,1404,1.68,1
8,424,1.87,1
25,11775,7.8,1
7,140,2.46,1
8,1728,3.18,1
7,147,1.52,1
9,765,2.32,1
7,315,1.4,1
12,1536,2.91,1
7,238,1.48,1
7,175,1.81,1
9,4815,1.32,1
7,735,1.39,1
9,135,1.57,1
9,180,1.74,1
8,192,1.7,1
7,126,1.39,1
10,1300,2.78,1
9,972,1.69,1
8,360,1.89,1
9,3267,1.28,1
9,180,1.74,1
5,60,2.2,1
9,306,1.91,1
7,112,1.96,1
7,63,1.64,1
8,304,1.75,1
7,252,1.25,1
11,220,3.36,1
8,288,2.21,1
10,100,1.89,1
8,112,1.83,1
10,2680,6.02,1
7,385,2.09,1
5,590,1.44,1
24,2016,8.69,1
7,147,1.67,1
6,114,1.59,1
9,108,1.46,1
13,5629,4.82,1
5,175,4.38,1
6,114,1.16,1
9,837,1.74,1
8,216,2.14,1
8,344,2.4,1
10,300,2.14,1
11,715,1.65,1
9,2565,2.42,1
1,29,1.13,1
14,70,6.2,1
3,12,9,1
10,1550,2.88,1
9,342,1.87,1
7,1204,2.07,1
14,2170,2.76,1
10,1260,3.16,1
24,2808,2.88,1
9,729,2.22,1
6,126,1.58,1
11,561,2.06,1
9,252,1.95,1
8,208,2.18,1
9,1296,1.33,1
7,112,2.07,1
10,470,2.26,1
11,693,3.08,1
8,2416,1.43,1
10,640,2.8,1
10,780,2.52,1
7,133,1.42,1
9,162,7.83,1
8,80,1.64,1
8,504,1.52,1
12,312,1.63,1
9,9,9,1
10,230,2.19,1
7,217,1.97,1
8,304,1.86,1
7,119,1.52,1
10,1840,2.58,1
6,102,1.33,1
9,468,1.66,1
14,1372,2.43,1
7,49,2.14,1
10,180,7.2,1
9,747,2.28,1
7,1148,1.6,1
11,2871,1.87,1
6,48,2.18,1
9,2502,1.28,1
10,120,1.69,1
10,1210,2.47,1
7,105,1.83,1
10,190,8.43,1
10,70,2.08,1
6,282,1.61,1
9,576,2.18,1
10,330,1.83,1
2,42,1.4,1
8,720,1.54,1
8,368,2.11,1
9,810,2.18,1
11,1067,2.04,1
12,996,1.75,1
6,168,1.71,1
8,240,2.09,1
12,480,7.62,1
10,400,3.05,1
7,294,1.33,1
8,96,1.9,1
15,810,2.45,1
8,160,2,1
8,984,1.71,1
25,4950,15.94,1
14,3822,4.59,1
9,873,1.76,1
10,2510,1.77,1
9,2241,1.96,1
8,104,2.1,1
9,54,18,1
38,4826,3.41,1
10,530,1.79,1
9,171,2.63,1
9,1260,2.71,1
9,2475,1.39,1
7,77,1.33,1
38,8626,7.09,1
7,301,1.27,1
5,195,1.67,1
9,477,2.42,1
7,1281,1.88,1
7,1064,1.27,1
8,40,3,1
8,120,1.23,1
9,747,3.3,1
10,150,2.24,1
11,330,2.39,1
12,528,2.38,1
11,3168,2.04,1
8,168,1.88,1
11,88,2.44,1
6,42,1.5,1
8,216,2.14,1
7,399,2.7,1
10,1760,1.72,1
13,4537,4.36,1
10,110,2.2,1
10,5080,1.36,1
9,369,1.91,1
25,8500,16.57,1
8,312,2,1
24,4248,8.02,1
10,640,2.58,1
10,530,1.84,1
8,488,2.03,1
9,297,1.67,1
11,2695,1.86,1
6,558,1.52,1
9,891,2.52,1
9,378,2.13,1
27,3105,2.35,1
9,4590,1.22,1
28,3836,5.05,1
9,324,3.31,1
14,868,5.97,1
8,1672,1.27,1
9,909,1.37,1
7,280,1.43,1
12,312,1.6,1
9,4392,1.28,1
7,336,1.67,1
8,512,1.93,1
9,1512,2.15,1
18,1422,3.17,1
8,160,3.5,1
14,4564,4.4,1
11,1309,1.75,1
7,119,1.54,1
7,1715,1.41,1
9,162,1.83,1
12,1008,3.52,1
8,200,1.36,1
5,35,8.5,1
7,238,1.33,1
5,35,2.11,1
6,48,3.22,1
5,140,1.77,1
6,324,3.36,1
9,1080,1.98,1
11,440,1.8,1
9,4815,1.31,1
7,84,1.84,1
10,250,2,1
10,500,2.01,1
10,690,1.85,1
10,5110,1.36,1
7,42,2.33,1
11,1298,2.01,1
10,650,2.58,1
10,440,3.15,1
8,848,2.29,1
13,494,3.93,1
5,70,1.52,1
10,340,2.02,1
7,2422,1.19,1
12,1464,2.3,1
8,448,2.09,1
5,30,3.67,1
1,7,7,1
8,832,3.71,1
7,147,1.35,1
5,55,1.46,1
11,352,2,1
8,800,3.43,1
10,530,1.44,1
8,680,1.46,1
7,70,2.22,1
8,1184,1.2,1
13,845,2.58,1
23,3151,16.64,1
7,56,2.22,1
7,315,1.15,1
5,230,2.21,1
11,792,6.35,1
10,310,2.08,1
5,40,1.55,1
8,96,3.67,1
9,198,3.31,1
5,575,2.03,1
9,738,2.62,1
10,790,2.19,1
9,135,1.6,1
8,160,2.76,1
5,25,2.17,1
10,1540,2.55,1
28,2296,8.9,1
9,2502,1.62,1
9,1440,1.58,1
8,144,1.65,1
14,4760,2.45,1
5,40,1.63,1
6,84,1.28,1
9,1674,2.44,1
6,84,2.24,1
7,42,1.67,1
6,576,2.25,1
9,423,1.53,1
2,38,3.5,1
4,40,4,1
9,63,2,1
8,1040,2.21,1
1,200,1.04,1
7,1589,1.6,1
17,6494,5.46,1
6,294,1.42,1
13,1001,2.4,1
7,126,2.14,1
7,210,1.55,1
10,1050,1.7,1
8,1728,1.33,1
7,245,2.48,1
7,763,1.93,1
9,342,2.74,1
6,72,1.53,1
8,328,2.53,1
6,576,2.44,1
6,102,1.3,1
10,220,2.44,1
7,49,1.71,1
8,272,1.88,1
15,1005,3.59,1
5,10,8,1
9,2934,1.3,1
9,1512,1.89,1
7,182,1.66,1
6,42,7.5,1
11,143,2.22,1
9,144,1.33,1
11,1111,1.71,1
6,174,1.5,1
7,294,1.46,1
12,1404,1.86,1
8,320,2.53,1
8,1464,1.43,1
8,208,2.03,1
8,1848,1.65,1
12,2784,2.34,1
7,77,1.35,1
4,456,1.83,1
9,1197,1.89,1
10,830,2.92,1
9,4590,1.27,1
8,72,1.93,1
9,2349,1.42,1
7,812,1.84,1
8,304,1.38,1
8,224,1.92,1
9,261,1.3,1
9,261,2.4,1
13,481,3.52,1
14,3976,5.1,1
13,3692,1.87,1
8,1464,2.08,1
7,392,1.65,1
9,972,2.55,1
8,40,3.5,1
9,1350,1.75,1
4,60,4,1
8,128,2.68,1
7,77,1.35,1
9,162,7,1
7,1617,1.71,1
9,4806,1.34,1
10,1230,2.99,1
9,333,2.03,1
16,2896,5.1,1
11,275,2.11,1
2,12,7,1
8,128,1.91,1
9,108,10,1
6,126,1.33,1
9,2466,1.31,1
12,396,4.08,1
8,72,1.8,1
12,852,6.4,1
8,312,2.2,1
11,2871,1.93,1
12,792,3.03,1
10,580,2.17,1
11,1298,2.71,1
6,114,1.27,1
9,2448,1.33,1
14,5866,4.51,1
16,6112,5.16,1
7,63,1.83,1
7,1337,1.66,1
9,189,2.68,1
7,329,1.4,1
10,190,8.29,1
10,190,7.6,1
11,220,2.58,1
11,2123,1.59,1
9,549,1.6,1
12,324,2.64,1
11,275,2.05,1
7,336,1.44,1
10,1010,2.95,1
8,376,1.26,1
12,312,2.21,1
8,160,1.88,1
5,25,18,1
8,56,2.67,1
6,774,1.35,1
14,378,7.24,1
10,340,3.02,1
1,40,1.07,1
7,1379,1.5,1
7,133,1.65,1
8,472,1.82,1
8,584,1.47,1
5,90,1.64,1
10,280,1.68,1
6,576,1.69,1
10,120,1.57,1
26,4420,1.54,1
11,88,2.09,1
11,99,9.2,1
11,2992,1.47,1
8,768,1.35,1
8,1264,1.33,1
13,3861,4.97,1
6,288,1.57,1
9,639,1.97,1
1,47,1.14,1
7,161,1.95,1
7,266,2.44,1
10,630,1.4,1
12,156,2.35,1
9,324,3.36,1
7,1323,1.89,1
7,105,1.64,1
9,189,2.88,1
8,552,1.91,1
8,936,1.45,1
15,4020,5.1,1
14,6062,4.44,1
10,250,1.89,1
6,78,1.6,1
6,24,2.2,1
7,119,2.71,1
9,1521,2.61,1
12,600,2.72,1
8,200,1.6,1
9,378,2.65,1
11,473,2.74,1
12,96,7,1
11,1144,2.57,1
10,90,10.33,1
6,150,1.42,1
8,184,2.09,1
9,171,2.31,1
9,1629,2.99,1
33,5940,1.68,1
10,100,28,1
5,75,3.17,1
9,2790,1.27,1
7,462,1.46,1
9,2412,1.29,1
7,140,1.97,1
12,264,9.65,1
9,729,2.04,1
14,1750,2.21,1
7,77,1.38,1
10,2610,1.77,1
6,198,1.46,1
8,792,1.66,1
10,110,1.5,1
8,208,1.93,1
77,19789,72.47,1
9,207,1.35,1
6,540,2.2,1
10,220,2.15,1
7,98,1.57,1
13,2886,4.92,1
5,280,1.31,1
7,42,2.56,1
8,1080,1.22,1
12,828,3.48,1
7,301,1.32,1
9,135,2.43,1
8,496,1.81,1
5,80,2,1
8,1720,2.94,1
9,927,2.55,1
6,24,5,1
9,738,2.38,1
7,189,1.44,1
7,77,1.33,1
10,1150,1.48,1
6,492,1.39,1
8,704,1.49,1
9,2979,1.29,1
1,22,1.17,1
22,572,1.93,1
10,2480,2.6,1
11,1078,2.15,1
9,738,2.33,1
1,40,1.14,1
7,49,1.27,1
10,510,3.12,1
9,207,1.92,1
9,2529,1.73,1
9,324,3.3,1
5,10,7,1
12,120,11.57,1
8,352,1.43,1
8,664,2.58,1
7,175,1.51,1
5,45,1.43,1
12,3408,2.87,1
11,1078,3.04,1
11,594,1.99,1
7,21,4,1
9,828,1.93,1
9,414,1.66,1
8,1488,2.53,1
10,350,2.34,1
8,72,3.17,1
7,161,1.45,1
6,24,5,1
7,245,2.47,1
9,450,2.69,1
14,2618,2.31,1
13,5720,2.18,1
28,7868,4.72,1
7,1449,1.29,1
9,378,2.79,1
13,741,11.5,1
9,1746,1.37,1
9,1044,1.86,1
8,1832,1.57,1
8,176,2.41,1
2,104,2.5,1
8,344,1.83,1
9,54,2.5,1
7,245,1.32,1
8,464,3.15,1
7,217,1.32,1
5,190,1.42,1
6,78,1.41,1
7,1673,1.51,1
10,80,7,1
10,800,2.06,1
8,1480,1.82,1
3,9,8,1
9,2439,1.82,1
7,168,1.22,1
8,136,3,1
8,152,1.93,1
7,371,2.4,1
8,248,1.84,1
9,738,2,1
7,196,1.56,1
14,2142,4.44,1
11,2871,2,1
6,42,4.25,1
8,208,2.31,1
24,3768,18.34,1
11,242,8.05,1
4,176,1.81,1
7,231,1.44,1
10,180,8.55,1
13,1690,4.77,1
25,5075,15.22,1
9,117,3.88,1
9,207,1.51,1
8,2176,1.32,1
12,864,6.4,1
8,576,1.25,1
9,63,1.9,1
10,180,2.3,1
10,380,2.7,1
5,115,1.79,1
8,144,2.38,1
9,2826,1.25,1
8,856,2.24,1
8,104,1.9,1
8,96,2.11,1
11,946,2.2,1
9,171,1.52,1
5,75,1.4,1
9,729,2.09,1
8,88,1.4,1
13,325,10.86,1
6,60,1.86,1
10,520,2.09,1
8,384,2.03,1
5,20,2.67,1
8,744,1.99,1
24,4248,8.05,1
14,3710,4.47,1
9,738,2.63,1
5,50,2.33,1
24,3000,21.29,1
11,462,1.93,1
8,344,2.26,1
7,98,1.79,1
7,91,1.79,1
10,610,1.98,1
8,160,2.35,1
9,378,1.97,1
9,504,2.22,1
7,56,2.38,1
11,286,1.79,1
10,260,2.09,1
9,414,1.67,1
8,376,2,1
4,128,2.11,1
8,296,1.93,1
11,3333,4.97,1
7,378,1.53,1
9,981,1.58,1
8,264,1.88,1
8,168,1.68,1
6,684,1.76,1
7,1015,1.5,1
7,2205,1.13,1
8,96,1.74,1
10,5340,1.28,1
8,216,2.05,1
6,150,1.38,1
7,182,1.23,1
5,25,1.29,1
10,260,1.59,1
7,126,2.63,1
11,506,1.81,1
7,133,5.18,1
9,2322,1.28,1
10,70,30,1
10,510,2.29,1
10,160,6.19,1
9,1458,2.69,1
11,946,3.1,1
8,120,2.14,1
10,500,2.74,1
9,207,1.63,1
12,960,2.45,1
7,56,1.85,1
8,912,1.45,1
10,1740,2.02,1
8,144,2.52,1
8,56,2.09,1
7,497,1.37,1
8,272,1.5,1
9,828,2.2,1
8,368,1.79,1
5,85,2.33,1
8,512,3.85,1
11,924,1.74,1
71,2414,1.91,1
9,4815,1.4,1
10,550,6.32,1
12,1416,1.95,1
9,1053,2.48,1
9,945,2.19,1
10,460,2.09,1
25,4450,7.9,1
10,190,1.68,1
7,14,10,1
10,470,2.97,1
7,273,1.33,1
10,3300,1.61,1
9,684,2.18,1
7,84,2.17,1
8,552,1.54,1
10,4740,1.51,1
8,288,1.98,1
10,2580,2.67,1
6,78,1.53,1
8,664,2.15,1
10,230,2.22,1
11,1001,2.33,1
10,2710,1.31,1
9,468,1.38,1
11,330,3.05,1
9,4806,1.34,1
3,9,7,1
8,2240,1.28,1
7,28,10,1
11,1617,1.58,1
13,4446,2.15,1
9,621,1.75,1
9,369,2.06,1
13,1508,2.49,1
8,1400,1.2,1
9,180,1.91,1
11,957,2.65,1
10,810,2.11,1
11,1012,2.3,1
9,297,1.81,1
8,208,2.44,1
10,250,2.43,1
11,352,3.1,1
17,408,4.46,1
8,240,2.29,1
9,819,1.95,1
7,112,2,1
8,808,1.71,1
7,980,1.49,1
8,224,2.07,1
2,62,2,1
10,250,2.46,1
9,108,1.69,1
14,476,3.09,1
8,368,1.42,1
9,180,1.68,1
5,495,1.5,1
10,200,8.13,1
9,153,1.38,1
7,70,1.33,1
8,128,2.44,1
10,2620,1.31,1
10,350,1.93,1
8,256,2.04,1
9,387,3.31,1
8,1520,1.21,1
12,1080,1.92,1
6,270,1.64,1
9,954,1.97,1
10,250,1.89,1
4,16,8,1
12,3732,1.64,1
11,1694,1.94,1
6,576,2.3,1
6,114,1.8,1
23,5727,16.33,1
14,5894,4.8,1
4,24,1.63,1
5,135,3.08,1
8,152,1.94,1
7,35,4.25,1
10,2710,1.94,1
37,3737,2.44,1
9,1719,2.14,1
8,136,2.48,1
11,539,4.3,1
13,4797,4.79,1
11,2508,2.96,1
18,3330,2.39,1
6,18,10,1
8,288,1.89,1
10,3090,1.4,1
5,70,1.38,1
8,96,6.22,1
6,432,4.08,1
9,4815,1.42,1
9,306,1.42,1
5,95,1.33,1
9,288,1.72,1
8,392,1.9,1
7,259,1.34,1
9,756,1.83,1
12,516,2.32,1
8,600,1.86,1
7,217,1.35,1
10,330,1.66,1
8,600,1.37,1
7,98,1.94,1
7,231,1.53,1
25,2875,2.56,1
7,175,1.41,1
8,1240,1.64,1
22,1540,11.54,1
9,306,1.81,1
11,946,1.95,1
9,1170,2.63,1
5,70,2.79,1
10,2620,1.36,1
10,480,2.37,1
5,60,2,1
10,460,1.85,1
11,781,5.54,1
2,558,1.05,1
7,49,1.91,1
10,230,2,1
6,210,2.67,1
8,1392,1.3,1
8,744,1.55,1
9,432,1.42,1
11,319,2.21,1
5,60,3,1
5,35,4.33,1
2,208,1.08,1
10,150,2.08,1
17,374,8.57,1
7,1533,1.26,1
10,2720,1.49,1
8,120,2.29,1
7,189,1.81,1
6,510,1.42,1
6,576,2.43,1
10,2510,1.37,1
11,187,4.29,1
10,720,1.81,1
8,176,2.56,1
6,78,1.54,1
5,30,1.63,1
8,72,1.86,1
12,864,6.11,1
9,306,1.56,1
5,20,9,1
9,918,1.3,1
9,2250,2.56,1
7,259,3.14,1
77,20867,11.28,1
7,70,1.82,1
11,3927,1.55,1
9,1107,2.78,1
8,1128,1.84,1
8,144,1.61,1
8,432,1.29,1
8,1112,2.17,1
5,140,1.39,1
7,1351,1.37,1
12,996,1.99,1
6,144,1.46,1
11,2695,2.77,1
5,70,3.6,1
10,1160,1.6,1
7,112,1.68,1
7,280,1.57,1
11,396,2.07,1
8,96,2.17,1
7,182,2.25,1
8,224,1.6,1
11,88,7.75,1
8,384,1.89,1
10,520,1.87,1
11,1309,1.88,1
8,112,3.57,1
21,2226,1.99,1
8,72,3,1
9,108,1.78,1
8,64,1.6,1
9,639,2.44,1
17,1870,1.46,1
8,592,2.48,1
7,63,2.45,1
9,702,3.33,1
10,270,6.07,1
8,384,1.92,1
1,27,4,1
8,72,2.45,1
10,190,7.5,1
8,128,1.52,1
11,209,7.35,1
5,135,2.34,1
7,28,8,1
11,3311,2.22,1
6,84,2.05,1
12,1020,1.94,1
5,60,1.38,1
5,20,8,1
10,1450,1.9,1
7,140,2.35,1
9,297,2.02,1
11,3707,2.2,1
6,564,2.02,1
6,456,1.49,1
5,165,1.44,1
11,330,4.16,1
10,380,2.13,1
11,484,1.92,1
9,684,2.19,1
5,35,1.17,1
5,490,1.82,1
2,138,1.2,1
12,3252,1.86,1
12,300,2.59,1
7,49,2.22,1
9,792,1.59,1
7,98,1.11,1
7,441,1.71,1
8,104,1.76,1
15,2070,5.45,1
6,576,2.01,1
9,153,2.13,1
10,2610,1.81,1
8,496,3.03,1
9,171,7.6,1
8,616,1.47,1
8,32,4.67,1
8,656,2.91,1
