@relation page-blocks

@attribute Eccen numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
0.786,109,1
7.636,627,1
33.923,3582,1
1.333,108,1
56.556,2297,1
7.727,621,1
25.889,1441,1
4.1,221,1
32.778,1483,1
1.5,90,1
1,61,1
4.2,362,1
2,95,1
2,110,1
5.714,233,1
1,70,1
3.857,117,1
5,245,1
1.5,12,1
1.857,89,1
0.778,38,1
3.583,409,1
2.333,147,1
3.625,232,1
7.8,176,1
3.143,472,1
6,745,1
3.75,200,1
7.44,4035,1
3,123,1
25,1501,1
11.6,925,1
30.3,2028,1
11.222,701,1
13.5,593,1
43,2307,1
2.538,229,1
12.375,524,1
3.125,182,1
2.5,75,1
2.3,191,1
0.75,47,1
5.111,355,1
34.714,817,1
2,159,1
4.143,165,1
1,64,1
7.6,524,1
59.444,3312,1
1.25,79,1
10.7,790,1
1.4,30,1
16.167,462,1
9.875,604,1
5,319,1
4.111,299,1
2.5,157,1
1.182,112,1
2.333,82,1
0.714,31,1
6.429,256,1
9.333,722,1
7.9,530,1
3.667,292,1
0.818,72,1
0.667,63,1
24.727,2103,1
1.125,48,1
22.667,1922,1
8.846,1039,1
4.7,367,1
9.833,245,1
1.143,654,1
30,3356,1
3,98,1
11.875,712,1
3.889,263,1
2.857,140,1
36.778,2323,1
2,213,1
2.5,160,1
5.25,336,1
5.444,326,1
7.714,321,1
2.111,117,1
1.222,77,1
23,1144,1
10,910,1
1.333,108,1
14.286,686,1
5.889,323,1
0.571,19,1
11.333,738,1
10,203,1
5.2,442,1
13.1,1121,1
3.857,33,1
6.889,485,1
2.909,287,1
23.75,372,1
1,93,1
6.833,228,1
34.167,3254,1
1.875,89,1
11.5,672,1
2.333,171,1
2.111,147,1
9,629,1
2.333,84,1
4,249,1
1.5,83,1
3.167,90,1
6.909,575,1
2.429,107,1
27.5,3022,1
11.444,615,1
9.25,582,1
54.444,1425,1
5.625,290,1
1.778,69,1
24.333,1060,1
3,48,1
49,1854,1
8.091,691,1
4.529,995,1
0.9,62,1
5,317,1
13.5,414,1
10.615,1251,1
1.5,90,1
10.727,1061,1
2.889,121,1
2.3,181,1
12.182,1145,1
3.227,1317,1
27.1,1892,1
3.125,146,1
0.857,27,1
10.125,383,1
14.667,1265,1
20.667,1363,1
4.571,193,1
5.75,291,1
1.474,485,1
21.667,673,1
1,33,1
3,11,1
3,142,1
4.7,328,1
20.111,1077,1
56.667,1323,1
1.857,77,1
1.5,86,1
1.833,207,1
5.6,114,1
2.857,140,1
11.75,693,1
3.227,1302,1
0.818,72,1
5.375,262,1
1.333,108,1
1.5,67,1
2.875,184,1
8.417,960,1
8.143,380,1
0.571,16,1
1,47,1
6.833,209,1
17.167,562,1
2.167,78,1
31.9,2149,1
8.818,711,1
3.333,116,1
7.75,480,1
5.909,473,1
42.875,1661,1
7.667,502,1
18.8,397,1
0.667,12,1
2.8,66,1
0.286,13,1
4.375,280,1
4.625,294,1
24.727,1781,1
7,247,1
4.5,270,1
6.714,251,1
32.429,809,1
21.308,2292,1
8,485,1
30.071,3424,1
22.667,1965,1
3.125,154,1
2.625,153,1
19.889,1200,1
24.571,1164,1
17.1,773,1
1.286,57,1
28.444,1027,1
20.556,1303,1
0.8,71,1
3.6,294,1
2.182,210,1
0.857,32,1
0.5,32,1
3.417,364,1
6.6,436,1
38.308,4453,1
1.333,102,1
1.6,40,1
0.75,31,1
14,14,1
10.889,584,1
1.8,152,1
5.3,471,1
11.76,6663,1
1,74,1
21.5,3146,1
30.571,1296,1
4.8,339,1
21.429,2550,1
3.667,276,1
12.333,768,1
1.4,35,1
27.545,892,1
1.5,364,1
13.273,932,1
12,855,1
7.636,758,1
8,945,1
2.571,124,1
3.25,117,1
34,1172,1
4,194,1
2.125,136,1
1,53,1
0.375,17,1
52,110,1
4.667,369,1
49.75,2113,1
2,69,1
1.235,219,1
2.556,207,1
3.556,171,1
0.8,17,1
1.6,127,1
18.444,1121,1
3.4,273,1
3.5,281,1
3.8,176,1
2.667,52,1
24,434,1
5.923,565,1
0.8,15,1
2.429,111,1
3.75,207,1
0.818,76,1
15.5,32,1
5.7,396,1
1.143,35,1
16,385,1
15.429,610,1
3.342,4199,1
5.167,2859,1
11.783,2239,1
2,81,1
1.95,456,1
56.667,2717,1
1,64,1
8.778,639,1
11.893,6057,1
3,18,1
2.625,168,1
13.214,1687,1
8.2,566,1
15.5,537,1
1.125,71,1
25.5,4204,1
3.25,194,1
16.5,1147,1
4.5,78,1
18.875,758,1
3.111,246,1
26.2,1841,1
6.5,592,1
30.556,1775,1
15,367,1
2.25,134,1
3,279,1
6,357,1
3,134,1
16.273,1444,1
1.125,64,1
56.667,2465,1
2.778,211,1
0.571,27,1
16.25,911,1
12.667,438,1
4.429,183,1
10.143,334,1
7.375,416,1
8.143,318,1
18.8,444,1
0.571,24,1
7.818,764,1
8.545,625,1
39.8,2965,1
9.111,473,1
25.8,1672,1
12.6,1103,1
91,91,1
23.818,1643,1
5.25,302,1
2.667,216,1
2,42,1
9.375,533,1
1.125,57,1
32.625,1615,1
3.286,141,1
3.818,351,1
50.778,2590,1
13.1,1123,1
11.333,820,1
7.3,577,1
30.444,1431,1
2.556,66,1
4.429,170,1
3.1,252,1
4.111,321,1
2.73,2596,1
6,332,1
18.8,375,1
5,230,1
4,299,1
1.857,89,1
21.5,3643,1
24.429,724,1
1.8,147,1
5.571,233,1
3.667,232,1
59.444,2861,1
13.556,1055,1
19.286,499,1
1.571,42,1
2,119,1
9,654,1
0.667,17,1
8.375,400,1
1.667,112,1
5.375,336,1
5.857,254,1
24.636,1872,1
8.6,211,1
32.571,875,1
9.667,984,1
2.444,118,1
16.769,2090,1
4.111,231,1
2.714,84,1
4.667,342,1
1.4,35,1
4.286,184,1
17.25,1736,1
2.375,110,1
5.5,335,1
22.882,4481,1
29.125,1239,1
7.111,559,1
0.4,36,1
18.556,1093,1
2.6,65,1
11.692,1410,1
5.375,325,1
1,18,1
19.375,1094,1
1.125,72,1
2.375,152,1
7.5,238,1
2.667,196,1
0.667,19,1
14.8,2425,1
2.444,167,1
2.857,83,1
17,1577,1
5.4,67,1
7.182,620,1
4.429,185,1
59.444,1530,1
2.714,121,1
1.286,60,1
0.625,40,1
7.44,4433,1
34.375,1621,1
0.8,8,1
5,144,1
4.429,561,1
0.583,84,1
1.75,112,1
3,108,1
14.042,8088,1
20.462,2003,1
7.417,3987,1
1.25,80,1
2.013,4623,1
7.182,731,1
3.462,331,1
3.25,124,1
5,2800,1
4.6,268,1
15.9,1144,1
8.6,172,1
4.444,246,1
1.1,105,1
4,218,1
13.667,149,1
3.286,109,1
56.667,2732,1
11.222,625,1
1.333,44,1
9.5,38,1
9.286,385,1
2.429,108,1
10,296,1
0.875,54,1
4.1,301,1
2.473,8289,1
2.5,151,1
3.5,223,1
7.75,117,1
11.429,538,1
1.143,40,1
1.8,139,1
2.667,197,1
2.625,128,1
47,47,1
3.714,182,1
23.5,3490,1
13.636,879,1
5.3,414,1
23.727,1898,1
5.5,21,1
18.929,2097,1
1.857,90,1
1.167,42,1
5.25,326,1
7,7,1
8.625,465,1
1.111,48,1
0.111,9,1
1.818,194,1
7.143,336,1
1.294,152,1
2.923,473,1
2.8,61,1
30.222,1303,1
3.8,357,1
24.727,2222,1
5.714,192,1
27.1,1803,1
3.111,153,1
4,95,1
4.875,233,1
3.571,129,1
20.778,1323,1
5.111,351,1
6.75,411,1
1.818,200,1
0.6,15,1
1.667,114,1
3,252,1
6.429,243,1
7.111,485,1
31.222,2164,1
10.222,575,1
5.333,184,1
4.875,300,1
5.444,318,1
1.3,115,1
0.769,105,1
4.636,462,1
13.1,1107,1
16.5,909,1
1,14,1
23.727,1711,1
4.778,380,1
1.5,87,1
14.636,1152,1
9.333,664,1
34.714,898,1
5.125,217,1
1.6,142,1
20.111,1205,1
7.727,836,1
2.333,84,1
2.375,123,1
23.429,962,1
10.375,492,1
0.4,8,1
4.429,182,1
8.889,632,1
15.667,486,1
13.889,676,1
1.625,85,1
19.76,11482,1
2,106,1
40,40,1
4,300,1
0.5,25,1
1.5,95,1
1.571,71,1
7.111,400,1
4.333,324,1
17.273,955,1
2.136,779,1
4.5,251,1
7.818,723,1
4.25,38,1
2.286,99,1
10,492,1
26.5,3820,1
11.5,308,1
1.5,64,1
4.556,355,1
4.667,228,1
2,132,1
2,193,1
4.5,252,1
3.8,74,1
5.917,645,1
6.5,173,1
2.429,108,1
6.25,291,1
1.571,75,1
1.143,41,1
4.778,357,1
24.286,2480,1
4.556,312,1
21,984,1
16.214,2667,1
8.6,215,1
0.625,40,1
10.3,628,1
27.571,1099,1
12.4,1009,1
2,77,1
7.111,567,1
29.929,3535,1
5,189,1
2.714,117,1
1.75,85,1
2,98,1
6.5,217,1
1.5,72,1
9.333,478,1
6.3,389,1
32,1153,1
5.429,254,1
3.2,80,1
18.286,645,1
1,64,1
2.4,54,1
4,166,1
19.64,11502,1
6.5,631,1
8,128,1
5.444,440,1
22.583,1818,1
22.5,1143,1
10.1,902,1
0.571,28,1
22,22,1
25.6,1995,1
1.625,85,1
11.313,2198,1
2.167,78,1
1.333,96,1
4.2,83,1
1.9,166,1
7.333,214,1
4.5,288,1
5,387,1
18.8,353,1
2.75,524,1
1,44,1
1.222,73,1
12.111,759,1
20.556,1309,1
1.625,102,1
2.364,230,1
8.556,388,1
5.2,417,1
3.222,195,1
7.111,518,1
1.875,100,1
41.417,4478,1
11.889,712,1
18.818,1647,1
3.333,117,1
3,38,1
99,99,1
3.571,124,1
1.4,32,1
16.5,922,1
6.429,223,1
34.5,3646,1
20.091,1323,1
5,363,1
3.125,134,1
1.833,225,1
1.75,75,1
7,570,1
5.5,618,1
1.118,123,1
2.167,259,1
1.333,43,1
0.75,39,1
5.25,329,1
1.857,89,1
8.5,574,1
39.875,1765,1
22,4157,1
11.9,1060,1
0.286,12,1
25,1110,1
6.474,208,1
49.429,1712,1
6.1,581,1
13.5,465,1
18,1981,1
1.8,140,1
8.625,190,1
22.25,326,1
1,13,1
5.2,351,1
1.625,104,1
1.25,79,1
2.625,139,1
6.6,421,1
8.929,1285,1
1.167,40,1
4.077,430,1
4.444,315,1
17,1168,1
1.25,80,1
2.2,48,1
9.889,448,1
18.5,1272,1
27.556,1622,1
31.846,3514,1
1.9,190,1
9.909,743,1
3.5,111,1
10.5,463,1
3.25,208,1
1.167,32,1
1.9,62,1
4.429,171,1
25,1928,1
2.444,151,1
3.429,130,1
7,145,1
0.917,132,1
5.625,260,1
10,724,1
2.84,1328,1
3.7,169,1
1.125,46,1
12.6,292,1
19.333,1957,1
34,2222,1
12.444,842,1
6.727,511,1
5.167,186,1
1.6,39,1
1.6,154,1
1.333,48,1
7.333,420,1
6.667,646,1
50.8,2593,1
5.444,341,1
2.25,144,1
2.923,448,1
5,197,1
6.4,157,1
2.125,116,1
21.286,2962,1
5.222,399,1
5.8,129,1
20.588,3433,1
8.625,485,1
2.444,180,1
4.556,244,1
1,21,1
3,70,1
5.857,287,1
2.6,47,1
1.889,140,1
3.875,194,1
1.5,86,1
51.1,3194,1
13,724,1
13,997,1
16.667,497,1
6.778,375,1
3.556,228,1
15.571,414,1
3.25,171,1
2.9,233,1
2,177,1
2.5,32,1
6.091,622,1
31.385,3591,1
3.6,242,1
5.6,133,1
0.8,16,1
3.8,341,1
18.222,959,1
1.13,574,1
3.667,187,1
1.917,218,1
5.143,217,1
4.125,186,1
4.75,227,1
1.5,95,1
2,90,1
1.923,93,1
8.75,407,1
15.667,527,1
2.714,133,1
1.125,69,1
12.5,1078,1
5,374,1
1.571,64,1
1.111,71,1
2.625,155,1
2.143,105,1
8.111,285,1
4.556,360,1
0.727,88,1
2.75,314,1
3,253,1
2.25,134,1
26.875,1357,1
16,533,1
26.444,1316,1
2,142,1
2.8,35,1
10.333,743,1
12.667,760,1
9.667,1053,1
1.571,76,1
0.9,79,1
28.357,2979,1
2.857,106,1
17.444,763,1
6.6,515,1
7.083,4075,1
5.375,296,1
13.5,534,1
2.636,244,1
1.857,78,1
2.6,45,1
3.556,238,1
3.1,202,1
7.5,404,1
4.1,332,1
6.222,356,1
3.667,230,1
27.429,518,1
3.286,87,1
6.556,457,1
3.889,291,1
5.286,200,1
30.222,1868,1
5,326,1
4.75,233,1
9.333,598,1
2.625,108,1
5,189,1
0.7,69,1
2.5,138,1
10,478,1
7,441,1
2,98,1
1,56,1
4.5,56,1
7.333,214,1
26.688,4316,1
26,790,1
5.167,157,1
8.9,441,1
15.1,1186,1
4,229,1
10.278,1193,1
10,874,1
4.7,295,1
2.368,498,1
16.636,1503,1
26.875,1283,1
3.25,197,1
21.143,845,1
7.75,470,1
8.067,1381,1
15,718,1
2,112,1
5,316,1
6.667,444,1
2.6,248,1
1.125,72,1
0.9,77,1
5.625,203,1
50.8,3189,1
2,60,1
22.583,1782,1
1.8,127,1
6,465,1
2.5,150,1
3.4,82,1
16.2,1183,1
4.444,331,1
1.75,88,1
0.857,12,1
1.333,95,1
12.6,1049,1
0.8,70,1
3.889,271,1
3.889,260,1
2.6,58,1
1.364,147,1
54.667,2397,1
4.8,114,1
2.923,463,1
9.111,513,1
3.571,106,1
11.429,391,1
1.4,23,1
1.3,89,1
1.6,39,1
1.818,202,1
2.4,59,1
1,44,1
11.64,6796,1
26.571,3050,1
0.857,37,1
8.333,616,1
8.444,544,1
53.5,3646,1
9.889,4860,1
4.111,270,1
26.125,1384,1
2.833,84,1
9.444,621,1
14.286,691,1
5,258,1
2,122,1
1,36,1
2,178,1
29.2,1896,1
2.273,223,1
24.111,1339,1
6.4,160,1
3.375,188,1
2.167,68,1
15.5,397,1
2.286,103,1
9.222,679,1
3.857,189,1
0.9,71,1
4,60,1
2,25,1
2.143,94,1
6,215,1
3.75,236,1
25,1214,1
13.571,653,1
18.75,713,1
4.375,276,1
11.6,75,1
8.3,714,1
5.739,3036,1
27.857,3224,1
2,77,1
5.154,723,1
25,1507,1
2.125,82,1
1.143,43,1
8.111,556,1
1.2,26,1
7.636,779,1
13.357,1248,1
5.917,770,1
4.714,195,1
30.889,1997,1
27.2,2147,1
27.438,5084,1
1.364,124,1
1,73,1
118,118,1
3.125,200,1
3.7,256,1
10.667,704,1
4.25,44,1
1.571,67,1
9.222,594,1
22.273,2235,1
2.727,272,1
5,230,1
7.9,586,1
1.571,77,1
10.143,476,1
3,261,1
4.889,348,1
18.5,850,1
0.571,28,1
14.833,422,1
16.444,1025,1
5.857,223,1
5.765,1666,1
3.333,253,1
4.125,234,1
4,292,1
11.68,6676,1
4.5,266,1
5.9,450,1
2.857,126,1
1.6,140,1
4.333,152,1
27.889,1517,1
3.286,161,1
2.75,139,1
3.3,186,1
0.778,38,1
13.5,775,1
1.125,65,1
17.182,1275,1
3.273,313,1
30.25,1111,1
20.143,747,1
2.143,88,1
32.5,2248,1
59.333,3524,1
1.286,47,1
8.444,650,1
3,231,1
20.571,387,1
23,529,1
49.429,1733,1
3.4,253,1
2,196,1
3.375,208,1
9.8,844,1
4.4,375,1
6.333,467,1
4.167,150,1
3.667,201,1
11,829,1
17.25,265,1
33.222,1896,1
1.333,108,1
5,310,1
4.778,367,1
5.625,282,1
3.571,156,1
2.556,207,1
10.25,551,1
2.625,154,1
13.364,1230,1
1.909,166,1
3.667,250,1
7.8,161,1
9.222,542,1
4.714,196,1
4.857,180,1
28,2157,1
1.875,109,1
26.5,3066,1
1.2,30,1
8.333,173,1
4.833,163,1
1,50,1
1,43,1
5.429,226,1
3.926,1368,1
3.364,366,1
18.4,278,1
49,49,1
5.571,233,1
2.5,26,1
9.091,842,1
3.5,170,1
26.875,1389,1
2.2,205,1
1.875,77,1
16.875,725,1
2.429,111,1
5.3,481,1
14,1238,1
9.308,1086,1
19.5,10359,1
19.167,1572,1
1.857,77,1
2,72,1
2.1,196,1
3.8,337,1
2.556,185,1
6.083,518,1
8.75,553,1
0.375,16,1
6,812,1
4.429,181,1
0.87,309,1
0.4,7,1
167,167,1
11,664,1
1.5,89,1
1,141,1
1.75,94,1
1,46,1
9.111,674,1
15.5,840,1
0.857,143,1
1.8,125,1
4.909,437,1
2.4,53,1
6.125,391,1
4,73,1
33.875,1775,1
89,89,1
11.667,6072,1
1.091,89,1
10.789,10849,1
74.429,1409,1
16.571,549,1
4.727,346,1
29.714,3594,1
2.167,76,1
4.5,131,1
8.4,753,1
2.286,86,1
4.1,392,1
3.783,1342,1
4.6,115,1
19.6,313,1
0.625,40,1
1.2,38,1
3.167,89,1
1.571,76,1
2.286,79,1
2.286,107,1
14.333,751,1
1.429,62,1
3,107,1
26.769,3363,1
23.818,1781,1
6.143,293,1
1.889,137,1
2.667,101,1
16,331,1
5.111,347,1
5,317,1
16.692,1934,1
3.5,217,1
0.5,32,1
28.214,3636,1
59.556,1725,1
40.6,872,1
1.5,84,1
1.353,243,1
66.5,3066,1
17.7,1226,1
2.4,28,1
1.4,34,1
4.857,181,1
4.6,1868,1
2.333,116,1
1.4,31,1
9.8,818,1
4.286,183,1
4.333,329,1
3.75,197,1
27,1290,1
1,7,1
23.733,3940,1
1.714,83,1
5.8,130,1
8.667,606,1
25.643,3093,1
4.8,414,1
7.222,460,1
42.5,2002,1
9.111,639,1
4.222,299,1
2.889,199,1
6.111,400,1
11.333,697,1
4.857,218,1
16,793,1
7.714,331,1
1.8,41,1
9,597,1
27.1,2027,1
3.3,306,1
3.4,73,1
2,83,1
2.2,157,1
0.667,41,1
2.429,88,1
3.6,284,1
8.545,700,1
19.111,1131,1
3.286,161,1
2,115,1
5.571,131,1
8.667,625,1
5.875,337,1
1.2,120,1
7.2,173,1
1.857,91,1
7,1054,1
6.125,298,1
16,459,1
4.889,268,1
12,772,1
24.286,2682,1
24,889,1
30.9,2257,1
2.714,129,1
3,109,1
20.333,989,1
27.917,2722,1
7.5,261,1
2.667,73,1
22.471,3680,1
19.444,894,1
3.778,259,1
2.333,199,1
2.273,256,1
1,64,1
12.333,809,1
4,202,1
12.8,961,1
5.444,349,1
10.889,628,1
6.455,515,1
4.7,466,1
7.333,4094,1
4.3,404,1
23.875,3670,1
3.857,159,1
25.556,1800,1
24.333,605,1
3.286,152,1
2.364,254,1
0.833,94,1
4.625,192,1
5.375,319,1
5.5,173,1
0.889,72,1
3.4,81,1
2.222,132,1
2.714,133,1
12.222,621,1
1.1,110,1
0.75,11,1
14,1449,1
9.556,501,1
2.857,137,1
21.556,1207,1
6.7,543,1
14,884,1
7.571,344,1
2,159,1
59.444,3167,1
56.444,2731,1
3.875,196,1
5.13,2129,1
7.875,370,1
31.556,1165,1
1.545,122,1
1.222,93,1
1.286,165,1
3.4,277,1
8.4,176,1
27.667,1655,1
2.167,72,1
9.375,522,1
4.6,314,1
50,50,1
2.571,55,1
2.8,184,1
1.778,110,1
1.167,33,1
5.75,326,1
6.818,560,1
2,97,1
21.313,3949,1
38.778,1422,1
1.5,93,1
0.95,2843,1
4.444,333,1
2.375,107,1
59.556,3924,1
2.222,154,1
1.125,57,1
1.167,41,1
2.3,149,1
2.143,79,1
4.375,260,1
3.4,80,1
5.917,743,1
24.727,2039,1
7,709,1
5,292,1
2.889,186,1
8.5,472,1
6.571,320,1
1.875,120,1
23.143,266,1
1,106,1
12.25,677,1
11.625,697,1
5.143,220,1
1.8,146,1
12.375,702,1
4.875,222,1
16,493,1
1.25,73,1
1.4,35,1
19.7,1479,1
37.75,1763,1
15.714,344,1
3.143,136,1
13.857,537,1
0.556,42,1
4.667,309,1
2.167,69,1
2.125,117,1
19.8,366,1
2,88,1
22.091,914,1
1.833,56,1
5.111,305,1
2.111,110,1
6.5,219,1
3.455,356,1
0.375,16,1
6.444,349,1
1.167,737,1
3.136,1287,1
2.6,54,1
17.6,972,1
1.286,31,1
6.556,426,1
3.125,173,1
7.818,663,1
6.571,320,1
13.667,719,1
11.111,817,1
8,236,1
2.75,137,1
1.727,188,1
7.375,419,1
2.167,59,1
1.286,56,1
8.3,675,1
3.8,76,1
11.68,6670,1
15.2,1182,1
6.571,189,1
1.857,76,1
3.5,55,1
8.333,632,1
26.1,1771,1
4.889,315,1
1.5,89,1
7.875,481,1
1.75,105,1
8.923,1060,1
3.3,324,1
10.5,649,1
2,182,1
40,40,1
24.143,929,1
1.143,43,1
7.4,524,1
4.6,278,1
4.429,185,1
4.444,320,1
31.111,1724,1
6.107,4369,1
15.375,814,1
34.25,341,1
3.375,148,1
29.692,3301,1
1.75,109,1
16.167,419,1
0.875,53,1
8,670,1
3.25,177,1
22.143,666,1
0.857,42,1
8.6,191,1
9.4,940,1
1,72,1
11.667,6042,1
4.714,207,1
10.25,650,1
20,1196,1
0.833,26,1
1.412,289,1
1.444,101,1
8,640,1
10.714,1430,1
2.8,238,1
2.333,144,1
1.333,4194,1
33,1035,1
3,185,1
16.571,640,1
6.444,277,1
7.143,259,1
21.833,370,1
8.5,237,1
2.25,291,1
6.455,567,1
4.25,268,1
4.556,241,1
0.139,147,1
8.625,377,1
10.375,575,1
3.7,267,1
8.5,34,1
5.111,361,1
40,40,1
8.889,625,1
1.8,161,1
3.9,354,1
27.1,1659,1
14.625,653,1
1.875,104,1
1.778,72,1
14,1081,1
2.625,142,1
9.111,415,1
1.143,49,1
4.125,224,1
1.125,52,1
2.2,46,1
9.375,546,1
16.286,591,1
1.167,39,1
3.8,85,1
2.889,192,1
1.778,144,1
3.5,174,1
3.4,63,1
4.889,374,1
5.333,134,1
3.625,158,1
28.2,1977,1
1,46,1
1.667,75,1
4.778,348,1
6.538,700,1
1.714,72,1
2.429,69,1
1.75,112,1
4.9,368,1
1.9,146,1
0.833,95,1
15.9,1213,1
17.889,755,1
8.3,554,1
4.429,200,1
5.375,323,1
2,114,1
9.375,516,1
0.8,80,1
3.714,182,1
5,74,1
1.7,90,1
1,25,1
1.4,30,1
1.333,80,1
1.857,78,1
3,105,1
1.571,73,1
1.857,76,1
4.857,238,1
2.778,113,1
1.571,74,1
5.857,230,1
1.5,89,1
1,8,1
36.222,1882,1
4.875,2048,1
1.9,155,1
1.857,76,1
2.8,60,1
3.1,259,1
10.462,1375,1
2.429,108,1
3,223,1
8.2,682,1
0.571,28,1
5.974,5593,1
30,245,1
2.25,36,1
7,740,1
7.8,172,1
8.3,686,1
11.182,887,1
3.556,199,1
37.889,935,1
4,198,1
5.556,431,1
16.727,1789,1
4.8,365,1
4.875,309,1
11.778,619,1
6.6,150,1
1.2,30,1
9,9,1
0.5,32,1
3.227,1306,1
28.778,1745,1
9,669,1
4.857,139,1
1.625,85,1
0.357,36,1
23.667,2471,1
3.7,353,1
1.2,10,1
9.222,634,1
2.875,165,1
16.444,743,1
4.111,304,1
5.143,247,1
1.167,31,1
3.333,192,1
0.727,41,1
2.4,45,1
8.7,665,1
2.571,82,1
17.9,1356,1
3.714,132,1
26.875,1362,1
8.5,935,1
4,48,1
3.556,225,1
31.5,941,1
2.667,96,1
14.412,4152,1
15.4,984,1
22.929,2675,1
4.5,225,1
5.1,340,1
3.75,215,1
2,92,1
1.5,66,1
2.308,253,1
8.875,441,1
0.909,102,1
2,128,1
6.76,4101,1
16.4,329,1
15.273,1337,1
3.222,179,1
23.727,1849,1
1.6,123,1
5.286,179,1
3.286,135,1
15.5,1244,1
1.571,72,1
0.7,53,1
0.875,53,1
41.5,3818,1
2.375,107,1
2.286,112,1
41,2122,1
1.875,94,1
9.5,310,1
3.8,89,1
4.714,195,1
20,2594,1
5.75,690,1
10.826,5488,1
3.778,283,1
1.424,3517,1
1,62,1
25.1,1776,1
14,146,1
17.571,580,1
11.9,1002,1
9.222,630,1
3.3,246,1
3.75,161,1
5.75,326,1
5.333,319,1
8,467,1
15.462,1887,1
6,99,1
3,176,1
6.4,138,1
2.364,269,1
4.5,255,1
41.778,2960,1
1.5,90,1
1.286,53,1
3.556,232,1
1.125,52,1
16,426,1
8.857,328,1
1.4,26,1
1.412,330,1
8.909,693,1
11.333,274,1
9.5,529,1
16,541,1
4.667,135,1
8.667,629,1
2.273,250,1
2.167,71,1
4.893,2163,1
1.889,133,1
0.5,21,1
1.5,54,1
56.444,3154,1
9.9,908,1
9.286,363,1
16.727,1539,1
2.75,138,1
9,437,1
200,200,1
1.2,22,1
12,831,1
9.222,513,1
21.25,1210,1
3.2,255,1
30,988,1
16.636,1693,1
12.75,721,1
3.143,62,1
26.1,1343,1
2.444,162,1
19.375,1195,1
9.067,1526,1
0.875,56,1
6.222,469,1
6.3,444,1
8.571,372,1
4.333,120,1
24.636,1784,1
16.833,531,1
2.333,84,1
2.9,242,1
6.75,336,1
14.636,1071,1
2,68,1
9.286,407,1
1.857,79,1
4.333,249,1
46.455,3023,1
4.125,259,1
16.667,493,1
1.6,160,1
4.667,352,1
2.444,185,1
6.143,243,1
2.5,202,1
5.833,198,1
65.375,1277,1
30.143,3426,1
17,1206,1
3.636,272,1
23.5,48,1
1.833,215,1
4.4,421,1
63.25,668,1
26.143,850,1
5.889,282,1
5.875,331,1
29.667,1754,1
27,883,1
4.667,63,1
1.778,103,1
24.9,2097,1
2.571,121,1
2.833,88,1
5.542,3085,1
5.375,329,1
500,17,1
59.222,3853,1
5.333,171,1
5.75,350,1
1.143,50,1
2,124,1
10.789,9403,1
4.25,264,1
4.333,149,1
3.1,188,1
5.556,311,1
11.5,872,1
5.125,310,1
33.875,1704,1
3.625,151,1
10,597,1
2.167,38,1
57.778,1441,1
9.556,586,1
3.75,48,1
4.25,247,1
10.25,501,1
7.167,178,1
27.1,1510,1
5,294,1
0.733,113,1
13.625,745,1
8.6,176,1
1.5,24,1
2.222,157,1
5,221,1
7.556,483,1
3.714,178,1
4.458,2523,1
2.429,93,1
2,121,1
1,8,1
2.857,119,1
8.167,734,1
32.3,2183,1
5,380,1
1.625,87,1
6.111,346,1
3.667,132,1
1.667,201,1
2.857,140,1
1.857,85,1
5.222,401,1
5,319,1
4.571,176,1
5.8,487,1
0.9,70,1
1.167,37,1
3.583,408,1
11.308,7010,1
2.625,132,1
33.364,3108,1
9.143,408,1
2.857,116,1
4.833,166,1
29.571,1117,1
33.778,2049,1
0.4,10,1
28.5,1703,1
13.667,1091,1
8,443,1
1.75,111,1
13.857,313,1
2.333,97,1
6.8,103,1
25.938,4480,1
3.167,109,1
14.583,1625,1
5.3,434,1
4.143,753,1
6,283,1
5.857,208,1
1.816,2201,1
2.1,177,1
0.6,15,1
1.4,35,1
6.235,1802,1
13.625,836,1
7.8,169,1
1.286,39,1
0.714,29,1
4.6,105,1
14.182,1219,1
1.8,134,1
18.111,805,1
3.857,75,1
5.25,273,1
2,95,1
17.077,1997,1
18.5,858,1
7.909,634,1
3.667,243,1
6.375,303,1
10.571,354,1
3.714,114,1
3,186,1
1.429,70,1
41.667,3568,1
21.5,437,1
22.571,1053,1
7.25,419,1
13,1113,1
2.571,123,1
1,8,1
2.625,167,1
59.444,2136,1
1.286,42,1
5,116,1
21.818,1674,1
0.333,12,1
13.286,1698,1
20.429,527,1
4.111,283,1
6.143,285,1
20.667,1315,1
0.778,43,1
14.111,821,1
9.455,891,1
3,282,1
2.857,103,1
26.769,3262,1
2.25,109,1
56.778,2339,1
10.778,804,1
2.5,170,1
11.625,621,1
12.6,1086,1
11.071,1386,1
2.111,130,1
5.5,330,1
10.385,1462,1
1.294,286,1
31.444,1852,1
22.846,2318,1
1.833,64,1
0.5,28,1
3.25,168,1
26.1,2001,1
2.286,107,1
12.2,659,1
24.438,4219,1
6.222,311,1
2.857,99,1
17.857,751,1
1.727,198,1
14.444,1082,1
13.833,410,1
1.929,268,1
4.071,774,1
4.625,246,1
19,374,1
2,153,1
17,726,1
2.375,152,1
2.571,126,1
11.182,695,1
24.636,2171,1
2.571,106,1
1.571,75,1
14,704,1
22,1213,1
26.846,3029,1
7.75,459,1
12.5,690,1
31.071,3478,1
1.2,29,1
