@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
10,330,46,1
10,400,73,1
6,102,27,1
10,2490,326,1
9,765,127,1
5,470,79,1
9,243,43,1
9,108,26,1
8,792,113,1
11,2871,381,1
12,156,25,1
9,324,62,1
7,1505,253,1
5,35,11,1
13,3601,407,1
7,63,10,1
9,1593,227,1
8,184,36,1
7,343,71,1
7,147,34,1
10,2710,358,1
13,572,61,1
12,4848,573,1
11,814,98,1
11,671,89,1
5,155,37,1
8,176,36,1
11,330,41,1
38,8626,370,1
11,1507,177,1
9,414,70,1
8,248,50,1
8,24,4,1
8,72,13,1
6,78,15,1
9,144,19,1
12,864,113,1
14,1274,98,1
2,14,2,1
9,189,27,1
10,320,51,1
7,189,16,1
7,35,4,1
6,84,20,1
8,1720,243,1
8,744,125,1
8,72,12,1
12,3252,390,1
8,176,27,1
7,161,33,1
9,414,75,1
5,15,1,1
7,1036,159,1
9,360,59,1
10,1620,124,1
7,98,14,1
5,260,40,1
8,112,22,1
7,77,17,1
8,664,90,1
9,378,60,1
7,238,45,1
12,3252,410,1
7,70,11,1
8,72,14,1
7,91,11,1
5,40,14,1
8,128,22,1
8,128,25,1
7,812,114,1
7,133,18,1
11,2673,223,1
9,792,131,1
10,190,35,1
7,315,33,1
9,972,171,1
7,203,34,1
8,80,14,1
14,3038,383,1
60,3420,403,1
8,264,51,1
7,77,19,1
9,207,39,1
10,330,60,1
6,84,14,1
71,2414,119,1
7,126,24,1
8,272,52,1
7,98,23,1
8,72,15,1
5,25,6,1
7,189,34,1
7,98,21,1
9,1161,139,1
8,48,8,1
7,595,88,1
5,65,12,1
7,217,41,1
5,55,13,1
10,1080,174,1
9,198,40,1
7,1435,124,1
14,532,41,1
10,1510,165,1
8,672,110,1
8,640,113,1
5,210,37,1
28,3836,201,1
7,245,44,1
7,861,138,1
11,132,13,1
9,2304,167,1
13,4797,398,1
8,72,15,1
9,1440,196,1
10,200,33,1
9,4824,547,1
9,1683,233,1
4,124,33,1
8,440,77,1
12,528,67,1
6,42,10,1
10,2880,365,1
10,350,63,1
13,4901,548,1
7,301,21,1
8,192,40,1
8,872,129,1
7,119,18,1
9,180,31,1
9,288,60,1
5,80,12,1
14,3822,310,1
9,333,50,1
1,35,6,1
18,1152,93,1
5,155,34,1
9,189,20,1
6,156,28,1
14,2100,114,1
9,324,55,1
8,120,19,1
8,400,73,1
3,15,2,1
9,4815,310,1
8,240,42,1
10,1440,205,1
10,850,122,1
7,364,80,1
10,1700,195,1
9,909,140,1
10,190,13,1
7,91,10,1
10,300,45,1
5,480,77,1
38,15580,1651,1
7,77,7,1
7,161,30,1
11,2871,368,1
10,240,31,1
6,270,75,1
5,590,63,1
7,126,29,1
5,155,36,1
6,72,13,1
11,2431,312,1
11,583,75,1
5,70,19,1
9,468,73,1
8,472,59,1
10,820,108,1
5,65,1,1
8,144,36,1
11,352,45,1
13,5499,632,1
5,575,118,1
9,4788,572,1
9,333,65,1
3,48,8,1
10,1650,258,1
19,2470,267,1
7,182,29,1
13,4043,537,1
5,95,28,1
9,1260,177,1
6,144,26,1
9,378,56,1
7,252,56,1
5,465,98,1
6,408,56,1
9,738,93,1
7,49,12,1
9,351,61,1
10,120,14,1
8,112,20,1
6,684,108,1
10,500,86,1
8,552,83,1
14,798,48,1
9,720,114,1
13,6474,799,1
8,144,23,1
7,175,27,1
7,427,70,1
12,1404,193,1
9,180,35,1
5,40,11,1
9,90,18,1
8,320,59,1
11,924,131,1
10,2710,333,1
8,96,20,1
7,343,49,1
8,56,3,1
11,2981,417,1
6,234,45,1
6,240,52,1
1,45,8,1
8,16,1,1
23,1081,155,1
7,1792,178,1
9,162,27,1
7,77,13,1
3,42,5,1
7,140,33,1
9,171,19,1
13,754,79,1
11,2024,213,1
8,152,22,1
12,2784,375,1
10,70,12,1
9,360,56,1
11,275,36,1
11,2761,334,1
9,4806,351,1
11,121,13,1
8,104,11,1
11,220,14,1
9,1197,150,1
8,1928,182,1
9,216,40,1
9,693,128,1
17,187,8,1
10,120,10,1
11,2277,332,1
7,231,48,1
7,280,47,1
10,170,16,1
6,120,14,1
10,200,11,1
9,4824,320,1
7,665,114,1
9,486,96,1
7,1204,171,1
4,176,26,1
11,1694,163,1
6,198,38,1
25,2950,392,1
8,408,69,1
7,161,35,1
5,40,9,1
8,136,18,1
7,280,61,1
9,153,27,1
6,84,22,1
7,56,13,1
6,576,73,1
8,80,13,1
9,702,98,1
6,36,3,1
15,1815,145,1
8,88,20,1
7,42,8,1
11,88,15,1
8,3184,521,1
10,160,9,1
8,512,80,1
6,600,123,1
6,96,23,1
5,65,16,1
8,656,97,1
9,288,57,1
9,45,6,1
9,1629,201,1
10,5110,532,1
1,109,19,1
1,45,15,1
9,306,47,1
6,234,39,1
10,640,109,1
11,1078,122,1
7,364,81,1
11,1232,154,1
8,2736,317,1
8,648,111,1
10,350,45,1
8,120,19,1
6,114,30,1
8,224,22,1
9,153,13,1
8,216,39,1
10,1570,222,1
5,95,28,1
13,2444,275,1
7,49,9,1
11,495,66,1
8,424,76,1
7,952,142,1
10,260,35,1
11,88,1,1
9,1458,138,1
7,301,52,1
9,144,24,1
10,120,18,1
14,5460,441,1
8,296,40,1
8,296,53,1
1,123,19,1
11,4796,564,1
12,1380,203,1
12,96,5,1
9,477,78,1
6,234,52,1
6,276,41,1
9,4680,276,1
8,1112,82,1
7,280,66,1
24,7416,390,1
5,135,26,1
7,126,28,1
10,2420,303,1
7,280,23,1
7,98,12,1
9,153,11,1
9,81,2,1
7,77,19,1
11,1397,166,1
9,387,63,1
5,70,16,1
14,5866,485,1
9,4815,422,1
8,968,134,1
26,10712,1142,1
6,96,11,1
9,576,88,1
9,1089,181,1
9,675,79,1
9,315,52,1
11,374,49,1
8,80,17,1
9,2160,306,1
8,456,84,1
10,1840,232,1
10,930,140,1
8,328,59,1
10,2270,311,1
23,3036,139,1
7,77,14,1
11,2255,278,1
11,990,127,1
7,217,43,1
9,738,114,1
8,112,18,1
9,342,49,1
10,990,136,1
21,2226,152,1
6,216,55,1
8,184,33,1
10,220,29,1
7,77,17,1
9,738,123,1
8,168,27,1
7,371,86,1
8,320,60,1
12,96,10,1
9,4797,596,1
7,56,9,1
6,12,1,1
6,306,57,1
5,150,43,1
8,192,41,1
8,112,26,1
14,252,15,1
10,180,17,1
10,190,15,1
9,972,141,1
8,624,113,1
7,119,27,1
8,280,64,1
8,608,102,1
5,20,1,1
8,704,92,1
11,231,17,1
7,119,26,1
11,2882,391,1
5,215,54,1
9,981,129,1
38,2622,292,1
8,80,17,1
13,5382,623,1
16,6784,488,1
7,245,38,1
10,500,69,1
8,640,127,1
6,534,89,1
8,296,50,1
11,275,40,1
24,11304,679,1
7,105,15,1
9,297,53,1
16,2928,251,1
20,380,15,1
9,819,71,1
9,423,59,1
7,182,42,1
14,4872,526,1
9,189,23,1
23,8533,477,1
17,4165,293,1
8,296,42,1
9,1485,197,1
11,660,91,1
11,561,80,1
10,390,71,1
10,170,11,1
10,530,89,1
8,112,20,1
6,114,25,1
8,232,40,1
8,144,25,1
8,880,122,1
10,2600,412,1
1,200,25,1
8,568,95,1
7,91,20,1
8,56,9,1
9,297,43,1
8,576,91,1
25,5075,279,1
11,88,9,1
24,3240,158,1
14,5390,412,1
22,1584,82,1
9,891,155,1
24,3984,211,1
10,1180,162,1
8,200,38,1
38,12996,275,1
7,287,44,1
9,2448,252,1
5,15,3,1
8,1472,213,1
6,228,57,1
8,96,21,1
5,55,15,1
12,240,16,1
7,1526,171,1
8,472,76,1
9,738,120,1
6,294,32,1
9,1476,221,1
9,963,138,1
9,873,157,1
10,250,40,1
8,72,12,1
7,1281,181,1
8,104,10,1
9,1719,264,1
10,980,167,1
10,340,56,1
7,210,44,1
8,376,56,1
9,2439,374,1
10,1760,235,1
4,188,24,1
13,4524,537,1
9,558,69,1
7,378,71,1
11,88,8,1
10,2850,315,1
9,369,58,1
8,88,21,1
24,8160,643,1
6,408,91,1
9,288,46,1
12,2940,353,1
10,1200,197,1
11,1298,80,1
11,2992,352,1
5,20,2,1
8,784,122,1
8,184,32,1
10,770,137,1
3,9,1,1
8,520,90,1
9,1674,220,1
24,6720,399,1
8,2192,244,1
7,672,115,1
8,1616,276,1
8,256,50,1
8,64,6,1
7,133,17,1
10,100,18,1
10,90,20,1
8,632,112,1
6,66,15,1
12,120,7,1
8,720,97,1
13,325,7,1
8,8,1,1
12,312,43,1
7,735,67,1
9,2142,285,1
9,747,96,1
14,5880,449,1
8,1624,191,1
12,4908,515,1
5,30,1,1
10,230,30,1
12,516,68,1
7,42,7,1
9,378,54,1
7,147,32,1
8,80,21,1
8,256,35,1
9,324,62,1
11,2035,220,1
9,900,143,1
8,384,63,1
8,224,48,1
8,152,37,1
10,880,124,1
9,1107,143,1
7,812,116,1
8,568,59,1
6,576,67,1
9,270,44,1
5,55,14,1
7,301,56,1
9,306,66,1
8,128,25,1
7,98,19,1
7,1148,202,1
11,253,30,1
7,525,63,1
6,72,18,1
6,294,61,1
8,504,89,1
5,20,4,1
9,729,106,1
7,77,18,1
9,1665,222,1
4,380,78,1
8,168,26,1
7,112,19,1
6,90,13,1
4,72,14,1
6,66,18,1
25,4675,306,1
1,91,31,1
6,108,21,1
7,49,9,1
7,1617,246,1
8,56,11,1
9,189,24,1
5,50,12,1
9,4815,432,1
7,105,7,1
5,375,82,1
7,161,38,1
10,1000,147,1
9,954,150,1
8,864,126,1
7,686,114,1
7,609,116,1
7,217,48,1
9,2250,320,1
10,540,85,1
12,1008,123,1
7,504,110,1
12,1260,160,1
12,4596,485,1
12,1392,176,1
8,56,12,1
6,354,61,1
8,1216,164,1
9,1629,211,1
12,852,81,1
77,19789,127,1
8,152,31,1
9,747,91,1
10,470,65,1
13,1599,156,1
6,240,42,1
8,168,12,1
8,144,32,1
7,2401,352,1
7,119,25,1
9,360,49,1
8,432,69,1
5,30,8,1
12,960,127,1
5,55,10,1
9,1530,218,1
8,96,28,1
28,1260,59,1
6,174,38,1
5,25,4,1
8,32,7,1
17,5950,414,1
10,470,72,1
8,368,65,1
9,873,168,1
9,531,82,1
11,2706,331,1
6,1302,214,1
10,1310,206,1
9,315,52,1
24,4488,267,1
10,170,14,1
8,176,37,1
13,2925,226,1
8,120,25,1
6,54,13,1
7,98,18,1
6,258,30,1
6,258,52,1
8,96,22,1
7,679,79,1
9,4428,697,1
7,875,160,1
13,1508,183,1
10,790,103,1
9,3087,401,1
10,2510,287,1
8,128,19,1
6,78,14,1
8,200,42,1
9,468,86,1
8,72,16,1
10,2490,315,1
9,747,89,1
8,240,41,1
6,168,14,1
8,248,44,1
10,1250,170,1
7,49,8,1
10,120,22,1
10,300,50,1
9,288,69,1
12,2016,245,1
8,128,29,1
9,1494,217,1
38,1976,256,1
12,852,70,1
11,2981,378,1
7,322,51,1
8,96,21,1
7,140,30,1
7,1505,246,1
6,246,46,1
11,1771,217,1
8,1232,190,1
7,378,58,1
9,198,28,1
9,495,87,1
12,168,26,1
9,1413,198,1
8,112,20,1
10,170,15,1
9,738,126,1
22,1034,155,1
8,72,13,1
11,627,73,1
7,140,31,1
24,4464,304,1
7,497,105,1
10,400,53,1
16,5392,387,1
10,380,57,1
9,531,81,1
10,600,91,1
10,720,116,1
5,195,49,1
10,280,49,1
4,356,74,1
6,576,88,1
5,85,17,1
7,49,11,1
8,512,79,1
9,4662,360,1
9,1107,153,1
10,990,160,1
5,55,15,1
8,2392,338,1
11,1067,139,1
8,4088,261,1
7,126,17,1
6,216,56,1
11,869,132,1
10,1370,187,1
7,91,8,1
10,1430,218,1
7,112,22,1
11,1265,188,1
9,1098,144,1
9,81,8,1
25,8500,444,1
5,160,46,1
8,224,30,1
9,855,127,1
9,1089,169,1
8,400,70,1
9,441,73,1
8,504,106,1
7,119,24,1
9,576,95,1
10,70,9,1
7,231,59,1
11,88,6,1
8,120,8,1
8,288,60,1
5,490,78,1
12,864,83,1
12,600,76,1
10,370,41,1
11,1100,156,1
7,63,15,1
6,576,81,1
8,104,25,1
6,36,8,1
3,9,1,1
7,70,6,1
9,2259,317,1
9,414,84,1
12,996,144,1
9,747,112,1
7,63,14,1
9,1125,140,1
7,315,62,1
7,931,112,1
25,11775,678,1
5,80,17,1
12,1416,181,1
7,826,141,1
15,4410,330,1
8,328,73,1
11,2992,431,1
9,99,13,1
7,126,26,1
9,684,112,1
5,535,92,1
7,266,48,1
10,180,37,1
7,560,124,1
4,24,1,1
6,1104,195,1
8,472,63,1
10,160,32,1
5,445,66,1
9,891,120,1
7,1344,135,1
9,585,93,1
6,198,41,1
8,608,106,1
7,98,23,1
8,88,21,1
5,145,33,1
8,96,19,1
12,3984,356,1
10,830,121,1
7,189,39,1
7,224,40,1
6,24,4,1
12,276,21,1
10,150,29,1
9,261,38,1
10,2380,295,1
8,824,129,1
8,664,123,1
22,572,84,1
9,1620,225,1
11,2882,364,1
8,176,35,1
77,18865,257,1
8,1848,257,1
9,972,170,1
9,162,14,1
7,504,70,1
9,1071,193,1
8,384,81,1
10,270,28,1
9,45,3,1
9,189,25,1
8,592,114,1
7,77,14,1
8,112,23,1
7,287,64,1
11,88,13,1
8,1464,190,1
11,121,13,1
11,99,10,1
9,684,106,1
13,689,61,1
10,2620,421,1
8,192,23,1
12,4920,608,1
5,70,18,1
7,224,44,1
8,600,115,1
17,4522,325,1
5,470,53,1
9,117,21,1
9,378,60,1
8,560,112,1
10,300,42,1
7,1596,175,1
6,102,22,1
4,36,9,1
11,4158,465,1
9,927,134,1
11,737,67,1
7,182,36,1
7,42,9,1
9,3222,525,1
17,187,6,1
5,485,82,1
10,370,27,1
12,852,79,1
8,1592,155,1
10,90,2,1
11,143,24,1
5,40,12,1
7,63,13,1
6,564,91,1
9,468,101,1
6,78,10,1
6,156,36,1
10,340,48,1
8,784,156,1
8,312,69,1
7,210,44,1
10,300,48,1
12,1212,178,1
9,2520,336,1
7,231,53,1
11,4763,460,1
4,48,10,1
9,81,10,1
9,693,93,1
6,576,103,1
10,3980,557,1
9,351,50,1
9,162,23,1
3,168,8,1
9,216,36,1
11,1001,123,1
4,372,70,1
7,119,17,1
8,1744,195,1
8,320,59,1
8,208,39,1
10,260,39,1
8,184,39,1
11,2981,355,1
9,414,55,1
8,72,11,1
6,24,7,1
10,2510,327,1
14,4172,247,1
10,110,19,1
8,936,130,1
14,3766,276,1
9,2025,283,1
8,208,35,1
10,2790,389,1
3,9,1,1
7,1225,188,1
12,264,17,1
10,520,70,1
12,1416,175,1
7,112,25,1
7,49,12,1
11,3212,371,1
9,972,155,1
1,177,35,1
11,99,10,1
23,2760,149,1
7,224,52,1
8,240,38,1
1,12,4,1
10,330,62,1
9,936,137,1
7,84,14,1
9,720,119,1
38,4826,657,1
11,946,126,1
8,360,42,1
9,747,85,1
6,1104,179,1
10,1150,187,1
12,132,7,1
8,136,21,1
9,189,30,1
8,288,55,1
8,336,54,1
12,876,108,1
1,25,1,1
9,1962,203,1
6,66,10,1
7,70,15,1
8,176,31,1
8,864,150,1
7,98,17,1
7,469,71,1
9,1656,242,1
11,55,3,1
10,220,27,1
8,344,81,1
13,4199,449,1
7,182,40,1
9,207,41,1
8,336,74,1
9,702,110,1
8,192,40,1
9,1107,154,1
5,20,3,1
13,1378,178,1
7,490,81,1
6,102,14,1
10,1190,169,1
1,263,39,1
9,1503,197,1
8,984,147,1
9,945,144,1
8,800,113,1
9,189,30,1
8,72,11,1
11,3707,318,1
7,224,55,1
8,328,60,1
16,2896,227,1
8,40,8,1
8,128,25,1
11,1309,204,1
11,451,52,1
8,120,23,1
8,64,15,1
8,224,5,1
7,224,47,1
10,5040,590,1
8,4256,636,1
6,120,25,1
9,45,5,1
9,396,74,1
5,160,49,1
7,1211,187,1
11,1298,168,1
6,42,5,1
10,1080,161,1
6,486,109,1
7,357,70,1
10,610,110,1
17,374,34,1
7,1498,234,1
5,250,57,1
8,1936,262,1
8,584,93,1
8,960,145,1
14,3976,285,1
11,99,12,1
7,126,7,1
10,1000,146,1
17,6494,431,1
8,1648,237,1
7,56,13,1
8,200,27,1
8,368,73,1
10,160,26,1
8,160,30,1
10,4990,575,1
9,1629,213,1
9,702,113,1
8,184,31,1
4,100,21,1
8,32,8,1
5,480,87,1
28,9324,718,1
16,5504,408,1
7,91,23,1
6,576,98,1
9,261,49,1
7,77,18,1
11,88,11,1
7,315,54,1
8,2088,340,1
8,1344,245,1
8,1720,239,1
9,297,46,1
9,747,122,1
9,1170,210,1
7,91,18,1
7,84,10,1
10,110,12,1
8,128,21,1
7,119,10,1
7,35,6,1
7,1533,207,1
10,340,66,1
7,224,40,1
24,2376,108,1
9,4806,585,1
12,1464,166,1
8,2200,351,1
10,620,75,1
10,130,17,1
10,460,79,1
8,80,14,1
7,140,30,1
7,126,23,1
8,672,125,1
7,98,17,1
8,488,77,1
8,384,62,1
15,5130,495,1
9,153,13,1
27,8640,613,1
8,168,37,1
7,2625,200,1
6,192,41,1
7,287,62,1
11,1067,132,1
7,1246,213,1
11,693,93,1
7,91,21,1
11,704,83,1
10,790,128,1
9,423,77,1
7,336,60,1
8,72,16,1
9,495,87,1
6,30,4,1
8,1056,178,1
9,2655,354,1
8,208,36,1
8,472,79,1
8,296,77,1
10,2620,432,1
7,140,21,1
8,168,6,1
14,2562,205,1
4,548,29,1
10,1310,217,1
5,35,6,1
7,140,28,1
9,189,28,1
16,704,111,1
12,3192,397,1
11,99,8,1
11,2981,353,1
5,215,37,1
9,171,29,1
7,112,14,1
8,456,78,1
19,228,9,1
10,550,82,1
10,230,31,1
9,567,83,1
7,217,27,1
6,84,21,1
9,378,61,1
14,4214,458,1
8,136,21,1
14,6090,472,1
6,168,38,1
8,264,50,1
4,68,6,1
7,42,7,1
10,510,68,1
8,408,64,1
8,120,25,1
13,117,14,1
6,156,35,1
6,1032,175,1
5,65,12,1
10,1190,178,1
9,1008,135,1
11,352,30,1
8,504,85,1
9,198,29,1
9,333,62,1
10,1210,192,1
7,161,38,1
8,352,46,1
7,126,26,1
14,4200,462,1
8,2176,289,1
9,891,132,1
11,1056,160,1
15,2310,167,1
8,2104,274,1
6,180,46,1
11,132,16,1
7,294,43,1
10,630,83,1
10,160,16,1
9,558,87,1
24,8088,418,1
5,165,41,1
7,56,13,1
8,304,46,1
9,2511,181,1
11,231,24,1
9,1620,212,1
5,30,8,1
5,30,8,1
9,1116,151,1
7,91,7,1
5,35,8,1
9,63,10,1
10,350,51,1
25,12275,773,1
8,104,21,1
6,102,21,1
7,287,46,1
10,180,15,1
9,198,23,1
10,410,68,1
41,2747,36,1
6,78,17,1
8,192,23,1
6,150,35,1
10,200,29,1
8,144,10,1
23,5727,270,1
10,380,50,1
10,330,51,1
7,112,11,1
12,864,89,1
12,3420,324,1
6,84,18,1
10,550,59,1
7,217,41,1
7,665,120,1
7,273,56,1
1,40,6,1
5,290,22,1
15,1005,82,1
9,333,71,1
11,3168,386,1
24,2976,161,1
24,6768,384,1
7,378,69,1
25,7300,459,1
10,2840,402,1
14,5586,425,1
7,700,123,1
9,306,63,1
10,2930,397,1
5,230,28,1
7,252,52,1
10,230,36,1
13,1794,108,1
5,45,14,1
11,869,135,1
5,315,45,1
14,5194,407,1
4,88,26,1
8,112,6,1
11,396,54,1
10,2560,322,1
7,308,53,1
14,2590,289,1
8,360,57,1
9,162,23,1
9,333,64,1
7,721,121,1
9,369,57,1
34,3876,157,1
7,231,40,1
9,234,48,1
8,1208,178,1
16,6560,450,1
24,4272,258,1
7,119,21,1
7,280,64,1
7,56,11,1
8,224,40,1
16,6640,499,1
9,189,34,1
16,5744,399,1
5,215,55,1
10,230,26,1
7,308,33,1
8,1264,97,1
6,234,32,1
6,606,120,1
8,184,33,1
7,1386,62,1
5,25,3,1
8,208,38,1
5,40,9,1
9,306,63,1
8,176,30,1
9,1395,207,1
10,730,108,1
9,423,64,1
6,30,6,1
11,594,77,1
7,77,17,1
8,344,64,1
7,2422,355,1
11,1144,164,1
5,115,29,1
9,1926,307,1
6,576,79,1
14,532,44,1
8,384,67,1
5,55,14,1
5,130,36,1
10,3030,410,1
7,98,24,1
11,275,40,1
6,168,26,1
10,2920,397,1
12,792,105,1
10,290,46,1
31,9982,408,1
7,371,63,1
8,856,155,1
10,310,49,1
5,70,21,1
10,2480,340,1
9,576,104,1
9,2079,274,1
7,1386,174,1
11,913,146,1
10,1700,268,1
13,2938,243,1
22,4576,585,1
10,100,1,1
11,1925,205,1
7,252,56,1
1,10,2,1
7,287,70,1
15,6285,482,1
16,6288,418,1
9,189,30,1
9,954,127,1
7,77,18,1
9,189,30,1
8,128,25,1
8,288,50,1
9,738,111,1
10,2510,293,1
11,1617,235,1
11,275,47,1
5,150,14,1
11,1111,160,1
12,96,1,1
3,9,1,1
16,5456,394,1
5,35,8,1
7,56,13,1
11,220,11,1
12,2760,130,1
12,6000,646,1
10,3360,415,1
7,63,1,1
7,105,12,1
10,520,81,1
9,1494,211,1
7,56,9,1
12,2484,292,1
8,544,96,1
14,1372,174,1
9,828,140,1
7,112,18,1
16,6784,471,1
7,133,32,1
9,3321,409,1
6,492,97,1
8,280,51,1
10,1830,293,1
7,91,27,1
11,1034,126,1
1,7,1,1
8,392,91,1
9,360,62,1
9,387,65,1
13,2886,221,1
8,552,104,1
10,610,82,1
5,15,2,1
10,120,26,1
10,1000,168,1
5,95,20,1
7,266,53,1
11,1122,163,1
11,847,120,1
8,96,23,1
7,756,130,1
6,264,40,1
9,1521,217,1
12,3288,416,1
9,4581,448,1
8,96,25,1
8,48,8,1
7,252,57,1
8,424,67,1
7,147,26,1
8,256,47,1
14,5768,651,1
10,190,17,1
10,100,18,1
10,290,48,1
11,1353,173,1
11,132,16,1
9,63,10,1
15,3330,258,1
8,344,52,1
8,584,92,1
8,64,13,1
10,790,143,1
10,2710,380,1
10,380,59,1
13,4602,398,1
10,400,57,1
4,72,7,1
7,336,56,1
11,2992,428,1
10,180,23,1
9,387,55,1
9,189,32,1
11,88,6,1
10,180,22,1
1,18,2,1
8,2184,369,1
6,360,67,1
6,156,32,1
8,72,12,1
9,324,68,1
7,77,20,1
9,1107,173,1
9,2331,336,1
11,1078,134,1
8,128,27,1
8,224,43,1
1,12,2,1
7,301,58,1
9,2547,389,1
5,140,31,1
7,1673,177,1
11,374,49,1
8,96,20,1
7,287,62,1
9,441,72,1
8,560,110,1
9,531,81,1
9,378,59,1
9,4572,614,1
8,40,9,1
10,2520,330,1
6,480,112,1
8,432,87,1
9,1629,216,1
1,31,6,1
13,4537,395,1
11,737,107,1
7,133,27,1
11,1111,164,1
10,210,36,1
9,963,141,1
1,40,15,1
8,368,74,1
8,24,4,1
9,783,147,1
6,54,14,1
8,48,11,1
5,480,70,1
14,5628,473,1
5,170,29,1
7,56,5,1
10,380,58,1
16,192,14,1
9,531,91,1
7,42,3,1
14,1176,133,1
9,378,61,1
7,63,13,1
9,675,90,1
13,5317,637,1
9,810,97,1
8,200,42,1
11,297,37,1
14,4746,481,1
10,230,34,1
9,819,135,1
7,637,71,1
3,81,22,1
8,184,30,1
9,81,16,1
9,135,21,1
18,3330,228,1
24,6720,389,1
11,418,70,1
7,770,117,1
37,3737,432,1
9,288,53,1
9,63,9,1
6,24,4,1
19,8645,21,1
6,24,3,1
9,297,40,1
5,35,8,1
9,504,85,1
9,252,41,1
5,230,29,1
9,54,2,1
12,1236,171,1
7,56,7,1
9,1440,197,1
9,126,17,1
5,375,83,1
10,320,58,1
8,304,75,1
24,2016,110,1
7,147,28,1
5,100,23,1
10,860,103,1
9,117,19,1
9,927,124,1
7,49,7,1
13,3783,403,1
5,35,6,1
8,200,44,1
10,1030,146,1
8,192,35,1
8,224,42,1
7,462,53,1
8,664,108,1
8,2240,333,1
7,91,15,1
7,56,9,1
7,1449,279,1
7,518,74,1
20,780,53,1
7,490,96,1
7,63,12,1
14,4760,360,1
8,128,21,1
10,210,20,1
7,896,137,1
9,756,103,1
7,140,29,1
9,882,103,1
12,3264,393,1
7,735,111,1
7,259,54,1
6,102,16,1
10,170,27,1
6,66,15,1
38,15580,1815,1
2,94,14,1
7,203,52,1
11,1144,152,1
8,80,14,1
7,266,63,1
9,144,27,1
12,516,66,1
8,96,15,1
11,2090,237,1
10,330,68,1
9,4815,676,1
7,56,12,1
14,5726,551,1
7,91,16,1
8,96,21,1
6,582,87,1
6,90,12,1
10,2720,401,1
1,32,7,1
11,3927,546,1
8,368,65,1
10,220,20,1
8,280,53,1
9,108,27,1
8,32,3,1
10,1240,171,1
9,495,91,1
8,688,129,1
9,2799,340,1
7,259,43,1
11,2596,316,1
22,1584,86,1
9,3141,306,1
9,1098,152,1
5,120,31,1
9,963,156,1
12,1416,166,1
5,10,1,1
9,315,48,1
9,162,27,1
10,190,16,1
8,2176,310,1
10,340,61,1
10,1300,198,1
6,114,24,1
8,128,29,1
7,161,35,1
5,60,21,1
9,261,33,1
22,1562,75,1
7,1225,221,1
5,440,96,1
9,324,56,1
1,35,14,1
9,495,77,1
13,2613,235,1
22,1562,72,1
23,2852,156,1
9,2736,419,1
8,208,39,1
7,161,11,1
14,5740,576,1
5,75,20,1
28,7868,530,1
8,288,65,1
7,217,48,1
7,560,41,1
6,1326,183,1
6,54,10,1
14,5838,467,1
5,105,21,1
10,1010,153,1
8,48,3,1
7,896,140,1
8,104,24,1
11,5621,671,1
5,70,14,1
7,602,109,1
5,175,8,1
8,344,69,1
9,729,117,1
9,2205,254,1
6,84,14,1
9,738,96,1
8,200,44,1
9,387,55,1
8,848,133,1
10,230,30,1
9,396,66,1
8,200,28,1
8,176,20,1
5,20,5,1
5,75,19,1
5,15,2,1
5,35,9,1
8,552,84,1
8,32,6,1
7,49,4,1
8,376,64,1
9,423,65,1
6,240,37,1
8,512,102,1
14,5824,481,1
10,180,27,1
6,42,9,1
10,830,120,1
10,230,31,1
9,306,45,1
7,168,31,1
10,200,36,1
5,190,29,1
6,42,11,1
9,108,29,1
11,2024,211,1
7,161,41,1
8,2176,288,1
11,143,27,1
9,1359,178,1
24,11232,689,1
8,1864,309,1
7,126,8,1
8,4064,290,1
14,2618,300,1
9,432,69,1
5,15,1,1
10,520,72,1
7,112,14,1
8,568,100,1
10,120,28,1
10,190,28,1
6,90,13,1
1,249,42,1
7,49,8,1
8,56,10,1
9,1188,146,1
8,1008,146,1
7,427,77,1
8,96,20,1
14,4396,357,1
10,3270,450,1
9,414,76,1
9,729,125,1
8,56,11,1
9,306,44,1
7,455,71,1
12,3408,386,1
8,1560,221,1
7,133,31,1
8,608,75,1
17,6766,408,1
7,357,65,1
8,104,20,1
9,963,135,1
6,54,8,1
12,4920,645,1
17,391,14,1
6,168,35,1
7,1001,82,1
11,2024,213,1
6,186,48,1
11,2695,365,1
4,396,83,1
5,495,117,1
10,4130,527,1
9,2466,298,1
9,4113,555,1
10,510,81,1
9,1152,175,1
7,112,14,1
9,180,30,1
2,12,1,1
10,480,60,1
7,273,24,1
9,405,52,1
10,420,60,1
7,455,85,1
10,250,39,1
7,427,72,1
10,190,13,1
1,60,12,1
9,441,83,1
10,800,56,1
10,3180,344,1
7,77,18,1
6,780,96,1
4,64,15,1
8,368,53,1
17,323,2,1
10,290,45,1
10,130,17,1
7,35,7,1
6,606,129,1
7,119,18,1
7,133,26,1
7,770,107,1
9,180,33,1
7,273,63,1
6,42,8,1
8,96,25,1
9,504,84,1
17,408,37,1
10,2710,375,1
8,656,107,1
9,486,96,1
5,35,6,1
4,276,57,1
6,84,14,1
9,108,26,1
10,510,67,1
9,720,115,1
10,2710,342,1
10,110,31,1
8,64,9,1
7,77,14,1
12,84,9,1
10,940,151,1
17,2907,250,1
9,2448,353,1
11,2871,354,1
11,2079,256,1
8,352,50,1
10,310,52,1
