@relation satimage

@attribute Sp17 numeric
@attribute Sp18 numeric
@attribute Sp21 numeric
@attribute Sp22 numeric
@attribute Sp23 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp32 numeric
@attribute Sp33 numeric
@attribute Sp36 numeric
@attribute Sp37 numeric
@attribute Sp41 numeric
@attribute Sp42 numeric
@attribute Sp43 numeric
@attribute Sp46 numeric
@attribute Sp47 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
101,83,106,110,90,57,94,87,60,94,56,85,56,95,60,95,92,1
104,88,112,118,96,67,103,87,71,92,63,81,66,104,66,104,92,1
113,87,107,113,92,59,104,92,59,81,59,90,63,99,63,99,86,1
110,86,84,101,83,63,106,90,60,87,64,91,68,106,64,98,91,1
122,96,113,122,96,67,108,94,67,98,63,90,63,106,74,111,90,1
114,97,111,124,94,64,111,98,72,98,68,96,64,112,64,112,99,1
86,75,66,86,72,50,71,73,50,73,53,79,53,77,53,73,76,1
128,99,116,122,96,75,116,100,75,100,70,96,66,113,66,113,100,1
106,83,81,94,79,50,75,74,53,74,51,75,51,68,51,75,79,1
98,87,94,111,87,56,91,85,56,88,55,87,55,91,63,95,87,1
113,100,111,118,96,70,109,100,66,96,63,94,67,108,67,108,98,1
124,104,120,124,101,80,111,98,76,94,80,81,68,83,71,95,88,1
94,76,73,90,76,53,75,78,53,70,55,75,55,79,55,79,79,1
96,74,83,104,85,56,84,79,59,86,53,76,53,79,53,79,73,1
80,74,71,84,70,52,73,75,56,79,50,73,53,75,53,84,80,1
96,79,83,93,75,63,104,89,63,78,75,98,67,99,67,91,79,1
110,90,99,114,94,63,97,87,60,90,60,87,57,85,53,85,83,1
110,90,99,110,90,57,92,87,57,83,57,79,53,89,53,89,83,1
106,91,111,120,98,80,87,81,68,85,75,92,71,103,71,107,92,1
115,98,111,125,102,71,112,96,68,99,71,100,71,107,71,111,100,1
90,79,73,86,76,50,79,85,50,81,55,87,55,87,55,83,87,1
122,100,109,122,100,67,108,98,67,101,67,101,67,111,63,111,97,1
108,85,83,91,74,71,103,96,67,79,70,103,70,113,66,109,96,1
78,68,69,82,76,53,71,74,53,70,51,75,51,68,51,68,71,1
117,96,113,117,96,67,108,98,71,98,67,94,67,115,67,115,97,1
91,78,79,96,78,51,75,79,48,79,52,85,49,75,49,71,78,1
97,83,75,97,80,60,81,76,60,79,60,85,60,91,64,91,88,1
117,100,109,122,100,67,108,94,67,90,74,90,67,106,63,102,87,1
104,81,96,104,89,59,95,90,59,90,57,83,57,88,60,88,83,1
117,92,96,108,89,67,103,94,67,94,70,97,67,106,67,106,94,1
111,91,106,115,94,68,103,92,71,92,71,92,67,103,71,103,96,1
124,101,106,124,101,68,115,98,68,98,71,99,68,112,68,112,99,1
123,96,111,128,100,66,100,92,66,103,63,90,67,99,63,103,94,1
90,76,73,90,76,64,95,88,60,78,63,83,63,87,63,87,83,1
118,92,103,122,92,71,99,96,67,96,70,92,66,100,66,104,92,1
85,75,61,81,67,49,75,78,46,78,52,79,52,73,49,73,83,1
86,75,66,82,72,50,79,76,50,73,50,79,53,77,50,73,76,1
114,90,92,110,87,57,89,83,57,79,53,85,50,75,53,75,74,1
100,85,87,108,85,56,84,86,59,86,60,87,53,84,53,84,83,1
119,90,103,114,90,63,102,87,63,87,68,91,64,98,64,98,87,1
105,90,91,105,86,57,92,87,57,87,57,83,57,81,57,81,76,1
94,83,85,98,83,53,79,78,46,78,51,79,55,79,51,75,75,1
114,94,111,119,94,68,111,98,68,98,68,96,71,107,71,112,96,1
110,94,88,101,79,67,111,101,67,90,68,102,72,111,72,111,98,1
82,73,67,82,65,50,73,76,50,72,56,74,56,68,53,68,70,1
117,96,109,122,100,63,112,94,67,101,63,97,63,106,67,111,94,1
87,74,75,91,78,51,79,79,51,79,52,85,52,83,49,75,78,1
96,83,87,96,83,59,79,81,56,81,59,83,59,81,56,81,79,1
114,94,99,114,94,70,106,94,67,87,68,87,64,98,68,94,91,1
108,89,79,96,85,71,95,94,67,86,78,94,78,97,70,92,83,1
105,90,95,101,86,60,97,83,57,90,57,87,57,94,60,102,94,1
92,78,83,96,81,52,77,79,52,75,47,80,50,71,47,67,69,1
108,88,83,100,85,55,83,83,51,79,56,85,56,83,49,75,78,1
110,94,97,110,94,57,94,91,53,83,60,88,53,87,50,75,78,1
117,96,113,122,100,79,112,101,79,98,74,101,74,115,70,111,101,1
108,92,87,100,81,59,91,86,59,86,57,87,57,88,57,88,83,1
112,96,104,112,92,71,103,94,63,86,74,90,63,97,57,97,90,1
89,76,79,89,76,53,77,76,50,76,53,78,53,75,50,75,81,1
104,87,83,100,83,56,87,85,56,81,52,79,49,73,49,73,79,1
109,87,91,109,92,63,83,85,63,85,59,75,63,81,63,91,86,1
122,96,113,127,100,67,99,86,63,98,57,76,57,88,60,92,83,1
119,98,108,119,98,67,111,94,67,97,64,83,64,98,64,106,94,1
96,85,68,91,81,59,75,87,59,83,63,85,66,83,63,83,81,1
117,92,100,108,89,67,112,98,67,90,63,101,67,115,63,106,94,1
120,94,102,115,94,64,103,92,64,96,63,92,59,99,59,103,92,1
117,96,113,122,100,71,108,98,71,98,67,97,67,115,70,111,97,1
86,75,77,90,79,53,71,69,53,76,57,72,50,62,53,69,76,1
85,75,79,89,79,56,75,74,56,78,56,75,59,77,59,84,83,1
115,94,102,111,98,80,107,96,76,96,84,100,84,103,71,79,92,1
110,86,99,110,94,60,97,87,63,94,57,87,57,94,60,85,87,1
96,78,79,96,78,56,84,83,52,79,53,83,53,88,53,84,80,1
124,98,112,124,98,67,106,101,67,97,68,98,68,111,68,115,98,1
101,83,73,93,75,63,84,80,63,83,60,79,60,81,64,81,83,1
93,76,79,89,76,50,77,79,53,79,50,81,50,75,56,75,74,1
92,78,87,96,74,71,103,86,67,83,82,101,70,111,67,106,90,1
124,101,115,124,101,60,111,98,64,102,64,99,64,121,64,116,99,1
81,71,72,85,75,49,67,70,52,74,52,72,49,70,52,73,75,1
115,94,102,115,94,64,107,96,64,92,59,92,59,103,63,103,96,1
102,79,106,111,91,60,99,88,68,96,67,79,71,103,71,111,96,1
98,83,94,102,83,71,103,88,68,88,71,100,71,111,71,107,96,1
123,96,111,123,96,63,96,85,63,96,63,79,63,88,67,99,86,1
90,76,69,86,72,56,68,67,53,70,55,71,55,68,51,72,71,1
105,86,99,110,90,74,97,94,67,94,72,87,64,98,57,94,91,1
111,91,102,111,91,60,95,88,60,92,67,92,55,87,51,87,87,1
122,99,112,122,96,71,111,96,71,100,66,100,66,109,66,109,96,1
119,97,106,124,94,72,111,94,64,94,68,92,64,103,71,107,96,1
122,96,91,104,92,67,91,92,59,83,66,96,70,100,63,83,89,1
96,74,79,91,81,59,79,79,63,83,56,74,56,79,59,87,81,1
127,100,118,127,100,71,112,101,71,101,63,101,67,115,67,120,97,1
104,85,79,96,78,56,88,83,56,83,50,80,53,84,53,88,83,1
86,72,70,86,72,50,71,73,53,76,53,76,53,73,57,77,79,1
119,97,115,119,101,72,115,102,72,98,76,99,80,116,80,116,99,1
119,97,111,119,94,60,106,94,64,94,60,92,68,103,64,103,96,1
85,73,67,85,76,50,66,76,53,76,53,74,53,61,56,68,74,1
104,83,75,96,75,49,83,81,49,78,52,79,52,73,46,73,75,1
123,100,111,123,100,66,109,100,66,100,67,98,67,108,67,112,98,1
122,100,113,127,100,63,112,101,71,101,63,101,63,111,67,115,101,1
115,94,106,115,91,71,107,96,71,96,71,96,71,107,71,107,96,1
96,78,83,96,81,55,72,75,59,75,52,74,56,67,52,71,74,1
93,75,79,96,79,49,71,74,52,78,49,75,49,70,52,70,75,1
93,79,64,85,75,52,83,81,49,78,52,86,52,81,52,73,79,1
100,85,87,104,81,59,91,83,59,83,52,74,56,79,56,83,85,1
86,72,70,82,75,53,75,80,53,73,53,83,53,77,53,81,79,1
113,92,103,118,92,63,91,89,63,89,59,86,63,99,67,95,83,1
89,71,68,81,71,52,71,70,52,70,52,72,52,70,52,70,72,1
119,97,111,124,104,64,102,98,64,98,64,99,64,107,64,107,99,1
114,94,108,119,101,63,106,97,67,94,64,94,64,111,72,111,98,1
114,94,106,114,97,76,111,94,76,94,71,96,76,107,71,116,99,1
98,83,85,98,83,60,83,85,64,81,63,87,63,91,63,91,83,1
119,97,111,124,94,72,111,98,72,98,64,99,68,107,68,112,99,1
101,87,88,101,83,57,81,76,57,76,53,74,56,79,56,79,78,1
97,80,71,89,73,53,77,79,53,79,50,81,53,79,53,83,78,1
118,96,111,118,96,66,100,92,66,92,59,86,59,95,63,95,86,1
100,75,103,113,87,63,87,81,66,89,59,75,63,99,67,108,98,1
115,94,106,115,91,71,116,99,76,103,75,96,75,103,75,107,96,1
101,86,88,101,83,67,92,90,60,83,64,83,64,85,60,81,76,1
124,101,111,119,94,76,111,94,68,91,68,85,71,95,71,103,92,1
105,83,88,110,83,53,85,76,57,83,56,78,53,79,53,83,81,1
100,85,95,108,88,71,107,92,71,92,66,96,66,104,66,109,92,1
118,96,107,123,100,66,109,96,63,96,63,98,63,108,63,112,94,1
122,100,109,117,92,67,112,98,67,98,67,101,63,115,67,115,104,1
104,89,96,104,89,59,77,75,59,79,63,80,60,75,60,84,80,1
119,98,103,119,98,74,106,97,70,97,76,94,76,111,72,106,91,1
123,104,111,123,104,70,109,100,66,103,63,94,67,108,67,108,98,1
112,92,100,117,92,67,99,94,63,94,67,90,70,106,67,97,87,1
87,74,68,83,70,51,68,75,51,71,52,78,52,71,56,71,74,1
122,96,112,122,103,67,107,96,67,96,63,92,63,100,66,100,92,1
101,83,75,93,83,60,77,79,64,83,60,85,64,91,68,87,81,1
97,80,75,97,80,53,81,83,53,79,46,78,50,79,53,79,81,1
119,98,112,130,101,63,111,101,63,101,60,98,64,106,64,111,98,1
128,100,111,128,100,66,113,100,66,100,71,98,67,112,67,112,98,1
100,99,51,104,114,67,87,83,63,87,63,85,70,100,70,100,89,1
115,94,111,115,94,76,112,99,71,96,67,100,71,111,71,111,100,1
106,83,106,115,98,64,99,88,68,96,63,75,67,103,71,111,92,1
85,75,79,93,75,56,67,70,52,74,52,72,52,66,56,70,72,1
113,87,83,100,83,63,96,92,56,89,71,94,59,95,52,84,86,1
101,90,84,97,83,64,85,83,60,76,64,81,60,87,60,91,85,1
124,101,112,130,101,67,102,97,67,97,80,102,68,111,64,106,94,1
96,75,72,89,75,49,79,78,49,78,52,75,46,73,49,73,79,1
115,94,106,120,94,64,112,96,64,96,67,96,71,107,67,107,96,1
114,94,97,114,90,76,111,94,76,94,76,96,76,112,80,107,96,1
115,98,111,115,98,64,112,99,64,99,67,100,67,107,67,107,100,1
101,87,88,105,83,60,94,87,60,87,56,85,60,91,56,91,85,1
118,92,107,118,96,66,109,92,70,92,63,94,63,103,59,99,90,1
114,90,95,119,90,57,92,87,57,87,57,83,60,94,60,94,87,1
124,98,108,124,101,63,120,101,63,101,64,98,64,115,64,115,98,1
122,96,109,117,100,63,103,94,63,90,63,90,63,102,63,102,94,1
129,101,102,119,97,80,115,102,68,98,68,99,71,107,71,112,99,1
119,90,99,114,94,67,97,90,70,94,64,83,68,89,64,98,91,1
123,100,107,118,100,63,100,96,66,100,67,86,67,103,67,108,98,1
123,96,111,123,96,63,100,96,66,92,63,94,63,95,67,99,94,1
105,87,84,97,83,57,81,83,50,79,68,92,53,91,50,79,85,1
93,75,73,93,75,63,92,87,63,87,64,91,64,94,60,94,91,1
113,92,103,113,92,67,103,96,67,92,66,92,66,104,66,104,92,1
109,87,87,100,83,63,100,92,63,92,63,94,67,103,67,103,94,1
105,83,88,105,83,53,89,83,53,83,53,88,53,95,53,83,81,1
90,75,81,93,83,50,84,76,53,80,53,79,57,85,53,81,79,1
113,92,99,109,87,63,100,92,70,92,63,94,67,99,63,95,90,1
122,96,104,108,89,75,108,98,67,86,67,97,70,111,63,102,90,1
130,101,112,130,101,63,111,101,67,101,64,98,64,111,64,111,102,1
127,100,113,122,96,67,112,101,71,101,70,101,67,111,67,111,97,1
100,83,79,100,87,70,100,92,70,89,63,79,63,81,71,95,94,1
105,87,92,110,94,57,94,83,60,87,56,85,56,83,56,83,85,1
119,101,106,119,101,68,106,98,64,98,68,99,64,103,64,107,99,1
124,101,111,119,97,68,111,98,68,98,68,96,68,112,68,116,103,1
90,79,73,97,83,50,71,80,50,80,50,72,50,69,50,69,76,1
123,100,107,118,96,70,113,100,70,100,67,101,67,112,67,112,101,1
115,98,115,120,98,68,112,96,68,99,67,87,71,111,71,111,96,1
108,81,87,96,81,75,107,92,71,96,66,92,63,100,66,104,96,1
111,91,81,102,83,68,103,92,53,88,79,100,67,103,55,91,87,1
97,80,84,97,83,57,81,83,57,79,56,85,56,87,56,87,78,1
108,85,91,113,88,71,103,92,67,92,66,89,70,104,70,109,96,1
104,85,83,100,85,63,95,87,63,83,66,92,63,91,63,87,85,1
104,87,91,104,87,52,87,85,56,85,59,86,56,84,56,84,86,1
90,75,73,90,75,47,67,69,47,73,53,72,50,66,50,73,76,1
104,89,83,88,78,63,99,94,63,79,67,94,67,111,67,106,90,1
122,99,116,122,99,67,107,100,71,100,66,96,63,113,63,109,96,1
120,102,115,120,102,76,112,99,80,103,75,100,75,116,75,116,100,1
118,96,107,123,96,70,100,92,66,92,63,86,63,103,67,103,94,1
100,79,83,89,75,66,109,96,63,89,63,98,67,108,63,99,94,1
89,76,79,93,73,53,73,79,57,76,60,78,53,75,56,79,78,1
79,74,75,87,74,55,72,71,55,75,56,74,52,79,56,75,74,1
123,96,107,118,96,63,109,96,63,100,63,94,63,103,63,103,90,1
96,79,83,96,79,59,91,85,56,81,59,86,63,95,63,84,83,1
113,88,107,118,96,63,95,83,67,96,66,78,66,87,66,87,78,1
96,81,87,96,81,67,95,87,67,87,66,89,63,100,63,100,92,1
88,78,63,84,70,59,73,75,63,75,60,80,63,92,63,92,87,1
108,89,96,96,85,67,103,90,63,83,67,104,63,106,63,97,87,1
117,92,104,122,103,67,99,94,63,94,63,87,63,97,67,102,97,1
127,100,109,122,100,67,108,98,67,98,63,101,67,111,63,115,101,1
111,87,89,98,83,68,112,92,71,88,67,96,71,111,71,111,96,1
86,72,69,90,76,50,75,78,46,74,55,87,51,79,51,83,83,1
111,94,106,115,94,60,95,92,68,92,63,87,67,99,67,103,92,1
114,90,106,114,87,68,98,91,68,91,53,92,64,95,64,99,88,1
93,75,91,101,83,67,97,80,74,90,68,83,76,111,76,115,102,1
82,65,92,101,83,60,89,79,68,91,60,74,60,99,68,112,96,1
92,78,75,96,78,52,73,79,49,83,50,80,50,71,50,75,80,1
120,94,115,120,102,76,116,99,76,99,79,100,75,111,75,116,100,1
82,72,73,82,75,50,71,73,53,73,50,72,53,69,53,73,76,1
102,79,85,90,72,68,99,85,68,78,75,100,71,107,67,99,83,1
114,94,103,119,90,63,102,94,63,94,64,94,64,102,64,106,94,1
114,94,99,110,94,67,106,94,67,94,72,94,64,106,64,102,94,1
122,100,113,117,100,67,103,90,67,86,63,87,63,97,63,92,87,1
111,87,94,106,83,56,87,85,56,85,59,92,63,95,63,87,83,1
114,98,99,110,86,70,111,97,63,90,68,98,72,111,68,102,87,1
118,96,112,118,96,75,99,96,75,92,70,92,66,96,63,87,81,1
115,94,106,115,94,76,112,92,71,88,71,96,67,99,63,91,87,1
119,101,115,119,101,68,111,98,68,98,64,99,64,112,64,116,99,1
97,79,73,90,79,50,75,80,50,80,50,76,50,69,50,69,76,1
113,92,103,118,92,71,111,96,71,96,66,92,66,104,70,109,96,1
104,92,103,118,92,55,87,83,63,92,56,81,56,79,52,83,81,1
101,83,99,105,86,74,102,90,74,97,76,94,76,115,72,115,102,1
89,76,79,93,76,50,73,76,50,79,53,78,50,75,50,75,78,1
114,94,102,114,87,64,102,94,64,94,64,96,64,112,64,107,96,1
115,94,102,115,87,71,107,96,76,99,67,96,79,111,84,116,96,1
90,75,73,97,79,60,75,80,60,80,68,87,68,98,64,98,91,1
119,97,111,119,101,68,111,98,68,98,68,99,64,112,64,112,99,1
114,90,99,110,86,63,97,87,63,87,64,87,64,98,64,85,87,1
119,94,106,119,94,68,106,94,68,94,71,96,71,103,71,103,92,1
101,86,95,119,94,78,92,94,78,97,80,102,88,115,88,111,94,1
114,94,103,114,94,63,102,90,63,94,64,94,64,102,64,102,94,1
122,96,107,118,99,67,103,96,67,96,63,100,63,104,63,109,92,1
96,74,87,92,81,59,84,75,63,86,60,65,60,92,67,111,94,1
110,94,95,110,90,60,88,83,60,83,57,79,60,77,64,81,83,1
108,88,103,113,92,71,103,92,71,96,66,92,66,109,70,104,92,1
82,75,66,86,75,53,71,73,50,73,53,79,53,81,53,77,76,1
97,80,71,97,80,57,81,76,60,79,60,81,60,83,64,87,88,1
112,89,100,112,89,59,88,86,59,86,53,83,57,88,60,97,87,1
96,79,83,96,79,56,83,81,56,78,59,83,56,88,52,84,83,1
118,96,116,123,100,66,109,96,66,100,71,98,67,112,67,108,98,1
114,98,108,124,98,70,102,94,70,94,72,91,72,106,76,111,94,1
90,76,81,90,76,56,79,78,56,78,51,79,55,75,55,72,71,1
111,98,102,106,87,71,112,96,76,96,71,96,71,111,75,111,100,1
105,86,112,119,101,70,102,94,74,101,64,83,68,106,72,115,98,1
89,79,79,96,79,56,79,78,56,81,59,79,59,84,56,88,83,1
120,94,111,125,98,68,107,96,64,96,67,96,67,107,67,107,96,1
98,79,77,94,79,50,75,78,56,74,51,75,51,75,55,72,71,1
96,85,87,100,88,59,83,83,63,87,63,85,66,91,66,87,89,1
90,76,77,94,76,53,79,70,53,81,55,79,55,79,59,83,79,1
85,75,79,89,79,52,71,74,52,70,49,72,52,73,56,77,79,1
114,94,99,110,94,57,88,83,60,83,53,79,57,81,60,77,79,1
105,90,99,110,90,63,79,83,63,90,64,83,64,85,64,85,83,1
122,96,107,122,99,71,116,100,71,104,63,92,66,104,70,109,100,1
97,80,75,97,76,57,73,76,53,76,56,74,56,75,56,75,74,1
117,107,43,112,122,67,108,98,56,98,67,97,67,111,60,88,97,1
84,78,71,84,78,52,70,75,52,75,50,76,50,71,50,75,80,1
105,86,91,101,86,57,88,87,57,83,57,79,57,81,57,81,76,1
113,92,103,113,92,63,104,92,63,92,59,86,59,88,59,99,90,1
113,92,107,118,92,71,107,96,71,96,66,92,70,104,66,104,92,1
86,72,69,86,72,50,68,74,50,70,48,67,48,64,51,72,75,1
122,96,112,122,99,71,107,100,71,100,70,96,70,113,70,118,100,1
87,74,71,87,74,55,79,79,55,75,52,78,52,75,52,75,78,1
118,92,99,109,79,70,109,96,66,96,67,94,67,108,75,108,98,1
114,94,103,114,94,70,115,97,67,94,68,94,72,111,64,106,94,1
118,96,107,118,96,63,96,92,66,92,59,86,59,91,59,95,90,1
105,87,88,89,76,68,111,94,68,79,68,99,68,112,68,95,88,1
94,79,81,94,79,56,79,78,60,85,59,79,59,83,63,91,83,1
104,100,40,112,114,46,32,131,46,131,44,136,42,31,44,34,133,2
130,135,32,124,139,44,31,140,44,136,47,139,47,31,47,31,135,2
104,108,32,104,112,74,83,85,59,107,71,72,75,84,75,70,94,2
124,136,34,124,136,44,31,139,44,139,46,139,43,31,43,29,132,2
124,142,30,124,146,42,29,136,44,140,44,120,44,31,44,37,120,2
96,70,79,96,74,59,58,100,51,116,56,107,49,37,43,32,133,2
115,113,29,115,120,43,31,114,43,114,44,104,44,34,44,32,104,2
114,136,29,114,133,47,31,124,47,124,50,107,50,57,56,61,88,2
112,133,32,112,133,46,30,139,42,135,44,140,44,31,44,31,133,2
133,144,32,138,144,42,32,146,42,142,63,90,47,37,44,34,143,2
118,121,58,109,96,49,34,122,49,125,46,116,46,37,46,37,113,2
111,120,31,115,124,50,48,96,46,107,44,116,51,40,44,34,100,2
117,129,34,112,129,56,45,105,49,120,89,80,67,71,50,43,108,2
102,94,62,102,98,43,34,132,43,132,44,133,44,37,44,37,129,2
138,144,32,133,144,46,32,142,46,142,44,143,44,31,44,34,140,2
100,81,100,108,85,67,70,83,79,75,70,80,78,92,82,102,76,2
118,121,36,118,121,48,34,121,48,125,46,125,46,32,46,32,122,2
124,135,30,119,127,44,29,133,44,115,44,120,47,37,47,37,109,2
124,136,37,119,126,44,31,135,44,131,50,132,46,34,46,36,132,2
128,137,32,128,141,78,87,78,63,96,92,86,92,103,75,81,79,2
90,72,85,90,68,71,79,74,68,88,59,100,51,45,44,34,129,2
110,109,70,101,83,70,79,80,78,76,68,61,68,77,68,81,68,2
122,125,37,117,125,46,34,124,46,127,47,126,47,34,47,34,122,2
114,120,34,124,131,50,53,101,47,122,68,79,64,73,57,55,98,2
100,107,32,100,103,42,30,113,42,116,44,126,44,29,44,29,115,2
118,129,34,113,125,46,34,133,46,133,46,135,46,30,42,32,135,2
118,121,34,118,125,46,32,122,46,122,46,131,46,32,46,30,131,2
105,113,37,114,120,53,49,101,50,101,64,87,68,77,64,73,83,2
125,128,34,120,124,46,34,121,50,121,44,121,48,37,48,34,121,2
110,94,106,114,90,53,66,91,60,87,43,132,43,34,46,48,107,2
114,126,37,114,122,47,31,124,47,120,43,135,46,31,50,34,114,2
128,132,34,118,132,48,34,133,48,129,46,129,49,34,46,34,129,2
114,126,29,105,119,50,34,113,47,116,43,121,50,45,64,68,78,2
129,140,31,124,140,47,34,139,47,139,43,143,46,31,46,31,143,2
102,83,49,111,109,53,45,114,46,146,48,121,51,45,44,37,137,2
115,120,40,115,116,50,36,121,46,125,48,125,44,34,44,34,129,2
119,131,34,119,131,42,31,133,44,133,44,139,44,34,44,31,135,2
118,112,45,104,100,46,32,129,49,118,46,131,46,34,49,34,124,2
100,79,107,109,87,49,43,111,66,85,46,127,46,37,52,51,98,2
127,136,32,127,133,42,34,135,42,135,44,140,44,34,44,34,136,2
108,125,29,108,122,42,32,127,46,127,44,122,44,31,42,29,126,2
122,125,32,112,118,42,32,127,42,120,44,136,44,31,44,31,122,2
115,120,37,106,113,43,31,107,40,110,44,100,48,29,44,29,100,2
90,68,85,94,72,68,68,88,56,103,51,116,44,34,44,34,129,2
93,94,40,82,80,47,31,105,47,87,43,114,43,29,46,34,103,2
113,121,34,118,112,46,34,118,46,114,42,120,46,34,49,34,116,2
82,80,34,82,83,47,37,87,44,87,43,114,46,34,46,39,96,2
111,128,29,111,128,40,31,125,40,132,41,116,41,32,44,32,125,2
131,142,29,136,146,50,36,128,43,143,48,112,51,45,48,37,129,2
96,96,36,104,107,51,40,96,44,100,40,122,43,27,46,29,122,2
110,122,37,124,136,57,55,98,57,102,64,78,68,75,71,75,63,2
106,116,37,98,94,43,29,128,40,132,41,137,41,27,41,27,133,2
122,139,29,122,135,44,29,146,41,146,56,70,52,43,46,29,133,2
119,136,34,124,136,47,31,139,41,135,43,135,46,34,43,31,135,2
136,139,31,131,135,46,31,135,46,132,44,137,44,32,44,34,129,2
128,135,34,133,132,48,37,125,44,129,46,133,46,32,46,34,125,2
98,83,55,98,98,64,75,78,68,70,67,62,67,72,67,68,54,2
134,141,32,134,141,46,32,144,46,144,46,142,46,32,46,32,142,2
102,113,34,106,113,43,31,121,50,99,41,129,44,29,48,37,112,2
127,147,27,122,133,42,30,146,42,135,42,136,44,31,44,29,133,2
110,116,37,114,116,47,37,122,47,119,47,124,47,34,47,37,113,2
102,109,34,106,113,46,34,110,46,107,75,83,55,48,44,32,112,2
115,116,43,106,102,46,36,125,50,117,44,129,44,34,48,29,129,2
93,105,37,97,98,53,43,101,53,90,72,76,64,73,68,81,68,2
122,125,34,122,125,46,34,131,49,131,44,136,42,34,44,34,129,2
105,122,31,114,136,53,59,113,50,128,60,88,60,83,60,64,99,2
118,121,45,113,104,46,29,136,46,136,42,135,46,32,42,34,135,2
122,125,34,118,125,48,34,125,48,125,46,114,49,34,52,34,122,2
108,122,43,92,92,59,63,75,67,64,70,73,74,88,74,84,73,2
125,135,31,120,131,46,34,135,46,132,48,133,48,32,48,34,133,2
124,124,37,119,127,47,34,126,47,122,47,124,44,34,47,37,124,2
100,83,95,104,83,56,71,89,59,81,42,135,46,34,49,51,101,2
124,133,31,114,122,44,31,135,47,128,50,107,50,34,43,29,135,2
115,131,31,111,124,50,48,107,50,96,55,92,59,64,55,61,87,2
125,135,31,125,135,50,31,135,50,132,44,137,44,32,48,34,133,2
106,116,49,98,94,64,68,78,68,70,48,112,63,64,71,83,67,2
114,129,34,114,126,44,31,128,44,124,46,128,46,34,46,36,121,2
135,157,30,140,150,44,34,143,42,150,50,113,50,46,44,31,142,2
111,105,40,106,105,56,51,92,64,81,63,67,67,75,67,72,54,2
124,139,34,124,135,44,34,136,44,136,47,139,47,31,44,31,135,2
119,129,34,124,136,44,34,131,44,135,43,143,43,31,46,31,139,2
110,122,37,110,119,44,31,124,47,113,40,132,40,29,43,31,121,2
118,132,31,118,132,44,37,133,44,129,46,122,49,49,52,53,114,2
104,100,29,117,133,59,48,90,52,116,50,87,47,37,42,29,129,2
108,107,75,104,92,44,32,129,48,125,49,125,46,34,46,32,133,2
127,133,32,122,129,46,32,131,46,127,44,136,44,34,44,37,129,2
106,105,37,94,87,43,29,114,46,103,44,104,41,32,44,32,112,2
113,128,31,108,121,41,29,129,44,129,46,114,46,27,43,29,129,2
134,137,34,128,129,46,29,140,46,133,42,142,46,30,46,32,131,2
105,113,30,105,116,44,29,119,44,115,50,113,47,37,53,49,94,2
124,140,29,119,133,44,37,120,47,113,46,107,43,31,40,31,110,2
94,72,69,102,83,56,54,92,53,114,44,129,48,37,51,45,104,2
110,105,77,97,75,44,34,133,53,97,41,135,41,31,44,40,120,2
114,119,34,110,119,47,37,113,47,105,50,114,50,39,56,51,92,2
118,128,51,113,103,48,34,125,48,121,52,122,49,34,49,34,122,2
82,72,48,90,90,50,49,87,47,115,41,113,44,37,50,46,102,2
113,108,37,134,137,78,83,74,63,103,79,75,79,95,71,77,79,2
133,140,32,127,133,46,30,135,46,131,44,143,44,34,44,34,136,2
110,129,29,110,126,44,31,124,44,128,43,114,46,34,40,31,125,2
129,140,34,129,143,50,31,135,47,135,46,135,46,31,46,31,143,2
130,142,32,130,142,44,34,143,44,143,57,113,47,31,44,31,142,2
104,121,32,104,116,46,34,114,40,122,42,120,46,32,46,32,120,2
110,129,34,110,122,41,29,128,44,124,40,125,40,29,40,29,128,2
110,83,102,110,94,50,62,98,53,91,43,132,43,31,43,34,125,2
113,87,99,109,87,63,67,85,82,78,46,131,52,48,71,77,75,2
114,126,37,114,126,44,34,124,47,120,46,125,46,36,46,36,125,2
106,116,31,111,124,43,36,114,46,121,44,112,44,34,41,37,116,2
108,121,45,100,99,44,29,129,48,112,46,129,43,29,46,32,122,2
104,103,34,104,110,75,79,83,55,108,70,66,70,83,74,83,85,2
125,128,31,120,124,43,29,135,46,125,51,104,55,37,51,40,100,2
129,136,31,124,136,44,31,135,44,135,50,135,50,31,46,34,135,2
100,100,29,100,100,49,40,100,49,92,46,127,46,32,49,40,101,2
118,129,34,123,129,46,32,125,46,129,46,131,46,32,42,34,135,2
82,72,42,79,72,47,40,94,50,80,44,120,47,31,47,37,87,2
112,133,46,112,114,42,30,139,42,135,44,133,44,31,44,31,133,2
115,120,31,106,105,43,29,114,43,114,44,104,44,32,41,32,112,2
79,72,42,82,72,50,40,80,44,83,47,105,47,37,44,34,87,2
105,119,29,101,115,47,37,116,53,94,50,99,64,68,68,83,70,2
88,66,71,88,70,59,60,98,49,116,47,122,42,37,44,34,136,2
124,133,31,129,140,47,34,135,50,135,46,139,46,31,46,31,135,2
130,142,32,124,139,44,34,140,44,140,47,139,47,31,47,34,139,2
118,125,34,118,121,49,34,125,49,125,46,109,49,40,46,37,120,2
123,125,34,118,129,46,32,125,46,125,46,131,46,34,49,34,131,2
105,116,40,105,109,44,40,111,47,104,64,83,60,59,64,69,87,2
