@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R2,5,12,16,18,20-22,24-26,29,32,35-37'

@attribute Sp12 numeric
@attribute Sp15 numeric
@attribute Sp23 numeric
@attribute Sp27 numeric
@attribute Sp29 numeric
@attribute Sp32 numeric
@attribute Sp33 numeric
@attribute Sp34 numeric
@attribute Sp36 numeric
@attribute Sp37 numeric
@attribute Sp38 numeric
@attribute Sp42 numeric
@attribute Sp45 numeric
@attribute Sp48 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
68,67,58,48,56,55,66,67,63,59,54,59,49,72,57,7
32,46,144,142,32,142,46,32,142,44,34,44,143,119,140,2
113,90,89,90,108,90,96,112,90,93,115,93,94,114,97,3
32,46,139,140,34,140,44,34,140,47,31,47,139,136,139,2
32,42,116,133,31,122,47,34,126,44,31,47,128,120,124,2
95,92,90,76,102,83,93,111,90,76,85,84,79,115,94,3
57,52,57,44,53,44,57,53,55,60,59,60,57,78,65,5
51,59,49,58,53,51,57,56,48,57,55,57,54,64,50,5
63,59,57,55,60,58,63,67,58,53,52,57,61,78,61,7
67,60,51,57,55,46,53,55,42,68,75,64,56,71,59,5
31,47,128,132,31,125,46,34,121,44,32,44,121,118,121,2
52,53,116,96,34,128,43,29,139,55,51,51,112,128,146,2
31,46,139,137,32,133,48,32,129,49,34,46,129,117,125,2
95,84,81,79,99,79,84,95,75,82,96,82,78,96,78,7
87,68,67,67,75,67,71,75,67,70,79,70,70,84,66,7
54,56,52,54,51,67,55,54,62,56,46,56,55,73,63,5
95,79,75,81,91,78,78,91,78,79,91,79,79,97,75,4
91,79,79,78,91,78,78,91,74,79,95,83,75,97,79,4
34,48,121,125,32,125,46,32,122,46,37,46,131,124,139,2
48,55,54,70,49,66,52,46,63,59,57,59,72,75,64,5
27,41,133,151,27,147,43,27,133,46,30,42,146,124,135,2
96,82,78,79,95,75,83,95,79,85,97,85,80,105,80,4
75,70,74,72,84,75,75,88,75,70,79,74,73,89,76,7
81,71,64,65,79,62,70,79,65,68,77,68,61,78,57,7
81,71,64,62,79,65,67,75,62,68,73,72,57,78,57,7
91,79,75,69,88,73,82,92,76,68,73,76,68,94,76,7
30,42,127,133,34,115,47,37,101,47,37,47,109,115,113,2
28,46,72,101,37,104,47,40,94,41,34,44,120,106,105,2
106,89,90,87,106,87,92,111,91,92,107,92,92,113,88,3
40,47,101,91,69,87,68,77,79,71,83,68,81,96,78,2
37,44,133,98,55,102,60,69,87,68,75,71,63,79,59,2
46,44,124,96,48,96,46,36,107,44,32,51,96,100,100,2
116,97,92,96,116,96,93,111,92,95,118,99,96,122,96,3
112,92,74,92,111,92,84,103,83,90,113,90,89,108,85,3
107,84,78,92,103,83,71,79,71,90,109,86,85,92,74,3
83,68,78,71,68,71,67,75,62,74,91,70,63,73,55,2
48,53,107,104,32,108,48,34,108,63,56,46,114,104,111,2
36,43,121,108,37,112,44,29,121,46,32,43,114,104,118,2
31,43,114,104,34,104,44,32,104,43,32,43,107,100,107,2
68,67,58,63,71,55,63,71,55,63,66,63,53,72,53,7
72,67,54,59,75,59,66,79,59,67,77,63,60,86,64,7
91,71,79,70,91,78,78,83,74,75,91,83,79,105,75,7
34,44,112,107,32,107,43,32,103,39,30,42,113,105,116,2
67,63,55,57,70,57,63,70,57,63,67,63,55,78,58,7
71,63,66,68,66,68,63,70,68,67,79,70,80,89,73,5
32,43,118,116,32,116,42,30,120,53,43,50,115,101,111,2
29,43,103,113,30,113,42,30,116,44,29,44,119,101,115,2
70,59,57,55,67,55,63,67,58,64,69,64,57,74,57,7
73,63,72,80,79,76,70,75,76,80,94,80,83,106,83,5
77,75,83,69,75,65,70,84,76,68,73,64,65,86,72,4
32,49,113,129,34,122,50,37,119,41,29,44,124,102,113,2
30,42,116,126,29,119,44,29,115,50,34,47,116,98,94,2
67,63,55,57,77,57,64,73,57,64,75,64,59,75,63,7
79,67,58,61,73,61,68,73,57,68,79,64,59,79,59,7
75,70,65,57,73,57,64,73,57,64,71,68,59,75,56,7
84,70,58,57,73,57,64,69,61,68,71,68,56,75,59,7
75,70,65,61,77,61,68,77,61,68,75,68,59,83,63,7
79,67,69,68,81,68,76,85,72,71,83,71,70,83,67,7
27,44,119,128,31,124,47,34,113,40,29,40,128,108,121,2
73,64,61,56,71,59,64,75,59,63,68,67,58,74,58,7
69,68,61,59,75,59,68,75,63,67,68,67,58,74,58,7
94,76,76,78,91,78,80,91,78,79,95,79,83,109,87,7
34,47,116,110,34,107,43,36,114,55,48,44,112,109,112,2
31,44,128,121,31,125,40,29,132,41,37,41,121,109,125,2
31,47,113,128,31,121,50,45,99,41,29,44,129,109,112,2
99,84,85,83,107,87,88,107,87,86,104,86,89,122,92,4
79,67,58,59,75,59,66,75,59,67,73,67,57,72,60,7
68,67,58,55,71,59,63,75,59,67,73,63,57,79,60,7
75,66,59,60,77,60,71,77,60,63,79,67,62,78,62,7
103,87,90,90,111,83,89,106,83,88,102,88,83,102,79,4
77,63,60,62,75,58,63,79,62,64,77,68,65,82,65,7
103,71,83,101,111,90,63,97,80,72,115,72,98,111,91,1
106,85,90,87,106,87,88,102,87,84,103,84,85,104,81,4
106,85,83,87,102,87,88,102,83,84,99,84,81,100,78,4
79,70,62,65,81,65,68,81,65,71,87,71,70,87,67,7
75,70,55,57,73,54,68,73,54,68,75,64,59,79,59,7
79,63,65,65,77,65,60,77,65,64,75,68,67,87,70,7
77,68,57,56,75,56,68,75,59,67,75,67,58,81,58,7
77,68,61,67,79,63,68,79,63,67,83,67,62,77,62,7
87,76,63,75,91,75,75,91,75,78,87,78,74,100,74,4
112,80,99,100,116,100,75,116,100,74,113,70,96,117,100,1
75,68,81,58,72,62,75,87,79,63,67,59,55,66,55,7
91,76,67,71,91,71,71,83,67,74,83,74,70,88,70,4
72,67,58,63,79,59,70,75,59,75,81,71,60,82,64,7
87,71,62,63,79,63,66,79,63,67,77,71,64,82,64,7
111,75,100,96,113,100,70,113,96,79,112,79,98,124,98,1
103,67,87,100,109,100,63,109,92,67,108,67,98,119,98,1
68,67,79,55,67,55,63,67,55,63,70,67,57,72,60,7
75,63,63,60,73,57,63,77,60,67,75,67,62,78,58,7
91,74,74,75,88,72,75,88,72,74,88,74,73,85,65,4
91,71,64,73,92,73,70,84,62,76,89,76,72,90,68,4
88,70,62,79,89,72,72,81,65,80,99,80,78,96,74,7
60,60,87,76,59,87,57,59,87,56,57,60,74,83,70,5
111,63,104,98,111,102,68,115,102,64,121,64,99,122,96,1
55,57,72,78,57,70,56,57,67,55,54,55,71,81,71,5
99,80,74,79,99,83,79,99,83,78,96,82,81,104,85,3
57,56,78,71,54,71,55,54,71,59,60,59,70,84,74,5
75,63,62,59,71,63,63,67,59,67,70,67,57,68,57,7
75,67,58,59,75,63,70,79,66,63,70,63,57,75,64,7
87,74,74,72,88,68,75,88,68,70,88,74,69,85,65,4
75,66,63,64,81,64,67,84,68,67,88,67,62,85,65,7
87,78,63,75,88,72,75,84,68,74,88,78,80,97,80,7
60,59,70,64,57,68,56,54,72,50,53,53,76,82,73,5
113,66,96,98,112,98,71,108,98,67,111,67,101,119,101,1
109,66,100,101,112,98,63,112,98,63,111,63,101,124,101,1
84,63,64,73,88,69,67,84,62,76,94,76,68,82,65,4
84,71,64,65,75,65,70,84,65,64,81,64,65,82,65,7
51,56,64,73,53,69,67,67,65,57,55,57,61,78,65,5
56,57,65,65,62,61,60,77,65,53,51,53,63,87,63,5
55,64,68,67,64,67,71,79,70,55,64,67,67,89,71,5
98,80,83,78,95,81,84,99,85,79,91,79,79,104,87,7
87,80,70,71,91,71,75,87,71,78,87,78,70,88,70,4
87,68,67,71,83,67,67,79,62,78,87,78,74,88,70,4
68,60,67,75,64,71,55,64,67,82,91,74,74,80,70,5
116,68,99,104,111,100,67,111,96,66,113,66,103,117,96,1
64,71,71,66,63,66,70,75,70,63,66,63,68,82,72,5
99,71,46,89,96,81,66,79,59,79,95,79,83,90,68,3
87,78,70,72,91,72,79,88,72,74,88,78,69,97,73,4
87,78,70,68,88,72,79,88,72,78,84,78,69,89,73,4
63,60,69,61,69,76,60,66,83,60,68,64,78,100,81,5
92,63,87,79,85,79,64,89,83,64,99,56,81,113,88,1
111,67,83,98,111,98,68,102,87,71,112,71,96,118,96,1
107,88,88,92,111,100,88,116,100,86,104,86,92,122,100,3
112,92,103,92,107,92,79,111,100,63,87,63,81,104,89,1
116,92,81,92,107,92,71,103,96,66,100,63,96,117,96,1
107,64,96,96,99,92,67,99,92,66,104,66,92,108,89,1
87,75,67,66,87,66,74,83,66,71,81,67,60,79,57,4
99,63,92,92,104,92,63,104,92,59,88,59,90,114,90,1
91,74,66,68,81,64,67,73,60,63,75,63,55,82,58,4
109,86,92,90,103,90,83,112,94,85,106,78,97,119,94,3
88,75,68,65,84,65,70,79,62,64,73,64,57,71,57,4
103,67,94,76,102,90,67,102,94,64,85,64,83,115,91,1
97,63,80,94,106,94,64,106,94,64,112,64,96,118,96,1
103,88,100,92,100,92,78,104,92,92,108,87,94,110,98,3
91,56,81,79,73,79,49,73,79,50,71,47,73,85,73,1
75,52,70,79,66,72,52,66,68,57,75,53,73,82,73,1
113,66,96,98,108,98,67,103,94,60,92,63,94,114,90,1
73,63,60,65,97,76,82,102,80,88,111,92,91,115,87,3
106,93,94,94,111,94,92,102,87,84,103,92,85,104,81,3
88,60,94,94,62,98,53,66,91,43,34,43,132,118,125,2
81,64,72,74,61,70,60,61,74,71,75,51,79,81,75,5
95,64,88,79,79,79,63,83,83,52,71,56,74,92,78,1
95,79,62,81,96,81,82,91,81,83,95,87,83,101,83,3
111,67,87,96,104,92,59,91,85,63,99,59,90,93,83,1
100,82,81,79,95,83,87,95,83,82,92,85,83,105,83,3
87,86,89,90,99,86,79,99,86,85,102,78,87,105,94,3
34,46,133,139,32,135,42,30,139,44,31,44,133,114,133,2
87,66,100,98,91,94,79,91,98,74,92,74,94,114,97,5
103,87,86,87,102,87,89,106,94,84,102,84,87,115,91,3
84,52,75,80,71,76,47,67,69,53,69,53,72,82,72,1
77,49,72,76,79,76,50,71,73,50,77,53,79,90,76,1
99,63,90,94,97,87,63,97,90,64,98,68,91,102,83,1
103,67,101,97,106,104,78,111,101,68,106,72,102,125,102,1
84,67,98,80,88,87,74,92,94,57,73,64,79,102,91,5
102,85,76,83,102,79,80,98,76,80,99,80,78,100,78,3
102,63,87,91,106,94,64,98,91,64,83,68,88,108,85,1
92,63,90,87,85,87,64,98,91,56,83,60,85,108,92,1
102,67,101,98,106,94,64,106,98,71,112,68,99,128,99,1
106,70,97,94,106,98,68,111,98,68,112,71,99,122,96,1
88,47,136,94,59,113,50,31,128,60,91,60,92,100,99,2
40,44,140,113,31,128,47,31,131,60,83,60,99,104,114,2
31,44,133,131,34,128,44,34,128,53,51,50,128,118,128,2
29,47,90,124,43,109,53,55,91,56,61,56,85,91,85,2
106,88,83,81,103,81,84,103,85,84,99,88,83,100,83,3
102,88,79,85,99,81,84,99,81,84,103,84,83,109,83,3
77,53,79,85,79,78,60,79,85,59,75,59,79,100,83,1
75,50,78,79,75,75,51,75,75,52,79,52,81,84,74,1
75,50,74,75,75,75,55,72,71,52,79,52,74,84,70,1
95,56,85,92,95,87,63,87,83,63,96,63,92,117,92,1
112,71,96,96,99,96,67,91,92,70,100,66,96,117,96,1
36,46,107,96,64,92,59,64,92,63,71,59,96,104,96,5
99,88,79,81,96,81,86,104,81,79,95,83,79,105,83,3
95,79,79,81,96,81,82,96,78,83,95,83,79,101,79,3
99,79,79,81,96,78,82,96,81,83,95,79,79,101,79,3
83,51,75,89,83,81,49,75,78,52,84,52,79,90,79,1
91,75,87,85,87,85,66,83,81,63,91,59,83,93,83,1
95,75,87,81,83,81,66,87,89,67,84,67,83,90,75,1
95,63,87,92,104,92,63,96,89,67,103,67,94,110,94,1
96,86,81,79,95,83,83,95,79,78,92,78,76,97,80,3
104,86,78,83,95,79,79,95,79,78,92,82,80,97,80,3
109,90,85,94,108,90,92,103,86,93,111,89,87,110,83,3
104,86,89,86,95,90,79,99,90,85,102,78,87,105,90,3
67,59,89,79,91,90,67,103,94,60,92,67,90,119,94,1
87,63,89,94,99,90,63,103,94,70,106,67,90,114,97,1
104,70,92,94,108,94,75,108,98,70,111,70,94,114,97,1
83,59,85,94,77,79,63,66,79,67,97,67,87,105,90,1
71,59,96,86,70,94,63,66,90,60,75,60,83,97,80,5
56,59,81,86,51,83,59,70,72,44,43,50,83,85,76,5
95,83,79,76,97,80,85,97,80,80,98,84,79,106,87,3
95,79,79,80,97,80,85,106,80,84,94,88,87,115,94,3
73,49,72,80,75,80,50,71,76,50,69,50,76,90,76,1
88,52,79,80,75,76,57,79,80,57,73,53,76,94,79,1
81,63,83,87,92,90,60,84,83,64,85,64,83,90,76,1
95,67,86,97,92,83,60,75,83,88,111,76,76,94,76,5
102,85,87,91,106,98,76,94,91,84,99,84,96,122,96,3
75,47,76,76,73,76,50,73,76,50,71,50,78,96,78,1
75,53,73,83,77,79,53,81,79,50,79,53,81,96,78,1
75,63,80,79,73,79,60,81,79,60,83,68,81,104,85,1
79,67,90,83,85,83,64,85,83,60,83,64,81,104,85,1
88,67,83,83,85,83,60,81,76,64,83,60,85,108,85,1
106,70,97,94,106,94,72,111,94,68,107,68,92,122,92,1
106,74,97,94,111,94,72,106,91,76,107,71,99,122,103,1
75,60,80,76,81,76,60,85,79,60,83,60,85,100,88,1
60,47,87,83,52,83,50,52,83,56,71,56,81,91,81,5
60,63,90,91,62,94,60,66,94,60,64,56,96,108,96,5
102,80,79,74,95,74,84,95,81,79,91,79,79,100,79,3
102,84,91,96,99,88,84,99,92,88,103,84,92,113,96,3
81,50,76,88,79,85,50,79,81,55,91,55,87,100,87,1
73,53,79,78,79,81,53,79,81,48,68,48,79,96,79,1
106,76,94,96,107,99,71,116,99,71,107,75,96,118,96,1
106,76,102,96,107,96,84,116,103,84,103,71,92,123,100,1
77,60,76,81,83,81,60,83,85,63,75,67,87,100,83,1
99,80,85,87,103,87,93,107,92,78,100,86,85,112,92,3
99,84,96,92,103,96,88,103,100,90,104,90,89,117,96,3
107,68,88,100,103,96,55,91,87,86,104,74,96,122,96,1
91,50,81,87,87,87,55,83,87,66,104,56,89,112,89,1
83,53,74,75,79,79,55,79,79,49,71,52,78,92,78,1
75,56,81,75,79,79,63,87,83,56,75,56,78,100,81,1
75,60,85,79,87,83,63,95,83,56,79,59,81,100,89,1
103,68,92,92,107,96,71,103,92,70,104,70,96,117,92,1
103,71,96,92,103,96,71,103,92,70,104,70,92,117,96,1
103,71,96,96,103,92,71,99,92,70,109,70,96,108,92,1
103,68,92,92,99,92,71,99,96,70,109,70,92,112,92,1
79,56,81,87,75,87,59,72,83,63,83,66,85,100,81,1
