@relation magic

@attribute FWidth numeric
@attribute FSize numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
14.2783,2.6048,27.0547,5.933,g
18.8897,2.8979,34.7037,3.9947,g
28.7172,3.594,58.9418,0.3565,g
13.9953,2.3395,-8.2607,50.2398,g
7.2118,2.1055,8.5221,46.066,g
15.1103,2.5132,-17.2508,21.3322,g
18.2593,2.854,36.6955,27.696,g
8.9051,2.2753,21.2835,52.542,g
12.5733,2.5472,11.9924,6.9113,g
11.2034,2.6493,12.9854,1.61,g
20.0717,2.6395,-29.0379,1.9921,g
18.6845,2.6753,19.7828,52.5269,g
29.7823,2.7853,-165.327,45.0304,g
31.1777,3.4894,68.4071,6.7811,g
6.8105,2.1089,10.374,18.095,g
18.5949,2.6839,-11.714,6.959,g
10.6094,2.4014,-15.7528,74.8176,g
17.7647,2.5888,13.9029,17.7064,g
30.5569,3.6543,35.1345,3.374,g
10.1348,2.3522,-6.977,40.884,g
11.8899,2.0588,-10.0733,77.047,g
20.2722,2.7486,31.0256,5.1486,g
21.3609,2.8882,32.8037,1.74,g
7.3155,2.2753,4.9596,68.446,g
19.6497,2.6642,12.7555,8.041,g
29.7172,3.1579,58.8996,11.855,g
22.1354,3.0885,48.5227,3.497,g
16.5206,2.4479,26.9558,15.8624,g
28.158,3.6759,-7.2309,0.128,g
24.5172,3.2718,34.6134,3.016,g
11.6095,2.608,40.0821,3.9822,g
15.8935,2.7616,-8.6944,37.555,g
17.772,2.5821,-16.9343,17.1286,g
6.9256,2.1945,13.7395,24.9416,g
17.9057,2.5152,23.8404,14.4579,g
16.5387,2.5763,14.3866,48.7839,g
20.8053,2.8932,-18.7156,7.6688,g
12.8339,2.3454,8.3106,30.5107,g
17.9911,2.7122,19.4459,8.1352,g
10.4908,2.1717,-3.5519,5.5558,g
17.0048,3.0883,15.4035,12.8359,g
35.1622,2.7716,33.1106,9.6533,g
22.4704,2.9845,-44.3815,6.6543,g
26.1247,2.9959,31.3099,34.7693,g
18.7265,2.76,32.5462,26.9369,g
14.8624,2.5024,-10.1323,19.405,g
12.554,2.5058,15.8397,15.175,g
13.8909,2.6702,58.5706,8.609,g
10.5634,2.3324,-19.1059,62.8383,g
16.9976,2.7164,-25.6281,2.03,g
21.1594,3.1461,99.862,0.221,g
14.9753,2.5038,14.7743,36.8492,g
15.4434,2.7612,21.465,8.163,g
24.5599,3.0441,37.6472,8.201,g
10.5395,2.4354,-17.4231,50.598,g
26.609,3.2316,63.948,4.319,g
10.551,2.3522,0.4974,19.37,g
11.7743,2.5465,-15.5618,12.7025,g
24.5386,3.7146,70.259,1.607,g
15.095,2.4683,-17.471,30.035,g
10.5822,2.2967,-6.8206,89.6759,g
13.6681,2.618,-34.9987,7.2332,g
14.1906,2.4814,24.2169,27.3402,g
10.7515,2.1414,-2.1701,85.4646,g
17.1847,2.871,65.415,6.9791,g
12.6227,2.4735,-3.9319,31.933,g
25.5809,3.5455,73.0712,3.186,g
11.0555,2.2648,-6.2517,26.8207,g
10.6174,2.1303,5.0114,45.2655,g
24.3665,3.0065,31.34,15.0473,g
23.4992,3.0755,-23.1843,5.892,g
24.2711,3.5073,77.4443,6.784,g
24.9919,2.989,-34.6403,3.7844,g
16.8772,2.9175,19.001,15.634,g
11.7368,2.5192,40.4022,10.349,g
7.1865,2.1746,10.6638,56.336,g
18.108,2.6937,-18.5717,2.407,g
14.4003,2.7731,35.4336,11.288,g
18.8832,3.2671,94.0484,1.892,g
20.353,2.8982,38.4208,16.25,g
16.0874,2.4997,-13.7131,11.052,g
14.9382,2.4541,15.6319,8.976,g
15.1052,2.4609,-11.6507,33.8143,g
17.3889,2.9355,-12.9673,3.335,g
14.4192,2.7344,24.5918,5.858,g
14.186,2.6069,-10.5751,39.3565,g
16.8328,2.7645,8.654,12.463,g
19.2236,2.608,13.4534,66.7511,g
12.7878,2.4464,17.6538,40.0066,g
10.0481,2.2989,15.455,66.57,g
12.909,2.4771,20.5384,11.423,g
15.4317,2.7547,-8.1747,52.3737,g
11.0819,2.1804,-6.8769,55.8846,g
26.6272,3.187,-19.7872,0.636,g
16.2269,2.5647,7.5072,61.157,g
11.6149,2.8395,36.9873,2.023,g
19.2043,2.7821,60.3149,7.444,g
26.4775,3.3753,40.0819,3.0791,g
14.35,2.3738,18.0815,2.2101,g
12.704,2.2253,-13.3648,0.0648,g
16.8163,2.5599,-11.5756,35.595,g
13.2289,2.4893,19.4601,55.7262,g
28.7648,3.1871,43.1273,14.918,g
16.5232,2.4005,16.4595,15.228,g
11.6489,2.3464,4.6868,69.7431,g
15.2931,2.8482,19.472,12.26,g
15.509,2.7292,37.5807,4.819,g
18.208,3.1339,18.2696,5.624,g
19.6402,2.8429,29.1531,8.376,g
23.4733,3.1508,45.1187,13.5688,g
47.6357,3.6409,57.1007,4.972,g
23.206,2.9969,15.2445,10.176,g
20.9084,3.0147,40.8734,3.7613,g
11.6365,2.2648,3.0816,31.9616,g
21.6453,3.2398,28.351,3.1992,g
15.7316,2.4241,-17.6937,38.1018,g
11.4348,2.1658,-3.4,9.2006,g
12.8478,2.2999,-13.7213,38.1238,g
14.1842,2.4878,20.5257,29.5051,g
47.7498,4.3035,78.7445,1.102,g
10.3836,2.1717,5.9458,15.671,g
12.3687,2.29,-10.3179,4.708,g
25.8677,3.3082,50.6832,5.5598,g
77.28,4.0936,102.36,48.2051,g
12.1301,2.3856,13.4683,52.917,g
11.2666,2.2553,-5.2321,56.4005,g
36.7959,4.094,82.5596,5.8385,g
31.1437,3.8364,68.3527,0.616,g
33.9891,3.3646,52.1944,5.667,g
24.7409,3.3852,57.9402,3.0585,g
24.2276,2.953,22.7668,47.7302,g
15.4395,2.4298,-40.3603,1.886,g
8.981,2.29,12.6414,9.757,g
54.866,4.2023,83.0922,1.29,g
22.5353,2.6042,-13.9039,12.806,g
10.7436,2.1703,17.4334,66.17,g
25.1876,3.524,75.7354,1.027,g
24.6754,3.0276,-50.2421,2.8916,g
25.5277,3.1714,-22.5711,0.04,g
10.8047,2.5185,-24.8667,8.6072,g
28.6568,3.6747,74.3635,5.285,g
11.6431,2.5378,21.0699,9.224,g
16.424,2.9699,31.161,4.3301,g
23.4296,2.5664,18.0136,35.99,g
21.8207,3.2536,49.8945,3.048,g
12.9808,2.4108,6.2451,58.9308,g
12.5123,2.6735,19.0803,15.737,g
25.2638,3.3256,40.4314,3.174,g
32.0827,2.9403,-93.982,76.3636,g
38.2967,3.6225,72.4125,4.6358,g
13.9681,2.6637,25.9408,8.1316,g
18.9983,2.7774,13.7714,37.007,g
10.2137,2.3263,-6.9182,34.4181,g
24.0479,3.1508,-22.1735,3.034,g
9.5,2.2175,14.0473,0.1406,g
14.1391,2.6425,-10.1016,39.2421,g
24.0949,3.4298,59.5604,2.628,g
17.7692,2.6959,22.6601,27.5578,g
23.5629,3.4947,25.3189,1.272,g
12.8159,2.6058,18.8052,7.58,g
11.3629,2.4778,-5.7541,34.9402,g
0,2.248,20.6071,0,g
12.0094,2.4928,23.9532,7.271,g
17.4571,2.4265,13.509,84.8561,g
17.8084,2.9479,28.0419,0.595,g
51.6687,3.5509,87.8661,29.8807,g
11.7068,2.3589,-4.9165,16.343,g
11.9384,2.3856,20.3275,3.2309,g
10.1972,2.3811,19.821,0.0365,g
17.0073,2.5982,-6.787,0.4079,g
7.3075,2.3444,12.9679,5.242,g
11.2107,2.1569,6.7743,28.2782,g
13.2952,2.7271,18.8399,5.2729,g
11.1756,2.3075,-6.3121,48.278,g
12.0817,2.7763,13.6391,3.7449,g
14.0979,2.4871,45.6978,40.3788,g
31.2844,3.5004,69.656,13.0114,g
25.4082,2.699,18.7668,7.282,g
17.4642,2.7114,39.6746,1.676,g
16.4011,2.688,24.9757,0.972,g
17.9806,2.356,-25.4106,29.924,g
10.999,2.3692,6.3665,11.404,g
7.1154,2.1688,12.1429,36.086,g
13.8823,2.632,42.0317,15.597,g
24.3642,3.4442,48.6375,1.0525,g
13.3309,2.6138,15.4709,17.981,g
16.9068,2.5999,21.735,11.7643,g
10.2651,2.1804,6.659,25.938,g
10.1677,2.2945,17.9852,29.348,g
12.3735,2.7003,-13.8276,1.2986,g
15.3273,2.3304,11.5547,54.418,g
22.0666,2.8479,-14.1855,0.164,g
16.7437,2.4564,-16.2297,21.088,g
6.9873,2.0626,-12.0341,52.3913,g
25.8946,3.0362,-20.9438,6.2066,g
7.0622,2.2135,-13.0988,16.6934,g
16.5052,2.5132,37.1243,9.1922,g
18.914,2.7885,-35.4151,18.5166,g
21.6256,2.5729,18.5954,52.1482,g
33.2752,3.417,78.7495,3.485,g
26.7363,3.1106,24.1424,15.4057,g
19.7139,2.772,16.7179,37.73,g
15.8752,2.3847,-17.7029,11.1527,g
7.1417,2.1599,12.5352,23.469,g
7.4352,2.1945,-4.5237,60.197,g
31.4947,3.7937,40.9948,4.6349,g
33.5754,3.9723,72.151,1.7384,g
15.1771,2.7619,22.2786,1.2204,g
16.7782,2.499,6.1535,5.528,g
26.527,3.3859,-19.3863,5.919,g
6.9164,2.0737,-9.9931,80.8843,g
33.6384,3.8899,98.5182,3.689,g
12.4692,2.6238,10.9969,11.655,g
12.2973,2.6435,-41.2341,5.096,g
22.3844,3.1623,38.4787,14.438,g
9.1748,2.3683,-20.3611,20.189,g
10.7983,2.1644,6.3821,77.35,g
21.7687,2.9673,13.6455,7.915,g
17.3591,2.8924,31.2791,11.7003,g
20.5852,2.786,71.3691,53.6537,g
15.5991,2.5514,-18.2899,4.1919,g
29.0385,3.5391,36.9943,3.5017,g
20.1755,3.1302,-23.6381,6.997,g
6.6819,2.224,-15.5071,41.1662,g
34.1015,3.8824,73.5551,1.2801,g
20.2189,2.5617,10.827,71.603,g
9.4474,2.3454,-18.5079,66.9996,g
9.8834,2.1987,6.7234,67.2734,g
18.4557,2.8028,20.747,34.5962,g
30.8593,2.7709,33.5565,19.286,g
16.4298,2.5058,23.7806,12.9854,g
12.4339,2.5832,-22.5169,28.8406,g
17.7958,2.6149,11.4679,18.766,g
11.9064,2.5119,10.1816,16.6009,g
21.18,3.135,25.9401,1.2333,g
16.7679,2.6415,25.1794,9.544,g
22.0154,3.3528,36.0049,3.613,g
14.0939,2.5302,-32.9212,13.666,g
13.1887,2.4158,18.2315,47.1919,g
18.1389,2.6902,-35.6108,15.1361,g
23.174,2.9743,35.3128,26.0548,g
12.8734,2.4273,12.9184,15.6293,g
20.4129,3.0732,32.657,7.9513,g
10.541,2.4713,-7.5841,40.222,g
15.465,2.5746,-16.8269,21.198,g
6.5949,2.1629,12.8695,79.998,g
16.0047,2.5079,11.6213,10.3482,g
14.0055,2.5459,8.1759,7.8286,g
10.0152,2.3674,16.9618,6.211,g
25.2222,3.0504,-11.5183,0.936,g
10.4787,2.5769,95.5549,7.499,g
12.9889,2.4191,5.0107,10.139,g
20.3134,3.1824,-24.53,1.825,g
10.7925,2.2553,-4.2068,33.7063,g
16.7898,2.5165,24.0955,10.224,g
12.6677,2.2695,-7.0134,12.169,g
18.1027,2.7789,22.6046,0.374,g
11.7922,2.4564,29.5911,4.632,g
19.3932,2.9654,27.367,2.217,g
17.0257,2.9167,22.2628,10.463,g
27.2913,3.3748,77.6765,5.219,g
17.2466,2.636,28.1244,13.9329,g
10.8676,2.3032,6.5996,2.0198,g
16.6536,2.433,21.6265,39.092,g
11.2633,2.4487,22.7847,35.72,g
21.4521,2.8745,18.2,65.437,g
12.7081,2.1987,13.0024,46.9182,g
12.3589,2.3043,9.8271,3.08,g
14.9086,2.5711,9.4054,21.5187,g
19.6322,2.8531,-41.8713,4.9204,g
15.0564,2.8932,72.9835,8.5788,g
12.3608,2.4338,14.7387,48.9365,g
11.6604,2.7608,25.719,2.76,g
18.1651,3.0544,23.9125,10.098,g
17.2311,2.8182,14.8688,30.1483,g
15.1339,2.7439,-63.6452,0.415,g
6.5382,2.2577,9.716,6.624,g
26.1937,3.5336,60.5693,0.0974,g
15.3675,2.4676,-55.5729,0.2621,g
27.0644,3.3412,59.1152,2.8559,g
14.307,2.8624,15.6654,5.717,g
30.2831,3.3527,73.4392,9.2458,g
9.6981,2.3971,-13.8015,15.6504,g
28.6276,2.9172,-21.5674,79.5884,g
20.6802,2.9976,25.2643,32.1731,g
10.4453,2.1414,5.6563,34.5856,g
16.1898,2.4728,18.2376,11.6565,g
15.7187,2.356,-11.5654,64.773,g
17.6255,2.6928,26.9253,22.139,g
20.1143,2.769,10.3599,3.9876,g
11.149,2.4216,8.1895,10.828,g
31.0659,3.2227,-59.0359,9.3521,g
6.8068,2.1222,-13.6566,45.363,g
7.1638,2.1222,10.6607,18.8504,g
17.7497,3.0527,75.4977,1.003,g
17.8379,2.7694,-26.385,4.4274,g
10.1132,2.3054,19.8488,41.9953,g
18.266,2.7839,-25.2459,8.8024,g
26.9201,2.9117,11.6842,0.471,g
38.7029,3.8238,51.035,2.163,g
28.5707,2.9934,38.1488,7.734,g
20.5986,2.8633,17.0686,7.0737,g
22.0771,2.9571,62.1973,7.795,g
11.8,2.1945,9.8061,81.1099,g
19.0951,3.0037,-20.377,60.676,g
28.2893,2.9071,-34.9487,4.443,g
6.9982,2.0881,-12.731,19.5113,g
17.5892,2.913,70.6436,9.8881,g
22.0464,2.4928,43.8114,0.306,g
23.5601,2.8837,-33.4621,20.194,g
21.9043,3.2156,82.872,1.789,g
8.6703,2.5581,17.8782,12.3552,g
9.4291,2.5045,-10.1234,3.9731,g
17.6134,2.3375,-6.0435,87.1172,g
16.0658,2.5664,-12.3548,12.0409,g
12.2056,2.5112,55.7144,45.43,g
20.7811,3.049,46.8973,0.064,g
11.2412,2.5647,11.1488,21.922,g
17.3243,2.6812,19.2247,10.273,g
19.5178,3.0869,34.423,6.8749,g
33.7394,3.0471,41.8923,3.5519,g
10.3694,2.2867,-5.982,29.068,g
9.5856,2.3541,11.6377,22.9198,g
28.1339,3.4716,87.4095,5.5776,g
12.2856,2.3683,10.8712,69.3995,g
15.2972,2.8038,27.3937,1.573,g
21.7989,3.3395,17.216,7.847,g
36.6013,2.8238,-74.705,1.804,g
31.9545,3.0533,70.0167,11.127,g
12.5351,2.3551,-7.3783,2.7625,g
11.5361,2.4487,37.6792,7.8731,g
12.6409,2.4289,15.2283,38.5808,g
27.2537,3.6566,80.3109,2.3845,g
14.8588,2.4082,-22.6627,2.9606,g
28.976,3.48,78.2302,3.347,g
18.9343,2.8663,21.3642,4.734,g
6.9481,2.1255,-12.3834,30.5302,g
10.3781,2.2041,-9.7754,26.6697,g
15.2609,2.7415,-11.3924,15.109,g
24.3793,3.1654,-23.1328,5.6692,g
28.0417,3.2475,-7.6113,4.366,g
9.6578,2.2625,14.879,58.609,g
15.5105,2.2695,-12.8796,64.1895,g
14.9856,3.1785,38.1085,11.13,g
14.9414,2.7392,-34.7392,2.0311,g
14.8974,2.8663,15.8798,7.136,g
21.4058,3.1119,83.8344,3.3923,g
7.1717,2.1255,8.9641,85.103,g
16.2843,2.5605,-15.9867,83.8081,g
16.6565,2.5922,-11.5213,41.436,g
14.544,2.4639,-16.0339,37.3772,g
19.6081,2.913,-29.321,5.841,g
21.8043,2.8814,-31.9521,2.232,g
21.566,3.3999,34.0096,3.415,g
34.7618,3.1952,62.5676,0.385,g
17.667,2.6561,35.3398,13.47,g
21.1807,2.7509,-20.8938,2.2982,g
6.9123,2.1383,11.3333,13.7252,g
15.2975,2.5933,11.1188,14.19,g
14.7389,2.5112,-9.1181,25.4671,g
20.2219,2.9017,28.2485,11.539,g
17.4888,2.4273,-15.2153,77.863,g
10.4544,2.4354,-20.3157,3.098,g
17.4496,2.7536,-9.03,5.178,g
19.884,2.7672,24.1669,35.4229,g
10.4919,2.3802,20.1849,38.5604,g
20.7548,3.0434,20.903,6.941,g
9.1648,2.3927,13.5618,42.0149,g
17.6472,3.058,8.1116,16.169,g
12.4431,2.5752,-25.4924,6.518,g
12.8153,2.5145,86.6147,5.608,g
26.8179,3.4736,51.8924,1.6503,g
27.9572,3.3001,23.2692,15.7121,g
64.7326,4.4401,81.7727,3.934,g
7.2364,2.0394,-7.7699,75.0703,g
16.183,2.6758,12.5653,15.0673,g
21.5574,3.2414,-41.4037,2.402,g
13.5856,3.0759,37.2018,6.509,g
25.5685,2.9956,-40.6384,13.1445,g
6.8126,2.1255,14.8941,63.211,g
11.8352,2.6294,-5.5442,9.0379,g
38.2386,3.0523,-26.2611,6.5405,g
23.7599,3.0356,133.254,4.2004,g
34.9071,3.2667,18.4641,12.275,g
18.1433,2.6826,38.4226,27.1254,g
19.1173,2.5224,-6.568,11.766,g
7.3118,2.1319,9.008,9.906,g
49.0521,3.7862,-56.9212,3.3724,g
23.2246,3.0077,20.2602,37.48,g
15.2802,2.7007,25.7461,11.9391,g
11.3642,2.659,-12.0184,12.957,g
21.9403,2.6304,23.5684,32.3326,g
10.535,2.316,16.9989,5.225,g
15.3539,2.6604,19.2773,2.124,g
15.0088,2.6493,9.6941,3.7162,g
16.8303,2.8299,11.3306,14.2238,g
15.8885,2.4661,17.6816,52.9701,g
15.5018,2.6405,15.8569,20.1575,g
15.5684,2.4594,15.5891,86.1482,g
16.844,2.6222,18.4922,19.4837,g
34.4459,3.8903,36.7097,6.31,g
9.5944,2.3674,-14.7571,6.052,g
20.163,2.8322,16.9479,37.794,g
15.2293,2.8561,37.9769,7.803,g
19.9142,2.7828,41.7952,11.9522,g
16.4216,2.42,8.7507,36.448,g
18.3705,2.6186,24.7697,14.0382,g
12.741,2.243,-11.576,1.7,g
10.22,2.3444,15.8737,31.0635,g
12.874,2.6474,24.718,6.308,g
16.8994,2.8546,34.1704,13.2921,g
11.2948,2.0952,0.4805,5.011,g
18.8476,3.0535,50.8548,4.043,g
18.7514,2.8212,47.0202,4.502,g
9.3952,2.2707,9.6944,30.754,g
23.5549,2.9643,42.5896,22.3299,g
14.738,2.683,-21.7731,12.395,g
13.399,2.6439,-54.2239,2.219,g
37.4949,3.3597,135.353,0.35,g
26.3565,3.7968,60.3927,2.555,g
44.9876,3.3242,-47.0178,8.252,g
11.1674,2.4208,8.6544,17.1627,g
13.3194,2.3375,24.8832,34.735,g
23.3557,2.8979,36.4954,5.6571,g
6.9088,2.1629,12.8164,48.4705,g
23.2731,3.1002,38.4705,4.6995,g
12.8733,2.586,-6.3392,33.8273,g
26.9121,3.4607,65.9371,5.2634,g
28.0085,3.3472,89.8588,3.972,g
19.8224,3.1506,18.1879,4.655,g
12.5353,2.3201,-3.1969,63.8003,g
14.1112,2.5198,-14.4798,21.041,g
7.6265,2.281,14.0161,15.261,g
9.4561,2.4108,12.064,20.7532,g
7.4617,2.2148,-18.5409,7.5434,g
18.1572,2.2504,-14.4351,53.056,g
6.9948,2.2055,-13.795,6.208,g
14.27,2.3128,19.5224,74.383,g
11.3952,2.5545,40.8819,1.121,g
17.6753,2.938,-15.9801,15.639,g
20.5583,2.7011,-41.1312,11.0229,g
17.7412,2.6175,-13.7601,75.1784,g
7.0286,2.2148,-11.7875,3.3457,g
11.2402,2.4624,-21.3665,18.0262,g
21.8339,2.8312,30.4735,2.858,g
14.5135,2.8938,-25.0176,2.231,g
20.2164,3.1235,-10.5861,6.4861,g
32.686,3.513,132.099,6.204,g
7.0722,2.2978,-9.8466,14.3451,g
18.2024,2.3531,33.2677,10.9465,g
6.6794,2.1222,-15.6104,50.0938,g
22.6577,3.3752,57.0393,1.092,g
51.1412,3.6964,82.19,1.404,g
19.2143,2.7173,13.2407,13.341,g
22.4331,3.0197,42.8629,6.8408,g
19.8149,2.7222,-20.715,1.367,g
15.7565,2.6253,17.0519,13.4306,g
25.1619,3.5143,70.7019,2.384,g
32.288,3.3502,-35.9464,0.894,g
28.1022,3.3598,-36.8489,2.5365,g
11.5542,2.5179,16.1411,13.218,g
12.7014,2.6026,14.3524,13.7782,g
9.8381,2.2529,11.5088,4.1946,g
24.9616,3.2901,-25.6589,17.388,g
15.0075,2.6037,15.484,89.502,g
20.5216,2.5533,15.9451,80.2307,g
24.7773,3.3432,98.5072,8.624,g
10.6409,2.3334,3.8366,57.4463,g
15.6826,2.734,22.7188,4.042,g
32.1129,3.2679,25.6297,25.0566,g
21.5095,3.159,40.895,6.69,g
19.0882,2.8722,-22.078,9.518,g
18.2984,2.4306,-14.7538,1.8311,g
25.7576,2.5988,18.2108,20.441,g
12.6187,2.4099,5.6346,70.525,g
14.6465,2.4771,-9.7435,89.2364,g
9.4179,2.2776,-4.6403,42.5529,g
15.4297,2.6924,22.7079,2.826,g
21.9099,2.738,20.2956,14.885,g
14.6598,2.4857,-11.7832,87.5655,g
21.5701,2.8445,34.2588,13.2839,g
0.0001,2.1629,-0.0001,81.1385,g
36.8864,3.5261,65.5969,3.9967,g
12.6787,2.5159,12.044,8.694,g
23.1967,3.1999,79.4269,6.278,g
0,2.2393,0,0.0002,g
12.0564,2.0881,-7.2782,60.148,g
16.5781,2.6503,-11.6572,38.7226,g
21.9331,2.9206,32.6991,2.447,g
11.6516,2.3541,-4.3292,8.8466,g
11.2497,2.0774,6.6654,42.6363,g
27.8348,3.6693,56.9755,0.9347,g
10.1583,2.281,10.8606,42.612,g
29.0068,3.2583,-47.649,2.405,g
29.923,3.2874,89.1856,18.761,g
12.4183,2.5126,9.3134,14.708,g
11.287,2.2135,-5.4779,71.829,g
18.2265,3.0943,27.5274,7.1492,g
15.4495,2.5694,26.4849,13.3324,g
14.4609,2.8621,34.4628,7.463,g
27.2268,3.5583,99.861,4.8363,g
22.1106,2.5372,-3.8675,21.346,g
12.0956,2.5126,-22.2721,2.2868,g
9.8345,2.3345,13.2696,33.3598,g
9.8939,2.3324,-6.7595,42.667,g
18.336,3.0356,20.9361,10.124,g
0,2.1222,14.8232,44.9245,g
23.1087,3.0374,27.1432,16.5465,g
16.1087,2.6279,23.953,2.6246,g
10.3133,2.6712,15.354,1.612,g
12.8991,2.4836,11.1418,54.9825,g
23.4119,2.7423,-84.3148,47.6489,g
26.8957,3.4173,28.0616,8.8138,g
19.2567,2.6154,-29.0892,0.3475,g
16.6151,2.5065,-14.5471,23.959,g
11.5514,2.4448,16.2873,30.194,g
17.0346,2.6091,-13.2382,3.8476,g
30.0083,3.3167,68.6832,1.7621,g
34.8994,3.1992,52.9796,1.1808,g
26.0793,2.9734,52.1499,5.836,g
6.7535,2.3701,28.6709,31.305,g
13.9275,2.4448,-18.529,17.451,g
17.5971,3.2588,44.7499,1.345,g
13.6449,2.8686,64.8371,5.4939,g
21.4451,3.3062,30.6774,1.594,g
26.8483,3.0175,-18.6459,2.9973,g
26.2355,2.9312,-28.365,19.5495,g
24.4091,3.4817,31.9105,0.5754,g
20.5946,2.8754,-20.0014,3.9848,g
6.8968,2.1973,14.628,11.338,g
15.0884,2.6735,25.4226,3.375,g
10.076,2.3139,14.5138,16.59,g
24.0813,3.2086,74.0868,0.0608,g
14.8676,2.567,-20.3785,6.7835,g
10.7448,2.4314,-15.9745,72.273,g
20.6704,3.1411,40.2262,6.81,g
25.6478,2.76,22.5389,26.8176,g
12.88,2.2799,13.6196,28.38,g
7.0226,2.2945,-17.999,18.463,g
17.0717,2.749,-33.8718,2.489,g
14.8097,2.5993,-16.7027,1.646,g
24.9905,3.0263,-33.2579,5.5932,g
31.1934,3.2191,-78.225,29.81,g
33.0359,3.7144,61.0629,1.216,g
17.642,2.4401,8.1856,23.0778,g
18.7904,3.0599,37.3658,10.563,g
7.4377,2.1717,6.8109,36.0106,g
53.3001,4.3727,85.2481,1.5862,g
16.6948,2.9652,45.5756,12.2356,g
18.5401,2.6875,21.0689,9.5992,g
11.5222,2.0314,-7.8399,7.7639,g
9.9035,2.4417,22.3187,3.363,g
12.4113,2.2911,7.2857,3.769,g
12.1401,2.4564,12.3815,34.0048,g
47.0706,3.0527,84.604,17.086,g
27.7213,3.0075,11.0123,11.218,g
16.7608,2.5894,-20.4525,1.392,g
9.0561,2.2788,-15.2036,16.244,g
31.4427,3.861,60.4412,0.7859,g
18.346,2.918,65.9962,8.966,g
10.799,2.5276,-17.5384,2.5729,g
11.7168,2.4654,-19.6516,16.7287,g
21.0655,2.5557,40.0827,1.843,g
18.4889,3.0304,-25.1251,0.1562,g
14.8362,2.4385,19.6848,16.534,g
16.622,2.8707,-7.0839,0.107,g
11.1882,2.1732,3.378,57.878,g
15.745,2.5165,41.0032,11.976,g
18.1874,2.5557,11.0315,57.1013,g
11.8001,2.444,-15.3248,86.4267,g
8.7202,2.6085,32.4583,15.032,g
25.5212,2.9963,76.7409,5.4781,g
23.6269,3.3415,47.3407,12.3916,g
30.9809,3.1274,48.7238,11.138,g
10.6311,2.6985,7.9539,12.0162,g
24.8864,3.3198,57.6754,4.418,g
68.5193,3.8612,110.795,6.138,g
23.4599,2.9865,22.6608,5.359,g
12.9625,2.4023,-13.5339,45.173,g
16.3666,2.6875,-17.1426,21.0153,g
12.9157,2.4983,-19.9547,37.039,g
27.8542,3.8487,70.3519,0.9381,g
18.1494,2.642,-19.0636,4.4298,g
11.0749,2.2175,-6.1257,68.7191,g
13.8846,2.5011,-23.3316,16.5678,g
32.775,3.4447,63.4476,5.007,g
22.0371,2.6812,16.4511,45.3284,g
7.3237,2.0986,7.6258,70.3421,g
20.6215,2.9754,128.313,8.35,g
27.7106,3.6192,-42.5904,0.7124,g
13.0214,2.8379,29.7617,5.173,g
13.5756,2.6449,-11.5951,3.2859,g
7.1154,2.1688,12.1438,35.77,g
28.8037,3.709,88.063,0.3439,g
27.3733,3.4867,90.0788,15.2076,g
24.6191,3.3424,53.0684,4.1034,g
20.7163,2.8482,20.809,1.8065,g
16.2913,2.9199,25.7342,0.2439,g
26.1815,3.5952,71.2449,4.536,g
26.6785,3.0835,13.0877,42.931,g
10.6247,2.5977,20.6578,15.033,g
14.538,2.3664,-17.9796,49.8459,g
20.9993,2.9621,11.9051,13.6362,g
25.6996,3.2413,22.8047,0.076,g
15.5049,2.7638,14.9493,43.154,g
10.199,2.2095,11.6295,76.5709,g
13.7355,2.4208,-11.75,55.1534,g
47.5454,3.9939,-54.4754,0.982,g
21.5383,3.1321,66.3915,5.9111,g
16.2729,2.6138,-8.8271,5.5254,g
17.8816,2.6042,16.5482,20.435,g
17.5866,2.7763,43.7768,4.233,g
15.9342,2.5966,19.1356,4.803,g
12.1002,2.5328,-10.5611,10.0186,g
19.4828,2.9602,-20.0431,6.1998,g
12.2252,2.4091,10.9236,22.232,g
29.5155,2.9963,38.3185,3.237,g
21.3518,2.9576,31.882,2.325,g
13.591,2.7649,27.7357,2.2025,g
24.7377,3.1988,-8.5865,8.99,g
11.0847,2.4224,-19.7655,6.3588,g
7.1192,2.2636,10.0491,0.9086,g
11.0335,2.0986,5.7719,89.9026,g
15.0011,2.7139,7.1687,11.359,g
15.0453,2.6064,-21.2118,25.312,g
18.9588,2.9687,24.7853,10.02,g
29.529,2.8751,-40.0109,9.9265,g
13.3418,2.6123,42.0923,1.759,g
24.2468,2.7497,-36.4776,53.5987,g
22.854,3.2172,53.6037,7.0548,g
17.912,2.7181,33.9482,11.762,g
27.0787,3.5292,67.9722,6.2195,g
49.6183,4.2261,82.8447,1.064,g
11.4876,2.2368,-7.0645,62.804,g
7.3932,2.2589,3.7607,2.602,g
14.4361,2.9274,-32.5599,2.915,g
24.3384,2.4031,-21.9428,11.0181,g
28.1619,2.9053,18.4893,1.0274,g
10.46,2.2095,-8.2959,89.8113,g
19.6182,2.6803,-14.0016,14.9018,g
12.2412,2.6964,-21.3713,15.563,g
25.1742,3.3245,22.3913,3.9509,g
12.8107,2.3531,-13.9132,8.542,g
16.4877,2.6508,-15.2749,17.1919,g
22.8667,2.913,20.7251,30.6349,g
14.529,2.841,54.2408,1.534,g
13.5042,2.5635,18.1721,2.867,g
21.4939,2.8579,-24.1268,10.894,g
