@relation german

@attribute StatusAccount {A11,A12,A14,A13}
@attribute CreditAmount numeric
@attribute SavingsAccount {A65,A61,A63,A64,A62}
@attribute EmploymentSince {A75,A73,A74,A71,A72}
@attribute StatusAndSex {A93,A92,A91,A94}
@attribute Property {A121,A122,A124,A123}
@attribute Telephone {A192,A191}
@attribute Customer {1,2}

@data
A12,9857,A62,A74,A93,A122,A192,1
A11,1053,A61,A72,A94,A121,A191,1
A14,6761,A61,A74,A93,A124,A192,1
A14,5190,A65,A75,A93,A122,A192,1
A14,1505,A61,A73,A93,A124,A192,1
A12,6148,A62,A75,A94,A123,A192,1
A14,2171,A61,A72,A92,A123,A191,1
A12,754,A65,A75,A93,A122,A191,1
A14,2346,A61,A74,A93,A123,A192,1
A12,1414,A61,A73,A93,A121,A191,1
A14,15653,A61,A74,A93,A123,A192,1
A14,1474,A62,A72,A94,A121,A192,1
A14,3812,A62,A72,A92,A123,A192,1
A14,3229,A65,A71,A93,A124,A192,1
A12,3496,A64,A73,A93,A123,A192,1
A14,3181,A61,A72,A92,A122,A192,1
A14,4594,A61,A72,A93,A123,A192,1
A13,3049,A61,A72,A92,A122,A191,1
A14,1950,A61,A74,A93,A123,A192,1
A13,3617,A65,A75,A93,A124,A191,1
A11,1526,A61,A75,A93,A124,A191,1
A14,7238,A65,A75,A93,A123,A191,1
A14,7409,A65,A75,A93,A122,A191,1
A11,701,A61,A73,A94,A121,A191,1
A14,1244,A65,A75,A92,A122,A191,1
A11,2483,A63,A73,A93,A121,A192,1
A12,1521,A61,A73,A91,A123,A191,1
A13,1347,A65,A74,A93,A122,A192,1
A11,343,A61,A72,A92,A121,A191,1
A14,701,A61,A73,A93,A123,A191,1
A12,6468,A65,A71,A91,A121,A192,1
A14,7166,A65,A74,A94,A122,A192,1
A11,1498,A61,A73,A92,A123,A191,1
A14,1300,A65,A75,A93,A124,A191,1
A11,8065,A61,A73,A92,A124,A192,2
A12,639,A61,A73,A93,A123,A191,2
A11,750,A61,A71,A92,A121,A191,2
A11,1977,A65,A75,A93,A124,A192,2
A12,3804,A61,A73,A92,A123,A192,2
A12,6288,A61,A73,A93,A124,A191,2
A11,1442,A61,A74,A93,A124,A191,2
A11,1024,A61,A72,A94,A121,A191,2
A11,709,A61,A75,A93,A121,A191,2
A12,1534,A61,A72,A94,A121,A191,2
A12,14421,A61,A73,A93,A123,A192,2
A11,1845,A61,A73,A93,A124,A192,2
A14,1819,A61,A73,A93,A124,A192,2
A11,1553,A61,A73,A93,A123,A191,2
A12,1264,A62,A73,A94,A122,A191,2
A12,1056,A61,A75,A93,A121,A191,2
A11,10297,A61,A74,A93,A124,A192,2
A14,1530,A61,A73,A93,A122,A191,2
A12,931,A62,A72,A92,A122,A191,2
A11,2406,A61,A74,A92,A121,A191,2
A11,684,A61,A73,A93,A123,A191,2
A12,884,A61,A75,A93,A123,A192,2
A12,1209,A61,A71,A93,A122,A192,2
A11,8229,A61,A73,A93,A122,A191,2
A11,3931,A61,A74,A93,A124,A191,2
A11,4605,A61,A75,A93,A124,A191,2
A12,4297,A61,A75,A91,A124,A192,2
A11,7865,A61,A75,A93,A124,A192,2
A11,1108,A61,A74,A93,A121,A191,2
A14,4463,A61,A73,A93,A123,A192,2
A12,5595,A62,A73,A94,A123,A191,2
A12,1237,A61,A73,A92,A121,A191,2
A12,4455,A61,A73,A91,A121,A192,2
A12,951,A62,A72,A92,A123,A191,2
A14,12680,A65,A75,A93,A124,A192,2
A11,1647,A65,A73,A93,A122,A191,2
A11,1207,A61,A72,A92,A122,A191,2
A14,7485,A65,A71,A92,A121,A192,2
A11,4817,A61,A74,A93,A122,A192,2
A12,9398,A61,A72,A94,A123,A192,2
A11,1198,A61,A75,A92,A124,A191,2
A12,1331,A61,A72,A93,A123,A191,2
A12,12579,A61,A75,A92,A124,A192,2
A12,2820,A61,A72,A91,A123,A191,2
A12,11328,A61,A73,A93,A123,A192,2
A11,9629,A61,A74,A93,A123,A192,2
A11,2625,A61,A75,A93,A122,A192,2
A12,8386,A61,A74,A93,A122,A191,2
A12,8318,A61,A75,A92,A124,A192,2
A12,2064,A61,A71,A92,A122,A192,2
A11,3234,A61,A72,A92,A121,A192,2
A11,1282,A61,A73,A92,A123,A191,2
A12,1953,A61,A75,A93,A124,A192,2
A11,5179,A61,A74,A93,A122,A191,2
A11,4370,A61,A74,A93,A122,A192,2
A14,3914,A65,A73,A91,A121,A191,2
A14,1386,A63,A73,A92,A122,A191,2
A13,2319,A61,A72,A91,A123,A191,2
A11,1381,A65,A73,A92,A122,A191,2
A11,2302,A61,A73,A91,A123,A191,2
A11,1333,A61,A71,A93,A121,A191,2
A11,1882,A61,A73,A92,A123,A191,2
A12,6468,A65,A71,A93,A124,A192,2
A12,5096,A61,A73,A92,A123,A192,2
A12,2762,A65,A75,A92,A122,A192,2
A11,5293,A61,A71,A93,A122,A192,2
A12,4933,A61,A74,A93,A121,A191,2
A12,959,A61,A73,A92,A123,A191,2
A14,4611,A61,A72,A92,A122,A191,2
A11,2149,A61,A73,A91,A124,A191,2
A14,2397,A63,A75,A93,A123,A192,2
A11,6199,A61,A73,A93,A122,A192,2
A12,6224,A61,A75,A93,A124,A191,2
A12,1223,A61,A75,A91,A121,A191,2
A12,4736,A61,A72,A92,A123,A191,2
A12,5129,A61,A75,A92,A124,A192,2
A12,4280,A62,A73,A92,A123,A191,2
A14,2169,A61,A73,A94,A123,A192,2
A11,950,A61,A75,A93,A123,A191,2
A14,1123,A63,A73,A92,A123,A191,2
A11,902,A61,A74,A94,A122,A191,2
A11,8978,A61,A75,A91,A122,A192,2
A11,3108,A61,A72,A91,A122,A191,2
A11,3446,A61,A75,A93,A123,A191,2
A11,2145,A61,A74,A93,A123,A192,2
A14,2292,A61,A71,A93,A123,A192,2
A14,2775,A61,A74,A93,A122,A191,2
A11,691,A61,A75,A93,A122,A191,2
A13,2864,A61,A73,A93,A121,A191,2
A11,1823,A61,A71,A93,A123,A191,2
A13,1240,A62,A75,A92,A124,A191,2
A11,448,A61,A72,A92,A122,A191,2
A12,5234,A61,A71,A94,A123,A191,2
A12,14027,A61,A74,A93,A124,A192,2
A11,4153,A61,A73,A93,A123,A191,2
A12,2671,A62,A73,A92,A124,A191,2
A11,976,A61,A72,A92,A123,A191,2
A12,9034,A62,A72,A93,A124,A192,2
A11,674,A62,A74,A94,A122,A191,2
A13,745,A61,A73,A92,A121,A191,2
A12,14318,A61,A75,A93,A124,A192,2
A14,719,A61,A75,A93,A123,A191,2
A13,1271,A65,A73,A93,A124,A192,2
A11,1275,A65,A73,A92,A123,A191,2
A11,2473,A61,A71,A93,A123,A191,2
A12,3060,A61,A74,A93,A121,A191,2
A11,2359,A62,A71,A91,A122,A191,2
A11,3386,A61,A75,A93,A124,A192,2
A11,1193,A61,A71,A92,A124,A191,2
A12,1295,A61,A72,A92,A123,A191,2
A13,4210,A61,A73,A93,A123,A191,2
A11,915,A65,A75,A92,A123,A191,2
A11,1372,A61,A74,A91,A123,A191,2
A12,1924,A65,A72,A92,A121,A191,2
A11,7763,A61,A75,A93,A124,A191,2
A12,15945,A61,A72,A93,A124,A192,2
A12,2718,A61,A73,A92,A122,A192,2
A12,1778,A61,A72,A92,A121,A191,2
A12,4057,A61,A74,A91,A123,A192,2
A12,6416,A61,A75,A92,A124,A191,2
A14,2570,A61,A73,A92,A121,A191,2
A11,11998,A61,A72,A91,A124,A192,2
A11,3123,A61,A72,A92,A122,A191,2
A11,1358,A65,A75,A93,A123,A192,2
A12,2039,A61,A72,A94,A122,A192,2
A11,3190,A61,A73,A92,A121,A191,2
A11,3345,A61,A75,A93,A122,A192,2
A11,6229,A61,A72,A92,A124,A192,2
A12,1437,A62,A74,A93,A124,A191,2
A11,9271,A61,A74,A93,A123,A192,2
A14,9572,A61,A72,A91,A123,A191,2
A14,6761,A65,A73,A93,A123,A191,2
A11,2124,A61,A73,A92,A121,A191,2
A12,3915,A61,A73,A93,A123,A192,2
A12,2225,A61,A75,A93,A124,A192,2
A11,1659,A61,A72,A92,A123,A192,2
A11,4843,A61,A75,A93,A122,A192,2
A14,5003,A65,A73,A92,A122,A192,2
A14,7980,A65,A72,A93,A123,A192,2
A14,1478,A61,A74,A93,A123,A191,2
A12,2520,A63,A73,A93,A122,A191,2
A12,1922,A61,A73,A93,A122,A191,2
A11,6999,A61,A74,A94,A121,A192,2
A11,1282,A62,A73,A92,A123,A191,2
A11,3051,A61,A73,A93,A123,A191,2
A12,4241,A61,A73,A93,A121,A192,2
A12,7408,A62,A72,A92,A122,A191,2
A12,12976,A61,A71,A92,A124,A192,2
A11,654,A61,A73,A93,A123,A191,2
A12,888,A61,A75,A93,A123,A191,2
A12,4249,A61,A71,A94,A123,A191,2
A11,7174,A65,A74,A92,A123,A192,2
A12,918,A61,A73,A92,A122,A191,2
A14,2580,A63,A72,A93,A121,A191,2
A14,8648,A61,A72,A93,A123,A192,2
A11,3959,A61,A73,A92,A122,A192,2
A12,1216,A62,A72,A93,A124,A191,2
A11,7511,A65,A75,A93,A122,A192,2
A11,1371,A65,A73,A92,A121,A191,2
A12,4746,A61,A72,A93,A122,A191,2
A12,2150,A61,A73,A92,A124,A191,2
A12,2767,A62,A75,A91,A123,A191,2
A11,7685,A61,A74,A92,A123,A191,2
A14,11590,A62,A73,A92,A123,A191,2
A11,3965,A61,A72,A93,A123,A191,2
A14,1533,A61,A72,A94,A122,A191,2
A11,6331,A61,A75,A93,A124,A192,2
A14,3621,A62,A75,A93,A123,A191,2
A14,1555,A64,A75,A93,A124,A191,2
A11,2996,A65,A73,A94,A123,A191,2
A14,433,A61,A71,A92,A121,A191,2
A11,1285,A65,A74,A92,A124,A191,2
A14,4165,A61,A73,A93,A123,A191,2
A12,6850,A62,A71,A93,A122,A192,2
A12,11938,A61,A73,A93,A123,A192,2
A12,15672,A61,A73,A93,A123,A192,2
A12,1484,A65,A73,A94,A121,A192,2
A12,3441,A62,A73,A92,A123,A191,2
A14,7127,A61,A72,A92,A122,A192,2
A11,4006,A61,A73,A93,A123,A191,2
A11,900,A65,A73,A94,A123,A191,2
A11,759,A61,A74,A93,A121,A191,2
A14,1808,A61,A74,A92,A121,A191,2
A11,697,A61,A72,A93,A123,A192,2
A12,1919,A62,A72,A93,A124,A191,2
A11,3414,A61,A72,A93,A122,A191,2
A14,1309,A65,A73,A93,A122,A191,2
A11,626,A61,A73,A92,A121,A191,2
A11,8335,A65,A75,A93,A124,A191,2
A11,4870,A61,A73,A93,A124,A191,2
A12,1928,A61,A72,A93,A121,A191,2
A11,2746,A61,A75,A93,A123,A191,2
A12,1136,A64,A75,A93,A124,A191,2
A12,766,A63,A73,A93,A121,A191,2
A11,2579,A61,A72,A93,A121,A191,2
A12,14782,A62,A75,A92,A124,A192,2
A13,2100,A61,A73,A93,A121,A191,2
A12,12612,A62,A73,A93,A124,A192,2
A13,947,A61,A74,A93,A124,A191,2
A12,3031,A62,A73,A93,A122,A191,2
A12,685,A61,A74,A94,A123,A191,2
A12,8086,A62,A75,A93,A123,A192,2
A11,795,A61,A72,A92,A122,A191,2
A11,3349,A63,A72,A93,A124,A192,2
A12,1245,A61,A73,A94,A123,A191,2
A14,2538,A61,A75,A93,A123,A191,2
A11,6143,A61,A75,A92,A124,A191,2
A11,2235,A61,A73,A94,A122,A191,2
A11,3384,A61,A73,A91,A121,A192,2
A12,10961,A64,A74,A93,A124,A192,2
A14,7855,A61,A73,A92,A121,A192,2
A11,6872,A61,A72,A91,A122,A192,2
A12,802,A61,A75,A93,A123,A191,2
A11,3499,A61,A73,A92,A121,A191,2
A11,6350,A65,A75,A93,A122,A191,2
A12,3844,A62,A74,A93,A124,A191,2
A14,10974,A61,A71,A92,A123,A192,2
A14,5943,A65,A72,A92,A123,A192,2
A12,5951,A61,A73,A92,A121,A191,2
A11,1938,A61,A72,A91,A122,A191,2
A11,7297,A61,A75,A93,A124,A191,2
A14,1943,A61,A72,A92,A121,A191,2
A11,2600,A61,A73,A93,A124,A191,2
A11,727,A62,A72,A94,A124,A192,2
A12,6560,A62,A74,A93,A122,A191,2
A11,1274,A61,A72,A92,A121,A191,2
A13,1344,A65,A74,A93,A121,A191,2
A13,2327,A61,A72,A92,A121,A191,2
A11,1199,A61,A75,A93,A123,A191,2
A11,5998,A61,A73,A93,A124,A192,2
A12,1355,A61,A72,A92,A123,A192,2
A13,1908,A61,A75,A93,A121,A192,2
A11,1082,A61,A73,A93,A123,A191,2
A11,1131,A61,A71,A92,A123,A191,2
A11,6758,A61,A73,A92,A123,A192,2
A14,4591,A64,A73,A93,A122,A192,2
A12,2969,A61,A72,A92,A122,A191,2
A12,433,A64,A72,A92,A122,A191,2
A12,1501,A61,A75,A92,A123,A192,2
A12,1837,A61,A74,A92,A124,A191,2
A11,7119,A61,A73,A93,A124,A191,2
A11,1366,A61,A72,A92,A122,A191,2
A11,4308,A61,A72,A92,A122,A191,2
A12,1670,A61,A72,A92,A123,A192,2
A11,1442,A61,A74,A92,A123,A191,2
A14,10127,A63,A73,A93,A124,A191,2
A11,741,A62,A71,A92,A122,A191,2
A12,2278,A62,A72,A92,A123,A191,2
A12,3092,A62,A72,A94,A123,A192,2
A11,1228,A61,A73,A92,A121,A191,2
A14,2210,A61,A73,A93,A121,A191,2
A12,18424,A61,A73,A92,A122,A192,2
A11,3161,A61,A73,A93,A122,A192,2
A12,1042,A65,A73,A92,A122,A191,2
A11,1987,A61,A73,A93,A121,A191,2
A12,4113,A63,A72,A92,A123,A191,2
A14,1980,A61,A72,A92,A123,A191,2
A14,4844,A61,A71,A93,A123,A192,2
A11,4110,A61,A75,A93,A124,A191,2
A13,1337,A61,A72,A93,A123,A192,2
A14,797,A65,A75,A92,A122,A191,2
A12,9960,A61,A72,A92,A123,A192,2
A11,3114,A61,A72,A92,A122,A191,2
A11,2439,A61,A72,A92,A121,A192,2
A12,2631,A62,A73,A92,A123,A192,2
A11,1842,A61,A72,A92,A123,A192,2
A11,1217,A61,A73,A94,A121,A192,2
A11,2462,A61,A73,A93,A123,A191,2
A14,1864,A62,A73,A92,A121,A191,2
A11,14896,A61,A75,A93,A124,A192,2
