@relation german

@attribute StatusAccount {A11,A12,A14,A13}
@attribute EmploymentSince {A75,A73,A74,A71,A72}
@attribute InstallmentRate numeric
@attribute ResidenceSince numeric
@attribute Age numeric
@attribute InstallmentPlans {A143,A141,A142}
@attribute NCredits numeric
@attribute Job {A173,A172,A174,A171}
@attribute Customer {1,2}

@data
A14,A73,4,4,36,A143,2,A173,1
A14,A73,4,2,21,A143,1,A173,1
A14,A75,2,4,34,A143,2,A173,1
A12,A72,4,4,23,A143,2,A173,1
A14,A75,2,4,42,A143,2,A173,1
A14,A75,4,4,42,A143,2,A173,1
A11,A73,1,2,37,A143,1,A173,1
A14,A73,1,2,32,A143,1,A173,1
A11,A73,4,2,28,A143,1,A173,1
A11,A72,3,4,24,A143,1,A173,2
A12,A71,1,2,34,A143,1,A174,2
A11,A74,4,4,46,A143,1,A173,2
A14,A74,4,2,22,A143,1,A173,2
A11,A75,2,4,29,A143,2,A173,2
A14,A73,3,2,32,A141,2,A173,2
A11,A74,4,4,32,A143,1,A173,2
A11,A73,3,2,29,A143,2,A173,2
A12,A73,2,4,28,A143,2,A173,2
A12,A75,4,3,59,A143,1,A173,2
A12,A75,4,4,61,A143,1,A174,2
A11,A75,4,4,60,A143,2,A172,2
A12,A71,1,2,23,A143,1,A171,2
A13,A74,4,2,28,A143,3,A173,2
A12,A73,2,2,22,A143,1,A173,2
A14,A73,2,2,36,A142,2,A173,2
A11,A73,3,2,29,A143,1,A173,2
A13,A72,2,1,33,A143,1,A173,2
A11,A72,4,3,23,A143,1,A173,2
A11,A75,1,4,33,A141,3,A173,2
A11,A74,2,1,24,A143,2,A173,2
A11,A72,3,2,27,A143,1,A174,2
A14,A73,3,2,40,A143,1,A174,2
A11,A75,4,4,31,A143,1,A173,2
A11,A74,3,2,26,A141,2,A173,2
A14,A72,2,2,27,A141,2,A173,2
A12,A73,1,2,32,A141,1,A174,2
A11,A75,4,3,40,A142,1,A174,2
A11,A72,1,1,34,A143,1,A172,2
A12,A75,4,2,44,A143,1,A174,2
A11,A74,1,1,34,A143,2,A173,2
A11,A75,4,4,35,A143,1,A173,2
A11,A73,4,3,44,A141,1,A173,2
A12,A72,4,2,23,A141,1,A172,2
A11,A72,4,4,34,A143,1,A173,2
A11,A75,3,4,23,A141,2,A173,2
A12,A73,2,3,29,A141,2,A174,2
A14,A75,4,4,41,A141,1,A172,2
A11,A74,2,3,31,A143,1,A173,2
A12,A73,4,4,26,A143,2,A172,2
A12,A73,3,4,24,A143,1,A173,2
A12,A72,2,1,26,A143,2,A171,2
A12,A73,4,2,30,A143,1,A173,2
A12,A71,3,2,34,A143,1,A174,2
A14,A73,4,2,30,A143,2,A173,2
A13,A72,4,1,26,A143,1,A171,2
A12,A73,2,2,24,A143,1,A173,2
A11,A75,1,4,68,A141,1,A174,2
A11,A71,4,3,22,A143,1,A173,2
A11,A74,4,2,26,A143,1,A173,2
A12,A72,4,4,27,A141,4,A173,2
A11,A73,3,4,53,A143,2,A173,2
A14,A73,2,2,25,A141,1,A172,2
A14,A72,4,1,43,A143,1,A172,2
A12,A75,1,1,46,A143,2,A173,2
A14,A72,1,1,44,A143,2,A173,2
A12,A73,4,3,66,A143,1,A172,2
A11,A75,3,3,60,A143,2,A173,2
A13,A73,3,2,28,A143,1,A172,2
A11,A72,2,1,55,A141,1,A173,2
A11,A75,4,4,57,A142,1,A172,2
A11,A73,4,2,35,A143,1,A173,2
A12,A73,4,2,23,A143,2,A172,2
A12,A72,4,4,38,A141,2,A173,2
A12,A73,4,2,33,A143,1,A173,2
A12,A72,4,3,25,A143,2,A173,2
A14,A75,2,4,39,A141,2,A174,2
A12,A73,1,4,47,A143,1,A173,2
A12,A74,2,3,29,A143,1,A173,2
A12,A72,4,3,30,A142,2,A174,2
A12,A73,2,1,25,A143,1,A173,2
A11,A73,4,2,23,A143,1,A173,2
A11,A75,4,2,39,A143,1,A174,2
A11,A73,3,2,25,A143,2,A174,2
A12,A75,2,4,42,A143,2,A174,2
A11,A75,3,4,47,A143,1,A173,2
A14,A73,4,4,37,A142,1,A173,2
A14,A71,4,2,26,A143,2,A174,2
A11,A71,4,2,33,A143,1,A173,2
A12,A75,4,2,57,A143,1,A174,2
A12,A72,1,1,22,A143,1,A173,2
A11,A73,4,4,40,A143,1,A172,2
A11,A72,3,4,22,A143,1,A173,2
A14,A74,4,1,22,A143,1,A173,2
A11,A73,4,4,65,A143,2,A173,2
A14,A73,4,2,38,A141,1,A173,2
A12,A75,2,4,74,A141,1,A174,2
A11,A72,4,4,23,A143,1,A173,2
A11,A73,2,2,26,A143,1,A173,2
A11,A73,4,4,48,A141,2,A173,2
A11,A73,2,2,22,A143,1,A173,2
A11,A73,4,3,47,A143,1,A172,2
A11,A71,2,4,55,A143,3,A171,2
A11,A72,4,1,33,A143,1,A172,2
A12,A72,3,4,25,A143,1,A172,2
A11,A72,4,3,33,A143,1,A172,2
A12,A73,1,4,37,A143,1,A173,2
A14,A72,2,4,23,A143,2,A173,2
A11,A72,1,4,26,A143,1,A173,2
A13,A74,4,2,37,A141,2,A172,2
A13,A72,2,3,25,A143,1,A172,2
A12,A75,4,3,40,A143,1,A174,2
A11,A72,4,4,24,A143,1,A173,2
A12,A73,2,2,25,A143,1,A173,2
A11,A72,4,4,30,A143,1,A173,2
A12,A74,4,2,27,A143,1,A174,2
A12,A73,2,4,21,A143,1,A173,2
A11,A75,2,2,41,A141,1,A173,2
A11,A74,4,2,29,A143,1,A173,2
A11,A73,2,4,20,A143,1,A173,2
A11,A73,4,2,28,A143,2,A173,2
A11,A73,4,2,24,A143,1,A172,2
A12,A75,2,4,39,A143,1,A173,2
A11,A73,4,2,32,A143,1,A172,2
A11,A74,4,4,23,A143,1,A173,2
A11,A74,4,3,30,A143,1,A174,2
A14,A73,4,2,25,A142,2,A173,2
A12,A72,4,2,25,A143,2,A172,2
A11,A72,4,4,53,A143,1,A173,2
A11,A72,3,1,37,A143,1,A172,2
A12,A74,2,2,49,A143,1,A173,2
A14,A72,4,2,41,A141,1,A172,2
A11,A71,1,1,33,A143,1,A173,2
A12,A75,4,4,50,A143,1,A173,2
A11,A73,3,2,25,A143,2,A173,2
A12,A75,4,3,37,A143,1,A173,2
A14,A73,4,4,27,A143,1,A172,2
A11,A72,4,3,32,A143,1,A173,2
A11,A75,4,4,42,A141,1,A174,2
A11,A73,2,4,20,A143,1,A173,2
A11,A73,4,4,23,A143,1,A173,2
A11,A75,4,4,58,A142,2,A172,2
A11,A72,2,4,31,A143,1,A172,2
A11,A72,4,1,27,A143,1,A173,2
A11,A75,4,4,40,A143,1,A174,2
A14,A73,2,2,44,A141,1,A173,2
A12,A73,4,2,24,A141,1,A173,2
A12,A72,2,1,22,A142,1,A173,2
A12,A75,3,4,60,A141,2,A174,2
A11,A74,4,4,24,A141,1,A172,2
A11,A74,4,4,23,A143,2,A173,2
A14,A72,1,4,32,A143,1,A173,2
A14,A72,1,1,28,A143,2,A173,2
A14,A73,2,3,54,A143,3,A174,2
A11,A73,3,2,45,A143,1,A172,2
A11,A71,4,2,43,A143,2,A173,2
A11,A75,2,4,43,A141,1,A173,2
A12,A73,1,4,36,A143,3,A172,2
A11,A72,4,2,46,A141,2,A173,2
A11,A74,4,4,24,A143,2,A173,2
A12,A73,4,4,21,A143,1,A173,2
A11,A72,4,4,48,A142,1,A173,2
A14,A71,4,1,53,A141,1,A174,2
A12,A75,4,4,57,A141,2,A173,2
A11,A71,1,4,29,A143,2,A171,2
A14,A75,3,2,35,A141,2,A173,2
A12,A73,1,2,29,A143,1,A173,2
A11,A73,4,4,24,A141,1,A172,2
A11,A72,2,1,26,A143,2,A173,2
A12,A73,4,4,50,A143,1,A173,2
A12,A71,3,4,38,A143,1,A174,2
A11,A73,4,3,26,A141,1,A173,2
A12,A72,4,4,27,A143,2,A173,2
A11,A74,3,4,27,A141,1,A173,2
A12,A72,3,4,58,A143,1,A173,2
A12,A73,4,2,33,A143,1,A173,2
A11,A75,4,2,42,A143,1,A173,2
A12,A74,4,4,34,A141,1,A172,2
A11,A73,4,3,28,A143,1,A172,2
A12,A72,2,4,25,A141,1,A172,2
A12,A73,3,3,61,A142,2,A173,2
A11,A75,4,3,33,A143,2,A173,2
A11,A74,4,3,28,A143,2,A173,2
A11,A75,4,1,45,A143,1,A173,2
A12,A73,4,1,30,A143,1,A173,2
A14,A75,4,3,33,A141,1,A172,2
A12,A73,4,4,42,A143,1,A173,2
A11,A72,4,3,34,A143,1,A173,2
A12,A72,3,2,22,A143,1,A173,2
A11,A74,4,4,21,A143,1,A173,2
A14,A73,3,3,21,A143,1,A173,2
A13,A74,4,3,38,A141,1,A173,2
A11,A73,3,4,54,A143,1,A173,2
A11,A74,4,1,20,A143,1,A173,2
A14,A73,4,2,26,A143,2,A174,2
A12,A75,2,4,42,A143,4,A174,2
A11,A74,2,4,37,A143,1,A173,2
A14,A73,2,4,24,A141,2,A172,2
A12,A75,1,2,25,A141,1,A173,2
A14,A75,4,4,30,A143,1,A174,2
A12,A72,1,1,32,A142,1,A172,2
A12,A72,2,2,31,A143,2,A172,2
A11,A75,3,4,63,A143,2,A173,2
A11,A75,4,4,36,A143,1,A173,2
A11,A74,2,1,24,A143,1,A173,2
A11,A74,4,4,32,A143,2,A172,2
A12,A72,4,1,29,A143,1,A174,2
A12,A71,4,4,47,A143,1,A174,2
A11,A72,4,4,35,A143,1,A173,2
A11,A75,3,4,35,A143,1,A173,2
A12,A73,2,3,39,A143,2,A174,2
A11,A73,1,4,20,A141,1,A173,2
A12,A73,1,4,23,A143,2,A174,2
A14,A73,4,4,29,A143,1,A172,2
A12,A75,4,4,31,A143,2,A173,2
A14,A71,4,2,42,A142,2,A174,2
A11,A75,4,4,46,A143,2,A173,2
A11,A71,4,2,30,A142,1,A174,2
A11,A73,4,4,25,A143,1,A173,2
A12,A72,1,1,23,A143,1,A173,2
A14,A73,4,2,28,A143,1,A174,2
A12,A73,2,3,30,A143,1,A174,2
A14,A72,4,4,23,A143,1,A173,2
A11,A72,1,2,23,A143,1,A172,2
A11,A71,2,4,50,A142,2,A173,2
A11,A75,4,3,35,A143,2,A173,2
A12,A72,4,1,33,A143,1,A172,2
A11,A73,4,4,25,A141,2,A173,2
A11,A75,1,4,51,A143,1,A173,2
A12,A75,4,4,36,A141,1,A173,2
A12,A74,1,2,27,A141,2,A173,2
A11,A73,4,2,24,A143,1,A173,2
A12,A73,2,2,23,A143,1,A173,2
A12,A74,3,3,43,A143,1,A173,2
A12,A72,4,2,24,A143,1,A174,2
A14,A75,2,4,31,A143,2,A173,2
A12,A72,3,1,25,A143,1,A173,2
A12,A73,4,1,42,A143,1,A173,2
A11,A75,4,4,31,A141,1,A173,2
A11,A73,1,4,23,A143,2,A173,2
A11,A73,2,2,24,A143,1,A173,2
A12,A74,2,3,25,A141,1,A172,2
A11,A75,3,4,43,A143,2,A173,2
A11,A71,4,1,27,A143,1,A171,2
A11,A73,4,3,27,A141,1,A173,2
A11,A73,1,4,44,A143,1,A174,2
A11,A73,2,3,42,A143,1,A173,2
A11,A73,4,4,31,A143,1,A173,2
A11,A73,4,2,31,A143,1,A173,2
A11,A75,4,2,29,A141,1,A173,2
A12,A73,3,4,20,A143,1,A172,2
A12,A75,4,3,32,A143,2,A173,2
A11,A73,4,1,29,A143,1,A173,2
A11,A73,4,2,33,A141,2,A173,2
A12,A72,3,4,28,A143,1,A173,2
A12,A72,1,2,26,A143,1,A173,2
A11,A73,2,4,21,A143,1,A172,2
A12,A72,4,2,23,A142,1,A172,2
A11,A73,4,3,29,A142,1,A173,2
A14,A71,3,2,33,A141,1,A174,2
A12,A73,2,2,25,A143,1,A173,2
A14,A73,4,2,28,A143,1,A173,2
A11,A73,3,2,31,A143,1,A173,2
A11,A72,4,4,23,A143,1,A172,2
A14,A73,2,4,68,A143,2,A173,2
A12,A75,4,2,61,A141,2,A172,2
A11,A72,4,4,23,A143,2,A172,2
A13,A72,4,2,34,A143,2,A174,2
A12,A71,4,2,28,A143,2,A174,2
A14,A74,2,2,31,A141,2,A173,2
A12,A75,2,3,34,A143,2,A174,2
A14,A75,4,4,47,A143,2,A172,2
A12,A72,4,3,27,A143,1,A173,2
A14,A73,2,2,26,A143,1,A173,2
A12,A73,4,2,37,A143,1,A172,2
A14,A71,3,4,22,A143,1,A173,2
A14,A75,4,4,55,A143,2,A173,2
A12,A72,4,2,22,A143,1,A173,2
A11,A74,4,4,39,A142,3,A173,2
A11,A71,4,1,25,A143,1,A171,2
