@relation german

@attribute StatusAccount {A11,A12,A14,A13}
@attribute CreditAmount numeric
@attribute EmploymentSince {A75,A73,A74,A71,A72}
@attribute StatusAndSex {A93,A92,A91,A94}
@attribute Guarantors {A101,A103,A102}
@attribute ResidenceSince numeric
@attribute Job {A173,A172,A174,A171}
@attribute Customer {1,2}

@data
A12,5084,A75,A92,A101,4,A173,1
A11,2511,A71,A92,A101,4,A173,1
A11,3959,A71,A93,A101,3,A174,1
A14,1311,A74,A94,A101,3,A173,1
A14,5804,A73,A93,A101,2,A173,1
A12,2329,A72,A92,A103,1,A173,1
A11,6758,A73,A92,A101,2,A173,2
A11,3966,A75,A92,A101,4,A173,2
A11,3108,A72,A91,A101,4,A172,2
A12,1484,A73,A94,A101,1,A173,2
A12,1922,A73,A93,A101,2,A172,2
A11,3552,A74,A93,A101,4,A173,2
A13,745,A73,A92,A101,2,A172,2
A14,1555,A75,A93,A101,4,A173,2
A12,1501,A75,A92,A101,3,A174,2
A11,1333,A71,A93,A101,2,A173,2
A12,3441,A73,A92,A102,4,A173,2
A11,2302,A73,A91,A101,4,A173,2
A13,1344,A74,A93,A101,2,A172,2
A12,1188,A75,A92,A101,4,A173,2
A12,1246,A72,A93,A101,2,A172,2
A11,1282,A73,A92,A101,2,A172,2
A12,951,A72,A92,A101,4,A173,2
A11,2145,A74,A93,A101,1,A173,2
A14,1819,A73,A93,A101,4,A173,2
A11,795,A72,A92,A101,4,A173,2
A11,2746,A75,A93,A101,4,A173,2
A11,1082,A73,A93,A101,4,A173,2
A12,639,A73,A93,A101,2,A173,2
A14,1309,A73,A93,A103,4,A172,2
A14,2570,A73,A92,A101,3,A173,2
A12,4297,A75,A91,A101,3,A174,2
A11,1546,A74,A93,A103,4,A172,2
A14,4611,A72,A92,A101,4,A173,2
A12,2762,A75,A92,A101,2,A173,2
A11,9271,A74,A93,A101,1,A173,2
A13,2327,A72,A92,A101,3,A172,2
A11,2149,A73,A91,A101,1,A173,2
A11,1381,A73,A92,A101,2,A173,2
A11,3446,A75,A93,A101,2,A173,2
A11,4006,A73,A93,A101,2,A172,2
A12,15945,A72,A93,A101,4,A173,2
A11,741,A71,A92,A101,3,A173,2
A12,2631,A73,A92,A101,4,A173,2
A12,4057,A74,A91,A101,3,A173,2
A12,14782,A75,A92,A101,4,A174,2
A14,7127,A72,A92,A101,4,A173,2
A11,6199,A73,A93,A101,2,A173,2
A11,1190,A71,A92,A101,4,A171,2
A11,2712,A75,A93,A101,2,A173,2
A11,1845,A73,A93,A101,4,A173,2
A11,2359,A71,A91,A101,1,A173,2
A11,902,A74,A94,A101,4,A173,2
A11,1938,A72,A91,A101,3,A173,2
A12,4241,A73,A93,A101,4,A172,2
A12,4746,A72,A93,A101,2,A172,2
A11,2600,A73,A93,A101,4,A173,2
A12,1216,A72,A93,A101,4,A173,2
A12,12389,A73,A93,A101,4,A173,2
A11,3349,A72,A93,A101,4,A173,2
A11,1282,A73,A92,A101,4,A173,2
A11,4308,A72,A92,A101,4,A173,2
A11,4281,A73,A92,A101,4,A173,2
A11,1193,A71,A92,A102,4,A171,2
A12,6288,A73,A93,A101,4,A173,2
A14,1386,A73,A92,A101,2,A173,2
A12,1237,A73,A92,A101,4,A173,2
A12,1264,A73,A94,A101,2,A173,2
A11,3123,A72,A92,A101,1,A173,2
A12,4113,A72,A92,A101,4,A173,2
A11,9629,A74,A93,A101,4,A173,2
A11,1422,A72,A93,A101,2,A174,2
A12,1209,A71,A93,A101,4,A174,2
A11,7511,A75,A93,A101,4,A173,2
A12,3092,A72,A94,A101,2,A173,2
A12,2150,A73,A92,A103,2,A173,2
A14,2169,A73,A94,A101,2,A173,2
A11,8229,A73,A93,A101,2,A173,2
A12,1512,A73,A94,A101,3,A173,2
A11,3190,A73,A92,A101,2,A173,2
A12,2064,A71,A92,A101,2,A174,2
A11,691,A75,A93,A101,3,A173,2
A11,14896,A75,A93,A101,4,A174,2
A11,6143,A75,A92,A101,4,A172,2
A12,1953,A75,A93,A101,4,A174,2
A12,1355,A72,A92,A101,4,A172,2
A12,3804,A73,A92,A101,1,A173,2
A12,1331,A72,A93,A101,1,A173,2
A14,1530,A73,A93,A101,2,A173,2
A12,5096,A73,A92,A101,3,A174,2
A14,1864,A73,A92,A101,2,A173,2
A14,1808,A74,A92,A101,1,A173,2
A12,1534,A72,A94,A101,1,A173,2
A11,3345,A75,A93,A101,2,A174,2
A12,1778,A72,A92,A101,1,A171,2
A11,3051,A73,A93,A101,4,A173,2
A12,8086,A75,A93,A101,4,A174,2
A11,697,A72,A93,A101,2,A173,2
A11,1442,A74,A92,A101,4,A173,2
A11,709,A75,A93,A101,4,A172,2
A11,2039,A73,A92,A101,4,A173,2
A11,1199,A75,A93,A101,4,A172,2
A12,2039,A72,A94,A101,1,A173,2
A11,6350,A75,A93,A101,4,A173,2
A12,8318,A75,A92,A101,4,A174,2
A11,1366,A72,A92,A101,4,A173,2
A11,3384,A73,A91,A101,4,A174,2
A12,766,A73,A93,A101,3,A172,2
A14,3349,A73,A92,A101,2,A174,2
A12,6416,A75,A92,A101,3,A173,2
A11,1228,A73,A92,A101,2,A172,2
A11,7119,A73,A93,A101,4,A173,2
A14,10127,A73,A93,A101,2,A173,2
A11,3114,A72,A92,A101,4,A173,2
A11,1835,A73,A92,A101,2,A173,2
A14,2538,A75,A93,A101,4,A172,2
A11,1358,A75,A93,A101,3,A174,2
A12,1245,A73,A94,A101,2,A173,2
A11,626,A73,A92,A101,4,A172,2
A11,6331,A75,A93,A101,4,A173,2
A12,1437,A74,A93,A101,3,A173,2
A11,684,A73,A93,A101,4,A172,2
A14,719,A75,A93,A101,4,A172,2
A12,1670,A72,A92,A101,2,A173,2
A14,3914,A73,A91,A101,2,A173,2
A12,15672,A73,A93,A101,2,A173,2
A12,11560,A73,A92,A101,4,A174,2
A12,884,A75,A93,A101,4,A173,2
A11,759,A74,A93,A101,2,A173,2
A11,976,A72,A92,A101,2,A172,2
A14,6458,A75,A93,A101,4,A174,2
A14,4463,A73,A93,A101,2,A174,2
A11,11816,A75,A93,A101,4,A173,2
A14,2775,A74,A93,A101,2,A173,2
A12,2718,A73,A92,A101,4,A172,2
A12,11328,A73,A93,A102,3,A174,2
A14,2292,A71,A93,A101,2,A174,2
A11,2473,A71,A93,A101,1,A171,2
A11,3965,A72,A93,A101,3,A173,2
A11,4153,A73,A93,A102,3,A173,2
A11,1882,A73,A92,A101,4,A173,2
A11,1131,A71,A92,A101,2,A173,2
A11,3959,A73,A92,A101,2,A173,2
A14,11590,A73,A92,A101,4,A172,2
A11,6229,A72,A92,A102,4,A172,2
A13,1337,A72,A93,A101,2,A174,2
A11,2462,A73,A93,A101,2,A173,2
A14,2210,A73,A93,A101,2,A172,2
A12,1042,A73,A92,A101,2,A173,2
A11,2303,A75,A93,A102,1,A173,2
A11,3499,A73,A92,A102,2,A173,2
A12,4249,A71,A94,A101,2,A174,2
A12,12612,A73,A93,A101,4,A173,2
A12,8386,A74,A93,A101,2,A173,2
A11,1275,A73,A92,A101,2,A173,2
A11,4843,A75,A93,A102,4,A173,2
A11,8065,A73,A92,A101,2,A174,2
A12,9960,A72,A92,A101,2,A173,2
A12,2820,A72,A91,A101,4,A173,2
A12,1136,A75,A93,A101,3,A173,2
A11,2625,A75,A93,A103,4,A173,2
A12,1919,A72,A93,A101,3,A174,2
A11,3234,A72,A92,A101,4,A172,2
A12,802,A75,A93,A101,3,A173,2
A11,5998,A73,A93,A101,3,A173,2
A11,2406,A74,A92,A101,4,A173,2
A11,7174,A74,A92,A101,3,A174,2
A12,2671,A73,A92,A102,4,A173,2
A12,2520,A73,A93,A101,2,A172,2
A11,654,A73,A93,A101,3,A172,2
A12,1924,A72,A92,A101,3,A173,2
A12,4280,A73,A92,A101,4,A172,2
A11,2439,A72,A92,A101,4,A173,2
A13,2319,A72,A91,A101,1,A173,2
A11,4370,A74,A93,A101,2,A173,2
A11,1274,A72,A92,A101,1,A172,2
A12,1935,A75,A91,A101,4,A173,2
A14,1943,A72,A92,A101,4,A173,2
A11,7685,A74,A92,A103,4,A173,2
A14,1533,A72,A94,A102,1,A172,2
A12,685,A74,A94,A101,3,A172,2
A12,918,A73,A92,A101,1,A173,2
A12,14318,A75,A93,A101,2,A174,2
A12,11938,A73,A93,A102,3,A174,2
A11,4817,A74,A93,A102,3,A173,2
A11,1371,A73,A92,A101,4,A173,2
A12,5951,A73,A92,A101,2,A173,2
A13,947,A74,A93,A101,3,A173,2
A12,2969,A72,A92,A101,3,A173,2
A11,1987,A73,A93,A101,4,A172,2
A13,609,A72,A92,A101,1,A171,2
A11,1553,A73,A93,A101,3,A173,2
A14,1123,A73,A92,A101,4,A172,2
A14,4165,A73,A93,A101,2,A173,2
A11,1216,A72,A92,A101,3,A173,2
A12,10961,A74,A93,A102,2,A173,2
A11,1198,A75,A92,A101,4,A173,2
A11,900,A73,A94,A101,2,A173,2
A11,3931,A74,A93,A101,4,A173,2
A11,1108,A74,A93,A101,3,A173,2
A12,2225,A75,A93,A101,4,A173,2
A14,1478,A74,A93,A101,2,A173,2
A11,1977,A75,A93,A101,4,A174,2
A11,6887,A73,A93,A101,3,A173,2
A12,14421,A73,A93,A101,2,A173,2
A11,950,A75,A93,A101,3,A173,2
A12,14027,A74,A93,A101,2,A174,2
A14,10974,A71,A92,A101,2,A174,2
A14,5943,A72,A92,A101,1,A173,2
A11,750,A71,A92,A101,1,A171,2
A12,18424,A73,A92,A101,2,A174,2
A12,1928,A72,A93,A101,2,A172,2
A14,8648,A72,A93,A101,2,A173,2
A11,1823,A71,A93,A101,2,A174,2
A11,2246,A75,A93,A101,3,A173,2
A14,7485,A71,A92,A101,1,A174,2
A11,2235,A73,A94,A103,2,A173,2
A14,4591,A73,A93,A101,3,A174,2
A11,10297,A74,A93,A101,4,A173,2
A14,433,A71,A92,A102,4,A173,2
A12,1295,A72,A92,A101,1,A173,2
A11,727,A72,A94,A101,3,A172,2
A14,9572,A72,A91,A101,1,A173,2
A11,915,A75,A92,A101,2,A173,2
A11,8335,A75,A93,A101,4,A173,2
A12,1223,A75,A91,A101,1,A173,2
A11,6872,A72,A91,A101,1,A173,2
A11,1024,A72,A94,A101,4,A173,2
A12,836,A72,A92,A101,2,A172,2
A12,6224,A75,A93,A101,4,A173,2
A12,12579,A75,A92,A101,2,A174,2
A11,5293,A71,A93,A101,4,A173,2
A11,6836,A75,A93,A101,4,A173,2
A12,1837,A74,A92,A101,4,A172,2
A11,1345,A73,A94,A101,3,A173,2
A11,3161,A73,A93,A101,2,A173,2
A11,7763,A75,A93,A101,4,A174,2
A11,2996,A73,A94,A101,4,A173,2
A14,797,A75,A92,A101,3,A172,2
A12,9034,A72,A93,A102,1,A174,2
A12,4736,A72,A92,A101,4,A172,2
A11,1217,A73,A94,A101,3,A172,2
A12,12976,A71,A92,A101,4,A174,2
A11,1207,A72,A92,A101,4,A173,2
A12,2767,A75,A91,A101,2,A172,2
A11,3386,A75,A93,A101,4,A173,2
A11,5179,A74,A93,A101,2,A173,2
A12,14555,A71,A93,A101,2,A171,2
A13,939,A74,A94,A101,2,A173,2
A11,6999,A74,A94,A103,1,A173,2
A14,6761,A73,A93,A101,4,A173,2
A14,7855,A73,A92,A101,2,A173,2
A12,5129,A75,A92,A101,4,A174,2
A12,2384,A72,A93,A101,1,A172,2
A11,1842,A72,A92,A101,4,A173,2
A12,7408,A72,A92,A101,2,A174,2
A12,3031,A73,A93,A103,4,A173,2
A11,2579,A72,A93,A101,1,A172,2
A11,11998,A72,A91,A101,1,A172,2
A14,12680,A75,A93,A101,4,A174,2
A14,4844,A71,A93,A101,2,A174,2
A14,2580,A72,A93,A101,2,A172,2
A11,3414,A72,A93,A101,1,A173,2
A12,6850,A71,A93,A101,2,A174,2
A11,448,A72,A92,A101,4,A173,2
A12,5595,A73,A94,A101,2,A173,2
A11,1442,A74,A93,A101,4,A172,2
A12,959,A73,A92,A101,2,A173,2
A11,4110,A75,A93,A101,4,A173,2
A11,674,A74,A94,A101,1,A173,2
A11,7297,A75,A93,A102,4,A173,2
A12,931,A72,A92,A101,1,A172,2
A14,3621,A75,A93,A101,4,A173,2
A14,4623,A73,A93,A101,2,A174,2
A14,2397,A75,A93,A101,2,A173,2
A11,1285,A74,A92,A101,4,A173,2
