@relation german

@attribute StatusAccount {A11,A12,A14,A13}
@attribute DurationMonth numeric
@attribute CreditAmount numeric
@attribute SavingsAccount {A65,A61,A63,A64,A62}
@attribute Guarantors {A101,A103,A102}
@attribute Age numeric
@attribute Housing {A152,A153,A151}
@attribute Job {A173,A172,A174,A171}
@attribute Customer {1,2}

@data
A14,11,7228,A61,A101,39,A152,A172,1
A14,12,717,A61,A101,52,A152,A173,1
A12,24,2825,A65,A101,34,A152,A173,1
A12,36,2337,A61,A101,36,A152,A173,1
A11,24,4169,A61,A101,28,A152,A173,1
A13,6,1299,A61,A101,74,A152,A171,1
A14,18,2515,A61,A101,43,A152,A173,1
A12,18,1887,A65,A101,28,A152,A173,1
A14,18,629,A63,A101,32,A152,A174,1
A14,24,2197,A65,A101,43,A152,A173,1
A14,10,2069,A65,A101,26,A152,A173,1
A14,24,3777,A64,A101,50,A152,A173,1
A14,24,5103,A61,A101,47,A153,A173,1
A14,18,1149,A64,A101,46,A152,A173,1
A11,48,4788,A61,A101,26,A152,A173,1
A14,48,10222,A65,A101,37,A152,A173,1
A14,12,1240,A65,A101,38,A152,A173,1
A12,12,983,A64,A101,19,A151,A172,1
A14,15,1520,A65,A101,63,A152,A173,1
A11,24,2384,A61,A101,64,A151,A172,1
A14,24,2684,A61,A101,35,A152,A172,1
A11,24,3660,A61,A101,28,A152,A173,1
A14,24,9277,A65,A101,48,A153,A173,1
A14,24,5150,A61,A101,33,A152,A173,1
A14,4,3380,A61,A101,37,A152,A173,1
A11,24,3149,A61,A101,22,A153,A173,1
A14,6,1554,A61,A101,24,A151,A173,1
A14,21,2993,A61,A101,28,A152,A172,1
A14,30,5771,A61,A101,25,A152,A173,1
A11,24,1747,A61,A102,24,A152,A172,1
A11,12,1657,A61,A101,27,A152,A173,1
A13,21,2923,A62,A101,28,A152,A174,1
A13,36,4473,A61,A101,31,A152,A173,1
A14,24,6842,A65,A101,46,A152,A174,1
A14,18,2404,A61,A101,26,A152,A173,1
A11,20,4272,A61,A101,24,A152,A173,1
A11,12,701,A61,A101,40,A152,A172,1
A11,12,2122,A61,A101,39,A151,A172,1
A13,36,5848,A61,A101,24,A152,A173,1
A11,12,2577,A61,A101,42,A152,A173,1
A14,24,1585,A61,A101,40,A152,A173,1
A12,18,1795,A61,A103,48,A151,A172,1
A14,24,5433,A65,A101,26,A151,A174,1
A12,36,6948,A61,A101,35,A151,A174,1
A14,24,1525,A64,A101,34,A152,A173,1
A11,12,1289,A61,A103,21,A152,A172,1
A14,22,2675,A63,A101,40,A152,A173,1
A12,12,1424,A61,A101,26,A152,A173,1
A11,39,14179,A65,A101,30,A152,A174,1
A12,12,1567,A61,A101,22,A152,A173,1
A11,48,7476,A61,A101,50,A153,A174,1
A14,36,3535,A61,A101,37,A152,A173,1
A11,24,2910,A61,A101,34,A153,A174,1
A12,36,2273,A61,A101,32,A152,A173,1
A14,21,3160,A65,A101,41,A152,A173,1
A14,12,926,A61,A101,38,A152,A171,1
A12,18,1113,A61,A103,26,A152,A172,1
A14,15,1360,A61,A101,31,A152,A173,1
A12,12,1484,A65,A101,25,A152,A173,2
A11,18,750,A61,A101,27,A152,A171,2
A11,15,3959,A61,A101,29,A152,A173,2
A13,12,609,A61,A101,26,A152,A171,2
A13,15,2327,A61,A101,25,A152,A172,2
A12,24,2718,A61,A101,20,A151,A172,2
A11,12,1228,A61,A101,24,A152,A172,2
A11,60,7297,A61,A102,36,A151,A173,2
A11,18,1882,A61,A101,25,A151,A173,2
A12,18,1056,A61,A103,30,A152,A173,2
A11,40,5998,A61,A101,27,A152,A173,2
A11,18,4153,A61,A102,42,A152,A173,2
A11,24,3161,A61,A101,31,A151,A173,2
A12,30,3441,A62,A102,21,A151,A173,2
A14,48,11590,A62,A101,24,A151,A172,2
A12,9,959,A61,A101,29,A152,A173,2
A14,21,5003,A65,A101,29,A152,A173,2
A12,30,4249,A61,A101,28,A152,A174,2
A12,48,6224,A61,A101,50,A153,A173,2
A11,24,1371,A65,A101,25,A151,A173,2
A13,18,2100,A61,A102,37,A152,A173,2
A12,48,6560,A62,A101,24,A152,A173,2
A12,45,3031,A62,A103,21,A151,A173,2
A12,21,2767,A62,A101,61,A151,A172,2
A11,27,5293,A61,A101,50,A152,A173,2
A14,18,6761,A65,A101,68,A151,A173,2
A12,15,1264,A62,A101,25,A151,A173,2
A11,12,691,A61,A101,35,A152,A173,2
A11,18,2600,A61,A101,65,A153,A173,2
A11,36,9629,A61,A101,24,A152,A173,2
A11,18,1345,A61,A101,26,A152,A173,2
A12,36,2820,A61,A101,27,A152,A173,2
A11,12,1082,A61,A101,48,A152,A173,2
A12,12,951,A62,A101,27,A151,A173,2
A12,24,2039,A61,A101,22,A152,A173,2
A11,24,3234,A61,A101,23,A151,A172,2
A12,9,1670,A61,A101,22,A152,A173,2
A14,36,3349,A61,A101,28,A152,A174,2
A12,36,2384,A61,A101,33,A151,A172,2
A14,18,433,A61,A102,22,A151,A173,2
A14,10,1309,A65,A103,27,A152,A172,2
A12,15,6850,A62,A101,34,A152,A174,2
A12,48,5096,A61,A101,30,A152,A174,2
A11,24,3345,A61,A101,39,A151,A174,2
A12,48,15672,A61,A101,23,A152,A173,2
A12,24,1246,A61,A101,23,A152,A172,2
A12,36,9034,A62,A102,29,A151,A174,2
A11,12,1108,A61,A101,28,A152,A173,2
A12,24,12579,A61,A101,44,A153,A174,2
A14,24,5943,A65,A101,44,A152,A173,2
A13,36,4210,A61,A101,26,A152,A173,2
A11,24,6872,A61,A101,55,A152,A173,2
A12,30,8386,A61,A101,49,A152,A173,2
A12,24,3092,A62,A101,22,A151,A173,2
A11,42,3965,A61,A101,34,A152,A173,2
A14,36,7855,A61,A101,25,A152,A173,2
A11,12,900,A65,A101,23,A152,A173,2
A11,21,1835,A61,A101,25,A152,A173,2
A11,18,3966,A61,A101,33,A151,A173,2
A11,12,7865,A61,A101,53,A153,A174,2
A12,36,14318,A61,A101,57,A153,A174,2
A11,45,1845,A61,A101,23,A153,A173,2
A14,18,2169,A61,A101,28,A152,A173,2
A12,24,11560,A61,A101,23,A151,A174,2
A11,36,8065,A61,A101,25,A152,A174,2
A11,18,1216,A61,A101,23,A151,A173,2
A11,24,3552,A61,A101,27,A152,A173,2
A11,21,1647,A65,A101,40,A152,A172,2
A11,24,1333,A61,A101,43,A153,A173,2
A11,24,1442,A61,A101,23,A151,A173,2
A12,60,14782,A62,A101,60,A153,A174,2
A13,24,947,A61,A101,38,A153,A173,2
A11,36,3446,A61,A101,42,A152,A173,2
A14,36,7980,A65,A101,27,A151,A173,2
A12,24,11328,A61,A102,29,A152,A174,2
A11,33,4281,A63,A101,23,A152,A173,2
A12,18,1928,A61,A101,31,A152,A172,2
A11,36,1977,A65,A101,40,A152,A174,2
A12,48,3844,A62,A101,34,A153,A172,2
A12,24,1935,A61,A101,31,A152,A173,2
A12,48,9960,A61,A101,26,A152,A173,2
A11,9,1366,A61,A101,22,A151,A173,2
A12,36,9398,A61,A101,28,A151,A174,2
A14,36,7127,A61,A101,23,A151,A173,2
A11,12,3386,A61,A101,35,A153,A173,2
A12,27,2520,A63,A101,23,A152,A172,2
A14,24,2397,A63,A101,35,A152,A173,2
A12,8,1237,A61,A101,24,A152,A173,2
A12,36,2671,A62,A102,50,A153,A173,2
A11,28,4006,A61,A101,45,A152,A172,2
A12,60,14027,A61,A101,27,A152,A174,2
A12,39,4933,A61,A103,25,A152,A173,2
A11,24,2303,A61,A102,45,A152,A173,2
A11,24,1938,A61,A101,32,A152,A173,2
A12,27,3915,A61,A101,36,A152,A173,2
A11,12,2149,A61,A101,29,A153,A173,2
A12,30,1919,A62,A101,30,A152,A174,2
A12,30,4280,A62,A101,26,A151,A172,2
A11,24,915,A65,A101,29,A152,A173,2
A13,18,2864,A61,A101,34,A152,A172,2
A12,18,1245,A61,A101,33,A152,A173,2
A14,12,719,A61,A101,41,A152,A172,2
A11,48,4605,A61,A101,24,A153,A173,2
A11,18,1217,A61,A101,47,A152,A172,2
A11,14,8978,A61,A101,45,A152,A174,2
A14,24,3621,A62,A101,31,A152,A173,2
A13,15,1271,A65,A101,39,A153,A173,2
A12,36,3804,A61,A101,42,A152,A173,2
A12,24,1216,A62,A101,38,A152,A173,2
A14,36,4463,A61,A101,26,A152,A174,2
A11,12,4843,A61,A102,43,A151,A173,2
A11,36,2145,A61,A101,24,A152,A173,2
A11,30,6350,A65,A101,31,A152,A173,2
A12,18,1924,A65,A101,27,A151,A173,2
A14,12,2292,A61,A101,42,A152,A174,2
A11,18,7511,A65,A101,51,A153,A173,2
A12,6,14555,A65,A101,23,A152,A171,2
A14,24,8648,A61,A101,27,A152,A173,2
A11,30,2406,A61,A101,23,A151,A173,2
A11,6,448,A61,A101,23,A152,A173,2
A12,36,2225,A61,A101,57,A153,A173,2
A14,36,1819,A61,A101,37,A153,A173,2
A14,48,4844,A61,A101,33,A151,A174,2
A11,24,1381,A65,A101,35,A152,A173,2
A11,15,950,A61,A101,33,A151,A173,2
A12,24,4241,A61,A101,36,A152,A172,2
A14,12,1555,A64,A101,55,A153,A173,2
A12,15,2631,A62,A101,28,A151,A173,2
A11,18,3190,A61,A101,24,A152,A173,2
A12,12,1331,A61,A101,22,A152,A173,2
A12,12,685,A61,A101,25,A152,A172,2
A12,15,1512,A64,A101,61,A152,A173,2
A12,18,2278,A62,A101,28,A152,A173,2
A14,18,1533,A61,A102,43,A152,A172,2
A12,9,1437,A62,A101,29,A152,A173,2
A11,6,14896,A61,A101,68,A152,A174,2
A12,18,884,A61,A101,36,A152,A173,2
A12,72,5595,A62,A101,24,A152,A173,2
A12,6,433,A64,A101,24,A151,A173,2
A14,24,4591,A64,A101,54,A152,A174,2
A11,24,1199,A61,A101,60,A152,A172,2
A14,36,10974,A61,A101,26,A152,A174,2
A12,9,1501,A61,A101,34,A152,A174,2
A11,24,4870,A61,A101,53,A153,A173,2
A11,48,6999,A61,A103,34,A152,A173,2
A11,24,1987,A61,A101,21,A151,A172,2
A12,12,639,A61,A101,30,A152,A173,2
A14,12,1123,A63,A101,29,A151,A172,2
A11,48,6758,A61,A101,31,A152,A173,2
A11,36,6887,A61,A101,29,A152,A173,2
A12,24,4113,A63,A101,28,A151,A173,2
A11,12,1274,A61,A101,37,A152,A172,2
A11,24,1207,A61,A101,24,A151,A173,2
A11,24,1546,A61,A103,24,A151,A172,2
A11,18,2473,A61,A101,25,A152,A171,2
A14,36,9572,A61,A101,28,A152,A173,2
A14,9,1478,A61,A101,22,A152,A173,2
A14,12,797,A65,A101,33,A152,A172,2
A12,12,766,A63,A101,66,A152,A172,2
A14,15,4623,A62,A101,40,A152,A174,2
A12,18,4297,A61,A101,40,A152,A174,2
A11,24,1823,A61,A101,30,A152,A174,2
A11,18,1553,A61,A101,44,A152,A173,2
A11,18,976,A61,A101,23,A152,A172,2
A13,10,1240,A62,A101,48,A153,A172,2
A11,36,8229,A61,A101,26,A152,A173,2
A11,24,3123,A61,A101,27,A152,A173,2
A14,18,1864,A62,A101,30,A152,A173,2
A13,12,939,A63,A101,28,A152,A173,2
A12,48,18424,A61,A101,32,A152,A174,2
A11,36,2712,A61,A101,41,A152,A173,2
A11,12,1282,A61,A101,20,A151,A173,2
A12,48,5951,A61,A101,22,A152,A173,2
A12,9,918,A61,A101,30,A152,A173,2
A11,18,2039,A61,A101,20,A151,A173,2
A14,12,1386,A63,A101,26,A152,A173,2
A11,18,2124,A61,A101,24,A151,A173,2
A14,6,4611,A61,A101,32,A152,A173,2
A12,12,1295,A61,A101,25,A151,A173,2
A11,48,7685,A61,A103,37,A151,A173,2
A11,24,2359,A62,A101,33,A152,A173,2
A11,6,1198,A61,A101,35,A153,A173,2
A11,24,1358,A65,A101,40,A152,A174,2
A11,12,759,A61,A101,26,A152,A173,2
A11,18,1442,A61,A101,32,A153,A172,2
A12,12,836,A62,A101,23,A152,A172,2
A11,24,2439,A61,A101,35,A152,A173,2
A11,30,3108,A61,A101,31,A152,A172,2
A11,36,2746,A61,A101,31,A152,A173,2
A11,9,1422,A61,A101,27,A153,A174,2
A11,48,6143,A61,A101,58,A153,A172,2
A12,60,6288,A61,A101,42,A153,A173,2
A11,12,2579,A61,A101,33,A152,A172,2
A11,12,795,A61,A101,53,A152,A173,2
A14,24,2538,A61,A101,47,A152,A172,2
A11,12,3499,A61,A102,29,A152,A173,2
A12,24,1837,A61,A101,34,A153,A172,2
A12,6,1209,A61,A101,47,A152,A174,2
A13,30,1908,A61,A101,66,A152,A174,2
A12,48,14421,A61,A101,25,A152,A173,2
A11,18,1131,A61,A101,33,A152,A173,2
A13,21,2319,A61,A101,33,A151,A173,2
A11,18,2462,A61,A101,22,A152,A173,2
A12,9,5129,A61,A101,74,A153,A174,2
A11,48,7119,A61,A101,53,A153,A173,2
A11,45,11816,A61,A101,29,A151,A173,2
A11,24,1282,A62,A101,32,A152,A172,2
A11,12,6199,A61,A101,28,A151,A173,2
A11,24,1193,A61,A102,29,A151,A171,2
A11,20,2235,A61,A103,33,A151,A173,2
A14,9,1980,A61,A102,19,A151,A173,2
A11,60,6836,A61,A101,63,A152,A173,2
A11,24,1659,A61,A101,29,A151,A172,2
A11,12,2246,A61,A101,60,A152,A173,2
A13,9,745,A61,A101,28,A152,A172,2
A12,36,1953,A61,A101,61,A153,A174,2
A11,12,674,A62,A101,20,A152,A173,2
A11,12,902,A61,A101,21,A151,A173,2
A12,36,4455,A61,A101,30,A152,A174,2
A11,12,684,A61,A101,40,A151,A172,2
A12,24,2064,A61,A101,34,A152,A174,2
A11,12,741,A62,A101,22,A152,A173,2
A11,16,2625,A61,A103,43,A151,A173,2
A14,48,10127,A63,A101,44,A153,A173,2
A14,30,7485,A65,A101,53,A152,A174,2
A12,60,7408,A62,A101,24,A152,A174,2
A11,48,6331,A61,A101,46,A153,A173,2
A11,6,3384,A61,A101,44,A151,A174,2
A12,24,4736,A61,A101,25,A152,A172,2
A12,54,15945,A61,A101,58,A151,A173,2
A11,18,1190,A61,A101,55,A153,A171,2
A13,9,1337,A61,A101,34,A152,A174,2
A12,36,8086,A62,A101,42,A152,A174,2
A12,12,888,A61,A101,41,A152,A172,2
A14,18,4165,A61,A101,36,A152,A173,2
A11,36,6229,A61,A102,23,A151,A172,2
A12,24,4057,A61,A101,43,A152,A173,2
A11,30,11998,A61,A101,34,A152,A172,2
A12,12,2969,A61,A101,25,A151,A173,2
A11,48,7763,A61,A101,42,A153,A174,2
A11,24,3349,A63,A101,30,A153,A173,2
A11,36,2302,A61,A101,31,A151,A173,2
A14,18,6458,A61,A101,39,A152,A174,2
A11,24,1024,A61,A101,48,A152,A173,2
A14,21,12680,A65,A101,30,A153,A174,2
A12,12,2762,A65,A101,25,A152,A173,2
A14,48,3914,A65,A101,38,A152,A173,2
A11,24,4110,A61,A101,23,A151,A173,2
A12,24,11938,A61,A102,39,A152,A174,2
A12,12,1534,A61,A101,23,A151,A173,2
A12,30,5234,A61,A101,28,A152,A174,2
A12,36,12612,A62,A101,47,A153,A173,2
A11,18,3114,A61,A101,26,A151,A173,2
A11,48,4308,A61,A101,24,A151,A173,2
A12,18,1042,A65,A101,33,A152,A173,2
A12,36,12389,A65,A101,37,A153,A173,2
A12,48,3060,A61,A101,28,A152,A173,2
A12,12,1223,A61,A101,46,A151,A173,2
A12,12,6468,A65,A101,52,A152,A174,2
A14,18,2775,A61,A101,31,A152,A173,2
A11,36,5179,A61,A101,29,A152,A173,2
A11,9,654,A61,A101,28,A152,A172,2
A12,48,10961,A64,A102,27,A152,A173,2
A11,12,1372,A61,A101,36,A152,A173,2
A12,12,1922,A61,A101,37,A152,A172,2
A11,12,626,A61,A101,24,A152,A172,2
A14,18,1808,A61,A101,22,A152,A173,2
A12,9,1136,A64,A101,32,A153,A173,2
A11,48,3931,A61,A101,46,A153,A173,2
A12,21,1188,A61,A101,39,A152,A173,2
