@relation german

@attribute StatusAccount {A11,A12,A14,A13}
@attribute DurationMonth numeric
@attribute Purpose {A43,A46,A42,A40,A41,A49,A44,A45,A410,A48}
@attribute Age numeric
@attribute NPeopleMain numeric
@attribute ForeignWorker {A201,A202}
@attribute Customer {1,2}

@data
A11,36,A40,34,1,A201,2
A12,24,A46,34,1,A201,2
A11,24,A42,30,2,A201,2
A11,24,A42,27,1,A201,2
A11,36,A41,47,1,A201,2
A12,9,A43,22,1,A201,2
A11,6,A42,44,1,A201,2
A14,48,A49,33,1,A201,2
A12,36,A40,57,1,A201,2
A11,24,A410,40,1,A201,2
A11,24,A40,29,1,A201,2
A11,18,A42,42,1,A201,2
A11,18,A46,27,1,A201,2
A11,45,A49,29,1,A201,2
A12,18,A40,36,2,A201,2
A11,24,A40,25,1,A201,2
A11,12,A40,48,1,A201,2
A11,48,A49,37,1,A201,2
A14,12,A40,26,1,A201,2
A13,30,A49,66,1,A201,2
A14,36,A42,23,1,A201,2
A11,48,A49,24,1,A201,2
A12,9,A46,34,1,A201,2
A12,30,A40,24,1,A201,2
A11,33,A42,23,1,A201,2
A11,24,A49,31,1,A201,2
A12,39,A43,25,1,A201,2
A12,18,A43,33,1,A201,2
A12,30,A43,30,1,A201,2
A11,9,A40,27,1,A201,2
A11,42,A43,30,1,A201,2
A13,15,A43,39,1,A201,2
A11,28,A40,45,1,A201,2
A14,15,A46,40,1,A201,2
A11,18,A43,24,1,A201,2
A11,24,A40,35,1,A201,2
A11,12,A42,60,1,A201,2
A11,36,A42,29,1,A201,2
A11,24,A40,60,1,A201,2
A11,42,A43,34,1,A201,2
A14,12,A42,29,1,A201,2
A12,48,A49,34,2,A201,2
A12,36,A42,29,1,A201,2
A12,30,A40,28,1,A201,2
A14,36,A49,27,1,A201,2
A11,30,A42,23,1,A201,2
A11,12,A43,29,1,A201,2
A11,45,A43,23,1,A201,2
A11,24,A43,24,1,A201,2
A12,18,A40,33,1,A201,2
A11,18,A41,51,2,A201,2
A12,18,A40,28,1,A201,2
A13,24,A40,38,2,A201,2
A12,9,A42,29,1,A202,2
A12,24,A49,31,1,A201,2
A11,12,A45,28,1,A201,2
A12,6,A40,32,1,A201,2
A14,36,A49,28,1,A201,2
A12,30,A42,49,1,A201,2
A12,18,A42,31,1,A201,2
A11,60,A49,36,1,A201,2
A14,24,A43,35,1,A201,2
A14,18,A43,22,1,A201,2
A11,12,A40,24,1,A201,2
A14,10,A42,25,1,A201,2
A11,48,A40,46,2,A201,2
A12,36,A43,42,1,A201,2
A11,24,A42,33,1,A201,2
A12,24,A49,36,1,A201,2
A14,48,A40,44,1,A201,2
A11,48,A41,46,1,A201,2
A11,20,A40,33,1,A202,2
A12,27,A49,42,1,A201,2
A11,21,A46,26,1,A201,2
A11,12,A40,35,1,A201,2
A12,36,A40,27,1,A201,2
A13,10,A40,48,2,A201,2
A12,6,A46,24,2,A201,2
A11,12,A40,46,1,A201,2
A11,36,A42,42,2,A201,2
A11,24,A40,27,1,A201,2
A11,36,A42,23,1,A201,2
A11,24,A43,21,2,A201,2
A12,24,A410,39,2,A201,2
A11,18,A42,26,1,A201,2
A13,18,A43,37,1,A201,2
A12,36,A49,30,1,A201,2
A11,24,A40,43,2,A201,2
A11,12,A40,26,1,A201,2
A14,27,A40,21,1,A201,2
A12,24,A40,23,1,A201,2
A11,30,A42,31,1,A201,2
A13,12,A40,28,1,A201,2
A11,18,A45,55,2,A201,2
