@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R1,3,6-8,10,12,14,19,21,25-28,30-32,40-41'

@attribute A1 numeric
@attribute A3 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A10 numeric
@attribute A12 numeric
@attribute A14 numeric
@attribute A19 numeric
@attribute A21 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.206,-1.082,-0.792,-0.982,-0.896,-1.155,-0.846,-0.839,-0.877,-1.206,-0.803,-0.739,-0.911,-0.816,-1.146,-1.206,-0.897,-1.026,4
-1.256,-1.133,-0.878,-1.043,-0.946,-1.155,-0.917,-0.887,-0.92,-1.256,-0.86,-0.773,-0.949,-0.861,-1.165,-1.256,-0.98,-1.029,4
-1.3,-1.174,-0.913,-1.066,-0.973,-1.151,-0.915,-0.866,-0.855,-1.3,-0.801,-0.693,-0.96,-0.834,-1.134,-1.3,-1.006,-1.124,4
-1.238,-1.106,-0.904,-1.059,-0.965,-1.161,-0.953,-0.924,-0.957,-1.238,-0.787,-0.716,-0.914,-0.806,-1.14,-1.238,-0.887,-1.021,4
-1.264,-1.134,-0.927,-1.089,-0.996,-1.166,-0.877,-0.846,-0.89,-1.264,-0.815,-0.7,-0.933,-0.837,-1.161,-1.264,-1.008,-1.154,4
-1.076,-0.73,-0.375,-0.754,-0.616,-0.66,-0.787,-0.715,-0.543,-1.076,-0.579,-0.411,-0.787,-0.695,-0.854,-1.076,-0.788,-0.765,9
-1.035,-0.575,-0.35,-0.717,-0.518,-0.694,-0.632,-0.602,-0.455,-1.035,-0.462,-0.339,-0.7,-0.58,-0.731,-1.035,-0.743,-0.717,9
-1.258,-0.887,-0.423,-0.875,-0.712,-0.83,-0.862,-0.778,-0.6,-1.258,-0.628,-0.482,-0.906,-0.746,-0.859,-1.258,-0.956,-0.847,9
-0.907,-0.575,-0.227,-0.59,-0.419,-0.499,-0.61,-0.585,-0.517,-0.907,-0.562,-0.382,-0.635,-0.606,-0.792,-0.907,-0.672,-0.75,9
-1.029,-0.75,-0.283,-0.67,-0.558,-0.72,-0.676,-0.609,-0.571,-1.029,-0.584,-0.475,-0.763,-0.667,-0.828,-1.029,-0.723,-0.815,9
-1.187,-0.684,-0.256,-0.778,-0.554,-0.624,-0.824,-0.704,-0.546,-1.187,-0.602,-0.405,-0.845,-0.716,-0.829,-1.187,-0.842,-0.66,9
-0.901,-0.551,-0.263,-0.616,-0.441,-0.587,-0.591,-0.498,-0.354,-0.901,-0.435,-0.279,-0.657,-0.514,-0.598,-0.901,-0.657,-0.585,9
-0.947,-0.796,-0.345,-0.719,-0.617,-0.753,-0.692,-0.666,-0.657,-0.947,-0.57,-0.449,-0.768,-0.676,-0.845,-0.947,-0.741,-0.836,9
-0.851,-0.596,-0.319,-0.575,-0.481,-0.602,-0.559,-0.561,-0.512,-0.851,-0.393,-0.279,-0.559,-0.442,-0.599,-0.851,-0.578,-0.594,9
-1.087,-0.811,-0.34,-0.71,-0.579,-0.72,-0.758,-0.683,-0.532,-1.087,-0.584,-0.458,-0.795,-0.686,-0.826,-1.087,-0.795,-0.911,9
-1.213,-0.824,-0.382,-0.82,-0.653,-0.699,-0.886,-0.784,-0.666,-1.213,-0.687,-0.497,-0.908,-0.78,-0.879,-1.213,-0.882,-0.769,9
-0.925,-0.56,-0.119,-0.589,-0.403,-0.497,-0.613,-0.526,-0.384,-0.925,-0.369,-0.21,-0.566,-0.475,-0.625,-0.925,-0.637,-0.568,9
-1.117,-0.641,-0.296,-0.741,-0.524,-0.652,-0.713,-0.642,-0.458,-1.117,-0.539,-0.389,-0.785,-0.65,-0.753,-1.117,-0.819,-0.731,9
-0.722,-0.562,-0.168,-0.423,-0.39,-0.558,-0.438,-0.477,-0.433,-0.722,-0.392,-0.303,-0.455,-0.423,-0.662,-0.722,-0.486,-0.525,9
-1.295,-0.802,-0.464,-0.94,-0.707,-0.815,-0.943,-0.873,-0.693,-1.295,-0.826,-0.757,-1.076,-0.913,-1.014,-1.295,-1.003,-0.924,9
-0.997,-0.629,-0.263,-0.705,-0.523,-0.721,-0.69,-0.654,-0.518,-0.997,-0.646,-0.575,-0.812,-0.714,-0.89,-0.997,-0.792,-0.787,9
-1.329,-0.91,-0.575,-0.988,-0.773,-0.897,-0.978,-0.891,-0.749,-1.329,-0.788,-0.659,-1.041,-0.88,-0.99,-1.329,-1.025,-0.911,9
-1.11,-0.738,-0.288,-0.739,-0.564,-0.622,-0.783,-0.698,-0.547,-1.11,-0.556,-0.414,-0.788,-0.661,-0.808,-1.11,-0.789,-0.731,9
-1.347,-0.799,-0.434,-0.946,-0.701,-0.796,-0.933,-0.836,-0.68,-1.347,-0.712,-0.578,-1,-0.82,-0.937,-1.347,-1.013,-0.865,9
-0.828,-0.599,-0.237,-0.526,-0.422,-0.584,-0.516,-0.461,-0.438,-0.828,-0.435,-0.307,-0.577,-0.512,-0.721,-0.828,-0.64,-0.7,9
-1.311,-0.859,-0.425,-0.922,-0.721,-0.806,-0.977,-0.9,-0.713,-1.311,-0.818,-0.712,-1.041,-0.902,-1.021,-1.311,-1.028,-0.902,9
-1.17,-0.74,-0.34,-0.84,-0.638,-0.708,-0.774,-0.727,-0.596,-1.17,-0.66,-0.571,-0.893,-0.744,-0.912,-1.17,-0.87,-0.793,9
-0.876,-0.56,-0.264,-0.636,-0.467,-0.603,-0.6,-0.572,-0.454,-0.876,-0.495,-0.359,-0.641,-0.568,-0.708,-0.876,-0.682,-0.624,9
-0.757,-0.547,-0.203,-0.539,-0.431,-0.64,-0.465,-0.493,-0.433,-0.757,-0.358,-0.228,-0.501,-0.444,-0.668,-0.757,-0.497,-0.532,9
-0.908,-0.494,-0.167,-0.579,-0.374,-0.495,-0.575,-0.519,-0.408,-0.908,-0.554,-0.465,-0.704,-0.623,-0.839,-0.908,-0.66,-0.799,9
-0.945,-0.681,-0.044,-0.516,-0.432,-0.649,-0.556,-0.484,-0.298,-0.945,-0.305,-0.094,-0.533,-0.433,-0.629,-0.945,-0.609,-0.514,9
-0.841,-0.546,-0.158,-0.5,-0.383,-0.513,-0.543,-0.527,-0.393,-0.841,-0.471,-0.352,-0.591,-0.53,-0.731,-0.841,-0.554,-0.565,9
-1.265,-0.847,-0.449,-0.91,-0.722,-0.823,-0.882,-0.785,-0.573,-1.265,-0.67,-0.522,-0.934,-0.787,-0.911,-1.265,-0.985,-0.869,9
-0.953,-0.591,0.006,-0.472,-0.31,-0.481,-0.541,-0.477,-0.377,-0.953,-0.432,-0.332,-0.646,-0.511,-0.713,-0.953,-0.61,-0.649,9
-1.146,-0.595,-0.142,-0.694,-0.45,-0.578,-0.69,-0.604,-0.387,-1.146,-0.569,-0.431,-0.839,-0.665,-0.839,-1.146,-0.763,-0.638,9
-1.1,-0.703,-0.285,-0.726,-0.537,-0.682,-0.76,-0.678,-0.56,-1.1,-0.593,-0.446,-0.761,-0.671,-0.826,-1.1,-0.788,-0.702,9
-0.832,-0.697,-0.263,-0.602,-0.53,-0.73,-0.606,-0.579,-0.566,-0.832,-0.444,-0.332,-0.57,-0.531,-0.759,-0.832,-0.634,-0.652,9
-0.881,-0.515,-0.091,-0.517,-0.343,-0.562,-0.544,-0.469,-0.439,-0.881,-0.544,-0.385,-0.665,-0.603,-0.778,-0.881,-0.608,-0.674,9
-0.873,-0.422,-0.087,-0.519,-0.3,-0.403,-0.509,-0.447,-0.313,-0.873,-0.452,-0.308,-0.637,-0.538,-0.781,-0.873,-0.627,-0.669,9
-1.192,-0.677,-0.225,-0.727,-0.481,-0.528,-0.776,-0.679,-0.484,-1.192,-0.568,-0.424,-0.81,-0.644,-0.767,-1.192,-0.81,-0.709,9
-1.054,-0.68,-0.324,-0.72,-0.528,-0.646,-0.707,-0.67,-0.522,-1.054,-0.52,-0.387,-0.74,-0.597,-0.772,-1.054,-0.768,-0.684,9
-1.117,-0.695,-0.337,-0.76,-0.547,-0.662,-0.777,-0.722,-0.591,-1.117,-0.565,-0.465,-0.804,-0.646,-0.809,-1.117,-0.804,-0.68,9
-1.08,-0.714,-0.345,-0.757,-0.553,-0.695,-0.699,-0.652,-0.479,-1.08,-0.546,-0.412,-0.781,-0.63,-0.79,-1.08,-0.823,-0.803,9
-1.294,-0.865,-0.463,-0.906,-0.706,-0.789,-0.906,-0.809,-0.641,-1.294,-0.694,-0.545,-0.948,-0.806,-0.937,-1.294,-0.961,-0.856,9
-0.996,-0.674,-0.281,-0.653,-0.489,-0.53,-0.662,-0.594,-0.428,-0.996,-0.475,-0.379,-0.731,-0.559,-0.679,-0.996,-0.676,-0.694,9
-1.037,-0.731,-0.083,-0.624,-0.493,-0.708,-0.672,-0.597,-0.49,-1.037,-0.511,-0.352,-0.682,-0.589,-0.762,-1.037,-0.717,-0.621,9
-1.053,-0.602,-0.074,-0.632,-0.426,-0.613,-0.671,-0.563,-0.308,-1.053,-0.474,-0.283,-0.687,-0.547,-0.648,-1.053,-0.75,-0.661,9
-0.944,-0.598,-0.206,-0.581,-0.46,-0.555,-0.63,-0.575,-0.441,-0.944,-0.492,-0.329,-0.69,-0.578,-0.741,-0.944,-0.649,-0.713,9
-1.216,-0.801,-0.436,-0.89,-0.693,-0.808,-0.887,-0.821,-0.68,-1.216,-0.757,-0.676,-1,-0.849,-0.985,-1.216,-0.905,-0.849,9
-1.169,-0.824,-0.476,-0.851,-0.687,-0.821,-0.786,-0.708,-0.603,-1.169,-0.533,-0.363,-0.819,-0.67,-0.83,-1.169,-0.864,-0.787,9
-1.125,-0.636,-0.185,-0.654,-0.441,-0.464,-0.706,-0.602,-0.408,-1.125,-0.461,-0.307,-0.735,-0.573,-0.739,-1.125,-0.738,-0.686,9
-0.98,-0.658,-0.34,-0.714,-0.541,-0.696,-0.642,-0.606,-0.441,-0.98,-0.415,-0.307,-0.666,-0.516,-0.725,-0.98,-0.716,-0.696,9
-1.164,-0.708,-0.297,-0.768,-0.57,-0.702,-0.766,-0.669,-0.549,-1.164,-0.707,-0.534,-0.902,-0.791,-0.943,-1.164,-0.85,-0.759,9
-1.177,-0.688,-0.392,-0.787,-0.587,-0.64,-0.798,-0.738,-0.611,-1.177,-0.583,-0.468,-0.85,-0.677,-0.802,-1.177,-0.892,-0.753,9
-1.15,-0.63,-0.23,-0.704,-0.454,-0.517,-0.778,-0.711,-0.536,-1.15,-0.664,-0.545,-0.867,-0.739,-0.857,-1.15,-0.815,-0.763,9
-1.166,-0.429,-0.145,-0.511,-0.301,-0.418,-0.459,-0.489,-0.324,-1.166,-0.38,-0.261,-0.685,-0.483,-0.722,-1.166,-0.662,-0.429,10
-1.101,-0.409,-0.087,-0.488,-0.325,-0.322,-0.484,-0.549,-0.303,-1.101,-0.382,-0.279,-0.647,-0.492,-0.71,-1.101,-0.589,-0.294,10
-0.967,-0.367,-0.056,-0.362,-0.211,-0.406,-0.396,-0.486,-0.238,-0.967,-0.25,-0.134,-0.496,-0.369,-0.628,-0.967,-0.437,-0.242,10
-1.093,-0.407,-0.101,-0.506,-0.258,-0.426,-0.461,-0.535,-0.272,-1.093,-0.316,-0.216,-0.577,-0.435,-0.712,-1.093,-0.552,-0.239,10
-1.152,-0.331,-0.05,-0.575,-0.259,-0.337,-0.495,-0.545,-0.303,-1.152,-0.414,-0.296,-0.714,-0.534,-0.75,-1.152,-0.675,-0.399,10
-1.194,-0.486,-0.074,-0.542,-0.325,-0.521,-0.529,-0.552,-0.295,-1.194,-0.382,-0.258,-0.752,-0.534,-0.785,-1.194,-0.702,-0.467,10
-1.08,-0.394,-0.107,-0.526,-0.351,-0.428,-0.477,-0.538,-0.298,-1.08,-0.378,-0.232,-0.66,-0.498,-0.683,-1.08,-0.581,-0.319,10
-1.088,-0.33,-0.073,-0.421,-0.235,-0.372,-0.421,-0.504,-0.278,-1.088,-0.279,-0.163,-0.556,-0.396,-0.674,-1.088,-0.539,-0.254,10
-1.123,-0.542,-0.199,-0.606,-0.4,-0.509,-0.57,-0.567,-0.374,-1.123,-0.394,-0.274,-0.686,-0.497,-0.723,-1.123,-0.69,-0.534,10
-0.837,-0.362,-0.108,-0.373,-0.236,-0.335,-0.365,-0.453,-0.338,-0.837,-0.303,-0.257,-0.461,-0.4,-0.58,-0.837,-0.438,-0.338,10
-0.861,-0.414,-0.042,-0.353,-0.187,-0.365,-0.356,-0.465,-0.296,-0.861,-0.308,-0.242,-0.49,-0.415,-0.688,-0.861,-0.435,-0.301,10
-1.136,-0.601,-0.161,-0.575,-0.412,-0.576,-0.593,-0.596,-0.36,-1.136,-0.459,-0.317,-0.711,-0.547,-0.757,-1.136,-0.686,-0.565,10
-0.492,-0.322,-0.048,-0.226,-0.175,-0.369,-0.277,-0.404,-0.256,-0.492,-0.083,0.024,-0.211,-0.174,-0.349,-0.492,-0.213,-0.27,10
-0.717,-0.364,-0.042,-0.289,-0.185,-0.321,-0.326,-0.459,-0.324,-0.717,-0.26,-0.151,-0.405,-0.35,-0.664,-0.717,-0.391,-0.268,10
-1.257,-0.518,-0.112,-0.594,-0.393,-0.504,-0.628,-0.596,-0.34,-1.257,-0.47,-0.332,-0.792,-0.573,-0.75,-1.257,-0.751,-0.552,10
-1.128,-0.475,-0.1,-0.551,-0.336,-0.532,-0.512,-0.495,-0.302,-1.128,-0.332,-0.204,-0.611,-0.441,-0.618,-1.128,-0.631,-0.334,10
-1.053,-0.421,-0.053,-0.418,-0.228,-0.384,-0.447,-0.531,-0.265,-1.053,-0.344,-0.249,-0.602,-0.467,-0.689,-1.053,-0.507,-0.337,10
-1.079,-0.418,-0.097,-0.546,-0.354,-0.398,-0.511,-0.574,-0.297,-1.079,-0.433,-0.256,-0.663,-0.523,-0.736,-1.079,-0.584,-0.32,10
-1.135,-0.355,-0.069,-0.531,-0.225,-0.385,-0.46,-0.508,-0.296,-1.135,-0.334,-0.187,-0.667,-0.493,-0.767,-1.135,-0.62,-0.34,10
-1.107,-0.447,-0.124,-0.49,-0.324,-0.467,-0.471,-0.523,-0.333,-1.107,-0.325,-0.246,-0.637,-0.465,-0.735,-1.107,-0.553,-0.208,10
-0.292,-0.244,-0.097,-0.164,-0.174,-0.253,-0.165,-0.37,-0.288,-0.292,-0.249,-0.14,-0.261,-0.349,-0.672,-0.292,-0.186,-0.246,10
-1.027,-0.486,-0.11,-0.465,-0.346,-0.437,-0.496,-0.558,-0.348,-1.027,-0.363,-0.204,-0.613,-0.469,-0.705,-1.027,-0.522,-0.319,10
-0.918,-0.256,0.079,-0.348,-0.119,-0.26,-0.377,-0.361,-0.189,-0.918,-0.21,-0.074,-0.498,-0.32,-0.573,-0.918,-0.464,-0.29,10
-1.176,-0.425,-0.049,-0.515,-0.308,-0.398,-0.525,-0.55,-0.322,-1.176,-0.449,-0.317,-0.731,-0.573,-0.763,-1.176,-0.648,-0.378,10
-1.184,-0.408,-0.156,-0.538,-0.324,-0.389,-0.477,-0.509,-0.324,-1.184,-0.379,-0.263,-0.684,-0.491,-0.741,-1.184,-0.68,-0.437,10
-1.191,-0.438,-0.112,-0.537,-0.314,-0.476,-0.525,-0.565,-0.321,-1.191,-0.34,-0.214,-0.632,-0.456,-0.698,-1.191,-0.636,-0.328,10
-0.606,-0.385,-0.025,-0.185,-0.171,-0.39,-0.245,-0.415,-0.276,-0.606,-0.313,-0.191,-0.343,-0.391,-0.645,-0.606,-0.298,-0.263,10
-1.047,-0.345,-0.061,-0.461,-0.215,-0.349,-0.417,-0.488,-0.269,-1.047,-0.247,-0.093,-0.562,-0.364,-0.584,-1.047,-0.521,-0.19,10
-1.021,-0.3,-0.112,-0.481,-0.289,-0.367,-0.468,-0.525,-0.32,-1.021,-0.324,-0.185,-0.541,-0.442,-0.669,-1.021,-0.547,-0.357,10
-1.215,-0.406,-0.113,-0.553,-0.309,-0.42,-0.519,-0.558,-0.305,-1.215,-0.385,-0.243,-0.689,-0.516,-0.73,-1.215,-0.675,-0.417,10
-0.053,-0.475,-0.096,0.035,-0.104,-0.359,-0.094,-0.317,-0.308,-0.053,-0.169,-0.101,0.003,-0.187,-0.441,-0.053,0.036,-0.303,10
-0.764,-0.328,-0.093,-0.362,-0.218,-0.353,-0.435,-0.509,-0.231,-0.764,-0.209,-0.151,-0.49,-0.369,-0.583,-0.764,-0.401,-0.3,10
-1.07,-0.398,-0.12,-0.524,-0.342,-0.402,-0.504,-0.566,-0.339,-1.07,-0.465,-0.3,-0.664,-0.554,-0.748,-1.07,-0.58,-0.382,10
-1.093,-0.42,-0.173,-0.525,-0.273,-0.419,-0.531,-0.57,-0.353,-1.093,-0.418,-0.316,-0.677,-0.488,-0.656,-1.093,-0.66,-0.416,10
-1.115,-0.46,-0.103,-0.513,-0.281,-0.406,-0.513,-0.548,-0.329,-1.115,-0.322,-0.226,-0.622,-0.457,-0.716,-1.115,-0.559,-0.409,10
-1.138,-0.488,-0.104,-0.521,-0.355,-0.49,-0.523,-0.524,-0.284,-1.138,-0.409,-0.251,-0.676,-0.516,-0.695,-1.138,-0.653,-0.479,10
-0.682,-0.25,-0.052,-0.32,-0.125,-0.316,-0.348,-0.431,-0.2,-0.682,-0.179,-0.037,-0.267,-0.275,-0.465,-0.682,-0.356,-0.225,10
-1.113,-0.377,-0.086,-0.49,-0.247,-0.424,-0.481,-0.526,-0.338,-1.113,-0.277,-0.13,-0.591,-0.401,-0.635,-1.113,-0.565,-0.285,10
-1.17,-0.412,-0.137,-0.514,-0.303,-0.408,-0.483,-0.526,-0.354,-1.17,-0.406,-0.323,-0.712,-0.498,-0.721,-1.17,-0.66,-0.371,10
-1.086,-0.414,-0.094,-0.452,-0.234,-0.404,-0.466,-0.523,-0.267,-1.086,-0.358,-0.24,-0.62,-0.465,-0.779,-1.086,-0.539,-0.342,10
-0.984,-0.49,-0.093,-0.427,-0.259,-0.437,-0.42,-0.505,-0.302,-0.984,-0.281,-0.2,-0.551,-0.429,-0.679,-0.984,-0.496,-0.346,10
-1.148,-0.377,-0.067,-0.546,-0.291,-0.402,-0.465,-0.509,-0.298,-1.148,-0.376,-0.218,-0.673,-0.508,-0.784,-1.148,-0.644,-0.327,10
-1.208,-0.452,-0.059,-0.542,-0.267,-0.38,-0.582,-0.543,-0.344,-1.208,-0.386,-0.25,-0.724,-0.549,-0.702,-1.208,-0.665,-0.382,10
-1.181,-0.446,-0.12,-0.523,-0.323,-0.444,-0.499,-0.552,-0.311,-1.181,-0.346,-0.248,-0.686,-0.492,-0.754,-1.181,-0.598,-0.238,10
-1.105,-0.474,-0.135,-0.558,-0.356,-0.453,-0.533,-0.571,-0.35,-1.105,-0.348,-0.256,-0.689,-0.467,-0.644,-1.105,-0.59,-0.296,10
-0.728,-0.415,-0.042,-0.339,-0.228,-0.33,-0.373,-0.462,-0.357,-0.728,-0.455,-0.338,-0.432,-0.473,-0.666,-0.728,-0.478,-0.42,10
-1.112,-0.393,-0.046,-0.498,-0.26,-0.374,-0.49,-0.525,-0.324,-1.112,-0.383,-0.292,-0.661,-0.494,-0.643,-1.112,-0.608,-0.415,10
-1.095,-0.426,-0.047,-0.469,-0.301,-0.287,-0.491,-0.535,-0.301,-1.095,-0.426,-0.31,-0.658,-0.527,-0.752,-1.095,-0.603,-0.348,10
-0.677,-0.267,-0.009,-0.218,-0.125,-0.262,-0.283,-0.363,-0.225,-0.677,-0.157,-0.087,-0.363,-0.234,-0.571,-0.677,-0.298,-0.272,10
-0.729,-0.478,-0.145,-0.29,-0.34,-0.533,-0.356,-0.423,-0.23,-0.729,-0.103,0.002,-0.261,-0.193,-0.425,-0.729,-0.375,-0.273,10
-1.226,-0.227,-0.26,-0.538,-0.33,-0.223,-0.364,-0.612,-0.181,-1.226,-0.532,-0.293,-0.613,-0.659,-1.184,-1.226,-0.573,-0.677,7
-1.224,-0.316,-0.308,-0.49,-0.323,-0.311,-0.356,-0.626,-0.15,-1.224,-0.558,-0.26,-0.55,-0.647,-1.108,-1.224,-0.51,-0.68,7
-1.23,-0.344,-0.297,-0.504,-0.344,-0.35,-0.348,-0.569,-0.18,-1.23,-0.479,-0.232,-0.57,-0.639,-1.154,-1.23,-0.589,-0.779,7
-1.206,-0.257,-0.298,-0.545,-0.321,-0.252,-0.327,-0.619,-0.193,-1.206,-0.471,-0.186,-0.541,-0.62,-1.197,-1.206,-0.58,-0.763,7
-1.2,-0.405,-0.371,-0.602,-0.398,-0.409,-0.402,-0.606,-0.216,-1.2,-0.443,-0.135,-0.458,-0.604,-1.204,-1.2,-0.567,-0.752,7
-1.215,-0.15,-0.183,-0.342,-0.202,-0.157,-0.209,-0.567,-0.142,-1.215,-0.474,-0.253,-0.605,-0.653,-1.105,-1.215,-0.612,-0.567,7
-1.116,-0.455,-0.327,-0.527,-0.369,-0.426,-0.333,-0.578,-0.2,-1.116,-0.51,-0.235,-0.495,-0.627,-1.164,-1.116,-0.514,-0.731,7
-1.217,-0.28,-0.261,-0.391,-0.236,-0.286,-0.304,-0.546,-0.143,-1.217,-0.492,-0.233,-0.587,-0.637,-1.097,-1.217,-0.5,-0.609,7
-1.191,-0.353,-0.285,-0.508,-0.281,-0.358,-0.359,-0.574,-0.188,-1.191,-0.441,-0.172,-0.516,-0.577,-1.091,-1.191,-0.522,-0.731,7
-1.236,-0.211,-0.242,-0.5,-0.276,-0.198,-0.362,-0.595,-0.186,-1.236,-0.48,-0.191,-0.534,-0.637,-1.111,-1.236,-0.565,-0.669,7
-1.237,-0.397,-0.273,-0.422,-0.286,-0.397,-0.303,-0.564,-0.159,-1.237,-0.461,-0.265,-0.594,-0.614,-1.107,-1.237,-0.623,-0.725,7
-1.188,-0.384,-0.296,-0.495,-0.287,-0.363,-0.372,-0.575,-0.203,-1.188,-0.468,-0.187,-0.528,-0.615,-1.117,-1.188,-0.53,-0.734,7
-1.142,-0.494,-0.386,-0.441,-0.335,-0.492,-0.284,-0.549,-0.198,-1.142,-0.476,-0.227,-0.571,-0.654,-1.236,-1.142,-0.614,-0.821,7
-1.118,-0.394,-0.371,-0.504,-0.361,-0.378,-0.375,-0.617,-0.204,-1.118,-0.586,-0.251,-0.461,-0.655,-1.107,-1.118,-0.478,-0.675,7
-1.187,-0.224,-0.271,-0.445,-0.266,-0.213,-0.335,-0.596,-0.179,-1.187,-0.48,-0.204,-0.501,-0.616,-1.145,-1.187,-0.539,-0.693,7
-1.194,-0.324,-0.328,-0.517,-0.346,-0.33,-0.308,-0.582,-0.192,-1.194,-0.467,-0.194,-0.543,-0.609,-1.199,-1.194,-0.543,-0.714,7
-1.108,-0.215,-0.23,-0.508,-0.266,-0.204,-0.28,-0.554,-0.19,-1.108,-0.436,-0.195,-0.476,-0.547,-1.191,-1.108,-0.586,-0.659,7
-1.124,-0.36,-0.369,-0.529,-0.369,-0.337,-0.379,-0.634,-0.207,-1.124,-0.496,-0.205,-0.443,-0.597,-1.104,-1.124,-0.486,-0.7,7
-1.177,-0.252,-0.215,-0.5,-0.289,-0.231,-0.328,-0.613,-0.174,-1.177,-0.507,-0.24,-0.512,-0.627,-1.082,-1.177,-0.583,-0.626,7
-1.206,-0.139,-0.201,-0.438,-0.279,-0.146,-0.299,-0.597,-0.163,-1.206,-0.538,-0.263,-0.579,-0.651,-1.2,-1.206,-0.574,-0.676,7
-1.28,-0.433,-0.296,-0.388,-0.315,-0.425,-0.316,-0.553,-0.179,-1.28,-0.428,-0.198,-0.598,-0.628,-1.114,-1.28,-0.657,-0.777,7
-1.187,-0.309,-0.258,-0.664,-0.354,-0.284,-0.37,-0.588,-0.252,-1.187,-0.477,-0.274,-0.563,-0.603,-1.192,-1.187,-0.646,-0.752,7
-1.225,-0.282,-0.297,-0.473,-0.322,-0.26,-0.317,-0.599,-0.173,-1.225,-0.554,-0.254,-0.565,-0.673,-1.161,-1.225,-0.571,-0.712,7
-1.175,-0.347,-0.346,-0.456,-0.322,-0.343,-0.316,-0.578,-0.196,-1.175,-0.478,-0.176,-0.499,-0.601,-1.089,-1.175,-0.53,-0.702,7
-1.118,-0.476,-0.36,-0.588,-0.391,-0.479,-0.386,-0.588,-0.217,-1.118,-0.452,-0.184,-0.449,-0.564,-1.128,-1.118,-0.532,-0.812,7
-1.273,-0.276,-0.219,-0.381,-0.265,-0.294,-0.263,-0.594,-0.154,-1.273,-0.545,-0.281,-0.638,-0.699,-1.115,-1.273,-0.632,-0.62,7
-1.164,-0.275,-0.278,-0.516,-0.327,-0.307,-0.358,-0.602,-0.151,-1.164,-0.478,-0.232,-0.484,-0.603,-1.112,-1.164,-0.514,-0.679,7
-1.212,-0.208,-0.226,-0.444,-0.307,-0.198,-0.301,-0.578,-0.172,-1.212,-0.534,-0.245,-0.576,-0.641,-1.212,-1.212,-0.581,-0.719,7
-1.182,-0.299,-0.278,-0.481,-0.307,-0.288,-0.348,-0.603,-0.189,-1.182,-0.494,-0.225,-0.501,-0.616,-1.109,-1.182,-0.516,-0.655,7
-1.306,-0.237,-0.24,-0.471,-0.271,-0.226,-0.329,-0.623,-0.173,-1.306,-0.45,-0.169,-0.574,-0.607,-1.101,-1.306,-0.603,-0.615,7
-1.232,-0.46,-0.288,-0.431,-0.34,-0.457,-0.291,-0.541,-0.171,-1.232,-0.429,-0.247,-0.586,-0.591,-1.12,-1.232,-0.609,-0.763,7
-1.245,-0.464,-0.313,-0.441,-0.332,-0.475,-0.348,-0.562,-0.176,-1.245,-0.419,-0.22,-0.573,-0.597,-1.099,-1.245,-0.591,-0.756,7
-1.087,-0.359,-0.265,-0.527,-0.338,-0.302,-0.309,-0.578,-0.233,-1.087,-0.536,-0.279,-0.613,-0.667,-1.292,-1.087,-0.584,-0.787,7
-1.221,-0.354,-0.327,-0.598,-0.375,-0.362,-0.419,-0.59,-0.243,-1.221,-0.541,-0.246,-0.532,-0.647,-1.157,-1.221,-0.594,-0.732,7
-1.259,-0.45,-0.278,-0.418,-0.313,-0.466,-0.339,-0.556,-0.166,-1.259,-0.403,-0.227,-0.565,-0.592,-1.081,-1.259,-0.605,-0.732,7
-1.187,-0.304,-0.283,-0.358,-0.281,-0.306,-0.297,-0.572,-0.169,-1.187,-0.456,-0.152,-0.501,-0.591,-1.065,-1.187,-0.56,-0.724,7
-1.079,-0.436,-0.413,-0.554,-0.384,-0.398,-0.406,-0.636,-0.258,-1.079,-0.5,-0.182,-0.454,-0.596,-1.172,-1.079,-0.472,-0.751,7
-1.221,-0.215,-0.214,-0.481,-0.28,-0.201,-0.355,-0.594,-0.174,-1.221,-0.433,-0.182,-0.487,-0.594,-1.045,-1.221,-0.54,-0.647,7
-1.269,-0.368,-0.309,-0.402,-0.301,-0.353,-0.282,-0.574,-0.173,-1.269,-0.445,-0.194,-0.614,-0.64,-1.151,-1.269,-0.676,-0.755,7
-1.092,-0.451,-0.361,-0.51,-0.372,-0.467,-0.324,-0.595,-0.186,-1.092,-0.501,-0.192,-0.463,-0.603,-1.145,-1.092,-0.516,-0.776,7
-1.198,-0.167,-0.189,-0.328,-0.223,-0.167,-0.202,-0.585,-0.14,-1.198,-0.495,-0.267,-0.607,-0.661,-1.11,-1.198,-0.608,-0.557,7
-1.107,-0.474,-0.352,-0.473,-0.33,-0.458,-0.33,-0.578,-0.222,-1.107,-0.47,-0.227,-0.476,-0.56,-1.068,-1.107,-0.479,-0.725,7
-0.866,-0.476,-0.364,-0.514,-0.399,-0.492,-0.235,-0.53,-0.278,-0.866,-0.521,-0.346,-0.544,-0.658,-1.392,-0.866,-0.51,-0.863,7
-1.202,-0.314,-0.253,-0.492,-0.312,-0.302,-0.372,-0.578,-0.184,-1.202,-0.467,-0.223,-0.544,-0.603,-1.111,-1.202,-0.553,-0.718,7
