@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R1,3-7,9-10,15-16,20-21,23,25,28,30,36,38,41'

@attribute A1 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A23 numeric
@attribute A25 numeric
@attribute A28 numeric
@attribute A30 numeric
@attribute A36 numeric
@attribute A38 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.193,-1.042,-0.827,-0.802,-0.766,-0.94,-0.821,-1.082,-0.646,-0.768,-0.92,-1.193,-1.079,-0.66,-0.71,-1.133,-0.799,-0.838,4
-1.202,-1.093,-0.918,-0.892,-0.858,-0.994,-0.907,-1.119,-0.828,-0.9,-1.08,-1.202,-1.118,-0.781,-0.807,-1.129,-0.884,-0.905,4
-1.124,-0.926,-0.735,-0.672,-0.606,-0.843,-0.687,-0.95,-0.705,-0.787,-0.942,-1.124,-1.052,-0.715,-0.733,-1.053,-0.697,-0.727,4
-1.341,-1.116,-0.981,-0.891,-0.816,-1.087,-0.915,-1.168,-0.791,-0.865,-1.035,-1.341,-1.164,-0.754,-0.804,-1.177,-0.861,-0.909,4
-1.123,-1.032,-0.79,-0.782,-0.743,-0.877,-0.778,-1.023,-0.73,-0.81,-0.994,-1.123,-1.048,-0.691,-0.716,-1.081,-0.75,-0.766,4
-0.911,-0.589,-0.411,-0.348,-0.246,-0.616,-0.339,-0.596,-0.42,-0.493,-0.584,-0.911,-0.819,-0.548,-0.617,-0.835,-0.527,-0.581,9
-1.077,-0.571,-0.342,-0.271,-0.079,-0.603,-0.196,-0.537,-0.4,-0.459,-0.432,-1.077,-0.876,-0.599,-0.672,-0.836,-0.573,-0.648,9
-1.279,-0.8,-0.733,-0.568,-0.45,-0.907,-0.565,-0.786,-0.571,-0.541,-0.687,-1.279,-0.933,-0.697,-0.797,-0.887,-0.648,-0.771,9
-1.272,-0.859,-0.756,-0.669,-0.479,-0.914,-0.592,-0.776,-0.629,-0.622,-0.695,-1.272,-0.947,-0.657,-0.746,-0.829,-0.621,-0.746,9
-0.964,-0.649,-0.361,-0.352,-0.217,-0.629,-0.344,-0.765,-0.409,-0.532,-0.573,-0.964,-0.766,-0.455,-0.539,-0.717,-0.57,-0.633,9
-0.46,-0.387,-0.18,-0.225,-0.15,-0.331,-0.243,-0.465,-0.283,-0.373,-0.498,-0.46,-0.695,-0.395,-0.391,-0.516,-0.433,-0.487,9
-1.164,-0.708,-0.661,-0.509,-0.379,-0.847,-0.511,-0.775,-0.476,-0.467,-0.594,-1.164,-0.928,-0.637,-0.73,-0.88,-0.644,-0.758,9
-1.12,-0.79,-0.693,-0.622,-0.536,-0.842,-0.598,-0.795,-0.584,-0.611,-0.676,-1.12,-0.961,-0.618,-0.717,-0.84,-0.703,-0.783,9
-1.172,-0.748,-0.554,-0.46,-0.276,-0.822,-0.425,-0.742,-0.521,-0.559,-0.64,-1.172,-0.91,-0.668,-0.759,-0.913,-0.663,-0.753,9
-1.043,-0.714,-0.438,-0.426,-0.246,-0.693,-0.358,-0.666,-0.412,-0.453,-0.418,-1.043,-0.902,-0.606,-0.675,-0.858,-0.631,-0.721,9
-0.95,-0.591,-0.405,-0.338,-0.199,-0.562,-0.243,-0.413,-0.404,-0.442,-0.505,-0.95,-0.725,-0.456,-0.538,-0.659,-0.469,-0.579,9
-1.086,-0.56,-0.475,-0.35,-0.255,-0.707,-0.312,-0.566,-0.452,-0.506,-0.563,-1.086,-0.854,-0.524,-0.63,-0.804,-0.538,-0.65,9
-1.197,-0.612,-0.471,-0.341,-0.167,-0.698,-0.271,-0.577,-0.424,-0.457,-0.487,-1.197,-0.888,-0.617,-0.706,-0.835,-0.544,-0.652,9
-0.986,-0.658,-0.435,-0.395,-0.241,-0.604,-0.3,-0.522,-0.455,-0.504,-0.498,-0.986,-0.823,-0.499,-0.583,-0.717,-0.561,-0.624,9
-1.25,-0.697,-0.623,-0.478,-0.394,-0.859,-0.487,-0.737,-0.628,-0.655,-0.731,-1.25,-1.003,-0.724,-0.787,-0.94,-0.579,-0.687,9
-1.077,-0.682,-0.411,-0.353,-0.21,-0.641,-0.321,-0.649,-0.413,-0.449,-0.498,-1.077,-0.853,-0.541,-0.65,-0.84,-0.555,-0.656,9
-1.055,-0.597,-0.546,-0.438,-0.296,-0.683,-0.367,-0.495,-0.451,-0.42,-0.436,-1.055,-0.732,-0.514,-0.612,-0.731,-0.538,-0.7,9
-0.918,-0.668,-0.347,-0.326,-0.172,-0.568,-0.285,-0.604,-0.432,-0.502,-0.56,-0.918,-0.822,-0.488,-0.563,-0.764,-0.59,-0.645,9
-0.766,-0.463,-0.291,-0.272,-0.156,-0.487,-0.227,-0.463,-0.342,-0.465,-0.527,-0.766,-0.763,-0.445,-0.498,-0.642,-0.429,-0.521,9
-1.064,-0.877,-0.537,-0.535,-0.363,-0.692,-0.468,-0.763,-0.567,-0.594,-0.676,-1.064,-0.863,-0.566,-0.658,-0.779,-0.64,-0.717,9
-1.009,-0.556,-0.451,-0.356,-0.243,-0.632,-0.309,-0.531,-0.372,-0.404,-0.493,-1.009,-0.84,-0.556,-0.64,-0.844,-0.659,-0.705,9
-0.914,-0.679,-0.406,-0.418,-0.265,-0.628,-0.355,-0.569,-0.423,-0.459,-0.5,-0.914,-0.762,-0.523,-0.577,-0.796,-0.565,-0.664,9
-1.242,-0.729,-0.638,-0.535,-0.42,-0.847,-0.506,-0.741,-0.552,-0.587,-0.616,-1.242,-0.909,-0.602,-0.722,-0.835,-0.646,-0.739,9
-1.15,-0.669,-0.466,-0.343,-0.175,-0.719,-0.309,-0.635,-0.499,-0.502,-0.517,-1.15,-0.967,-0.604,-0.687,-0.807,-0.556,-0.643,9
-0.954,-0.562,-0.439,-0.34,-0.257,-0.606,-0.305,-0.452,-0.402,-0.412,-0.45,-0.954,-0.794,-0.507,-0.577,-0.678,-0.497,-0.584,9
-1.265,-0.832,-0.701,-0.574,-0.408,-0.884,-0.552,-0.809,-0.543,-0.548,-0.604,-1.265,-0.946,-0.607,-0.739,-0.884,-0.683,-0.792,9
-1.085,-0.605,-0.568,-0.45,-0.335,-0.738,-0.399,-0.59,-0.428,-0.448,-0.56,-1.085,-0.857,-0.622,-0.694,-0.846,-0.63,-0.713,9
-0.969,-0.634,-0.295,-0.274,-0.04,-0.52,-0.177,-0.582,-0.318,-0.354,-0.364,-0.969,-0.696,-0.421,-0.492,-0.661,-0.487,-0.568,9
-1.057,-0.618,-0.335,-0.265,-0.074,-0.621,-0.192,-0.553,-0.46,-0.563,-0.513,-1.057,-0.885,-0.518,-0.631,-0.808,-0.535,-0.585,9
-1.078,-0.635,-0.455,-0.318,-0.153,-0.68,-0.279,-0.594,-0.469,-0.514,-0.593,-1.078,-0.846,-0.553,-0.645,-0.776,-0.523,-0.634,9
-0.883,-0.576,-0.413,-0.327,-0.224,-0.611,-0.388,-0.659,-0.446,-0.462,-0.533,-0.883,-0.867,-0.556,-0.641,-0.808,-0.572,-0.627,9
-0.936,-0.502,-0.305,-0.17,0.012,-0.49,-0.12,-0.368,-0.268,-0.333,-0.332,-0.936,-0.715,-0.413,-0.515,-0.713,-0.461,-0.557,9
-0.788,-0.444,-0.256,-0.221,-0.105,-0.449,-0.149,-0.356,-0.33,-0.357,-0.433,-0.788,-0.714,-0.42,-0.478,-0.588,-0.388,-0.476,9
-1.059,-0.634,-0.416,-0.308,-0.156,-0.63,-0.294,-0.631,-0.401,-0.488,-0.493,-1.059,-0.798,-0.469,-0.548,-0.713,-0.525,-0.562,9
-1.239,-0.693,-0.653,-0.504,-0.405,-0.858,-0.507,-0.732,-0.559,-0.595,-0.658,-1.239,-0.865,-0.596,-0.695,-0.825,-0.611,-0.732,9
-0.808,-0.585,-0.339,-0.321,-0.181,-0.552,-0.315,-0.612,-0.329,-0.38,-0.473,-0.808,-0.687,-0.366,-0.44,-0.662,-0.49,-0.567,9
-0.987,-0.576,-0.255,-0.205,0.026,-0.491,-0.101,-0.468,-0.377,-0.481,-0.412,-0.987,-0.784,-0.475,-0.557,-0.76,-0.539,-0.588,9
-0.898,-0.43,-0.321,-0.205,-0.048,-0.534,-0.137,-0.358,-0.317,-0.377,-0.427,-0.898,-0.735,-0.474,-0.551,-0.754,-0.452,-0.54,9
-1.11,-0.663,-0.556,-0.427,-0.284,-0.739,-0.381,-0.628,-0.541,-0.595,-0.656,-1.11,-0.872,-0.586,-0.656,-0.837,-0.579,-0.682,9
-0.288,-0.447,-0.065,-0.155,-0.051,-0.207,-0.154,-0.485,-0.253,-0.421,-0.445,-0.288,-0.696,-0.284,-0.344,-0.734,-0.41,-0.379,9
-0.836,-0.56,-0.317,-0.31,-0.192,-0.513,-0.279,-0.545,-0.354,-0.409,-0.441,-0.836,-0.748,-0.421,-0.515,-0.704,-0.47,-0.54,9
-1.001,-0.686,-0.506,-0.484,-0.37,-0.69,-0.422,-0.637,-0.538,-0.586,-0.643,-1.001,-0.845,-0.536,-0.617,-0.769,-0.566,-0.659,9
-1.173,-0.807,-0.647,-0.544,-0.357,-0.817,-0.512,-0.77,-0.492,-0.473,-0.542,-1.173,-0.929,-0.562,-0.696,-0.857,-0.66,-0.769,9
-0.702,-0.505,-0.285,-0.326,-0.156,-0.483,-0.225,-0.467,-0.393,-0.453,-0.512,-0.702,-0.824,-0.471,-0.54,-0.733,-0.462,-0.532,9
-0.961,-0.596,-0.496,-0.398,-0.3,-0.672,-0.401,-0.636,-0.383,-0.336,-0.51,-0.961,-0.71,-0.475,-0.568,-0.66,-0.437,-0.569,9
-1.016,-0.607,-0.516,-0.405,-0.327,-0.679,-0.385,-0.581,-0.456,-0.459,-0.538,-1.016,-0.809,-0.543,-0.616,-0.745,-0.608,-0.674,9
-1.051,-0.705,-0.486,-0.439,-0.258,-0.671,-0.381,-0.673,-0.498,-0.512,-0.574,-1.051,-0.824,-0.51,-0.615,-0.835,-0.656,-0.705,9
-1.105,-0.703,-0.513,-0.401,-0.264,-0.753,-0.352,-0.636,-0.487,-0.573,-0.593,-1.105,-0.952,-0.596,-0.686,-0.841,-0.624,-0.724,9
-0.8,-0.74,-0.415,-0.443,-0.295,-0.565,-0.383,-0.641,-0.429,-0.481,-0.607,-0.8,-0.68,-0.394,-0.526,-0.709,-0.57,-0.626,9
-1.064,-0.586,-0.543,-0.404,-0.295,-0.744,-0.431,-0.682,-0.406,-0.427,-0.564,-1.064,-0.887,-0.656,-0.73,-0.873,-0.667,-0.785,9
-1.127,-0.466,-0.283,-0.186,-0.096,-0.539,-0.205,-0.506,-0.293,-0.474,-0.27,-1.127,-0.683,-0.38,-0.48,-0.737,-0.507,-0.515,10
-0.983,-0.373,-0.25,-0.137,-0.117,-0.48,-0.188,-0.447,-0.375,-0.543,-0.392,-0.983,-0.731,-0.363,-0.482,-0.606,-0.523,-0.522,10
-1.129,-0.347,-0.282,-0.123,-0.051,-0.524,-0.157,-0.396,-0.25,-0.398,-0.204,-1.129,-0.705,-0.401,-0.482,-0.712,-0.521,-0.505,10
-0.97,-0.432,-0.273,-0.195,-0.122,-0.47,-0.157,-0.367,-0.357,-0.505,-0.376,-0.97,-0.611,-0.336,-0.427,-0.649,-0.371,-0.403,10
-1.244,-0.533,-0.299,-0.205,-0.088,-0.564,-0.175,-0.49,-0.324,-0.423,-0.258,-1.244,-0.785,-0.476,-0.583,-0.769,-0.496,-0.533,10
-1.157,-0.406,-0.279,-0.132,-0.055,-0.533,-0.123,-0.376,-0.322,-0.438,-0.284,-1.157,-0.791,-0.403,-0.546,-0.756,-0.503,-0.479,10
-1.079,-0.504,-0.36,-0.277,-0.22,-0.539,-0.25,-0.459,-0.341,-0.437,-0.313,-1.079,-0.661,-0.396,-0.484,-0.643,-0.415,-0.461,10
-1.067,-0.382,-0.222,-0.139,-0.043,-0.482,-0.148,-0.437,-0.287,-0.471,-0.2,-1.067,-0.597,-0.233,-0.388,-0.652,-0.459,-0.379,10
-0.927,-0.371,-0.197,-0.16,-0.104,-0.434,-0.133,-0.368,-0.291,-0.492,-0.306,-0.927,-0.634,-0.373,-0.456,-0.616,-0.464,-0.42,10
-1.243,-0.466,-0.275,-0.184,-0.083,-0.567,-0.136,-0.455,-0.36,-0.506,-0.298,-1.243,-0.794,-0.447,-0.575,-0.768,-0.511,-0.512,10
-1.077,-0.39,-0.258,-0.184,-0.122,-0.527,-0.216,-0.403,-0.282,-0.413,-0.142,-1.077,-0.629,-0.326,-0.446,-0.599,-0.456,-0.422,10
-1.122,-0.418,-0.274,-0.165,-0.075,-0.504,-0.165,-0.407,-0.318,-0.481,-0.246,-1.122,-0.624,-0.366,-0.477,-0.613,-0.466,-0.467,10
-1.186,-0.36,-0.363,-0.189,-0.069,-0.522,-0.171,-0.321,-0.312,-0.462,-0.199,-1.186,-0.742,-0.396,-0.52,-0.757,-0.389,-0.407,10
-0.806,-0.334,-0.2,-0.195,-0.143,-0.405,-0.178,-0.334,-0.172,-0.319,-0.113,-0.806,-0.602,-0.25,-0.408,-0.647,-0.385,-0.376,10
-1.199,-0.464,-0.303,-0.203,-0.15,-0.55,-0.205,-0.468,-0.346,-0.521,-0.309,-1.199,-0.697,-0.399,-0.534,-0.769,-0.403,-0.397,10
-1.054,-0.433,-0.21,-0.187,-0.135,-0.451,-0.166,-0.388,-0.308,-0.504,-0.256,-1.054,-0.636,-0.313,-0.434,-0.709,-0.472,-0.431,10
-1.161,-0.491,-0.333,-0.246,-0.187,-0.522,-0.227,-0.479,-0.303,-0.382,-0.22,-1.161,-0.769,-0.389,-0.497,-0.766,-0.462,-0.446,10
-0.712,-0.558,-0.116,-0.184,-0.121,-0.371,-0.184,-0.598,-0.253,-0.423,-0.209,-0.712,-0.527,-0.24,-0.3,-0.519,-0.379,-0.335,10
-0.931,-0.435,-0.192,-0.121,-0.057,-0.423,-0.169,-0.527,-0.277,-0.494,-0.268,-0.931,-0.756,-0.36,-0.431,-0.735,-0.524,-0.446,10
-0.954,-0.485,-0.267,-0.197,-0.094,-0.407,-0.196,-0.427,-0.271,-0.407,-0.258,-0.954,-0.554,-0.276,-0.434,-0.59,-0.339,-0.381,10
-1.136,-0.666,-0.406,-0.314,-0.176,-0.626,-0.286,-0.63,-0.387,-0.54,-0.438,-1.136,-0.706,-0.37,-0.509,-0.663,-0.486,-0.513,10
-1.117,-0.418,-0.246,-0.143,-0.132,-0.456,-0.152,-0.399,-0.267,-0.405,-0.217,-1.117,-0.679,-0.295,-0.437,-0.701,-0.45,-0.428,10
-1.133,-0.398,-0.272,-0.116,-0.039,-0.487,-0.192,-0.475,-0.261,-0.443,-0.115,-1.133,-0.716,-0.372,-0.494,-0.69,-0.43,-0.37,10
-1.101,-0.395,-0.235,-0.11,-0.003,-0.462,-0.126,-0.401,-0.245,-0.4,-0.118,-1.101,-0.622,-0.279,-0.392,-0.634,-0.406,-0.328,10
-0.856,-0.549,-0.281,-0.197,-0.085,-0.428,-0.15,-0.455,-0.281,-0.45,-0.151,-0.856,-0.638,-0.308,-0.432,-0.695,-0.468,-0.406,10
-1.004,-0.388,-0.158,-0.104,-0.03,-0.386,-0.149,-0.43,-0.204,-0.42,-0.175,-1.004,-0.558,-0.228,-0.371,-0.657,-0.444,-0.381,10
-0.992,-0.437,-0.236,-0.172,-0.092,-0.463,-0.164,-0.45,-0.35,-0.508,-0.281,-0.992,-0.815,-0.405,-0.539,-0.768,-0.484,-0.492,10
-1.212,-0.513,-0.373,-0.247,-0.179,-0.6,-0.269,-0.533,-0.348,-0.454,-0.334,-1.212,-0.695,-0.427,-0.541,-0.703,-0.514,-0.497,10
-1.023,-0.478,-0.238,-0.176,-0.107,-0.445,-0.189,-0.518,-0.318,-0.5,-0.285,-1.023,-0.721,-0.297,-0.418,-0.765,-0.483,-0.442,10
-1.038,-0.323,-0.1,-0.073,-0.001,-0.3,-0.004,-0.202,-0.236,-0.411,-0.067,-1.038,-0.623,-0.28,-0.415,-0.62,-0.409,-0.299,10
-0.59,-0.224,0.076,0.031,0.039,-0.173,0.036,-0.276,-0.292,-0.532,-0.243,-0.59,-0.665,-0.243,-0.335,-0.661,-0.306,-0.299,10
-0.95,-0.396,-0.181,-0.137,-0.076,-0.409,-0.113,-0.404,-0.278,-0.413,-0.248,-0.95,-0.63,-0.254,-0.411,-0.682,-0.328,-0.352,10
-0.498,-0.529,-0.108,-0.232,-0.157,-0.307,-0.203,-0.415,-0.333,-0.518,-0.296,-0.498,-0.559,-0.262,-0.302,-0.583,-0.167,-0.199,10
-1.083,-0.462,-0.263,-0.129,-0.067,-0.493,-0.166,-0.498,-0.292,-0.447,-0.208,-1.083,-0.629,-0.294,-0.397,-0.607,-0.376,-0.344,10
-0.999,-0.352,-0.138,-0.083,-0.048,-0.392,-0.088,-0.336,-0.259,-0.452,-0.15,-0.999,-0.664,-0.301,-0.412,-0.704,-0.465,-0.405,10
-1.065,-0.493,-0.376,-0.287,-0.168,-0.586,-0.271,-0.512,-0.339,-0.468,-0.258,-1.065,-0.772,-0.438,-0.55,-0.776,-0.463,-0.416,10
-1.17,-0.496,-0.334,-0.237,-0.162,-0.534,-0.239,-0.535,-0.334,-0.489,-0.35,-1.17,-0.598,-0.336,-0.461,-0.624,-0.451,-0.415,10
-1.152,-0.418,-0.329,-0.215,-0.121,-0.557,-0.189,-0.41,-0.299,-0.452,-0.193,-1.152,-0.646,-0.33,-0.467,-0.683,-0.382,-0.392,10
-0.946,-0.497,-0.241,-0.212,-0.131,-0.47,-0.168,-0.482,-0.327,-0.494,-0.301,-0.946,-0.581,-0.297,-0.412,-0.643,-0.478,-0.44,10
-1.227,-0.538,-0.445,-0.306,-0.184,-0.677,-0.268,-0.449,-0.334,-0.431,-0.274,-1.227,-0.667,-0.343,-0.509,-0.644,-0.465,-0.468,10
-1.15,-0.49,-0.368,-0.231,-0.129,-0.591,-0.226,-0.464,-0.292,-0.408,-0.253,-1.15,-0.663,-0.321,-0.433,-0.59,-0.357,-0.338,10
-1.111,-0.423,-0.295,-0.192,-0.058,-0.525,-0.19,-0.421,-0.263,-0.405,-0.186,-1.111,-0.653,-0.309,-0.418,-0.664,-0.442,-0.451,10
-1.141,-0.418,-0.309,-0.143,-0.059,-0.517,-0.209,-0.504,-0.278,-0.449,-0.154,-1.141,-0.651,-0.337,-0.449,-0.629,-0.436,-0.373,10
-1.138,-0.38,-0.285,-0.177,-0.063,-0.523,-0.143,-0.4,-0.264,-0.421,-0.173,-1.138,-0.676,-0.354,-0.489,-0.752,-0.499,-0.433,10
-0.814,-0.283,-0.22,-0.178,-0.158,-0.398,-0.189,-0.314,-0.172,-0.313,-0.146,-0.814,-0.621,-0.266,-0.429,-0.653,-0.352,-0.378,10
-1.056,-0.483,-0.28,-0.205,-0.13,-0.519,-0.226,-0.524,-0.386,-0.544,-0.34,-1.056,-0.7,-0.277,-0.418,-0.607,-0.452,-0.473,10
-0.993,-0.406,-0.109,-0.134,-0.018,-0.363,-0.056,-0.346,-0.242,-0.449,-0.084,-0.993,-0.602,-0.289,-0.408,-0.686,-0.444,-0.341,10
-0.836,-0.378,-0.185,-0.177,-0.133,-0.37,-0.114,-0.28,-0.318,-0.446,-0.204,-0.836,-0.553,-0.176,-0.262,-0.557,-0.188,-0.252,10
-1.016,-0.285,-0.249,-0.148,-0.084,-0.446,-0.178,-0.32,-0.28,-0.425,-0.132,-1.016,-0.716,-0.314,-0.413,-0.659,-0.479,-0.397,10
-1.052,-0.461,-0.259,-0.191,-0.091,-0.485,-0.19,-0.508,-0.279,-0.476,-0.252,-1.052,-0.672,-0.313,-0.426,-0.742,-0.507,-0.496,10
-1.152,-0.304,-0.421,-0.323,-0.27,-0.568,-0.289,-0.289,-0.282,-0.622,-0.07,-1.152,-1.13,-0.444,-0.575,-1.22,-0.788,-0.666,7
-1.239,-0.256,-0.338,-0.244,-0.247,-0.479,-0.219,-0.229,-0.283,-0.537,-0.04,-1.239,-1.181,-0.504,-0.669,-1.111,-0.71,-0.609,7
-1.249,-0.218,-0.273,-0.21,-0.263,-0.431,-0.195,-0.207,-0.243,-0.554,0.012,-1.249,-1.134,-0.498,-0.64,-1.137,-0.749,-0.623,7
-0.98,-0.376,-0.357,-0.284,-0.298,-0.547,-0.35,-0.411,-0.313,-0.715,-0.209,-0.98,-1.145,-0.498,-0.657,-1.397,-0.868,-0.729,7
-1.213,-0.379,-0.37,-0.298,-0.275,-0.495,-0.271,-0.39,-0.265,-0.543,-0.033,-1.213,-1.126,-0.442,-0.6,-1.027,-0.743,-0.624,7
-1.242,-0.413,-0.433,-0.346,-0.279,-0.572,-0.302,-0.381,-0.306,-0.59,-0.109,-1.242,-1.197,-0.465,-0.591,-1.159,-0.776,-0.675,7
-1.147,-0.497,-0.299,-0.284,-0.368,-0.425,-0.277,-0.509,-0.291,-0.661,-0.091,-1.147,-1.125,-0.461,-0.648,-1.248,-0.831,-0.686,7
-1.162,-0.402,-0.332,-0.284,-0.308,-0.478,-0.28,-0.408,-0.265,-0.545,-0.052,-1.162,-1.21,-0.493,-0.611,-1.13,-0.71,-0.608,7
-1.227,-0.298,-0.382,-0.279,-0.269,-0.519,-0.251,-0.287,-0.285,-0.547,-0.059,-1.227,-1.18,-0.53,-0.644,-1.163,-0.694,-0.598,7
-1.138,-0.376,-0.385,-0.324,-0.339,-0.551,-0.295,-0.394,-0.259,-0.548,-0.086,-1.138,-1.166,-0.429,-0.543,-1.054,-0.724,-0.591,7
-1.149,-0.311,-0.359,-0.265,-0.335,-0.499,-0.275,-0.312,-0.289,-0.551,-0.108,-1.149,-1.255,-0.528,-0.633,-1.063,-0.702,-0.602,7
-1.165,-0.209,-0.355,-0.232,-0.179,-0.52,-0.201,-0.226,-0.251,-0.504,0.035,-1.165,-1.155,-0.498,-0.598,-1.086,-0.685,-0.585,7
-1.248,-0.257,-0.467,-0.326,-0.276,-0.636,-0.288,-0.262,-0.302,-0.599,-0.116,-1.248,-1.172,-0.476,-0.651,-1.172,-0.72,-0.612,7
-1.158,-0.337,-0.419,-0.315,-0.293,-0.552,-0.296,-0.318,-0.3,-0.638,-0.143,-1.158,-1.147,-0.462,-0.59,-1.229,-0.817,-0.689,7
-1.058,-0.427,-0.428,-0.377,-0.371,-0.463,-0.304,-0.395,-0.256,-0.481,-0.116,-1.058,-1.29,-0.497,-0.573,-1.084,-0.653,-0.563,7
-1.049,-0.39,-0.422,-0.362,-0.39,-0.511,-0.332,-0.374,-0.28,-0.579,-0.166,-1.049,-1.305,-0.498,-0.579,-1.155,-0.758,-0.627,7
-1.19,-0.228,-0.365,-0.259,-0.195,-0.521,-0.213,-0.238,-0.255,-0.486,0.032,-1.19,-1.177,-0.497,-0.6,-1.087,-0.669,-0.591,7
-1.202,-0.331,-0.36,-0.277,-0.263,-0.495,-0.249,-0.302,-0.284,-0.552,-0.061,-1.202,-1.158,-0.457,-0.599,-1.108,-0.733,-0.615,7
-1.166,-0.492,-0.271,-0.269,-0.355,-0.363,-0.29,-0.493,-0.253,-0.634,-0.056,-1.166,-1.12,-0.434,-0.614,-1.204,-0.799,-0.692,7
-1.115,-0.344,-0.435,-0.336,-0.342,-0.478,-0.287,-0.308,-0.245,-0.439,-0.069,-1.115,-1.28,-0.509,-0.585,-1.06,-0.619,-0.57,7
-1.225,-0.254,-0.393,-0.284,-0.271,-0.535,-0.252,-0.25,-0.273,-0.561,-0.068,-1.225,-1.194,-0.513,-0.645,-1.164,-0.7,-0.588,7
-1.184,-0.368,-0.386,-0.32,-0.287,-0.548,-0.318,-0.353,-0.299,-0.636,-0.082,-1.184,-1.133,-0.508,-0.627,-1.248,-0.795,-0.669,7
-1.125,-0.198,-0.376,-0.249,-0.254,-0.483,-0.224,-0.219,-0.23,-0.453,0.023,-1.125,-1.199,-0.469,-0.585,-1.088,-0.608,-0.539,7
-1.12,-0.399,-0.458,-0.36,-0.364,-0.507,-0.314,-0.358,-0.289,-0.508,-0.151,-1.12,-1.279,-0.509,-0.597,-1.079,-0.666,-0.592,7
-1.177,-0.334,-0.37,-0.283,-0.269,-0.499,-0.26,-0.326,-0.296,-0.571,-0.124,-1.177,-1.219,-0.499,-0.619,-1.151,-0.749,-0.615,7
-1.229,-0.181,-0.232,-0.224,-0.194,-0.353,-0.163,-0.183,-0.213,-0.483,0.153,-1.229,-1.135,-0.501,-0.651,-1.087,-0.634,-0.547,7
-1.226,-0.147,-0.279,-0.213,-0.221,-0.377,-0.163,-0.134,-0.257,-0.485,0.015,-1.226,-1.217,-0.549,-0.669,-1.095,-0.592,-0.501,7
-1.247,-0.15,-0.316,-0.203,-0.245,-0.466,-0.195,-0.164,-0.271,-0.524,0.013,-1.247,-1.175,-0.497,-0.617,-1.073,-0.689,-0.585,7
-1.195,-0.379,-0.335,-0.282,-0.31,-0.423,-0.25,-0.39,-0.23,-0.515,-0.021,-1.195,-1.235,-0.516,-0.655,-1.142,-0.718,-0.619,7
-1.155,-0.43,-0.461,-0.346,-0.339,-0.579,-0.331,-0.441,-0.3,-0.568,-0.192,-1.155,-1.196,-0.443,-0.554,-1.107,-0.767,-0.652,7
-1.097,-0.276,-0.382,-0.293,-0.271,-0.551,-0.313,-0.264,-0.27,-0.603,-0.072,-1.097,-1.115,-0.482,-0.619,-1.302,-0.785,-0.638,7
-1.241,-0.193,-0.375,-0.257,-0.232,-0.538,-0.216,-0.19,-0.259,-0.553,-0.046,-1.241,-1.157,-0.504,-0.645,-1.193,-0.695,-0.583,7
-1.153,-0.338,-0.332,-0.244,-0.296,-0.448,-0.235,-0.329,-0.244,-0.5,-0.016,-1.153,-1.21,-0.485,-0.606,-1.095,-0.683,-0.608,7
-1.219,-0.462,-0.328,-0.32,-0.337,-0.468,-0.264,-0.469,-0.277,-0.601,-0.082,-1.219,-1.097,-0.451,-0.609,-1.134,-0.767,-0.639,7
-1.096,-0.326,-0.396,-0.304,-0.295,-0.56,-0.331,-0.314,-0.283,-0.624,-0.092,-1.096,-1.127,-0.48,-0.617,-1.286,-0.778,-0.635,7
-1.259,-0.202,-0.291,-0.231,-0.234,-0.434,-0.163,-0.219,-0.275,-0.506,0.057,-1.259,-1.157,-0.48,-0.612,-1.099,-0.688,-0.6,7
-1.196,-0.471,-0.483,-0.406,-0.393,-0.6,-0.378,-0.421,-0.336,-0.624,-0.184,-1.196,-1.205,-0.463,-0.578,-1.186,-0.802,-0.699,7
-1.194,-0.383,-0.419,-0.294,-0.295,-0.515,-0.266,-0.368,-0.275,-0.525,-0.076,-1.194,-1.216,-0.459,-0.584,-1.098,-0.704,-0.607,7
-1.068,-0.387,-0.381,-0.302,-0.293,-0.545,-0.312,-0.349,-0.299,-0.653,-0.148,-1.068,-1.078,-0.456,-0.602,-1.327,-0.84,-0.687,7
-1.17,-0.588,-0.528,-0.457,-0.448,-0.621,-0.464,-0.56,-0.33,-0.649,-0.234,-1.17,-1.264,-0.477,-0.579,-1.208,-0.839,-0.72,7
-1.146,-0.27,-0.301,-0.261,-0.326,-0.398,-0.232,-0.272,-0.256,-0.519,0.008,-1.146,-1.254,-0.519,-0.645,-1.091,-0.683,-0.585,7
-1.142,-0.591,-0.586,-0.486,-0.483,-0.678,-0.484,-0.584,-0.362,-0.631,-0.321,-1.142,-1.283,-0.515,-0.636,-1.184,-0.833,-0.727,7
-1.153,-0.378,-0.371,-0.296,-0.277,-0.49,-0.258,-0.379,-0.278,-0.545,-0.114,-1.153,-1.235,-0.475,-0.602,-1.117,-0.719,-0.593,7
-1.121,-0.45,-0.369,-0.33,-0.339,-0.523,-0.307,-0.432,-0.3,-0.574,-0.134,-1.121,-1.238,-0.511,-0.613,-1.161,-0.765,-0.641,7
