@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R2-3,8-10,13,17,20,22-23,25-29,31,33,37,39,41'

@attribute A2 numeric
@attribute A3 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A13 numeric
@attribute A17 numeric
@attribute A20 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A31 numeric
@attribute A33 numeric
@attribute A37 numeric
@attribute A39 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.947,-1.074,-0.847,-0.834,-1.128,-0.965,-0.962,-1.027,-0.873,-1.075,-0.723,-0.635,-0.868,-0.75,-0.723,-1.239,-0.816,-0.982,-0.768,4
-0.905,-0.977,-0.784,-0.759,-0.979,-0.904,-0.863,-0.967,-0.773,-1.086,-0.685,-0.565,-0.77,-0.698,-0.681,-1.124,-0.807,-0.97,-0.803,4
-0.886,-1.064,-0.815,-0.81,-1.083,-0.907,-0.941,-1.063,-0.807,-1.031,-0.702,-0.635,-0.793,-0.711,-0.717,-1.104,-0.788,-0.943,-0.802,4
-0.992,-1.072,-0.873,-0.855,-1.093,-0.92,-0.977,-0.981,-0.888,-1.192,-0.796,-0.671,-0.884,-0.814,-0.786,-1.239,-0.93,-1.056,-0.914,4
-0.971,-1.153,-0.93,-0.906,-1.167,-0.847,-0.963,-0.945,-0.861,-1.069,-0.695,-0.552,-0.867,-0.744,-0.696,-1.199,-0.968,-1.036,-0.903,4
-1.007,-1.078,-0.856,-0.809,-1.101,-0.937,-1.081,-1.011,-1.002,-1.18,-0.85,-0.735,-0.991,-0.874,-0.83,-1.319,-0.934,-1.02,-0.82,4
-1.036,-1.161,-0.944,-0.918,-1.212,-1.058,-1.076,-1.16,-1.019,-1.178,-0.899,-0.827,-1.019,-0.92,-0.904,-1.298,-0.991,-1.106,-0.945,4
-1.101,-1.151,-0.993,-0.951,-1.155,-0.996,-1.025,-1.005,-0.942,-1.159,-0.757,-0.603,-0.928,-0.799,-0.738,-1.342,-0.986,-1.094,-0.892,4
-1.094,-1.133,-0.96,-0.916,-1.168,-1.035,-1.02,-1.053,-0.945,-1.17,-0.741,-0.558,-0.921,-0.797,-0.724,-1.37,-0.946,-1.08,-0.853,4
-0.989,-1.119,-0.913,-0.91,-1.17,-1.018,-1.031,-1.135,-0.954,-1.195,-0.894,-0.832,-0.942,-0.883,-0.874,-1.204,-1.005,-1.066,-0.96,4
-1.089,-1.164,-0.99,-0.968,-1.188,-1.015,-1.057,-1.055,-0.999,-1.143,-0.85,-0.768,-0.984,-0.858,-0.823,-1.307,-0.98,-1.132,-0.959,4
-1.131,-1.198,-1.055,-1.036,-1.221,-1.073,-1.143,-1.15,-1.044,-1.226,-0.921,-0.829,-1.027,-0.93,-0.894,-1.321,-1.07,-1.156,-1.028,4
-0.815,-0.719,-0.617,-0.482,-0.736,-0.557,-0.923,-0.684,-0.886,-0.834,-0.645,-0.578,-0.906,-0.748,-0.692,-1.138,-0.652,-0.949,-0.651,9
-0.74,-0.669,-0.461,-0.282,-0.51,-0.43,-0.774,-0.498,-0.796,-0.853,-0.491,-0.326,-0.744,-0.609,-0.458,-1.129,-0.585,-0.89,-0.589,9
-0.633,-0.623,-0.467,-0.332,-0.526,-0.488,-0.758,-0.586,-0.668,-0.846,-0.524,-0.38,-0.664,-0.6,-0.493,-0.931,-0.647,-0.814,-0.669,9
-0.5,-0.549,-0.402,-0.23,-0.574,-0.349,-0.644,-0.468,-0.588,-0.763,-0.416,-0.286,-0.551,-0.472,-0.379,-0.851,-0.436,-0.687,-0.448,9
-0.832,-0.736,-0.561,-0.382,-0.587,-0.486,-0.838,-0.528,-0.846,-0.847,-0.522,-0.366,-0.805,-0.646,-0.495,-1.169,-0.654,-0.951,-0.656,9
-0.547,-0.501,-0.458,-0.333,-0.549,-0.137,-0.711,-0.382,-0.628,-0.809,-0.495,-0.408,-0.621,-0.558,-0.476,-0.88,-0.502,-0.782,-0.561,9
-0.706,-0.745,-0.52,-0.315,-0.657,-0.455,-0.715,-0.433,-0.785,-0.846,-0.513,-0.329,-0.728,-0.615,-0.481,-1.076,-0.573,-0.881,-0.618,9
-0.615,-0.579,-0.392,-0.287,-0.544,-0.342,-0.622,-0.382,-0.647,-0.609,-0.385,-0.238,-0.646,-0.487,-0.369,-0.868,-0.396,-0.717,-0.373,9
-0.986,-0.873,-0.771,-0.648,-0.874,-0.761,-1.037,-0.823,-1.062,-1.027,-0.801,-0.674,-1.042,-0.896,-0.779,-1.303,-0.848,-1.088,-0.808,9
-0.746,-0.756,-0.628,-0.45,-0.762,-0.579,-0.872,-0.654,-0.856,-0.94,-0.635,-0.505,-0.823,-0.715,-0.61,-1.133,-0.7,-0.927,-0.702,9
-0.668,-0.681,-0.466,-0.328,-0.623,-0.514,-0.745,-0.623,-0.675,-0.726,-0.427,-0.306,-0.632,-0.531,-0.448,-0.963,-0.513,-0.781,-0.528,9
-0.781,-0.668,-0.557,-0.407,-0.622,-0.55,-0.88,-0.702,-0.826,-0.881,-0.601,-0.503,-0.807,-0.694,-0.614,-1.102,-0.589,-0.912,-0.646,9
-0.689,-0.635,-0.472,-0.312,-0.596,-0.518,-0.792,-0.572,-0.79,-0.86,-0.602,-0.473,-0.809,-0.672,-0.563,-1.05,-0.606,-0.907,-0.664,9
-0.887,-0.819,-0.68,-0.526,-0.795,-0.588,-0.887,-0.589,-0.912,-0.935,-0.589,-0.416,-0.877,-0.721,-0.571,-1.239,-0.765,-1.013,-0.728,9
-0.692,-0.536,-0.455,-0.292,-0.545,-0.351,-0.75,-0.424,-0.778,-0.806,-0.435,-0.223,-0.724,-0.586,-0.396,-1.101,-0.621,-0.829,-0.557,9
-0.78,-0.661,-0.558,-0.395,-0.66,-0.604,-0.896,-0.676,-0.913,-0.91,-0.64,-0.488,-0.892,-0.732,-0.599,-1.211,-0.623,-0.967,-0.651,9
-0.811,-0.768,-0.642,-0.476,-0.766,-0.597,-0.903,-0.663,-0.87,-0.935,-0.615,-0.478,-0.844,-0.711,-0.603,-1.182,-0.688,-0.965,-0.68,9
-0.665,-0.7,-0.554,-0.383,-0.78,-0.488,-0.824,-0.664,-0.771,-0.83,-0.573,-0.407,-0.764,-0.642,-0.509,-1.023,-0.672,-0.892,-0.678,9
-0.71,-0.69,-0.537,-0.431,-0.639,-0.49,-0.783,-0.559,-0.72,-0.818,-0.515,-0.35,-0.683,-0.596,-0.472,-0.973,-0.581,-0.815,-0.614,9
-0.991,-0.847,-0.73,-0.614,-0.827,-0.723,-1.016,-0.774,-1.056,-1.003,-0.778,-0.659,-1.048,-0.875,-0.757,-1.319,-0.816,-1.083,-0.78,9
-0.687,-0.715,-0.51,-0.322,-0.632,-0.376,-0.798,-0.432,-0.775,-0.852,-0.562,-0.443,-0.748,-0.65,-0.539,-1.077,-0.586,-0.908,-0.649,9
-0.949,-0.813,-0.718,-0.596,-0.814,-0.689,-1.054,-0.79,-1.055,-0.995,-0.831,-0.747,-1.067,-0.919,-0.852,-1.28,-0.831,-1.088,-0.821,9
-0.843,-0.71,-0.612,-0.461,-0.687,-0.689,-0.918,-0.683,-0.91,-0.894,-0.593,-0.42,-0.878,-0.701,-0.555,-1.249,-0.693,-0.966,-0.663,9
-0.631,-0.619,-0.472,-0.351,-0.632,-0.421,-0.719,-0.509,-0.691,-0.771,-0.484,-0.342,-0.691,-0.556,-0.443,-0.98,-0.564,-0.834,-0.594,9
-0.71,-0.746,-0.533,-0.353,-0.667,-0.501,-0.794,-0.555,-0.742,-0.852,-0.573,-0.471,-0.752,-0.641,-0.559,-1.014,-0.571,-0.848,-0.57,9
-0.441,-0.332,-0.263,-0.15,-0.373,-0.228,-0.576,-0.457,-0.508,-0.582,-0.347,-0.263,-0.502,-0.421,-0.358,-0.711,-0.336,-0.588,-0.377,9
-0.781,-0.748,-0.618,-0.43,-0.735,-0.614,-0.915,-0.766,-0.838,-0.891,-0.675,-0.584,-0.842,-0.731,-0.664,-1.056,-0.628,-0.925,-0.654,9
-0.592,-0.566,-0.36,-0.174,-0.57,-0.495,-0.709,-0.473,-0.75,-0.784,-0.424,-0.289,-0.703,-0.55,-0.426,-1.064,-0.494,-0.775,-0.509,9
-0.751,-0.646,-0.515,-0.409,-0.531,-0.435,-0.806,-0.52,-0.78,-0.812,-0.563,-0.442,-0.745,-0.641,-0.543,-1.026,-0.654,-0.915,-0.705,9
-0.843,-0.69,-0.601,-0.45,-0.697,-0.533,-0.859,-0.577,-0.91,-0.916,-0.601,-0.438,-0.883,-0.722,-0.578,-1.237,-0.72,-0.969,-0.704,9
-0.865,-0.791,-0.65,-0.523,-0.784,-0.647,-0.919,-0.716,-0.918,-0.961,-0.666,-0.536,-0.902,-0.755,-0.626,-1.19,-0.712,-0.958,-0.68,9
-0.683,-0.613,-0.475,-0.299,-0.611,-0.441,-0.777,-0.49,-0.749,-0.806,-0.442,-0.259,-0.745,-0.621,-0.448,-1.104,-0.59,-0.828,-0.546,9
-0.488,-0.488,-0.282,-0.114,-0.463,-0.292,-0.604,-0.413,-0.64,-0.88,-0.534,-0.372,-0.631,-0.59,-0.5,-0.844,-0.496,-0.728,-0.536,9
-0.324,-0.258,-0.202,-0.134,-0.349,-0.159,-0.587,-0.503,-0.397,-0.52,-0.269,-0.219,-0.413,-0.347,-0.293,-0.553,-0.236,-0.549,-0.397,9
-0.643,-0.664,-0.502,-0.391,-0.649,-0.503,-0.767,-0.613,-0.653,-0.807,-0.494,-0.379,-0.627,-0.588,-0.511,-0.9,-0.595,-0.782,-0.62,9
-0.641,-0.77,-0.526,-0.356,-0.701,-0.523,-0.76,-0.6,-0.707,-0.826,-0.53,-0.425,-0.66,-0.593,-0.498,-0.958,-0.566,-0.823,-0.574,9
-0.861,-0.695,-0.599,-0.483,-0.703,-0.569,-0.941,-0.669,-0.915,-0.949,-0.661,-0.506,-0.907,-0.776,-0.638,-1.207,-0.693,-0.981,-0.682,9
-0.653,-0.63,-0.45,-0.284,-0.553,-0.358,-0.744,-0.455,-0.714,-0.786,-0.523,-0.402,-0.706,-0.583,-0.495,-1.018,-0.621,-0.902,-0.689,9
-0.502,-0.529,-0.482,-0.433,-0.592,-0.389,-0.735,-0.671,-0.517,-0.809,-0.482,-0.406,-0.519,-0.564,-0.509,-0.626,-0.409,-0.704,-0.598,9
-0.739,-0.663,-0.506,-0.343,-0.548,-0.394,-0.769,-0.508,-0.746,-0.733,-0.421,-0.286,-0.689,-0.525,-0.411,-1.077,-0.547,-0.886,-0.6,9
-0.613,-0.644,-0.486,-0.343,-0.554,-0.311,-0.811,-0.447,-0.662,-0.722,-0.483,-0.39,-0.657,-0.526,-0.457,-0.911,-0.516,-0.854,-0.615,9
-0.696,-0.659,-0.516,-0.383,-0.65,-0.458,-0.782,-0.535,-0.763,-0.776,-0.5,-0.371,-0.742,-0.59,-0.493,-1.04,-0.595,-0.933,-0.66,9
-0.669,-0.614,-0.455,-0.31,-0.519,-0.466,-0.748,-0.611,-0.65,-0.715,-0.457,-0.365,-0.653,-0.527,-0.439,-0.942,-0.44,-0.791,-0.539,9
-0.882,-0.744,-0.625,-0.484,-0.68,-0.575,-0.918,-0.623,-0.943,-0.925,-0.691,-0.578,-0.925,-0.787,-0.688,-1.194,-0.76,-1.036,-0.777,9
-0.898,-0.735,-0.674,-0.445,-0.679,-0.594,-0.864,-0.525,-0.964,-1.05,-0.695,-0.505,-0.94,-0.807,-0.658,-1.258,-0.754,-1.085,-0.795,9
-0.627,-0.646,-0.517,-0.295,-0.607,-0.388,-0.769,-0.443,-0.735,-0.897,-0.584,-0.474,-0.709,-0.65,-0.566,-0.972,-0.578,-0.864,-0.639,9
-0.59,-0.501,-0.312,-0.17,-0.482,-0.422,-0.685,-0.522,-0.761,-0.923,-0.607,-0.459,-0.751,-0.676,-0.592,-0.985,-0.584,-0.829,-0.621,9
-0.753,-0.817,-0.64,-0.481,-0.85,-0.55,-0.881,-0.637,-0.819,-0.866,-0.604,-0.479,-0.822,-0.68,-0.574,-1.12,-0.688,-0.961,-0.715,9
-0.75,-0.749,-0.552,-0.355,-0.628,-0.397,-0.835,-0.483,-0.789,-0.856,-0.571,-0.454,-0.783,-0.654,-0.565,-1.086,-0.698,-0.916,-0.688,9
-0.734,-0.733,-0.554,-0.445,-0.668,-0.559,-0.847,-0.705,-0.818,-0.87,-0.604,-0.481,-0.754,-0.667,-0.571,-1.02,-0.673,-0.86,-0.683,9
-0.471,-0.425,-0.286,-0.16,-0.431,-0.239,-0.713,-0.298,-0.655,-0.701,-0.38,-0.267,-0.674,-0.491,-0.401,-1.123,-0.216,-0.757,-0.377,10
-0.341,-0.314,-0.164,-0.06,-0.262,-0.042,-0.544,-0.122,-0.606,-0.646,-0.291,-0.159,-0.581,-0.433,-0.332,-1.082,-0.221,-0.671,-0.324,10
-0.42,-0.369,-0.178,-0.082,-0.323,-0.093,-0.571,-0.136,-0.556,-0.678,-0.327,-0.232,-0.585,-0.444,-0.345,-1.079,-0.165,-0.666,-0.339,10
-0.496,-0.49,-0.354,-0.223,-0.393,-0.201,-0.6,-0.272,-0.564,-0.626,-0.288,-0.158,-0.619,-0.443,-0.324,-1.045,-0.304,-0.719,-0.427,10
-0.586,-0.482,-0.347,-0.249,-0.448,-0.255,-0.751,-0.303,-0.735,-0.634,-0.32,-0.239,-0.698,-0.499,-0.376,-1.205,-0.295,-0.804,-0.434,10
-0.589,-0.59,-0.416,-0.22,-0.539,-0.321,-0.69,-0.293,-0.761,-0.756,-0.425,-0.273,-0.736,-0.543,-0.427,-1.216,-0.425,-0.791,-0.432,10
-0.172,-0.469,-0.183,-0.087,-0.367,-0.053,-0.466,-0.244,-0.217,-0.454,-0.119,-0.057,-0.24,-0.197,-0.135,-0.503,-0.027,-0.463,-0.226,10
-0.481,-0.438,-0.334,-0.199,-0.353,-0.176,-0.632,-0.25,-0.59,-0.617,-0.32,-0.199,-0.626,-0.431,-0.335,-1.029,-0.321,-0.725,-0.42,10
-0.514,-0.507,-0.347,-0.253,-0.494,-0.258,-0.629,-0.328,-0.618,-0.69,-0.352,-0.257,-0.655,-0.489,-0.393,-1.111,-0.367,-0.783,-0.458,10
-0.415,-0.332,-0.227,-0.086,-0.336,-0.019,-0.584,-0.102,-0.646,-0.686,-0.342,-0.203,-0.652,-0.485,-0.394,-1.13,-0.298,-0.733,-0.379,10
-0.348,-0.355,-0.105,-0.052,-0.208,-0.06,-0.605,-0.134,-0.58,-0.714,-0.447,-0.313,-0.572,-0.516,-0.424,-0.853,-0.108,-0.65,-0.299,10
-0.406,-0.352,-0.286,-0.162,-0.406,-0.052,-0.646,-0.125,-0.659,-0.747,-0.452,-0.318,-0.704,-0.562,-0.471,-1.11,-0.324,-0.738,-0.389,10
0.076,-0.363,-0.116,-0.046,-0.402,0.198,-0.408,-0.289,0.095,-0.359,-0.013,0.042,0.159,-0.055,0.022,0.106,0.311,-0.295,-0.138,10
-0.106,-0.148,-0.123,-0.077,-0.239,0.098,-0.624,-0.153,-0.222,-0.588,-0.338,-0.307,-0.309,-0.4,-0.349,-0.306,0.4,-0.217,0.202,10
-0.471,-0.455,-0.329,-0.147,-0.418,-0.202,-0.647,-0.261,-0.56,-0.68,-0.34,-0.184,-0.593,-0.442,-0.309,-1.041,-0.249,-0.689,-0.361,10
-0.255,-0.307,-0.19,-0.128,-0.395,0.033,-0.518,-0.103,-0.363,-0.58,-0.187,-0.078,-0.288,-0.293,-0.199,-0.535,0.058,-0.619,-0.314,10
-0.501,-0.447,-0.364,-0.226,-0.491,-0.194,-0.648,-0.306,-0.542,-0.639,-0.31,-0.235,-0.57,-0.416,-0.337,-1.049,-0.345,-0.752,-0.414,10
-0.402,-0.376,-0.205,-0.093,-0.371,-0.119,-0.548,-0.153,-0.583,-0.669,-0.325,-0.188,-0.601,-0.467,-0.369,-1.078,-0.174,-0.708,-0.356,10
-0.335,-0.477,-0.34,-0.215,-0.503,-0.003,-0.54,-0.245,-0.305,-0.434,-0.118,-0.024,-0.265,-0.202,-0.092,-0.612,-0.134,-0.552,-0.33,10
-0.367,-0.423,-0.239,-0.096,-0.378,-0.017,-0.624,-0.093,-0.453,-0.479,-0.225,-0.11,-0.516,-0.32,-0.267,-0.852,-0.069,-0.668,-0.297,10
-0.569,-0.532,-0.352,-0.256,-0.529,-0.358,-0.67,-0.4,-0.741,-0.799,-0.45,-0.305,-0.732,-0.584,-0.449,-1.164,-0.444,-0.84,-0.495,10
-0.459,-0.44,-0.312,-0.198,-0.408,-0.248,-0.585,-0.222,-0.597,-0.674,-0.328,-0.166,-0.616,-0.45,-0.337,-1.061,-0.297,-0.76,-0.417,10
-0.487,-0.514,-0.349,-0.264,-0.475,-0.239,-0.722,-0.324,-0.613,-0.607,-0.344,-0.232,-0.631,-0.48,-0.369,-1.004,-0.219,-0.711,-0.365,10
-0.435,-0.409,-0.245,-0.115,-0.425,-0.002,-0.559,-0.088,-0.501,-0.544,-0.189,-0.113,-0.52,-0.363,-0.255,-1.039,-0.188,-0.691,-0.322,10
-0.441,-0.393,-0.283,-0.179,-0.438,-0.171,-0.623,-0.251,-0.638,-0.707,-0.375,-0.291,-0.666,-0.494,-0.416,-1.132,-0.286,-0.756,-0.434,10
-0.237,-0.3,-0.155,-0.094,-0.256,0.064,-0.488,-0.129,-0.234,-0.425,-0.094,0.023,-0.198,-0.196,-0.107,-0.458,0.153,-0.529,-0.225,10
-0.495,-0.508,-0.348,-0.206,-0.465,-0.197,-0.61,-0.202,-0.61,-0.707,-0.379,-0.217,-0.594,-0.457,-0.328,-1.072,-0.341,-0.738,-0.413,10
-0.43,-0.411,-0.226,-0.134,-0.398,-0.161,-0.574,-0.2,-0.541,-0.589,-0.281,-0.208,-0.563,-0.389,-0.3,-1.026,-0.22,-0.707,-0.349,10
-0.426,-0.479,-0.32,-0.181,-0.49,-0.174,-0.57,-0.254,-0.534,-0.685,-0.273,-0.178,-0.525,-0.402,-0.331,-0.986,-0.245,-0.702,-0.394,10
0.064,-0.311,0.108,0.106,-0.168,0.298,-0.353,-0.281,0.4,-0.277,0.117,0.14,0.495,0.109,0.152,0.606,0.601,-0.098,0.058,10
-0.395,-0.432,-0.256,-0.128,-0.403,-0.138,-0.535,-0.178,-0.546,-0.661,-0.305,-0.177,-0.583,-0.46,-0.365,-1.055,-0.146,-0.664,-0.3,10
-0.422,-0.389,-0.289,-0.127,-0.373,-0.047,-0.607,-0.186,-0.468,-0.526,-0.233,-0.18,-0.543,-0.345,-0.257,-0.978,-0.169,-0.689,-0.36,10
-0.468,-0.412,-0.282,-0.182,-0.41,-0.204,-0.654,-0.221,-0.69,-0.756,-0.402,-0.247,-0.693,-0.527,-0.383,-1.191,-0.355,-0.737,-0.39,10
-0.429,-0.442,-0.272,-0.169,-0.53,-0.104,-0.531,-0.114,-0.579,-0.641,-0.272,-0.184,-0.539,-0.386,-0.291,-1.092,-0.087,-0.688,-0.266,10
-0.215,-0.317,-0.109,-0.069,-0.437,0.083,-0.487,-0.248,-0.16,-0.435,-0.105,-0.054,-0.152,-0.176,-0.146,-0.364,0.077,-0.477,-0.212,10
-0.546,-0.491,-0.358,-0.221,-0.431,-0.272,-0.707,-0.39,-0.625,-0.625,-0.377,-0.291,-0.642,-0.484,-0.375,-1.038,-0.325,-0.786,-0.416,10
-0.43,-0.544,-0.401,-0.237,-0.637,-0.234,-0.607,-0.295,-0.631,-0.76,-0.358,-0.22,-0.583,-0.469,-0.35,-1.006,-0.359,-0.718,-0.403,10
-0.39,-0.329,-0.184,-0.085,-0.347,-0.04,-0.588,-0.124,-0.572,-0.631,-0.281,-0.145,-0.605,-0.424,-0.321,-1.105,-0.164,-0.674,-0.331,10
-0.468,-0.391,-0.255,-0.126,-0.426,-0.1,-0.604,-0.212,-0.539,-0.686,-0.33,-0.202,-0.552,-0.428,-0.31,-1.025,-0.352,-0.759,-0.456,10
-0.245,-0.525,-0.173,-0.081,-0.346,-0.079,-0.507,-0.392,-0.13,-0.543,-0.147,-0.055,-0.057,-0.193,-0.117,-0.257,0.025,-0.391,-0.282,10
0.33,0.11,0.398,0.437,0.168,0.383,0.02,-0.07,0.596,0.087,0.41,0.358,0.553,0.422,0.392,0.599,0.633,0.053,0.085,10
-0.622,-0.631,-0.404,-0.27,-0.611,-0.366,-0.756,-0.404,-0.745,-0.723,-0.387,-0.237,-0.734,-0.535,-0.38,-1.164,-0.401,-0.842,-0.451,10
-0.531,-0.492,-0.343,-0.23,-0.511,-0.246,-0.646,-0.259,-0.68,-0.718,-0.387,-0.263,-0.651,-0.49,-0.372,-1.157,-0.338,-0.764,-0.425,10
-0.389,-0.407,-0.274,-0.151,-0.415,-0.142,-0.61,-0.221,-0.563,-0.627,-0.308,-0.226,-0.627,-0.444,-0.345,-1.095,-0.087,-0.685,-0.314,10
-0.178,-0.492,-0.292,-0.173,-0.536,-0.212,-0.489,-0.34,-0.224,-0.48,-0.172,-0.103,-0.278,-0.21,-0.123,-0.564,-0.12,-0.439,-0.214,10
-0.27,-0.233,-0.075,-0.025,-0.305,0.143,-0.452,0.012,-0.464,-0.607,-0.246,-0.14,-0.459,-0.374,-0.275,-0.947,-0.104,-0.617,-0.29,10
-0.363,-0.297,-0.176,-0.061,-0.241,0.019,-0.561,-0.109,-0.61,-0.67,-0.353,-0.237,-0.623,-0.474,-0.384,-1.075,-0.257,-0.706,-0.371,10
-0.372,-0.476,-0.274,-0.128,-0.448,-0.008,-0.618,-0.112,-0.444,-0.54,-0.263,-0.146,-0.521,-0.37,-0.316,-0.842,-0.077,-0.697,-0.322,10
-0.591,-0.497,-0.317,-0.178,-0.442,-0.315,-0.652,-0.332,-0.733,-0.781,-0.397,-0.257,-0.728,-0.552,-0.412,-1.206,-0.404,-0.811,-0.452,10
-0.482,-0.468,-0.305,-0.193,-0.435,-0.251,-0.665,-0.282,-0.582,-0.649,-0.33,-0.217,-0.641,-0.436,-0.366,-1.095,-0.233,-0.76,-0.398,10
-0.398,-0.419,-0.35,-0.356,-0.424,-0.262,-0.466,-0.169,-0.394,-1.048,-0.421,-0.256,-0.529,-0.615,-0.574,-1.002,-0.905,-0.68,-0.67,7
-0.641,-0.514,-0.431,-0.412,-0.512,-0.198,-0.584,-0.234,-0.552,-1.249,-0.471,-0.168,-0.504,-0.62,-0.481,-1.176,-0.859,-0.797,-0.676,7
-0.513,-0.389,-0.374,-0.32,-0.368,-0.145,-0.529,-0.168,-0.562,-1.292,-0.52,-0.209,-0.475,-0.627,-0.491,-1.106,-0.774,-0.697,-0.561,7
-0.347,-0.17,-0.221,-0.172,-0.171,0.017,-0.361,0.08,-0.608,-1.102,-0.482,-0.254,-0.591,-0.65,-0.501,-1.204,-0.628,-0.7,-0.498,7
-0.517,-0.297,-0.281,-0.205,-0.295,-0.026,-0.466,-0.042,-0.616,-1.184,-0.477,-0.225,-0.522,-0.615,-0.489,-1.228,-0.63,-0.716,-0.473,7
-0.463,-0.386,-0.3,-0.303,-0.354,-0.019,-0.463,-0.129,-0.515,-1.241,-0.456,-0.161,-0.439,-0.569,-0.411,-1.091,-0.632,-0.735,-0.525,7
-0.549,-0.214,-0.314,-0.236,-0.17,-0.157,-0.49,-0.086,-0.549,-1.127,-0.456,-0.231,-0.563,-0.623,-0.498,-1.245,-0.766,-0.758,-0.544,7
-0.448,-0.29,-0.278,-0.237,-0.32,0.044,-0.456,-0.043,-0.546,-1.203,-0.461,-0.218,-0.471,-0.59,-0.448,-1.126,-0.592,-0.754,-0.508,7
-0.537,-0.402,-0.337,-0.296,-0.379,-0.142,-0.518,-0.152,-0.55,-1.262,-0.517,-0.232,-0.491,-0.598,-0.487,-1.115,-0.68,-0.761,-0.534,7
-0.534,-0.446,-0.365,-0.334,-0.42,-0.154,-0.499,-0.16,-0.561,-1.246,-0.511,-0.239,-0.507,-0.586,-0.482,-1.151,-0.742,-0.726,-0.555,7
-0.467,-0.176,-0.262,-0.219,-0.238,0.04,-0.465,0.044,-0.546,-1.178,-0.488,-0.225,-0.458,-0.586,-0.45,-1.125,-0.588,-0.7,-0.467,7
-0.432,-0.224,-0.276,-0.242,-0.269,0.018,-0.417,0.02,-0.51,-1.117,-0.445,-0.206,-0.47,-0.529,-0.413,-1.143,-0.605,-0.7,-0.47,7
-0.569,-0.509,-0.443,-0.408,-0.484,-0.126,-0.51,-0.152,-0.533,-1.258,-0.481,-0.199,-0.458,-0.607,-0.484,-1.123,-0.77,-0.739,-0.572,7
-0.599,-0.405,-0.361,-0.338,-0.386,-0.2,-0.501,-0.189,-0.536,-1.22,-0.484,-0.197,-0.512,-0.62,-0.475,-1.178,-0.846,-0.779,-0.638,7
-0.439,-0.476,-0.399,-0.354,-0.443,-0.272,-0.471,-0.155,-0.427,-1.039,-0.411,-0.205,-0.555,-0.583,-0.514,-1.088,-0.869,-0.712,-0.632,7
-0.533,-0.223,-0.323,-0.262,-0.243,0.002,-0.507,-0.018,-0.587,-1.218,-0.508,-0.257,-0.49,-0.617,-0.497,-1.149,-0.625,-0.707,-0.481,7
-0.608,-0.373,-0.383,-0.333,-0.32,-0.205,-0.508,-0.158,-0.489,-1.205,-0.447,-0.159,-0.507,-0.59,-0.451,-1.191,-0.842,-0.744,-0.617,7
-0.574,-0.571,-0.413,-0.41,-0.547,-0.23,-0.527,-0.214,-0.532,-1.249,-0.459,-0.166,-0.444,-0.579,-0.463,-1.146,-0.888,-0.762,-0.659,7
-0.465,-0.205,-0.288,-0.234,-0.231,0.025,-0.404,0.071,-0.556,-1.177,-0.497,-0.2,-0.516,-0.607,-0.447,-1.154,-0.632,-0.708,-0.474,7
-0.556,-0.303,-0.356,-0.308,-0.318,-0.153,-0.461,-0.087,-0.579,-1.228,-0.501,-0.214,-0.531,-0.634,-0.506,-1.198,-0.829,-0.748,-0.614,7
-0.388,-0.193,-0.225,-0.195,-0.191,0.026,-0.337,0.05,-0.653,-1.216,-0.552,-0.289,-0.614,-0.676,-0.538,-1.242,-0.705,-0.753,-0.507,7
-0.473,-0.134,-0.222,-0.194,-0.145,-0.025,-0.38,0.033,-0.626,-1.152,-0.462,-0.205,-0.564,-0.616,-0.478,-1.256,-0.642,-0.712,-0.464,7
-0.414,-0.433,-0.303,-0.24,-0.432,-0.108,-0.351,-0.044,-0.582,-1.05,-0.379,-0.183,-0.571,-0.584,-0.472,-1.284,-0.835,-0.785,-0.611,7
-0.393,-0.47,-0.395,-0.391,-0.454,-0.263,-0.469,-0.166,-0.423,-1.031,-0.418,-0.269,-0.521,-0.604,-0.57,-1.005,-0.871,-0.718,-0.666,7
-0.517,-0.454,-0.368,-0.365,-0.476,-0.081,-0.497,-0.147,-0.536,-1.295,-0.486,-0.189,-0.427,-0.596,-0.468,-1.045,-0.727,-0.739,-0.586,7
-0.334,-0.28,-0.264,-0.229,-0.313,-0.061,-0.379,0.001,-0.562,-1.072,-0.42,-0.218,-0.581,-0.622,-0.518,-1.19,-0.696,-0.713,-0.549,7
-0.484,-0.28,-0.315,-0.269,-0.257,-0.203,-0.475,-0.088,-0.536,-1.131,-0.471,-0.247,-0.524,-0.592,-0.535,-1.16,-0.808,-0.684,-0.571,7
-0.517,-0.339,-0.33,-0.26,-0.354,-0.083,-0.494,-0.087,-0.614,-1.271,-0.541,-0.239,-0.525,-0.642,-0.521,-1.191,-0.743,-0.733,-0.554,7
-0.444,-0.173,-0.26,-0.201,-0.202,-0.004,-0.376,0.067,-0.599,-1.105,-0.432,-0.182,-0.511,-0.586,-0.432,-1.234,-0.6,-0.682,-0.431,7
