@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,5,7-10,13-14,16,19-20,26,28,32,35-36,43,52,55,58'

@attribute Word_freq_address numeric
@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_people numeric
@attribute Word_freq_report numeric
@attribute Word_freq_free numeric
@attribute Word_freq_you numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_original numeric
@attribute Char_freq4 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,1.56,0,0,0,1.56,0,0,0,1.56,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.903,0
0.04,0.04,0,0,0.16,0.08,0,0,0.16,0.71,0,0.41,0.12,0,0.04,0,0,0.031,1.83,0
0,0,0,0,0,0.39,0,0,0,0.39,0,0.39,0.39,0.39,0.39,1.56,0.39,0.125,1.955,0
0,0.6,0,0,0,0,0.12,0,0,0.6,0,0,0.24,0,0.36,0,0,0.033,2.056,0
0,0,0,0,0,0,0,0,0,2.77,0,2.77,2.77,2.77,2.77,2.77,0,0,3.25,0
0.04,0.08,0,0.13,0.02,0.11,0,0.02,0.13,0.24,0,0,0.02,0,0,0.22,0.02,0.003,2.201,0
0,0,0,0,0,1.19,0,0,0,0,0,1.19,2.38,0,0,1.19,0,0,3.379,0
0,0.49,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0.65,0,0,1.638,0
0,0.31,0,0,0,0,0,0,0,0,0,0,0.63,0,0.31,0,0,0,1.813,0
0,0.51,0,0,0,0,0.51,0,0,1.55,0,0,0,0,0,0,0,0.281,1.363,0
0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,1.647,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523,2.571,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,2.187,0
0,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,0,1,0
0.09,0.04,0.04,0,0,0.58,0,0,0.13,1.3,0,0.54,0.04,0,0.18,0.04,0,0.027,1.784,0
0.26,0.26,0,0.26,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,1.564,0
0,1.58,0,0,0,0,0,0,0,0,0,1.58,1.58,0,0.79,0,0,0,2.575,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.341,0
0,0,0,0,0,1.56,0,0,0,1.56,0,1.56,3.12,0,0,1.56,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
0,0,0,0,0,0.87,0,0,0,0,0,0.87,1.75,0,0,0.87,0,0,2.941,0
0,0,0,0,0,0,0,0,0,4.34,0,0,4.34,0,0,0,0,0.735,2.571,0
0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.486,0
2.5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1.142,0
0.56,0.56,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,2.028,0
0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0.65,0,0,0,2.211,0
0,0.82,0,0,0,0.82,0,0,0,1.65,0,0,0,0,0,0,0,0,1.678,0
0,0,0,0,0,0,0,0,0,2.15,0,3.22,2.15,0,2.15,0,0,0,1.718,0
0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,1.69,0,1.619,0
0,0.88,0,0,0,0,0,0,0,0.88,0,1.76,0,0,0,0.88,0,0,1.326,0
0,0.37,0,0,0,0,0.37,0,0,1.12,0,0,0,0,0,0,0,0,1.066,0
0,0.58,0,0,0.08,0,0.08,0.16,0,0.99,0,0.66,0,0,0,0.08,0,0,2.1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.647,0
0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0.31,1.24,0,0,2.607,0
0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,0
0,0.25,0,0,0,0.25,0.25,0,0,1.27,0,1.02,0.25,0,0.25,0,0,0,1.794,0
0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,2.85,0,0,0.436,3.071,0
0,0,0,0,0,0.85,0,0,1.28,0.85,0,1.28,1.28,0.42,0.42,0.85,0.42,0,2.44,0
0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,1.692,0
0,0,0,0,0,0,0,0,0,0,0,1.72,1.72,1.72,1.72,1.72,0,0,2.533,0
0,0,0,0,0,0,0,0,0,0.77,0,0.77,0,0,0,0,0,0,1.156,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.526,0
0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,1.4,0
0,0,0,0,0,1.27,0,0,0,0.63,0,0,0,0,0,0,0,0.111,1.73,0
0,0.4,0,0,0,0,0,0,0,2.44,0,3.26,0,0,0,0,0,0.068,2.282,0
0,0,0,0,0,0,0,1.19,0,1.19,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0.81,0.406,1.958,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,2.04,2.04,2.04,2.04,2.04,0,0,2.529,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0.86,1.73,0,0.86,0,0,0,1.74,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666,0
0,0,0,0,0,0,0,0,0,1.13,0,1.13,1.13,0,1.13,1.13,0,0.136,1.812,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,1.531,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.34,0,0,0.05,0.11,0,0,0,0,0,0,0,0.23,0,0,1.864,0
0,0,0,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,0,1.541,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.142,0
0,0.05,0,0.25,0.3,0.1,0,0,0.25,0.55,0,0.35,0.15,0,0.2,0.05,0,0.022,1.979,0
0.33,0.33,0,0,0,0,0,0,0,0,0,0.33,0.67,0,0.33,0,0,0,1.87,0
0,0,0,1.32,0.16,5.12,0,0.66,0,0.33,0,0,0,0,0.16,0,0,0,1.552,0
0,0,0,0,0,0,0,0,0,0.7,0,0.35,0.7,0,0.35,0,0,0,1.506,0
0,0.05,0,0,0.5,0,0,0.05,0,0.22,0,0.67,0,0,0,0,0,0,2.972,0
0,0,0,0.09,0,0,0.27,0.09,0,0,0.09,0,0,0,0,0.37,0,0,2.277,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.31,0,0,0,0,0,0,0,1.26,0,0.95,0,0,0,0.31,0.31,0.048,1.99,0
0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,2.017,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.888,0
0.14,1,0.14,0,0,3,0,0,0,0.85,0,0,0,0,0,0,0,0,1.931,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
0,0.27,0,0.55,0,0.55,0,0,0,0,0,4.15,0.27,0.27,0.27,0.27,0.27,0,4.257,0
0,0,0,0,0,0.45,0,0,0,0.9,0,0.45,0,0,0,0,0,0,1.666,0
0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,1.5,0
0.08,0.48,0,0.08,0,0,0.08,0,0,0.65,0,0,0,0,0.08,0,0,0.057,1.875,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0.86,0.86,0.86,0.86,0.86,1.73,0,1.978,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0
0,1.05,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0.181,2,0
0,0.34,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,1.583,0
0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0.028,4.11,0
0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0.444,2.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0
0,0,0,0,0,0,0.8,0,0,2.4,0,0,0,0,0,0,1.6,0,1.596,0
0,0,0,0,0.32,0,0,0,0,0.97,0,0,0,0,0,0,0.32,0,1.973,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0
0,0,0,0,0,0,0,0,0,1.2,0,1.2,1.2,1.2,1.2,1.2,0,0,2.312,0
0,0.63,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,1.592,0
0,0.24,0,0,0,0.49,0,0,0,0.99,0,0,0.74,0,0.74,0,0,0,4.634,0
0.06,0.13,0,0,0.13,0.27,0.06,0,0.27,1.04,0.13,0.48,0.13,0,0.13,0,0,0.029,1.793,0
0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,2.5,0
0,0,0,0,0,2,0,0,0,0,0,2,2,2,2,2,0,0,2.705,0
0,0,0,0,0,0,0,0,0,0,0,1.17,0,4.7,0,0,0,0,4.476,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.11,0.11,0,0.11,0,0,0,0,0,0.22,0,0,0,0,0.11,0.44,0,0,1.614,0
0,0,0,0,0,0,0,0,0,0,0,4.16,4.16,4.16,4.16,4.16,0,0,3.333,0
0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.285,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.901,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.13,0,0.08,0,0.06,0.08,0.01,0.05,0.15,0.03,0,0,0,0,0.1,0,0.002,2.128,0
0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,1.428,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1.866,0
0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,3.041,0
0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0.46,0,0,0,1.51,0
0.04,0.09,0,0.04,0.04,0.04,0,0,0.13,0.93,0,0.32,0.23,0,0.23,0,0,0.047,1.686,0
0,0,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0
0.16,0.16,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,3.666,0
0,0,0,0,0,0.39,0,0,0,2.59,0,0.39,0.39,0.39,0.39,0.39,0.19,0,2.156,0
0,0,0,0,0,2.63,0,0,0,1.75,0,0.87,0.87,0.87,0.87,0.87,0.87,0.139,1.767,0
0,0,0,0,0,0,0,0,0,0,0,6.38,0,0,0,0,0,0,1.722,0
0,0,0,0,0,0,0,0,0,1.75,0,3.5,0,0,1.75,0,0,0,1.846,0
0.19,0.19,0,0,0,0.59,0,0.19,0,2.79,0,0.19,0.19,0.19,0.59,0,0,0.018,3.716,0
0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.517,0
0.22,0.45,0.22,0,0,1.82,0,0,0.68,2.05,0.45,0,0,0,0,0,0,0.135,2.5,0
0,0,0,0,0,0,0,0,2.22,2.22,2.22,0,0,0,0,0,0,0,1.583,0
0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,2.833,0
0,0.59,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,1.826,0
0,0,0,0,0,0,0,0,0,4.47,0,0,0,0,0,0,0,0,1.785,0
0,0,0,0,0,0.62,0,0,0,0.31,0,0.62,0.93,0,0.31,0,0.31,0,2.904,0
0,0,0,0.09,0,0,0.18,0,0,0,0,0,0,0,0,0.09,0,0,2.278,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.094,0
0,0.49,0,0,0,0.49,0,0,0,0.98,0,0.98,0.98,0,0,0.49,0,0,2.234,0
0,0,0,0,0,0,0,0,0,0,0,6.38,0,0,0,0,0,0,1.666,0
0,0.47,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0.47,0,0,1.677,0
0,0.33,0,0,0,0,0,0,0,2.01,0,1,0.33,0.33,0.33,0.33,0.33,0,1.742,0
0,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,1.466,0
0,0,0,0,0,0,0.19,0,0.09,0.38,0,0.57,0.28,0.09,0.28,0.09,0.09,0,2.731,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,0
0.22,0.22,0,0.22,0,0.45,0,1.59,0,1.36,0,0,0,0,0.22,0,0,0,4.964,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485,3.444,0
0,0,0,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,1.605,0
0,0.38,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0.38,0,0,1.8,0
0,0,0,0,0,0.67,0.67,0,0,2.68,0,1.34,0.67,0.67,0.67,0.67,0.67,0,2.604,0
0,0,0,0,0,0,0,0,0,0,0,0.76,0.76,0.76,0.76,0.76,0.76,0.339,1.813,0
0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0.273,2.588,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.055,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,1.076,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943,2.166,0
0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0.578,1.36,0
0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0.259,1.681,0
0,0,0,0,0,1.02,1.02,0,0,4.08,0,0,0,0,0,0,0,0.147,1.333,0
0,0,0,0,0,0,0.62,0,0,3.75,0,0,0,0,0,0,0,0,2.704,0
0,0.22,0,0,0,0,0.22,0,0,2.02,0,0,0,0,0,0,0,0.045,1.276,0
0,0,0,0,0,0.86,0.86,0,0,2.58,0,0,0,0,0,0,0,0.214,3.956,0
0,0,0,0,0,0.75,0,0,0,2.25,0,0,0,0,0,0,0,0,3.333,0
2.12,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,4.117,0
0,0,0,0,0,0,0.31,0,0,2.84,0,0,0,0,0,0,0,0.709,1.119,0
0,0,0,0,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0.432,1,0
0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757,1.222,0
0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,1.071,0
0,0,0,0,0,3.33,0,0,0,3.33,0,0,0,0,0,0,0,0,1,0
0.44,0.44,0,0,0,0.44,0,0,0,0.44,0,0,0,0,0,0,0,0.074,7.288,0
0,0,0,0,0,0.69,0,0,0,4.19,0,3.49,1.39,0,0.69,1.39,0,0,2.744,0
0,0,0,0,0,0.16,0,0,0.16,3.21,0,0.16,0,0,0,0,0,0.079,1.695,0
0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307,0
0,0.48,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,2.084,0
0,0,0,0,0,0.88,0,0,0,1.76,0,0,0,0,0,0,0,0.157,2,0
0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,1,0
1.25,0,0,0,0,0,0,0,0,0.93,0,0,0,0.31,0,0.31,0,0.109,2.193,0
0,0,0,0,0,0,0,0,0,2.96,0,0,0,0,0,0,0,0.377,1,0
0,0,0,0,0,0,0,0,1.13,2.27,0,0,0,0,0,0,0,0,8.761,0
0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,0,0,0.766,1,0
0,0,0,0,0,0.33,0,0,0,2.34,0,0,0,0,0,0,0,0.302,1.562,0
0,0,0,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,1.194,2.23,0
0,0,0,0,0,0,0,0,0,4.94,0,0,0,0,0,0,0,0.656,1.488,0
0,0,0,0,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,1.75,0
0,0,0,0,0,1.01,0,0,0,1.01,0,0,0,0,0,0,0,0.475,1.576,0
0,0,0,0,0,0,0,0,3.03,3.03,0,0,0,0,0,0,0,0,5.153,0
0,0,0,0,0,0.29,0,0,0.29,1.47,0,0,0,0,0,0,0,0.471,3.659,0
0,0,0,0,0,0,0,0,0,2.36,0,0.78,0,0,0,0,0,0,1.875,0
0,0,0,0,0,5.26,0,0,0,5.26,0,0,0,0,0,0,0,0,1.666,0
0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0.168,1.228,0
0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0.116,1.271,0
0,0,0,0,0,0,0,0,0,4.45,0,0,0,0,0,0,0,0,1.2,0
0,0,0,0,0,0,0,0,0,10.63,0,0,0,0,0,0,0,0,1,0
0,0.45,0,0,0,0,0.22,0,0,1.35,0,0,0,0,0,0,0,0,1.13,0
0,0,0,0,0,0,0,0,0,2.41,0,0,0,0,0,0,0,0,1.136,0
0,0.25,0,0,0,0,0,0,0,6.28,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111,0
0,0,0,0,0,0,0.3,0,0,1.5,0,0,0,0,0,0,0,0,1.404,0
