@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,7,10-11,13,15-16,19,23-28,34,36,45,49-51,53,55,58'

@attribute Word_freq_make numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_people numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_you numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_george numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_re numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,3.79,2.53,0,1.26,0,1.26,0,0,0.147,0,0,1.962,0
0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,2.161,0
0,0,2.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.416,0
0,0,0,0,0,0,0,2.28,0,0,0.45,0,0,0,0,0,0,0,0.416,0,0,3.782,0
0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0.38,0,0,0.201,0,0,2.217,0
0,0,0,0.48,0,0,0.48,1.44,0.96,0,0,0,0,0,0,0,0.48,0,0.076,0,0.381,1.884,0
0,0,0,0,1.29,0,0,1.29,0,0,0.86,0,0,0,0,0.86,0,0,0.22,0,0,1.341,0
0,0,0,0,0,0,0,2.59,0,0,0,0,1.29,0,0,0,1.29,0,0,0,0,1,0
0.51,0,0,0,0.51,0,0,2.3,0,0,0,0,0,0,0,0,0.25,0,0.333,0.047,0,1.196,0
0,0,0,0,0,0,0,0,0,0,1.11,1.11,0,0,0,0,0,0,0.183,0,0,1.8,0
0,0,0,0,0,0,0,3.7,0,0,0,7.4,0,0,0,0,0,0,0,0,0,2.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,1.047,0,0,3.475,0
0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0.138,0,0,1.863,0
0,0,0,0,0,0,0,2.19,0,0,0,0,2.19,0,0,0,0,0,0,0,0,2.409,0
0,0,0,0,0,0,0,3.77,0,0,0,0,0,0,0,0,1.88,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0.689,0,1.888,0
0,0,0,0,0,0,0,0.82,0,0,4.13,2.47,1.65,0.82,0.82,0.82,0.82,0,0.361,0,0,4.666,0
0.12,0,0,0,0,0,0,0.48,0,0,0.6,0.72,0.12,0,0,0,0,0.117,0.151,0.033,0.033,4.134,0
0,0,1.12,0,0,0,0,1.12,0,0,0,0,1.12,0,0,0,2.24,0,0,0,0,2.222,0
0.24,0,0.24,0,0.24,0,0,1.23,0,0,0.24,0.24,0,0.49,0,0,0,0.029,0.119,0.119,0,3.574,0
0.24,0.24,0,0,0,0,0,0.86,0,0,1.24,0.62,0.49,0.24,0.24,0.24,0.24,0.018,0.297,0.055,0,1.801,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,6.526,0
0,0,0,0,0,0,0,1.75,0,0,0,0,3.5,0,0,0,1.75,0,0,0,0,1.826,0
0,0,1.4,0,0,1.4,0,0,0,0,1.4,1.4,0,0,0,0,0,0,0.205,0.205,0,4.533,0
2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.888,0
0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375,0
0.26,0,0,0.53,0,0,0,4.27,0,0,0,0.26,0.53,0,0,0,0,0,0.03,0,0,1.58,0
0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,2.333,0
0,0,0.23,0,0,0,0.11,0.95,0,0,0.23,0,0.71,0,0.11,0.47,0,0.227,0.322,0.113,0.075,2.546,0
0.28,0,0,0.28,0,0,0,3.97,0,0,0.28,1.13,0,0,0,0,0,0,0,0,0,2.396,0
0,0,1.33,0,0,0,0,0,0,0,1.33,1.33,0,2.66,0,1.33,0,0,0.413,0,0,4.36,0
0.23,0,0.23,0,0,0,0,3.69,0,0,1.84,0.23,0,0,0,0,0,0,0.253,0,0.031,2.016,0
0,0,0,0,0,0,0.35,0.35,0,0,0.35,0,0,0,0,0,0,0,0.293,0,0,1.226,0
0,0,0,0,0,0,0,5.26,0,0,0.4,0.4,0,0,0,0,1.61,0,0,0,0,2.36,0
0.22,0,0,0,0.68,0,0.22,0.68,0,0,0,0,0,0,0,0,0.22,0,0.267,0.038,0,1.649,0
0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,6.66,0,0,0,0,1.5,0
0,0,0,0,0,0,0,0,0,0,9.52,4.76,4.76,4.76,4.76,4.76,0,0,1.257,0,0,3.333,0
0,0,0,0,0,0,0,0,0,0,2.85,1.42,4.28,1.42,1.42,1.42,1.42,0,0.419,0,0,2.133,0
0,0,0.66,0,0,0,0,0.66,0,0,7.61,2.64,0,0,0,0,0,0.349,0.524,0.116,0,3.627,0
0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,1,0
0,0,0.83,0,0,0,0,0,0,0,0.55,0.27,0,0.55,0,0,0,0.082,0.164,0,0,2.235,0
0,0,0,0,0,0,0,3.54,0,0,0,0,1.41,0,0,0,0.7,0.126,0.252,0,0,1.375,0
0,0,0,0,0,0,0,0,0,0,0.52,0.52,0.52,1.05,0,0,0,0,0.166,0,0,3.888,0
0,0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,0,2.7,0,0,0,0,1,0
0,0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,0,2.7,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,3.33,0,0,0,0,1.3,0
0,0,0.49,0,0,0,0,0.99,0,0,0.49,0,0.24,0,0,0,0,0,0,0,0.16,9.31,0
0,0,0.24,0,0,0,0,2.46,0,0,1.23,0.73,1.47,0.49,0.49,0.49,0.73,0,0.287,0.041,0,1.792,0
0,0,0,0,0,0,0,2.37,0,0,0.67,1.69,1.01,0.33,0,0,1.01,0,0.108,0,0,1.851,0
0,0,0,0,0,0,0.42,2.12,0,0,1.7,0.42,0.85,0.85,0.85,0.42,0.85,0,0.403,0.134,0,2.202,0
0,0,0,0,0,0,0,0.43,0,0,1.74,1.74,0,1.74,0,0,0.43,0,0.298,0.059,0,2.554,0
0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0
0,0,0,0.71,0,0,0.71,5,0,0,0,0,1.42,0,0,0,0.71,0,0.121,0,0,1.387,0
0,0,0,0,0,0,0,0,0,0,4.08,2.04,0,2.04,0,2.04,0,0,0.189,0,0,1.681,0
0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0.476,0,0,1,0
0,0,0.68,0,0,0,0,0.68,0,0,1.37,0.68,0,1.37,0,0.68,0,0.114,0.342,0,0,2.727,0
0,0,0,0,0,0,0,18.75,0,0,0,0,0,0,0,0,6.25,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,2.08,2.08,0,2.08,0,0,0,0,0.313,0,0,2.108,0
0,0,0,0,0,0,0,3.12,0,0,6.25,3.12,3.12,3.12,3.12,3.12,0,0,0.913,0,0,3.454,0
0,0,0,0,0,0,0.5,2.02,0,0,0,0,0,0,0,0,0,0.271,0.09,0.181,0,2,0
0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0.41,0,0.072,0,0,1.666,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,1,0
0,0,1.16,0,0,0,0,0,0,0,1.16,1.16,0,2.32,0,1.16,0,0,0.39,0,0,3.379,0
0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,1.111,0
0.03,0,0,0,0.01,0,0.01,0.07,0,0,0.56,0.58,0.01,0,0,0.05,0,0.221,0.129,0.063,0.005,3.364,0
0,0,0,0.2,0,0,0.4,3.62,0,0,0,0,0,0,0,0,0.4,0,0,0,0,1.576,0
0,0,0,0,0,0,0,0,0,0,3.44,1.72,1.72,1.72,1.72,1.72,0,0,0.487,0,0,2.533,0
0.3,0,0,0,0,0,0,0,0,0,1.81,2.11,0,0,0,0.3,0,0.358,0.666,0.256,0,3.923,0
0,0,0,0,0,0,0,14.28,0,0,0,0,0,0,0,0,7.14,0,0,0,0,1,0
0.05,0,0.07,0,0.02,0.02,0,0.31,0,0,0,0,0,0.02,0,0.2,0,0.011,0.144,0.003,0,2.255,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.02,0,0.08,0.02,0,0,0,0.02,0,0,0.44,0.26,0,0,0,0.02,0.11,0.024,0.17,0,0,3.637,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,1.222,0
0,0,0,0,0,0,0.37,0.37,0,0,0.37,0.74,0,0,0,0.37,0,0,0.162,0,0,2.643,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0.61,0,0,0,0,1.85,0,0,0,0.61,0.196,0.098,0,0,1.312,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,2.56,0,0,0,0,3.333,0
0,0,0.09,0,0,0,0,0.37,0,0,2.43,1.21,0.28,0.09,0.09,0.18,0.09,0.123,0.479,0.095,0,3.625,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,1,0
0,0,0.16,0,0,0,0,0.24,0,0,0,0,0,0,0,0.08,0,0.164,0.505,0,0.021,2.729,0
0.13,0,0.13,0,0,0,0,1.06,0,0,0.13,0,0,0,0,0,0.13,0.014,0.042,0,0,5.603,0
0,0,0.17,0,0,0,0,0.17,0,0,1.57,1.4,0,0,0,0,0,0.267,0.802,0.118,0,4.808,0
0.05,0,0,0,0,0,0,0.22,0,0,0.96,1.02,0.05,0,0,0.11,0,0.165,0.182,0.091,0.016,2.777,0
0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,1.481,0
0,0,0,0,0,0,0,1.78,0,0,0,0,2.67,0,0,0,0,0,0.15,0,0,1.85,0
0,0,0,0,0,0,0,1.06,0,0,1.06,1.06,0,0,0,0,0,0,0.181,0,0,1.4,0
0.13,0,0.53,0,0,0,0,0.8,0,0,0,0,0,0,0.13,0,0,0,0.25,0,0.427,5.473,0
0.11,0,0,0,0,0,0,0.44,0,0,0.78,0.67,0.11,0,0,0,0,0.171,0.233,0.031,0.031,3.189,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,0,1.25,0
0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0
0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,2.058,0
0,0,0,0,0,0,0,0,0,0,1.61,0.8,0,0,0,0.8,0.26,0.128,0.042,0,0,1.635,0
0,0,0,0,0,0,0,0.96,0,0,0.48,0,0,0,0,0.16,0,0.021,0.105,0,0.063,3.789,0
0,0,0.27,0,0,0,0.13,1.94,0,0,0.13,1.11,0,0,0,0,0,0.075,0.025,0,0,5.695,0
0,0,0,0.04,0,0,0.14,0.69,0,0,2.04,1.09,0,0.04,0,0.09,0.04,0.014,0.148,0,0.044,2.112,0
0,0,0,0,0,0,0,4.16,0,0,4.16,0,4.16,0,0,0,0,0,0,0.751,0,1.428,0
0,0,0,0,0,0,0,0,0,0,9.52,4.76,4.76,4.76,4.76,4.76,0,0,1.257,0,0,3.333,0
0.23,0,0.23,0.23,0,0,0.23,2.87,0.23,0.23,0,0,0,0,0,0,0.23,0,0,0,0.205,2.281,0
0.11,0,0,0,0.11,0,0,0.45,0,0,0.68,0.79,0.11,0,0,0.11,0,0.096,0.192,0.08,0.032,2.829,0
0,0,1.49,0,0,0,0,1.49,0,0,2.98,2.23,1.49,2.23,0.74,1.49,0.74,0,0.557,0.111,0,2.607,0
0,0,0,0,0,0,0.13,0.26,0,0,0,0,0,0,0,0,0,0.02,0.061,0,0.04,1.823,0
0,0,2.17,0,0,0,0,0,0,0,13.04,0,0,0,0,0,0,0,0,0,0,3.555,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,5.12,2.56,2.56,2.56,2.56,2.56,0,0,0.881,0,0,2.5,0
0,0,0,0,0,0,0,5.66,1.25,0,0,0,0,0,0,0,0,0,0.22,0,0,2.15,0
0,0,0.41,0,0,0,0,1.45,0,0,0,0.2,0.2,0,0,0,0,0,0.329,0,0,1.187,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
0,0,0,0.68,0,0,0.68,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1.218,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0.03,0.06,0,0,2.444,0
0,0,0,0,0,0,0,0,0,0,0.9,3.63,0,0,0,0,0,0,0,0,0,1.933,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,0
0,0,0,0,0,0,0,6.25,0,0,0,0,6.25,0,0,0,6.25,0,0,0,0,1.285,0
0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,1.92,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,2.63,1.97,1.31,0.65,0.65,0.65,0.65,0,0.507,0,0,3.041,0
0,0,1.11,0,0,0,0,1.11,0,0,2.22,1.11,0,0,0,1.11,0,0,0.191,0,0,1.454,0
0.09,0,0,0,0.09,0,0,0,0,0,2.66,0,0,0,0,0,0,0.026,0.093,0,0.12,2.658,0
0,0.68,0.68,0,0,0,0,1.37,0,0,0,0,0.68,0,0.68,0,0,0,0.144,0,0,3.369,0
0,0,0,0,0,0,0,0,0,0,1.25,1.25,0,1.25,0,0,0,0,0.224,0,0,2.379,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,8,4,4,4,4,4,0,0,1.117,0,0,3.333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,1.214,0
0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,0,1.21,0.238,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1.5,1,0,0,0,0,0,0,0,0,0,1.468,0
0,0,0,0,0,0,0,2.17,0,0,5.43,6.52,2.17,1.08,1.08,1.08,1.08,0,0.472,0,0,5.291,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.36,0,0,0,0,0,0,0.36,0,0,1.8,0,0,0,0,0,0,0,0,0,0,1.636,0
0.17,0,0,0,0,0.08,0,0.35,0,0,0.62,0.71,0.08,0,0,0.08,0,0.253,0.168,0.084,0.024,4.665,0
0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0.75,0,0.255,0,0,1.842,0
0,0,0.23,0,0,0,0,2.6,0,0,5.45,0,0.23,0,0,0,1.18,0.119,0.158,0.119,0,2.565,0
0,0,0,0,0,0,0.52,0.52,0,0,0,0,0,0,0,0,0,0,0.075,0.151,0,2.416,0
0,0,0,0,0,0,0,1.01,0,0,1.01,0.5,5.55,0.5,0.5,0.5,0.5,0.083,0.167,0,0,1.547,0
0,0.23,0,0,0,0,0,0.23,0.23,0,0,0,0,0,0,0,0,0.073,0,0,0,3.184,0
0.23,0,0,0,0,0,0,0.23,0,0,0.23,0.23,0,0,0,0,0,0,0.066,0,0,1.412,0
0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2.5,0
1.06,0,0,0,0,0,0,1.06,0,0,0,0,1.06,0,0,0,0,0,0.386,0,0,1.705,0
0,0,0,0,1.16,0,0,1.16,0,0,0,0,1.16,0,0,0,0,0,0,0,0,1.2,0
0,0,0,0,1.02,0,1.02,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1.642,0
0,0,0,0,0,0,0,0,0,0,2.4,1.2,1.2,1.2,1.2,1.2,0,0,0.446,0,0,2.166,0
0,0,0.5,0,0,0,0,2.03,0,0,1.52,0.5,1.01,1.01,0,0,0,0,0.551,0,0,4.275,0
0,0,0,0,0,0,0,0,0,0,0.65,3.26,0,0,0,0,0.65,0.093,0,0,0,1.705,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0.28,0,0,1.4,0.84,0,0,0,0,0.28,0,0,0,0,1.426,0
0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,0.82,0,0,0,0,1.272,0
0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.866,0
0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,1.63,0,0,0,0,1.25,0
0,0,0,0,0,0,0,1.72,0,0,6.89,3.44,0,0,0,0,0,0,0,0,0,2.16,0
0,0,0,0,0,0,0,0,0,0,4.65,2.32,2.32,2.32,2.32,2.32,0,0,0.692,0,0,3.312,0
0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0.83,0.41,0,0.41,0,0.41,0,0,0.159,0,0,1.848,0
0,0,0,0,0,0,0,0,0,0,4.65,2.32,2.32,2.32,2.32,2.32,0,0,0.757,0,0,2.5,0
0,0,0,0,0,0,0,0.29,0,0,0.14,0,0,0.29,0,0,0,0,0.064,0,0,1.715,0
0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,1.406,0
0,0,0,0,0,0,0,0.91,0,0,2.44,0.61,0,0,0,0,0,0.301,0.043,0.043,0.086,2.161,0
0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0.76,0.028,0,3.989,0
0,0,0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1.14,0,0,0,0,1.14,0,0,0,0,0,0.209,0,0,1.833,0
0,0,1.86,0,0,0,0,0,0,0,2.48,1.24,1.24,1.86,0.62,1.24,0.62,0.189,0.757,0,0,2.63,0
0,0,0,0,0,0,0,0.17,0,0,1.41,1.59,0,0,0,0,0,0.271,0.753,0.12,0,4.84,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.368,0
0,0,0,0,0.06,0,0.13,0.73,0,0,1.6,0.33,0,0.13,0,0.13,0.13,0,0.208,0,0.075,2.068,0
0.19,0,0.59,0,0.19,0,0,0.59,0.19,0,0,0,0,0,0,0.59,0,0.127,0.095,0,0.031,1.411,0
0.51,0,0,0,0,0,0,3.58,0,0,2.56,0,2.05,0.51,0.51,1.02,1.02,0,0.27,0,0,1.983,0
0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0.202,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0.564,0,0,1.454,0
0,0,0,0,0,0,0,4.08,0,0,0,0,0,0,0,0,1.36,0,0.38,0,0,1.607,0
0,0,0,0,0,0,0,5.71,0,0,0,0,0,0,0,0,2.85,0,0,0,0,1.111,0
0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0.41,0.109,0,0,0,1.786,0
0,0,0.6,0,0.6,0,0,3.04,0,0,0,0,0,0,0,0,0.6,0.094,0,0,0.189,1.976,0
0,0,0,0,0,0,1.47,0,0,0,0,0,0,1.47,0,0,0,0,0.253,0.253,0,2.352,0
0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.454,0
0,0,0.78,0,0.78,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0.12,0,0,2.862,0
0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1.314,0
0.32,0,0,0,0.48,0,0.16,2.43,0,0,0,0,0,0,0,0,0.48,0,0,0,0,1.704,0
0,0,0,0,0.66,0,0.09,1.23,0,0,0,0,0,0,0,0,0.37,0,0.033,0,0,1.536,0
0.38,0,0,0,0,0,0.77,0.77,0,0,0,0,0,0,0,0,0.77,0,0,0,0,2,0
0.7,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,1.41,0,0,0,0,2.342,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.277,0,0,1.047,0
0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,2.35,0,0.192,0,0.192,1.7,0
0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,0
0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,1.25,0,0.715,0,0,1.411,0
0,0,0,0,0.51,0,0.51,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1.218,0
0,0,0.38,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0.131,0.065,0,1.843,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,1.777,0
0,0,3.03,0,0,0,0,3.03,0,0,0,0,0,0,0,0,3.03,0,0,0,0,2.769,0
0,0,0.42,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,4.385,0,0,0,6.822,0
0,0,0.73,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,3.838,0,0,0,6.912,0
0,0,0,0,0,0,0,2.27,0,0.56,0,0,0,0,0,0,0.56,0,0.099,0,0,1.035,0
0,0,0,0,0,0,0,3.61,0,0,0,0,0,0,0,0,0.6,0,0,0,0,1.96,0
0,0,1.24,0,0,0,0,1.65,0,0,0,0,0,0,0,0,0,4.149,0,0,0,7.416,0
0,0,0.27,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0,3.23,0,0,0,5.802,0
0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,3.885,0,0,0,5.754,0
0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,3.024,0.059,0,0,5.016,0
0,0,0,0,0,0,0,6.55,0,0,0,0,0,0,0,0,1.63,0,0,0,0,1.333,0
0,0,1.28,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,1.296,0
0,0,0,0,0,0,0,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1.238,0
0.26,0,0.26,0,0,0,0.26,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1.541,0
0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0.344,0,0.172,2.166,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0,0,4.5,0
0,0,0,0,0,0,0.49,2.71,0,0,0,0,0,0,0,0,0.49,0.036,0.147,0,0,2.587,0
0,0,0,0,0,0,0.49,2.71,0,0,0,0,0,0,0,0,0.49,0.036,0.147,0,0,2.587,0
0,0,0,0,0.61,0,0.61,3.09,0,0,0,0,0,0,0,0,0.61,0,0.179,0,0,5.277,0
0.3,0,0,0,0.6,0,0,3.03,0,0,0,0,0,0,0,0,1.21,0.055,0.11,0,0,1.947,0
0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,13.333,0
0,0,0,0,0,0,0,7.05,0,0,0,0,0,0,0,0,1.17,0,0,0,0,3,0
1.42,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0.35,0,0,1.826,0
0,0,0,0,0,0,0.57,3.17,0,0,0.57,0,0,0,0,0,0.86,0,0.196,0,0.147,1.1,0
0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0.62,0,0.356,0,0,2.125,0
0,0,0,0,1.08,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,3.387,0
0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0.066,0,0,2.284,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333,0
0,0,0,0,0.28,0,0,2.71,0,0,0,0,0,0,0,0,0.56,0,0.017,0,0,1.024,0
0,0,0,0.6,0,0,0,1.82,0,0,0,0,0,0,0,0,0.6,0.112,0,0,0,1.617,0
0,0,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,0.56,0.033,0.033,0,0,1.489,0
0,0,0,0,0,0,0,0.8,0,0.4,0,0,0,0,0,0,0.4,0,0,0.145,0,1.372,0
0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,0
0,0,0,0,0,0,0,6.89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.555,0
