@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R7-8,12,19,24,27-28,32,35,39,41-42,44,46,49,52-58'

@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_will numeric
@attribute Word_freq_you numeric
@attribute Word_freq_money numeric
@attribute Word_freq_george numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_project numeric
@attribute Word_freq_edu numeric
@attribute Char_freq1 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_longest numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0.24,0,0.37,0.86,0,0.49,0.24,0.24,0.24,0.24,0,0.12,0.86,0,0.018,0,0,0,1.801,13,227,0
0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,6.526,83,248,0
0,0,0,1.75,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0.286,1.826,13,42,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.533,21,68,0
0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.888,29,53,0
0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375,4,11,0
0,0,2.94,4.27,0,0.53,0,0,0,0.53,0,0.8,0,0,0,0,0,0,1.58,8,128,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395,2.333,8,119,0
0,0,0.11,0.95,0,0.71,0,0,0,0,0,0,0,0,0.227,0.056,0.075,0,2.546,38,601,0
0,0,3.97,3.97,0,0,0,0,0,0.28,0,0,0.28,0,0,0.08,0,0,2.396,16,139,0
0,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,4.36,46,109,0
0,0.23,0,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,2.016,19,244,0
0,0,2.81,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226,5,146,0
0,0,0.4,5.26,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,2.36,35,59,0
0,0,0,0.68,0,0,0,0,0,0,0.68,0,1.83,0.91,0,0,0,0,1.649,13,94,0
0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,0,1.149,0,0,1.5,3,12,0
0,0,0,0,0,4.76,4.76,4.76,4.76,0,0,0,0,0,0,0,0,0,3.333,11,30,0
0,0,1.42,0,0,4.28,1.42,1.42,1.42,1.42,0,0,0,0,0,0,0,0,2.133,12,64,0
0,0,0,0.66,0,0,0,0,0,0,2.31,0.33,0.33,0,0.349,0,0,0,3.627,19,341,0
0,0,3.57,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0
0,0,0.55,0,0,0,0.55,0,0,0,0,0,0,0.27,0.082,0,0,0,2.235,51,199,0
0,0,0,3.54,0,1.41,0,0,0,0,0,0,0,0,0.126,0,0,0,1.375,5,55,0
0,0,0,0,0,0.52,1.05,0,0,0,0,0.52,0,0,0,0,0,0,3.888,55,140,0
0,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,3.33,0,0,3.33,0,0,0,0,0,3.33,0,0,0,0,0,0,1.3,4,13,0
0,0.24,0,0.99,0,0.24,0,0,0.24,0,0,0,0,0,0,0,0.16,0,9.31,235,1108,0
0,0,0.49,2.46,0,1.47,0.49,0.49,0.49,0.49,0,0,0,0,0,0.041,0,0.041,1.792,12,224,0
0,0,0,2.37,0,1.01,0.33,0,0.33,0,1.01,0,0,1.01,0,0,0,0,1.851,13,100,0
0,0,0.42,2.12,0,0.85,0.85,0.85,0.42,0.85,0,0.42,0,0,0,0.134,0,0,2.202,17,163,0
0,0,0,0.43,0,0,1.74,0,0.43,0.43,0,0,0,0,0,0.059,0,0,2.554,15,212,0
0,0,0,2.32,0,0,0,0,2.32,0,0,2.32,0,0,0,0.344,0,0,3.25,17,52,0
0,0,0,5,0,1.42,0,0,0,0,0,0.71,0,0,0,0,0,0,1.387,5,43,0
0,0,0,0,0,0,2.04,0,2.04,0,0,0,0,0,0,0,0,0,1.681,10,37,0
0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0
0,0,2.06,0.68,0,0,1.37,0,0,0,0,0,0,0,0.114,0,0,0,2.727,11,90,0
0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0
0,0,1.04,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,2.108,22,78,0
0,0,0,3.12,0,3.12,3.12,3.12,3.12,0,0,0,0,0,0,0,0,0,3.454,11,38,0
0,0,0,2.02,0,0,0,0,0,0,1.01,0,0,1.01,0.271,0.181,0,0,2,12,122,0
0,0,0.27,0,0.13,0,0,0,0,0,0,0,0,0,0,0.024,0,0,1.666,8,190,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,0
0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0
0,0,2.32,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,3.379,11,98,0
0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,1.111,2,10,0
0,0.01,0.09,0.07,0,0.01,0,0,0,0,0.03,0.01,0.07,0,0.221,0,0.005,0,3.364,66,3334,0
0,0,0,3.62,0,0,0,0,0,0,0,0,0,0,0,0.301,0,0,1.576,17,164,0
0,0,1.72,0,0,1.72,1.72,1.72,1.72,0,0,0,0,0,0,0,0,0,2.533,11,38,0
0,0,0.3,0,0,0,0,0,0,0,2.11,0,0,2.11,0.358,0,0,0,3.923,18,408,0
0,0,0,14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0
0,0.02,0.38,0.31,0,0,0.02,0,0,0,0,0.07,0.28,0.15,0.011,0,0,0,2.255,55,1825,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0
0,0,0.17,0.02,0,0,0,0,0,0,0.35,0,0,1.15,0.024,0.126,0,0,3.637,49,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666,0,0,1.222,3,11,0
0,0,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.643,34,193,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,9,0
0,0,0,0.61,0,1.85,0,0,0,0,0,0,0,0,0.196,0.098,0,0,1.312,6,63,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,9,0
0,0,0,2.56,0,0,0,0,0,0,2.56,0,0,2.56,0,0,0,0,3.333,7,20,0
0,0,0.18,0.37,0,0.28,0.09,0.09,0.09,0,0.56,0,0,2.24,0.123,0.013,0,0,3.625,51,1131,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0
0,0,0,0.24,0,0,0,0,0.08,0,0,0,0,0,0.164,0.01,0.021,0,2.729,55,1122,0
0,0,0.66,1.06,0,0,0,0,0,0,0,0.8,0,0,0.014,0,0,0.183,5.603,57,1160,0
0,0,0.17,0.17,0,0,0,0,0,0,2.8,0,0,2.8,0.267,0,0,0,4.808,20,601,0
0,0,0.17,0.22,0,0.05,0,0,0,0,0,0,0,0,0.165,0,0.016,0,2.777,38,1161,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.481,5,40,0
0,0,0,1.78,0,2.67,0,0,0,0,0.89,0,0,0.89,0,0,0,0,1.85,15,37,0
0,0,1.06,1.06,0,0,0,0,0,0,0,0,3.19,0,0,0,0,0,1.4,4,28,0
0,0,0,0.8,0,0,0,0,0,0,0,0,0,0.53,0,0.014,0.427,0.044,5.473,143,1538,0
0,0,0.33,0.44,0,0.11,0,0,0,0,0,0,0,0,0.171,0,0.031,0,3.189,32,571,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,2,5,0
0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0.505,0,0,2.375,4,19,0
0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.058,11,35,0
0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0,1.635,6,139,0
0,0,0.64,0.96,0,0,0,0,0,0,0,0,0,0,0.021,0.021,0.063,0.063,3.789,39,432,0
0,0,1.38,1.94,0,0,0,0,0,0,0,0,0,0,0.075,0.025,0,0,5.695,82,598,0
0,0,0.69,0.69,0,0,0.04,0,0.29,0,0,0,0,0,0.014,0.014,0.044,0.007,2.112,26,1223,0
0,0,0,4.16,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,1.428,4,10,0
0,0,0,0,0,4.76,4.76,4.76,4.76,0,0,0,0,0,0,0,0,0,3.333,11,30,0
0,0.47,0.23,2.87,0.23,0,0,0,0,0,0,0,0,0,0,0.37,0.205,0.041,2.281,24,146,0
0,0,0.45,0.45,0,0.11,0,0,0,0,0,0,0,0,0.096,0,0.032,0,2.829,32,549,0
0,0,0,1.49,0,1.49,2.23,0.74,0.74,0,0,0,0,0,0,0,0,0,2.607,12,133,0
0,0.79,0.13,0.26,0,0,0,0,0,0,0,0.13,0,0,0.02,0.04,0.04,0,1.823,26,372,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.407,3.555,19,96,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0
0,0,0,0,0,2.56,2.56,2.56,2.56,0,0,0,0,0,0,0,0,0,2.5,11,40,0
0,0,0,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,8,43,0
0,0,0,1.45,0,0.2,0,0,0,0,0,0,1.45,0,0,0.109,0,0.365,1.187,11,114,0
0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,1.5,4,18,0
0,0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0.523,0,0,1.218,5,39,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,2.444,76,198,0
0,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0,0,1.933,7,58,0
0,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0.645,0,0,1.666,7,15,0
0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,1.285,3,9,0
0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0
0,0,0.65,0,0,1.31,0.65,0.65,0.65,0,0,0,0.65,0,0,0,0,0,3.041,34,146,0
0,0,3.33,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.454,7,48,0
0,0.28,0.76,0,0,0,0,0,0,0,0,0.09,0,0,0.026,0.013,0.12,0,2.658,24,577,0
0.68,0,0,1.37,0,0.68,0,0.68,0,0,0,0,0,0,0,0,0,0.072,3.369,19,155,0
0,0,3.75,0,0,0,1.25,0,0,1.25,0,0,0,0,0,0,0,0,2.379,18,69,0
0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,1,1,4,0
0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,3.333,11,30,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214,4,17,0
0,0,0,2.43,0,0,0,0,0,1.21,0,0,0,0,0.238,0.238,0,0,1,1,16,0
0,0,2,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1.468,5,69,0
0,0,0,2.17,0,2.17,1.08,1.08,1.08,1.08,0,0,0,0,0,0,0,0,5.291,34,127,0
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,4,8,0
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
0,0,1.44,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.636,12,54,0
0,0,0.26,0.35,0,0.08,0,0,0,0,0,0,0,0,0.253,0,0.024,0,4.665,81,1031,0
0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.842,6,35,0
0,0,0,2.6,0,0.23,0,0,0,0,0,0,0,0,0.119,0,0,0,2.565,19,295,0
0,0,1.56,0.52,0,0,0,0,0,0,0.52,1.04,0,0.52,0,0,0,0,2.416,18,116,0
0,0,0.5,1.01,0,5.55,0.5,0.5,0.5,0.5,0,0,0,0,0.083,0.502,0,0,1.547,11,113,0
0.23,0.23,0.46,0.23,0,0,0,0,0,0,0,0,0,0,0.073,0,0,0,3.184,74,207,0
0,0,1.38,0.23,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,1.412,9,89,0
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2.5,9,15,0
0,0,1.06,1.06,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,1.705,6,29,0
0,0,1.16,1.16,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3,12,0
0,0,1.02,1.02,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,1.642,4,23,0
0,0,0,0,0,1.2,1.2,1.2,1.2,0,0,0,1.2,0,0,0,0,0,2.166,11,39,0
0,0,1.01,2.03,0,1.01,1.01,0,1.01,0,0,0,0,0,0,0.055,0,0,4.275,45,248,0
0,0,0.65,0,0,0,0,0,0,0.65,0,0,0,0,0.093,0.093,0,0,1.705,17,87,0
0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0
0,0,1.96,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.426,7,97,0
0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0,0,1.272,6,42,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,53,56,0
0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.866,6,28,0
0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,1.25,4,15,0
0,0,0,1.72,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,2.16,11,54,0
0,0,0,0,0,2.32,2.32,2.32,2.32,0,0,0,0,2.32,0,0,0,0,3.312,11,53,0
0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
0,0.83,0,0,0,0,0.41,0,0.41,0,0,0,0,0,0,0,0,0,1.848,13,122,0
0,0,0,0,0,2.32,2.32,2.32,2.32,0,0,0,0,0,0,0,0,0,2.5,11,50,0
0,0,1.75,0.29,0,0,0.29,0,0.14,0,0,0,0.29,0.14,0,0.021,0,0,1.715,11,187,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.406,7,45,0
0,0,0,0.91,0,0,0,0,0,0,0,0,1.22,0,0.301,0,0.086,0,2.161,19,227,0
0,0,0,0,0,0.16,0,0,0,0,0.16,0,0,0,0,0,0,0,3.989,33,738,0
0,0,0,0,0,14.28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0
0,0,2.29,1.14,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,1.833,5,22,0
0,0,1.24,0,0,1.24,1.86,0.62,0.62,0.62,0,0,0,0,0.189,0,0,0,2.63,16,171,0
0,0,0.53,0.17,0,0,0,0,0,0,2.83,0,0,3,0.271,0,0,0,4.84,20,576,0
0,0,0,0,0,0,0,0,0,0,0,5.12,0,0,0,0,0,0,4.368,52,83,0
0,0,0.6,0.73,0,0,0.13,0,0.33,0,0,0,0,0.06,0,0.028,0.075,0,2.068,29,871,0
0,0,0.19,0.59,0,0,0,0,0,0,0,0,0,0,0.127,0,0.031,0,1.411,7,120,0
0,0,0.51,3.58,0,2.05,0.51,0.51,0.51,0,0,0,0,0.51,0,0,0,0,1.983,24,121,0
0,0,0,1.23,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,1,1,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,1.454,5,16,0
0,0,0,4.08,0,0,0,0,0,0,0,0.68,0,0.68,0,0,0,0,1.607,6,45,0
0,0,0,5.71,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,1.111,3,20,0
0,0,0,0.41,0,0,0,0,0,0,0,0,0,7.88,0.109,0.054,0,0,1.786,14,134,0
0,0,0.6,3.04,0,0,0,0,0,0,0,0,0,3.04,0.094,0.094,0.189,0,1.976,15,83,0
0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,2.352,17,40,0
0,0,0.6,1.2,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,1.454,5,32,0
0,0,0,1.56,0,0,0,0,0,0,0,0,0,0.78,0,0.12,0,0,2.862,47,83,0
0,0,3.94,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.314,5,46,0
0,0,1.29,2.43,0,0,0,0,0,0.16,0,0,0,0.16,0,0.082,0,0,1.704,47,167,0
0,0,0.47,1.23,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,1.536,47,192,0
0,0,1.16,0.77,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,2,51,114,0
0,0,0,2.83,0,0,0,0,0,0,0,0,0,1.41,0,0.105,0,0,2.342,47,89,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0,0,1.047,2,22,0
0,0,3.52,1.17,0,0,0,0,0,0,0,2.35,0,0,0,1.156,0.192,0,1.7,6,34,0
0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0.653,0,0,1.666,5,10,0
0,0,1.25,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.411,4,24,0
0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,1.218,6,39,0
0,0,0.77,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.843,11,118,0
0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0,1.777,4,32,0
0,0,0,3.03,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,2.769,21,36,0
0,0,0,1.26,0,0,0,0,0,0,0,0,0,0.42,4.385,0.071,0,0.503,6.822,43,614,0
0,0,0,1.46,0,0,0,0,0,0,0,0,0,0,3.838,0.062,0,0.503,6.912,43,394,0
0,0,0.56,2.27,0.56,0,0,0,0,0,0,0,0.56,0,0,0,0,0.099,1.035,2,29,0
0,0,0,3.61,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.12,1.96,9,49,0
0,0,0,1.65,0,0,0,0,0,0,0,0,0,0,4.149,0.07,0,0.562,7.416,43,356,0
0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,3.23,0.048,0,0.482,5.802,43,412,0
0,0,0,0.86,0,0,0,0,0,0,0,0,0,0.43,3.885,0.073,0,0.439,5.754,43,328,0
0,0,0,0.37,0,0,0,0,0,0,0,0,0,0.37,3.024,0.059,0,0.237,5.016,43,311,0
0,0,1.63,6.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,4,20,0
0,0,0,2.56,0,0,0,0,0,1.28,0,0,0,0,0,0.232,0,0,1.296,8,35,0
0,0,2.12,5.31,0,0,0,0,0,1.06,0,2.12,0,0,0,0,0,0,1.238,4,26,0
0,0,0.26,1.31,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0.038,1.541,12,202,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0.344,0.172,0,2.166,11,39,0
0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0.533,0,0,4.5,31,63,0
0,0,0.24,2.71,0,0,0,0,0,0,0,0,0,0,0.036,0.147,0,0,2.587,55,282,0
0,0,0.24,2.71,0,0,0,0,0,0,0,0,0,0,0.036,0.147,0,0,2.587,55,282,0
0,0,0.61,3.09,0,0,0,0,0,0,0,0,0,0,0,0.448,0,0,5.277,70,285,0
0,0,0.3,3.03,0,0,0,0,0,0,0.6,0,0,0,0.055,0.055,0,0,1.947,7,74,0
0,0,0,2.12,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,13.333,73,160,0
0,0,0,7.05,0,0,0,0,0,1.17,1.17,0,0,1.17,0,0,0,0,3,15,45,0
0,0,4.28,1.42,0,0,0,0,0,0,4.28,0,0,0,0,0.175,0,0,1.826,7,42,0
0,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0.049,0.147,0,1.1,2,55,0
0,0,1.25,2.5,0,0,0,0,0,0.62,0,0,0.62,0,0,0.594,0,0,2.125,16,34,0
0,0,0,2.17,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,3.387,15,105,0
0,0,0,0.91,0,0,0,0,0,0,0,0,0,16.7,0,0,0,0,2.284,19,329,0
0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,1.375,4,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333,5,7,0
0,0,0.18,2.71,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,1.024,3,128,0
0,0,0,1.82,0,0,0,0,0,0,0,0,0,1.21,0.112,0,0,0,1.617,11,55,0
0,0,0,2.06,0,0,0,0,0,0,0,0,0.37,0.37,0.033,0.099,0,0,1.489,11,137,0
0,0,0,0.8,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0,0,1.372,5,70,0
0,0,0,0.89,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,1.266,3,19,0
0,0,0,6.89,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,1,1,8,0
0,0,0,3.57,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,1,1,24,0
0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0.353,0,0,1.555,4,14,0
