@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,5-7,11,14,16,20,23-27,32,35,41,45-46,48,51,53-54,56,58'

@attribute Word_freq_address numeric
@attribute Word_freq_our numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_report numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_george numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_conference numeric
@attribute Char_freq3 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0.31,0,0,0,0.31,0,0,0,0,0,3.34,0.63,0.47,0.15,0.15,0,0.15,0,0,0.049,0,0,100,0
0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0.62,0.74,0.12,0,0,0,0,0,0,0.034,0.034,0,41,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,1.01,0,0.188,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0.68,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0.14,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1.76,1.17,1.76,0.58,0.58,0,0.58,0,0,0,0,0,12,0
0.08,0,0.25,0,0,0,0,0,0,0,0.5,0.59,0.08,0,0,0,0,0,0,0.045,0.022,0,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,2.94,0,0,0,0,0,5,0
0,1.26,0,0,0,0,1.26,0,0,0,0,0,1.26,0,0,0,1.26,0,0,0,0,0,5,0
0.25,0,0,0,0.77,0,0,0,0,0,0.25,0.51,0,0,0,0,0,0,0,0,0,0,343,0
0,0,0,0,0,0.38,0,0,0,0,3.84,1.53,0.38,0.38,0.38,0,0.76,0,0,0.054,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0.79,0.79,0,0,0,0,0,0,0,0,0,0,10,0
0,0.13,0,0,0,0,0,0,0.41,0,2.79,0,0,0,0,0,0,0,0,0,0.053,0,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0.68,0.34,0,0,0.34,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0
0,0.58,0,0,0,0,0,0,0,0,0.29,0.29,0.29,0,0.58,0,0,0,0,0,2.038,0,351,0
0,0,0.65,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0.65,0,0,0,0.108,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,9.52,4.76,4.76,4.76,4.76,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,2.22,2.22,0,0,2.22,0,0,0,0,0,0,0,8,0
0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,58,0
1.17,0,0,0,0,0,0,0,0,0,0,1.17,2.35,0,0,0,0,0,1.17,0,0,0,16,0
0.22,0.66,0.22,0,0,0.22,1.33,0,0,0.22,3.34,3.56,0.66,0.22,0.22,0,0.22,0,0,0.111,0.223,0,42,0
0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0.62,0,0,0,0,0,34,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,4,0
0,0,0,0,0,0,0,0,0,0,0.42,0.42,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,1.12,1.12,0,0,0,0,0,0,0,0,0,0,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,1.31,0.65,0,0,0,0,0,0,0,1.31,0.65,1.97,0.65,0.65,0,0.65,0,0,0,0,0,12,0
0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0.069,0,44,0
0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,1.01,0,0,0,0,0,0,0,2.02,1.01,3.03,1.01,1.01,0,1.01,0,0,0,0,0,11,0
0,0,0,0,0,1.58,0,0,0,0,1.58,0,3.17,0,0,0,1.58,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,1.31,0,2.63,0,0,0,1.31,0,0,0,0,0,15,0
0,1.05,0,0,0,0,0,0,0,0,1.05,0,0,0,1.58,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,6.08,3.47,0.86,0.86,0.86,0,0.86,0,0,0.133,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,2.99,1.87,0,0,1.49,0,0,0,0,0.043,0,0,15,0
0,0,0,0,0,0,1.23,0,0,0,0,1.23,2.46,0,0,0,1.23,0,0,0,0,0,12,0
0.66,0,0,0.66,0,0,0,0,0,0,8,6,1.33,0,0.66,2,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,4.54,0,0,0,0,0,0,0,0,0,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,9,0
0,0.58,0,0,0,0,0,0,0,0,0.58,0.58,0,0,0,0,0,0,1.74,0.118,0,0,98,0
0,0.9,0,0,0,0,0,0,0,0,0.9,0,0.9,0,0,0,0,0,0,0,0,0,4,0
0,0.3,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0.6,0,0,0.042,0.042,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1.21,1.21,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,4.7,1.17,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,2.63,1.31,0,0,1.31,0,0,0,0,0,0,0,10,0
0,0.31,0,0,0,0,0,0,0,0,3.82,0,0.1,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
0.05,0.15,0,0.05,0.15,0,0.1,0.05,0.05,0,1.84,0.3,0,0,0.1,0,0.05,0,0.15,0,0.021,0,25,0
0,0.36,0,0,0,0,0,0,0,0,1.81,0.72,0,0,0.36,0,0,0,0.36,0,0,0,11,0
0,0.62,0.62,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0.079,0.026,13,0
0,0.1,0,0,0,0,0,0,0,0,0.47,0.52,0.05,0,0,0,0,0,0.05,0.068,0.013,0,35,0
0,0,0.74,0,0,0,0,0,0,0,0.37,0.37,0,0,0,0,0.37,0,0,0,0,0,11,0
0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,3.91,2.23,0.55,0.55,0.55,0,0.55,0,0,0.091,0,0,13,0
1.07,1.79,0.35,0,0,0,0,0,0,0,0.35,0.35,0.71,0.35,0,0,0.35,0,0,0.061,0,0,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,16,0
0,0.12,0.25,0,0,0,0,0,0,0,0.9,0.38,0.25,0,0.12,0,0,0,0.25,0,0,0,11,0
0,1.33,0,0,0,0,0,0,0,0,2.22,0,0,0,0.44,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1.75,0.29,0,0,0.29,0,0.29,0,0,0,0,0,15,0
0.27,0.83,0,0,0,0,0,0,0,0,1.93,0.27,0,0,0,0,0,0,0,0,0.084,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,4.16,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,9.52,4.76,4.76,4.76,4.76,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,17,0
0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602,23,0
0,0,0,0,0,0,0,0,0,0,1.54,1.03,1.54,0.51,1.03,0,0.51,0,0,0,0,0.48,40,0
0,0,0,0,0,0,0,0,0,0,2.73,3.19,0.91,0,0.45,0,0,0,0,0,0,0,20,0
0,0,0,0,0,0,0,0,0,0,2.63,1.31,2.63,1.31,1.31,0,1.31,0,0,0,0,0,13,0
0,0.85,0,0,0.57,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,6.79,3.88,0.97,0.97,0.97,0,1.94,0,0,0.149,0,0,13,0
0,0,0,0,0,0,0,0,0,0,1.93,1.69,0.72,0.24,0.24,0,0.24,0.48,0,0.074,0,0,12,0
0,0,0,0,0,0,0,0,0,0,2.73,2.73,1.36,0,1.36,0,0,0,0,0,0,0,7,0
0.08,0,0.08,0,0.08,0,0,0,0,0,2.79,0.69,0,0,0,0,0,0,0,0.053,0.013,0,57,0
0,0.84,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,1.03,1.03,2.06,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,1,0
0.08,0.17,0.08,0,0,0,0.08,0,0,0,0.76,0.85,0.08,0,0,0,0,0,0,0.036,0.024,0,47,0
0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,5.55,2.77,2.77,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0.34,0.34,0.68,0,0.34,0.34,1.02,0.34,0,0,0,0,15,0
0.07,0.12,0.02,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0.1,0,0.33,0.43,0.007,0.041,0.003,25,0
0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0.306,0,0,7,0
0,0,0,0,0,1.07,0,0,0,0,3.95,0.71,0,0,0.71,0,0.35,0,0,0.113,0,0,16,0
0,0,0,0,0,0,0,0,0,0,2.06,2.06,1.37,0,0,0,0,0,0,0,0,0,11,0
1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0.37,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0.597,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,3.03,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0.3,0.6,0.3,0,0,0,0,0,0,0,0.6,0.3,0,0,0.3,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0.066,0,0,200,0
0,0,0,0,0,0,0,0,0.5,0,1.52,2.03,0,0,0,0,0,0,0,0,0.061,0,38,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0.21,0.21,0,0,0.21,0,0,0,0,0,0,0,15,0
0,0,0.3,0,0.3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0
0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0.68,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0.41,0,0,0,0,0,0.41,0.41,0,0,0,0,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.449,0,0,5,0
0,0.64,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0.64,0,0,0,0,0,13,0
0,0.19,0.19,0,0,0,0,0,0,0,2.69,1.54,0.77,0.19,0.57,0.38,0.38,0,0.19,0.053,0,0,45,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,4.27,3.41,2.56,0.85,0.85,0,0.85,0,0,0.139,0,0,12,0
0,0.67,0,0,0,0,0,0.67,0,0,0,0,0.67,0,0,0,0.67,0,0,0,0,0,5,0
0,1.33,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0.216,0,0,12,0
0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,1.04,0,0,0,0,0,0,0,0,1.83,1.57,0.52,0.26,0.26,0,0.78,0,0.52,0.091,0.045,0,13,0
0,0.28,0,0,0,0,0,0,0,0,5.14,4,2.28,0.28,1.14,0,0.57,0,0,0.194,0,0.097,12,0
0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0,66,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0.22,0.11,0,0,0.11,0,0,0.11,0,3.21,0.11,0,0,0,0,0,0,0,0.014,0,0,27,0
0,0,0,0,0,0,0,0,0,0,1.07,1.07,2.15,0,0,0,2.15,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,0,0,0,0,3,0
0,0,0.17,0,0.17,0,0.17,0,0,0,1.21,0.52,0,0,0.34,0,0.17,0,0.34,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,6.89,3.44,0,0,1.72,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,0,8.69,4.34,4.34,4.34,4.34,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0.127,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,2.32,0,0,0,0,5,0
0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0.86,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0.105,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,1.92,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,2.08,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.91,0,0,0,0,5,0
0.72,0.62,0.1,0.2,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0.41,0,0,0,0,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,0.246,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,47,0
0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,47,0
0,0.32,0.16,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0.64,0.16,0,0,0,0,51,0
0,0.64,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,1.94,0,0,0,0,51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0.62,0,0,0,0,1.88,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0.109,0.109,9,0
0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,1.66,3.33,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0,0.36,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0.48,0,0,0.48,0,0,0,0,0,0,0.48,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,5,0
2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,21,0
1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,1.28,0,0,0,0,0,21,0
1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,21,0
2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,21,0
1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,21,0
0.8,0.6,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,43,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.22,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.19,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0.86,0,0,0,0,0,9,0
0.15,0.15,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0.61,2.91,0,0,0,0,23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,2.97,0,0,0,0,15,0
0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,1.19,0,0,0,0.106,11,0
0.31,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0.045,97,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,1.36,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,2.38,2.38,0,0,0,0,0,0,0,0,0.809,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0.277,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,3.84,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,3,0
0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,1.92,1.92,1.92,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,1.02,0,0,0,0,5,0
0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,1.34,0,0,0,0.096,15,0
0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,6,0
0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,1,0
0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,5,0
