@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_you numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_data numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_edu numeric
@attribute Char_freq1 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0.31,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.33,0,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0.109,0,1
0,0,0,0.85,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.44,0,0,0,0,0.44,4.46,0,0,0,0,0,0,0,0,0,0,0,1.083,0.144,1
0,0,1.07,0,0,0.53,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.9,0,2.26,0,0.15,0,0,0,0,0,0,0,0,0,0.376,0.05,1
0,0,0,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0.872,0,1
0.19,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0.01,0,0,1
0.17,0,0,0.43,0,0.17,1.4,0,0,0,0,0,0,0,0,0,0,0,0.25,0.721,1
0.9,0,0.9,0,0,0,5.45,2.72,0,0,0,0,0,0,0,0,0,0,2.143,0.612,1
0,0,2.04,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0.309,0,1
0.58,0,0,0,0,0.23,4.19,0,0.58,0,0,0,0,0,0,0,0,0,0.733,0.104,1
0.3,0,0.2,0.3,0.4,1.71,3.43,0,0.9,0,0,0,0,0,0,0,0,0,0.275,0.206,1
0.49,0,0,0,0,0.99,3.48,0,0.49,0,0,0,0,0,0,0,0,0,0.17,0,1
0,0,0,0,0,0.98,2.94,0,0,0.98,0,0,0,0,0,0,0.98,0,0.278,0,1
0,0,0.39,0.39,0,0,3.52,0,0,0,0,0,0,0,0,0,0,0,0.124,0,1
0,0,0.19,0,0,0,0.19,0,0,0.09,0,0,0.19,0,0.09,0,0,0.015,0.061,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.094,0,1
0,0,0.64,0,0,0,3.89,0,0,0,0,0,0,0,0,0,0,0,0.921,0.345,1
0.08,0,0.08,0,0.25,0.08,3.43,0,0.08,0,0,0,0,0,0,0,0,0,0.348,0.103,1
0.08,0,0.25,0.17,0.59,0.08,1.61,0,0.85,0,0,0,0,0,0,0,0.08,0,0.394,0.114,1
0,0,0,0,0,0,2.63,0,0.87,0,0,0,0,0,0,0,0,0.144,3.907,0,1
0,0,1.47,1.47,1.47,1.47,0,0,0,0,0,0,0,1.47,0,0,0,0,0.294,0.147,1
0,0,0.74,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0.305,1.529,0,1
0,0,1.36,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0.368,0,1
0,0,0.84,0,0,1.68,3.36,0,0.84,0,0,0,0,0,0,0,0,0,0.519,0,1
0.1,0,0,0,0.2,0.3,2.61,0,0,0,0,0,0,0,0,0,0,0,0.352,0.056,1
0.71,0,0.35,0,0,0.35,3.76,0,0,0,0,0,0,0,0,0,0,0,0.234,0.029,1
0,0,0.1,0,0.1,0.21,0,0,0.54,0,0,0,0,0,0,0,0,0,0.033,0.118,1
0,0,1.27,0.63,0,0,4.45,0,0,0,0,0,0,0,0,0,0,0,0.983,0.089,1
0,0,0,0,0,0,2.04,8.84,1.36,0,0,0,0,0,0,0,0,0,0.125,0,1
0.47,0,0.05,0.26,0.44,0.76,3.24,0,1.02,0,0,0,0,0,0,0,0,0.009,0.329,0.78,1
0,0,0,1.36,0.68,0.68,1.36,0,0,0,0,0,0,0,0,0,0,0,1.143,0.519,1
0,0,0.32,0.32,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0.157,1
0,0,0.83,0,0.2,1.04,1.04,0,0.2,1.46,0,0,0,0,0,0,0,0.182,0.182,0.146,1
0.93,0,1.86,0,0,0,8.41,0,0,0,0,0,0,0,0,0,0,0,2.306,0.164,1
0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0.546,0,1
0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0.823,0,1
0.46,0,0.06,0.33,0,1.12,3.51,0,0.19,0,0,0,0,0,0,0,0,0.036,0.278,0.23,1
0,0,0,0,0,0,3.46,0,0,0,0,0,0,0,0,0,0,0,0.107,0,1
0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,2.412,0,1
0,0,0,0,0.6,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0.19,0.142,1
0.15,0,0,0.61,0,0.15,1.85,0,0,0,0,0,0,0,0,0,0,0,0.615,0.025,1
0,0,0.32,0.32,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0.166,1
0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,1.975,0.37,1
0,0,0,0,0,1.12,2.24,0,1.12,0,0,0,0,0,0,0,0,0,0,6.003,1
0.77,0,0,0.57,1.15,1.34,2.11,0,1.34,0,0,0,0,0,0,0,0,0.027,0.438,0.191,1
0,0,1.03,1.03,0,1.03,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.19,0,0.19,0,0,0.09,1.38,0,0.39,0,0,0,0,0,0,0,0,0.017,0.586,0.189,1
0.17,0,0.05,0.05,0.05,0.05,4.21,0,0.81,0,0,0,0,0,0,0,0,0.01,0.01,0.167,1
0,0,0.22,0.22,0.9,0.68,3.86,0,0,0,0,0,0,0,0.45,0,0,0,1.103,0.133,1
0,0,0,0,0,0,1.19,0,1.19,0,0,0,0,0,0,0,0,0,1.181,0.787,1
0,0.42,0,0.42,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,2.636,0.683,1
0,0,0,0,0,0,4.2,0,0.42,0,0,0,0,0,0,0,0,0,0.644,0.161,1
0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0.471,0,1
0.37,0.06,0.03,0.95,0.37,0.37,2.75,0,0.27,0,0,0,0,0,0,0,0,0.011,0.379,0.136,1
0,0,0.5,0.5,0,1.01,2.03,0,0.76,0,0,0,0,0,0,0,0,0,0.412,0.412,1
0,0,0.17,0,0,0.51,0.34,0,0,0,0,0,0,0,0,0,0,0,0.315,0,1
0,0,0,0,0,1.45,2.54,0,0,0.36,0,0,0,0,0,0,0,0,0.963,0.113,1
0,0,3.12,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.46,0,0,0.46,0,1.85,1.85,0,0,0,0,0,0,0,0,0,0,0,1.663,0.249,1
0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0.215,0.431,1
0.47,0,0.05,0.26,0.42,0.76,3.23,0,0.99,0,0,0,0,0,0,0,0,0,0.328,0.858,1
0.17,0,0.08,0.43,0.08,0.08,1.2,0,0.34,0,0,0,0,0,0,0,0,0,0.092,0.014,1
0,0,0.16,0,0,0.48,0.16,0,0,0,0.16,0,0.16,0,0,0,0,0,0.271,0.024,1
0,0,0.11,0,0.11,0.22,0,0,0.55,0,0,0,0,0,0,0,0,0,0.035,0.124,1
0,0,0,0,0,0,2.38,0,0.47,0,0,0,0,0,0,0,0,0,0.496,0.248,1
1.47,0,0,0,0,1.47,2.94,0,0,0,0,0,0,0,0,0,0,0,1.272,0.254,1
0,0,2.28,0,0,0.57,3.42,0,0,0,0,0,0,0,0,0,0,0,0.487,0,1
0,0,1.63,0,0,1.63,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.47,1.47,1.47,1.47,0,0,0,0,0,0,0,1.47,0,0,0,0,0.294,0.147,1
0.65,0,0,0,0,0,2.61,0,0,0,0,0,0,0,0,0,0,0,0.515,0.103,1
0.33,0,0.33,0,0.66,1.32,0.33,0,0,0.33,0,0,0,0,0,0,0,0,0.859,0.101,1
0.19,0,0.19,0.97,0.87,0.58,3.81,0,0.09,0,0,0,0,0,0,0,0,0,0.405,0.233,1
0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0.332,0.11,1
0,0,0,1.12,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0.408,0.408,1
0,0,0,0.25,0,0.75,2.01,0,0,0,0,0,1.25,0,0.25,0,0,0,0.031,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0.665,1
0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0.531,0,1
1.26,0,0,0,0,0,3.79,0,0,0,0,0,0,0,0,0,0,0,0.472,0.472,1
0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0.559,0.279,1
0.17,0,0,0.05,0.05,0.05,4.17,0,0.76,0,0,0,0,0,0,0,0,0.01,0.01,0.165,1
0.47,0,0,0,0,0.47,5.26,0,0.71,0,0,0,0,0,0,0,0,0,0.402,0.402,1
0.37,0,0,0.37,0.37,1.89,2.27,0,0.37,0,0,0,0,0.37,0,0,0,0,1.246,0.196,1
0.13,0,0,0.13,0.39,0.13,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0.068,1
0.95,0,0.23,0,0,0.23,3.8,0,0,0,0,0,0,0,0,0,0,0,0.238,0,1
0,0,0,0,0,1.32,0.94,0,0.18,0,0,0,0,0,0,0,0,0,0.07,0.07,1
0,0,0,0.18,0.37,0.75,2.65,0,0,0,0,0,0,0,0,0,0,0,0.31,0.112,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0.124,1
0.52,0,0.05,0.14,0.46,0.52,2.9,0,0.63,0,0,0,0,0,0,0,0,0,0.363,0.535,1
0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,1
0,0,0,0.71,0,0,4.31,0,0,0,0,0,0,0,0,0,0,0,0.132,0,1
0.41,0,0.41,0,0,0,2.05,0,0,0,0,0,0.41,0.41,0.41,0,0,0,0.067,0,1
0,0,0,0.59,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,1
0.42,0,0.09,0.06,0.49,0.91,2.75,0,0.32,0,0,0,0,0,0,0,0,0.032,0.345,0.515,1
0,0,0,0,0,0.3,0.15,0,0,0,0,0,0,0.76,0,0,0,0.472,0,0.044,1
0,0,0.09,0,0.38,0,0.77,0,0.09,0,0,0,0,0.09,0,0,0,0.063,0.559,0.047,1
0,0,1.41,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0.144,0.288,1
0,0,1.31,1.31,1.31,1.31,1.31,0,0,0,0,0,0,0,0,0,0,0,0.117,0.117,1
0,0.49,0.49,0,0,0.98,1.47,0,0,0,0,0,0,0,0,0,0,0.156,0.862,0,1
0.1,0,0.1,0,0.2,0.2,1.72,0,0.4,0,0,0,0,0,0,0,0,0,0.336,0.16,1
0.08,0,0.25,0.17,0.59,0.08,1.62,0,0.85,0,0,0,0,0,0,0,0.08,0,0.42,0.114,1
0,0,2.28,0,0,0.57,3.42,0,0,0,0,0,0,0,0,0,0,0,0.487,0,1
0,0,0,0,0,0.31,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.17,0,0,1.24,1.24,6.41,1.06,0,0,0,0,0,0,0,0,0,0.278,0.216,1
1.03,0,0.68,0,0,0.68,5.86,0,0.34,0,0,0,0,0,0,0,0,0,0.366,0.061,1
0,0,0,0,0.13,1.5,1.09,10.38,0.13,0,0,0,0,0,0,0,0,0.021,0.364,0.064,1
0,0,0.09,0.09,0.38,0.19,2.01,0,0,0,0,0,0,0,0,0,0,0.035,0.088,0.124,1
0.31,0,0.31,0,0.31,0.31,0.31,0,0,0,0,0,0,0,0,0,0,0,0.89,0.046,1
0.08,4.31,0.08,0.08,0,0,1.87,0,0.16,0,0,0,0,0.08,0,0,0,0.344,0.55,0.082,1
0.3,0,0.61,0,0.61,0.61,1.84,0,0,0,0,0,0,0,0,0,0,0,0.103,0.051,1
0,0.52,0.17,0,0.69,0.17,1.04,0,0,0.17,0,0,0,0.34,0,0,0,0,0.754,0.681,1
0.45,0,0,0.45,0,1.8,1.8,0,0,0,0,0,0,0,0,0,0,0,1.626,0.162,1
0,0,2.32,0,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0.701,0.35,1
0,0,0.4,1.2,0,0.4,4,0,0,0,0,0,0,0,0,0,0,0,0.706,0.212,1
0,0,0,0,0,0,2.45,0,0.49,0,0,0,0,0,0,0,0,0,0.677,0.254,1
0,0,0,0,0.88,0,2.2,0,0.14,0,0,0,0,0,0,0,0,0,0.388,0.048,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0,1
0,0,0,3.57,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,1.554,0,1
0.18,0,0.06,0.06,0.06,0.12,4.54,0,0.84,0,0,0,0,0,0,0,0,0.01,0.01,0.167,1
0.18,0,0.06,0.06,0.06,0.12,4.49,0,0.85,0,0,0,0,0,0,0,0,0.01,0.01,0.167,1
0.43,0,0.86,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0.14,0.915,0,1
0,0,0.8,0,0,0.8,1.6,0,0,0,0,0,0,0,0,0,0,0,0.269,0,1
0,0,0,0,0,0.67,0.67,0,0,0,0,0,0,0,0,0,0,0,0.802,0.114,1
0,0,0,0,0,0,5.12,0,0,0,0,0,0,0,0,0,0,0,1.543,0,1
0,0,0,0,0.54,0.36,2.7,0,0,0,0,0,0,0,0.36,0,0,0,0.633,0.063,1
0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439,1
0,0,0,0,0,1.12,1.69,2.25,0,0,0,0,0,0,0,0,0,0,0.394,0,1
0,0,0,2.34,0,0.78,3.12,0,0.78,0,0,0,0,0,0,0,0,0,0.889,0,1
0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.33,0.33,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0.161,1
0,0,0,0,0,1.19,3.57,0,0,1.19,0,0,0,0,0,0,0,0,0.204,0,1
0,0,0,0.74,0,0,1.49,0,0,0,0,0,0.74,0,0,0,0,0,0.109,0,1
0,0,0,0,0,0,2.62,0.43,0.43,0,0,0,0,0,0,0,0,0,0.577,0.216,1
0.17,0,0.17,0.89,0.17,0.53,1.97,0,0,0,0,0,0,0,0,0,0,0,1.158,0.057,1
0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.87,0,0,0.04,0.29,0.42,3.47,0,0.34,0,0,0,0,0,0,0,0,0.016,0.638,0.165,1
0.53,0,1.06,0,0,0,4.25,0,1.59,0,0,0,0,0,0,0,0,0,1.208,0.259,1
0.1,0,0.5,0,0.8,0.1,1.31,0,0.6,0,0,0,0,0,0,0,0.1,0,0.49,0.158,1
0.27,0,0,0.54,0,0.27,1.08,0,0.27,0,0,0,0,0,0,0,0,0,0.458,0.504,1
0,0,0,0,0,0,2.42,0,0.48,0,0,0,0,0,0,0,0,0,0.421,0.252,1
0,0,2.3,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0.518,0,1
0.49,0,0.08,0.24,0,1.4,2.89,0,0.16,0,0,0,0.08,0,0,0,0,0,0.271,0.191,1
0,0,1.58,0,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0.371,0,1
0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0.464,0,1
0,0,0,0,0.14,0,3.31,0,0,0,0,0,0,0,0,0,0,0,0.156,0,1
0.62,0,0.62,0,0,0,5.59,0,0,0,0,0,0,0,0,0,0,0,0.517,0,1
0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0.867,0,1
0,0,0.68,0,0,0.17,3.44,0,0,0,0,0,0,0,0,0,0,0,0.056,0.196,1
0.66,0,0,0,0,0.66,1.32,0,0,0,0,0,0,0,0,0,0,0,2.205,0,1
0.34,0,0.08,0.26,0.08,1.47,3.03,0,0.34,0,0,0,0,0,0,0,0,0,0.259,0.259,1
0,0,0,0,0.6,0,2.74,0,0,0,0,0,0,0,0,0,0,0,0.191,0.143,1
0.51,0,0.51,0,0,0.51,1.03,0,0,0,0,0,0,0,0,0,0,0,0.067,0,1
0.19,0,0.19,0.97,0.87,0.58,3.81,0,0.09,0,0,0,0,0,0,0,0,0,0.404,0.233,1
1.63,0,0,0,1.63,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0.8,0.266,1
0,0,0,0.65,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0.198,0.099,1
0.31,0,0,0.62,0.62,0.93,1.87,0,0.62,0,0,0,0,0,0,0,0,0,0.548,0.199,1
0,0,0.42,0,0,0.42,2.11,0,3.38,0,0,0,0,0,0,0,0,0.097,0.244,0.39,1
0.6,0,0,0,0.24,1.32,4.44,0,0.72,0,0,0,0,0,0,0,0,0,0.102,0.205,1
0,0,0,1.28,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0.203,0,1
0,0,0.32,0.32,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0.158,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0.596,1
0,0,0,0.53,0,0,2.65,0,1.59,0,0,0,0,0,0,0,0,0,0.095,0.478,1
0.26,0,1.07,0.26,0.26,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0.324,0,1
0.68,0,0,0.57,0.79,2.73,3.07,0,1.82,0,0,0,0,0,0,0,0,0.067,0.388,0.236,1
0,0,0,0,0,0,6.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,2.58,0,0.86,0,0,0,0,0,0,0,0,0.142,3.851,0,1
0,0,1.05,0,0,0,4.21,0,0.52,0,0,0,0.52,0,0,0,0,0,1.276,0.729,1
0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,2.354,0,1
0,0,0.65,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,1.765,0,1
0,0,1.47,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0.508,0.169,1
0,0,0.93,0.93,0,0,0.93,0,0,0,0,0,0,0,0.46,0,0,0.069,0,0,1
0,0,0.82,0,0,0.82,2.75,0,0.82,0,0,0,0.27,0,0,0,0,0,0.235,0.188,1
0,0,0,0,0,0,2.95,0,0.84,0,0,0,0,0,0,0,0,0,0.6,0.3,1
0,0,0,0,0,3.7,1.85,0,0,0,0,0,0,0,0,0,0,0.258,1.55,0,1
0,0,0,0,0.93,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0.561,0,1
0,0,2.53,1.26,1.26,1.26,2.53,0,0,0,0,0,0,0,0,0,0,0,0.537,0,1
0.47,0,0.94,0,0,0,4.24,0,1.41,0,0,0,0,0,0,0,0,0,1.254,0.221,1
0,0,0.5,0.25,0,1.01,2.02,0,0.75,0,0,0,0,0,0,0,0,0,0.432,0.432,1
0.49,0,0.02,0.21,0.42,0.75,3.23,0,1.03,0,0,0,0,0,0,0,0,0,0.391,0.868,1
0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0.415,0,1
0.06,0,0,0,0.67,0.06,1.14,0,0,0,0,0,0,0,0,0.13,0,0.021,0.096,0.085,1
0,0,1.66,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,1.424,0,1
0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,1
0,0,0,1.05,0,0,3.7,0,1.58,0,0,0,0,0,0,0,0,0,0.702,0.263,1
0,0,0,1.08,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0.191,0.383,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0.342,1
0,0,0,0,0,0,2.48,0,0.31,0,0,0,0,0.31,0,0,0,0,0.043,0,1
1.24,0,0,0,0,0,3.73,0,0,0,0,0,0,0,0,0,0,0,0.48,0.549,1
0,0,0,0,0,0.19,0.58,0,0.77,0,0,0,0,0.19,0,0,0,0,0.364,0.312,1
0.19,0,0,0.59,0,0,4.52,0,0,0,0,0,0,0.19,0,0,0,0,0.258,0.032,1
0,0,0.91,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0.672,0.269,1
0,0,1.47,0,0,1.47,5.88,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1
0,0,0.4,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0.11,0,1
0.45,0,0,0.45,0,0.22,1.83,0,1.6,0,0,0,0,0,0,0,0,0,0.187,0.112,1
0,0,0,0,0,0,0.12,0,0,0,0.24,0.12,0,0,0.12,0.37,0.37,0,0,0,1
0.54,0,1.08,0,0,0,4.32,0,1.62,0,0,0,0,0,0,0,0,0,1.218,0.261,1
2.35,0,2.35,0,2.35,0,2.35,0,2.35,0,0,0,0,0,0,0,0,0,0.168,0.336,1
0,0,0,0,0,0.56,2.25,0,0,0,0,0,0,0,0,0,0,0,0.615,0,1
0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0.094,1
0.54,0,1.08,0,0,0,4.32,0,1.62,0,0,0,0,0,0,0,0,0,1.18,0.252,1
0,0,0,0,0,0,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.16,0,0,0,0,0.16,3.68,0,1.14,0,0,0,0,0,0,0,0,0.014,0,0.232,1
0.79,0,0,0.09,0.29,0.09,4.09,0,0.39,0,0,0,0,0,0,0,0,0,0.19,0.247,1
0,42.73,0.42,0,0,0.42,2.99,0,1.28,0,0,0,0,0.42,0,0,0,0,0,0.349,1
0,0,1.12,0,0,0,4.49,0,0,0,0,0,0,0,0,0,0,0,0.223,0.223,1
0.74,0,0.74,0,0,1.49,4.47,0,0.74,0,0,0,0,0,0,0,0,0,0.355,0.118,1
0,0,0.55,0,0,0,3.91,0,0,0,0,0,0,0,0,0,0,0,1.208,0.345,1
0.09,0,0,0.18,0.09,0,2.01,0,0.36,0,0,0,0,0,0,0,0,0.015,0.246,0.03,1
0,0,0,0,0,0,2.56,4.07,0.15,0,0,0,0,0,0,0,0,0,0.255,0.076,1
0,0,0,0,0,0,4.71,0,0,0,0,0,0,0,0,0,0,0,3.571,0,1
0,0,0.36,0,0,0,2.21,0,1.47,0,0,0,0,0,0,0,0,0,0.433,0.928,1
0.1,0,0,0.03,0,0.1,0.81,0,0.1,0,0,0,0,0,0,0.03,0,0,0.006,0.065,1
0.14,0,0,0,1.47,1.47,2.35,0,0.73,0,0,0,0,0,0,0,0,0,1.004,0.215,1
0.6,0,0,0,0.24,1.32,4.44,0,0.72,0,0,0,0,0,0,0,0,0,0.101,0.202,1
0,0,0,0,0,0,1.09,0.36,0.36,0,0,0,0,0,0,0,0,0,0.604,0.181,1
0,40.13,0,0,0,0.32,0.98,0,0,0,0,0,0,0,0,0,0,0,0.185,0.061,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
0,0,1.25,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.225,0,1
0,0,0.73,0.09,0.83,0.27,1.38,0,0.55,0,0,0,0,0,0,0,0.09,0,0.432,0.135,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797,0.885,1
0.65,0,0,0.49,0.65,0.49,3.6,0,0,0,0,0,0,0,0,0,0.16,0,0.925,0.231,1
0.57,0,0,0.57,0,0,4.59,0,0,0,0,0,0,0,0,0,0,0,0.396,0.099,1
0.31,0,0,0.62,0.62,0.93,1.87,0,0.62,0,0,0,0,0,0,0,0,0,0.548,0.199,1
0.26,0,0,0,0.1,0.1,3.38,0,0,0,0,0,0,0,0,0,0,0,0.262,0.186,1
0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0.897,0,1
0.17,0,0.08,0.42,0.08,0.08,1.2,0,0.34,0,0,0,0,0,0,0,0,0,0.108,0.013,1
0,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,1.117,0,1
0,0,0,0,0,0.78,2.73,0,0.39,0,0,0,0,0,0,0,0,0,0.869,0.186,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,1
0,0,0.45,0.45,0,1.8,1.8,0,0,0,0,0,0.45,0,0,0,0,0,0.21,0,1
0,0,0,0.63,0,0,3.82,0,0,0,0,0,0,0,0,0,0,0,1.096,0.109,1
0,0,0,0.71,0,0.71,1.42,0,0,0,0,0,0,0,0,0,0,0,0.931,0,1
0.41,0,0,0.82,0.2,0.2,1.65,0,0.2,0,0,0,0,0,0,0,0,0,1.689,0.132,1
1,0,0,0,0,0,2.33,0,1.66,0,0,0,0,0,0,0,0,0,0.12,0.541,1
0.78,0,0,0,0,0,1.56,0,0.78,0,0,0,0,0,0,0,0,0,0.792,0.339,1
0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0.186,1
0,0,1,0,0,1,3.01,1.5,0,0,0,0,0,0,0,0,0,0,0.176,0,1
0.16,0,0.33,0.84,0.16,0.5,2.02,0,0,0,0,0,0,0,0,0,0,0,1.118,0.054,1
0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0.57,0,0,0,1
0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0.066,0.267,0,1
0.73,0,0,0,0.24,1.35,4.55,0,0.49,0,0,0,0,0,0,0,0,0,0.104,0.229,1
0,0,3.12,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1.07,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0.19,0.38,1
0,0,0.32,0.32,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0.158,1
0.45,0,0.04,0.21,0.4,0.69,2.93,0,1,0,0,0,0,0,0,0,0,0,0.318,0.754,1
0,0,0,0,0,0,0.88,0,0,0,0,0,0,0.88,0,0,0,0,0,0,1
0.25,0,0,0,0.25,0,2.81,0,0.25,0,0,0,0,0,0,0,0,0,0.209,0.209,1
0,0,0.65,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,1.461,0,1
0.5,0,0.02,0.35,0.35,0.69,3.05,0,0.94,0,0,0,0,0,0,0,0,0,0.325,0.523,1
0.4,0,0.2,0.6,0.2,0.2,2.21,0,0.2,0,0,0,0,0,0,0,0,0,1.453,0.129,1
0.23,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0.043,0.175,0,1
0,0.57,0,0.28,0,0,2.89,0,0,0,0,0,0,0,0,0,0,0,1.385,0,1
0.4,0,0.4,2.8,0,1.2,4,0,0,0,0,0,0,0,0,0,0,0.052,0.105,0.052,1
0,0,2.98,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,1
0,0,0,0,0,0,1.21,0,0.6,0,0,0,0,0.2,0,0,0,0,0.121,0.121,1
