@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R7,9,12,16-18,20,25,30,34,39-41,44,52-54,58'

@attribute Word_freq_remove numeric
@attribute Word_freq_order numeric
@attribute Word_freq_will numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_email numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_project numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,3.63,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0
0,0.69,0.23,0,0.07,0.07,0,0.69,0,0,0,0,0,0,0,0.021,0,0
0,0,0,0,0,0,0,0.76,0,0.76,0.76,0,0,0,0.487,0,0,0
0,0,0,1.8,0,2.2,0,0,0,0,0,0,0.2,0,0.06,0,0,0
0,0,0,0,0,0,0,0.28,0,0,0,0,0.28,0.28,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0.484,0,0,0
0,0,3.57,0,0,0,0,1.78,0,0,0,0,0,3.57,0,0,0.307,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0,0,0
0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.47,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7.46,2.98,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0
0,0,0.23,0.23,0,0,0,0.47,0.47,0,0,0,0,0,0,0,0,0
0,0,2.38,1.19,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
0,0,1.49,0,0.46,0,1.49,2.42,0,0,0,0,0,0,0,0.066,0,0
0,0,0.48,0,0,0,0,1.44,1.44,0,0,0,0,0.48,0.119,0.059,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.08,0.92,0,0.16,0,0,3.53,0,0,0,0,0,0.16,0,0.011,0,0
0,0,0.84,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0
0,1.15,0.34,0,0,0,0,0.57,0,0,0,0,0,0,0,0.031,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.79,0.26,0,0,0.08,0,0.88,0,0,0,0,0,0,0,0.024,0,0
0,0,4.09,0,0,0,0,1.16,0,0,1.16,0,0,0,0,0,0,0
0,0.07,1.48,0.07,1.01,0,0.07,3.11,0,0,0,0,0,0,0,0.043,0,0
0,0,0,0,0,0,0,6.03,0.43,0.43,0.43,0.43,0,0,0.065,0,1.043,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.03,0.71,0.03,0,0,0,1.58,0.11,0,0,0.03,0,0,0.028,0.016,0,0
0,0,0.9,0,0,0.9,0,0.9,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3.5,1.75,0.87,2.63,0.87,0,0,0.122,0,0,0
0,0,1.02,0,0,1.02,0,2.04,0,0,1.02,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7.69,3.84,3.84,0,3.84,0,0,0,0,0,0
0,0,0,0,0.33,0,0,1.98,0,0,0,0,0,0.33,0.224,0.336,0,0
0,0,0.72,0,0,0,0,2.65,0,0,0,0,0,0,0,0,0,0
0,0.33,0.33,0,0,0.33,0,0,0,0,0,0,0,0,0.056,0,0,0
0,0,0.5,0.02,0.14,0.12,0,0,0,0,0,0.02,0.1,0.14,0,0.018,0.003,0
0,0,2.9,0.58,0,0,0,2.32,3.48,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,0
0,0,0.77,0.19,0,0.19,0.19,0.19,0,0,0.19,0,0,0,0.022,0.045,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.99,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,0,0,0,0
0,0,0.14,0,0,0,0,5.16,0.44,0,0.59,0,0,0,0,0,0,0
0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0.636,0,0,0
0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0
0,0,0.88,0,0,0.22,0,0.22,0,0,0,0,0,0.22,0,0,0,0
0,0,0.83,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0
0,0,0.33,0,0,0.33,0,0.33,0,0,0,0,0,0.33,0,0,0,0
0,0,0,0,0,0.32,0,4.9,0.65,0,0,0,0.98,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.336,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.02,0,0,0.11,0,0,0,0,0.11,0.11,0,0,0,0,0,0
0,0,0,0.62,0,0,0,1.25,0,0,1.25,0,0,0,0,0,0,0
0,0,4.72,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0
0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.64,0,0,0,0,0.64,1.92,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.8,0,0,0,0,1.61,0.8,0.8,0,0.8,0,0,0,0,0,0
0,0,0.88,0,1.95,0,0,0.35,0.17,0,0,0,0,0,0,0,0,0
0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0
0,0,0.5,0,0,0,0,1,0.25,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.342,0,0,0
0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0.078,0,0,0
0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0
0,0,1.84,0,0.15,0,0.23,2.61,0,0,0,0,0,0.15,0,0.044,0,0
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.99,0.33,0.33,0,0.33,0,0,0,0,0,0
0,0,0,0,0,0,0,8.69,4.34,4.34,0,4.34,0,0,0,0,0,0
0,0,0,0,0,0,0,1.78,0.89,0,0,0,0,0,0,0,0,0
0,0,0.69,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0
0,0.48,0.48,1.44,0,1.92,0,0,0,0,0,0,0,0,0.666,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0.398,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371,0,0.371,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0,0,0
0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.66,0,0.66,0,0,0.66,0,0,0,0,0,0.66,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.09,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0
0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0,0.039,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.62,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.575,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.271,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0.187,0,0,0
0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.164,0,0,0
0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0
0,0,0,1.01,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.4,0,0.81,0,0,0,0,0,0,0,0,0,0,0.055,0
0,0,0,0.41,0,0.41,0,0,0,0,0,0,0,0,0.114,0,0.057,0
0,0,0.13,0.26,0,0.13,0,0,0,0,0,0,0,0,0.193,0,0.038,0
0,0,0,0.3,0,0.3,0,0,0,0,0,0,0,0,0.178,0,0.044,0
0,0,0,0.7,0,0.7,0,0,0,0,0,0,0,0,0.336,0,0,0
0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.131,0,0,0
0,0,0.94,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0.175,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.153,0
0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0.152,0,0,0
0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.21,0,0.21,0,0,0,0,0,0,0.21,0,0.039,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.23,0,0,0,0,0,0,0,0,0.46,0,0.082,0,0,0
