@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R7,9,16-17,19-20,22-24,29-30,33,37,39-40,44,46,49-50,53-55,58'

@attribute Word_freq_remove numeric
@attribute Word_freq_order numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_you numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_data numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_project numeric
@attribute Word_freq_edu numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.18,0,0,1.49,0.182,0.339,0,0,3.628,0
0,0,0,0.37,0.56,0,0,0,0,0,0.09,0,0.28,0.09,0,0.18,0,0,0.081,0,0,1.983,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,0
0,0,0,1.48,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0.105,0.105,2.555,0
0.49,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0.336,0.588,0,0,5.61,0
0,0,0,0,1.24,0,0,0,0,0.31,0,0,0.31,0,0,0,0.31,0,0,0,0,1.409,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125,0
0,0,0,0,1.32,0,0,0,0,2.64,0.44,0,0.88,0.88,0.44,0,0,0,0.146,0,0,1.955,0
0,0,0,0,0,0,0,0,0,6.15,0,0,0,0,0,0,0,0,0,0,0,1.529,0
0,3.23,0,0,1.76,0.29,0,0,0,0,0,0,0.29,0,0,0,0,0.075,0.113,0.265,0.113,2.285,0
0,0,0,0,1.72,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,2.062,0
0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0.471,0.55,0,0,2.552,0
0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0,3.178,0
0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.96,0,3.84,0,0,0,0,0.161,2.307,0
0,0,0,0,1.78,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,1.5,0
0,0,0,0,0.26,0,0,0,0,0.53,0.53,1.88,0.8,0.8,0.53,0,0,0,0.412,0,0,2.225,0
0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0,0,0,1.09,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.28,0,0,0.51,0,0,0,0,0,0,0.51,0,0,0,0,0,0.054,0.162,0.036,0,3.167,0
0,0,0,0.7,1.4,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0.266,0,0,18,0
0,0,0,0,0,0,0,0,0,0.32,0,0.32,0,0,0.32,0,0,0,0.54,0,0.054,3.787,0
0,0,0.33,0,0.33,0,0,0,0,0,0.33,0,0,0,0,0.33,0,0,0.13,0,0,2.016,0
0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1.758,0
0,0,0,0,1.94,0,0,0,0.17,0,0.17,0,0.35,0,0,0,0.17,0,0.031,0,0,1.564,0
0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0.15,0,0,1.613,0
0,0,0,0,1.78,0,0,0,0,0,0,0,0.89,0,0,0,1.33,0,0.139,0,0,1.731,0
0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502,0,0,1,0
0,0,0,0,4.63,0,0,0,0,0.66,0.66,0,0,0.66,0.66,0,0,0,0.293,0,0,3.968,0
0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0.453,0,0.09,4.037,0
0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.307,0
0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0.128,0.128,3.657,0
0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,3.92,0,0,0,0,3.129,0
0,0,0,0,3.12,0.39,0,0,0,0,0,0,0,0,0.39,0,0,0.07,0.07,0,0,2.069,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0
0,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0.578,1.734,0,0,3.083,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.888,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325,0,0,4.586,0
0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.882,0
0,0,0,0,0.2,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0.148,0,0,1.669,0
0,0,0,0,3.29,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,1.111,0
0,0,0,0.7,0,0,0,0,0,0.28,0.7,0,0.14,0,0,0,0,0,0.077,0,0,1.502,0
0,0,0,0,1.36,0,0,0,0,0.68,0.68,0,0.68,0.68,0.68,0.68,0,0.104,0.418,0,0,2.102,0
0,0,0,0,0.2,0,0,0,0,0.2,0.2,0,1,0.2,0.2,0.8,0,0,0.429,0,0,2.703,0
0,0,0,0,0.53,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0.194,0,0,3.731,0
0,0,0,0,1.22,0,0,0,0,0.4,0.4,0,0.4,0.4,0,0.4,0,0.126,0.063,0,0,1.611,0
0,0,0,0,1.5,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0.075,0,0,1.483,0
0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0,0.168,2.303,0
0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609,0,0,1.5,0
0,0,0,0,0.26,0,0,0,0,0,0,0,1.05,0,0,1.05,0,0,0.439,0,0,2.724,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0
0,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.555,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0,0,3.029,0
0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.216,0,0,1.3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0.176,0,0,1.476,0
0,0,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401,0,0,1,0
0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367,0,0,1,0
0,0,1.07,0,3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0,0,2.161,0
0,0,0,0,0.16,0,0,0,0,0,0,0,0.16,0,0,0.33,0,0.118,0.047,0,0,1.983,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0,3.862,0
0,0,1.4,0,0,0,0,0,0,0,0,0,1.4,1.4,0,0,0,0,0,0,0,1.393,0
0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0,2.472,0
0,0,0,0,1.53,0,0,0,0,0,0,0.76,0,0,0,0,0,0.133,0.133,0,0,1.269,0
0,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,0,0,0,0,3.8,0
0,0.71,0,0,0.31,0,0,0,0,0,0,0.79,0.47,0,0,0,0,0.096,0.234,0.021,0,3.617,0
0,0,0,0.53,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.043,0,1.487,0
0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0.133,0,0,1.5,0
0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,2.25,0
0,1.02,0,0,0.45,0,0,0,0,0,0,0.34,0.22,0,0,0,0.11,0.076,0.198,0.03,0,4.211,0
0,0.73,0,0,0.26,0,0,0,0,0,0.06,1.06,0,0,0,0,0,0.363,0.143,0.019,0,2.716,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595,0,0,1.25,0
0,0.07,0,0.15,0,0,0,0.07,0,0,0,0.07,0.07,0,0,0,0,0.068,0.049,0.009,0,2.356,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,0,0,0,0,0.925,5.857,0
0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0.141,0,0,2.28,0
0,0,0.62,0.62,0.62,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0.103,0,0,1.347,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769,0,0,3.75,0
0,0,0.48,0.48,1.44,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.823,0
0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0.176,0,0.088,4.25,0
0,0,0,0.7,1.4,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0.266,0,0,18,0
0,0,0,0.37,2.23,0,0,0,0,0.37,0.37,0,0.74,0.74,0.37,0,0.37,0,0.192,0,0.064,1.923,0
0,0,0,0,2.29,0,0,0,0,0,0,0,0,0,0,2.29,0,0,0,0,0.198,2.133,0
0,0,0,0,3.01,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0.085,0,0,1.735,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.324,0,0,2.291,0
0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0,0,2.333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.681,0,0,2.037,0
0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0.37,0,0,2.24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.754,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,3.17,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,1.384,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.87,0,0,0.39,0,0,0,0,0,0,0.29,0.19,0,0,0,0,0.111,0.153,0.041,0,3.298,0
0,0.14,0.02,0,0.05,0,0,0,0,0,0,0.36,0.45,0,0.01,0,0,0.221,0.152,0.004,0,2.63,0
0,0,0,0,2.24,0,0,0,0.56,0,0,0,0.56,0,0.56,0,0,0,0.299,0,0,2.236,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863,0,0,4.484,0
0,0,0,0.7,1.4,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0.267,0,0,17.952,0
0,0,0,0,0.78,0,0,0,0.39,0,0,0,0,0,0,0.39,0,0.073,0.146,0,0,1.354,0
0,0,0,0,0.49,0,0,0,0,0.99,0.99,0,0.49,0,0,0,0,0,0.145,0,0,1.641,0
0,0,0,0,0.88,0,0,0,0,0.44,0.44,0,0,0,0.44,0,0,0,0.207,0,0.207,2.588,0
0,0.47,0,0.26,0.21,0,0,0,0,0,0,0.47,0.85,0,0,0,0,0.112,0.202,0.014,0,3.117,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909,0,0,1,0
0,0,0,0,0,0,0,0,0,0.24,0.24,0.24,0.24,0,0.24,0,0.49,0,0.15,0,0,2.367,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0,0,2.277,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,0
0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125,0
0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.944,0
0,0,0,0,2.03,0,0,0,0,0,0,1.01,0.5,0.5,0,3.04,0,0.094,0,0,0,1.26,0
0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.583,0
0,0.51,0,0,0.2,0,0,0,0,0,0,0.2,0.46,0,0,0.1,0,0.209,0.158,0.014,0,3.764,0
0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.272,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319,0,0,2.636,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0,0,1.523,0
0,0,0,0,2.53,0,0,0,0,1.26,1.26,0,0,0,0,0,0,0,0,0,0,1.758,0
0.88,0,0,0,0.88,0,0,0,0,0,0,1.76,0,0,0,0,0,0,0.133,0,0,1.629,0
0,0,0,0,0,0,0,0,0,0.63,0.63,0,0.63,0.63,0.63,0,0,0,0.279,0,0,1.981,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.343,0,0,4.226,0
0,0,0,0,0.23,0,0,0,0,0,0,0.23,0,0,0,0.23,0,0,0.068,0,0,1.483,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0
0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.785,0
0,0.36,0,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236,0,0,1.277,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.15,0,0,0,0,0.6,0,0,0.15,0,0,0,0.15,0,0.022,0,0,1.59,0
0,0,0,0,0,0,0,0,0,0,0,3.84,1.92,3.84,0,0,0,0,0,0,0,1.666,0
0,0.74,0,0,0.29,0,0,0,0,0,0,1.63,0.59,0,0,0,0,0.163,0.228,0.021,0,3.03,0
0,0,0,0,2.32,0,0,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0.86,0,4.74,0,0,0,0.43,0,0,0.062,0,0,1.21,0
0,0,0,0,0,0,0,0,0,0.49,0.99,0,0,0,0,0,0,0,0.119,0,0,2.135,0
0,0,0,0,0,0,0,0,0,0.86,0.86,0,1.72,1.72,0.86,0,0,0,0.27,0,0,2.288,0
0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.523,0
0,0,0,0,1.1,0,0,0,0,0.55,0.27,0,0.83,0,0,0,0,0.543,0.349,0,0,2.724,0
0,0,0,0,1.11,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1.4,0,0,0,0,0.93,0.46,0,0.46,0,0.46,0,0,0,0.2,0,0,5.593,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574,0,0,1.714,0
0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404,0,0,2.076,0
0,0,0,0,0.37,0,0,0,0,0,0,0,0.37,0.37,0,0,1.12,0,0,0,0,2.023,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0.475,0,0,3.478,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0
0,0,0,0.7,1.4,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0.267,0,0,17.904,0
0,0,0,0,1.81,0,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0,0,2.227,0
0,0,0,0,0.8,0,0,0,0.8,0,0,0,0,0,0,0.8,0,0,0,0.265,0,1.347,0
0,0,0,0,0,0,0,0,0,0,0,0.61,0.61,0,0,0.61,0.61,0,0.412,0,0,2.206,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,0,0.391,0,0,1.384,0
0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0.325,0,0.651,0,1.125,0
0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0.81,0,0,0.199,0,0,2.386,0
0,0.77,0,0,0.34,0,0,0,0,0,0,0.25,0.43,0,0.17,0,0,0.098,0.16,0.024,0,2.634,0
0.23,0,0,0,1.17,0,0,0,0,0.23,0.23,0,0.47,0.23,0.23,0,0,0,0.237,0,0,2.42,0
0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0.28,0,0,0,0,0,0,0,0.28,0.28,0,0.28,0,0.217,0.072,0,0,1.948,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1.95,0.17,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.256,0,0,2.053,0
0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476,0,0,1.285,0
0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0.149,0,0,1.423,0
0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.153,0
0,0,0,0,1,0,0,0,0,0,0.33,0,0.66,0.33,0,0,0,1.001,0,0,0,2.701,0
0,0,0,0,2.7,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,1.551,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0.136,0,0,1.988,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155,0,0,2.862,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0.666,0,0,2.111,0
0,0.08,0,0.41,0,0,0,0.24,0,0,0,0,0.24,0,0,0,0,0.199,0.105,0.023,0,1.878,0
0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.27,0,2.79,0,0,0,0,0,0,0,0,0,0,0,0.27,0.051,0,0,0,1.195,0
0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,1,0
0,0,0,0,0.99,0,0,0,0,0,0,0,0.49,0,0,0,0.49,0,0,0,0,1.214,0
0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0
0,0,0,0,4.61,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,2.222,0
0,0,0,0,2.46,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0.118,0.118,0,1.59,0
0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2.413,0
0,0,0,0,3.06,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0.253,0.169,0,1.677,0
0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0.634,0,0.211,0,1.347,0
0,0,0,0,2.09,0,0,0,0,0,0,0,0,0,0,1.39,0.34,0,0.374,0,0,1.775,0
0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361,0.18,0,1.652,0
0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0.284,0.213,0.071,1.565,0
0,0,0.45,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0.45,0.056,0.227,0,0.056,5.8,0
0,0,0,0,2.47,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0.064,0,0,1.12,0
0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,3.58,0,0,0,0,0.35,0,0,0,0.35,0,0,0,0,0.12,0,0,1.787,0
0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.391,0
0,0,0,0,3.5,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0.138,0,2.136,0
0,0,0,0,5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.052,0
0,0,0,0,2.9,0,0,0,0,0,0,0,0,0.58,0,0,1.16,0,0.165,0,1.403,2.674,0
0,0,0,0,1.47,0,8.85,0,0,0,0,0,0,0,0,0,0,4.121,0,0,0.507,7.326,0
0,0,0,0,0.41,0,8.29,0,0,0,0,0,0,0,0,0,0,4.096,0,0,0.776,7.531,0
0,0,0,0,1.42,0,11.42,0,0,0,0,0,0,0,0,0,0,3.672,0,0,0.481,7.464,0
0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,2.74,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0.232,0,0,1.425,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,7.69,0,0.395,0,0,3,0
0,0,0,0,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125,0
0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.518,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0.903,0,2.285,0
0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,3.904,0
0,0,0,0.16,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0.374,0,0,1.462,0
0,0.74,0,0,2.23,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0.276,0,0,2.666,0
0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
0,0,0,0,4.81,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,1.3,0
0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,0
0,0,0.78,0,5.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,0,0,1.626,0
0,0,0.29,0,4.38,0,0,0,0,0.29,0,0,0,0,0,0,0,0.055,0.167,0,0,1.122,0
0,0,0,0,1.61,0,0,0,0,0,0,0,1.61,0,0,0,4.83,0,0,0,0,3.117,0
0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0
0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,1.66,5,0,0,0,0,3.125,0
0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,13.37,0,0.158,0.079,0.079,1.719,0
0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,3.03,0,0,0,0,1.47,0
0,0,0.93,0,0.93,0,0,0,0,0,0,0,0.93,0,0,0.93,0.93,0,0.163,0,0,1.911,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,4.39,0,0,0,0,0,0,0,0,0,0,0.54,1.09,0,0,0,0,1.512,0
0,0,0,0,6.45,0,0,0,0,0,1.61,0,0,0,0,0,1.61,0,0.63,0,0,1.727,0
